Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47)
0.007226112370178003,0.6031722968693987,3.406454409997096e-06,2.233574897235353e-06,7.517867273254473e-06,0.006365175328489511,0.0,0.0,0.0008472769538376926,0.00031981299394188674,0.0279596785057491,0.009171237622078575,2.4871312635796834e-06,6.414786925958476e-18,8.128713254932339e-13,1.5998579071398903e-08,3.170536484010152e-06,0.021325399810063466,7.043990712176743e-13,3.531392644862327e-14,8.452312643821506e-11,1.3892077037754411e-15,2.2762679105539648e-10,5.40333977487778e-07,2.362390560520524e-09,5.160285594265973e-08,1.9401850495353284e-13,3.7749242335302565e-08,1.2093099346517216e-07,1.3866721221003039e-11,2.021423654288977e-08,2.882580854325937e-13,1.0053764895739695e-12,1.3329065089450354e-08,3.76,0.0,0.23247772363882574,0.9146140913209051,0.04492402575265439,0.0003835823590620583,0.2979338972738837,0.3459438721662155,0.00011604684238052756,1.1125001533451518e-12,0.05539172923233906,0.00023508496247500195,0.00017612714481524358,1.2946452975919845e-07,1.6215377709110167e-11,1.0492075028817456e-06,0.00016669570401117376,0.010442061889306993,2.4134753278827326e-11,0.0007388539709393964,1.2912205444489418e-05,2.9689367611785727e-06,0.001534411131529859,0.004950170294918905,1.3281988373670797e-06,7.836475917305927e-08,5.416735984831497e-05,2.7816326716912863e-06,2.201991650855568e-05,0.0016432515938410348,1.2871000530477934e-06,4.164477715987873e-12,1.6333792305878733e-07,2.1772769102865343e-10,0.0004090602100028962,2.6435781844326615e-07,3.764032211564931e-13,2.827200247835229e-09,4.571999769006822e-10,1.410467041254136e-11,7.852608813698157e-08,1.0902432449978232e-12,6.122693434285325e-07,1.7152495799129668e-05,2.336695622223019e-05
0.007273594909143626,0.6033841481980973,3.4651210929294483e-06,2.2760006166854966e-06,7.693447199920276e-06,0.006519623257012718,0.0,0.0,0.0008569842624241864,0.0003264009977243852,0.028796975009810943,0.009451644068722693,2.5473706125174203e-06,6.8002506496330634e-18,8.452797391874938e-13,1.635308825682262e-08,3.2254365878121796e-06,0.021448686623940928,7.613928578285707e-13,3.604062580299101e-14,9.087106901887032e-11,1.4616918955119456e-15,2.325506509707413e-10,5.636771699554632e-07,2.4284694086081074e-09,5.4579148207651433e-08,2.089029900316066e-13,3.965358502023962e-08,1.254751338374484e-07,1.4643489485817157e-11,2.061469180523389e-08,3.0201118250652786e-13,1.0734801571817607e-12,1.3943578406796993e-08,3.76,0.0,0.23054754939250405,0.912618878334259,0.04617152846973593,0.0003915416593206901,0.29828038063594403,0.34728348345968985,0.00011579368810340212,1.1109740171460846e-12,0.0565764461201468,0.00023676850510991385,0.0001790615529965039,1.3006155818886704e-07,1.648553521025547e-11,1.0574749039550391e-06,0.00016881909165459143,0.010680102884118683,2.4625933358998416e-11,0.0007542459205819906,1.3121294902638529e-05,3.0018358321946564e-06,0.0015540030508844089,0.005018549697854586,1.3626919650091419e-06,8.052543316843438e-08,5.5513847288460234e-05,2.8307157583912353e-06,2.2458298509911462e-05,0.0016828079185999593,1.3157557864098059e-06,4.257194063344e-12,1.6500597035980344e-07,2.199509753396413e-10,0.00042033970288706945,2.6794898841286387e-07,3.8478327594938223e-13,2.890137324727368e-09,4.673359810656713e-10,1.430731888258428e-11,7.988686195646291e-08,1.111892349612288e-12,6.235347469658365e-07,1.7790915633226385e-05,2.4216744357876623e-05
0.00732107744810925,0.6035963186316539,3.5243324719912403e-06,2.318837421796253e-06,7.871123528168917e-06,0.006676739504509958,0.0,0.0,0.0008666425716048988,0.0003330049375575391,0.029652845660695187,0.009738369785399048,2.6082844753997527e-06,7.206027407581934e-18,8.787094259693107e-13,1.67117851946835e-08,3.2807880575111613e-06,0.021568024328684127,8.226032607671593e-13,3.678101108730382e-14,9.76750527010356e-11,1.5376459629009766e-15,2.3752602017880487e-10,5.878462254131442e-07,2.495566839745821e-09,5.7705698274285816e-08,2.2483547907103938e-13,4.1645076652142794e-08,1.3014752457369044e-07,1.5457064794091022e-11,2.1015686494278897e-08,3.1630267641438207e-13,1.14572322322504e-12,1.4580610432422037e-08,3.76,0.0,0.22862004707216493,0.9105871058976461,0.04744453721626814,0.00039959536706462266,0.2985994903125502,0.3486133888268457,0.00011553589518322094,1.1092964906273776e-12,0.057781565350962884,0.00023842404536214237,0.00018204693217865973,1.3063346826767774e-07,1.6760385301293347e-11,1.0656422817500949e-06,0.00017092303391838307,0.010921052389306421,2.5122256051344865e-11,0.0007698009500211763,1.3330838517647662e-05,3.0347573086859513e-06,0.0015736307929497208,0.0050873589919033435,1.397677325353732e-06,8.272283627477129e-08,5.6876598065541056e-05,2.880032440665543e-06,2.2900628602671866e-05,0.0017229759557433363,1.3445817494431869e-06,4.350461155708837e-12,1.6666080461797053e-07,2.2215664200272137e-10,0.0004318266993422548,2.715168381995176e-07,3.932131069636118e-13,2.9534480834314067e-09,4.775969584896307e-10,1.4509061223822798e-11,8.12505745061289e-08,1.1336656210167665e-12,6.348743045600999e-07,1.8446627136962162e-05,2.5087492071285003e-05
0.0073685599870748734,0.6038088169217563,3.5840695029511217e-06,2.3620680107906007e-06,8.050823163420364e-06,0.006836520666839354,0.0,0.0,0.0008762445779303187,0.00033961848177051815,0.030527411421046164,0.010031458132010668,2.669841432698542e-06,7.632923056237566e-18,9.131734992164665e-13,1.7074535364905466e-08,3.336578867799339e-06,0.021683345857241704,8.883001334685744e-13,3.753533208285459e-14,1.0496540850468188e-10,1.6172117163173906e-15,2.4255068861066695e-10,6.128588534710776e-07,2.563654609606615e-09,6.098854255365336e-08,2.4188009988398694e-13,4.3727010463109204e-08,1.3494976032938295e-07,1.6308648937730395e-11,2.1416887292806068e-08,3.3114616556380617e-13,1.2223122747184625e-12,1.524062503945269e-08,3.76,0.0,0.2266952861818831,0.9085186005446664,0.0487431767367639,0.00040774250336950786,0.2988911248185338,0.3499336386769573,0.00011527344161030101,1.1074676701968255e-12,0.0590071987936089,0.00024005038106233585,0.00018508421051794947,1.3117959500577968e-07,1.70400134732279e-11,1.0737044869169235e-06,0.0001730054865758927,0.011164851529727364,2.5623591650684865e-11,0.000785514995326387,1.3540708713721172e-05,3.067688928110008e-06,0.001593289655580914,0.005156597474676133,1.4331420852969992e-06,8.495640467098533e-08,5.825495395218167e-05,2.9295549722870595e-06,2.3346727170864623e-05,0.0017637512023883247,1.373555465206395e-06,4.444206267120483e-12,1.6830163018286957e-07,2.243436304682603e-10,0.00044351993369690996,2.750581617050425e-07,4.016861408775616e-13,3.0170831532049968e-09,4.879813139358728e-10,1.4709722238040558e-11,8.26162852722057e-08,1.1555492374622789e-12,6.462823393498291e-07,1.9119753795188592e-05,2.597909685603105e-05
0.007416042526040497,0.604021650749322,3.6443121165258883e-06,2.405674111018278e-06,8.232468271020916e-06,0.0069989607214374335,0.0,0.0,0.0008857828917337594,0.00034623508936768406,0.03142077946344809,0.010330947853118212,2.7320082662648405e-06,8.081753714530224e-18,9.486839531391155e-13,1.7441195089215886e-08,3.392796531278842e-06,0.02179458794938384,9.587664236586726e-13,3.8303836386827975e-14,1.1277421126354284e-10,1.7005349037260495e-15,2.476223162431707e-10,6.387324256284018e-07,2.6327020473019925e-09,6.443384725661821e-08,2.6010395735756736e-13,4.590274866466481e-08,1.398833605543444e-07,1.7199442867215534e-11,2.1817953527513427e-08,3.465551260602342e-13,1.3034601883859574e-12,1.5924073408040425e-08,3.76,0.0,0.22477334495606804,0.906413215226935,0.05006755233513962,0.00041598200834974864,0.2991551932347162,0.35124428398868357,0.00011500630872686503,1.1054877532334614e-12,0.06025344483395635,0.00024164632236180471,0.00018817430029751455,1.3169929451594505e-07,1.732450375871115e-11,1.0816564026575243e-06,0.00017506438750309133,0.011411437223043481,2.6129802312923343e-11,0.0008013837365060031,1.3750774536086208e-05,3.100618240147392e-06,0.0016129748734974314,0.005226264405653276,1.4690723770918528e-06,8.72255054795403e-08,5.964821418485638e-05,2.979254631690378e-06,2.3796405681651467e-05,0.0018051283216769006,1.4026535526998303e-06,4.538353746579224e-12,1.6992765310912328e-07,2.2651088246924763e-10,0.00045541784338170953,2.785697162675508e-07,4.1019553999742186e-13,3.0809911784631435e-09,4.984879322261087e-10,1.4909124012420548e-11,8.398302728677692e-08,1.1775288501940355e-12,6.577529372581672e-07,1.981040043341775e-05,2.6891412996689196e-05
0.007463525065006121,0.6042348267078209,3.7050392279580876e-06,2.449636488742515e-06,8.415976305433303e-06,0.007164050968952943,0.0,0.0,0.000895250053367039,0.00035284802299209386,0.032333042629489765,0.010636872885974112,2.7947499779212614e-06,8.553342874885492e-18,9.852515417014349e-13,1.7811611490130072e-08,3.4494281107401226e-06,0.021901691326159108,1.0342983618558297e-12,3.9086768778182526e-14,1.2113535248756506e-10,1.787765163054412e-15,2.527384336062202e-10,6.654839255798033e-07,2.702676067330795e-09,6.804790273807917e-08,2.7957716669139483e-13,4.817571962803965e-08,1.4494976573596843e-07,1.813064286963978e-11,2.2218537899581227e-08,3.6254287431483816e-13,1.3893858907278022e-12,1.6631392525542784e-08,3.76,0.0,0.22285431037589276,0.9042708302768658,0.051417749175413106,0.0004243127411210758,0.29939161575296236,0.3525453763118178,0.00011473448134919975,1.1033570410562376e-12,0.06152038783650102,0.000243210694929153,0.0001913180953030741,1.3219194590680085e-07,1.7613938490433853e-11,1.0894929576875992e-06,0.00017709766160866125,0.011660742191104348,2.6640742075591406e-11,0.000817402598118161,1.3960901852370845e-05,3.1335326292889914e-06,0.001632681622654472,0.005296358989257919,1.5054532878561749e-06,8.952943505643885e-08,6.105563571272145e-05,3.0291017561109786e-06,2.424946678761576e-05,0.001847101119676142,1.4318517628372666e-06,4.6328251344108106e-12,1.7153808243302253e-07,2.2865734372109055e-10,0.0004675185623620227,2.820482301315506e-07,4.1873421277318365e-13,3.1451188977904278e-09,5.091155946223786e-10,1.5107086308989955e-11,8.534980863895226e-08,1.1995896051769978e-12,6.692799522845417e-07,2.051865237383736e-05,2.782425018232634e-05
0.007511007603971744,0.604448350263058,3.766228754343855e-06,2.493934968817634e-06,8.601260095754187e-06,0.0073317799787684336,0.0,0.0,0.0009046385477566226,0.0003594503629348317,0.03326427890981655,0.010949262175104568,2.8580298370665553e-06,9.048518321926535e-18,1.022885695594817e-12,1.818562260025091e-08,3.5064602256457278e-06,0.02200460085636573,1.1152056109491383e-12,3.9884370535154376e-14,1.300846123950846e-10,1.8790559810342603e-15,2.5789644433695135e-10,6.931299000376486e-07,2.773541197579939e-09,7.183711753282569e-08,3.0037288123670135e-13,5.054941492478142e-08,1.5015033379744252e-07,1.9103437307419714e-11,2.2618287396575343e-08,3.791225330364977e-13,1.4803141350110967e-12,1.736300370997527e-08,3.76,0.0,0.2209382781735708,0.9020913543342662,0.052793831610872914,0.0004327334798445637,0.29960032420796245,0.3538369677680442,0.00011445794788522199,1.1010759417670918e-12,0.06280809762460532,0.0002447423422645739,0.0001945164682167527,1.3265695287760804e-07,1.790839806116364e-11,1.0972091356317304e-06,0.00017910322572643002,0.011912694977864314,2.71562568898587e-11,0.000833566750242375,1.4170953582855648e-05,3.1664193311047155e-06,0.0016524050236282413,0.005366880357275763,1.5422688685076527e-06,9.18674185886415e-08,6.247643368505228e-05,3.0790657843286664e-06,2.470570448614418e-05,0.0018896625237658587,1.4611250169327478e-06,4.727539286837759e-12,1.731321313022976e-07,2.3078196542493216e-10,0.00047981991510198885,2.8549040976658154e-07,4.2729482506057306e-13,3.209411228650852e-09,5.198624578413158e-10,1.5303426964683268e-11,8.6715614110933e-08,1.2217161672325868e-12,6.808570139054773e-07,2.124457461692009e-05,2.877737223944779e-05
0.007558490142937368,0.6046622257283214,3.8278576501542436e-06,2.5385484616745858e-06,8.788227956221304e-06,0.007502133538199859,0.0,0.0,0.00091394082170617,0.0003660350220526962,0.034214550937010674,0.011268139490205189,2.921809460640814e-06,9.568112220903859e-18,1.061594509913531e-12,1.856305764979575e-08,3.5638790726214844e-06,0.02210326571805317,1.201811497545454e-12,4.0696878774410034e-14,1.3965973268059042e-10,1.9745647037357567e-15,2.630936298523538e-10,7.216864087153007e-07,2.845259588602512e-09,7.580801195714789e-08,3.225673456043107e-13,5.3027386141813644e-08,1.5548633653723032e-07,2.0119004102666237e-11,2.3016844201492638e-08,3.9630700181391514e-13,1.576475357608033e-12,1.8119311119677217e-08,3.76,0.0,0.21902535282288332,0.8998747252489786,0.05419584252966938,0.0004412429219102149,0.2997812626032754,0.355119111050273,0.00011417670044900617,1.098644973095314e-12,0.06411662896948055,0.00024624012822800737,0.0001977702679640145,1.3309374600142195e-07,1.8207960679462317e-11,1.1047999855798026e-06,0.00018107899377256333,0.012167219974783035,2.7676184668521396e-11,0.000849871109952764,1.4380789987241021e-05,3.1992654522376872e-06,0.0016721401461945922,0.005437827550221589,1.5795021651236482e-06,9.42386111385194e-08,6.390978244143413e-05,3.1291153152624167e-06,2.51649044585612e-05,0.0019328045618083026,1.4904474507178167e-06,4.822412518441038e-12,1.7470901823840395e-07,2.3288370595395135e-10,0.0004923194109672721,2.8889294787799484e-07,4.358698129997989e-13,3.2738113642351976e-09,5.307271970838141e-10,1.5497962313903957e-11,8.80794071719072e-08,1.2438927421399315e-12,6.924775382662071e-07,2.1988211138768263e-05,2.975049596106281e-05
0.0076059726819029914,0.6048764562249657,3.889901910371035e-06,2.5834549692195615e-06,8.976783690936573e-06,0.007675094609841918,0.0,0.0,0.0009231492989590793,0.0003725947623445661,0.03518390551566626,0.011593523255512972,2.9860488259522982e-06,1.0112961233746215e-17,1.1013846142414825e-12,1.8943736972913656e-08,3.621670433617587e-06,0.0221976395462714,1.2944532197178892e-12,4.152452589227996e-14,1.4990048884168896e-10,2.0744524941270563e-15,2.6832714912495336e-10,7.511689741403466e-07,2.9177910367252306e-09,7.996721088153617e-08,3.4623993130259237e-13,5.561324130194099e-08,1.6095895639092964e-07,2.117850612477175e-11,2.341384617327359e-08,4.141089208668624e-13,1.678105361227973e-12,1.890070027827577e-08,3.76,0.0,0.21711564749774176,0.8976209109178827,0.05562380275402148,0.00044983968432597225,0.29993438761849,0.35639185941945767,0.00011389073496698218,1.0960647648311862e-12,0.06544602111184145,0.00024770294021128,0.00020108031703981578,1.3350178440650166e-07,1.8512702123517558e-11,1.1122606348467012e-06,0.00018302288188374411,0.012424237462681493,2.8200355362946637e-11,0.0008663103437012571,1.4590268835122565e-05,3.232057991358383e-06,0.0016918820125143435,0.005509199496958533,1.6171352010595062e-06,9.664209534188837e-08,6.53548162939529e-05,3.179218138978698e-06,2.5626844241106675e-05,0.0019765183441805586,1.5197924634255978e-06,4.91735876085706e-12,1.762679682646237e-07,2.3496153236006967e-10,0.0005050142397507072,2.9225253073125705e-07,4.444513973523616e-13,3.3382608809955795e-09,5.417074130463618e-10,1.5690507547246762e-11,8.944013159540624e-08,1.2661030983659572e-12,7.041347329608982e-07,2.274958405520676e-05,3.074329012802354e-05
0.007648706966972053,0.6050695688260866,3.9460762883818956e-06,2.6241024658357873e-06,9.147758458396673e-06,0.007832972613648435,0.0,0.0,0.0009313504667737009,0.0003784711332715741,0.036072665808363644,0.011891942454512803,3.0442229649127423e-06,1.0625603278866236e-17,1.1381243518794986e-12,1.9288966577970487e-08,3.6739890792430745e-06,0.022278872533977104,1.3832811275121594e-12,4.2282539641160706e-14,1.5972085865068543e-10,2.168231723166249e-15,2.730659368953882e-10,7.785074175424753e-07,2.983729418548434e-09,8.387704339129027e-08,3.6887712558803095e-13,5.8035775984601655e-08,1.6600202478562225e-07,2.2170568074255607e-11,2.3769516752799637e-08,4.306687671063911e-13,1.7744470349559078e-12,1.9625697858511447e-08,3.76,0.0,0.2153997663132476,0.8955606829154024,0.05693115261089166,0.00045765022214247996,0.3000483944868262,0.35752934477387976,0.00011362933188556763,1.0936155899775921e-12,0.06666032958798461,0.0002489886703743679,0.00020410811070003778,1.338440110228506e-07,1.8791457790948937e-11,1.1188599444146465e-06,0.00018474340766553763,0.012657615130197352,2.867558981116357e-11,0.0008812163640733995,1.4778374744072255e-05,3.261514650944825e-06,0.0017096513093099468,0.005573796420501031,1.651331024130638e-06,9.883202296605245e-08,6.666459012534335e-05,3.2243290107617263e-06,2.604474227082793e-05,0.002016341490971116,1.5461997407510745e-06,5.002799876810897e-12,1.7765505299874045e-07,2.3681028420076823e-10,0.0005166040125884335,2.9523669145326517e-07,4.521738717933494e-13,3.396258165040006e-09,5.516869676579452e-10,1.586194344389927e-11,9.06612728852976e-08,1.2861075651443295e-12,7.146517855954266e-07,2.3449984343127108e-05,3.165331001502344e-05
0.007691441252041114,0.6052629711037776,4.002548144082705e-06,2.664951543223564e-06,9.31986185293317e-06,0.007992930125981517,0.0,0.0,0.0009394640023495501,0.0003843158977588341,0.0369769186783728,0.012195647927702512,3.1027044721430517e-06,1.1159974923449334e-17,1.1757465710513753e-12,1.9636528439102585e-08,3.7265866986436687e-06,0.022356568689214904,1.4775475076278101e-12,4.3053160723588796e-14,1.7014632762418127e-10,2.2658141131877444e-15,2.7782952407551846e-10,8.066185173725089e-07,3.0502594368198712e-09,8.794980585035837e-08,3.928406040888962e-13,6.055136262689794e-08,1.7115736605505262e-07,2.319996356229066e-11,2.4123364576471692e-08,4.477475069299254e-13,1.8755921664988384e-12,2.0371559376622622e-08,3.76,0.0,0.21368668658110188,0.8934703542579328,0.05825950296956065,0.00046552918486570115,0.3001398353494542,0.35865930345739044,0.00011336410964724656,1.0910467547863033e-12,0.06789155999020108,0.00025024442011683585,0.00020718266559136483,1.341621825054326e-07,1.9074518809871027e-11,1.125346501397593e-06,0.00018643492454312665,0.012892880095048026,2.9153982001772224e-11,0.0008962228789125294,1.4965967512294051e-05,3.29090773011111e-06,0.0017274183161150103,0.005638735433241858,1.685820759186012e-06,1.0104653541486672e-07,6.798241017472874e-05,3.269431858743633e-06,2.6464499833406103e-05,0.0020566119914888197,1.5725828848616787e-06,5.088162872506786e-12,1.7902643434478168e-07,2.386381001612471e-10,0.0005283469625641094,2.9818096959445006e-07,4.598892832740863e-13,3.4542022783710673e-09,5.617574889565403e-10,1.6031481847035193e-11,9.187826596251957e-08,1.3061135479837077e-12,7.251876569539352e-07,2.4164734657995575e-05,3.257864446454756e-05
0.007734175537110175,0.6054566627735611,4.059298148349713e-06,2.7059844307181917e-06,9.493015069067991e-06,0.008154948745142426,0.0,0.0,0.000947484409467774,0.00039012353994295935,0.037896663740780163,0.012504641397410678,3.1614611203805733e-06,1.1716682761768436e-17,1.2142528582811455e-12,1.9986274360775058e-08,3.7794521406883773e-06,0.02243070396934732,1.5775270489727335e-12,4.383654576533789e-14,1.812104041085742e-10,2.36732482025092e-15,2.8261560703530743e-10,8.355122705272083e-07,3.1173471235235386e-09,9.219051049441664e-08,4.1819472374535044e-13,6.316273171066776e-08,1.764256450646443e-07,2.4267495980987247e-11,2.4475121136360216e-08,4.65353675390437e-13,1.9817224917928133e-12,2.1138521317789154e-08,3.76,0.0,0.2119765085080412,0.8913499668438724,0.05960882111743461,0.00047347540059764306,0.3002087068408249,0.35978177544641854,0.00011309507356782539,1.0883589591199627e-12,0.06913970696035353,0.00025146943802438693,0.00021030451547870873,1.3445597123859552e-07,1.9361934367358988e-11,1.131716961273986e-06,0.00018809594042879015,0.013129965978342139,2.963539194645122e-11,0.0009113254955017466,1.515293957507455e-05,3.3202276198550123e-06,0.0017451793251934138,0.005704015430496386,1.7205893094489412e-06,1.0328481789890483e-07,6.93075670273177e-05,3.314501787729551e-06,2.688593918732931e-05,0.002097321403583103,1.5989211967392364e-06,5.1733807753372845e-12,1.8038156604778864e-07,2.404442521704613e-10,0.0005402403664955935,3.010829713047501e-07,4.6759157853226e-13,3.5120477620805003e-09,5.719169508671516e-10,1.619898762045153e-11,9.309030901950818e-08,1.3261084385777156e-12,7.357370133331248e-07,2.4893803282184426e-05,3.35189495290195e-05
0.007776909822179236,0.6056506427228228,4.116306387264029e-06,2.747182818187313e-06,9.667136539154158e-06,0.008319008155425299,0.0,0.0,0.0009554062219714557,0.000395888493005124,0.03883188926040885,0.012818920717114695,3.220459659712736e-06,1.2296319449486656e-17,1.2536433328651493e-12,2.0338050128682628e-08,3.832574010285387e-06,0.022501257550423207,1.683503291341696e-12,4.4632846569055656e-14,1.9294810813842843e-10,2.4728910966552543e-15,2.874218036805579e-10,8.651981951650598e-07,3.184957095194483e-09,9.660421569860103e-08,4.4500579150658756e-13,6.587263971264006e-08,1.8180746123689366e-07,2.537394614459517e-11,2.4824517024664128e-08,4.834955257570987e-13,2.093022053442235e-12,2.1926804322429665e-08,3.76,0.0,0.21026933774106749,0.8891995839970229,0.06097905865188127,0.00048148764702318796,0.3002550150576359,0.3608968010679806,0.00011282223168155863,1.0855529806806108e-12,0.07040475393196037,0.00025266299630652514,0.00021347416996288427,1.3472507208100185e-07,1.965375142788365e-11,1.1379680633775995e-06,0.0001897249787937796,0.013368803894297069,3.011967478896572e-11,0.0009265196677786823,1.5339182305892096e-05,3.349464692087751e-06,0.0017629306094373632,0.005769635175651521,1.755620856829338e-06,1.0554600269412682e-07,7.063932759951834e-05,3.359513477317448e-06,2.730887784135647e-05,0.002138460652043276,1.6251936448143012e-06,5.258385536667573e-12,1.817199093299361e-07,2.4222802212691836e-10,0.0005522812862356392,3.0394031963822196e-07,4.752746070472264e-13,3.5697484272347367e-09,5.821638116304098e-10,1.6364326003919833e-11,9.429659308567809e-08,1.3460794298935304e-12,7.462944014286989e-07,2.5637142457654504e-05,3.4473848270354655e-05
0.007819644107248298,0.6058449089874449,4.173552467894553e-06,2.788527947091102e-06,9.842142474150213e-06,0.008485086124784106,0.0,0.0,0.0009632240134466265,0.00040160515183950226,0.03978257198476612,0.013138479804977128,3.2796661578817097e-06,1.2899462053952921e-17,1.2939171897207358e-12,2.069169727138507e-08,3.8859406849949725e-06,0.022568211873936986,1.7957686677792472e-12,4.544220933108464e-14,2.0539601110737328e-10,2.5826424840531607e-15,2.9224567639491754e-10,8.956853020254906e-07,3.2530526098820448e-09,1.0119601971332385e-07,4.733421350158941e-13,6.86838660327225e-08,1.8730334733706938e-07,2.6520077351061305e-11,2.5171284215448146e-08,5.021810381155207e-13,2.2096774470081734e-12,2.2736612398567534e-08,3.76,0.0,0.20856528526644946,0.8870192907637361,0.06237015127696778,0.0004895646522318883,0.30027877578998813,0.36200442099113106,0.0001125455947788508,1.0826296759747978e-12,0.07168667294184858,0.00025382439011473244,0.00021669211291642422,1.349692046662616e-07,1.995001458874329e-11,1.144096630848529e-06,0.00019132058188897898,0.013609322515301182,3.060668092644492e-11,0.0009418007001262959,1.5524586552388442e-05,3.3786093237835667e-06,0.0017806684246807817,0.005835593284714913,1.7908990975739678e-06,1.0782918313173152e-07,7.197693665980103e-05,3.404441314670536e-06,2.7733129078457314e-05,0.0021800200254220897,1.6513788889872428e-06,5.3431081098526965e-12,1.8304093349971182e-07,2.4398870270812796e-10,0.0005644665690265567,3.0675065993141397e-07,4.829321281089539e-13,3.62725740885995e-09,5.924963199824159e-10,1.6527363043398654e-11,9.549630310283005e-08,1.366013528584575e-12,7.568542785600115e-07,2.6394688308619308e-05,3.54429307531874e-05
0.007858104963810453,0.6060199911232655,4.2252600561825e-06,2.8258481539101405e-06,1.000033285521924e-05,0.008636262247980838,0.0,0.0,0.0009701666454348491,0.0004067042002665142,0.040651373734596326,0.013430588941381131,3.3331011566424333e-06,1.3462877446005676e-17,1.3309173974190855e-12,2.1011444978357913e-08,3.934170242514334e-06,0.022625381549773227,1.9024339114344418e-12,4.618192019019615e-14,2.17237851168572e-10,2.685106023077773e-15,2.9660021108842916e-10,9.238157253171855e-07,3.314722324750287e-09,1.0548515853408425e-07,5.002071025956579e-13,7.130291001100176e-08,1.9234756037104073e-07,2.758613457664111e-11,2.5480905938341998e-08,5.19469191900885e-13,2.3194024387446425e-12,2.3483998221176773e-08,3.76,0.0,0.20703440012212618,0.8850315414683189,0.06363989965762326,0.000496888235223051,0.30028090338017,0.3629949809307711,0.00011229338799192021,1.0798991593909369e-12,0.0728547932147544,0.00025484158089675594,0.0002196299262038387,1.3516736376693484e-07,2.0220487690863224e-11,1.1495050196089892e-06,0.00019272685051935633,0.013827165412670431,3.1047187502479403e-11,0.0009556238964996014,1.5690642874309512e-05,3.4047525052833787e-06,0.0017966178373616706,0.005895243608712437,1.8228465180166702e-06,1.099020672311806e-07,7.318514485731142e-05,3.4447832791069837e-06,2.8115920103822357e-05,0.0022177741277214567,1.6748532156038765e-06,5.419059453053776e-12,1.8421461597581546e-07,2.4555299879716924e-10,0.0005755539759943629,3.0923785124397283e-07,4.897968728796201e-13,3.678812438650192e-09,6.018671061651401e-10,1.667201882094924e-11,9.656974458521076e-08,1.3839118082108156e-12,7.663556446080429e-07,2.7088560512890197e-05,3.632686681696478e-05
0.007896565820372608,0.6061953002713671,4.277127842908491e-06,2.8632573404922947e-06,1.0159105443778065e-05,0.008789034946577458,0.0,0.0,0.0009770167948563277,0.00041175545768000753,0.041532634085741676,0.013726956435089043,3.3866506577412146e-06,1.4046219432870113e-17,1.3686291263621432e-12,2.1332453784388016e-08,3.982579780189656e-06,0.022679616156082265,2.0146633686382284e-12,4.693242353078573e-14,2.2971478891591998e-10,2.7911637928789395e-15,3.009651731073406e-10,9.526077676963978e-07,3.3767259753831986e-09,1.0992647321496188e-07,5.28417133370931e-13,7.40083409285711e-08,1.974848390832568e-07,2.868545240632421e-11,2.578798746455547e-08,5.372093108382211e-13,2.4337570166930228e-12,2.424909427437387e-08,3.76,0.0,0.2055062231110048,0.8830197445382921,0.06492640597370411,0.0005042622081148939,0.30026481391796245,0.3639796055747139,0.00011203813005151405,1.0770751022362225e-12,0.07403651104825745,0.0002558316902850385,0.00022260753638151146,1.3534492151830653e-07,2.0494625115632925e-11,1.1548094720825052e-06,0.0001941038446866351,0.014046254697245148,3.14896595744309e-11,0.0009695099035856633,1.5855851022704743e-05,3.4308060221869417e-06,0.0018125505516611935,0.0059551655043905164,1.8549673773024362e-06,1.1199127107078618e-07,7.439688334414524e-05,3.485017277858808e-06,2.849947850213172e-05,0.002255852169897267,1.6982235524480052e-06,5.494674303902013e-12,1.8537347361512615e-07,2.4709753110851675e-10,0.000586752991877413,3.116834086029073e-07,4.966312023828828e-13,3.7301389560067935e-09,6.113041537085707e-10,1.6814606777639035e-11,9.763659910273416e-08,1.4017598779605897e-12,7.758502993328618e-07,2.779380576929858e-05,3.722158808673383e-05
