Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47)
1.2368053547278991e-08,0.5640614605734917,8.342330247813848e-15,1.3674648398971195e-16,1.81268350766342e-16,1.435855424693202e-16,0.0,0.0,1.203154199929653e-10,7.978893711738531e-17,1.9732046511594597e-16,2.295711461047528e-16,6.163188658637968e-21,5.7888044382592146e-39,1.669911898206028e-26,1.1219061993668831e-14,5.43456825401332e-20,9.123314039176024e-14,1.5395559272764536e-34,2.1186058477055185e-32,1.762879612051687e-30,8.78604511244686e-30,1.2717464813434005e-14,2.24360659106134e-30,3.6342461279441e-26,7.939002058072646e-34,3.1575313866753584e-43,2.5420147032758127e-32,7.568586512677011e-41,7.998114297323853e-39,2.0445311430363905e-25,2.1288048131960037e-41,9.29958196584673e-40,1.4131577072163185e-42,3.76,0.0,0.6061497845726267,0.9998731348153679,3.553526666329892e-17,1.4231551415479352e-23,8.955359595066729e-07,8.955360527663326e-07,0.00012686506419489437,3.812768793324005e-18,9.113333368127809e-14,1.2023795686185274e-10,5.687829265094121e-16,3.036362668045101e-14,3.2189303963564673e-25,4.832123419022282e-14,1.4609189834182728e-17,8.874333200533805e-21,1.2952907633153653e-18,1.3937942873509611e-16,8.206742508194181e-16,7.39085165460443e-15,1.888850465467819e-19,1.976438810752024e-16,4.494476296535386e-18,2.569964864188892e-21,1.4270683640558718e-19,1.5534925108325906e-18,2.37632467434861e-24,2.4463096769373244e-14,1.4295338069925313e-22,2.8254262055279462e-27,4.821606445939056e-26,4.0626066530157435e-27,3.101626323159086e-26,2.5952728043115967e-18,5.216436318938197e-28,4.714345940613332e-24,2.108695215989164e-30,4.609361490072781e-23,8.868868928196064e-28,7.662163333481335e-33,2.0726887450717074e-20,3.302268430662589e-25,1.7648856994061753e-30
1.5863426711508547e-08,0.5640614871769647,1.1235490657172744e-14,2.527291794503664e-16,3.425668718596213e-16,2.6967548586352304e-16,0.0,0.0,1.5431780524183352e-10,1.3125811379058771e-16,3.794957345598329e-16,4.4152123900310276e-16,1.3066770515109175e-20,1.0174481736689567e-38,2.393086185905273e-26,1.6313415140882413e-14,1.1534158400326767e-19,1.5014692325595174e-13,4.449249449059023e-34,5.786397024063662e-32,5.159415172346905e-30,2.485448754255505e-29,1.405045728816636e-14,6.204944273477567e-30,9.560751474831273e-26,3.0875760255780754e-33,1.4157153460180151e-42,8.28587161458256e-32,4.909503577915318e-40,3.424883986855503e-38,4.282028990473736e-25,9.572765286188149e-41,3.982207017054405e-39,9.16309140037495e-42,3.76,0.0,0.6061495314486914,0.9998731347813211,7.013200463294804e-17,3.982567805668395e-23,1.148625822549539e-06,1.148625975995157e-06,0.00012686506416435066,4.917555215254474e-18,1.4995497213733687e-13,1.5419321136167266e-10,9.357024962537709e-16,4.583583494823822e-14,6.851238507782039e-25,7.795935895921887e-14,2.4043510352132885e-17,1.7598645947822472e-20,1.7862501649972094e-18,2.296352627537785e-16,1.342993994833223e-15,1.2190107788113388e-14,3.3712328211945844e-19,4.150384809854861e-16,7.323986712420788e-18,5.4090109266738965e-21,3.0137818168604756e-19,2.5434474545041327e-18,7.53368843079345e-24,3.137663184921292e-14,3.940040179135152e-22,6.613005124433831e-27,1.1220254743007973e-25,7.362777391910792e-27,9.838849431338464e-26,5.326471414714686e-18,1.1306593513372377e-27,1.0295748008614908e-23,4.493550267726046e-30,6.294567092658429e-23,3.655126499611489e-27,3.1564865934421807e-32,4.3807983794419294e-20,9.152701468172847e-25,5.2285578253113496e-30
1.9009262559315147e-08,0.5640615111200808,1.4079637121062954e-14,3.922992256612694e-16,5.375609108052162e-16,4.225189459168469e-16,0.0,0.0,1.849198975121066e-10,1.8847601714251472e-16,6.020286191829378e-16,7.004246490003068e-16,2.2383450650978754e-20,1.4989333398492516e-38,3.0644503664456187e-26,2.113069263178005e-14,1.9779324071071484e-19,2.1565271934163111e-13,9.142265365382718e-34,1.1707985312681588e-31,1.070744775189223e-29,5.028937934906756e-29,1.4861436201293902e-14,1.2636655384689174e-29,1.8917446649208787e-25,7.630955714168368e-33,3.78326428292205e-42,1.8580079411519154e-31,1.660285252375765e-39,9.030320663776535e-38,7.268444368213382e-25,2.6452612911744352e-40,1.0496242907590671e-38,3.096836402421886e-41,3.76,0.0,0.6061493036372401,0.9998731347506356,1.136811525745168e-16,8.180788164334259e-23,1.3764065962630908e-06,1.3764068166150535e-06,0.00012686506416626495,5.911862459027989e-18,2.1534821216405972e-13,1.8474500357500933e-10,1.3436131916716256e-15,6.124580683433435e-14,1.1776019403439786e-24,1.1007803352497583e-13,3.453279771615137e-17,2.901559822765755e-20,2.2341625997806156e-18,3.300715794556961e-16,1.9197287164077254e-15,1.7541988539039775e-14,5.168303504256204e-19,7.056222645405649e-16,1.0430662792686341e-17,9.217983280919574e-21,5.148680137294043e-19,3.637218083049229e-18,1.6731129755724665e-23,3.7598792708704283e-14,8.004311227221035e-22,1.2046739622866185e-26,2.057755799980599e-25,1.1400612516129377e-26,2.1859578330154245e-25,8.889810966067068e-18,1.965800755191231e-27,1.7956370209786642e-23,7.73146492943323e-30,7.876003258607293e-23,9.413895507220642e-27,8.128433942031853e-32,7.487044351900434e-20,1.866698295000713e-24,1.119766894293353e-29
2.2155098407121748e-08,0.5640615350631877,1.7163088130451428e-14,5.664406177696879e-16,7.808430484268462e-16,6.141974845652615e-16,0.0,0.0,2.155219473802108e-10,2.560156522145688e-16,8.819006038981076e-16,1.0260381052521021e-15,3.523677477195676e-20,2.0467863718632583e-38,3.7402539567585135e-26,2.604021017591086e-14,3.117383762166192e-19,2.929858131702935e-13,1.6469473107247723e-33,2.1180686778151787e-31,1.9537252891793405e-29,8.949640000823587e-29,1.5427120406032698e-14,2.2977402310108808e-29,3.3625760888633624e-25,1.6154937755717122e-32,8.602306968249631e-42,3.647264571050189e-31,4.6254232235106985e-39,2.0288822894800286e-37,1.1347912853102223e-24,6.179496441395387e-40,2.357250585117984e-38,8.621784827643038e-41,3.76,0.0,0.6061490758258742,0.9998731347199405,1.7008988780947688e-16,1.4996553275113736e-22,1.6041872723752784e-06,1.6041875717008365e-06,0.0001268650641648181,6.906169192509382e-18,2.9253974974507877e-13,2.152898968677985e-10,1.8251183571288045e-15,7.770233641110697e-14,1.8601977658185418e-24,1.4707410719939344e-13,4.691568071736066e-17,4.446096732295015e-20,2.684098675250467e-18,4.487068168926318e-16,2.596093207811433e-15,2.3877193071201136e-14,7.4589207622725985e-19,1.1028120936569397e-15,1.40540154093972e-17,1.4444565168636253e-20,8.085937927291708e-19,4.9207119790542545e-18,3.269714646673515e-23,4.382093394601398e-14,1.4517270310030285e-21,1.991103527660013e-26,3.4463418641311674e-25,1.6586254788086412e-26,4.273705972638058e-25,1.364774625005016e-17,3.1339498397246446e-27,2.866286157989478e-23,1.2225848413131491e-29,9.517575857726373e-23,2.0832109794259013e-26,1.7985926584437258e-31,1.1761066494794734e-19,3.398108284850001e-24,2.1345440245109163e-29
2.5300934254928348e-08,0.5640615590062856,2.04937153462776e-14,7.75744572066584e-16,1.072533977333363e-15,8.455034029298117e-16,0.0,0.0,2.461239626340629e-10,3.3387661824584736e-16,1.2197332309457575e-15,1.4190845021606728e-15,5.214298935238125e-20,2.6482382555112324e-38,4.413423826283095e-26,3.096398358420638e-14,4.618662180123627e-19,3.8214651262523784e-13,2.7066130470047875e-33,3.529620680983997e-31,3.242890584553837e-29,1.4496781519527602e-28,1.5823835599867727e-14,3.843155652662068e-29,5.520219350536918e-25,3.047465318555142e-32,1.7295107164329565e-41,6.484103334824236e-31,1.1282082783630881e-38,4.050873187229317e-37,1.666730558084037e-24,1.2879876751867862e-39,4.703900063119528e-38,2.1011649491343526e-40,3.76,0.0,0.6061488480145938,0.9998731346892364,2.4016849200191603e-16,2.5271241315045497e-22,1.831967850887228e-06,1.8319682412525364e-06,0.0001268650641595431,7.900475414492132e-18,3.815295791296884e-13,2.4582835529290706e-10,2.3802179667944975e-15,9.495953723294644e-14,2.7620933189950435e-24,1.8871241427724562e-13,6.1192490372108e-17,6.450844730226651e-20,3.1346200641530093e-18,5.855424208499523e-16,3.370879244775567e-15,3.119983661006786e-14,1.0290991098555456e-18,1.6206522115819537e-15,1.818203414209054e-17,2.1284796104054337e-20,1.1939620555014821e-18,6.391861772203047e-18,5.814110945868347e-23,5.004305556119339e-14,2.421682779981842e-21,3.067011235354295e-26,5.396528252773551e-25,2.3039765947907324e-26,7.602359086828832e-25,1.9714200053024438e-17,4.689246460797426e-27,4.2894902395681287e-23,1.8172961730797007e-29,1.121909652448513e-22,4.106004004150709e-26,3.544831692736265e-31,1.7368623342892003e-19,5.688202860238193e-24,3.733704137863288e-29
2.8446770102734948e-08,0.5640615829493747,2.4077856283490578e-14,1.0204562733466326e-15,1.4121451509924024e-15,1.1168403290322546e-15,0.0,0.0,2.767259510885651e-10,4.2205850009285985e-16,1.6154254206878717e-15,1.8794459765737133e-15,7.363051413265019e-20,3.292033639132346e-38,5.081189527020065e-26,3.584701671589505e-14,6.530046096016728e-19,4.831347597742174e-13,4.156684831476429e-33,5.530618428812831e-31,5.019441794843581e-29,2.1901144194999485e-28,1.6106848385212862e-14,6.040461465269551e-29,8.537713565135217e-25,5.281442291970367e-32,3.18156723589465e-41,1.0712543634073648e-30,2.483514331039755e-38,7.412791387736445e-37,2.3374029748654987e-24,2.4564434428471665e-39,8.60239341186917e-38,4.620874030473925e-40,3.76,0.0,0.6061486202033989,0.9998731346585196,3.2463553037450896e-16,3.9999278376369285e-22,2.059748331800102e-06,2.0597488252701852e-06,0.00012686506415471503,8.894781125984448e-18,4.823176943301235e-13,2.763607931302993e-10,3.0089119937484227e-15,1.1281986000854698e-13,3.9135693126094756e-24,2.347595393942242e-13,7.736357165157285e-17,8.97559334481444e-20,3.585193819816516e-18,7.405789405721735e-16,4.242855704791721e-15,3.951382110475e-14,1.3713891601744858e-18,2.273144536068098e-15,2.2802493924088536e-17,2.993655652467983e-20,1.6825727798033306e-18,8.04857078343492e-18,9.634762000032834e-23,5.626515755429602e-14,3.795549893404725e-21,4.4819809770284415e-26,8.031822152984559e-25,3.088620912469682e-26,1.2602970281106719e-24,2.719302013864888e-17,6.688370318069854e-27,6.114948407184763e-23,2.57776177780598e-29,1.2980649074407022e-22,7.438167080407198e-26,6.4213509765174165e-31,2.447816368175069e-19,8.945105612689543e-24,6.125494575470426e-29
3.473844179834815e-08,0.5640616308355254,3.2022618329441505e-14,1.6157577175771666e-15,2.2313937104063473e-15,1.779663560896953e-15,0.0,0.0,3.3792987410454654e-10,6.293835346176051e-16,2.5775419716904e-15,2.9988013730826206e-15,1.3219517382397828e-19,4.6800086419616787e-38,6.405891938761119e-26,4.538391853306212e-14,1.1753249631148079e-18,7.205924328161068e-13,8.452658842996779e-33,1.1819711898912472e-30,1.0304014923732877e-28,4.287245700900355e-28,1.6446311061043468e-14,1.2972858922642431e-28,1.7845067487703696e-24,1.3127117529173633e-31,8.827862660083448e-41,2.4812819348301637e-30,9.631027939497637e-38,2.0438872643255413e-36,4.145444625609365e-24,7.326902364784314e-39,2.368378419810006e-37,1.7879909652493504e-39,3.76,0.0,0.6061481645812655,0.9998731345970473,5.3884426287604725e-16,8.700652206084237e-22,2.5153090008327184e-06,2.5153097367034435e-06,0.00012686506414625746,1.0883391017923841e-17,7.192887607101846e-13,3.374088108254932e-10,4.487083202930119e-15,1.4986991930678636e-13,7.07320365228499e-24,3.3930170786885996e-13,1.1538978681805832e-16,1.5799625212763345e-19,4.486304828066098e-18,1.105255005176717e-15,6.2741014323275874e-15,5.91278535295056e-14,2.250647591820443e-18,4.029113695387847e-15,3.347839686926393e-17,5.335118247218739e-20,3.0096424682716752e-18,1.1911454231970596e-17,2.256444306095596e-22,6.870930267446303e-14,8.102117420800858e-21,8.512746673327189e-26,1.5854762084704618e-24,5.1206375860668694e-26,2.953805365959613e-24,4.669078422776277e-17,1.2222435970387801e-26,1.114921720435414e-22,4.6697066524215846e-29,1.6684147389161658e-22,2.018956433765634e-25,1.7428829621309467e-30,4.37851506132243e-19,1.9217389830913126e-23,1.4264084139645222e-28
4.040094632440003e-08,0.5640616739330303,4.0079809386980584e-14,2.271189791533052e-15,3.1216866473167652e-15,2.512707276133756e-15,0.0,0.0,3.930133841143535e-10,8.51269581994782e-16,3.6325508082459576e-15,4.226225835232227e-15,2.0555851974378576e-19,6.013945009995496e-38,7.600564258528528e-26,5.3577352691078915e-14,1.8317835847967226e-18,9.747500457974147e-13,1.4242772057497715e-32,2.0952992406452434e-30,1.744961980795263e-28,6.956714486612539e-28,1.663684310804372e-14,2.3098085620923448e-28,3.11091738276345e-24,2.5703890851835397e-31,1.8939330319509373e-40,4.6451368634508506e-30,2.657092735168214e-37,4.3568291209379855e-36,6.38216935525947e-24,1.6535752649375911e-38,5.041586628596253e-37,4.923530920913262e-39,3.76,0.0,0.6061477545216378,0.9998731345416803,7.863334466906435e-16,1.565517578805256e-21,2.925313269184344e-06,2.925314264467233e-06,0.00012686506413855144,1.2673138175136611e-17,9.729127994038424e-13,3.923345417242609e-10,6.0691299348843105e-15,1.8409984137102556e-13,1.1064165355274503e-23,4.463954593643296e-13,1.5609516509720977e-16,2.4304759452927266e-19,5.2969054569873525e-18,1.4957114176921704e-15,8.42306199680512e-15,8.020201037925729e-14,3.291316669472931e-18,6.1954765185628935e-15,4.465676600887079e-17,8.243460085635246e-20,4.66515898429083e-18,1.6003264669471668e-17,4.276520509305247e-22,7.990896617563456e-14,1.4340316473955195e-20,1.3805353388598e-25,2.6643918614611356e-24,7.548136543024048e-26,5.6019222642292624e-24,6.98420585459975e-17,1.9278667316491278e-26,1.7535545309446253e-22,7.320744017401332e-29,2.022316731021305e-22,4.269893164300605e-25,3.685937031457341e-30,6.786505483841425e-19,3.420625942039314e-23,2.7174308242068157e-28
4.606345085045191e-08,0.5640617170305062,4.901268340209038e-14,3.037771454512058e-15,4.1479354315015046e-15,3.3733486175613644e-15,0.0,0.0,4.480969168440947e-10,1.1065890372613606e-15,4.858415262327027e-15,5.6524223931968336e-15,3.0158241932626113e-19,7.419000413140082e-38,8.826569377679948e-26,6.134718574258537e-14,2.6937645706595272e-18,1.2672204053806648e-12,2.2238197886965913e-32,3.4426088212122134e-30,2.726140945569663e-28,1.0410335988902908e-27,1.6794928868838186e-14,3.8140606230884913e-28,5.039654310972584e-24,4.555161084279713e-31,3.656899363292384e-40,7.965806098094896e-30,6.3774783269611826e-37,8.347888532415823e-36,9.276678035675676e-24,3.3316994593050763e-38,9.646498597896436e-37,1.1795884069857372e-38,3.76,0.0,0.6061473444622871,0.9998731344862744,1.088516542806855e-15,2.6105858605746396e-21,3.3353172213324797e-06,3.3353185151011916e-06,0.00012686506413090622,1.4462883677965808e-17,1.2647631910621788e-12,4.4724526271467236e-10,7.889622159825544e-15,2.1873824989145346e-13,1.6329325050199632e-23,5.646032164484653e-13,2.0294335279343142e-16,3.5425391927231657e-19,6.1073495729466516e-18,1.9451395510779453e-15,1.086883364824317e-14,1.0453346007708332e-13,4.597956853248138e-18,8.99084196021383e-15,5.725258707160127e-17,1.2019921420139785e-19,6.8237104547651885e-18,2.0666115547735966e-17,7.434286177230498e-22,9.110856610211049e-14,2.353173697952619e-20,2.1011275123782464e-25,4.201199377711073e-24,1.0621444192734753e-25,9.744782256843062e-24,9.866748543344169e-17,2.866085406376686e-26,2.5983719800980256e-22,1.0829909337088263e-28,2.3957318717467795e-22,8.152546709796538e-25,7.037482854546211e-30,9.925324855614999e-19,5.644432411706972e-23,4.7794095551181785e-28
5.172595537650379e-08,0.5640617601279531,5.883029898405523e-14,3.912776284434417e-15,5.300862196111101e-15,4.359251218853997e-15,0.0,0.0,5.031805090009261e-10,1.3953395069680963e-15,6.245945763710237e-15,7.26669745541405e-15,4.2307394196777373e-19,8.914365340450718e-38,1.0119644567373729e-25,6.870646907116641e-14,3.787974139102462e-18,1.5979988222269592e-12,3.277021984815143e-32,5.335017182679582e-30,4.0067938779561685e-28,1.46502523330686e-27,1.6932051753337817e-14,5.945199092208372e-28,7.716376451015759e-24,7.487158375309179e-31,6.529796237745597e-40,1.27822187014024e-29,1.3914918540388996e-36,1.4781508354559588e-35,1.2898262991363038e-23,6.163515466851802e-38,1.7055588264987802e-36,2.56881650612174e-38,3.76,0.0,0.6061469344032134,0.9998731344308295,1.447611708510874e-15,4.107881017791624e-21,3.7453208572835846e-06,3.7453224886055106e-06,0.00012686506412294365,1.6252627527249654e-17,1.5948399000422062e-12,5.021420887571117e-10,9.948559717023762e-15,2.536180514647275e-13,2.3044490433414464e-23,6.929103536495595e-13,2.559364093436583e-16,4.951853182766368e-19,6.9178597457479596e-18,2.4535394079157574e-15,1.3604937194081867e-14,1.3213288991883175e-13,6.1980848304590294e-18,1.2478132810381368e-14,7.120318891718405e-17,1.676006828903692e-19,9.54441785870021e-18,2.588955502473248e-17,1.2100331193159672e-21,1.0230810245421043e-13,3.643893623023211e-20,3.045949028914842e-25,6.30696558534013e-24,1.4415120832670564e-25,1.587162591753584e-23,1.3339071404833522e-16,4.070998414765346e-26,3.677652932109897e-22,1.5321730407661307e-28,2.7886663867419164e-22,1.4420283270480686e-24,1.244781070704627e-29,1.388034632314941e-18,8.789709012462517e-23,7.911107357638462e-28
5.738845990255567e-08,0.5640618032253707,6.953869581480787e-14,4.893624311361281e-15,6.571767530576224e-15,5.468242892978828e-15,0.0,0.0,5.582641939023134e-10,1.7175186583436045e-15,7.786251846124945e-15,9.058705325985418e-15,5.726866260055435e-19,1.0536073035888504e-37,1.1514468058743248e-25,7.568102703572684e-14,5.1400483162569254e-18,1.967080758838574e-12,4.611898044352784e-32,7.89118573238985e-30,5.615089144146534e-28,1.965562629677886e-27,1.704612409975082e-14,8.851478240455258e-28,1.1294258911344533e-23,1.160191377916368e-30,1.0965507398732724e-39,1.946814183279542e-29,2.8176043169670045e-36,2.460901283937799e-35,1.7309403745951838e-23,1.065193300864188e-37,2.8349428394085242e-36,5.191073098833975e-38,3.76,0.0,0.6061465243444167,0.9998731343753454,1.8655459358513273e-15,6.1726695347834505e-21,4.155324177043871e-06,4.155326184980378e-06,0.00012686506411526484,1.8042369721877462e-17,1.9631428912632922e-12,5.570259225315374e-10,1.2245942448124358e-14,2.886726993392058e-13,3.1381188507036866e-23,8.304241105662542e-13,3.150763636654733e-16,6.6935905511677175e-19,7.72844647462633e-18,3.020911232119039e-15,1.6625226902343237e-14,1.630072793007521e-13,8.118183175113009e-18,1.671349342175716e-14,8.645005381894019e-17,2.2551052399355206e-19,1.288237117861212e-17,3.166392591406115e-17,1.8694355049891354e-21,1.135075752322493e-13,5.3877374556636865e-20,4.248093386876397e-25,9.103309255039907e-24,1.900262133436499e-25,2.453768548619203e-23,1.7414714716443622e-16,5.576045858614991e-26,5.018691152316689e-22,2.091999139639209e-28,3.20112756986547e-22,2.401078253950913e-24,2.0726307930495197e-29,1.8730917847023844e-18,1.307094057846809e-22,1.2477587941515334e-27
6.305096442860754e-08,0.5640618463227594,8.114296403648923e-14,5.978116647431017e-15,7.952827323047266e-15,6.698587983274338e-15,0.0,0.0,6.133480026006111e-10,2.0731241891792988e-15,9.47119353378843e-15,1.1018973377320631e-14,7.529704348186069e-19,1.2326085051667027e-37,1.304120878079282e-25,8.228766974457493e-14,6.7749508480175386e-18,2.374462057496032e-12,6.255014456859526e-32,1.1235674282357442e-29,7.574554207557251e-28,2.538854598494747e-27,1.714206949122355e-14,1.2691910801383871e-27,1.5931445552891507e-23,1.714197687680443e-30,1.7509067834734686e-39,2.8422093267502733e-29,5.356646988593704e-36,3.89541693705818e-35,2.2568035001655183e-23,1.741438679874921e-37,4.4797900564077703e-36,9.8483584517392e-38,3.76,0.0,0.6061461142858968,0.9998731343198226,2.3441183620237783e-15,8.931365442509478e-21,4.565327180619395e-06,4.5653296042259795e-06,0.0001268650641073231,1.9832110263556893e-17,2.3696721298439607e-12,6.118975791401065e-10,1.4781770195531858e-14,3.2384760098909633e-13,4.150870473116223e-23,9.763342788827928e-13,3.8036523488198673e-16,8.80275440071588e-19,8.539046580822025e-18,3.647255366355686e-15,1.9923759589792225e-14,1.971609873644943e-13,1.0384097464307633e-17,2.174850604769582e-14,1.0293751099486188e-16,2.947407652078121e-19,1.6889892728184035e-17,3.798012475568119e-17,2.767971030420914e-21,1.2470698443654047e-13,7.670049370247432e-20,5.740826983783265e-25,1.2721305497056972e-23,2.445706062970981e-25,3.63571596846321e-23,2.21023182649803e-16,7.414241939388397e-26,6.648119047589611e-22,2.774905603062058e-28,3.633123492109587e-22,3.80336063453075e-24,3.2830722642120254e-29,2.4552204284106578e-18,1.871714448487851e-22,1.8909966229713182e-27
6.871346895465942e-08,0.5640618894201189,9.364731964784505e-14,7.164324065438783e-15,9.436845139276883e-15,8.048863717459903e-15,0.0,0.0,6.684319644426185e-10,2.4621538101690135e-15,1.1293144205432262e-14,1.3138626151533769e-14,9.663980972227664e-19,1.4328419195004417e-37,1.4726532809027615e-25,8.853843713245816e-14,8.7171904653218e-18,2.820138820047757e-12,8.233813222065375e-32,1.549839205203248e-29,9.904133255166387e-28,3.1797062038202674e-27,1.722821166920574e-14,1.7635564395818117e-27,2.1790190550125813e-23,2.4352419668630775e-30,2.6798160066723112e-39,4.0062443611889877e-29,9.648657947518409e-36,5.911058742407281e-35,2.872857636576679e-23,2.719428439599857e-37,6.785457770896014e-36,1.7701576727001218e-37,3.76,0.0,0.606145704227654,0.9998731342642608,2.8850215228206493e-15,1.2521234268046543e-20,4.9753298680161105e-06,4.9753327463425e-06,0.00012686506409970955,2.1621849150002473e-17,2.8144275808718676e-12,6.667578140975913e-10,1.7556042801392777e-14,3.5908962286059526e-13,5.359528854566794e-23,1.1298942020490428e-12,4.518050453589944e-16,1.1314404081064485e-18,9.349632996806026e-18,4.3325721413119385e-15,2.349472837580235e-14,2.345962509918151e-13,1.3021255226023648e-17,2.763127362124303e-14,1.206120642415484e-16,3.760562045505096e-19,2.1617184977849688e-17,4.482947871927083e-17,3.956228074060282e-21,1.3590633006739794e-13,1.0579402317672388e-19,7.55762296821863e-25,1.7301357012113172e-23,3.0851690275624356e-25,5.200191558589914e-23,2.7407214425108345e-16,9.618325412305345e-26,8.5920912679722e-22,3.593476759800102e-28,4.0846620355812244e-22,5.776813470317037e-24,4.986539088038221e-29,3.141612080364544e-18,2.597082343322998e-22,2.770921703683362e-27
8.003847800676318e-08,0.5640619756147512,1.2136650211846035e-13,9.834845481267915e-15,1.2686935001315942e-14,1.1104313375811353e-14,0.0,0.0,7.786004567157203e-10,3.340476228745289e-15,1.5318814691927855e-14,1.7822036334808077e-14,1.5021807789206674e-18,1.916309171244105e-37,1.8672094528282083e-25,1.0003968218347874e-13,1.3619362420718176e-17,3.82636377530424e-12,1.3299217001660537e-31,2.7322714469360955e-29,1.5733166599343672e-27,4.640903200432869e-27,1.738187319937675e-14,3.1558154364026986e-27,3.7838331317165e-23,4.477060789084581e-30,5.665833973488947e-39,7.318223998368367e-29,2.757966593635529e-35,1.2296121450155254e-34,4.3955056023334475e-23,5.945372843965198e-37,1.4058939064902383e-35,5.036772081903496e-37,3.76,0.0,0.6061448841119988,0.9998731341530208,4.159912166189926e-15,2.2799921967794742e-20,5.795334294296404e-06,5.795338199189056e-06,0.00012686506408398092,2.5201321963450447e-17,3.81861698047159e-12,7.764466651429325e-10,2.3819921955723867e-14,4.2965922247750113e-13,8.431315969183098e-23,1.4572819654251455e-12,6.13145590359695e-16,1.768568540589147e-18,1.0970782320257927e-17,5.880124931190745e-15,3.143143171952461e-14,3.193102685550748e-13,1.950884367474229e-17,4.211575707424126e-14,1.593194454475818e-16,5.77764920313384e-19,3.3421218407508456e-17,6.009510330868235e-17,7.426043573072992e-21,1.5830483061007018e-13,1.8647348089101033e-19,1.2297770408891127e-24,2.995757549648347e-23,4.675523327676983e-25,9.77518638522936e-23,3.987523737959537e-16,1.5253336596200866e-25,1.3525663505815727e-21,5.688822521009889e-28,5.046396525290407e-22,1.203861738464896e-23,1.0391651616025789e-28,4.854300835128192e-18,4.633657792430858e-22,5.481145768935269e-27
9.136348705886694e-08,0.5640620618092672,1.5270688757691024e-13,1.289308908358732e-14,1.62733785968882e-14,1.4627091261408558e-14,0.0,0.0,8.887698730939147e-10,4.3524678826991435e-15,1.9808576302388106e-14,2.3045290332134573e-14,2.1982231534349047e-18,2.5456249861836035e-37,2.3525701389795328e-25,1.1031258414757761e-13,2.0032966385895242e-17,4.985727637771271e-12,1.999768460809092e-31,4.449594034519341e-29,2.318723324314072e-27,6.297362299499977e-27,1.7525315806842027e-14,5.216136579522342e-27,6.079680856712788e-23,7.482467907810202e-30,1.0760871067920606e-38,1.2257287333735174e-28,6.835731709740769e-35,2.301693902039545e-34,6.335364830695238e-23,1.1615000124113745e-36,2.620245649607346e-35,1.2427585451371684e-36,3.76,0.0,0.6061440639974518,0.9998731340416255,5.7012727833581485e-15,3.83272095386917e-20,6.615337455930194e-06,6.61534254352154e-06,0.00012686506406843698,2.878078816062239e-17,4.975710810711965e-12,8.860971478157467e-10,3.1037578645510705e-14,5.002351897949213e-13,1.248563354805328e-22,1.8078088265554304e-12,7.99114211895758e-16,2.6088485871771574e-18,1.2591951463077597e-17,7.663572441347286e-15,4.039164422959866e-14,4.171280066973963e-13,2.777541947199291e-17,6.04861670751676e-14,2.0218810488714978e-16,8.358147311279429e-19,4.865345322383008e-17,7.73999429067139e-17,1.2769121832831415e-20,1.807030768627832e-13,3.035075964810803e-19,1.873714530150919e-24,4.8383688058628065e-23,6.730090267032426e-25,1.683305983147655e-22,5.480542216843683e-16,2.2735171309014364e-25,2.0017747252137134e-21,8.482053098202043e-28,6.086388821242563e-22,2.2563981003603816e-23,1.9476987338208623e-28,7.062098725380499e-18,7.636114059395039e-22,9.939200209889403e-27
