Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55)
9.174303418879619e-08,0.9061555655473074,1.532727372393429e-06,1.0871718431700981e-07,6.70182057857943e-08,2.2429769750639865e-07,0.0,0.0,1.552774449246446e-06,3.8127986415931527e-10,6.859344962147392e-10,5.188177155238682e-12,1.2890893155305335e-10,2.8254645199902785e-20,1.744859045805197e-14,8.503380001654555e-11,4.330197179272029e-08,8.572549473564095e-07,4.418777776153095e-20,2.4849868415322168e-12,7.372355071192306e-19,7.04891362044888e-21,6.89870562216487e-12,8.995288712131353e-17,1.32984611101931e-12,3.08107857298389e-20,3.7447983695354556e-22,2.7080058032204787e-17,3.3991085547646925e-17,1.8343918519192176e-17,2.026329145864704e-13,5.9935539620301304e-21,1.4108544159861932e-21,1.0701057921094475e-20,3.76,0.0,0.7457312229901245,0.9970467020867012,3.4680988109060886e-08,1.8279697430452418e-09,0.04434235260344368,0.04441693219267456,0.002950773818116297,5.0326225076363454e-11,8.565724558924306e-07,2.660599786797587e-06,3.5045393388817195e-05,3.001394004868123e-11,1.1363656628288003e-09,4.9625587945769614e-08,1.6441693342737487e-08,1.3641674538836386e-11,3.438792832336525e-06,2.060006690807691e-10,5.915961899180941e-09,1.218300886107796e-07,9.192842595334599e-08,4.672474252758754e-08,5.181560579068899e-07
9.502147810804955e-08,0.9064052721770995,1.6415203407807486e-06,1.1993656583636664e-07,7.364121732026894e-08,2.489411680013395e-07,0.0,0.0,1.606141549672069e-06,4.0697992335987936e-10,7.629907743491049e-10,6.124502996040207e-12,1.4233123252670152e-10,3.3686976307127457e-20,1.9103137443945266e-14,9.774189072948285e-11,4.644993490107743e-08,9.188880821823707e-07,5.749038000574718e-20,2.8352282271592043e-12,9.590648782636753e-19,9.374410209395434e-21,7.548616070502405e-12,1.101605352331319e-16,1.4328971104379405e-12,3.7544974421711575e-20,4.5365113765636705e-22,3.32099837725948e-17,4.058460824905747e-17,2.1447041274552607e-17,2.201449825587064e-13,7.113777275764287e-21,1.7070177652306734e-21,1.3145174635281703e-20,3.76,0.0,0.7441920402649939,0.99704657563021,3.954371839986394e-08,2.031295705107934e-09,0.045878499788598245,0.045958454181308145,0.002950773325309015,5.206144217245738e-11,9.180802826765252e-07,2.795680159833001e-06,3.757375189434577e-05,3.154802636868934e-11,1.2392985768367273e-09,5.219782757592734e-08,1.7599105848117654e-08,1.5439756206011156e-11,3.685900844809589e-06,2.1648854146919866e-10,6.127789935711218e-09,1.2613253266727194e-07,9.713295179662912e-08,5.0306014308030564e-08,5.644926454472925e-07
9.829992202730291e-08,0.9066544792659026,1.7535755028493419e-06,1.3185765776168476e-07,8.062204683644972e-08,2.7523824648296835e-07,0.0,0.0,1.659375159417436e-06,4.333807407395493e-10,8.456847227907815e-10,7.198424327066394e-12,1.5660159044060957e-10,3.989609488116387e-20,2.0847724421381523e-14,1.1194364721616562e-10,4.9699901672337345e-08,9.8261488753148e-07,7.407890217854753e-20,3.219578640994836e-12,1.2362698482692468e-18,1.2378693410399178e-20,8.25956279669071e-12,1.3389538759976794e-16,1.5395115199934385e-12,4.543027394663474e-20,5.457226253720285e-22,4.044576048927343e-17,4.814840210743869e-17,2.492450840603094e-17,2.3841600136632523e-13,8.391095570927686e-21,2.0506883520468794e-21,1.6030037379864827e-20,3.76,0.0,0.7426560286389177,0.9970464464488039,4.486446689615745e-08,2.248609329816294e-09,0.04741137335453246,0.04749688625629029,0.0029507728247650197,5.3792005807579925e-11,9.81664293830857e-07,2.9335231010339357e-06,4.018866527711122e-05,3.311311165273309e-11,1.3470857813304176e-09,5.4822766432534065e-08,1.8793123817658226e-08,1.741447412602285e-11,3.94135182969502e-06,2.2703520920123494e-10,6.33946514963004e-09,1.3042381820626383e-07,1.0245298485351179e-07,5.402891561622322e-08,6.132725015037223e-07
9.999999999999998e-08,0.906903187853945,1.8129551489210384e-06,1.3832094179209162e-07,8.43839247177421e-08,2.895400393866854e-07,0.0,0.0,1.6869279468476983e-06,4.4734314937282116e-10,8.908560332160776e-10,7.814692012313037e-12,1.6434233833201695e-10,4.3446902888173784e-20,2.178881843265212e-14,1.19937912738884e-10,5.1425144110521843e-08,1.016484344373446e-06,8.418436255912556e-20,3.432942047913311e-12,1.4054454194253843e-18,1.4260082190376747e-20,8.654041301786509e-12,1.4773917704300172e-16,1.5961917450384854e-12,5.0020717869301614e-20,5.990535344745242e-22,4.468378413199701e-17,5.2485624141339717e-17,2.6884346183410404e-17,2.481897387421493e-13,9.120292875409687e-21,2.2493750761886085e-21,1.7719063063341294e-20,3.76,0.0,0.7418607570509278,0.9970463783816006,4.78114061555088e-08,2.3669373046508805e-09,0.04820497733903452,0.0482934448994976,0.002950772562138291,5.4687583647364396e-11,1.0154522578958974e-06,3.0060893462747546e-06,4.157869178056427e-05,3.3936885804376496e-11,1.4048955634886438e-09,5.620468297972882e-08,1.9426622321311514e-08,1.8511997411986046e-11,4.077096585675972e-06,2.325253750465857e-10,6.449171842623642e-09,1.3264492422252304e-07,1.0525718107776947e-07,5.601582027952818e-08,6.395467900846761e-07
1.0157836594655627e-07,0.906903187853945,1.8688555084163923e-06,1.444960330178367e-07,8.796367951654819e-08,3.0323127643049716e-07,0.0,0.0,1.712476473143234e-06,4.604703019530635e-10,9.342270381078668e-10,8.425817584871218e-12,1.717404390439187e-10,4.695866948744568e-20,2.268531597220219e-14,1.2776582967696842e-10,5.305117674873343e-08,1.0484316767204775e-06,9.459825318774346e-20,3.639928069561509e-12,1.5800172109801498e-18,1.6236232215829008e-20,9.036952172722883e-12,1.616065649476743e-16,1.649662077316568e-12,5.461408035547269e-20,6.522435470298688e-22,4.894179639155459e-17,5.678271980669258e-17,2.880413263620241e-17,2.5744671883430755e-13,9.840657032095268e-21,2.447255140302543e-21,1.9415318644929527e-20,3.76,0.0,0.7411231815218009,0.997046314525328,5.066580983764132e-08,2.4803027365962937e-09,0.048940980019893186,0.04903223481341721,0.002950772316432372,5.551793024831312e-11,1.0473190964248037e-06,3.0741235515071935e-06,4.2889985015495346e-05,3.47091173621524e-11,1.4597393445843217e-09,5.7500319283946035e-08,2.002348346226671e-08,1.957787035945984e-11,4.205123237535189e-06,2.376344258981434e-10,6.550987671134466e-09,1.347045487166141e-07,1.0788836472537714e-07,5.789522572150982e-08,6.645467020861133e-07
1.0485680986580964e-07,0.9071513989792848,1.987324211011821e-06,1.5786682022802297e-07,9.566886560741786e-08,3.3296171716558797e-07,0.0,0.0,1.7654466764734363e-06,4.882367412160541e-10,1.0288299360238795e-09,9.823875907202188e-12,1.8776791550827308e-10,5.495651695226859e-20,2.4619270136911526e-14,1.453412493669967e-10,5.650308706789627e-08,1.1163348862768018e-06,1.1978888361407963e-19,4.098189538770955e-12,2.00322075758674e-18,2.1160483233057535e-20,9.886465949589452e-12,1.9378012973999383e-16,1.763322351422012e-12,6.525745520831045e-20,7.748991267503771e-22,5.88687383843441e-17,6.659402298983343e-17,3.3114526702099626e-17,2.772378819221203e-13,1.147844277293615e-20,2.9024741929203522e-21,2.3366248032134876e-20,3.76,0.0,0.7395934923378168,0.9970461798428821,5.697035556756115e-08,2.726762010451388e-09,0.05046732648940136,0.050564506235022226,0.0029507718002599256,5.723922970653206e-11,1.1150393239168746e-06,3.2174758926128117e-06,4.5677562728057894e-05,3.63359586245548e-11,1.5772691015198904e-09,6.023039017866485e-08,2.1289922271723315e-08,2.194248247608259e-11,4.477192566258328e-06,2.482805660457699e-10,6.762357630178185e-09,1.3897531756700642e-07,1.1343891652868546e-07,6.190684568745559e-08,7.183662406854651e-07
1.08135253785063e-07,0.9073991136778135,2.108946624560088e-06,1.719847137924409e-07,1.0374014192315799e-07,3.64470169009997e-07,0.0,0.0,1.8182869462448127e-06,5.166683396424093e-10,1.1297072053959336e-09,1.1411169702255068e-11,2.047038806402402e-10,6.39770469141604e-20,2.6653381483252223e-14,1.6480876497256317e-10,6.005498144762755e-08,1.1863210773998087e-06,1.5049650319469647e-19,4.596297500974415e-12,2.5207391760108087e-18,2.7411256758218714e-20,1.081406164891607e-11,2.3094049537832834e-16,1.8804667267761184e-12,7.753616090654005e-20,9.15521818800658e-22,7.04147530242792e-17,7.769512019580694e-17,3.7885086725438907e-17,2.9779026039095403e-13,1.3321279965250957e-20,3.4224771706923765e-21,2.795390737810744e-20,3.76,0.0,0.7380669545253712,0.9970460423848108,6.380072818841109e-08,2.988367345575875e-09,0.051990419453879354,0.05209370689000594,0.00295077127619742,5.895591833983983e-11,1.1848196362252357e-06,3.3635739616440243e-06,4.855125017393646e-05,3.799354442054785e-11,1.6996828973162542e-09,6.30128726666057e-08,2.259217903286156e-08,2.4521350890556083e-11,4.757537361092956e-06,2.5896857214532386e-10,6.973575156472235e-09,1.432367083540791e-07,1.1910444876081397e-07,6.606579962082777e-08,7.747820193977899e-07
1.1141369770431636e-07,0.9076463329832593,2.233688881081826e-06,1.8686398367295377e-07,1.1217985155465638e-07,3.97796397542271e-07,0.0,0.0,1.8709984507470969e-06,5.457535236027137e-10,1.2370742627222108e-09,1.3207707068958392e-11,2.2256793834726624e-10,7.411377739326903e-20,2.8791925323442636e-14,1.8631327121886577e-10,6.370623018304751e-08,1.2583869373288225e-06,1.8768233347661594e-19,5.136206291783233e-12,3.1495879820105007e-18,3.530320105381861e-20,1.1825972611544326e-11,2.7365182400549764e-16,2.001070387761081e-12,9.164180237575303e-20,1.076103910749772e-21,8.378688448872396e-17,9.020530248719672e-17,4.314597668705925e-17,3.1910466660854904e-13,1.538685487245596e-20,4.013779651772199e-21,3.3255530396962684e-20,3.76,0.0,0.736543561537068,0.997045902134696,7.11795528022392e-08,3.2654931857359704e-09,0.05351026559027828,0.053619843133866356,0.0029507707441951917,6.066801025168137e-11,1.2566547197900915e-06,3.512411067761103e-06,5.1510899253265554e-05,3.9681777773321924e-11,1.8269868047073196e-09,6.584765004443912e-08,2.3929993845585875e-08,2.732802596410843e-11,5.046135214482382e-06,2.6969390635306074e-10,7.184640379485681e-09,1.474892952334256e-07,1.2488475186912888e-07,7.037423583634273e-08,8.338448398443797e-07
1.1469214162356972e-07,0.9078930579271901,2.3615181895108748e-06,2.0251848488401615e-07,1.209901618704627e-07,4.3297935695694595e-07,0.0,0.0,1.923582349953943e-06,5.754808631038824e-10,1.3511482071084435e-09,1.5234993997561897e-11,2.413794543667643e-10,8.546692776255483e-20,3.1039703119858197e-14,2.1000567991744566e-10,6.7456224655954e-08,1.3325292806183741e-06,2.3243390880452716e-19,5.719888655622608e-12,3.90916611581969e-18,4.521553666269913e-20,1.2928707703361295e-11,3.225194132940707e-16,2.1251093035809497e-12,1.0778308900687589e-19,1.2588116231210884e-21,9.921249351129584e-17,1.0425047687469548e-16,4.892811399262265e-17,3.4118197193000407e-13,1.7693725850110665e-20,4.683289300521605e-21,3.935480694182814e-20,3.76,0.0,0.7350233068396739,0.9970457590763485,7.912944225103593e-08,3.5585083614240875e-09,0.05502687156170547,0.05514292130872872,0.0029507702042041875,6.237551949151436e-11,1.3305392876279802e-06,3.663980008130596e-06,5.455636200761241e-05,4.14005559405477e-11,1.9591853168462994e-09,6.873459562078142e-08,2.530310813683949e-08,3.037657486480726e-11,5.342963765999268e-06,2.8045250637204856e-10,7.395553428446301e-09,1.51733643234082e-07,1.307795973947571e-07,7.483442793740418e-08,8.956053939883582e-07
1.1797058554282308e-07,0.9081392895390172,2.4924027957086893e-06,2.18961666702157e-07,1.30173080988221e-07,4.700572125688968e-07,0.0,0.0,1.9760397957451927e-06,6.058390701892327e-10,1.4721478755851325e-09,1.751609427028295e-11,2.6115757430213394e-10,9.814409512667596e-20,3.3402089092482125e-14,2.360428940585017e-10,7.130437695562481e-08,1.4087450503252536e-06,2.859764200075691e-19,6.349334335807906e-12,4.82149743930025e-18,5.760316762379363e-20,1.412905069297714e-11,3.78191072855617e-16,2.252560213629521e-12,1.2618723065168883e-19,1.4660008457086063e-21,1.1694077910837533e-16,1.1996329778902165e-16,5.5263156090758333e-17,3.6402312036894087e-13,2.0261336325033016e-20,5.4383139253599395e-21,4.634219180292495e-20,3.76,0.0,0.7335061839140807,0.9970456131938004,8.767298518633676e-08,3.867776223931559e-09,0.056540244017451786,0.05666294774337555,0.0029507696561761596,6.407846005526967e-11,1.4064680793784064e-06,3.818273084203644e-06,5.768749062042696e-05,4.314977060782524e-11,2.096281519170427e-09,7.167357299483978e-08,2.671126467275271e-08,3.368158818719504e-11,5.648000702260284e-06,2.9124074511602136e-10,7.60631443234134e-09,1.5597030855802003e-07,1.3678873749216216e-07,7.944877581686458e-08,9.601142549866627e-07
1.2124902946207646e-07,0.9083850288459977,2.6263119437216733e-06,2.3620658160263144e-07,1.3973047284980398e-07,5.090673624922031e-07,0.0,0.0,2.0283719321208214e-06,6.368169973585787e-10,1.6002938986857705e-09,2.0075688989278656e-11,2.8192124099543487e-10,1.122610204428212e-19,3.588507803855546e-14,2.6458777537954823e-10,7.525011951054932e-08,1.487031319110265e-06,3.4968460163953135e-19,7.026548726238283e-12,5.9114875127019675e-18,7.300931061409003e-20,1.5434059313584156e-11,4.413584909592176e-16,2.38340061329987e-12,1.4710148302178162e-19,1.7002346619399363e-21,1.372443856746139e-16,1.3748329678857017e-16,6.21834881115383e-17,3.8762914005785787e-13,2.3110027790754118e-20,6.286569461049879e-21,5.431521805027343e-20,3.76,0.0,0.7319921862552702,0.9970454644712964,9.683273534093814e-08,4.193654776429178e-09,0.05805038959301915,0.05817992875327632,0.0029507691000634786,6.577684588555084e-11,1.4844358613430935e-06,3.975282118069825e-06,6.090413741750281e-05,4.4929308082946675e-11,2.2382772427783102e-09,7.46644363442559e-08,2.8154207569141205e-08,3.725818632936176e-11,5.961223756840825e-06,3.0205539379183685e-10,7.81692351991822e-09,1.601998388658185e-07,1.4291190470677898e-07,8.421980658031448e-08,1.0274218681625965e-06
1.2452747338132982e-07,0.9086302768732382,2.763215838280016e-06,2.542658939329287e-07,1.496640710195599e-07,5.50046458525717e-07,0.0,0.0,2.0805798954069016e-06,6.684036360079125e-10,1.7358087562046642e-09,2.29401356681055e-11,3.0368921126586283e-10,1.2794245093450447e-19,3.8495334362851764e-14,2.958091058240721e-10,7.929290473059461e-08,1.5673852902576835e-06,4.2509516183944877e-19,7.75355158189047e-12,7.20719598997312e-18,9.207978996350733e-20,1.6851064025142348e-11,5.127585922202794e-16,2.517608740196343e-12,1.7079485874784055e-19,1.9643028183249823e-21,1.604210977358396e-16,1.569570106912865e-16,6.97222114974219e-17,4.120011528610059e-13,2.6261052874888693e-20,7.23618790810869e-21,6.337881493049073e-20,3.76,0.0,0.7304813073722766,0.9970453128932889,1.0663120189043641e-07,4.536496802146385e-09,0.059557314910147985,0.059693870640617305,0.0029507685358190136,6.747069087171417e-11,1.5644374265181248e-06,4.134998468823108e-06,6.420615486744782e-05,4.6739049490222954e-11,2.385173201411249e-09,7.770703071938683e-08,2.9631682300502826e-08,4.1122025626617175e-11,6.282610710189789e-06,3.128935880913163e-10,8.02738081968526e-09,1.6442277354895476e-07,1.4914881195267205e-07,8.915017539452614e-08,1.097578542140317e-06
1.2780591730058318e-07,0.9088750346436985,2.9030856085235368e-06,2.7315188833090824e-07,1.5997549129828372e-07,5.930304262707812e-07,0.0,0.0,2.132664814453845e-06,7.005881148883868e-10,1.878916833064758e-09,2.6137526829580612e-11,3.264800720361886e-10,1.4532310548984992e-19,4.124024231106294e-14,3.2988154321478114e-10,8.343220465923504e-08,1.6498042986146272e-06,5.139197562542134e-19,8.532375785949426e-12,8.740125020141895e-18,1.1557915597355175e-19,1.838766649118394e-11,5.931748869436263e-16,2.6551635607269947e-12,1.9756002153578416e-19,2.2612433030140674e-21,1.8679562486667336e-16,1.7853810828716121e-16,7.791313360148796e-17,4.37140382382346e-13,2.9736588517456194e-20,8.29572525948315e-21,7.364563037247196e-20,3.76,0.0,0.7289735407881499,0.9970451584444295,1.1709084081785117e-07,4.8966499897135525e-09,0.06106102657684476,0.06120477969433112,0.0029507679633963193,6.916000885029667e-11,1.6464675946191942e-06,4.2974130488854e-06,6.75933955821624e-05,4.857887096422379e-11,2.536969113591503e-09,8.080119234224232e-08,3.1143435707626835e-08,4.528930424010828e-11,6.612139389544452e-06,3.237527972558281e-10,8.237686459912412e-09,1.686396439889967e-07,1.5549915266390909e-07,9.424266626296201e-08,1.1706344401606132e-06
1.3108436121983655e-07,0.9091193031781929,3.045893272942249e-06,2.9287647789575946e-07,1.7066624324422753e-07,6.380544845078275e-07,0.0,0.0,2.1846278108272036e-06,7.333596985842721e-10,2.0298444752270444e-09,2.969774805554013e-11,3.5031225587044745e-10,1.6454874975642098e-19,4.412795739038092e-14,3.6698557147435577e-10,8.766751063544688e-08,1.734285811452683e-06,6.180585058898712e-19,9.365066171308022e-12,1.0545524007863158e-17,1.4440879049736606e-19,2.0051737784379692e-11,6.834388128182842e-16,2.7960447570705014e-12,2.277153818408577e-19,2.5943662022265208e-21,2.1672147905317269e-16,2.0238751579057335e-16,8.679075822470157e-17,4.630481606025957e-13,3.355974928192603e-20,9.474169444974765e-21,8.523635815621962e-20,3.76,0.0,0.7274688800399174,0.9970450011095617,1.2823404719616798e-07,5.2744570557377366e-09,0.06256153118740937,0.06271266219012632,0.0029507673827495816,7.084481360532153e-11,1.7305212121001797e-06,4.46251634024002e-06,7.106571231732421e-05,5.044864384236093e-11,2.6936638114260166e-09,8.394674890822509e-08,3.268921600392811e-08,4.9776767799586445e-11,6.949787668845421e-06,3.346307957799854e-10,8.447840568632024e-09,1.7285097380430424e-07,1.6196260108489524e-07,9.950019273039944e-08,1.2466395716015909e-06
1.343628051390899e-07,0.9093630834953964,3.191611705522491e-06,3.1345121212009847e-07,1.81737740690742e-07,6.851531638587792e-07,0.0,0.0,2.236469998991312e-06,7.667077860095435e-10,2.188820045573977e-09,3.365253543545561e-11,3.7520405594645e-10,1.8577738766671187e-19,4.7167458955399634e-14,4.073074457264419e-10,9.19983329648632e-08,1.8208274292541817e-06,7.3961405796079995e-19,1.0253678394134856e-11,1.2662711068990899e-17,1.7962717097249506e-19,2.1851416334523673e-11,7.844310697037658e-16,2.940232714511725e-12,2.616074135599571e-19,2.9672800084488334e-21,2.5058294666153713e-16,2.286735411901942e-16,9.639027706143662e-17,4.897259333758847e-13,3.7754600829562804e-20,1.0780948324394786e-20,9.828006980557152e-20,3.76,0.0,0.7259673186785478,0.9970448408737168,1.4008314830541184e-07,5.670255864684139e-09,0.0640588353224629,0.06421752439051683,0.0029507667938334326,7.252511886832335e-11,1.8165931521652615e-06,4.6302984105325e-06,7.462295797287761e-05,5.234823485581033e-11,2.8552553375454733e-09,8.714351988875606e-08,3.426877278061652e-08,5.460171479999515e-11,7.295533468651634e-06,3.455256375250628e-10,8.65784327363954e-09,1.7705727908503242e-07,1.6853881265834763e-07,1.0492579851875263e-07,1.3256437837314938e-06
1.3764124905834327e-07,0.9096063766118455,3.3402146030823082e-06,3.3488728459179185e-07,1.9319131134648596e-07,7.343603247628624e-07,0.0,0.0,2.2881924864860576e-06,8.00621908922737e-10,2.3560739797016414e-09,3.803553236368117e-11,4.0117364048676746e-10,2.0918057619932742e-19,5.036860393170658e-14,4.5103913260610684e-10,9.642420059978891e-08,1.909426886425564e-06,8.809061879243639e-19,1.120027785720537e-11,1.5135411497601253e-17,2.2247247115330647e-19,2.3795105633006413e-11,8.970829482529465e-16,3.08770850913034e-12,2.996132123341714e-19,3.38392055974587e-21,2.8879715702844005e-16,2.575719976534729e-16,1.0674756202260102e-16,5.171752649915577e-13,4.234617359364938e-20,1.2225937760068365e-20,1.1291455126998178e-19,3.76,0.0,0.7244688502689123,0.9970446777221051,1.5266039750475996e-07,6.084379546137231e-09,0.06555294554897483,0.06571937254485144,0.0029507661966030586,7.420093831869207e-11,1.9046783147748133e-06,4.800748928998945e-06,7.826498559352717e-05,5.4277506318304205e-11,3.021741031549152e-09,9.039131683311519e-08,3.5881857010806976e-08,5.978200175208768e-11,7.649354756055469e-06,3.5643563202369063e-10,8.867694702494296e-09,1.8125906861709604e-07,1.7522742447723476e-07,1.1052265809622303e-07,1.4076967537145753e-06
1.4091969297759663e-07,0.9098491835419424,3.4916764537702155e-06,3.571955404738329e-07,2.050282055549975e-07,7.857091747923035e-07,0.0,0.0,2.3397963740970477e-06,8.350917304597404e-10,2.53183884156019e-09,4.288234563902018e-11,4.2823906667015943e-10,2.3494487026574993e-19,5.374218164510474e-14,4.983782460847053e-10,1.0094466082770861e-07,2.0000820519401176e-06,1.0444869408604957e-18,1.2206938680854568e-11,1.8012113558316966e-17,2.743876841159308e-19,2.5891471707806265e-11,1.0223776531164856e-15,3.2384538958228454e-12,3.4214331719119444e-19,3.8485827952381354e-21,3.3181624963121327e-16,2.892663261347155e-16,1.1789915840762742e-16,5.453978419595874e-13,4.7360476681422926e-20,1.381946979817956e-20,1.2928664447380099e-19,3.76,0.0,0.722973468389748,0.9970445116401115,1.6598796878922282e-07,6.517156609510119e-09,0.06704386842029086,0.06721821288934292,0.0029507655910142594,7.587228558408364e-11,1.994771626645284e-06,4.9738571821858245e-06,8.199164836923331e-05,5.623631631236264e-11,3.193117607123849e-09,9.368994366828153e-08,3.752822105266302e-08,6.533604808746081e-11,8.011229544597917e-06,3.6735932278326143e-10,9.077394982520235e-09,1.854568440955555e-07,1.8202805578216574e-07,1.162940771817798e-07,1.4928479808797592e-06
1.4419813689685e-07,0.9100915052979598,3.6459725066962064e-06,3.803864837702312e-07,2.1724960428182235e-07,8.392322853330797e-07,0.0,0.0,2.3912827560194174e-06,8.701070436842107e-10,2.716349378886733e-09,4.823060082413328e-11,4.5641829404383946e-10,2.6327340467481166e-19,5.729996972037967e-14,5.495279790914195e-10,1.0555927896794726e-07,2.092790929912215e-06,1.2331563102946894e-18,1.3275742719563303e-11,2.1346441913847946e-17,3.370484599863718e-19,2.8149440382614073e-11,1.161351621463557e-15,3.392451296642118e-12,3.8964481839413133e-19,4.365955517291053e-21,3.801296417283601e-16,3.239477173281708e-16,1.2988227889816051e-16,5.743954761398116e-13,5.2824512024967974e-20,1.557234098741578e-20,1.475525938235653e-19,3.76,0.0,0.7214811666336204,0.9970443426132899,1.8008795196880513e-07,6.968911056265964e-09,0.06853161047616033,0.06871405164709736,0.0029507649770232724,7.753917424044838e-11,2.0868680412432512e-06,5.149612089429824e-06,8.580279963570981e-05,5.822451887258814e-11,3.3693812208259418e-09,9.703919699588219e-08,3.9207618651655606e-08,7.128284081857908e-11,8.381135894183842e-06,3.782954674190706e-10,9.286944240806682e-09,1.8965110032785612e-07,1.8894030849486796e-07,1.2224349318684544e-07,1.5811467792548542e-06
1.4747658081610336e-07,0.9103333428900414,3.8030787426639894e-06,4.044702843855581e-07,2.2985662639130546e-07,8.949616076547681e-07,0.0,0.0,2.442652720015528e-06,9.056577701553179e-10,2.909842578378305e-09,5.411999682528751e-11,4.857291974559021e-10,2.94387620153356e-19,6.105479101010031e-14,6.046970311978975e-10,1.1026763807616032e-07,2.1875516601050867e-06,1.4499784523811592e-18,1.4408778622292751e-11,2.5197548990951033e-17,4.1239385727711485e-19,3.057819433299744e-11,1.3150958375499696e-15,3.5496837894436705e-12,4.426047755018056e-19,4.941159356117732e-21,4.342663982824485e-16,3.6181523310162166e-16,1.427347983468122e-16,6.041701073153223e-13,5.87662888054773e-20,1.7495820862806893e-20,1.6787839777362788e-19,3.76,0.0,0.7199919386068855,0.9970441706273563,1.9498234841391364e-07,7.43996248971211e-09,0.0700161782427638,0.07020689502814322,0.002950764354586779,7.92016178122517e-11,2.180962538773849e-06,5.328002218071296e-06,8.969829287492201e-05,6.024196416570684e-11,3.5505275333996545e-09,1.0043886638548526e-07,4.0919804942011005e-08,7.764193895458557e-11,8.759051910997304e-06,3.8924301946427224e-10,9.496342604209103e-09,1.9384232542741948e-07,1.9596376777935345e-07,1.2837447559597557e-07,1.672642270367834e-06
1.5075502473535672e-07,0.9105746973262072,3.962971845974802e-06,4.294567849856061e-07,2.4285033527122665e-07,9.529284883929189e-07,0.0,0.0,2.4939073475667693e-06,9.417339585125246e-10,3.112557720555039e-09,6.059235965536803e-11,5.161895795266987e-10,3.2852914041164397e-19,6.502057151089065e-14,6.640995326232168e-10,1.1506933865633906e-07,2.284362518374141e-06,1.6982984329956616e-18,1.560814093473372e-11,2.9630524577513455e-17,5.026602127090844e-19,3.3187169951926646e-11,1.4847571440583438e-15,3.71013509682875e-12,5.015539707878434e-19,5.579788137465422e-21,4.9479770587932865e-16,4.0307592754232626e-16,1.5649524933457657e-16,6.347238053011381e-13,6.521483817654571e-20,1.960166062234893e-20,1.904401655572606e-19,3.76,0.0,0.718505777929652,0.9970439956681852,2.106930673145666e-07,7.930626222426503e-09,0.07149757823274057,0.0716967492294605,0.002950763723662018,8.085962977295464e-11,2.277050126163745e-06,5.509015798379049e-06,9.367798171558501e-05,6.228849866709318e-11,3.736551764434509e-09,1.03888734663516e-07,4.266453644741719e-08,8.443347767398544e-11,9.144955747416995e-06,4.0020111171376795e-10,9.705590199349864e-09,1.9803100099810978e-07,2.030980026208279e-07,1.3469072628828767e-07,1.7673833763172395e-06
1.5403346865461008e-07,0.910815569612358,4.1256291772728465e-06,4.5535550766647234e-07,2.562317448596952e-07,1.0131636844668186e-06,0.0,0.0,2.545047714019709e-06,9.783257830771058e-10,3.324736434266165e-09,6.769169534545029e-11,5.478171826773921e-10,3.659618072486055e-19,6.921239922204702e-14,7.279549648071219e-10,1.1996399838002906e-07,2.383221917047754e-06,1.981759504963495e-18,1.6875929241691354e-11,3.471682393386126e-17,6.104183400885619e-19,3.598605403657157e-11,1.671539550925279e-15,3.873789575372626e-12,5.670710243197817e-19,6.287953858965744e-21,5.623394522640702e-16,4.47944967743615e-16,1.7120281847112116e-16,6.660587716690548e-13,7.220022830757292e-20,2.1902102023638366e-20,2.1542447919685376e-19,3.76,0.0,0.7170226782357457,0.9970438177218035,2.2724192240461596e-07,8.441213381374741e-09,0.07297581694521625,0.07318362043500942,0.0029507630842066767,8.251322354511306e-11,2.375125837038849e-06,5.692640738167469e-06,9.774171993366127e-05,6.43639653335525e-11,3.927448741095984e-09,1.073885781971606e-07,4.44415710810532e-08,9.16781722555556e-11,9.538825601931708e-06,4.1116904096902446e-10,9.914687152618996e-09,2.0221760231003783e-07,2.1034256641325626e-07,1.4119607980136264e-07,1.8654188131127154e-06
