Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244)
0.002065676250105224,0.5372765414278816,1.8589772189275266e-08,8.895041731864866e-09,4.453169632722278e-09,6.4215625513911885e-06,0.0,0.0,2.3082411015487003e-05,5.011154449104432e-07,6.133160676859e-06,2.261210152394655e-08,1.15861351472241e-09,9.066719526949524e-26,2.2749911165917347e-18,6.7786722115348696e-12,3.85569266512956e-09,0.0004594497751318982,3.865246923684649e-21,6.886818628674572e-18,1.4299931503457259e-18,3.348708341719437e-22,8.732615556186628e-14,2.0806687059834144e-13,1.705224028215269e-13,2.411712623316228e-15,1.5693646896223928e-22,4.202069884813056e-14,7.555822971957979e-14,4.214604096482645e-18,7.351135106233262e-12,1.0298820257908645e-19,5.1527813447484576e-20,4.1545288705266004e-15,3.76,0.0,0.4957618762157471,0.9994212497769425,1.1349701215192925e-05,1.1751200232163156e-07,0.03984704989087156,0.04031350113996786,8.541736097298172e-05,9.485402699899265e-14,0.0004624262866495177,4.741424352232256e-06,9.554847746391984e-07,5.10888993424172e-09,3.912856289903283e-14,1.5488729124553783e-08,9.603067617349783e-09,1.388369125431453e-06,2.310143884643736e-14,2.4943423082311477e-07,3.2947292250654755e-08,3.1868257957835237e-08,3.0790260994501425e-06,2.0030903905057238e-05,1.5889371181223008e-10,7.544807574985231e-12,5.085012206501463e-08,5.281110733688656e-09,7.194064069752692e-08,1.5083549020246106e-07,3.112550170584191e-09
0.0020840230569412377,0.5373112222031745,1.8896582134481406e-08,8.994129455395305e-09,4.55022225128065e-09,6.5732399828044894e-06,0.0,0.0,2.3439348438052954e-05,5.145441962310556e-07,6.311906236492921e-06,2.322119995078358e-08,1.1842052439905206e-09,9.551258520563485e-26,2.357642805264514e-18,6.911363054268503e-12,3.949385002725745e-09,0.0004674639105412199,4.0547195384466645e-21,7.06701464092976e-18,1.5105180859925038e-18,3.5114978328468545e-22,8.899436066674734e-14,2.19249399048291e-13,1.7671950984892637e-13,2.5491898507635688e-15,1.677838297752543e-22,4.41125974266136e-14,7.986533105784647e-14,4.422610445960321e-18,7.595112696224112e-12,1.0847109191617377e-19,5.405947013670581e-20,4.379881341635623e-15,3.76,0.0,0.4954172228223986,0.9994125763661856,1.1653137720743018e-05,1.2126041169500572e-07,0.04018297658512614,0.04065761424685479,8.541661930558866e-05,9.564668038924423e-14,0.00047053432374438866,4.807784741765422e-06,9.722742952978174e-07,5.1800142124842535e-09,3.981647732955682e-14,1.570560045813212e-08,9.712719279652161e-09,1.4334318532673411e-06,2.3327926098692076e-14,2.53925334142409e-07,3.37349511818776e-08,3.231618347371804e-08,3.1605961155692763e-06,2.04244057640469e-05,1.630422564786806e-10,7.74176787597954e-12,5.213982094200786e-08,5.410446453834816e-09,7.333932921450962e-08,1.5718785428911992e-07,3.1912633946735523e-09
0.0021023698637772513,0.5373458795580507,1.920650013678364e-08,9.093949843484953e-09,4.649038330265507e-09,6.727428762236874e-06,0.0,0.0,2.379945176623673e-05,5.282671354637178e-07,6.494529193825066e-06,2.3842309401245167e-08,1.2102105058317224e-09,1.0058534817697584e-25,2.442769094090011e-18,7.045833356112476e-12,4.044643159502634e-09,0.0004755439558107011,4.252192001132891e-21,7.250240369886531e-18,1.5948897676479105e-18,3.6809084558537616e-22,9.068495689965477e-14,2.30957312818736e-13,1.8310047542546242e-13,2.6934390617691078e-15,1.7930563072347594e-22,4.6291072816397963e-14,8.438316058587273e-14,4.639265368796331e-18,7.845193744005918e-12,1.1420402180553773e-19,5.669875783790483e-20,4.615752254317619e-15,3.76,0.0,0.4950727999262818,0.9994038272520364,1.196305612672189e-05,1.2509815992772416e-07,0.04051859523850274,0.04100148809381311,8.54158711684707e-05,9.643848130731277e-14,0.0004787105319316186,4.874836759147479e-06,9.892055022100596e-07,5.251873026408618e-09,4.051020013973189e-14,1.592473429618463e-08,9.822781779730523e-09,1.4797588764554726e-06,2.355482773178665e-14,2.584591466279549e-07,3.4535517849181116e-08,3.276882491092764e-08,3.243653498564562e-06,2.082336971183497e-05,1.672768038344086e-10,7.942808631599007e-12,5.3455291058220546e-08,5.541966260976922e-09,7.475579158908142e-08,1.6375458145121635e-07,3.2715423642150227e-09
0.002120716670613265,0.5373805135176405,1.951953328801316e-08,9.194505780578304e-09,4.7496441150880674e-09,6.884154839313232e-06,0.0,0.0,2.4162725334562693e-05,5.422891690830031e-07,6.68109035460794e-06,2.447559458854481e-08,1.236634099386233e-09,1.0589401689914944e-25,2.5304156329558605e-18,7.182090763797714e-12,4.1414809231835895e-09,0.0004836898191173232,4.457922545574052e-21,7.436518158599398e-18,1.6832604569748442e-18,3.8571530558241567e-22,9.239803997058354e-14,2.432119805387517e-13,1.8966950220495479e-13,2.8447452845751444e-15,1.9153926676160267e-22,4.855900631888633e-14,8.91203744274486e-14,4.864861310765478e-18,8.101481014414584e-12,1.2019655793779052e-19,5.944953641901604e-20,4.862558705053274e-15,3.76,0.0,0.4947286072455011,0.9993950024077524,1.2279571248051551e-05,1.2902669343035466e-07,0.04085390607190835,0.041345122836535124,8.541511655934178e-05,9.722943037801206e-14,0.000486954861571149,4.942583446803721e-06,1.0062782799924114e-06,5.324469484709679e-09,4.120972659940814e-14,1.614614064842098e-08,9.933260122073347e-09,1.5273810371302583e-06,2.378214577168896e-14,2.630358128313488e-07,3.5349102982020995e-08,3.322620427982923e-08,3.3282129232277436e-06,2.122785161235211e-05,1.7159872685223334e-10,8.147995106557104e-12,5.4796934301291455e-08,5.675689712884328e-09,7.619014383764058e-08,1.7054113354151618e-07,3.3534113276001115e-09
0.0021390634774492785,0.5374151241071425,1.9835688174986048e-08,9.295799895965633e-09,4.852066183509885e-09,7.0434442539495185e-06,0.0,0.0,2.4529172883884683e-05,5.566152389067593e-07,6.871651246028629e-06,2.5121221704090124e-08,1.263481426171868e-09,1.114456578621926e-25,2.620638854111891e-18,7.320156228497217e-12,4.239911980529698e-09,0.0004919014084034795,4.672200431346686e-21,7.625870281312972e-18,1.775787271129901e-18,4.0404536537506147e-22,9.413387431333935e-14,2.560355083148879e-13,1.9643085359669913e-13,3.0034037019540325e-15,2.045240180154697e-22,5.0919352192148924e-14,9.408591556639673e-14,5.099698100834766e-18,8.364077944106436e-12,1.2645857950902397e-19,6.231583279699763e-20,5.120731594845833e-15,3.76,0.0,0.49438464449700364,0.9993861018058474,1.2602799555161094e-05,1.3304747037092743e-07,0.04118890930618452,0.04168851863045691,8.541435547585264e-05,9.801952822561528e-14,0.0004952672634778051,5.011027740622688e-06,1.023492513374236e-06,5.397806580196112e-09,4.191505198305928e-14,1.6369829177508872e-08,1.0044159336979786e-08,1.5763297830341377e-06,2.4009882291875208e-14,2.6765548088673054e-07,3.617581656045822e-08,3.368834289010826e-08,3.414289018085236e-06,2.1637907547551222e-05,1.7600943500932813e-10,8.357393770792235e-12,5.616515644324616e-08,5.811636300337007e-09,7.764250107181186e-08,1.7755306529788171e-07,3.43689475830784e-09
0.002157410284285292,0.5374497113518256,2.0154970875883784e-08,9.397835113282014e-09,4.956331355727325e-09,7.205323133358394e-06,0.0,0.0,2.489879755188321e-05,5.712503209530347e-07,7.066274122161957e-06,2.5779358418109863e-08,1.29075795234405e-09,1.1725430132922333e-25,2.7135308901637008e-18,7.460050974937773e-12,4.339949913835915e-09,0.0005001786313724858,4.895407362859292e-21,7.818318943463056e-18,1.8726323255072294e-18,4.231052291300476e-22,9.589272737000044e-14,2.6945076076616614e-13,2.0338885316419086e-13,3.1697204032374312e-15,2.1830119216644268e-22,5.3375139855338605e-14,9.928902080232933e-14,5.344083140980553e-18,8.633088614674798e-12,1.3300033827188362e-19,6.530197123951698e-20,5.390716129819577e-15,3.76,0.0,0.4940409113965748,0.9993771254180922,1.2932859185368428e-05,1.3716196056217032e-07,0.04152360516211348,0.04203167563075763,8.54135879155905e-05,9.880877547386446e-14,0.0005036476889263722,5.080172468803743e-06,1.040848087199278e-06,5.4718871881245755e-09,4.262617156984268e-14,1.6595809195412864e-08,1.0155484477877034e-08,1.6266371741395188e-06,2.4238039413877302e-14,2.7231830255182325e-07,3.701576770371241e-08,3.4155261346432536e-08,3.5018963603428597e-06,2.2053593808211756e-05,1.8051036350959748e-10,8.571072364344513e-12,5.7560367267969085e-08,5.949825401642526e-09,7.91129771813602e-08,1.8479602493846088e-07,3.52201736707795e-09
0.0021757570911213058,0.5374842752770274,2.0477386973370882e-08,9.500613673377658e-09,5.0624663351355825e-09,7.369817688838376e-06,0.0,0.0,2.5271601866010087e-05,5.861994241937211e-07,7.265021971074052e-06,2.6450173905240427e-08,1.3184681828324875e-09,1.2333249180761128e-25,2.8091256781818568e-18,7.601772724552002e-12,4.4416081889244455e-09,0.0005085213954857909,5.127799787175316e-21,8.013886281206784e-18,1.9739628076263077e-18,4.429172899804339e-22,9.767456858528861e-14,2.8348138071646564e-13,2.105478788617235e-13,3.3440118285215407e-15,2.329138906102831e-22,5.5929472846815804e-14,1.0473922775686015e-13,5.598331393071835e-18,8.908617753860617e-12,1.3983229552439133e-19,6.84121459523881e-20,5.672971889521007e-15,3.76,0.0,0.4936974076588409,0.999368073215516,1.3269869952403837e-05,1.4137164534373144e-07,0.04185799386042183,0.04237459399235848,8.541281387607839e-05,9.95971727459684e-14,0.0005120960896570661,5.150020347565315e-06,1.0583448864267656e-06,5.546714062570861e-09,4.3343080643649096e-14,1.682408964958301e-08,1.0267240622712506e-08,1.6783358891819435e-06,2.446661930782419e-14,2.770244332486076e-07,3.7869064431273906e-08,3.462697954222537e-08,3.591049472583927e-06,2.2474966884368162e-05,1.8510290886334473e-10,8.789097798045122e-12,5.898298030797777e-08,6.090276121831023e-09,8.060168525486669e-08,1.92275754728958e-07,3.608804096210042e-09
0.0021941038979573194,0.5375188159081544,2.0802941475059675e-08,9.604138527888072e-09,5.170498166902166e-09,7.536954212389858e-06,0.0,0.0,2.5647587730412664e-05,6.014675892989584e-07,7.467958516229702e-06,2.71338388035541e-08,1.3466174118228646e-09,1.2967489647708149e-25,2.9074358197767892e-18,7.745337553044413e-12,4.544900148233934e-09,0.0005169296079568026,5.369581283977273e-21,8.212594362388156e-18,2.0799511019565143e-18,4.635035006567071e-22,9.947960123365498e-14,2.9815181002922003e-13,2.1791236695798553e-13,3.5266049158657386e-15,2.484071919697272e-22,5.85855300751566e-14,1.1044638194911613e-13,5.8627653622235555e-18,9.190770707037321e-12,1.4696518307977492e-19,7.165053540654441e-20,5.967973201047929e-15,3.76,0.0,0.4933541329972637,0.9993589451684124,1.3613953357869416e-05,1.4567801745781207e-07,0.042192075621789504,0.04271727386992183,8.54120333547775e-05,1.0038472066463338e-13,0.0005206124178802662,5.220573983037228e-06,1.0759827961326278e-06,5.6222898385924915e-09,4.406577449315238e-14,1.7054679128721552e-08,1.0379432866693548e-08,1.7314592319927748e-06,2.469562419297317e-14,2.8177403210298664e-07,3.873581386207054e-08,3.510351664953962e-08,3.681762815631851e-06,2.290208345583448e-05,1.8978849789441324e-10,9.011537468762276e-12,6.043341248381628e-08,6.233007467713623e-09,8.210873627800588e-08,1.9999809154563618e-07,3.697280081678025e-09
0.002210616024109732,0.5375498825807884,2.1098627610411034e-08,9.697950388365246e-09,5.2693714257383724e-09,7.68965775913792e-06,0.0,0.0,2.5988696299109953e-05,6.154859264630515e-07,7.654236007514496e-06,2.776026568470014e-08,1.3723324035247273e-09,1.3563250297622056e-25,2.998391643475483e-18,7.876156341807914e-12,4.639270643310299e-09,0.0005245528806375323,5.595717597735187e-21,8.394135155616732e-18,2.1794698159157874e-18,4.827175411721228e-22,1.0112439694637746e-13,3.1192309709640745e-13,2.247197950751994e-13,3.698316709550475e-15,2.631435713652274e-22,6.10656474183928e-14,1.158109017003545e-13,6.1097377276595504e-18,9.4504592378956e-12,1.5365147896959262e-19,7.467885676586541e-20,6.24477639207979e-15,3.76,0.0,0.4930453814242005,0.9993506650538037,1.392977731570232e-05,1.496376628673861e-07,0.04249248695828995,0.043025481983496046,8.541132534152842e-05,1.010927881085058e-13,0.0005283351521722401,5.284677736057138e-06,1.0919774694377403e-06,5.690950421575651e-09,4.4721141050922607e-14,1.726419066594216e-08,1.0480782980584236e-08,1.780516331604785e-06,2.4902093831302728e-14,2.860859708800685e-07,3.952747827494393e-08,3.553653542768847e-08,3.7647507224373237e-06,2.3291446049658375e-05,1.9408634756813072e-10,9.21556617817839e-12,6.176293471236549e-08,6.363431333888955e-09,8.348085670939533e-08,2.0716052451860302e-07,3.7783737440657e-09
0.0022271281502621444,0.5375809304244745,2.139686244260453e-08,9.792369941290922e-09,5.369823207412928e-09,7.844541933264697e-06,0.0,0.0,2.6332383450921712e-05,6.297705279952464e-07,7.844006065433742e-06,2.8397366514998474e-08,1.39841109792533e-09,1.41835971347896e-25,3.0916792034043733e-18,8.008488600666144e-12,4.734984684485963e-09,0.0005322290231334268,5.830086678353519e-21,8.578253761901394e-18,2.2830386920318164e-18,5.025984265062457e-22,1.0278823543569932e-13,3.262520846577752e-13,2.317006058237855e-13,3.877283158512604e-15,2.786679050995e-22,6.36332306831088e-14,1.2139940467287886e-13,6.365474486305506e-18,9.71567644780869e-12,1.6059899099988655e-19,7.78184162597417e-20,6.532668141577996e-15,3.76,0.0,0.49273681495927146,0.9993423234577772,1.4251520868941008e-05,1.536779472719522e-07,0.04279265001539439,0.04333349716244866,8.541061207398276e-05,1.018001685333139e-13,0.0005361128352435018,5.349356899576847e-06,1.1080862656262655e-06,5.760221383188363e-09,4.538118603708536e-14,1.7475584873988868e-08,1.0582494225144539e-08,1.8307800391561694e-06,2.5108911238430492e-14,2.9043337208943084e-07,4.0330201945622645e-08,3.5973485302997145e-08,3.849024527246691e-06,2.3685548497363195e-05,1.9846182310467565e-10,9.423277825697145e-12,6.311564114478266e-08,6.495731440650896e-09,8.486800409910118e-08,2.145286635336716e-07,3.860874924026483e-09
0.0022419890637993154,0.537608857400466,2.166745500311199e-08,9.87786855044254e-09,5.461595971431778e-09,7.985818094523036e-06,0.0,0.0,2.664390663638977e-05,6.428574122146841e-07,8.017824929472155e-06,2.897998883750324e-08,1.4221960276868895e-09,1.4761759026276881e-25,3.1776268040274263e-18,8.128888844125244e-12,4.8222838680085785e-09,0.0005391826987341079,6.04814342183276e-21,8.746177717643155e-18,2.379826768236164e-18,5.210750098235701e-22,1.0430206303611482e-13,3.3964116796593443e-13,2.3813434690745533e-13,4.044773023696506e-15,2.9334442868582732e-22,6.602088947319154e-14,1.2662704302104622e-13,6.603338829915379e-18,9.95916339677113e-12,1.6708210277052728e-19,8.074173813044558e-20,6.8015639873878134e-15,3.76,0.0,0.49245926323367034,0.9993347634355929,1.4546227430679073e-05,1.5738406797852532e-07,0.043062584620799066,0.04361054595714787,8.540996563913157e-05,1.0243622388868451e-13,0.0005431597032378364,5.4080614907269734e-06,1.1226816882213584e-06,5.823088490690163e-09,4.597922375060427e-14,1.7667453860930903e-08,1.0674346215058477e-08,1.8770701768389343e-06,2.5295345669674753e-14,2.943764558691463e-07,4.1062171582736545e-08,3.6370111515880764e-08,3.925978990630375e-06,2.4044327716641495e-05,2.0246699346241163e-10,9.613408351925206e-12,6.435315701937016e-08,6.6164168647500796e-09,8.612934961360315e-08,2.213395469888831e-07,3.936344937707051e-09
0.0022568499773364865,0.537636769153764,2.194011564785876e-08,9.963861725223463e-09,5.554678491724655e-09,8.128890329639685e-06,0.0,0.0,2.695751827655826e-05,6.561657309265961e-07,8.194546990431451e-06,2.957145391136178e-08,1.4462823056266085e-09,1.5361381375714692e-25,3.2655944426763886e-18,8.250548670224221e-12,4.910685807494022e-09,0.0005461790938571797,6.273360096320028e-21,8.91621421236689e-18,2.4801089337752655e-18,5.401232229004263e-22,1.0583174186177891e-13,3.5351249610201885e-13,2.447137151135628e-13,4.218549307849504e-15,3.0871838835390357e-22,6.848325126324436e-14,1.3204833189834928e-13,6.848692980922989e-18,1.0207248788111433e-11,1.7379027885991092e-19,8.376062100918972e-20,7.080031173004608e-15,3.76,0.0,0.49218186111995704,0.9993271535774645,1.4845871397042212e-05,1.6115722152630037e-07,0.043332318367337544,0.04388743864737458,8.540931494522387e-05,1.0307172345545187e-13,0.0005502510278803081,5.467234655373174e-06,1.1373694218524568e-06,5.88645249088354e-09,4.65810457232488e-14,1.7860856037148755e-08,1.0766496505298106e-08,1.9243773569596504e-06,2.5482064466495843e-14,2.983484565428643e-07,4.180321550058734e-08,3.6769940600051406e-08,4.003991000956587e-06,2.440701042125571e-05,2.0653674572658844e-10,9.806601387007685e-12,6.560993326894394e-08,6.738642825669305e-09,8.740298682723948e-08,2.2832394961661143e-07,4.0129840261885555e-09
0.0022717108908736575,0.5376646656980338,2.221484575449472e-08,1.005035049552397e-08,5.649085379871043e-09,8.27377278260459e-06,0.0,0.0,2.727321783487102e-05,6.696982300624793e-07,8.374207915400286e-06,3.017185599171744e-08,1.4706721202312997e-09,1.5983343763374997e-25,3.3555638647388866e-18,8.373459073963392e-12,5.0001972674995494e-09,0.0005532181585753391,6.5058692645252096e-21,9.088374810071972e-18,2.58399019709845e-18,5.597551427063534e-22,1.0737715544906165e-13,3.678811228268353e-13,2.5144120200641737e-13,4.3988146842616445e-15,3.2481927699444265e-22,7.102219741435546e-14,1.3766929012259762e-13,7.10172747611717e-18,1.0459989919273065e-11,1.8072999392329385e-19,8.687780017203661e-20,7.368360156777735e-15,3.76,0.0,0.49190460846307216,0.9993194938658512,1.5150521445230647e-05,1.6499822767986883e-07,0.043601851372201884,0.04416417531469625,8.540865999075993e-05,1.0370666756336967e-13,0.0005573867849354496,5.526877490734433e-06,1.1521494057342553e-06,5.95031447197448e-09,4.718664946310674e-14,1.8055795029596943e-08,1.0858947845984446e-08,1.9727208185250297e-06,2.566906892953537e-14,3.0234946781604465e-07,4.25533878625874e-08,3.717298086683496e-08,4.083068068369624e-06,2.477362712193352e-05,2.1067184255986634e-10,1.0002894493508477e-11,6.688620034765716e-08,6.862418945432543e-09,8.868897161305399e-08,2.354852037072601e-07,4.090806078039859e-09
0.0022865718044108286,0.5376925470469711,2.2491646390790777e-08,1.0137335830686734e-08,5.744831342500171e-09,8.42047962403451e-06,0.0,0.0,2.7591004486952582e-05,6.834576659083873e-07,8.556843699676736e-06,3.078128996853363e-08,1.495368154186426e-09,1.6624975638498242e-25,3.447502603549355e-18,8.497623491665554e-12,5.090824945172631e-09,0.000560299842846603,6.74568639081913e-21,9.262671045768515e-18,2.691578137084174e-18,5.799823487107326e-22,1.0893834796139895e-13,3.827624986986405e-13,2.583193225841729e-13,4.585777633641393e-15,3.416775595181865e-22,7.363964563725768e-14,1.4349608607584554e-13,7.362636261758162e-18,1.0717444296515346e-11,1.8790784728091874e-19,9.009570375142986e-20,7.666848815855503e-15,3.76,0.0,0.49162750510746017,0.9993117842829023,1.5460246997898386e-05,1.689079107830996e-07,0.04387118375257365,0.044440756040567,8.540800077421398e-05,1.0434105654199491e-13,0.0005645669503820725,5.586991038548777e-06,1.1670215791352485e-06,6.014675462327548e-09,4.779603248047578e-14,1.8252274284499654e-08,1.0951702993977266e-08,2.022120083465608e-06,2.5856360381746975e-14,3.063795850759176e-07,4.3312742297576276e-08,3.757924027046579e-08,4.163217666602141e-06,2.514420838700915e-05,2.148730550786088e-10,1.0202324242323774e-11,6.818219024078045e-08,6.98775477396422e-09,8.998735931360617e-08,2.428266833967767e-07,4.169825069973178e-09
0.0023014327179479996,0.5377204132142996,2.277051840832891e-08,1.0224818643514583e-08,5.841931533838179e-09,8.56902504968878e-06,0.0,0.0,2.7910877116449105e-05,6.974468045071746e-07,8.742490667325759e-06,3.139985135816373e-08,1.5203741359066413e-09,1.7290481711764256e-25,3.5415746197932214e-18,8.623068868009167e-12,5.182575468571784e-09,0.0005674240965125953,6.993266179481702e-21,9.439114425971163e-18,2.8029829382597765e-18,6.008249234469635e-22,1.1051566091863619e-13,3.981724794194995e-13,2.6535062000674183e-13,4.779652298646275e-15,3.593255301198363e-22,7.633754974829654e-14,1.4953504050160378e-13,7.631616927738094e-18,1.0979669593820097e-11,1.953309642879599e-19,9.341736094737705e-20,7.975802506326579e-15,3.76,0.0,0.49135055089707075,0.9993040248104584,1.5775118225594625e-05,1.7288709969580873e-07,0.044140315625626134,0.04471718090632734,8.540733729403423e-05,1.0497489072070004e-13,0.0005717915004149839,5.647576284647872e-06,1.181985881378204e-06,6.079536428842442e-09,4.840919228786719e-14,1.8450297066011122e-08,1.1044764711419761e-08,2.0725949585829175e-06,2.6043940168565053e-14,3.104389054040944e-07,4.408133202729496e-08,3.798872639025757e-08,4.244447230640417e-06,2.5518784838374976e-05,2.1914125682943916e-10,1.0404930297560249e-11,6.949813630489878e-08,7.114659906585172e-09,9.12982045370188e-08,2.5035180482468874e-07,4.2500550462376825e-09
0.0023162936314851707,0.5377482642137728,2.3051462429498198e-08,1.0312799818298833e-08,5.940400778070209e-09,8.719423279458356e-06,0.0,0.0,2.8232834315429572e-05,7.116684211759602e-07,8.931185474724439e-06,3.202763632763911e-08,1.5456924449241143e-09,1.7980228517663898e-25,3.6377573259707284e-18,8.749789696966335e-12,5.275455395543552e-09,0.0005745908692974374,7.248757196823897e-21,9.617716427491973e-18,2.9183174333749076e-18,6.2229551026888845e-22,1.121090221710296e-13,4.141273329374923e-13,2.72537655387485e-13,4.980658534004438e-15,3.777961051546706e-22,7.911789993934256e-14,1.5579262877143422e-13,7.908870621532088e-18,1.1246723700261572e-11,2.0300628109790516e-19,9.684570299571141e-20,8.295534176813757e-15,3.76,0.0,0.4910737456753575,0.9992962154300502,1.609520604989462e-05,1.7693662774341304e-07,0.0444092471085265,0.04499344999320402,8.540666954864167e-05,1.0560817042864949e-13,0.0005790604114463577,5.7086341598285784e-06,1.1970422518406035e-06,6.144898279630034e-09,4.902612640003706e-14,1.8649866458828204e-08,1.1138135765280823e-08,2.1241655371195754e-06,2.6231809658039875e-14,3.145275275867478e-07,4.4859209547899135e-08,3.8401446448764174e-08,4.326764155159817e-06,2.5897387148197696e-05,2.2347723060668715e-10,1.0610751126904027e-11,7.083427343930613e-08,7.243143709918343e-09,9.262156118871381e-08,2.580640262512894e-07,4.331510155458187e-09
0.002329668453668625,0.5377733171561718,2.330608387770683e-08,1.0392409612356397e-08,6.030205948564392e-09,8.856377604900552e-06,0.0,0.0,2.8524376699379294e-05,7.246689457629806e-07,9.10364726837811e-06,3.260060895151826e-08,1.5687482150903856e-09,1.8619854708540792e-25,3.726112523515452e-18,8.864931588649222e-12,5.3600183301252865e-09,0.0005810772770017548,7.485524184701887e-21,9.780313312422712e-18,3.0255737971609503e-18,6.421667306295221e-22,1.1355680202583925e-13,4.2896635132389217e-13,2.7914127833614764e-13,5.167848080614854e-15,3.951510712678054e-22,8.169238114643718e-14,1.6161686861971139e-13,8.165641480852416e-18,1.1491249016033458e-11,2.1013556938362403e-19,1.000246993106715e-19,8.592772749735114e-15,3.76,0.0,0.49082474823135014,0.9992891443008616,1.638780450500881e-05,1.806420352458014e-07,0.0446511142063915,0.04524195904748949,8.54060649297055e-05,1.0617764836521259e-13,0.000585640340709368,5.763991069220226e-06,1.2106716535243696e-06,6.20415290279397e-09,4.9584592079347974e-14,1.8830803666532048e-08,1.1222436486792316e-08,2.171532723465308e-06,2.6401141043373582e-14,3.182324236657918e-07,4.556728328578093e-08,3.8775665194219233e-08,4.401785158441108e-06,2.624159672416465e-05,2.2743820698533378e-10,1.0798769710597678e-11,7.205425546791056e-08,7.3601365695057195e-09,9.38233234014322e-08,2.651678883241446e-07,4.405878999538395e-09
0.002343043275852079,0.537798357833838,2.3562383967048605e-08,1.0472424261674523e-08,6.1211431707603755e-09,8.994854635263992e-06,0.0,0.0,2.8817604758193392e-05,7.37862067563204e-07,9.278634964091827e-06,3.318120207327612e-08,1.5920616535051364e-09,1.9278719914667376e-25,3.816239226504043e-18,8.981122721381008e-12,5.445506008628989e-09,0.0005875980475531132,7.728986661247725e-21,9.944676279607408e-18,3.136192900486028e-18,6.6257051861803005e-22,1.1501778593889179e-13,4.4427269406514625e-13,2.858750426567913e-13,5.361165695797625e-15,4.132259004861128e-22,8.433678892483944e-14,1.6762851880913025e-13,8.429430981712133e-18,1.1739775135370678e-11,2.1748035778596473e-19,1.032945340734958e-19,8.899240463559204e-15,3.76,0.0,0.4905758712261517,0.999282032717119,1.6684739223290858e-05,1.844057096589768e-07,0.044892819168544325,0.045490342045633826,8.540545685345959e-05,1.0674667768664186e-13,0.0005922561665669875,5.819732114174028e-06,1.2243755372908734e-06,6.263814502678345e-09,5.014611112578369e-14,1.9012997964757562e-08,1.1306992038326375e-08,2.219818994203555e-06,2.657070924395044e-14,3.2196121009697363e-07,4.628295964232245e-08,3.915251372246504e-08,4.47769820946068e-06,2.658911454921643e-05,2.3145534338216975e-10,1.098945139651186e-11,7.329095676680841e-08,7.478422418487137e-09,9.503530117511481e-08,2.7242871750586953e-07,4.4812621438317015e-09
0.002356418098035533,0.5378233862568554,2.382036260879965e-08,1.0552844294854053e-08,6.213223534528832e-09,9.134864781490755e-06,0.0,0.0,2.9112516845904798e-05,7.512498267315008e-07,9.45617597704222e-06,3.376948711143761e-08,1.6156350212030339e-09,1.9961286372826435e-25,3.9082180688123755e-18,9.098370571394339e-12,5.531923056202078e-09,0.0005941531440514425,7.979462654721758e-21,1.0110813635840685e-17,3.250262721725992e-18,6.835207596798991e-22,1.1649206703005578e-13,4.600591108311154e-13,2.92740863564032e-13,5.560784587041171e-15,4.320475467672132e-22,8.705265242049156e-14,1.7383263153307023e-13,8.700393307142e-18,1.1992344596473414e-11,2.2504622993258185e-19,1.0665764502468496e-19,9.215181966716744e-15,3.76,0.0,0.49032711454461747,0.9992748806647238,1.6986063473732807e-05,1.882282675211371e-07,0.04513436208039234,0.04573859904661392,8.54048453186988e-05,1.0731525863251437e-13,0.0005989078722818519,5.875857853547865e-06,1.2381538590623176e-06,6.323883611541594e-09,5.0710681732349917e-14,1.919645121231865e-08,1.139180444541649e-08,2.269039599326246e-06,2.674051530466451e-14,3.257139624816219e-07,4.700627566633613e-08,3.953199651474629e-08,4.554508608742327e-06,2.693996307235819e-05,2.355292681121167e-10,1.1182825813933765e-11,7.454455154404899e-08,7.59800793531589e-09,9.625753231086626e-08,2.798491228637485e-07,4.557670070700939e-09
