Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42)
2.327003910728664e-09,0.5758615481030017,2.0617487347147134e-15,3.200691080507083e-18,2.679936731469468e-18,2.858794645220379e-18,0.0,0.0,2.6799228027326946e-11,3.90037434966913e-18,2.1049258357343265e-18,2.448967381979827e-18,4.8481126351121374e-23,9.132161720281771e-41,1.2008606609846138e-27,7.173418358035357e-16,5.3545154862136345e-22,3.839834505264936e-15,1.0219689007246636e-37,4.2452571707755493e-35,1.0966559315259136e-33,5.9107758446248966e-33,4.98379154701032e-15,2.611690384878922e-36,1.179143522535656e-28,8.41023308082714e-38,2.358509976317104e-47,1.1190833149297582e-35,1.1896980297543517e-45,8.124690235057294e-43,1.9981013153672786e-27,1.3641538851292094e-45,7.453384544984619e-44,1.736991939844854e-47,3.76,0.0,0.710953442762323,0.9998717937207889,3.559915397643608e-19,2.971960053285315e-26,2.0473169598997231e-07,2.04731699930639e-07,0.0001282062524066813,7.7301815006395885e-19,3.838769792734964e-15,2.6797218842994778e-11,2.5631834705138282e-17,1.6212867530957694e-15,2.8188652138114204e-27,2.181593619630504e-15,6.20582112403021e-19,1.9042989353388458e-22,1.1701566916622688e-19,6.215884580359399e-18,4.261765713049732e-17,3.150692891616077e-16,6.584985581962755e-21,1.641218969491309e-18,2.007174719689564e-19,2.277232047691766e-23,1.1783199530496907e-21,8.071683952392787e-20,2.5012038029368806e-27,5.706745987539171e-15
2.3830085991479965e-09,0.5758615486216434,2.1121824770012864e-15,3.3680439788768216e-18,2.8514096732821114e-18,3.026996681287518e-18,0.0,0.0,2.7444199324703728e-11,4.090372756235857e-18,2.2566114554939578e-18,2.6254453485524905e-18,5.212232882618744e-23,9.776649851862881e-41,1.2560605223726254e-27,7.505263813589873e-16,5.750217490685728e-22,4.0295933411315155e-15,1.1462544708133995e-37,4.667731088338471e-35,1.2305050488214166e-33,6.629712387611231e-33,5.087548170753537e-15,2.930385998103532e-36,1.2813211173056012e-28,9.66602664968065e-38,2.7189279527565073e-47,1.2591911636748737e-35,1.4046238124832186e-45,9.35142892831847e-43,2.147530206024999e-27,1.5762529311646665e-45,8.590689121248129e-44,2.0542068258770684e-47,3.76,0.0,0.7109534378343404,0.9998717627640004,3.8180653995444367e-19,3.2684350532092494e-26,2.09659033184817e-07,2.096590373201115e-07,0.00012823720855017145,7.949197412685687e-19,4.02845190325027e-15,2.7442045526799943e-11,2.6880459321837483e-17,1.6975180394055757e-15,3.0272665684298264e-27,2.2871544838845275e-15,6.515459836632259e-19,2.011156762104714e-22,1.2211488609312914e-19,6.519281717841782e-18,4.4690694799308926e-17,3.304327954644387e-16,6.919369330037437e-21,1.762206397728853e-18,2.1046473221337635e-19,2.4421517739429292e-23,1.2646749910148137e-21,8.464102929493071e-20,2.7528911684879177e-27,5.84409175460603e-15
2.439013287567329e-09,0.5758615491402849,2.162659836577876e-15,3.540744459846878e-18,3.0297201165517143e-18,3.2011581510394008e-18,0.0,0.0,2.808917056765711e-11,4.284889373279607e-18,2.415225304007656e-18,2.8099839284962037e-18,5.594081116915732e-23,1.0449306808828734e-40,1.3123501061946298e-27,7.843806593873622e-16,6.164935552730044e-22,4.223880079350833e-15,1.2821138767166998e-37,5.120919078231384e-35,1.3768871547756455e-33,7.415606967971014e-33,5.190616567658785e-15,3.278915054730771e-36,1.3898053250797286e-28,1.1072601906360539e-37,3.12385449594954e-47,1.412856735405047e-35,1.652000236619773e-45,1.0727790488193013e-42,2.3041719202675147e-27,1.8151635594028616e-45,9.868110738113862e-44,2.4198121953934187e-47,3.76,0.0,0.7109534329063578,0.9998717362141437,4.088160633167036e-19,3.58655083178881e-26,2.145863703408962e-07,2.145863746754598e-07,0.0001282637577614949,8.167826978737528e-19,4.2226584117086035e-15,2.80868677870089e-11,2.81587776272541e-17,1.7753733281219956e-15,3.245691221026502e-27,2.3951752637983732e-15,6.832497738594188e-19,2.1215609702885466e-22,1.2729732240813108e-19,6.829931807675325e-18,4.6812815723557374e-17,3.4616274993940694e-16,7.2626740348054e-21,1.888979431375636e-18,2.2044163189111976e-19,2.6148280696670416e-23,1.355137834332121e-21,8.865798339183384e-20,3.0239030072363353e-27,5.981437513717814e-15
2.4950179759866616e-09,0.5758615496589266,2.2131811600612203e-15,3.7188629063774445e-18,3.214982141088462e-18,3.3813607879979756e-18,0.0,0.0,2.8734141758892245e-11,4.483924197169705e-18,2.5809052909995164e-18,3.0027435719621137e-18,5.99407219307146e-23,1.1150607761492621e-40,1.3697201427702448e-27,8.188996619813353e-16,6.599114651804461e-22,4.422693498113796e-15,1.4303055660182242e-37,5.606267819227948e-35,1.536631427496984e-33,8.272847363432675e-33,5.293001377513631e-15,3.659250745395491e-36,1.5048391547511868e-28,1.264382554013383e-37,3.5775374592983264e-47,1.5810222054546792e-35,1.935810407999266e-45,1.2267868168372403e-42,2.468190806525361e-27,2.0835319643746822e-45,1.1298966741650392e-43,2.8398039084818385e-47,3.76,0.0,0.7109534279783755,0.9998717134438698,4.370449711311647e-19,3.927334943436756e-26,2.1951370745821127e-07,2.1951371199668395e-07,0.00012828652739016967,8.386102713224333e-19,4.421388026544761e-15,2.8731685636524636e-11,2.946678962119216e-17,1.854844480581315e-15,3.4743743044011604e-27,2.5056536508242982e-15,7.156931282683175e-19,2.235558257742023e-22,1.3256161150339423e-19,7.147836208646994e-18,4.8984009902532576e-17,3.6225920237051133e-16,7.614944577977003e-21,2.021671456898397e-18,2.3064807128701746e-19,2.7954375779920544e-23,1.4498032590781098e-21,9.276767607580704e-20,3.315291116838363e-27,6.1187832648745204e-15
2.551022664405994e-09,0.575861550177568,2.2637467919126437e-15,3.90246922643239e-18,3.4073089370878708e-18,3.567685740163292e-18,0.0,0.0,2.9379112900739165e-11,4.6874772242930806e-18,2.75378829461493e-18,3.203883528906864e-18,6.412620719250117e-23,1.188102050334964e-40,1.428161431004001e-27,8.540784153033024e-16,7.053199678332249e-22,4.626032521814651e-15,1.5916170120842088e-37,6.125256641375449e-35,1.7105994752934876e-33,9.205989120291263e-33,5.394707208789517e-15,4.0734434260705336e-36,1.626669850611209e-28,1.4394461749644799e-37,4.084515682576526e-47,1.7646704013772622e-35,2.260419120395038e-45,1.3986706002682088e-42,2.639750915020095e-27,2.3841954814782054e-45,1.2897479198144387e-43,3.320757035570349e-47,3.76,0.0,0.710953423050393,0.9998716939151242,4.665179911630157e-19,4.291838707068557e-26,2.2444104453676342e-07,2.2444104928378387e-07,0.0001283060554905831,8.604055351651814e-19,4.624639602918704e-15,2.9376499087832346e-11,3.0804495303455655e-17,1.9359233988504848e-15,3.713550931561648e-27,2.6185873386186634e-15,7.488757324744218e-19,2.3531953220896725e-22,1.3790640921321018e-19,7.472996257229091e-18,5.1204267337571655e-17,3.7872220247353694e-16,7.976225832412842e-21,2.1604157438120785e-18,2.4108395072722095e-19,2.984156839688782e-23,1.5487660035711069e-21,9.697008161849827e-20,3.628142480878019e-27,6.256129008076155e-15
2.6070273528253266e-09,0.5758615506962096,2.314357074452311e-15,4.091632852197091e-18,3.6068128112257346e-18,3.7602135740055335e-18,0.0,0.0,3.002408399520619e-11,4.895548451051826e-18,2.934010168440035e-18,3.4135618572593526e-18,6.850141069707063e-23,1.2641005524682318e-40,1.4876648379122972e-27,8.899119793558155e-16,7.527635433679126e-22,4.833896205447453e-15,1.766864988305228e-37,6.679397483551405e-35,1.8996856883984544e-33,1.0219757111925723e-32,5.495738638852594e-15,4.5236214593755095e-36,1.7555488875381926e-28,1.6340206147529353e-37,4.649631341191882e-47,1.9648254990354325e-35,2.6305996264714664e-45,1.5900338213444158e-42,2.8190160036157725e-27,2.720191551093789e-45,1.4678812505240326e-43,3.8698667243398596e-47,3.76,0.0,0.7109534181224105,0.9998716771664315,4.972597185351328e-19,4.681137201345913e-26,2.2936838157655354e-07,2.2936838653675958e-07,0.00012832280353804274,8.821713756884868e-19,4.832412127108474e-15,3.002130815305311e-11,3.217189467384866e-17,2.0186020255251007e-15,3.9634561957256045e-27,2.7339740230383244e-15,7.827973080747109e-19,2.4745188607295185e-22,1.4333039344545801e-19,7.805413267945695e-18,5.3473578032058534e-17,3.955517998959078e-16,8.34656266214571e-21,2.3053454447914256e-18,2.517491705795267e-19,3.1811622932176235e-23,1.652120767988356e-21,1.0126517430203545e-19,3.9635797402445e-27,6.393474743322712e-15
2.663032041244659e-09,0.5758615512148512,2.365012347873401e-15,4.286422739680906e-18,3.813605192711811e-18,3.959024278430118e-18,0.0,0.0,3.0669055044025725e-11,5.108137873861117e-18,3.1217057484738627e-18,3.631935431032468e-18,7.30704739639624e-23,1.3431016085550644e-40,1.5482212981536196e-27,9.263954477535098e-16,8.02286663013066e-22,5.046283720482514e-15,1.9568958297537607e-37,7.270234851075384e-35,2.104817577622107e-33,1.1319047022449207e-32,5.59610021417318e-15,5.011992025347161e-36,1.8917319660162855e-28,1.849771997786979e-37,5.278042500802392e-47,2.182553709798816e-35,3.051561629840434e-45,1.8025829220954683e-42,3.006149543084543e-27,3.09476688393349e-45,1.6659111572477362e-43,4.49499093566093e-47,3.76,0.0,0.7109534131944281,0.9998716628020095,5.292946165947544e-19,5.0963292599190595e-26,2.3429571857758264e-07,2.342957237556111e-07,0.00012833716731478964,9.039104879279267e-19,5.0447047023831165e-15,3.066611284398976e-11,3.3568987732175193e-17,2.1028723435282725e-15,4.224325170322126e-27,2.8518114021372303e-15,8.17457608791898e-19,2.5995755708338724e-22,1.4883226381912058e-19,8.145088533733088e-18,5.579193199142345e-17,4.127480442165682e-16,8.72599992240043e-21,2.456593595782415e-18,2.626436312536676e-19,3.386630274775515e-23,1.759962214021404e-21,1.0565292841902862e-19,4.322761660122293e-27,6.530820470614196e-15
2.7190367296639916e-09,0.5758615517334927,2.415712950256168e-15,4.486907368671713e-18,4.027796639302549e-18,4.164197268716109e-18,0.0,0.0,3.1314026048693373e-11,5.325245489147418e-18,3.3170088600535262e-18,3.859159948380188e-18,7.783753639323885e-23,1.4251498288172036e-40,1.6098218135620102e-27,9.635239474965146e-16,8.539337890870033e-22,5.2631943421050424e-15,2.162585682544208e-37,7.899345773375964e-35,2.326956100195712e-33,1.2508926757117774e-32,5.695796450533863e-15,5.540841902321029e-36,2.0354790070007865e-28,2.088466463129536e-37,5.975235874244512e-47,2.418963958933904e-35,3.5289805243581963e-45,2.038131424260544e-42,3.2013147218430592e-27,3.5113868268500917e-45,1.885554056029914e-43,5.204695088423649e-47,3.76,0.0,0.7109534082664458,0.999871650482428,5.626470177743546e-19,5.538537466667879e-26,2.392230555398514e-07,2.392230609403384e-07,0.00012834948625102302,9.256253757563054e-19,5.261516536237809e-15,3.13109131721664e-11,3.499577447823931e-17,2.18872637591037e-15,4.496392908993442e-27,2.972097176163195e-15,8.528564169634813e-19,2.7284121493502567e-22,1.5441074130775356e-19,8.492023326294264e-18,5.815931922314242e-17,4.303109849458873e-16,9.114582459611805e-21,2.614293116113541e-18,2.737672332015742e-19,3.6007370183430886e-23,1.872384964566682e-21,1.1013331827257192e-19,4.706883592624698e-27,6.668166189950605e-15
2.775041418083324e-09,0.5758615522521344,2.4664592175819303e-15,4.6931547430141135e-18,4.249496843273143e-18,4.375811390428045e-18,0.0,0.0,3.1958997010501744e-11,5.5468712933469445e-18,3.5200523247327425e-18,4.095389939600383e-18,8.280673535771563e-23,1.5102891148696114e-40,1.6724574526837554e-27,1.0012926387453448e-15,9.077493749956166e-22,5.484627437713013e-15,2.384840741166727e-37,8.568339761712654e-35,2.5670959730597975e-33,1.3794637781035108e-32,5.794831833236248e-15,6.112538218538631e-36,2.18705414664622e-28,2.351973644318952e-37,6.747039777914544e-47,2.675208555260689e-35,4.069027907293719e-45,2.2986040470797805e-42,3.404674450211688e-27,3.973744928439277e-45,2.128632216719082e-43,6.00829865387948e-47,3.76,0.0,0.7109534033384635,0.999871639916585,5.973411244467435e-19,6.008908150941821e-26,2.4415039246336066e-07,2.441503980909415e-07,0.00012836005144883307,9.47318355070797e-19,5.482846928888265e-15,3.1955709148862224e-11,3.645225491184504e-17,2.2761561856496394e-15,4.779894445596566e-27,3.0948290475548077e-15,8.889935403780062e-19,2.861075293002439e-22,1.6006456788880582e-19,8.846218896447614e-18,6.057572973673695e-17,4.482406715255851e-16,9.512355111440824e-21,2.7785768086069262e-18,2.8511987691760767e-19,3.8236586557320184e-23,1.9894836034486095e-21,1.1470631817624533e-19,5.1171779350994835e-27,6.805511901331943e-15
2.8310461065026567e-09,0.5758615527707758,2.5172514837469514e-15,4.905232391183887e-18,4.478814637349161e-18,4.5939449233014056e-18,0.0,0.0,3.26039679305693e-11,5.773015282904345e-18,3.730967967113972e-18,4.340778775083675e-18,8.798220628500397e-23,1.5985626668378833e-40,1.7361193503172723e-27,1.0396967145972643e-15,9.637778652302177e-22,5.710582456574755e-15,2.6245974740523514e-37,9.278858766952798e-35,2.8262659738350152e-33,1.5181596387612e-32,5.89321081730636e-15,6.729529175062661e-36,2.3467257309114977e-28,2.642270176107844e-37,7.599637284907833e-47,2.952483852148829e-35,4.678403393365449e-45,2.5860408819345525e-42,3.616391364243709e-27,4.485772703856307e-45,2.3970777455110525e-43,6.915923740666297e-47,3.76,0.0,0.7109533984104811,0.9998716308548193,6.334010097744348e-19,6.50861138279869e-26,2.4907772934811103e-07,2.490777352074205e-07,0.00012836911256909093,9.689915593473428e-19,5.7086952629248556e-15,3.260050078514067e-11,3.7938429032796446e-17,2.3651538754536907e-15,5.075064794204973e-27,3.220004720938477e-15,9.25868809430966e-19,2.997611698291557e-22,1.6579250619869642e-19,9.207676474469886e-18,6.304115354377332e-17,4.66537153328675e-16,9.919362706789337e-21,2.9495773596892924e-18,2.967014629387667e-19,4.055571216632521e-23,2.111352675172604e-21,1.193719024541166e-19,5.5549145841358725e-27,6.942857604758205e-15
2.8870507949219892e-09,0.5758615532894175,2.568090080576241e-15,5.123207367133409e-18,4.7158580005979914e-18,4.818675585101831e-18,0.0,0.0,3.324893880986523e-11,6.00367745427157e-18,3.9498866216344496e-18,4.595478673208635e-18,9.336808273039729e-23,1.6900129904160327e-40,1.800798707056177e-27,1.078731400864119e-15,1.022063695365421e-21,5.941058920554396e-15,2.882822837618811e-37,1.003257713740334e-34,3.105529229706704e-33,1.667539489819395e-32,5.9909378276986954e-15,7.394344740564372e-36,2.514766310055467e-28,2.961443226769261e-37,8.539579572291962e-47,3.252030899923712e-35,5.3643677567670854e-45,2.9026016228357344e-42,3.8366278291681e-27,5.0516495982835894e-45,2.6929366203653513e-43,7.938545711868902e-47,3.76,0.0,0.710953393482499,0.9998716230830088,6.708506185533074e-19,7.038840968242266e-26,2.54005066194103e-07,2.5400507228977527e-07,0.0001283768837342481,9.906469469706583e-19,5.9390609940346265e-15,3.324528809187448e-11,3.945429684089759e-17,2.455711587561868e-15,5.382138949110259e-27,3.347621903125587e-15,9.634820745749081e-19,3.138068061497338e-22,1.7159333919355572e-19,9.57639727043353e-18,6.555558065786239e-17,4.85200479659422e-16,1.0335650065813367e-20,3.1274273395027557e-18,3.0851189184487005e-19,4.2966506286610167e-23,2.2380866847056304e-21,1.241300454407432e-19,6.021401385302273e-27,7.080203300229396e-15
2.9430554833413217e-09,0.5758615538080589,2.6189753378372513e-15,5.347146251382712e-18,4.960734064280384e-18,5.0500805354582624e-18,0.0,0.0,3.389390964923061e-11,6.238857803906897e-18,4.176938139306381e-18,4.859640708183662e-18,9.896849644155491e-23,1.7846819038650971e-40,1.8664867888355073e-27,1.1183919558516294e-15,1.0826512920570564e-21,6.1760564158129025e-15,3.1605144790460724e-37,1.083120157669745e-34,3.405983494454528e-33,1.8281802794270506e-32,6.088017259498939e-15,8.109597318547422e-36,2.6914526330351242e-28,3.311694054634385e-37,9.573799459851539e-47,3.575136089757666e-35,6.134777428095888e-45,3.250569851753647e-42,4.065545942486089e-27,5.675813148411166e-45,3.018372778333071e-43,9.088045875141218e-47,3.76,0.0,0.7109533885545167,0.999871616417512,7.097137680506003e-19,7.600814444458805e-26,2.5893240300133703e-07,2.589324093380058e-07,0.00012838354858592333,1.012286309810183e-18,6.1739436426989255e-15,3.3890071079767057e-11,4.0999858335952513e-17,2.547821503548484e-15,5.701351884823807e-27,3.4776783031097422e-15,1.0018332040382303e-18,3.2824910786793747e-22,1.774658698155403e-19,9.952382474538474e-18,6.8119001094659e-17,5.042306997533139e-16,1.0761261999935125e-20,3.3122592020154773e-18,3.205510642587192e-19,4.547072717407898e-23,2.369780097281858e-21,1.2898072148117382e-19,6.517984578646784e-27,7.217548987745515e-15
2.9990601717606543e-09,0.5758615543267006,2.6699075832534956e-15,5.577115152331257e-18,5.213549117662322e-18,5.288236379670189e-18,0.0,0.0,3.4538880449396684e-11,6.478556328274114e-18,4.4122513944116086e-18,5.1334148178359e-18,1.0478757741585614e-22,1.8826105449530267e-40,1.933174926481083e-27,1.1586736701401426e-15,1.1455850730401238e-21,6.415574585394163e-15,3.4587009280297967e-37,1.1676471101735847e-34,3.7287614138583486e-33,2.0006767783677447e-32,6.184453478125337e-15,8.877982387571532e-36,2.8770656418177175e-28,3.6953415875421684e-37,1.0709625137613672e-46,3.923131789124057e-35,6.998120372930274e-45,3.6323573777804863e-42,4.30330753675831e-27,6.362969341227567e-45,3.3756722538308725e-43,1.0377266286651597e-46,3.76,0.0,0.7109533836265345,0.9998716107008311,7.500141488372693e-19,8.195773075052456e-26,2.638597397698136e-07,2.6385974635211214e-07,0.00012838926462150103,1.0339112825835197e-18,6.413342786776105e-15,3.453484975937088e-11,4.257511351776531e-17,2.6414758441269365e-15,6.0329385560784494e-27,3.610171632064099e-15,1.0409220817876296e-18,3.4309274456784735e-22,1.8340892066462742e-19,1.0335633257438475e-17,7.073140487186145e-17,5.236278627770439e-16,1.119624331185393e-20,3.504205285132151e-18,3.3281888084623854e-19,4.807013206485416e-23,2.5065273382311083e-21,1.3392390493095032e-19,7.046049239993949e-27,7.354894667306561e-15
3.0550648601799868e-09,0.5758615548453421,2.720887142518066e-15,5.813179707766734e-18,5.474408613787535e-18,5.533219172489149e-18,0.0,0.0,3.518385121100046e-11,6.722773023841784e-18,4.655954291151051e-18,5.416949811347533e-18,1.1082945395121207e-22,1.9838393778363104e-40,2.00085451526198e-27,1.1995718663668316e-15,1.2109094471267724e-21,6.6596131226095775e-15,3.778441777757115e-37,1.2570157000682863e-34,4.075030779708302e-33,2.185641680218213e-32,6.280250819528755e-15,9.70227911503097e-36,3.071890465616896e-28,4.11482602390733e-37,1.1954794079482847e-46,4.297396968893426e-35,7.963553378770233e-45,4.050508629126675e-42,4.550074182115806e-27,7.118103169393209e-45,3.7672473669055115e-43,1.1820066709552372e-46,3.76,0.0,0.7109533786985525,0.9998716057978919,7.917753256147525e-19,8.824981845279581e-26,2.687870764995332e-07,2.6878708333209427e-07,0.00012839416691536333,1.0555233526441278e-18,6.657258054882733e-15,3.51796241411034e-11,4.418006238614001e-17,2.736666868954711e-15,6.377133897830137e-27,3.74509960333876e-15,1.0807486057102997e-18,3.583423858118049e-22,1.8942133367579866e-19,1.0726150770562095e-17,7.339278200921114e-17,5.433920178285027e-16,1.1640638795556168e-20,3.703397810804335e-18,3.453152423166004e-19,5.0766477175756685e-23,2.648422792827823e-21,1.3895957015610917e-19,7.607019718072047e-27,7.492240338912535e-15
3.1110695485993193e-09,0.5758615553639836,2.7719143393070694e-15,6.0554050865494e-18,5.743417175210886e-18,5.785104421874671e-18,0.0,0.0,3.5828821934598105e-11,6.971507887082654e-18,4.908173770249208e-18,5.710393376939791e-18,1.1709825269104286e-22,2.0884081998837974e-40,2.069517014446093e-27,1.2410818990093393e-15,1.2786688142043217e-21,6.908171765142696e-15,4.120827855343136e-37,1.3514062791017067e-34,4.445994772641743e-33,2.383705695180984e-32,6.3754135903914e-15,1.0585350945029868e-35,3.2762164150619907e-28,4.572712454146184e-37,1.33174671403645e-46,4.6993578221501196e-35,9.040940777110602e-45,4.507705096972905e-42,4.806007188524682e-27,7.946489382468955e-45,4.195640960552041e-43,1.3431383767752364e-46,3.76,0.0,0.7109533737705703,0.9998716015928498,8.350207380361722e-19,9.489729457281996e-26,2.7371441319049596e-07,2.737144202779522e-07,0.0001283983713120611,1.077123869927657e-18,6.9056891204949145e-15,3.5824394235260586e-11,4.5814704940880714e-17,2.833386876439255e-15,6.734172825259604e-27,3.882459932458246e-15,1.121312685994236e-18,3.7400270114055577e-22,1.9550196980152505e-19,1.1123936146428419e-17,7.610312252849214e-17,5.6352321393677815e-16,1.2094493236324312e-20,3.909968885140641e-18,3.5804004942233207e-19,5.35615177047866e-23,2.7955608061585484e-21,1.440876915331833e-19,8.202360067505081e-27,7.62958600256344e-15
3.167074237018652e-09,0.5758615558826251,2.8229894952929642e-15,6.303855990452714e-18,6.020678599692929e-18,6.04396709272483e-18,0.0,0.0,3.6473792620676474e-11,7.224760914473117e-18,5.169035815514036e-18,6.013892089505049e-18,1.2359809866405665e-22,2.196356148443136e-40,2.13915394685877e-27,1.2831991541708547e-15,1.3489075652333105e-21,7.161250289803754e-15,4.486981381961338e-37,1.4510024177636415e-34,4.842892194024933e-33,2.59551763772395e-32,6.4699460683242394e-15,1.1530146160884451e-35,3.490336976308631e-28,5.071694501230658e-37,1.480624283419899e-46,5.130488374807771e-35,1.0240894627447507e-44,5.0067698302174754e-42,5.0712676078312484e-27,8.853703433266498e-45,4.663530686165459e-43,1.5227292335807722e-46,3.76,0.0,0.7109533688425882,0.9998715979863518,8.797737015220137e-19,1.0191328325319173e-25,2.786417498427023e-07,2.786417571896859e-07,0.0001284019771648585,1.0987140568623188e-18,7.158635696699486e-15,3.646916005202861e-11,4.747904118179146e-17,2.9316282035447506e-15,7.104290233774027e-27,4.022250337118991e-15,1.1626142436872793e-18,3.900783600733977e-22,2.0164970869946537e-19,1.1528990498957577e-17,7.88624164535307e-17,5.840215000621638e-16,1.2557851410745194e-20,4.1240504985167525e-18,3.7099320295940985e-19,5.645700783160443e-23,2.948035683006098e-21,1.4930824344920343e-19,8.833574477703704e-27,7.766931658259276e-15
3.279083613857317e-09,0.5758615569199084,2.925284961606239e-15,6.8196908574740056e-18,6.6003711387050126e-18,6.582921865247942e-18,0.0,0.0,3.776373388193068e-11,7.744821447624166e-18,5.7171867941312686e-18,6.651635733782802e-18,1.373074245472714e-22,2.4225427144404604e-40,2.281317517839226e-27,1.3692370333154663e-15,1.4970007383424765e-21,7.680966261858991e-15,5.295237502546641e-37,1.6665617245568572e-34,5.7196219206664716e-33,3.063071553132165e-32,6.65713711166013e-15,1.3617127218861609e-35,3.9491567206581733e-28,6.204384612324758e-37,1.8198771827577665e-46,6.086397432714876e-35,1.3054943890075162e-44,6.14253151928798e-42,5.6304136124076944e-27,1.0928487897313824e-44,5.729209341414227e-43,1.9443264846338634e-46,3.76,0.0,0.7109533589866243,0.9998715922411047,9.73894927047733e-19,1.1710448018507468e-25,2.8849642303084663e-07,2.8849643091078085e-07,0.0001284077211212881,1.1418677481559571e-18,7.678074404742111e-15,3.775867889364875e-11,5.0896794721339424e-17,3.1326443561081287e-15,7.884699976828656e-27,4.30911225469513e-15,1.2474295225056574e-18,4.2349438672221576e-22,2.1414210514324302e-19,1.236091049850511e-17,8.452782462639347e-17,6.261195378615564e-16,1.3513258023457318e-20,4.575272725885448e-18,3.9758415272920337e-19,6.255634850844154e-23,3.2693730442963897e-21,1.6002653649870408e-19,1.0209845446691905e-26,8.041622945785732e-15
3.3798920530121156e-09,0.575861557853463,3.0175180882028263e-15,7.305873130889736e-18,7.151343826575326e-18,7.092585001384244e-18,0.0,0.0,3.89246808925282e-11,8.228328013563042e-18,6.241324757844686e-18,7.261441527754483e-18,1.5047734976250136e-22,2.638046584820502e-40,2.4125135362171723e-27,1.4487021789448923e-15,1.6392092345332803e-21,8.164167041128121e-15,6.115858668942519e-37,1.8802754477388588e-34,6.610535551371452e-33,3.5377703214927357e-32,6.823495773524094e-15,1.573783682585576e-35,4.39862159643443e-28,7.394136508689864e-37,2.177905514176282e-46,7.062263856390819e-35,1.6130042938575352e-44,7.339287444394558e-42,6.167155217605925e-27,1.3127873070708436e-44,6.8531734662977196e-43,2.4055815128827963e-46,3.76,0.0,0.7109533501162567,0.9998715883822701,1.0639912398966107e-18,1.321733850059981e-25,2.973656287676318e-07,2.973656371430616e-07,0.00012841157879446718,1.1806807270730495e-18,8.16101006626993e-15,3.8919231322703056e-11,5.4074325311668664e-17,3.318685713588487e-15,8.634153216820355e-27,4.575575987178757e-15,1.3262848340430986e-18,4.55036130015969e-22,2.2560388637797653e-19,1.3134509203016869e-17,8.979401259048176e-17,6.652637095012184e-16,1.4406075764925025e-20,5.008380535802709e-18,4.222959579946587e-19,6.840686983954493e-23,3.577773979770751e-21,1.699888559521356e-19,1.1587105301439832e-26,8.288845077353206e-15
3.477503700736971e-09,0.5758615587574132,3.1069790973584164e-15,7.796794294539558e-18,7.71182222898576e-18,7.608712273902939e-18,0.0,0.0,4.00488123680967e-11,8.710451668514188e-18,6.777344489434539e-18,7.885071086001784e-18,1.6400382132236804e-22,2.8576994413723986e-40,2.5424352686166995e-27,1.527455406680961e-15,1.7852180873160353e-21,8.645997941896067e-15,7.001775143823201e-37,2.1061326311734818e-34,7.57311344919578e-33,4.050229855447106e-32,6.982694814868447e-15,1.8029105329993286e-35,4.868586317239409e-28,8.718724993694457e-37,2.5782442587385854e-46,8.121130811205745e-35,1.967931698561258e-44,8.675608311070166e-42,6.718040755571659e-27,1.5597319680914051e-44,8.10922755493007e-43,2.938507550196577e-46,3.76,0.0,0.7109533415271824,0.9998715855358209,1.1562239171105697e-18,1.4810619068325547e-25,3.059535781612973e-07,3.0595358703080876e-07,0.0001284144241187687,1.2182444563802995e-18,8.642569839378836e-15,4.004296778032019e-11,5.724277107497575e-17,3.5034130339381803e-15,9.403686599064796e-27,4.8410590316155035e-15,1.4049156807296198e-18,4.869289411147119e-22,2.36893617926988e-19,1.3906034611246218e-17,9.504419859942925e-17,7.043006731619071e-16,1.5300584343723688e-20,5.4528860591482965e-18,4.469276733381892e-19,7.440785135578821e-23,3.8942629808455375e-21,1.7992025753473593e-19,1.3055431927059014e-26,8.528227388424438e-15
