Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42)
0.0035666527184763435,0.6027446846086892,6.532225691279408e-07,1.718394767455799e-07,4.258277139901237e-07,0.0006841876917780759,0.0,0.0,0.0002539048000589211,3.1003089578953556e-05,0.0013786987545880358,4.923361209343225e-06,1.939346715402746e-07,1.3738190776380893e-20,9.83162428594937e-15,9.528026229687948e-10,4.982398424893902e-07,0.007290900778722764,2.8190921139210286e-16,7.894247740207163e-15,1.9305140977702886e-13,9.779534188511201e-18,1.3866375347040767e-11,2.997283407568166e-09,1.1689352818461828e-10,9.857264688309501e-11,1.0114828684607633e-16,3.227243753797211e-10,2.0077210857015707e-09,6.478653282663891e-14,1.865904569519753e-09,2.2379031367424724e-15,1.5513289004810662e-15,1.1212950023047228e-10,3.76,0.0,0.4553449178357859,0.9901773702899127,0.0019627158962086584,4.499526238190765e-05,0.2453011992158593,0.25344473666537404,0.00012717816037851186,1.0131151629861462e-12,0.008169727381260138,7.399283835785362e-05,5.2594570721932053e-05,4.3516716471724104e-08,4.964251477095417e-12,3.240324672544423e-07,1.7002853829896e-07,0.0005474172511276452,1.0989889451887037e-12,1.80895718953039e-05,2.597004941918652e-06,8.013811766706855e-07,0.00038003770819247695,0.0008825837674560523,7.066036434195954e-08,3.8188755791113745e-09,8.14393029721769e-06,4.768967333382909e-07,6.448040341430877e-06,0.00016400789407217781
0.003579372299744336,0.6028222694169868,6.560774714184341e-07,1.7290843191272163e-07,4.299521092207426e-07,0.0006904680219703773,0.0,0.0,0.0002548793778397809,3.1270527800879544e-05,0.001397169180674302,4.985846405398342e-06,1.959309865127434e-07,1.3979486676685225e-20,9.960022647071688e-15,9.613145173831589e-10,5.017618193126229e-07,0.0073357302003588774,2.89133240368078e-16,7.96909023502966e-15,1.9759652435815457e-13,9.96245619908078e-18,1.3990020811748888e-11,3.05834400275926e-09,1.1813647765648258e-10,1.0105762087518076e-10,1.0392785307723806e-16,3.2871965072675677e-10,2.044451393991308e-09,6.589402356306934e-14,1.884742211989618e-09,2.2830048195817516e-15,1.5854355715109098e-15,1.1447413726215189e-10,3.76,0.0,0.45460698516896786,0.9901028717358082,0.0019874736036232105,4.548068264215585e-05,0.24596076789070187,0.2541601952210046,0.0001271685907418029,1.015632070368831e-12,0.008227979590148416,7.429470945996696e-05,5.294732046210074e-05,4.3685343053211825e-08,4.9975529843488905e-12,3.253653755772792e-07,1.7125626296450523e-07,0.0005540883005596634,1.105365968266004e-12,1.8242681672559416e-05,2.614350074038403e-06,8.048331848435587e-07,0.0003833270050086098,0.0008894992594325789,7.144997593720999e-08,3.861450273937056e-09,8.232570737550606e-06,4.801634628250086e-07,6.497536650565781e-06,0.00016627034398773307
0.0035920918810123286,0.6028997489535358,6.589358863425429e-07,1.7398354598489491e-07,4.3410562815826703e-07,0.0006967828736591524,0.0,0.0,0.0002558544352851247,3.153931974688241e-05,0.0014158248948606686,5.048966629275639e-06,1.9794253202204685e-07,1.4224420041703153e-20,1.008980544064501e-14,9.69887855347718e-10,5.052953561201199e-07,0.007380639160077998,2.965291785158097e-16,8.044344136691555e-15,2.022329287260696e-13,1.0148162806500143e-17,1.4114556247828608e-11,3.1204118063331915e-09,1.193880822577949e-10,1.0359724734524496e-10,1.0677474271368539e-16,3.3480394699073894e-10,2.081690994351893e-09,6.701778082922144e-14,1.903695839188926e-09,2.3288582590509385e-15,1.6202037809681707e-15,1.1685886216676786e-10,3.76,0.0,0.45387006810259467,0.9900280100843347,0.0020124560992944083,4.596918970180438e-05,0.24661897170498884,0.25487448703511545,0.00012715897447162033,1.0181420898252814e-12,0.008286462750920634,7.459677605425412e-05,5.3301122783428014e-05,4.3854006022056386e-08,5.030953879667799e-12,3.266992669072543e-07,1.72492100900965e-07,0.000560812209159905,1.1117677713843832e-12,1.8396634236899055e-05,2.631744565892457e-06,8.082893826793922e-07,0.0003866322987462935,0.0008964396795635311,7.22462973580305e-08,3.9043851747104195e-09,8.32193610071103e-06,4.834400841177046e-07,6.547314989442232e-06,0.00016855414040825762
0.003604811462280321,0.6029771234865328,6.617979021060042e-07,1.7506488147508114e-07,4.382884860630729e-07,0.0007031323612717633,0.0,0.0,0.00025683000299737177,3.180947284441045e-05,0.0014346672561622688,5.112727722879937e-06,1.99969414351505e-07,1.447304379510198e-20,1.0220987785525384e-14,9.785231350891918e-10,5.088405005820108e-07,0.007425627069324945,3.041009740274247e-16,8.120009937516148e-15,2.0696217351970928e-13,1.0336689037800753e-17,1.4239988827260494e-11,3.183500219826726e-09,1.206483957744835e-10,1.0619257678546043e-10,1.0969042467939715e-16,3.409783187779859e-10,2.1194449349880187e-09,6.815803272336644e-14,1.922765872180558e-09,2.3754738901887235e-15,1.6556452380175232e-15,1.1928423026851536e-10,3.76,0.0,0.4531341644537145,0.9899527838923333,0.002037664825289416,4.646079039657185e-05,0.24727581182701014,0.255587613709043,0.00012714931138260239,1.0206452264841716e-12,0.008345177444078441,7.48990444575609e-05,5.3655977060936756e-05,4.4022708864381766e-08,5.064454103969465e-12,3.280341694777477e-07,1.7373611925253241e-07,0.0005675892104487942,1.1181944610899463e-12,1.8551432770104413e-05,2.649188656938615e-06,8.117498475855112e-07,0.00038995366572279824,0.0009034050108344394,7.304938110063166e-08,3.947683080223249e-09,8.412031828853064e-06,4.86726645123223e-07,6.5973773217459454e-06,0.00017085940787226261
0.0036175310435483136,0.6030543932821061,6.646636063679696e-07,1.7615249369554258e-07,4.4250089908530964e-07,0.0007095166002660204,0.0,0.0,0.00025780611102096355,3.208099452776835e-05,0.0014536976333402653,5.177135593649613e-06,2.0201174087825467e-07,1.4725411450364744e-20,1.0353584917692622e-14,9.872208626102703e-10,5.123973003426466e-07,0.007470693339083264,3.1185259001591375e-16,8.196088125852341e-15,2.1178583382297997e-13,1.0528070250958558e-17,1.436632583456296e-11,3.247622810482088e-09,1.219174729990242e-10,1.0884467897783258e-10,1.1267637312062789e-16,3.4724383255004427e-10,2.1577183038777335e-09,6.931500919698822e-14,1.941952744662378e-09,2.422862190365138e-15,1.6917717477831894e-15,1.2175080386980828e-10,3.76,0.0,0.4523992720383629,0.9898771917031629,0.0020631012346894306,4.695549159125775e-05,0.2479312894146698,0.2562995768407271,0.00012713960128765578,1.0231414854224005e-12,0.008404124257733677,7.520152089119503e-05,5.401188268527331e-05,4.4191454998180796e-08,5.0980535996460246e-12,3.293701111168059e-07,1.749883855712523e-07,0.000574419539515923,1.1246461448627492e-12,1.8707080483131436e-05,2.666682592987286e-06,8.152146561508936e-07,0.0003932911830954343,0.0009103952366877622,7.385927968818204e-08,3.991346794242726e-09,8.502863399937917e-06,4.900231950040873e-07,6.647725615416225e-06,0.00017318627184456097
0.003630250624816306,0.603131558608026,6.675330858748357e-07,1.7724642933194114e-07,4.467430845684259e-07,0.0007159357071092091,0.0,0.0,0.0002587827888773224,3.235389223410751e-05,0.0014729174048631688,5.242196214578553e-06,2.040696196406023e-07,1.4981577144005546e-20,1.0487612204523646e-14,9.959815460317793e-10,5.15965802938564e-07,0.007515837379870341,3.197881014455701e-16,8.272579189132305e-15,2.1670550925200671e-13,1.0722342254305917e-17,1.449357458376805e-11,3.312793311224594e-09,1.2319536863520715e-10,1.1155464309241227e-10,1.1573410196745276e-16,3.5360156662173504e-10,2.1965162285352924e-09,7.048894436393913e-14,1.9612568840470623e-09,2.4710338006708796e-15,1.7285953689272765e-15,1.2425915224513256e-10,3.76,0.0,0.4516653886716094,0.9898012320467443,0.0020887667915109077,4.745330017899721e-05,0.24858540561556577,0.25701037802475196,0.0001271298439979613,1.0256308716289002e-12,0.008463303787581552,7.550421144988847e-05,5.436883906268175e-05,4.4360247763734084e-08,5.131752310561632e-12,3.307071191029723e-07,1.7624896782409317e-07,0.0005813034330032203,1.1311229311102333e-12,1.8863580615905857e-05,2.68422661500371e-06,8.186838836943392e-07,0.00039664492884178027,0.0009174103410031372,7.467604612614512e-08,4.035379143133198e-09,8.594436326819559e-06,4.93329782130502e-07,6.698361847098472e-06,0.00017553485871356358
0.0036429702060842986,0.6032086197336729,6.704064258954362e-07,1.783467520593699e-07,4.510152616707676e-07,0.0007223897990246979,0.0,0.0,0.00025976006570337774,3.262817339010794e-05,0.0014923279565948338,5.3079156088952515e-06,2.061431588050644e-07,1.524159609615708e-20,1.0623085163995508e-14,1.0048056899505336e-09,5.195460554722756e-07,0.007561058601840524,3.279117284228259e-16,8.349483613995347e-15,2.2172281840933354e-13,1.0919541260615491e-17,1.4621742336032263e-11,3.3790255824871404e-09,1.244821371849243e-10,1.1432357331732973e-10,1.1886517053838778e-16,3.6005260842399636e-10,2.235843866659336e-09,7.168007605517925e-14,1.980678710748705e-09,2.519999531607982e-15,1.7661284035915997e-15,1.2680985003245213e-10,3.76,0.0,0.4509325121677881,0.9897249034427262,0.0021146629681200475,4.79542230740058e-05,0.24923816156943948,0.2577200188531487,0.00012712003932338032,1.0281133900152368e-12,0.00852271663511664,7.580712216799976e-05,5.472684561141602e-05,4.452909046594478e-08,5.165550181713299e-12,3.320452204505421e-07,1.775179342711642e-07,0.0005882411287156435,1.1376249289423565e-12,1.902093643030069e-05,2.701820958041558e-06,8.221576048435779e-07,0.0004000149815341041,0.0009244503079844983,7.54997340391086e-08,4.079782985744559e-09,8.686756156739257e-06,4.96646453887494e-07,6.749287991378902e-06,0.00017790529557924482
0.003655689787352291,0.6032855769263891,6.732837111583334e-07,1.794535171239308e-07,4.553176504475352e-07,0.0007288789943029625,0.0,0.0,0.00026073797005542616,3.29038454191191e-05,0.00151193068494305,5.37429987161091e-06,2.0823246790416215e-07,1.55055239444261e-20,1.0760019574926278e-14,1.0136938116029903e-09,5.231381048781741e-07,0.007606356414633037,3.3622770571287493e-16,8.426801883007775e-15,2.2683940704261273e-13,1.1119703871752212e-17,1.475083653560538e-11,3.446333666733323e-09,1.2577783422750551e-10,1.171525953679581e-10,1.2207114184309967e-16,3.665980584155544e-10,2.2757064189460718e-09,7.288864410239734e-14,2.000218659011823e-09,2.5697702338131078e-15,1.8043832636377024e-15,1.294034795311358e-10,3.76,0.0,0.4502006403401627,0.9896482043961532,0.0021407912487830996,4.84582672200494e-05,0.249889558404845,0.25842850091433117,0.00012711018707189857,1.030589045439182e-12,0.008582363410108313,7.611025899330873e-05,5.5085901766844104e-05,4.469798634774768e-08,5.199447159713706e-12,3.333844418082965e-07,1.7879535360157237e-07,0.0005952328661222002,1.1441522484729287e-12,1.9179151219548694e-05,2.7194658640496347e-06,8.256358935072191e-07,0.0004034014205852944,0.0009315151222884629,7.633039705749754e-08,4.1245611847116406e-09,8.779828477559832e-06,4.999732590255697e-07,6.800506027035944e-06,0.00018029771055369
0.0036684093686202837,0.6033624304555191,6.76165025683484e-07,1.8056677144193446e-07,4.59650472008247e-07,0.0007354034122499637,0.0,0.0,0.0002617165299655538,3.318091573984576e-05,0.001531726996517899,5.441355167469067e-06,2.103376569656513e-07,1.577341752617723e-20,1.0898431349472507e-14,1.0226464266668182e-09,5.267419979552398e-07,0.007651730227379547,3.447403868372303e-16,8.504534478164252e-15,2.320569473341296e-13,1.1322867178889962e-17,1.4880864602149364e-11,3.514731783024599e-09,1.270825151667601e-10,1.2004285596917134e-10,1.2535362041476795e-16,3.7323902970332905e-10,2.3161091275320936e-09,7.411489253875767e-14,2.0198771563178853e-09,2.6203569277741375e-15,1.8433726202552168e-15,1.320406304695567e-10,3.76,0.0,0.44946977100102803,0.9895711333979383,0.0021671531292224624,4.896543958873211e-05,0.25053959723956404,0.25913582579324707,0.0001271002870496867,1.0330578426671449e-12,0.008642244730328982,7.641362772759278e-05,5.544600698090746e-05,4.4866938560885465e-08,5.2334431927397095e-12,3.347248091902461e-07,1.800812949315788e-07,0.0006022788862945201,1.1507050007848938e-12,1.9338228307157095e-05,2.7371615697786656e-06,8.291188221229225e-07,0.0004068043262109096,0.0009386047689879315,7.716808925290069e-08,4.169716622977338e-09,8.873658911999759e-06,5.033102454145822e-07,6.852017942347183e-06,0.00018271223272676009
0.003681128949888276,0.603439180590455,6.790504520033874e-07,1.8168657496901985e-07,4.640139492566684e-07,0.0007419631730831564,0.0,0.0,0.0002626957729857476,3.345939176261259e-05,0.0015517183072085378,5.5090877248755545e-06,2.124588360020531e-07,1.604533389826592e-20,1.103833622061277e-14,1.0316640441267655e-09,5.303577811867952e-07,0.007697179448737615,3.5345426867164287e-16,8.582681881518783e-15,2.373771357775771e-13,1.1529068659488405e-17,1.501183385788513e-11,3.5842343121392827e-09,1.2839623520532905e-10,1.2299552112874144e-10,1.2871426205746806e-16,3.799766469497399e-10,2.3570572723271984e-09,7.535906936700665e-14,2.0396546207347022e-09,2.671770810340387e-15,1.8831093822423916e-15,1.3472189936860832e-10,3.76,0.0,0.44873990196178287,0.9894936889261221,0.0021937501156037115,4.947574717651145e-05,0.25118827918158826,0.2598419950716985,0.000127090339061262,1.0355197863766995e-12,0.008702361220855328,7.671723409008582e-05,5.580716072074246e-05,4.5035950211934364e-08,5.267538230401573e-12,3.360663482488232e-07,1.813758277297802e-07,0.0006093794317431709,1.1572832978383056e-12,1.9498171044034915e-05,2.7549083048686057e-06,8.326064622027946e-07,0.0004102237793234518,0.0009457192335255832,7.801286538612453e-08,4.2152522175124055e-09,8.968253115988589e-06,5.066574596998617e-07,6.903825724356465e-06,0.0001851489920818153
0.0036938485311562687,0.6035158276010097,6.819400717067473e-07,1.8281298740242068e-07,4.684083061099185e-07,0.0007485583978795011,0.0,0.0,0.0002636757261930321,3.373928088584122e-05,0.0015719060418558906,5.577503834086264e-06,2.145961165496994e-07,1.6321331300982884e-20,1.1179750661813028e-14,1.0407471921920533e-09,5.339855007095006e-07,0.0077427034869072126,3.623738901657886e-16,8.661244570602478e-15,2.428016926498617e-13,1.1738346261175518e-17,1.5143751902090644e-11,3.6548557921979095e-09,1.297190505325838e-10,1.2601177581844415e-10,1.3215472477956152e-16,3.8681204608811064e-10,2.398556169683687e-09,7.662142465660932e-14,2.059551485906936e-09,2.7240231228376493e-15,1.9236066059351508e-15,1.374478893670756e-10,3.76,0.0,0.4480110310329549,0.9894158694463309,0.0022205837241728458,4.9989197003000466e-05,0.251835605329461,0.26054701032847416,0.0001270803429095475,1.0379748812007414e-12,0.00876271351383178,7.702108373633039e-05,5.6169362468232035e-05,4.5205024356433636e-08,5.301732223701762e-12,3.3740908437040906e-07,1.8267902180420533e-07,0.0006165347463570777,1.1638872524388579e-12,1.965898280750918e-05,2.772706305745463e-06,8.360988847368294e-07,0.0004136598614819968,0.0009528585016845793,7.886478019082733e-08,4.261170890829563e-09,9.063616779640649e-06,5.100149499170882e-07,6.955931360500974e-06,0.00018760811946817412
0.0037065681124242612,0.6035923717573043,6.848339663878073e-07,1.839460539005091e-07,4.728337673979298e-07,0.0007551892085984706,0.0,0.0,0.00026465641621122433,3.402059049525094e-05,0.0015922916346139287,5.6466098499868755e-06,2.1674961076386508e-07,1.6601470008973206e-20,1.1322691188010943e-14,1.0498963983181079e-09,5.376252024707034e-07,0.007788301749614057,3.715039071292233e-16,8.740223022283939e-15,2.483323630935095e-13,1.1950738387134534e-17,1.5276626321034378e-11,3.72661092528774e-09,1.3105101721151643e-10,1.290928249046903e-10,1.3567670898629721e-16,3.937463748182201e-10,2.440611173690322e-09,7.790221280980267e-14,2.0795681791636193e-09,2.777125274194822e-15,1.9648776120718226e-15,1.4021921050055525e-10,3.76,0.0,0.447283156024231,0.9893376734112787,0.002247655481602729,5.0505796111211444e-05,0.2524815767719285,0.26125087313925605,0.00012707029839580756,1.040423131687194e-12,0.008823302248744572,7.732518219325549e-05,5.65326117205988e-05,4.537416397004498e-08,5.336025125090452e-12,3.387530423830705e-07,1.8399094735405312e-07,0.0006237450754532226,1.1705169782699155e-12,1.9820667002326343e-05,2.7905558048730095e-06,8.395961594570915e-07,0.00041711265492023184,0.0009600225595869361,7.972388883374275e-08,4.307475584066889e-09,9.159755628508515e-06,5.133827634138388e-07,7.008336850029525e-06,0.0001900897466345093
0.0037192876936922538,0.6036688133299398,6.877322154483775e-07,1.8508583988864886e-07,4.772905597421676e-07,0.0007618557280929441,0.0,0.0,0.00026563786918463203,3.4303327964273245e-05,0.0016128765291226678,5.716412193352381e-06,2.1891943015000437e-07,1.6885807736459813e-20,1.1467173622839061e-14,1.0591121700220874e-09,5.412769321733162e-07,0.007833973644079577,3.8084910090549437e-16,8.819617714209234e-15,2.5397091775707126e-13,1.216628367722559e-17,1.5410464413272864e-11,3.799514581276717e-09,1.3239219116368082e-10,1.3223989355242123e-10,1.3928197172276275e-16,4.007807928300711e-10,2.4832276769993013e-09,7.920169202767606e-14,2.099705116047699e-09,2.8310888575063833e-15,2.0069359157045374e-15,1.430364798468076e-10,3.76,0.0,0.4465562747444164,0.9892590992605108,0.002274966925219605,5.1025551567805196e-05,0.2531261945877799,0.26195358507656,0.00012706020531961533,1.0428645422925749e-12,0.008884128072583408,7.762953489891239e-05,5.689690799079284e-05,4.55433719807691e-08,5.370416888501361e-12,3.4009824672640775e-07,1.8531167492103035e-07,0.0006310106657950299,1.1771725899076443e-12,1.998322706112467e-05,2.808457027598304e-06,8.430983551308596e-07,0.00042058224252524605,0.0009672113936955828,8.05902471854399e-08,4.354169270662676e-09,9.256675422644171e-06,5.167609463303606e-07,7.0610441868861005e-06,0.00019259400624859383
0.0037320072749602463,0.6037451525898537,6.906348982121336e-07,1.8623240132998553e-07,4.81778910742326e-07,0.0007685580801127548,0.0,0.0,0.0002666201107516474,3.458750065317835e-05,0.0016336621787312934,5.786917352836344e-06,2.211056887309346e-07,1.7174406169142656e-20,1.1613215302607808e-14,1.0683950550662838e-09,5.44940735221342e-07,0.007879718577018177,3.904143296365739e-16,8.899429118951787e-15,2.597191537150671e-13,1.2385021499350869e-17,1.55452740574434e-11,3.873581803030889e-09,1.3374262922718715e-10,1.354542280615336e-10,1.4297226809784585e-16,4.079164722051008e-10,2.526411111757734e-09,8.052012311758504e-14,2.1199627311573292e-09,2.88592550602777e-15,2.0497952483776894e-15,1.4590032175503418e-10,3.76,0.0,0.44583038500138134,0.9891801454200966,0.002302519603272136,5.154847046300317e-05,0.2537694598455928,0.2626551477096797,0.0001270500634788131,1.0452991174279421e-12,0.008945191640038139,7.793414724416799e-05,5.726225080795325e-05,4.5712651273705527e-08,5.404907469396718e-12,3.41444721644707e-07,1.8664127540782958e-07,0.000638331765615117,1.1838542028405962e-12,2.0146666445047026e-05,2.8264102054071783e-06,8.466055401316874e-07,0.0004240687078352362,0.0009744249908134937,8.146391106078908e-08,4.401254932497367e-09,9.354381958569844e-06,5.201495460610665e-07,7.114055366697099e-06,0.0001951210319214862
0.003744726856228239,0.6038213898084299,6.935420933834368e-07,1.8738578214450823e-07,4.862990488170999e-07,0.0007752963892942343,0.0,0.0,0.00026760316610530154,3.4873115906073865e-05,0.001654650046522323,5.8581318854237615e-06,2.2330850056243514e-07,1.7467330173693054e-20,1.1760833433046456e-14,1.0777455867732461e-09,5.486166567954644e-07,0.007925535954632947,4.002045834667484e-16,8.97965770924158e-15,2.6557889464394297e-13,1.260699169444313e-17,1.56810629192599e-11,3.9488278069623635e-09,1.3510238803584234e-10,1.387370961631099e-10,1.4674940217353657e-16,4.1515459751784034e-10,2.570166949424143e-09,8.185777139569014e-14,2.1403414493660965e-09,2.9416470385007783e-15,2.0934696216111046e-15,1.4881136787552327e-10,3.76,0.0,0.4451054846021804,0.9891008103026083,0.0023303150748540673,5.207455990981175e-05,0.2544113736037559,0.26335556260471554,0.00012703987266950956,1.0477268614131352e-12,0.009006493613492804,7.823902445294872e-05,5.762863971741403e-05,4.5882004630640264e-08,5.4394968247671396e-12,3.427924906573411e-07,1.8797982012564268e-07,0.0006457086246130019,1.1905619334690867e-12,2.0310988643721882e-05,2.8444155649728978e-06,8.501177811976413e-07,0.0004275721350513687,0.0009816633380621976,8.234493674237912e-08,4.4487355692297695e-09,9.452881067760071e-06,5.235486091806449e-07,7.167372399627991e-06,0.00019767095820577782
0.0037574464374962313,0.6038975252574569,6.964538781446413e-07,1.885460454366569e-07,4.90851204136792e-07,0.0007820707811478843,0.0,0.0,0.00026858705996746733,3.5160181051015186e-05,0.0016758416052632117,5.930062416286065e-06,2.2552797869715203e-07,1.7764635500717277e-20,1.1910043447507097e-14,1.0871642721028794e-09,5.523047417216439e-07,0.007971425182599365,4.102249315921763e-16,9.060303959085264e-15,2.7155199095592483e-13,1.2832233968846592e-17,1.5817838289237055e-11,4.0252679832029254e-09,1.364715241304537e-10,1.4208978683490158e-10,1.5061523839395933e-16,4.22496365725086e-10,2.6145007007307837e-09,8.321490593829836e-14,2.1608416827041785e-09,2.998265451949512e-15,2.137973212494866e-15,1.5177025713284936e-10,3.76,0.0,0.44438157135300793,0.9890210923071652,0.0023583549099024316,5.26038270436065e-05,0.2550519369105272,0.2640548313245903,0.00012702963268608567,1.0501477784761821e-12,0.009068034663024103,7.854417167310723e-05,5.799607428076558e-05,4.605143479830934e-08,5.474184913136677e-12,3.441415769495311e-07,1.8932738072929083e-07,0.0006531414939274213,1.1972958990967376e-12,2.0476197175001575e-05,2.8624733264416516e-06,8.536351442142985e-07,0.0004310926089915369,0.0009889264228759153,8.323338117972638e-08,4.4966142095168345e-09,9.552178614265418e-06,5.26958181079791e-07,7.220997291953369e-06,0.0002002439205954011
0.003770166018764224,0.6039735592091297,6.993703285588086e-07,1.8971325316145e-07,4.954356080676304e-07,0.0007888813820425041,0.0,0.0,0.0002695718165749756,3.544870339814036e-05,0.0016972383374292902,6.002715639366111e-06,2.277642392639146e-07,1.8066388957981286e-20,1.206086389708676e-14,1.0966516721006687e-09,5.560050345157963e-07,0.008017385666067956,4.2048058609308903e-16,9.141368336976567e-15,2.776403202137778e-13,1.3060789288660038e-17,1.595560823205192e-11,4.102917897471116e-09,1.3785009488598386e-10,1.4551361090227592e-10,1.5457163691074431e-16,4.29942986394696e-10,2.6594179157858462e-09,8.45917984491175e-14,2.181463864768963e-09,3.0557927945455232e-15,2.1833204377388762e-15,1.5477763583227446e-10,3.76,0.0,0.44365864305918135,0.988940989819406,0.002386640689234075,5.313627902143908e-05,0.2556911508040005,0.2647529554290594,0.0001270193433211908,1.0525618728005998e-12,0.009129815466440497,7.884959399363822e-05,5.836455407598211e-05,4.6220944467884664e-08,5.508971694576324e-12,3.454920034616973e-07,1.9068402922107313e-07,0.0006606306261339451,1.2040562179332042e-12,2.0642295585045796e-05,2.8805837155299397e-06,8.571576945514403e-07,0.0004346302150733645,0.000996214232988364,8.412930130263457e-08,4.544893894885848e-09,9.65228049730492e-06,5.303783084150783e-07,7.274932048769892e-06,0.00020284005553051083
0.0037828856000322163,0.6040494919360467,7.022915207217674e-07,1.9088745041198348e-07,5.000524926716534e-07,0.000795728319200466,0.0,0.0,0.0002705574597279145,3.573869023794873e-05,0.0017188417353061864,6.076098318438321e-06,2.300173981332451e-07,1.8372658868843186e-20,1.2213312147806968e-14,1.1062083262026961e-09,5.597175794668568e-07,0.008063416809660828,4.3097688089382296e-16,9.222851312447544e-15,2.8384578757132215e-13,1.3292698812803789e-17,1.6094380498687343e-11,4.181793293233933e-09,1.3923815745763387e-10,1.4900990145085425e-10,1.586205145970933e-16,4.3749568188077077e-10,2.7049241843035397e-09,8.598872550254723e-14,2.202208415923224e-09,3.114241308618916e-15,2.2295260077209746e-15,1.5783415774834366e-10,3.76,0.0,0.4429366975252041,0.9888605012113453,0.002415174004592345,5.36719230215356e-05,0.2563290163120313,0.26544993647470755,0.0001270090043657246,1.0549691484751693e-12,0.009191836709348103,7.915529637885143e-05,5.8734078697606276e-05,4.639053625794527e-08,5.54385713072059e-12,3.468437925921595e-07,1.9204983799254537e-07,0.0006681762752516339,1.2108430091004236e-12,2.080928744851914e-05,2.898746952648344e-06,8.606854963782167e-07,0.00043818503932502463,0.0010035267564211523,8.503275454803651e-08,4.5935776847140256e-09,9.753192651618096e-06,5.338090368736806e-07,7.329178686385456e-06,0.0002054595004045673
0.003795605181300209,0.6041253237112187,7.052175293392753e-07,1.9206869338255443e-07,5.047020914571344e-07,0.0008026117206930336,0.0,0.0,0.00027154401277934136,3.603014884058672e-05,0.0017406533010471772,6.15021728774993e-06,2.322875710871167e-07,1.868350337563147e-20,1.2367404956999388e-14,1.1158347645766286e-09,5.634424205394735e-07,0.008109518017450903,4.417192240572894e-16,9.304753354378364e-15,2.901703261900412e-13,1.3528003816103164e-17,1.62341627107924e-11,4.261910093635614e-09,1.4063576919940737e-10,1.5258001409839815e-10,1.6276383061048016e-16,4.4515568743844604e-10,2.751025135826508e-09,8.740596726683532e-14,2.2230757543447873e-09,3.1736233705258364e-15,2.2766048303102305e-15,1.6094048419436166e-10,3.76,0.0,0.4422157325547841,0.9887796248412932,0.0024439564587021945,5.421076624289814e-05,0.2569655344521971,0.26614577601494477,0.00012699861560882655,1.0573696095119976e-12,0.00925409908521236,7.946128366635616e-05,5.910464775692955e-05,4.6560212711107283e-08,5.5788411847842945e-12,3.4819696618861064e-07,1.9342487979793244e-07,0.0006757786967390207,1.2176563926355555e-12,2.0977176368682858e-05,2.9169632552624472e-06,8.642186125319813e-07,0.0004417571683630044,0.0010108639814726177,8.594379877369514e-08,4.642668660764042e-09,9.854921045191439e-06,5.372504116466398e-07,7.3837392232215286e-06,0.00020810239357090503
0.0038083247625682014,0.6042010548081448,7.081484278173406e-07,1.9325704665661674e-07,5.093846393497823e-07,0.0008095317155420563,0.0,0.0,0.00027253149855560865,3.6323086451687915e-05,0.0017626745480311314,6.225079462132889e-06,2.3457487533425357e-07,1.8998992388119362e-20,1.2523160574622498e-14,1.1255315387047758e-09,5.671796013027932e-07,0.008155688692884213,4.527131874430828e-16,9.387074929878239e-15,2.96615901480005e-13,1.3766746577574453e-17,1.6374962791124723e-11,4.343284427759098e-09,1.4204298773647093e-10,1.562253304302816e-10,1.6700357277941118e-16,4.5292425310569323e-10,2.797726445314684e-09,8.884380729115628e-14,2.2440663024835285e-09,3.2339514923897687e-15,2.3245720486364968e-15,1.640972851263137e-10,3.76,0.0,0.44149574595067537,0.9886983590519544,0.0024729896668234945,5.4752815907532685e-05,0.25760070623037495,0.2668404755995782,0.00012698817683763167,1.059763259844309e-12,0.009316603296472976,7.97675606332512e-05,5.947626088442906e-05,4.6729976328394853e-08,5.613923821793272e-12,3.495515458397516e-07,1.9480922777238926e-07,0.0006834381476730505,1.2244964896139516e-12,2.1145965981239763e-05,2.935232840246663e-06,8.677571052406373e-07,0.00044534668944218607,0.0010182258967465865,8.6862492134833e-08,4.692169923612978e-09,9.957471682510517e-06,5.40702477989071e-07,7.438615673727617e-06,0.00021076887447790208
