Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512)
1.0088182351175916e-14,0.7338319130009422,2.75013007715861e-18,2.6345846912798564e-20,1.544701132821637e-26,3.084338186982353e-26,0.0,0.0,8.904290420371625e-15,5.219006557886967e-26,4.957228001483681e-31,5.765810305849324e-31,9.149572351492079e-35,1.839038996402503e-47,9.776226291000295e-32,4.420159214421456e-23,5.480084438968286e-32,5.660198781454054e-23,1.0852406232904068e-56,1.0390574666963254e-46,4.1238585136945955e-53,2.4384466142483413e-52,9.092659884830751e-17,3.6317614241901156e-48,3.715715914790474e-39,2.1514568435024389e-60,2.1894512410173328e-68,4.118928531858335e-55,3.5393334092206957e-69,1.9091837568386514e-65,5.47150402055079e-38,7.862489675759604e-70,3.0382937234958345e-68,5.218199490741967e-75,3.76,0.0,0.7915886434069175,0.999999979031691,8.215647170591969e-32,7.121819110559828e-41,1.652881410103135e-10,1.6528814101059914e-10,2.096830002656484e-08,1.5797481821654212e-27,5.660198756395684e-23,8.907040503996542e-15,9.56056688281176e-23,8.743005224304887e-25,1.3930405477163705e-35,5.1452805511561097e-23,1.028269264047433e-25,2.2449527305931592e-29,6.256655801046889e-25,1.589008789835044e-23,2.0990833133092622e-23,1.5308244242127164e-23,3.612286506831589e-26,3.797133490061463e-30,5.647358897540216e-26,1.851264539544067e-29,2.3960484546191747e-33,6.730954670583391e-26,2.293776922162802e-36,9.092664301377827e-17,1.2318163405816425e-42,8.711437906202202e-47,4.917176684873978e-39,7.138552946907169e-38,4.008313176203264e-39,1.5059603672347534e-32,5.919908924802481e-47,5.811809165498037e-43,7.324920282520153e-41,1.1936587440264855e-33,2.0722859221323978e-41,1.1126115755499013e-47,1.1177477099315921e-32,6.518074453697527e-43,1.825866428141003e-48,9.279622084665108e-53,4.0980463045371473e-32
1.5898975483970648e-14,0.7338319130135268,4.334206008288752e-18,4.152116055175007e-20,3.8188846606912164e-26,7.625168080202868e-26,0.0,0.0,1.4033161703162554e-14,1.290246609398308e-25,1.972574833582309e-30,2.294325029878689e-30,3.6408759276341994e-34,7.317882964947639e-47,2.4168851356246284e-31,1.0927547341941975e-22,2.180629638270843e-31,1.3993279631821495e-22,1.1917797081306724e-55,6.824844391516409e-46,4.420964792130413e-52,2.6141260157703946e-51,1.4330028105055326e-16,2.4138192147504566e-47,1.4786226222922246e-38,2.3084715675804595e-59,4.257375874128266e-67,4.4885207666782186e-54,6.73823550203871e-68,3.405476814545077e-64,2.1772284798836244e-37,1.4025421358896764e-68,5.419654628009901e-67,1.5108032197389348e-73,3.76,0.0,0.7915886433117063,0.9999999669541944,3.269161883244262e-31,4.733428783886429e-40,2.604941118306379e-10,2.604941118313439e-10,3.304579165002017e-08,3.913651448302248e-27,1.3993279532109505e-22,1.4037495794331286e-14,2.363570333005152e-22,2.16145058641965e-24,5.543173061344994e-35,1.2720197534951185e-22,2.54213220770623e-25,5.549992008956603e-29,1.5467730584111772e-24,3.928359336808678e-23,5.189368726059727e-23,3.7845153403951096e-23,8.930329382896147e-26,1.502331875214868e-29,1.3961441628909168e-25,4.5767578811208193e-29,9.602713678553861e-33,1.664031182680526e-25,5.897845230990704e-36,1.4330039023672913e-16,8.280007893534881e-42,5.85563605006175e-46,1.8398243946266055e-38,2.8405558104767455e-37,1.613105383175634e-38,5.992506088961536e-32,3.979213563015708e-46,3.9052325021111995e-42,2.9147250128539923e-40,4.803713020683812e-33,8.246094043062183e-41,7.356337430634076e-47,4.4477299119874425e-32,4.118278686989915e-42,1.2135807831782004e-47,1.0084848660108048e-51,1.6181666070013239e-31
2.7520561749560116e-14,0.7338319130386962,7.50236002997915e-18,7.187202048302631e-20,1.1418577517383797e-25,2.2798970684647584e-25,0.0,0.0,2.4290904078560387e-14,3.8577427171134043e-25,1.0534012358874078e-29,1.2252233838831241e-29,1.9443555033097148e-33,3.907919779633631e-46,7.226305161823082e-31,3.2672549330213896e-22,1.1645077589553065e-30,4.183946497053903e-22,2.0966127259869625e-54,6.549654670353092e-45,7.517362063753712e-51,4.445031705362789e-50,2.48047558133891e-16,2.386499982351601e-46,7.896971923648674e-38,3.932310778344635e-58,1.4057668459743938e-65,7.812406378668935e-53,2.2505858671449216e-66,1.0526063950194014e-62,1.1627062401676412e-36,4.3355153359537813e-67,1.6752083316962184e-65,8.218779307910178e-72,3.76,0.0,0.791588643121284,0.9999999427997504,1.7458095895492276e-30,4.679799164329581e-39,4.50906053436558e-10,4.509060534386691e-10,5.720022528252948e-08,1.1752019837200183e-26,4.1839464438053606e-22,2.4298406095228585e-14,7.066901993438963e-22,6.462569116644124e-24,2.960185695286809e-34,3.8032441493490373e-22,7.6010196818917675e-25,1.659409050273331e-28,4.6247258557576756e-24,1.1745507571414337e-22,1.5515829610376643e-22,1.1315423436963668e-22,2.670108142977287e-25,7.989571492528213e-29,4.174368482557075e-25,1.3684469334730016e-28,5.14543468765031e-32,4.975329047798363e-25,1.9035254836933356e-35,2.4804788459240355e-16,8.229370142879909e-41,5.819808978890548e-45,9.375519664623771e-38,1.5169126783487782e-36,8.660488227985052e-38,3.2001387145690856e-31,3.954828245995634e-45,3.8807091515678044e-41,1.556532228427065e-39,2.578980702898851e-32,4.403641989477903e-40,7.189153036344419e-46,2.3751923922090095e-31,3.9265464818247746e-41,1.1998619785538255e-46,1.823421903456923e-50,8.593096013941621e-31
5.076373428073905e-14,0.7338319130890352,1.3838676711368898e-17,1.3257467106019466e-19,3.882481924549173e-25,7.751631060915131e-25,0.0,0.0,4.480638806864813e-14,1.3115968960692433e-24,6.782688082694067e-29,7.889024330028886e-29,1.251978111986583e-32,2.5162474372189955e-45,2.45687418278525e-30,1.1108354229279405e-21,7.498090783593881e-30,1.4225434749149837e-21,4.884282698637816e-53,7.947772309437892e-44,1.7025797365069291e-49,1.0067385951902654e-48,4.575417630150436e-16,2.9773671888861826e-45,5.085762174580397e-37,8.938245875208147e-57,6.300737338644466e-64,1.8042948596094032e-51,1.039691187849485e-64,4.552472796186689e-61,7.486684353366593e-36,1.8754159260909869e-65,7.245398802434095e-64,7.071519500577868e-70,3.76,0.0,0.7915886427404394,0.9999998944930609,1.1241004615705274e-29,5.838313327511916e-38,8.317299365094832e-10,8.317299365166605e-10,1.0550689417346648e-07,4.030342956999962e-26,1.422543440629069e-21,4.482022557796161e-14,2.402681464342786e-21,2.1972071970217034e-23,1.9060195414837384e-33,1.2930667776749154e-21,2.5844354609889544e-24,5.641852331219008e-28,1.5723557065649307e-23,3.993365008615461e-22,5.275237240892164e-22,3.8471395899994434e-22,9.078156756488243e-25,5.131514792070611e-28,1.4192466276930256e-24,4.652799645395966e-28,3.3170349091863732e-31,1.6915644600097617e-24,7.436704608197711e-35,4.575428729428417e-16,1.0285017260511439e-39,7.273521696231941e-44,5.8641015857273316e-37,9.767025507067225e-36,5.587068551197844e-37,2.0605180707272038e-30,4.942594165523162e-44,4.849755691628891e-40,1.0022280058741128e-38,1.6636904026144094e-31,2.8354658963746878e-39,8.797144661684667e-45,1.5293501123431553e-30,4.795720720342662e-40,1.4969406466486532e-45,4.370393757020101e-49,5.514283103999104e-30
9.725007934309692e-14,0.733831913189713,2.651134462828403e-17,2.539836958594937e-19,1.4247685542300035e-24,2.8443864930449076e-24,0.0,0.0,8.583735300623558e-14,4.812539586263694e-24,4.850131543928382e-28,5.641244987940806e-28,8.953077187980451e-32,1.7993033186801713e-44,9.01479476988674e-30,4.075893297986902e-21,5.361705313032927e-29,5.219924182520846e-21,1.3270585795851873e-51,1.100601466263471e-42,4.5427805219932025e-48,2.686152956331184e-47,8.765287756364202e-16,4.2004022167840003e-44,3.6381735142818525e-36,2.402080363179626e-55,3.3474399251366157e-62,4.875560615661284e-50,5.748840552616912e-63,2.3766297496109064e-59,5.353826310137003e-35,9.793899955546169e-64,3.7826735746706016e-62,7.2154497555144466e-68,3.76,0.0,0.7915886419787501,0.9999997978884749,8.038171345612575e-29,8.236150638634478e-37,1.5933777020996715e-09,1.5933777021260062e-09,2.0211143918024814e-07,1.504438009724116e-25,5.2199239373507875e-21,8.58638600674258e-14,8.815970973667555e-21,8.061991161169476e-23,1.3629495082713085e-32,4.7445402984512834e-21,9.484037706684543e-24,2.0701315281679977e-27,5.769259665710881e-23,1.465254761972887e-21,1.935600282609237e-21,1.4116008373897546e-21,3.331003142657484e-24,3.664415685668983e-27,5.207529530326411e-24,1.7073675616654176e-27,2.3727212566367187e-30,6.206713934730046e-24,3.43981054749053e-34,8.765328482000721e-16,1.4516318105342228e-38,1.0265765380872922e-42,4.127736966369413e-36,6.983953940194511e-35,3.9975632266007756e-36,1.473422052290294e-29,6.9756410312408795e-43,6.84466626339132e-39,7.166696293332535e-38,1.1902809323029693e-30,2.0276081733552025e-38,1.1999455393369057e-43,1.0936007511332082e-29,6.68902884832962e-39,2.1118562082126585e-44,1.2098756667491207e-47,3.9358379398920537e-29
1.9022276946781266e-13,0.7338319133910686,5.185681869484193e-17,4.968166462625308e-19,5.452352980981379e-24,1.0883019912669798e-23,0.0,0.0,1.6789927071306191e-13,1.8411616140730888e-23,3.665097509563103e-27,4.262917844037404e-27,6.766304299895396e-31,1.3596750291896754e-43,3.4488271071498555e-29,1.5593324005147268e-20,4.051689042586134e-28,1.9972446437096268e-20,3.9080114576251618e-50,1.6354375064318684e-41,1.324117132124043e-46,7.829514627966878e-46,1.714497212349537e-15,6.3091788392539526e-43,2.751484158485728e-35,7.101911815903932e-54,1.9474804304236962e-60,1.4314516438412887e-48,3.5514820793397036e-61,1.3709555242682132e-57,4.046154751650604e-34,5.653337395852234e-62,2.18225305316903e-60,8.230812986629153e-66,3.76,0.0,0.7915886404553717,0.999999604714468,6.074215552878424e-28,1.2369810310537252e-35,3.1166732310573977e-09,3.1166732311581507e-09,3.9528536401797193e-07,5.951789268853864e-25,1.9972444584420333e-20,1.6795111114438183e-13,3.3727782338432714e-20,3.0842860314913624e-22,1.0299432069351628e-31,1.8151404590573504e-20,3.629261438710977e-23,7.919907744523952e-27,2.2071323198482067e-22,5.605716578514196e-21,7.405131343100717e-21,5.400445162608128e-21,1.27438165159955e-23,2.767122478708875e-26,1.9922746532017432e-23,6.533143664092423e-27,1.7930556881421372e-29,2.3745308124504843e-23,1.8607990101860352e-33,1.7145127929399464e-15,2.1803533525746514e-37,1.5418851335785617e-41,3.0960672870748296e-35,5.277255199711439e-34,3.0214429604901775e-35,1.1134155175943673e-28,1.0476348554370795e-41,1.0280083897786723e-37,5.415675158311249e-37,8.994971945272423e-30,1.5322571314769766e-37,1.6945892337274742e-42,8.26401759240309e-29,9.987636821128227e-38,3.172107298633771e-43,3.60071615780493e-46,2.9713072585578965e-28
2.831954595925284e-13,0.7338319135924241,7.720247709278602e-17,7.396694725239763e-19,1.2087250407445124e-23,2.4122788997729182e-23,0.0,0.0,2.4996117219804275e-13,4.0806947146368416e-23,1.1454996693729667e-26,1.3323440547779986e-26,2.114914136352159e-30,4.249557472373746e-43,7.643846212957847e-29,3.4560457608483105e-20,1.2663283416164131e-27,4.4270511901875395e-20,2.1841597976192316e-49,7.080820604185585e-41,7.976779309230823e-46,4.7166732664152337e-45,2.552458197736229e-15,2.6332456957937526e-42,8.604260997791435e-35,4.310837547238809e-53,1.4063633893677935e-59,8.18668046025047e-48,2.5218322945376636e-60,1.0453546343661017e-56,1.2646871466761054e-33,4.311867990480991e-61,1.6640377171549806e-59,7.5782202839568975e-65,3.76,0.0,0.7915886389319933,0.9999994115873403,1.8984547834841703e-27,5.162472256144081e-35,4.639968757051588e-09,4.639968757274898e-09,5.884124097002799e-07,1.3552417670877597e-24,4.427050611147085e-20,2.500383383547036e-13,7.475323842532049e-20,6.835849060355808e-22,3.2190204004389967e-31,4.0230106776165296e-20,8.04543657011245e-23,1.7553597099452408e-26,4.891733935346281e-22,1.2424349524579203e-20,1.641249238821704e-20,1.1969384020758715e-20,2.824537930144926e-23,8.646611553921543e-26,4.4156159811541095e-23,1.4482010064742036e-26,5.603875157964529e-29,5.2628227459381757e-23,5.1273383589115315e-33,2.5524927299803724e-15,9.099395500592903e-37,6.434759419440652e-41,9.65914873578124e-35,1.649303067832783e-33,9.443879227661901e-35,3.4798891587661276e-28,4.371907626064363e-41,4.29011674941566e-37,1.6926342270174588e-36,2.8111399395436413e-29,4.789074491588539e-37,6.87517709457655e-42,2.582860541870386e-28,4.162067836317385e-37,1.3239369092535253e-42,1.9137792054894475e-45,9.283882828902815e-28
3.761681497172441e-13,0.7338319137937799,1.0254831985155805e-16,9.825421859835908e-19,2.133121368404082e-23,4.256493236007122e-23,0.0,0.0,3.3202305746483855e-13,7.199853131193971e-23,2.59255692312821e-26,3.015433199540841e-26,4.7869223894630834e-30,9.61781086942901e-43,1.348651821602831e-28,6.097722315570071e-20,2.8660278857941118e-27,7.811672086744027e-20,7.810617875002656e-49,2.04661674896661e-40,2.957710109821746e-45,1.7488944776909493e-44,3.3904117318619234e-15,7.388458096809527e-42,1.9483774822752324e-34,1.6126630644081258e-52,6.070654440576137e-59,2.961665913172352e-47,1.1391673800581443e-59,4.83856508971259e-56,2.8625046083432173e-33,1.9966907641449398e-60,7.702630362697183e-59,4.496071484861085e-64,3.76,0.0,0.7915886374086148,0.999999218507081,4.296691626778454e-27,1.4484301832207484e-34,6.16326428008224e-09,6.163264280476247e-09,7.814925870510321e-07,2.453053753625024e-24,7.811670776228262e-20,3.321255417021121e-13,1.318923402411167e-19,1.2060845176099892e-21,7.285477721785825e-31,7.098057386256499e-20,1.4197955005346012e-22,3.097129473764593e-26,8.630676497677594e-22,2.1921159084225817e-20,2.8957672988072767e-20,2.1118417833608597e-20,4.983592132698986e-23,1.9567259707786819e-25,7.79077612197052e-23,2.555530186866204e-26,1.2682416417890795e-28,9.285537536329103e-23,1.0767158562201983e-32,3.390472659321349e-15,2.5529230600877732e-36,1.8053126057102344e-40,2.184703713716676e-34,3.732652097870576e-33,2.137481191883404e-34,7.875851310651235e-28,1.2265149238203617e-40,1.2035993062845625e-36,3.830870580616685e-36,6.361818865034687e-29,1.0839143016896232e-36,1.878256503558963e-41,5.845673694553002e-28,1.1667414227437933e-36,3.714758532787126e-42,6.461962268416137e-45,2.1008420455330636e-27
4.691408398419599e-13,0.7338319139951354,1.278943470015877e-16,1.2254347983604235e-18,3.318605484499587e-23,6.621073028814884e-23,0.0,0.0,4.140849265172332e-13,1.1198636690880406e-22,4.921773287663972e-26,5.724571807525891e-26,9.088243225271869e-30,1.825865287352229e-42,2.097682383562906e-28,9.484354696072303e-20,5.440946650133879e-27,1.2151376029887537e-19,2.1760965355306856e-48,4.737215344381361e-40,8.366891488792998e-45,4.947341777551084e-44,4.228357814794592e-15,1.6734381837904657e-41,3.700769917125508e-34,4.606008781675605e-52,1.969205810662592e-58,8.292622098926951e-47,3.947093748056985e-59,1.6662775761074104e-55,5.434620205786909e-33,6.879457310330716e-60,2.6527432951628432e-58,1.9243654699694527e-63,3.76,0.0,0.7915886358852364,0.9999990254736785,8.15695532815987e-27,3.280431051822057e-34,7.686559800149352e-09,7.686559800762202e-09,9.745259072600497e-07,3.9117804352854996e-24,1.2151373541972385e-19,4.1421272119045444e-13,2.051450881047899e-19,1.875922983149136e-21,1.3830959533164768e-30,1.104027299994338e-19,2.208787686690031e-22,4.817309885416623e-26,1.3423903808861056e-21,3.4096150806849474e-20,4.504066220136428e-20,3.284754692168439e-20,7.751567992518121e-23,3.714427725622727e-25,1.2117754190636142e-22,3.975439921910235e-26,2.4075411491860907e-28,1.4442665148481481e-22,1.9424992463087132e-32,4.2284525809628756e-15,5.7816814031502714e-36,4.088497900512748e-40,4.1468918400892e-34,7.085892518919956e-33,4.0579979368767535e-34,1.495166574044179e-27,2.777576486946072e-40,2.7257501180351676e-36,7.27263534535807e-36,1.207639339643397e-28,2.0577767346062636e-36,4.141140131255645e-41,1.1097576641160863e-27,2.6409182299963034e-36,8.413706104984994e-42,1.710048677460626e-44,3.9878728855437276e-27
6.550862200913913e-13,0.7338319143978465,1.785869545882394e-16,1.7112797632970875e-18,6.473508955494317e-23,1.2911803675943135e-22,0.0,0.0,5.782086159928471e-13,2.1835078540132853e-22,1.3020522400124913e-25,1.5144320566557405e-25,2.4046250374140146e-29,4.830298000947646e-42,4.090026432259402e-28,1.8492459562542357e-19,1.4394042483791109e-26,2.3697028778400486e-19,1.0754923010776341e-47,1.7102340899323138e-39,4.170911823235307e-44,2.4662567834932045e-43,5.904227627333389e-15,5.863424160871767e-41,9.800560909451724e-34,2.3456675361298143e-51,1.2593173167429526e-57,4.1103929315912386e-46,2.9314433402781592e-58,1.1654735236450164e-54,1.4379226521873333e-32,4.817135694213185e-59,1.855710290973681e-57,1.9368863776345094e-62,3.76,0.0,0.7915886328384796,0.9999986395474041,2.157923672305364e-26,1.1492807219163576e-33,1.073315083139294e-08,1.0733150832587916e-08,1.360452017733745e-06,7.997789103209913e-24,2.369702219663521e-19,5.78387008604203e-13,3.9999152208246824e-19,3.657599949041295e-21,3.6589886698524104e-30,2.1526182759848975e-19,4.3083859538345805e-22,9.392939037673761e-26,2.617300424140539e-21,6.648070113776523e-20,8.782002566191596e-20,6.404609194016086e-20,1.511437264591862e-22,9.825654083613347e-25,2.3627160767068217e-22,7.753512789513635e-26,6.368468940523344e-28,2.816012155271292e-22,4.8185798424110335e-32,5.904412401147581e-15,2.025402948446411e-35,1.4322228898467402e-39,1.097526825425879e-33,1.8744280617438623e-32,1.0736157053972512e-33,3.9554318948411724e-27,9.729160515371843e-40,9.548119949052043e-36,1.9239805508928388e-35,3.1942265903876913e-28,5.444087581147028e-36,1.3731423346827e-40,2.935861195420066e-27,9.245461611271941e-36,2.948022965628614e-41,7.772789203415965e-44,1.0548528461083083e-26
1e-12,0.7338319152032691,2.7261963359442046e-16,2.612694445057752e-18,1.5097808335783165e-22,3.0096858295265393e-22,0.0,0.0,8.826447365779926e-13,5.0881188093099115e-22,4.5596048797345825e-25,5.3033288465156505e-25,8.423139528296656e-29,1.6914895529273575e-41,9.53064832829818e-28,4.3091536169965507e-19,5.040629303772441e-26,5.523914831496403e-19,9.243538676254075e-47,9.315684719559253e-39,3.644293280436161e-43,2.1548601234854023e-42,9.01275292110691e-15,3.1152944808228883e-40,3.439553919518438e-33,2.140711511189973e-50,1.8407760717075564e-56,3.55269990904239e-45,4.8287308066310065e-57,1.6345138113369314e-53,5.036859548621324e-32,6.770730029699663e-58,2.6033370910745275e-56,4.369231444682381e-61,3.76,0.0,0.7915886271869897,0.9999979241809392,7.556790701348297e-26,6.1046412681627776e-33,1.638433302896023e-08,1.6384333031745018e-08,2.075818178077647e-06,2.0286124160119858e-23,5.523912526653999e-19,8.829169033455173e-13,9.320804253150895e-19,8.522806319832503e-21,1.2813387976344534e-29,5.016085542846141e-19,1.0047168657608596e-21,2.1888599604082187e-25,6.098564935032524e-21,1.549170755268317e-19,2.0464186992173228e-19,1.4924345392940727e-19,3.5221963955575006e-22,3.4405344921811514e-24,5.505713767505982e-22,1.80774604641453e-25,2.2296536367752996e-27,6.561941934347567e-22,1.582325867786224e-31,9.013183485517193e-15,1.0755959705357926e-34,7.605411464358624e-39,3.851605342412857e-33,6.562945827700138e-32,3.7601703731269824e-33,1.385120298846754e-26,5.1653002317968234e-39,5.069823349086264e-35,6.737578311778416e-35,1.118145958686446e-27,1.9066290071422824e-35,6.4422273350357374e-40,1.0281003345659556e-26,4.907082620356922e-35,1.566328833214523e-40,6.449425460220223e-43,3.69344715466014e-26
1.0269769805902542e-12,0.7338319152032691,2.7997438381624005e-16,2.6832090033300037e-18,1.5924466191799772e-22,3.1743371054185257e-22,0.0,0.0,9.064558005402531e-13,5.366345549707351e-22,4.93705978090609e-25,5.742350945886993e-25,9.12061733737783e-29,1.8315140487069612e-41,1.005178857509489e-27,4.544780931795194e-19,5.457907379462543e-26,5.826132427602048e-19,1.0464846596166687e-46,1.034103254030926e-38,4.128498506829344e-43,2.4411689390417125e-42,9.255877841138257e-15,3.4547586579352405e-40,3.724866992511373e-33,2.4290903624424824e-50,2.118762864345014e-56,4.023006306683383e-45,5.5712127562937e-57,1.8783695216082308e-53,5.453934486571842e-32,7.781313660002932e-58,2.991757365004238e-56,5.070530275738921e-61,3.76,0.0,0.7915886267449659,0.9999978682566407,8.182363109481726e-26,6.769745671119628e-33,1.6826332858317495e-08,1.682633286125458e-08,2.1317424526986316e-06,2.153385761693089e-23,5.826129931959307e-19,9.067352972947211e-13,9.830481433149225e-19,8.988820960528921e-21,1.387411992097752e-29,5.29036894779875e-19,1.0597198653815295e-21,2.308556359663872e-25,6.432011032357397e-21,1.6338823344617767e-19,2.1583196404777416e-19,1.5740433744397744e-19,3.7148101875347335e-22,3.7253350520962704e-24,5.80677487233272e-22,1.906679221888137e-25,2.4141916862135817e-27,6.920753885118375e-22,1.707445649304136e-31,9.2563319491236e-15,1.192767862369725e-34,8.43389198679967e-39,4.171161120051247e-33,7.106162241684477e-32,4.0714854276629945e-33,1.4997825626747385e-26,5.7279037846628434e-39,5.622067454493959e-35,7.295336196414825e-35,1.2106759467001718e-27,2.0644785342022293e-35,7.092574535404792e-40,1.1132091319994735e-26,5.441517842915782e-35,1.7370078798055186e-40,7.29697976885391e-43,3.999169582003358e-26
1.3988677410891173e-12,0.7338319160086915,3.8136476674906233e-16,3.655457950924522e-18,2.9573342173770015e-22,5.891527952956536e-22,0.0,0.0,1.2347027260852655e-12,9.956581322831475e-22,1.2407335748309036e-24,1.4431113499576149e-24,2.292780595019848e-28,4.602745728943486e-41,1.864954585175315e-27,8.432161641333655e-19,1.3716379620582095e-25,1.0813732062790744e-18,4.675876801281498e-46,3.499681969842935e-38,1.8535339318023374e-42,1.0959864920710595e-41,1.2607408843566647e-14,1.1582081858637197e-39,9.381535145433256e-33,1.1289959351400515e-49,1.2108663698523343e-55,1.8007072078557236e-44,3.632387662251087e-56,1.1029483501600696e-52,1.371026527621105e-31,4.5771848152920507e-57,1.7570862215379653e-55,3.8886629136895723e-60,3.76,0.0,0.7915886206514522,0.999997097714326,2.056323404157849e-25,2.2690455227179984e-32,2.291951483782508e-08,2.2919514843274887e-08,2.9022844390916898e-06,4.345954096547988e-23,1.0813725790984865e-18,1.2350832046753608e-12,1.823923101451827e-18,1.6676959025583486e-20,3.48674120320049e-29,9.815503802332347e-19,1.9677840229144727e-21,4.283386943554071e-25,1.1932940882897272e-20,3.031473025358153e-19,4.004475936055466e-19,2.920441379207961e-19,6.892726330260709e-22,9.361783159460994e-24,1.077373212650033e-21,3.5396985488974255e-25,6.0657627907403114e-27,1.284044226566979e-21,4.1462551975506795e-31,1.260825137390843e-14,3.997085291434202e-34,2.8261383423488384e-38,1.0510115692698523e-32,1.7855676462891166e-31,1.0233443875401479e-32,3.769061418817904e-26,1.9190302700120525e-38,1.8837761216559177e-34,1.8334109437418143e-34,3.0413885019697893e-27,5.18875216601248e-35,2.1440109875042196e-39,2.7976159244832827e-26,1.8231804676450316e-34,5.823371007481289e-40,3.189744047240399e-42,1.0049506866931332e-25
1.7707585015879803e-12,0.7338319168141137,4.827581053735124e-16,4.628027369033672e-18,4.743196874059043e-22,9.443588880498082e-22,0.0,0.0,1.562949392874475e-12,1.5954213924870087e-21,2.5110855809716337e-24,2.9206719885993977e-24,4.64163661495626e-28,9.31529482345338e-41,2.988317213395042e-27,1.3511339868274107e-18,2.7760392472036107e-25,1.7334250533819246e-18,1.4623750687819375e-45,8.861593207397229e-38,5.81735780809549e-42,3.4397704944381705e-41,1.5958820639067166e-14,2.920435344842825e-39,1.9027874576694683e-32,3.661342433695539e-49,4.559648537013061e-55,5.639216436943694e-44,1.5441491041241047e-55,4.25862193935393e-52,2.7755702178907973e-31,1.7703869304487912e-56,6.785772427918352e-55,1.845963667760712e-59,3.76,0.0,0.7915886145579385,0.9999963279197308,4.1617584822642245e-25,5.720192788922246e-32,2.901269676991552e-08,2.9012696778648836e-08,3.672078706098319e-06,7.52780163624278e-23,1.7334237840487483e-18,1.56343073099684e-12,2.9226163949627227e-18,2.672172312376309e-20,7.05678258488591e-29,1.5727973192119622e-18,3.1557210337624137e-21,6.863849729257136e-25,1.9119723014774038e-20,4.857582669113846e-19,6.416661949335622e-19,4.679655107716416e-19,1.1045340595166975e-21,1.8946632394840697e-23,1.7263581935632213e-21,5.675310489095076e-25,1.2273662674419972e-26,2.057501161305471e-21,8.219794334616766e-31,1.5960170675502076e-14,1.0074686054346188e-33,7.122958775549644e-38,2.1330052715525824e-32,3.6131967073077635e-31,2.0713904713857593e-32,7.628006534064721e-26,4.835854260104476e-38,4.747506563852044e-34,3.71062510231341e-34,6.153079218967046e-27,1.0502375034230035e-34,4.9262741837790785e-39,5.662030832567281e-26,4.595165652546524e-34,1.4683819102226635e-39,9.830819328726572e-42,2.033774187237019e-25
2.514540022585706e-12,0.7338319184249588,6.855536576250693e-16,6.574130654380469e-18,9.582568396134822e-22,1.905565670978927e-21,0.0,0.0,2.219441951167841e-12,3.2171664636281818e-21,7.179571021733512e-24,8.350638599743641e-24,1.3279381369058676e-27,2.6633384643508505e-40,6.025752843897855e-27,2.7244896487551012e-18,7.93723609389398e-25,3.498100490246675e-18,8.618131795594931e-45,3.6205621413974065e-37,3.437940365594753e-41,2.032821682406045e-40,2.2661286627034743e-14,1.1895569018358014e-38,5.465459446478824e-32,2.3345310323848082e-48,3.959170241090271e-54,3.327761787411161e-43,1.670393204748861e-54,3.670483151055358e-51,7.940612936589078e-31,1.5326299884436949e-55,5.852201689557754e-54,2.336231566911915e-58,3.76,0.0,0.7915886023709114,0.9999947905707937,1.1899238680325973e-24,2.3287533388941744e-31,4.119906049184426e-08,4.119906050945768e-08,5.209426986844748e-06,1.7456296573584577e-22,3.498096861031596e-18,2.2201246414611437e-12,5.8934579811606534e-18,5.387996841171221e-20,2.0176805505426282e-28,3.1714717478651844e-18,6.373959975458288e-21,1.3841927586773333e-24,3.8549380340448574e-20,9.795373114257088e-19,1.2939094420781144e-18,9.436530430464389e-19,2.2275281607087607e-21,5.417006720436758e-23,3.481193568004187e-21,1.145790841480493e-24,3.5075979139629807e-26,4.1488531119217756e-21,2.2954453944870174e-30,2.2664008909115842e-14,4.0997218709156506e-33,2.8982279184061227e-37,6.136616599032795e-32,1.0327213454945374e-30,5.924083729352964e-32,2.1809062334923097e-25,1.966814209950652e-37,1.9313618006636897e-33,1.0609459447665035e-33,1.7578516627984302e-26,3.0034050574353275e-34,1.6638232350915329e-38,1.6188689712715033e-25,1.8702328972879748e-33,5.981156087317777e-39,5.755951983275753e-41,5.814343100149048e-25
