Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512)
6.757044333670302e-05,0.8204862813956905,0.0005664056821117595,0.00020933219352011953,0.00028918824307062007,0.018775315634092675,0.0,0.0,0.00417698993280553,0.0005542231782887905,0.04519896152506251,0.0019649719842592586,0.00037344064579052674,3.543133496621339e-11,2.910737591456445e-08,5.1055896042289435e-06,0.00028163719335419214,0.013549786197710223,1.2601089828609319e-09,4.1412098222613554e-10,4.0488816431549615e-08,9.217263369314701e-11,1.5516244034342835e-07,4.2290336278955194e-06,1.9866103459586475e-07,4.953634749747143e-07,9.691828109623984e-10,2.5318562529876726e-06,2.2720257361363246e-06,5.803484559502759e-09,5.865054209715927e-07,1.652884948461329e-10,5.834733295430679e-10,3.992522348144903e-07,3.76,0.0,0.17664898774481683,0.9338404616467237,0.03629038720710067,0.0015200784232768014,0.5257084230771589,0.5968993172349837,0.0007441065987279378,4.298726513566701e-11,0.01947835722678342,0.001202501688643997,0.004475852503357038,5.99510945678517e-08,1.7606436844817614e-08,1.6444484329618736e-05,0.00024707497201611014,0.002274486150856704,5.898686738993132e-09,0.0027925547924533257,0.0001276819518284593,4.2756295022265124e-05,0.0341742786307274,0.013328054308236383,0.00043596432172739283,4.2855303896815484e-05,0.0009543828530014398,3.2291297445496666e-05,0.0025169888345980586,0.00354183715793005,1.311276985125412e-06,2.2005400383917703e-11,3.832859353989951e-06,4.1060811166614195e-08,0.0029809824140523238,1.0724045542713264e-07,3.1134402560401014e-12,5.048323509579387e-08,2.8234198642546588e-06,4.0602770271185285e-09,4.554605155919542e-07,1.3001045751372933e-10,9.760662568429148e-06,2.6171704322289633e-05,0.0008286125498200092,2.6198258958761766e-09,1.0608340785096605e-08
6.790099667131716e-05,0.8208126741751188,0.0005719752595674632,0.00021178615891932778,0.00029353605502542557,0.019104228377333027,0.0,0.0,0.004186718820987786,0.0005616658149072254,0.046216165913201275,0.0020072836494968538,0.000378723585941691,3.662812476068543e-11,2.9755579483074977e-08,5.170941488882953e-06,0.000284971682474691,0.013721908905403821,1.3238551353149347e-09,4.220155276136013e-10,4.257497584282486e-08,9.488847243457418e-11,1.5721625169028998e-07,4.374851137058515e-06,2.014140327671181e-07,5.168732118737638e-07,1.0152544580476368e-09,2.618430183855082e-06,2.3376065494261675e-06,5.987605014402448e-09,5.963718415376395e-07,1.6979395100422478e-10,6.071153150711643e-10,4.12729879503104e-07,3.76,0.0,0.17508286308788915,0.932525807318985,0.03708356158219961,0.0015447333658452187,0.5256810124585862,0.5982616179086702,0.0007430590700892629,4.290744507094612e-11,0.019959416278193056,0.0012046044817156235,0.004549916847024852,5.994762117203206e-08,1.7897828222945323e-08,1.6496019213376003e-05,0.00024805076405358764,0.002311281204448128,5.974598480841077e-09,0.0028331281057886624,0.0001288384757497489,4.297099224221518e-05,0.03479116840242186,0.01347426768099493,0.0004421864792477857,4.346980540342625e-05,0.0009666352058726815,3.2594556893411275e-05,0.002538894033783929,0.0036081545122874426,1.3257237072880297e-06,2.2247777873573758e-11,3.895623317782859e-06,4.1732073683007174e-08,0.003048413926832153,1.0800294354245533e-07,3.1477275708388956e-12,5.1052724932729896e-08,2.8629538240064385e-06,4.077914823061266e-09,4.58621257104278e-07,1.3213628486754017e-10,9.869110053122187e-06,2.6814699691928783e-05,0.000851803620149534,2.679352155037754e-09,1.0623674145876347e-08
6.823155000593129e-05,0.8211395419179708,0.0005775461086314403,0.00021423362844132915,0.0002978805526802154,0.019436794607979674,0.0,0.0,0.004195722633212067,0.0005690062778861692,0.047247709592502816,0.0020501263719782687,0.0003839984377100784,3.785226291050369e-11,3.0409953942542775e-08,5.2361572338410115e-06,0.000288313101606799,0.01389354941319419,1.3902779256078829e-09,4.300410417564997e-10,4.475358109304678e-08,9.765423322917215e-11,1.5926692383852488e-07,4.52415083209134e-06,2.041468923281549e-07,5.390944901877459e-07,1.0630582340896705e-09,2.7072091472474555e-06,2.4044113325494993e-06,6.175992686223532e-09,6.062239026296368e-07,1.743674928350021e-10,6.314905451390932e-10,4.2652520009933563e-07,3.76,0.0,0.17352605847593108,0.9311951277331544,0.03788691883898412,0.0015695282304497575,0.5256287283710646,0.599616057771238,0.0007419987723934721,4.282490641375411e-11,0.02044889198006992,0.0012065528224387827,0.004625154650873048,5.993511617541655e-08,1.819385083216247e-08,1.6545857339228702e-05,0.0002489703185556364,0.002348128687912262,6.050824833046855e-09,0.0028738864326972465,0.0001299872900205404,4.318279048978347e-05,0.03541276339240321,0.013620438418846342,0.00044839679137544504,4.408334491740462e-05,0.000978807506927352,3.289606043358341e-05,0.0025606467203718726,0.0036747182229539877,1.3399783239466827e-06,2.24869304960808e-11,3.958615066485543e-06,4.240574672749159e-08,0.0031167204478685638,1.0875340223494503e-07,3.181558524151336e-12,5.1615409604781396e-08,2.9027975203049313e-06,4.094787958259127e-09,4.61732900569549e-07,1.3426061526654433e-10,9.97747630098745e-06,2.746442309021671e-05,0.0008753564862233423,2.7392725695068447e-09,1.0637621794647401e-08
6.856210334054543e-05,0.8214668810366503,0.0005831178710872282,0.00021667390520257226,0.0003022201252130489,0.019773008856145604,0.0,0.0,0.004204006502846921,0.0005762398388069143,0.048293558113302895,0.0020934968270586037,0.0003892631890118125,3.9103945107849846e-11,3.1070353116671645e-08,5.301216632479921e-06,0.00029166113961825475,0.014064639303754962,1.4594572312540762e-09,4.381982704490283e-10,4.702786992989182e-08,1.0046992877886202e-10,1.6131380393252055e-07,4.676957943975042e-06,2.0685849787268837e-07,5.620401868438674e-07,1.1126366203732702e-09,2.79822318202532e-06,2.4724450706439645e-06,6.368689519620042e-09,6.160568563428378e-07,1.7900844737078066e-10,6.566115526410045e-10,4.406407105341829e-07,3.76,0.0,0.17197858392656185,0.9298485116694717,0.03870038876773307,0.001594459350408979,0.5255517291170101,0.6009627178977403,0.0007409257763722496,4.2739678595981015e-11,0.02094679974635312,0.0012083477971338123,0.004701571499059825,5.991367805740895e-08,1.849452736010997e-08,1.659400937370025e-05,0.0002498336250602964,0.0023850162730937145,6.127352903387158e-09,0.00291482277763869,0.00013112820792945812,4.339170320681889e-05,0.03603896141082544,0.013766538542304866,0.00045459293666387334,4.469569924014215e-05,0.0009908941472925245,3.319575551352387e-05,0.0025822442396029087,0.0037415044729990224,1.3540331128634289e-06,2.2722728708866984e-11,4.021817274124882e-06,4.308164492330259e-08,0.0031858933765336367,1.0949168477898639e-07,3.2149147919821844e-12,5.217099288316764e-08,2.9429454721105293e-06,4.110896185389171e-09,4.6479496519417577e-07,1.3638244234165325e-10,1.0085745863289919e-05,2.8120683855612927e-05,0.0008992669124038055,2.799561641744314e-09,1.065019544156122e-08
6.889265667515957e-05,0.8217946872182283,0.0005886901920189008,0.00021910630056476936,0.0003065531710355175,0.020112864538241494,0.0,0.0,0.00421157593896376,0.0005833618901060821,0.0493536710820747,0.0021373914638572462,0.0003945158338661851,4.0383358425755716e-11,3.1736627857330034e-08,5.3660996735923455e-06,0.00029501548194194515,0.014235110338994057,1.5314736333536528e-09,4.464878986463476e-10,4.940115136103959e-08,1.0333555431453038e-10,1.633562440885082e-07,4.833296021277166e-06,2.0954775569355458e-07,5.857229700989041e-07,1.1640321874963774e-09,2.891501981790479e-06,2.5417124053226325e-06,6.565735911745612e-09,6.258659791448461e-07,1.8371608989643636e-10,6.82490681500952e-10,4.550787856325579e-07,3.76,0.0,0.17044044981878723,0.9284860548251754,0.03952389639245658,0.0016195230354429685,0.5254501791855334,0.6023016785071547,0.0007398401582688723,4.265179199832808e-11,0.02145315130571028,0.0012099905811564528,0.004779172437766856,5.988341058719758e-08,1.8799878376613828e-08,1.66404869804352e-05,0.0002506407191128118,0.0024219316392223135,6.204169689723521e-09,0.0029559300821625106,0.00013226104758136883,4.359774558728195e-05,0.03666965852314271,0.013912540040628764,0.00046077261067981707,4.530664671382638e-05,0.0010028895977459461,3.349359067489608e-05,0.0026036840669852773,0.0038084893096196246,1.3678805473333097e-06,2.295504625239073e-11,4.085212506979469e-06,4.3759581767016145e-08,0.00325592355973612,1.1021765182005118e-07,3.247778514988473e-12,5.271918528842558e-08,2.9833919073509974e-06,4.126239802041559e-09,4.678070053945648e-07,1.3850076147395894e-10,1.0193903427846102e-05,2.878328629664086e-05,0.0009235303458225725,2.860193506386404e-09,1.0661407600842703e-08
6.92232100097737e-05,0.8221229554415496,0.0005942627195650599,0.00022153013469089022,0.00031087809932213857,0.020456353949863858,0.0,0.0,0.004218436810209103,0.0005903679501746941,0.05042800218866936,0.00218180650885647,0.00039975437436922247,4.169068009976072e-11,3.240862608666202e-08,5.430786558722242e-06,0.00029837581045597195,0.01440489453317451,1.6064083425356085e-09,4.549105492286203e-10,5.187680546128858e-08,1.062510880728403e-10,1.653936019772696e-07,4.993186893417338e-06,2.1221359436102734e-07,6.101552813084668e-07,1.2172875576454363e-09,2.987074874229653e-06,2.6122176318613765e-06,6.76717065300392e-09,6.356465777624871e-07,1.884896441265022e-10,7.091400707056156e-10,4.6984165739039405e-07,3.76,0.0,0.16891166682568517,0.92710785973474,0.040357362041993736,0.0016447155740060685,0.5253242491760406,0.6036330189503598,0.0007387419997746602,4.2561277929145454e-11,0.021967954691753853,0.0012114824359525397,0.004857961968867059,5.984442261048702e-08,1.910992230759187e-08,1.6685302781181204e-05,0.00025139168130885076,0.0024588624857628397,6.2812620877710124e-09,0.0029972012291098475,0.0001333856318284292,4.3800934489725504e-05,0.03730474914316584,0.014058414886380972,0.0004669335282248687,4.591596742686075e-05,0.001014788414729019,3.378951555165565e-05,0.002624963806719261,0.0038756486713065713,1.38151330494387e-06,2.318376029632641e-11,4.148783240810796e-06,4.4439369811121986e-08,0.003326801299144748,1.10931171349446e-07,3.280132319081693e-12,5.3259704421170464e-08,3.0241306709449195e-06,4.140819638468699e-09,4.707686104577731e-07,1.4061457100474585e-10,1.0301933813679318e-05,2.945202994200113e-05,0.0009481419200919824,2.9211419645849932e-09,1.0671271558284677e-08
6.955376334438784e-05,0.8224516799844571,0.0005998351045202186,0.0002239447370530512,0.0003151933315247979,0.020803468259510686,0.0,0.0,0.004224595328812464,0.0005972536682193952,0.051516499238346995,0.002226737969676532,0.00040497682261518466,4.302607714689006e-11,3.3086192911486726e-08,5.495257717024217e-06,0.00030174180337362306,0.014573924225378626,1.6843431222411076e-09,4.6346678182214574e-10,5.4458283123343625e-08,1.0921649158209077e-10,1.6742524132155762e-07,5.156650635487275e-06,2.148549652116839e-07,6.353493167705336e-07,1.2724453657147252e-09,3.084970800626453e-06,2.68396469646724e-06,6.973030869925215e-09,6.453939948398303e-07,1.9332828258534195e-10,7.365716384870399e-10,4.849314113590409e-07,3.76,0.0,0.16739224584768822,0.9257140356843966,0.04120070142482596,0.001670033235596715,0.5251741157165484,0.6049568176985445,0.0007376313879608772,4.246816860232609e-11,0.022491214236688165,0.001212824706168743,0.004937944044009908,5.979682784440039e-08,1.9424675410701185e-08,1.6728470320611666e-05,0.0002520866363045319,0.0024957965450878284,6.358616898831391e-09,0.0030386290467999968,0.0001345017882367951,4.400128835371925e-05,0.037944126126650664,0.014204135049998333,0.00047307342553591387,4.652344341969416e-05,0.001026585246157652,3.408348087168655e-05,0.002646081190023894,0.00394295841485083,1.3949242758833167e-06,2.340875157920423e-11,4.212511877967797e-06,4.512082084760555e-08,0.003398516358949955,1.1163211864022111e-07,3.3119593352108907e-12,5.37922752803827e-08,3.065155310156737e-06,4.1546370459120626e-09,4.736794041751539e-07,1.4272287344848724e-10,1.0409821971039324e-05,3.0126709793497428e-05,0.0009730964593838736,2.9823805202810706e-09,1.0679801340887858e-08
6.988431667900197e-05,0.8227808544348647,0.0006054069999673558,0.00022634944695324567,0.00031949730283283197,0.021154197503231643,0.0,0.0,0.004230058034779042,0.0006040148287959289,0.05261910419041813,0.0022721816390913166,0.0004101812025918533,4.43897067968162e-11,3.376917080817148e-08,5.559493821233272e-06,0.00030511313515313774,0.014742132151066853,1.7653602089634733e-09,4.721570917415078e-10,5.714910572920066e-08,1.122317103395185e-10,1.694505324242646e-07,5.323705535285972e-06,2.1747084278764822e-07,6.613170097061655e-07,1.329548220456394e-09,3.185218295615085e-06,2.756957193644581e-06,7.18335196964972e-09,6.551036143882448e-07,1.9823112698715924e-10,7.64797066337399e-10,5.003499831816133e-07,3.76,0.0,0.1658821979468298,0.9243046986187129,0.042053825708933984,0.001695472273035265,0.5249999613746698,0.6062731523322314,0.0007365084152042994,4.2372497113944425e-11,0.02302293056971942,0.0012140188166928313,0.00501912205961113,5.974074466592681e-08,1.9744151754497413e-08,1.677000402923346e-05,0.0002527257517821003,0.0025327215949057995,6.436220837494635e-09,0.003080206313205252,0.0001356093490559606,4.419882711627927e-05,0.0385876808656131,0.014349672514385016,0.00047919006241121064,4.712885888745902e-05,0.0010382748370130815,3.437543845361753e-05,0.0026670340733273225,0.0040103943421436385,1.4081065707678566e-06,2.362990453973018e-11,4.276380764519478e-06,4.5803746091258816e-08,0.0034710579743820347,1.123203762028388e-07,3.3432432179371305e-12,5.431663056444442e-08,3.1064590936360802e-06,4.167693884556879e-09,4.7653904444116565e-07,1.4482467667780067e-10,1.0517552982349054e-05,3.08071165842557e-05,0.000998388483026068,3.0438824165511574e-09,1.0687011685034786e-08
7.021487001361611e-05,0.823110471706004,0.0006109780610111918,0.0002287436140396859,0.00032378846361999703,0.021508530579781124,0.0,0.0,0.00423483178018621,0.000610647356138004,0.05373575320086654,0.0023181330991913648,0.00041536555208883787,4.5781716808194896e-11,3.4457399802049185e-08,5.623475804794053e-06,0.00030848947642119927,0.014909451513161504,1.849542231102055e-09,4.809819090896236e-10,5.995286477495184e-08,1.1529667486233674e-10,1.714688527279459e-07,5.494368061671757e-06,2.2006022530007468e-07,6.880700124507142e-07,1.3886386654770134e-09,3.287845467122231e-06,2.831198363634968e-06,7.3981675872461976e-09,6.647708671214573e-07,2.0319724871635014e-10,7.938277833176698e-10,5.160991552214313e-07,3.76,0.0,0.16438153428150987,0.9228799710423546,0.04291664160470067,0.0017210289247231339,0.5248019745641594,0.6075820995306631,0.0007353731791089459,4.227429741820173e-11,0.023563100618331712,0.0012150662696996072,0.005101498852433497,5.967629589950961e-08,2.0068363200120763e-08,1.6809919185644037e-05,0.0002533092373862964,0.002569625470545715,6.514060539333929e-09,0.0031219257601250773,0.00013670815117563986,4.439357212864502e-05,0.039235303383156915,0.01449499928952616,0.0004852812242641955,4.773200037500647e-05,0.0010498520347926783,3.4665341203789134e-05,0.002687820436431744,0.004077932226842672,1.4210535281152905e-06,2.384710744178671e-11,4.340372207308601e-06,4.648795636090255e-08,0.003544414860675083,1.129958337518587e-07,3.3739681630763326e-12,5.483251095867638e-08,3.1480349260333558e-06,4.179992510634152e-09,4.793472228285832e-07,1.4691899509039297e-10,1.0625112061375152e-05,3.149303703909869e-05,0.0010240122104065103,3.1056206707289494e-09,1.069291800498372e-08
7.054542334823025e-05,0.8234405240411324,0.0006165479444876912,0.00023112659873914817,0.00032806528083198576,0.021866455247320185,0.0,0.0,0.004238923713839618,0.0006171473179756929,0.05486637667534705,0.002364587725915965,0.0004205279245456333,4.720224409633782e-11,3.515071755153799e-08,5.687184876635794e-06,0.00031187049393146626,0.015075816051536548,1.936972123950473e-09,4.899415978369313e-10,6.287322137022218e-08,1.1841130105268174e-10,1.734795873199528e-07,5.6686528365361024e-06,2.2262213501792653e-07,7.156196789438516e-07,1.4497591395221018e-09,3.392879976750301e-06,2.906691089998237e-06,7.617509532573707e-09,6.743912358732587e-07,2.0822566936533328e-10,8.23674950555058e-10,5.321805534416636e-07,3.76,0.0,0.16289026604301549,0.9214399819095738,0.04378905145551656,0.001746699416850379,0.5245803494400296,0.6088837350621872,0.0007342257824180339,4.2173604301451177e-11,0.024111717617025824,0.001215968641452373,0.005185076696544424,5.960360859314895e-08,2.0397319388447817e-08,1.684823187787081e-05,0.0002538373435973735,0.002606496076831987,6.5921225685521265e-09,0.0031637800773419555,0.00013779803610030944,4.4585546067276426e-05,0.03988688242927765,0.01464008742712553,0.0004913447241015294,4.833265695914563e-05,0.0010613117945935777,3.495314312364733e-05,0.0027084383804543396,0.004145547840680014,1.433758721096655e-06,2.4060252487999657e-11,4.404468491055056e-06,4.7173262263329824e-08,0.003618575223217488,1.136583881424423e-07,3.4041189238019945e-12,5.533966540165775e-08,3.189875226346909e-06,4.191535764245018e-09,4.821036641160275e-07,1.4900485074248626e-10,1.0732484553089577e-05,3.218425414450838e-05,0.0010499615666897744,3.167568112367242e-09,1.0697536359280187e-08
7.087597668284438e-05,0.8237710030377748,0.000622116308530077,0.00023349777267128705,0.0003323262393898339,0.022227958120710753,0.0,0.0,0.004242341265970541,0.0006235109292532124,0.05601089932381389,0.0024115406936368903,0.0004256663908479894,4.86514141920347e-11,3.584895947486533e-08,5.750602533845712e-06,0.0003152558505196903,0.015241160111966074,2.0277330430061876e-09,4.990364550738608e-10,6.591390571514218e-08,1.2157549046759298e-10,1.7548212937287979e-07,5.846572607466317e-06,2.251556187039952e-07,7.439770472647766e-07,1.5129519358179857e-09,3.5003490202773755e-06,2.9834378972658915e-06,7.841407741404433e-09,6.839602607044748e-07,2.13315361401997e-10,8.543494460361461e-10,5.485956443391938e-07,3.76,0.0,0.1614084043923105,0.9199848665119623,0.04467095332959297,0.001772479965591731,0.5243352857921707,0.6101781337748328,0.0007330663329245421,4.207045335623654e-11,0.02466877111732613,0.0012167275793600258,0.005269857300061133,5.952281381151513e-08,2.0731027726790636e-08,1.68849589667996e-05,0.0002543103605963778,0.0026433213998415033,6.670393425589502e-09,0.0032057619167578173,0.00013887884988605752,4.477477285148781e-05,0.04054230557650708,0.014784909035213652,0.0004973784044873652,4.8930620434214944e-05,0.001072649184088046,3.523879929760315e-05,0.002728886125774959,0.004213216979558027,1.4462159640644993e-06,2.4269235929238064e-11,4.4686518951264076e-06,4.785947437189674e-08,0.00369352676784767,1.143079432683012e-07,3.433680826130112e-12,5.583785133985988e-08,3.231972228710082e-06,4.20232695577871e-09,4.848081257961457e-07,1.5108127449082117e-10,1.0839655932280946e-05,3.288054741517543e-05,0.0010762301886350857,3.229697418585287e-09,1.0700883419220647e-08
7.120653001745852e-05,0.8241018996482391,0.0006276828124069859,0.00023585651913395587,0.0003365698434064655,0.02259302466992658,0.0,0.0,0.004245092133328049,0.0006297345553948972,0.057169240223842545,0.002458986980032209,0.0004307790410885014,5.012934418795881e-11,3.655195899165428e-08,5.813710576065956e-06,0.0003186452050876925,0.015405418713252485,2.121908275492862e-09,5.08266710320983e-10,6.907871646559127e-08,1.247891318717191e-10,1.7747588060320333e-07,6.028138223728244e-06,2.276597479054867e-07,7.731528226858421e-07,1.578259162186437e-09,3.610279308648634e-06,3.0614409487140686e-06,8.069890227500905e-09,6.93473543594095e-07,2.184652487389631e-10,8.858618494044357e-10,5.653457321172585e-07,3.76,0.0,0.15993596039867172,0.9185147663562061,0.04556224111792308,0.0017983667792523129,0.5240669889296684,0.6114653695878084,0.0007318949433738164,4.196488095345468e-11,0.025234247004150376,0.0012173447987970413,0.005355841803523329,5.943404640197294e-08,2.1069493380741217e-08,1.6920118045060977e-05,0.00025472861708730944,0.0026800895182435423,6.7488595546683845e-09,0.003247863896503093,0.00013995044310521632,4.4961277556552224e-05,0.04120145931591344,0.01492943629274211,0.0005033801393971186,4.952568549039854e-05,0.0010838593881761305,3.552226589096176e-05,0.0027491620097924102,0.004280915489196835,1.4584193182742787e-06,2.4473958159845775e-11,4.532904710272272e-06,4.854640340422248e-08,0.0037692567121196834,1.1494441007407019e-07,3.462639782308512e-12,5.63268349528233e-08,3.2743178361767017e-06,4.212369852595872e-09,4.874603975436092e-07,1.5314730703674247e-10,1.0946611803804919e-05,3.358169316771492e-05,0.0011028114310835866,3.291981149977234e-09,1.0702976435535508e-08
7.153708335207266e-05,0.824433204203708,0.0006332471161665027,0.00023820223346053828,0.0003407946174899224,0.02296163921957238,0.0,0.0,0.004247184264486197,0.0006358147153025897,0.05834131288883033,0.0025069213711142683,0.0004358639863161335,5.163613975663926e-11,3.7259547608113635e-08,5.876491119219328e-06,0.0003220382125992873,0.015568527613038724,2.2195811502493998e-09,5.176325249794691e-10,7.237152003330047e-08,1.280521016917078e-10,1.7946025175857844e-07,6.213358614244909e-06,2.3013361935479842e-07,8.031573610614016e-07,1.6457227005936198e-09,3.7226970493073884e-06,3.1407020442356285e-06,8.30298303736684e-09,7.029267533863692e-07,2.2367420761333082e-10,9.18222427346776e-10,5.824319560090813e-07,3.76,0.0,0.15847294497946052,0.9170298290364561,0.04646280463554701,0.0018243560603808952,0.5237756695601059,0.6127455154835603,0.0007307117313618786,4.1856924214271134e-11,0.025808127515833022,0.0012178220799740733,0.005443030778631326,5.933744478474252e-08,2.1412719268826126e-08,1.69537274006068e-05,0.00025509247909876804,0.0027167886143514607,6.8275073512782e-09,0.0032900786050169546,0.00014101267080897376,4.514508633033235e-05,0.04186422915300386,0.01507364146413006,0.0005093478359960673,5.011764987984727e-05,0.0010949377134223987,3.5803500152533046e-05,0.002769264484637859,0.004348619290386194,1.4703630973488139e-06,2.4674323810116266e-11,4.597209255150609e-06,4.923386039994148e-08,0.003845751797081471,1.1556770641688144e-07,3.4909823039913588e-12,5.680639137565383e-08,3.316903782426623e-06,4.221668666059766e-09,4.900603006583696e-07,1.5520200002738095e-10,1.105333790229215e-05,3.4287464795121986e-05,0.0011296983737966667,3.354391787595817e-09,1.0703833205587895e-08
7.186763668668679e-05,0.8247649064237187,0.0006388088805466669,0.0002405343234430118,0.0003449991079542793,0.02333378494893644,0.0,0.0,0.004248625845417014,0.0006417480841091645,0.05952702534051186,0.0025553384663886676,0.00044091936023496914,5.317189520700383e-11,3.79715550257926e-08,5.938926607942863e-06,0.00032543452409470035,0.0157304233723968,2.320834945675348e-09,5.271339918217108e-10,7.579624982649829e-08,1.3136426432316148e-10,1.8143466303953818e-07,6.402240767443571e-06,2.3257635526429913e-07,8.340006525027982e-07,1.7153841660307528e-09,3.837627927837357e-06,3.2212226183143245e-06,8.54071020533457e-09,7.12315630434145e-07,2.2894106734162672e-10,9.514411190032265e-10,5.998552877438077e-07,3.76,0.0,0.15701936884101128,0.9155302081020004,0.04737252972559425,0.0018504440078527457,0.5234615436644608,0.6140186435003462,0.0007295168192299943,4.174662098103301e-11,0.026390391267387472,0.001218161264843836,0.00553142422797171,5.923315072909356e-08,2.176070606026093e-08,1.6985805977546897e-05,0.0002554023487699055,0.0027534069848985216,6.906323169621041e-09,0.0033323986051099386,0.0001420653925044368,4.532622630811153e-05,0.04253049970343627,0.015217496913768018,0.0005152794363645429,5.070631457788069e-05,0.0011058795922692162,3.608246041511211e-05,0.0027891921149038037,0.004416304403835951,1.4820418721486547e-06,2.4870241827375185e-11,4.661547892608446e-06,4.992165689374506e-08,0.003922998299486484,1.161777570443817e-07,3.5186955136386676e-12,5.727630489475302e-08,3.359721406257741e-06,4.230228037797088e-09,4.926076875060543e-07,1.572444170631863e-10,1.115982009275778e-05,3.499763304006178e-05,0.0011568838285967306,3.4169017680989804e-09,1.070347204058921e-08
7.219819002130093e-05,0.8250969954317467,0.0006443677667010626,0.00024285220966908743,0.0003491818840214221,0.023709443893267186,0.0,0.0,0.00424942528536934,0.0006475314956295146,0.06072628018683979,0.0026042326841747257,0.0004459433208544574,5.47366946952666e-11,3.8687809342835756e-08,6.000999827095694e-06,0.00032883378672389474,0.01589104341879135,2.4257527960639718e-09,5.367711346241761e-10,7.935690541630894e-08,1.3472547316836765e-10,1.833985444949964e-07,6.594789713438379e-06,2.3498710361995092e-07,8.656923054428691e-07,1.7872848659960457e-09,3.9550970900078095e-06,3.3030037381116103e-06,8.783093713549033e-09,7.216359909732863e-07,2.342646112447231e-10,9.855275218516512e-10,6.176165291901242e-07,3.76,0.0,0.15557524242090848,0.9140160629191341,0.048291298366886566,0.0018766268189146197,0.5231248323666221,0.6152848247254527,0.0007283103339546179,4.1634009787535936e-11,0.026981013277784797,0.0012183642540142816,0.005621021585213854,5.9121309136058287e-08,2.211345217519024e-08,1.701637333874956e-05,0.0002556586631170538,0.002789933051476316,6.985293329996311e-09,0.0033748164379973048,0.00014310847211801398,4.550472553262629e-05,0.04320015478846034,0.01536097512045659,0.0005211729191751364,5.12914839424488e-05,0.001116680586997566,3.635910609327316e-05,0.0028089435753023135,0.004483946974555897,1.493450475136305e-06,2.5061625549314747e-11,4.725903045734628e-06,5.060960508674993e-08,0.004000982044555735,1.1677449352123363e-07,3.5457671549071425e-12,5.773636912851431e-08,3.402761713140149e-06,4.238053025969841e-09,4.951024409284754e-07,1.5927363470154036e-10,1.1266044371600832e-05,3.571196626954489e-05,0.0011843603468920303,3.479483519130861e-09,1.0701911733659909e-08
7.252874335591507e-05,0.8254294597699267,0.000649923435950104,0.0002451553258576635,0.00035334153892749537,0.024088596946311925,0.0,0.0,0.004249591203111832,0.0006531619444529732,0.061938974706166695,0.0026535982671107754,0.0004509340520822542,5.6330611773575675e-11,3.940813718636305e-08,6.062693912988567e-06,0.00033223564379858633,0.016050326107013433,2.5344175967784166e-09,5.465439078603731e-10,8.305755161485395e-08,1.38135571565188e-10,1.8535133641637197e-07,6.791008509052667e-06,2.3736503845726178e-07,8.982415312544074e-07,1.8614657601658008e-09,4.075129124325002e-06,3.3860461016849863e-06,9.030153453064313e-09,7.308837313867061e-07,2.396435776036899e-10,1.020490877947677e-09,6.357163102168454e-07,3.76,0.0,0.15414057583203275,0.9124875585262879,0.04921898878562804,0.0019029006911835758,0.522765761796668,0.6165441292892003,0.0007270924070319615,4.151912982839613e-11,0.027579965001987762,0.0012184330036030078,0.00571182171614923,5.900206781858614e-08,2.2470953787905403e-08,1.7045449627332383e-05,0.00025586189278024586,0.0028263553705614427,7.064404126103848e-09,0.0034173246272932462,0.00014414177794596617,4.56806128718038e-05,0.04387307752991392,0.01550404869177212,0.0005270263012866719,5.187296586570024e-05,0.001127336393408123,3.663339767887847e-05,0.0028285176482093833,0.004551523295660085,1.504584004206834e-06,2.5248392768175754e-11,4.7902572136712366e-06,5.129751801522701e-08,0.004079688419386298,1.1735785414091583e-07,3.5721856017198133e-12,5.818638718826402e-08,3.446015507466112e-06,4.245149091536346e-09,4.975444736270675e-07,1.6128874341923465e-10,1.1371996865611893e-05,3.643023075137189e-05,0.0012121202276537601,3.542109494513027e-09,1.0699171526862434e-08
