Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131)
1.223914333411005e-11,0.4698031688757515,1.2973370184200797e-20,3.9748730109589767e-25,1.1574682478683798e-25,1.7195211310255002e-26,0.0,0.0,1.859324665520959e-15,1.7168127748303533e-25,1.0551123867553293e-28,1.4009323961573994e-28,1.889073516349223e-34,2.5195782260619776e-47,5.76093587172143e-34,6.178849175423265e-24,1.8678648503155188e-17,6.15327111852423e-23,1.3154113894184046e-56,6.571046592400109e-52,2.2195442690618943e-52,1.1275198214413292e-51,7.04318367956075e-21,1.0956714784015136e-42,2.8213034666865105e-27,4.1390648620797565e-54,2.1809849952385277e-54,2.0337880648972045e-41,3.6494327868704735e-38,2.99622198713779e-40,4.692423751117359e-34,4.164026099660129e-54,1.1247015327085567e-58,4.986479366251261e-56,3.76,0.0,0.5799680508727073,0.9999992639314158,1.862885537301227e-29,2.5598432281707632e-24,4.868392895599543e-12,4.868392895661028e-12,7.360685822632283e-07,8.859739824585237e-27,6.142845361852478e-23,1.8593360326974892e-15,3.8909716126824824e-27,1.5640325523402084e-21,7.831160596691663e-42,4.2662011950035825e-23,5.372086374841567e-28,5.219852856811839e-31,1.8626160683103806e-29,9.624942579139906e-28,8.784730641055898e-24,2.7273492126656817e-24,8.840110785907915e-26,1.2616102527435875e-28,3.066361777604346e-28,1.4360831411170435e-35,1.359708559005095e-32,4.6546290538409185e-29,5.904377470100774e-41,7.049698949163357e-21,1.9388471796581992e-38,6.479465573296923e-43,2.2198236384476536e-37,3.186744080454763e-36,1.0054891078141105e-40,1.3624728375244616e-28,6.839417299897953e-43,2.9503891280948865e-27,5.951478071981365e-47,1.0679242679691597e-35,1.4354393188813893e-43,2.7991197901137803e-47,7.382622089508693e-33,2.7993148353605358e-42,9.652896202358133e-32,4.6589551099194346e-48,3.2945879393001356e-28,4.003225407580317e-51,4.833435091520462e-43,2.9191085917856283e-43,1.4072666639838225e-42,2.1729381985233894e-51,4.235405136399222e-49,8.746266205566837e-24,4.691976391654547e-45,1.267722803466669e-44,5.709107707906588e-34,2.1308557828694548e-32,2.2983456540520933e-66,8.470325939921074e-72,5.9881068592039515e-30,9.243495077177867e-49,2.0934248405438216e-42,1.867865083685161e-17,6.5290150198804765e-49,1.5897519232292228e-60,8.839973945522824e-26,2.7122862493246356e-65
1.4214069709909823e-11,0.46980316887582046,1.5066819879801284e-20,4.644262811854662e-25,1.5613367231672783e-25,2.3205585969530735e-26,0.0,0.0,2.1593479321841447e-15,2.3155691135808157e-25,1.652507093736039e-28,2.2364081150448043e-28,2.9614936163687714e-34,3.946144198197568e-47,7.769269949869721e-34,8.332288936930308e-24,2.1692662512897915e-17,8.308587291285157e-23,2.7485764546488254e-56,1.0307074248796756e-51,4.6369996399151446e-52,2.3555136757385398e-51,8.17852454887922e-21,1.9848547688570144e-42,3.8052463624783285e-27,8.648868602718329e-54,3.950652135185094e-54,3.18723372704996e-41,5.71646662613327e-38,4.693277385068114e-40,7.350088857006145e-34,8.700627902028527e-54,2.3494301965048574e-58,1.0427627422798303e-55,3.76,0.0,0.5799680508719214,0.9999991474769454,2.9176784726443746e-29,3.4526153037798865e-24,5.653964015621551e-12,5.653964015704573e-12,8.525230524330102e-07,1.2025335467534346e-26,8.294524282075133e-23,2.1593608326639382e-15,5.247988702982449e-27,2.109474243205674e-21,1.2266717793153628e-41,5.754062484826236e-23,7.266685713275309e-28,7.04395340478677e-31,2.5119949703432962e-29,1.298176484125489e-27,1.0209485896004572e-23,3.67853977613588e-24,1.1923193726679387e-25,1.9761721789085748e-28,4.135757649807371e-28,2.2185848101176723e-35,2.1297881317282866e-32,6.27797176637694e-29,9.833949044678639e-41,8.18731129490381e-21,3.512270488681544e-38,1.173566370464315e-42,3.573685716511224e-37,4.981487806964927e-36,1.5752690049514047e-40,1.8385136542421773e-28,1.2369794008905541e-42,4.616643598257013e-27,9.322383203083415e-47,1.6687903517847132e-35,1.937757675487777e-43,4.406731733755633e-47,9.964858535810944e-33,5.070989857175627e-42,1.5120281385026097e-31,9.692075840973006e-48,5.1606049617924245e-28,8.323124166117698e-51,7.932077303698967e-43,5.288114932562251e-43,2.3015595693578873e-42,4.0739148019262477e-51,7.951862392757574e-49,1.0157606846213846e-23,8.499834152724357e-45,1.9890917939512016e-44,9.09667630773922e-34,3.335705810843598e-32,5.44543958001579e-66,2.012602177583081e-71,9.379654102713222e-30,1.922995655382371e-48,3.281826614857501e-42,2.1692665660495325e-17,1.1827754493686897e-48,3.322212435812885e-60,1.1923007063284445e-25,5.668048563933963e-65
1.8163922461509368e-11,0.4698031688759588,1.925375952178586e-20,6.006529079719608e-25,2.5502585748929066e-25,3.793802224325713e-26,0.0,0.0,2.7593943610985094e-15,3.7812909720191184e-25,3.4474778454274055e-28,4.841761601308688e-28,6.19012897099866e-34,8.232506627894156e-47,1.2684322761874168e-33,1.3601615909711744e-23,2.772069011573923e-17,1.359798990050979e-22,9.259172870661e-56,2.1567725745226687e-51,1.5615253124340746e-51,7.931905210024791e-51,1.0448241991706853e-20,5.263586165390059e-42,6.2138599360946804e-27,2.9137026958655804e-53,1.047502693885474e-53,6.657314612474505e-41,1.1928923273599653e-37,9.793764628565474e-40,1.5337419909996863e-33,2.9308568131301557e-53,7.912422904595728e-58,3.518623058849821e-55,3.76,0.0,0.5799680508703496,0.9999989164687619,6.087078331811157e-29,5.638071279134188e-24,7.225106255652596e-12,7.2251062557884705e-12,1.083531235232763e-06,1.9881560941878391e-26,1.3575021417996542e-22,2.759410077354973e-15,8.569890556871228e-27,3.444639932870824e-21,2.5597753833058236e-41,9.396233078454134e-23,1.1934656816362466e-27,1.1514505268181531e-30,4.1013075476779966e-29,2.1199110790819143e-27,1.3065030126536442e-23,6.0069995215624326e-24,1.9470410671920019e-25,4.123765619867159e-28,6.753535483367243e-28,4.542770913538403e-35,4.4441285121088904e-32,1.0251812359313436e-28,2.2971945363625433e-40,1.0462588036078225e-20,9.313928231771674e-38,3.110989347792419e-42,7.85866024986373e-37,1.035271329826516e-35,3.2883536064654803e-40,3.0050887571690944e-28,3.2695432699746146e-42,9.613676571888508e-27,1.945360862270715e-46,3.4657270644952754e-35,3.170594610995437e-43,9.258835567047635e-47,1.6296867155316123e-32,1.3447410025248766e-41,3.15524687209589e-31,3.24434070114907e-47,1.0768833076149172e-27,2.78385010641811e-50,1.8061133292998184e-42,1.4023610814520622e-42,5.2064583362916005e-42,1.1537062674956125e-50,2.2583164461116485e-48,1.2980313229768982e-23,2.254109963967622e-44,4.164652892369456e-44,1.9624499714656044e-33,6.952227059960204e-32,2.2915000575481705e-65,8.500315379620159e-71,1.957268364086533e-29,6.437378794112393e-48,6.859574166247356e-42,2.772069525572061e-17,3.1366564073544e-48,1.119437816819795e-59,1.9470098999652049e-25,1.909880247084521e-64
2.2113775213108913e-11,0.46980316887609697,2.3440753379430975e-20,7.400216092882177e-25,3.780906072901236e-25,5.629633397372578e-26,0.0,0.0,3.3594406520576903e-15,5.604625002351891e-25,6.219351628340362e-28,9.05351551485824e-28,1.1188539682293616e-33,1.4851718458178989e-46,1.879656439142574e-33,2.0153051370013158e-23,3.37487171630551e-17,2.019930251358226e-22,2.462130566593466e-55,3.902684875593745e-51,4.150853333429781e-51,2.1083810464375065e-50,1.2716674317510867e-20,1.1534636951470025e-41,9.210098031114505e-27,7.748273066646707e-53,2.2951448210970226e-53,1.2024646030475341e-40,2.152588329460197e-37,1.7672958779557236e-39,2.7675668684889725e-33,7.793144579258063e-53,2.104030667083568e-57,9.371651177723262e-55,3.76,0.0,0.5799680508687779,0.9999986879719542,1.0981607318067195e-28,8.356742979048764e-24,8.796248495666272e-12,8.79624849586811e-12,1.3120280423982107e-06,2.982510449971536e-26,2.0165253039594915e-22,3.359458849675036e-15,1.270228264180018e-26,5.105491411610978e-21,4.61914423335437e-41,1.3926984778609673e-22,1.778988950624949e-27,1.7084321854341877e-30,6.07785071022494e-29,3.1421409524565598e-27,1.5928619114999867e-23,8.903563298719666e-24,2.885903039214459e-25,7.441322261769946e-28,1.0009938357053552e-27,8.096665896392068e-35,8.019050684366662e-32,1.5195187071183377e-28,4.591150195521518e-40,1.2737934176843315e-20,2.0410189269566843e-37,6.814872407815428e-42,1.4904781447392847e-36,1.8604963835835062e-35,5.935938255097601e-40,4.458322358665229e-28,7.141269085907527e-42,1.731147235822304e-26,3.510424019976887e-46,6.223903310164281e-35,4.710326514821923e-43,1.6781452844299524e-46,2.419135775901296e-32,2.946859236422915e-41,5.693679252523668e-31,8.595642878893893e-47,1.943223851652344e-27,7.371734702605988e-50,3.53324814496972e-42,3.0731873708633243e-42,1.0122464393615664e-41,2.688120732203589e-50,5.276634647293275e-48,1.5803053081089302e-23,4.939791337987602e-44,7.540302152266645e-44,3.657570826708118e-33,1.2529773969688083e-31,7.299724684003703e-65,2.71299185228799e-70,3.531832109118634e-29,1.7055978705925417e-47,1.2398337093895344e-41,3.37487247815297e-17,6.873856377711451e-48,2.9774511131395977e-59,2.8858558273426957e-25,5.079848992225622e-64
2.6063627964708458e-11,0.4698031688762353,2.762780211342469e-20,8.825449713672577e-25,5.253453986468167e-25,7.829286142313504e-26,0.0,0.0,3.95948680656028e-15,7.785571122137464e-25,1.0179921254717274e-27,1.5341658270035642e-27,1.8348506920644288e-33,2.430955499747334e-46,2.6105206381477352e-33,2.7985210573722745e-23,3.977674365484559e-17,2.812066620280168e-22,5.580162116361588e-55,6.407384401164169e-51,9.40424574890805e-51,4.776620760156018e-50,1.4983822258785367e-20,2.223399369316348e-41,1.2793945626124367e-26,1.7561471495919723e-52,4.4234011258434145e-53,1.9706200428175676e-40,3.5243327082185166e-37,2.8935104080463308e-39,4.531062650677743e-33,1.7661492673017393e-52,4.769422502495353e-57,2.1273818617342085e-54,3.76,0.0,0.5799680508672062,0.9999984619592229,1.7975404445125342e-28,1.1608630354378238e-23,1.0367390735662503e-11,1.0367390735943494e-11,1.538040773004374e-06,4.19189198259545e-26,2.807335914752817e-22,3.95950715115154e-15,1.7645164957755146e-26,7.091999938690001e-21,7.562708814406304e-41,1.9346298093301842e-22,2.4850793599507973e-27,2.3756759593241806e-30,8.44141362377838e-29,4.364868209291904e-27,1.8800252617905338e-23,1.2368230157442048e-23,4.0089054519476617e-25,1.2183241658385359e-27,1.3904938581604372e-27,1.3141217384047094e-34,1.3128511813893533e-31,2.1108088576244086e-28,8.250846286396009e-40,1.5013349717198275e-20,3.934165042067e-37,1.3131304559886267e-41,2.558539990777495e-36,3.0335838498970287e-35,9.722032584802431e-40,6.199015070348132e-28,1.3719978908636745e-41,2.828338494467418e-26,5.747449592173619e-46,1.0140996784236427e-34,6.560808900580179e-43,2.75602007156616e-46,3.365525140647103e-32,5.680343994971819e-41,9.32199450204498e-31,1.9442276145903172e-46,3.1815092634485418e-27,1.666785063421654e-49,6.23572916870216e-42,5.923933286215532e-42,1.7760175598804897e-41,5.487266678008421e-50,1.0801130701511276e-47,1.8625826397875916e-23,9.522113999819675e-44,1.2386602634509876e-43,6.179258043654975e-33,2.048879981946178e-31,1.9264298319877426e-64,7.166228687853779e-70,5.782369918731437e-29,3.8579622864612486e-47,2.0332149741226302e-41,3.9776754237922594e-17,1.3250285198505888e-47,6.749705562057411e-59,4.0088384572209774e-25,1.1515717196439853e-63
3.0013480716308e-11,0.46980316887637347,3.1814906388007375e-20,1.0282355391673124e-24,6.968076897871638e-25,1.0393993217047955e-25,0.0,0.0,4.559532826088654e-15,1.0324129249820742e-24,1.5540751345620676e-27,2.421836414530037e-27,2.806419182377248e-33,3.71112512107032e-46,3.460946074210227e-33,3.709670990279867e-23,4.580476959111075e-17,3.737008894100854e-22,1.1273674001142199e-54,9.811290121473262e-51,1.899300088593087e-50,9.646650153194942e-50,1.724968654760112e-20,3.9077475141913994e-41,1.6965387704376164e-26,3.548130226814357e-52,7.773166493470514e-53,3.0120513973711773e-40,5.381723403238421e-37,4.4184443204739815e-39,6.918796169597896e-33,3.5679986596915354e-52,9.638412750670519e-57,4.304798980413642e-54,3.76,0.0,0.5799680508656344,0.9999982384035648,2.7442252216968163e-28,1.539373335598042e-23,1.1938532975641202e-11,1.1938532976014621e-11,1.7615964306147566e-06,5.622397903123553e-26,3.7307346644134174e-22,4.559554983295668e-15,2.339853750472671e-26,9.404136779084553e-21,1.154839932140491e-40,2.5654153533410453e-22,3.313547769226447e-27,3.1535174906354076e-30,1.1191785568677808e-28,5.7880949534882734e-27,2.1679930391772138e-23,1.6400999149073032e-23,5.316048469062672e-25,1.8603917905298598e-27,1.843850847363656e-27,1.993736110176097e-34,2.0046411787921624e-31,2.7990509548890833e-28,1.3723371616332882e-39,1.7288834657142294e-20,6.9143861216885315e-37,2.3070288457476007e-41,4.086753448932357e-36,4.6133017907902573e-35,1.485093029559482e-39,8.227967463954542e-28,2.403394323397669e-41,4.309788134813644e-26,8.77645887257819e-46,1.541077725287202e-34,8.726790096583884e-43,4.218070786341162e-46,4.4695468981486955e-32,9.983602922438776e-41,1.4234861475819492e-30,3.923865167113208e-46,4.858163201776763e-27,3.363027823367734e-49,1.0212390782644145e-41,1.0411831092438916e-41,2.892336751696004e-41,1.0177099931218204e-49,2.0087837279857476e-47,2.1448633177830672e-23,1.6736074733162214e-43,1.897748042326794e-43,9.727434740525179e-33,3.1247644557245037e-31,4.4423134097596716e-64,1.6529967765997604e-69,8.829583685527356e-29,7.786381232770226e-47,3.109765359792444e-41,4.580478362489931e-17,2.3288711238969097e-47,1.3639788280600764e-58,5.315957758819121e-25,2.3270932777588338e-63
3.791318621950709e-11,0.46980316887664986,4.018928423337652e-20,1.3291682691385972e-24,1.1124245110516292e-24,1.662349506407731e-25,0.0,0.0,5.759624466072566e-15,1.6474081207006062e-24,3.130831314349146e-27,5.1994149682385335e-27,5.675094117686264e-33,7.476446703821248e-46,5.520165694302166e-33,5.915220008006645e-23,5.786081979706533e-17,5.988449384844912e-22,3.6282074322856383e-54,1.9885791319632932e-50,6.108108385517591e-50,3.1021474834139978e-49,2.177756709402982e-20,9.945921877011924e-41,2.7070995266321326e-26,1.1420041318053774e-51,1.977786629032026e-52,6.082936539783177e-40,1.0847835470463052e-36,8.906166961797561e-39,1.394518285065503e-32,1.1481667201292155e-51,3.104212305147797e-56,1.390001984346609e-53,3.76,0.0,0.5799680508624909,0.9999977985569045,5.5288451608857195e-28,2.4563586041437527e-23,1.5080817455545703e-11,1.5080817456144103e-11,2.2014430897857215e-06,9.170213108838623e-26,5.978434381109968e-22,5.759649245551844e-15,3.7336753291686804e-26,1.5005180487745463e-20,2.327787844825381e-40,4.0935412847410703e-22,5.344715013907211e-27,5.042336391997139e-30,1.785211424484069e-28,9.236055313867392e-27,2.746341777850938e-23,2.6170839743835903e-23,8.482756973372493e-25,3.749909169167149e-27,2.9421246555258343e-27,3.9828110297804014e-34,4.040284851625283e-31,4.466388059514251e-28,3.220286213889047e-39,2.184001273579434e-20,1.759771043472527e-36,5.867290174082115e-41,8.956008971301613e-36,9.222876810756953e-35,2.995573343724168e-39,1.315385338939534e-27,6.076076727041082e-41,8.650436091315125e-26,1.7690511985385405e-45,3.0764432151274284e-34,1.4029527866607995e-42,8.528958223746102e-46,7.153255861442464e-32,2.541071562057192e-40,2.8692925446933226e-30,1.2619108512860174e-45,9.792254341192138e-27,1.081155084014495e-48,2.3372208337485393e-41,2.650101415432402e-41,6.549228119378459e-41,2.861515414825302e-49,5.680143645925397e-47,2.709434711805584e-23,4.259856628033178e-43,3.85052883705334e-43,2.0780772378791426e-32,6.28276575781034e-31,1.806243766992699e-63,6.715274179027618e-69,1.77967905403903e-28,2.5042007000640616e-46,6.288298205028345e-41,5.786084219060413e-17,5.927708409474316e-47,4.391906845632108e-58,8.48260625630164e-25,7.493061240431362e-63
4.581289172270618e-11,0.4698031688769264,4.8563892299285254e-20,1.6429193492965867e-24,1.6250803632044438e-24,2.432797566971345e-25,0.0,0.0,6.9597155835501204e-15,2.405448023882864e-24,5.5209993773540316e-27,9.73096492039367e-27,1.0044827696047873e-32,1.3184244663123892e-45,8.056685840151895e-33,8.630847545526315e-23,6.991686778091934e-17,8.780398819158049e-22,9.341037153279267e-54,3.5279167090461286e-50,1.5714643639882663e-49,7.980591390985276e-49,2.6300321804909353e-20,2.1201168151917917e-40,3.9526800673690496e-26,2.940428471221237e-51,4.21461506699869e-52,1.075307333266016e-39,1.9139707612721986e-36,1.5713856079819862e-38,2.4603017204306402e-32,2.9557127606740116e-51,7.998229204697211e-56,3.590052830238994e-53,3.76,0.0,0.5799680508593474,0.9999973682217429,9.750334170738057e-28,3.5866300642294353e-23,1.8223101935379168e-11,1.8223101936256557e-11,2.6317782503055176e-06,1.3670912783994025e-25,8.765770695490857e-22,6.959741648214644e-15,5.451693000262191e-26,2.1908392769560354e-20,4.107102071563343e-40,5.977060686375276e-22,7.886390781928102e-27,7.377574016794841e-30,2.6057153269517526e-28,1.3486038841961798e-26,3.327907932753704e-23,3.821307752333181e-23,1.2386029870500531e-24,6.616189259180618e-27,4.295793124939204e-27,6.985616649027544e-34,7.127844311123236e-31,6.5215241607608205e-28,6.483869385873415e-39,2.639146841279303e-20,3.751070646926648e-36,1.2497410078218389e-40,1.7053627813406802e-35,1.614012012728072e-34,5.289039716330492e-39,1.9242383926167687e-27,1.2865931619417852e-40,1.519821517854309e-25,3.121274620170149e-45,5.375902394546746e-34,2.0678235402158758e-42,1.5079338266493464e-45,1.0475799035345167e-31,5.416829952907141e-40,5.0625218907074236e-30,3.2488543280117813e-45,1.7276818346054517e-26,2.78287048372124e-48,4.61590340546862e-41,5.649297629590996e-41,1.280569528923054e-40,6.66235826076995e-49,1.3298071570486358e-46,3.2740194883394737e-23,9.080974316445048e-43,6.838157726655067e-43,3.8728329778920607e-32,1.1057453896833794e-30,5.594257268552336e-63,2.07643815858072e-68,3.1398842472236203e-28,6.447429870212478e-46,1.1129803482743206e-40,6.99169004786442e-17,1.2636427120978142e-46,1.1312767922879417e-57,1.238580108253268e-24,1.9300787963393168e-62
5.528586580713034e-11,0.4698031688772579,5.860665954199791e-20,2.036196497103113e-24,2.3679820016124265e-24,3.5525500820841035e-25,0.0,0.0,8.39881058942444e-15,3.503069204068516e-24,9.696522686840752e-27,1.8267272128163384e-26,1.7719206664563928e-32,2.3155594912652486e-45,1.1726835055826942e-32,1.2558327643996624e-22,8.437393924002343e-17,1.2849422214374884e-21,2.388716405277148e-53,6.240775208000275e-50,4.01521112949047e-49,2.038965278038651e-48,3.171705676273807e-20,4.495848104310891e-40,5.756196494251711e-26,7.520168185647418e-51,8.934011992931027e-52,1.894088948087622e-39,3.363678334934588e-36,2.761605287369303e-38,4.323484313602001e-32,7.557471902607606e-51,2.0472901716475294e-55,9.21520446128374e-53,3.76,0.0,0.5799680508555779,0.9999968644356498,1.7125776295525517e-27,5.223232661206136e-23,2.1991189167308208e-11,2.1991189168592205e-11,3.135564341767843e-06,2.038328092146817e-25,1.2828110800718557e-21,8.398836432514141e-15,7.939336515235606e-26,3.190308691605375e-20,7.217960922235842e-40,8.704280330967378e-22,1.1626266055403827e-26,1.0770294094650687e-29,3.7930705403456975e-28,1.9639972149139188e-26,4.029538193144143e-23,5.564988286834711e-23,1.8037869914847903e-24,1.1627364488643212e-26,6.2557751150146726e-27,1.2216576992128622e-33,1.2525144668548552e-30,9.497281331742602e-28,1.3086090399957479e-38,3.184973685034846e-20,7.954056393807012e-36,2.647731782097876e-40,3.257132521361632e-35,2.808984510762937e-34,9.302961961868829e-39,2.8085503143951607e-27,2.706681856921984e-40,2.6574922532039228e-25,5.4854263609787714e-45,9.339410746934296e-34,3.054071610627159e-42,2.6546016028300815e-45,1.5310172798547895e-31,1.1487225701075994e-39,8.897047906512667e-30,8.310577184330878e-45,3.0361944945203397e-26,7.117397772376982e-48,9.149618785247652e-41,1.1980288127230102e-40,2.5096227457559766e-40,1.552073245527039e-48,3.118297674688693e-46,3.951061984401031e-23,1.92580150651378e-42,1.2110515837875039e-42,7.239167531411159e-32,1.9374505501918385e-30,1.718944525282571e-62,6.363613655865189e-68,5.517832374408996e-28,1.649319455941982e-45,1.9632300215753306e-40,8.437398685793136e-17,2.6798061023812363e-46,2.894629260948858e-57,1.8037521501762643e-24,4.938546068458716e-62
6.47588398915545e-11,0.4698031688775895,6.864977513882949e-20,2.4482176876121742e-24,3.2508621585863665e-24,4.887500988391791e-25,0.0,0.0,9.837904879179784e-15,4.8063846951636004e-24,1.5573633584821588e-26,3.1216721038888537e-26,2.8581895205582897e-32,3.719051900616341e-45,1.6081343055997982e-32,1.721580310944511e-22,9.883100750380719e-17,1.771410359527361e-21,5.259674402113791e-53,1.009522176618477e-49,8.833675868438397e-49,4.4855415547631266e-48,3.7126439363736353e-20,8.462760101860349e-40,7.897627227615734e-26,1.6560305158746717e-50,1.6810651148145103e-51,3.050985303545968e-39,5.405915096088922e-36,4.438293756019673e-38,6.947923193120626e-32,1.6638577296700063e-50,4.512168601936941e-55,2.03653388149591e-52,3.76,0.0,0.5799680508518084,0.9999963736850508,2.75078509392298e-27,7.166535034461389e-23,2.5759276399133253e-11,2.575927640090337e-11,3.6263149392977723e-06,2.859326403808532e-25,1.7684851789610024e-21,9.837928578727018e-15,1.089316543391739e-25,4.3769538867450105e-20,1.1600298411779975e-39,1.1942497118616419e-21,1.6141890375156325e-26,1.4813443699663068e-29,5.20201958312413e-28,2.694724661276974e-26,4.7357943971014125e-23,7.63543114564857e-23,2.4748874273810246e-24,1.8686605518332117e-26,8.582937917536063e-27,1.956521784066188e-33,2.0127205135543488e-30,1.3030664669040566e-27,2.374986936620259e-38,3.7308404466961755e-20,1.497170003163958e-35,4.979421529564122e-40,5.646241760599424e-35,4.470866529647561e-34,1.496377351722253e-38,3.862072223174952e-27,5.054924540142279e-40,4.249435962274643e-25,8.815854332203288e-45,1.4838058871362149e-33,4.263999226362486e-42,4.271481525870657e-45,2.1080679690607418e-31,2.1623936245716783e-39,1.4298831641745502e-29,1.8306534109572679e-44,4.8794516541328485e-26,1.567656717384658e-47,1.6372325557615394e-40,2.2552191049753526e-40,4.442214397010613e-40,3.1752423962396307e-48,6.420575808775595e-46,4.628123718356669e-23,3.625258952494458e-42,1.961163182495363e-42,1.2326823719276853e-31,3.1044369450553212e-30,4.408488056303104e-62,1.627296700287502e-67,8.867454628283851e-28,3.633251983886089e-45,3.1666481326229983e-40,9.883107283794394e-17,5.044648179804196e-46,6.377321696837909e-57,2.474837534059725e-24,1.0880390587746611e-61
7.423181397597865e-11,0.4698031688779209,7.869324867801112e-20,2.8791510566436586e-24,4.273959324503323e-24,6.439334986040166e-25,0.0,0.0,1.1276998471331505e-14,6.315394395207815e-24,2.3441322851538514e-26,4.9794468057633205e-26,4.320419788331078e-32,5.5979208746060635e-45,2.111912866868688e-32,2.2601379370679374e-22,1.1328807257227148e-16,2.338393272746266e-21,1.0393057281623551e-52,1.530357885751924e-49,1.7440801388404046e-48,8.855487100550396e-48,4.25284796536805e-20,1.4609758073867633e-39,1.0376951606785817e-25,3.2726441941484266e-50,2.901039091343498e-51,4.605686988662495e-39,8.142207920894955e-36,6.684804129217902e-38,1.0463918219668305e-31,3.287352249782636e-50,8.924358598848546e-55,4.038675684479514e-52,3.76,0.0,0.5799680508480388,0.9999958956326624,4.140771829364458e-27,9.416537116204985e-23,2.952736363085334e-11,2.952736363319005e-11,4.104367326331238e-06,3.836241443432968e-25,2.3345481965312016e-21,1.1277018105765408e-14,1.4313179756294889e-25,5.750735291730874e-20,1.7471975107082068e-39,1.569168419874117e-21,2.1454720483512872e-26,1.951165289804122e-29,6.832273206825694e-28,3.540789111249108e-26,5.446676208855497e-23,1.0032635038120734e-22,3.2519045259797044e-24,2.8144779742258633e-26,1.1277243413159213e-26,2.939134949679617e-33,3.0311188651428733e-30,1.7121664068661132e-27,3.986671984285708e-38,4.276747126262185e-20,2.5845479035987163e-35,8.588472293667975e-40,9.114547268454986e-35,6.669244016654521e-34,2.255688138395085e-38,5.0859080018605504e-27,8.658612604631992e-40,6.368148075143333e-25,1.327812128255294e-44,2.209363466123613e-33,5.7217559331936555e-42,6.439382435176099e-45,2.7796864835915406e-31,3.733237538634135e-39,2.1536413757989046e-29,3.6190178940591947e-44,7.349040839523741e-26,3.0988974200380127e-47,2.717123644121123e-40,3.8935064006421455e-40,7.2953808192108946e-40,5.906258088233038e-48,1.2018918956651834e-45,5.305204687045342e-23,6.258886469903164e-42,2.9760214233152106e-42,1.960414427766294e-31,4.661808780904615e-30,9.930016527469963e-62,3.654109739629149e-67,1.335511575123388e-27,7.182821475721886e-45,4.786483553741928e-40,1.13288158418682e-16,8.709413770060385e-46,1.2608759398913338e-56,3.2518362229023056e-24,2.1511887511776034e-61
