Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894)
0.0004934184042864705,0.7039869698648797,6.083412762263634e-05,2.673164602281677e-05,5.197671747271772e-05,0.008625288369658745,0.0,0.0,0.0018272374151938825,0.0002633835652851513,0.024547977507143087,0.0030930434564234934,3.603559813959581e-05,3.8947247246165974e-14,2.9494521931838933e-10,3.8812230907573356e-07,4.005947616042218e-05,0.01244983535752286,1.7053110401679216e-11,3.9560961244967085e-12,1.2730729965728248e-09,4.3634511851161857e-13,8.212588943272311e-09,1.3461756956880675e-06,2.5646382661517197e-08,6.740776648230746e-08,1.3885966485482765e-11,2.6454744548662066e-07,6.538627992099167e-07,3.5349967028303773e-10,7.531303760149359e-08,4.481126825458017e-12,2.4461946403650252e-11,7.250071673978125e-08,3.76,0.0,0.24115926497408016,0.9486428650763755,0.027951630223555908,0.0007363531425724277,0.4156250059600952,0.45168427138893813,0.0003267313847481607,8.137254941314231e-12,0.026189255359731687,0.0006925300315277531,0.0007711660482923679,1.0598781980138094e-07,5.47739137077715e-10,5.851496978397616e-06,0.00011972438364927006,0.004754861294301222,1.0548726815978445e-10,0.000267253965560607,5.425757791810498e-05,1.5911357940279095e-05,0.010943958102089195,0.00681033820662073,2.8754537051966347e-05,2.1259243186756305e-06,0.0003102633353815821,1.264815190717297e-05,0.00037933711654318324,0.002432445911064364,1.6118826124702007e-06,1.3244159493957376e-11,1.2014337200106095e-06,4.972286239451067e-09,0.0009607766400620401,1.9955224068922087e-07,1.5124891259780129e-12,1.5017902700096674e-08,5.361333747340649e-08,2.972245058309589e-10,2.85508756598356e-07,1.7337347656562292e-11
0.0004961216947874553,0.7042335322570801,6.180619615407441e-05,2.72807149678461e-05,5.328687165604269e-05,0.008808322866485972,0.0,0.0,0.0018437313309801829,0.00026928223330656247,0.025271818921569496,0.003181927505966189,3.6967136177078064e-05,4.115849749676544e-14,3.0636958110323864e-10,3.970000516583455e-07,4.072032786002608e-05,0.012628921554766779,1.8282434249542513e-11,4.032304418062272e-12,1.3610536697034808e-09,4.572274596999502e-13,8.401319889426658e-09,1.4062753142659144e-06,2.6294509317822588e-08,7.120915529351846e-08,1.4874044558827545e-11,2.7672444424927934e-07,6.769856872129301e-07,3.705506120019086e-10,7.726621133148361e-08,4.683721802480842e-12,2.5984300613440206e-11,7.5799968180272e-08,3.76,0.0,0.23939544379765268,0.9473436579291931,0.0287275473556605,0.000750697434191098,0.416147574236548,0.4530764664404992,0.00032628391164289184,8.133479113727964e-12,0.026875232240698706,0.0006980381480078682,0.0007837074575220273,1.0664717199101833e-07,5.566423926189905e-10,5.901808088073823e-06,0.00012101311514481506,0.004865610759909181,1.0701165097836436e-10,0.0002723576522275395,5.512601296000417e-05,1.6070626585610285e-05,0.011164042282234912,0.0068987457692957,2.9503507846603426e-05,2.1809451074274314e-06,0.0003178770314020455,1.2859697137875964e-05,0.0003860879272341736,0.00250099016301474,1.648601080415624e-06,1.3545851453180974e-11,1.223530534712938e-06,5.063708517750643e-09,0.0009872988415938406,2.023733137113496e-07,1.5469419271465118e-12,1.5360668729245046e-08,5.478829924883766e-08,3.0118118998563504e-10,2.900947178430436e-07,1.773583078759403e-11
0.0004988249852884401,0.7044807822083236,6.279363533736613e-05,2.7839169193363457e-05,5.462359066190232e-05,0.008994795437858827,0.0,0.0,0.0018601935507413447,0.00027527061860514496,0.026013777030838445,0.0032728735951404967,3.791812631285571e-05,4.3492429302554086e-14,3.1820607393997784e-10,4.0603968013547456e-07,4.1389903487548685e-05,0.012808910597112219,1.9598324875186528e-11,4.110268941926924e-12,1.4549339035904586e-09,4.79039016081855e-13,8.593500128119082e-09,1.4687344160928648e-06,2.695508245095896e-08,7.520723437569529e-08,1.592903775637653e-11,2.894161334486493e-07,7.007677936333741e-07,3.8838439789917803e-10,7.925596053010861e-08,4.894720059806522e-12,2.759701818370149e-11,7.923192524420042e-08,3.76,0.0,0.23763484609914204,0.94601567715814,0.029521376232557368,0.0007652101970544949,0.4166430835245548,0.45446051660721787,0.00032582652849920033,8.128894801891541e-12,0.027577414281083394,0.000703524085782772,0.0007965316808589907,1.0729700504143241e-07,5.657462710865433e-10,5.952066075922014e-06,0.00012229643603590246,0.0049781015771083285,1.0856079659701567e-10,0.0002775522940960833,5.600429699086906e-05,1.6230542686775033e-05,0.01138705199517495,0.006987451571451262,3.0267937625543518e-05,2.2370924987894367e-06,0.00032562645120138125,1.3073857627529937e-05,0.00039292054032678196,0.002570979318240681,1.6858355155829122e-06,1.3851782419864509e-11,1.2458282740241956e-06,5.15596134102719e-09,0.0010144472278026256,2.0521238377941842e-07,1.581878792333039e-12,1.5708291364904974e-08,5.5987121132129026e-08,3.051511702772541e-10,2.9471583658966804e-07,1.8140843763754487e-11
0.0005015282757894248,0.7047287518341468,6.379671176805007e-05,2.8407081490579256e-05,5.5987150064127206e-05,0.009184766157079242,0.0,0.0,0.0018766187846006098,0.0002813484130401272,0.026774201214873856,0.003365913426120435,3.888876695130513e-05,4.5955715593633756e-14,3.304682042630481e-10,4.1524249832278283e-07,4.206831714689018e-05,0.012989745490928522,2.1006672654677713e-11,4.190045167386702e-12,1.5550953338532356e-09,5.018175546438698e-13,8.789156903581784e-09,1.5336316670146126e-06,2.7628218110026146e-08,7.941115062932247e-08,1.7055233733292496e-11,3.026424633725828e-07,7.252234481366896e-07,4.0703426301671006e-10,8.128238366404679e-08,5.1144340587027385e-12,2.930514358924626e-11,8.280116461807969e-08,3.76,0.0,0.23587741196498724,0.9446584536388074,0.03033341882974524,0.0007798913634423883,0.41711127116994734,0.4558364811216734,0.0003253590737422041,8.123494691206994e-12,0.02829609320339311,0.0007089860426098136,0.0008096476013240163,1.0793693210465113e-07,5.750570769730261e-10,6.002258737096683e-06,0.00012357377173380469,0.005092340147435646,1.1013507815904796e-10,0.0002828392286038049,5.689246552678072e-05,1.63910908421803e-05,0.01161299406517282,0.007076439000736412,3.104797954121856e-05,2.294377589073776e-06,0.0003335118414562472,1.3290646441002144e-05,0.00039983489513331313,0.0026424285809926833,1.72357899463661e-06,1.4161895487446749e-11,1.2683231851136857e-06,5.249029153327403e-09,0.0010422326232444033,2.080689766922078e-07,1.6172932213873544e-12,1.6060708135679266e-08,5.721038560839258e-08,3.0913321168906396e-10,2.993711312833612e-07,1.8552386573163758e-11
0.0005042315662904096,0.7049774732645773,6.481569215922902e-05,2.8984519143333122e-05,5.7377811408756045e-05,0.009378295613822574,0.0,0.0,0.001893001474619241,0.0002875151746626203,0.027553442769921586,0.003461078493377074,3.9879244736495835e-05,4.8555375834706166e-14,3.4316980756253867e-10,4.246097158601478e-07,4.275568219324336e-05,0.013171366520275375,2.2513745152976293e-11,4.2716901409418465e-12,1.6619430915039067e-09,5.256021308690997e-13,8.988315405137237e-09,1.6010476379499558e-06,2.831402477467832e-08,8.383040888641609e-08,1.8257173999727687e-11,3.1642405841195424e-07,7.50367164968248e-07,4.2653461755093434e-10,8.334554192623356e-08,5.343185320468852e-12,3.1113974547547776e-11,8.651238042909414e-08,3.76,0.0,0.2341230840162732,0.9432715188691316,0.03116397728773838,0.0007947408046299801,0.4175518744099307,0.45720441959035807,0.00032488138601131293,8.117271595471765e-12,0.029031561537692832,0.0007144221546664315,0.000823064326032437,1.0856655811491233e-07,5.84581274143612e-10,6.052373374446691e-06,0.0001248445268412534,0.005208332113245076,1.117348683342474e-10,0.00028821979157813424,5.779054776218132e-05,1.655225448743818e-05,0.011841874063401422,0.007165690879759882,3.184377799761495e-05,2.352810852496433e-06,0.0003415333095899892,1.351007506146884e-05,0.0004068308743925973,0.0027153526177120836,1.7618236597673248e-06,1.447612607138414e-11,1.2910112673256125e-06,5.34289537307328e-09,0.0010706658099692314,2.109425815536018e-07,1.6531778373438002e-12,1.6417847898228505e-08,5.845867657989707e-08,3.1312600963010044e-10,3.040595572324755e-07,1.897045243059059e-11
0.0005066645277412959,0.7052019918932082,6.574659268899294e-05,2.95124080649079e-05,5.865278264906508e-05,0.009555565302384326,0.0,0.0,0.0019077047083954004,0.0002931408476787679,0.028271140662690156,0.00354856995778296,4.078777946063428e-05,5.1017761015635904e-14,3.5498869716091336e-10,4.331816914348198e-07,4.3382057125132796e-05,0.013335446009021226,2.3960020962588298e-11,4.346816821253369e-12,1.7641777131307344e-09,5.479017462769973e-13,9.170571075305956e-09,1.6639436418418524e-06,2.894216751136226e-08,8.80000099520315e-08,1.9407650159988894e-11,3.2931984690047703e-07,7.735969451880993e-07,4.448415071915537e-10,8.523381165157224e-08,5.5570613691062676e-12,3.283261590717944e-11,8.997783895896052e-08,3.76,0.0,0.23254679937385161,0.9419974881788198,0.03192756054323184,0.0008082490191611796,0.4179246156684646,0.4584287515162159,0.00032444258481945624,8.110961333995642e-12,0.029708080190855947,0.0007192909681408749,0.000835404273408867,1.0912408119104985e-07,5.933409719173144e-10,6.097398943478184e-06,0.00012598207103664913,0.005314228056521885,1.1319679664546773e-10,0.00029314345212959786,5.860731672117382e-05,1.6697813357420087e-05,0.01205038153801764,0.00724622901130241,3.257358013923647e-05,2.406390590539197e-06,0.00034886894782269593,1.3709825987340337e-05,0.00041319690041724733,0.002782256832849556,1.796665096886743e-06,1.4762394276010064e-11,1.311592191769401e-06,5.428043059038454e-09,0.0010968184025218122,2.1354291842160235e-07,1.6858691714608279e-12,1.6743245789409887e-08,5.9604022670359274e-08,3.167275892136258e-10,3.0830655253178917e-07,1.9352277553652676e-11
0.0005090974891921821,0.705427168892263,6.669078530107448e-05,3.0048102687766697e-05,5.995007427099261e-05,0.009735811827168879,0.0,0.0,0.0019223643240623713,0.00029883758426442974,0.029004624607312603,0.0036378307416146684,4.171264044117685e-05,5.3602222080278226e-14,3.671855760022462e-10,4.418884630459851e-07,4.401585499242518e-05,0.013500064202131129,2.549680811785914e-11,4.423548503657495e-12,1.8725077454274795e-09,5.710792848183059e-13,9.355696914533585e-09,1.729008022204492e-06,2.9580721969755202e-08,9.235948542481184e-08,2.062706958274097e-11,3.426986799424751e-07,7.974067918338426e-07,4.6389291620582807e-10,8.715184182798559e-08,5.778772660681501e-12,3.464157193347383e-11,9.356578347058588e-08,3.76,0.0,0.23097294843673527,0.9406986733286422,0.03270660601917014,0.0008218931957952917,0.4182746099132325,0.45964667493430567,0.00032399524761019915,8.103973726791796e-12,0.030398649451197367,0.0007241358424134426,0.0008480023845794696,1.0967263496951878e-07,6.022838177303152e-10,6.142340670690983e-06,0.0001271133220239716,0.005421551137906889,1.1467995817603166e-10,0.0002981449995148126,5.943214559401361e-05,1.6843842613790127e-05,0.012261274357567423,0.007326953615350947,3.3316345728974235e-05,2.4609149344103606e-06,0.0003563146427165872,1.3911729019574127e-05,0.00041962873006053564,0.002850376854638914,1.8318982233242974e-06,1.5051880374358414e-11,1.3323228612918032e-06,5.51380959108463e-09,0.0011235121534937588,2.1615616391861232e-07,1.7189279596671102e-12,1.7072339583382697e-08,6.077056198316127e-08,3.2033571531337943e-10,3.125786326309487e-07,1.9739359812056642e-11
0.0005115304506430684,0.7056530276052776,6.764846350689137e-05,3.059163898921006e-05,6.126984282704456e-05,0.009919080240524599,0.0,0.0,0.0019369757006967771,0.00030460475245251163,0.02975415338660167,0.003728883188770286,4.265393516932141e-05,5.631466245398447e-14,3.797712088147189e-10,4.507306887954273e-07,4.4657156195529177e-05,0.013665171744905566,2.712954686498996e-11,4.501930090279018e-12,1.9872827722471816e-09,5.951659973701198e-13,9.543706409923633e-09,1.79630345147341e-06,3.022974874688159e-08,9.691654283521595e-08,2.1919323313189215e-11,3.5657705294408395e-07,8.218076535689361e-07,4.837164564204932e-10,8.909959063119048e-08,6.008572658610532e-12,3.6545270813023483e-11,9.727988002321468e-08,3.76,0.0,0.2294014951687219,0.93937473632055,0.0335013329277266,0.0008356731041769927,0.41860166675439425,0.46085823410910254,0.0003235392579707653,8.096303867563e-12,0.03110348310592674,0.0007289552911246163,0.0008608657627297505,1.1021191551046376e-07,6.114148539113194e-10,6.187188266594326e-06,0.00012823780196882404,0.005530303738120788,1.1618462186591255e-10,0.000303225397888434,6.0265041049964595e-05,1.699032765679702e-05,0.012474553742946395,0.007407850937265102,3.4072158914045905e-05,2.516390016632585e-06,0.00036387015126839524,1.4115788836647873e-05,0.0004261261516407794,0.0029197220633116684,1.8675152211268529e-06,1.534452011376654e-11,1.3531998214036935e-06,5.600180653931153e-09,0.0011507547617457974,2.1878186471923753e-07,1.7523468631982967e-12,1.7405058003363553e-08,6.195873804379328e-08,3.239492865310732e-10,3.168748996131193e-07,2.0131678693344416e-11
0.000513720115948866,0.7058569025586307,6.852206347263491e-05,3.108755233745398e-05,6.247697170729606e-05,0.010086642934984838,0.0,0.0,0.0019500807291073998,0.0003098548136693586,0.030442661836614034,0.0038123805254657223,4.351523174675458e-05,5.887037003315783e-14,3.914397239059072e-10,4.5880498547225606e-07,4.5240808334676023e-05,0.013814144619656953,2.8685791264730237e-11,4.573922139182028e-12,2.0963949429740263e-09,6.176479325383299e-13,9.715390239688478e-09,1.8588296725584081e-06,3.082287137603126e-08,1.0119340366395869e-07,2.314800260782677e-11,3.6950871461532515e-07,8.442828851778696e-07,5.022412935787339e-10,9.08779151483494e-08,6.222522724423355e-12,3.83434186060194e-11,1.0073351860416333e-07,3.76,0.0,0.22798920905911654,0.9381614357128034,0.034230175308517165,0.0008481908447960787,0.41887624974133975,0.4619432327369947,0.0003231213737688876,8.088813715374733e-12,0.03175020597417303,0.0007332697954963291,0.0008726755940716749,1.1068908447692627e-07,6.197979399794199e-10,6.2274618510271075e-06,0.00012924363855317008,0.0056294048044487136,1.175574246479333e-10,0.0003078659667488732,6.1021545332978655e-05,1.712254115335681e-05,0.012668545931210275,0.007480794504682996,3.476360984688548e-05,2.5671351050693658e-06,0.00037076370897753984,1.4301289548630526e-05,0.0004320297029961392,0.002983187654384691,1.8998917041734207e-06,1.5610534508701245e-11,1.3721111665080737e-06,5.6784190645314045e-09,0.0011757486846582302,2.211552486814354e-07,1.782725180936096e-12,1.770753949006699e-08,6.304696420301192e-08,3.272052068846944e-10,3.207614420162087e-07,2.048922173496418e-11
0.0005159097812546637,0.7060613654746706,6.940688296074966e-05,3.1589862416346716e-05,6.370251980551545e-05,0.010256723143097408,0.0,0.0,0.001963139167167416,0.0003151607093740414,0.03114456561500267,0.0038973629101922173,4.438998159735174e-05,6.15394191084217e-14,4.0344015301255493e-10,4.6698983402390825e-07,4.583065977811687e-05,0.013963433726517904,3.032881243799818e-11,4.647322040209952e-12,2.2113081991384514e-09,6.409163990667302e-13,9.889426691584659e-09,1.9232622099520925e-06,3.142455467349483e-08,1.056427389424637e-07,2.444211681474452e-11,3.8287145798794527e-07,8.672539320098834e-07,5.214358727645848e-10,9.268017964489103e-08,6.443427931821104e-12,4.0225550893142027e-11,1.0429515181916874e-07,3.76,0.0,0.22657881408789213,0.9369272703814143,0.034972055080965195,0.0008608180702282387,0.41913196242779394,0.4630231450425201,0.00032269630345577036,8.080763675821184e-12,0.03240881140007761,0.0007375613294753808,0.0008847115445060445,1.1115826433653723e-07,6.283414489219966e-10,6.267642625621125e-06,0.00013024322441635696,0.005729666106378457,1.189480546591894e-10,0.00031257187656158226,6.178458243986167e-05,1.7255099511268966e-05,0.012864470941161289,0.007553855896700288,3.5465741533612265e-05,2.6186585049733593e-06,0.00037774559104092743,1.4488541545944555e-05,0.00043798596300277225,0.0030476590026825732,1.932565520812621e-06,1.587899156469823e-11,1.391135296789224e-06,5.757123485102949e-09,0.001201198854681679,2.2353796419984644e-07,1.8133824241475608e-12,1.801283262664062e-08,6.415341123023884e-08,3.3046373433982954e-10,3.246660953263764e-07,2.0850962821648885e-11
0.0005180994465604613,0.7062664331950003,7.030306126657168e-05,3.209858536833365e-05,6.494657398203125e-05,0.010429354080264873,0.0,0.0,0.0019761472660846536,0.0003205217454135239,0.031860053758234794,0.003983846041276101,4.527824023361534e-05,6.432668793336096e-14,4.157807706367084e-10,4.752855407748024e-07,4.642676699044451e-05,0.014112999149199659,3.2063235936103623e-11,4.722164709831018e-12,2.332318548278903e-09,6.649960796542848e-13,1.006582182119805e-08,1.989649274435201e-06,3.203482800915323e-08,1.102707081414639e-07,2.5804935882900787e-11,3.966783185921951e-07,8.907289989286029e-07,5.413220442950295e-10,9.450628844582232e-08,6.671485465123113e-12,4.2195304729850416e-11,1.0796761001339142e-07,3.76,0.0,0.22517028829414684,0.9356719985666058,0.035727129911205344,0.0008735545138163507,0.4193686682190682,0.46409800385308786,0.0003222639637647789,8.072150455827856e-12,0.033079454382737364,0.0007418287274456131,0.0008969790909956672,1.1161922445330382e-07,6.370492692625664e-10,6.30772240962729e-06,0.00013123618245265885,0.005831088094651323,1.2035670435160152e-10,0.00031734381733003225,6.255414629285013e-05,1.7387990338735604e-05,0.013062327580228362,0.007627024224656795,3.617859855710592e-05,2.6709634979291536e-06,0.0003848153790834603,1.4677545435323121e-05,0.0004439946867501694,0.0031131418926890176,1.965529472954292e-06,1.6149832127005644e-11,1.4102693216081731e-06,5.836281939232175e-09,0.0012271107026184268,2.2592962415647345e-07,1.8443118365775015e-12,1.8320871513333817e-08,6.52784137593084e-08,3.3372396357236675e-10,3.28588111826786e-07,2.1216875414649483e-11
0.0005202891118662589,0.7064721224836362,7.121073688304877e-05,3.2613733851531694e-05,6.620921147575725e-05,0.01060456903314218,0.0,0.0,0.0019891011565323384,0.0003259371478983796,0.03258931511930927,0.004071845391065648,4.618005510612412e-05,6.723724899076646e-14,4.284699819491628e-10,4.836923520957079e-07,4.702918561517223e-05,0.01426279971234207,3.389391452035849e-11,4.798485751022731e-12,2.4597361943871673e-09,6.899122715930173e-13,1.024458037900753e-08,2.0580398539857605e-06,3.265371551436464e-08,1.1508364685006944e-07,2.7239877708611485e-11,4.1094266070850803e-07,9.147163571330655e-07,5.619222117306965e-10,9.635612359703238e-08,6.906896398314223e-12,4.42564537778128e-11,1.1175377244595468e-07,3.76,0.0,0.22376361118136034,0.9343953804729779,0.03649555647446994,0.0008863998759103491,0.4195862315242573,0.4651678421765757,0.00032182427210581234,8.062970865603108e-12,0.03376228939033206,0.0007460707984014513,0.0009094838028818371,1.1207173164996058e-07,6.45925355319043e-10,6.347692808683802e-06,0.0001322221265565628,0.00593367078449687,1.2178356464889456e-10,0.0003221824735901867,6.333022709855843e-05,1.7521200674024365e-05,0.013262113955378692,0.007700288317649018,3.690221961254471e-05,2.724052949011686e-06,0.0003919725725206066,1.4868300863094648e-05,0.000450055599235767,0.003179641735860714,1.9987758652030938e-06,1.642299295370996e-11,1.4295102294376371e-06,5.91588195024559e-09,0.0012534895854789427,2.2832982290345444e-07,1.8755061951436757e-12,1.863158561893445e-08,6.642230653623545e-08,3.3698495635040146e-10,3.325267137757579e-07,2.1586929039072698e-11
0.0005224787771720566,0.7066784500046944,7.21300473658156e-05,3.3135316866963976e-05,6.749049940994425e-05,0.010782401335446569,0.0,0.0,0.002001996848827408,0.00033140606032980584,0.03333253821019016,0.00416137618609588,4.7095465185317955e-05,7.027637742866629e-14,4.415163204578036e-10,4.922104514175765e-07,4.763797040401602e-05,0.014412792977024063,3.58259374461971e-11,4.8763214522075936e-12,2.5938861475029266e-09,7.156908945260595e-13,1.0425705746486995e-08,2.128483701421635e-06,3.3281235804054764e-08,1.2008806909524893e-07,2.8750513543023234e-11,4.25678181687339e-07,9.392243419314543e-07,5.832593363498207e-10,9.822954406305552e-08,7.149865659933186e-12,4.6412911832213274e-11,1.1565656666603276e-07,3.76,0.0,0.22235876376760416,0.9330971785226189,0.037277490294002874,0.0008993538230049094,0.41978451791325094,0.4662326932028022,0.0003213771466524779,8.053221825442708e-12,0.03445747022586998,0.0007502863263418513,0.000922231340605303,1.1251555038979598e-07,6.549737263064083e-10,6.387545216449365e-06,0.00013320066169939548,0.006037413741294993,1.2322882474851834e-10,0.00032708852369649785,6.411281120892229e-05,1.7654716979144143e-05,0.013463827453105204,0.007773636717813162,3.7636637212566915e-05,2.7779292843092924e-06,0.00039921658567220505,1.5060806476833021e-05,0.0004561683947095256,0.003247163550671208,2.0322964937909055e-06,1.6698406626205006e-11,1.4488548865571171e-06,5.995910535838404e-09,0.001280340778111726,2.307381359410192e-07,1.9069577998122435e-12,1.8944899679117704e-08,6.758542664298286e-08,3.402457412847919e-10,3.364810931999277e-07,2.1961089154734366e-11
0.0005246684424778542,0.7068854323119003,7.306112920091304e-05,3.366333961707806e-05,6.879049429738046e-05,0.01096288434231492,0.0,0.0,0.002014830233311319,0.0003369275407361521,0.034089911035845154,0.0042524533866083675,4.8024500540446994e-05,7.344955658206258e-14,4.5492844439263674e-10,5.00839956578277e-07,4.8253175142883215e-05,0.0145629352384664,3.7864640197002965e-11,4.955708782480941e-12,2.7351088591310054e-09,7.423584949755535e-13,1.0609199879005188e-08,2.201031319855157e-06,3.391740169593117e-08,1.252906694701283e-07,3.034057359704535e-11,4.408989160412803e-07,9.64261350354401e-07,6.053569407670988e-10,1.0012638493629701e-07,7.4006019875518e-12,4.8668736441569134e-11,1.1967896775528153e-07,3.76,0.0,0.22095572863622207,0.931777157618485,0.03807308557274638,0.0009124159868817899,0.4199633942802104,0.4672925903046571,0.00032092250643280266,8.042900372722874e-12,0.035165149886650336,0.0007544740707203026,0.0009352274541890155,1.1295044297175362e-07,6.641984652660097e-10,6.427270816430286e-06,0.0001341713840320265,0.00614231606619571,1.2469267191545418e-10,0.00033206263907864547,6.490188099173596e-05,1.7788525135480442e-05,0.01366746471967896,0.007847057675734289,3.838187741108398e-05,2.8325944719886346e-06,0.00040654674486100364,1.5255059888097838e-05,0.00046233273601190125,0.003315711942187325,2.066082636389642e-06,1.69760014649715e-11,1.468300035873118e-06,6.0763542032061675e-09,0.0013076694644726826,2.331541196531774e-07,1.938658463941269e-12,1.9260733598516032e-08,6.876811413514043e-08,3.435053137423814e-10,3.4045041172765346e-07,2.2339317027215248e-11
0.0005268581077836519,0.7070930858338592,7.40041176774284e-05,3.4197803361072346e-05,7.010924153210138e-05,0.01114605140359342,0.0,0.0,0.002027597080913432,0.00034250055884128697,0.034861620922260875,0.004345091665644047,4.896718191497194e-05,7.676248491634562e-14,4.68715134016433e-10,5.095809174144227e-07,4.8874852576295966e-05,0.014713181525558203,4.001561447939991e-11,5.036685386061478e-12,2.883760876793303e-09,7.699422529230668e-13,1.0795063252959457e-08,2.275733946412227e-06,3.456221992525264e-08,1.3069832509610704e-07,3.2013952755388574e-11,4.56619239339267e-07,9.898358386481187e-07,6.282391109830172e-10,1.0204645664299406e-07,7.659317874425419e-12,5.1028132389694995e-11,1.2382399746313565e-07,3.76,0.0,0.21955448998664825,0.930435085414819,0.038882495019949746,0.0009255859637591397,0.420122729011469,0.46834756703894925,0.0003204602714223697,8.03200366899994e-12,0.03588548041926645,0.0007586327669297033,0.0009484779815360784,1.1337616973345664e-07,6.736037178733467e-10,6.466860584088831e-06,0.0001351338810077424,0.006248376381776155,1.261752912704566e-10,0.0003371054834782373,6.569741470968407e-05,1.792261043729759e-05,0.013873021641725988,0.007920539145976983,3.913795950363427e-05,2.8880500017781172e-06,0.00041396228558703154,1.5451057636916193e-05,0.0004685482539403692,0.0033852910813740584,2.100125042443828e-06,1.7255701450270106e-11,1.4878422958394507e-06,6.157198944618927e-09,0.0013354807286451063,2.3557731108727913e-07,1.970599505234538e-12,1.957900235901016e-08,6.997071028322322e-08,3.4676263579819833e-10,3.444338004567276e-07,2.2721569600178372e-11
0.0005290477730894495,0.7073014268579375,7.49591467499712e-05,3.473870525619748e-05,7.144677487686109e-05,0.011331935836146195,0.0,0.0,0.0020402930439314443,0.0003481239932758948,0.035647854338991564,0.0044393053877793244,4.992352029325282e-05,8.022108344381332e-14,4.82885287312811e-10,5.18433312942192e-07,4.9503054331312686e-05,0.014863485602206787,4.228471831567885e-11,5.119289576326173e-12,3.0402155163426693e-09,7.984699860121218e-13,1.0983294805496997e-08,2.3526435342576597e-06,3.521569085743427e-08,1.3631809741256113e-07,3.3774716344963647e-11,4.728538718907247e-07,1.0159563196581996e-06,6.519304978593891e-10,1.0398954416309922e-07,7.926229506501903e-12,5.349545506730164e-11,1.2809472323706865e-07,3.76,0.0,0.21815503368521083,0.9290707325937476,0.03970586967322843,0.0009388633134502718,0.4202623921573515,0.469397657146973,0.0003199903626395818,8.020529007190741e-12,0.036618612770598365,0.0007627611268336791,0.0009619888465436876,1.137924892640081e-07,6.83193691114445e-10,6.5063052892015565e-06,0.00013608773152442273,0.006355592817770773,1.2767686557328464e-10,0.0003422177121674834,6.649938639366719e-05,1.805695758544779e-05,0.014080493327203378,0.007994068782740671,3.990489572301582e-05,2.9442968629945875e-06,0.00042146234974849774,1.564879515500177e-05,0.0004748145466488929,0.00345590468419382,2.134413924239568e-06,1.7537426148818137e-11,1.5074781595464087e-06,6.238430233687857e-09,0.0013637795456403789,2.380072277392698e-07,2.002771737370992e-12,1.9899615934479867e-08,7.119355664929754e-08,3.5001663619958854e-10,3.484303598760913e-07,2.310779937011819e-11
0.0005312374383952471,0.7075104715141788,7.592634889354813e-05,3.528603820691037e-05,7.280311595076257e-05,0.01152057089500291,0.0,0.0,0.002052913657052216,0.0003537966288345993,0.03644879671526508,0.004535108587445309,5.089351646505352e-05,8.383150182440613e-14,4.974479155685546e-10,5.273970486342213e-07,5.013783083992699e-05,0.015013799970809247,4.4678086335634525e-11,5.2035603279674756e-12,3.204863555092566e-09,8.279701529277465e-13,1.1173891875892655e-08,2.4318127326357306e-06,3.587780819739645e-08,1.4215723375578354e-07,3.562710601855355e-11,4.896178821797176e-07,1.0426313600863571e-06,6.764563181327325e-10,1.059554062641914e-07,8.201556688565215e-12,5.607521385273352e-11,1.3249425712932804e-07,3.76,0.0,0.21675734731592544,0.9276838731491688,0.040543358715275805,0.0009522475585335995,0.4203822556086349,0.4704428945547471,0.00031951270224343586,8.008473818853538e-12,0.037364696634100344,0.0007668578393595604,0.0009757660570022143,1.141991586295214e-07,6.929726518057468e-10,6.545595498631956e-06,0.0001370325060896189,0.006463962996881513,1.2919757500002614e-10,0.000347399971146586,6.730776571382137e-05,1.8191550682334682e-05,0.014289874086830884,0.008067633935662606,4.068269094558073e-05,3.001335523893304e-06,0.00042904598287824377,1.584826672828021e-05,0.0004811311790677942,0.003527555990459357,2.168938948541499e-06,1.782109064506373e-11,1.5272039940012566e-06,6.3200330224088144e-09,0.0013925707719402891,2.404433673464702e-07,2.035165462155892e-12,2.0222479210661033e-08,7.243699483422276e-08,3.532662104223252e-10,3.5243915983372936e-07,2.349795426323543e-11
