Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174)
1.2181246939814594e-07,0.5624496760983073,7.944936619040719e-14,6.222778584534727e-15,7.36255965804818e-15,7.839971709691115e-15,0.0,0.0,6.772425789542372e-10,3.823911354885968e-15,9.380337515278129e-15,1.0913193912715427e-14,8.70917809892232e-19,1.5215909890516688e-38,3.8070212335946917e-26,3.736186205778904e-14,5.450588027999706e-18,2.9508552333403315e-12,2.6350775627817216e-32,3.093884188946607e-30,3.4091211216616924e-28,7.5056007221049185e-28,4.936083008466971e-15,1.9441183858317105e-27,1.4377506430330787e-23,1.873812650532007e-30,1.2750926774973986e-39,2.7195736302917684e-29,7.759578240129494e-36,3.04487599705198e-35,1.830899117421207e-23,1.74656700342812e-37,5.1412804297490986e-36,2.162557059190397e-37,3.76,0.0,0.7923084278992317,0.9999095050545331,3.2927200422044974e-15,1.3694349346592265e-20,4.317464511859741e-06,4.317467492944117e-06,9.049426467533316e-05,1.0750324109859144e-17,2.9461115727451205e-12,6.754051805099604e-10,7.441206306678192e-15,5.722404132940463e-13,1.367461342241373e-23,1.0747729174385105e-12,2.8592895244809595e-16,1.9781896808656085e-18,2.534463320403165e-18,1.8825558393123834e-15,1.738329678006779e-14,2.1202473063360178e-13,7.123834766295007e-18,3.610989720792295e-14,6.787418975211089e-17,2.3616235631104316e-19,2.3073041906776842e-17,3.120345992617052e-17,4.9369572697234494e-21,6.733434437894734e-14,2.081117144922568e-19,9.450045703400408e-25,1.0739963447470264e-23,1.0581010381364263e-25,5.795065804566689e-23,3.9757869809522526e-16,1.078824798620201e-25,8.970905159355404e-22,9.122746491541848e-29,1.103677490939965e-22
1.359649375618585e-07,0.5624497269116263,9.478666437331204e-14,7.694868001981006e-15,8.834860932628122e-15,9.779460585861555e-15,0.0,0.0,7.559295494769957e-10,4.763925552773049e-15,1.1411605553772196e-14,1.3276303726234831e-14,1.1866528665350987e-18,2.0781445333934206e-38,4.8229496791109844e-26,3.97349551813382e-14,7.485198356596536e-18,3.676226542797582e-12,3.624910586936349e-32,4.5840278311900744e-30,4.547318726935843e-28,9.133109253523922e-28,4.964613082079097e-15,2.91305336884946e-27,2.1161150119015215e-23,2.773103261201847e-30,2.116818509065493e-39,4.0884266028076374e-29,1.6335509073103642e-35,5.014772338543862e-35,2.4416263439802522e-23,2.968145807510637e-37,8.415606166360665e-36,4.522019361121165e-37,3.76,0.0,0.7923079262082103,0.9999095049750474,4.2605452396016594e-15,2.1033687231281148e-20,4.819076100283108e-06,4.819079813989923e-06,9.049426466755379e-05,1.2002576767395256e-17,3.670455925057346e-12,7.537517817772023e-10,9.270723094578271e-15,6.476477363196307e-13,1.89488820115003e-23,1.2816270908424507e-12,3.5635610670041053e-16,2.7389608914632477e-18,2.838678772943486e-18,2.345724059800476e-15,2.1318702075182008e-14,2.647506402577898e-13,9.594332261049565e-18,4.867738759170697e-14,8.188749194046772e-17,3.1831315567533785e-19,3.126154916180729e-17,3.8420598579504874e-17,7.648005838607899e-21,7.515718736210558e-14,3.099726219020591e-19,1.3326844537180572e-24,1.608645282089036e-23,1.4387794062873254e-25,8.991048531884008e-23,5.147586318217107e-16,1.4941358574286091e-25,1.2343121005626043e-21,1.2703244872798148e-28,1.3140563230413287e-22
1.5011740572557105e-07,0.5624497777249131,1.1135245772431557e-13,9.301493885863868e-15,1.0362950054687001e-14,1.1926112973671444e-14,0.0,0.0,8.346176705858946e-10,5.807111299305251e-15,1.3559608081096312e-14,1.5775178253871362e-14,1.5652574986379198e-18,2.7870360291184334e-38,5.996237347039814e-26,4.180058106497021e-14,9.950840602656453e-18,4.481192273250793e-12,4.808115384340383e-32,6.513603012160445e-30,5.845763040458354e-28,1.0744932012843811e-27,4.98914522465163e-15,4.183609951950791e-27,2.9874406336406096e-23,3.915301675876192e-30,3.323082601197503e-39,5.878171713941175e-29,3.189485228841513e-35,7.819570781918916e-35,3.155974229555466e-23,4.762506847463752e-37,1.303936118930023e-35,8.76997749638255e-37,3.76,0.0,0.792307424517506,0.9999095048954804,5.365100839252091e-15,3.0937000542045244e-20,5.3206872909370226e-06,5.3206918176148985e-06,9.04942646597672e-05,1.3254828205436406e-17,4.474335786369052e-12,8.320823654101678e-10,1.130112708384518e-14,7.230438519967544e-13,2.541360158433481e-23,1.497206964032631e-12,4.345581585082923e-16,3.673339615966067e-18,3.142892240227426e-18,2.8597830160935962e-15,2.558856962377497e-14,3.2331985139575797e-13,1.255315180166305e-17,6.356055678366334e-14,9.672735386682006e-17,4.154149444334032e-19,4.101257172482607e-17,4.630030133196994e-17,1.1321794506922507e-20,8.297998361566928e-14,4.422433498009882e-19,1.8141131319147476e-24,2.3169454953839338e-23,1.900259976942651e-25,1.333036032738986e-22,6.467368079952413e-16,2.0012588010940253e-25,1.6429942663588965e-21,1.7126220052053362e-28,1.5414080621408237e-22
1.642698738892836e-07,0.5624498285381682,1.2912998273276564e-13,1.1040104663765875e-14,1.1936099211468555e-14,1.4281811350869048e-14,0.0,0.0,9.133070337321312e-10,6.953460185332225e-15,1.5809225085198835e-14,1.8392218276961777e-14,2.0105994804134063e-18,3.6732720555097046e-38,7.327150319540198e-26,4.359828927264002e-14,1.2881504740963148e-17,5.365744684157198e-12,6.192099234014341e-32,8.945210073833566e-30,7.295190956962613e-28,1.2309039350845403e-27,5.010512445458568e-15,5.803684954670447e-27,4.076349919634477e-23,5.322189206112992e-30,4.984441609405441e-39,8.150496862606716e-29,5.855387350158098e-35,1.166282649404735e-34,3.977053707947571e-23,7.293411738961815e-37,1.932054938904729e-35,1.5992704927321587e-36,3.76,0.0,0.7923069228271183,0.9999095048158322,6.607838438470566e-15,4.391552322009872e-20,5.8222980838375395e-06,5.8223035038192425e-06,9.049426465197315e-05,1.4507078424023146e-17,5.357751081331335e-12,9.103982463044182e-10,1.3532418140572096e-14,7.984202211903306e-13,3.3183542950905546e-23,1.7201456963407531e-12,5.205433702951074e-16,4.799156959487466e-18,3.4471064347161174e-18,3.424732682436043e-15,3.017760305033976e-14,3.877025427391146e-13,1.6036619102551897e-17,8.086468114438278e-14,1.1230548635077554e-16,5.280219184319784e-19,5.240616674470819e-17,5.4823590419090926e-17,1.615293587338344e-20,9.080273313988376e-14,6.091246662967777e-19,2.3987427003182916e-24,3.2310034235821367e-23,2.4500907305187926e-25,1.9047729680716148e-22,7.930269300397647e-16,2.607900909312558e-25,2.128470020197683e-21,2.2486432494641585e-28,1.785743312654049e-22
1.925748102167087e-07,0.562449930164582,1.6825232299950647e-13,1.4907569237603692e-14,1.51860020472584e-14,1.963274529110644e-14,0.0,0.0,1.0706898084947043e-09,9.555614309429898e-15,2.056247813681879e-14,2.392163028839135e-14,3.115260564563857e-18,6.083332972945203e-38,1.0453912456190997e-25,4.652379082713794e-14,2.0265833902350774e-17,7.373583468628825e-12,9.582099697511618e-32,1.5568018170935067e-29,1.060430015389438e-27,1.5208004332067146e-27,5.045675592195223e-15,1.0290516258787873e-26,7.002518084907773e-23,9.00362256586169e-30,1.0072917970670911e-38,1.439027257794269e-28,1.705310761982694e-34,2.3371994743709083e-34,5.949651670511702e-23,1.5329626303609237e-36,3.8185001084954563e-35,4.595600426970435e-36,3.76,0.0,0.7923059194472931,0.9999095046562916,9.511580515160157e-15,8.133107908611125e-20,6.825518476438988e-06,6.825525923966843e-06,9.049426463636286e-05,1.701157520298702e-17,7.363187671543946e-12,1.0669901490112935e-09,1.8597660920817723e-14,9.491169260071196e-13,5.309003138243865e-23,2.183690991478095e-12,7.158963209582135e-16,7.696416483855301e-18,4.0555384007502165e-18,4.707304059852608e-15,4.025575964167177e-14,5.337602424122836e-13,2.471527170122192e-17,1.2309577024760616e-13,1.4537163891252402e-16,8.014195964140634e-19,8.039503124052152e-17,7.373229350581226e-17,3.0145860138187014e-20,1.0644809200124671e-13,1.0631026939779063e-18,3.9134465461996995e-24,5.815496618495309e-23,3.8448079622287743e-25,3.5657323989684013e-22,1.1264197736043058e-15,4.148392659105188e-25,3.3493097559158627e-21,3.6409278832012854e-28,2.325407120019567e-22
2.2087974654413381e-07,0.5624500317908679,2.1201873129243727e-13,1.92928843706696e-14,1.853845030871773e-14,2.586459084458572e-14,0.0,0.0,1.2280784507427998e-09,1.2570322768432455e-14,2.5585245628245852e-14,2.976427613301183e-14,4.525218529187849e-18,9.529643610621479e-38,1.4177054100167663e-25,4.873915834032054e-14,2.987918587689689e-17,9.699698593048108e-12,1.3820281651746819e-31,2.4962803008453595e-29,1.4387369855383035e-27,1.7725716543377444e-27,5.072482915527661e-15,1.6780120080494748e-26,1.1078328166454547e-22,1.393898941262872e-29,1.824698710844379e-38,2.329876876383875e-28,4.270011444533595e-34,4.212838257446543e-34,8.377306377773446e-23,2.8825456329727912e-36,6.781384806422345e-35,1.1357021349514749e-35,3.76,0.0,0.7923049160687349,0.9999095044964256,1.2976932265237451e-14,1.380959828932112e-19,7.828737278202008e-06,7.828747074434327e-06,9.049426462072341e-05,1.9516067104569848e-17,9.686765095658019e-12,1.2235344768475333e-09,2.4466450364166713e-14,1.0997781509061098e-12,7.955431007896855e-23,2.6650519613666105e-12,9.424810509311681e-16,1.1573329985738848e-17,4.663972880256734e-18,6.1934380416695376e-15,5.144507523812887e-14,7.025856248297366e-13,3.5891872937482e-17,1.759970843178466e-13,1.805564439526981e-16,1.1409468206759603e-18,1.1569951520643565e-16,9.502250021981267e-17,5.1505388916299075e-20,1.220932639481581e-13,1.7033440551844849e-18,5.944120109232815e-24,9.660122016512501e-23,5.68259328192306e-25,6.110814814550317e-22,1.5106516657066779e-15,6.16858596139562e-25,4.9324299899498825e-21,5.528008602545578e-28,2.933135027300673e-22
2.491846828715589e-07,0.5624501334170255,2.60297356045018e-13,2.4200902663876048e-14,2.1968879897519323e-14,3.30194181489043e-14,0.0,0.0,1.3854734478967546e-09,1.5997521807043732e-14,3.081222659529274e-14,3.584410936762094e-14,6.2609033676046756e-18,1.4248858864343492e-37,1.8461181435129512e-25,5.041758476776087e-14,4.1940252401901246e-17,1.2344056283137432e-11,1.8913551367257307e-31,3.764353440181554e-29,1.8560241620704832e-27,1.9838103666500686e-27,5.092263315469443e-15,2.5693847402082182e-26,1.6474753459736598e-22,2.0215051680897704e-29,3.0456198604080947e-38,3.535956696422026e-28,9.532711656133132e-34,7.018401677369874e-34,1.1275241938873974e-22,4.9875556837770475e-36,1.1118830211381936e-34,2.503270894522669e-35,3.76,0.0,0.7923039126914433,0.9999095043362336,1.700712802974737e-14,2.1954988658148297e-19,8.83195448923112e-06,8.831966955223295e-06,9.049426460505433e-05,2.202055412903921e-17,1.2328482755540077e-11,1.380036349480544e-09,3.113878539958414e-14,1.2504043293866988e-12,1.1343730587079086e-22,3.159090279121994e-12,1.2003636447930816e-15,1.6572432616381377e-17,5.272406402900755e-18,7.883134503892512e-15,6.364739153107644e-14,8.937889736005203e-13,4.980704513315465e-17,2.400734295850669e-13,2.1744077126834548e-16,1.547837217870673e-18,1.5868638777271987e-16,1.1858899110680864e-16,8.237548062062085e-20,1.3773824898258229e-13,2.5588159216652336e-18,8.550992880703876e-24,1.5092382422451998e-22,8.022571053579878e-25,9.803092250588903e-22,1.9415270908975067e-15,8.714805260494592e-25,6.908352226433885e-21,7.995548649307055e-28,3.609017791206314e-22
2.77489619198984e-07,0.5624502350430552,3.12961130153303e-13,2.964321717709299e-14,2.546748104039369e-14,4.114624198193183e-14,0.0,0.0,1.5428752203024075e-09,1.983714887105121e-14,3.619399272396076e-14,4.210354758231847e-14,8.339327717942301e-18,2.048982695631724e-37,2.3268587320931308e-25,5.168909462940983e-14,5.664745458813355e-17,1.530663079228067e-11,2.485477923425253e-31,5.412610713704381e-29,2.304760070297929e-27,2.1566882799056338e-27,5.107155882972733e-15,3.746635814966609e-26,2.3349575985769505e-22,2.789156524559684e-29,4.771304244750759e-38,5.104758205637405e-28,1.9450876110307725e-33,1.100555938743924e-33,1.465773745379743e-22,8.091977713892609e-36,1.7139839598429202e-34,5.044836351732403e-35,3.76,0.0,0.7923029093154184,0.9999095041757158,2.1605416015784476e-14,3.31507690552461e-19,9.83517010962171e-06,9.835185566335349e-06,9.04942645893557e-05,2.452503627663406e-17,1.5288340054699054e-11,1.5364995403802897e-09,3.861466495616013e-14,1.400976678844737e-12,1.5557561280651903e-22,3.662150016605678e-12,1.4896101785857613e-15,2.2836200704538468e-17,5.8808428839025426e-18,9.776393338862043e-15,7.677344509845721e-14,1.106947134221775e-12,6.66823687989179e-17,3.1574125323738286e-13,2.556929474014905e-16,2.0224012004194256e-18,2.096402385465673e-16,1.4434298210560337e-16,1.251784887175021e-19,1.533830471064843e-13,3.655709094682078e-18,1.1787265778661174e-23,2.2466348608392366e-22,1.0923358250437493e-24,1.4941857256165809e-21,2.4150749546653754e-15,1.1827203420900943e-24,9.303086204949684e-21,1.1134855696792725e-27,4.353151338417204e-22
3.057945555264091e-07,0.5624503366689569,3.698882526975623e-13,3.563627036251606e-14,2.903428525095663e-14,5.02989103053789e-14,0.0,0.0,1.700284137236633e-09,2.4089142456994712e-14,4.169318741799216e-14,4.849905071763164e-14,1.077469443743761e-17,2.8512476903195765e-37,2.856324065046328e-25,5.265201481502042e-14,7.418076739431759e-17,1.858740247916558e-11,3.1628376409964404e-31,7.492753749646999e-29,2.7784756879105907e-27,2.2955394234736057e-27,5.1187831837006405e-15,5.254539148085144e-26,3.1847644231673836e-22,3.70082093965962e-29,7.107611405288739e-38,7.082987749202736e-28,3.691899293079077e-33,1.645405769490326e-33,1.8539054704423117e-22,1.247358409887233e-35,2.515971258887726e-34,9.460934787540017e-35,3.76,0.0,0.79230190594066,0.9999095040148711,2.6776252782243072e-14,4.802156375971131e-19,1.0838384139460879e-05,1.0838402907772098e-05,9.049426457362756e-05,2.7029513547574286e-17,1.8566336398039616e-11,1.692926811050549e-09,4.689408796308801e-14,1.5515037187669109e-12,2.067821944671898e-22,4.171642750584654e-12,1.810286721015412e-15,3.050705262836205e-17,6.489283104796468e-18,1.1873214464772747e-14,9.074200898675352e-14,1.3416161865346492e-12,8.672211847210758e-17,4.0335206329480296e-13,2.9505077637611405e-16,2.564246906242409e-18,2.687809280028397e-16,1.7220993122732353e-16,1.826308323117175e-19,1.6902765832182985e-13,5.017366549952324e-18,1.5699452956908064e-23,3.216001906363725e-22,1.4443093353635644e-24,2.186493367643379e-21,2.927590274176387e-15,1.5540323355776838e-24,1.213867432661218e-20,1.504373344608037e-27,5.165636866998526e-22
3.340994918538342e-07,0.5624504382947305,4.3096229893890325e-13,4.219990017919812e-14,3.267553134611903e-14,6.053448794946384e-14,0.0,0.0,1.857700528980674e-09,2.8753441993807066e-14,4.7281578774283205e-14,5.499769276155199e-14,1.357890587630502e-17,3.858754624546633e-37,3.431374635889706e-25,5.3381448695376e-14,9.470337686426953e-17,2.2186356317319785e-11,3.920978272572431e-31,1.0056538039723458e-28,3.271787452369425e-27,2.4054855827092187e-27,5.127642200081315e-15,7.139205033704193e-26,4.2101365992185487e-22,4.7590460212202783e-29,1.016380877618718e-37,9.516814545036112e-28,6.603197821976802e-33,2.367506694078998e-33,2.2934058481269827e-22,1.8443879857747723e-35,3.54975156177866e-34,1.672540492395614e-34,3.76,0.0,0.792300902567168,0.9999095038536998,3.2526063394853045e-14,6.723113717351921e-19,1.1841596578828165e-05,1.1841618979535134e-05,9.049426455786985e-05,2.9533985942059505e-17,2.2162471191644202e-11,1.849320210940895e-09,5.5977053349641706e-14,1.7020050961819592e-12,2.67847058494377e-22,4.685738336285119e-12,2.1624593347243733e-15,3.972735086438293e-17,7.097724765637182e-18,1.4173597824729355e-14,1.0547912393165452e-13,1.5973408169391486e-12,1.1011485186413755e-16,5.032099092462784e-13,3.3530705567699526e-16,3.172456878274536e-18,3.362775557943526e-16,2.0212763379872804e-16,2.577603032238266e-19,1.8467208263058567e-13,6.664334908963178e-18,2.03278445763056e-23,4.457292421663936e-22,1.863946449413816e-24,3.0951208408227943e-21,3.4756605311774404e-15,1.9883670702130405e-24,1.543369546141049e-20,1.982738089077579e-27,6.046581642715288e-22
3.624044281812593e-07,0.5624505399203761,4.960721706781025e-13,4.935624424784616e-14,3.6401041118333494e-14,7.191204441468358e-14,0.0,0.0,2.0151246959076755e-09,3.382998774971716e-14,5.293781609828106e-14,6.157455190135297e-14,1.6761990837385714e-17,5.099748766023435e-37,4.0493404380427463e-25,5.3934203816388286e-14,1.1836318826701252e-16,2.610348076049767e-11,4.756947773941236e-31,1.3155734021227353e-28,3.7803373210317756e-27,2.4916456406277067e-27,5.134163975669376e-15,9.448140719495473e-26,5.42313639995204e-22,5.965357963415859e-29,1.4051733308417416e-37,1.245197066440968e-27,1.123770555151229e-32,3.301503089048534e-33,2.7858561215161727e-22,2.634793595979204e-35,4.847377607402473e-34,2.814513672329842e-34,3.76,0.0,0.7922998991949424,0.9999095036922011,3.88636862283708e-14,9.147873180290815e-19,1.2844807427796218e-05,1.2844833781626064e-05,9.049426454208251e-05,3.203845346027392e-17,2.6076743842590415e-11,2.005681317742999e-09,6.586356004517011e-14,1.852481638426981e-12,3.3953790014828965e-22,5.203135607847588e-12,2.5461940765314485e-15,5.063940267376221e-17,7.706168036725014e-18,1.6677543380381943e-14,1.2091741378410354e-13,1.8736612035895598e-12,1.370348658179941e-16,6.155843688863213e-13,3.762978966355055e-16,3.845729273977626e-18,4.122596480918561e-16,2.3404456352346347e-16,3.539240533665165e-19,2.0031632003471922e-13,8.614498129415688e-18,2.5707038406274105e-23,6.012393769141463e-22,2.3569735737553155e-24,4.262327282054289e-21,4.056173797916574e-15,2.4882277238561578e-24,1.9203726324791658e-20,2.559933233377316e-27,6.996099055811751e-22
3.907093645086844e-07,0.5624506415458937,5.651117537117618e-13,5.712892658438008e-14,4.022242219052446e-14,8.449176084753524e-14,0.0,0.0,2.1725569149125176e-09,3.931872076120617e-14,5.864573942390419e-14,6.821074399737656e-14,2.0332456937167253e-17,6.603141801762373e-37,4.707908631016597e-25,5.435292017380938e-14,1.4529419254539325e-16,3.033876688776791e-11,5.667877907818416e-31,1.684211589607394e-28,4.300667438159398e-27,2.5586521805701445e-27,5.139096765866564e-15,1.2230337055258899e-25,6.834730696641862e-22,7.320540468672e-29,1.8885177612827485e-37,1.5933783412611789e-27,1.833524902603172e-32,4.486010494809744e-33,3.332940189447581e-22,3.6564167190826453e-35,6.440856299952087e-34,4.5423829123784175e-34,3.76,0.0,0.7922988958239833,0.9999095035303754,4.5800536439541863e-14,1.214957230328889e-18,1.3848016686431418e-05,1.3848047314046487e-05,9.049426452626557e-05,3.4542916102385384e-17,3.030915375879687e-11,2.1620113738328247e-09,7.655360697909948e-14,2.0029239243430263e-12,4.2260072698290036e-22,5.7229042472184665e-12,2.9615569971940664e-15,6.338545959436591e-17,8.314613900845897e-18,1.9385051112785493e-14,1.3699549268782592e-13,2.1701176861031487e-12,1.6764352434057897e-16,7.407195376372219e-13,4.1789354871227734e-16,4.5824873785933846e-18,4.968258664123766e-16,2.679184358608607e-16,4.748268647648923e-19,2.159603705361991e-13,1.0883279052136482e-17,3.186652333501805e-23,7.924928614520002e-22,2.9290771547643886e-24,5.735012705495171e-21,4.666297600043127e-15,3.055724991328263e-24,2.346176164596889e-20,3.2482433533118345e-27,8.014308545560115e-22
4.1901430083610953e-07,0.5624507431712833,6.379793822945174e-13,6.554246168516221e-14,4.4151896482326584e-14,9.833428147560293e-14,0.0,0.0,2.329997443830688e-09,4.521958277835327e-14,6.439311728526627e-14,7.489195424564677e-14,2.4297577981407267e-17,8.398582173562299e-37,5.405182175700689e-25,5.4670003161115785e-14,1.7561770536790163e-16,3.489220776519207e-11,6.650797662822057e-31,2.1167465319365224e-28,4.830066607148225e-27,2.610452161958819e-27,5.142941576602538e-15,1.5536363227059843e-25,8.454881383522608e-22,8.824914116021549e-29,2.477947484116469e-37,2.0007430466137484e-27,2.8851121711245875e-32,5.964214916863636e-33,3.9364372153859893e-22,4.950430212225696e-35,8.362138406278938e-34,7.072932908705235e-34,3.76,0.0,0.7922978924542903,0.9999095033682222,5.3350565130157967e-14,1.5804258222198328e-18,1.4851224354794446e-05,1.485125957679801e-05,9.049426451041898e-05,3.704737386854709e-17,3.4859700348889296e-11,2.318311362014917e-09,8.804719308093132e-14,2.153332351201666e-12,5.17760471631885e-22,6.2443802549602025e-12,3.408614141478499e-15,7.81077172338534e-17,8.923061959614368e-18,2.2296121023836055e-14,1.5365744095687187e-13,2.4862537621295903e-12,2.0209047004511183e-16,8.788400076180236e-13,4.599913021506668e-16,5.380962850814734e-18,5.900506733693434e-16,3.0371496968037047e-16,6.245393968650447e-19,2.316042341369947e-13,1.3483880840971741e-17,3.883127774270747e-23,1.0240075279137451e-21,3.585906060773566e-24,7.564991263579477e-21,5.3034459748595076e-15,3.692628983492708e-24,2.821859032568902e-20,4.0609851908632735e-27,9.101335589886015e-22
4.4731923716353464e-07,0.5624508447965446,7.145773556776369e-13,7.46218205262182e-14,4.820154716823113e-14,1.1350024526539195e-13,0.0,0.0,2.487446524671707e-09,5.1532516220165504e-14,7.017070997690147e-14,8.160734748427479e-14,2.866362920977685e-17,1.0517212521962047e-36,6.139699243048537e-25,5.4910230090270583e-14,2.0944349581229428e-16,3.976379797211811e-11,7.702331222083416e-31,2.6183571870513683e-28,5.366423187381644e-27,2.650309621998876e-27,5.145845457427836e-15,1.9418452646864244e-25,1.0292630185083142e-21,1.0478554014878772e-28,3.185131564916915e-37,2.471820284336059e-27,4.399268206663862e-32,7.784537734009622e-33,4.598210882823703e-22,6.561338495044029e-35,1.0643164586919084e-33,1.0676407318681278e-33,3.76,0.0,0.7922968890858632,0.9999095032057408,6.153011789015455e-14,2.019061206210799e-18,1.5854430432940773e-05,1.5854470569882232e-05,9.049426449454273e-05,3.955182675889954e-17,3.972838302208358e-11,2.474582075798208e-09,1.0034431728023435e-13,2.3037141312602584e-12,6.257215900177501e-22,6.767092512541293e-12,3.8874315485903796e-15,9.494831636052006e-17,9.53151186614789e-18,2.54107531341391e-14,1.7085232121086977e-13,2.8216181134509346e-12,2.405147334418909e-16,1.0301550985649292e-12,5.025099147661098e-16,6.239259798713828e-18,6.919895198038443e-16,3.4140681834735567e-16,8.075161216460456e-19,2.472479108390766e-13,1.6427533795657473e-17,4.662233772552586e-23,1.3004405795509654e-21,4.333073966717264e-24,9.809264063555383e-21,5.96525596177343e-15,4.400416290266885e-24,3.348312503395481e-20,5.012611893346967e-27,1.0257311569893198e-21
5.039291098183848e-07,0.5624510480466833,8.785913614166609e-13,9.487849379449674e-14,5.670664341028098e-14,1.4804323541833627e-13,0.0,0.0,2.802371244452807e-09,6.539437018674263e-14,8.179080992108289e-14,9.511040157373878e-14,3.8619676806125136e-17,1.585055488782949e-36,7.715406098187184e-25,5.5228971191414136e-14,2.879891073429423e-16,5.046141037218316e-11,9.99897015428145e-31,3.849521775096535e-28,6.453882518331085e-27,2.7042672641055308e-27,5.149715816094795e-15,2.9128469892359698e-25,1.4652919257551827e-21,1.4232869291215481e-28,5.000093388307308e-37,3.623215028130195e-27,9.448065647862171e-32,1.2674940278025512e-32,6.104406661315795e-22,1.0928515481399614e-34,1.6411511776170746e-33,2.2495131371742316e-33,3.76,0.0,0.7922948823528073,0.9999095028797937,7.985398675603842e-14,3.1484790347457492e-18,1.7860837818781815e-05,1.7860888747055166e-05,9.04942644627011e-05,4.4560717912680833e-17,5.0420154257052887e-11,2.787038233837355e-09,1.273491756898291e-13,2.604398571802046e-12,8.827667990674847e-22,7.81501724759938e-12,4.940611282394994e-15,1.3555283691395667e-16,1.0748417813323158e-17,3.225070412287231e-14,2.0665947988885257e-13,3.5482597519165475e-12,3.298040690559922e-16,1.3731468729348986e-12,5.885683535990337e-16,8.127360165588424e-18,9.221579287652626e-16,4.2239660472026375e-16,1.2931020615922234e-18,2.7853470355498697e-13,2.3380384440355908e-17,6.475071402820162e-23,2.007304686067624e-21,6.120719374277361e-24,1.579624418638599e-20,7.354450858458219e-15,6.033311247328993e-24,4.5563154969721814e-20,7.396666867052556e-27,1.2776664366528508e-21
5.60538982473235e-07,0.5624512512963101,1.0564380625647846e-12,1.180972257283685e-13,6.581669100961998e-14,1.885944030860055e-13,0.0,0.0,3.1173327772264125e-09,8.090383406586339e-14,9.346838577690518e-14,1.0867539811714451e-13,5.023740879066216e-17,2.2864842634999817e-36,9.427157619341368e-25,5.5410799191456e-14,3.8161510350146047e-16,6.243157906921688e-11,1.2531645284474462e-30,5.41913940138687e-28,7.553975187641063e-27,2.7356063934919992e-27,5.151707444345848e-15,4.181400682609738e-25,1.9972296279602686e-21,1.8581909086546055e-28,7.429313512991734e-37,5.084047514029408e-27,1.8600824214800433e-31,1.9673408795855333e-32,7.867694355010275e-22,1.71805435691414e-34,2.3999611581029696e-33,4.3513232829864196e-33,3.76,0.0,0.7922928756248148,0.9999095025525324,1.0094336288614159e-13,4.670524113718102e-18,1.986723884431081e-05,1.986730184557811e-05,9.049426443074056e-05,4.956958956463452e-17,6.23844627458522e-11,3.0993842357189445e-09,1.5756817364557332e-13,2.904979741048368e-12,1.1989840304869553e-21,8.864981682910157e-12,6.121624412707161e-15,1.8633509255660364e-16,1.1965332833469116e-17,3.990490459063307e-14,2.4409312778866784e-13,4.346581734785621e-12,4.3644799376812456e-16,1.7711681222870046e-12,6.756991718236229e-16,1.0230723793818391e-17,1.1875317307785095e-15,5.107752929598282e-16,1.9755415975193146e-18,3.0982074869971743e-13,3.180064392250313e-17,8.635943346362817e-23,2.952608718081282e-21,8.336305859695963e-24,2.4265838261690486e-20,8.818853600543574e-15,7.961812439116324e-24,5.974553706022311e-20,1.0542886631944062e-26,1.5573528149963974e-21
