Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174)
0.0031382893957711817,0.5729778248833738,8.534475495371296e-08,5.233544297527914e-08,3.953921799157158e-08,6.213183836842775e-05,0.0,0.0,7.31633050731084e-05,4.246126238026435e-06,6.905015311715289e-05,1.5489300776688963e-05,1.0555353143082135e-08,2.8638512257368536e-23,1.5652070681283436e-16,1.0412303442902038e-10,2.6505412116787805e-08,0.0018713814870306015,7.405647176282319e-19,1.0286814682264458e-16,2.367337734882719e-16,3.094373884387772e-20,1.340245541713393e-12,2.1500461647497857e-10,2.890628798126084e-12,5.103003518695638e-13,6.386068917546902e-20,2.3931190403955543e-12,5.214649899907884e-12,1.897169164002856e-16,1.0082502931786494e-10,7.15920170243672e-18,4.083398724335239e-18,3.4211103950855733e-13,3.76,0.0,0.6882782309222993,0.9978004025028449,0.00017924021207706253,1.7805432036079696e-06,0.10184572871020885,0.10376731459488649,9.03032692599496e-05,2.490553489181151e-13,0.0019052107111657615,2.462661676837187e-05,4.7022995164523285e-06,2.3211947363073843e-08,2.1661281029311265e-13,8.407718406656067e-08,7.548462746837142e-06,4.760255004596494e-05,8.406287147239949e-14,1.4777267388215731e-06,2.7695456609423696e-07,1.815057404856481e-07,3.9861906463571715e-05,0.00014429678141900543,2.7219047242817927e-09,1.3128421555832716e-10,1.5791959094161698e-07,4.822204042259954e-08,8.301170354481447e-07,7.4855376981690524e-06,6.950846167844698e-09,1.616880418288709e-14,4.7111201007263574e-09,4.281247820569723e-12,4.346003869826145e-06,1.1284597457768741e-08,1.355893826440907e-15,9.567642793328312e-12,2.860177889916861e-13,1.8516985612281295e-13
0.003160185360868917,0.5730464517350976,8.628542850794371e-08,5.294204940539091e-08,4.02589058619534e-08,6.33230068526367e-05,0.0,0.0,7.387264527318387e-05,4.331266444375664e-06,7.085291475451368e-05,1.5921214815319577e-05,1.0761589146587089e-08,2.9795330555220126e-23,1.610628893888751e-16,1.0599637046614076e-10,2.6947666347503145e-08,0.0018972195491477422,7.74473218736536e-19,1.0493942833173905e-16,2.477520044554621e-16,3.21439206246993e-20,1.3642804124855512e-12,2.218425585675485e-10,2.9642973888490822e-12,5.36827627113634e-13,6.749595330870762e-20,2.4882932778056742e-12,5.435686921480155e-12,1.9631316987625442e-16,1.032134235106202e-10,7.463190638642256e-18,4.2557104902255464e-18,3.573302484106179e-13,3.76,0.0,0.6875988293324048,0.9977695829458526,0.0001836777669689714,1.8238912779038888e-06,0.10249266743868553,0.104441056293683,9.030047929241817e-05,2.505996262431856e-13,0.0019321895725534692,2.4873009235497912e-05,4.766543132285922e-06,2.3440655899862886e-08,2.1957316712071986e-13,8.491963116449492e-08,7.676852302383276e-06,4.895705135740442e-05,8.482744685968069e-14,1.5024050379684557e-06,2.814538482716159e-07,1.8334827975534088e-07,4.062685816243939e-05,0.00014681278092192995,2.779914168957591e-09,1.3407934589923543e-10,1.6121984536381272e-07,4.903247356191111e-08,8.441540450778965e-07,7.735364241972878e-06,7.0950455510433656e-09,1.6504231280043505e-14,4.800919706215457e-09,4.362840302868983e-12,4.454983710596957e-06,1.1466163116828634e-08,1.3840220410715955e-15,9.766053575968657e-12,2.9332428905085763e-13,1.8818500111183818e-13
0.0031820813259666523,0.5731150165058264,8.72259687994589e-08,5.354931996375624e-08,4.098529657224704e-08,6.452797204115044e-05,0.0,0.0,7.458034273305145e-05,4.41729894384765e-06,7.26901760970943e-05,1.6362021548765095e-05,1.0970202689803814e-08,3.0986235211047546e-23,1.6568917376459012e-16,1.0788544668058026e-10,2.7392843320387524e-08,0.0019232290686547746,8.096738769539436e-19,1.0703702685861069e-16,2.5920261151168816e-16,3.3380362116814646e-20,1.388517016807792e-12,2.288427532202927e-10,3.0390781158813808e-12,5.645269333938643e-13,7.130707274962245e-20,2.586473730795481e-12,5.664087547708204e-12,2.030756983769938e-16,1.0563618342621197e-10,7.777523945730799e-18,4.433966353600992e-18,3.7310027158486024e-13,3.76,0.0,0.6869200125381687,0.9977385121916656,0.000188193401576578,1.8679354234987944e-06,0.10313875317828669,0.10511412968484779,9.029766659213675e-05,2.521413145526258e-13,0.00195936966862479,2.51191638203832e-05,4.83120157247893e-06,2.3669067787230588e-08,2.2255264550987036e-13,8.576130183909439e-08,7.80606636101971e-06,5.033840874663916e-05,8.559570887416731e-14,1.5273622396187674e-06,2.8598009293976737e-07,1.8518978904960435e-07,4.139813797035378e-05,0.000149353210798282,2.8386777096112027e-09,1.3691073205639733e-10,1.645612763680412e-07,4.984828969811065e-08,8.58284560960756e-07,7.991215042064468e-06,7.2410124541675055e-09,1.6843769792232642e-14,4.891442129867556e-09,4.445089317375378e-12,4.5658336723513905e-06,1.164876924123857e-08,1.4124950261537352e-15,9.966895341340099e-12,3.007522341492509e-13,1.9121816147315376e-13
0.0032039772910643876,0.5731835192816744,8.816629067598475e-08,5.41571864957817e-08,4.1718348845510996e-08,6.574675925407936e-05,0.0,0.0,7.528633800592407e-05,4.504218330444352e-06,7.456232148562832e-05,1.6811828650582805e-05,1.1181194568186961e-08,3.2211755759713306e-23,1.7039986327324796e-16,1.0979011935117003e-10,2.7840907371039e-08,0.0019494098236540105,8.462052327605165e-19,1.0916107525914574e-16,2.710993335365596e-16,3.4653806709397995e-20,1.4129535010401083e-12,2.3600756786167166e-10,3.114971126158169e-12,5.934402311285455e-13,7.530092564488203e-20,2.6877282825306645e-12,5.900020768915651e-12,2.1000689578048421e-16,1.0809339235163213e-10,8.102457699864705e-18,4.618322136352514e-18,3.8943594947480947e-13,3.76,0.0,0.6862417795251269,0.9977071896539357,0.00019278778112788471,1.912679600395541e-06,0.10378398651215544,0.1057865353051663,9.029483110603859e-05,2.5368041551671974e-13,0.0019867512723973097,2.5365060216038084e-05,4.8962744478330605e-06,2.3897163902096473e-08,2.255512275187153e-13,8.66021270603445e-08,7.936091557736712e-06,5.174685318190143e-05,8.636768162272897e-14,1.5525999212163475e-06,2.905329005825987e-07,1.8703012354792248e-07,4.2175658060854705e-05,0.00015191803052025016,2.8981966424017227e-09,1.397784348617544e-10,1.679439183531916e-07,5.0669421120432085e-08,8.725071804377243e-07,8.253166518897582e-06,7.388747519601341e-09,1.7187421212756576e-14,4.982676609388905e-09,4.527985085618307e-12,4.678567601542878e-06,1.183239898532751e-08,1.4413129068569214e-15,1.0170168966467094e-11,3.0830224407237203e-13,1.9426905829690725e-13
0.003225873256162123,0.5732519601482564,8.910631228696317e-08,5.476558239513553e-08,4.2458021326640825e-08,6.697939298996399e-05,0.0,0.0,7.599057472964014e-05,4.592019173799808e-06,7.64697352072897e-05,1.7270743818003456e-05,1.1394565621507941e-08,3.347243059878095e-23,1.7519527458808558e-16,1.1171024764098979e-10,2.829182337654113e-08,0.0019757615878915535,8.841068639898698e-19,1.1131170582898613e-16,2.83456239303306e-16,3.5965010146084145e-20,1.4375880482798083e-12,2.4333937651575193e-10,3.191976442237938e-12,6.236105925836454e-13,7.948458972432136e-20,2.7921256315654376e-12,6.143657278513819e-12,2.1710916578767837e-16,1.1058513160231814e-10,8.438251748700956e-18,4.8089363566452795e-18,4.063523611855923e-13,3.76,0.0,0.685564129287504,0.9976756147496754,0.00019746156541923233,1.958127704637572e-06,0.10442836802362869,0.10645827369101682,9.02919727813611e-05,2.552169308031679e-13,0.0020143346537256144,2.5610678852518033e-05,4.961761370252729e-06,2.4124925825784516e-08,2.285688952562422e-13,8.744204030857668e-08,8.06691464231683e-06,5.3182612439763095e-05,8.71433889522677e-14,1.5781196429388548e-06,2.9511187797157086e-07,1.8886914373644074e-07,4.2959330016451077e-05,0.00015450719747035687,2.9584722316470235e-09,1.4268251339469527e-10,1.713678031132846e-07,5.14958010594014e-08,8.868205072878135e-07,8.52129454052953e-06,7.538251271697302e-09,1.753518676112205e-14,5.074612316848035e-09,4.611517769635771e-12,4.79319919523073e-06,1.2017035768049271e-08,1.4704757854346154e-15,1.0375875167935031e-11,3.1597492621687107e-13,1.9733741727086247e-13
0.0032477692212598583,0.5733203391907318,9.004595503113512e-08,5.5374442588772805e-08,4.320427260446942e-08,6.822589696610571e-05,0.0,0.0,7.669299962402656e-05,4.6806960330702625e-06,7.841280147853407e-05,1.773887476535049e-05,1.1610316549208618e-08,3.4768796193499984e-23,1.800756974425555e-16,1.1364568915372824e-10,2.8745556790086335e-08,0.002002284130785595,9.234192061309388e-19,1.1348905030617254e-16,2.9628773281183336e-16,3.731473309602533e-20,1.4624188210784937e-12,2.5084055964019e-10,3.270093970189623e-12,6.550822190499262e-13,8.386534526671903e-20,2.8997352896994797e-12,6.39516945687075e-12,2.243849228260034e-16,1.1311148066192697e-10,8.785169631829393e-18,5.0059704695067534e-18,4.238648250306704e-13,3.76,0.0,0.6848870608281283,0.9976437868992755,0.0002022154088188075,2.004283569358451e-06,0.10507189829621538,0.10712934537839211,9.028909156564744e-05,2.5675086207706785e-13,0.0020421200792270114,2.5856000903146862e-05,5.027661952740506e-06,2.4352335851048647e-08,2.3160563088206287e-13,8.82809775957238e-08,8.198522493849766e-06,5.464591110360424e-05,8.792285444872484e-14,1.6039229476327238e-06,2.9971663847207716e-07,1.907067154594869e-07,4.3749064928331894e-05,0.0001571206670220736,3.0195056999389465e-09,1.4562302511750844e-10,1.7483296024244248e-07,5.232736372745764e-08,9.012231521006429e-07,8.795674401465992e-06,7.689524135518739e-09,1.7887067425801073e-14,5.167238370272456e-09,4.6956774825369925e-12,4.909742001862837e-06,1.2202663286222602e-08,1.4999837447616862e-15,1.0584014525626734e-11,3.237708757936053e-13,2.0042296763660857e-13
0.0032696651863575936,0.573388656493804,9.098514363425435e-08,5.5983703617882254e-08,4.395706130277905e-08,6.948629415809769e-05,0.0,0.0,7.739356248254468e-05,4.770243470073941e-06,8.03919044309357e-05,1.8216329218430383e-05,1.1828447968501648e-08,3.61013771299344e-23,1.8504140115686732e-16,1.1559630137004285e-10,2.9202073674382624e-08,0.0020289772174572306,9.641834389255995e-19,1.1569323987337895e-16,3.0960855843423e-16,3.870374185451672e-20,1.4874439806020717e-12,2.5851350398524933e-10,3.3493235137814875e-12,6.87900456582766e-13,8.845067826795111e-20,3.01062757946932e-12,6.6547313566098034e-12,2.3183659266724897e-16,1.1567251743100061e-10,9.14347861329136e-18,5.209588651776547e-18,4.4198889896560387e-13,3.76,0.0,0.6842105731583406,0.9976117055265155,0.00020704996027995587,2.051150965851979e-06,0.10571457791357433,0.10779975090291935,9.028618740674746e-05,2.582822110009148e-13,0.00207010781221629,2.610100828882301e-05,5.0939758093927206e-06,2.4579376984866882e-08,2.346614166062146e-13,8.911887748011796e-08,8.33090213418219e-06,5.613697056738169e-05,8.870610143662393e-14,1.6300113607837356e-06,3.043468023977291e-07,1.92542709955469e-07,4.454477349134682e-05,0.0001597583926179134,3.081298233711018e-09,1.4860002563067726e-10,1.7833941756123423e-07,5.316404437916426e-08,9.157137332372613e-07,9.076380803306972e-06,7.842566455792866e-09,1.824306400833349e-14,5.260543845033459e-09,4.780454298836191e-12,5.0282094221260115e-06,1.238926552826778e-08,1.5298368520339721e-15,1.0794587508967888e-11,3.316906767001434e-13,2.0352544300675536e-13
0.003291561151455329,0.5734569121417347,9.192380612560512e-08,5.659330360941453e-08,4.4716346174999005e-08,7.076060683941508e-05,0.0,0.0,7.809221615940834e-05,4.860656062126577e-06,8.240742810071698e-05,1.870321491012753e-05,1.2048960466547115e-08,3.7470703564874784e-23,1.9009265053056974e-16,1.175619424773991e-10,2.966134073689062e-08,0.0020558406087649254,1.006441700576002e-18,1.1792440516056598e-16,3.234338062100496e-16,4.0132811544737054e-20,1.5126616968781367e-12,2.663606024735618e-10,3.4296647886449158e-12,7.221118134365055e-13,9.32482849095019e-20,3.1248736333192703e-12,6.922518688942117e-12,2.394666135542098e-16,1.1826831843929812e-10,9.51344974873372e-18,5.419957959141865e-18,4.607403813162791e-13,3.76,0.0,0.6835346652978979,0.9975793700585684,0.0002119658633644037,2.098733604697881e-06,0.10635640745949036,0.108469490799879,9.028326025281813e-05,2.5981097923458655e-13,0.002098298112648503,2.634568367815672e-05,5.160702555395735e-06,2.4806032948058098e-08,2.377362346889853e-13,8.995568106711016e-08,8.464040740737065e-06,5.7656009045324885e-05,8.949315297918697e-14,1.6563863905256908e-06,3.0900199738639305e-07,1.9437700386042764e-07,4.5346366097512036e-05,0.00016242032584674822,3.1438509938856595e-09,1.5161356927213727e-10,1.8188720143324857e-07,5.4005779396384096e-08,9.302908783735148e-07,9.363487836704441e-06,7.997378510690499e-09,1.8603177155577362e-14,5.3545177850382565e-09,4.865838264611092e-12,5.1486147099557446e-06,1.257682678925957e-08,1.560035161483887e-15,1.1007594496272469e-11,3.397349024163305e-13,2.0664458163406253e-13
0.0033353530816508,0.5735932388070791,9.379928154628541e-08,5.781328133389743e-08,4.625424053873442e-08,7.33510644886705e-05,0.0,0.0,7.948362257326182e-05,5.044055171935178e-06,8.654927322360284e-05,1.9705710958298017e-05,1.2497130817868795e-08,4.032168935303094e-23,2.0045276216279695e-16,1.2153774520965747e-10,3.058799563221534e-08,0.002110077327639103,1.095613199863755e-18,1.2246818266519857e-16,3.5265968834125453e-16,4.311426530338726e-20,1.5636674931836787e-12,2.825868638677495e-10,3.593681024039116e-12,7.949058318456962e-13,1.0351217478279607e-19,3.3637156087701566e-12,7.483480717093961e-12,2.552715296951794e-16,1.2356451363294865e-10,1.0289481640956575e-17,5.861632688738333e-18,5.001899710011041e-13,3.76,0.0,0.6821845851255055,0.9975139345627178,0.00022204427191128653,2.19605915530739e-06,0.10763751867261281,0.10980697585058809,9.027733675402983e-05,2.6286078025769936e-13,0.002155287438586816,2.6833972867801576e-05,5.2953931816305465e-06,2.5258127800645205e-08,2.439428972219011e-13,9.162577646128308e-08,8.73254441150282e-06,6.077888010128449e-05,9.107876067947692e-14,1.7100022458819158e-06,3.183860294573029e-07,1.9804002334958148e-07,4.6966844032507694e-05,0.00016781661274316905,3.271241719438805e-09,1.57750497917904e-10,1.8910684833455915e-07,5.570416397375713e-08,9.596994259666813e-07,9.957197009473186e-06,8.312312663222575e-09,1.9335755094800315e-14,5.544427143011961e-09,5.038387744797698e-12,5.395291178011688e-06,1.2954765151590721e-08,1.6214675504488026e-15,1.144091162016406e-11,3.5619887067035047e-13,2.1293182539356728e-13
0.003379145011846271,0.5737293198523856,9.56718720448003e-08,5.903391440191991e-08,4.781763121590914e-08,7.599743559217519e-05,0.0,0.0,8.086690215527099e-05,5.230850769604164e-06,9.08414069927109e-05,2.07472247978812e-05,1.2954831692320331e-08,4.3325917922159316e-23,2.1115786750012102e-16,1.2557197195610118e-10,3.1525269189795754e-08,0.002164992290528158,1.1912885551429885e-18,1.2712141689620384e-16,3.840932193345324e-16,4.6265427363216643e-20,1.6154216847480706e-12,2.9953860700690635e-10,3.762139104596123e-12,8.738602531193649e-13,1.1472292163955726e-19,3.616846447533347e-12,8.07949393650578e-12,2.7181946476368744e-16,1.2900065882948485e-10,1.1115509970562577e-17,6.332389673029017e-18,5.423448176954239e-13,3.76,0.0,0.6808368126330742,0.9974474758966336,0.0002324556765790953,2.2962887380374964e-06,0.10891523660739921,0.11114180480650776,9.027132066064965e-05,2.6590027837219717e-13,0.002213090067702796,2.7320744705017345e-05,5.43173077461076e-06,2.57085043695518e-08,2.5022547756232074e-13,9.329084332466033e-08,9.003934499535373e-06,6.401620704322171e-05,9.267985686114967e-14,1.7647822338836286e-06,3.27865913465753e-07,2.0169489456353692e-07,4.8609779321431445e-05,0.00017330910630275915,3.401686772612836e-09,1.6403422757220143e-10,1.9649209236211188e-07,5.742203303883185e-08,9.894380525437665e-07,1.0577381799634076e-05,8.634327913967165e-09,2.0084804314969195e-14,5.736878582577616e-09,5.2132461012719966e-12,5.649874553304119e-06,1.3336359316440966e-08,1.6842811691695971e-15,1.1883967683267427e-11,3.7316717223071255e-13,2.192827034231697e-13
0.003422936942041742,0.5738651559370145,9.754112138802448e-08,6.025476926017079e-08,4.940620073155455e-08,7.86998771890637e-05,0.0,0.0,8.224178566732178e-05,5.421001301753833e-06,9.528689776158574e-05,2.1828618275234885e-05,1.3422067248114627e-08,4.648752096561482e-23,2.22209628620414e-16,1.2966351176882021e-10,3.247292126213162e-08,0.0022205834350411406,1.2938374068760101e-18,1.318851332407322e-16,4.178681221705625e-16,4.959274250056132e-20,1.6679099299786673e-12,3.1723518851847947e-10,3.935034848291355e-12,9.593907833636751e-13,1.2695003226338674e-19,3.884864300632369e-12,8.712022547773976e-12,2.8913047896894256e-16,1.3457733779312383e-10,1.1993841438448951e-17,6.833672004778428e-18,5.873400425611114e-13,3.76,0.0,0.6794913402697885,0.997379989598616,0.00024320503617429669,2.399449979451887e-06,0.1101895659359635,0.11247398193918302,9.026521156887653e-05,2.689294867602382e-13,0.002271707954240023,2.780588723574246e-05,5.5697122947457135e-06,2.6157057864700862e-08,2.565838355866554e-13,9.495050144885297e-08,9.278115238893516e-06,6.736962309422293e-05,9.429661673083482e-14,1.8207378021892537e-06,3.374389635014836e-07,2.0534082359905813e-07,5.027445354804936e-05,0.0001788973604382523,3.5351949112587388e-09,1.704651681339809e-10,2.0404311891681568e-07,5.915892358240334e-08,1.0194962418885526e-06,1.122461131247531e-05,8.963425281218759e-09,2.0850327184608868e-14,5.931784431879222e-09,5.390333686873107e-12,5.912465730514035e-06,1.372149585725382e-08,1.748476216256369e-15,1.233676405856799e-11,3.906440604841206e-13,2.2569530586387496e-13
0.003466728872237213,0.5740007477142853,9.940662585837856e-08,6.14754406543005e-08,5.101964090256718e-08,8.145853896678783e-05,0.0,0.0,8.360805025864294e-05,5.614466616427137e-06,9.988881218138293e-05,2.2950753188639488e-05,1.3898842167607242e-08,4.9810588470757856e-23,2.3360955502545417e-16,1.3381127327812382e-10,3.343072457914141e-08,0.002276848634841688,1.4036447033547447e-18,1.3676034847459928e-16,4.54124182859879e-16,5.3102766684775925e-20,1.7211181368125e-12,3.3569605723631235e-10,4.112363852903411e-12,1.0519334220374537e-12,1.402667394011921e-19,4.168380231159618e-12,9.382556289860034e-12,3.072249352799114e-16,1.4029513175910648e-10,1.2926845769263857e-17,7.366972311199802e-18,6.35314693332666e-13,3.76,0.0,0.6781481606074763,0.9973114712593374,0.0002542972284337346,2.5055696599173176e-06,0.11146051132977439,0.113803511516191,9.025900907964927e-05,2.719484185590542e-13,0.00233114299528635,2.8289300181831245e-05,5.709334719618828e-06,2.6603694600258805e-08,2.63017831962993e-13,9.660441040685596e-08,9.55499442628132e-06,7.084071294778499e-05,9.592921146364387e-14,1.8778801308443434e-06,3.471026363720252e-07,2.0897710111814376e-07,5.19601520277946e-05,0.00018458090682383675,3.6717749075019292e-09,1.7704373044180447e-10,2.1176011654581732e-07,6.091439548714983e-08,1.0498637357731786e-06,1.1899443481212859e-05,9.299605883788197e-09,2.163232630667445e-14,6.129057533472033e-09,5.569571323932611e-12,6.183163413504692e-06,1.4110067270868904e-08,1.81405291001341e-15,1.2799302259850264e-11,4.0863366949587714e-13,2.3216781376352885e-13
0.003510520802432684,0.5741360958320819,1.0126803363214312e-07,6.269555240060708e-08,5.26576550448513e-08,8.427356453816457e-05,0.0,0.0,8.496551817345457e-05,5.81120830077148e-06,0.0001046502154385984,2.4114491330341924e-05,1.4385162094459203e-08,5.329918711272291e-23,2.4535903441697793e-16,1.3801418955531184e-10,3.439846538977267e-08,0.0023337857013473206,1.5211112243939007e-18,1.4174807083902214e-16,4.930074345990671e-16,5.680216961508243e-20,1.775032525221759e-12,3.5494075393163096e-10,4.294121882051064e-12,1.1519450355595895e-12,1.5475013242688213e-19,4.4680182206122875e-12,1.0092610246431903e-11,3.2612353908501637e-16,1.4615462560522844e-10,1.3916956917749533e-17,7.933834212448596e-18,6.864117770558541e-13,3.76,0.0,0.676807266335807,0.9972419165204414,0.00026573705275782165,2.61467375972872e-06,0.1127280774586628,0.11513039780156424,9.025271279851973e-05,2.749570868594063e-13,0.0023913970304283508,2.8770894753080618e-05,5.850595043942098e-06,2.7048331801551637e-08,2.6952732814897434e-13,9.825226891583454e-08,9.834483706858167e-06,7.443101401622075e-05,9.757780829964836e-14,1.9362201387259375e-06,3.5685453784108774e-07,2.1260310108340817e-07,5.366616640702672e-05,0.0001903592572955877,3.811435703076544e-09,1.837703336036979e-10,2.19643285668109e-07,6.268803278901709e-08,1.0805305645904916e-06,1.2602424738379802e-05,9.642871322974096e-09,2.2430805407090398e-14,6.328611551929473e-09,5.750880583613332e-12,6.462064185578301e-06,1.4501972222021628e-08,1.8810115629515636e-15,1.3271584466755414e-11,4.2714003012066345e-13,2.386985036537171e-13
0.003554312732628155,0.5742712009331329,1.0312504370671208e-07,6.391475736144589e-08,5.431995997615589e-08,8.714509270574826e-05,0.0,0.0,8.631405528399075e-05,6.011189994815581e-06,0.00010957417162958984,2.5320694573307017e-05,1.4881034061200804e-08,5.695736078418252e-23,2.574593556730526e-16,1.422712227986897e-10,3.537594398191462e-08,0.0023913923855444653,1.6466540752897262e-18,1.4684930011807807e-16,5.346703465572938e-16,6.069773507951037e-20,1.8296396874049187e-12,3.7498891193971126e-10,4.4803052273091744e-12,1.259903940745124e-12,1.704812925399928e-19,4.784415189399602e-12,1.0843724724188349e-11,3.4584737763727646e-16,1.5215641361942346e-10,1.4966674273665875e-17,8.535853834164028e-18,7.407782969503333e-13,3.76,0.0,0.6754686502571601,0.9971713210727923,0.0002775292333782663,2.726787506941602e-06,0.11399226898978254,0.11645464505616597,9.02463223354944e-05,2.779555047037454e-13,0.0024524718417661216,2.9250593411033815e-05,5.9934902795356775e-06,2.7490897367487853e-08,2.761121863908251e-13,9.989381403570201e-08,1.011649882626276e-05,7.814201788099989e-05,9.92425706608485e-14,1.995768491348961e-06,3.6669242759805023e-07,2.1621827914151146e-07,5.5391797131523704e-05,0.0001962319062110661,3.9541865560592974e-09,1.9064541207347866e-10,2.276928469652608e-07,6.447944474745484e-08,1.11148707588864e-06,1.33340897506661e-05,9.99322405028124e-09,2.324577019010138e-14,6.530361265678914e-09,5.934184050935022e-12,6.749262587600789e-06,1.4897115736119955e-08,1.949352653515481e-15,1.3753614030256693e-11,4.461670911606261e-13,2.45285751290709e-13
0.0035981046628236263,0.5744060636555256,1.0497740487677645e-07,6.513273819284305e-08,5.6006287921485966e-08,9.007325870596647e-05,0.0,0.0,8.76535694654571e-05,6.214377678732701e-06,0.00011466374426519247,2.657022500104506e-05,1.538646687933177e-08,6.078913432125624e-23,2.699117361449752e-16,1.465813684145845e-10,3.636297508411577e-08,0.0024496663799012546,1.7807072800863464e-18,1.5206502771471882e-16,5.792720169777517e-16,6.479636312997194e-20,1.8849266402091314e-12,3.9586025866657067e-10,4.670911055861997e-12,1.376310496263191e-12,1.8754543152786386e-19,5.118221031344816e-12,1.1637465205994772e-11,3.6641796133375427e-16,1.5830110510019437e-10,1.6078564051470107e-17,9.174681409054295e-18,7.985652935409637e-13,3.76,0.0,0.6741323052812045,0.9970996806543901,0.00028967842292819824,2.841935426477698e-06,0.11525309058653238,0.11777625753801635,9.023983730484567e-05,2.809436850841598e-13,0.002514369154281499,2.9728329596046908e-05,6.138017455333881e-06,2.7931329598254698e-08,2.8277226972360467e-13,1.0152882024230378e-07,1.0400959847434169e-05,8.197517192629876e-05,1.009236582870438e-13,2.0565356099288877e-06,3.76614223134958e-07,2.1982217073588367e-07,5.71363557665042e-05,0.0002021983327535431,4.100037183670098e-09,1.9766942249662036e-10,2.3590904953180486e-07,6.628826669230992e-08,1.1427239585478823e-06,1.4094961217931231e-05,1.03506677229812e-08,2.4077229165275265e-14,6.734222840830699e-09,6.119405573399896e-12,7.044851203454592e-06,1.52954093470708e-08,2.0190768954298505e-15,1.4245395961202417e-11,4.657187335048773e-13,2.519280346501876e-13
0.0036418965930190973,0.574540684633124,1.0682491416298917e-07,6.634920649547657e-08,5.771638818025546e-08,9.305819542315649e-05,0.0,0.0,8.898400883513255e-05,6.420739930778367e-06,0.00011992199690570543,2.786394508044967e-05,1.5901471545119755e-08,6.479852976033423e-23,2.8271734897774096e-16,1.5094365928090304e-10,3.7359388172031765e-08,0.002508605320364406,1.92372237975498e-18,1.5739623672823353e-16,6.269783703550856e-16,6.910507204291163e-20,1.9408808799076285e-12,4.1757461798029775e-10,4.865937742578326e-12,1.5016877011749577e-12,2.0603203826523713e-19,5.470098662722113e-12,1.2475422383070685e-11,3.8785726697880626e-16,1.6458932956359573e-10,1.725526077321508e-17,9.852023116689133e-18,8.599278903151855e-13,3.76,0.0,0.6727982244192365,0.997026991047958,0.000302189206386397,2.9601413901101522e-06,0.11651054690744062,0.11909523950256656,9.023325732489352e-05,2.839216409400585e-13,0.002577090636559231,3.0204047413941694e-05,6.2841736174199465e-06,2.8369576885691113e-08,2.8950744197277634e-13,1.0315709836341884e-07,1.0687791330327349e-05,8.593188114195362e-05,1.0262122738948628e-13,2.1185316816262887e-06,3.8661800254282727e-07,2.234143889322556e-07,5.889916715177678e-05,0.00020825800316600116,4.248997902349464e-09,2.0484285042444273e-10,2.4429217882340267e-07,6.811416073403349e-08,1.1742322645355377e-06,1.4885549738158799e-05,1.071520755069764e-08,2.492519445369725e-14,6.940114085013286e-09,6.306470491477181e-12,7.348920752165872e-06,1.5696771200733327e-08,2.0901853053045837e-15,1.4746937406742834e-11,4.857987958296024e-13,2.5862393627641596e-13
0.0036856885232145684,0.5746750644960211,1.0866741557577947e-07,6.75639042699366e-08,5.945002870705805e-08,9.610003457098791e-05,0.0,0.0,9.030535986758187e-05,6.63024815530764e-06,0.00012535199391537462,2.920271787576135e-05,1.642606155437877e-08,6.898956943761042e-23,2.9587734717371083e-16,1.553571687476069e-10,3.836502767075012e-08,0.0025682067884231965,2.076169074163312e-18,1.628439020293608e-16,6.779623589827677e-16,7.363100079996687e-20,1.997490420731126e-12,4.401519134590994e-10,5.065385169763506e-12,1.6365818024597142e-12,2.2603502700368595e-19,5.8407240871238074e-12,1.3359212267852498e-11,4.101877799866516e-16,1.7102174160707414e-10,1.8499468873755197e-17,1.0569642725372162e-17,9.250253444130946e-13,3.76,0.0,0.671466400778304,0.9969532480782244,0.00031506610536442267,3.081428667009802e-06,0.11776464260502456,0.120411595202922,9.022658201775953e-05,2.8688938515564766e-13,0.0026406379018453874,3.067770129669513e-05,6.431955829090807e-06,2.880559737984162e-08,2.963175677571627e-13,1.0477849442527659e-07,1.0976922475104883e-05,9.001351007817158e-05,1.0433543082074143e-13,2.181766670868272e-06,3.967020060621804e-07,2.2699462203639715e-07,6.067957138105309e-05,0.00021441037290856368,4.401079754139399e-09,2.1216621638204762e-10,2.5284256387031985e-07,6.995681617862706e-08,1.206003427043761e-06,1.57063537369608e-05,1.1086850609010446e-08,2.578968251732231e-14,7.1479546801208516e-09,6.495305849905689e-12,7.661560185809427e-06,1.6101126107909146e-08,2.1626792637891533e-15,1.5258248080990757e-11,5.064110799788941e-13,2.6537214467754587e-13
