Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58)
1.8163115536093387e-09,0.46285630380080284,5.3582336144960105e-19,5.881805754300294e-23,5.2759656464496574e-23,9.98355009832959e-23,0.0,0.0,1.173265438096455e-13,1.2112818327166794e-21,1.4169230035386827e-30,1.1234856903347486e-43,7.161406160861889e-29,9.427605210561268e-70,2.5579331994177695e-50,1.394432442246817e-52,2.7605416527383056e-52,3.5482026849577797e-19,9.244102245498751e-72,1.5611880609961494e-47,9.411523762793289e-68,3.851373216963312e-77,5.196233847886178e-55,4.236215359393961e-51,1.417815016949119e-36,1.2348693459534432e-68,1.0095169723375668e-68,4.2527773409428724e-77,6.30246936958764e-106,9.183517107738047e-90,1.1475963113264992e-34,1.6534525884415046e-84,3.956106870841105e-67,2.194944945446129e-82,3.76,0.0,0.7165522043355226,0.9999858474254829,9.214492382019654e-26,5.94393717737859e-68,2.379009298753936e-10,2.379009302302653e-10,1.4152574399596224e-05,4.09083836195605e-23,3.54820268568809e-19,1.1732708230818554e-13,5.281834810703348e-24
1.869568274303429e-09,0.4628563038013924,5.515584765616153e-19,6.213919405789803e-23,5.589783027511081e-23,1.0577903564331041e-22,0.0,0.0,1.207667079140509e-13,1.2833559454327828e-21,1.555774354941056e-30,1.2689971300103673e-43,7.820130702451392e-29,1.1219728261017925e-69,2.874552739916583e-50,1.567223152455444e-52,3.104383678642346e-52,3.7627832507274894e-19,1.1313109870771823e-71,1.7519265841975638e-47,1.1191725925606879e-67,4.728260802416978e-77,5.907642332292092e-55,4.901709798736925e-51,1.5483022190712353e-36,1.5162735611869256e-68,1.2038252517465664e-68,5.219761108437048e-77,8.203938504631307e-106,1.1277219333202984e-89,1.2528999451699037e-34,2.09019046324621e-84,4.856894814597227e-67,2.775312837957378e-82,3.76,0.0,0.7165522043285436,0.9999858346343163,1.0048878984775115e-25,7.083273581249703e-68,2.4487650811681146e-10,2.4487650849314353e-10,1.4165365562880813e-05,4.252971470615293e-23,3.762783251525061e-19,1.207672623068962e-13,5.596116961045268e-24
1.92282499499752e-09,0.462856303801982,5.67294960802414e-19,6.555137868836828e-23,5.912659023041793e-23,1.1189459137065123e-22,0.0,0.0,1.242068719737879e-13,1.3575128280160682e-21,1.7038942101070065e-30,1.4285599116556601e-43,8.517991328656204e-29,1.3286519575347422e-69,3.2196373971743e-50,1.7555768193488226e-52,3.479461256706942e-52,3.983607498834958e-19,1.3766750330140787e-71,1.9595953317940332e-47,1.3243990734347205e-67,5.77093516762589e-77,6.693102558553711e-55,5.648294906485621e-51,1.6865506261871595e-36,1.8509427756479072e-68,1.4283289370479736e-68,6.369302299433577e-77,1.0599576885537138e-105,1.3767598455435452e-89,1.364429469146588e-34,2.6247413717911606e-84,5.927997317661889e-67,3.4858349935385127e-82,3.76,0.0,0.7165522043215646,0.9999858235966529,1.0932164411292793e-25,8.399272038227584e-68,2.518520863575371e-10,2.5185208675595384e-10,1.4176403223008837e-05,4.415099606135553e-23,3.983607499703797e-19,1.2420744226690868e-13,5.9194811419753114e-24
1.9760817156916106e-09,0.4628563038025716,5.830328141003908e-19,6.905461901715356e-23,6.244593073223945e-23,1.1818218313218634e-22,0.0,0.0,1.2764703599446701e-13,1.4337524804182737e-21,1.8616353343691602e-30,1.603099109769096e-43,9.256101427463248e-29,1.5660517990980117e-69,3.594833879852377e-50,1.9603971110619255e-52,3.887619185142151e-52,4.2106718448061317e-19,1.6662794728472135e-71,2.1851626436990909e-47,1.5600586961479888e-67,7.004699107925147e-77,7.55804775219202e-55,6.483148971381132e-51,1.8327817980216412e-36,2.2470197768613098e-68,1.6866636285745366e-68,7.72922890990266e-77,1.3598372575998286e-105,1.6715421950870297e-89,1.482359367439786e-34,3.275310811793653e-84,7.195409301063916e-67,4.350779522543393e-82,3.76,0.0,0.7165522043145857,0.999985814072048,1.1865740043535478e-25,9.91322913792602e-68,2.5882766459757075e-10,2.588276650186962e-10,1.4185927824345293e-05,4.577195253751485e-23,4.2106718457503584e-19,1.2764762219383363e-13,6.2519273534925995e-24
2.0293384363857013e-09,0.46285630380316106,5.987720363839483e-19,7.26489226261934e-23,6.585584618255222e-23,1.2464182589400086e-22,0.0,0.0,1.310871999809285e-13,1.5120749025943032e-21,2.029355176485411e-30,1.7935745810531376e-43,1.0035573291410778e-28,1.8377044219591836e-69,4.0018341813607663e-50,2.182612833590703e-52,4.3307562107539705e-52,4.443973054718477e-19,2.006574676340506e-71,2.4296232381879654e-47,1.8296568690415755e-67,8.457846267011788e-77,8.508153764078448e-55,7.413858866141206e-51,1.9872171191134747e-36,2.7136122726042476e-68,1.9827824448835986e-68,9.33065743164086e-77,1.7329328763401428e-105,2.0188691727807865e-89,1.606863806108702e-34,4.0628445067675005e-84,8.688198410681385e-67,5.398076390149026e-82,3.76,0.0,0.7165522043076067,0.9999858058530668,1.2850997177477722e-25,1.164831598107409e-67,2.658032428369127e-10,2.6580324328137065e-10,1.4194146802035719e-05,4.7392367966838727e-23,4.443973055742329e-19,1.3108780209251115e-13,6.593455595596242e-24
2.082595157079792e-09,0.46285630380375065,6.145126275814984e-19,7.633429709665834e-23,6.935633098351487e-23,1.312735346213972e-22,0.0,0.0,1.3452736393734847e-13,1.5924800945017862e-21,2.207415873881871e-30,2.000981423397284e-43,1.0857518179006677e-28,2.1474351292842195e-69,4.442375533213745e-50,2.423177920762309e-52,4.810825147771936e-52,4.683508216290684e-19,2.4047412223305045e-71,2.6939981680925294e-47,2.1369930528272034e-67,1.0161916819052906e-76,9.54934338808675e-55,8.448431029285736e-51,2.1500778109063384e-36,3.26087573799991e-68,2.320973819784522e-68,1.1208274756589938e-76,2.194443566177363e-105,2.4263271930983406e-89,1.7381166433386915e-34,5.011348081257187e-84,1.043876769477745e-66,6.659746203426122e-82,3.76,0.0,0.7165522043006277,0.9999857987607356,1.388932702310841e-25,1.3629685652594918e-67,2.7277882107556334e-10,2.7277882154397716e-10,1.4201239129770584e-05,4.9012076120466483e-23,4.683508217398511e-19,1.3452798196711735e-13,6.944065868285357e-24
2.1358518777738828e-09,0.4628563038043401,6.302545876214602e-19,8.011075000897977e-23,7.29473795374925e-23,1.3807732427889514e-22,0.0,0.0,1.379675278673305e-13,1.6749680561007038e-21,2.3961842573114836e-30,2.2263504353522535e-43,1.1723046370907133e-28,2.499377867188535e-69,4.91824035991264e-50,2.6830714250476396e-52,5.329832998061022e-52,4.929274711453186e-19,2.8687499947433974e-71,2.979334777070081e-47,2.4861767035377985e-67,1.2151967330889026e-76,1.0687790638726638e-54,9.595302427814354e-51,2.3215849428061037e-36,3.900100899313267e-68,2.70587978115045e-68,1.3400635905132212e-76,2.7621990781208364e-105,2.902355284265237e-89,1.8762914388372793e-34,6.148234279986127e-84,1.2483132849413993e-66,8.172366176948338e-82,3.76,0.0,0.7165522042936487,0.9999857926406226,1.498212070443376e-25,1.588458382713272e-67,2.79754399313523e-10,2.7975439980651573e-10,1.4207359239367569e-05,5.063095282856514e-23,4.929274712649454e-19,1.379681618212558e-13,7.303758171559061e-24
2.1891085984679735e-09,0.46285630380492976,6.459979164322616e-19,8.397828894287759e-23,7.662898624708058e-23,1.4505320983023192e-22,0.0,0.0,1.4140769177398424e-13,1.7595387873530643e-21,2.596031854971347e-30,2.4707485760297605e-43,1.2633267221292008e-28,2.89799099156022e-69,5.431256234999055e-50,2.963297509022648e-52,5.8898410723531004e-52,5.181270190406626e-19,3.4074254422412167e-71,3.286706655944171e-47,2.8816436272092007e-67,1.4466854880287256e-76,1.192992498979966e-54,1.0863351501609782e-50,2.501959442290587e-36,4.643805882426633e-68,3.142514700225356e-68,1.5950477684439414e-76,3.4570291880243038e-105,3.456315119606114e-89,2.021561462447222e-34,7.5046987657259385e-84,1.4861214107789747e-66,9.977574693161618e-82,3.76,0.0,0.7165522042866698,0.9999857873594556,1.6130769259480665e-25,1.8442462446483872e-67,2.867299775507917e-10,2.8672997806898637e-10,1.421264040292347e-05,5.2248909114503606e-23,5.181270191695913e-19,1.4140834165803618e-13,7.67253250541647e-24
2.242365319162064e-09,0.4628563038055192,6.617426139423367e-19,8.79369214773857e-23,8.040114551512686e-23,1.5220120623836236e-22,0.0,0.0,1.4484785565999334e-13,1.846192288222627e-21,2.8073348960930908e-30,2.7352794253914872e-43,1.3589289204604705e-28,3.3480733966540226e-69,5.983295838138624e-50,3.2648854374026473e-52,6.492965112349352e-52,5.439492547317496e-19,4.03051213746639e-71,3.617213599118999e-47,3.328172755094747e-67,1.714953603985339e-76,1.3282435573419393e-54,1.2261909089421386e-50,2.691422104104862e-36,5.50583322876223e-68,3.636284521548582e-68,1.8905048976592267e-76,4.303173739814505e-105,4.098564856019639e-89,2.174099702004117e-34,9.116126430617256e-84,1.7617143400602363e-66,1.212261709763067e-81,3.76,0.0,0.7165522042796908,0.9999857828022264,1.7336663640300387e-25,2.1335096544440024e-67,2.9370555578736977e-10,2.937055563313891e-10,1.421719762876433e-05,5.386588527358023e-23,5.439492548704498e-19,1.4484852148014206e-13,8.050388869856701e-24
2.295622039856155e-09,0.46285630380610887,6.774886800801264e-19,9.198665519087591e-23,8.426385174475216e-23,1.5952132846545883e-22,0.0,0.0,1.482880195276735e-13,1.9349285586746613e-21,3.0304743140395138e-30,3.0210836448667587e-43,1.4592219958016803e-28,3.854780997760493e-69,6.576276912968006e-50,3.58888956950439e-52,7.141375413419989e-52,5.703939897573712e-19,4.748744678017088e-71,3.971981561066181e-47,3.8309033329223185e-67,2.0247380912825513e-76,1.4752275340183278e-54,1.3800769337049345e-50,2.8901935986131115e-36,6.501451843505315e-68,4.193006466161294e-68,2.2316457888861712e-76,5.3287364444865614e-105,4.840536840572658e-89,2.3340788704974417e-34,1.1022529541432096e-83,2.0799586978435056e-66,1.4660934542526637e-81,3.76,0.0,0.7165522042727118,0.9999857788696939,1.8601194712972642e-25,2.4596704183973554e-67,3.006811340232574e-10,3.0068113459372386e-10,1.42211301577756e-05,5.548184575431422e-23,5.70393989906324e-19,1.4828870128988913e-13,8.43732726487887e-24
2.3488787605502456e-09,0.4628563038066984,6.932361147740789e-19,9.612749766107943e-23,8.821709933936948e-23,1.6701359147291158e-22,0.0,0.0,1.5172818337902288e-13,2.0257475986757404e-21,3.265835748935089e-30,3.329339438249579e-43,1.564316631990727e-28,4.4236435654242556e-69,7.2121622255071615e-50,3.9363893520283025e-52,7.83729694769636e-52,5.974610556690001e-19,5.573921008289905e-71,4.3521626128837436e-47,4.3953525235724336e-67,2.3812502573857132e-76,1.634666518073335e-54,1.5490200588014058e-50,3.098494479364174e-36,7.647463995668824e-68,4.818929207415635e-68,2.6242036183999116e-76,6.566185890009572e-105,5.694819288420097e-89,2.5016714125824143e-34,1.3269019352058146e-83,2.446208385922612e-66,1.7652798118010356e-81,3.76,0.0,0.7165522042657329,0.9999857754762264,1.9925753257609877e-25,2.8264069514210944e-67,3.076567122584548e-10,3.076567128559907e-10,1.4224523621982684e-05,5.709677474890964e-23,5.974610558286978e-19,1.5172888108927552e-13,8.833347690482096e-24
2.4021354812443363e-09,0.462856303807288,7.089849179526476e-19,1.0035945646510709e-22,9.226088270270173e-23,1.7467801022132845e-22,0.0,0.0,1.5516834721576569e-13,2.118649408193563e-21,3.513809549861498e-30,3.6612630128289605e-43,1.6743234364659378e-28,5.060581907936008e-69,7.892959522980485e-50,4.3084893120757304e-52,8.583009487394083e-52,6.251503020822634e-19,6.518979234248457e-71,4.75893489892702e-47,5.027433421592378e-67,2.79021022361894e-76,1.8073098009040363e-54,1.7340956256979685e-50,3.316545189930545e-36,8.962317479176484e-68,5.520753517625377e-68,3.0744721374139666e-76,8.052907340811692e-105,6.67524202781661e-89,2.6770495104921153e-34,1.5906312803009638e-83,2.866340043070069e-66,2.1165990493735083e-81,3.76,0.0,0.7165522042587539,0.9999857725479316,2.1311729968361964e-25,3.2376668947516374e-67,3.14632290492962e-10,3.146322911181896e-10,1.4227451913280002e-05,5.871067240600785e-23,6.251503022532099e-19,1.551690608800254e-13,9.238450146665494e-24
2.455392201938427e-09,0.4628563038078775,7.24735089544292e-19,1.0468253917946739e-22,9.639519623879803e-23,1.8251459967053528e-22,0.0,0.0,1.5860851103938975e-13,2.2136339871967984e-21,3.774790776649879e-30,4.018109040714067e-43,1.7893529434059391e-28,5.771925401004566e-69,8.620721492931516e-50,4.706319050338329e-52,9.380847728246721e-52,6.534615948884056e-19,7.598078017457555e-71,5.193502593511578e-47,5.7334734803976094e-67,3.257883053103779e-76,1.9939342807512277e-54,1.936428568603541e-50,3.544566070076897e-36,1.046622306529688e-67,6.305653386521801e-68,3.589345693360246e-76,9.831809176521913e-105,7.79696642443889e-89,2.8603850893961958e-34,1.8991276066058415e-83,3.346790160401409e-66,2.527653748247269e-81,3.76,0.0,0.7165522042517749,0.9999857700210456,2.2760515453421034e-25,3.6976800474492674e-67,3.2160786872677926e-10,3.216078693803206e-10,1.4229978795950749e-05,6.032355160164274e-23,6.53461595071116e-19,1.5860924066362673e-13,9.652634633428186e-24
2.5086489226325178e-09,0.46285630380846704,7.404866294774772e-19,1.090967533800833e-22,1.0062003435204845e-22,1.9052337477957576e-22,0.0,0.0,1.6204867485117915e-13,2.3107013356549512e-21,4.049179201301346e-30,4.401171120317397e-43,1.909515616557755e-28,6.564429862693986e-69,9.39754572254378e-50,5.131033234411743e-52,1.0233201412959316e-51,6.823948146173288e-19,8.826680628638878e-71,5.657095857688094e-47,6.520233352080936e-67,3.791116525741955e-76,2.19534486341404e-54,2.157194498395301e-50,3.7827773613134074e-36,1.2181277367934444e-67,7.1812976114387e-68,4.176361105661186e-76,1.1951987966716006e-104,9.076579590968847e-89,3.0518498222518247e-34,2.258750668971155e-83,3.8945938886471453e-66,3.0069491937899783e-81,3.76,0.0,0.7165522042447959,0.9999857678405425,2.4273500235026615e-25,4.210971612791013e-67,3.285834469599067e-10,3.2858344764238365e-10,1.4232159295352307e-05,6.193543520161699e-23,6.823948148123298e-19,1.6204942044136336e-13,1.007590115076929e-23
2.5619056433266085e-09,0.46285630380905657,7.562395376806739e-19,1.136021066423069e-22,1.0493539144719769e-22,1.987043505067116e-22,0.0,0.0,1.654888386522418e-13,2.4098514535382527e-21,4.337379309066549e-30,4.8117822379611434e-43,2.0349218517803014e-28,7.445295771372005e-69,1.0225574658083209e-49,5.583811592187352e-52,1.1142515454593979e-51,7.119498549444055e-19,1.0221642738936365e-70,6.150970796089098e-47,7.394926139395849e-67,4.3973805951130216e-76,2.4123748591931558e-54,2.397620784854038e-50,4.0313992118875554e-36,1.4131591240402754e-67,8.155871858711398e-68,4.8437414376327126e-76,1.4469456361818146e-104,1.0532192986079967e-88,3.251615134191177e-34,2.6765956131087476e-83,4.5174255731554594e-66,3.563977244284029e-81,3.76,0.0,0.716552204237817,0.9999857659589402,2.5852074749471003e-25,4.7823757604006485e-67,3.355590251923443e-10,3.3555902590437877e-10,1.4234040894340522e-05,6.354635375192355e-23,7.119498551522355e-19,1.6548960021434338e-13,1.0508249698687919e-23
2.615162364020699e-09,0.4628563038096462,7.719938140823575e-19,1.1819860654093342e-22,1.093412619293573e-22,2.0705754180942262e-22,0.0,0.0,1.6892900244353388e-13,2.5110843408175533e-21,4.639800299212968e-30,5.251315229573826e-43,2.165681979328764e-28,8.422186824030551e-69,1.110699556439373e-49,6.065858905284449e-52,1.2111290059816736e-51,7.421266213313021e-19,1.1801304024382077e-70,6.676409413847349e-47,8.365237059043978e-67,5.0848085609295026e-76,2.6458863760927997e-54,2.658987637221454e-50,4.290651681264605e-36,1.634342381847417e-67,9.23810119528756e-68,5.600441704912479e-76,1.7447938166315265e-104,1.2183545504518766e-88,3.459852206486965e-34,3.1605594484844708e-83,5.223641051184103e-66,4.209305928158898e-81,3.76,0.0,0.716552204230838,0.999985764335265,2.7497629347104787e-25,5.417049504642137e-67,3.4253460342409225e-10,3.4253460416630596e-10,1.4235664566120345e-05,6.515634353769639e-23,7.421266215525104e-19,1.6892977998352279e-13,1.0949680277183193e-23
2.66841908471479e-09,0.4628563038102357,7.877494586110084e-19,1.2288626065021326e-22,1.13837640204017e-22,2.155829636444066e-22,0.0,0.0,1.7236916622588037e-13,2.6143999974642454e-21,4.9568560855071325e-30,5.721183242447561e-43,2.301906265903526e-28,9.503248832585355e-69,1.2044040484387413e-49,6.578405002490705e-52,1.3142080851944853e-51,7.729250297920644e-19,1.3585583660449002e-70,7.234719573585744e-47,9.43934351565794e-67,5.862239991314816e-76,2.896770709308756e-54,2.9426291830885387e-50,4.5607547441435065e-36,1.8845322326680126e-67,1.0437273089820804e-67,6.456196561575097e-76,2.095973517450501e-104,1.4052111162041566e-88,3.676731980134553e-34,3.719411927220288e-83,6.02232174667775e-66,4.954675026405327e-81,3.76,0.0,0.716552204223859,0.999985762934161,2.921155429234254e-25,6.120486899987436e-67,3.4951018165515055e-10,3.495101824281652e-10,1.4237065666718e-05,6.676544496064512e-23,7.7292503002721235e-19,1.723699597497266e-13,1.140019288625423e-23
2.7216758054088806e-09,0.46285630381082526,8.035064711951123e-19,1.276650765438633e-22,1.1842452067705463e-22,2.242806309675795e-22,0.0,0.0,1.7580932999999323e-13,2.719798423450184e-21,5.288965296437217e-30,6.2228401970294046e-43,2.443704916485491e-28,1.0697128955970627e-68,1.3038986198488775e-49,7.122704753188435e-52,1.423749899375248e-51,8.043450057757104e-19,1.559607978457996e-70,7.82723495247861e-47,1.0625935586087127e-66,6.739265429613937e-76,3.165948727028258e-54,3.249934545621307e-50,4.8419282940513e-36,2.1668267766432386e-67,1.1763260882765441e-67,7.421570005681716e-76,2.508667056401901e-104,1.616121148061415e-88,3.902425159086239e-34,4.362871020161922e-83,6.923320598180979e-66,5.813097903838912e-81,3.76,0.0,0.71655220421688,0.9999857617251185,3.099523976366876e-25,6.898533554219183e-67,3.564857598855194e-10,3.5648576068995653e-10,1.4238274705624643e-05,6.837370119256124e-23,8.043450060253702e-19,1.7581013951366676e-13,1.1859787525900152e-23
2.7749325261029713e-09,0.46285630381141485,8.192648517631593e-19,1.3253506179507654e-22,1.2310189775474548e-22,2.3315055873407584e-22,0.0,0.0,1.792494937664868e-13,2.8272796187476256e-21,5.6365512752001e-30,6.7577812487228504e-43,2.591188075978143e-28,1.2012995265927568e-68,1.409415418400226e-49,7.70003806074949e-52,1.5400211310002314e-51,8.363864831570212e-19,1.7856173004825434e-70,8.45531499938432e-47,1.1934236913677597e-66,7.726272920544362e-76,3.4543712525669194e-54,3.5823489191284295e-50,5.134392146556148e-36,2.4845826605016888e-67,1.322654772507243e-67,8.508007146208212e-76,2.9921113857122785e-104,1.8536132680057238e-88,4.137102213170785e-34,5.101683185613171e-83,7.93730985563914e-66,6.798969859122438e-81,3.76,0.0,0.7165522042099011,0.9999857606818106,3.285007585364388e-25,7.757401460384131e-67,3.634613381151988e-10,3.634613389516799e-10,1.4239318010462436e-05,6.998115706790162e-23,8.363864834217769e-19,1.7925031927595762e-13,1.232846419612007e-23
2.828189246797062e-09,0.4628563038120043,8.350246002436444e-19,1.3749622397653165e-22,1.2786976584377032e-22,2.421927618982479e-22,0.0,0.0,1.8268965752589131e-13,2.93684358332917e-21,6.000042079475381e-30,7.327543249677662e-43,2.744465830675255e-28,1.346055664430199e-68,1.521191057438135e-49,8.311709855886549e-52,1.6632940409680742e-51,8.690494033270423e-19,2.0391134031931944e-70,9.120344892049089e-47,1.3374026012139373e-66,8.834496390123727e-76,3.763019442869399e-54,3.9413746429748243e-50,5.438366042136328e-36,2.8414308583472896e-67,1.4838250984974638e-67,9.72788807298579e-76,3.556709267426292e-104,2.120424778195746e-88,4.380933380729006e-34,5.947708629919506e-83,9.075830781460472e-66,7.9281832688205e-81,3.76,0.0,0.7165522042029221,0.9999857597815173,3.4777452568910415e-25,8.703684148338175e-67,3.704369163441888e-10,3.7043691721333537e-10,1.4240218300074929e-05,7.158785818165517e-23,8.690494036074895e-19,1.8269049903712934e-13,1.2806222896913112e-23
2.8814459674911528e-09,0.46285630381259396,8.507857165650662e-19,1.4254857066040043e-22,1.3272811935122302e-22,2.514072554136666e-22,0.0,0.0,1.8612982127866413e-13,3.04849031716772e-21,6.379870481007174e-30,7.933705210548086e-43,2.903648209571666e-28,1.5050083009599138e-68,1.6394666118382717e-49,8.959050089951416e-52,1.7938464807919213e-51,9.023337143748425e-19,2.3228235511556142e-70,9.823735494381855e-47,1.4955657978512496e-66,1.0076065913495677e-75,4.0929051634014296e-54,4.32857227384496e-50,5.754069648739569e-36,3.241293076051323e-67,1.661014712224909e-67,1.1094583871035806e-75,4.214149672519527e-104,2.4195143731434484e-88,4.6340886709937365e-34,6.914011762886081e-83,1.0351345290890971e-65,9.21824980629629e-81,3.76,0.0,0.7165522041959431,0.9999857590046349,3.67787598301993e-25,9.744372156661451e-67,3.774124945724894e-10,3.774124954749229e-10,1.4240995178959482e-05,7.319385016194921e-23,9.023337146715874e-19,1.8613067879763935e-13,1.3293063628278388e-23
2.9347026881852435e-09,0.4628563038131834,8.665482006559288e-19,1.4769210941835544e-22,1.37676952684617e-22,2.607940542331212e-22,0.0,0.0,1.895699850252002e-13,3.162219820236432e-21,6.776473965012714e-30,8.577888762201431e-43,3.0688451855330256e-28,1.6792425870544106e-68,1.764487613909449e-49,9.643413728173856e-52,1.9319619047590372e-51,9.362393703523585e-19,2.6396868133031743e-70,1.05669233138001e-46,1.6690086614733817e-66,1.146405990465074e-75,4.445071359461061e-54,4.74556165635904e-50,6.081722564064075e-36,3.68839879093964e-67,1.8554697029330738e-67,1.2622514820639387e-75,4.9775379711571586e-104,2.7540753642597194e-88,4.896737866240074e-34,8.014957055098093e-83,1.1777289566625685e-65,1.0688430022178159e-80,3.76,0.0,0.7165522041889641,0.9999857583342464,3.885538747233623e-25,1.0886868825711565e-66,3.8438807280010076e-10,3.843880737364425e-10,1.4241665564109303e-05,7.479917809064547e-23,9.362393706660203e-19,1.895708585578824e-13,1.3788986390215025e-23
2.987959408879334e-09,0.4628563038137731,8.8231205244474e-19,1.5292684782157625e-22,1.427162602518913e-22,2.7035317330861927e-22,0.0,0.0,1.930101487658401e-13,3.2780320925086874e-21,7.190294729435116e-30,9.261758617360981e-43,3.240166676338894e-28,1.86990392044436e-68,1.8965040492832232e-49,1.0366180742837129e-51,2.0779293820572274e-51,9.707663306148039e-19,2.992866109115089e-70,1.1351370458646504e-46,1.8588886957347312e-66,1.3012559262042054e-75,4.820592423936569e-54,5.194022992044488e-50,6.421544317589631e-36,4.187302938483007e-67,2.0685071838694627e-67,1.4327210824579665e-75,5.861536504979993e-104,3.1275494274074223e-88,5.169050523729284e-34,9.266310508471136e-83,1.3368129682583108e-65,1.2359870579288692e-80,3.76,0.0,0.7165522041819852,0.9999857577557534,4.10087252442482e-25,1.213900641260894e-66,3.9136365102702285e-10,3.9136365199789415e-10,1.424224405350668e-05,7.640388604913459e-23,9.707663309460116e-19,1.9301103831819926e-13,1.4293991182722136e-23
3.041216129573425e-09,0.46285630381436255,8.980772718600119e-19,1.582527934407553e-22,1.4784603646141582e-22,2.80084627591387e-22,0.0,0.0,1.9645031250087773e-13,3.3959271339580565e-21,7.621779684056175e-30,9.987023032168685e-43,3.41772254561227e-28,2.0782000658179794e-68,2.035770352790046e-49,1.1128756106388556e-51,2.2320436088678287e-51,1.0059145592297926e-18,3.3857606977373736e-70,1.2178564595676286e-46,2.066427821492916e-66,1.4736703504060761e-75,5.220574561538221e-54,5.675697906664517e-50,6.773754372384624e-36,4.742904257703178e-67,2.301517919595314e-67,1.622537410405115e-75,6.882516156233285e-104,3.543640884146316e-88,5.451195977467646e-34,1.0685346955554487e-82,1.5139419271734322e-65,1.4255749441020357e-80,3.76,0.0,0.7165522041750062,0.9999857572565595,4.324016280897003e-25,1.350906252896518e-66,3.9833922925325575e-10,3.983392302592779e-10,1.4242743244102332e-05,7.800801676986802e-23,1.0059145595791871e-18,1.964512180788837e-13,1.480807800579884e-23
3.0944728502675156e-09,0.4628563038149522,9.13843858830261e-19,1.6366995384610294e-22,1.5306627572199616e-22,2.89988432031869e-22,0.0,0.0,1.998904762305669e-13,3.5159049445582775e-21,8.071380449483626e-30,1.0755434267654767e-42,3.601622603647444e-28,2.3054033069674584e-68,2.1825454043220485e-49,1.1932569784485116e-51,2.3946049204253553e-51,1.041684024448868e-18,3.822019117666005e-70,1.3050018907615183e-46,2.2929147112797162e-66,1.6652748928222848e-75,5.646156149531204e-54,6.192390515905355e-50,7.138572126712405e-36,5.360464306986593e-67,2.5559689998110327e-67,1.8334944204701432e-75,8.058719552902224e-104,4.006331527380865e-88,5.743343339799607e-34,1.2290963407194225e-82,1.71078592727633e-65,1.6401429318096432e-80,3.76,0.0,0.7165522041680272,0.999985756825794,4.55510897436511e-25,1.500577690216072e-66,4.053148074787995e-10,4.0531480852059367e-10,1.4243174006120523e-05,7.961161137670646e-23,1.0416840248171022e-18,1.998913978401895e-13,1.5331246859444257e-23
3.200986291655697e-09,0.46285630381613124,9.453811351497765e-19,1.7477794929376206e-22,1.6377812103374924e-22,3.1031315118384725e-22,0.0,0.0,2.0677080367474363e-13,3.762108873106926e-21,9.02675944221025e-30,1.2428929037003102e-42,3.988894264671091e-28,2.8219560224076333e-68,2.4996794714065803e-49,1.3669756870740278e-51,2.746298406044552e-51,1.1150865559320792e-18,4.840550016349176e-70,1.4931888112994078e-46,2.808234625508088e-66,2.113152100881912e-75,6.578834179985044e-54,7.338364109088819e-50,7.906908010989279e-36,6.80444153661185e-67,3.135458663308918e-67,2.326666217710495e-75,1.096022471652033e-103,5.088919161131853e-88,6.358319139514146e-34,1.614637545936658e-82,2.170910945999131e-65,2.155556956293582e-80,3.76,0.0,0.7165522041540692,0.9999857561333941,5.041696960210147e-25,1.841655356441715e-66,4.192659639278194e-10,4.192659650430215e-10,1.4243866399098146e-05,8.28173477695072e-23,1.1150865563399961e-18,2.0677175736550899e-13,1.6404830658437706e-23
3.29684838890506e-09,0.4628563038171924,9.737693601583221e-19,1.8508717569998694e-22,1.7372810936713672e-22,3.291949859268724e-22,0.0,0.0,2.1296309835811043e-13,3.990815479035805e-21,9.953183675947963e-30,1.4101132423638216e-42,4.360236434474319e-28,3.3656782120581885e-68,2.8134679960735674e-49,1.5389117171187052e-51,3.094840416800499e-51,1.18327321491989e-18,5.947722436772567e-70,1.679264137264255e-46,3.351203468186293e-66,2.6006843215104456e-75,7.517885997536617e-54,8.508916778474126e-50,8.643728362797114e-36,8.376844638699035e-67,3.746703131180869e-67,2.863595881213192e-75,1.4330282715719835e-103,6.268800384277083e-88,6.9476959315488375e-34,2.048151606011379e-82,2.6717759407850014e-65,2.735371736033089e-80,3.76,0.0,0.7165522041415069,0.9999857556628711,5.508205359971497e-25,2.2017173787605415e-66,4.3182200472958065e-10,4.3182200591297424e-10,1.4244336916148195e-05,8.570105124422538e-23,1.1832732153658672e-18,2.1296408094232094e-13,1.740211662206797e-23
