Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577)
0.007947712081755574,0.5286956207316522,2.9100531051051886e-08,6.12977978569235e-08,4.3915936803057895e-08,4.03202295693779e-05,0.0,0.0,5.432549433676878e-05,5.058922025766853e-06,0.00011465413385949348,2.270197368167434e-05,6.61043034508061e-09,2.229433316517255e-24,3.5324602848452296e-17,6.368751340002795e-11,7.819834199522166e-09,0.002126867176742965,5.195762458267105e-19,6.92276018313863e-18,8.296256465491088e-17,8.510057478876119e-21,7.121348710392282e-13,2.1246516622241964e-10,1.0824683553271687e-12,1.5570542775177721e-12,4.9104933431628423e-20,2.2836819290466198e-12,1.685854660922959e-12,2.6362434506046255e-17,5.982391243971744e-11,4.1626331221628185e-18,2.546854057061873e-18,2.341633635588144e-13,3.76,0.0,0.5496622067862111,0.9974368643889889,0.00038506233320762055,9.088094068178296e-07,0.06282521370432824,0.06499671757362271,6.083350688540793e-05,8.903290715404353e-14,0.0021949697265403463,2.148154379281136e-05,1.6291043780879921e-06,3.506775094732739e-08,3.3438310377546995e-14,5.4642995848943936e-08,1.8343094606456797e-05,0.00010456490460019873,2.5744948886228958e-14,2.566563297633485e-06,1.1084847857069422e-07,9.231021158545837e-08,5.4865931286701636e-05,0.0002069969045632733,1.1534549520635531e-09,4.903807190841791e-11,8.06131745613654e-08,1.8961761957822423e-08,9.144875284805549e-08,1.384534280476853e-05,6.73222966316681e-09,1.0570590882070779e-14,6.857506548993602e-09,3.981769152768779e-12,1.1927631148014317e-06,9.297190099102463e-09,8.1425927547742e-16,5.401772309164053e-12,8.904835765106178e-14,5.328709512792083e-14,1.1158523832610527e-09,4.9464556735130606e-15,3.1977698118148363e-09,8.338357320619791e-09,1.3755527411985699e-08,3.874473912372155e-11,2.6456221462481437e-09,1.129527486860151e-07,4.3865059636805223e-13,3.4267065250983366e-10,1.982341109700657e-07
0.008034496588748344,0.5287615163446024,2.9445301293338594e-08,6.205504089459777e-08,4.487747427209557e-08,4.147934459238599e-05,0.0,0.0,5.479481999327623e-05,5.179044692506433e-06,0.00011929046463321247,2.36645630832901e-05,6.787850256800823e-09,2.3328320742716854e-24,3.6529827692445976e-17,6.511288156382086e-11,7.97215056707511e-09,0.002174197461321481,5.559669600835812e-19,7.143234733677527e-18,8.904127271725391e-17,8.97121898200177e-21,7.280502566842934e-13,2.2227974438376175e-10,1.1147744158781558e-12,1.6806697327533975e-12,5.3097100484815975e-20,2.4180271340520874e-12,1.7805412079645843e-12,2.7537186035964806e-17,6.168942382184528e-11,4.412774932842887e-18,2.7128727625754576e-18,2.488503533322331e-13,3.76,0.0,0.5489774068740169,0.9973765424309069,0.0003991844781197992,9.399051464632413e-07,0.06344631087884987,0.06566629033560935,6.0829827399493175e-05,8.98964538152694e-14,0.002246051127595672,2.1739004646770246e-05,1.6639981575826444e-06,3.548147890600648e-08,3.415466935175675e-14,5.530023682907529e-08,1.8705563776497608e-05,0.00010894911446092314,2.6385226093527292e-14,2.6533477865978994e-06,1.1294185238478862e-07,9.346427416198887e-08,5.6046365840882014e-05,0.00021259580947248364,1.1868606115290117e-09,5.046388300778999e-11,8.285672670769985e-08,1.9337951835052446e-08,9.348651557036477e-08,1.4484071253130267e-05,6.9183220301077435e-09,1.0862780594570808e-14,7.003913786883741e-09,4.066768790665253e-12,1.2394205730247907e-06,9.470982982491507e-09,8.367666818139883e-16,5.551061683412209e-12,9.209746718369183e-14,5.4342575835807566e-14,1.1405069726572463e-09,5.061827758890143e-15,3.2612500865604166e-09,8.786764095353267e-09,1.4361982396404316e-08,4.082074012198553e-11,2.67696669221529e-09,1.2006400245357626e-07,4.5051571812725097e-13,3.5888087418584203e-10,2.0590249292644538e-07
0.008121281095741114,0.528827345044291,2.9787190939214952e-08,6.28006072929484e-08,4.5842767450079054e-08,4.2655382971439145e-05,0.0,0.0,5.525739569918207e-05,5.3000044271109505e-06,0.00012404901471028843,2.4653413952132205e-05,6.967284512443326e-09,2.4389806505620086e-24,3.7750173955779756e-17,6.654012666672695e-11,8.124869752444046e-09,0.0022220240994733865,5.943740862618169e-19,7.368156208891356e-18,9.547811857811849e-17,9.449757537790177e-21,7.439858516241606e-13,2.323998551468171e-10,1.1474919676035757e-12,1.8120690025821362e-12,5.734654187766521e-20,2.5581916263827715e-12,1.8788975649322113e-12,2.874738783497042e-17,6.358477015464564e-11,4.674062844514728e-18,2.887176151823548e-18,2.642152749038881e-13,3.76,0.0,0.5482931712098659,0.9973154273760466,0.0004136055337248511,9.715803649885197e-07,0.06406603081501674,0.06633501259836105,6.082609954393667e-05,9.075766709866995e-14,0.002297760243656375,2.199403156754819e-05,1.6992440938928286e-06,3.589105706244225e-08,3.487825949870131e-14,5.595136641791685e-08,1.9068226567201667e-05,0.00011343694513603702,2.7035828961261702e-14,2.7418097348102333e-06,1.150386793491171e-07,9.460941314533238e-08,5.722504061145265e-05,0.00021825860380187423,1.2207032275079516e-09,5.190867687262476e-11,8.512584798847794e-08,1.9715205161748234e-08,9.552675441107294e-08,1.5140725138869436e-05,7.106475293924799e-09,1.1158206177068375e-14,7.1500427853742555e-09,4.151606825586555e-12,1.2871378321673256e-06,9.64499340045845e-09,8.595233469240302e-16,5.702004363849586e-12,9.519673901650036e-14,5.539906413741418e-14,1.1651818532372283e-09,5.177427547984773e-15,3.324912421216645e-09,9.251131153694046e-09,1.4983317642156262e-08,4.2970076571604925e-11,2.7080025670949767e-09,1.2748020661246685e-07,4.625162399270012e-13,3.7557514528023545e-10,2.1373958476296938e-07
0.008208065602733884,0.5288931069195548,3.012636545025684e-08,6.35347681367143e-08,4.6811912674354105e-08,4.3848350935641594e-05,0.0,0.0,5.571362228945371e-05,5.421828993136077e-06,0.00012893112278860265,2.566881137934476e-05,7.148743169006411e-09,2.5475942773283135e-24,3.898556912714515e-17,6.796914097247772e-11,8.278016836145234e-09,0.0022703448786075844,6.348835135588205e-19,7.597561412775118e-18,1.0228923663722115e-16,9.946065855804831e-21,7.599404356752662e-13,2.42830297867734e-10,1.1806268892192038e-12,1.9516080408037905e-12,6.186570950797635e-20,2.7043337053033544e-12,1.981002831219163e-12,2.999391693600276e-17,6.551022606187606e-11,4.946837709480399e-18,3.070059848744352e-18,2.8027822486053735e-13,3.76,0.0,0.5476094992768225,0.997253518730447,0.00042832644138248485,1.0038359183121188e-06,0.06468437496710404,0.06700288498489004,6.0822323288612455e-05,9.161654846599468e-14,0.002350096521295671,2.2246718317535228e-05,1.7348416770763371e-06,3.629663981113278e-08,3.560907034659778e-14,5.659662296856446e-08,1.9431128385890383e-05,0.00011802859044583136,2.7696782320627204e-14,2.8319530612195434e-06,1.1713932782835719e-07,9.574602754528682e-08,5.840181441335974e-05,0.0002239845976761738,1.2549859546592457e-09,5.3372598394179853e-11,8.74206908856051e-08,2.0093578274534207e-08,9.756931815083445e-08,1.5815400883426895e-05,7.296700626125601e-09,1.1456885173064631e-14,7.2958755393163425e-09,4.2362728168569595e-12,1.3359177549581743e-06,9.819251749096514e-09,8.82530622340903e-16,5.8546093091887094e-12,9.834618588965426e-14,5.6456644378128767e-14,1.1898751162218122e-09,5.293245125638011e-15,3.388766374931614e-09,9.731718639308578e-09,1.5619603661718304e-08,4.5193911215433746e-11,2.7387414073554426e-09,1.3520730147604258e-07,4.746506996462304e-13,3.927590234463175e-10,2.2174554682304609e-07
0.008286171659027378,0.5289522355487365,3.042943896113643e-08,6.418600806056068e-08,4.7687529997996396e-08,4.493650717734478e-05,0.0,0.0,5.61191221557966e-05,5.532235156605572e-06,0.00013343177379465947,2.6605603382463148e-05,7.313796810205911e-09,2.6476291601162532e-24,4.0110253857306374e-17,6.925670032482846e-11,8.416236774188774e-09,0.0023142542418600476,6.732130593904494e-19,7.807889941129838e-18,1.0875302190581361e-16,1.040826719626478e-20,7.74315043542732e-13,2.5248703169395715e-10,1.210810428763738e-12,2.08445507429818e-12,6.61742338226354e-20,2.8411049190174616e-12,2.0761692008096482e-12,3.1147605733637084e-17,6.726912143916179e-11,5.202444782715199e-18,3.2422418025841614e-18,2.9534860760881995e-13,3.76,0.0,0.5469946760709625,0.9971971220130014,0.0004418324377955012,1.0333628918543084e-06,0.06523970960280083,0.06760324400661116,6.081888325162636e-05,9.238754910739207e-14,0.0023977349227479222,2.2472213846457504e-05,1.767179740628494e-06,3.6658377053353647e-08,3.6272965196708294e-14,5.717253148059108e-08,1.9757986346739772e-05,0.00012224999723007115,2.830051158543021e-14,2.9145230394097023e-06,1.1903349677649534e-07,9.67620257658532e-08,5.945919368244098e-05,0.00022919147765376383,1.2862196890458234e-09,5.4706618050631793e-11,8.950819522907779e-08,2.0435120630848986e-08,9.940952343614436e-08,1.643809375976388e-05,7.469686578995091e-09,1.1728496051836131e-14,7.426859976962777e-09,4.31231829875829e-12,1.3807306006145472e-06,9.976322481226682e-09,9.034528374346553e-16,5.993384245162534e-12,1.0122361592868929e-13,5.740948047754467e-14,1.2121136216130484e-09,5.397661144658945e-15,3.446407116488059e-09,1.017833348085891e-08,1.6205109848968583e-08,4.726003061052724e-11,2.766162110730295e-09,1.4243236138358782e-07,4.856850643865277e-13,4.0864786130911916e-10,2.29095419886787e-07
0.008364277715320872,0.5290113101949518,3.0730568470500975e-08,6.482847085864013e-08,4.856645168038608e-08,4.603840010144549e-05,0.0,0.0,5.652007656997722e-05,5.643388990587839e-06,0.0001380345824572986,2.7564340932427898e-05,7.480510658234179e-09,2.7497623587563253e-24,4.1247085176273175e-17,7.054559498501256e-11,8.554844464756457e-09,0.0023585604563357673,7.133848082469744e-19,8.021906488682189e-18,1.1554602511809706e-16,1.0885483474653086e-20,7.88703914975946e-13,2.6240261901706607e-10,1.2413422427966385e-12,2.2244658445419216e-12,7.072141648781976e-20,2.9829662422003125e-12,2.1744965528879958e-12,3.233214791061615e-17,6.905286739167951e-11,5.4678993037470525e-18,3.421846804433133e-18,3.110161690334652e-13,3.76,0.0,0.5463803086090133,0.9971400817004643,0.0004555828435200526,1.063361481904433e-06,0.06579393206929261,0.06820291559561292,6.081540396285275e-05,9.315666311977168e-14,0.002445880438322493,2.269596000848291e-05,1.7998018591621397e-06,3.7017118458044426e-08,3.694269281780904e-14,5.7744054469884005e-08,2.008511947327811e-05,0.00012655580562219735,2.891266592654626e-14,2.9984614374752024e-06,1.2093136328385033e-07,9.777174273670876e-08,6.0514883041710395e-05,0.00023444854284354833,1.3178157969338505e-09,5.605639837674518e-11,9.161684423119867e-08,2.0777663804280062e-08,1.0125147798383138e-07,1.707552292711694e-05,7.644374361375858e-09,1.200277902505593e-14,7.557585196739334e-09,4.388213261429614e-12,1.4264085473513927e-06,1.0133643719904446e-08,9.245808840525287e-16,6.133524421488032e-12,1.041417856493788e-13,5.836336104899221e-14,1.2343652868912067e-09,5.502244433681598e-15,3.504218993083991e-09,1.063849480533165e-08,1.6802855932874967e-08,4.938831552810988e-11,2.793360341296536e-09,1.4991826076747466e-07,4.968257858271133e-13,4.249422295004439e-10,2.3658230143471936e-07
0.008434573165985016,0.5290644312809877,3.100002239150761e-08,6.539938088625625e-08,4.93603904601099e-08,4.70418631983625e-05,0.0,0.0,5.6877274740086405e-05,5.744086556887118e-06,0.00014226527504801668,2.8446143472081737e-05,7.631982264575005e-09,2.8435311906267606e-24,4.2280626663375093e-17,7.170672595085664e-11,8.679939773624768e-09,0.0023987740280660133,7.511718495000471e-19,8.21769647576586e-18,1.2195189060334049e-16,1.1328066218156342e-20,8.016659067723799e-13,2.715509380771703e-10,1.2691230379496234e-12,2.3568326421151957e-12,7.502623163723168e-20,3.115092478284092e-12,2.265743568120222e-12,3.342520408721549e-17,7.067968049806079e-11,5.715447750828085e-18,3.5900300390098175e-18,3.256403376263732e-13,3.76,0.0,0.5458277671751363,0.9970881948214175,0.00046816781235036684,1.0907641394056935e-06,0.06629178224237235,0.06874203265193722,6.081223902291926e-05,9.384725352097486e-14,0.002489644630390091,2.289589327622146e-05,1.8294043302104869e-06,3.733751866145692e-08,3.755042848109635e-14,5.82548215770858e-08,2.0379810125891375e-05,0.0001305033260075369,2.9470825618813717e-14,3.0751787359410145e-06,1.2264285035203532e-07,9.867536319117313e-08,6.146352307816558e-05,0.00023922243669351385,1.3465647857917935e-09,5.728479601956055e-11,9.35328545049303e-08,2.1086847185355366e-08,1.0291071345676931e-07,1.7661859738345446e-05,7.803059769625898e-09,1.2251936147756658e-14,7.675011647975529e-09,4.4563873607237805e-12,1.4682600608605198e-06,1.0275467289067863e-08,9.437734836168714e-16,6.2608269521123725e-12,1.0680303128610436e-13,5.922281869806431e-14,1.2544027650450408e-09,5.596510920171576e-15,3.5564025946276425e-09,1.1064385229503742e-08,1.7351351859931995e-08,5.135765099638794e-11,2.8176556505508545e-09,1.5688207865032377e-07,5.069425791832605e-13,4.399575564213721e-10,2.434377196583501e-07
0.008504868616649161,0.5291175087541714,3.126808543373685e-08,6.596354575660224e-08,5.0157168015362535e-08,4.805648318786784e-05,0.0,0.0,5.723120598872751e-05,5.845427369895518e-06,0.00014658024720143545,2.934604962193705e-05,7.784817837269717e-09,2.9390539328053127e-24,4.332403884492655e-17,7.286892528135632e-11,8.805380867660457e-09,0.002439306577329725,7.905595670784303e-19,8.41651433150305e-18,1.286445928042114e-16,1.1783280944046596e-20,8.14639285778623e-13,2.8091448481970734e-10,1.2971943395543601e-12,2.4954393238384592e-12,7.954004643971807e-20,3.2515271029465405e-12,2.359644277157574e-12,3.4544365381479186e-17,7.232699184110825e-11,5.971386126634295e-18,3.7645883323952134e-18,3.4077220825555284e-13,3.76,0.0,0.5452755941658785,0.9970357860150225,0.000480951954861042,1.118550151173761e-06,0.06678873314981061,0.06928059359879585,6.080904225150843e-05,9.453631734181907e-14,0.0025338189235375864,2.3094516358486462e-05,1.8592363236479168e-06,3.765566770282165e-08,3.816287714488674e-14,5.8762308010290325e-08,2.0674791594142536e-05,0.0001345194580793276,3.0035842662885203e-14,3.153009677178912e-06,1.2435779442086354e-07,9.957435303446429e-08,6.241074021007706e-05,0.00024403629740147602,1.3756124493518491e-09,5.852619151180382e-11,9.546628078000957e-08,2.139691464049076e-08,1.0457135045137763e-07,1.8260226392931133e-05,7.96314594683797e-09,1.2503292662844608e-14,7.792221052613773e-09,4.5244354403943965e-12,1.5108154831861174e-06,1.0417531859229316e-08,9.63135502579512e-16,6.389253196925885e-12,1.0949742449038498e-13,6.008326265276308e-14,1.2744506450099917e-09,5.690911358770687e-15,3.6087372735754863e-09,1.1501553900190762e-08,1.7909877666427596e-08,5.3378704388384597e-11,2.8417839874166023e-09,1.640636577041091e-07,5.171440735540117e-13,4.5530829011565633e-10,2.504042676264924e-07
0.008568134522246891,0.5291652412376018,3.1508223864999755e-08,6.646567707918568e-08,5.087676482864352e-08,4.8979195607013795e-05,0.0,0.0,5.754710717361422e-05,5.937199511467207e-06,0.00015053638706125208,3.017157364784588e-05,7.92354454314154e-09,3.026544178486186e-24,4.427157704602962e-17,7.391582563793773e-11,8.918586219360323e-09,0.0024760576335996413,8.274215492753207e-19,8.598055008628062e-18,1.3492149892304015e-16,1.2203963214327652e-20,8.263251395820989e-13,2.8952790141149116e-10,1.322710407087496e-12,2.6256975632139152e-12,8.378759244903741e-20,3.3780757614003414e-12,2.4464611197456146e-12,3.5574386099683797e-17,7.382725049597394e-11,6.2090709024111204e-18,3.9272882766741496e-18,3.548346034454662e-13,3.76,0.0,0.5447789531491728,0.9969881715849335,0.0004926284740960426,1.1438859173609572e-06,0.06723522071006154,0.06976482325703845,6.080613792568429e-05,9.515517016628199e-14,0.0025739261649152427,2.3272198455795837e-05,1.8862811409623245e-06,3.794014527524318e-08,3.871810607227422e-14,5.921634645696265e-08,2.094055194764291e-05,0.00013819274314094647,3.0550234861510194e-14,3.2240118751029377e-06,1.259043846551896e-07,1.0037966292748876e-07,6.326201133797883e-05,0.0002484026898369209,1.4020129408168103e-09,5.965466035900745e-11,9.722138356026845e-08,2.167676093174157e-08,1.060671353285088e-07,1.88090767707361e-05,8.108431158773962e-09,1.2731409700811583e-14,7.897522861469605e-09,4.585570342097839e-12,1.5497184680162358e-06,1.0545611257413856e-08,9.807073821593383e-16,6.505805605970522e-12,1.1195079439061286e-13,6.085856521192128e-14,1.2925027648929788e-09,5.775986898921478e-15,3.6559726963018026e-09,1.1904770782755401e-08,1.842117768571847e-08,5.52424162972923e-11,2.863361871007449e-09,1.7071578225213734e-07,5.26397299805367e-13,4.694135537544084e-10,2.567692364630316e-07
0.008631400427844622,0.529212938482559,3.174736690425317e-08,6.69626282219959e-08,5.159879433338154e-08,4.9910975517625604e-05,0.0,0.0,5.7860649486408894e-05,6.029521745069087e-06,0.00015456192549615587,3.101200450109822e-05,8.063392532289884e-09,3.115489040348294e-24,4.522717227313478e-17,7.49636143811901e-11,9.032095458113495e-09,0.0025130652696597044,8.656640525262565e-19,8.782077583070344e-18,1.4144625905909904e-16,1.2635231630784763e-20,8.380204607202202e-13,2.983197756483491e-10,1.348468443752581e-12,2.761343353916782e-12,8.821654125425334e-20,3.508252399496597e-12,2.5354973598558537e-12,3.662641148024747e-17,7.534440065859167e-11,6.45386508359896e-18,4.095428059167768e-18,3.6932630052086836e-13,3.76,0.0,0.544282609960624,0.9969401339057913,0.0005044672666724928,1.1695333299817938e-06,0.06768098100710396,0.07024860298795224,6.0803207786605834e-05,9.577278759363129e-14,0.002614365107704887,2.344889638110559e-05,1.9135114656745257e-06,3.822292590807998e-08,3.927714419793948e-14,5.96679236100124e-08,2.1206601526262685e-05,0.0001419218002238213,3.107020778021677e-14,3.295920278366209e-06,1.2745412067522611e-07,1.0118155298629917e-07,6.411212253892534e-05,0.00025280099032196,1.4286596208778852e-09,6.079384807553648e-11,9.899084054860477e-08,2.1957379058534044e-08,1.0756409084462185e-07,1.9367735425365933e-05,8.254870267350814e-09,1.2961338510276284e-14,8.00264772644018e-09,4.646602515654531e-12,1.5891939870096027e-06,1.0673914334832737e-08,9.984188227369377e-16,6.6232836763791404e-12,1.1443116238831685e-13,6.163478086907825e-14,1.3105636900453903e-09,5.861172749740512e-15,3.703339948502727e-09,1.231735204229776e-08,1.894070082871608e-08,5.7149041138961315e-11,2.884814047841066e-09,1.7754897239373845e-07,5.357181481190472e-13,4.837958383601403e-10,2.632243325505411e-07
0.008694666333442352,0.5292606005324972,3.1985575189208016e-08,6.745452799699891e-08,5.232332367652326e-08,5.0851840089921976e-05,0.0,0.0,5.817196373057829e-05,6.122408254410189e-06,0.00015865740464154348,3.186745875375884e-05,8.204370485392656e-09,3.2059036900075043e-24,4.6190865993170613e-17,7.601231351823178e-11,9.145919991279993e-09,0.002550328640901337,9.053285272685322e-19,8.968595862231502e-18,1.4822650433889976e-16,1.3077257583208598e-20,8.497254887494333e-13,3.072920864130845e-10,1.3744717691370491e-12,2.9025394974454603e-12,9.283286736136949e-20,3.642123514614508e-12,2.626786778613176e-12,3.770086553275988e-17,7.687858425899658e-11,6.705921352695926e-18,4.269143359178394e-18,3.8425605693906136e-13,3.76,0.0,0.5437865642948293,0.996891672730691,0.0005164688030719972,1.1954929744569662e-06,0.06812601457526807,0.07073193303923346,6.0800251819214116e-05,9.638917015092394e-14,0.002655135527533591,2.3624646181642556e-05,1.9409271070217337e-06,3.850406871940051e-08,3.98399876043972e-14,6.011713117301713e-08,2.1472966785659386e-05,0.000145706729018207,3.1595774623454585e-14,3.3687369766349913e-06,1.290071677969767e-07,1.0198017835245876e-07,6.496107989017728e-05,0.00025723098934712793,1.4555546632012836e-09,6.19438516241418e-11,1.0077478027189718e-07,2.2238795981888982e-08,1.0906224963626965e-07,1.993623161866987e-05,8.40247334153436e-09,1.3193094901396135e-14,8.107596309964341e-09,4.707532348843604e-12,1.6292431896861376e-06,1.0802454697359212e-08,1.0162710422012805e-15,6.741695481321843e-12,1.1693863011711256e-13,6.241196730514569e-14,1.328633793849608e-09,5.946470735487629e-15,3.750843604216021e-09,1.2739408448648831e-08,1.946849900261251e-08,5.909907283069492e-11,2.9061449775494323e-09,1.8456543336775647e-07,5.451061744523928e-13,4.984577755141352e-10,2.6976961097068745e-07
0.008757932239040082,0.5293082274320201,3.222290878856753e-08,6.794151508995331e-08,5.305042239980849e-08,5.180180824036818e-05,0.0,0.0,5.848117723882748e-05,6.215873437072108e-06,0.00016282337070599204,3.273805402485996e-05,8.346487420618177e-09,3.297805108747097e-24,4.716270681247757e-17,7.706194939317527e-11,9.260071272010783e-09,0.0025878469057547555,9.464576019508196e-19,9.157623600992646e-18,1.5527005124396588e-16,1.3530215447468898e-20,8.614405116360421e-13,3.164468297772559e-10,1.4007237812241357e-12,3.049452023596689e-12,9.764270008734297e-20,3.7797562859316614e-12,2.7203636019011026e-12,3.879818171911012e-17,7.842994654559748e-11,6.965395135837274e-18,4.448572058921886e-18,3.9963276329346736e-13,3.76,0.0,0.5432908158310228,0.9968427878014803,0.0005286335698284436,1.2217654685626228e-06,0.06857032194444902,0.0712148136589391,6.079727000776415e-05,9.700431835859996e-14,0.002696237203239219,2.3799483507351104e-05,1.968527875190093e-06,3.878363215047548e-08,4.040663239363426e-14,6.056405984729642e-08,2.1739674696732328e-05,0.0001495476338043351,3.212694909691079e-14,3.4424641394876666e-06,1.305636917351367e-07,1.0277569266425354e-07,6.580889505336387e-05,0.0002616924841986808,1.4827003305422602e-09,6.310477178611976e-11,1.0257333748746878e-07,2.252103882866978e-08,1.1056165059285302e-07,2.0514594014431814e-05,8.551250961264567e-09,1.3426695486463276e-14,8.212369975154302e-09,4.768360636002731e-12,1.6698672478639357e-06,1.0931245975315027e-08,1.0342653202207034e-15,6.861049503127879e-12,1.194732934373812e-13,6.319018352283612e-14,1.346713525115065e-09,6.031883106810558e-15,3.798488265753815e-09,1.3171052328094716e-08,2.0004627391672948e-08,6.10930121279569e-11,2.9273590691874997e-09,1.9176736529923781e-07,5.545609491650163e-13,5.13402064603568e-10,2.764051287793131e-07
0.008821198144637813,0.5293558192268916,3.2459426702666375e-08,6.842372754718296e-08,5.378016211434726e-08,5.276090061449618e-05,0.0,0.0,5.8788413818158485e-05,6.309931867292245e-06,0.0001670603742121471,3.362390903913653e-05,8.489752885717012e-09,3.391210737548461e-24,4.8142750886393315e-17,7.811255535913919e-11,9.374560770966174e-09,0.002625619225922115,9.890950637894925e-19,9.349174502537569e-18,1.6258490615987996e-16,1.399428209431942e-20,8.731658956745564e-13,3.2578601953764127e-10,1.427227965438928e-12,3.202250246170535e-12,1.0265232884774547e-19,3.921218587910192e-12,2.8162625139641297e-12,3.9918803976669755e-17,7.999863581527812e-11,7.232444629314525e-18,4.633854892009277e-18,4.1546544697738773e-13,3.76,0.0,0.5427953642326843,0.9967934788479272,0.0005409620700583908,1.2483514624843564e-06,0.06901390363993193,0.07169724509539976,6.0794262335774293e-05,9.761823273011801e-14,0.0027376699177116405,2.3973443577672076e-05,1.9963135813421656e-06,3.906167391076095e-08,4.097707468767389e-14,6.100879924901121e-08,2.2006752641492975e-05,0.00015344462371628031,3.2663745416481334e-14,3.5171040178473834e-06,1.3212385827139877e-07,1.0356824792914617e-07,6.665558487776631e-05,0.00026618527886401597,1.5100989742990284e-09,6.42767131657068e-11,1.043866532762673e-07,2.28041349137119e-08,1.1206234143679696e-07,2.1102850758162393e-05,8.701214223792821e-09,1.3662157690298838e-14,8.316970735005924e-09,4.829088548592993e-12,1.7110673589707582e-06,1.1060301795778126e-08,1.0524029990686388e-15,6.981354639576487e-12,1.220352614309731e-13,6.396949049370802e-14,1.3648034399048135e-09,6.117412650702831e-15,3.8462785664359866e-09,1.3612397558695372e-08,2.054914449087305e-08,6.313136660247282e-11,2.9484606771669553e-09,1.9915696475788486e-07,5.640820568184032e-13,5.286314748949848e-10,2.831309455482531e-07
0.008884464050235543,0.5294033759640301,3.269518687530282e-08,6.89012996020572e-08,5.451261614909989e-08,5.372913957334737e-05,0.0,0.0,5.9093793736557083e-05,6.404598271040543e-06,0.0001713689701568186,3.452514366543577e-05,8.634176842827355e-09,3.4861391825524404e-24,4.913106102447792e-17,7.916416937073647e-11,9.4893999563425e-09,0.0026636447665123095,1.0332859077078582e-18,9.543262218815974e-18,1.7017926863054274e-16,1.4469637010445255e-20,8.849020585232816e-13,3.353116875618616e-10,1.4539878842458407e-12,3.3611068035569943e-12,1.0786820742456088e-19,4.066578999808005e-12,2.914518666426044e-12,4.1063187181284215e-17,8.158480321914676e-11,7.507230864468794e-18,4.825136047098894e-18,4.317632747306441e-13,3.76,0.0,0.5423002091473312,0.9967437455871822,0.0005534548237747589,1.275251638788155e-06,0.06945676018228614,0.07217922759716094,6.079122878599326e-05,9.823091377172074e-14,0.0027794334584340936,2.414656113692948e-05,2.0242840376357455e-06,3.933825090517627e-08,4.1551310628962215e-14,6.145143779598407e-08,2.2274228343962215e-05,0.00015739781290638046,3.320617831323132e-14,3.5926589447743944e-06,1.3368783287515767e-07,1.0435799434337002e-07,6.750117113635044e-05,0.0002707091839607425,1.537753027906682e-09,6.54597839299871e-11,1.0621487478672449e-07,2.3088111647362033e-08,1.1356437754144084e-07,2.1701029529944907e-05,8.852374723880995e-09,1.3899499718565466e-14,8.42140121900255e-09,4.8897176157949925e-12,1.7528447482224405e-06,1.1189635750624495e-08,1.0706854811489671e-15,7.102620186968653e-12,1.2462466058560187e-13,6.474995033292632e-14,1.3829041873543301e-09,6.203062631340484e-15,3.8942191566967884e-09,1.406355967615742e-08,2.1102112124322892e-08,6.521465112877384e-11,2.96945409578605e-09,2.0673642583501078e-07,5.736690960256427e-13,5.441488450445412e-10,2.8994712371442413e-07
