Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61)
9.090293820877983e-10,0.950142661688711,7.413025025926351e-11,8.187511201647701e-12,1.8109390028050767e-13,2.1516734240108878e-13,0.0,0.0,2.7306139943175013e-08,1.0608366856452803e-13,1.336948037711554e-13,1.5345657509907538e-13,4.3512704047509806e-16,2.912787495984933e-25,1.193468154670415e-16,1.6731244426662715e-10,1.61921031449324e-12,1.601363801648171e-10,4.1351665405999866e-26,3.1504837831270103e-19,6.916342730830785e-23,4.329043852792245e-22,4.863584469995496e-09,4.12392705825064e-23,2.7663508710550072e-18,4.5581312068454445e-28,1.7778050824943236e-30,2.886428494735373e-23,2.7970052818691317e-28,5.123964620797484e-28,1.5808895438645774e-18,8.739479131507509e-32,2.541988624695832e-32,8.783779794823034e-33,3.76,0.0,0.9271684804317549,0.9968965658869821,2.2890247639324032e-14,7.505139346287909e-16,0.0008216264852158496,0.0008216530854146992,0.0031034066394779714,6.92344827515184e-13,1.6006770904760935e-10,2.7680959682987145e-08,1.2420018424944825e-08,7.38551446738079e-14,1.2469680323332081e-14,9.901593348921006e-11,3.984759542743078e-12,3.7843248842901325e-16,6.618598952986164e-11,1.0565183783331291e-09,4.627822673446912e-10,5.000796507929373e-11,6.922797738871584e-12,8.235567690955799e-12,6.907242451384273e-13,6.506327534105526e-15,6.822024247330022e-15,2.076456895278722e-12,2.2867443332575944e-17,5.0259504302639674e-09,1.4611600432670153e-19,1.1918302428856416e-23,1.2415229134145516e-18,3.183176460243146e-18,1.2379771115266285e-18,6.344417205152544e-15,4.320492483982369e-24,1.2079523984483085e-19,5.495828113789532e-20,1.1741740407256883e-14,4.095474989959142e-21,2.716985519816198e-24,1.8457127310936953e-13,3.6842621965008085e-18,2.827071304949293e-23,9.58922420465742e-24,1.7009680031105883e-15,1.3520369457572894e-28
9.391297159176507e-10,0.9501472038227396,8.031235303814686e-11,8.635637760932496e-12,1.9928751465640056e-13,2.382630947654579e-13,0.0,0.0,2.8208762781541923e-08,1.1321958961960781e-13,1.4732969183889786e-13,1.690922421024753e-13,4.831673587836934e-16,3.2078334726771005e-25,1.272385306551898e-16,1.7841959420191055e-10,1.7812370287155742e-12,1.71810104001565e-10,4.859541501511518e-26,3.5886199856356984e-19,8.128852709412678e-23,5.086931549329963e-22,5.018963176895354e-09,4.72475510119128e-23,3.135846272969694e-18,5.410536669316506e-28,2.1590504947785272e-30,3.4041420777836564e-23,3.498819020777154e-28,6.369855601594534e-28,1.7530449456018312e-18,1.0984675794174883e-31,3.1210317682523786e-32,1.1088640617474894e-32,3.76,0.0,0.9271412851092816,0.9968682828469879,2.5261427310732853e-14,8.533432432121726e-16,0.0008488197497512906,0.0008488481398801815,0.0031316887647164365,7.349753222919536e-13,1.7173440437558838e-10,2.8608400159565995e-08,1.3256051665784914e-08,7.828051220230588e-14,1.37455912202446e-14,1.0527408814633361e-10,4.284800190300583e-12,4.045285529909655e-16,7.006985921488622e-11,1.1281633797016464e-09,4.92394485584079e-10,5.335955133987211e-11,7.441906737580708e-12,9.057719584988537e-12,7.374128381097753e-13,7.027890721991141e-15,7.393410189835718e-15,2.2005884417713554e-12,2.5596570445622374e-17,5.192115659837115e-09,1.6345536873898778e-19,1.3275870558730143e-23,1.4022636928282835e-18,3.501526981771599e-18,1.389045036542849e-18,6.946777496411516e-15,4.788460339529496e-24,1.3465045931326132e-19,6.074011309923772e-20,1.2684962350286945e-14,4.49315769977182e-21,2.985019520443578e-24,2.025786705731098e-13,4.187964347461786e-18,3.243817479203574e-23,1.120853719638979e-23,1.857988556428944e-15,1.6206814357144882e-28
9.692300497475031e-10,0.9501517458281523,8.68396438049534e-11,9.096026194789827e-12,2.1870842821853168e-13,2.6312436778625127e-13,0.0,0.0,2.911132252434802e-08,1.2058748897415034e-13,1.6185528810444856e-13,1.8574787473115971e-13,5.347227322529505e-16,3.5218998596006967e-25,1.353736162086013e-16,1.8987357940904256e-10,1.953451055271908e-12,1.8390896515857102e-10,5.681538100974924e-26,4.0709165818318787e-19,9.504973325172816e-23,5.946873259532897e-22,5.173987831196349e-09,5.389862708790828e-23,3.5404781228599835e-18,6.387695744653609e-28,2.6059344355576732e-30,3.9940462332917874e-23,4.345377961830574e-28,7.864595882735825e-28,1.9375389656577368e-18,1.370532886970422e-31,3.807416330902263e-32,1.3894630590580333e-32,3.76,0.0,0.9271140905833966,0.996841935748494,2.779273578468686e-14,9.662829374688955e-16,0.0008760121856854259,0.0008760424239301122,0.0031580349480781118,7.781326913185804e-13,1.8382577556224412e-10,2.9536580940171324e-08,1.411930721845577e-08,8.280342026831867e-14,1.5105406971638467e-14,1.1169913585400224e-10,4.596177419763602e-12,4.315362730175705e-16,7.403215864826444e-11,1.2021854905175883e-09,5.228283006022965e-10,5.681874371199383e-11,7.9828394841523e-12,9.931344952259771e-12,7.856435309525426e-13,7.574557388429982e-15,7.98977609355685e-15,2.3274474914313167e-12,2.85596504236263e-17,5.358264421418386e-09,1.8213133035469423e-19,1.473027255416668e-23,1.5778771509818231e-18,3.8399095400255195e-18,1.5534589554823148e-18,7.583019948948074e-15,5.286743433822675e-24,1.4951182224807397e-19,6.692841135243113e-20,1.3664639972430138e-14,4.914178701768617e-21,3.2692278407235973e-24,2.2166032082856525e-13,4.741022539477167e-18,3.705884860418951e-23,1.3034430217197824e-23,2.0233140828419816e-15,1.9315129292460572e-28
9.993303835773555e-10,0.9501562877049544,9.372118710012461e-11,9.568700591391055e-12,2.394025840627825e-13,2.8983565114639914e-13,0.0,0.0,3.001382088830097e-08,1.281873467823109e-13,1.772989986051507e-13,2.034547737940185e-13,5.899250942913218e-16,3.8555498217468747e-25,1.4375124239852906e-16,2.0167349022131184e-10,2.136129809894474e-12,1.9643268546865314e-10,6.610608192312381e-26,4.600241958115855e-19,1.1060581524338362e-22,6.918737659536119e-22,5.328659270402234e-09,6.123776006733281e-23,3.98230295776757e-18,7.503107883448097e-28,3.1271598507909772e-30,4.663518526968785e-23,5.36047084405483e-28,9.64774640761065e-28,2.134816969137887e-18,1.6981923686470561e-31,4.6167796645085954e-32,1.728956744757201e-32,3.76,0.0,0.9270868968540744,0.9968173920704321,3.048965990859179e-14,1.0899577402565798e-15,0.0009032037930506946,0.0009032359375872247,0.003182577710629425,8.217622788905358e-13,1.963415301324553e-10,3.0465504404258316e-08,1.5009784448454262e-08,8.742167362810481e-14,1.6551763111486125e-14,1.1828908016026604e-10,4.9188779535167085e-12,4.594596662412284e-16,7.807070553019537e-11,1.2785866559657018e-09,5.540756234112679e-10,6.038543088290421e-11,8.545873809270845e-12,1.0857829940989914e-11,8.354179761195531e-13,8.146834137030231e-15,8.61119163725087e-15,2.4569742387836597e-12,3.1769581144358445e-17,5.524396716187963e-09,2.0219138345662811e-19,1.6284192594768862e-23,1.769220625889468e-18,4.198876201345499e-18,1.7319853777592422e-18,8.25372578623168e-15,5.815921565135536e-24,1.6540981065169876e-19,7.353938488236064e-20,1.4680481166629122e-14,5.359016208090225e-21,3.570217118581995e-24,2.418403313443331e-13,5.3464669124098886e-18,4.216547689968695e-23,1.508513715720235e-23,2.1970442171406533e-15,2.2895032473881354e-28
9.999999999999999e-10,0.9501608294531517,9.387837188735427e-11,9.579355646148963e-12,2.3987778175099656e-13,2.904515674001652e-13,0.0,0.0,3.003389731328421e-08,1.2835905166738518e-13,1.776532107297296e-13,2.0386087693888806e-13,5.911956150695335e-16,3.8631992248487907e-25,1.4394036376555248e-16,2.0193991915567794e-10,2.1403148080000984e-12,1.9671611829584408e-10,6.632569666366872e-26,4.612574654657917e-19,1.1097355972311166e-22,6.941709613405365e-22,5.3320961039967426e-09,6.140920724641449e-23,3.992570796534779e-18,7.529602594715594e-28,3.1396718648855434e-30,4.6793758433082724e-23,5.385168290704521e-28,9.691024360891528e-28,2.1393544212344244e-18,1.7061812548820558e-31,4.636312738887053e-32,1.7372528939515066e-32,3.76,0.0,0.9270862919074573,0.996816865611595,3.055158142753509e-14,1.092835976881666e-15,0.0009038086920985683,0.0009038408797041629,0.0031831041490957314,8.227378396400452e-13,1.9662478023344074e-10,3.04861778335068e-08,1.502990365469382e-08,8.752547957989618e-14,1.6584943151916382e-14,1.1843754083816118e-10,4.926185432397508e-12,4.600912966606795e-16,7.816139823361475e-11,1.2803133531160528e-09,5.547799443805103e-10,6.046599733863366e-11,8.55865257315067e-12,1.0879052245467672e-11,8.365428317574535e-13,8.159860169552213e-15,8.625301057635191e-15,2.4598855939544748e-12,3.184389744259769e-17,5.528092332254504e-09,2.026537407644904e-19,1.631991300976521e-23,1.7736628304301168e-18,4.207100083020059e-18,1.7361233715750917e-18,8.269042590832435e-15,5.828049296265927e-24,1.657754967479396e-19,7.369138568462783e-20,1.4703488605101137e-14,5.369186524000781e-21,3.577107804110624e-24,2.4230192943996554e-13,5.360555060464032e-18,4.2284863287503147e-23,1.5133458760372102e-23,2.2010053321602485e-15,2.298043787885196e-28
1.0294307174072079e-09,0.9501608294531517,1.0096595414258144e-10,1.0053683155397905e-11,2.614164269126546e-13,3.1848315439833214e-13,0.0,0.0,3.091625947382344e-08,1.3601914362426402e-13,1.9368815896493784e-13,2.2224415854128724e-13,6.48906648824673e-16,4.209344017202585e-25,1.5237058260603614e-16,2.13818419347825e-10,2.3295479796163524e-12,2.0938091603326196e-10,7.656779735703242e-26,5.179554299481286e-19,1.2812526883925073e-22,8.012993584230117e-22,5.482978329813268e-09,6.931181362566481e-23,4.463424245709963e-18,8.771249028404096e-28,3.732259473594889e-30,5.420433828164278e-23,6.570849126184438e-28,1.176362433131097e-27,2.3453247868942183e-18,2.090530291917071e-31,5.566451860984351e-32,2.137312813361797e-32,3.76,0.0,0.9270597039212903,0.9967945283674101,3.335771430431173e-14,1.2250090670073478e-15,0.0009303945718795221,0.0009304286808742507,0.0032054404977616734,8.658128721885613e-13,2.092813049175385e-10,3.139517280515081e-08,1.5927482721308236e-08,9.213313087844666e-14,1.8087291881318206e-14,1.250419515888928e-10,5.252886096076643e-12,4.883027610586286e-16,8.218337820664327e-11,1.3573687647659486e-09,5.861284436459395e-10,6.405950043192402e-11,9.131284814153718e-12,1.1838546652391554e-11,8.867378486546534e-13,8.745227146286466e-15,9.257719447422489e-15,2.5891105115309393e-12,3.523961133763629e-17,5.690512545325965e-09,2.236824281312441e-19,1.7940235405120253e-23,1.9771721296514352e-18,4.5789744819255174e-18,1.9254128186409156e-18,8.959452716461012e-15,6.376543921442574e-24,1.823743096926036e-19,8.058956392582922e-20,1.573218167315393e-14,5.82813547317032e-21,3.888388934161091e-24,2.6314228174322566e-13,6.007407052870315e-18,4.779202441484998e-23,1.7379803823932326e-23,2.3792718505983354e-15,2.7000263492572874e-28
1.0595310512370603e-09,0.9501653710727491,1.0858282380105473e-10,1.055099467301595e-11,2.847968979621956e-13,3.491547889489368e-13,0.0,0.0,3.181863977302921e-08,1.4408286047725165e-13,2.110500345397548e-13,2.421471669173387e-13,7.117998520652759e-16,4.583840636420123e-25,1.6123081332314405e-16,2.2630746182519995e-10,2.5339775491561306e-12,2.2275325019254302e-10,8.830671858760715e-26,5.811901547879001e-19,1.4778657569299948e-22,9.240725623268086e-22,5.636945842573994e-09,7.81692561591747e-23,4.9859915392849254e-18,1.0207608703356497e-27,4.4316465696337565e-30,6.273181628357773e-23,8.006496913772504e-28,1.4261717761042547e-27,2.5695087097277433e-18,2.557764104810654e-31,6.675583642623064e-32,2.625806841545154e-32,3.76,0.0,0.9270325117850196,0.9967732296467396,3.6402441823104395e-14,1.3720948626795419e-15,0.0009575845222043102,0.0009576206538139218,0.003226738302161753,9.102367188478174e-13,2.2264467902537665e-10,3.232558827818768e-08,1.6872401402576055e-08,9.693570309813437e-14,1.9714622234234108e-14,1.319558072554722e-10,5.598184201408951e-12,5.180695964489431e-16,8.636811401368337e-11,1.4385336507157639e-09,6.189788288076062e-10,6.784083884245432e-11,9.739344896559294e-12,1.2874853322660353e-11,9.396048458817599e-13,9.37024217661882e-15,9.929416491962718e-15,2.7237997241111084e-12,3.898334115024314e-17,5.8566119100124434e-09,2.466507619001541e-19,1.970092778040579e-23,2.202630116669376e-18,4.980747415508258e-18,2.134551835282062e-18,9.700735502434354e-15,6.969130467043275e-24,2.0043462286271514e-19,8.8095812646448e-20,1.6819427856281534e-14,6.321989236510974e-21,4.223681439628892e-24,2.855892323808212e-13,6.727031158564801e-18,5.397368218188243e-23,1.9938496650103357e-23,2.570083369166488e-15,3.168876458903998e-28
1.0896313850669127e-09,0.9501699125637523,1.1658058357597207e-10,1.1060654765409738e-11,3.095914289589883e-13,3.8194014976238113e-13,0.0,0.0,3.2720963177189536e-08,1.523784786884544e-13,2.2941182042689076e-13,2.6319485565531483e-13,7.787373939878899e-16,4.979595441560901e-25,1.703311141554058e-16,2.391397149903793e-10,2.7496878275993546e-12,2.3654923086286747e-10,1.0143510121039221e-25,6.500421360372761e-19,1.6977846584146645e-22,1.061364990543142e-21,5.7905626397002555e-09,8.786016143978934e-23,5.552199623860714e-18,1.1828728527496305e-27,5.236665314269399e-30,7.230683466172149e-23,9.700889727924775e-28,1.719708479009754e-27,2.8078154833688264e-18,3.11133855117916e-31,7.965270917478854e-32,3.2071386199466217e-32,3.76,0.0,0.9270053204452374,0.9967533887850551,3.962941398273392e-14,1.5318894368926312e-15,0.0009847736440574287,0.000984811856428969,0.0032465782471942655,9.54989330438923e-13,2.3643118117807695e-10,3.3256752848358096e-08,1.7844539857846167e-08,1.0182735250016246e-13,2.143637983896069e-14,1.390287304814592e-10,5.954752929989192e-12,5.487642218936368e-16,9.06229076026068e-11,1.5220830942502305e-09,6.526189234988604e-10,7.17293315151984e-11,1.0370323777097476e-11,1.396809450689528e-11,9.940206872678343e-13,1.002238457744574e-14,1.0626334847806135e-14,2.860986830755352e-12,4.3014722349262173e-17,6.022694811427389e-09,2.711420742583681e-19,2.156872079540915e-23,2.446513249621253e-18,5.4047336191536364e-18,2.3602350402150144e-18,1.0478086530725415e-14,7.594173789693741e-24,2.1961949447045867e-19,9.607534214004592e-20,1.794189825634615e-14,6.841018170916923e-21,4.576703563747676e-24,3.0920373302322473e-13,7.508605192851304e-18,6.074687042778203e-23,2.278221141068196e-23,2.769558891809891e-15,3.702287035980697e-28
1.119731718896765e-09,0.9501744539261662,1.2496793054684677e-10,1.1582682285154229e-11,3.358479370488626e-13,4.1693049778290883e-13,0.0,0.0,3.3623230983621023e-08,1.6090597994998699e-13,2.4880064163443654e-13,2.8541820052503475e-13,8.49852187474791e-16,5.397161806690733e-25,1.7967066782343117e-16,2.523142784386565e-10,2.97694547422016e-12,2.507683616456708e-10,1.160714124612478e-25,7.248341067567154e-19,1.9430017240775469e-22,1.2144129347934212e-21,5.943829550120667e-09,9.84362110376821e-23,6.164287696246827e-18,1.3652239736623225e-27,6.1596443127632896e-30,8.302410386772703e-23,1.1691292588162738e-27,2.063080908561906e-27,3.0606923289553583e-18,3.7640334046945894e-31,9.45869324730209e-32,3.89556944105136e-32,3.76,0.0,0.9269781299019194,0.9967349059903512,4.304423141195604e-14,1.7050833043398073e-15,0.0010119619374712064,0.0010120022887421213,0.0032650601248642034,1.000029467450413e-12,2.5064030082079847e-10,3.4188668437349993e-08,1.8843897452736692e-08,1.0680609115342205e-13,2.3255187083849094e-14,1.462588304250991e-10,6.322571647926046e-12,5.803906973066549e-16,9.494580938165058e-11,1.6080188238935663e-09,6.870409486829052e-10,7.572486278126802e-11,1.1024488524791538e-11,1.5119601255478804e-11,1.0499871141646907e-12,1.0702159294032967e-14,1.1348522891033734e-14,3.0006182819440185e-12,4.7348058867531086e-17,6.1887612507507285e-09,2.9720144547805566e-19,2.354599176648611e-23,2.709760174522058e-18,5.851467357090828e-18,2.6033171362717725e-18,1.129199635574845e-14,8.252140497900686e-24,2.399571284382373e-19,1.0454572342709948e-19,1.9099265939200898e-14,7.385651322789405e-21,4.948521806863574e-24,3.340078311008521e-13,8.355472072555409e-18,6.814924231973112e-23,2.593288048819865e-23,2.9777724931499683e-15,4.30694928637154e-28
1.1498320527266174e-09,0.9501789951599966,1.3375347233349145e-10,1.211709547583387e-11,3.636148187331608e-13,4.542187419944468e-13,0.0,0.0,3.4525444402111874e-08,1.6966534627553742e-13,2.692435530849939e-13,3.088480964007725e-13,9.252773545526936e-16,5.837090757981403e-25,1.89248660165983e-16,2.658302540053389e-10,3.2160145246836183e-12,2.6541011161148834e-10,1.3234048118601746e-25,8.058977631788332e-19,2.2156169003874493e-22,1.384518914823011e-21,6.096747400694838e-09,1.0995069482231213e-22,6.824538534414578e-18,1.5696902507762891e-27,7.213949499334755e-30,9.498400511401264e-23,1.4019043489160605e-27,2.4630434859726192e-27,3.328586954794208e-18,4.5300669888380134e-31,1.1181247851676568e-31,4.7070521348662883e-32,3.76,0.0,0.9269509401550406,0.9967176882998091,4.665252427463958e-14,1.8923830228693104e-15,0.001039149402477924,0.0010391919507761098,0.0032822768979892817,1.0453189050937471e-12,2.652714929058795e-10,3.5121336870136216e-08,1.9870473552895006e-08,1.1186997971004934e-13,2.5173663080928462e-14,1.536442417087466e-10,6.701618590781102e-12,6.12953092965066e-16,9.933492392892398e-11,1.696342517737435e-09,7.222372009321176e-10,7.982731591652526e-11,1.1702103582982672e-11,1.6330691293084542e-11,1.1075058897457025e-12,1.1410070874458186e-14,1.2096025786741822e-14,3.1426419800872395e-12,5.1998007211536606e-17,6.3548112291623235e-09,3.248733459039938e-19,2.5635046721446546e-23,2.99332929260202e-18,6.3214786027716134e-18,2.864674942909655e-18,1.2142934244903936e-14,8.943473015698416e-24,2.6147521281531253e-19,1.1352490085996993e-19,2.0291199487230014e-14,7.956306570188571e-21,5.338585800105928e-24,3.600230800987463e-13,9.27105084289128e-18,7.621968647374377e-23,2.941338025092366e-23,3.1947924274127886e-15,4.990031758015133e-28
1.1799323865564698e-09,0.9501835362652484,1.429457280196334e-10,1.2663912317251921e-11,3.9294094476108545e-13,4.938994222802971e-13,0.0,0.0,3.542760456086846e-08,1.7865655997877788e-13,2.9076753981124156e-13,3.335153575113399e-13,1.0051462218449432e-15,6.299931014787289e-25,1.990642801417961e-16,2.796867457284404e-10,3.4671564163031284e-12,2.804739250081429e-10,1.5037364182643023e-25,8.935737605580064e-19,2.5178402467353402e-22,1.5730531682935698e-21,6.249317016250163e-09,1.2245851371811907e-22,7.5352777006349e-18,1.798264386344267e-27,8.414040433572316e-30,1.0829276626202276e-22,1.6729880806184372e-27,2.927046476408671e-27,3.611947599447205e-18,5.425214539372439e-31,1.3160698999435617e-31,5.659384661326923e-32,3.76,0.0,0.926923751204577,0.9967016491153752,5.045995270459089e-14,2.0945110373666817e-15,0.0010663360391098106,0.0010663808425536618,0.003298315164622436,1.0908224041465188e-12,2.803241876009469e-10,3.605475988107267e-08,2.0924267523997264e-08,1.1701712620221705e-13,2.7194423669888022e-14,1.6118312406390529e-10,7.091871211736903e-12,6.464554894498148e-16,1.0378840852767702e-10,1.787055804805242e-09,7.582000517033903e-10,8.403657315553878e-11,1.2403430794427433e-11,1.7602669189549412e-11,1.1665787987862106e-12,1.2146623476296993e-14,1.286888652699796e-14,3.287007238751852e-12,5.697957696895594e-17,6.5208447478419746e-09,3.5420164061936363e-19,2.78381226544861e-23,3.2981985420153676e-18,6.815293099250198e-18,3.1452074288670693e-18,1.3031348697732161e-14,9.668590937724793e-24,2.8420094084766387e-19,1.2303120541953957e-19,2.1517365026575295e-14,8.553391046984586e-21,5.746457187153617e-24,3.87270547493634e-13,1.025883588855038e-17,8.49983306152553e-23,3.324753697429871e-23,3.420681336296002e-15,5.7591991945612595e-28
1.2100327203863222e-09,0.9501880772419267,1.525531290947315e-10,1.322315061002129e-11,4.2387565399602176e-13,5.360686918153133e-13,0.0,0.0,3.63297125121069e-08,1.8787960365302701e-13,3.1339951695215755e-13,3.594507174885612e-13,1.0895923094684845e-15,6.786229030611886e-25,2.0911671983308402e-16,2.9388285983737437e-10,3.730630013788738e-12,2.9595922398578154e-10,1.7030888185323625e-25,9.882117089908535e-19,2.8519944809849404e-22,1.781455172027338e-21,6.401539219593075e-09,1.3601618021267515e-22,8.298872730697257e-18,2.0530597839056563e-27,9.775525595550548e-30,1.2306263877795547e-22,1.9874251452595156e-27,3.4632830536054354e-27,3.911223052708743e-18,6.4669211645231605e-31,1.5427321400973282e-31,6.772354279559095e-32,3.76,0.0,0.9268965630505042,0.996686707766762,5.4472207217697514e-14,2.312205520629842e-15,0.0010935218473990353,0.0010935689640975057,0.003313255595050594,1.1365074632610895e-12,2.9579779301402796e-10,3.698893911964216e-08,2.200527873174804e-08,1.2224568483586705e-13,2.932008142212608e-14,1.6887366197040104e-10,7.493306270852573e-12,6.809019775850784e-16,1.083044716589028e-10,1.8801602664561796e-09,7.949219465996021e-10,8.835251570672741e-11,1.31287294267867e-11,1.8936826534331273e-11,1.2272076476587738e-12,1.2912320873537385e-14,1.3667146198727568e-14,3.433664740709691e-12,6.230813151832369e-17,6.686861807969417e-09,3.8522959110940216e-19,3.015739002297896e-23,3.625365175077585e-18,7.33343241811622e-18,3.4458357573748515e-18,1.395766796909464e-14,1.0427892686727378e-23,3.0816103529382727e-19,1.3308336852600822e-19,2.2777426775251516e-14,9.177301560813894e-21,6.1747593233155384e-24,4.157708228794525e-13,1.1322396127717586e-17,9.452654381973487e-23,3.7460133041898594e-23,3.655496460007875e-15,6.622632770494308e-28
1.2401330542161746e-09,0.9501926180900374,1.625840203545676e-10,1.3794828290245011e-11,4.56468748409666e-13,5.808243003529026e-13,0.0,0.0,3.723176923723297e-08,1.9733446015244444e-13,3.3716632997862574e-13,3.866848296286154e-13,1.1787493317357308e-15,7.2965290349858285e-25,2.1940517444754077e-16,3.08417704718319e-10,4.006691633952164e-12,3.1186541745906364e-10,1.9229098243663036e-25,1.0901701692731442e-18,3.2205174282888733e-22,2.0112350972989104e-21,6.553414831543123e-09,1.5068182166322716e-22,9.117732360405625e-18,2.336314367701607e-27,1.131522138058728e-29,1.394120747315612e-22,2.3507668197635406e-27,4.080743378414155e-27,4.2268627176899794e-18,7.674430967133081e-31,1.8014060638583022e-31,8.06790817764546e-32,3.76,0.0,0.9268693756927975,0.9966727891069351,5.869500913848222e-14,2.546220220649277e-15,0.0011207068273777047,0.0011207563154303683,0.0033271733363081377,1.182344292688777e-12,3.1169170405560183e-10,3.7923876155778044e-08,2.3113506541879907e-08,1.2755385485520484e-13,3.155324564471623e-14,1.767140643144572e-10,7.905900152847306e-12,7.162966583878854e-16,1.1288137162354122e-10,1.9756574376684925e-09,8.32395404660657e-10,9.277502376688631e-11,1.3878256197254158e-11,2.0334442102115583e-11,1.2893942641353678e-12,1.3707666463127923e-14,1.4490844930819526e-14,3.5825664997257054e-12,6.799938845355977e-17,6.8528624107243174e-09,4.179998645217238e-19,3.25949551674305e-23,3.975845546269794e-18,7.876414016910274e-18,3.767503313728165e-18,1.492230056509329e-14,1.1221756790295222e-23,3.3338177058189943e-19,1.4370053560871064e-19,2.4071048872299546e-14,9.828425046592725e-21,6.623942693747064e-24,4.455440256043433e-13,1.2465374245655822e-17,1.0484694024240765e-22,4.207691166564348e-23,3.899289831599969e-15,7.589049212281753e-28
1.270233388046027e-09,0.9501971588095853,1.7304666082464964e-10,1.4378963446669828e-11,4.90770486864876e-13,6.282655769294332e-13,0.0,0.0,3.8133775651710115e-08,2.07021112574313e-13,3.6209475467796596e-13,4.152482669221202e-13,1.27275118748634e-15,7.83137307513217e-25,2.2992884232222175e-16,3.232903909092294e-10,4.295595071021794e-12,3.28191901976186e-10,2.16471663470636e-25,1.199816648722238e-18,3.6259645293831282e-22,2.26397530425239e-21,6.704944670937955e-09,1.665151808332147e-22,9.994305733014547e-18,2.650394691722563e-27,1.305120970657557e-29,1.57465904896885e-22,2.769104247073321e-27,4.78926520714063e-27,4.55931663652891e-18,9.068909495364289e-31,2.095668595974369e-31,9.570312197206149e-32,3.76,0.0,0.9268421891314331,0.9966598231316044,6.313411100043922e-14,2.7973243041507556e-15,0.0011478909790778587,0.0011479428965749776,0.0033401383926845397,1.2283055587226027e-12,3.2800530330769673e-10,3.8859572484877586e-08,2.4248950320153e-08,1.329398793975065e-13,3.3896522384452575e-14,1.8470256403882912e-10,8.329628889309296e-12,7.526436430149772e-16,1.1751741510903097e-10,2.073548808374593e-09,8.706130176372797e-10,9.730397653697062e-11,1.4652265297630126e-11,2.1796782022982188e-11,1.353140497435129e-12,1.4533163271876494e-14,1.5340021962535115e-14,3.7336658207964864e-12,7.406942067727815e-17,7.018846557286291e-09,4.525545364153238e-19,3.5152862734074174e-23,4.35067489446732e-18,8.444751295251089e-18,4.111175774482685e-18,1.592563574555837e-14,1.2050543383361376e-23,3.5988899604050724e-19,1.5490228033748894e-19,2.5397895532188716e-14,1.0507138998114711e-20,7.089849231040224e-24,4.766098126478606e-13,1.3691485906842193e-17,1.1600338111319833e-22,4.7124582017198945e-23,4.152108476051288e-15,8.667721722658335e-28
1.3003337218758794e-09,0.9502016994005756,1.839492246378605e-10,1.4975574614634952e-11,5.268315802423271e-13,6.784934135800682e-13,0.0,0.0,3.903573260954573e-08,2.169395442427526e-13,3.8821149741182737e-13,4.4517152232925976e-13,1.3717319659756513e-15,8.391301058610246e-25,2.4068692492569905e-16,3.385000310669655e-10,4.597591620793727e-12,3.44938070004133e-10,2.430097208711831e-25,1.3175275970415989e-18,4.0710112399511896e-22,2.541331762237393e-21,6.8561295546656025e-09,1.8357761987313319e-22,1.093108164908137e-17,2.997799780652265e-27,1.5002899716268673e-29,1.7735551677176302e-22,3.2491072587850104e-27,5.5995923796695e-27,4.909035571460577e-18,1.067358387302185e-30,2.4293962063559887e-31,1.1306339406942996e-31,3.76,0.0,0.9268150033663866,0.9966477446289254,6.779529696475445e-14,3.0663022072843563e-15,0.0011750743025314655,0.001175128707554058,0.003352215976024328,1.2743663617512116e-12,3.4473796930894286e-10,3.9796029532424556e-08,2.5411609432354634e-08,1.3840204442235497e-13,3.63525144317994e-14,1.928374178135543e-10,8.764468455823335e-12,7.899470527206133e-16,1.222109558956759e-10,2.173835824665883e-09,9.095674492978071e-10,1.0193925223706715e-10,1.5451008418479744e-11,2.3325099942802035e-11,1.418448218040377e-12,1.5389313962858505e-14,1.6214716528682734e-14,3.886917264408951e-12,8.053465665186496e-17,7.184814248834875e-09,4.88935104530726e-19,3.7833098258414586e-23,4.750907137159447e-18,9.038953649459257e-18,4.477841124304287e-18,1.6968043997240723e-14,1.291459542511996e-23,3.8770815919048517e-19,1.6670861844447507e-19,2.6757632732428177e-14,1.121381182193313e-20,7.57545521272927e-24,5.089873859634913e-13,1.5004519010933374e-17,1.2804097861455507e-22,5.263082281637199e-23,4.413994591568239e-15,9.868499309803451e-28
