Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413)
1.586538517557102e-09,0.5138296449319057,1.9665081234594263e-17,5.64444419561154e-21,5.5195669059233396e-21,7.686317043018038e-21,0.0,0.0,1.1117973265543346e-12,3.10169492427656e-20,3.0872660147710603e-21,3.591886155360815e-21,1.402237973631062e-26,1.4194531213888686e-47,1.9202855020122148e-32,1.4628346217022487e-18,1.2968849942936968e-26,1.468563040015983e-17,9.597631746017445e-44,2.3663699643633366e-42,1.8937741613673995e-39,9.739857564838616e-39,1.3595315853659696e-17,6.336754914082916e-38,2.180539689751344e-33,2.6051814725915923e-43,2.0277502909988712e-54,3.3546388898781656e-41,9.68125147125561e-55,3.5695705859448294e-50,1.062682758001171e-31,5.0420336230829566e-52,4.0596510082231816e-50,1.6799304141138695e-55,3.76,0.0,0.7907863204329414,0.9999628606893871,5.183725373138788e-22,2.1933328733075528e-31,4.213703831613185e-09,4.213703846331684e-09,3.7139309501253204e-05,2.268467136042391e-21,1.46840687250692e-17,1.111719134728253e-12,3.317421101070277e-21,8.906952380776548e-17,4.8706487154124906e-33,8.202786805815848e-18,3.78004011560073e-22,2.6759829203471443e-25,1.5286670723715233e-23,8.37528630205492e-22,2.411354486985879e-20,6.737494551008043e-19,4.937193551208603e-25,2.746058342293025e-21,1.2783354919039807e-22,1.6106229204234992e-27,6.410203379479645e-25,3.301642279702907e-23,4.6258925831728476e-32,1.5066390835903908e-17,1.0277278796301027e-28,3.330223046945449e-33,2.8413621871340678e-33,1.507032137092293e-33,4.063267149204689e-34,2.2780129086143688e-23,1.600697096372072e-33,9.044539721955028e-30,3.4098482210725165e-38,3.3877478914219126e-28,6.265553744526591e-36
1.643711481942716e-09,0.513829644945962,2.0376217592676927e-17,6.088791232988329e-21,6.018298183599187e-21,8.316113023470199e-21,0.0,0.0,1.1518620537223924e-12,3.3292687736404746e-20,3.426366439891434e-21,3.9864132539927004e-21,1.5626553760682947e-26,1.5730724740360378e-47,2.0553099910706752e-32,1.5660102069401463e-18,1.4420843260769644e-26,1.5787599388793012e-17,1.1402291055275877e-43,2.725511952576288e-42,2.250817176956217e-39,1.1571876839285253e-38,1.4034171974268507e-17,7.317982216955139e-38,2.438401280683131e-33,3.208910017693049e-43,2.5085179517955954e-54,4.0033398255917347e-41,1.2318354812679991e-54,4.403973774833567e-50,1.1839692138535793e-31,6.232252065858048e-52,5.021151312421697e-50,2.1573610706108705e-55,3.76,0.0,0.7907863202810551,0.9999627922664049,5.75498552139629e-22,2.5268289871452434e-31,4.365550089901243e-09,4.365550105724012e-09,3.7207732443163695e-05,2.381280604735147e-21,1.578586618184686e-17,1.1517774556558217e-12,3.5608242582538156e-21,9.554263575643932e-17,5.41638408396156e-33,8.803711776107041e-18,4.0690346044076755e-22,2.8999831469542876e-25,1.6356031229766078e-23,8.990312255586822e-22,2.5879903228248037e-20,7.231930916150572e-19,5.304584225929879e-25,3.053530773512884e-21,1.3718777888317693e-22,1.7890711691437502e-27,7.126082625195447e-25,3.5437694138083507e-23,5.339048622629461e-32,1.5609327667448247e-17,1.1836593485930031e-28,3.816518665048741e-33,3.200392732584508e-33,1.635976739279362e-33,4.689718461241104e-34,2.532706452278412e-23,1.802121217322484e-33,1.0261710928867532e-29,3.791883187445953e-38,3.6197847352942317e-28,7.390628072369198e-36
1.6951671498897688e-09,0.5138296449586126,2.101640111516971e-17,6.506321851436368e-21,6.490386886608633e-21,8.907715310694324e-21,0.0,0.0,1.1879203057972113e-12,3.540972856512254e-20,3.75160183663461e-21,4.364809055753751e-21,1.7170982431676576e-26,1.7201366257573974e-47,2.1804089075109755e-32,1.66162884841205e-18,1.581682576744142e-26,1.6813157336796337e-17,1.324606058391378e-43,3.082299849380092e-42,2.615773665369905e-39,1.3443701637452982e-38,1.4426328361804022e-17,8.294807043479763e-38,2.687708911980952e-33,3.847011177611293e-43,3.0187102762344174e-54,4.668924158143756e-41,1.5195431355761115e-54,5.287474224788475e-50,1.3007028553801475e-31,7.494155631731409e-52,6.041277946892899e-50,2.682144731992121e-55,3.76,0.0,0.7907863201443575,0.9999627392832814,6.303118306042164e-22,2.8582347267375755e-31,4.50221172230172e-09,4.502211739152177e-09,3.726071553069706e-05,2.482691584618322e-21,1.6811259611540303e-17,1.1878297324650145e-12,3.787253865982338e-21,1.0155879106052324e-16,5.9411187775047996e-33,9.362648323518396e-18,4.338080140129808e-22,3.1108674189841895e-25,1.734632092178425e-23,9.56249469365688e-22,2.752282555942412e-20,7.691897097298596e-19,5.646819633219075e-25,3.3491454007934637e-21,1.4588743611369297e-22,1.9605175300907377e-27,7.814190364590513e-25,3.7690012771116313e-23,6.051213088090155e-32,1.6097970814682148e-17,1.3385719055110498e-28,4.2968506168064625e-33,3.548972418487036e-33,1.7568049340431188e-33,5.315303753113908e-34,2.7775320489596193e-23,1.997499592369606e-33,1.1450901731664997e-29,4.159214029189314e-38,3.8325762611657524e-28,8.53822362922747e-36
1.7466228178368216e-09,0.5138296449712632,2.1656738091980836e-17,6.940819016027572e-21,6.984935248695157e-21,9.523118174322693e-21,0.0,0.0,1.2239785559047793e-12,3.7592020507345166e-20,4.096371825409955e-21,4.765932418813489e-21,1.881390291503643e-26,1.875758816086155e-47,2.3088680883886386e-32,1.759842515723185e-18,1.7300035485161854e-26,1.7870691941647443e-17,1.5317278168549118e-43,3.472964573814859e-42,3.025938525868841e-39,1.5546541980305166e-38,1.4815837579720447e-17,9.36636842860264e-38,2.9539752647739497e-33,4.586577679268456e-43,3.6122291399782785e-54,5.419562746962637e-41,1.8629683746027978e-54,6.31321514946783e-50,1.4248449057232744e-31,8.960874151969681e-52,7.227769260535565e-50,3.3127632669187984e-55,3.76,0.0,0.7907863200076598,0.9999626933265097,6.884405196513139e-22,3.2212066319636452e-31,4.638873354646544e-09,4.638873372556726e-09,3.730667226658586e-05,2.5839639523084113e-21,1.7868619816635772e-17,1.2238818090259283e-12,4.020662515431323e-21,1.0775495210809045e-16,6.498692765270321e-33,9.938731073625044e-18,4.615590159152153e-22,3.3306988853971376e-25,1.836276323332759e-23,1.015235660921055e-21,2.921613201548603e-20,8.166049203859071e-19,6.000057150353944e-25,3.6632343597767584e-21,1.5485302600081384e-22,2.1425640209139516e-27,8.545142312794407e-25,4.0011648069415893e-23,6.834987150362098e-32,1.6586613960820884e-17,1.5081979585274153e-28,4.81993693408532e-33,3.92261214714909e-33,1.882172874745354e-33,6.003798135219868e-34,3.0376120058133975e-23,2.2067359396386592e-33,1.2732836385026658e-29,4.5495305192455303e-38,4.048951086522271e-28,9.826325048356419e-36
1.7980784857838744e-09,0.5138296449839139,2.2297229592323216e-17,7.39254651736294e-21,7.502375443041613e-21,1.0162627084088554e-20,0.0,0.0,1.260036804281866e-12,3.9839563555255195e-20,4.46119749593292e-21,5.19038960602755e-21,2.055831816019783e-26,2.0401431590445608e-47,2.4406604031909632e-32,1.8606317783294783e-18,1.8873106832447792e-26,1.8960175950530272e-17,1.7635710522366159e-43,3.8995769792565595e-42,3.48526885436919e-39,1.7900487979273184e-38,1.5202717667616962e-17,1.053858309311261e-37,3.237816625894788e-33,5.439925459419043e-43,4.2995367215480425e-54,6.263030257136811e-41,2.270817202885828e-54,7.498790106369176e-50,1.5566179112034929e-31,1.0657876931250038e-51,8.60146354485432e-50,4.066429897558607e-55,3.76,0.0,0.7907863198709622,0.9999626534640782,7.499751622800776e-22,3.6176865226314137e-31,4.775534986935746e-09,4.775535005937658e-09,3.734653466193843e-05,2.6850811869735577e-21,1.895791928072782e-17,1.259933685896812e-12,4.261050206598165e-21,1.1413080112038288e-16,7.090102545125254e-33,1.0531955182125603e-17,4.901551526409629e-22,3.559623885529853e-25,1.9405123116681385e-23,1.0759900347157134e-21,3.095980747009165e-20,8.6543877654822725e-19,6.364323748468485e-25,3.9963558898598896e-21,1.6408441722931833e-22,2.335526634147646e-27,9.32022409514596e-25,4.2402593790059595e-23,7.695392994471464e-32,1.7075257105864457e-17,1.6934388031229994e-28,5.388073431878808e-33,4.322228052417873e-33,2.01209304121648e-33,6.759614239080869e-34,3.313403094149501e-23,2.430315483300255e-33,1.4111328663587304e-29,4.96352988925962e-38,4.2687577946707715e-28,1.1267893561649262e-35
1.8495341537309272e-09,0.5138296449965645,2.293787667753166e-17,7.861766295730709e-21,8.043136301041548e-21,1.0826545264950383e-20,0.0,0.0,1.2960950511338706e-12,4.2152357701435135e-20,4.84659603497749e-21,5.638782339364047e-21,2.240722749171507e-26,2.213490849569015e-47,2.5757589261888337e-32,1.963977339115518e-18,2.053867344599737e-26,2.008158452009867e-17,2.0222145557640804e-43,4.364268357282387e-42,3.997929440815178e-39,2.052666871136254e-38,1.5586986542082216e-17,1.1817542742216014e-37,3.539854595812455e-33,6.420424222838687e-43,5.092034635234515e-54,7.207542614657901e-41,2.752850308046524e-54,8.86334750938065e-50,1.6962439525697844e-31,1.2612881423182657e-51,1.0185061422744297e-49,4.96252608052078e-55,3.76,0.0,0.7907863197342645,0.9999626188877362,8.150057524016806e-22,4.049673983940895e-31,4.912196619169351e-09,4.912196639294973e-09,3.738111096781515e-05,2.7860320290384583e-21,2.007913289885522e-17,1.2959853636039864e-12,4.508416939480265e-21,1.2068602087856553e-16,7.716344596260247e-33,1.1142315806321218e-17,5.195952262130763e-22,3.7977887567026324e-25,2.0473167636637567e-23,1.1385128231330848e-21,3.275383680368347e-20,9.15691331173545e-19,6.739646386422986e-25,4.349068081683048e-21,1.7358147854610308e-22,2.53972119566981e-27,1.0140720700400767e-24,4.486284369114972e-23,8.637664024661801e-32,1.7563900249812872e-17,1.8952223171597905e-28,6.003598711911991e-33,4.748738696743044e-33,2.1465777381293608e-33,7.587350338134482e-34,3.6053617189323837e-23,2.668723394434189e-33,1.5590204416436615e-29,5.40190934242582e-38,4.4918535381362595e-28,1.2876727960974787e-35
1.90098982167798e-09,0.513829645009215,2.357868040111682e-17,8.348738447076407e-21,8.607643335324946e-21,1.1515173712495497e-20,0.0,0.0,1.3321532966390026e-12,4.453040293881432e-20,5.253080753176351e-21,6.1117078310842795e-21,2.4363626832662854e-26,2.396000192210492e-47,2.714136934986904e-32,2.0698600334851266e-18,2.2299368180894052e-26,2.123489505987401e-17,2.3098408488626537e-43,4.8692303530491354e-42,4.5682963180335814e-39,2.344726861984268e-38,1.5968661997532206e-17,1.3209513708549382e-37,3.8607161152293925e-33,7.542551035888293e-43,6.002116195141376e-54,8.261767239193026e-41,3.319975838154222e-54,1.0427675484018873e-49,1.8439446627287634e-31,1.4855973532153718e-51,1.2003228194431861e-49,6.0227993685964546e-55,3.76,0.0,0.7907863195975668,0.999962588896503,8.836217385291662e-22,4.5192263493406555e-31,5.048858251347379e-09,5.048858272628673e-09,3.741110216498206e-05,2.8868095789346156e-21,2.1232237820884996e-17,1.3320368426460213e-12,4.762762714075016e-21,1.2742029472272129e-16,8.378415379189837e-33,1.176980810510078e-17,5.498781466537375e-22,4.0453398342202237e-25,2.1566665951505024e-23,1.2028042564680293e-21,3.4598204903484814e-20,9.673626372091164e-19,7.1260520111035115e-25,4.7219288771739675e-21,1.8334407876034893e-22,2.755463364781685e-27,1.1007916479095204e-24,4.739239153181399e-23,9.66724829228072e-32,1.805254339266612e-17,2.1145029444264836e-28,6.668893088371929e-33,5.2030650404282904e-33,2.2856391268773374e-33,8.491793364306494e-34,3.913943919021579e-23,2.922444778382758e-33,1.717330029560319e-29,5.865366053484795e-38,4.718103526730401e-28,1.466749757855886e-35
1.9524454896250326e-09,0.5138296450218656,2.4219641808818735e-17,8.853721228890822e-21,9.19631876262553e-21,1.2228811208237782e-20,0.0,0.0,1.3682115409519046e-12,4.697369926062285e-20,5.6811611116367155e-21,6.609758814708952e-21,2.643050891262309e-26,2.5878666295902995e-47,2.8557679090841e-32,2.1782608284582233e-18,2.415782311081177e-26,2.242008707575359e-17,2.628737730571478e-43,5.4167148807918616e-42,5.20096019206929e-39,2.6685543267440205e-38,1.6347761707042394e-17,1.4720936608777121e-37,4.201033489527321e-33,8.821944764457509e-43,7.043219873010096e-54,9.434833144134963e-41,3.984347530696462e-54,1.22142885673589e-49,1.9999412432797828e-31,1.7419730235931368e-51,1.4082698390753182e-49,7.271573058101134e-55,3.76,0.0,0.7907863194608692,0.9999625628823826,9.559120274420008e-22,5.028458683388857e-31,5.1855198834698535e-09,5.185519905938755e-09,3.743711624933534e-05,2.9874105170173418e-21,2.241721329500739e-17,1.3680881234973612e-12,5.024087530379822e-21,1.343333065508677e-16,9.077311335752793e-33,1.241442723892801e-17,5.81002924465521e-22,4.302423451373154e-25,2.2685389294293174e-23,1.268864562945614e-21,3.64928966634962e-20,1.0204527475917177e-18,7.523567557702619e-25,5.1154960695927646e-21,1.9337208674368646e-22,2.9830686342874847e-27,1.1923095141916171e-24,4.9991231072206135e-23,1.0789811891710967e-31,1.854118653442421e-17,2.3522616781510803e-28,7.386377540905173e-33,5.686130416394883e-33,2.4292892515648298e-33,9.477921896620938e-34,4.239605367412655e-23,3.1919646644324125e-33,1.8864462605882645e-29,6.354597168721994e-38,4.94738053477985e-28,1.6655775802620047e-35
2.0039011575720854e-09,0.5138296450345163,2.48607619386601e-17,9.376971066110834e-21,9.809581526494184e-21,1.2967754334812569e-20,0.0,0.0,1.404269784206791e-12,4.948224666035159e-20,6.131342748377241e-21,7.13352357577628e-21,2.861086346102017e-26,2.789282770618469e-47,3.000625528444131e-32,2.289160821773741e-18,2.611666952822119e-26,2.363714201557246e-17,2.981299764923014e-43,6.009034039439933e-42,5.900729759094863e-39,3.0265834470404443e-38,1.6724303223174192e-17,1.6358426012542221e-37,4.561444411168359e-33,1.0275461302132151e-42,8.22988390750189e-54,1.0736340908118663e-40,4.759468232709278e-54,1.4247516176816847e-49,2.1644544799154798e-31,2.03393444184612e-51,1.6452382442638312e-49,8.73596771661698e-55,3.76,0.0,0.7907863193241715,0.9999625403179719,1.0319649878260795e-21,5.579543764618772e-31,5.3221815155367916e-09,5.32218153922522e-09,3.745968062383184e-05,3.0878344292579617e-21,2.3634040513284287e-17,1.404139206611463e-12,5.292391388392082e-21,1.4142474081799203e-16,9.81402888911247e-33,1.3076168369830141e-17,6.129686632156759e-22,4.5691859394394205e-25,2.3829110954063283e-23,1.3366939687397213e-21,3.8437896984491547e-20,1.0749617152467631e-18,7.932219949982563e-25,5.5303273035773485e-21,2.036653714303586e-22,3.2228523305743042e-27,1.288753975810066e-24,5.265935607350631e-23,1.2011242325177573e-31,1.9029829675087133e-17,2.6095060444827197e-28,8.158512693617847e-33,6.198860509481412e-33,2.577540060155711e-33,1.0550909122574878e-33,4.5828013714788704e-23,3.4777679974028195e-33,2.066754626269053e-29,6.870299805967246e-38,5.179564428738328e-28,1.8858074111438553e-35
2.055356825519138e-09,0.5138296450471669,2.5502041820999128e-17,9.918742557129191e-21,1.0447847319855787e-20,1.3732297491066873e-20,0.0,0.0,1.440328026520154e-12,5.2056045131717864e-20,6.6041275045828654e-21,7.68358598238823e-21,3.0907677385869495e-26,3.0004384184711497e-47,3.1486836720761794e-32,2.4025412409987315e-18,2.8178537944597114e-26,2.488604311877148e-17,3.3700297079831066e-43,6.648560028352948e-42,6.672634908120987e-39,3.421358480982592e-38,1.70983039787958e-17,1.8128770123260706e-37,4.942591980060844e-33,1.1921229580859565e-42,9.577802076666409e-54,1.2176372516228189e-40,5.66029905149068e-54,1.6553592861974488e-49,2.3377047566933637e-31,2.3652751917444344e-51,1.9143475483899385e-49,1.0446135124502025e-54,3.76,0.0,0.7907863191874739,0.9999625207457893,1.1118684538887355e-21,6.174712068408908e-31,5.4588431475482126e-09,5.458843172488069e-09,3.747925277040617e-05,3.1880832313477635e-21,2.488270246130401e-17,1.4401900924235054e-12,5.5676742881091976e-21,1.4869428253509955e-16,1.0589564443757152e-32,1.3755026661388107e-17,6.457745523214195e-22,4.845773627686563e-25,2.4997606257450043e-23,1.4062926979914797e-21,4.0433190774014454e-20,1.1308895930875474e-18,8.352036100521236e-25,5.966980075189143e-21,2.1422380181737757e-22,3.475129613692218e-27,1.3902532753889693e-24,5.539676029792171e-23,1.3337651835864794e-31,1.9518472814654892e-17,2.8872700859429853e-28,8.98779782008077e-33,6.742183339670903e-33,2.730403421431603e-33,1.1716125771781958e-33,4.9439868732132664e-23,3.780339630872755e-33,2.2586413851467215e-29,7.41317105459535e-38,5.414541717487534e-28,2.1291876633077198e-35
2.106812493466191e-09,0.5138296450598174,2.6143482478582072e-17,1.0479288479965657e-20,1.1111528607412663e-20,1.452273290704725e-20,0.0,0.0,1.4763862679931077e-12,5.469509466863552e-20,7.10001345068147e-21,8.260525515549447e-21,3.3323934938447725e-26,3.221520598332453e-47,3.2999164166255324e-32,2.5183834426434793e-18,3.034605809062695e-26,2.6166775271241034e-17,3.797539876823855e-43,7.337725063174668e-42,7.521929813540575e-39,3.855535154290079e-38,1.746978128789746e-17,2.0038930469652565e-37,5.345124721960978e-33,1.3778708318281905e-42,1.1103880599617956e-53,1.3765501074117435e-40,6.703374217934206e-54,1.9160750279647145e-49,2.51991206921846e-31,2.7400760695397e-51,2.2189568215571262e-49,1.2435504818462566e-54,3.76,0.0,0.7907863190507762,0.9999625037690258,1.1957097289492924e-21,6.816251749857686e-31,5.59550477950413e-09,5.5955048057273e-09,3.749622949778277e-05,3.2881606762401303e-21,2.616318377301184e-17,1.4762407813527314e-12,5.849936229528572e-21,1.5614161726827363e-16,1.1404914385500406e-32,1.4450997278727944e-17,6.794198600866392e-22,5.132332843374027e-25,2.6190652550349202e-23,1.477660972827537e-21,4.247876294637445e-20,1.188236434014586e-18,8.783042910941838e-25,6.426011731959212e-21,2.2504724696467547e-22,3.7402154774345486e-27,1.496935591104965e-24,5.820343750868686e-23,1.4775380709945664e-31,2.0007115953127494e-17,3.1866143448481353e-28,9.876769873249313e-33,7.317029248275921e-33,2.887891138798381e-33,1.2979143022411742e-33,5.323616449471233e-23,4.100164321612392e-33,2.4624934776108168e-29,7.983907975527577e-38,5.652205125623937e-28,2.397567521786091e-35
2.1582681614132438e-09,0.513829645072468,2.6785084926595415e-17,1.105885979868692e-20,1.1801034647895717e-20,1.533935065888585e-20,0.0,0.0,1.5124445087134228e-12,5.739939526518907e-20,7.619494912243486e-21,8.864917299300233e-21,3.586261786436853e-26,3.452713584902799e-47,3.4542980349741057e-32,2.6366689112825903e-18,3.2621858916420344e-26,2.7479324867166815e-17,4.266553461703701e-43,8.079021291804679e-42,8.454095919680272e-39,4.3318819926660044e-38,1.783875234640128e-17,2.2096041607138796e-37,5.7696966049781726e-33,1.586874347088596e-42,1.282629615078837e-53,1.5514800396235026e-40,7.906921807061591e-54,2.2099310860856085e-49,2.7112960367750117e-31,3.162718207996866e-51,2.562675979433838e-49,1.474104356272944e-54,3.76,0.0,0.7907863189140786,0.99996248904351,1.283575589005306e-21,7.506508626662694e-31,5.732166411404556e-09,5.732166438942915e-09,3.751095497762243e-05,3.388071935354171e-21,2.7475470592542713e-17,1.5122912738044877e-12,6.139177212647609e-21,1.6376643113774134e-16,1.2261075081481436e-32,1.5164075388513222e-17,7.139039270768538e-22,5.429009911755802e-25,2.7408029179769714e-23,1.5507990133781607e-21,4.457459842264316e-20,1.2470022909150368e-18,9.225267272127043e-25,6.90797947293462e-21,2.361355759952453e-22,4.0184247494183255e-27,1.6089290365482816e-24,6.107938147006415e-23,1.6331000547693288e-31,2.049575909050493e-17,3.5086258467035413e-28,1.0828002539633377e-32,7.924330886434042e-33,3.0500149616341207e-33,1.4345735380572348e-33,5.722144312213343e-23,4.437726724941668e-33,2.6786984487206707e-29,8.583207601233877e-38,5.89245319124643e-28,2.692900501835376e-35
2.2097238293602966e-09,0.5138296450851186,2.7426850172717705e-17,1.1657705670105821e-20,1.2516771516164555e-20,1.6182438683585736e-20,0.0,0.0,1.5485027487573022e-12,6.016894691561124e-20,8.163062495706074e-21,9.49733213064538e-21,3.8526705541777866e-26,3.6941989296761996e-47,3.6118029948507307e-32,2.757379258681997e-18,3.500856859171968e-26,2.8823679678509755e-17,4.7799057828552435e-43,8.875000710487355e-42,9.474844819781627e-39,4.85328159679727e-38,1.8205234232965485e-17,2.4307410828251406e-37,6.216967054283866e-33,1.82136263606946e-42,1.476455496814995e-53,1.7435854469640853e-40,9.29099044854337e-54,2.5401783134431845e-49,2.9120759134626766e-31,3.637896401525768e-51,2.949377270280372e-49,1.740352804729207e-54,3.76,0.0,0.7907863187773809,0.999962476270716,1.3755522862747199e-21,8.247886162004549e-31,5.8688280432495065e-09,5.868828072134913e-09,3.75237277354693e-05,3.4878232441581846e-21,2.881955044368808e-17,1.5483415701719961e-12,6.435397237463712e-21,1.715684108169449e-16,1.3159042880165427e-32,1.589425615893837e-17,7.492261598621985e-22,5.735951156083291e-25,2.8649517475848406e-23,1.625707037795185e-21,4.672068213065053e-20,1.3071872166622032e-18,9.678736064418556e-25,7.413440348725023e-21,2.474886580952728e-22,4.3100720911648854e-27,1.726361660593481e-24,6.402458594734426e-23,1.801131750393217e-31,2.09844022267872e-17,3.8544180835723177e-28,1.1844105317037113e-32,8.565023205484759e-33,3.216786594637283e-33,1.582188353286207e-33,6.140024308748466e-23,4.7935113908405756e-33,2.9076443782206973e-29,9.211766935735699e-38,6.135189888115776e-28,3.017248057055333e-35
2.2611794973073494e-09,0.5138296450977693,2.8068779217171055e-17,1.2276073450787701e-20,1.3259142125156998e-20,1.705228279370559e-20,0.0,0.0,1.5845609881909158e-12,6.300374961426325e-20,8.731203113922365e-21,1.015833650927951e-20,4.1319175107464064e-26,3.9461554879875084e-47,3.772405957451202e-32,2.8804962229318417e-18,3.7508814506111925e-26,3.0199828732701337e-17,5.34054549284011e-43,9.728275080018312e-42,1.0590121031018868e-38,5.422731860914902e-38,1.8569243909783412e-17,2.668051788135173e-37,6.687600965135061e-33,2.083715245016783e-42,1.6939553044314901e-53,1.9540766793945114e-40,1.0877582184158083e-53,2.910295868435807e-49,3.1224705983987605e-31,4.1706326282400256e-51,3.38320695742547e-49,2.0467831165510404e-54,3.76,0.0,0.7907863186406833,0.9999624651917008,1.4717255527139915e-21,9.042845447435384e-31,6.00548967503899e-09,6.005489705303294e-09,3.7534806714578267e-05,3.5874216052247755e-21,3.019541210757839e-17,1.5843916708378932e-12,6.7385963039742846e-21,1.7954724353161553e-16,1.4099814111343892e-32,1.6641534759722815e-17,7.853860251559004e-22,6.053302897608406e-25,2.991490073402627e-23,1.7023852622697894e-21,4.891699900498109e-20,1.3687912641150928e-18,1.0143476157803021e-24,7.942951261549404e-21,2.591063625142572e-22,4.6154719981806274e-27,1.8493614472805543e-24,6.703904470684658e-23,1.982337549790987e-31,2.1473045361974312e-17,4.225130997420323e-28,1.292772261538499e-32,9.240043448965628e-33,3.388217705455194e-33,1.741377717215985e-33,6.577709921977002e-23,5.1680027607118964e-33,3.1497198171488385e-29,9.87028295460935e-38,6.380324272072889e-28,3.3727832373279385e-35
2.312635165254402e-09,0.5138296451104198,2.871087305277226e-17,1.291420870436294e-20,1.402854624768881e-20,1.794916669194442e-20,0.0,0.0,1.6206192270717304e-12,6.590380335561808e-20,9.324400011536697e-21,1.0848492667109917e-20,4.424300157169033e-26,4.208759445831167e-47,3.9360817760680006e-32,3.0060016675852264e-18,4.01252232692413e-26,3.160776219853504e-17,5.951535725565187e-43,1.0641515842068286e-41,1.1806104667418165e-38,6.043347135987079e-38,1.8930798223377002e-17,2.9223014696970396e-37,7.1822687143254e-33,2.376468073827589e-42,1.9373637386737722e-53,2.184216959830218e-40,1.269079161912287e-53,3.3240010713870513e-49,3.3426986450489007e-31,4.76628976426338e-51,3.8685971939632735e-49,2.3983222201351993e-54,3.76,0.0,0.7907863185039856,0.9999624555818533,1.5721806035123226e-21,9.893905185771984e-31,6.142151306773019e-09,6.142151338448059e-09,3.754441652630278e-05,3.6868745415262e-21,3.160304550856163e-17,1.6204415761755608e-12,7.048774412176732e-21,1.877026170588494e-16,1.508438508613504e-32,1.7405906362105796e-17,8.223830443469679e-22,6.38121145558686e-25,3.120396419738517e-23,1.780833901050121e-21,5.116353398697001e-20,1.4318144861180414e-18,1.0619514412085067e-24,8.49706896528297e-21,2.7098855856512235e-22,4.934938800037906e-27,1.9780563157063316e-24,7.012275151591958e-23,2.177445939275421e-31,2.1961688496066258e-17,4.621930963439742e-28,1.4081532880096632e-32,9.95033114596632e-33,3.5643199308720105e-33,1.912781779679905e-33,7.03565427063426e-23,5.5616851646932176e-33,3.4053137304518304e-29,1.0559452604989758e-37,6.627770150814556e-28,3.761794396153434e-35
2.364090833201455e-09,0.5138296451230704,2.935313266498362e-17,1.3572355209145678e-20,1.4825380538104598e-20,1.88733719856269e-20,0.0,0.0,1.6566774654496644e-12,6.886910813424558e-20,9.943132790186887e-21,1.1568358597578241e-20,4.730115792253478e-26,4.482184346453244e-47,4.102805494729644e-32,3.1338775808027657e-18,4.2860420711023064e-26,3.304747128024507e-17,6.6160551930998445e-43,1.1617454035624282e-41,1.312921401263074e-38,6.718359338666235e-38,1.928991390538496e-17,3.1942725121111994e-37,7.70164617017358e-33,2.7023193750258367e-42,2.209066833206102e-53,2.435323293645128e-40,1.475695151101789e-53,3.785259418785151e-49,3.5729782697469297e-31,5.430585485416775e-51,4.410278086264567e-49,2.8003681249436486e-54,3.76,0.0,0.790786318367288,0.9999624472463454,1.6770021405621331e-21,1.080364167399362e-30,6.278812938451601e-09,6.278812971569206e-09,3.755275199778747e-05,3.786189893158484e-21,3.30424416082693e-17,1.6564912865502796e-12,7.365931562068459e-21,1.9603421972618555e-16,1.6113752096984108e-32,1.818736613884179e-17,8.602167884263481e-22,6.719823147281611e-25,3.251649503914341e-23,1.8610531664587585e-21,5.3460272024699456e-20,1.4962569355003774e-18,1.1106877677048457e-24,9.076350065504065e-21,2.831351156243168e-22,5.268786660456046e-27,2.1125741199261567e-24,7.327570014294118e-23,2.387209814471271e-31,2.2450331629063047e-17,5.046010773353365e-28,1.530824773744961e-32,1.0696828105574653e-32,3.745104881840411e-33,2.0970621483296207e-33,7.514310109533893e-23,5.9750428194096056e-33,3.6748154450334137e-29,1.1279972805574581e-37,6.877445776161176e-28,4.1866889469105746e-35
