Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413)
0.01855876339452853,0.5182671168374409,8.019649174628907e-09,1.6508789502822866e-08,1.1856772945687655e-08,2.524477820421144e-05,0.0,0.0,4.947863059174543e-05,8.21939941219993e-06,8.331322497145158e-05,1.0281955140298076e-05,2.100092610365356e-09,3.0339590271135993e-26,1.7212217510122128e-18,1.0224259545457137e-11,1.4218924485539074e-09,0.0019894351941911947,3.3725147699075125e-20,3.152701987591853e-19,6.391348668539162e-18,3.6813632989681645e-22,9.678876073062581e-14,2.2454828605002168e-10,3.1806952012557854e-13,4.937836692573375e-13,2.91300853804745e-21,6.110725665933732e-13,1.5579946669363157e-13,1.2546612659514011e-18,3.296312338143865e-11,6.686114123499151e-19,3.1615078076574764e-19,4.043090767501246e-14,3.76,0.0,0.742687999321316,0.9976905236831939,0.0002677039068207249,3.530629931504814e-07,0.045763982875578486,0.04777490142433512,3.752181331524716e-05,3.236653721872741e-14,0.002057945305416382,1.1806513256363529e-05,4.345274493662024e-07,3.5087136573175203e-08,3.3115428204481433e-15,2.0666371191191576e-08,9.352711518040771e-06,7.532103367514707e-05,1.8036008901406987e-15,2.3094269822366482e-07,6.057032159697834e-08,2.2846686943153775e-08,1.548026959977567e-05,0.00015363232516859307,1.8809236100432885e-10,6.755677254365035e-12,1.454336262744006e-08,9.351422020386418e-09,1.1959952033365458e-07,7.69892367463072e-06,2.467263684925633e-09,2.3702849080203885e-15,1.9469448737515832e-09,6.532610010243616e-13,2.116647291953827e-06,1.1438604228239933e-08,1.652075419238007e-16,1.0347172891204067e-12,2.6923615141750475e-15,1.1502786578636506e-14,2.4537886561753102e-08
0.018674323239618755,0.5182940782002919,8.073554409952796e-09,1.660818810225672e-08,1.2004274429045958e-08,2.5648361803586777e-05,0.0,0.0,4.972836474574783e-05,8.328085456581982e-06,8.520544264714146e-05,1.0521005265208825e-05,2.132471686291074e-09,3.1106973302470563e-26,1.75292089489874e-18,1.0345208501395985e-11,1.4375359687573775e-09,0.002013741616965508,3.5026452461326626e-20,3.209732102260028e-19,6.652913451530246e-18,3.794791353014487e-22,9.793200478205889e-14,2.3023757231969056e-10,3.235680220750745e-13,5.151513987381766e-13,3.042923790550165e-21,6.306872167695083e-13,1.6066718733944131e-13,1.2867270066508907e-18,3.353554407112379e-11,6.91219925012273e-19,3.2746931526248405e-19,4.1845685909834656e-14,3.76,0.0,0.7423938452312271,0.9976609772450272,0.00027326181448231174,3.598523487398605e-07,0.04602741628308262,0.048062941778741985,3.752070200451168e-05,3.2550192819341785e-14,0.002083978734169655,1.1887891857013708e-05,4.3984303566214535e-07,3.532609789760181e-08,3.352059132461169e-15,2.080988869652121e-08,9.460958149748857e-06,7.70874584976321e-05,1.8202622366894112e-15,2.351885338980892e-07,6.123012177976265e-08,2.3023964463815254e-08,1.564986550261384e-05,0.0001559411517013744,1.910869580430436e-10,6.863161291818828e-12,1.4765665325975123e-08,9.455424301620734e-09,1.209417932592922e-07,7.894360410196793e-06,2.5047737506499557e-09,2.4063203919126303e-15,1.968131844177084e-09,6.603693149981391e-13,2.161083500157011e-06,1.1562253553722545e-08,1.6771918377820677e-16,1.0504486982636206e-12,2.741952408577582e-15,1.1629799851753802e-14,2.481127035548826e-08
0.01878988308470898,0.5183210322153987,8.127256116422392e-09,1.6706659913417807e-08,1.2152218334420804e-08,2.6055212606289345e-05,0.0,0.0,4.997638780393158e-05,8.437209516374196e-06,8.712647432299372e-05,1.0763659233708578e-05,2.165097857780786e-09,3.1885133906450293e-26,1.7848468051227464e-18,1.0466234797623704e-11,1.4532103072739021e-09,0.002038182607108817,3.636834724474519e-20,3.267419837667466e-19,6.92322711503982e-18,3.9107545994825123e-22,9.907595053218788e-14,2.360239436732533e-10,3.2911248761029206e-13,5.372581085870809e-13,3.177479448097093e-21,6.507662863995862e-13,1.6564166576482565e-13,1.3193730788193172e-18,3.4113164785958335e-11,7.1440829192116315e-19,3.3909929234835056e-19,4.329770190035725e-14,3.76,0.0,0.7420997416128526,0.9976312309069885,0.00027888765262247463,3.667145643453134e-07,0.046290593138464106,0.048350865682129915,3.7519583175932124e-05,3.273363076715145e-14,0.002110175862087631,1.1968941799846523e-05,4.4518966240303344e-07,3.556403684688923e-08,3.392812076707859e-15,2.0952850832915496e-08,9.569346951506099e-06,7.887804794909531e-05,1.837024430197528e-15,2.39484622416928e-07,6.189106624703868e-08,2.3200968159418738e-08,1.5819245290658613e-05,0.0001582649392663785,1.941045245431385e-10,6.9714692136800466e-12,1.498948213164291e-08,9.559638092446107e-09,1.222834810070623e-07,8.09284771017128e-06,2.5425340397001538e-09,2.4425962624293297e-15,1.989287774154356e-09,6.674672148946404e-13,2.2060453356008216e-06,1.1686096330049867e-08,1.7024758037024126e-16,1.066285112705535e-12,2.7919886436426122e-15,1.1756969274793602e-14,2.5084484669437455e-08
0.018905442929799204,0.5183479788922066,8.18076221069778e-09,1.6804225367851614e-08,1.2300612807260073e-08,2.6465331424148686e-05,0.0,0.0,5.022275906211557e-05,8.546779444050128e-06,8.90765347049277e-05,1.100994081423538e-05,2.1979723414831395e-09,3.2674212458693194e-26,1.8169999697447835e-18,1.0587339431868679e-11,1.4689162336728158e-09,0.0020627578190814044,3.7751853501069564e-20,3.325768377739956e-19,7.202519156310513e-18,4.029289429001411e-22,1.002206071118434e-13,2.419082393891563e-10,3.34703262069744e-13,5.601227454073643e-13,3.3168029877040298e-21,6.71316769811041e-13,1.707242660829204e-13,1.3526081767299153e-18,3.469601312085117e-11,7.381871557833984e-19,3.5104693497814073e-19,4.4787620418981537e-14,3.76,0.0,0.7418056883808606,0.9976012846070383,0.0002845816117716603,3.7364975547825224e-07,0.04655351363418037,0.048638673147021756,3.751845682717527e-05,3.291685114171176e-14,0.002136536568120518,1.204967311030671e-05,4.505673087105938e-07,3.58009833175902e-08,3.4338014940141444e-15,2.1095275131701728e-08,9.677881401833361e-06,8.069286639373461e-05,1.8538878793102305e-15,2.4383115118411116e-07,6.255318817855198e-08,2.337771712903201e-08,1.5988410190985054e-05,0.0001606036095268797,1.9714521796891277e-10,7.080606654553362e-12,1.52148234843267e-08,9.664068420441995e-09,1.2362459443212228e-07,8.294397878741097e-06,2.5805462389754267e-09,2.4791141402054937e-15,2.010412808176644e-09,6.745547493597243e-13,2.25153335677672e-06,1.1810138702471034e-08,1.7279284465957708e-16,1.0822272392578034e-12,2.8424709892115083e-15,1.1884299695545299e-14,2.535753160606158e-08
0.01902100277488943,0.5183749182403942,8.234080695641233e-09,1.6900902415370255e-08,1.2449466330136852e-08,2.6878719458643028e-05,0.0,0.0,5.0467537012326015e-05,8.656803394309375e-06,9.105583953458533e-05,1.1259873940753041e-05,2.231096431057418e-09,3.3474270142414503e-26,1.8493809233889666e-18,1.0708524110049245e-11,1.4846545345157973e-09,0.0020874669070231936,3.9178014022322383e-20,3.384780897738935e-19,7.491023706275284e-18,4.150432518009027e-22,1.0136599035751318e-13,2.478913027973114e-10,3.403407002436515e-13,5.837645815633917e-13,3.461024660533899e-21,6.923457169151234e-13,1.7591636442268828e-13,1.386441188146679e-18,3.5284117489871195e-11,7.625673144197831e-19,3.633186247782465e-19,4.631611444746752e-14,3.76,0.0,0.7415116854458772,0.9975711382808387,0.00029034388637506523,3.80658041299912e-07,0.046816177962558346,0.04892636418601425,3.7517322955821354e-05,3.3099854022502037e-14,0.002163060731593272,1.2130095807621277e-05,4.559759537858437e-07,3.603696717812887e-08,3.4750272258100735e-15,2.1237179116204133e-08,9.786565245427308e-06,8.253197925173692e-05,1.870852997876732e-15,2.482283100237582e-07,6.321652148374785e-08,2.3554230518101156e-08,1.615736202889728e-05,0.0001629570861142014,2.0020920291475057e-10,7.190579501416038e-12,1.5441700434839812e-08,9.768720426004831e-09,1.2496514983300343e-07,8.499023114908275e-06,2.6188121382340025e-09,2.515875744709904e-15,2.0315071660921723e-09,6.816319923181577e-13,2.2975481323887883e-06,1.1934386951570187e-08,1.753550964955384e-16,1.0982758278618158e-12,2.8934008104906095e-15,1.2011796273993035e-14,2.5630414380184864e-08
0.019136562619979654,0.5184018502698683,8.287219435316224e-09,1.6996711120208124e-08,1.259878778638254e-08,2.7295378299938008e-05,0.0,0.0,5.071077929359965e-05,8.767289801516278e-06,9.30646056297306e-05,1.1513482720910302e-05,2.26447144546179e-09,3.4285390098937164e-26,1.881990397906353e-18,1.0829790566729991e-11,1.5004260111914428e-09,0.002112309524785768,4.064789664859785e-20,3.444460564424627e-19,7.788979607051949e-18,4.2742209380232075e-22,1.0251211636864699e-13,2.539739814156703e-10,3.460251725400909e-13,6.082032192737158e-13,3.610277513381392e-21,7.138602339508949e-13,1.8121934926990465e-13,1.420881168844873e-18,3.5877507103931527e-11,7.875597236319378e-19,3.759208111609916e-19,4.7883865324952196e-14,3.76,0.0,0.7412177327143453,0.9975407918616513,0.0002961746749559384,3.877395446899442e-07,0.04707858631581453,0.04921393881176847,3.7516181559360426e-05,3.328263948893331e-14,0.0021897482323114913,1.2210219889234623e-05,4.6141557691085196e-07,3.62720182238787e-08,3.5164891141432346e-15,2.1378580274481706e-08,9.895402474387286e-06,8.439545307976474e-05,1.887920205254684e-15,2.5267629132137696e-07,6.388110074024537e-08,2.37305274885418e-08,1.63261031926597e-05,0.000165325294622116,2.0329665051123877e-10,7.301393875159537e-12,1.5670124501126318e-08,9.873599368737972e-09,1.2630516705270738e-07,8.70673552324051e-06,2.657333605662787e-09,2.5528828707014784e-15,2.0525711389374383e-09,6.88699041564705e-13,2.344090242858246e-06,1.205884748152162e-08,1.7793446097201212e-16,1.1144316611935545e-12,2.9447791905604007e-15,1.2139464267557293e-14,2.5903136941526332e-08
0.01925212246506988,0.518428774990779,8.340186319533768e-09,1.7091669390174635e-08,1.2748586350546085e-08,2.7715309926079814e-05,0.0,0.0,5.0952542647083446e-05,8.878247355266583e-06,9.510305093383938e-05,1.1770791444957339e-05,2.298098781222278e-09,3.5107668282007926e-26,1.9148292113902422e-18,1.0951141297746828e-11,1.5162314776745192e-09,0.0021372853259723065,4.216259232225626e-20,3.504810536030712e-19,8.096630497380923e-18,4.400692077569578e-22,1.0365900845439581e-13,2.601571270939889e-10,3.51757058902793e-13,6.334585949234852e-13,3.7646974850002036e-21,7.358674842542192e-13,1.8663462183227835e-13,1.4559373685470598e-18,3.64762119191192e-11,8.131754981864995e-19,3.8886009310572226e-19,4.9491562906759647e-14,3.76,0.0,0.7409238300883878,0.9975102452802258,0.0003020741802825906,3.9489439231460827e-07,0.04734073888606204,0.049501397036999455,3.751503263518802e-05,3.346520762034663e-14,0.0022165989506746473,1.2290055306376787e-05,4.6688615745064917e-07,3.650616610326376e-08,3.558187001693328e-15,2.151949601679621e-08,1.0004397307946284e-05,8.628335565526923e-05,1.9050899266303096e-15,2.571752901725502e-07,6.454696107859234e-08,2.3906627174525524e-08,1.6494636604201413e-05,0.00016770816259802473,2.0640773855640292e-10,7.413056133540348e-12,1.590010776152994e-08,9.978710597776304e-09,1.2764467073979108e-07,8.917547125285444e-06,2.6961126033357834e-09,2.5901374032066087e-15,2.07360508492941e-09,6.957560174299296e-13,2.3911602820254675e-06,1.2183526798465542e-08,1.8053106947842958e-16,1.1306955613692805e-12,2.9966077724250937e-15,1.2267309235839362e-14,2.6175704215436412e-08
0.019367682310160103,0.5184556924135213,8.392989081393999e-09,1.7185798036434164e-08,1.2898871552137042e-08,2.8138516700889747e-05,0.0,0.0,5.119288286805491e-05,8.9896849771635e-06,9.717139455361384e-05,1.2031824593660603e-05,2.3319798435331756e-09,3.5941194427967e-26,1.9478983630015312e-18,1.1072578625856507e-11,1.5320717586692499e-09,0.00216239396396548,4.37232184577124e-20,3.565833962390256e-19,8.414224898894395e-18,4.529883737170017e-22,1.0480668827412756e-13,2.6644159614845243e-10,3.575367531761892e-13,6.595509838054845e-13,3.92442340403401e-21,7.583746891048149e-13,1.9216359638894747e-13,1.4916191969098406e-18,3.708026260902069e-11,8.394259148354826e-19,4.0214312048610954e-19,5.113990572530706e-14,3.76,0.0,0.7406299774656709,0.9974794984647077,0.0003080426095250914,4.021227146834848e-07,0.04760263586533198,0.04978873887446662,3.751387618060171e-05,3.364755849602153e-14,0.0022436127677799562,1.2369611963711495e-05,4.7238767485505884e-07,3.673944031827586e-08,3.600120731786134e-15,2.165994367477487e-08,1.011355417311332e-05,8.819575605051052e-05,1.9223625933046636e-15,2.6172550451568546e-07,6.521413811265905e-08,2.408254867881897e-08,1.6662965679547937e-05,0.00017010561953088827,2.0954265052741098e-10,7.525572837971265e-12,1.6131662682776345e-08,1.008405955128737e-08,1.2898368752304278e-07,9.131469870557347e-06,2.7351511584848018e-09,2.6276412897574272e-15,2.094609424794118e-09,7.028030612008751e-13,2.438758858578083e-06,1.2308431497169514e-08,1.8314505775575478e-16,1.147068377625534e-12,3.048887735424586e-15,1.2395336749873517e-14,2.6448121541263147e-08
0.019483242155250328,0.5184826025487405,8.445635451863721e-09,1.7279115685340504e-08,1.3049653155212254e-08,2.8565001371971108e-05,0.0,0.0,5.1431854773050805e-05,9.101611799180254e-06,9.926985679988765e-05,1.2296606845746728e-05,2.366116112386808e-09,3.6786074279866386e-26,1.9811989413859446e-18,1.1194105617989794e-11,1.5479476876259719e-09,0.0021876350919575985,4.533091691929641e-20,3.6275339849221367e-19,8.742016300800205e-18,4.661834048401982e-22,1.0595518453580025e-13,2.728282494827148e-10,3.633646578736928e-13,6.865010046078361e-13,4.0895971098925014e-21,7.813891285140005e-13,1.9780770061835598e-13,1.5279362596969434e-18,3.7689690510279917e-11,8.66322414149136e-19,4.157766959301959e-19,5.2829601143817045e-14,3.76,0.0,0.7403361747392992,0.9974485513405493,0.00031408017438707504,4.094246461929865e-07,0.04786427744558159,0.050075964336964235,3.751271219279784e-05,3.382969219517594e-14,0.0022707895655156326,1.2448899702162443e-05,4.779201086604667e-07,3.697187017189099e-08,3.6422901484069935e-15,2.179994047162249e-08,1.0222877686636907e-05,9.013272470071293e-05,1.939738642958834e-15,2.663271352551581e-07,6.588266783465993e-08,2.4258311042484123e-08,1.683109430060867e-05,0.00017251759683740476,2.1270157606270792e-10,7.63895076782954e-12,1.63648022443669e-08,1.0189651731234918e-08,1.3032224798069992e-07,9.348515646494119e-06,2.774451383958657e-09,2.66539656022471e-15,2.115584637845532e-09,7.098403338179202e-13,2.486886597294762e-06,1.2433568241234964e-08,1.8577656728876673e-16,1.1635509951972837e-12,3.101620814285256e-15,1.2523552653090386e-14,2.6720395055777014e-08
0.019598802000340552,0.5185095054073314,8.498133023003751e-09,1.7371642151345256e-08,1.3200941204275893e-08,2.899476711178035e-05,0.0,0.0,5.16695120535739e-05,9.21403716342419e-06,0.00010139865936536581,1.2565163108458363e-05,2.4005090873919925e-09,3.764227911307298e-26,2.014732163307106e-18,1.131572535808688e-11,1.5638601033095205e-09,0.0022130083629544133,4.6986856472589817e-20,3.6899137369653533e-19,9.080263825939601e-18,4.796581561323718e-22,1.0710452609969772e-13,2.793179532425023e-10,3.692411859983067e-13,7.143296639088264e-13,4.260363478721295e-21,8.04918148813127e-13,2.0356837750457471e-13,1.5648983434217081e-18,3.830452748136046e-11,8.938766054956356e-19,4.297677196026951e-19,5.456136654499077e-14,3.76,0.0,0.7400424217971828,0.9974174038301094,0.0003201870917615308,4.168003256114491e-07,0.048125663818702875,0.05036307343731563,3.751154066885636e-05,3.4011608796951386e-14,0.0022981292267506264,1.252792828016714e-05,4.834834385016894e-07,3.720348471381352e-08,3.684695096291294e-15,2.193950348906045e-08,1.0332372656379571e-05,9.209433362897239e-05,1.9572185206589053e-15,2.7098038672824116e-07,6.655258637578935e-08,2.4433933205451432e-08,1.6999026832122815e-05,0.00017494402806482822,2.1588471024209454e-10,7.75319689863597e-12,1.6599539838893465e-08,1.0295492673445546e-08,1.316603858621268e-07,9.56869628202183e-06,2.814015461973567e-09,2.703405311034032e-15,2.1365312643263433e-09,7.168680166517194e-13,2.5355441422445646e-06,1.2558943717334081e-08,1.884257441962691e-16,1.1801443282279204e-12,3.1548085954859063e-15,1.265196280850046e-14,2.6992531552721518e-08
0.019714361845430777,0.5185364010005188,8.550489334998026e-09,1.746339704693734e-08,1.3352745957169952e-08,2.94278174126509e-05,0.0,0.0,5.190590752421238e-05,9.326970545341359e-06,0.00010355802503140887,1.2837518470175198e-05,2.435160316460949e-09,3.8510355947358656e-26,2.0484993782662077e-18,1.1437441267706312e-11,1.5798098500302553e-09,0.0022385134298467868,4.869223311985828e-20,3.752976343018645e-19,9.429230982415737e-18,4.934165160161096e-22,1.0825474502022685e-13,2.8591157766271604e-10,3.7516675996260217e-13,7.43058268766659e-13,4.4368705170152965e-21,8.289691476405253e-13,2.0944708196725827e-13,1.6025153884892306e-18,3.892480618299127e-11,9.221002567499081e-19,4.441231948900001e-19,5.633592709122096e-14,3.76,0.0,0.7397487185231929,0.9973860558533076,0.0003263635826062021,4.24249895046708e-07,0.048386795176549785,0.050650066188355804,3.7510361605765525e-05,3.419330838046249e-14,0.0023256316351929025,1.2606707377011104e-05,4.890776440903552e-07,3.743431274872488e-08,3.727335420759672e-15,2.207864967370933e-08,1.0442044014274517e-05,9.408065612860798e-05,1.974802677337602e-15,2.756854659991038e-07,6.722393040086171e-08,2.460943402043786e-08,1.7166767972805108e-05,0.00017738484836065968,2.19092253000448e-10,7.868318376179019e-12,1.6835889215035087e-08,1.0401588002347759e-08,1.3299813722289127e-07,9.792023572566635e-06,2.853845633791323e-09,2.7416696953905432e-15,2.157449886535682e-09,7.23886305175644e-13,2.584732153495931e-06,1.2684564711621243e-08,1.9109273855763655e-16,1.1968493156734757e-12,3.208452793539395e-15,1.2780573253263945e-14,2.7264538293072276e-08
0.019829921690521002,0.5185632893396843,8.60271187161106e-09,1.7554398524053505e-08,1.3505077845693382e-08,2.9864156142883742e-05,0.0,0.0,5.214109294180801e-05,9.440421572997896e-06,0.00010574817788954847,1.3113698237142609e-05,2.470071397266876e-09,3.938987481035965e-26,2.0825019866380087e-18,1.1559257188533271e-11,1.5957977786415232e-09,0.002264149945397971,5.04482679596808e-20,3.816724919580442e-19,9.789186511394365e-18,5.074624073555819e-22,1.0940587732931078e-13,2.926099978881687e-10,3.8114181085928737e-13,7.72708483710645e-13,4.6192693658328255e-21,8.535495836194499e-13,2.1544528325348555e-13,1.6407975514344592e-18,3.955055978585753e-11,9.510053153710735e-19,4.5885027919000345e-19,5.81540172361651e-14,3.76,0.0,0.7394550647963996,0.997354507327144,0.00033260987273163304,4.3177350057164416e-07,0.0486476717109341,0.050936942602928824,3.750917500040374e-05,3.4374791024764646e-14,0.002353296675587874,1.268524656145657e-05,4.947027052298587e-07,3.7664382744443184e-08,3.770210967832014e-15,2.2217395781847088e-08,1.0551896833339264e-05,9.60917670259021e-05,1.992491570992205e-15,2.804425834155865e-07,6.789673668944469e-08,2.4784832188003743e-08,1.7334322799127672e-05,0.0001798399947450035,2.223244095234244e-10,7.984322534493831e-12,1.7073864560601326e-08,1.050794336714506e-08,1.343355416360477e-07,1.0018509278975326e-05,2.8939442140897534e-09,2.7801919370263975e-15,2.1783411342642745e-09,7.30895410791508e-13,2.634451310660867e-06,1.2810438028483576e-08,1.9377770536774998e-16,1.2136669272444898e-12,3.2625554858523764e-15,1.2909390161377589e-14,2.753642325453093e-08
0.019945481535611227,0.5185901704364647,8.654807917480947e-09,1.7644667204976414e-08,1.365794752698833e-08,3.0303787545252636e-05,0.0,0.0,5.237511896925235e-05,9.554400015764255e-06,0.0001079693433738382,1.3393727939829009e-05,2.5052439318574877e-09,4.028122703651157e-26,2.1167415759656853e-18,1.1681176823585061e-11,1.6118247430808008e-09,0.00228991756225082,5.225621177478876e-20,3.8811625754945947e-19,1.0160404494027282e-17,5.217997954887626e-22,1.1055795773529638e-13,2.994140941011374e-10,3.871667808429671e-13,8.033023370335555e-13,4.8077142862809986e-21,8.786669774042175e-13,2.2156446531928764e-13,1.6797551638045242e-18,4.018182189173689e-11,9.8060390256154e-19,4.739561926620578e-19,6.001638092464136e-14,3.76,0.0,0.7391614604909805,0.9973227581656353,0.0003389261929095032,4.3937129226840867e-07,0.04890829361363983,0.0512237026938809,3.750798084953726e-05,3.4556056808854355e-14,0.002381124233788224,1.2763555294874637e-05,5.00358601817317e-07,3.789372284237894e-08,3.813321584242374e-15,2.2355758384566534e-08,1.0661936317291167e-05,9.812774272966245e-05,2.0102856668984634e-15,2.852519527084237e-07,6.857104202195997e-08,2.4960146256580388e-08,1.750169673612241e-05,0.00018230940609767292,2.255813897975861e-10,8.101216879576275e-12,1.731348037917911e-08,1.0614564432786421e-08,1.356726398220914e-07,1.0248165134734155e-05,2.934313570068374e-09,2.818974310075587e-15,2.199205681325605e-09,7.378955596575706e-13,2.6847023138257844e-06,1.2936570468175133e-08,1.9648080313137448e-16,1.2305981545232061e-12,3.3171183397935244e-15,1.3038419658981795e-14,2.7808194653695042e-08
0.02006104138070145,0.5186170443028296,8.706784747248883e-09,1.773422099332211e-08,1.3811365780913715e-08,3.074671623841956e-05,0.0,0.0,5.260803515473928e-05,9.668915763085715e-06,0.00011022174831245012,1.3677633341924928e-05,2.5406795895891344e-09,4.118455754831319e-26,2.151219769893752e-18,1.1803204517315098e-11,1.6278915963746222e-09,0.0023158159329477513,5.411734313183392e-20,3.946292410888984e-19,1.0543164517794738e-17,5.364326805557378e-22,1.1171102702228412e-13,3.0632475166749256e-10,3.93242116420614e-13,8.348622306187982e-13,5.002362956384118e-21,9.043289132399936e-13,2.278061272932579e-13,1.719398739479552e-18,4.081862668032368e-11,1.010908308520863e-18,4.894483307187196e-19,6.192377186693788e-14,3.76,0.0,0.7388679054761099,0.9972908082797066,0.00034531277901698115,4.470434242804439e-07,0.04916866107642339,0.05151034647405175,3.750677914981605e-05,3.4737105811675535e-14,0.0024091141968402637,1.2841642915158165e-05,5.060453138465213e-07,3.812236080686639e-08,3.8566671174614805e-15,2.2493753840351714e-08,1.0772167783756636e-05,0.00010018866129584985,2.0281854378912896e-15,2.901137911216867e-07,6.924688329802082e-08,2.513539460210096e-08,1.766889553930286e-05,0.0001847930231579626,2.2886340814836363e-10,8.219009071091025e-12,1.7554751563266852e-08,1.0721456884780119e-08,1.3700947593466704e-07,1.048100285433726e-05,2.9749561335808568e-09,2.858019150844667e-15,2.220044242918746e-09,7.448869918158571e-13,2.7354858848258376e-06,1.3062968852514517e-08,1.9920219469000487e-16,1.2476440162961677e-12,3.3721436386722664e-15,1.3167668080096247e-14,2.8079861399973536e-08
0.020176601225791676,0.5186439109509792,8.758649476072535e-09,1.7823079335785614e-08,1.3965343557343775e-08,3.1192947207211194e-05,0.0,0.0,5.283988993138139e-05,9.7839788041646e-06,0.00011250562093490233,1.396544044247121e-05,2.576380048513527e-09,4.2099871879311546e-26,2.1859383165986535e-18,1.1925344507945342e-11,1.6439991907940781e-09,0.002341844709942608,5.603297056416005e-20,4.0121175179438457e-19,1.0937751693350594e-17,5.51365104051415e-22,1.1286512495995728e-13,3.13342861150489e-10,3.993682727767102e-13,8.674109397350767e-13,5.20337634657541e-21,9.305430388030636e-13,2.3417178355174973e-13,1.7597389652519835e-18,4.146100878796741e-11,1.0419310009235706e-18,5.053341744594085e-19,6.38769535572384e-14,3.76,0.0,0.738574399615982,0.9972586575771825,0.0003517698720370395,4.5479005475100026e-07,0.04942877429102689,0.05179687395626644,3.7505569897773464e-05,3.491793811211892e-14,0.0024372664530346692,1.2919518635084175e-05,5.117628214082368e-07,3.8350324022619155e-08,3.9002474156990285e-15,2.26313982917207e-08,1.0882596646930555e-05,0.00010227460244374722,2.0461913644304822e-15,2.950283194431527e-07,6.992429739570701e-08,2.5310595418026632e-08,1.7835925258043707e-05,0.00018729078846938451,2.3217068288275844e-10,8.33770691079555e-12,1.7797693274448147e-08,1.0828626416222415e-08,1.383460956242125e-07,1.0717034141985084e-05,3.015874381046164e-09,2.8973288384001746e-15,2.2408575712977523e-09,7.518699597292264e-13,2.786802767859557e-06,1.3189639996339465e-08,2.0194204586248705e-16,1.2648055499136495e-12,3.4276334052330345e-15,1.3297141719326997e-14,2.8351432713952278e-08
0.0202921610708819,0.5186707703933736,8.810409099629849e-09,1.7911261167590506e-08,1.4119891909788356e-08,3.164248579291111e-05,0.0,0.0,5.307073062376319e-05,9.89959921030965e-06,0.00011482119087905218,1.4257175477451747e-05,2.6123470223933958e-09,4.302750407271966e-26,2.220899062792159e-18,1.2047601337271477e-11,1.6601483774800266e-09,0.0023680035456122095,5.800443218791138e-20,4.0786409811630405e-19,1.1344456668212475e-17,5.666011465088308e-22,1.14020294190097e-13,3.2046931831442005e-10,4.055457120852478e-13,9.009716126661821e-13,5.410918809167101e-21,9.573170650174989e-13,2.4066296377119066e-13,1.8007867283081128e-18,4.210900318135946e-11,1.0736846300677038e-18,5.216213375224244e-19,6.587669928609452e-14,3.76,0.0,0.7382809427698501,0.9972263059627818,0.000358297718043559,4.6261134575714136e-07,0.049688633449184644,0.052083285153328045,3.750435308982605e-05,3.509855378901539e-14,0.002465580891948229,1.2997191535899592e-05,5.17511104690383e-07,3.857763947580864e-08,3.94406232790505e-15,2.2768707653873155e-08,1.0993228402286086e-05,0.00010438564756687765,2.0643039346477193e-15,2.9999576202606036e-07,7.06033210342262e-08,2.5485766699455845e-08,1.800279220529485e-05,0.00018980264632484912,2.355034366688679e-10,8.457318355566126e-12,1.8042321006336124e-08,1.0936078705750485e-08,1.3968254636939452e-07,1.0956270699366924e-05,3.0570708438048134e-09,2.9369058046025863e-15,2.2616464517820167e-09,7.588447269480107e-13,2.8386537299516117e-06,1.3316590680355655e-08,2.0470052614911542e-16,1.2820838157625059e-12,3.4835898343990614e-15,1.3426846934280077e-14,2.8622918183482114e-08
