Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511)
0.0015952929201264777,0.6275237239814194,2.944621988845363e-06,1.5512225318666358e-06,2.8331245438096066e-06,0.0012825426110239116,0.0,0.0,0.0003942821499601615,3.781095499742249e-05,0.0035506671389221485,0.0007369855329388147,1.0635806944494909e-06,3.1092720150114124e-19,4.607380086381405e-14,1.0224534406217786e-09,2.219912845647043e-06,0.00761432809801169,7.062861752301993e-10,2.099532775758412e-13,6.486255704123184e-07,4.1061280042919915e-14,3.835398629778094e-11,3.167746120851937e-08,5.755184677602804e-10,5.3829106482925187e-08,3.6371492585964335e-13,1.291212385985585e-09,1.2658497792624204e-08,1.1276515871979327e-12,4.495719591160511e-09,2.4562252609250902e-14,4.663935122807112e-13,8.315663212155607e-10,3.76,0.0,0.38331024100303274,0.9851868611446575,0.005865158857622941,0.00010132975498842072,0.2744289674926127,0.2855977315649648,0.00018083816666452653,2.0080207073257964e-12,0.009745337824794134,0.00017989976824999345,0.0001094455089983977,6.652919090953094e-08,2.1457155700581975e-11,9.96220578533628e-07,4.1254551215386935e-05,0.001327736138129075,0.00018263506700171692,1.901980669387125e-12,1.5183650365507173e-11,5.778461203864866e-06,2.4966882994026945e-06,0.0012729163076111488,0.0017089410341084843,6.347909157702285e-07,3.914527372742562e-08,1.6681249539812308e-05,1.2149393990972772e-06,1.9665042612489992e-05,2.438148675651147e-07,0.0004443260597024782,1.122636194903449e-12,1.4671720197062508e-07,2.9737788693403616e-10,0.00016084079303885787,6.770129080941699e-08,1.1039428273368923e-13,9.51335501172957e-10,1.6920076185528954e-12,2.0783501056281055e-05,4.762382111737435e-10,7.623034197490313e-09,2.8434852462502066e-07,4.298383064084984e-08,7.558170593046308e-13,1.5464583993896986e-05,4.483795924990126e-11,1.5318679362080222e-09,7.559969914371159e-08,1.480656063572576e-09,3.4188015182153308e-15,5.677371634720726e-07,8.43935457121599e-05,8.099877722836961e-07,7.326986430366326e-10,3.704232382809698e-14,3.712314305561828e-15,3.252017041303876e-08,1.2338267751032049e-15,6.584182955525689e-10,6.652414471216575e-12,0.0005200619859224676,5.6582595974881025e-11,9.368342492807676e-11,2.7416401105418384e-19,5.793825575457246e-06,1.1261921439231156e-11,2.0407890945714947e-08,1.683666015630408e-05,7.550645435522323e-08,2.4764123754690176e-14,1.3475804087301158e-10,1.5452564610628435e-07,1.7189516781050735e-13,2.572735695690441e-07
0.0016037349039916345,0.6276557937903191,2.9754418704121133e-06,1.5692858299820817e-06,2.879860002831162e-06,0.001302946667854647,0.0,0.0,0.00039782165290986655,3.850882459460113e-05,0.0036267275441833097,0.0007534512604442097,1.0833862983615098e-06,3.225023415549652e-19,4.7270364988655506e-14,1.0382395952367931e-09,2.2497650419323124e-06,0.007698185033534108,7.2542463031124e-10,2.1505962611129795e-13,6.589000382842706e-07,4.173403621085899e-14,3.895136923053723e-11,3.2691753676938054e-08,5.881442969985971e-10,5.5540923092835605e-08,3.7342109750322774e-13,1.3353968379746464e-09,1.3052055073508936e-08,1.165884443373467e-12,4.587246622082429e-09,2.5410639890599776e-14,4.79170771837814e-13,8.613926663209641e-10,3.76,0.0,0.3821009634068133,0.9849577142632843,0.0059795099597056475,0.0001030574198033026,0.2753955911448326,0.28672345609750066,0.00018079610279843705,2.0142009478594147e-12,0.009886360266315597,0.000181130763272674,0.00011055222608463836,6.695475892146823e-08,2.1674187560815364e-11,1.0031181580844583e-06,4.1766904140303865e-05,0.0013528507481855398,0.00018578289446094946,1.928123444152742e-12,1.541817073765193e-11,5.855238773241457e-06,2.5147888176410862e-06,0.0012884557069275666,0.001729345325898904,6.469547665964851e-07,3.9901681803405486e-08,1.6988940986768774e-05,1.2315936882223262e-06,1.994974535376461e-05,2.4820221951291727e-07,0.00045390169218948074,1.1428374554517545e-12,1.4844388337482722e-07,3.0087725380034463e-10,0.00016392941776210586,6.85699247569856e-08,1.1238076290516008e-13,9.683127876556899e-10,1.7139224861546552e-12,2.1459986058866987e-05,4.852932724681001e-10,7.672553852467954e-09,2.8828718679060875e-07,4.3586896827817295e-08,7.67729628673027e-13,1.5814382151684563e-05,4.537333630050252e-11,1.558995055119216e-09,7.771897182906538e-08,1.5035282616904894e-09,3.4700752980352684e-15,5.781886037212016e-07,8.511901839626876e-05,8.323397873995584e-07,7.525843820348995e-10,3.7598755323260585e-14,3.768076807249488e-15,3.308823362143383e-08,1.2730430019139153e-15,6.697150116551045e-10,6.800284809954783e-12,0.0005301438949267648,5.7532193259644575e-11,9.598136351962595e-11,2.821462838825691e-19,5.825920060705638e-06,1.139818481757532e-11,2.0794418534222447e-08,1.7031266685829687e-05,7.59158371096673e-08,2.5573606451061745e-14,1.3665027881633346e-10,1.5532091245381338e-07,1.763889004530299e-13,2.601322218949936e-07
0.0016121768878567912,0.6277876112833576,3.006538517185338e-06,1.587539026592475e-06,2.9272599191432967e-06,0.001323605635053604,0.0,0.0,0.0004013854115272009,3.9217649336453294e-05,0.0037041221445952544,0.0007702111165502365,1.1035064818067148e-06,3.344863840505162e-19,4.849537136167241e-14,1.0542265998653114e-09,2.2799083851780186e-06,0.007782469597988816,7.450203606183826e-10,2.202790554739283e-13,6.692851458568017e-07,4.2414700630545116e-14,3.955652321123929e-11,3.373467522991022e-08,6.010084242630341e-10,5.729892394253926e-08,3.833530548464805e-13,1.3809484743413324e-09,1.3455935106152165e-08,1.2053532215654437e-12,4.68026972803777e-09,2.62852173018478e-14,4.922605259732208e-13,8.921620230315104e-10,3.76,0.0,0.3808941179156991,0.9847256414867422,0.006095631708493398,0.00010480599734604661,0.2763570489341694,0.28784579298749546,0.00018075350187842624,2.0203323427231547e-12,0.010029027876430986,0.0001823650469093069,0.00011166471151401732,6.738097816812852e-08,2.1892350626236564e-11,1.01003598214398e-06,4.228349306452154e-05,0.0013782950532010146,0.00018896952211720858,1.9545378459218698e-12,1.5655458357106552e-11,5.9327673198998725e-06,2.5329599462817256e-06,0.0013041000089854776,0.0017498652696172129,6.59315000331079e-07,4.0670509294713354e-08,1.7301326259715207e-05,1.2484194018338027e-06,2.023764395093505e-05,2.5265353213521973e-07,0.00046362666280687684,1.1633332173051405e-12,1.5018071385320324e-07,3.043971877695038e-10,0.0001670624631549711,6.944637265119759e-08,1.1439620263034574e-13,9.855358593037036e-10,1.736040192447748e-12,2.2154828049422367e-05,4.944743250003417e-10,7.722166292971557e-09,2.922675116056719e-07,4.419628798327784e-08,7.797924555100655e-13,1.6169846699070516e-05,4.5911748031291636e-11,1.586560710314302e-09,7.988970624914625e-08,1.526691273534586e-09,3.521964799430309e-15,5.887837436930212e-07,8.585029655401886e-05,8.55198129472635e-07,7.729079769111418e-10,3.816189785238553e-14,3.824511817963084e-15,3.366426068726057e-08,1.31331743755379e-15,6.811363739947409e-10,6.9506555921829345e-12,0.0005403503697304454,5.849164725773974e-11,9.833035380395199e-11,2.903369894407697e-19,5.858017701138288e-06,1.1535291849246956e-11,2.118560590965769e-08,1.7226904721876396e-05,7.632582314272775e-08,2.6406666760136664e-14,1.3856240831405942e-10,1.5611596314178526e-07,1.8097799487050056e-13,2.6300336054913143e-07
0.0016290608555871047,0.6280504995819209,3.0695756325873766e-06,1.624624939840143e-06,3.0240899937492493e-06,0.0013657007652886047,0.0,0.0,0.0004085866259739792,4.066880887247095e-05,0.0038629949025587407,0.0008046304035072933,1.1447092709846224e-06,3.5973846996107415e-19,5.10333864493536e-14,1.0868134394479818e-09,2.341078267590244e-06,0.007952313467257914,7.856242834234087e-10,2.310670485513431e-13,6.903907344079625e-07,4.3800069296206125e-14,4.079055562405452e-11,3.590934140074303e-08,6.274681292205151e-10,6.095772693488474e-08,4.039141209629051e-13,1.476313523384663e-09,1.4295580029445485e-08,1.2881567632082738e-12,4.870884399737278e-09,2.8115902020186374e-14,5.194073067198496e-13,9.566368883680365e-10,3.76,0.0,0.3784876546821415,0.9842525779520426,0.006333281426429368,0.00010836655166120908,0.27826442819743924,0.2900803421454036,0.00018066666312439847,2.0324479990718056e-12,0.010319373628204969,0.00018484356344886864,0.00011390710729376761,6.823537102960905e-08,2.233209384630689e-11,1.0239329575370196e-06,4.332949056457765e-05,0.0014301841137551586,0.00019546050077426204,2.0081922225205994e-12,1.6138430666630814e-11,6.090105248377135e-06,2.56951676579256e-06,0.001335705272247327,0.001791251579286955,6.84636184066535e-07,4.224617730684739e-08,1.7940432973975467e-05,1.2825919014188353e-06,2.082316555989404e-05,2.6175121692512546e-07,0.0004835313890252544,1.2052228753918575e-12,1.5368490709443003e-07,3.114989292199503e-10,0.00017346386808177655,7.122295147209192e-08,1.185153994075902e-13,1.0207315555808589e-09,1.7808907813154579e-12,2.3601260575274567e-05,5.132189903727109e-10,7.821670681405952e-09,3.003548945863269e-07,4.543428150554875e-08,8.04375964771259e-13,1.6897996014521928e-05,4.6997661536231535e-11,1.6430340722962679e-09,8.439014231097809e-08,1.5739045880535773e-09,3.627619506936462e-15,6.104115644727679e-07,8.733078949704667e-05,9.024718844722065e-07,8.148999572086251e-10,3.930862930562365e-14,3.93943075913149e-15,3.484064815196761e-08,1.3971384281971335e-15,7.043556238517241e-10,7.259029700041659e-12,0.000561139571069383,6.044028277776221e-11,1.0318591317606459e-10,3.073644813361839e-19,5.922223681681989e-06,1.1812043195605253e-11,2.1982052811670938e-08,1.7621337472586673e-05,7.714778146026529e-08,2.8146052865094416e-14,1.424470896338057e-10,1.5770567522189524e-07,1.9044881081768912e-13,2.687838335058686e-07
0.0016459448233174182,0.6283124095872771,3.133760537606846e-06,1.6625000744305356e-06,3.123689471130833e-06,0.0014088533489187661,0.0,0.0,0.0004158876295644301,4.216573990570245e-05,0.004027450246459822,0.0008402783134474719,1.1872269994081875e-06,3.8680304975711147e-19,5.369335197663927e-14,1.1202347696643515e-09,2.40344205896156e-06,0.008123842805116929,8.281814014632841e-10,2.4233759548767163e-13,7.119493614459915e-07,4.521802934990037e-14,4.2056916892645727e-11,3.8207505933939075e-08,6.549312969728602e-10,6.481422319720658e-08,4.254388291960934e-13,1.5776395949055756e-09,1.5179308612363186e-08,1.3763911233538821e-12,5.067725824553549e-09,3.006041860599481e-14,5.478953019015913e-13,1.0252120622594828e-09,3.76,0.0,0.37609071376199327,0.9837673854734426,0.006578299656186715,0.00011201274849803274,0.28015102525715735,0.2923014555826441,0.00018057759807656819,2.04436645164556e-12,0.010616527625243906,0.00018733546884133236,0.0001161729469081364,6.909236362803603e-08,2.2776434421823413e-11,1.0379126094773295e-06,4.4392764011740643e-05,0.0014834262118910196,0.0002021106689738664,2.062965250347324e-12,1.6632759414273543e-11,6.250530974255312e-06,2.606364059677608e-06,0.0013677359563889272,0.0018330988653497528,7.10777944121602e-07,4.387381136709436e-08,1.85990851695127e-05,1.3174705711730626e-06,2.142188320780129e-05,2.711143306411941e-07,0.000504053972130613,1.2483346771587821e-12,1.5722994063721704e-07,3.1868343301328984e-10,0.00018004917083468288,7.303150717413981e-08,1.2275477469069416e-13,1.0569471920297164e-09,1.826572658332947e-12,2.5126236501324292e-05,5.324813844823028e-10,7.921548876716437e-09,3.08614190409811e-07,4.66982847700887e-08,8.295818776182409e-13,1.7649475685973257e-05,4.8095670966035e-11,1.7013416652548398e-09,8.911041366317707e-08,1.622326064746493e-09,3.735823191139744e-15,6.326336984929325e-07,8.88360810455474e-05,9.518866960286681e-07,8.587381036568e-10,4.0483150076796564e-14,4.057134445585809e-15,3.6050235431210525e-08,1.4854895841531096e-15,7.280811734005842e-10,7.577803146585495e-12,0.0005824346752739488,6.242881242379414e-11,1.0825918855327319e-10,3.2528934660371147e-19,5.986445554135582e-06,1.2092188444536917e-11,2.2797416172472927e-08,1.802008390777451e-05,7.79726920507404e-08,2.998750683781485e-14,1.4641358356652713e-10,1.5929531469220808e-07,2.0032092874025216e-13,2.746164672697522e-07
0.0016628287910477318,0.6285733623213934,3.1991206734079102e-06,1.7011844748514971e-06,3.2261345900977127e-06,0.0014530894071772367,0.0,0.0,0.0004232902189015068,4.370977585864314e-05,0.0041976577021385,0.0008771906414034666,1.2310985175316324e-06,4.158081013598005e-19,5.64810285337183e-14,1.154511797181803e-09,2.467019406835576e-06,0.008297039703375163,8.72778770044843e-10,2.5411195002758764e-13,7.339682444068998e-07,4.666924583453553e-14,4.335645747853645e-11,4.063550253587638e-08,6.834326126807196e-10,6.887746512800486e-08,4.479697311944988e-13,1.6852780777671994e-09,1.6109066768296818e-08,1.4704060096174853e-12,5.2709589683205474e-09,3.212519759066295e-14,5.777890623953394e-13,1.098120095193696e-09,3.76,0.0,0.3737031569761406,0.9832697717496054,0.006830883033311668,0.0001157459316285407,0.2820167559384979,0.29450920974786,0.00018048625308117987,2.0560864242566158e-12,0.010920646447604786,0.0001898408884200629,0.0001184624986858753,6.995193848658973e-08,2.3225424893447604e-11,1.051975909136119e-06,4.547352851873947e-05,0.001538044487263547,0.0002089227248104268,2.1188784712085113e-12,1.7138639010106555e-11,6.414100734031571e-06,2.643506870812819e-06,0.001400195843264359,0.0018754059769493469,7.377643054080013e-07,4.555498372436571e-08,1.9277807981966346e-05,1.353069198433127e-06,2.203407586864716e-05,2.8074936422762776e-07,0.0005252084549853495,1.292698509224978e-12,1.6081595433076596e-07,3.259509821508416e-10,0.00018682262888507277,7.487251510412425e-08,1.2711726733459141e-13,1.0942076881986622e-09,1.8730990060187204e-12,2.6733328888038256e-05,5.522706852415505e-10,8.021801120954273e-09,3.170489563292281e-07,4.7988772448753066e-08,8.554246763815175e-13,1.8424731990535885e-05,4.9205746129644267e-11,1.7615383448376446e-09,9.406032431904325e-08,1.6719863298789691e-09,3.84663412626237e-15,6.554635227710806e-07,9.036725402632994e-05,1.003522617868911e-06,9.044876632076703e-10,4.168610022854068e-14,4.177687012596104e-15,3.729395646106986e-08,1.5785786842293095e-15,7.523180726756923e-10,7.907248671897957e-12,0.0006042407266499659,6.4457537690185e-11,1.1355965704731546e-10,3.44156588673188e-19,6.05068467340653e-06,1.2375741063576776e-11,2.3631878660206947e-08,1.8423271272436232e-05,7.880093363623087e-08,3.193651677730873e-14,1.5046339303778872e-10,1.608854412295496e-07,2.1060803390557717e-13,2.8050274673824905e-07
0.0016797127587780453,0.6288333791191238,3.265683716939806e-06,1.7406984206615942e-06,3.331503114467981e-06,0.0014984356434229334,0.0,0.0,0.00043079614934533585,4.530227696918203e-05,0.004373791585637404,0.0009154040699194105,1.2763635893992104e-06,4.468905639245609e-19,5.940244210497534e-14,1.1896661200088942e-09,2.5318300279776753e-06,0.008471885194587202,9.19507191777168e-10,2.664123208587129e-13,7.564548005215255e-07,4.8154406505810037e-14,4.469004481439352e-11,4.3199964499431555e-08,7.130077434359563e-10,7.315686115660393e-08,4.715513149100741e-13,1.7996008067846716e-09,1.708687218863077e-08,1.5705731739963662e-12,5.4807514652452784e-09,3.431700310309022e-14,6.09156408846875e-13,1.1756054610202306e-09,3.76,0.0,0.37132484552672673,0.9827594371394919,0.007091233264132225,0.00011956745750144848,0.2838615318678743,0.29670368101238515,0.0001803925731372362,2.0676065888773874e-12,0.0112318907744743,0.00019235992153450527,0.00012077604945385121,7.081406637243611e-08,2.3679121426482442e-11,1.0661236923122733e-06,4.657199347323837e-05,0.001594062312081647,0.00021589939738634107,2.1759534926911022e-12,1.765626607526984e-11,6.580870965391026e-06,2.680949979722022e-06,0.001433088625376939,0.001918171704364075,7.656198407175804e-07,4.729130551815718e-08,1.9977136006431803e-05,1.3894016743655872e-06,2.2660025548182212e-05,2.9066288538463477e-07,0.0005470091905040674,1.3383446115921486e-12,1.6444306720960173e-07,3.3330181742076236e-10,0.00019378859474938792,7.674644519211061e-08,1.3160585094176273e-13,1.1325382603313956e-09,1.9204828939396693e-12,2.8426250171718616e-05,5.725960626832968e-10,8.12242636777084e-09,3.2566278811933685e-07,4.930621970453186e-08,8.819190247688125e-13,1.9224213589827222e-05,5.0327855292036656e-11,1.8236801782685543e-09,9.925009064697413e-08,1.722916570526669e-09,3.960111265632804e-15,6.789147204305219e-07,9.192541844615023e-05,1.0574621390081057e-06,9.522156211229973e-10,4.2918127528030444e-14,4.3011533671726565e-15,3.857277759322193e-08,1.676621713408872e-15,7.770712835938754e-10,8.24764556297643e-12,0.0006265627228039832,6.652675082080308e-11,1.190972030165521e-10,3.640134609342987e-19,6.114941723889101e-06,1.2662715006069538e-11,2.4485620853114637e-08,1.8831028365867523e-05,7.963290108984884e-08,3.399884609833815e-14,1.545980232592598e-10,1.6247664207317036e-07,2.2132419074632818e-13,2.864441591724536e-07
0.0016965967265083588,0.6290924816411899,3.3334775775352463e-06,1.7810624192162839e-06,3.4398743193273e-06,0.0015449194508999108,0.0,0.0,0.00043840713326796755,4.694462990629047e-05,0.004556031100282373,0.0009549561805323478,1.3230628912566756e-06,4.801969519029644e-19,6.246389508344123e-14,1.2257197216670956e-09,2.5978936958195876e-06,0.008648359198804715,9.684613727721861e-10,2.792619131733025e-13,7.794166547941099e-07,4.967422286077418e-14,4.6058563136930094e-11,4.5907837190684045e-08,7.436933479659376e-10,7.76621873492739e-08,4.962300993098804e-13,1.9210012463042334e-09,1.811481626538838e-08,1.677287731127987e-12,5.697273525383912e-09,3.664294837837408e-14,6.420686077339602e-13,1.2579250937927284e-09,3.76,0.0,0.3689556400199651,0.9822360745613891,0.007359557203372283,0.00012347869466715006,0.2856852604260105,0.29888494568894264,0.00018029650187796346,2.078925565304408e-12,0.011550425445922576,0.00019489264119347167,0.00012311390530109946,7.167870614816452e-08,2.4137583960629364e-11,1.0803566575787616e-06,4.768836197375604e-05,0.0016515032747247379,0.0002230434456083717,2.2342119617248768e-12,1.8185839354633967e-11,6.750898253961658e-06,2.718697900835754e-06,0.0014664178940326969,0.0019613947733321765,7.943696698162653e-07,4.908442696732821e-08,2.0697613080775924e-05,1.4264819831320397e-06,2.3300017102079237e-05,3.0086153259169074e-07,0.0005694708419466531,1.3853035501225758e-12,1.681113758160585e-07,3.4073613399992355e-10,0.00020095151645877125,7.865376104978943e-08,1.362235311557105e-13,1.1719643986477277e-09,1.9687372552087676e-12,3.0208856375361656e-05,5.934666706037134e-10,8.223422265375987e-09,3.344593180442703e-07,5.0651101549477834e-08,9.090797565393705e-13,2.0048371370584494e-05,5.1461965025317516e-11,1.8878244409847975e-09,1.0469035647801026e-07,1.7751485258734036e-09,4.076314194112783e-15,7.030012820726524e-07,9.35117123774496e-05,1.1137902221529984e-06,1.0019907089894207e-09,4.4179886938624036e-14,4.4275991371079615e-15,3.9887698732064685e-08,1.779843133055913e-15,8.02345669748273e-10,8.59927981752899e-12,0.0006494056085105957,6.863673392369319e-11,1.2488213423346704e-10,3.849095784110412e-19,6.179216731094772e-06,1.2953124696542314e-11,2.5358820985425403e-08,1.9243485378200233e-05,8.046900560243782e-08,3.618054597566654e-14,1.5881897975022147e-10,1.6406953224377842e-07,2.324838497868999e-13,2.924421909210575e-07
0.0017134806942386723,0.629350691874537,3.4025303923389057e-06,1.8222971976175073e-06,3.5513289745606253e-06,0.0015925689201331565,0.0,0.0,0.00044612483813471246,4.8638247302027e-05,0.004744560432669094,0.0009958854645812569,1.3712380086818074e-06,5.158840073423902e-19,6.567197766115546e-14,1.2626949645977386e-09,2.6652302276216286e-06,0.008826440468889894,1.0197400847383153e-09,2.9268497178549977e-13,8.028616482245527e-07,5.122943120122188e-14,4.7462913289889496e-11,4.8766390926799145e-08,7.755270854599041e-10,8.24035992431869e-08,5.22054733820956e-13,2.0498957406524794e-09,1.919506601948081e-08,1.7909695417088962e-12,5.9206978316582735e-09,3.9110511803098147e-14,6.766005564135121e-13,1.3453489435182015e-09,3.76,0.0,0.36659540049181166,0.981699369396706,0.007636066929207824,0.00012748102315820895,0.28748784470341443,0.3010530800510398,0.00018019798155315326,2.090041920876796e-12,0.011876419522104676,0.00019743909369363333,0.0001254763923669158,7.25458046193894e-08,2.4600876364462036e-11,1.0946753643454205e-06,4.882283024140677e-05,0.0017103911619623098,0.0002303576568632368,2.2936755366218995e-12,1.872755962074978e-11,6.924239276974631e-06,2.7567548785030842e-06,0.0015001871277915812,0.0020050738394755685,8.240394576216902e-07,5.093603750974033e-08,2.1439792036455792e-05,1.464324190328645e-06,2.3954338045091737e-05,3.113520085707249e-07,0.0005926083825481326,1.4336061864395912e-12,1.7182095255586894e-07,3.482540781220626e-10,0.000208315937904189,8.059491902730536e-08,1.4097334270106364e-13,1.2125118425066566e-09,2.0178748618952063e-12,3.208515134019774e-05,6.148916380468893e-10,8.324785138991267e-09,3.434422126657855e-07,5.2023892175667693e-08,9.369218635137923e-13,2.0897658272827174e-05,5.260804006239704e-11,1.9540296108736262e-09,1.1039220858792368e-07,1.8287144773498706e-09,4.19530307684601e-15,7.277375067410497e-07,9.512730286526143e-05,1.1725943401138967e-06,1.053883409736167e-09,4.547204007350144e-14,4.557090616218309e-15,4.1239754507258285e-08,1.8884761566470053e-15,8.281459861041673e-10,8.96244431789478e-12,0.0006727742691419516,7.07877580767399e-11,1.3092519850839863e-10,4.068970346956784e-19,6.243509073182392e-06,1.3246985017250285e-11,2.6251654678376003e-08,1.9660773749092533e-05,8.130967484612998e-08,3.8487968192966896e-14,1.6312776627556522e-10,1.6566475475521707e-07,2.4410185431682453e-13,2.98498324452746e-07
0.0017303646619689858,0.6296080321416199,3.472870521027598e-06,1.8644236939526096e-06,3.665949324529139e-06,0.0016414128458805879,0.0,0.0,0.0004539508844081013,5.0384567191140345e-05,0.004939568847004608,0.001038231333238335,1.4209314315553464e-06,5.541193949898608e-19,6.903357957817782e-14,1.3006145827348033e-09,2.7338594712463187e-06,0.00900610653456183,1.0734463340151777e-09,3.0670682603244085e-13,8.267978462602765e-07,5.2820793745254995e-14,4.890401249206576e-11,5.1783234214793966e-08,8.085476226816181e-10,8.739164386914765e-08,5.49076103251749e-13,2.1867248321383718e-09,2.032986602543834e-08,1.9120646717340576e-12,6.1511994223322055e-09,4.172755358091915e-14,7.128309788406196e-13,1.4381605496827492e-09,3.76,0.0,0.3642439864365933,0.9811489993993573,0.00792097981520363,0.0001315758338249781,0.28926918345863406,0.3032081603530247,0.00018009695301252854,2.1009541702457486e-12,0.012210046339466369,0.00019999929823217284,0.00012786385765116719,7.341529637792325e-08,2.5069066594258725e-11,1.1090802308252934e-06,4.997558700731571e-05,0.0017707499397560463,0.00023784484556899603,2.354365857444581e-12,1.9281629568840517e-11,7.100950743441423e-06,2.79512488269059e-06,0.0015343996812374194,0.0020492074828435333,8.546554113120423e-07,5.2847865885364614e-08,2.220423441679098e-05,1.502942430633445e-06,2.4623278349882773e-05,3.22141073176561e-07,0.000616437094450125,1.4832836451904486e-12,1.7557184409129493e-07,3.5585574382266036e-10,0.00021588649904493703,8.257036722319167e-08,1.4585834616428845e-13,1.25420655339057e-09,2.067908299127844e-12,3.405929095631911e-05,6.368800610707913e-10,8.426509972660638e-09,3.52615170472014e-07,5.342506425761898e-08,9.654604825492056e-13,2.177252910561192e-05,5.376604315381263e-11,2.022355359726806e-09,1.1636719253088491e-07,1.8836472374579515e-09,4.317138604119857e-15,7.531380024437652e-07,9.677338684754482e-05,1.2339645096490245e-06,1.1079659589105746e-09,4.6795254607891174e-14,4.689694705430996e-15,4.263001547577519e-08,2.00276303016332e-15,8.544768683853171e-10,9.337439010823529e-12,0.0006966735236782476,7.298008240637609e-11,1.3723760082064983e-10,4.3003052453896527e-19,6.307817492138452e-06,1.3544311295617158e-11,2.71642946560302e-08,2.008302604842129e-05,8.215535313573955e-08,4.0927778450161044e-14,1.6752588269563584e-10,1.6726298082031122e-07,2.561934469492678e-13,3.046140357219374e-07
0.0017472486296992993,0.6298645251052458,3.544526539082964e-06,1.907463047392042e-06,3.783819063918146e-06,0.0016914807335647699,0.0,0.0,0.0004618868432595392,5.218505234838198e-05,0.00514125077732118,0.001082034126657344,1.4721865469429272e-06,5.950824426828663e-19,7.255590225528317e-14,1.3395016730030637e-09,2.8038012914281534e-06,0.009187333645279704,1.1296875368898148e-09,3.213539363781047e-13,8.512335474744365e-07,5.4449099781175137e-14,5.038279406151478e-11,5.4966327336415056e-08,8.427946396860152e-10,9.263727193690293e-08,5.773474383529668e-13,2.3319546493449816e-09,2.1521540325277223e-08,2.0410469242860227e-12,6.388955560059555e-09,4.450233295697468e-14,7.508426319620842e-13,1.5366576321098287e-09,3.76,0.0,0.36190125683875296,0.9805846346115324,0.00821451859860537,0.00013576452762491335,0.2910291710796703,0.30535026285078576,0.00017999335569028287,2.111660775207722e-12,0.012551483563531507,0.00020257324650659384,0.00013027666984596594,7.428710364232247e-08,2.5542226857027023e-11,1.1235715319256938e-06,5.114681287449031e-05,0.0018326037325911459,0.00024550785159609096,2.416304514496441e-12,1.984825370239538e-11,7.281089330763835e-06,2.833811604433713e-06,0.0015690587740812617,0.002093794202596134,8.86244276129389e-07,5.4821680146236026e-08,2.2991510159383048e-05,1.5423508946331501e-06,2.5307130233183328e-05,3.3323553567571565e-07,0.0006409725668893796,1.5343672784925188e-12,1.793640697729287e-07,3.635411697616551e-10,0.0002236679359669062,8.458054444775618e-08,1.5088162449739828e-13,1.2970746855598532e-09,2.1188499378621726e-12,3.613558737479394e-05,6.594409943702459e-10,8.528590390671396e-09,3.61981919323449e-07,5.485508822004742e-08,9.947108816022697e-13,2.2673440350154206e-05,5.493593492821739e-11,2.092862541478379e-09,1.2262732885150142e-07,1.9399801371198766e-09,4.441881931810662e-15,7.792176861943903e-07,9.84511920826034e-05,1.2979933222954724e-06,1.1643123419038697e-09,4.815020364205519e-14,4.825478848938061e-15,4.405958935203829e-08,2.1229553165716883e-15,8.813428223392447e-10,9.724571097368241e-12,0.0007211081173053856,7.521395315580481e-11,1.4383102094172424e-10,4.543674722886341e-19,6.3721401047582835e-06,1.3845119292874137e-11,2.809691044693421e-08,2.0510375878397084e-05,8.30065015887206e-08,4.3506970111066534e-14,1.7201482270859071e-10,1.6886491005261667e-07,2.687742759105026e-13,3.1079079183467696e-07
