Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344)
4.6798305409940735e-06,0.7660079551821106,1.3416900827545931e-05,6.206038749054945e-06,2.3990388369749613e-06,3.996187960402985e-05,0.0,0.0,2.037440918395445e-05,3.246082602262415e-08,2.027758261217696e-05,7.709301398730837e-07,1.7625848029886291e-06,1.8639554354110334e-16,7.113754385721364e-12,5.744612834943039e-08,9.179540367420965e-07,7.296622056438691e-05,2.6748849212301565e-15,1.642903303126875e-11,9.820603886272348e-14,1.0429091374456039e-14,2.2362828535374686e-09,3.0261107094004294e-11,2.368931274929667e-11,9.427415712148281e-14,7.807345306087732e-17,5.919329298844161e-12,1.4764436765208875e-12,2.5221447107200514e-14,9.53803415559466e-10,2.30625433150006e-15,1.6453767583703979e-15,3.6410438119736057e-13,3.76,0.0,0.38343826757704136,0.9986315473522969,3.6909336510419324e-05,5.036715311455899e-07,0.1438548152413902,0.14444050036658437,0.0012437151947839629,3.2672219207844416e-11,6.428766122471001e-05,3.373344980165972e-05,0.00022500378809867303,1.1716918151091143e-09,2.157823808989162e-09,5.117139288155758e-07,2.440553640253643e-07,9.896969637517354e-08,1.05981827921349e-09,3.342237875620433e-05,4.7346890575877626e-07,1.1355323211727693e-06,2.0099469443752384e-05,6.123213249807757e-05,1.9901335348940523e-06,2.2311747930112978e-07,1.953895723396493e-06,1.0796890401707908e-07,1.185666340879721e-05,1.3749666766167896e-07,1.664415727130202e-09,3.946162412469873e-14,2.5996010889172926e-09,4.7160662278872256e-11,8.720226500418526e-07,2.2438870158843052e-10,6.3275755153994754e-15,1.873191836167793e-10,2.457646771454054e-08,2.2305565690133966e-11,1.2247488217464395e-09,1.7540527264160996e-13,2.8218540288303372e-08,1.0750645905353622e-09,7.212555067283362e-09,7.066407767755371e-14,1.966666334918114e-10,3.693873766341201e-10,1.2497078744110252e-10,2.2138520092646459e-10,7.023941673154608e-08,4.068475006533785e-14,9.02307886221706e-09,1.3528408794212368e-08,1.2291462495466796e-08
4.792181452015484e-06,0.7664230837657356,1.4054055817761357e-05,6.462155630834357e-06,2.51985003169484e-06,4.265912159105159e-05,0.0,0.0,2.1728725144147527e-05,3.517052326518631e-08,2.220511154867506e-05,8.389485482028938e-07,1.8846520044101832e-06,2.1644528384242813e-16,7.883317722872106e-12,6.075279832999493e-08,9.843930788396817e-07,7.67345867382362e-05,3.0885105426041376e-15,1.7560661593276727e-11,1.1292140354112397e-13,1.1679912286339945e-14,2.345100294723888e-09,3.3459777615030907e-11,2.5573968391886785e-11,1.1180662078281609e-13,9.248711894056051e-17,6.8380987348014305e-12,1.7268318266315987e-12,2.901190431161809e-14,1.0228423905697335e-09,2.6436687857357414e-15,1.8887598971304494e-15,4.260899219526724e-13,3.76,0.0,0.3805053575610517,0.9986241126036699,3.954813240342686e-05,5.49297262336527e-07,0.14676372143630398,0.14737819462849291,0.0012437058596676146,3.331463098374217e-11,6.732161154205819e-05,3.5165994672968556e-05,0.0002354260923995091,1.2208035074385586e-09,2.259196799433179e-09,5.334807386484614e-07,2.584382727441946e-07,1.1010695406354825e-07,1.085793591089302e-09,3.500146858756816e-05,5.01240582388914e-07,1.1841942122521594e-06,2.194968589336998e-05,6.534565072284921e-05,2.136978075522043e-06,2.397213045514778e-07,2.0996169143735453e-06,1.1532349873741516e-07,1.2879756218149984e-05,1.4439751438778363e-07,1.787713045473786e-09,4.2383524955282234e-14,2.8462314609317957e-09,5.160525383567773e-11,9.583271655828232e-07,2.374906992933439e-10,6.795949829711143e-15,2.0071056286429716e-10,2.711067646636008e-08,2.3949759228149614e-11,1.3297782683733064e-09,1.90477187074967e-13,3.013525104793322e-08,1.1433799177340362e-09,8.260524722721804e-09,7.511490333168947e-14,2.049241003614616e-10,4.0854137082148803e-10,1.3338549085726841e-10,2.3542770554989653e-10,7.618993664416974e-08,4.410747740151122e-14,1.0029653889273191e-08,1.4239003839136931e-08,1.3988962179465024e-08
4.904532363036895e-06,0.7668351265647153,1.470826904893691e-05,6.723700203033205e-06,2.6443978869770383e-06,4.547390206361064e-05,0.0,0.0,2.31577297261518e-05,3.8088451880078745e-08,2.426355775282476e-05,9.11434895851783e-07,2.0121688407053193e-06,2.5061642527550077e-16,8.718950734283405e-12,6.418196237554224e-08,1.054376726837055e-06,8.061419911792696e-05,3.556092574967234e-15,1.8738810230643645e-11,1.294976184991742e-13,1.3052739701538505e-14,2.4580738640775655e-09,3.693581198620585e-11,2.7584360328011557e-11,1.3212981815679887e-13,1.092793177100515e-16,7.8793942006437e-12,2.0141957348296227e-12,3.329159877732939e-14,1.0953131369498027e-09,3.0223120300643908e-15,2.1622336501609424e-15,4.970220670602116e-13,3.76,0.0,0.3775946347872679,0.9986163684665856,4.2313069386054295e-05,5.981086836975121e-07,0.1496497136506531,0.15029371159175534,0.0012436961399461728,3.395126453887934e-11,7.042477697741499e-05,3.662426856997593e-05,0.0002460607373730459,1.2707595154571487e-09,2.362667315395827e-09,5.55639562447653e-07,2.736317715480373e-07,1.2220046612117502e-07,1.1118058207923947e-09,3.661620248256555e-05,5.301705274076488e-07,1.2337397317254663e-06,2.3922362418486913e-05,6.963244060114899e-05,2.291112156750329e-06,2.571552812780698e-07,2.252508925235692e-06,1.2300258746029805e-07,1.3963077835643595e-05,1.5201354447902195e-07,1.9169971198019977e-09,4.54472454836111e-14,3.1095910103449e-09,5.634947573740577e-11,1.0508169197176788e-06,2.5113659406664197e-10,7.287051682830968e-15,2.1472387138088465e-10,2.983325924509131e-08,2.5687537672349974e-11,1.4409211983956811e-09,2.0643164999631503e-13,3.213701867169442e-08,1.2141661173488448e-09,9.431564812923364e-09,7.972349196713847e-14,2.133239600255861e-10,4.5145144151073675e-10,1.4215545463384072e-10,2.500344427309092e-10,8.248075617347744e-08,4.772354123073401e-14,1.1119034583838854e-08,1.4972099958568315e-08,1.587110303819023e-08
5.016883274058306e-06,0.7672441084636049,1.5379792649689337e-05,6.990798628405636e-06,2.7727655198426702e-06,4.840883930903982e-05,0.0,0.0,2.4664235349835645e-05,4.122900517655975e-08,2.6458658866843557e-05,9.885815827970248e-07,2.145279610546302e-06,2.893855223861082e-16,9.62503973375064e-12,6.773609369700018e-08,1.1280280520273276e-06,8.460667614157208e-05,4.083460319582776e-15,1.9964066374664314e-11,1.481257711729574e-13,1.455700329110732e-14,2.575288473759347e-09,4.070986902048467e-11,2.972808924644466e-11,1.55618329974168e-13,1.2880025825523792e-16,9.056971511940643e-12,2.3432210742387337e-12,3.811361421665956e-14,1.1713279561395511e-09,3.4463178104875965e-15,2.4688595725960794e-15,5.779793929233687e-13,3.76,0.0,0.3747059266419141,0.9986083060348393,4.5207711803407614e-05,6.502673612677664e-07,0.1525129542965024,0.1531872192034582,0.0012436860245346316,3.458217178907941e-11,7.359738929920765e-05,3.810820486565477e-05,0.0002569062415567433,1.3215566322964118e-09,2.4682207277114507e-09,5.78189421510018e-07,2.896857017617821e-07,1.3530802438090226e-07,1.1378561888622021e-09,3.826662333404323e-05,5.602882794463184e-07,1.284166621279302e-06,2.6022787713149963e-05,7.40955876046096e-05,2.4527547810035468e-06,2.754444036665656e-07,2.4127780277199408e-06,1.3101384655471045e-07,1.510871108679695e-05,1.604196782741461e-07,2.0524353733792767e-09,4.8656751356399395e-14,3.3904088142586777e-09,6.140632445809156e-11,1.149780640118496e-06,2.6534022758930926e-10,7.801516552138486e-15,2.2937589501050597e-10,3.275324090907617e-08,2.7523009982523236e-11,1.5583840028949973e-09,2.232992318607992e-13,3.4225900540612134e-08,1.2874517067824737e-09,1.0737023556801774e-08,8.449150502152484e-14,2.2186568803375271e-10,4.984855196390991e-10,1.5128701755706903e-10,2.6522391535141575e-10,8.912310791566304e-08,5.1539159561100663e-14,1.2295764153177556e-08,1.5728123225966877e-08,1.7952821251110155e-08
5.1292341850797166e-06,0.7676500541871709,1.6068890332643774e-05,7.263581089802333e-06,2.9050391462450984e-06,5.146658127052171e-05,0.0,0.0,2.6251101757947032e-05,4.46074244524197e-08,2.8796302578947e-05,1.0705858616534178e-06,2.2841322970298228e-06,3.3327583542591416e-16,1.0606205433995593e-11,7.141774750125069e-08,1.2054721886579835e-06,8.871368889381293e-05,4.676955847452138e-15,2.123700093200911e-11,1.6901231798456625e-13,1.6202720506507155e-14,2.69683185030353e-09,4.4804050349119256e-11,3.201323215217774e-11,1.8268860765728497e-13,1.5144606431763092e-16,1.0385858074947014e-11,2.7190918835843574e-12,4.353573806688048e-14,1.2510026156604596e-09,3.9201540762799604e-15,2.8119524801689624e-15,6.701471701284121e-13,3.76,0.0,0.37183906180460385,0.9985999161881421,4.823569669840415e-05,7.059400147275318e-07,0.1553536042247251,0.15605888410452254,0.0012436755020996304,3.5207403997451315e-11,7.683970858671884e-05,3.9617756944742967e-05,0.0002679611330520987,1.3731923622997044e-09,2.5758425010746255e-09,6.011296443971714e-07,3.066519475587973e-07,1.4948959164608457e-07,1.1639459517217025e-09,3.995278310240981e-05,5.916239232717885e-07,1.335473321244247e-06,2.8256389382236417e-05,7.87381695663306e-05,2.6221301418314207e-06,2.946142523670221e-07,2.580635213888809e-06,1.3936509849976486e-07,1.6318776446690287e-05,1.6969601161988396e-07,2.1941989966947916e-09,5.2016097503813304e-14,3.6894325185451194e-09,6.678912745648552e-11,1.2555146294334205e-06,2.8011569971917573e-10,8.339994227854776e-15,2.446838178517449e-10,3.587988022419259e-08,2.946040776557647e-11,1.6823766329087494e-09,2.411111198392444e-13,3.640399410346675e-08,1.3632668838183566e-09,1.2189052368483915e-08,8.942071309924693e-14,2.3054888091677153e-10,5.500493925612354e-10,1.6078650225443257e-10,2.8101646001056054e-10,9.612842979774003e-08,5.556065931065491e-14,1.356452522919084e-08,1.6507516300142458e-08,2.0249871137355933e-08
5.241585096101127e-06,0.7680529883027113,1.677583759106896e-05,7.542181869745788e-06,3.041308167592287e-06,5.464980775450251e-05,0.0,0.0,2.7921237026008656e-05,4.8239847585081716e-08,3.128253055319032e-05,1.1576499651794423e-06,2.4288787123698807e-06,3.828613693218819e-16,1.1667315143707971e-11,7.522956340023185e-08,1.2868363938773179e-06,9.293696248713903e-05,5.343470860075682e-15,2.255816874748239e-11,1.9238003138555958e-13,1.8000529927302865e-14,2.822794619106428e-09,4.924199714287285e-11,3.444837461482116e-11,2.1380286777392453e-13,1.7766413705163e-16,1.1882447944789508e-11,3.1475337444042615e-12,4.962079270099243e-14,1.3344565103013594e-09,4.44864513073914e-15,3.1950977368104612e-15,7.748258792339151e-13,3.76,0.0,0.36899387023577485,0.9985911895863347,5.1400736776998246e-05,7.65298589020336e-07,0.15817182272881014,0.15890887163974332,0.001243664560959119,3.5827011609376074e-11,8.01520237524072e-05,4.115289805633259e-05,0.0002792239495733765,1.4256649137202777e-09,2.685518194497526e-09,6.244598648376342e-07,3.2458444955893386e-07,1.6480735528130382e-07,1.190076402291377e-09,4.1674742933820916e-05,6.242081219222821e-07,1.387658966383358e-06,3.062873754088945e-05,8.356325907038059e-05,2.7994678523375586e-06,3.146910205025338e-07,2.756296412584624e-06,1.4806432076673342e-07,1.759543316218739e-05,1.7992807432958748e-07,2.3424631251315184e-09,5.552943231437903e-14,4.0074288095379865e-09,7.251155162217668e-11,1.3683229348197725e-06,2.9547738320258056e-10,8.903149471347888e-15,2.606652390343392e-10,3.92226740475255e-08,3.1504086756835985e-11,1.8131127105252949e-09,2.598991426209792e-13,3.867343923802367e-08,1.4416438097989252e-09,1.3800650755747166e-08,9.451301422014996e-14,2.39373255016324e-10,6.065902544513606e-10,1.7066022010570332e-10,2.9743442758537667e-10,1.0350837328530398e-07,5.979448093343598e-14,1.4930142165939622e-08,1.731073885528023e-08,2.2778851040965167e-08
5.353936007122538e-06,0.7684529352223821,1.7500921890634966e-05,7.826739433853156e-06,3.181665259161362e-06,5.796123265317594e-05,0.0,0.0,2.967759861966704e-05,5.2143360650146076e-08,3.392354251674655e-05,1.2499812388417953e-06,2.5796746458233015e-06,4.387712505488883e-16,1.2813495654954371e-11,7.917426788254807e-08,1.3722501122769066e-06,9.727827748227628e-05,6.090485885455537e-15,2.3928109064815778e-11,2.184689944643257e-13,1.9961726571117394e-14,2.9532703912910366e-09,5.404899260319756e-11,3.70426447805683e-11,2.494732975992908e-13,2.0795907860036198e-16,1.3564602706301414e-11,3.6348599230608694e-12,5.643698588439298e-14,1.4218128278383898e-09,5.036994684786064e-15,3.6221696119185085e-15,8.934402786270646e-13,3.76,0.0,0.3661701831642393,0.9985821166631733,5.470662344363954e-05,8.285203286901595e-07,0.16096776754835504,0.1617373458677433,0.001243653189200339,3.644104444844219e-11,8.353465308854095e-05,4.2713621144632605e-05,0.0002906932385006873,1.478973190405976e-09,2.7972334618083694e-09,6.481800193000606e-07,3.435392190399521e-07,1.8132578376300185e-07,1.2162488706471054e-09,4.3432573286755e-05,6.580721486809213e-07,1.4407233809464845e-06,3.3145548551340035e-05,8.857392582258946e-05,2.9850031773211667e-06,3.357015401052693e-07,2.939982709675859e-06,1.5711965448343377e-07,1.8940880401680844e-05,1.912070987838366e-07,2.4974070195290562e-09,5.92010019455033e-14,4.3451839043411705e-09,7.858761203858948e-11,1.4885175282542726e-06,3.114399385298093e-10,9.491662723385503e-15,2.773381912960116e-10,4.279136166028304e-08,3.365852842621039e-11,1.950809642712452e-09,2.7969579590953867e-13,4.103642061493227e-08,1.522616902610848e-09,1.5585713574845692e-08,9.97704526923257e-14,2.483386451548766e-10,6.686005242577238e-10,1.8091447611610826e-10,3.1450237404094744e-10,1.1127481182017853e-07,6.424718308654537e-14,1.6397583443846242e-08,1.8138268008028945e-08,2.555722967658488e-08
5.466286918143949e-06,0.7688499192055338,1.8244442856446793e-05,8.117396516599545e-06,3.326206460341437e-06,6.140360618153843e-05,0.0,0.0,3.1523194498443037e-05,5.6336052714885536e-08,3.672570050793291e-05,1.347792278533445e-06,2.736680014353645e-06,5.01694425840715e-16,1.4050146831136662e-11,8.325467682586991e-08,1.461845044756952e-06,0.00010173947134796849,6.9261119585106145e-15,2.5347345985606306e-11,2.475376456478064e-13,2.2098299277556773e-14,3.0883558521727208e-09,5.925207054801621e-11,3.980574914180655e-11,2.902665947960735e-13,2.428992317057647e-16,1.5451758501758482e-11,4.188020642084312e-12,6.405828127595598e-14,1.513198719191236e-09,5.690810194487465e-15,4.09735078187175e-15,1.027549056134744e-12,3.76,0.0,0.3633678330748533,0.9985726876200434,5.815722990857765e-05,8.957878551233809e-07,0.1637415948722432,0.16454446957084046,0.0012436413746628608,3.7049551754974056e-11,8.698794483907997e-05,4.4299938659020984e-05,0.0003023675569377601,1.5331167828921254e-09,2.9109740521941565e-09,6.722903442552879e-07,3.635743528148996e-07,1.9911168630974316e-07,1.242464724716684e-09,4.522635406689414e-05,6.932479188142821e-07,1.4946670730332811e-06,3.581268889882907e-05,9.37732389999844e-05,3.1789772689704284e-06,3.576733089607108e-07,3.131920571842646e-06,1.6653941298110428e-07,2.0357358431827047e-05,2.0363029920824763e-07,2.6592142492817546e-09,6.303515466656621e-14,4.703504060017279e-09,8.50316810893136e-11,1.6164184979769373e-06,3.2801832866603713e-10,1.0106230795832662e-14,2.9472115900810285e-10,4.659592923620605e-08,3.5928341686979493e-11,2.0956887376153806e-09,3.005342688972502e-13,4.349517005214754e-08,1.6062231402556393e-09,1.7559080777151916e-08,1.05195238626515e-13,2.5744500320579573e-10,7.366219479511839e-10,1.9155557374613046e-10,3.3224726212052094e-10,1.1943984948986133e-07,6.89254474607957e-14,1.7971964183120558e-08,1.8990598741985197e-08,2.860337295745536e-08
5.57863782916536e-06,0.7692439643610546,1.9006712455393097e-05,8.41430020782396e-06,3.4750312666791827e-06,6.497971712859688e-05,0.0,0.0,3.346108426459974e-05,6.083707395999762e-08,3.969553328808015e-05,1.4513010735312554e-06,2.9000590156916613e-06,5.723847549273226e-16,1.5382955932359544e-11,8.747369803771169e-08,1.5557552214360884e-06,0.00010632243996011168,7.859134943037355e-15,2.681638892648227e-11,2.798638761519e-13,2.442297027127323e-14,3.2281508507221656e-09,6.48801304338432e-11,4.274801050920846e-11,3.368088658833301e-13,2.8312389459769286e-16,1.7565039544860845e-11,4.8146556530254316e-12,7.256478990338774e-14,1.6087454732431696e-09,6.416129095041498e-15,4.6251530490031615e-15,1.1788550976708838e-12,3.76,0.0,0.36058665369630294,0.998562892419594,6.17565143685032e-05,9.672892468716138e-07,0.16649345934150578,0.16733040426483312,0.001243629104787078,3.765258192010062e-11,9.051227779736858e-05,4.591188234428361e-05,0.00031424547177476,1.5880959591792531e-09,3.026725810791109e-09,6.967913731439622e-07,3.847500488227303e-07,2.1823427570666075e-07,1.2687253710122828e-09,4.705617477020991e-05,7.297680209138865e-07,1.54949122829888e-06,3.8636179208238155e-05,9.916426957629616e-05,3.3816374059530993e-06,3.8063451784086804e-07,3.332342073666079e-06,1.7633209045163148e-07,2.1847149820733042e-05,2.1730116218274098e-07,2.8280728775402893e-09,6.703634519702553e-14,5.083216101907273e-09,9.185849791401463e-11,1.752354251437667e-06,3.4522783326921766e-10,1.0747567549287297e-14,3.1283309541826685e-10,5.064661443294866e-08,3.8318264579948925e-11,2.247975322951757e-09,3.2244847198258985e-13,4.605196883045404e-08,1.692502375834484e-09,1.973658978843164e-08,1.1078976809677648e-13,2.666923966042263e-10,8.11250002739776e-10,2.0258981969263912e-10,3.506986746082065e-10,1.280158299310329e-07,7.383608378231712e-14,1.965854876891326e-08,1.986824432957819e-08,3.1936571327797815e-08
5.69098874018677e-06,0.7696350946497205,1.978805517373854e-05,8.71760203951128e-06,3.628242723744162e-06,6.869239512244426e-05,0.0,0.0,3.549438035540303e-05,6.566669729183549e-08,4.28397409198244e-05,1.560731154756906e-06,3.0699802834626003e-06,6.516665457535889e-16,1.681791272992884e-11,9.183433381236916e-08,1.654117078338272e-06,0.00011102913914032757,8.899062664809674e-15,2.8335733074676465e-11,3.1574618303461764e-13,2.694923702940247e-14,3.372758489816759e-09,7.096405917797277e-11,4.58804081109112e-11,3.8979091012599333e-13,3.2935127462573464e-16,1.992737848205889e-11,5.523150293059665e-12,8.204318399053786e-14,1.7085886965862938e-09,7.219446161148577e-15,5.210439354002444e-15,1.3492164083498246e-12,3.76,0.0,0.35782647998900735,0.9985527207788684,6.550852326197311e-05,1.043218123214964e-06,0.16922351405186584,0.1700953102087019,0.0012436163667561696,3.82501827158329e-11,9.410806193073143e-05,4.754950301162937e-05,0.00032632555975652334,1.6439116545484942e-09,3.144474679326368e-09,7.216839330568562e-07,4.071286224801765e-07,2.387652344348057e-07,1.2950322554060758e-09,4.8922134634142705e-05,7.676657479443104e-07,1.6051977030253582e-06,4.162219840257926e-05,0.00010475009262115578,3.593237235747346e-06,4.0461407810777805e-07,3.541485127747285e-06,1.865063703867377e-07,2.3412580666543862e-05,2.3232974896500153e-07,3.004175648607287e-09,7.12091391815126e-14,5.48516797129316e-09,9.908317818869336e-11,1.8966617301183829e-06,3.6308406297773057e-10,1.1416404632293238e-14,3.316934420725287e-10,5.4953911090658755e-08,4.083316606403149e-11,2.407898866886055e-09,3.454730651841027e-13,4.870915000110747e-08,1.7814976648374267e-09,2.2135130669481002e-08,1.1655664408731792e-13,2.760810067090919e-10,8.931386220961778e-10,2.1402352861644453e-10,3.698890398867387e-10,1.370153454664998e-07,7.898603483053075e-14,2.1462753590753834e-08,2.077173675146717e-08,3.5577067622404746e-08
5.803339651208181e-06,0.770023333886558,2.058880818955536e-05,9.027458072587194e-06,3.785947522827649e-06,7.254451290898357e-05,0.0,0.0,3.762624927676775e-05,7.084638361587211e-08,4.6165199514140244e-05,1.6763117484012467e-06,3.246617044202456e-06,7.404405112504714e-16,1.836132542936903e-11,9.633968350151226e-08,1.7570695376014377e-06,0.00011586158623400137,1.0056175036467018e-14,2.9905859842181375e-11,3.5550488088794207e-13,2.96914165604523e-14,3.5222852172693735e-09,7.753686016746519e-11,4.9214619673397004e-11,4.4997391747538106e-13,3.82387249904369e-16,2.2563643983181697e-11,6.322695217908532e-12,9.258713446346874e-14,1.8128684981998686e-09,8.107742240590342e-15,5.85844716390676e-15,1.5406577236231812e-12,3.76,0.0,0.3550871481331402,0.9985421621623446,6.941739460106332e-05,1.1237737311085465e-06,0.17193191055596607,0.17283934641423152,0.0012436031475153509,3.884240142766712e-11,9.77757390330897e-05,4.921287029078489e-05,0.0003386064075566091,1.7005654607474014e-09,3.264206696814745e-09,7.469691411319053e-07,4.3077452383928967e-07,2.6077878421212343e-07,1.3213868639437837e-09,5.0824342796765725e-05,8.06975128023565e-07,1.6617890165727377e-06,4.4777088004362764e-05,0.00011053378957073537,3.8140370200794075e-06,4.296416496711691e-07,3.759593717628368e-06,1.9707113380621952e-07,2.505602185025784e-05,2.488330102373526e-07,3.1877201773068217e-09,7.555821769601776e-14,5.910229292521519e-09,1.0672122425753695e-10,2.0496866366211283e-06,3.81602973665009e-10,1.211349220290706e-14,3.513221477455905e-10,5.9528574021794045e-08,4.347804794061997e-11,2.575693101169847e-09,3.6964348753711824e-13,5.146910068693756e-08,1.873255605684974e-09,2.4772704214188518e-08,1.2249869826561487e-13,2.856111270621646e-10,9.830052616545106e-10,2.2586302781165844e-10,3.898538705321133e-10,1.464512464746074e-07,8.4382381613052e-14,2.3390149898867384e-08,2.170162711334008e-08,3.954608547674418e-08
5.915690562229592e-06,0.7704087057432122,2.14093215395131e-05,9.344028983696767e-06,3.9482560984946526e-06,7.65389886440371e-05,0.0,0.0,3.985991287602599e-05,7.639885095030492e-08,4.9678966148213605e-05,1.7982779349629642e-06,3.4301472760350976e-06,8.39690194031562e-16,2.0019837426866722e-11,1.009929460924448e-07,1.8647540909622146e-06,0.00012082186172691803,1.1341577365569884e-14,3.1527237318538085e-11,3.994833754017044e-13,3.266469221621845e-14,3.6768409171983416e-09,8.463378986462791e-11,5.2763065919208306e-11,5.181956112164467e-13,4.4313501486306474e-16,2.5500775965529262e-11,7.223350014044187e-12,1.0429777328989957e-13,1.9217296791399493e-09,9.088515305232186e-15,6.574813324956869e-15,1.7553828501902418e-12,3.76,0.0,0.3523684955167679,0.9985312057750028,7.348736138073851e-05,1.2091610356416325e-06,0.17461879886528017,0.1755626706555531,0.0012435894335536025,3.942928444956701e-11,0.00010151578340601417,5.0902072363430184e-05,0.00035108661185757575,1.7580596150423544e-09,3.385908000314481e-09,7.726484006753416e-07,4.5575435558588195e-07,2.8435175904858645e-07,1.3477907236907834e-09,5.27629184638281e-05,8.477309547407772e-07,1.719268343220048e-06,4.8107356580595006e-05,0.00011651845046762219,4.04430388331981e-06,4.5574766928336127e-07,3.986918133311915e-06,2.0803546760988585e-07,2.67798903113483e-05,2.6693511391144217e-07,3.3789091398235204e-09,8.008838170132627e-14,6.359291959680835e-09,1.1478853562817289e-10,2.2117836744214734e-06,4.0080088008114424e-10,1.2839599615428161e-14,3.717396858010405e-10,6.438162387341318e-08,4.6258046734982745e-11,2.751596145913696e-09,3.9499598792605606e-13,5.433426433741313e-08,1.9678266945187344e-09,2.7668483148726937e-08,1.2861901356658879e-13,2.952831616145668e-10,1.0816363272730033e-09,2.3811466181231306e-10,4.106320157268327e-10,1.563366509889967e-07,9.003234874546946e-14,2.544646677992816e-08,2.2658486059858805e-08,4.386585831131032e-08
6.028041473251003e-06,0.7707912337503252,2.224995828002566e-05,9.667480151616221e-06,4.115282728012267e-06,8.06787881985214e-05,0.0,0.0,4.219864965138628e-05,8.234814756628265e-08,5.338828395618406e-05,1.9268708137451866e-06,3.6207538688455744e-06,9.504889460088196e-16,2.1800444945400015e-11,1.0579742279050127e-07,1.977314886264883e-06,0.00012591211090041846,1.2767257047623677e-14,3.320032072239989e-11,4.480495022174952e-13,3.5885163160970815e-14,3.836539001714511e-09,9.229250244153516e-11,5.653895759242327e-11,5.953768682788501e-13,5.126056928311758e-16,2.876792887626516e-11,8.236110903578819e-12,1.1728418200340722e-13,2.0353219275414675e-09,1.0169812935146604e-14,7.365600473214131e-15,1.995787778591896e-12,3.76,0.0,0.34967036072410657,0.998519840554802,7.772275506744807e-05,1.2995908141268582e-06,0.17728432745170725,0.1782654394786085,0.00124357521106406,4.0010877528291986e-11,0.00010532870256940877,5.26172156782046e-05,0.0003637647794379231,1.8163969883257673e-09,3.5095648257461714e-09,7.987233970094201e-07,4.821368919157866e-07,3.0956368191360575e-07,1.3742454036202123e-09,5.473799108354681e-05,8.899688170214082e-07,1.7776395034063236e-06,5.161968433209314e-05,0.00012270717616770543,4.284312063704613e-06,4.829633791547465e-07,4.223715209208902e-06,2.1940867272996993e-07,2.8586650344772562e-05,2.8676778664725894e-07,3.5779504661474314e-09,8.48045566366035e-14,6.833270742938666e-09,1.233014197913711e-10,2.383316800703223e-06,4.2069446944494866e-10,1.3595516183107586e-14,3.9296707419256707e-10,6.952435204272995e-08,4.917843565527815e-11,2.9358506363520035e-09,4.215676566072013e-13,5.7307142961838745e-08,2.0652656952862146e-09,3.08428766027758e-08,1.3492094775093483e-13,3.050976228085384e-10,1.1898929878178618e-09,2.5078479693166866e-10,4.322659283257587e-10,1.6668495452705705e-07,9.594330981518494e-14,2.7637594254739083e-08,2.3642904185636e-08,4.85596589141794e-08
