Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
1.201466560861854e-05,0.6842312636669801,2.2955117295739195e-07,4.119092879954838e-07,5.660210962477145e-08,1.725943541352735e-06,0.0,0.0,3.9724669137947535e-06,6.9852238958658965e-09,1.0029047274969723e-07,1.5847057255039597e-08,1.2418927190413263e-09,1.3725062297283965e-21,2.959872112955025e-15,1.139980378021633e-09,2.468017983563027e-13,3.2842650360808856e-05,1.583617255816529e-19,6.526647211821432e-14,6.286737330952316e-17,2.9878096437978533e-18,2.9164780837830685e-11,1.4861810318740292e-16,7.079389524549848e-15,4.5709439409374026e-17,2.8096642172258294e-22,1.6364442845807773e-15,2.966634328327868e-25,5.489471653386824e-23,5.782867657179479e-13,9.57817167456668e-25,1.0013224068702177e-21,4.0240920420350325e-22,3.76,0.0,0.47696434887064,0.9993457379352315,2.1705152795991698e-06,1.842598175700385e-17,0.06277727530326457,0.06284643827987779,0.0006159642457546418,4.000733283311744e-12,3.296119248149219e-05,1.1156549284838159e-05,1.654266498384647e-05,9.525010582082043e-10,3.7901551229176615e-11,1.529625279797949e-07,5.8724162862204805e-08,3.246108399026241e-08,3.5580233798176836e-11,3.0549403601959446e-06,3.512421612498335e-08,4.917445341782744e-07
1.2401932592432273e-05,0.6844736773666431,2.367736335126005e-07,4.2870672948413584e-07,5.879652896835523e-08,1.8376625871795817e-06,0.0,0.0,4.094641383390645e-06,7.291776929193567e-09,1.1047156906156665e-07,1.761827048376785e-08,1.3255927194869057e-09,1.56749522613563e-21,3.27680420611062e-15,1.2232089529329567e-09,2.9086283695680634e-13,3.493654457270756e-05,1.8624729113489933e-19,7.158957857189736e-14,7.529127983693178e-17,3.4422344161230194e-18,3.129405066214354e-11,1.7689055784552078e-16,7.683923346307674e-15,5.575979091367516e-17,3.4121155183050487e-22,1.932763680783111e-15,4.25891884367994e-25,6.700068211681294e-23,6.317672017541597e-13,1.2059958402624572e-24,1.2289637415806117e-21,5.193566389975144e-22,3.76,0.0,0.47506505717262554,0.999343420972496,2.325773195450732e-06,2.33972196936812e-17,0.06467255789708823,0.06474614998771204,0.0006159627957377368,4.120051383416519e-12,3.5067207192512884e-05,1.175572087753556e-05,1.760620025345497e-05,1.0033131259253916e-09,4.036450461754183e-11,1.6119414712632386e-07,6.2519783368187e-08,3.710982977687896e-08,3.6764178046629004e-11,3.250457752604533e-06,3.6481010130909436e-08,5.185219115056323e-07
1.2789199576246006e-05,0.6847151311823432,2.4396909539122856e-07,4.4552634899015656e-07,6.099884716909061e-08,1.9525537645672492e-06,0.0,0.0,4.216491528644112e-06,7.598824220588464e-09,1.2131745432663756e-07,1.9515683726322843e-08,1.4121236185547247e-09,1.7819297169212458e-21,3.614737407776802e-15,1.3092219568025987e-09,3.409205791884844e-13,3.709155058456112e-05,2.179034761312142e-19,7.829391605026602e-14,8.961841448453388e-17,3.9457308340515014e-18,3.3494553000636435e-11,2.0929207644418545e-16,8.31986588535161e-15,6.757129074868976e-17,4.1175720724926317e-22,2.2700907803259566e-15,6.041559280629988e-25,8.122763448657136e-23,6.883328735768996e-13,1.507186145504465e-24,1.4981108924614349e-21,6.648122005193888e-22,3.76,0.0,0.47317331117852984,0.999341039714993,2.486259086471197e-06,2.9487371977186045e-17,0.066560180736815,0.06663833296094948,0.0006159613061958748,4.238802286989808e-12,3.7235130296502305e-05,1.2367994648946865e-05,1.8701589394671282e-05,1.0552089348735496e-09,4.2902033788296796e-11,1.696061865346291e-07,6.643121447829255e-08,4.2261389585347695e-08,3.7950306653558715e-11,3.4517536679368086e-06,3.784935897392929e-08,5.458946948517499e-07
1.3176466560059738e-05,0.6849556289266697,2.51137803181645e-07,4.623664744113344e-07,6.320900188359322e-08,2.070589965981681e-06,0.0,0.0,4.338021525861298e-06,7.90621813400292e-09,1.3284871782336426e-07,2.1543369534401476e-08,1.5014947582587317e-09,2.0169617515315668e-21,3.974234596756978e-15,1.3980030292193723e-09,3.9755057857635485e-13,3.9307360254612764e-05,2.5369488938073713e-19,8.538893285434967e-14,1.0606100569537837e-16,4.501544233708779e-18,3.576586902373968e-11,2.46252822837663e-16,8.987841585462736e-15,8.137862078028694e-17,4.939444773599097e-22,2.6524491019750045e-15,8.474919960567923e-25,9.785663702625e-23,7.48058568444556e-13,1.8704543862341154e-24,1.814558615159492e-21,8.444790962218371e-22,3.76,0.0,0.47128908100409084,0.9993385944540486,2.651946813230011e-06,3.690139216124028e-17,0.06844017431660068,0.06852301712340644,0.0006159597773080271,4.35698899185633e-12,3.946467830136608e-05,1.2993156689269994e-05,1.9828720025952354e-05,1.1081692822500525e-09,4.551387570204027e-11,1.7819570268993326e-07,7.045819088643743e-08,4.795305522786896e-08,3.9138609440671035e-11,3.6588037500819338e-06,3.9229084058555415e-08,5.738532423073879e-07
1.3563733543873471e-05,0.6851951743971451,2.5828000275921825e-07,4.792257169845514e-07,6.542695089784265e-08,2.1917445009818067e-06,0.0,0.0,4.459235596845356e-06,8.213827176224494e-09,1.4508590590211026e-07,2.370537244233061e-08,1.5937154611725101e-09,2.273765566069882e-21,4.3558503005899724e-15,1.4895361985083548e-09,4.613615493410953e-13,4.158366699479359e-05,2.940081017316591e-19,9.288394038679609e-14,1.2484663353354725e-16,5.113003629028132e-18,3.810758984061532e-11,2.882305502123163e-16,9.688465496553381e-15,9.7438417307648e-17,5.892375254885653e-22,3.0841027412838617e-15,1.1763957124928206e-24,1.1719461578467862e-22,8.110182795585611e-13,2.306054676810187e-24,2.18467524104022e-21,1.0649685136712267e-21,3.76,0.0,0.46941233688304596,0.9993360854793426,2.8228101662815048e-06,4.5873707152966805e-17,0.07031256901118266,0.07040023228027116,0.0006159582092521754,4.474614477064733e-12,4.175556919803724e-05,1.3630991205909509e-05,2.098748007528684e-05,1.1621748391726471e-09,4.819976804307008e-11,1.8695972607576465e-07,7.460044830052807e-08,5.422358584813036e-08,4.032907632921723e-11,3.87158379416239e-06,4.062000983913264e-08,6.023878248230983e-07
1.3951000527687204e-05,0.6854337713762847,2.6539594123673674e-07,4.961029245476097e-07,6.765266901956423e-08,2.3159910922872757e-06,0.0,0.0,4.5801380077494995e-06,8.521534724479567e-09,1.5804952269476848e-07,2.6005709593899343e-08,1.688795027217119e-09,2.5535365667133445e-21,4.7601308961471175e-15,1.5838058499808967e-09,5.329960192093344e-13,4.392016576114177e-05,3.3925220354975533e-19,1.0078811445440981e-13,1.462187727681844e-16,5.7835202948225665e-18,4.05193156868275e-11,3.3571129046484166e-16,1.0422343487639158e-14,1.1603049052365457e-16,6.992304182357406e-22,3.569561773722966e-15,1.6168559944437524e-24,1.3957573367831527e-22,8.772852238478301e-13,2.8255407587628654e-24,2.6154371538482714e-21,1.3339093500448934e-21,3.76,0.0,0.46754304916657563,0.999333513078917,2.9988229181540413e-06,5.667135930930758e-17,0.07217739507635094,0.07227000811857313,0.000615956602205384,4.591681703056354e-12,4.410752245219888e-05,1.42812806180486e-05,2.2177757780373923e-05,1.217206158743064e-09,5.095944921981301e-11,1.9589526249177284e-07,7.885772346288316e-08,6.111320096216661e-08,4.152169733955981e-11,4.090069745903772e-06,4.2021963799658866e-08,6.314886308011462e-07
1.4338267511500936e-05,0.6856714236316581,2.7248586690677467e-07,5.12997142733012e-07,6.988614548985863e-08,2.443303871842483e-06,0.0,0.0,4.700733067923287e-06,8.829237850856934e-09,1.717600307775215e-07,2.8448371327326704e-08,1.7867427304598772e-09,2.8574911303657687e-21,5.187614791040296e-15,1.6807966995802702e-09,6.131309632206443e-13,4.631655304428829e-05,3.8985935501918103e-19,1.0911049656292548e-13,1.704373352941867e-16,6.516586202317202e-18,4.3000655250564695e-11,3.89210030900241e-16,1.11900724694014e-14,1.3745906549239215e-16,8.256540863506222e-22,4.1135875458877875e-15,2.2015835825272724e-24,1.6536278267584463e-22,9.469318597066328e-13,3.441882994760572e-24,3.114464081878882e-21,1.6600672000321615e-21,3.76,0.0,0.4656811883227669,0.9993308775391861,3.179958866703106e-06,6.959737120859326e-17,0.07403468264941478,0.0741323742076502,0.0006159549563436056,4.7081936117493154e-12,4.652025899599007e-05,1.4943805639980749e-05,2.339944168878683e-05,1.2732436829194716e-09,5.379265836521882e-11,2.0499929421377097e-07,8.322975416837647e-08,6.866357128160591e-08,4.271646259066296e-11,4.314237700931375e-06,4.3434776432808597e-08,6.611457701171428e-07
1.4725534495314669e-05,0.6859081349159452,2.7955002918219487e-07,5.299075831118283e-07,7.212738185271327e-08,2.5736573768732706e-06,0.0,0.0,4.82102512875108e-06,9.136846239272362e-09,1.8623785178546608e-07,3.103732171805481e-08,1.8875678159023993e-09,3.1868659722876517e-21,5.638832641569503e-15,1.7804937727654217e-09,7.024784190903158e-13,4.877252686001105e-05,4.462853318572888e-19,1.1785999520251145e-13,1.9777921199068229e-16,7.315772723491226e-18,4.555122513241141e-11,4.492713788091187e-16,1.1992240609559685e-14,1.6205404464766344e-16,9.703834142096038e-22,4.721197858608883e-15,2.971463677688153e-24,1.949485929781311e-22,1.0200299046725155e-12,4.169591681450603e-24,3.690055146770531e-21,2.053473202910205e-21,3.76,0.0,0.4638267249360924,0.9993281791449455,3.3661918708740046e-06,8.499434490988923e-17,0.07588446174966502,0.07598735999961373,0.0006159532718418005,4.824153126706355e-12,4.89935012196952e-05,1.5618345355144868e-05,2.4652420658120798e-05,1.3302677487621607e-09,5.66991353371179e-11,2.1426878102361845e-07,8.771627928027982e-08,7.691780729701917e-08,4.391336229949917e-11,4.5440639039929e-06,4.4858281219039965e-08,6.913492776673684e-07
1.5112801479128401e-05,0.686143908966996,2.865886785481542e-07,5.468335967276956e-07,7.437639018132134e-08,2.7070265459414777e-06,0.0,0.0,4.941018582483572e-06,9.444281185645321e-09,2.0150336698763926e-07,3.377649908872224e-08,1.9912794962223365e-09,3.542917039706839e-21,6.114307526934735e-15,1.8828823830843636e-09,8.017860842766751e-13,5.12877867398594e-05,5.090100650426751e-19,1.2704538712242442e-13,2.2853881367261854e-16,8.184729280503805e-18,4.817064929700081e-11,5.164702141125484e-16,1.2829427536958224e-14,1.901722908607138e-16,1.1354444729822666e-21,5.3976720423430136e-15,3.97726360738918e-24,2.2875746098740406e-22,1.0966503530342602e-12,5.024848644644223e-24,4.351225635813168e-21,2.5255631396341505e-21,3.76,0.0,0.46197962970690254,0.9993254181793815,3.557495880550713e-06,1.0324830159893312e-16,0.07772676227883257,0.07783499482981135,0.0006159515488740728,4.939563153324769e-12,5.15269729634309e-05,1.6304677283778257e-05,2.5936583856125943e-05,1.388258594206427e-09,5.967862071854335e-11,2.2370066114920513e-07,9.2317038744223e-08,8.592044568347632e-08,4.5112386780374986e-11,4.779524748109331e-06,4.6292314605250174e-08,7.220891165845083e-07
1.5500068462942134e-05,0.6863787495078904,2.9360206651944286e-07,5.637746519445629e-07,7.663319158821883e-08,2.843386715001118e-06,0.0,0.0,5.060717861063333e-06,9.751474674432808e-09,2.175769178232872e-07,3.666981648766193e-08,2.0978869484162043e-09,3.926919314501259e-21,6.61455508517034e-15,1.987948110181375e-09,9.11837895075662e-13,5.386203372184891e-05,5.785381742932224e-19,1.3667531859714746e-13,2.6302861099300905e-16,9.127181788320637e-18,5.08585585108758e-11,5.914123304417834e-16,1.3702204557329883e-14,2.221989300459921e-16,1.3230218924400025e-21,6.148555926666381e-15,5.2816306847154295e-24,2.6724659516852983e-22,1.176863493379169e-12,6.02564434452241e-24,5.1077444898160795e-21,3.089327268132e-21,3.76,0.0,0.4601398734509296,0.9993225949240802,3.7538449616580725e-06,1.247927698984048e-16,0.0795616140215424,0.07967530791728815,0.0006159497876134108,5.054426578893102e-12,5.412039950883222e-05,1.7002577446236197e-05,2.7251820760825116e-05,1.4471963631562535e-09,6.273085581801781e-11,2.3329185214288433e-07,9.703177360034325e-08,9.571743356258424e-08,4.631352644418625e-11,5.02059677365513e-06,4.773671598354243e-08,7.533551812225645e-07
1.5887335446755865e-05,0.6866126602469937,3.0059044559631833e-07,5.807303158650473e-07,7.88978149706185e-08,2.982713613461155e-06,0.0,0.0,5.1801274349454285e-06,1.0058368525385319e-08,2.3447880640041447e-07,3.9721162137098715e-08,2.2073993104748745e-09,4.3401664810491465e-21,7.140083712468913e-15,2.095676782094777e-09,1.0334545882317812e-12,5.64949703412254e-05,6.553994962939224e-19,1.467583066842615e-13,3.015796731141506e-16,1.0146931380700475e-17,5.3614589889690596e-11,6.747350651025198e-16,1.461113486491046e-14,2.5854867288656533e-16,1.5354663598337466e-21,6.97966670680417e-15,6.961418680136902e-24,3.109075777177251e-22,1.2607389260600836e-12,7.1919212258706e-24,5.970172516104278e-21,3.7594713739311376e-21,3.76,0.0,0.4583074270988002,0.999319709659038,3.955213317321063e-06,1.5011313063614019e-16,0.08138904664576388,0.08150832836524553,0.0006159479882317955,5.1687462727448924e-12,5.677350757074453e-05,1.7711820423354514e-05,2.8598021160617146e-05,1.5070611104966162e-09,6.585558266980608e-11,2.430392517182439e-07,1.0186022599382614e-07,1.0635611066053303e-07,4.7516771797594797e-11,5.267256667369123e-06,4.919132766954484e-08,7.851372999806093e-07
1.6274602430569595e-05,0.6868456448780168,3.0755406922142803e-07,5.977002388406074e-07,8.117029596170055e-08,3.1249833602560635e-06,0.0,0.0,5.299251811913553e-06,1.0364913605782879e-08,2.522292959585248e-07,4.293439985338786e-08,2.3198256780896727e-09,4.783969801256854e-21,7.691394757581149e-15,2.2060544602685854e-09,1.1674942455667654e-12,5.918630062130007e-05,7.401496085379174e-19,1.5730274047189223e-13,3.4454220515351196e-16,1.124785329022716e-17,5.6438386514396546e-11,7.671079183865184e-16,1.5556773738495995e-14,2.996671555084269e-16,1.775302248463599e-21,7.897097710337497e-15,9.110385254384322e-24,3.6026784194430537e-22,1.348345580573962e-12,8.545726351635481e-24,6.94990131092836e-21,4.552589552530977e-21,3.76,0.0,0.4564822616955562,0.99931676266267,4.161575305597903e-06,1.7975122673972607e-16,0.08320908970325719,0.08333408516149822,0.0006159461509004292,5.282525086485153e-12,5.948602528892541e-05,1.8432179414733666e-05,2.997507515436537e-05,1.5678328071012813e-09,6.905254403413319e-11,2.529397385572104e-07,1.0680213918393995e-07,1.1788518939092622e-07,4.872211344212621e-11,5.5194812612969875e-06,5.065599488050574e-08,8.174252380092559e-07
1.6661869414383326e-05,0.6870777070800721,3.144931917430752e-07,6.146841416091378e-07,8.345067605754202e-08,3.2701724599262612e-06,0.0,0.0,5.418095535892337e-06,1.0671069103423595e-08,2.708486112993703e-07,4.631336944357008e-08,2.4351751013261686e-09,5.259657803839039e-21,8.268982626232182e-15,2.3190674242885766e-09,1.314852821530792e-12,6.193573006435578e-05,8.333703472252162e-19,1.6831688231679258e-13,3.9228608417947947e-16,1.2433895338678897e-17,5.932959704129303e-11,8.692331622563332e-16,1.653966874967173e-14,3.4603229794776115e-16,2.045235380801476e-21,8.907223063146127e-15,1.1842306479650526e-23,4.158921658324834e-22,1.4397517328648278e-12,1.011136998342994e-23,8.059192866182312e-21,5.487349232186003e-21,3.76,0.0,0.4546643484001834,0.9993137542118196,4.372905454289959e-06,2.1431024651961196e-16,0.08502177263001559,0.08515260717892945,0.0006159442757893967,5.395765854014542e-12,6.225768221976179e-05,1.91634262957824e-05,3.138287315147181e-05,1.6294913443340882e-09,7.232148339736866e-11,2.629901730987024e-07,1.1185725755173896e-07,1.303547328980283e-07,4.9929542073202127e-11,5.777247531666613e-06,5.213056571396646e-08,8.502086998406565e-07
1.7049136398197057e-05,0.6873088505177316,3.214080683837484e-07,6.316818045947268e-07,8.573900188724048e-08,3.4182577987111722e-06,0.0,0.0,5.536663185756769e-06,1.097680185569839e-08,2.9035693918732565e-07,4.986188708011769e-08,2.5534565812879132e-09,5.768576228161156e-21,8.873334938750555e-15,2.4347021579836443e-09,1.4764646539451289e-12,6.474296564262429e-05,9.35670319241352e-19,1.7980886907456577e-13,4.452013935182784e-16,1.3709076539435558e-17,6.228787534672068e-11,9.818464386958755e-16,1.7560359972110966e-14,3.981556797792264e-16,2.348160920201232e-21,1.0016702256095246e-14,1.5294558736794958e-23,4.783841807764845e-22,1.535025022532849e-12,1.1915590026593433e-23,9.311219842844316e-21,6.584688948047907e-21,3.76,0.0,0.45285365848514625,0.9993106845817684,4.58917847333479e-06,2.544598884503413e-16,0.08682712474670426,0.08696392317594429,0.0006159423630677381,5.508471391652862e-12,6.508820932800706e-05,1.990533167435466e-05,3.282130587193701e-05,1.6920165386583383e-09,7.56621449721772e-11,2.7318739832117537e-07,1.1702532660659265e-07,1.4381613110072182e-07,5.1139048479099305e-11,6.040532597697637e-06,5.3614891126274675e-08,8.83477331983309e-07
1.7436403382010788e-05,0.6875390788410842,3.282989552108898e-07,6.486930589598901e-07,8.803532459977694e-08,3.5692166406588797e-06,0.0,0.0,5.654959374139635e-06,1.1282085730262005e-08,3.107744287211454e-07,5.358374565585033e-08,2.6746790668396385e-09,6.3120870333004194e-21,9.504932751275786e-15,2.5529453386826047e-09,1.6533029585446484e-12,6.760771578933608e-05,1.0476854097917213e-18,1.9178671332033676e-13,5.036989553316511e-16,1.5077486142001817e-17,6.531288025162618e-11,1.1057173482499427e-15,1.861938017017901e-14,4.565839333249866e-16,2.6871713875830493e-21,1.1232484616275758e-14,1.9632222665432137e-23,5.483878947507168e-22,1.6342324699312392e-12,1.3987726787984307e-23,1.0720106507391896e-20,7.868029380215367e-21,3.76,0.0,0.4510501633359277,0.9993075540462453,4.8103692652278615e-06,3.00941815394043e-16,0.0886251752590951,0.08876806179692098,0.0006159404129038081,5.620644498425302e-12,6.797733897854569e-05,2.0657664947697072e-05,3.429026434640572e-05,1.7553881365861554e-09,7.907427369763638e-11,2.835282405290348e-07,1.2230609299171377e-07,1.5832207478195428e-07,5.235062353983073e-11,6.3093137203466725e-06,5.510882491042044e-08,9.172207255180657e-07
1.782367036582452e-05,0.6877683956857921,3.3516610910961636e-07,6.657177791044963e-07,9.033969934945102e-08,3.7230266237553284e-06,0.0,0.0,5.772988746237852e-06,1.158690105328609e-08,3.3212119167986297e-07,5.748271512205242e-08,2.7988514513857576e-09,6.891567911204278e-21,1.0164250673180352e-14,2.6737838278322253e-09,1.8463803076651974e-12,7.052969038984175e-05,1.1700792857240483e-18,2.0425830455951678e-13,5.682108614877348e-16,1.6543282383078057e-17,6.840427528205353e-11,1.241650029087867e-15,1.971725499808094e-14,5.219001533214497e-16,3.0655648062188918e-21,1.2561813684830063e-14,2.5052768518904265e-23,6.265892300510316e-22,1.7374404931707306e-12,1.6359904326998105e-23,1.230097032494838e-20,9.363498177772288e-21,3.76,0.0,0.449253834450574,0.9993043628774355,5.03645293380608e-06,3.5457540626906487e-16,0.09041595325849798,0.09056505157266045,0.000615938425464854,5.732287956053129e-12,7.092480492818829e-05,2.1420194360220387e-05,3.578963991619881e-05,1.8195858192011984e-09,8.255761523932139e-11,2.940095101493799e-07,1.2769930448881607e-07,1.7392652776930796e-07,5.3564258225967903e-11,6.5835683009898e-06,5.6612223674479425e-08,9.514284187211999e-07
1.821093734963825e-05,0.6879968046731479,3.420097877589387e-07,6.82755876387235e-07,9.26521848642418e-08,3.879665756074903e-06,0.0,0.0,5.890755978618531e-06,1.1891234081719125e-08,3.544173028451431e-07,6.156254281224532e-08,2.9259825696695396e-09,7.508412367060722e-21,1.0851756975157072e-14,2.7972046617690137e-09,2.0567490931420366e-12,7.350860077280465e-05,1.303543893387634e-18,2.172314104305211e-13,6.391910024892511e-16,1.811069098206073e-17,7.156172843362665e-11,1.3904837267281613e-15,2.0854503207621148e-14,5.947253217313143e-16,3.486852974480089e-21,1.4012231501522456e-14,3.1791387159793907e-23,7.137175754222085e-22,1.8447149250236673e-12,1.9067216975291483e-23,1.4069964195834902e-20,1.1100169098568381e-20,3.76,0.0,0.44746464343924436,0.9993011113459912,5.267404791640187e-06,4.162638131844279e-16,0.09219948772218838,0.09235492092083417,0.0006159364009170101,5.843404529017582e-12,7.39303423174997e-05,2.219268706244587e-05,3.7319324233331217e-05,1.8845892068499693e-09,8.611191598935777e-11,3.04628002544648e-07,1.3320471002201575e-07,1.9068469725341066e-07,5.4779943597396924e-11,6.863273880043828e-06,5.812494682060118e-08,9.8608989973178e-07
