Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623)
2.7554124792035025e-08,0.8460607176579351,3.111041481602037e-08,8.501176203504705e-10,5.464239195816399e-10,1.0936695298678136e-09,0.0,0.0,2.2428193300836526e-07,1.151748199090911e-11,1.7293478042352667e-10,4.7559750382137334e-09,1.0867628977218955e-12,1.0304379909628678e-21,6.648763947521905e-15,4.537353870471955e-09,4.989187017125648e-10,2.461108562157873e-08,5.594925195929918e-18,6.463083434680299e-16,2.5578723850290212e-18,1.2444705014749439e-17,6.380435203923523e-09,1.2747462187845908e-18,8.734747702862454e-15,1.1286170119955846e-21,9.092734540888161e-25,2.1264300316091192e-18,1.7166649612544802e-21,1.069939848581422e-21,4.042399381458783e-15,5.607837899129989e-25,1.0974629026931877e-25,3.8755291600325327e-25,3.76,0.0,0.7317736952660128,0.9978380766295164,9.67873879905724e-11,4.135723836070697e-12,0.005807206491880205,0.005808117207237917,0.002161668580078324,3.653534455679991e-12,2.452295022979477e-08,2.3738588401950082e-07,4.141939737257703e-07,3.830386149131395e-12,2.5863931757969534e-12,3.613341782932759e-09,2.9572100574366636e-10,5.709591946130804e-14,2.446753785551563e-10,4.7835787987585016e-08,8.922807548025102e-09,4.331834754215614e-09,6.793317647042084e-10,6.043416056790067e-09,5.918498516975381e-11,2.2682948904153712e-12,1.8641743692488303e-12,2.5621667756982586e-11,3.3892159283794446e-13,1.59412251139225e-08,5.053237766277619e-16,1.964447077064814e-20,6.766867185651245e-15,7.286377640449804e-16,1.5414194465241207e-14,1.4693028793818682e-12,4.046748392028588e-21,1.8191641216955357e-10,2.3514975480437904e-16,1.289252637158952e-13,1.0187523083311132e-17,3.2511828701797617e-21,3.0248423348840915e-11,2.2697972502732882e-14,9.578599283623648e-19,5.969221498608435e-19,5.349082583839128e-13,2.4400624846681385e-16,2.518133314234061e-14,1.05989199823632e-14,8.787473132926682e-15,5.5407695226911844e-21,6.3486650024207654e-18,3.0376450585367345e-10,9.075068211777957e-17,6.300487552541193e-16,2.3443200542604948e-15,2.8110260108703666e-15,6.636602335982141e-27
2.8281732362336093e-08,0.8460842027523683,3.297429632803027e-08,9.123104324323454e-10,5.898624477063086e-10,1.1895767450148372e-09,0.0,0.0,2.3017099127023514e-07,1.2130491661095546e-11,1.8262066225755733e-10,5.026794828475664e-09,1.1908106259969956e-12,1.0921921799026318e-21,6.865957139462239e-15,4.628018701168937e-09,5.305191357885865e-10,2.592629999162601e-08,6.535315227258463e-18,7.150762498276561e-16,2.775448331650775e-18,1.340392902475864e-17,6.424504375536658e-09,1.4568140161484647e-18,9.40987542241948e-15,1.2882295302292012e-21,1.0300057637619973e-24,2.3743884564757637e-18,1.9971850097853787e-21,1.2370745491722353e-21,4.516664151232165e-15,6.550822334961088e-25,1.279044817147654e-25,4.630088237268052e-25,3.76,0.0,0.7316209477927085,0.9978380691064883,1.0586558162437146e-10,4.52286406191281e-12,0.005959919806481415,0.005960879029804951,0.002161668555638768,3.750573290833071e-12,2.5833209557704013e-08,2.440499807453924e-07,4.3633271822334104e-07,3.944145891569428e-12,2.7845402872031204e-12,3.731092872933891e-09,3.114204698854813e-10,6.12923808527943e-14,2.5143521150396524e-10,5.0397810902396514e-08,9.216899069501455e-09,4.525638421524188e-09,7.20786480761166e-10,6.436110417892782e-09,6.268321677713526e-11,2.44707656813931e-12,2.012923324129807e-12,2.663544534452615e-11,3.822208541923847e-13,1.6355791662731856e-08,5.490588427186586e-16,2.1291950305123225e-20,7.379661084436964e-15,7.794093984182432e-16,1.740305162465512e-14,1.5227398457206237e-12,4.378514870267914e-21,1.8569547089598296e-10,2.683806881526174e-16,1.3322294111944137e-13,1.153951247928735e-17,3.674475046624435e-21,3.1626051709017804e-11,2.478347369590076e-14,1.0818934028723917e-18,6.542206824649192e-19,5.534406511719047e-13,2.7366275811192807e-16,2.716257283374499e-14,1.1561701959902137e-14,9.60749582463315e-15,6.0653518139824546e-21,7.101527076941038e-18,3.1038394852974306e-10,1.015212209223933e-16,6.959868814971776e-16,2.449409664893344e-15,2.877185106891267e-15,7.601833242628736e-27
2.900933993263716e-08,0.8461076830422177,3.4889029407821524e-08,9.774163210518882e-10,6.354130751035337e-10,1.2909109057045036e-09,0.0,0.0,2.360584058027024e-07,1.2759224513218483e-11,1.9250192136794395e-10,5.303075376676703e-09,1.3023206139339459e-12,1.1558052679676821e-21,7.0827605908772384e-15,4.715460753971307e-09,5.631371243323675e-10,2.727558765830779e-08,7.602591910567758e-18,7.891019116584283e-16,3.0028615068029184e-18,1.439493741060485e-17,6.466093609021088e-09,1.6599464781349138e-18,1.0113945922159272e-14,1.4653700616066964e-21,1.1625528864446939e-24,2.6422833013998973e-18,2.3137831128572664e-21,1.4244031173751645e-21,5.033770241792831e-15,7.623167354438179e-25,1.4852313101964738e-25,5.507568019081491e-25,3.76,0.0,0.731468232162072,0.9978380615426856,1.1556263306488077e-10,4.934137944031903e-12,0.006112600561426634,0.006113609545550689,0.002161668531124202,3.847586047894186e-12,2.7177439774621146e-08,2.507366906783308e-07,4.5904650752824866e-07,4.0582837249704086e-12,2.9919554864256155e-12,3.8492919006510265e-09,3.2751910709133305e-10,6.569380498037607e-14,2.581947453865077e-10,5.302647277525276e-08,9.511191543016108e-09,4.722077192261336e-09,7.635347615673031e-10,6.842687863278753e-09,6.630549604118346e-11,2.6349648239170225e-12,2.1698867477756846e-12,2.7667303075025043e-11,4.2981930585253606e-13,1.6770032231690514e-08,5.954031487094215e-16,2.3034795327148167e-20,8.028862486265756e-15,8.322719738429209e-16,1.9591596347403972e-14,1.576245470867216e-12,4.7290797191093905e-21,1.893415798474529e-10,3.0539113367333023e-16,1.37539672860783e-13,1.3032298166715304e-17,4.141092796206603e-21,3.301625803356838e-11,2.699541549089091e-14,1.2186338302932018e-18,7.151565797589164e-19,5.720442444166396e-13,3.0597062087928414e-16,2.9233925213609105e-14,1.2581604666540185e-14,1.0484809578328295e-14,6.627028424189933e-21,7.923818193386578e-18,3.1695642472209663e-10,1.1323509879852645e-16,7.669416550094638e-16,2.5542230710337326e-15,2.9412727591956112e-15,8.676419313543462e-27
2.973694750293823e-08,0.8461311585284771,3.685413061433162e-08,1.045494461803827e-09,6.83111546182076e-10,1.3978098014273067e-09,0.0,0.0,2.4194418035490503e-07,1.3403667977251032e-11,2.0257228704146192e-10,5.584622749171156e-09,1.4216751155012514e-12,1.2212927009326944e-21,7.299165164411989e-15,4.7997419159809925e-09,5.967726405267909e-10,2.8658936531189513e-08,8.809833984317419e-18,8.686359021216032e-16,3.2400730283465367e-18,1.5416565926841415e-17,6.505342503368307e-09,1.8860170680734283e-18,1.0847114991474359e-14,1.6614534663204653e-21,1.3076655863000508e-24,2.9309684836856905e-18,2.6698879811197435e-21,1.6336662365152482e-21,5.59640195219258e-15,8.838957770482057e-25,1.7186907679390277e-25,6.524359718256275e-25,3.76,0.0,0.7313155483673103,0.9978380539382463,1.259055872444157e-10,5.37030842100815e-12,0.006265248763520635,0.006266308761022175,0.0021616685065371467,3.9445727344525e-12,2.8555631778425203e-08,2.5744613286873675e-07,4.823352430860504e-07,4.1728017745736615e-12,3.2087962237395323e-12,3.967937351981935e-09,3.440164174331712e-10,7.030573057399082e-14,2.6495398022665157e-10,5.572175732925722e-08,9.805647309189841e-09,4.921081855672016e-09,8.075778890904828e-10,7.26324561621095e-09,7.005415821767497e-11,2.8321970104755428e-12,2.3353489222124877e-12,2.871755367988271e-11,4.82026292211333e-13,1.7183947012785092e-08,6.444520346373299e-16,2.4876415695617908e-20,8.715510124417358e-15,8.872555626165097e-16,2.1994392658556937e-14,1.6298089652545449e-12,5.0991050286083634e-21,1.9285712191832747e-10,3.4650960522086533e-16,1.4187535549723423e-13,1.467660077310635e-17,4.654289340866729e-21,3.441835511922095e-11,2.933759464193986e-14,1.3690717522879688e-18,7.79844776315913e-19,5.907185678026529e-13,3.4108446369907715e-16,3.1396430292297297e-14,1.3660240554622617e-14,1.1422308379891157e-14,7.227690485840278e-21,8.820337997215685e-18,3.2348340571627774e-10,1.259466957859172e-16,8.431585531589128e-16,2.658618449596216e-15,3.0033111330861722e-15,9.869525065578465e-27
3.0464555073239295e-08,0.8461546292121391,3.886912006337741e-08,1.116603375133152e-09,7.329926806823099e-10,1.5104098983792944e-09,0.0,0.0,2.4782831862105404e-07,1.4063809499912705e-11,2.1282562469968161e-10,5.8712466727084844e-09,1.5492693758369607e-12,1.288671569619721e-21,7.515168141213574e-15,4.880928158695369e-09,6.314255236411944e-10,3.0076334599946506e-08,1.0171063614957971e-17,9.539336330045468e-16,3.48703186284919e-18,1.6467610507765878e-17,6.54238253274801e-09,2.1370143583485765e-18,1.160952246160926e-14,1.8779729763878244e-21,1.466116463914622e-24,3.2412960112592498e-18,3.069141901429596e-21,1.8666941232900908e-21,6.207330446036419e-15,1.0213453448961102e-24,1.9823180585598038e-25,7.698593051959726e-25,3.76,0.0,0.7311628964016333,0.9978380462933253,1.3692197306428605e-10,5.832138244066516e-12,0.006417864419562423,0.00641897668276507,0.002161668481859618,4.041533358629992e-12,2.996777647079655e-08,2.641784239261911e-07,5.061988263544581e-07,4.287702119689924e-12,3.435216878025427e-12,4.087028088639977e-09,3.609119015507973e-10,7.513375121456733e-14,2.717129160489347e-10,5.848364825251306e-08,1.0100233067526217e-08,5.12258609929446e-09,8.529170318343802e-10,7.697879172447977e-09,7.39315852639334e-11,3.0390128874708585e-12,2.509600237950334e-12,2.9786513616309945e-11,5.391651475424748e-13,1.7597536197910017e-08,6.963028795133777e-16,2.6820294344114052e-20,9.440637647682745e-15,9.443899892607527e-16,2.462667648400187e-14,1.6834207720765585e-12,5.48926708054353e-21,1.9624466966828574e-10,3.920845618197973e-16,1.4622990377915675e-13,1.6483659007508792e-17,5.2174737513850745e-21,3.583171009570922e-11,3.1813800552518566e-14,1.5342535975497992e-18,8.48400005443947e-19,6.094632484482126e-13,3.791631777843876e-16,3.3651093680622196e-14,1.4799213489223823e-14,1.2422987769765023e-14,7.869296141509382e-21,9.796126254823021e-18,3.299663313847758e-10,1.3971194258516722e-16,9.248886938675708e-16,2.7624629412180827e-15,3.063326661876078e-15,1.1190849067891141e-26
3.119216264354036e-08,0.8461780950941966,4.093352245283133e-08,1.1908009359124456e-09,7.850903969919104e-10,1.6288463559966234e-09,0.0,0.0,2.5371082424378126e-07,1.473963654452034e-11,2.2325594366703227e-10,6.162760788471554e-09,1.685511832600681e-12,1.3579605855711213e-21,7.730772523553995e-15,4.959088813762358e-09,6.670954941630241e-10,3.152776993844833e-08,1.1701285470448383e-17,1.0452552941720031e-15,3.743675922872329e-18,1.754683509794479e-17,6.577337536540629e-09,2.4150456266845652e-18,1.240129342779353e-14,2.1165031294616354e-21,1.6386998303127087e-24,3.574115221992649e-18,3.5154070768123366e-21,2.125407775146677e-21,6.869413090497956e-15,1.1763160622643065e-24,2.279249341341259e-25,9.050277195913793e-25,3.76,0.0,0.7310102762582531,0.99783803860806,1.4863979246204913e-10,6.320389882238613e-12,0.0065704475363456884,0.0065716133173236565,0.002161668457087887,4.138467928950849e-12,3.1413864757249495e-08,2.7093367809986276e-07,5.306371588032694e-07,4.402986795227834e-12,3.671368815570656e-12,4.206563285985925e-09,3.782050606517976e-10,8.018351571478009e-14,2.7847155287597195e-10,6.131212920119128e-08,1.0394919388609202e-08,5.326526394471835e-09,8.995532595838928e-10,8.146682395162909e-09,7.794020576426317e-11,3.255654732484644e-12,2.6929373065651226e-12,3.0874502432429836e-11,6.015734479315741e-13,1.801079997886763e-08,7.510551451469756e-16,2.8869988761252817e-20,1.0205273536173908e-14,1.0037048416985323e-15,2.7504368445558814e-14,1.737072429781339e-12,5.900256624144005e-21,1.995069534496605e-10,4.4248510833557115e-16,1.5060324780050284e-13,1.8465239853943366e-17,5.834214010183464e-21,3.7255741220312525e-11,3.442781469189594e-14,1.7152838329673345e-18,9.209367791282937e-19,6.282779945654515e-13,4.203698938224297e-16,3.599888881300432e-14,1.6000118565341957e-14,1.3489946681559868e-14,8.553871780671431e-21,1.0856471179375528e-17,3.364066109827368e-10,1.5458831995123796e-16,1.0123888212810366e-15,2.865632486378776e-15,3.121349466879637e-15,1.2650645384356831e-26
3.1919770213841425e-08,0.846201556175641,4.304686793913533e-08,1.2681443835377135e-09,8.394377352153247e-10,1.7532530453267905e-09,0.0,0.0,2.5959170081720885e-07,1.5431136590847775e-11,2.338574035205986e-10,6.4589828617606915e-09,1.8308243130346658e-12,1.429180053232788e-21,7.945986396232467e-15,5.034295922633558e-09,7.037821672904879e-10,3.301323070811067e-08,1.3416526139410646e-17,1.1428657937718547e-15,4.009933116264574e-18,1.8652978962158672e-17,6.610324178760318e-09,2.722340419368009e-18,1.322253939163595e-14,2.378702800628034e-21,1.8262315997594964e-24,3.930272103040209e-18,4.012771935457257e-21,2.411820151313268e-21,7.585592736263458e-15,1.3505905992281794e-24,2.612877604871916e-25,1.0601449941866399e-24,3.76,0.0,0.7308576879303839,0.9978380308825696,1.610875095561615e-10,6.83582543828444e-12,0.006722998120659251,0.006724218671240829,0.002161668432232643,4.2353764535775574e-12,3.289388754715302e-08,2.777120073545485e-07,5.556501419142972e-07,4.5186577931592284e-12,3.917400447745186e-12,4.3265423813571044e-09,3.958953965112492e-10,8.546072849782537e-14,2.8522989072818346e-10,6.420718380241303e-08,1.0689680280659211e-08,5.5328418858468966e-09,9.474875565342695e-10,8.609747602774736e-09,8.208249485633731e-11,3.482367448677369e-12,2.8856630715708208e-12,3.198184220049077e-11,6.696032595852767e-13,1.8423738547368158e-08,8.088104192685548e-16,3.1029132447645277e-20,1.1010441032466086e-14,1.0652294813742082e-15,3.064408650331564e-14,1.7907564498118515e-12,6.332779147506575e-21,2.0264683275214274e-10,4.981017036577872e-16,1.549953306036504e-13,2.0633648611831972e-17,6.5082400408004904e-21,3.868991476850917e-11,3.7183410052424026e-14,1.913327167621029e-18,9.975693694057056e-19,6.47162581894718e-13,4.648719567105727e-16,3.8440759014407024e-14,1.7264541944491364e-14,1.462638925293009e-14,9.283513257383934e-21,1.2006917903195767e-17,3.4280562391784265e-10,1.7063485813566423e-16,1.105921291465119e-15,2.9680116303774104e-15,3.1774128319401896e-15,1.4259745755106378e-26
3.264737778414249e-08,0.8462250124574641,4.52086928809508e-08,1.3486903324332833e-09,8.960668799405381e-10,1.883762568928044e-09,0.0,0.0,2.654709518897688e-07,1.6138297134993606e-11,2.4462431916685933e-10,6.759734951809686e-09,1.985642226851959e-12,1.5023518394144837e-21,8.160822342624257e-15,5.106623653723092e-09,7.414850649632548e-10,3.453270516058423e-08,1.5333873877639435e-17,1.2470346991853043e-15,4.285722344875622e-18,1.978476347434595e-17,6.641452378834256e-09,3.0612540790438062e-18,1.4073359327222312e-14,2.6663183345755706e-21,2.0295492019386874e-24,4.310608686049474e-18,4.565557409063213e-21,2.72803729007694e-21,8.3588969432369e-15,1.546091365113307e-24,2.9868689568361887e-25,1.2376335356647018e-24,3.76,0.0,0.7307051314112419,0.9978380231169752,1.7429403988805553e-10,7.379206574221085e-12,0.006875516179287425,0.006876792751058103,0.0021616684072981165,4.3322589403472164e-12,3.4407835753735904e-08,2.845135214428923e-07,5.812376771813063e-07,4.634717063985653e-12,4.173457287573346e-12,4.44696503117992e-09,4.139824114711603e-10,9.097114997434406e-14,2.9198792962517083e-10,6.716879565695298e-08,1.098449280446338e-08,5.741474284784596e-09,9.967208329811817e-10,9.087165650494028e-09,8.636097415739927e-11,3.719398669190663e-12,3.0880869176159463e-12,3.310885701198293e-11,7.436213836192279e-13,1.8836352095029798e-08,8.696724579670254e-16,3.330143634999942e-20,1.18571580863727e-14,1.1289930524325886e-15,3.4063158449624874e-14,1.8444662078993506e-12,6.7875551447862e-21,2.0566727048767083e-10,5.593468763395752e-16,1.5940610616811555e-13,2.3001738787288523e-17,7.243446682099469e-21,4.0133742032947156e-11,4.0084350644688545e-14,2.129610810297502e-18,1.0784117910612095e-18,6.66116842455405e-13,5.128408998865985e-16,4.097761942202851e-14,1.85940607092246e-14,1.583562660955653e-14,1.0060387089357168e-20,1.3253277094401936e-17,3.491647204957555e-10,1.8791213638399726e-16,1.2057540581296244e-15,3.0694933023765306e-15,3.231552727973582e-15,1.6029582533456968e-26
3.3374985354443555e-08,0.8462484639406576,4.7418540464240165e-08,1.432494782869409e-09,9.550091826556733e-10,2.0205062820219914e-09,0.0,0.0,2.71348580966799e-07,1.6861105689256435e-11,2.5555116477822205e-10,7.064843545840144e-09,2.1504147550671108e-12,1.5774993406905525e-21,8.375296911460163e-15,5.176147781183402e-09,7.802036265896464e-10,3.60861816398686e-08,1.7471518664481562e-17,1.358036178711546e-15,4.570954451030856e-18,2.094089839073048e-17,6.6708257155768595e-09,3.434271234920063e-18,1.49538406744644e-14,2.9811867805207587e-21,2.249511513927638e-24,4.715962514017827e-18,5.178323180911635e-21,3.076259364842266e-21,9.192437156580816e-15,1.7648884867503145e-24,3.4051796876849966e-25,1.4401510244566472e-24,3.76,0.0,0.7305526066940463,0.9978380153114039,1.8828873977900696e-10,7.951294445425471e-12,0.007028001719010347,0.00702933556331561,0.002161668382278894,4.429115397318121e-12,3.595570029409693e-08,2.9133832797426733e-07,6.073996661099504e-07,4.751166518150546e-12,4.4396820052225626e-12,4.5678310753906686e-09,4.3246560843999635e-10,9.672059691760967e-14,2.987456695866109e-10,7.01969483417724e-08,1.1279336731331014e-08,5.952367766655965e-09,1.0472539357302044e-09,9.579026006284575e-09,9.077821168930001e-11,3.966998858385499e-12,3.3005247780354952e-12,3.425587252851878e-11,8.240095974237347e-13,1.92486408133787e-08,9.33747227457452e-16,3.5690690272841835e-20,1.2746437311833119e-14,1.1950244900594482e-15,3.777963425911459e-14,1.898195847433281e-12,7.265320379244002e-21,2.0857130996010932e-10,6.266559476371484e-16,1.6383553772360308e-13,2.5582921839123264e-17,8.043896613779578e-21,4.1586776439815184e-11,4.313439102792647e-14,2.365426781213052e-18,1.1635777855486061e-18,6.851406552283455e-13,5.644524192992875e-16,4.361035877202455e-14,1.99902427342475e-14,1.7121078623053225e-14,1.0886731638946161e-20,1.4601633715578206e-17,3.5548522264239294e-10,2.0648228249385676e-16,1.3121606583792927e-15,3.1699785731683432e-15,3.2838073833869724e-15,1.79722123943637e-26
3.410259292474462e-08,0.8462719106262132,4.967596122177822e-08,1.5196131320068131e-09,1.0162951837755496e-09,2.16361431465324e-09,0.0,0.0,2.772245915129376e-07,1.759954978201689e-11,2.6663257671131254e-10,7.374139661125327e-09,2.325605034882578e-12,1.654647449316541e-21,8.589430130628291e-15,5.242945219854714e-09,8.199372186129863e-10,3.767364858391911e-08,1.9848792552326814e-17,1.4761489439770726e-15,4.865533110878835e-18,2.2120087616809065e-17,6.698541806084184e-09,3.844009253403897e-18,1.5864060263282427e-14,3.3252392322938977e-21,2.4869988122566635e-24,5.1471661755434156e-18,5.8558739040688295e-21,3.458781681435309e-21,1.0089407837431502e-14,2.0092080758528228e-24,3.8720741303793188e-25,1.6706079718168623e-24,3.76,0.0,0.7304001137720184,0.9978380074659763,2.0310139581685963e-10,8.552849642380452e-12,0.007180454746604279,0.0071818471145520995,0.00216166835717202,4.525945832787403e-12,3.753747208922562e-08,2.981865324807365e-07,6.341360102177113e-07,4.86800802734312e-12,4.716214482429812e-12,4.689140507877035e-09,4.513444908923766e-10,1.0271494283709737e-13,3.055031106319787e-10,7.329162541238974e-08,1.1574194239263963e-08,6.1654688719081844e-09,1.099087657368266e-09,1.0085416821863673e-08,9.533682180152975e-11,4.2254214099975525e-12,3.523299240786682e-12,3.542321558276314e-11,9.111648927039856e-13,1.9660604893849047e-08,1.0011429451931224e-15,3.820076426830805e-20,1.3679285954546018e-14,1.2633525280765047e-15,4.181229829898058e-14,1.9519401935948444e-12,7.766826142237717e-21,2.1136205428365416e-10,7.004877618932032e-16,1.6828359633475488e-13,2.8391176783389135e-17,8.913823257183644e-21,4.3048610789210096e-11,4.633727587332106e-14,2.6221342786399556e-18,1.2531808060445222e-18,7.042339384332184e-13,6.198863470625417e-16,4.633984106085875e-14,2.145464657289836e-14,1.848627564358262e-14,1.1764858276620606e-20,1.6058355922304816e-17,3.61768424604206e-10,2.2640897243799213e-16,1.4254201984918707e-15,3.26937639584212e-15,3.3342168965316714e-15,2.010034083047194e-26
3.4830200495045685e-08,0.8462953525151222,5.1980513458828636e-08,1.6101001850925757e-09,1.0799546342456444e-09,2.3132155946377407e-09,0.0,0.0,2.830989869543359e-07,1.8353616957626065e-11,2.7786335551845754e-10,7.687458918511158e-09,2.51169034074125e-12,1.7338225181564158e-21,8.80324506450057e-15,5.307093611376018e-09,8.606851430445588e-10,3.929509452578972e-08,2.2486210293168558e-17,1.6016561930598895e-15,5.169355674386054e-18,2.332103448160061e-17,6.7246926611630235e-09,4.293221647369601e-18,1.6804085172238825e-14,3.700504276019667e-21,2.7429127452202604e-24,5.605046902243639e-18,6.603265390128407e-21,3.877995619034415e-21,1.1053085552393804e-14,2.2814407887172364e-24,4.392143338286852e-25,1.9321862185510654e-24,3.76,0.0,0.7302476526383814,0.9978379995808021,2.187622144854793e-10,9.184632139231693e-12,0.007332875268841865,0.007334327411304939,0.002161668331980687,4.622750254910397e-12,3.915314206402125e-08,3.050582384804266e-07,6.614466110338399e-07,4.985243425705273e-12,5.003191865886177e-12,4.810893451867248e-09,4.70618562868726e-10,1.0896011835054693e-13,3.1226025277996037e-10,7.645281040509491e-08,1.1869049643050467e-08,6.380726410835515e-09,1.152222744524291e-09,1.0606424999274143e-08,1.0003946509153053e-10,4.494922742286162e-12,3.756739652793925e-12,3.661121382441951e-11,1.0054997102894177e-12,2.0072244527783044e-08,1.0719701203353995e-15,4.083561000442404e-20,1.4656705869127986e-14,1.3340057058739182e-15,4.618068140372875e-14,2.0056946770654316e-12,8.292839508227677e-21,2.1404264803257054e-10,7.813254242072608e-16,1.7275025971223783e-13,3.1441059660267633e-17,9.857633623483594e-21,4.4518874623701156e-11,4.969673955801764e-14,2.901162101132597e-18,1.347334003555568e-18,7.233966431152793e-13,6.793266248331958e-16,4.916690709034356e-14,2.298882135788094e-14,1.9934860207922706e-14,1.269715252745092e-20,1.7630104099437342e-17,3.6801559362751753e-10,2.477574300558781e-16,1.5458173397232422e-15,3.3676033330774717e-15,3.3828228866211288e-15,2.2427347451950984e-26
3.555780806534675e-08,0.8463187896083763,5.4331763595498474e-08,1.7040101667419506e-09,1.1460165166978263e-09,2.4694378711082073e-09,0.0,0.0,2.8897177068070923e-07,1.9123294776299724e-11,2.892384671536232e-10,8.004641590528963e-09,2.7091622616524422e-12,1.8150523250399038e-21,9.016767411498405e-15,5.368670956864774e-09,9.02446645076044e-10,4.0950508094358454e-08,2.5405510226902996e-17,1.7348455543190342e-15,5.4823139523202545e-18,2.4542446535627192e-17,6.749365018800021e-09,4.784801442435004e-18,1.777397352526439e-14,4.109111547859269e-21,3.018176325503391e-24,6.090426225167789e-18,7.425810768912998e-21,4.33638951702634e-21,1.2086828025686073e-14,2.584150681325563e-24,4.970324603193397e-25,2.228358406527808e-24,3.76,0.0,0.7300952232863611,0.9978379916559879,2.3530181194772316e-10,9.84740124841739e-12,0.007485263292492376,0.00748677646011011,0.0021616683067075025,4.719528671658128e-12,4.0802701147304336e-08,3.1195354753856995e-07,6.893313700993022e-07,5.102874510985568e-12,5.300748619599472e-12,4.933090139410611e-09,4.902873289747987e-10,1.154621115546272e-13,3.1901709604837e-10,7.968048683901395e-08,1.216388915448813e-08,6.5980913719553495e-09,1.2066599052315805e-09,1.1142136253470272e-08,1.0488884832169441e-10,4.775762390248593e-12,4.0011822227264995e-12,3.782019540691917e-11,1.1074421718041893e-12,2.048355990643099e-08,1.1463415935940177e-15,4.3599262112265157e-20,1.5679693504718373e-14,1.4070123747535623e-15,5.090507281842185e-14,2.059455266237976e-12,8.844143585859595e-21,2.1661626092298326e-10,8.69677045335804e-16,1.7723551121325853e-13,3.474771286704014e-17,1.0879911110927447e-20,4.5997231727053566e-11,5.321650578793777e-14,3.2040111260550296e-18,1.4461502140077862e-18,7.42628747810981e-13,7.429612769496261e-16,5.209237590495422e-14,2.459430671526119e-14,2.1470588723708126e-14,1.3686075201104354e-20,1.9323840033088023e-17,3.7422797061787043e-10,2.7059442681661667e-16,1.6736422841395355e-15,3.4645832743517987e-15,3.42966817982486e-15,2.4967312106465065e-26
3.701302320594889e-08,0.8463656494118863,5.9172665205950673e-08,1.9023129788186482e-09,1.285459788934139e-09,2.8022506614126234e-09,0.0,0.0,3.0071251637601774e-07,2.0709432662442757e-11,3.124023805003799e-10,8.649981611028803e-09,3.140304907185086e-12,1.9837941751176983e-21,9.443048239259812e-15,5.4844244958489895e-09,9.89007116821933e-10,4.436319310728979e-08,3.21830756229857e-17,2.025442947771513e-15,6.135181432709304e-18,2.7041542063315354e-17,6.794596639878332e-09,5.907352671092371e-18,1.980353252562112e-14,5.035399002222547e-21,3.6305514528369434e-24,7.14693674229546e-18,9.318938997301405e-21,5.381160185371801e-21,1.4378337931439812e-14,3.29218097015137e-24,6.32262897724733e-25,2.939955626688452e-24,3.76,0.0,0.7297904599000851,0.9978379756878525,2.711417965716142e-10,1.1268933022109014e-11,0.007789941871093489,0.007791580840014474,0.0021616682559154245,4.913007521437646e-12,4.420345037430232e-08,3.258153716731001e-07,7.468229692003355e-07,5.339330757964999e-12,5.9281249851218045e-12,5.1788161245748475e-09,5.308069648231347e-10,1.2926079302804475e-13,3.3252988601576936e-10,8.633524803224822e-08,1.275347363721768e-08,7.038957889131861e-09,1.3194431233687137e-09,1.2258005258928282e-08,1.1503889194488859e-10,5.3725108831278494e-12,4.5244535817662774e-12,4.030242217759401e-11,1.3359422782377351e-12,2.130521866241045e-08,1.3061806882444056e-15,4.952954666921397e-20,1.7866330689756075e-14,1.5601986838162823e-15,6.150690006215947e-14,2.1669809857124707e-12,1.002583795151462e-20,2.2145526773947446e-10,1.0710841727655113e-15,1.8626173567409785e-13,4.2194886416271556e-17,1.3179099525612244e-20,4.897703830809593e-11,6.075178533945101e-14,3.887552101318377e-18,1.6582213731009323e-18,7.813011847901532e-13,8.835860519899131e-16,5.824169698526444e-14,2.8025319716886002e-14,2.4819082481058165e-14,1.584403210760968e-20,2.3106685617831904e-17,3.8655318419501114e-10,3.210088610331023e-16,1.9527640100918797e-15,3.6545326054903656e-15,3.5182524268899327e-15,3.074610071392005e-26
