Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623)
8.257234882394828e-20,0.8451678029741896,3.408456268892434e-22,3.260014708808288e-23,4.4670596792389325e-35,7.29320771563066e-35,0.0,0.0,6.774547078974773e-19,1.3970692188507223e-34,3.0275123624626885e-44,3.512160944226307e-44,2.5756207533666807e-47,1.8204914648985744e-55,2.060702363616963e-37,2.2427723773763765e-31,2.9959888894136044e-34,1.7084254294760673e-31,2.3891992712773864e-71,1.3053279610713938e-51,2.191396140170234e-74,1.3518596546318831e-73,4.848296531557951e-20,1.2821005823482141e-64,6.665624549711884e-50,1.6934662029867354e-79,9.361800644004466e-83,1.2139515883394476e-65,4.799021484424031e-81,1.027209641332086e-80,4.947906306987112e-50,3.7991552946463267e-94,4.6973498004834503e-94,4.323548476887781e-95,3.76,0.0,0.7375816659007026,0.9999999999995615,5.0012890407865867e-45,1.4653554768751764e-47,1.747301783569672e-14,1.7473017835696732e-14,4.3849790517455757e-13,2.3497818344223284e-36,1.708425429475915e-31,6.777955535244257e-19,4.972398905936617e-30,3.92482739998108e-34,1.897336233721428e-46,1.702042195789445e-31,1.4556137916085259e-33,2.4069520767888175e-37,3.4136016816520646e-32,5.448598654563414e-31,1.1344033667327758e-21,6.997585636506687e-32,2.3998886227646862e-33,5.118374514622726e-40,6.328500417917921e-34,5.18446590241219e-38,7.578166655002675e-46,1.3753716463709387e-33,1.323549202838263e-40,4.8482965315801697e-20,4.0511043954304543e-60,3.481569491032923e-64,6.139806073179819e-47,1.6600138725698932e-49,1.3992416489248182e-50,5.251424848713888e-36,1.7927812841043763e-64,8.39706140973042e-43,8.875016656809375e-52,9.715247810313716e-46,4.174175480340109e-43,8.144786493853695e-54,3.536513498161323e-35,1.4748292261378305e-55,9.863306599366134e-65,1.6684724573022193e-70,6.46344341701146e-42,9.883306410662372e-70,1.1820956540810929e-48,6.075490802064793e-57,1.833972186453999e-49,1.0760623895467016e-65,9.045457119632954e-64,1.1344033664344895e-21,6.660576080396273e-63,3.776949414646496e-51,3.6126571350859355e-44,4.362095183793129e-48,7.376433212875828e-95
1.65216437308039e-19,0.8451678029741925,6.81987383806286e-22,6.522861750415065e-23,1.7879880221384088e-34,2.9191837518533e-34,0.0,0.0,1.3554979950368325e-18,5.591917742861382e-34,2.4238507473616785e-43,2.811864305326138e-43,2.062068752633573e-46,1.457500108653212e-54,8.248179799766366e-37,8.976934342928175e-31,1.1991763332729784e-33,6.838154003917217e-31,3.825853603788583e-70,1.0450560642751605e-50,7.023462979399643e-73,4.3327338510640086e-72,9.70080531027464e-20,2.0530313865502585e-63,5.336552625900274e-49,5.427588817808138e-78,3.0003370266239834e-81,1.9445829301992924e-64,1.538094122193062e-79,3.2922246152232224e-79,3.961333584900498e-49,2.435743551200578e-92,3.011593466553396e-92,2.771950376498016e-93,3.76,0.0,0.7375816659006851,0.9999999999991226,4.004072230464268e-44,1.1731753806092984e-46,3.496121639931268e-14,3.496121639931272e-14,8.773767814772541e-13,9.405252460960414e-36,6.838154003915995e-31,1.3561799824208756e-18,1.9902554069277612e-29,1.5709537994861153e-33,1.5190226486319272e-45,6.812604433049043e-31,5.8262486069470104e-33,9.634081005358197e-37,1.366330282881283e-31,2.1808594076194987e-30,2.2697923147436313e-21,2.8008578780471557e-31,9.605808781579062e-33,2.0525695281782157e-39,2.5330494219725862e-33,2.075137478403713e-37,6.068492265020893e-45,5.505070907321202e-33,5.297646093427144e-40,9.700805310363571e-20,6.488592974532361e-59,5.576377484762718e-63,2.4579668482576582e-46,1.329020457491334e-48,1.1205281402152911e-49,2.1019385007235915e-35,2.871470815904747e-63,6.722754899975242e-42,7.105409715604353e-51,7.78007765453652e-45,1.6707580139960003e-42,6.520781180467771e-53,1.4155270416662856e-34,1.1809377952038886e-54,1.579418367537247e-63,2.6721188099991916e-69,2.5873967527034764e-41,1.585328548123367e-68,4.7318434287038564e-48,4.87269876839053e-56,1.4682973596361596e-48,1.723107458287277e-64,1.4484564072864243e-62,2.269792313549708e-21,1.0669323779352657e-61,3.023856079063176e-50,1.446013290241918e-43,3.4923284875212556e-47,4.728438865066837e-93
3.3050461427622047e-19,0.8451678029741976,1.364270897731917e-21,1.304855583452107e-22,7.154281059550105e-34,1.1680537426872481e-33,0.0,0.0,2.7115845693142493e-18,2.2374954781595966e-33,1.9398172556965884e-42,2.2503460364022477e-42,1.6502841318965938e-45,1.1664430509391871e-53,3.300346295038501e-36,3.59194303695792e-30,4.798267334757965e-33,2.7361523130540072e-30,6.123897350373647e-69,8.363624655095623e-50,2.249268864535997e-71,1.3875610048854625e-70,1.940582286757282e-19,3.2861872496559294e-62,4.2708639896780284e-48,1.7381890639686522e-76,9.608381759114988e-80,3.1131421859083865e-63,4.925755981574482e-78,1.0543371628378871e-77,3.1702707987902436e-48,1.5602481681365202e-90,1.9291141690889323e-90,1.7756111875501603e-91,3.76,0.0,0.7375816659006501,0.9999999999982448,3.204474703641423e-43,9.388968568296458e-46,6.99376135265429e-14,6.993761352654307e-14,1.7551345337262292e-12,3.763327207681918e-35,2.736152313053029e-30,2.71294884021293e-18,7.96361405543059e-29,6.285861459659787e-33,1.2156797808959497e-44,2.725929155973087e-30,2.3312583479984275e-32,3.854887299354934e-36,5.467100858719052e-31,8.72627833144527e-30,4.540570212549791e-21,1.1207079798503213e-30,3.8435747273835175e-32,8.244048515913529e-39,1.0135497137546336e-32,8.303252958421457e-37,4.857178538801225e-44,2.2027454315271062e-32,2.119748498377497e-39,1.940582286792865e-19,1.0387212588122975e-57,8.926899657491032e-62,9.838624915558066e-46,1.0636202823365953e-47,8.968766625013605e-49,8.410491907986484e-35,4.596771274766102e-62,5.380247101427051e-41,5.686487251683538e-50,6.227215425185107e-44,6.685208321759056e-42,5.218606113074341e-52,5.663951979105879e-34,9.453935032358399e-54,2.5281013534541134e-62,4.2783756699105436e-68,1.0355637835320556e-40,2.5462394800734198e-67,1.8936579678687701e-47,3.913424311491174e-55,1.1750859242974993e-47,2.7580986051228554e-63,2.3184773404505638e-61,4.540570207772544e-21,1.7080846192020874e-60,2.420003875496527e-49,5.786008308515387e-43,2.794924179731434e-46,3.028609850503193e-91
6.610809682125834e-19,0.8451678029742085,2.7288379259493608e-21,2.6099944006302867e-22,2.86217828962366e-33,4.672975566899777e-33,0.0,0.0,5.423757717863908e-18,8.951438882184407e-33,1.5521485306176243e-41,1.8006187500485038e-41,1.3204790118293023e-44,9.333316642004273e-53,1.320353423628015e-35,1.4370111080189945e-29,1.9196193800346275e-32,1.0946390933047869e-29,9.800333586148699e-68,6.692170454556082e-49,7.200478671189027e-70,4.4419338115172997e-69,3.8815857981628375e-19,5.258969492848964e-61,3.417340087980554e-47,5.564382937196752e-75,3.075851165695244e-78,4.9824755734536766e-62,1.5768589379303797e-76,3.375199928257321e-76,2.5366983151689605e-47,9.989981808884557e-89,1.2351755297293266e-88,1.136891552584131e-89,3.76,0.0,0.7375816659005802,0.9999999999964894,2.564066634621909e-42,7.512601373539697e-45,1.3989040778099656e-13,1.3989040778099727e-13,3.5106500367985062e-12,1.5055768423171562e-34,1.0946390933040037e-29,5.426486555793654e-18,3.185964181577377e-28,2.514753894286281e-32,9.72728528975297e-44,1.0905491641819675e-29,9.326551425823868e-32,1.5422059349665834e-35,2.187196339382931e-30,3.491079553730162e-29,9.082126015299906e-21,4.48356168059662e-30,1.5376801696819271e-31,3.3230377226394065e-38,4.0548588389491673e-32,3.321841901192929e-36,3.8866969507023545e-43,8.812416067045027e-32,8.480374376033019e-39,3.8815857983051926e-19,1.6623912428983732e-56,1.428679704872417e-60,3.938935780087707e-45,8.51057826809966e-47,7.176830345947642e-48,3.3647444242633493e-34,7.3567689547714e-61,4.305015127172075e-40,4.5500537777923875e-49,4.983033966802126e-43,2.674518645472496e-41,4.175676771285284e-51,2.2659496085140445e-33,7.5691349687475835e-53,4.045787945582677e-61,6.850779969690778e-67,4.145074269215134e-40,4.1025981662616153e-66,7.578299312498514e-47,3.1533932385755785e-54,9.402479931915167e-47,4.413859333143567e-62,3.710321607907177e-60,9.082125996187812e-21,2.7337299027921427e-59,1.936370784641912e-48,2.3148373973804997e-42,2.236363990155991e-45,1.939081507556292e-89
1.3222336760853092e-18,0.84516780297423,5.457971983848978e-21,5.220272036414559e-22,1.144964499845218e-32,1.869342359962528e-32,0.0,0.0,1.0848104014942527e-17,3.5808669675286265e-32,1.2418367274541929e-40,1.4406318006443875e-40,1.056483903561483e-43,7.46736228273469e-52,5.281843536155507e-35,5.74851225157242e-29,7.679102467264687e-32,4.378912738029732e-29,1.568244278375995e-66,5.354244714308097e-48,2.304604196737003e-68,1.4216970525122537e-67,7.7635928207576255e-19,8.415207215543673e-60,2.734131659818564e-46,1.7809510831371093e-73,9.844594529683394e-77,7.973119579650366e-61,5.046936055701718e-75,1.080275383610115e-74,2.0295513445643978e-46,6.394994644905167e-87,7.906859702778718e-87,7.27770760303245e-88,3.76,0.0,0.7375816659004403,0.9999999999929783,2.0514480771401083e-41,6.010651774921643e-44,2.797959962898768e-13,2.7979599628987957e-13,7.0216810372403665e-12,6.0228047601061e-34,4.378912738023468e-29,1.0853561986941569e-17,1.274489391898024e-27,1.0059834254521202e-31,7.782567127712679e-43,4.3625516852715087e-29,3.730924204453774e-31,6.169325806299203e-35,8.749497398028685e-30,1.3965454738348928e-28,1.8165237649351323e-20,1.79357063486284e-29,6.151221272869762e-31,1.3492300876956135e-37,1.622075541761672e-31,1.3288449372244502e-35,3.109739252398224e-42,3.525253314985843e-31,3.392425897703136e-38,7.763592821327095e-19,2.6601758189649247e-55,2.2861881757133365e-59,1.5779788584892322e-44,6.809109085283569e-46,5.742191185344399e-47,1.3460073113551064e-33,1.1772378461426478e-59,3.4443391131423555e-39,3.640388649988306e-48,3.986931882447427e-42,1.0698945290308391e-40,3.340856993529042e-50,9.064536135141699e-33,6.063164522034224e-52,6.473921424262665e-60,1.0975119501903098e-65,1.6598806436530627e-39,6.65374914800988e-65,3.0335140985008936e-46,2.558252203072588e-53,7.522701048997707e-46,7.06289628210561e-61,5.937120947881883e-59,1.816523757289672e-20,4.374603558949718e-58,1.549243718377225e-47,9.260561717548036e-42,1.7892610684210058e-44,1.2412590034782899e-87
2.6445390918307605e-18,0.845167802974273,1.091624010550713e-20,1.0440827313694769e-21,4.580044407604184e-32,7.477673742200355e-32,0.0,0.0,2.169679660901698e-17,1.4324050720122443e-31,9.935165455721914e-40,1.1525601918781979e-39,8.452274039135104e-43,5.974173428347852e-51,2.1128233856983104e-34,2.2994984676277665e-28,3.07176598906949e-31,1.7516363733251965e-28,2.509417364412743e-65,4.283599129241608e-47,7.375455138217434e-67,4.5498757858278566e-66,1.5527606865081919e-18,1.3465016426989116e-58,2.187409174309022e-45,5.69960120486574e-72,3.1505696165430827e-75,1.2757918370060242e-59,1.615177554395115e-73,3.4572195236071804e-73,1.6237181589650446e-45,4.0932466501882446e-85,5.060945905375564e-85,4.658245478696427e-86,3.76,0.0,0.7375816659001605,0.9999999999859562,1.641236373575324e-40,4.808749714674812e-43,5.596071733075287e-13,5.596071733075401e-13,1.4043743015313315e-11,2.4092257356558638e-33,1.7516363733201855e-28,2.170771284918325e-17,5.098165013511657e-27,4.024097441698467e-31,6.226349276232196e-42,1.7450916820860555e-28,1.4924304153574555e-30,2.467830739565718e-34,3.4999413707813454e-29,5.586409208270106e-28,3.633146103165891e-20,7.174574475019937e-29,2.460588632370314e-30,5.556400977988046e-37,6.488566188774059e-31,5.315596313943614e-35,2.4879440845377964e-41,1.4101587053112141e-30,1.3570256314052505e-37,1.5527606867359886e-18,4.256561188054601e-54,3.658141609554907e-58,6.330383532871477e-44,5.447545867132248e-45,4.594043731809591e-46,5.384248349603834e-33,1.8837044080525808e-58,2.7556020989579637e-38,2.912449178884757e-47,3.1897473966475263e-41,4.279752274308541e-40,2.6728098966629714e-49,3.625962011374868e-32,4.862412982382632e-51,1.035880289620586e-58,1.7601907037457334e-64,6.653521250933417e-39,1.0931112339588723e-63,1.2150132254107148e-45,2.1031785263424586e-52,6.018447714619613e-45,1.1301211189112752e-59,9.499878675694347e-58,3.633146072582804e-20,6.999874309835055e-57,1.2394538161150076e-46,3.704742259122569e-41,1.4314768082463467e-43,7.944847600546708e-86
5.289149923321664e-18,0.8451678029743591,2.183277637225909e-20,2.0881937891101827e-21,1.8320550722269375e-31,2.9911303785227224e-31,0.0,0.0,4.339418179683472e-17,5.729736860082418e-31,7.948321022544303e-39,9.2207009974929e-39,6.761980380183036e-42,4.7794521855488415e-50,8.451465487097635e-34,9.198181005984424e-28,1.2287314031359978e-30,7.006688072972707e-28,4.0154851209472256e-64,3.426960659354231e-46,2.360261122827265e-65,1.4560314894666784e-64,3.1055634950269353e-18,2.15445742630897e-57,1.7499688873534033e-44,1.823961636009081e-70,1.008230183968343e-73,2.0413411174989557e-58,5.168821061796075e-72,1.1063643844590502e-71,1.2990053648809143e-44,2.619821902215085e-83,3.2391832216499735e-83,2.9814411728501035e-84,3.76,0.0,0.7375816658996008,0.9999999999719121,1.3130202643178316e-39,3.847091111448417e-42,1.1192295273423988e-12,1.119229527342444e-12,2.808786688021612e-11,9.637145408984196e-33,7.006688072932616e-28,4.3416014573450035e-17,2.039307495326612e-26,1.609671724108169e-30,4.981197653626529e-41,6.98050874475111e-28,5.969843167455066e-30,9.871523797403185e-34,1.4000050298534385e-28,2.2346091468246065e-27,7.266390825309305e-20,2.8698881781017626e-28,9.842554786124059e-30,2.3500170152096212e-36,2.59547928076542e-30,2.126282002436815e-34,1.9904163371992452e-40,5.6407495790440074e-30,5.428213399434826e-37,3.1055634959381405e-18,6.810721790941043e-53,5.853218982876177e-57,2.546774231971579e-43,4.358140130865797e-44,3.6753513061725134e-45,2.153743171924888e-32,3.0140261231242113e-57,2.204533998974377e-37,2.3300146487953323e-46,2.551878667680679e-40,1.711935750221352e-39,2.1382945425722014e-48,1.4504143260171892e-31,3.908664908128457e-50,1.6574507590069342e-57,2.8294403272834834e-63,2.672445672408694e-38,1.8400878732171863e-62,4.872617997662376e-45,1.772952269921055e-51,4.814872954823211e-44,1.8082399699003253e-58,1.5200194112022116e-56,7.266390702974472e-20,1.120020581210565e-55,9.915865932941942e-46,1.4822205315124403e-40,1.1452086277054869e-42,5.084955283868037e-84
1.0578371586303469e-17,0.8451678029745312,4.366584899950566e-20,4.1764159137302505e-21,7.328295122958248e-31,1.196464343917286e-30,0.0,0.0,8.678895217114554e-17,2.2919180586124667e-30,6.358732279819359e-38,7.376649306025614e-38,5.409648797047848e-41,3.823607124556607e-49,3.380620583022958e-33,3.679309828337016e-27,4.914975681048998e-30,2.802703762103295e-27,6.425865647464893e-63,2.7416010873754246e-45,7.553020358682856e-64,4.6594147466388856e-63,6.211169110679962e-18,3.4471757394551856e-56,1.3999917424115628e-43,5.836820088414648e-69,3.2264132765636833e-72,3.266205169742698e-57,1.654063233663006e-70,3.540452694654866e-70,1.0392166328491386e-43,1.6767321294326325e-81,2.0731341841312599e-81,1.9081748794009715e-82,3.76,0.0,0.7375816658984815,0.9999999999438238,1.0504286776118087e-38,3.077709456530098e-41,2.238474235410403e-12,2.2384742354105837e-12,5.6176114245049374e-11,3.854934496928788e-32,2.8027037620712228e-27,8.683261802111732e-17,8.157312961884355e-26,6.438752382815489e-30,3.985005416362918e-40,2.792231899773627e-27,2.3879615977722105e-29,3.948649688325183e-33,5.600077072761501e-28,8.938527516109767e-27,1.4532880452323728e-19,1.1479669489159125e-27,3.9370619714411664e-29,1.0419465291254513e-35,1.0382022734275491e-29,8.505216268876847e-34,1.5923574894422677e-39,2.2563227810796377e-29,2.1713077964931414e-36,6.21116911432482e-18,1.089733391672049e-51,9.365304231257417e-56,1.030375616135935e-42,3.486553471845914e-43,2.9403275799562377e-44,8.615060436379224e-32,4.822521001382081e-56,1.7636481194350748e-36,1.8640338426515154e-45,2.0415352213779356e-39,6.847812748428176e-39,1.7106493294990397e-47,5.801716423354816e-31,3.1567968940420535e-49,2.65195506712051e-56,4.56896606882336e-62,1.0777756520853355e-37,3.235591080827372e-61,1.9590405495328498e-44,1.5629715831992064e-50,3.851944325544415e-43,2.893220919110546e-57,2.4320621461693845e-55,1.4532879962979418e-19,1.7920654862478248e-54,7.932786960553651e-45,5.931290285572318e-40,9.161777731188832e-42,3.254452302652066e-82
2.1156814912267083e-17,0.8451678029748753,8.733199462896942e-20,8.352860199525015e-21,2.9313331880728873e-30,4.785881889364636e-30,0.0,0.0,1.7357849291446866e-16,9.167718863538698e-30,5.087016004913983e-37,5.901356003267552e-37,4.327744886953792e-40,3.0589038475949736e-48,1.352255110090116e-32,1.471731415369115e-26,1.9660003285999607e-29,1.1210872248303829e-26,1.0284674463378718e-61,2.1932939212612228e-44,2.416996074524563e-62,1.4910309538347537e-61,1.242238033644818e-17,5.515516327803618e-55,1.1200000680164005e-42,1.8678053163084478e-67,1.0324645412633465e-70,5.22597589874416e-56,5.293067335927183e-69,1.1329587563524162e-68,8.313782518039052e-43,1.0731233391783135e-79,1.3268241073403666e-79,1.2212487654014561e-80,3.76,0.0,0.737581665896243,0.9999999998876472,8.40347928278663e-38,2.462182241870567e-40,4.476963651539471e-12,4.476963651540192e-12,1.1235260751482649e-10,1.5420113372432167e-31,1.1210872248047249e-26,1.7366582491298665e-16,3.2629417809394994e-25,2.5755140432148564e-29,3.1880232502395976e-39,1.1168984389805535e-26,9.551895287836745e-29,1.579467910181258e-32,2.2400422116319633e-27,3.5754291930621997e-26,2.9065860437262946e-19,4.591891150738059e-27,1.5748328042556214e-28,4.983252746544296e-35,4.152830215856695e-29,3.4021052031662524e-33,1.2738957458796205e-38,9.025337005030153e-29,8.68527815368639e-36,1.2422380351027686e-17,1.7435877304250436e-50,1.4984609633624248e-54,4.2147684030847886e-42,2.7892593112274353e-42,2.3522806877436185e-43,3.446041791351952e-31,7.716096796025012e-55,1.4109268509908385e-35,1.49123592529818e-44,1.6332410706469117e-38,2.7391391016833103e-38,1.3685170140515802e-46,2.3206984539126703e-30,2.573177355317352e-48,4.243155239980298e-55,7.444165771962843e-61,4.381416963149786e-37,6.109506319740834e-60,7.915997840654075e-44,1.4817347531139926e-49,3.081573921745714e-42,4.629183118158043e-56,3.891324398383827e-54,2.906585847987575e-19,2.867330830783584e-53,6.346267336509326e-44,2.3744064688107167e-39,7.329465642914689e-41,2.082875389961576e-80
4.2313701564194303e-17,0.8451678029755635,1.746642873877796e-19,1.6705748917333078e-20,1.172536440624217e-29,1.914357761352398e-29,0.0,0.0,3.471575743799204e-16,3.6670968710318416e-29,4.069624870224341e-36,4.7211012740407724e-36,3.462206332495668e-39,2.447130333090488e-47,5.409034187861263e-32,5.886940620077139e-26,7.864021766283922e-29,4.484360446371782e-26,1.6468302685620424e-60,1.7546404012781992e-43,8.960525887401575e-61,5.527696789003557e-60,2.4844802765833265e-17,8.8248544275786e-54,8.960027577068472e-42,6.924512248208773e-66,3.762410446123679e-69,8.361599944376315e-55,1.9619510127331224e-67,4.2000910850525006e-67,6.65104594241783e-42,9.074891953735978e-78,1.1192388183259257e-77,1.0327546827341874e-78,3.76,0.0,0.7375816658917658,0.9999999997752941,6.722803366139294e-37,1.969751743535208e-39,8.953942483769836e-12,8.953942483772723e-12,2.247055882148234e-10,6.168298600087581e-31,4.484360446166518e-26,3.4733223868286444e-16,1.3051800316173887e-24,1.0302082295125422e-28,2.550426166497915e-38,4.4676051034591673e-26,3.8207680824669374e-28,6.317887718004347e-32,8.960191546090123e-27,1.4301753151767034e-25,5.813182333078284e-19,1.8367611310165383e-26,6.299347282378022e-28,2.645664169469646e-34,1.6611363106291619e-28,1.360846655367372e-32,1.0191204766551177e-37,3.610143963441391e-28,3.474122330300116e-35,2.4844802824151425e-17,2.789751746215165e-49,2.39754729870567e-53,1.7605078476724014e-41,2.2314140413505689e-41,1.8818320151416997e-42,1.3784202934976905e-30,1.2345804884111387e-53,1.1287448026364127e-34,1.1929922833960147e-43,1.3065979796392626e-37,1.0956584833351177e-37,1.0947999473205947e-45,9.282818070132706e-30,2.13490798478513e-47,6.789070250791023e-54,1.2338779919217933e-59,1.8088053262355804e-36,1.2759339224600817e-58,3.2302554862390102e-43,1.555552523134793e-48,2.465266644366003e-41,7.406716942520351e-55,6.226139309013054e-53,5.813181550121417e-19,4.587750195494609e-52,5.077029107900233e-43,9.512676365710377e-39,5.863589855743747e-40,1.5410668912563776e-78
8.462747486804876e-17,0.8451678029769402,3.4932887890493197e-19,3.341152693782348e-20,4.690153194177691e-29,7.657441879486426e-29,0.0,0.0,6.943157372260465e-16,1.4668406133603585e-28,3.255704712831923e-35,3.7768905646142613e-35,2.769769368251566e-38,1.9577071617796787e-46,2.1636164196143857e-31,2.354779232153322e-25,3.1456130684779158e-28,1.793746573598688e-25,2.6386511427749514e-59,1.4037144966657084e-42,2.8796367412977667e-59,1.7764313115035815e-58,4.968964753599803e-17,1.4119790325822236e-52,7.168033413247318e-41,2.2253249775352367e-64,1.2085596781520476e-67,1.3378591972788581e-53,6.305077127096906e-66,1.3497789005193524e-65,5.320844958457795e-41,5.830016934728015e-76,7.190569106659852e-76,6.634764719152505e-77,3.76,0.0,0.7375816658828115,0.9999999995505878,5.37825066102722e-36,1.575803901824611e-38,1.7907900148119496e-11,1.7907900148131044e-11,4.494115262565906e-10,2.4675126295357338e-30,1.7937465734344772e-25,6.946650661671768e-16,5.220726764936532e-24,4.120838096133501e-28,2.040343958799916e-37,1.787044302389161e-25,1.5283093768241984e-27,2.527158308694134e-31,3.584081105919053e-26,5.720708541579121e-25,1.162637608123885e-18,7.347053863087489e-26,2.5197421531951456e-27,1.580154074194274e-33,6.644553689881286e-28,5.443402449439461e-32,8.152978984377933e-37,1.4440594058777327e-27,1.3896524860977882e-34,4.968964776927099e-17,4.463611686344081e-48,3.836083254026155e-52,7.638811158416193e-41,1.7851338361863114e-40,1.5054686227488967e-41,5.513688756624827e-30,1.9753326079676123e-52,9.029971382975886e-34,9.543952482619547e-43,1.0452803780587563e-36,4.382639956215752e-37,8.758141987758406e-45,3.713132467185137e-29,1.830105090334006e-46,1.0862530408895118e-52,2.1111927205617328e-58,7.685103734608553e-36,2.99641040282182e-57,1.3432009509788133e-42,1.8367026640328338e-47,1.972216514158733e-40,1.18507670238362e-53,9.961840071446537e-52,1.1626372949407413e-18,7.340417082332939e-51,4.0616295920728266e-42,3.8170964698013993e-38,4.690878754240976e-39,9.925260623477006e-77
1.6925502147575767e-16,0.8451678029796932,6.986580859373765e-19,6.682308531830248e-20,1.8760636447151604e-28,3.062979576893384e-28,0.0,0.0,1.3886320625791893e-15,5.86736618191695e-28,2.604565681131533e-34,3.0215210007277227e-34,2.215817428424731e-37,1.5661668768222495e-45,8.654471127133645e-31,9.419122836053544e-25,1.2582463170509422e-27,7.174991769596189e-25,4.2337076185923064e-58,1.122972579481697e-41,9.216075626056527e-58,5.6853439351583e-57,9.937933672190596e-17,2.259168503206113e-51,5.73443213267821e-40,7.12199823140912e-63,3.86785549231271e-66,2.1405776844250522e-52,2.0178964045943786e-64,4.3198740382786955e-64,4.25667962188336e-40,3.731437740096241e-74,4.602253712465915e-74,4.246508035989474e-75,3.76,0.0,0.7375816658649028,0.9999999991011753,4.3026037034923085e-35,1.26064432742231e-37,3.5815815476374517e-11,3.581581547642071e-11,8.988233089072376e-10,9.871577210784215e-30,7.174991768282502e-25,1.3893307209140288e-15,2.0882920336498755e-23,1.648336236970094e-27,1.6322763758000372e-36,7.148181663534758e-25,6.113242997924036e-27,1.0108639726028549e-30,1.4336332979171136e-25,2.2882848767753747e-24,2.325276825538624e-18,2.938823411094951e-25,1.0078975310626124e-26,1.0495719389338408e-32,2.6578231644521992e-27,2.17736948917895e-31,6.522388698046089e-36,5.7762411702214595e-27,5.558627774036389e-34,9.937933765499838e-17,7.141785141203623e-47,6.137738532027784e-51,3.5329441008990155e-40,1.4281080560386616e-39,1.204376141896303e-40,2.20547736214746e-29,3.1605346760818564e-51,7.2239817703187e-33,7.635167740757595e-42,8.362250123382862e-36,1.753057457098386e-36,7.006085891744511e-44,1.4852543452852996e-28,1.6595671701317803e-45,1.7380064705589564e-51,3.816262700366629e-57,3.4339422382143147e-35,7.849984054896148e-56,5.78187895791119e-42,2.4169779871231107e-46,1.577774804191459e-39,1.896124558037114e-52,1.5938960927036215e-50,2.3252755728052624e-18,1.1744680992197622e-49,3.24930653238604e-41,1.5364564336283091e-37,3.752705644164805e-38,6.353632253035134e-75
3.385101146911755e-16,0.8451678029851993,1.3973165959949158e-18,1.336462114372622e-19,7.504266358607555e-28,1.2251929224031664e-27,0.0,0.0,2.7772647119290367e-15,2.346947217324648e-27,2.0836532839773946e-33,2.417227789605467e-33,1.7726550569414426e-36,1.252933943256791e-44,3.461789508375609e-30,3.767650267263398e-24,5.0329891856554174e-27,2.8699983509579343e-24,6.811891028102424e-57,8.983786354710299e-41,2.949158304821087e-56,1.819318753846736e-55,1.9875871367603538e-16,3.614671859548541e-50,4.5875492452789926e-39,2.2790513323785594e-61,1.2377197832251473e-64,3.424927962541698e-51,6.457305401170672e-63,1.3823671656358554e-62,3.405345756841924e-39,2.388125279830614e-72,2.9454481500407693e-72,2.7177714930669563e-73,3.76,0.0,0.7375816658290855,0.9999999982023507,3.4420842125370883e-34,1.0085162693842658e-36,7.16316461311074e-11,7.163164613129216e-11,1.7976465004771374e-09,3.949848472859006e-29,2.8699983499069843e-24,2.7786620295206397e-15,8.353170789799802e-23,6.593346648109923e-27,1.305821581773809e-35,2.859273501781457e-24,2.44529925965503e-26,4.043457227273097e-30,5.73453456718707e-25,9.153142459137407e-24,4.650557131498556e-18,1.1755297360537943e-24,4.0315916377031974e-26,7.538369305030774e-32,1.0631296027015653e-26,8.709537725989783e-31,5.217912269988788e-35,2.3104971019958078e-26,2.223463252897999e-33,1.9875871740840623e-16,1.14268592335729e-45,9.82038355876132e-50,1.795113552037321e-39,1.1424867530211934e-38,9.635014741031374e-40,8.821915911344897e-29,5.056855699191728e-50,5.779186448518809e-32,6.108136604034463e-41,6.689801532698419e-35,7.012234937909847e-36,5.604178283640436e-43,5.941022582638543e-28,1.6404255532641482e-44,2.7808121634801383e-50,7.508748425750178e-56,1.6614964193452703e-34,2.233829856087229e-54,2.640481125384322e-41,3.449767243750953e-45,1.2622209819343063e-38,3.033801531302043e-51,2.5502360760920097e-49,4.650552120563596e-18,1.879150129930118e-48,2.5994469076797153e-40,6.222762724664339e-37,3.0021654002992354e-37,4.066359643532695e-73
