Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833)
6.111458170288337e-19,0.6088269718309378,3.547122386461903e-24,4.9911110626612115e-27,8.535407215266277e-37,1.2339660610740261e-36,0.0,0.0,2.927666952670937e-20,2.7348351700234298e-36,1.5688944584533292e-45,1.8252997877461504e-45,5.9685258258861785e-50,1.136367268678317e-65,3.063889220226355e-44,1.2474631218060752e-33,2.968345163996476e-48,2.9365253622257244e-33,4.964246888628312e-82,1.884358980663331e-69,2.453410067861462e-78,1.3822850956091945e-77,2.6904527557284505e-23,1.0836066259933274e-68,2.239755954093642e-55,4.670434125361717e-87,5.164244504186842e-99,1.2837277704988949e-80,2.8507420646797317e-100,4.056180372743484e-96,5.448375154333934e-54,1.5408650458841714e-99,8.141347863315197e-98,3.9889846316900735e-110,3.76,0.0,0.5820444188751264,0.999999999999578,2.5972959469857068e-46,1.3121030994237843e-61,3.1279804825884557e-16,3.1279804825884557e-16,4.219633376506364e-13,1.567599250514152e-37,2.9365253622249307e-33,2.928021664909253e-20,1.8710126180258257e-34,4.660859713129519e-34,7.988555291266949e-53,2.4840130912476794e-33,9.456384482648104e-37,2.4304250790407913e-40,1.126115532051359e-36,4.128271846161146e-35,1.1928727804408928e-34,4.731285209986037e-34,5.467341499451483e-38,1.0642014193519998e-42,5.9195756244759526e-37,6.8412898900093906e-43,1.600469245386047e-48,2.7379634263849204e-37,2.1381572289182247e-49,2.690452755853191e-23,1.4079117571205496e-61,7.895297104312201e-66,7.910210503441422e-52,3.195832966068395e-54,7.218772091993558e-56,2.14593316541928e-47,6.737610061261461e-66,4.131314237884023e-62,4.91345432173149e-58,1.0767447672090293e-49,3.0917028241030823e-58,6.657453826019043e-69,8.98056631851525e-49,5.085296562399878e-60,6.944216614837159e-69,2.223309586361526e-73,1.9533503043531222e-44,3.178329551904523e-75,2.826140634102254e-53,2.3664220602079788e-61,6.3509969623052316e-55,2.1512822379499347e-70
1.2228226034903597e-18,0.6088269718309378,7.097326547437514e-24,9.986558454776732e-27,3.416387282693573e-36,4.9390800563467194e-36,0.0,0.0,5.857877490876853e-20,1.094646786623554e-35,1.2560695217070508e-44,1.461349690549904e-44,4.7784498694387165e-49,9.09784774823155e-65,1.2263541606038356e-43,4.993103469724142e-33,2.376481012130882e-47,1.1753754262876349e-32,1.590520226473583e-80,3.018483061806049e-68,7.86322220253598e-77,4.4302479215668845e-76,5.383243002741271e-23,1.735182438548235e-67,1.7931666350779046e-54,1.4968978955625487e-85,3.3103809500990174e-97,4.114295748168586e-79,1.826790643983846e-98,2.6005241879831697e-94,4.362012971545264e-53,9.878892325437207e-98,5.219632901580747e-96,5.1162692398893355e-108,3.76,0.0,0.582044418875126,0.9999999999991557,2.079416024652173e-45,2.1010745040549973e-60,6.258678585057524e-16,6.258678585057524e-16,8.44293280221665e-13,6.2744826128026796e-37,1.1753754262869994e-32,5.858587223530279e-20,7.48892647170789e-34,1.8655585402504826e-33,6.395701616620427e-52,9.942525889819051e-33,3.785018203925006e-36,9.72803418786263e-40,4.507396869369749e-36,1.6523845971630315e-34,4.7745998379361675e-34,1.8937470925070463e-33,2.188361430215651e-37,4.26831220298985e-42,2.3693729357135716e-36,2.7382991433232462e-42,1.281406074190567e-47,1.0958989044104168e-36,8.558372110405088e-49,5.38324300324056e-23,2.2546016212109561e-60,1.264337026658763e-64,3.166834017644064e-51,2.558609573805806e-53,5.7808723573035216e-55,1.71805138118824e-46,1.0789473468528202e-64,6.61579978536569e-61,3.933751047959613e-57,8.622690908090109e-49,2.4752424167230928e-57,1.066099114601113e-67,7.1899136235574e-48,4.07286043972525e-59,1.111979445709809e-67,3.5614878112314867e-72,7.988272665880381e-44,5.098895014154427e-74,1.1314723799364534e-52,1.8982024002651335e-60,5.084701627827001e-54,3.444885255769566e-69
2.446176176413412e-18,0.6088269718309379,1.4197734869594253e-23,1.9977453249801119e-26,1.366999922346443e-35,1.97627537045895e-35,0.0,0.0,1.1718298567283704e-19,4.380012989960629e-35,1.0052373624523363e-43,1.1695238863470233e-43,3.824212203465109e-48,7.281043219162871e-64,4.907014042190855e-43,1.9978917695594202e-32,1.90190707079193e-46,4.703032708958788e-32,5.0928049883193454e-79,4.8323816930376154e-67,2.5182023347975104e-75,1.418789953048495e-74,1.0768823496017456e-22,2.7774219373381144e-66,1.4350782948877215e-53,4.793925659365954e-84,2.1203298802402644e-95,1.3175941819748634e-77,1.1698876992772949e-96,1.665798931774144e-92,3.490936086405023e-52,6.328050541218305e-96,3.343502459775921e-94,6.555468945352667e-106,3.76,0.0,0.5820444188751254,0.999999999998311,1.6641647965988144e-44,3.3630875248587944e-59,1.2520074789995655e-15,1.2520074789995655e-15,1.6889531625624735e-12,2.5106105977727736e-36,4.703032708953703e-32,1.1719718340765383e-19,2.9965460665292995e-33,7.464664162749415e-33,5.118505077573201e-51,3.97830542980664e-32,1.5145003077810612e-35,3.892480811195513e-39,1.8035458628911866e-35,6.611690719310067e-34,1.910461855594777e-33,7.577455089863929e-33,8.756296194583754e-37,1.71486963924067e-41,9.480577993970221e-36,1.095676573962911e-41,1.0255373121314188e-46,4.3850230920280546e-36,3.424600465239636e-48,1.0768823498015258e-22,3.608917640985115e-59,2.023811282226618e-63,1.267696970393104e-50,2.0476652690324174e-52,4.6270409061748513e-54,1.3749632676316221e-45,1.727059924037598e-63,1.0589839593266803e-59,3.1481963856140923e-56,6.901647529656455e-48,1.9809463218870464e-56,1.7064817319114245e-66,5.754116060309221e-47,3.26197688679748e-58,1.77989130584891e-66,5.704847875631222e-71,3.3322185180470522e-43,8.191730289372953e-73,4.529600962454247e-52,1.5249424126192278e-59,4.0693236247499338e-53,5.514084523296744e-68
4.892883322259516e-18,0.608826971830938,2.839855151472979e-23,3.995924288302328e-26,5.468889860026031e-35,7.906388378681063e-35,0.0,0.0,2.343914072007749e-19,1.7522904053001525e-34,8.043426205306732e-43,9.3579680049162e-43,3.0599508159286274e-47,5.825940818633361e-63,1.9631251420477637e-42,7.992868025824965e-32,1.5218146228020632e-45,1.8815193318164705e-31,1.630200222836767e-77,7.734058480277485e-66,8.061402744342624e-74,4.5419055738844734e-73,2.153998447957199e-22,4.444779361790418e-65,1.1482806854855368e-52,1.5347207947184184e-82,1.3575508971833292e-93,4.217933329693975e-76,7.489656635420666e-95,1.066579853088817e-90,2.7932792713764674e-51,4.0517322641091413e-94,2.140782013120158e-92,8.395255255530665e-104,3.76,0.0,0.5820444188751241,0.9999999999966217,1.331584681931065e-43,5.382034967393558e-58,2.5042867199871886e-15,2.504286719987189e-15,3.3782729160390954e-12,1.0044079310426717e-35,1.881519331812402e-31,2.344198057520784e-19,1.1988135499734701e-32,2.9863517342137597e-32,4.0955817419236653e-50,1.591581223541772e-31,6.058987452575935e-35,1.5572457883414582e-38,7.215357846201182e-35,2.645106815207057e-33,7.643091440358419e-33,3.0314754502026597e-32,3.5030886543650734e-36,6.916514592188957e-41,3.792848535710182e-35,4.3834216511201877e-41,8.20594866742611e-46,1.7542947723341966e-35,1.370172673698493e-47,2.153998448756451e-22,5.7755125800323996e-58,3.2387958590477264e-62,5.076020986939067e-50,1.6384433212608732e-51,3.7025701657215947e-53,1.1001795237300194e-44,2.7638913556552298e-62,1.6947392195893403e-58,2.5190354295888563e-55,5.522716267040214e-47,1.585058083494577e-55,2.730941657976599e-65,4.6041670995542466e-46,2.613998997826531e-57,2.8484055933564233e-65,9.142890144162252e-70,1.4418172284343974e-42,1.3206023518456865e-71,1.8139257330328943e-51,1.2294731296604493e-58,3.256084006992262e-52,8.824350298677284e-67
9.786297613951724e-18,0.6088269718309381,5.680018480828915e-23,7.992282232216114e-26,2.1877340110691935e-34,3.1628127633376317e-34,0.0,0.0,4.688082502558537e-19,7.0097320804455395e-34,6.435351950190065e-42,7.487085243663383e-42,2.4481931081754407e-46,4.661195197422486e-62,7.853139661681633e-42,3.1974074175345894e-31,1.217567297041913e-44,7.526689898162692e-31,5.2174450610662324e-76,1.2376292079630029e-64,2.5801538253430203e-72,1.453694277695126e-71,4.308230643468969e-22,7.112370504586702e-64,9.187117907471309e-52,4.9124769689079e-81,8.690053384878542e-92,1.349999835195105e-74,4.794141842401073e-93,6.827610747836862e-89,2.2348356090763104e-50,2.593678376699862e-92,1.3704015079758932e-90,1.0748650805105523e-101,3.76,0.0,0.5820444188751216,0.9999999999932431,1.065368894011893e-42,8.61213199899914e-57,5.008845201962424e-15,5.008845201962425e-15,6.7569123781723595e-12,4.017960396264777e-35,7.526689898130143e-31,4.688650504398173e-19,4.795644474409898e-32,1.1946379140563388e-31,3.276776498697843e-49,6.3668430338644335e-31,2.423792262216999e-34,6.229490121602315e-38,2.8863780317942977e-34,1.058128837734863e-32,3.0574853974154225e-32,1.2126888699685882e-31,1.4013495056328688e-35,2.8115701487968826e-40,1.5172628906759425e-34,1.753512877967201e-40,6.565419067550206e-45,7.017750200855212e-35,5.482012754824458e-47,4.308230646666238e-22,9.241815729188581e-57,5.182631680513441e-61,2.0341000371551697e-49,1.310879105620794e-50,2.9624311606518832e-52,8.802271916238118e-44,4.422702576099805e-61,2.711874683501344e-57,2.0154196925442244e-54,4.418732348205325e-46,1.2681669000667596e-54,4.3699385160145553e-64,3.683683417398235e-45,2.097673364593765e-56,4.557912627512366e-64,1.4672600621851197e-68,6.637511804083702e-42,2.1440900440623786e-70,7.27061782979729e-51,9.985333189358707e-58,2.6051173454519035e-51,1.4120413076804593e-65
1.957312619733614e-17,0.6088269718309388,1.1360345140856098e-22,1.5984998189121102e-25,8.751292353089107e-34,1.2651766008742537e-33,0.0,0.0,9.376419363628238e-19,2.8040069280809194e-33,5.148525965026119e-41,5.989952543033548e-41,1.958647488622288e-45,3.729133181071767e-61,3.141383686030677e-41,1.279015009633367e-30,9.741000795980823e-44,3.0107985024552046e-30,1.6697111255300585e-74,1.9803506252585016e-63,8.257300233241966e-71,4.652276921631234e-70,8.616695029695973e-22,1.138037174690844e-62,7.350043525421789e-51,1.5724083255014542e-79,5.5621870673714355e-90,4.3204174146797155e-73,3.0684962200234223e-91,4.370150836420446e-87,1.7879533820375428e-49,1.6601365128096642e-90,8.77153309060031e-89,1.3760016794306798e-99,3.76,0.0,0.5820444188751166,0.9999999999864858,8.523355764392377e-42,1.3780112082660743e-55,1.001796216591285e-14,1.0017962165912852e-14,1.3514191123158978e-11,1.6072509072063635e-34,3.0107985024291642e-30,9.377555398108539e-19,1.9183358474464076e-31,4.77874610088775e-31,2.621545647635797e-48,2.5468408448238006e-30,9.695563808084171e-34,2.4918974494246754e-37,1.1545981911803788e-33,4.2326875805612893e-32,1.2230439249580569e-31,4.850952866742409e-31,5.605626122099999e-35,1.1604665947534684e-39,6.069298524075443e-34,7.014349047494746e-40,5.252599310347733e-44,2.807214306554442e-34,2.1935951596425796e-46,8.616695042485563e-22,1.4787701665340948e-55,8.292657324768092e-60,8.16494353090988e-49,1.0487530552454187e-49,2.370094958473706e-51,7.04215183920113e-43,7.076705156784728e-60,4.339233012401668e-56,1.6124122976624554e-53,3.5352095763829704e-45,1.0145817119546577e-53,6.992167440419747e-63,2.9470866362876056e-44,1.6882598021629196e-55,7.293031224551932e-63,2.361332417121223e-67,3.3509598775275324e-41,3.5296398268033993e-69,2.9198254741660163e-50,8.226439840811092e-57,2.0841940498479255e-50,2.259382425151022e-64
3.914678336410498e-17,0.60882697183094,2.2720998466171686e-22,3.197043037924077e-25,3.500588333878817e-33,5.060809487073922e-33,0.0,0.0,1.8753093085640156e-18,1.1216255908122049e-32,4.118918532489485e-40,4.792075771943417e-40,1.5669552166323e-44,2.983377350678117e-60,1.256579037625973e-40,5.1161641202303064e-30,7.792985609177858e-43,1.2043439297753235e-29,5.343281531028922e-73,3.1686761186281494e-62,2.642465355618435e-69,1.4888014530225314e-68,1.723362378296383e-21,1.82090582264955e-61,5.880174842041876e-50,5.033628799994825e-78,3.559976656014164e-88,1.3826004644628207e-71,1.9639183102500444e-89,2.7970501289045865e-85,1.430396685972505e-48,1.0625457451760636e-88,5.614089571277313e-87,1.7613937808061945e-97,3.76,0.0,0.5820444188751066,0.9999999999729713,6.818846455665231e-41,2.204874005602836e-54,2.0036196093813528e-14,2.003619609381354e-14,2.7028747896012605e-11,6.429145224178565e-34,1.2043439297544902e-29,1.8755365185351618e-18,7.67349950792973e-31,1.9115373275778034e-30,2.097286298856674e-47,1.0187570642730962e-29,3.878304622718499e-33,9.967792631086287e-37,4.618486708336659e-33,1.6931094789105171e-31,4.892275233312343e-31,1.9404206248253957e-30,2.2422960725046477e-34,4.9283088211239475e-39,2.4277688026196923e-33,2.8058063994796732e-39,4.202185055009092e-43,1.1229085681442552e-33,8.780165898675377e-46,1.7233623834123227e-21,2.3660959776792136e-54,1.3268608919544324e-58,3.2886141735231343e-48,8.390223348595621e-49,1.8961359958961281e-50,5.6338551938901237e-42,1.1323032720279421e-58,6.942959506680193e-55,1.2899604563819704e-52,2.828257063495574e-44,8.116846724706165e-53,1.1187425539381527e-61,2.357725271144192e-43,1.3667065903254705e-54,1.1669146960647802e-61,3.8217391608947046e-66,1.897100241443201e-40,5.964123438764157e-68,1.177122194696645e-49,6.96178760629965e-56,1.667395489816629e-49,3.6151053259722364e-63
7.829409769764265e-17,0.6088269718309423,4.54423051378478e-22,6.394129586471902e-25,1.4002497158972184e-32,2.0243444842606813e-32,0.0,0.0,3.750644052915403e-18,4.4865480027591896e-32,3.295173924154385e-39,3.833706105549752e-39,1.2535791020518222e-43,2.386730194730935e-59,5.026367265282248e-40,2.0464864603006023e-29,6.234462476640326e-42,4.817424934876093e-29,1.7098830331635757e-71,5.0699738846202556e-61,8.456095964389319e-68,4.7642811747595487e-67,3.4467481212754925e-21,2.913486476246697e-60,4.704196424179881e-49,1.6118732634271856e-76,2.2784416736131794e-86,4.424428628446892e-70,1.2569363488492e-87,1.79016123086861e-83,1.144330975536701e-47,6.800479847600431e-87,3.593116108635603e-85,2.254655541500654e-95,3.76,0.0,0.5820444188750866,0.9999999999459421,5.455141894913812e-40,3.5278432672105716e-53,4.007266394961417e-14,4.0072663949614223e-14,5.405785857324173e-11,2.5716928854722414e-33,4.8174249347094234e-29,3.751098475912719e-18,3.0694310270785965e-30,7.646227066232058e-30,1.6778489515667386e-46,4.075069707900432e-29,1.5513377861143556e-32,3.987157642040952e-36,1.8474134602386178e-32,6.772506810814565e-31,1.9569299999776843e-30,7.761761456677434e-30,8.969275561670507e-34,2.2004243128876136e-38,9.711173996024066e-33,1.1223417338621343e-38,3.361790257357387e-42,4.491679963015102e-33,3.516587527024255e-45,3.44674814173946e-21,3.785804499797742e-53,2.1230059650742725e-57,1.3335155124206203e-47,6.712257951903664e-48,1.5169328332179124e-49,4.507137639196268e-41,1.811709475302869e-57,1.1108884133097655e-53,1.0319806125435946e-51,2.262641285146592e-43,6.493555002530608e-52,1.7899030974336386e-60,1.8862026015352344e-42,1.1190852575330865e-53,1.8670873304044952e-60,6.254098049124409e-65,1.2042035602365381e-39,1.0555711216743104e-66,4.7818842681164084e-49,6.178270641167851e-55,1.3339327791934834e-48,5.784244484192487e-62
1.56588726364718e-16,0.6088269718309468,9.088491856537978e-22,1.2788303125663244e-24,5.601028457929194e-32,8.097419896347714e-32,0.0,0.0,7.501313541414189e-18,1.7946283290019361e-31,2.6361547682182074e-38,3.066983067568764e-38,1.0028693143852442e-42,1.909395467906912e-58,2.0105571194307482e-39,8.185987431275155e-29,4.987599576193647e-41,1.9269799433506778e-28,5.471678360631102e-70,8.11203188674475e-60,3.1349489506293416e-66,1.766273503599942e-65,6.893519576535865e-21,4.661608361959345e-59,3.7633806255021853e-48,5.985925427316176e-75,1.6855126191231532e-84,1.628122147265722e-68,8.044591700111145e-86,1.5138686846696825e-81,9.154702862737034e-47,5.750904169242883e-85,3.038559858519118e-83,5.05203680541119e-93,3.76,0.0,0.5820444188750465,0.9999999998918839,4.364139395227289e-39,5.6445851132791e-52,8.01455996612126e-14,8.014559966121284e-14,1.0811606845378993e-10,1.0286892945676753e-32,1.9269799432173423e-28,7.50222239038359e-18,1.2277786556405385e-29,3.0585063623727067e-29,1.342287126165234e-45,1.6300361715602101e-28,6.205383954567758e-32,1.5948711928280876e-35,7.389691299038847e-32,2.7090165043714623e-30,7.827759811629674e-30,3.104720374549371e-29,3.587728497888182e-33,1.063439718437507e-37,3.8844893545561865e-32,4.489451826668946e-38,2.6894490434633964e-41,1.7966811225234615e-32,1.410230539745041e-44,6.893519658392152e-21,6.057327838690859e-52,3.396832251442583e-56,5.478542042571532e-47,5.3698376058436635e-47,1.2135559204285909e-48,3.605731496106755e-40,2.8987541754468365e-56,1.7774332377562725e-52,8.255893890006944e-51,1.810127078523631e-42,5.194875707511142e-51,2.8635158995771074e-59,1.5089710342964878e-41,9.36404977166805e-53,2.987358962065649e-59,1.0452183764903421e-63,8.379702786549598e-39,2.0130841522976205e-65,1.9714432515313238e-48,5.916690752942115e-54,1.0671532377735081e-47,9.254855800921104e-61
3.1317798369886866e-16,0.608826971830956,1.8177014575716266e-21,2.5576651972429696e-24,2.2404179656701254e-31,3.238976814625978e-31,0.0,0.0,1.5002652517595814e-17,7.178531571489394e-31,2.1089300493935717e-37,2.4535937078260305e-37,8.022979625426766e-42,1.5275208773833626e-57,8.04224882693754e-39,3.2744032629195276e-28,3.990091497290335e-40,7.70794072185965e-28,1.750945472077561e-68,1.2979309939362541e-58,1.0074785909397443e-64,5.676273403512025e-64,1.3787062364265227e-20,7.45859824872778e-58,3.010715280159746e-47,1.929521682090222e-73,1.0855506680559774e-82,5.231247851338577e-67,5.148671851100403e-84,9.725629036538538e-80,7.323785195312703e-46,3.694585593496882e-83,1.9520788445963273e-81,6.48830713425013e-91,3.76,0.0,0.5820444188749664,0.9999999997837675,3.4913218470880364e-38,9.031364886322833e-51,1.6029147108439816e-13,1.6029147108439904e-13,2.1623244231926552e-10,4.114822908573566e-32,7.7079407207929675e-28,1.5004470218188378e-17,4.9111271122078836e-29,1.2234056398331682e-28,1.0738328866933357e-44,6.520161248690058e-28,2.4821608925956374e-31,6.379501187806405e-35,2.9558839345365023e-31,1.083609358523697e-29,3.131111885602377e-29,1.2418913084688155e-28,1.4350950688540956e-32,5.719897546442844e-37,1.553799692220235e-31,1.7958349433043565e-37,2.1515658932186566e-40,7.186742758282443e-32,5.669643631550532e-44,1.3787062691691202e-20,9.6917567021375e-51,5.434949373943788e-55,2.3069856713408345e-46,4.29588183828151e-46,9.708486605882274e-48,2.88459373637104e-39,4.638020685576537e-55,2.843902161847309e-51,6.604734707260748e-50,1.4481069574946984e-41,4.1559142981248113e-50,4.580527135234109e-58,1.2071804073333802e-40,8.149367331767031e-52,4.7797903018102504e-58,1.814935412794008e-62,6.202188076590321e-38,4.2582589595898224e-64,8.355255878504907e-48,6.291843121070625e-53,8.537261310979701e-47,1.4807833320664554e-59
6.2635649836717e-16,0.6088269718309743,3.635406014876045e-21,5.1153356739505784e-24,8.961690336631517e-31,1.2955928684356418e-30,0.0,0.0,3.000533046669527e-17,2.871416279411753e-30,1.687146506631026e-36,1.9628778365663104e-36,6.418395311358154e-41,1.2220184682429938e-56,3.216903538649147e-38,1.3097629411526673e-27,3.192077929723696e-39,3.083181286129134e-27,5.6030387583627766e-67,2.0766942985757033e-57,3.224368796049287e-63,1.8166538613274987e-62,2.7574147448558447e-20,1.193377987616528e-56,2.4085787524601958e-46,6.212602476200653e-72,6.949133055947024e-81,1.6742165046553801e-65,3.29529550192698e-82,6.224788016593574e-78,5.859038728989698e-45,2.3646824319226634e-81,1.2494082265439117e-79,8.305277254547752e-89,3.76,0.0,0.5820444188748061,0.9999999995675349,2.7930615766848426e-37,1.4450206770608599e-49,3.205832139307238e-13,3.2058321393072743e-13,4.3246500646788947e-10,1.645975469044948e-31,3.0831812852757873e-27,3.000896586925011e-17,1.9644533428148667e-28,4.8936286507172525e-28,8.590675833184974e-44,2.6080678004593498e-27,9.928664181787492e-31,2.5518038739726156e-34,1.1823549954303617e-30,4.334442953729962e-29,1.2524463453040251e-28,4.967571553311297e-28,5.740387735195806e-32,3.4608656941341453e-36,6.2152066629625e-31,7.183746073560251e-37,1.7212552553887105e-39,2.874700751765229e-31,2.290826161313171e-43,2.757414875826398e-20,1.5506835328105186e-49,8.695931953898716e-54,1.0152473004950087e-45,3.436708981414522e-45,7.766805984741635e-47,2.3076783817882752e-38,7.420840437894244e-54,4.550249236858786e-50,5.2837956028461696e-49,1.1584871630571233e-40,3.3247386111650822e-49,7.32529482268758e-57,9.65745755678635e-40,7.572473551989655e-51,7.647679095198745e-57,3.3601601954406945e-61,4.7611199584948215e-37,1.013263546163977e-62,3.717714293301676e-47,7.527048004140095e-52,6.8298349739550664e-46,2.369262402615992e-58
9.395350130354713e-16,0.6088269718309925,5.453110585649226e-21,7.673006858013485e-24,1.904360948421536e-30,2.7531366023287057e-30,0.0,0.0,4.500800841253096e-17,6.1017618751913224e-30,4.824186321609435e-36,5.612605883887133e-36,1.8352660076102606e-40,3.4942103126355035e-56,6.83592245485125e-38,2.783247247555159e-27,9.127351303213651e-39,6.551764500501886e-27,2.621227490723023e-66,7.917401185649256e-57,1.4254659327090085e-62,8.031271692994474e-62,4.136123204168617e-20,4.3924257613920005e-56,6.887037509462645e-46,2.7505786076484165e-71,3.719216744565497e-80,7.421775340543729e-65,1.837698810298671e-81,3.0890520079411045e-77,1.675319873026073e-44,1.1734746028102532e-80,6.200193311536095e-79,4.285219175084727e-88,3.76,0.0,0.5820444188746458,0.9999999993513026,7.98641341558062e-37,5.318637559704339e-49,4.808749567770039e-13,4.808749567770116e-13,6.48697387034342e-10,3.4977740122854417e-31,6.551764498061845e-27,4.5013461515764006e-17,4.174464914689378e-28,1.0398964579003503e-27,2.456397306204059e-43,5.5421461261426395e-27,2.109843275407148e-30,5.422585520235298e-34,2.512505184758426e-30,9.210694733288355e-29,2.6614494769163648e-28,1.0556093502833017e-27,1.2198328735075715e-31,9.077045072472231e-36,1.3207319084813246e-30,1.5266049453472584e-36,4.955063817938597e-39,6.1087413720254565e-31,4.906755160163376e-43,4.1361234824811446e-20,5.7357125075198634e-49,3.216475980237283e-53,2.2931916046050735e-45,9.826840879971625e-45,2.305772047662631e-46,6.598537533058342e-38,2.744840855937416e-53,1.6829579747807407e-49,1.510835880571044e-48,3.4392593114019046e-40,9.506836482340258e-49,2.705980123323563e-56,2.7614303175659136e-39,2.338213563753119e-50,2.8148608425702133e-56,1.31751846910344e-60,1.346648904787068e-36,4.317005952595666e-62,8.451865748945268e-47,2.561853873694045e-51,1.955365127145288e-45,8.728458322182297e-58
1.5658920423720739e-15,0.6088269718310291,9.08851978107065e-21,1.2788352055566957e-23,5.265007204845814e-30,7.611620857356878e-30,0.0,0.0,7.501336429114721e-17,1.686958295882671e-29,2.2170176660847482e-35,2.5793461461977384e-35,8.434221582883373e-40,1.605809819579351e-55,1.8899320894429038e-37,7.694862471835044e-27,4.19459333522438e-38,1.8113720584770147e-26,3.828456052231559e-65,6.510769431290308e-56,2.2988240948995676e-61,1.2951891912876805e-60,6.893539926327978e-20,3.379572633629294e-55,3.165034825733341e-45,4.4931927844094955e-70,1.0125661388743642e-78,1.1913091050424414e-63,4.777457043824901e-80,9.76996684328442e-76,7.699155693189264e-44,3.7114524348355287e-79,1.960989274154901e-77,2.8887080811986106e-86,3.76,0.0,0.5820444188743251,0.9999999989188385,3.6702603532824474e-36,4.0922060764030565e-48,8.014584424693825e-13,8.014584424694039e-13,1.081161413839808e-09,9.670824674031321e-31,1.811372057355662e-26,7.502245279060049e-17,1.1541171819558647e-27,2.875008741645119e-27,1.128869420764285e-42,1.532240929730956e-26,5.8331072959819025e-30,1.4991861185876913e-33,6.946339483229395e-30,2.5464871072365357e-28,7.358127631713658e-28,2.918450423550954e-27,3.3724804911603934e-31,3.7376369986324233e-35,3.6514365685889414e-30,4.221031033730936e-36,2.2851818828078383e-38,1.6888879153512142e-30,1.3827454864721819e-42,6.893540695780506e-20,4.4336839197510797e-48,2.4863232669076155e-52,7.308060271427822e-45,4.516049280350523e-44,1.0800731569886663e-45,3.0324480548520758e-37,2.1217493488788636e-52,1.3008461164291506e-48,6.943243349687235e-48,1.6110204993328074e-39,4.369033186250318e-48,2.096170230197934e-55,1.2690513143123062e-38,1.3147259683972666e-49,2.1657838646025864e-55,1.2355061825214496e-59,6.110638075503827e-36,4.935169575652749e-61,2.730078723179031e-46,1.7460848992140406e-50,8.992079478089518e-45,6.721614873549553e-57
2.1296133687750163e-15,0.6088269718310619,1.2360388100467855e-20,1.7392165018858824e-23,9.375427857690481e-30,1.3554049420860225e-29,0.0,0.0,1.0201818457135652e-16,3.0039732947988205e-29,4.990485075871436e-35,5.806082939667706e-35,1.8985393665253358e-39,3.614662135302841e-55,3.365409428411706e-37,1.3702271607887479e-26,9.44198874378989e-38,3.2255189513608025e-26,1.3707197099052888e-64,1.8988945126851993e-55,8.525201213067405e-61,4.803215891631278e-60,9.375214817574631e-20,9.307479336514785e-55,7.124471359886593e-45,1.6765722626643555e-69,4.281594127835573e-78,4.411101226734797e-63,2.0438774972079452e-79,4.48012384392718e-75,1.7330730747941524e-43,1.7019307285341424e-78,8.992347710993779e-77,1.6519739961012923e-85,3.76,0.0,0.5820444188740366,0.9999999985296215,8.261720188765217e-36,1.1270097389470773e-47,1.0899835795923763e-12,1.0899835795924145e-12,1.4703784448080575e-09,1.7221525913775374e-30,3.225518948836649e-26,1.0203054492325922e-16,2.055141020774238e-27,5.119539250472167e-27,2.5410740725214678e-42,2.7284674517813164e-26,1.0387048886660223e-29,2.6696068639340452e-33,1.2369373121017131e-29,4.534539651899117e-28,1.3102646894951986e-27,5.196896190753245e-27,6.005389518890563e-31,8.105301095959797e-35,6.502127497219152e-30,7.516897506921125e-36,5.167924509977477e-38,3.0074093678009326e-30,2.4959081987864293e-42,9.37521618774175e-20,1.225342176113199e-47,6.87147885812577e-52,1.4156227790467993e-44,1.016557843107967e-43,2.4923794027013956e-45,6.826023332533225e-37,5.863899632004203e-52,3.595010135441286e-48,1.5629173165512722e-47,3.717591269351645e-39,9.834769233934105e-48,5.810873276207324e-55,2.8566221430344743e-38,3.259448257295313e-49,5.964664709384349e-55,3.6820671200859835e-59,1.3699551646237304e-35,1.5624614064205947e-60,5.325884174071403e-46,4.640888543360931e-50,2.0258812292040474e-44,1.8523790673595797e-56
