Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833)
3.836936925797552e-08,0.6088292099488676,6.208713494589885e-13,4.532801997391826e-14,5.753749439999807e-14,4.6500524081384935e-14,0.0,0.0,1.83749544783851e-09,8.074591794828549e-15,6.727355736797823e-14,7.826330905334593e-14,9.236394576551261e-18,2.1093958189620294e-34,2.352802227243351e-23,1.113709827751627e-12,3.019675332446458e-16,1.2890966023185812e-11,1.0534498852378636e-29,8.800730111221373e-27,9.041675889313603e-26,3.8007802838299616e-25,3.958407477557806e-13,4.761976903690851e-26,9.475466575980833e-22,6.66996845050692e-29,5.02938006640334e-36,2.033360092934575e-27,4.372378495077464e-33,1.1673911051370399e-32,8.10042486587e-22,3.618631123471316e-35,3.519053628460927e-34,2.0032476498538482e-35,3.76,0.0,0.5820247790683692,0.9997453080501851,1.504019828720746e-14,3.973012333984306e-19,1.963795303226088e-05,1.9637967455596234e-05,0.0002546900988476174,2.677236036812372e-16,1.2856948866411747e-11,1.8310557132107599e-09,5.528720251059548e-13,3.9885292394562435e-13,8.381974924321162e-21,5.075461854114405e-12,5.892961047336624e-15,4.855005891219846e-18,4.1830460457387634e-16,1.2487109582652192e-13,3.249752233099135e-13,1.4369397820857236e-12,4.679144102609653e-16,1.8228543617128327e-13,1.6035653838176371e-15,7.118673489834253e-18,1.3323065203130406e-16,6.993631919396245e-16,1.1460932392731334e-19,1.6889481763758705e-12,2.8586128034755404e-19,3.64894749255447e-24,7.582496386578193e-22,2.799910173794615e-23,1.0526561381781443e-21,1.2277990156963604e-15,5.34964514743525e-25,5.5679335075013505e-21,5.388779440785058e-26,3.076261413932649e-20,5.964247799980637e-23,1.1669426158685812e-27,8.25443063620937e-17,4.927626919006386e-21,5.172329359395502e-26,2.0276413513486825e-24,1.5999570320798128e-14,3.8037137575718788e-25,1.9490473605437774e-21,1.1632021959496489e-21,4.4240405565231e-22,3.720648329412207e-27
4.3108279366648803e-08,0.6088294863682993,7.765838559491232e-13,5.908558899784134e-14,7.461292135144316e-14,6.109196231469968e-14,0.0,0.0,2.0644295549347237e-09,1.0191581223599135e-14,8.755367490202703e-14,1.0185550702667752e-13,1.3044069598159623e-17,2.5736644803808874e-34,2.695123446704522e-23,1.2635609495836986e-12,4.2509866630901147e-16,1.6273414718212713e-11,1.5845963417583146e-29,1.3771144762346867e-26,1.3647344490429543e-25,5.523665472644615e-25,4.0047616622252973e-13,7.578929799532553e-26,1.4524281277644687e-21,1.1297180649843937e-28,8.684120929243035e-36,3.386537028667604e-27,9.749211801640661e-33,2.1213245832139249e-32,1.1481463829200023e-21,6.916104726054875e-35,6.391071932231669e-34,4.479409353724485e-35,3.76,0.0,0.5820223534481834,0.9997453078198133,2.026547687112827e-14,6.292797090082269e-19,2.206334229970364e-05,2.2063360502224676e-05,0.0002546900987890053,3.0103895752918603e-16,1.622914445502116e-11,2.056541235974304e-09,6.978725857707556e-13,4.58302113957115e-13,1.1843151864223732e-20,6.153756682249122e-12,7.440310439730978e-15,6.7730470016359845e-18,4.73700301204219e-16,1.576750401920586e-13,4.0629541676716565e-13,1.8158837160073175e-12,6.353488863636714e-16,2.5127646758342946e-13,2.003243716576527e-15,9.954837207806791e-18,1.8726438565003895e-16,8.696118137796788e-16,1.856863941707793e-19,1.8975198059134844e-12,4.416894374187355e-19,5.335047341220953e-24,1.1517473254948003e-21,3.8407307514128344e-23,1.7425485840145474e-21,1.6317445382656847e-15,7.656906003113626e-25,7.930918733025899e-21,7.678208724998006e-26,3.561351652658567e-20,1.0430162604885137e-22,2.0406495462648107e-27,1.1483505722747598e-16,7.668967278072283e-21,8.603581918046694e-26,3.2880608053235653e-24,2.0410587386384463e-14,6.671814978152191e-25,2.972657110392953e-21,1.809517306844196e-21,6.945139587972e-22,6.484502310009488e-27
4.784718947532209e-08,0.6088297627865831,9.525787431053398e-13,7.474229275195143e-14,9.374614729250614e-14,7.78089045190066e-14,0.0,0.0,2.2913624307583126e-09,1.2554578747140398e-14,1.1034006255794863e-13,1.2836289198186476e-13,1.7761378452011783e-17,3.0791444912824777e-34,3.059597327240167e-23,1.4076579906051796e-12,5.770287101646661e-16,2.004939169198273e-11,2.2688332763987483e-29,2.0530770423535708e-26,1.9566762090969697e-25,7.626436003207595e-25,4.0417651542848953e-13,1.1492611161915571e-25,2.12327131638983e-21,1.7943347703220117e-28,1.4052255682019741e-35,5.32935678032499e-27,1.994580740792005e-32,3.603429093872558e-32,1.5691181559874025e-21,1.2275665141263305e-34,1.0843720596121468e-33,9.189750647915804e-35,3.76,0.0,0.5820199278380943,0.9997453075890603,2.642260459385477e-14,9.494213633937533e-19,2.4488721037708486e-05,2.448874345776683e-05,0.00025469009871241456,3.3435413626639336e-16,1.999360193483853e-11,2.2819222410831016e-09,8.597399185383613e-13,5.178067715722678e-13,1.613433677267502e-20,7.289375016952029e-12,9.16822931643646e-15,9.138192834337216e-18,5.291019798125893e-16,1.9430140622171621e-13,4.957988366868926e-13,2.2388358296652823e-12,8.3704282713326485e-16,3.341952068305516e-13,2.4425904711731332e-15,1.342310489983438e-17,2.5382102117711326e-16,1.055936886427968e-15,2.85743717046086e-19,2.106085638665516e-12,6.503994448840111e-19,7.490350525595422e-24,1.677641211066299e-21,5.109013869574545e-23,2.7308275992613435e-21,2.0959085884743553e-15,1.055379391546758e-24,1.0879580869942069e-20,1.055559860854008e-25,4.06533663492332e-20,1.7140664334763152e-22,3.353456616388048e-27,1.540619921835716e-16,1.1374393016840474e-20,1.360230625142518e-25,5.044821160527673e-24,2.521018258976835e-14,1.1015348009931935e-24,4.32153723482371e-21,2.68262911712745e-21,1.044130737716448e-21,1.0719671963556912e-26
5.2586099583995376e-08,0.6088300392037193,1.1492795971325848e-12,9.230309172271906e-14,1.1485590970493272e-13,9.667652628476772e-14,0.0,0.0,2.5182943071184683e-09,1.5163533673381593e-14,1.3553320520708313e-13,1.5766958203335106e-13,2.3479646002231717e-17,3.638256475441202e-34,3.456287130856298e-23,1.5459324913517401e-12,7.604659835811036e-16,2.421884438739534e-11,3.1239514772503454e-29,2.94319330973591e-26,2.6929434593765297e-25,1.0110180632865718e-24,4.0727613161346717e-13,1.6755641649397804e-25,2.9870939406293317e-21,2.7074194414030056e-28,2.1589416445845768e-35,8.012887199679595e-27,3.8087287711958654e-32,5.79930326114725e-32,2.0817015401493078e-21,2.053471927418524e-34,1.7420785735994315e-33,1.7595854512118053e-34,3.76,0.0,0.582017502238102,0.9997453073579006,3.355311631004483e-14,1.377098922551056e-18,2.6914089246553666e-05,2.691411632226469e-05,0.0002546900986435702,3.6766914025485357e-16,2.4150319253237996e-11,2.5072063705217068e-09,1.0384739611650836e-12,5.773304784680299e-13,2.1340021705566644e-20,8.474406784097194e-12,1.1076837591492676e-14,1.1997122408888058e-17,5.84504007821841e-16,2.347502518387072e-13,5.932493391326583e-13,2.70553205559263e-12,1.0757834165059073e-15,4.3180220832713094e-13,2.9203519850789794e-15,1.757322803959924e-17,3.3404683655085454e-16,1.257850054797858e-15,4.217542420332539e-19,2.3146456747680905e-12,9.211303782776657e-19,1.0176377852659969e-23,2.3614137545827756e-21,6.627053233676736e-23,4.094561003328214e-21,2.619519877896082e-15,1.4107855181753553e-24,1.447625447827144e-20,1.409789813490395e-25,4.588202862330092e-20,2.678868017303315e-22,5.240911996985654e-27,2.0069878029003296e-16,1.6225592120752557e-20,2.063403304722933e-25,7.403675782412465e-24,3.0349756175702356e-14,1.7317911587132318e-24,6.04349931625246e-21,3.82505549366607e-21,1.5143185094876298e-21,1.6961420021435273e-26
5.732500969266866e-08,0.6088303156197077,1.3670348225890137e-12,1.1177444893909194e-13,1.3786514619827487e-13,1.1772210248948033e-13,0.0,0.0,2.7452254005717152e-09,1.8018395563811407e-14,1.6303458651796174e-13,1.89660853770868e-13,3.0288537815177843e-17,4.267150378068364e-34,3.8952880229483294e-23,1.6784268400772366e-12,9.780385950100849e-16,2.878172075140523e-11,4.167141872197291e-29,4.0847539693751545e-26,3.5850612118954166e-25,1.2968539947393601e-24,4.099958471094449e-13,2.3645633532772985e-25,4.0712340748360696e-21,3.9178227825941816e-28,3.179479406793959e-35,1.1604734468272661e-26,6.871637555147153e-32,8.930108612378784e-32,2.6944278020128175e-21,3.2723144207825084e-34,2.676135036455361e-33,3.18310178526744e-34,3.76,0.0,0.582015076648206,0.9997453071263401,4.169639300156669e-14,1.93339585311953e-18,2.9339446926510643e-05,2.933947909576027e-05,0.00025469009857643815,4.0098396930296594e-16,2.8699294358109662e-11,2.732400284842943e-09,1.23407465141027e-12,6.368468248611741e-13,2.7543434155227025e-20,9.702031095263314e-12,1.3166255149536523e-14,1.539649748906636e-17,6.399038408871522e-16,2.790216362891383e-13,6.984178718336228e-13,3.215667767076476e-12,1.3542815571692226e-15,5.447749460235239e-13,3.4353178004132215e-15,2.245168743260816e-17,4.290488467017765e-16,1.4749192711906611e-15,6.014225221143566e-19,2.5231999143573363e-12,1.263231372267466e-18,1.3454685008055916e-23,3.2304338261807623e-21,8.417175415234805e-23,5.9199679374986555e-21,3.2015640843734334e-15,1.8385939735553395e-24,1.8782133390455687e-20,1.8386147272524325e-25,5.1299564161542166e-20,4.0169736916425536e-22,7.858633278503487e-27,2.551760777447535e-16,2.2413219413260868e-20,3.0243476079615036e-25,1.0476666811511003e-23,3.57857953252686e-14,2.614824749308199e-24,8.185496664667026e-21,5.281345616073751e-21,2.130677501680058e-21,2.586495932191948e-26
6.206391980134195e-08,0.6088305920345486,1.6061278760461924e-12,1.3316447383127129e-13,1.6270119242261179e-13,1.40975124166758e-13,0.0,0.0,2.972155914025857e-09,2.1119114219379877e-14,1.927472984367082e-13,2.2422385142504166e-13,3.827608271875637e-17,4.985336500479621e-34,4.386616885114799e-23,1.8052689332884293e-12,1.2322966624461308e-15,3.373796954334927e-11,5.414889775148099e-29,5.516929067435276e-26,4.643213056650959e-25,1.6189293134351865e-24,4.1246670272048174e-13,3.24645832194951e-25,5.403180787538294e-21,5.4761768717435625e-28,4.520796679447528e-35,1.6288792177581342e-26,1.1817031039332726e-31,1.3254824799297896e-31,3.415599446617946e-21,5.0078493669852475e-34,3.960193398141774e-33,5.488281442157303e-34,3.76,0.0,0.582012651068406,0.9997453068943836,5.0889914017691513e-14,2.6410594392363108e-18,3.176479407784424e-05,3.176483177829557e-05,0.00025469009850649383,4.3429862337637125e-16,3.364052519783698e-11,2.9575097792987596e-09,1.4465419270362417e-12,6.963427752044681e-13,3.4826555033090404e-20,1.0966380986268476e-11,1.5436601846066667e-14,1.9382962097134575e-17,6.953030657858896e-16,3.271156187438881e-13,8.110822180863542e-13,3.7689037134930775e-12,1.6751739807948125e-15,6.737178432997942e-13,3.986319282544607e-15,2.8101831493264106e-17,5.398961035329358e-16,1.7067629968415059e-15,8.331799799766731e-19,2.7317483575693814e-12,1.6861974192244724e-18,1.73866268987649e-23,4.313895298495754e-21,1.0501736654770692e-22,8.302495393438696e-21,3.8408526734219425e-15,2.3454047197484043e-24,2.3857201280742683e-20,2.3505880635541346e-25,5.690617657017825e-20,5.8182081006214e-22,1.1382330912249579e-26,3.17884212381499e-16,3.0136012277202685e-20,4.305922104827468e-25,1.438148383166004e-23,4.1479592084491226e-14,3.8163494097558755e-24,1.0793323249224986e-20,7.097866899715942e-21,2.92135650643776e-21,3.821665182941635e-26
6.680282991001524e-08,0.6088308684482416,1.8667888974488968e-12,1.5648312038528476e-13,1.8929605814770745e-13,1.6646747178904304e-13,0.0,0.0,3.199086038543061e-09,2.446563966456237e-14,2.2457679864298176e-13,2.612484682060303e-13,4.752870116948998e-17,5.815466267478886e-34,4.940075511492222e-23,1.9266409579004288e-12,1.5257149443803223e-15,3.9087540718420326e-11,6.882874398807744e-29,7.280560770956454e-26,5.876343841359649e-25,1.9756067982225678e-24,4.1475914345701585e-13,4.353809896020008e-25,7.010390766325457e-21,7.434323479651703e-28,6.240530538362386e-35,2.226486953199512e-26,1.951269141407981e-31,1.9073223805788065e-31,4.253277489924846e-21,7.406425126499179e-34,5.677849111693808e-33,9.085908977337542e-34,3.76,0.0,0.5820102254987024,0.9997453066620263,6.116955947063029e-14,3.524444805437313e-18,3.4190130700812955e-05,3.41901743699126e-05,0.0002546900984382136,4.676131026655419e-16,3.8974009721555836e-11,3.182539919771699e-09,1.6758757258082228e-12,7.558167163286473e-13,4.3270139500744696e-20,1.2262391834035502e-11,1.788799750794481e-14,2.4003142096133862e-17,7.507035322486566e-16,3.7903226169691036e-13,9.31026705702554e-13,4.364872669875406e-12,2.0410257532890375e-15,8.191735187490199e-13,4.5722279676064604e-15,3.456404216682409e-17,6.676212452664688e-16,1.953043532435647e-15,1.1261816961890398e-18,2.940291004540356e-12,2.199597574188986e-18,2.203309618673388e-23,5.642743335757019e-21,1.2903118863185793e-22,1.134695471841338e-20,4.5360916321045614e-15,2.9377157994478816e-24,2.976015774092904e-20,2.9547655582983846e-25,6.270202688611837e-20,8.182683488031342e-22,1.6007838756674144e-26,3.8917634826452333e-16,3.959979811602675e-20,5.979971733450429e-25,1.9240748944463044e-23,4.7396866687317443e-14,5.41130670510085e-24,1.391131361703449e-20,9.322565597365093e-21,3.917079885736665e-21,5.494860390644669e-26
7.628065012736181e-08,0.6088314212721858,2.453513407278758e-12,2.0895669413124889e-13,2.4751570608858486e-13,2.2431099609129067e-13,0.0,0.0,3.6529458323197198e-09,3.189591207924807e-14,2.942238754491599e-13,3.422605916946517e-13,7.016695115409286e-17,7.918325537609012e-34,6.270805414536212e-23,2.1538149443808625e-12,2.2395659061212086e-15,5.096645806710059e-11,1.0539174774306063e-28,1.197311326513215e-25,8.897307989552702e-25,2.7845415858582264e-24,4.189368206692232e-13,7.386560635069678e-25,1.1159673445368163e-20,1.276103683243057e-27,1.1062845876926593e-34,3.8968541598869954e-26,4.81282862372516e-31,3.6608344782047874e-31,6.309204807837337e-21,1.4899352969340778e-33,1.0797831147803438e-32,2.25254643059906e-33,3.76,0.0,0.5820053743895821,0.9997453061961191,8.512410036055611e-14,5.923591593454962e-18,3.904077236265861e-05,3.9040829280559884e-05,0.00025469009829802224,5.342415364628701e-16,5.081773162032427e-11,3.632379283714462e-09,2.1851426438652986e-12,8.747019622865392e-13,6.395568569056969e-20,1.4932605585203263e-11,2.333441489254541e-14,3.5331059997028077e-17,8.615083962972262e-16,4.943338023218951e-13,1.191924961220569e-12,5.683424579585635e-12,2.9175203444657132e-15,1.1615250446215545e-12,5.844446607734254e-15,5.007208214285139e-17,9.77660438318892e-16,2.487758261817089e-15,1.9361607395500617e-18,3.357358910303628e-12,3.536095802876115e-18,3.370999119741229e-23,9.168808602230723e-21,1.8745983993419714e-22,1.9888665193004226e-20,6.088913321311762e-15,4.404267151229151e-24,4.427790879527668e-20,4.478726610764912e-25,7.486188935889805e-20,1.5053306183279228e-21,2.944835868052501e-26,5.587524937039156e-16,6.460551423095286e-20,1.0840531255914616e-24,3.2335210171028613e-23,5.97855058210565e-14,1.0128914286281331e-23,2.1847109977022328e-20,1.5195306741287563e-20,6.659644408535487e-21,1.060814309067255e-25
8.481068832297373e-08,0.6088319188098111,3.0568158695334153e-12,2.629223761318947e-13,3.053503553868527e-13,2.8440301547164923e-13,0.0,0.0,4.061420032123343e-09,3.9423319315303115e-14,3.632657395216335e-13,4.2256530916199943e-13,9.570291171741028e-17,1.048677846277697e-33,7.771161600353141e-23,2.3416708032977075e-12,3.0393159642017976e-15,6.300217882851848e-11,1.472677602664295e-28,1.7768861107400121e-25,1.228072753536094e-24,3.608935734992947e-24,4.223313160577086e-13,1.1259778371865175e-24,1.6106438176637823e-20,1.945288664136835e-27,1.7342110916639952e-34,6.073270760371461e-26,9.882956246544967e-31,6.143191305514536e-31,8.633949161408767e-21,2.589141654253345e-33,1.7930727892621562e-32,4.6463724393414523e-33,3.76,0.0,0.5820010084259006,0.9997453057754365,1.1073278719460664e-13,8.959480480104267e-18,4.340631385378022e-05,4.3406384189623336e-05,0.0002546900981737471,5.942065288267754e-16,6.281856836743838e-11,4.037002452668195e-09,2.7011657549941456e-12,9.81640171555398e-13,8.732709925903861e-20,1.7406256819909102e-11,2.885657952325886e-14,4.8160865322066634e-17,9.612309513908867e-16,6.111794012496064e-13,1.449594441186967e-12,7.0121616658452004e-12,3.884461290688921e-15,1.5305488400982988e-12,7.098281865246006e-15,6.715549063079937e-17,1.3240744142454528e-15,3.0157263963006783e-15,2.9812637297612924e-18,3.732700203711823e-12,5.1441533053968704e-18,4.725867823446465e-23,1.3525735370532218e-20,2.5313037817768967e-22,3.1088673741786624e-20,7.663907638030468e-15,6.0793304477001176e-24,6.073653003084335e-20,6.268362792107226e-25,8.645380314749879e-20,2.4378418609605546e-21,4.769024162681626e-26,7.435921182139983e-16,9.525213569626851e-20,1.7478923882292975e-24,4.8699292843875854e-23,7.143630412697455e-14,1.66703516073011e-23,3.1144265246624677e-20,2.2384573781876378e-20,1.0191377063998733e-20,1.798561661104747e-25
9.334072651858565e-08,0.6088324163437192,3.731900351973994e-12,3.2338841116248115e-13,3.6805490851237955e-13,3.523663437749509e-13,0.0,0.0,4.469895520943044e-09,4.774637244319596e-14,4.3785223138359474e-13,5.093152862231896e-13,1.2661111541163657e-16,1.3919506675159786e-33,9.605846656333655e-23,2.5150069993021537e-12,4.001204884200068e-15,7.631156496973564e-11,1.9841970988202678e-28,2.533527377083486e-25,1.6319282606532722e-24,4.509546837880055e-24,4.254558388598124e-13,1.6470820044485458e-24,2.2359975432752387e-20,2.8260759602254433e-27,2.5887045203393425e-34,9.046362462038866e-26,1.8906369113742092e-30,9.790485491946923e-31,1.1450720986365015e-20,4.2488679816102404e-33,2.8220805102192485e-32,8.927789584626004e-33,3.76,0.0,0.5819966424949273,0.9997453053534574,1.4036724700044374e-13,1.3012287744439534e-17,4.77718212367461e-05,4.777190640476485e-05,0.00025469009805402444,6.541709549245548e-16,7.609027518515959e-11,4.441423187892194e-09,3.2718354333674e-12,1.0885218007960843e-12,1.1566010167140893e-19,1.9930517643181136e-11,3.496720506042479e-14,6.376818788620388e-17,1.060952056282212e-15,7.404115566958411e-13,1.7277747570890266e-12,8.472795007783576e-12,5.033894567900339e-15,1.959422297572434e-12,8.449365663492444e-15,8.73759185898762e-17,1.7396946721767483e-15,3.5867612228973336e-15,4.400298600678067e-18,4.108022719416172e-12,7.192889057993846e-18,6.403241608964156e-23,1.923287689855066e-20,3.325550893330398e-22,4.650818576752666e-20,9.398615946181143e-15,8.126847183795714e-24,8.072817652032987e-20,8.525380930978826e-25,9.866044651216879e-20,3.755643280414277e-21,7.346901836239678e-26,9.602785895743655e-16,1.349991773786696e-19,2.6967345142756794e-24,7.024134402768064e-23,8.34478838237531e-14,2.610064419688472e-23,4.2704813763469345e-20,3.1698353257244916e-20,1.4986751855533585e-20,2.9031164770694558e-25
9.999999999999998e-08,0.6088329138739098,4.308989104949515e-12,3.751953035594188e-13,4.202457163359081e-13,4.1107222253628547e-13,0.0,0.0,4.788787665311399e-09,5.479690757444231e-14,4.996584509243516e-13,5.811977139880829e-13,1.5476500504232723e-16,1.7363636504725425e-33,1.1296786765053242e-22,2.6409472569363263e-12,4.87257425075548e-15,8.758715159699175e-11,2.4524060847342495e-28,3.2653863873803767e-25,1.993755742120649e-24,5.256087311528692e-24,4.277345981165313e-13,2.1639961247439876e-24,2.8245475181425343e-20,3.6801419967004545e-27,3.4415386896210883e-34,1.202853180058286e-25,3.0106047039957927e-30,1.3677374783276277e-30,1.4016820159934768e-20,6.052295959416778e-33,3.898674710590757e-32,1.4264306946528238e-32,3.76,0.0,0.5819932341005262,0.9997453050231327,1.664137558948895e-13,1.7007844652943083e-17,5.1179883974611127e-05,5.117998170420828e-05,0.0002546900979546429,7.00983893171223e-16,8.733464360064847e-11,4.757016537471784e-09,3.7553320773797715e-12,1.17192165467978e-12,1.4150468240786954e-19,2.1928650549243728e-11,4.014715450331676e-14,7.805794517382642e-17,1.1388051233284642e-15,8.49911079118119e-13,1.9585258783804042e-12,9.703054173731169e-12,6.0662413224357724e-15,2.3369849572580927e-12,9.56830746081012e-15,1.0543621856608579e-16,2.115409305376006e-15,4.06189527773675e-15,5.819100334542469e-18,4.401018353105618e-12,9.13306845981377e-18,7.957623689017855e-23,2.4778542255626334e-20,4.049652162567624e-22,6.210114362798748e-20,1.085878135797157e-14,1.0005620838966832e-23,9.898000955316388e-20,1.0661648281350245e-24,1.0861790245904174e-19,5.113509946158073e-21,1.000314057849198e-25,1.1522341935583668e-15,1.7324344678198196e-19,3.687052999516679e-24,9.119807568310907e-23,9.302116335169811e-14,3.5983361918654586e-23,5.3429144316547754e-20,4.0651169616820894e-20,1.9786368209780148e-20,4.09936306844684e-25
1.0187076471419758e-07,0.6088329138739098,4.479016078580463e-12,3.9048565199340405e-13,4.354038820466175e-13,4.284764377940921e-13,0.0,0.0,4.8783731216271985e-09,5.686478679869656e-14,5.17556303576034e-13,6.020129077978941e-13,1.6334118660468366e-16,1.847256368488276e-33,1.1815306732764257e-22,2.6749248562275456e-12,5.137208198280102e-15,9.089438748930782e-11,2.5952603336044535e-28,3.4953528399325227e-25,2.1028151942072947e-24,5.471614530658188e-24,4.2835087719138934e-13,2.3286301471836155e-24,3.006765647147077e-20,3.9484750412310895e-27,3.7137611499046537e-34,1.2983495745567324e-25,3.4111620960164134e-30,1.4963026690277668e-30,1.4798354066906396e-20,6.65427640876097e-33,4.250874480407533e-32,1.617721783291835e-32,3.76,0.0,0.5819922765966615,0.9997453049301978,1.742027357837668e-13,1.827639817497514e-17,5.213729451285566e-05,5.2137395926229375e-05,0.00025469009792315257,7.141348139447922e-16,9.063284013501535e-11,4.845655049490199e-09,3.897151316129234e-12,1.1953448471642748e-12,1.4938360641127995e-19,2.2493592469083427e-11,4.166698932476837e-14,8.242428011572701e-17,1.1606769684746735e-15,8.820307284636831e-13,2.0254185313257757e-12,1.0062662252679835e-11,6.378444866395122e-15,2.4499139216289864e-12,9.892400753531256e-15,1.1087813213469905e-16,2.2293825193173654e-15,4.199943115216054e-15,6.272959787111503e-18,4.483326458210694e-12,9.735691018323357e-18,8.435201607184719e-23,2.6526441638273138e-20,4.270443709244335e-22,6.711923823912213e-20,1.128512584261088e-14,1.0579986238548845e-23,1.0454528525173455e-19,1.1326913997883343e-24,1.114827920223297e-19,5.554436316024621e-21,1.0865671962306963e-25,1.2098168238072038e-15,1.8522828088464752e-19,4.0111818956634005e-24,9.780101028514079e-23,9.573632511130075e-14,3.9221703294630556e-23,5.672321569761505e-20,4.345522500969625e-20,2.1323102208946852e-20,4.4984457265527835e-25
1.104008029098095e-07,0.6088334114003836,5.298245374314024e-12,4.643614429992491e-13,5.07210545143529e-13,5.130286887653921e-13,0.0,0.0,5.286853601675066e-09,6.677827938923233e-14,6.019830992908017e-13,7.0019797955727e-13,2.0632828942252192e-16,2.4443939710979868e-33,1.4434804100214735e-22,2.822471396588457e-12,6.458666783030909e-15,1.0675043366204568e-10,3.311989365534918e-28,4.69131078773431e-25,2.6414467675307356e-24,6.480756279442859e-24,4.310253795076732e-13,3.199261003798314e-24,3.9371305310220534e-20,5.341529123252027e-27,5.155718184880571e-34,1.806462772252642e-25,5.8596736534890045e-30,2.2090190054908337e-30,1.8713773554918468e-20,1.0024898052541251e-32,6.173109126582379e-32,2.790633963787456e-32,3.76,0.0,0.5819879107311019,0.9997453045056449,2.1240914874618573e-13,2.495967702878313e-17,5.6502733683354713e-05,5.650285275426186e-05,0.0002546900977931812,7.740981063495014e-16,1.0644625128381821e-10,5.249709023963436e-09,4.577113040449812e-12,1.3021153635909206e-12,1.889150269928966e-19,2.5086504378928562e-11,4.895662985201369e-14,1.0440020322296915e-16,1.2604045526175005e-15,1.0360373984093103e-12,2.341532395134178e-12,1.1779050294980542e-11,7.930134689275532e-15,3.0035613169945385e-12,1.142241373744319e-14,1.3778525620537787e-16,2.797707031596917e-15,4.854536473934369e-15,8.686729783206985e-18,4.858611420889452e-12,1.2824282547446719e-17,1.0852532857491436e-22,3.565658324316791e-20,5.379088608715288e-22,9.400714542128242e-20,1.3315790906188872e-14,1.3470400087008016e-23,1.3246575438908385e-19,1.4759221662880161e-24,1.2492146917608648e-19,7.940861700271634e-21,1.5533935533730782e-25,1.492981213249584e-15,2.4735773435005774e-19,5.784918046502825e-24,1.322426382554817e-22,1.082372075700051e-13,5.694853902799014e-23,7.337589343474143e-20,5.798121812588573e-20,2.950827536071797e-20,6.734392432100282e-25
1.1893084110542143e-07,0.6088339089231404,6.189549032215541e-12,5.451779508243751e-13,5.833228074355856e-13,6.063362930675278e-13,0.0,0.0,5.695337682442456e-09,7.748656878931518e-14,6.907682388448181e-13,8.034457352970063e-13,2.559937661534713e-16,3.217553173023988e-33,1.7494493191932973e-22,2.958616801818405e-12,7.976320238705594e-15,1.2387950617430094e-10,4.139865662369664e-28,6.151035752412923e-25,3.247854344143885e-24,7.523481180718012e-24,4.3348386526005603e-13,4.289496852056936e-24,5.0406818829316817e-20,7.033056727110358e-27,6.963054119694003e-34,2.4481289076865396e-25,9.654254430282507e-30,3.167907735521153e-30,2.323225438762076e-20,1.461685571088214e-32,8.69158130590389e-32,4.616818758974536e-32,3.76,0.0,0.5819835448982476,0.9997453040797893,2.551526823634438e-13,3.328274082210268e-17,6.086813874943823e-05,6.086827688910722e-05,0.0002546900976739771,8.340608330298227e-16,1.2353049670471902e-10,5.653594162193679e-09,5.311720243524315e-12,1.4088414175854063e-12,2.346605901505821e-19,2.7702385202240247e-11,5.683682389739037e-14,1.2996683069696369e-16,1.3601313572281891e-15,1.202432062498601e-12,2.6751740685183857e-12,1.3619225276285074e-11,9.700416497336095e-15,3.62172445267018e-12,1.3034734710343505e-14,1.6820069790895432e-16,3.4489636489356283e-15,5.549950476069129e-15,1.173699386955395e-17,5.2338776082465514e-12,1.6508474941221884e-17,1.3684662056590834e-22,4.6886454787953434e-20,6.664589233316458e-22,1.2837503526936082e-19,1.5483305454971525e-14,1.682821202452378e-23,1.6475320558418182e-19,1.8918706240486315e-24,1.3897710385656364e-19,1.1032610237830255e-20,2.158190809425833e-25,1.810344416012299e-15,3.2283744724229963e-19,8.125510323204056e-24,1.7445169441345073e-22,1.2090117313870422e-13,8.031178370250726e-23,9.282230858097267e-20,7.560859432582088e-20,3.9881730801353076e-20,9.789462715134886e-25
