Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635)
0.10563038472844884,0.5254472876798673,5.1660559948671604e-08,9.168709944131492e-08,3.6740588289379824e-07,0.001634913338661085,0.0,0.0,0.00016397105592399092,0.00024818089241049655,0.025945930018482968,0.0033132893550111902,1.199898315252609e-07,2.5029823082542825e-24,1.549090475146145e-17,1.6233778559019688e-11,1.841379516641179e-08,0.029605682316638054,6.2043867712723196e-12,2.376207102594055e-17,9.95300312809807e-10,2.337297064772015e-18,4.0683275833186585e-13,5.704572480131952e-08,2.188739392757712e-11,5.563132861674151e-07,7.524867048901088e-17,3.639567576001218e-10,1.353981346475961e-10,2.494896144419825e-15,1.6862801964687694e-09,3.1749873169565127e-15,3.761380701512462e-14,1.5271774908925333e-10,3.76,0.0,0.5176912876289839,0.9186753289509677,0.04488763036908925,2.248604129505288e-05,0.1415517801215482,0.18780592636454502,3.2624622365296944e-05,8.386989579862625e-14,0.054352502713950805,5.8649435535211866e-05,8.284419271805836e-06,1.695997808124632e-07,5.614708496075185e-14,1.051355804783644e-07,0.00031701587356747983,0.012899837263240304,2.0873048945708226e-13,0.00010839251818106673,6.73813593489065e-07,2.3450070207450742e-07,0.0001983888036968982,0.004016511877046793,1.2595977095978494e-08,5.619634146268649e-10,8.523247514803138e-07,1.1641922151759342e-07,2.223312757442037e-07,0.0018681380090783122,1.4252380520018885e-07,1.290858328829108e-13,2.2666112313267276e-08,7.125932556590595e-12,5.677127389787804e-05,1.2693492537957948e-07,8.893766919156738e-15,5.629221620425749e-11,2.558685632245505e-13,1.2783103192016085e-13,5.18145616101126e-09,1.710677754400964e-14,1.6314491320833436e-08,1.9335276724333965e-06,5.8819250659980565e-06,1.7166024233042442e-08,1.0867186863744325e-08,2.8808036928081984e-05,2.4719155178144546e-12,3.2994066478414775e-08,2.431267405693996e-09,3.3491382523193995e-16,7.546738846205056e-06,3.706379263029133e-11,0.0023574204372358134,6.83293666212791e-09,5.8723903291616135e-15,2.0030599004263626e-16,2.956155343010835e-16,6.358328396979892e-22,2.3023854345301564e-09,1.3288261687856126e-09,2.2132254724428257e-11,5.521583985139917e-07,1.522108932987139e-05,3.011120042674607e-08,1.187494640546603e-08,7.822311580854418e-14,1.381684056541016e-07,2.313941610790183e-11,0.0003523354750667514,1.5018448080765805e-09,5.353154564106182e-08,9.655703185293864e-08,6.65169847063474e-13,2.324133843017027e-15,1.916096918535366e-13
0.10599351492831437,0.5255179665774976,5.1946628314492126e-08,9.201648638164279e-08,3.6976782163474483e-07,0.0016528448134491389,0.0,0.0,0.00016452454671120925,0.0002497022225947121,0.026252504111109014,0.003354623945563232,1.2087046504580682e-07,2.5477762924968475e-24,1.5669380259076778e-17,1.6331057081048465e-11,1.8535287470435702e-08,0.029683200474175324,6.29707685888219e-12,2.405640540603126e-17,1.0254507280338801e-09,2.408133104966963e-18,4.0902376495557e-13,5.768574509175832e-08,2.2076195501296897e-11,5.66038757122162e-07,7.716980731240423e-17,3.6915238874322356e-10,1.3760058209833056e-10,2.5480895272747897e-15,1.697667370772371e-09,3.234429958568204e-15,3.844285736596112e-14,1.554255520662022e-10,3.76,0.0,0.5168554030920034,0.9180015412594155,0.04537454153466469,2.2696318002521584e-05,0.1417873394716777,0.1883345681138891,3.2600694283203404e-05,8.393655952244564e-14,0.0547405137338441,5.878717974735541e-05,8.34508851147429e-06,1.6985057446138458e-07,5.655827568652454e-14,1.0543704715166308e-07,0.00031861552659043316,0.013024218468468862,2.1088739402061267e-13,0.00010952775552899623,6.777584536123643e-07,2.3601103385857345e-07,0.00019915630799955842,0.0040370904899452945,1.2703493483134426e-08,5.677864095097289e-10,8.594425640385006e-07,1.1714609801139187e-07,2.2366764835110615e-07,0.0018847176604107334,1.435893224134246e-07,1.300508850195859e-13,2.2734079830564336e-08,7.147300091701796e-12,5.7327715533109524e-05,1.275671109683747e-07,8.960257057676353e-15,5.67108836031853e-11,2.582945001747123e-13,1.284699013737887e-13,5.208079184200087e-09,1.7207316056595665e-14,1.6420996362522462e-08,1.9576179614879612e-06,5.915851666588099e-06,1.736481719432003e-08,1.0889476933217193e-08,2.9161572198373797e-05,2.484580460552169e-12,3.340644678156516e-08,2.4458659979869107e-09,3.3663254966856304e-16,7.6109737432261805e-06,3.738178874902847e-11,0.002376690128270246,6.885440611293878e-09,5.902986920724569e-15,2.013495913819131e-16,3.007835033976302e-16,6.472876577593349e-22,2.315207130233399e-09,1.3442675022507648e-09,2.2395560333423158e-11,5.549084022558305e-07,1.539063729749287e-05,3.0447812537015886e-08,1.1914915488996546e-08,7.91000669634745e-14,1.3873605079359e-07,2.3328268368434142e-11,0.00035933989827920896,1.5094433315645845e-09,5.464874917203207e-08,9.855867776345138e-08,6.687893049170542e-13,2.3657040632600527e-15,1.9451999655710176e-13
0.1063566451281799,0.5255886979143001,5.2232228136666815e-08,9.234458985713956e-08,3.7212372062847777e-07,0.001670888042531574,0.0,0.0,0.00016507369166488388,0.00025121409381760157,0.026561069553178746,0.0033962810640232126,1.217493381993795e-07,2.593142564384884e-24,1.584885675571907e-17,1.6428315279189957e-11,1.8656895661665838e-08,0.029759820883558226,6.390690672265311e-12,2.4354326519458216e-17,1.056385382557118e-09,2.480875303775024e-18,4.112101623453528e-13,5.8328963459960546e-08,2.226496070211691e-11,5.758863521758462e-07,7.913265909545342e-17,3.74395746843212e-10,1.3982887495481247e-10,2.6021313111014964e-15,1.7090103433746536e-09,3.2946527197651126e-15,3.9285544820632635e-14,1.5816543374195366e-10,3.76,0.0,0.5160190637693282,0.9173248104446434,0.045864315647588604,2.2907692588200494e-05,0.14202134626375215,0.18886238910125158,3.257666168360016e-05,8.400180445354957e-14,0.055129845205891564,5.8923345162678046e-05,8.406035073988956e-06,1.7009559642554875e-07,5.697134606055568e-14,1.057359999056598e-07,0.0003202066431708595,0.01314906878254841,2.1305672387395314e-13,0.00011066956868298821,6.816940301814999e-07,2.375210015006062e-07,0.00019992150610451657,0.004057640033275825,1.2811111282997008e-08,5.736351151823918e-10,8.665657818777691e-07,1.1787188156431197e-07,2.2500408766503526e-07,0.0019013505871513631,1.4465323149983518e-07,1.3101448063222849e-13,2.2801562136982917e-08,7.1685150816585965e-12,5.7886894191516494e-05,1.2819586505129817e-07,9.026646843318906e-15,5.712890872934269e-11,2.607292025984447e-13,1.2910587078479757e-13,5.234633610441662e-09,1.7307621269194814e-14,1.6527425232339e-08,1.9818548170815645e-06,5.949710806284623e-06,1.7564483893547602e-08,1.0911422758655523e-08,2.951775178544413e-05,2.497227513081595e-12,3.382172431545767e-08,2.46046204919616e-09,3.3834639575970946e-16,7.675466553875584e-06,3.770033221839933e-11,0.002396004671699099,6.938130644456895e-09,5.933489790556016e-15,2.02389996443272e-16,3.06016367974541e-16,6.588977005230092e-22,2.3279923818060655e-09,1.3597923209497739e-09,2.2660621122951324e-11,5.576607451731625e-07,1.5561326604727996e-05,3.078674839943033e-08,1.195466818875794e-08,7.998309947132698e-14,1.3930265790183787e-07,2.3517714900999453e-11,0.00036644700898892885,1.5170197362008836e-09,5.578492617786645e-08,1.0059313663683094e-07,6.724027843581618e-13,2.4077886550823427e-15,1.974608460463511e-13
0.10671977532804543,0.525659481004541,5.251734011384202e-08,9.267138717129691e-08,3.744733658002404e-07,0.0016890425326879142,0.0,0.0,0.00016561845290926844,0.0002527163122918378,0.02687161737993132,0.003438260549162269,1.2262636009321744e-07,2.639048527364953e-24,1.6029324385750556e-17,1.6525547227932644e-11,1.877861444008325e-08,0.029835544643026755,6.485229983984798e-12,2.4655885121512496e-17,1.0881206695264553e-09,2.5555668319700438e-18,4.13391788877729e-13,5.8975343615379254e-08,2.245366907302805e-11,5.858566687843381e-07,8.113796118290399e-17,3.796869001876024e-10,1.4208313749006182e-10,2.657028139577956e-15,1.7203079027464208e-09,3.3556589767493006e-15,4.01419799752544e-14,1.609374551726347e-10,3.76,0.0,0.5151822826575588,0.9166451513157002,0.04635693814799271,2.31201613187412e-05,0.1422538035337136,0.18938938954077741,3.255252509239433e-05,8.40656351061651e-14,0.055520490880968,5.90579273013028e-05,8.46725893763857e-06,1.7033484486631027e-07,5.738629593711284e-14,1.0603242450223763e-07,0.0003217890741960128,0.013274381191322336,2.1523841811550337e-13,0.00011181792546936578,6.856200210827526e-07,2.390304851509277e-07,0.00020068438108505703,0.004078159791509341,1.2918821320896707e-08,5.795091854298921e-10,8.736937933279006e-07,1.1859651760389641e-07,2.2634051773663562e-07,0.0019180360366597012,1.4571542002529054e-07,1.3197651788864893e-13,2.286855761583094e-08,7.189577018186862e-12,5.844879002221634e-05,1.2882113115073373e-07,9.092929260097041e-15,5.7546247508185126e-11,2.6317253451512646e-13,1.2973888592267429e-13,5.261117482548348e-09,1.7407684436168902e-14,1.6633770341974995e-08,2.0062368771337484e-06,5.983498609266951e-06,1.776500726495108e-08,1.0933023374902308e-08,2.9876575440726943e-05,2.5098562350313625e-12,3.423988801870689e-08,2.475054672836361e-09,3.4005523057710625e-16,7.740215319493508e-06,3.801939822525593e-11,0.002415363201645676,6.9910059062110475e-09,5.963896489751278e-15,2.0342712170466115e-16,3.1131444553188193e-16,6.706640949486009e-22,2.340739933220426e-09,1.375399745403065e-09,2.2927429724981505e-11,5.604153251102441e-07,1.5733157654411424e-05,3.11280085850679e-08,1.1994202885428825e-08,8.087221512402905e-14,1.398681956342367e-07,2.370775075423128e-11,0.00037365752901924107,1.5245734475902065e-09,5.694026346626355e-08,1.0266076479599386e-07,6.760100354011798e-13,2.4503893615139713e-15,2.004323436799386e-13
0.10708290552791096,0.5257303151431023,5.28019454184126e-08,9.299685907605261e-08,3.768165469917561e-07,0.0017073077767437506,0.0,0.0,0.00016615879415776157,0.0002542086887049509,0.02718413838146333,0.0034805622065091093,1.2350144221063685e-07,2.6854772656052406e-24,1.6210773403490316e-17,1.6622747142864208e-11,1.8900438604705792e-08,0.029910373018538373,6.580696601762855e-12,2.49611328198788e-17,1.120673230663314e-09,2.632251710470316e-18,4.155684870415141e-13,5.962484881600615e-08,2.2642300621202813e-11,5.959502908203564e-07,8.318646653143716e-17,3.8502591326469064e-10,1.4436349203116724e-10,2.712786606079738e-15,1.731558880961564e-09,3.41745205842404e-15,4.101227224758506e-14,1.6374167196659377e-10,3.76,0.0,0.5143450728827258,0.9159625789655561,0.04685239413962948,2.3333720378541448e-05,0.14248471435606402,0.189915569657642,3.25282850455758e-05,8.412805606784475e-14,0.05591244440706645,5.919092334972194e-05,8.528760052916514e-06,1.7056832428721983e-07,5.780312498209598e-14,1.0632630947276708e-07,0.00032336267371760904,0.013400148620159485,2.1743241417376646e-13,0.00011297279283279634,6.895361323273503e-07,2.4053936895652105e-07,0.00020144491654380296,0.0040986490596290025,1.3026614607130046e-08,5.854082784357149e-10,8.808259988113409e-07,1.193199529880068e-07,2.276768647638824e-07,0.0019347732520916645,1.4677577763541053e-07,1.329368968397836e-13,2.2935064738964964e-08,7.210485420946352e-12,5.901338283193521e-05,1.2944285427506906e-07,9.159097421737405e-15,5.796285668279492e-11,2.6562433411205306e-13,1.3036889396948667e-13,5.287528904037722e-09,1.7507497004122027e-14,1.6740024294273454e-08,2.0307627409974428e-06,6.017211234949067e-06,1.7966369854895486e-08,1.0954278186218795e-08,3.0238042746751137e-05,2.5224661924993702e-12,3.466092770420646e-08,2.489643002679198e-09,3.417589246093577e-16,7.805218051834881e-06,3.83389620635692e-11,0.0024347648500860114,7.044065718422989e-09,5.994204622257323e-15,2.0446088544730944e-16,3.1667804635219935e-16,6.825879589443689e-22,2.353448569802169e-09,1.391088940771513e-09,2.319597887132692e-11,5.631720547304645e-07,1.59061307922825e-05,3.147159349899739e-08,1.2033518254511077e-08,8.17674152757632e-14,1.404326380973401e-07,2.3898370967678812e-11,0.0003809721705579004,1.5321039072893165e-09,5.811494531116993e-08,1.0476191936250433e-07,6.796108157206462e-13,2.4935079053513186e-15,2.0343458997182375e-13
0.10744603572777649,0.5258011996380605,5.308602535117191e-08,9.332098258400324e-08,3.7915305675519777e-07,0.0017256832547446152,0.0,0.0,0.00016669468035181793,0.00025569103790470797,0.027498623124418788,0.00352318581086236,1.2437449557618026e-07,2.7324543365321488e-24,1.6393193724070232e-17,1.6719909170283657e-11,1.902236301151552e-08,0.02998430742931805,6.6770921077344834e-12,2.5270121639195817e-17,1.1540599402647383e-09,2.7109745572650654e-18,4.1774009811610797e-13,6.027744191533174e-08,2.2830835120161624e-11,6.061677895958507e-07,8.527892633351045e-17,3.904128470517359e-10,1.4667005908124572e-10,2.7694132008671557e-15,1.7427621007986585e-09,3.4800351669463495e-15,4.1896529667467395e-14,1.665781345999749e-10,3.76,0.0,0.5135074476863717,0.9152771087462396,0.04735066842020995,2.3548365877073984e-05,0.1427140818430832,0.19044092968731538,3.2503942088334295e-05,8.418907198859222e-14,0.05630569933802796,5.932232905943055e-05,8.590538344800026e-06,1.7079603320213084e-07,5.822183268840114e-14,1.0661764100513064e-07,0.0003249272987730963,0.013526363942056698,2.1963864795724273e-13,0.00011413413691540127,6.934420699655687e-07,2.4204753366138447e-07,0.00020220309652931674,0.004119107142276353,1.3134482042498252e-08,5.913320398268516e-10,8.879617934187562e-07,1.2004213441419683e-07,2.290130535371375e-07,0.0019515614730533338,1.4783419388745464e-07,1.3389551745564581e-13,2.3001082055205943e-08,7.231239833769491e-12,5.958065211605862e-05,1.3006098025148646e-07,9.225144436341344e-15,5.837869296143107e-11,2.6808447325511784e-13,1.3099584254242485e-13,5.313865950952601e-09,1.7607050383796454e-14,1.6846179648096213e-08,2.055431009638253e-06,6.050844877186969e-06,1.8168554369230928e-08,1.0975186263274912e-08,3.060215313125544e-05,2.535056957528075e-12,3.5084831269878443e-08,2.504226165058905e-09,3.4345734785130535e-16,7.870472735589468e-06,3.8658999050182194e-11,0.002454208747186104,7.097309111131292e-09,6.0244117969525215e-15,2.0549120611887038e-16,3.221074740438688e-16,6.9467040477865475e-22,2.366117053109666e-09,1.4068589808748585e-09,2.3466260800073274e-11,5.659308335931653e-07,1.6080246311164876e-05,3.1817503388094374e-08,1.2072612713070961e-08,8.266870086638726e-14,1.409959541105039e-07,2.4089570568578315e-11,0.0003883916367698069,1.5396105536608737e-09,5.930915634764527e-08,1.0689695814972582e-07,6.832048787212223e-13,2.537145891322141e-15,2.0646768386637584e-13
0.10780916592764202,0.525872133764901,5.336956148332565e-08,9.364373857016076e-08,3.814826908511404e-07,0.0017441684344478411,0.0,0.0,0.00016722607749732009,0.000257163178740329,0.027815061960836635,0.003566131107179746,1.2524543301974438e-07,2.7799615915613026e-24,1.657657511379195e-17,1.6817027555389154e-11,1.9144382518011842e-08,0.030057349442319355,6.7744180443620006e-12,2.5582904424832573e-17,1.188297901139916e-09,2.7917808214359192e-18,4.199064668607065e-13,6.093308538623406e-08,2.3019252661288225e-11,6.165097239125609e-07,8.741610821740175e-17,3.9584775911371023e-10,1.4900295733447593e-10,2.8269143294313954e-15,1.7539164234022952e-09,3.5434113871829768e-15,4.2794858568573766e-14,1.6944688849578195e-10,3.76,0.0,0.5126694204181712,0.9145887562583829,0.04785174549438293,2.3764093852007476e-05,0.14294190914296978,0.19096546987532995,3.24794967746881e-05,8.424868758832586e-14,0.05670024913710689,5.945214139314386e-05,8.65259371307631e-06,1.7101797535492633e-07,5.864241837826348e-14,1.0690640727395737e-07,0.0003264828092468462,0.013653019980237994,2.2185705390186562e-13,0.00011530192308180529,6.973375457229095e-07,2.4355486276080985e-07,0.00020295890563069228,0.004139533353500559,1.324241464275514e-08,5.972801174906484e-10,8.951005781644924e-07,1.2076300947474912e-07,2.303490104888006e-07,0.001968399935822924,1.4889055990871065e-07,1.34852281129966e-13,2.3066608193303524e-08,7.2518398256160305e-12,6.015057707147013e-05,1.306754560580164e-07,9.291063510197562e-15,5.879371367327534e-11,2.705527931809966e-13,1.3161968041801086e-13,5.340126756592742e-09,1.7706336180760125e-14,1.6952229072304333e-08,2.080240244160709e-06,6.084395758073727e-06,1.8371543135122018e-08,1.0995746977113903e-08,3.096890587149572e-05,2.547628107949567e-12,3.551158723867747e-08,2.518803297463693e-09,3.451503729584937e-16,7.935977329453753e-06,3.8979484539641436e-11,0.002473694021520856,7.150735261574797e-09,6.05451566678294e-15,2.0651800367153744e-16,3.276030255678435e-16,7.069125364030062e-22,2.378744177277162e-09,1.4227089786291123e-09,2.373826768050753e-11,5.686915730206912e-07,1.6255504452396406e-05,3.216573834863149e-08,1.2111484882021627e-08,8.357607243920521e-14,1.4155811767543003e-07,2.4281344592228932e-11,0.00039591662175391643,1.547092837504096e-09,6.05230790062412e-08,1.09066239603138e-07,6.867919848482317e-13,2.581304873463056e-15,2.0953172123449023e-13
0.10817229612750755,0.525943116793917,5.365253582309333e-08,9.396510772451038e-08,3.83805248336962e-07,0.001762762771336308,0.0,0.0,0.00016775295335178368,0.0002586249341117887,0.02813344502812987,0.0036093978103153685,1.2611416879443436e-07,2.8279994909441998e-24,1.6760907335167973e-17,1.6914096613755425e-11,1.926649205610011e-08,0.03012950077270121,6.872675888592428e-12,2.5899534753942632e-17,1.2234044492346146e-09,2.8747166925676333e-18,4.220674401801732e-13,6.159174132857304e-08,2.320753352474541e-11,6.269766394490736e-07,8.959878985995254e-17,4.0133070357884543e-10,1.513623036449162e-10,2.885296322169761e-15,1.765020731797221e-09,3.607583737896039e-15,4.370736388736106e-14,1.7234797397215535e-10,3.76,0.0,0.5118310045335456,0.9138975373503377,0.048355609574192375,2.3980900269349765e-05,0.14316819943994455,0.19148919047744037,3.2454949667452686e-05,8.430690765076626e-14,0.05709608717681975,5.958035899764915e-05,8.714926031582794e-06,1.7123415996597192e-07,5.906488119802486e-14,1.0719259925147238e-07,0.0003280290679368782,0.013780109509421204,2.2408756495524234e-13,0.00011647611591082169,7.012222766450877e-07,2.450612426461936e-07,0.0002037123291475847,0.004159927017414959,1.3350403504512499e-08,6.03252157019539e-10,9.022417603312132e-07,1.2148252666600308e-07,2.3168466301744252e-07,0.001985287873440599,1.4994476807071075e-07,1.358070903820791e-13,2.3131641894875267e-08,7.272285000973491e-12,6.07231365981404e-05,1.3128622998044573e-07,9.356847927072836e-15,5.920787663632317e-11,2.730291400649976e-13,1.3224035745606713e-13,5.366309482077482e-09,1.780534610293756e-14,1.7058165348157305e-08,2.105188972660931e-06,6.117860133959604e-06,1.8575318219217945e-08,1.1015960026678111e-08,3.133830009368747e-05,2.560179227789358e-12,3.5941184690985156e-08,2.533373549483001e-09,3.4683787468886376e-16,8.001729766223256e-06,3.9300394014812185e-11,0.0024932198002017014,7.204343488748205e-09,6.0845139234940756e-15,2.075411993799883e-16,3.3316499091206186e-16,7.193154508270099e-22,2.3913287735517787e-09,1.4386380754894466e-09,2.401199153616425e-11,5.714541771530792e-07,1.64319054052332e-05,3.251629831562586e-08,1.215013367683185e-08,8.448953011832593e-14,1.4211910001967588e-07,2.4473688070314194e-11,0.0004035478100316885,1.5545502197745547e-09,6.175689313930367e-08,1.1127012277681228e-07,6.903718976929153e-13,2.625986341738493e-15,2.126267957201685e-13
0.10853542632737308,0.5260141479822754,5.3934930670052736e-08,9.428507156243489e-08,3.8612053265996036e-07,0.00178146570863539,0.0,0.0,0.00016827527697944774,0.00026007613141153403,0.02845376224990612,0.00365298560480364,1.26980618721026e-07,2.8765824994365882e-24,1.694618011783835e-17,1.701111071606661e-11,1.9388686694543715e-08,0.03020076328345039,6.9718670234957395e-12,2.6220066785452877e-17,1.2593971584582546e-09,2.959829102924854e-18,4.242228670758283e-13,6.22533714774668e-08,2.3395658321032427e-11,6.375690686299884e-07,9.182775720433511e-17,4.0686173112768425e-10,1.5374821301211316e-10,2.9445654317473487e-15,1.7760739356872646e-09,3.6725551560824875e-15,4.4634149495773115e-14,1.7528142617749972e-10,3.76,0.0,0.5109922135918754,0.9132034681173968,0.04886224458015336,2.4198781023724354e-05,0.14339295595614002,0.19201209175977366,3.243030133821298e-05,8.436373702600773e-14,0.05749320673915641,5.9706979094412974e-05,8.777535148122985e-06,1.7144459076646577e-07,5.948922011751859e-14,1.0747620569320538e-07,0.0003295659408251411,0.013907625258251581,2.2633011258719237e-13,0.00011765667920098971,7.050959860845509e-07,2.4656655909482044e-07,0.00020446335277501628,0.004180287468275967,1.3458439788207386e-08,6.092478013357902e-10,9.093847522017367e-07,1.2220063547715732e-07,2.3301993878405834e-07,0.0020022245158997946,1.509967121808135e-07,1.367598490323676e-13,2.319618196485798e-08,7.292574984126882e-12,6.12983093007747e-05,1.3189325187031228e-07,9.422491060407026e-15,5.962114023474263e-11,2.7551335644845173e-13,1.3285782478220013e-13,5.39241230584274e-09,1.7904072006465148e-14,1.7163981382091773e-08,2.130275724931991e-06,6.151234303336272e-06,1.8779861793631367e-08,1.103582480869028e-08,3.171033477288387e-05,2.572709907316001e-12,3.6373611058836904e-08,2.5479360799178966e-09,3.485197296345957e-16,8.067727952884211e-06,3.962170307610551e-11,0.0025127852090063214,7.258132847330584e-09,6.1144042940920575e-15,2.0856071572164076e-16,3.387936530218688e-16,7.318802372449236e-22,2.403869667675311e-09,1.4546453351179679e-09,2.4287424375422855e-11,5.742185651659777e-07,1.6609449306240298e-05,3.286918306738956e-08,1.2188557784832772e-08,8.540907361571686e-14,1.4267887691848878e-07,2.4666596036651187e-11,0.0004112858763833619,1.5619821681063997e-09,6.301077898051509e-08,1.1350896731981412e-07,6.939443828528098e-13,2.6711917364831378e-15,2.1575299847605135e-13
0.10889855652723861,0.5260852265737916,5.42167286347796e-08,9.460360977563941e-08,3.88428350395925e-07,0.0018002766758766732,0.0,0.0,0.0001687930187772207,0.00026151660298466187,0.02877600331141613,0.003696894140981459,1.2784469972737052e-07,2.925693020987317e-24,1.7132383108739195e-17,1.7108064255339756e-11,1.951096153405238e-08,0.03027113900282455,7.071992751528833e-12,2.654455573265511e-17,1.2962938744056102e-09,3.0471658641231236e-18,4.263725976788283e-13,6.291793716851113e-08,2.358360769878839e-11,6.482875287716373e-07,9.41038093972989e-17,4.124408885486057e-10,1.5616079830701392e-10,3.0047278306352032e-15,1.7870749676999835e-09,3.738328425555114e-15,4.557531712040152e-14,1.7824727438036533e-10,3.76,0.0,0.5101530612657422,0.9125065649303488,0.049371634108445826,2.441773193041436e-05,0.14361618195625045,0.1925341740002563,3.240555236833751e-05,8.441918063612171e-14,0.057891601004822116,5.9831999170667506e-05,8.840420881128259e-06,1.716492730357088e-07,5.991543390752537e-14,1.0775721573355068e-07,0.0003310932974299706,0.014035559904770222,2.285846266153847e-13,0.00011884357587850835,7.08958400529808e-07,2.4807069771969627e-07,0.00020521196277880778,0.004200614051565405,1.356651471898542e-08,6.152666909867056e-10,9.16528969386723e-07,1.2291728585406178e-07,2.343547659983751e-07,0.0020192090899941754,1.5204628708992442e-07,1.3771046184607138e-13,2.3260227299691137e-08,7.312709428236896e-12,6.187607345544552e-05,1.324964724281505e-07,9.487986348722281e-15,6.003346326197155e-11,2.7800530398466306e-13,1.3347203421079735e-13,5.418433425269138e-09,1.800250580272855e-14,1.7269670126203938e-08,2.155499009710244e-06,6.184514608487894e-06,1.898515590049422e-08,1.105534080837075e-08,3.208500871438822e-05,2.585219743706604e-12,3.680885346728686e-08,2.5624900489412526e-09,3.5019581544441866e-16,8.133969767563044e-06,3.994338741062849e-11,0.0025323893723784886,7.312102371197965e-09,6.144184537799433e-15,2.0957647627169712e-16,3.444892868148899e-16,7.446079788879273e-22,2.4163656907703992e-09,1.4707298107609184e-09,2.456455788676082e-11,5.769846492194889e-07,1.6788136232335172e-05,3.322439220339121e-08,1.2226755919209318e-08,8.633470217362894e-14,1.4323742236513147e-07,2.4860063519022126e-11,0.0004191314844038075,1.5693881554379587e-09,6.42849151197926e-08,1.1578313351463723e-07,6.975092078335341e-13,2.7169224058297187e-15,2.1891041791078777e-13
0.10926168672710414,0.526156351809592,5.449791259274706e-08,9.49207045068616e-08,3.9072851071995487e-07,0.001819195093483282,0.0,0.0,0.0001693061505528406,0.00026294618439261425,0.029100157739317283,0.003741123046107501,1.287063295530539e-07,2.9752682033802696e-24,1.7319505721130534e-17,1.7204951694267472e-11,1.9633311682676574e-08,0.030340630069654415,7.173054271508362e-12,2.6873057185054014e-17,1.3341126288318574e-09,3.136775411984577e-18,4.2851648460483677e-13,6.358539948027965e-08,2.3771362455401107e-11,6.591325264692531e-07,9.642775215914073e-17,4.1806822000438433e-10,1.586001709405108e-10,3.0657895943517852e-15,1.798022775138248e-09,3.804906273784727e-15,4.653096719374032e-14,1.8124554384283373e-10,3.76,0.0,0.509313561299867,0.9118068443425001,0.04988376154036708,2.4637748752135903e-05,0.1438378807330235,0.19305543748486417,3.2380703345676485e-05,8.447324345592527e-14,0.05829126308692209,5.995541888530781e-05,8.903583028634878e-06,1.7184821959693452e-07,6.034352120062906e-14,1.0803562208523022e-07,0.00033261100962999436,0.014163906094383012,2.308510357397796e-13,0.00012003676827943165,7.128092506585127e-07,2.4957354761595466e-07,0.00020595814609317286,0.004220906120783706,1.3674619556626445e-08,6.213084635952234e-10,9.236738307011975e-07,1.236324284034309e-07,2.3568907389702196e-07,0.0020362408204809648,1.5309338863150797e-07,1.3865883447856875e-13,2.332377690029776e-08,7.332688019316577e-12,6.245640712101655e-05,1.330958435234615e-07,9.553327291881859e-15,6.044480490043186e-11,2.805048259961618e-13,1.3408293861431906e-13,5.444371077491873e-09,1.8100639534495352e-14,1.737522460936097e-08,2.1808572926196976e-06,6.217697420455182e-06,1.9191182176526895e-08,1.1074507952438994e-08,3.2462320609065286e-05,2.5977083390726344e-12,3.724690018281928e-08,2.5770346277196846e-09,3.518660119229278e-16,8.200453069221374e-06,4.026542275356399e-11,0.002552031414023062,7.366251346296134e-09,6.173852446993127e-15,2.105884057368269e-16,3.502521615118975e-16,7.574997499904536e-22,2.428815719446637e-09,1.486890617398575e-09,2.4843383590638526e-11,5.797523181580372e-07,1.6967966220042745e-05,3.358192518784593e-08,1.2264727162896896e-08,8.726641468725458e-14,1.437947034354485e-07,2.5054085551233447e-11,0.00042708528969042606,1.5767676649726945e-09,6.557947728873052e-08,1.1809298203012998e-07,7.010661447443375e-13,2.763179635444886e-15,2.2209914060882673e-13
