Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635)
9.928276906128256e-11,0.5061214435009224,7.779266701627115e-19,4.6482304508995896e-23,9.861608689474883e-23,1.367874252734463e-23,0.0,0.0,5.726734734777233e-14,8.853180571884246e-23,5.835636982199196e-25,1.4330922513723337e-24,1.9192257196812392e-30,7.805809668417602e-43,1.0572626475276264e-30,4.435808667656333e-21,1.549814333973498e-15,3.48153200632955e-20,1.138433985159059e-49,1.801059826879442e-46,1.0497756684907642e-45,5.4377410391736864e-45,6.690264104407489e-19,2.105932556092848e-37,3.1958408778211195e-24,1.192476781305563e-47,2.468683912727934e-48,1.2251355637360417e-36,1.6894072016403836e-33,1.9500038663018858e-35,6.1715335563508635e-30,1.388023688496513e-47,7.630906011356743e-52,2.5135032592241197e-49,3.76,0.0,0.7382897793191099,0.9999914743766203,1.085532501372326e-25,2.967631157253094e-21,2.075523592785177e-10,2.0755235931332738e-10,8.525623322346059e-06,5.927755934375289e-24,3.47240229419336e-20,5.726779971840395e-14,8.216215232737496e-24,3.030716888293025e-19,6.27027364374701e-37,2.4050653649098253e-20,6.508548208611619e-25,5.290424128226187e-28,4.098970284054763e-26,2.0691753532585144e-24,1.1853802040048637e-21,1.9179068285859707e-21,8.576150631199151e-23,5.116150239993297e-25,3.455098488295657e-25,2.4767825096894444e-31,1.1178209756134253e-28,8.106130695815086e-26,5.158529986907506e-36,6.738321321739636e-19,1.1427611196654074e-33,4.190757468569406e-38,6.241023998713758e-33,4.02360037139449e-32,2.857329200563924e-36,1.0826686573752998e-25,4.080196412860023e-38,1.5597879459129427e-23,4.453378975886558e-42,2.013688683556332e-31,7.53412877896912e-40,9.945534564488655e-43,2.1375926087777878e-29,3.575053116740127e-37,6.12677836895288e-28,3.3872035868997114e-42,1.1572224391780043e-24,4.939680535809742e-45,3.125993813196423e-38,4.371801439202409e-38,1.355489145598974e-37,1.6492231382003507e-45,3.192880561071997e-43,1.1253078986712518e-21,1.8159565219530936e-39,6.727056119672358e-40,5.044623699773721e-30,1.1263014128692774e-28,1.5526970711866233e-58,8.421452790034317e-64,2.4887180812094023e-26,8.089642246636462e-43,7.319194547418281e-38,1.5497859041250016e-15,3.935396524736249e-43,3.663989789083817e-52,8.575704996504267e-23,7.146786517634758e-58,3.113967036926024e-20,3.22863708219547e-42,1.3765901243626042e-48,3.196733578630766e-39,6.791500298810295e-42,1.3312652420513606e-55,3.221349935402223e-42,1.920781968467979e-33,3.8421315662369376e-48
9.999999999999999e-11,0.5061214435028017,7.835479657787309e-19,4.6902891093822856e-23,1.0004952978399975e-22,1.387957284617553e-23,0.0,0.0,5.768105201470104e-14,8.98155534569615e-23,5.962750616428074e-25,1.4696728108773385e-24,1.961661127613211e-30,7.975840480431362e-43,1.0725532232318719e-30,4.4998540112180305e-21,1.5610103611194617e-15,3.533250453909123e-20,1.1801084001025786e-49,1.8415276720802593e-46,1.0881181076873468e-45,5.636323563222887e-45,6.738272782903031e-19,2.1674375774157794e-37,3.2421747467897663e-24,1.2361129071725408e-47,2.540717706853505e-48,1.252080605219817e-36,1.726285758215761e-33,1.9925708941285935e-35,6.306213439405701e-30,1.4387876961707075e-47,7.910732133824901e-52,2.6061824965500166e-49,3.76,0.0,0.73828977931761,0.9999914209077112,1.1091871951193507e-25,3.01066306836441e-21,2.0905174305717733e-10,2.0905174309250415e-10,8.57909223118204e-06,6.025492898890341e-24,3.523988141769971e-20,5.768150528823505e-14,8.335353919520586e-24,3.07463934057799e-19,6.4071489999132475e-37,2.4399359025752147e-20,6.608372669795752e-25,5.368019805064892e-28,4.158237587929329e-26,2.099180985634092e-24,1.1943788574107056e-21,1.9457173971559537e-21,8.700509627959274e-23,5.227826277164568e-25,3.505190605209022e-25,2.530475940510045e-31,1.1422055139829901e-28,8.223669780871745e-26,5.3003417759722185e-36,6.787025396493572e-19,1.1761276800872671e-33,4.312825212357976e-38,6.403208226662637e-33,4.1086525390043143e-32,2.9198887599922983e-36,1.0986370730646623e-25,4.19692902016125e-38,1.5932272748045414e-23,4.5505923917320046e-42,2.055913690163756e-31,7.654274124844324e-40,1.0162978788428804e-42,2.1693855001692674e-29,3.6794788826415807e-37,6.260521790268187e-28,3.511242378792614e-42,1.1824796562484665e-24,5.120451224016277e-45,3.2117958420926386e-38,4.499500644243824e-38,1.3909845458126605e-37,1.703414414163331e-45,3.299311950760487e-43,1.1334355667885231e-21,1.8690023376554464e-39,6.8768376088962536e-40,5.170987062402943e-30,1.150658257475652e-28,1.6207063666251857e-58,8.788602135142478e-64,2.5430289273578645e-26,8.385912494597123e-43,7.481004351986847e-38,1.5609815190409354e-15,4.050482164177939e-43,3.798195896858082e-52,8.700057082108231e-23,7.408561920392099e-58,3.15911939941421e-20,3.3229357428522653e-42,1.4270108357720406e-48,3.270695379553953e-39,6.989885639059978e-42,1.3800273668537458e-55,3.293341799024179e-42,1.9762444716852783e-33,3.99608071950417e-48
1.0904879525434315e-10,0.5061214435028017,8.544698634515358e-19,5.2317139826725014e-23,1.1902727636816374e-22,1.6542312845415827e-23,0.0,0.0,6.290046918136004e-14,1.0680539267114753e-22,7.7278242303140315e-25,1.992124855295286e-24,2.552586598703808e-30,1.0336859325950723e-42,1.2748388759096975e-30,5.346928350150786e-21,1.7022626860648345e-15,4.219954923021496e-20,1.818917254682833e-49,2.4068814600596756e-46,1.6754538079689902e-45,8.678118562128505e-45,7.343568761299654e-19,3.0647915612797356e-37,3.8553692465919874e-24,1.904918194246396e-47,3.591446165446749e-48,1.626948262769652e-36,2.2385932317297948e-33,2.5839006892217915e-35,8.177040528466432e-30,2.2167092124163176e-47,1.2202236033531095e-51,4.029832035871835e-49,3.76,0.0,0.738289779298688,0.9999907553585919,1.4376770636941369e-25,3.5801716305054525e-21,2.2796840725546696e-10,2.279684072976599e-10,9.244641345189457e-06,7.338571831268419e-24,4.208937288246482e-20,6.290093093542215e-14,9.912102595874016e-24,3.655886453031108e-19,8.308585730026358e-37,2.901424561372463e-20,7.939358718468173e-25,6.396691729002226e-28,4.94228375196526e-26,2.4962957740201845e-24,1.3084447457567302e-21,2.313778345084637e-21,1.0346348987200415e-22,6.779185262853548e-25,4.168121730257105e-25,3.275879623871758e-31,1.4809047760144723e-28,9.779241910142104e-26,7.351160846758575e-36,7.401521802503431e-19,1.6629137747020183e-33,6.092602426941437e-38,8.724829945526314e-33,5.282825267209084e-32,3.789465570573823e-36,1.310499002728354e-25,5.891437809004001e-38,2.0561086776006125e-23,5.90105445660218e-42,2.637908689619142e-31,9.276647831439644e-40,1.318412701796003e-42,2.5917102458585425e-29,5.203097133540458e-37,8.11845182252642e-28,5.4128022011834775e-42,1.5333350598807178e-24,7.891431787625648e-45,4.4523044578532273e-38,6.362689810060643e-38,1.8995143318872368e-37,2.51453392714071e-45,4.898596513679795e-43,1.2359745184481946e-21,2.642972644713427e-39,8.965457069744344e-40,6.97071741867927e-30,1.4883893249498857e-28,2.7143305432263828e-58,1.4682134063424693e-63,3.2974568294981507e-26,1.2927972973269069e-42,9.734189164657012e-38,1.7022283883306446e-15,5.730122418746462e-43,5.855747338874178e-52,1.0345804095800547e-22,1.1421913969329028e-57,3.756688329212689e-20,4.698762665599683e-42,2.200025080732241e-48,4.309808730917993e-39,9.884443828151232e-42,2.1276131660805125e-55,4.298526014425044e-42,2.7831503586573208e-33,6.416514353061162e-48
1.1881482144740373e-10,0.5061214435046811,9.310174228135288e-19,5.838638494439242e-23,1.4136776417743806e-22,1.968557144542723e-23,0.0,0.0,6.853358701340038e-14,1.2679220534905211e-22,9.989287541699227e-25,2.6962008079775932e-24,3.313689252470432e-30,1.3361879709196982e-42,1.5126319297629197e-30,6.342222581362255e-21,1.8547109789007124e-15,5.0327013083527655e-20,2.7916773791579787e-49,3.13948311305151e-46,2.568708962329451e-45,1.3303913828175673e-44,7.996020339428145e-19,4.318857759024209e-37,4.576698772010439e-24,2.923149687127515e-47,5.059232855111876e-48,2.1089591192900918e-36,2.8955048924342443e-33,3.342138433145789e-35,1.057566001873645e-29,3.400692156172386e-47,1.87432632344768e-51,6.206122234463236e-49,3.76,0.0,0.7382897792782661,0.9999900554982669,1.8586096299528508e-25,4.250140489806144e-21,2.4838445523110854e-10,2.4838445528142785e-10,9.944501664702765e-06,8.92542894865632e-24,5.0196177775057853e-20,6.853405186918153e-14,1.176698728097456e-23,4.339558538377283e-19,1.0746721339555533e-36,3.444301798169549e-20,9.52678224932165e-25,7.610684177268106e-28,5.863894709963937e-26,2.9634683730816013e-24,1.4326667432542892e-21,2.7467650634145563e-21,1.2282516668152374e-22,8.768393350260991e-25,4.947956531948703e-25,4.230629526484011e-31,1.9150993964524205e-28,1.1609199961013065e-25,1.0175507330119125e-35,8.064790399561907e-19,2.3431288360572136e-33,8.576801783866309e-38,1.1864882030662213e-32,6.770942105664617e-32,4.9057316479291474e-36,1.5609120396270858e-25,8.237400739955446e-38,2.6456961748870452e-23,7.632694274930964e-42,3.373275484143431e-31,1.1264564063232295e-39,1.7059041172887624e-42,3.0920224849448095e-29,7.332517436844081e-37,1.05008037734988e-27,8.309076222375439e-42,1.9831956631836598e-24,1.2111227934910002e-44,6.159946982169879e-38,8.966699198175451e-38,2.5881654277348106e-37,3.699945792162844e-45,7.252849005323088e-43,1.3466366362914925e-21,3.72470065963056e-39,1.1662474892781145e-39,9.384787752996067e-30,1.9199405749641143e-28,4.5233302140816236e-58,2.439837134316542e-63,4.2647228526360103e-26,1.9846368472065016e-42,1.2636100122241977e-37,1.8546702632074084e-15,8.078872964319525e-43,8.989956002734579e-52,1.228186117369304e-22,1.753533719373396e-57,4.4596609172814773e-20,6.621543922821425e-42,3.37753674820001e-48,5.6703652051477396e-39,1.3929971790624215e-41,3.266389017348626e-55,5.6000319367996064e-42,3.9048956888163346e-33,1.0272160732889903e-47
1.383468738335249e-10,0.5061214435084397,1.0841261053715483e-18,7.123599111355201e-23,1.918472572660054e-22,2.681877047909074e-23,0.0,0.0,7.979981109590187e-14,1.7190550303077637e-22,1.575022994414849e-24,4.6289694956898485e-24,5.268426923169545e-30,2.106799770613321e-42,2.048744426531037e-30,8.584486132117614e-21,2.1596073868061945e-15,6.884040100407556e-20,5.970585913326111e-49,5.039305132883115e-46,5.481817942877952e-45,2.8387851476613224e-44,9.298368749453232e-19,7.937840382152127e-37,6.204738929774307e-24,6.249565885145172e-47,9.292077313311155e-48,3.343831839356984e-36,4.571094933559439e-33,5.276177198313216e-35,1.669274876691543e-29,7.266582775637526e-47,4.015036849497354e-51,1.3362012497695267e-48,3.76,0.0,0.7382897792374224,0.9999887112225999,2.9311613741775847e-25,5.7623632772554964e-21,2.892165511784397e-10,2.892165512472701e-10,1.128877732023483e-05,1.2646014017144204e-23,6.866290197485971e-20,7.980026331759113e-14,1.5953748617030558e-23,5.8823349549845335e-19,1.6965687265170362e-36,4.6695981036581065e-20,1.3184151617935091e-24,1.036459329505423e-27,7.94148664852488e-26,4.017975319090647e-24,1.6845828320822379e-21,3.7240843991313515e-21,1.6652763497460146e-22,1.384212782136724e-24,6.708035034815938e-25,6.662462208814114e-31,3.0221807267442616e-28,1.5739646201327519e-25,1.8170855510033836e-35,9.391531941473736e-19,4.3057485362549856e-33,1.573151474281497e-37,2.0521084279579344e-32,1.0497387631146996e-31,7.75805262830398e-36,2.1303245625345644e-25,1.4906635600672156e-37,4.133717293993806e-23,1.2049584634878792e-41,5.205738654223132e-31,1.6086456428583405e-39,2.694624493864201e-42,4.233713511896375e-29,1.3478251360303034e-36,1.6577495395403376e-27,1.7777274108596463e-41,3.1305474037607524e-24,2.5903577325889387e-44,1.0991059744156976e-37,1.6482153541943689e-37,4.488813094411749e-37,7.350208428396635e-45,1.45874422498666e-42,1.567947370674817e-21,6.846779689182154e-39,1.861729887484493e-39,1.5971349341904343e-29,3.0146099117799215e-28,1.1196405710057178e-57,6.003674975943447e-63,6.731501259712996e-26,4.24651893538556e-42,2.0088429106181732e-37,2.1595521850205437e-15,1.486352900074415e-42,1.9237791367625504e-51,1.6651851357542657e-22,3.7524228012690067e-57,6.04635536705855e-20,1.2170497257278816e-41,7.227627289826841e-48,9.255654016602853e-39,2.560612123157782e-41,6.9898129312176e-55,8.973600322938523e-42,7.114790303444511e-33,2.376875361167812e-47
1.5787892621964607e-10,0.5061214435121985,1.2372536599933038e-18,8.504672439618072e-23,2.500757445404048e-22,3.509352990633386e-23,0.0,0.0,9.106602041349613e-14,2.238716893765331e-22,2.3378018337590744e-24,7.423688374932687e-24,7.883184749193209e-30,3.127140153881922e-42,2.6653523916860698e-30,1.1160906230728954e-20,2.464503557690145e-15,9.040999932007839e-20,1.1547627659976559e-48,7.61258191788667e-46,1.057930656400397e-44,5.477836860134708e-44,1.0597318299534462e-18,1.346048596826212e-36,8.079916660180676e-24,1.2082998887464942e-46,1.5745841534333458e-47,4.9908598707507284e-36,6.793356869739449e-33,7.841200549468865e-35,2.4803701607912753e-29,1.4041585276456035e-46,7.777464683824894e-51,2.601135557089433e-48,3.76,0.0,0.7382897791965788,0.9999874376271535,4.351707971872529e-25,7.504299341006961e-21,3.3004864712045664e-10,3.300486472108543e-10,1.2562372755697132e-05,1.7121913994996822e-23,9.017869788453361e-20,9.106643489705052e-14,2.077649924082998e-23,7.658895605892788e-19,2.521361850983837e-36,6.080929714636795e-20,1.7504699495479932e-24,1.3557650824855176e-27,1.0330703383017055e-25,5.232706595523903e-24,1.9411279237366133e-21,4.849865429968508e-21,2.168689813450657e-22,2.0570934494329994e-24,8.735282476318834e-25,9.883015419204437e-31,4.489745639622966e-28,2.0497448675404808e-25,3.013672456704125e-35,1.071854594529684e-18,7.30009939424892e-33,2.6622205569532986e-37,3.308038748882679e-32,1.5324004937635092e-31,1.154966389016984e-35,2.792582673894335e-25,2.4892316782427197e-37,6.08037168657132e-23,1.790748336156223e-41,7.5639050034184e-31,2.2259983045221455e-39,4.0064053581353994e-42,5.567630835340509e-29,2.2858063539771625e-36,2.4636758320752157e-27,3.4395692954849784e-41,4.652038291877282e-24,5.010822173697961e-44,1.8216426992706224e-37,2.7952479201190567e-37,7.247828942608381e-37,1.3341494062667483e-44,2.6804632372426617e-42,1.789240110817809e-21,1.1611979646749037e-38,2.796870224752538e-39,2.543801204557567e-29,4.456017671294092e-28,2.457765868881721e-57,1.3098855177459347e-62,1.0002333510844951e-25,8.216958190426946e-42,3.005592958891587e-37,2.4644316696566023e-15,2.5230030338469273e-42,3.72285857745145e-51,2.168567976287317e-22,7.261612916260011e-57,7.874041188404607e-20,2.0638698278743072e-41,1.3986767042386109e-47,1.4209577274362462e-38,4.3427246282075193e-41,1.352654504025974e-54,1.3546157958833025e-41,1.1960589127829274e-32,4.940882730854718e-47
1.7741097860576723e-10,0.5061214435159571,1.390401045680618e-18,9.983392232204174e-23,3.1607429819169887e-22,4.452497038295767e-23,0.0,0.0,1.023322157413934e-13,2.8269075548321738e-22,3.3130896920181276e-24,1.1293304544303067e-23,1.1259413337903406e-29,4.431758623439515e-42,3.362208762579202e-30,1.4069796212535254e-20,2.7693994915527627e-15,1.1508576911332618e-19,2.0677672986996825e-48,1.0976964601743566e-45,1.8902645869702672e-44,9.7863078787541e-44,1.1892877930681237e-18,2.1459790717985864e-36,1.0202187326030835e-23,2.1628874698120176e-46,2.5085648068588787e-47,7.112093255208322e-36,9.639470065500992e-33,1.1126287845891214e-34,3.5189224287801327e-29,2.5120858705743475e-46,1.3947606861214608e-50,4.6870952733268223e-48,3.76,0.0,0.7382897791557351,0.9999862309956467,6.168570271837113e-25,9.475948502466513e-21,3.708807430571095e-10,3.708807431721802e-10,1.376900425101887e-05,2.2377990579761564e-23,1.1479351349889465e-19,1.0233256739795266e-13,2.6235239152296576e-23,9.669090115226874e-19,3.577696025846437e-36,7.678272082227956e-20,2.25104580534437e-24,1.7195356086819677e-27,1.3030505674082447e-25,6.607672571927804e-24,2.2023014715556917e-21,6.124108761126084e-21,2.738492764133376e-22,2.9188366488642724e-24,1.1029647395378836e-24,1.4003001379267706e-30,6.368415674200996e-28,2.588258664311284e-25,4.720791600239616e-35,1.2045832408853022e-18,1.163637949611142e-32,4.2357204702817245e-37,5.049849534085947e-32,2.1362760606630305e-31,1.6416854243245136e-35,3.5493623393501474e-25,3.9086598680887364e-37,8.539731730916927e-23,2.540982041675631e-41,1.049491877900165e-30,3.01160984790082e-39,5.6869526916418003e-42,7.09873905723816e-29,3.6446181702112526e-36,3.4958498712638794e-27,6.161364314114956e-41,6.6004089122463256e-24,8.974835190209639e-44,2.8518610878330653e-37,4.456902659837217e-37,1.1072613485413601e-36,2.258567798120118e-44,4.593317685376641e-42,2.0105148657188314e-21,1.8515376794552251e-38,4.010519360562912e-39,3.848887299919025e-29,6.288852629075308e-28,4.920041538123765e-57,2.606020435248337e-62,1.4190421707903816e-25,1.4720503985586372e-41,4.29247114484708e-37,2.7693087172073337e-15,4.0264257996104214e-42,6.670069013784955e-51,2.7383350651142883e-22,1.3010287215950852e-56,9.942709228406482e-20,3.290505704668774e-41,2.5059502195568277e-47,2.0810934620213874e-38,6.924479948008966e-41,2.4234868840431976e-54,1.953718263625234e-41,1.8904379770125207e-32,9.454928691651784e-47
1.969430309918884e-10,0.5061214435197158,1.5435692373921436e-18,1.1561267337053615e-22,3.8986388461461987e-22,5.512814334940167e-23,0.0,0.0,1.1359839781405486e-13,3.483626929066544e-22,4.526580505106542e-24,1.6470518737223835e-23,1.55001232673632e-29,6.055031046178399e-42,4.139067157062525e-30,1.7309475812953688e-20,3.0742951883942456e-15,1.4291344495578363e-19,3.483728170355426e-48,1.5255696127730708e-45,3.1777637294840834e-44,1.6449872951908067e-43,1.318505655994835e-18,3.2584085522988305e-36,1.2571506340550607e-23,3.642734624535931e-46,3.806274724267072e-47,9.770518879415913e-36,1.31866137046896e-32,1.5220517417933996e-34,4.812982665916897e-29,4.228496524924348e-46,2.3532908017240706e-50,7.945070998370417e-48,3.76,0.0,0.7382897791148915,0.9999850878071537,8.429870493222043e-25,1.1677310583040415e-20,4.117128389883524e-10,4.11712839131248e-10,1.4912192732792122e-05,2.84323777750274e-23,1.4255307036773747e-19,1.1359866156992595e-13,3.232996835135367e-23,1.1912768259352353e-18,4.894215578988339e-36,9.461600674718214e-20,2.822159336141627e-24,2.1283208377841527e-27,1.6039857747977135e-25,8.142883583274106e-24,2.468102928968289e-21,7.546815008219487e-21,3.3746859124175983e-22,3.99279492906575e-24,1.3591078386823786e-24,1.9133109694207536e-30,8.70875678465067e-28,3.189503936553647e-25,7.066196098571211e-35,1.337339132996416e-18,1.7665456044381534e-32,6.418436756042995e-37,7.380967647654427e-32,2.87172037624903e-31,2.2496831551052805e-35,4.402339041961759e-25,5.846227384311338e-37,1.1563513632212794e-22,3.476002247928067e-41,1.4040677443299714e-30,4.006525241612441e-39,7.781989498649523e-42,8.832002235875803e-29,5.534523005561917e-36,4.782262391393378e-27,1.038445417253568e-40,9.028379829998457e-24,1.5125232546256945e-43,4.26656215259544e-37,6.768015283281408e-37,1.6185765932247512e-36,3.61707113942418e-44,7.445656287089249e-42,2.2317716443777134e-21,2.8117335433272744e-38,5.5426149310332423e-39,5.589679034290698e-29,8.556802584579594e-28,9.156298812037789e-57,4.819795408821347e-62,1.9408889946104712e-25,2.4812355454846294e-41,5.908669048274428e-37,3.074183327764066e-15,6.119791552898411e-42,1.1243905781606686e-50,3.3744868327982335e-22,2.1931773645678415e-56,1.2252350375874352e-19,4.996412740131325e-41,4.224362483648035e-47,2.9360639521488605e-38,1.0515437607562525e-40,4.085333787621077e-54,2.718300781856921e-41,2.8457767912380465e-32,1.6939547730038011e-46
2.1647508337800957e-10,0.5061214435234743,1.6967592251929112e-18,1.323978307158209e-22,4.714653647936595e-22,6.691803142443341e-23,0.0,0.0,1.248645673273217e-13,4.208874936376174e-22,6.003838223578127e-24,2.320692028842224e-23,2.0709751707845084e-29,8.031160285939659e-42,4.995681870632852e-30,2.0878271143766485e-20,3.379190648214791e-15,1.739348391687051e-19,5.586379404556372e-48,2.057760835083757e-45,5.084683792165534e-44,2.6317810300585706e-43,1.447386308052011e-18,4.755698534907391e-36,1.5187829164320016e-23,5.8393573498134036e-46,5.551415466915286e-47,1.3030053541083077e-35,1.7511966791004175e-32,2.0212966567607466e-34,6.390582283466091e-29,6.774550127082535e-46,3.7789943805826957e-50,1.2816170290621075e-47,3.76,0.0,0.7382897790740478,0.9999840047258929,1.118353296593322e-24,1.4108385404135082e-20,4.525449349141436e-10,4.525449350880576e-10,1.5995273982102903e-05,3.529722014025443e-23,1.7349916785478615e-19,1.2486471812396388e-13,3.906068683792397e-23,1.4389779963053137e-18,6.499564647882998e-36,1.1430890976901841e-19,3.4656539838454594e-24,2.5826706971485253e-27,1.9357727285113254e-25,9.838349930074023e-24,2.7385317494939015e-21,9.117984796758777e-21,4.0772699731135636e-22,5.302318083554161e-24,1.6419524098053815e-24,2.538400737570424e-30,1.1561282632837893e-27,3.8534786104973435e-25,1.0191921276696012e-34,1.4701222706452226e-18,2.5778821339337506e-32,9.348961651457012e-37,1.0412089874115287e-31,3.748309470201315e-31,2.9927724744082685e-35,5.353187781788288e-25,8.406628662123621e-37,1.5201165380848132e-22,4.616151300242339e-41,1.8238235204968198e-30,5.260609680374896e-39,1.0337257625468667e-41,1.077238388596681e-28,8.078621562689097e-36,6.3509042544298346e-27,1.665842712061229e-40,1.1988651614847399e-23,2.4262681373077055e-43,6.1510903704107845e-37,9.879120358838456e-37,2.2823429709166507e-36,5.536385967107209e-44,1.1534312922860973e-41,2.453010455795455e-21,4.104351021583744e-38,7.434138220166553e-39,7.85017897674953e-29,1.1302572413914194e-27,1.606160052435848e-56,8.40217943806291e-62,2.577078440594443e-25,3.980674493022468e-41,7.893907577159506e-37,3.3790555014177418e-15,8.940914458801892e-42,1.804043753855954e-50,4.0770237140870334e-22,3.5188732518059703e-56,1.48029555583574e-19,7.292605002302568e-41,6.7778697113262e-47,4.018201210745384e-38,1.5349571870702095e-40,6.55476938153096e-54,3.67383141123403e-41,4.1179536057913265e-32,2.876220540573832e-46
2.3600713576413074e-10,0.506121443527233,1.8499720134333332e-18,1.5020402512709514e-22,5.608994946897593e-22,7.990954879198594e-23,0.0,0.0,1.3613072494044152e-13,5.00265150079005e-22,7.770297308137138e-24,3.177215164869288e-23,2.6994038021626e-29,1.0394176832181286e-41,5.931807873655969e-30,2.4774514669673046e-20,3.684085871014594e-15,2.0818812706195703e-19,8.599438827166678e-48,2.707711920369795e-45,7.810151779431245e-44,4.041943708928639e-43,1.5759306361792733e-18,6.717733947277806e-36,1.805111130239512e-23,8.98578818281852e-46,7.836229023707762e-47,1.6955537044423935e-35,2.2692708148452405e-32,2.619271156905815e-34,8.279733133487566e-29,1.0419043364507166e-45,5.8252183864126675e-50,1.9842592604955244e-47,3.76,0.0,0.7382897790332041,0.999982978591515,1.4477284866355504e-24,1.676917278715705e-20,4.933770308344448e-10,4.93377031042609e-10,1.7021408348809395e-05,4.297935083957322e-23,2.0766996837684754e-19,1.3613073773445173e-13,4.642739461192942e-23,1.7099975295933968e-18,8.422387179759832e-36,1.3586118489455995e-19,4.1832126293446744e-24,3.0831351117894826e-27,2.2983085408656704e-25,1.1694081878491822e-23,3.013587386742861e-21,1.0837618761653124e-20,4.846245664997187e-22,6.870753158253195e-24,1.951493322591621e-24,3.286633886318799e-30,1.497645767452921e-27,4.580180612493146e-25,1.425429448978399e-34,1.602932653613926e-18,3.640855161737507e-32,1.3179550386907833e-36,1.4260637150258262e-31,4.7748989790224095e-31,3.884858581394035e-35,6.403583075485426e-25,1.170137310894416e-36,1.949995174707155e-22,5.981771226615969e-41,2.312018062938121e-30,6.833421682528768e-39,1.3398519579764775e-41,1.2924846978741442e-28,1.1412851618689388e-35,8.229766458923449e-27,2.5652968771719088e-40,1.553390486350556e-23,3.736303213032659e-43,8.599332454154164e-37,1.3956449698143987e-36,3.123375865233187e-36,8.16130648597147e-44,1.720730756514893e-41,2.674231308973946e-21,5.798484927374034e-38,9.727073828655952e-39,1.0720949648899036e-28,1.4567901844592808e-27,2.682962561196622e-56,1.3948093851960251e-61,3.338907344099151e-25,6.130537147387509e-41,1.0288389157804519e-36,3.683925238258943e-15,1.2642314332280098e-41,2.7786248864969006e-50,4.845946147692237e-22,5.419840167366472e-56,1.759451573934625e-19,1.030164968282037e-40,1.0439468877719124e-46,5.362107327611288e-38,2.1685272510724555e-40,1.0095789179453754e-53,4.84776349091697e-41,5.767338343290892e-32,4.670421948883099e-46
