Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64)
5.154843691566665e-17,0.9028635697834059,6.995659854830306e-19,9.558976212153986e-20,7.306670869781422e-29,1.2464407690335528e-28,0.0,0.0,9.321710811936273e-16,1.9476324920932766e-28,1.5446722705652146e-37,1.4180804320205578e-48,3.6818525176821013e-38,7.06940091090394e-61,5.773098313463699e-45,1.6307120299720876e-38,1.705827475544411e-34,2.1290057612227247e-25,8.545781916535237e-78,9.477715830397663e-49,4.860049706637493e-77,7.3001316654677e-85,6.988589156034105e-30,1.7153759772267285e-66,1.388049489007288e-41,3.926969412830133e-78,8.959073831275381e-83,1.180251250056152e-72,7.621233586097947e-79,3.660868739350096e-77,1.1164117549424679e-40,1.4546070838533087e-82,4.363090200851734e-84,2.011020017846374e-83,3.76,0.0,0.815869835049541,0.999999999636409,4.986169084461899e-38,7.112575543669101e-45,2.638727966739824e-11,2.6387279667431297e-11,3.6359020540672834e-10,2.2887478884269002e-30,2.129005761223799e-25,9.328706475626943e-16,1.530561394067141e-23,2.731539868896996e-28,9.015265393235015e-37,2.235826839291123e-25,2.947283615722034e-27,5.168998303822883e-31,1.0593140791180045e-25,1.4196815646737406e-24,7.031012843787776e-25,9.856318138841281e-26,6.988759839077034e-30,2.222368669134074e-33,1.2177512388224625e-27,4.920293555644057e-30,1.2817458409788042e-36,3.4135816882198515e-27
1.0309691752952174e-16,0.9028635697876787,1.3991325803271784e-18,1.9117961124381743e-19,2.9226702788802705e-28,4.985766301992232e-28,0.0,0.0,1.8643429520864654e-15,7.790534919373436e-28,1.2357388256773618e-36,2.2689304915513455e-47,2.9454844561433983e-37,1.1311277415724225e-59,4.61857784851603e-44,1.3045705896927787e-37,1.3646629830723283e-33,8.516029142487953e-25,5.469631806100707e-76,1.516436253938031e-47,3.11043756915023e-75,9.344593711185088e-83,2.795437433400354e-29,5.489212533367452e-65,1.1104427410241034e-40,2.5134650599967992e-76,5.743681072870825e-81,7.554065652314777e-71,9.75544786404757e-77,2.3993897011347214e-75,8.93130132023941e-40,1.8619485228616763e-80,5.584909903175974e-82,2.5741768126954978e-81,3.76,0.0,0.8158698350231528,0.9999999992728176,3.9889383190527555e-37,1.1380129836459684e-43,5.2774581702416105e-11,5.2774581702548344e-11,7.271806591950401e-10,9.156396438871336e-30,8.516029142496545e-25,1.8657420862011293e-15,6.122249468592578e-23,1.0926166184082052e-27,7.212217657189168e-36,8.943312949011239e-25,1.1789143877357796e-26,2.0676006431923944e-30,4.237258899657644e-25,5.6787298794173946e-24,2.812406904534711e-24,3.9425297590999104e-25,2.795573979935035e-29,1.4159996763601194e-32,4.8710080511282855e-27,1.968118793730546e-29,1.0253975945835284e-35,1.3654335142581308e-26
2.0619387875723193e-16,0.9028635697962242,2.7982658190091912e-18,3.8235932739306253e-19,1.169068541416136e-27,1.9943071995645572e-27,0.0,0.0,3.7286866923341125e-15,3.11621495669645e-27,9.885915753763603e-36,3.6302902144210165e-46,2.3563888503480246e-36,1.809877735795146e-58,3.6950168843949855e-43,1.043656854238768e-36,1.0917307759959045e-32,3.4064132864659566e-24,3.5005705762119236e-74,2.4262993817795533e-46,1.990682682236538e-73,1.196109559500201e-80,1.1181753237747665e-28,1.7565508570762388e-63,8.883582441320578e-40,1.6086874122442215e-74,3.688156381775433e-79,4.834610266547877e-69,1.248698479574649e-74,1.607667864340672e-73,7.145044755597939e-39,2.3832966621722674e-78,7.148692603220039e-80,3.2949499819723505e-79,3.76,0.0,0.8158698349703764,0.999999998545635,3.191151987077461e-36,1.82082147255527e-42,1.0554918576893147e-10,1.0554918576946044e-10,1.454361387257895e-09,3.6636789913048567e-29,3.406413286472832e-24,3.7314849642904704e-15,2.448900565843441e-22,4.370467672426334e-27,5.769776254348368e-35,3.577326241478723e-24,4.71566058531853e-26,8.27040525880515e-30,1.694904010025508e-24,2.271492682081406e-23,1.1249631025814706e-23,1.5770124025349513e-24,1.1182845610415152e-28,9.88041488403916e-32,1.9484038389799784e-26,7.872478638929208e-29,8.203183564645011e-35,5.461735560078415e-26
3.092908399849421e-16,0.9028635698047695,4.197399106685056e-18,5.73539061447011e-19,2.484270976489655e-27,4.237903261088121e-27,0.0,0.0,5.59303043104373e-15,6.621957399713192e-27,2.8267545788822493e-35,1.3363283713543737e-45,6.737800770324801e-36,6.661681082643398e-58,1.0565691611078677e-42,2.984639168736679e-36,3.121667959720932e-32,7.23862983295103e-24,1.737305354472492e-73,9.250267612199687e-46,1.1359917556501714e-72,6.385730948647258e-80,2.376122777774993e-28,8.217538631236433e-63,2.5401557369660015e-39,7.983175173030393e-74,1.830755150720465e-78,2.399173013293424e-68,6.442822089815737e-74,8.006452154088337e-73,2.0430366237418644e-38,1.2296928917816734e-77,3.688460924093236e-79,1.7000722980193608e-78,3.76,0.0,0.8158698349175999,0.9999999978184525,9.124701588414238e-36,6.701832708555005e-42,1.5832378983192644e-10,1.5832378983305053e-10,2.1815419358070267e-09,7.78720747212691e-29,7.238629832970685e-24,5.5972278431922835e-15,5.203914188858472e-22,9.287244391779462e-27,1.6497955530246767e-34,7.601818863254228e-24,1.0020782271648919e-25,1.757461291326856e-29,3.60167122787161e-24,4.826922412810548e-23,2.3905467917338315e-23,3.351151665151111e-24,2.3764351281537336e-28,2.718874236857772e-31,4.140358543520072e-26,1.6729020083922166e-28,2.428580531692687e-34,1.1606188807755534e-25
5.154847624403625e-16,0.9028635698218603,6.995665878013274e-18,9.558986011738031e-19,6.868279838511583e-27,1.1716557587941196e-26,0.0,0.0,9.321717902310856e-15,1.830776619000436e-26,1.2990718788352075e-34,1.0282848641950503e-44,3.096444233027786e-35,5.125906629974984e-57,4.855949303121802e-42,1.3717334035842541e-35,1.434602720376791e-31,2.001269049264704e-23,5.494291802058327e-72,7.606830103360417e-45,3.1853970945590827e-71,4.076381101597442e-78,6.569281153557717e-28,1.2002217649671763e-61,1.167369834024589e-38,2.525113317398146e-72,5.835083539523999e-77,7.588042570370101e-67,4.3431448652583076e-72,2.798327011412786e-71,9.389040814666613e-38,8.28943645452443e-76,2.4864146634836862e-77,1.1460294114987152e-76,3.76,0.0,0.815869834812047,0.9999999963640883,4.193374667618795e-35,5.156446440092111e-41,2.6387299794383493e-10,2.6387299794694265e-10,3.6359023148507492e-09,2.1542097024958267e-28,2.0012690492737354e-23,9.328713604245802e-15,1.438729345060166e-21,2.5676499491486166e-26,7.581848129798869e-34,2.1016794412128848e-23,2.7704535659658403e-25,4.85886406765565e-29,9.95756158938561e-24,1.3345022063815044e-22,6.609159189680977e-23,9.264949521623407e-24,6.570716600057641e-28,1.1931722650057345e-30,1.1446874630817682e-25,4.625083442050855e-28,1.1360373163236521e-33,3.2087698886272587e-25
7.010592926502409e-16,0.9028635698372423,9.514106130510671e-18,1.300022244778607e-18,1.2230372647874926e-26,2.086371889085023e-26,0.0,0.0,1.2677536621481865e-14,3.260070836260406e-26,2.9241983370845678e-34,2.832150624961836e-44,6.970066454617908e-35,1.411739300428504e-56,1.093113005931613e-41,3.0880695555909166e-35,3.2292763747963897e-31,3.5636681536416375e-23,2.519426293044068e-71,2.2185650735503625e-44,1.4191885847721596e-70,2.2763713376488648e-77,1.169794369270975e-27,4.297213830780416e-61,2.62774852244689e-38,1.15796133134324e-71,2.6852664146215597e-76,3.479581300246383e-66,2.4837224197059776e-71,1.3399996702447588e-70,2.113464074188525e-37,4.740496482770094e-75,1.4219109100902125e-76,6.553821243644773e-76,3.76,0.0,0.8158698347170493,0.9999999950551614,9.439245205017831e-35,1.4201055867834751e-40,3.5886728523317816e-10,3.5886728523871194e-10,4.944826075977324e-09,3.8376496967078e-28,3.5636681536619653e-23,1.2687050791819091e-14,2.561950777144373e-21,4.572223723486152e-26,1.706666450651225e-33,3.742468423581502e-23,4.933359375847084e-25,8.652197674261526e-29,1.7731466425434604e-23,2.3763531280096057e-22,1.176895451614093e-22,1.649813056666261e-23,1.170117486872599e-27,2.6458229968390733e-30,2.0383492864923181e-25,8.235904737363238e-28,2.616937064468587e-33,5.713868368371751e-25
8.866338228601192e-16,0.9028635698526241,1.2032546550568444e-17,1.6441459496172667e-18,1.9091785957174844e-26,3.25685611349829e-26,0.0,0.0,1.6033355335392864e-14,5.0890166792687227e-26,5.526926239512801e-34,6.379277711221784e-44,1.3173882161115394e-34,3.1797708589659055e-56,2.0661413349556475e-41,5.837101446807008e-35,6.103542515158965e-31,5.562937667111892e-23,7.29357560764893e-71,5.076510909716032e-44,4.345797692384219e-70,7.184509144370226e-77,1.8260655449602168e-27,1.135560338665195e-60,4.966636964894688e-38,3.352173248882631e-71,7.782962493499392e-76,1.0072833181822419e-65,7.669414226895698e-71,3.9344161439614926e-70,3.994585409643797e-37,1.4638041604297582e-74,4.390677601101238e-76,2.0237355221261564e-75,3.76,0.0,0.8158698346220516,0.9999999937462349,1.78407892032319e-34,3.198502496514824e-40,4.5386157251048177e-10,4.5386157251912017e-10,6.253749223172556e-09,5.993243521269295e-28,5.562937667150309e-23,1.604538798217102e-14,3.999241396524106e-21,7.13730552511092e-26,3.2257107040156356e-33,5.842045992126372e-23,7.701047349049515e-25,1.3506203068594268e-28,2.7679068140037863e-23,3.709520857486282e-22,1.8371504119203807e-22,2.5753815099657145e-23,1.8266762582999397e-27,4.950945763099966e-30,3.1818920625212734e-25,1.285636564654849e-27,5.032305642105865e-33,8.919428879953525e-25
1.0722083530699976e-15,0.9028635698680058,1.4550987128905515e-17,1.9882697122978766e-18,2.736946667123134e-26,4.6689404284512404e-26,0.0,0.0,1.938917404433523e-14,7.295475841330732e-26,9.238049081059495e-34,1.226154382359702e-43,2.2019648555805178e-34,6.111633188976579e-56,3.4536117084195885e-41,9.757196926550406e-35,1.0201839587673627e-30,7.974877880357218e-23,1.935483924279053e-70,1.0039168637316892e-43,1.1355469592680051e-69,2.182223411937776e-76,2.6177978668818728e-27,2.572544934920428e-60,8.301578241545288e-38,8.895975112613684e-71,2.0717326186819747e-75,2.6730359159883463e-65,2.3636842522806006e-70,1.0819848144114142e-69,6.676799068499206e-37,4.511389432448547e-74,1.3531903574645663e-75,6.237076925295698e-75,3.76,0.0,0.815869834527054,0.9999999924373089,2.9820204087634966e-34,6.147438711201462e-40,5.488558597764127e-10,5.488558597887965e-10,7.562671790444816e-09,8.595439668319547e-28,7.974877880421422e-23,1.9403725175147672e-14,5.7332036515062816e-21,1.0231846495071091e-25,5.3916530363755756e-33,8.374997979182875e-23,1.1040017003490817e-24,1.9362125417102692e-28,3.9679956615184396e-23,5.317868191755409e-22,2.63368879910497e-22,3.691996853333073e-23,2.618818651111273e-27,8.219080380743194e-30,4.561473882759298e-25,1.843053854257715e-27,8.546239658568546e-33,1.2786649935360428e-24
1.4433574134897543e-15,0.9028635698987695,1.9587868646534917e-17,2.6765173695668998e-18,4.71546008763722e-26,8.044073678950636e-26,0.0,0.0,2.6100811450889082e-14,1.2569306359198471e-25,1.972218629997611e-33,3.1711533880894988e-43,4.7009452729649395e-34,1.5805313881519146e-55,7.373533607710531e-41,2.083366464825606e-34,2.1779762809142336e-30,1.3739847329055383e-22,9.171255647466191e-70,2.808132913424283e-43,5.253308691191987e-69,1.3278581728948885e-75,4.510179163048249e-27,8.99146370829634e-60,1.7723036649937831e-37,4.2157106707987286e-70,9.888907289284524e-75,1.2666315483422695e-64,1.4925729974717608e-69,5.556972280852853e-69,1.4254208150631905e-36,2.848764986261682e-73,8.544865005872064e-75,3.9384688228847706e-74,3.76,0.0,0.8158698343370587,0.9999999898194585,6.366273972068471e-34,1.589709992368091e-39,7.388444342823393e-10,7.388444343036752e-10,1.0180515602486374e-08,1.4820482290201759e-27,1.3739847329192424e-22,2.612039956708662e-14,9.877682381375937e-21,1.7628350142536442e-25,1.1510563898541314e-32,1.4429204279280937e-22,1.9020756693904658e-24,3.3358823446400566e-28,6.836421537963736e-23,9.162104907357564e-22,4.537557408897858e-22,6.360906463836326e-23,4.512358421145439e-27,1.7407173250938768e-29,7.8589202297604935e-25,3.1753808055571463e-27,1.8851985843453335e-32,2.2029996520211343e-24
1.8145064739095112e-15,0.902863569929533,2.4624750749235527e-17,3.3647652406441016e-18,7.217483849307913e-26,1.2312259353082133e-25,0.0,0.0,3.281244883907685e-14,1.9238579773266512e-25,3.586266359602381e-33,6.716428737697139e-43,8.548161150739032e-34,3.3473354215454005e-55,1.3408770858054788e-40,3.7888816928892413e-34,3.9604131826572694e-30,2.1030218458529262e-22,2.8549849901448e-69,6.287875766242863e-43,1.6274724627522968e-68,4.7431475342481e-75,6.90327998175043e-27,2.3417466171823196e-59,3.2227613677774977e-37,1.3123990285982053e-69,3.0921987855012564e-74,3.9429991097908086e-64,5.358114482721813e-69,1.8120185464973385e-68,2.5919736368242345e-36,1.0226643625366291e-72,3.067479839078331e-74,1.4138519114303924e-73,3.76,0.0,0.8158698341470635,0.99999998720161,1.1576378845327903e-33,3.3666183259363343e-39,9.288330087462278e-10,9.288330087788847e-10,1.2798357270898692e-08,2.2702060938678905e-27,2.103021845877842e-22,3.283707396872762e-14,1.5118780241900597e-20,2.6981949795902447e-25,2.093070994402276e-32,2.208533860564883e-22,2.9113193863388744e-24,5.105901466912262e-28,1.0463825504356821e-22,1.4023517485180967e-21,6.945184987840398e-22,9.736003141562295e-23,6.907242726268121e-27,3.1485015255823345e-29,1.2028862963990698e-24,4.860238833085415e-27,3.52512062156533e-32,3.371910908010441e-24
2.185655534329268e-15,0.9028635699602966,2.966163347669673e-17,4.053013340032146e-18,1.0278526653122279e-25,1.753407128062795e-25,0.0,0.0,3.9524086207652817e-14,2.7397945795761515e-25,5.9323861070993765e-33,1.2707896286457376e-42,1.4140331424552375e-33,6.3330625813756355e-55,2.218207024470022e-40,6.268207204707504e-34,6.551296045175903e-30,2.9949457720152936e-22,7.575995575952984e-69,1.242368305359972e-42,4.301434357390158e-68,1.4348972958479386e-74,9.831062975753752e-27,5.292547805274936e-59,5.331109283541579e-37,3.482761331797758e-69,8.24617368582257e-74,1.0463179831143128e-63,1.631911749462168e-68,5.050838085098016e-68,4.287631420238381e-36,3.1147121655394673e-72,9.34257351662039e-74,4.3061458020758233e-73,3.76,0.0,0.8158698339570682,0.9999999845837638,1.9149591431502122e-33,6.369246588959068e-39,1.118821583165227e-09,1.1188215832117342e-09,1.5416196650286027e-08,3.235647966752686e-27,2.9949457720565036e-22,3.955374838072877e-14,2.1530878413181173e-20,3.8425390327640075e-25,3.4623478256576e-32,3.145205589596181e-22,4.146056555781018e-24,7.271389879787934e-28,1.4901687087847445e-22,1.9971098670704628e-21,9.89074031679244e-22,1.3865185942081673e-22,9.837618128921128e-27,5.187673543475254e-29,1.7130481527092696e-24,6.921539566664823e-27,5.957390139389537e-32,4.8019877751371114e-24
2.9279536551687814e-15,0.9028635700218237,3.973540084113983e-17,5.429510236609319e-18,1.810917081958899e-25,3.089231067600054e-25,0.0,0.0,5.294736088486435e-14,4.82709211017117e-25,1.3684142945290608e-32,3.852218757308162e-42,3.261728698770063e-33,1.9197063194164832e-54,5.117476156036661e-40,1.4460845953506415e-33,1.5111760667326626e-29,5.276633817827318e-22,4.526225678952414e-68,3.9645024042080903e-42,2.7384480097396862e-67,1.1969263978534278e-73,1.7320804295557522e-26,2.281200714065492e-58,1.2297368836961043e-36,2.081022638629543e-68,4.999788385563715e-73,6.25092138062763e-63,1.3520533582680007e-67,3.452701998671228e-67,9.890212730812542e-36,2.580569020802233e-71,7.740413166817977e-73,3.56768376916943e-72,3.76,0.0,0.8158698335770777,0.9999999793480787,4.4172042362350356e-33,1.9304158072816246e-38,1.4987987318660276e-09,1.498798731947966e-09,2.065186841301234e-08,5.710870379180442e-27,5.276633817922357e-22,5.2987097236395375e-14,3.79340605669939e-20,6.769955161325783e-25,7.986537877716192e-32,5.5413628023405205e-22,7.304721042793553e-24,1.2811059062945267e-27,2.6254450235505937e-22,3.518597168692321e-21,1.742594571928919e-21,2.4428301988418064e-22,1.7335924955411972e-26,1.1896973222532094e-28,3.0181245268664176e-24,1.2194682979959882e-26,1.4140987447065888e-31,8.460354416829311e-24
4.412549896847808e-15,0.9028635701448781,5.988294318438937e-17,8.182506812245688e-18,4.0583293669311366e-25,6.923073845099433e-25,0.0,0.0,7.979391000027723e-14,1.0817678381759983e-24,4.6319576805706585e-32,2.0284166277255708e-41,1.1040657525582328e-32,1.0109884739889665e-53,1.732826760388747e-39,4.8955014519203294e-33,5.115183706109146e-29,1.1825140453553809e-21,5.959348683045844e-67,2.133693947640065e-41,3.889229290169373e-66,2.525562121828596e-72,3.881651293698834e-26,1.9312912717919264e-57,4.162690314704725e-36,2.7407923137272077e-67,6.778142285111381e-72,8.229732277686454e-62,2.782410071603879e-66,5.702503099184427e-66,3.3477467916097136e-35,5.3105998960618855e-70,1.5929142441454013e-71,7.342003959149811e-71,3.76,0.0,0.8158698328170965,0.9999999688767363,1.4951815317565037e-32,1.0162890482019395e-37,2.2587530287205567e-09,2.258753028904184e-09,3.112318404199345e-08,1.2846763857412596e-26,1.182514045387545e-21,7.985379507398961e-14,8.50115264747968e-20,1.5171694879894331e-24,2.7033655136472126e-31,1.2418381084786503e-21,1.6370196101605958e-23,2.8710023719162386e-27,5.883709241291472e-22,7.885296797991467e-21,3.905213471521997e-21,5.474465906449573e-22,3.8867694903310434e-26,4.0013598837817063e-28,6.763720202358745e-24,2.732873187557528e-26,4.91043718362715e-31,1.8959936075823146e-23
7.381742380205862e-15,0.9028635703909869,1.0017805835600661e-16,1.3688511103107915e-17,1.1280617863603295e-24,1.9243507702981628e-24,0.0,0.0,1.3348700727425115e-13,3.006901121505084e-24,2.207212216713917e-31,1.7230084722810936e-40,5.261077672765289e-32,8.593096954177874e-53,8.263581270107816e-39,2.3329693408808543e-32,2.437468358421654e-28,3.2869508314441294e-21,1.5007063166501391e-65,1.784832893433305e-40,1.0398381847327467e-64,1.1322302557409492e-70,1.0789506136202026e-25,2.85813020913951e-56,1.983747119175767e-35,6.907067086734599e-66,1.8083333518993688e-70,2.0723560461743914e-60,1.2205307427562726e-64,2.0359608265157348e-64,1.5952622432446767e-34,2.3295544422936513e-68,6.987502720682298e-70,3.2206551702213233e-69,3.76,0.0,0.8158698312971341,0.999999947934163,7.124793103954158e-32,8.631719767599178e-37,3.778661620239462e-09,3.7786616207498744e-09,5.2065703619449686e-08,3.599022973699236e-26,3.2869508315973808e-21,1.3358719125465747e-13,2.3629955304927814e-19,4.217147768944133e-24,1.288197994465188e-30,3.451833923914246e-21,4.5503274278130347e-23,7.980290731630289e-27,1.635444651459471e-21,2.1918112960512287e-20,1.0854997784276454e-20,1.5216922491915742e-21,1.0813895178775406e-25,1.896735333795162e-27,1.8800556937288208e-23,7.596360877313905e-26,2.374955242492815e-30,5.270133261889737e-23
1.332012734692197e-14,0.9028635708832041,1.8076841063767376e-16,2.470056423887209e-17,3.663371050617287e-24,6.24930330327217e-24,0.0,0.0,2.408731979953112e-13,9.764862172600937e-24,1.3293714435397643e-30,1.9802540637547285e-39,3.16867366817527e-31,9.890755358739793e-52,4.984941363743595e-38,1.405147577550421e-31,1.4680391490095916e-27,1.0674409973914287e-20,5.7635229367252775e-64,1.9969932397559792e-39,4.130553727361844e-63,8.223139163040191e-69,3.503873902299744e-25,6.0369457988953234e-55,1.1949678031788888e-34,2.656873429035229e-64,7.738629418849666e-69,7.958748272770233e-59,8.753451295946565e-63,1.2511624258046285e-62,9.608028660163422e-34,1.6707325350341114e-66,5.011372487608718e-68,2.309824389308789e-67,3.76,0.0,0.8158698282572094,0.9999999060494631,4.2911341909845405e-31,9.919965217152163e-36,6.818478794517771e-09,6.8184787961753235e-09,9.395029611352071e-08,1.1873580229943409e-25,1.0674409974837257e-20,2.4105398563768953e-13,7.673789451680306e-19,1.3695094897275777e-23,7.758566244061618e-30,1.1209765056326453e-20,1.4777369004215123e-22,2.5915873312650357e-26,5.311068858567638e-21,7.117872469753755e-20,3.525140742285622e-20,4.9416704703568295e-21,3.518562942537307e-25,1.1384895740422616e-26,6.105450075349379e-23,2.4669177249132984e-25,1.4391337799630502e-29,1.7114642937679157e-22
