Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41)
6.238300888169785e-10,0.48360137880165804,2.1357103872887913e-19,9.692586314887617e-24,8.529498859132763e-24,1.875175903152806e-23,0.0,0.0,4.756397563892084e-14,2.10854654847137e-22,2.168591018565684e-24,2.523052413337818e-24,2.610580728462323e-30,5.322869597431938e-54,6.2020825895633185e-37,2.600824518629365e-21,3.3325701307970952e-31,4.3022916557711264e-20,4.696870418241365e-50,2.2574024003069066e-49,1.499460419493621e-45,7.434070907270893e-45,5.946904331286982e-20,2.3479558202368943e-47,6.588563498045637e-38,1.6086918888864235e-49,7.249048807935824e-62,4.307369523971032e-47,1.7262010643034358e-63,7.675554668282432e-58,5.4045477537820893e-36,6.942747051701191e-59,6.507145697738983e-57,4.932458600402456e-64,3.76,0.0,0.9845034436460327,0.9999887898052545,3.627906646223066e-25,1.31941963800963e-36,9.833261309457916e-11,9.833261313762762e-11,1.1210194697718095e-05,7.776706149561705e-24,4.302181958105148e-20,4.756181704569996e-14,6.342728822087363e-25,2.3475047015487098e-18,1.3377577759684505e-38,2.3909975655405046e-20,2.3444142184124096e-25,3.8064727509220953e-28,2.832907504407196e-27,1.5175831809448527e-25,1.709129694325069e-23,1.2180718079239597e-21,5.624642514574281e-29,3.809583972692133e-24,8.445325320228903e-26,8.892110693359841e-32,1.9070487906728744e-28,1.805051894118035e-26,5.8272834648370225e-37,6.207565639828832e-20,1.3650475688054875e-32,3.869906754812013e-37,2.5415063110360366e-38,2.996703468873233e-38,3.8766050850746096e-39
6.420333286827666e-10,0.48360137880189963,2.198061340459064e-19,1.0251724555204893e-23,9.089058798450963e-24,1.990022417185072e-23,0.0,0.0,4.895187739929709e-14,2.2333956118710234e-22,2.3624277853157876e-24,2.7485722634760244e-24,2.852542849456251e-30,5.79595757554291e-54,6.563112947665382e-37,2.75234914459801e-21,3.6328023858893573e-31,4.567898149323892e-20,5.414621361779742e-50,2.532368095608195e-49,1.7288443708277826e-45,8.570352164933153e-45,6.11283567810007e-20,2.706989373923102e-47,7.201316933256244e-38,1.909125825538936e-49,8.629441380486014e-62,4.981896256831577e-47,2.059007007285497e-63,9.114074380357393e-58,5.9050868322452254e-36,8.261494452756444e-59,7.74475337477371e-57,6.046458810964774e-64,3.76,0.0,0.984503443643162,0.9999886706599824,3.952558298007729e-25,1.4802631712909212e-36,1.012019394927633e-10,1.0120193953846928e-10,1.1329339968542536e-05,8.21347216879675e-24,4.5677786464716103e-20,4.8949584805173976e-14,6.718288578709784e-25,2.486280610819911e-18,1.458313981798186e-38,2.5325315471702654e-20,2.4956953835174896e-25,4.048295402512635e-28,2.9986689672597982e-27,1.607460660853793e-25,1.8102655507811043e-23,1.2901936237595143e-21,5.958731220414733e-29,4.152850883369256e-24,8.944786953404344e-26,9.684812557333797e-32,2.0786918380342143e-28,1.9119068660844651e-26,6.514614020478644e-37,6.388701189779886e-20,1.5313445040034664e-32,4.3384118590621545e-37,2.813188951530982e-38,3.222907097295422e-38,4.333856302428352e-39
6.602365685485548e-10,0.4836013788021412,2.2604141453818246e-19,1.082844628713254e-23,9.669334349515686e-24,2.1084956293407695e-23,0.0,0.0,5.033977899785952e-14,2.3618353437141895e-22,2.5673895488775066e-24,2.9870355177469172e-24,3.1092095463261848e-30,6.295887165913763e-54,6.93400091729396e-37,2.9080216451071824e-21,3.950540234021042e-31,4.841697504499907e-20,6.217010587041714e-50,2.8317028141739692e-49,1.985321113409458e-45,9.840668172498825e-45,6.278349267861808e-20,3.108402036262876e-47,7.851553008445152e-38,2.2547631727407556e-49,1.0222578564722552e-61,5.738504232661094e-47,2.4441235834760127e-63,1.077010608290238e-57,6.435999129340623e-36,9.782836235326458e-59,9.17283506258877e-57,7.370006419770683e-64,3.76,0.0,0.9845034436402913,0.999988557370308,4.295886629614053e-25,1.6553807826044874e-36,1.0407126589085711e-10,1.0407126593930256e-10,1.1442629641566021e-05,8.658644683056597e-24,4.841567633706115e-20,5.033734838893853e-14,7.104649507457989e-25,2.6290286112542714e-18,1.5859037784313742e-38,2.6781326700329527e-20,2.6519626532779498e-25,4.298490692535276e-28,3.1690292206109723e-27,1.6999247181052228e-25,1.9143046169856705e-23,1.3643895491186034e-21,6.302518783477966e-29,4.516139671621911e-24,9.458561972511167e-26,1.0523245017254536e-31,2.2603264417730884e-28,2.021832932019043e-26,7.2619824291918105e-37,6.56983673972089e-20,1.7123849596850736e-32,4.84802196278567e-37,3.1046004504650105e-38,3.45834129032633e-38,4.831048653302956e-39
6.966430482801312e-10,0.4836013788026243,2.385125334485068e-19,1.2035249482420759e-23,1.0893030168220098e-23,2.3563921133379405e-23,0.0,0.0,5.3115581740855885e-14,2.629486811068256e-22,3.011887290279591e-24,3.504187478525147e-24,3.6684397399065324e-30,7.379059060173234e-54,7.70523626337921e-37,3.2317647860901297e-21,4.640514221022497e-31,5.413886045643618e-20,8.104814529004362e-50,3.509104320258e-49,2.5888973313095933e-45,1.2829529273402325e-44,6.608127404487967e-20,4.052965490475362e-47,9.269103668316697e-38,3.103093851509953e-49,1.4151263039544409e-61,7.52745693503345e-47,3.3978017613015486e-63,1.4838697759543205e-57,7.592610061786944e-36,1.3532066017110127e-58,1.2693537565718567e-56,1.0777427774975958e-63,3.76,0.0,0.9845034436345499,0.999988347220857,5.040601657536015e-25,2.0517421364514835e-36,1.0980991868677364e-10,1.0980991874094405e-10,1.1652779089674649e-05,9.572957631533504e-24,5.413733690038765e-20,5.311286306491457e-14,7.909774881330411e-25,2.9264366262724185e-18,1.8629817947623273e-38,2.9815355806588595e-20,2.9794682052079324e-25,4.82431626046508e-28,3.523509338871303e-27,1.8926129318002028e-25,2.1310911551891525e-23,1.519003700792993e-21,7.019210698894618e-29,5.305051670166332e-24,1.0529040751339155e-25,1.2342417852695439e-31,2.6546968686147963e-28,2.2508978820347978e-26,8.951104504211593e-37,6.932107839572752e-20,2.1221030958244595e-32,5.999853868932155e-37,3.749702156213654e-38,3.95708573933833e-38,5.954751475121638e-39
7.294088800385499e-10,0.48360137880305915,2.4973717977328116e-19,1.3183031873834545e-23,1.2067700911917015e-23,2.592077353289269e-23,0.0,0.0,5.561380373168024e-14,2.8826532137475434e-22,3.4529838791860995e-24,4.0173823601731475e-24,4.226508919512748e-30,8.452677668392267e-54,8.432777270750342e-37,3.537205500679331e-21,5.326329159236363e-31,5.956896988474059e-20,1.016938569705747e-49,4.216521834470125e-49,3.249201796622094e-45,1.6098461898771902e-44,6.903509581565625e-20,5.0861759066586e-47,1.0684714301295293e-37,4.078559088640391e-49,1.8694116322100193e-61,9.495530648286198e-47,4.5064369530770343e-63,1.9522750182987777e-57,8.746631273629697e-36,1.7864060180530166e-58,1.676334359672195e-56,1.4922587372957355e-63,3.76,0.0,0.9845034436293826,0.9999881753701647,5.779797088410861e-25,2.465752461911446e-36,1.1497470620278937e-10,1.1497470626239277e-10,1.1824629779442464e-05,1.042149779351636e-23,5.956722320104954e-20,5.561081207858501e-14,8.671327726482426e-25,3.2076777117741575e-18,2.1384073947803636e-38,3.2685059204380854e-20,3.2913000294749526e-25,5.326988907926033e-28,3.858177260582702e-27,2.0748793380307115e-25,2.3361249487532818e-23,1.6652498227078132e-21,7.697454216798629e-29,6.089237211479661e-24,1.154139480311069e-25,1.4148901231578042e-31,3.0466262325942817e-28,2.4675583154036042e-26,1.0713366133500752e-36,7.25815182940506e-20,2.550002637655579e-32,7.2008741596381395e-37,4.405548563504967e-38,4.437961812741769e-38,7.127113457905433e-39
7.621747117969686e-10,0.4836013788034939,2.6096243535375127e-19,1.4390140329823098e-23,1.331335158313861e-23,2.839783876654157e-23,0.0,0.0,5.811202531030742e-14,3.1474533762150512e-22,3.93476648552461e-24,4.577913486016327e-24,4.839154260303034e-30,9.624015133660068e-54,9.19181805194594e-37,3.855909247869145e-21,6.076564980776893e-31,6.526475970785665e-20,1.2631676122253863e-49,5.025779617841111e-49,4.0369470818150584e-45,1.9997352794298173e-44,7.197554595057873e-20,6.318652616607942e-47,1.2239806951100272e-37,5.2960951620970525e-49,2.4393416518022142e-61,1.185540164133432e-46,5.904559527560552e-63,2.5375996093829433e-57,1.0013312955582826e-35,2.329492275414796e-58,2.1867733206725263e-56,2.0368512359454784e-63,3.76,0.0,0.9845034436242153,0.999988018422303,6.587360087814984e-25,2.939457428798842e-36,1.201394937185122e-10,1.201394937838144e-10,1.1981577638899306e-05,1.1292570052387829e-23,6.526276931560279e-20,5.810874769159997e-14,9.467876369316798e-25,3.501771820994602e-18,2.4397230845876997e-38,3.568650848466762e-20,3.619312622707646e-25,5.858021665027045e-28,4.207602822618823e-27,2.2655276775752794e-25,2.5505603859740423e-23,1.818215952418131e-21,8.407200626482288e-29,6.947114019440008e-24,1.2600079852492329e-25,1.6123436429056009e-31,3.4753065200954157e-28,2.6941672904307816e-26,1.272873132698007e-36,7.584195819204813e-20,3.039533478621705e-32,8.57279374483455e-37,5.137425043699694e-38,4.949382984751096e-38,8.467857741115352e-39
7.949405435553873e-10,0.48360137880392867,2.721883036415784e-19,1.565744888533108e-23,1.4631416908548736e-23,3.099612329880414e-23,0.0,0.0,6.061024651233502e-14,3.423887296562732e-22,4.4589599549806374e-24,5.1877876318742016e-24,5.508975073943801e-30,1.0897040688337245e-53,9.982195551945142e-37,4.187810544891474e-21,6.894109240065133e-31,7.122619011330284e-20,1.5545734229908724e-49,5.94619341938667e-49,4.969507072041767e-45,2.461186167959589e-44,7.490268532828261e-20,7.777528044883101e-47,1.3941167885723259e-37,6.801193288605457e-49,3.147355684921168e-61,1.4662709730825268e-46,7.650747962336298e-63,3.262009528402584e-57,1.1397993280040628e-35,3.0036847638348543e-58,2.8207134127855798e-56,2.7439801464786403e-63,3.76,0.0,0.984503443619048,0.9999878750848387,7.466213975167014e-25,3.478334682200028e-36,1.2530428123394222e-10,1.2530428130520895e-10,1.2124915100745607e-05,1.218453607444172e-23,7.122393455905735e-20,6.06066699457622e-14,1.0299420809831585e-24,3.808712753236673e-18,2.7680918276741593e-38,3.881969259331807e-20,3.963501125563322e-25,6.417876804792906e-28,4.5717329572872526e-27,2.464558480483248e-25,2.774395683993439e-23,1.9779020499794832e-21,9.148479391825483e-29,7.881989253122749e-24,1.3705079271882437e-25,1.8273475268770515e-31,3.9423783449606294e-28,2.9307241312783944e-26,1.5021444899369081e-36,7.910239808972005e-20,3.5963406960056245e-32,1.0130889479549645e-36,5.949927947665496e-38,5.491538725204305e-38,9.993114145262984e-39
8.27706375313806e-10,0.4836013788043635,2.834147880712695e-19,1.6985826672883346e-23,1.6023324337293797e-23,3.3716628679886303e-23,0.0,0.0,6.310846737027254e-14,3.711954973041082e-22,5.027280616050465e-24,5.849001664221118e-24,6.238569366962517e-30,1.227568925252956e-53,1.080374755282831e-36,4.532844209082775e-21,7.7818489499673145e-31,7.745316867940542e-20,1.8970119921738145e-49,6.987483525163962e-49,6.065715549681519e-45,3.0034806736618606e-44,7.781657455003361e-20,9.492208761005733e-47,1.5795593156121896e-37,8.645383888663588e-49,4.0190016524941926e-61,1.797805989798899e-46,9.812331282282135e-63,4.1506574142211843e-57,1.2906005169348831e-35,3.833120734456507e-58,3.600968564813438e-56,3.6523074161695924e-63,3.76,0.0,0.9845034436138806,0.9999877441774647,8.419269817197727e-25,4.088101988445556e-36,1.304690687490794e-10,1.3046906882657635e-10,1.2255822472121493e-05,1.3095832959749713e-23,7.745062564153928e-20,6.310457887978316e-14,1.1165961048024847e-24,4.1284943111286144e-18,3.1246765834699477e-38,4.208460047919557e-20,4.3238546476136775e-25,7.007016593397366e-28,4.95051478772427e-27,2.6719722748979303e-25,3.007629060292964e-23,2.144308075545908e-21,9.921319971348734e-29,8.897169804203209e-24,1.485637644022275e-25,2.0606466852516334e-31,4.449481653884155e-28,3.1772281622252315e-26,1.761704178345144e-36,8.23628379870664e-20,4.226315775924081e-32,1.1891056790578113e-36,6.847678995470044e-38,6.064596604767121e-38,1.1719870851766137e-38
8.604722070722247e-10,0.4836013788047983,2.946418920602556e-19,1.837613805077581e-23,1.7490494074352528e-23,3.656035156822971e-23,0.0,0.0,6.560668791381009e-14,4.0116564040453574e-22,5.641436319070841e-24,6.563542585595463e-24,7.030533368166632e-30,1.376386165449796e-53,1.1656312669763172e-36,4.890945356501366e-21,8.742670581843357e-31,8.394555982878131e-20,2.296805713481695e-49,8.15977436201242e-49,7.345916776646801e-45,3.636640760412244e-44,8.071727394100654e-20,1.1494453576289073e-46,1.7809887411791352e-37,1.0886729133844199e-48,5.083206330367534e-61,2.186721800406752e-46,1.246627797210392e-62,5.231933761705769e-57,1.4542675318875933e-35,4.845105355910997e-58,4.553364043659419e-56,4.8075470333782905e-63,3.76,0.0,0.9845034436087133,0.9999876246222529,9.449426483237346e-25,4.774717190073155e-36,1.3563385626392408e-10,1.356338563479167e-10,1.2375377681490836e-05,1.402497530528884e-23,8.394270612175404e-20,6.560247452955135e-14,1.2067497083894638e-24,4.461110300578538e-18,3.510640307345665e-38,4.548122109400101e-20,4.700357352966082e-25,7.625903290157501e-28,5.343895627208582e-27,2.8877695870634625e-25,3.2502587326935393e-23,2.317433989361975e-21,1.0725751818016618e-28,9.995962297017008e-24,1.6053954742893724e-25,2.3129857561303757e-31,4.998255736319457e-28,3.4336787076668116e-26,2.054236862318828e-36,8.562327788408714e-20,4.935596510249712e-32,1.3869805566111254e-36,7.835322389181193e-38,6.66870531812457e-38,1.3665988774423195e-38
8.932380388306434e-10,0.48360137880523313,3.058696190089695e-19,1.982924271674927e-23,1.9034339113737874e-23,3.952828375291271e-23,0.0,0.0,6.810490817006292e-14,4.322991588103002e-22,6.3031264750631065e-24,7.333387579792976e-24,7.887461143536458e-30,1.5365424849820674e-53,1.25397303470105e-36,5.26204940055322e-21,9.77946006559566e-31,9.070319302585146e-20,2.76075832968129e-49,9.4735941016892e-49,8.832015154626012e-45,4.371452348962724e-44,8.360484355155547e-20,1.381845016028652e-46,1.999086293460962e-37,1.3590332060298792e-48,6.372556104558391e-61,2.6401304293405357e-46,1.5700138532970243e-62,6.537727534631867e-57,1.6313323402053086e-35,6.070371008609902e-58,5.706985870475886e-56,6.263390465593531e-63,3.76,0.0,0.984503443603546,0.9999875154347615,1.055957070023902e-24,5.544378160795193e-36,1.407986437784762e-10,1.407986438692299e-10,1.2484565170539349e-05,1.4970556137692898e-23,9.070000460448008e-20,6.810035692837748e-14,1.3004028917439027e-24,4.806554530734118e-18,3.9271459506123175e-38,4.900954339212973e-20,5.092989401552974e-25,8.274999147528464e-28,5.7518229784775714e-27,3.111950941331637e-25,3.502282919355456e-23,2.4972797517555135e-21,1.1561804379077837e-28,1.1181673088610772e-23,1.7297797571623565e-25,2.5851091056404633e-31,5.590339233094111e-28,3.700075092115387e-26,2.382560523032005e-36,8.888371778078232e-20,5.730566894929946e-32,1.608425607591862e-36,8.917522325247255e-38,7.303997288611875e-38,1.58502158401949e-38
9.260038705890621e-10,0.483601378805668,3.1709797230092323e-19,2.1345995809149107e-23,2.0656265271554815e-23,4.2621412175947784e-23,0.0,0.0,7.060312816379548e-14,4.645960523862167e-22,7.014042094398053e-24,8.160504056851456e-24,8.81194428622921e-30,1.7084212139341428e-53,1.3453840853948684e-36,5.646092050625721e-21,1.0895102789718223e-30,9.772586989248922e-20,3.296169579130259e-49,1.093987426538972e-48,1.054752399600293e-44,5.219488657402129e-44,8.647934315847703e-20,1.6500890230452692e-46,2.2345338860111634e-37,1.682886152252961e-48,7.923587872768213e-61,3.1656984761569317e-46,1.961304187929176e-62,8.103695875770628e-57,1.822326143164225e-35,7.543345452194099e-58,7.094439138092462e-56,8.082509283244774e-63,3.76,0.0,0.9845034435983787,0.9999874157159105,1.1752577107547772e-24,6.403522760470388e-36,1.459634312927362e-10,1.4596343139051598e-10,1.2584284019110256e-05,1.5931246925206192e-23,9.772232185619772e-20,7.059822610721811e-14,1.397555654865607e-24,5.1648208139467705e-18,4.375356460521334e-38,5.266955633054092e-20,5.501727766102881e-25,8.954766411098618e-28,6.1742445330459886e-27,3.3445168601687037e-25,3.763699838778334e-23,2.6838453231309748e-21,1.242950709593676e-28,1.2457608268785732e-23,1.858788832440905e-25,2.877760828038488e-31,6.227370143911965e-28,3.9764166401999477e-26,2.7496285909557615e-36,9.21441576771519e-20,6.617857029508713e-32,1.8552134920739854e-36,1.0098960848629257e-37,7.97059091486288e-38,1.8292201182683514e-38
9.587697023474808e-10,0.4836013788061027,3.283269553027851e-19,2.292724799648723e-23,2.235767121891101e-23,4.58407189544741e-23,0.0,0.0,7.310134791762512e-14,4.980563210081244e-22,7.775865825278685e-24,9.046849697823654e-24,9.806571674680386e-30,1.8924023385882556e-53,1.4398485281117545e-36,6.0430093107294005e-21,1.2092483601346061e-30,1.0501337032165682e-19,3.910849539905278e-49,1.2569949328661342e-48,1.2517613394449607e-44,6.193133065279077e-44,8.934083226626579e-20,1.958104329821643e-46,2.488014056869609e-37,2.068309308120296e-48,9.777090216580797e-61,3.7716660410947276e-46,2.4316747825687076e-62,9.969543036894863e-57,2.027779326262629e-35,9.302428935661392e-58,8.752115328078376e-56,1.0337639209952895e-62,3.76,0.0,0.9845034435932114,0.9999873246445831,1.3031308311411032e-24,7.35882879007974e-36,1.5112821880670408e-10,1.51128218911775e-10,1.2675355343995119e-05,1.6905796785541163e-23,1.0500943691870616e-19,7.309608209487945e-14,1.4982079977543834e-24,5.535902965740041e-18,4.856434780264584e-38,5.646124886863848e-20,5.92654693397475e-25,9.665667319585103e-28,6.611108170527117e-27,3.585467864162152e-25,4.034507709801054e-23,2.8771306639633756e-21,1.3328889404053424e-28,1.3827073660134704e-23,1.9924210405447213e-25,3.1916847458124405e-31,6.910985833824909e-28,4.2627026766662297e-26,3.158532065108814e-36,9.540459757319591e-20,7.604343017741381e-32,2.129177101097846e-36,1.1384336016010778e-37,8.668592493703399e-38,2.1012509247463273e-38
9.915355341058996e-10,0.48360137880653764,3.3955657136445713e-19,2.4573845557070805e-23,2.4139948514682853e-23,4.918718140284755e-23,0.0,0.0,7.559956745220795e-14,5.3267996456193105e-22,8.590271992045432e-24,9.994372499343544e-24,1.0873929287016044e-29,2.088862522974752e-53,1.5373505536281012e-36,6.452737478147238e-21,1.3374486806304915e-30,1.1256545773374855e-19,4.613132680260378e-49,1.4375556326703804e-48,1.4769157220063416e-44,7.305601514792593e-44,9.218937010836283e-20,2.310082901244981e-46,2.7602099217359286e-37,2.5242465244444038e-48,1.1978414570270355e-60,4.4668654472832294e-46,2.993675629272398e-62,1.2179308288530506e-56,2.248221421218069e-35,1.1390279959902214e-57,1.0720468371554016e-55,1.3112747885907128e-62,3.76,0.0,0.9845034435880441,0.9999872414708706,1.439861493923739e-24,8.417213946706465e-36,1.5629300632038024e-10,1.5629300643300687e-10,1.275852905406184e-05,1.7893031073585325e-23,1.1256111236544727e-19,7.55939249182035e-14,1.6023599204100382e-24,5.919794804781578e-18,5.371543848974383e-38,6.038460996816244e-20,6.367419510492298e-25,1.0408164104829772e-27,7.062361957956388e-27,3.834804472027469e-25,4.3147047516017225e-23,3.0771357347927805e-21,1.4259980732867206e-28,1.5293374818074278e-23,2.130674722507636e-25,3.527624409782695e-31,7.642823038823652e-28,4.5589325263767166e-26,3.612501619412802e-36,9.866503746891432e-20,8.697146869117832e-32,2.4322091573584196e-36,1.277836031290423e-37,9.398097877093963e-38,2.403263381174279e-38
9.999999999999999e-10,0.48360137880697235,3.42457644886055e-19,2.500993849380419e-23,2.461368181831462e-23,5.007246624216715e-23,0.0,0.0,7.624493769983748e-14,5.418134505794016e-22,8.809409693883221e-24,1.024932878235187e-23,1.1161799229386328e-29,2.141688518558094e-53,1.5630302395874155e-36,6.560657853347855e-21,1.371977622087771e-30,1.1455937839881308e-19,4.809866598309666e-49,1.4872008565345815e-48,1.5400010889951127e-44,7.617253248376067e-44,9.2923141053063e-20,2.4086956872493033e-46,2.83365241671657e-37,2.6546761414033434e-48,1.260965096244003e-60,4.66210220043496e-46,3.15543385817398e-62,1.2811905404977047e-56,2.307669595151794e-35,1.198874343766408e-57,1.1284831277290641e-55,1.3925661143380435e-62,3.76,0.0,0.9845034435867092,0.9999872211828807,1.476657821062715e-24,8.708252937576152e-36,1.576272366881779e-10,1.576272368027995e-10,1.2778817043044961e-05,1.8149990739036846e-23,1.1455492218024659e-19,7.623919574596717e-14,1.6298345045036975e-24,6.021047637935962e-18,5.510286486325795e-38,6.141953929112176e-20,6.483916771681528e-25,1.0605166804862718e-27,7.181267843318283e-27,3.9005791269642567e-25,4.388614479416835e-23,3.1298956416384164e-21,1.4505668891712688e-28,1.5688310962246416e-23,2.1671410282277773e-25,3.6180776564289855e-31,7.83991789608975e-28,4.6370743264121155e-26,3.737510662037302e-36,9.950731373093069e-20,8.997629309929895e-32,2.5154541747632588e-36,1.3156718583735548e-37,9.591683770296872e-38,2.4864282827306107e-38
1.0243013658643184e-09,0.48360137880697235,3.507868238191506e-19,2.628663044997746e-23,2.6004481638137192e-23,5.266177205462931e-23,0.0,0.0,7.809778678640906e-14,5.684669829427418e-22,9.458926633305264e-24,1.1005010817987763e-23,1.2016600062945799e-29,2.298175130301997e-53,1.6378744340508483e-36,6.875213142091336e-21,1.4743996169161285e-30,1.2038188358694103e-19,5.411891619485057e-49,1.6368834460055923e-48,1.7330779250144504e-44,8.570964455162767e-44,9.50250156483972e-20,2.7104888119130177e-46,3.0518051389926285e-37,3.060565074149836e-48,1.45777962666348e-60,5.2607397661841604e-46,3.6613474504777563e-62,1.4781662708257159e-56,2.484181077834366e-35,1.3854109539889245e-57,1.3044299333395443e-55,1.6504289416559074e-62,3.76,0.0,0.9845034435828768,0.9999871655098995,1.5857335693605844e-24,9.585835778519964e-36,1.614577938337648e-10,1.6145779395421169e-10,1.2834490022469836e-05,1.8891849487998697e-23,1.203770988118366e-19,7.809175460223802e-14,1.710011422832378e-24,6.316490152858302e-18,5.921846601723514e-38,6.443962859308959e-20,6.824316736573147e-25,1.118271899179555e-27,7.52795414911743e-27,4.0925272006148635e-25,4.604289183697612e-23,3.2838604962192485e-21,1.5222810505740272e-28,1.6859817030873148e-23,2.2735482199725257e-25,3.8863230992021018e-31,8.424517870662218e-28,4.865105514310649e-26,4.114909696322744e-36,1.0192547736430716e-19,9.903636401155437e-32,2.766261818652635e-36,1.428575928524583e-37,1.0159193904402944e-37,2.737501191949221e-38
1.0570671976227372e-09,0.4836013788074071,3.620177159834631e-19,2.8066440378471594e-23,2.7952648021409535e-23,5.626545868447393e-23,0.0,0.0,8.059600593745781e-14,6.054173760540597e-22,1.0383487539886622e-23,1.2080693414434341e-23,1.3237163805955975e-29,2.520710244266885e-53,1.7414045224274744e-36,7.31037318236672e-21,1.620389491327273e-30,1.2846239123678785e-19,6.316550603908928e-49,1.8562324700667364e-48,2.023289844875766e-44,1.0004168337350764e-43,9.78478275814208e-20,3.164065205923682e-46,3.36348388478641e-37,3.6881142472635896e-48,1.763068532335542e-60,6.163361151872012e-46,4.450344333738233e-62,1.7830214725300537e-56,2.7361860442437404e-35,1.6745983799185855e-57,1.5773049583119059e-55,2.0622548616902772e-62,3.76,0.0,0.9845034435777095,0.9999870961361904,1.7410297406028267e-24,1.0872091639763999e-35,1.6662258134685813e-10,1.6662258147538936e-10,1.2903863729087718e-05,1.990122380627068e-23,1.2845713877483875e-19,8.058957117039193e-14,1.8211625050212094e-24,6.725982834854386e-18,6.508505969525239e-38,6.862629370954266e-20,7.297208931599807e-25,1.1989794198563159e-27,8.007833183870521e-27,4.358636564915986e-25,4.9032592259451175e-23,3.4973049088982224e-21,1.621740813991798e-28,1.8529705319677575e-23,2.4210398751869233e-25,4.26852382185534e-31,9.257705821014382e-28,5.181220965564021e-26,4.669272587891565e-36,1.0518591725937442e-19,1.1231425142349886e-31,3.13334628402867e-36,1.5911270355000482e-37,1.0951959641937766e-37,3.1063037733091487e-38
1.089833029381156e-09,0.4836013788078419,3.7324925115745366e-19,2.991410884670304e-23,2.998581808183843e-23,5.999920432991721e-23,0.0,0.0,8.309422492108972e-14,6.435311438070584e-22,1.1365604292620629e-23,1.322333949741938e-23,1.4538197120544296e-29,2.756834690246175e-53,1.8479252523578452e-36,7.75815476804217e-21,1.775706572083852e-30,1.3680671921826722e-19,7.337098700795934e-49,2.0968969398356358e-48,2.3507773402329487e-44,1.1621056663169941e-43,1.0065786433513677e-19,3.675841121740583e-46,3.6959308368556885e-37,4.4187853892764786e-48,2.1198086901168698e-60,7.18544898883898e-46,5.378062422489421e-62,2.138382435834469e-56,3.0047631544295074e-35,2.0123134790284148e-57,1.8961102374901596e-55,2.559307814836403e-62,3.76,0.0,0.9845034435725422,0.9999870327785032,1.9060315090466006e-24,1.2283618645749055e-35,1.7178736885966044e-10,1.7178736899653996e-10,1.2967221413757235e-05,2.0920195327565568e-23,1.3680096995499596e-19,8.308737464457727e-14,1.93581316697634e-24,7.148266678731746e-18,7.132684879333318e-38,7.294459428570736e-20,7.786065869947031e-25,1.282985193632825e-27,8.50194768748347e-27,4.633133078070599e-25,5.211613098539706e-23,3.7174689335363145e-21,1.724380304650392e-28,2.030634443853453e-23,2.573148030999273e-25,4.6749693141576205e-31,1.0144021765037405e-27,5.507278205349595e-26,5.279252504329626e-36,1.0844635715411608e-19,1.2688372235701965e-31,3.535532402605055e-36,1.765964179838311e-37,1.1776467452144782e-37,3.5121076301904714e-38
1.1225988611395748e-09,0.4836013788082767,3.8448143262471877e-19,3.18304652104587e-23,3.21053552541564e-23,6.386396731306448e-23,0.0,0.0,8.559244375167612e-14,6.828082861199167e-22,1.2406918299949624e-23,1.4434858767492766e-23,1.592227337952879e-29,3.006912056369159e-53,1.957421137607901e-36,8.218495356127908e-21,1.9406390732950495e-30,1.454146040173238e-19,8.484102713563909e-49,2.3602111887653347e-48,2.7189545920595517e-44,1.3438390593921381e-43,1.0345518407112135e-19,4.251138183717437e-46,4.049831165864931e-37,5.265573354939083e-48,2.5346911343090255e-60,8.338387857952648e-46,6.4637747939188104e-62,2.550692606230138e-56,3.290438321995415e-35,2.404827941562432e-57,2.2668092740346318e-55,3.1558231615219638e-62,3.76,0.0,0.9845034435673748,0.999986974915134,2.0810191996601993e-24,1.3828293627849013e-35,1.76952156372172e-10,1.7695215651766343e-10,1.3025084780511413e-05,2.1947872094369664e-23,1.4540832800795102e-19,8.558516504533883e-14,2.053963408697577e-24,7.583335515512804e-18,7.79554625404201e-38,7.739451929175665e-20,8.29085709887078e-25,1.3703354409398903e-27,9.010246469964898e-27,4.916017251373245e-25,5.529349022015867e-23,3.944352530887449e-21,1.8302024630447527e-28,2.2193038874413195e-23,2.729871030855733e-25,5.106402041252816e-31,1.1085099964412184e-27,5.843276558996893e-26,5.9486596301349827e-36,1.1170679704853217e-19,1.4282582342742962e-31,3.974948285022846e-36,1.95356318661051e-37,1.2632783914047879e-37,3.957447724828377e-38
