Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41)
0.04531806511293708,0.484200981228601,1.256251224344402e-10,1.4610664102353783e-10,1.7083320131323228e-10,6.341168135663243e-07,0.0,0.0,9.876339897536503e-06,1.4395356064656681e-06,2.0700041783702942e-06,8.040720099180606e-10,2.114381142494064e-11,8.739520915838593e-33,2.99516840768212e-23,9.136268668372046e-15,4.42022074421957e-12,0.00023828608525989787,1.8001374385500773e-25,1.7503426294309766e-23,5.1589505428194425e-23,2.384607935096966e-27,6.224821385014454e-17,2.10797668194313e-14,9.791979197959357e-16,3.305870303917928e-17,7.226997277818141e-27,1.5220691377838235e-16,4.294641546667844e-18,1.63865327467904e-23,3.187542263069629e-13,8.386052830087224e-23,1.8233673509152113e-23,4.5137206837556285e-18,3.76,0.0,0.9773704874863064,0.9997303588194356,8.662120555956305e-06,1.5149449884210748e-09,0.006878458471158726,0.007117471868199802,1.3630981039256853e-05,1.4324193846209585e-15,0.0002403204964188776,1.0237651608570162e-06,3.265998679599132e-09,1.114137303660229e-08,3.108206023706734e-18,6.916708564297371e-10,6.637903544560874e-10,1.3627773901410982e-06,6.142279398100959e-18,1.010974984263267e-09,1.2314555427985474e-09,2.0013699836070033e-10,3.013713246527826e-08,1.172199040498206e-05,4.4107511011856755e-13,1.123212592293007e-14,6.159245370872874e-09,1.608772782689879e-10,1.5293493933616087e-10,4.3123764744123325e-09,6.293638219513603e-09,5.122941725168332e-15,4.171520049097763e-12,4.4336659664556475e-16,3.331334966434353e-09
0.04551786554630375,0.4842036192435665,1.264634059433226e-10,1.4714076101488541e-10,1.7275353846616256e-10,6.410353372725184e-07,0.0,0.0,9.937468964100068e-06,1.4559268540161094e-06,2.103006405983444e-06,8.169223487158165e-10,2.1400689477521485e-11,8.45613806054538e-33,3.0491827216764043e-23,9.239890136834192e-15,4.466282199786056e-12,0.0002403508180095126,1.8499812812990855e-25,1.7731206645745724e-23,5.307197835311005e-23,2.4418261637260256e-27,6.294621911769749e-17,2.162201830834419e-14,9.945055942250754e-16,3.4101816206111435e-17,7.479641988518545e-27,1.558599306294559e-16,4.404162877676299e-18,1.6754130656460217e-23,3.2350702623838556e-13,8.608350541863646e-23,1.8722894714379778e-23,4.634858357769336e-18,3.76,0.0,0.977339046191802,0.9997281198223276,8.78959239870658e-06,1.5374017329515807e-09,0.0069076496554126895,0.007148737114099456,1.3630950507643685e-05,1.4384873066229414e-15,0.0002424177823986141,1.0312468488539156e-06,3.29451037831731e-09,1.1222708150132274e-08,3.135345912223295e-18,6.967476574896244e-10,6.689523953561854e-10,1.3866476232239477e-06,6.169850253104092e-18,1.0218566852975528e-09,1.2443355224279699e-09,2.0181182219200992e-10,3.0480094819249415e-08,1.1842669275998765e-05,4.465582432571636e-13,1.1371686849078362e-14,6.23922231711282e-09,1.6256155717746976e-10,1.5466012626049892e-10,4.400380965351171e-09,6.375314768109186e-09,5.189425170637907e-15,4.218994135430815e-12,4.484120905574367e-16,3.3832083940329323e-09
0.04571766597967042,0.48420625723790495,1.2730326355407237e-10,1.4817768013518468e-10,1.746883460822591e-10,6.480012073419055e-07,0.0,0.0,9.998663746304662e-06,1.4724431480590739e-06,2.1364077889831667e-06,8.299285682846787e-10,2.165970662059959e-11,8.730042369141911e-33,3.103920908222214e-23,9.34422326638007e-15,4.512595310585037e-12,0.00024242404299956206,1.9010093172608246e-25,1.7960914226076847e-23,5.45908714149723e-23,2.5001548852028607e-27,6.364901740636288e-17,2.217574433493857e-14,1.0099795792983319e-15,3.517351554228965e-17,7.740050991032138e-27,1.5958408888472583e-16,4.5159721965174036e-18,1.7128354000774495e-23,3.283077026993272e-13,8.835569728253192e-23,1.922313454006419e-23,4.758736898018057e-18,3.76,0.0,0.9773076043057297,0.9997258710289938,8.918492623251436e-06,1.5600917171462256e-09,0.006936831289781978,0.007180001353039487,1.363091984246359e-05,1.444553132477552e-15,0.00024452395592200346,1.0387550598221084e-06,3.323143013976911e-09,1.1304330542261545e-08,3.1626009435067e-18,7.01842810665498e-10,6.741376146936611e-10,1.4108672203609747e-06,6.197433711649425e-18,1.032829678841585e-09,1.2572867740785393e-09,2.034960433382337e-10,3.082529909077038e-08,1.1964219829743616e-05,4.5208827885693575e-13,1.1512439948995929e-14,6.3199241380310286e-09,1.642551751831046e-10,1.5639693607263133e-10,4.4897850584224565e-09,6.457730752404944e-09,5.256510502540062e-15,4.266778310936463e-12,4.534905380861379e-16,3.4356721089855425e-09
0.04591746641303709,0.48420889521207305,1.2814466913508432e-10,1.492173755300614e-10,1.76637641831106e-10,6.550145297667618e-07,0.0,0.0,1.005992210172331e-05,1.4890846455383868e-06,2.170211632390042e-06,8.430919715083094e-10,2.1920870555396575e-11,8.441824104942948e-33,3.1593869634364574e-23,9.449268303858435e-15,4.5591593436227454e-12,0.000244505754163497,1.9532439061449824e-25,1.81925564829286e-23,5.614693476039364e-23,2.5596147790036092e-27,6.435661035626294e-17,2.2741130950938996e-14,1.0256206598370673e-15,3.627446641075125e-17,8.008427062049885e-27,1.6338043942780433e-16,4.63010582590585e-18,1.7509289482817402e-23,3.3315644393094034e-13,9.067796286564268e-23,1.9734588639240554e-23,4.885406271929753e-18,3.76,0.0,0.9772761618178417,0.9997236124388307,9.048831938779238e-06,1.5830162070595806e-09,0.006966003380786153,0.007211264584988097,1.3630889043708338e-05,1.4506168634100038e-15,0.00024663901421113297,1.0462895645009894e-06,3.3518965501673495e-09,1.13862377089646e-08,3.189971082889083e-18,7.069561653669851e-10,6.793460764275097e-10,1.43543996442632e-06,6.2250299525733985e-18,1.0438947258819398e-09,1.2703091029773163e-09,2.0518965930784018e-10,3.1172744481918993e-08,1.2086644996314306e-05,4.576653625040101e-13,1.1654388897411055e-14,6.401353618974858e-09,1.6595810701559537e-10,1.5814537151806103e-10,4.580604426645761e-09,6.5408889997236115e-09,5.3242000222274024e-15,4.314872459088625e-12,4.586019268284048e-16,3.488730193921603e-09
0.04611726684640376,0.48421153316653015,1.2898759647014728e-10,1.5025981422700665e-10,1.7860144218960712e-10,6.620754096097676e-07,0.0,0.0,1.0121241885102768e-05,1.505851494976536e-06,2.204421249741436e-06,8.564138662225901e-10,2.2184188939616645e-11,7.54489237092442e-33,3.215585282672384e-23,9.555026688989739e-15,4.605973540625605e-12,0.00024659594542820394,2.006708391821733e-25,1.8426140861518843e-23,5.774092453951544e-23,2.620224098512776e-27,6.506900766242202e-17,2.3318365563502125e-14,1.0414296092611629e-15,3.7405343238148853e-17,8.284979340861484e-27,1.6725004024187432e-16,4.746600340931449e-18,1.7897024825364898e-23,3.3805343478607834e-13,9.305117512678623e-23,2.0257455966258706e-23,5.014916920773756e-18,3.76,0.0,0.9772447187178904,0.9997213440512395,9.180621063400081e-06,1.606176465964257e-09,0.006995165934953913,0.0072425268099132216,1.3630858111369754e-05,1.4566785006474758e-15,0.00024876295448985003,1.0538501318786817e-06,3.3807709505141726e-09,1.1468427127315478e-08,3.217456295736972e-18,7.120875698021043e-10,6.845778447858712e-10,1.4603696495502177e-06,6.252639155642023e-18,1.0550525914536863e-09,1.2834023066620906e-09,2.0689266709584246e-10,3.1522430316329835e-08,1.2209947685103494e-05,4.632896347404705e-13,1.1797537240463644e-14,6.483513519307103e-09,1.6767032640149702e-10,1.5990544072085378e-10,4.672854802575978e-09,6.624792310811953e-09,5.392496009420165e-15,4.363276478948413e-12,4.637462460493456e-16,3.5423867394559647e-09
0.046317067279770426,0.484214171101733,1.2983201914826937e-10,1.5130498253893288e-10,1.805797625616716e-10,6.69183950464534e-07,0.0,0.0,1.0182620945919864e-05,1.5227438323586552e-06,2.239039967682925e-06,8.698955654060126e-10,2.244966923946664e-11,5.889261897104606e-33,3.2725232921449136e-23,9.661497748947882e-15,4.653037128489641e-12,0.0002486946107097465,2.0614283219227933e-25,1.8661674800646196e-23,5.937361246237825e-23,2.6819942771901343e-27,6.578620477059928e-17,2.390763770521599e-14,1.0574071929752055e-15,3.8566834918798245e-17,8.569920319703192e-27,1.7119396073444787e-16,4.86549271220655e-18,1.8291647973475645e-23,3.4299885828861444e-13,9.547621550586945e-23,2.07919374575107e-23,5.1473200296196676e-18,3.76,0.0,0.977213274995628,0.9997190658656299,9.313870728568678e-06,1.6295737527762935e-09,0.007024318958829443,0.0072737880277823535,1.3630827045439798e-05,1.4627380454204153e-15,0.000250895773984536,1.061436527865135e-06,3.40976617869953e-09,1.1550896240907953e-08,3.2450565474707837e-18,7.172368701071663e-10,6.898329823071317e-10,1.485660087875593e-06,6.2802615020911754e-18,1.0663040469897365e-09,1.296566178947267e-09,2.0860506317677604e-10,3.187435558774057e-08,1.2334130772663864e-05,4.689612336683128e-13,1.1941888471758953e-14,6.5664065558591465e-09,1.6939180657879075e-10,1.6167713418549964e-10,4.766552019768317e-09,6.709443442804562e-09,5.461400708334655e-15,4.4119902276749125e-12,4.689234805296013e-16,3.5966458346626014e-09
0.046516867713137094,0.4842168090181415,1.306779108804763e-10,1.5235282267544114e-10,1.825726163597123e-10,6.763402546945331e-07,0.0,0.0,1.0244057130611747e-05,1.53976178272565e-06,2.2740711239880346e-06,8.835383894640979e-10,2.271731903153295e-11,8.429754529014786e-33,3.330205024079011e-23,9.768683437833147e-15,4.70034931877351e-12,0.0002508017439158901,2.1174269750795613e-25,1.8899165716329307e-23,6.104578132487015e-23,2.744941271034924e-27,6.650821481834059e-17,2.4509138697987983e-14,1.0735541705771438e-15,3.975964192327079e-17,8.863465547719881e-27,1.752132789471859e-16,4.9868202432934005e-18,1.8693247475494676e-23,3.4799289579205404e-13,9.795397368763479e-23,2.1338236074389816e-23,5.282667413144479e-18,3.76,0.0,0.9771818306408104,0.9997167778814187,9.448591675452363e-06,1.6532093225975674e-09,0.007053462458968216,0.0073050482385626225,1.3630795845910516e-05,1.4687954989616563e-15,0.0002530374699239284,1.0690485153285577e-06,3.438882198453342e-09,1.1633642460267291e-08,3.27277180355641e-18,7.22403910369957e-10,6.951115526647601e-10,1.5113151059014848e-06,6.3078971743750385e-18,1.0776498692316875e-09,1.3098005101772706e-09,2.103268434757823e-10,3.222851963483204e-08,1.2459197107670557e-05,4.746802974661999e-13,1.2087446081622172e-14,6.6500354165091954e-09,1.7112252032754375e-10,1.6346048329613117e-10,4.8617119897171e-09,6.794845122990623e-09,5.5309163389012984e-15,4.4610136004480955e-12,4.741336191623853e-16,3.6515115823752214e-09
0.04671666814650376,0.4842194469162135,1.3152524473200997e-10,1.534033897402637e-10,1.8458001756183084e-10,6.835444232462496e-07,0.0,0.0,1.030554828150163e-05,1.5569054591743735e-06,2.3095180680058928e-06,8.973436590384208e-10,2.2987145360595384e-11,1.1333088098574029e-32,3.3886364565376883e-23,9.876578753703587e-15,4.7479093060359164e-12,0.0002529173389436041,2.1747298510591324e-25,1.9138621026867348e-23,6.275822833363009e-23,2.809087301191062e-27,6.723500408296883e-17,2.5123061867516487e-14,1.0898712976307664e-15,4.0984479760757614e-17,9.165835499898767e-27,1.793090849365117e-16,5.1106206095937196e-18,1.9101912588130127e-23,3.530357259354229e-13,1.0048535139132804e-22,2.18965571385356e-23,5.421011598634698e-18,3.76,0.0,0.9771503856431919,0.9997144800980311,9.584794656691448e-06,1.6770844262306143e-09,0.007082596441940818,0.007336307442220754,1.3630764512774078e-05,1.474850862507237e-15,0.0002551880395387863,1.0766858566823352e-06,3.4681189735591456e-09,1.1716663191079752e-08,3.30060202951078e-18,7.275885343552864e-10,7.00413614113236e-10,1.5373385461995548e-06,6.335546356316755e-18,1.0890908408771159e-09,1.323105084893035e-09,2.1205800372082962e-10,3.2584920578432564e-08,1.2585149507411143e-05,4.804469578925283e-13,1.2234213394204382e-14,6.7344027302797225e-09,1.7286243968059868e-10,1.65255414562152e-10,4.958350723831642e-09,6.881000018645143e-09,5.6010450721822195e-15,4.5103463481052535e-12,4.793766353208385e-16,3.7069880616225353e-09
0.04691646857987043,0.4842220847964086,1.3237399474986254e-10,1.5445652340605737e-10,1.8660197520157667e-10,6.907965559853325e-07,0.0,0.0,1.0367092239474933e-05,1.574174964970199e-06,2.3453841594745966e-06,9.113127074981822e-10,2.3259156093096667e-11,1.0337627919374092e-32,3.447820262367325e-23,9.985193670595613e-15,4.7957162619372764e-12,0.0002550413896837876,2.233360422635634e-25,1.9380048160136486e-23,6.451176347823993e-23,2.874455064392649e-27,6.796663976840449e-17,2.574960212993331e-14,1.106359302602213e-15,4.224207358215726e-17,9.477258585744483e-27,1.8348247533718686e-16,5.236931782184784e-18,1.9517733351846753e-23,3.581275235501998e-13,1.0307126487199945e-22,2.2467109600232671e-23,5.562405678030179e-18,3.76,0.0,0.9771189399925353,0.9997121725148986,9.72249043075883e-06,1.7012003109307093e-09,0.007111720914325672,0.007367565638723147,1.3630733046022715e-05,1.4809041372949034e-15,0.00025734748006237337,1.084348308695189e-06,3.4974764678431857e-09,1.1799955777623491e-08,3.3285471908914937e-18,7.327905820123846e-10,7.057392310114546e-10,1.563734263763228e-06,6.363209232821313e-18,1.1006277493458681e-09,1.3364796794996864e-09,2.1379853843772e-10,3.294355807956944e-08,1.271199076353169e-05,4.862613482659679e-13,1.2382193775280568e-14,6.8195111228629e-09,1.7461153558531897e-10,1.6706203947380408e-10,5.056484292551812e-09,6.9679107931738455e-09,5.6717890761256785e-15,4.559988390356898e-12,4.846525206588376e-16,3.763079390926712e-09
0.0471162690132371,0.4842247226591855,1.3322413353454762e-10,1.5551232969879084e-10,1.886385016788942e-10,6.980967511707294e-07,0.0,0.0,1.0428686842044244e-05,1.5915703898756787e-06,2.3816727706722614e-06,9.254468672544781e-10,2.353335782132978e-11,1.1411736966321391e-32,3.507765477965208e-23,1.0094517927924614e-14,4.84376934933513e-12,0.0002571738900152982,2.2933468519832183e-25,1.9623454509725746e-23,6.630720752345267e-23,2.9410439313796813e-27,6.870305269274419e-17,2.638895664894684e-14,1.1230189309625855e-15,4.353316592589392e-17,9.797961411655696e-27,1.87734560399837e-16,5.3657921486641914e-18,1.9940799724570504e-23,3.632684637775479e-13,1.0571263200189831e-22,2.3050102768552167e-23,5.706903552561249e-18,3.76,0.0,0.9770874936786031,0.9997098551314612,9.861689766949496e-06,1.7255582189084664e-09,0.007140835882717459,0.0073988228280357365,1.3630701445648803e-05,1.4869553245657814e-15,0.00025951578873017355,1.0920356285262808e-06,3.52695464519206e-09,1.1883517568538699e-08,3.356607253313596e-18,7.380098935634487e-10,7.110884606426181e-10,1.5905061305348535e-06,6.390885990306918e-18,1.1122613886431637e-09,1.3499240716791706e-09,2.1554844241827669e-10,3.330443018855758e-08,1.2839723631957497e-05,4.921235946680881e-13,1.2531390412560482e-14,6.905363147886418e-09,1.7636977918092559e-10,1.688802647271847e-10,5.1561288819585305e-09,7.0555800365701915e-09,5.743150458875649e-15,4.6099394750925325e-12,4.899612481803851e-16,3.819789659935451e-09
0.04731606944660377,0.48422736050500387,1.3407563484126534e-10,1.565706898362526e-10,1.9068960378306797e-10,7.054451057559935e-07,0.0,0.0,1.0490329925340589e-05,1.609091812213399e-06,2.4183872854611043e-06,9.397474814524751e-10,2.3809758152080492e-11,9.734535109548267e-33,3.568473958600031e-23,1.0204559607481937e-14,4.892067709592312e-12,0.0002593148338092304,2.3547126808886945e-25,1.9868847473986672e-23,6.814540141643694e-23,3.008895261783453e-27,6.94442973162272e-17,2.7041324468941785e-14,1.139850898669276e-15,4.4858511821037255e-17,1.0128180558492532e-26,1.9206645909127716e-16,5.4972404451057555e-18,2.0371202907709484e-23,3.684587172025753e-13,1.0841038862993583e-22,2.3645749959018806e-23,5.854559800554672e-18,3.76,0.0,0.9770560466911682,0.9997075279471677,1.0002403440156803e-05,1.7501593880234468e-09,0.0071699413537208625,0.007430079010124091,1.3630669711644819e-05,1.4930044255631804e-15,0.0002616929627803038,1.0997475684964888e-06,3.556553469543066e-09,1.1967345859762704e-08,3.384782182440401e-18,7.432463059481983e-10,7.164613638970697e-10,1.6176580325564126e-06,6.418576816463299e-18,1.1239925583214793e-09,1.3634380294837091e-09,2.1730770928132522e-10,3.366753590770742e-08,1.2968350837633771e-05,4.980338258278991e-13,1.268180654921906e-14,6.991961340186145e-09,1.7813714032466241e-10,1.707101420082408e-10,5.2573007512463265e-09,7.144010319182787e-09,5.8151313126304425e-15,4.660199443316031e-12,4.9530280108307365e-16,3.877122983554084e-09
0.04751586987997044,0.48422999833432323,1.3492847138908471e-10,1.576316520080395e-10,1.9275529024380828e-10,7.128417153844148e-07,0.0,0.0,1.055201932420292e-05,1.6267392992459637e-06,2.455531097599019e-06,9.542158929862942e-10,2.408836370208486e-11,1.1816690502525925e-32,3.6299536811844715e-23,1.031531237470534e-14,4.940610467174795e-12,0.0002614642149273278,2.417486474676921e-25,2.0116234443976706e-23,7.002719329856632e-23,3.0780040209766147e-27,7.019033091667882e-17,2.7706906447681013e-14,1.1568559229911432e-15,4.6218880803753305e-17,1.0468155454416374e-26,1.9647930139430218e-16,5.6313157428417666e-18,2.080903438801665e-23,3.736984525662682e-13,1.1116547934228473e-22,2.4254266165099082e-23,6.005429664058533e-18,3.76,0.0,0.9770245990200054,0.9997051909614728,1.01446422316432e-05,1.775005051844541e-09,0.007199037333952608,0.007461334184953392,1.3630637844003335e-05,1.4990514415329493e-15,0.00026387899945262884,1.1074838813197103e-06,3.586272904882523e-09,1.2051437951810895e-08,3.413071943981899e-18,7.484996563566039e-10,7.218579964152655e-10,1.6451938686056785e-06,6.446281900185277e-18,1.1358220631810723e-09,1.3770213175498968e-09,2.1907633265849554e-10,3.403287306807405e-08,1.3097875076005425e-05,5.039921600938895e-13,1.2833445181978178e-14,7.0793081763534985e-09,1.7991358844309432e-10,1.7255161848153513e-10,5.360016251100131e-09,7.233204152042152e-09,5.887733681266804e-15,4.710768001063172e-12,5.006771480086257e-16,3.935083452477325e-09
0.04771567031333711,0.4842326361476032,1.3578261665794745e-10,1.58695123297724e-10,1.9483556586109718e-10,7.202866744150855e-07,0.0,0.0,1.0613752873167746e-05,1.6445129070495008e-06,2.4931076117531284e-06,9.688534541459943e-10,2.4369181774017632e-11,1.0892275319324733e-32,3.6922071433487207e-23,1.0426781715965715e-14,4.989396730752819e-12,0.0002636220272238202,2.481692940443765e-25,2.0365622801212675e-23,7.195344900638735e-23,3.1484041951729753e-27,7.094119045764927e-17,2.8385905270222402e-14,1.1740347059612972e-15,4.761505512027405e-17,1.0818130751093353e-26,2.0097422601648023e-16,5.768057451016115e-18,2.1254386324478963e-23,3.7898783624168304e-13,1.139788589123046e-22,2.4875869210406064e-23,6.1595690523989806e-18,3.76,0.0,0.9769931506549,0.9997028441738405,1.0288416926335577e-05,1.8000964395263951e-09,0.007228123830038691,0.007492588352488467,1.3630605842717038e-05,1.5050963737229237e-15,0.00026607389598948624,1.1152443155027135e-06,3.616112915246265e-09,1.2135791099226718e-08,3.4414765036952144e-18,7.537697791465235e-10,7.272784165093542e-10,1.6731175503873963e-06,6.474001431590344e-18,1.1477507133576803e-09,1.3906736959935801e-09,2.2085430537768158e-10,3.440044023938332e-08,1.3228299011926065e-05,5.099987212547189e-13,1.298630942336053e-14,7.1674061102458646e-09,1.8169909235716436e-10,1.744047378926542e-10,5.464291804553056e-09,7.323164022521154e-09,5.9609595894368044e-15,4.761644931904118e-12,5.060842660305255e-16,3.99367517821577e-09
0.04791547074670378,0.48423527394530336,1.36638043386629e-10,1.5976113092714616e-10,1.9693043639924845e-10,7.277800758694624e-07,0.0,0.0,1.0675528406522006e-05,1.6624126803677474e-06,2.531120242681873e-06,9.836615189586657e-10,2.4652218939709928e-11,1.204995419746098e-32,3.7552415507393763e-23,1.0538963140600502e-14,5.038425593819206e-12,0.0002657882645439811,2.547360883852312e-25,2.0617019918170756e-23,7.392504398801647e-23,3.2201019633517298e-27,7.169684564778214e-17,2.907852547140366e-14,1.1913879461652834e-15,4.90478317650803e-17,1.1178355523035119e-26,2.0555238245173515e-16,5.90750532015351e-18,2.170735135156747e-23,3.8432703214420223e-13,1.1685149316568282e-22,2.5510778946489335e-23,6.317034558984031e-18,3.76,0.0,0.9769617015856432,0.9997004875837406,1.043373831348742e-05,1.8254347756808497e-09,0.007257200848616206,0.007523841512693755,1.3630573707778695e-05,1.511139223383295e-15,0.00026827764963514573,1.1230286190828843e-06,3.646073464720369e-09,1.2220402551729785e-08,3.469995827385303e-18,7.59056508339139e-10,7.327226787862306e-10,1.7014330020153262e-06,6.501735602017467e-18,1.159779324310381e-09,1.4043949203139565e-09,2.2264162005563273e-10,3.477023519960388e-08,1.3359625279506529e-05,5.160536235821548e-13,1.3140402167651443e-14,7.256257543252069e-09,1.8349362029542787e-10,1.7626946045522319e-10,5.5701439232679735e-09,7.4138923645129275e-09,6.0348110182338285e-15,4.812829931079456e-12,5.115241226699122e-16,4.052902257866727e-09
0.048115271180070446,0.48423791172788294,1.37494724842038e-10,1.6082960221496578e-10,1.9903990442526282e-10,7.353220114476105e-07,0.0,0.0,1.0737343759117433e-05,1.6804386525324352e-06,2.5695724158667624e-06,9.986414496020573e-10,2.4937482220754e-11,1.1592995073571786e-32,3.819060140082571e-23,1.0651860389360373e-14,5.087696133771151e-12,0.00026796292072538884,2.614516421167522e-25,2.0870433162243898e-23,7.594287116553986e-23,3.293126312152764e-27,7.24573216834027e-17,2.9784973444082836e-14,1.2089163280696597e-15,5.0518021329057857e-17,1.1549084208663274e-26,2.1021492945637265e-16,6.049699443589097e-18,2.2168022755622018e-23,3.89716201724141e-13,1.1978435849527853e-22,2.615921797816383e-23,6.47788346490304e-18,3.76,0.0,0.9769302518020374,0.9996981211906513,1.058061718454451e-05,1.8510212802692043e-09,0.007286268396331385,0.007555093665533328,1.3630541439181198e-05,1.5171799917662132e-15,0.0002704902576362764,1.1308365366150103e-06,3.676154517441503e-09,1.2305269521038659e-08,3.498629880905287e-18,7.643596756060513e-10,7.381908394123767e-10,1.7301441600111409e-06,6.52948460403639e-18,1.171908716869795e-09,1.4181847414397808e-09,2.24438268600668e-10,3.5142256203575826e-08,1.349185648128971e-05,5.221569840815764e-13,1.3295726358489636e-14,7.345864847782362e-09,1.8529713987805853e-10,1.7814581220648807e-10,5.677589194456073e-09,7.505391581971692e-09,6.109289924403797e-15,4.864322742563589e-12,5.169966907610557e-16,4.1127688030556326e-09
0.048315071613437115,0.4842405494958018,1.383526338410357e-10,1.6190053345630958e-10,2.0116397256732963e-10,7.429125715453587e-07,0.0,0.0,1.079919676664396e-05,1.6985908457423992e-06,2.608467566671353e-06,1.0137946123061526e-09,2.5224978169953067e-11,1.1158337019308002e-32,3.883669030035195e-23,1.0765471233974148e-14,5.137207412818751e-12,0.0002701459895975334,2.683188356149376e-25,2.1125869891275982e-23,7.800783565621459e-23,3.3674887692022646e-27,7.322260352156206e-17,3.050545738549084e-14,1.226620530855352e-15,5.202644865123399e-17,1.1930575803669033e-26,2.1496303575779864e-16,6.194680247041223e-18,2.2636494331885055e-23,3.9515550405199197e-13,1.2277844199995239e-22,2.682141114201258e-23,6.64217372562647e-18,3.76,0.0,0.9768988012938937,0.999695744994058,1.0729064332973734e-05,1.87685716865679e-09,0.007315326479839943,0.007586344810970887,1.3630509036917522e-05,1.523218680125851e-15,0.0002727117172416126,1.1386678113204643e-06,3.706356037595583e-09,1.2390389204557198e-08,3.527378630155175e-18,7.696791117037307e-10,7.43682952871951e-10,1.7592549723748252e-06,6.5572486313994095e-18,1.1841397170250054e-09,1.4320429059997631e-09,2.262442425634779e-10,3.551650119661194e-08,1.3624995189145295e-05,5.283089130218728e-13,1.3452284783616393e-14,7.436230352537702e-09,1.871096181695337e-10,1.800337773053895e-10,5.786644286765973e-09,7.597664034228434e-09,6.1843982283537644e-15,4.9161230787828525e-12,5.225019396974741e-16,4.173278922767513e-09
0.048514872046803784,0.4842431872495193,1.392117432644709e-10,1.6297391294069201e-10,2.0330264165190053e-10,7.505518448894433e-07,0.0,0.0,1.0861085266240083e-05,1.7168692682911211e-06,2.6478091427597612e-06,1.0291223772235504e-09,2.5514713344288754e-11,1.1409927399542256e-32,3.949073065725277e-23,1.0879794692103544e-14,5.186958478729664e-12,0.00027233746497951533,2.7534048929993603e-25,2.138333746185088e-23,8.012085939248062e-23,3.443206335229713e-27,7.399268452595552e-17,3.1240187788660805e-14,1.2445012243339006e-15,5.357395714598659e-17,1.2323093526696053e-26,2.197978830484612e-16,6.342488578894982e-18,2.3112860268752345e-23,4.0064509592509794e-13,1.258347403215495e-22,2.749758536721004e-23,6.809964160246567e-18,3.76,0.0,0.976867350051037,0.9996933589934556,1.0879090553454723e-05,1.9029436502624975e-09,0.007344375105809758,0.007617594948969667,1.3630476500980781e-05,1.5292552897189557e-15,0.0002749420257023322,1.1465221847664597e-06,3.736677989431312e-09,1.2475758781707014e-08,3.556242041094752e-18,7.750146462702542e-10,7.491990705374832e-10,1.7887694014173515e-06,6.585027879360636e-18,1.1964731573157972e-09,1.445969156520144e-09,2.2805953314965033e-10,3.58929675080588e-08,1.3759043935556609e-05,5.345095201168861e-13,1.3610080208738221e-14,7.527356329583309e-09,1.889310216950486e-10,1.819333297048036e-10,5.897325974006796e-09,7.690712022486478e-09,6.26013780318123e-15,4.9682305674668626e-12,5.280398298662022e-16,4.234436712600465e-09
0.04871467248017045,0.48424582498949437,1.4007202612453484e-10,1.6404969177350884e-10,2.0545591102769055e-10,7.582399194947428e-07,0.0,0.0,1.0923007096445673e-05,1.7352739222141418e-06,2.687600597231069e-06,1.044626118556087e-09,2.5806694351184247e-11,1.2764248547429562e-32,4.0152770733225956e-23,1.099483258921027e-14,5.236948361489713e-12,0.0002745373406865149,2.825194935107451e-25,2.1642843211815537e-23,8.228287253463037e-23,3.5203025316724176e-27,7.476757698345264e-17,3.198937612733264e-14,1.2625590614149265e-15,5.516139807795611e-17,1.2726910322449955e-26,2.2472065822353436e-16,6.493165467595175e-18,2.3597215948581803e-23,4.061851304585251e-13,1.2895426730614913e-22,2.8187971198379804e-23,6.981313960877876e-18,3.76,0.0,0.976835898063298,0.9996909631883428,1.1030706640356399e-05,1.9292819318841238e-09,0.007373414280912847,0.007648844079492707,1.3630443831364142e-05,1.5352898218032362e-15,0.0002771811802708341,1.154399397297887e-06,3.767120337224445e-09,1.2561375418733963e-08,3.585220079709552e-18,7.803661080815803e-10,7.547392443837526e-10,1.8186914152248616e-06,6.612822543811939e-18,1.2089098730675283e-09,1.45996322924975e-09,2.298841309635842e-10,3.6271652689988794e-08,1.3894005235865247e-05,5.407589092849675e-13,1.3769115253832109e-14,7.619245031203655e-09,1.9076131615584313e-10,1.8384447266612506e-10,6.009651067009277e-09,7.784537827860788e-09,6.336510505635153e-15,5.020644859760643e-12,5.336103242036262e-16,4.296246274225936e-09
