Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44)
1.0738786586997756e-14,0.5107320818245826,1.549313389387515e-22,9.903386256468158e-27,2.5059681524443726e-30,3.1120288118390955e-31,0.0,0.0,9.048713194961845e-18,1.8124560234906383e-30,1.8824213101748555e-36,2.1904302094842588e-36,7.395731615323362e-42,4.972416518775749e-54,4.13425208421264e-38,1.2026135577813556e-28,3.1089204537396735e-19,7.905995242422326e-28,1.537914539756705e-68,2.2779151010277897e-57,1.0961541587832775e-64,9.083750268772886e-64,1.6206295263924832e-22,1.1400655861218172e-52,9.038955848953946e-32,4.364684496475481e-66,2.2919870577746303e-63,6.520302870067955e-48,7.322444351787351e-45,9.720525711802628e-47,2.391784028867659e-41,1.1045397704147589e-66,7.974859536876374e-71,2.215973146793209e-68,3.76,0.0,0.6871859710835492,0.9999999987295002,3.4757610191997908e-37,7.184136699858596e-29,3.6418247997177214e-14,3.6418247997178e-14,1.2704997377415494e-09,8.916998736005247e-32,7.882735629877607e-28,9.048868120776705e-18,3.3083757489958657e-31,4.9699677702958254e-27,5.514557107400837e-48,5.868296478826877e-28,1.7938982310985792e-32,1.3704218209849388e-35,1.690353199762888e-33,8.352834007206072e-32,3.045600147141538e-25,5.099509306136819e-29,2.5866934414937675e-30,1.5426677431245213e-36,1.1063905813027756e-32,2.473322153798711e-40,4.18252707967569e-40,2.6140172449386675e-33,1.4236163310516588e-46,1.6206308109521896e-22,5.301608112931774e-49,2.0425309604716064e-53,1.1046738325134823e-44,2.0243406046595968e-43,1.4594926196153024e-47,2.8707331029898946e-33,2.1154843626665523e-53,5.267603594119749e-35,3.8930367339036362e-53,1.1073416144612858e-42,3.836864864245838e-47,1.9256676162063643e-54,9.013843539681544e-37,2.612814173575053e-52,2.061680554585459e-39,3.1475757121859434e-61,3.0924336680387244e-36,1.8642241310875385e-62,7.860191006902681e-50,2.6760477932684862e-53,3.367167335839349e-49,6.76720315507416e-61,1.1921139607208052e-58,3.0455817008202033e-25,1.2582527872893167e-54,4.336881890862432e-51,8.934662572000531e-42,3.671094374381357e-40,2.413291731885207e-79,9.302624945686498e-86,7.101309724672551e-38,6.172003598796881e-62,3.881873914861951e-49,3.1089204479690895e-19,3.230846547638048e-58,3.961151590085157e-60,2.586532074877376e-30,1.3319537425769409e-76,6.4312131482865145e-28,2.400290505920126e-57,1.3201770043280225e-67,1.506208596051909e-50,4.6375584352944626e-57,2.2819444211115414e-74,1.84584097780743e-53,1.0232449683435847e-48,1.0299245288166301e-51,9.157190197545496e-66,2.244520424513835e-53,1.0582680610294276e-57,8.056951301037356e-58,5.191444991740223e-42,8.051747143324165e-57,4.819720403127478e-36
1.5034302678338503e-14,0.5107320818245841,2.169038977648797e-22,1.3864892882110175e-26,4.818889806258583e-30,5.9843299372441826e-31,0.0,0.0,1.2668199697127246e-17,3.4852892469972294e-30,4.970147078361483e-36,5.7837120487418606e-36,1.9526966762103203e-41,1.312864518905927e-53,7.950019656681697e-38,2.3125827438324507e-28,4.352489056521623e-19,1.5202996727440007e-27,8.348432374802737e-68,6.014397151234633e-57,6.021927653204915e-64,4.443402798899351e-63,2.2688809278371597e-22,4.177024272486826e-52,1.7381594213522396e-31,1.8450392902581426e-65,8.887827582915849e-63,1.7840762022752781e-47,2.0035547691623145e-44,2.659713710238981e-46,6.315016470532807e-41,6.178808932100956e-66,4.4670791986370897e-70,1.2396220131918008e-67,3.76,0.0,0.6871859710835346,0.9999999982213104,9.17703403338192e-37,1.3814842438828379e-28,5.0985552135589846e-14,5.098555213559136e-14,1.7786895503511424e-09,1.7147671716366984e-31,1.5158269302968063e-27,1.2668416590402403e-17,6.36189031656348e-31,9.557072847135033e-27,1.456006066434347e-47,1.1284527803649416e-27,3.449629523112394e-32,2.6352757888827007e-35,3.250488918257554e-33,1.6062206385128204e-31,4.263850235679499e-25,9.806177216480554e-29,4.974120602385023e-30,4.024243361038701e-36,2.127550181225605e-32,4.764904900273757e-40,1.1052258464967614e-39,5.026663299460436e-33,2.7955862278863116e-46,2.268883397999881e-22,1.9444788274080584e-48,7.491417629645851e-53,2.916879762199212e-44,5.344831942063874e-43,3.8541146933729175e-47,5.5203275871423683e-33,7.758957852990688e-53,1.3907992977511579e-34,1.0278767609221032e-52,3.029871386602008e-42,7.378167930603782e-47,5.1451047547060343e-54,1.7333345444932887e-36,8.913547920064785e-52,5.443446024741839e-39,1.4997584893321559e-60,8.163611677941194e-36,7.281699539063838e-62,1.80870086246504e-49,9.65472997122229e-53,8.917385409332833e-49,2.4892174566717987e-60,4.385036636603802e-58,4.2638147640520345e-25,4.879343714388405e-54,1.1450689949697457e-50,2.3590232699621585e-41,9.692761464525631e-40,1.3562042347707773e-78,5.614350354003382e-85,1.8749555613138351e-37,3.133975483162131e-61,1.0249319839072912e-48,4.352489045424994e-19,1.2528813838020346e-57,1.5360840292242756e-59,4.973810298573662e-30,7.468518720472335e-76,1.236699686191277e-27,9.308019896435592e-57,7.426431555348819e-67,4.086311605418965e-50,1.7983859675439034e-56,1.2795188494072185e-73,4.8735788109962295e-53,3.7488430670640324e-48,3.7733246678713206e-51,5.1661378186367825e-65,8.097869765839458e-53,3.818050079705449e-57,3.1243864098185397e-57,1.370694913642864e-41,3.1223647729110803e-56,9.268155079132095e-36
2.3625334861019994e-14,0.5107320818245867,3.4084901936302193e-22,2.178817212563686e-26,1.1756639112070053e-29,1.4599996069928037e-30,0.0,0.0,1.9907172695936535e-17,8.503051390233922e-30,1.9218761773369948e-35,2.2367616942852471e-35,7.550813009510507e-41,5.076636593607048e-53,1.9395633294666288e-37,5.641997719117232e-28,6.839626261400373e-19,3.7090948208080664e-27,8.558823025817961e-67,2.3256951197304938e-56,6.187317297843224e-63,4.09194354699909e-62,3.5653826212473943e-22,2.6489762557410127e-51,4.240583015557149e-31,1.443491588282189e-64,5.716775277778172e-62,7.085446931537173e-47,7.957085638138187e-44,1.0563010333827644e-45,2.441917100066725e-40,6.563880336665495e-65,4.786183744659751e-69,1.316885760985309e-66,3.76,0.0,0.6871859710835055,0.9999999972049488,3.548612353052166e-36,3.37040362820301e-28,8.012016041241345e-14,8.012016041241716e-14,2.7950510855912534e-09,4.183819846585728e-31,3.698182678738189e-27,1.9907513519039955e-17,1.5521087774275602e-30,2.331636369678304e-26,5.630146019703478e-47,2.7530833382054927e-27,8.416187785045169e-32,6.429290032574388e-35,7.93020494936676e-33,3.9186924909554743e-31,6.700367377314255e-25,2.3924105875737064e-28,1.2135349525222152e-29,1.537420461389419e-35,5.190578655409911e-32,1.1671117051035042e-39,4.276465791931109e-39,1.2263537720776016e-32,7.119565271039296e-46,3.565388647694761e-22,1.2342957130824745e-47,4.755316641866694e-52,1.128112895426594e-43,2.0667396288552012e-42,1.4905122771037534e-46,1.3467975010192734e-32,4.925093828723882e-52,5.377968566509441e-34,3.9746374541979936e-52,1.20329344506228e-41,1.8000558732022768e-46,2.0349808411766357e-53,4.228833480535771e-36,5.2164288277833676e-51,2.104894802576622e-38,1.475355362526119e-59,3.1562321136137285e-35,4.776055386725107e-61,5.974767695445917e-49,6.027306158009089e-52,3.4567525700770206e-48,1.5841882160664768e-59,2.7907541829224285e-57,6.700280837275678e-25,3.138232350790546e-53,4.42783601531942e-50,9.12244827416117e-41,3.748026845133638e-39,1.465761324214448e-77,7.621334507298121e-84,7.250156859783844e-37,3.3239654808247237e-60,3.963272579843887e-48,6.839626234327955e-19,8.058123318723016e-57,9.879583969086394e-59,1.2134592470031194e-29,7.793429963997061e-75,3.0171730849628187e-27,5.986609762326559e-56,8.299178637473972e-66,1.6128213862698704e-49,1.1566623160161479e-55,1.335046930693176e-72,1.884547496525067e-52,2.377392605978422e-47,2.392933071420361e-50,5.7842951348980856e-64,5.055403140743222e-52,2.3835466747363364e-56,2.0095066491263735e-56,5.300261198160357e-41,2.008201655318224e-55,2.2611505403846422e-35
3.2216367043701485e-14,0.5107320818245895,4.647941462269729e-22,2.9711806332813345e-26,2.1779582896613093e-29,2.7047058879545546e-30,0.0,0.0,2.7146145687377588e-17,1.5752191318802854e-29,4.7696152523714906e-35,5.551664828266637e-35,1.873932099310678e-40,1.2598940396486195e-52,3.593105261983105e-37,1.0451984486835718e-27,9.326763465364803e-19,6.87126379371971e-27,3.621022808985583e-66,5.771842236345187e-56,2.6517591794427562e-62,1.6690519406157965e-61,4.86188283408142e-22,8.629822448298465e-51,7.85582373002668e-31,5.321266975525966e-64,1.886599983807252e-61,1.7739436041735826e-46,1.992166947184206e-43,2.6445963986941924e-45,6.060229526412737e-40,2.7703226282340296e-64,2.020525055712516e-68,5.558012231855671e-66,3.76,0.0,0.6871859710834765,0.9999999961886114,8.806767844490155e-36,6.243787123997198e-28,1.0925476868923487e-13,1.0925476868924176e-13,3.8113884805140856e-09,7.75118538357231e-31,6.851048674014006e-27,2.714661043351366e-17,2.8753341942971353e-30,4.31943503372969e-26,1.3972620124919955e-46,5.100180220106852e-27,1.559150199797055e-31,1.1910502210822553e-34,1.4690965880092053e-32,7.259510933386951e-31,9.136907157807884e-25,4.432021825693642e-28,2.248114695628469e-29,3.795389749864533e-35,9.615722872152185e-32,2.1699888972938918e-39,1.0615390620119949e-38,2.2718619784734056e-32,1.36945184385395e-45,4.861893998275634e-22,4.022212172544217e-47,1.5496185550995408e-51,2.8001038301298416e-43,5.1290879417319064e-42,3.699237188034243e-46,2.4949958780436214e-32,1.6049331181717024e-51,1.3346712569499418e-33,9.864060189092805e-52,3.0125810882907777e-41,3.3346750106183316e-46,5.1438292137804235e-53,7.834094321337125e-36,1.645576997075496e-50,5.223824641941521e-38,5.964567883489525e-59,7.832435502969e-35,1.596160156283671e-60,1.3732951103270304e-48,1.951980929164214e-51,8.586689595775686e-48,5.16688671791691e-59,9.102207888587607e-57,9.136746839451615e-25,1.0356548484152203e-52,1.098885476856929e-49,2.2640873121678984e-40,9.301646694248513e-39,6.235756235846587e-77,3.543039438408315e-83,1.7993081868309874e-36,1.3792446556194677e-59,9.8358989361195e-48,9.326763415212232e-19,2.659279803626291e-56,3.2603828825275234e-58,2.2479744472609228e-29,3.3597373064809684e-74,5.589415514118174e-27,1.975653931989829e-55,3.5056820579983195e-65,4.029830806842416e-49,3.8171263259929334e-55,5.755538478183035e-72,4.6769998728080665e-52,7.744947456490418e-47,7.795607742411865e-50,2.4448339558900273e-63,1.6372292635512707e-51,7.71925347010248e-56,6.631627337555816e-56,1.31539280878472e-40,6.62730972737232e-55,4.1888599526929075e-35
4.939843140906447e-14,0.510732081824595,7.12684415748318e-22,4.556013933517529e-26,5.107828576003375e-29,6.34320618080911e-30,0.0,0.0,4.162409164816255e-17,3.694258714310189e-29,1.7323274508732215e-34,2.0168803760475703e-34,6.806216189562293e-40,4.575943618239991e-52,8.426667149576025e-37,2.4512318116790662e-27,1.430103787055154e-18,1.6114927130975674e-26,3.2496483712286522e-65,2.0963787271800352e-55,2.372384657552505e-61,1.4036403002482168e-60,7.45487881936819e-22,4.940922158775412e-50,1.8423749898975143e-30,3.95811735654134e-63,1.07860477006051e-60,6.484613129323626e-46,7.282290162646827e-43,9.6672210657782e-45,2.2010820298250614e-39,2.5432379747970704e-63,1.8567171313504385e-67,5.102485298762679e-65,3.76,0.0,0.6871859710834182,0.999999994156009,3.198624758033457e-35,1.4643146808953528e-27,1.6752398524287107e-13,1.6752398524288718e-13,5.84399087417844e-09,1.818095234783152e-30,1.6067517897783468e-26,4.162480421998323e-17,6.743333798401393e-30,1.0130086871645087e-25,5.0748720308073744e-46,1.1961119535114864e-26,3.656688390613336e-31,2.7933046088993364e-34,3.4453723907177616e-32,1.702525803571886e-30,1.401005461489843e-24,1.039413182246961e-27,5.272356828501584e-29,1.3708732091194354e-34,2.255112646519927e-31,5.1291006126787227e-39,3.856129097104693e-38,5.328049703335041e-32,3.4664936947649886e-45,7.454905002004149e-22,2.3034588394624657e-46,8.874404387976722e-51,1.0173647990625778e-42,1.8628511661439524e-41,1.3436110537987788e-45,5.85139069360684e-32,9.191009572905282e-51,4.847483735541429e-33,3.582638228524191e-51,1.1012106902579347e-40,7.820648689374993e-46,1.941912208504432e-52,1.8372977138314915e-35,9.057342828193309e-50,1.8972992476119488e-37,5.2457172998596546e-58,2.844542530521615e-34,9.458750128454551e-60,4.574481878083617e-48,1.1098419429812596e-50,3.121638461393537e-47,2.9618917194684096e-58,5.21789462021963e-56,1.4009678630724667e-24,5.920838705415059e-52,3.991224585471336e-49,8.224436434894887e-40,3.378349297362694e-38,5.877174317071649e-76,4.257428203301103e-82,6.535106990960195e-36,1.2591567950759558e-58,3.5724479096278976e-47,1.4301037752931986e-18,1.520311998663301e-55,1.8639608741103195e-57,5.272027906431944e-29,3.0260300954350546e-73,1.310849154503841e-26,1.1294811657705621e-54,3.2350733825671845e-64,1.4709745746900573e-48,2.182251081792756e-54,5.183675062870502e-71,1.6987112903000665e-51,4.434248819328223e-46,4.463306413898585e-49,2.2575333649915563e-62,9.308907591112395e-51,4.3889323901113765e-55,3.791318570868814e-55,4.7775220571576056e-40,3.78883291851532e-54,9.823869305439296e-35
8.376256013979043e-14,0.5107320818246059,1.2084650179687422e-21,7.72610637365426e-26,1.4668646928483447e-28,1.8216578213269767e-29,0.0,0.0,7.057998348135116e-17,1.060913942780478e-28,8.656704827887643e-34,1.0084244647931618e-33,3.401259406587838e-39,2.2866689484796162e-51,2.419957808085863e-36,7.039402058641591e-27,2.4249586669956684e-18,4.627990095132073e-26,5.002015088402084e-64,1.0476360093320443e-54,3.6214586532642433e-60,2.040343830383563e-59,1.2640853028770571e-21,4.439845906439434e-49,5.2909154212545204e-30,5.1834621752467215e-62,9.477600632864441e-60,3.250892125539382e-45,3.650751422018437e-42,4.846362892027411e-44,1.0999171529458561e-38,4.0109731916589026e-62,2.9453320658070775e-66,8.047416579546059e-64,3.76,0.0,0.6871859710833016,0.9999999900910937,1.5984024959102662e-34,4.205205924392646e-27,2.84062418350117e-13,2.8406241835016317e-13,9.908906100620684e-09,5.222743743753325e-30,4.614375134901954e-26,7.058119162301978e-17,1.9365446256307245e-29,2.909147895491138e-25,2.5359987493966933e-45,3.434983365290572e-26,1.0501932883196033e-30,8.021860245143427e-34,9.894365645584685e-32,4.889298760307426e-30,2.375662110890796e-24,2.9849775835835334e-27,1.514110776014316e-28,6.820978490605948e-34,6.4762116846304834e-31,1.4969469137534014e-38,1.927122263608752e-37,1.53010455879919e-31,1.1480316149640907e-44,1.2640928219707976e-21,2.0701556845835873e-45,7.975526127867623e-50,5.087936476091765e-42,9.308548078685814e-41,6.714378600199092e-45,1.6804209200731904e-31,8.25971374397704e-50,2.422305798000063e-32,1.7903044554256161e-50,5.520297491463509e-40,2.24595867254895e-45,1.0388505501408655e-51,5.276447209038757e-35,7.885381037793917e-49,9.481122918829219e-37,8.425658712414205e-57,1.4213851294173001e-33,9.003501267896506e-59,2.127656260950666e-47,9.919450410432104e-50,1.5616651972142095e-46,2.6647785433209363e-57,4.694680299164847e-55,2.3755541360970302e-24,5.20217260703199e-51,1.994546424108853e-48,4.1113348410949874e-39,1.6881963671852077e-37,9.839040710666171e-75,1.0455293349024819e-80,3.265701076077669e-35,2.0840730082633008e-57,1.7852532562587486e-46,2.4249586332177907e-18,1.3357813539256135e-54,1.6377149728630226e-56,1.5140163124355286e-28,4.642201579399772e-72,3.764484867954889e-26,9.923854071884419e-54,5.278624262480045e-63,7.369458048912129e-48,1.917371370703895e-53,7.95145693017849e-70,8.488956245495443e-51,3.984520776950076e-45,4.010738515570384e-48,3.684312675779377e-61,8.320176456494407e-50,3.922656973455135e-54,3.331163537944851e-54,2.3874079055002e-39,3.328947748390172e-53,2.8212155765341363e-34
1.5249081760124235e-13,0.5107320818246277,2.200026475156632e-21,1.4067994676184453e-25,4.85944433612714e-28,6.034927125238617e-29,0.0,0.0,1.284917667942562e-16,3.514591770290536e-28,5.3663651883213526e-33,6.258477157232592e-33,2.1085839623691257e-38,1.4175256440873852e-50,8.016793349900969e-36,2.3319943969851098e-26,4.414668422489444e-18,1.5332398554743907e-25,1.0775902668556848e-62,6.494928449601204e-54,7.721262382458278e-59,4.210617999676292e-58,2.3012730404603442e-21,5.2815905887600044e-48,1.7527719920108786e-29,9.979169455666448e-61,1.096564231064124e-58,2.017695589825372e-44,2.265827737916379e-41,3.007880308785316e-43,6.818516839115553e-38,8.827759418540806e-61,6.512113740236516e-65,1.7712575708897548e-62,3.76,0.0,0.6871859710830684,0.9999999819624213,9.908644444055611e-34,1.3930990600811243e-26,5.171392845645027e-13,5.17139284564656e-13,1.803757848392665e-08,1.7312408197809266e-29,1.5287294838361046e-25,1.2849396574954183e-16,6.415377865901608e-29,9.637404353729382e-25,1.5720971375675408e-44,1.1379397831831901e-25,3.4795421538437645e-30,2.6575282212201632e-33,3.277785324238509e-31,1.6197252473147537e-29,4.3250840396742385e-24,9.888622795915731e-27,5.015940663269612e-28,4.216901929707227e-33,2.1454364436089156e-30,5.12179103743005e-38,1.1946791385012737e-36,5.068924483688045e-31,4.840530528925556e-44,2.301297949601713e-21,2.4627939721891393e-44,9.488103214112534e-49,3.159212406395957e-41,5.769930356747359e-40,4.162382066780654e-44,5.567053207659855e-31,9.825328569954834e-49,1.5015363545718377e-31,1.1098319635893877e-49,3.42580157192539e-39,7.440619062698563e-45,7.154829948757186e-51,1.748055425411509e-34,9.199126737599078e-48,5.877465996387873e-36,1.91601824553297e-55,8.81102552707941e-33,1.2126408700038485e-57,1.2597557072291481e-46,1.1762056938887056e-48,9.698495764560725e-46,3.175495662345791e-56,5.594937892499247e-54,4.324726341232412e-24,6.018428415541649e-50,1.2365265077052202e-47,2.550566422790917e-38,1.0465063244104676e-36,2.4189642582372438e-73,3.9488620135607984e-79,2.0244466282262217e-34,4.824525918913066e-56,1.1067532301070096e-45,4.414668310590224e-18,1.545382687815855e-53,1.8946834473818602e-55,5.015627697325002e-28,9.928916193955912e-71,1.247097071986633e-25,1.1480965130337461e-52,1.1926678494956662e-61,4.573303557239577e-47,2.2182197421379338e-52,1.7005340341713258e-68,5.262679239723619e-50,4.739782636977936e-44,4.771233856935491e-47,8.32374200804008e-60,9.866036235739482e-49,4.651201312069437e-53,3.8539203145962374e-53,1.4799837372197913e-38,3.851281941862152e-52,9.346149730177284e-34
2.899473325241462e-13,0.5107320818246714,4.1831504008422956e-21,2.6758585704582094e-25,1.7566344176629892e-27,2.1816459897832168e-28,0.0,0.0,2.4431533200655355e-16,1.2704745924109045e-27,3.760110436089482e-32,4.395327846757413e-32,1.4776061629399035e-37,9.93233440182231e-50,2.8979312970524033e-35,8.429708465457851e-26,8.394087915928014e-18,5.54303220822232e-25,2.801696356015624e-61,4.551633749619184e-53,1.9920262820488692e-57,1.0650440931589916e-56,4.375620098856836e-21,7.276276840970079e-47,6.336016063536662e-29,2.4194161485928697e-59,1.4800446974513604e-57,1.4143458411804213e-43,1.5882174742560777e-40,2.108354422376482e-42,4.7776572658216314e-37,2.3280528332734997e-59,1.7216565921529992e-63,4.671682894639095e-61,3.76,0.0,0.6871859710826022,0.9999999657097075,6.942814997051309e-33,5.035853617368549e-26,9.8329301699285e-13,9.832930169934047e-13,3.42902922049744e-08,6.265844189768211e-29,5.52672776838776e-25,2.4431951128476425e-16,2.3190672389220026e-28,3.48377637678171e-24,1.101552643081751e-43,4.113487671586082e-25,1.2581436591660019e-29,9.606943155202122e-33,1.1848604672572372e-30,5.85507604249892e-29,8.224362416101635e-24,3.574595628067801e-26,1.8131907940600007e-27,2.950259956590323e-32,7.755441426084935e-30,1.969993360216317e-37,8.37103147986663e-36,1.8323434503313602e-30,2.511026473918597e-43,4.3757101412203756e-21,3.3929984113047688e-43,1.3071483380730967e-47,2.220894384701662e-40,4.042148802096748e-39,2.91658851782505e-43,2.01252731846563e-30,1.3533686576139502e-47,1.0519967665412595e-30,7.776480666331366e-49,2.400797274539136e-38,2.6898346639776565e-44,5.764833436768274e-50,6.319523363438223e-34,1.2539770312742106e-46,4.118281394712844e-35,5.1741067191003346e-54,6.173668204397505e-32,2.107212056149178e-56,8.633677173416176e-46,1.617628582064964e-47,6.819191902586486e-45,4.3886909237200435e-55,7.733871260153183e-53,8.223069387854154e-24,8.122673799500646e-49,8.665379537280837e-47,1.7898597274141805e-37,7.332374612383649e-36,7.725857144041721e-72,1.9002195241491148e-77,1.4185064823855056e-33,1.3152359352221656e-54,7.755650549191898e-45,8.394087511428416e-18,2.0857230025587976e-52,2.5571286277626988e-54,1.8130776414266493e-27,2.566403128588269e-69,4.508076755412489e-25,1.5495074973439758e-51,3.189589218511783e-60,3.2063516041515602e-46,2.993783925842466e-51,4.39524356784191e-67,3.6878877080394395e-49,6.5292277696878324e-43,6.57328508098855e-46,2.2257617075237723e-58,1.356960120140602e-47,6.396443628588012e-52,5.201583735431717e-52,1.0370095836963146e-37,5.197819731785696e-51,3.378526397653215e-33
4.2740384744705005e-13,0.5107320818247151,6.1662756753627856e-21,3.9458263599707327e-25,3.8169007153785495e-27,4.740546510851931e-28,0.0,0.0,3.6013889533465558e-16,2.760529380580659e-27,1.1487540341324176e-31,1.3449379990033767e-31,4.514582371346451e-37,3.0344347531921796e-49,6.296676349257156e-35,1.8316136653648323e-25,1.2373507385967962e-17,1.2045158749970383e-24,1.5800304409724375e-60,1.3907537121317812e-52,1.1572778417464747e-56,6.14530574136514e-56,6.449929268730137e-21,2.970715207207188e-46,1.3767099397013482e-28,1.285017395419015e-58,6.230214454946155e-57,4.321449659661906e-43,4.852555927097052e-40,6.441754807746891e-42,1.4596363027535015e-36,1.2668789018039856e-58,9.336010883076578e-63,2.542368713952873e-60,3.76,0.0,0.6871859710821359,0.9999999494631668,2.1211076327236312e-32,1.0942069994306826e-25,1.4494467494206317e-12,1.4494467494218369e-12,5.053683280072422e-08,1.3628579514116363e-28,1.2009731753500358e-24,3.6014505319672013e-16,5.038946329152437e-28,7.569651723065686e-24,3.365390565519096e-43,8.937919539542165e-25,2.7343539023974907e-29,2.087493969297734e-32,2.5744823213227552e-30,1.2722105893551455e-28,1.2124220150276671e-23,7.767000262223159e-26,3.939761306042654e-27,9.00922431950519e-32,1.685127323438856e-29,4.496511371219563e-37,2.55745696552174e-35,3.981376403323451e-30,6.852901072824432e-43,6.450124914646151e-21,1.3852420127914993e-42,5.336557712387828e-47,6.8003214671518685e-40,1.2347667297863492e-38,8.910676906642011e-43,4.3730999872132495e-30,5.524711323169851e-47,3.213751037061959e-30,2.3758187439495445e-48,7.334102725354218e-38,5.844849674582233e-44,1.9382631539910524e-49,1.3732278697517926e-33,5.105319796291795e-46,1.2581900370911383e-34,2.692587696020189e-53,1.8861252437947448e-31,9.807880919837132e-56,2.6254349534279922e-45,6.601214516938111e-47,2.0882751347975137e-44,1.7949001534040937e-54,3.163341020118616e-52,1.2121410616282907e-23,3.4195626223505754e-48,2.6476353845172718e-46,5.47392180497163e-37,2.2400569297351075e-35,4.529733090513523e-71,1.2352586273172192e-76,4.3337208477962616e-33,6.858931000353213e-54,2.369610013276741e-44,1.2373506507057911e-17,8.780731552102076e-52,1.0765250079036078e-53,3.939515407926727e-27,1.4916824300241507e-68,9.795297839507733e-25,6.523263043675628e-51,1.7008243676081227e-59,9.798678546639804e-46,1.2603523732343499e-50,2.5550365299653743e-66,1.1267788397765348e-48,2.6654893296552707e-42,2.68364285883103e-45,1.1872369003852406e-57,5.537735712167195e-47,2.61019942952132e-51,2.1898647717002824e-51,3.1682026220034297e-37,2.1882289280519994e-50,7.341023755470567e-33
5.648603623699539e-13,0.5107320818247588,8.149402299308104e-21,5.21670297207748e-25,6.666759056582986e-27,8.280308546089162e-28,0.0,0.0,4.759624567792434e-16,4.821623301347374e-27,2.56834404120045e-31,3.011465611815143e-31,1.0094261449016417e-36,6.784283280521743e-49,1.0997887295894824e-34,3.1991150753800095e-25,1.63529268326093e-17,2.1040254106104743e-24,5.656113494840431e-60,3.109798872785022e-52,4.203750420866867e-56,2.2236642615218848e-55,8.524200550760147e-21,8.230664857407077e-46,2.404601683064347e-28,4.445906907521365e-58,1.7723251883950482e-56,9.662375679151295e-43,1.0849552928833447e-39,1.4402751767280955e-41,3.263426695544279e-36,4.452761589107572e-58,3.2645279676584895e-62,8.936290466735164e-60,3.76,0.0,0.6871859710816696,0.9999999332227971,4.7423050658060304e-32,1.9111747261707628e-25,1.9156004818478477e-12,1.9156004818499532e-12,6.677720250508439e-08,2.3827692268435248e-28,2.0978375968033803e-24,4.759705914860992e-16,8.80117463521259e-28,1.3221357958694452e-23,7.524284401724007e-43,1.5611232796111104e-24,4.77695013273379e-29,3.6461903635507015e-32,4.4966309341841556e-30,2.2220815026069136e-28,1.6024657241536862e-23,1.3566075616929856e-25,6.881305343331524e-27,2.013759586728206e-31,2.9432926010526486e-29,8.219674414574233e-37,5.717902685659632e-35,6.953990789967783e-30,1.4351472759051617e-42,8.52454226987787e-21,3.837870279147861e-42,1.4784972104255707e-46,1.523632157706391e-39,2.76032308722362e-38,1.9922581860160707e-42,7.638549561032325e-30,1.5304829450016418e-46,7.184741992795378e-30,5.3118160410417044e-48,1.6395327627148107e-37,1.0209277777169794e-43,4.681150888542745e-49,2.3986917463853316e-33,1.412189638234543e-45,2.813040462342728e-34,8.97502051809387e-53,4.216950619040453e-31,3.0297277787476684e-55,5.865000511354316e-45,1.8284203277929613e-46,4.679389711658166e-44,4.9810769028848034e-54,8.77950836861011e-52,1.601975002652551e-23,9.72854473907696e-48,5.9200643695271324e-46,1.2250537840103287e-36,5.008108910704679e-35,1.7001786605956132e-70,4.985237155250448e-76,9.68924829702449e-33,2.289210019873039e-53,5.298264231400932e-44,1.635292529747885e-17,2.4981033379472858e-51,3.0626787279630346e-53,6.880875788803772e-27,5.419872786598111e-68,1.710875886465179e-24,1.8558458066304388e-50,5.80040411429405e-59,2.1913283273259783e-45,3.585661478781312e-50,9.284372299065274e-66,2.519403254323928e-48,7.384427191076117e-42,7.435157061748932e-45,4.050036198105198e-57,1.5339317519200051e-46,7.229665671982192e-51,6.230245696948742e-51,7.083414291673824e-37,6.225440223602787e-50,1.2822135667904464e-32
