Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44)
0.10348079921666266,0.5426673814311623,1.8093247889131634e-07,2.1528767451935642e-07,1.05988826340669e-06,0.006017878905106812,0.0,0.0,0.00027825337089945124,0.00037270906698979667,0.08587407373734252,0.026065599081908614,3.2710088312455464e-07,1.414640114238065e-22,2.128198590422098e-16,5.772964382391156e-11,9.036877293585493e-08,0.03016495091764216,8.77379631680741e-11,6.496056823716788e-16,5.15555405977667e-08,2.1008672904440163e-16,1.3313500900355372e-12,2.0457479400995868e-07,9.369287140448302e-11,3.8007346663493347e-06,5.946748087348792e-15,2.9961281595343144e-09,2.71087844954648e-09,1.0673955446081828e-13,4.0431534967396076e-09,4.461063983548311e-14,6.033009028598381e-13,1.8586478184316064e-09,3.76,0.0,0.3321604305634048,0.7857429046285178,0.13978997049285619,9.573857424816966e-05,0.16996432111587703,0.27761272912299845,3.363692422511928e-05,1.0885927992298559e-13,0.11860356998153879,8.211785893298535e-05,3.303793340267622e-05,1.571201283528055e-07,3.284140634284895e-13,1.7913561930829306e-07,0.00046664408595416767,0.03493523836407655,1.1868514898771884e-12,0.00041134470521811905,1.7730781112323171e-06,5.817644287931517e-07,0.0003380158901994688,0.005991386812527453,6.599992176735453e-08,3.623146077356791e-09,4.196485392504652e-06,3.5028603939635136e-07,8.495094002005867e-07,0.003680120987925217,4.4522036268687236e-07,4.883579276116942e-13,3.1729070287185834e-08,1.2331627012466449e-11,0.00021512766574839499,2.0347760437180552e-07,3.4946628896685437e-14,2.243585965198442e-10,2.958822249947534e-12,3.734902251133827e-13,1.2801536549889786e-08,5.2003571125419134e-14,5.556356182043795e-08,9.385801270690253e-06,5.646030604474939e-05,5.3706345955330026e-08,1.1596578031414787e-08,0.0001480586383985212,5.6531929267020325e-12,1.875239803997429e-07,8.285440093477334e-09,1.0387504138310104e-15,2.276345621224818e-05,7.141765443659641e-09,0.004387585689113251,2.7114719614125705e-08,1.3287374600433162e-14,5.114853114453037e-16,3.1067568601258807e-15,1.0539605766457606e-20,3.6410770271340572e-09,4.72181118795333e-09,1.4203016847541517e-10,1.1343417671693336e-06,4.8558380189319966e-05,1.313409922216322e-07,3.640511916736887e-08,5.2528672553446e-13,1.7264185413812663e-07,7.018587667956771e-11,0.0033183842105141753,3.3003063690438817e-09,8.664128808219708e-07,1.2410789830869259e-06,2.4424550038367024e-12,6.195906136696877e-14,5.904386388120988e-10,1.3735049041193602e-08,8.867679763939212e-12,4.919229017879783e-16,5.617330980265035e-09,3.756727064112915e-08,4.9414887621785244e-08,0.0008503757839027524
0.10400031729636564,0.5428301155069044,1.817337610191302e-07,2.1569469608432677e-07,1.0638610345580696e-06,0.0060819409222195985,0.0,0.0,0.00027830253971241817,0.0003724211848877502,0.0869180609577195,0.026379281404717063,3.2824192145851584e-07,1.4409782613296564e-22,2.153459773685431e-16,5.801611769831574e-11,9.106511347972541e-08,0.03013052453409279,8.930191553789277e-11,6.702864179214787e-16,5.3488538179406404e-08,2.1870507598512352e-16,1.3351558820946818e-12,2.06844977149779e-07,9.42063152407481e-11,3.868552999948119e-06,6.163904430645637e-15,3.05158952026375e-09,2.764414411433913e-09,1.0921327187269738e-13,4.05070647253594e-09,4.547634426680711e-14,6.16452658035842e-13,1.8900415467981512e-09,3.76,0.0,0.3304507168841841,0.7835593543370166,0.14139619890323177,9.680771778664747e-05,0.17001585911730355,0.2786302188433758,3.354344846446808e-05,1.0855712768356384e-13,0.1197272794770375,8.200017211095289e-05,3.339406604681856e-05,1.5641204300533957e-07,3.3195433626036014e-13,1.7902526188727773e-07,0.00046677948236442917,0.03520461868761528,1.1988588904702406e-12,0.0004155323640374102,1.779336157847705e-06,5.838719070174893e-07,0.0003391489809178867,0.006012503362054365,6.638143676055963e-08,3.6538404474058024e-09,4.219324501820827e-06,3.518164259603875e-07,8.540916982779817e-07,0.0037117312668231038,4.4626566761325836e-07,4.895045061488813e-13,3.17375257466057e-08,1.2334911647348971e-11,0.00021716908973669455,2.035663972042969e-07,3.502867707945515e-14,2.2488320625642744e-10,2.981180878545448e-12,3.7381012355073556e-13,1.2830977119644253e-08,5.21412456792608e-14,5.5843776944800026e-08,9.479556385882977e-06,5.671029533093505e-05,5.4075865975979804e-08,1.1555013999871234e-08,0.00015032966951149162,5.673117672622315e-12,1.8998464011409704e-07,8.326874422292953e-09,1.0407330233331301e-15,2.2969784327057288e-05,7.127069742833617e-09,0.004418870603021296,2.7345832019983282e-08,1.3310838328771229e-14,5.123886758559626e-16,3.162392534260269e-15,1.0779530068527192e-20,3.643027312232774e-09,4.769049887125205e-09,1.4396761146017502e-10,1.1424774977502991e-06,4.9222177821936244e-05,1.3317388022464064e-07,3.645571583324014e-08,5.32677648623122e-13,1.7334489694709148e-07,7.081469163702877e-11,0.003383110128285129,3.3065582023764515e-09,8.859786931427695e-07,1.2727298839616968e-06,2.450257285357673e-12,6.297113560867202e-14,5.894258778216491e-10,1.4001991636498857e-08,8.877521210401977e-12,4.944391576972195e-16,5.689666671851375e-09,3.7578197497251784e-08,4.97579960682705e-08,0.0008627414774865825
0.10451983537606861,0.5429924874786776,1.8252790479780763e-07,2.1609104100387471e-07,1.0677609480585738e-06,0.006145926610449521,0.0,0.0,0.0002783365229473486,0.0003720956849755993,0.08796288205193784,0.02669380140652847,3.293566634854363e-07,1.4675620257964613e-22,2.1787663232140043e-16,5.829978625780656e-11,9.176105615158081e-08,0.03009482585419083,9.087880761403593e-11,6.915422170839324e-16,5.5477559383821595e-08,2.2761192580268186e-16,1.3388690458794529e-12,2.091123975388288e-07,9.471269768789912e-11,3.936765726710362e-06,6.3877196738018714e-15,3.107663689567607e-09,2.8185534226619523e-09,1.117190140811679e-13,4.0579147071448105e-09,4.6349381824726956e-14,6.297356832075757e-13,1.921574011580766e-09,3.76,0.0,0.3287476014572801,0.7813744027698428,0.14300318772456636,9.787931921320845e-05,0.17006246714784132,0.2796438445146489,3.3449912718264606e-05,1.0825171312786848e-13,0.12085194579285748,8.187905249820371e-05,3.375110934987142e-05,1.5569892967074684e-07,3.3550366333651545e-13,1.7890663419399405e-07,0.00046687523334827295,0.03547184421977063,1.2108369772854071e-12,0.00041970987482021956,1.7854849903307957e-06,5.859447435488262e-07,0.00034027047988832574,0.006033374546004626,6.675921334767236e-08,3.68437385393612e-09,4.2419066210521105e-06,3.533268387208183e-07,8.586394281938763e-07,0.0037432149008447325,4.4726928704455903e-07,4.906053603606089e-13,3.174426812711295e-08,1.2337530499528957e-11,0.00021920224691392737,2.0363846007299715e-07,3.51074532594354e-14,2.2538684427617348e-10,3.0033820614165615e-12,3.7409976176885747e-13,1.2859484295033857e-08,5.22748101358319e-14,5.612105491733626e-08,9.572854777179042e-06,5.695564342109571e-05,5.4439526039406604e-08,1.1512960614279243e-08,0.0001526140268850115,5.6928109009194815e-12,1.9245125940194301e-07,8.367909345730262e-09,1.0426346562977532e-15,2.3175399254415045e-05,7.1121133996268746e-09,0.004449896351867321,2.757648235047601e-08,1.3333247304515925e-14,5.132514404137574e-16,3.218359681188744e-15,1.1023096383488853e-20,3.644683544212107e-09,4.816059911276835e-09,1.4591288920415445e-10,1.1506276580648406e-06,4.9889280808262435e-05,1.350145136663931e-07,3.650515237307811e-08,5.401004904209602e-13,1.7404262709016874e-07,7.14429198663763e-11,0.0034483463605238245,3.312557722944398e-09,9.057569444732021e-07,1.3049184333322923e-06,2.4579039885636546e-12,6.398908307791864e-14,5.883834356074592e-10,1.4270382344372536e-08,8.886791793548708e-12,4.969160354541642e-16,5.762308282210068e-09,3.7587098177886126e-08,5.009817658761344e-08,0.0008751889051719665
0.10503935345577159,0.5431544917186515,1.8331500890512948e-07,2.1647687647154204e-07,1.0715889576974297e-06,0.006209829878812962,0.0,0.0,0.00027835565890455276,0.00037173354859411367,0.0890084357415691,0.02700913455814297,3.3044550793509494e-07,1.4943994559676512e-22,2.204117969537907e-16,5.858067293366936e-11,9.245660730434407e-08,0.030057890671591335,9.246856252181425e-11,7.133850978830607e-16,5.752369016303603e-08,2.3681455790330865e-16,1.34249072224271e-12,2.1137688043859074e-07,9.521208668766098e-11,4.0053615936754085e-06,6.618357848150127e-15,3.1643526783846173e-09,2.873296213032252e-09,1.1425678178769852e-13,4.064785085637208e-09,4.7229686047422276e-14,6.431486647079936e-13,1.9532411370209316e-09,3.76,0.0,0.3270511338594458,0.7791882167006561,0.14461078992698317,9.895331200409513e-05,0.17010420990398992,0.2806536137338615,3.335632412589389e-05,1.079431300051732e-13,0.1219774935495325,8.17545982226081e-05,3.41090327411524e-05,1.5498106844668752e-07,3.390617407407652e-13,1.787799330130547e-07,0.00046693210562963566,0.03573689494299623,1.2227843215919323e-12,0.0004238767381779116,1.7915260185753986e-06,5.87983271465529e-07,0.000341380521456002,0.006054002065939215,6.713328210768833e-08,3.7147442012090134e-09,4.264233667338675e-06,3.5481750003046654e-07,8.631528531836069e-07,0.0037745702456772265,4.4823177099187145e-07,4.916610935499308e-13,3.174932708992428e-08,1.2339495096991987e-11,0.00022122692130730214,2.036941105136248e-07,3.518300060873212e-14,2.258697877902026e-10,3.025425314322682e-12,3.7435966135534504e-13,1.288706956304834e-08,5.2404316375534806e-14,5.639542060331384e-08,9.665686291782782e-06,5.719638625263806e-05,5.479730551510022e-08,1.1470437799971194e-08,0.0001549115158571918,5.71227421712936e-12,1.9492359171720464e-07,8.408547941870348e-09,1.044456391409346e-15,2.3380278005685072e-05,7.0969055962011965e-09,0.004480660660118114,2.7806663536825345e-08,1.3354616395204382e-14,5.140741773291647e-16,3.2746492752099003e-15,1.1270332199558564e-20,3.646050594882404e-09,4.862834859376466e-09,1.4786590015641832e-10,1.1587923627020872e-06,5.055964237347117e-05,1.3686270981559021e-07,3.655345761551788e-08,5.475545089745789e-13,1.7473508197012577e-07,7.207052845488182e-11,0.003514084117161422,3.318308302749813e-09,9.257454135215709e-07,1.3376480219043232e-06,2.4653969279811107e-12,6.501282348463711e-14,5.873121155366586e-10,1.4540158879753659e-08,8.895498687722973e-12,4.993537415367076e-16,5.835250468020218e-09,3.759400752104512e-08,5.043540613789291e-08,0.0008877176398008152
0.10555887153547457,0.5433161227521667,1.8409516312750907e-07,2.168523672984777e-07,1.075346004748982e-06,0.00627364479850111,0.0,0.0,0.0002783602801097977,0.000371335742485771,0.0900546228417659,0.027325256621909978,3.315088297951636e-07,1.5214805777950546e-22,2.2295132704997557e-16,5.885879708668473e-11,9.315177026510674e-08,0.030019753945354635,9.407107980873109e-11,7.358271668092628e-16,5.96280248935049e-08,2.46320366954268e-16,1.346022021831625e-12,2.1363825817758878e-07,9.570454683228692e-11,4.074329323885333e-06,6.855982381034102e-15,3.2216585044426772e-09,2.9286435160640797e-09,1.1682656517579304e-13,4.071323968138829e-09,4.811718500764367e-14,6.566901519837627e-13,1.9850389107966232e-09,3.76,0.0,0.3253613613879844,0.7770009598614717,0.1462188615966824,0.0001000296306319338,0.17014115166778584,0.28165953428753887,3.326268969653134e-05,1.0763147080625755e-13,0.12310384853905289,8.162690569561357e-05,3.4467805918021555e-05,1.5425873243362765e-07,3.4262826722322314e-13,1.7864535177541679e-07,0.00046695085907444786,0.03599975200844747,1.2346995272696928e-12,0.00042803246610367043,1.7974605518758781e-06,5.899878162633248e-07,0.0003424792389844757,0.0060743876137599045,6.750366568964439e-08,3.7449491399718985e-09,4.286307477727867e-06,3.5628860316858305e-07,8.676322115579824e-07,0.003805795751650423,4.491536701822716e-07,4.926723098026343e-13,3.1752731994372797e-08,1.2340816850292871e-11,0.0002232429040791623,2.0373366275878086e-07,3.525536235531652e-14,2.2633231434475987e-10,3.047310202973115e-12,3.745903397981958e-13,1.2913744407191801e-08,5.252981629874211e-14,5.666689404055184e-08,9.758041052916297e-06,5.7432560393914e-05,5.514918678737407e-08,1.142746504649474e-08,0.00015722194050004439,5.731509217673042e-12,1.9740138846497084e-07,8.44879327607753e-09,1.046199305113189e-15,2.3584398119981934e-05,7.081455304640767e-09,0.004511161370735618,2.803636876699257e-08,1.3374960394132654e-14,5.148574559568929e-16,3.331252270328283e-15,1.1521264875571787e-20,3.64713330256539e-09,4.909368481545649e-09,1.498265116839574e-10,1.1669717194228115e-06,5.123321571357752e-05,1.3871828679369906e-07,3.660065972242896e-08,5.550389655825791e-13,1.7542229882961238e-07,7.269748525848091e-11,0.0035803145493314256,3.323813299838493e-09,9.459418136263629e-07,1.370921987595977e-06,2.47273788626173e-12,6.604226334240591e-14,5.862127082766504e-10,1.4811258892770724e-08,8.903649029017864e-12,5.017524853727116e-16,5.908487901368608e-09,3.7598960010595256e-08,5.0769662956989704e-08,0.0009003272573651721
0.10607838961517754,0.5434773752836682,1.848684624778797e-07,2.1721767710432304e-07,1.079033032488146e-06,0.006337365599323531,0.0,0.0,0.00027835071292112666,0.0003709032183575612,0.09110134622783551,0.02764214365279771,3.3254702254059664e-07,1.548805962151882e-22,2.254951487636852e-16,5.913418092603131e-11,9.384654565812243e-08,0.029980449817565983,9.568626858077876e-11,7.588806868381868e-16,6.179166623133978e-08,2.5613686682130503e-16,1.3494640749766242e-12,2.1589636989052134e-07,9.619014253668454e-11,4.1436576258780265e-06,7.100759036752745e-15,3.2795831923174452e-09,2.9845960679014323e-09,1.1942835682964882e-13,4.077537931031101e-09,4.9011800000576375e-14,6.703587562228893e-13,2.0169633853269776e-09,3.76,0.0,0.323678329130877,0.7748127929806282,0.14782726188244877,0.00010110821055507546,0.1701733562896275,0.28266161414487334,3.3169016310768424e-05,1.0731682675169572e-13,0.12423093771817953,8.14960691318158e-05,3.482739885619596e-05,1.5353218759253223e-07,3.462029442998201e-13,1.7850308024514234e-07,0.0004669322461523733,0.03626039769352443,1.2465812304046954e-12,0.0004321765818316286,1.803289948846593e-06,5.919587082856684e-07,0.0003435667646123453,0.006094532870591967,6.78703921979123e-08,3.7749866105764535e-09,4.308129946707304e-06,3.577403602576873e-07,8.720777556526483e-07,0.003836889959960322,4.500355341801149e-07,4.936396119302495e-13,3.175451187195602e-08,1.2341507042606864e-11,0.00022524999337911108,2.037574282927509e-07,3.532458163603764e-14,2.2677470089291793e-10,3.0690363715632252e-12,3.7479231114300595e-13,1.2939520294753992e-08,5.265136173142968e-14,5.6935498575742674e-08,9.849909589407333e-06,5.766420295895394e-05,5.549515519850363e-08,1.1384061397780612e-08,0.00015954510369247494,5.750517488804872e-12,1.9988440389018816e-07,8.488648431065643e-09,1.0478644733962054e-15,2.3787737658613508e-05,7.0657712870263645e-09,0.004541396442120655,2.8265591549194172e-08,1.3394294103360019e-14,5.156018459926808e-16,3.388159607952823e-15,1.1775922105253821e-20,3.6479364641632005e-09,4.955654700219804e-09,1.517946105583032e-10,1.175165837834003e-06,5.1909954014913096e-05,1.4058106361966357e-07,3.6646786345329266e-08,5.625531250472734e-13,1.7610431467873518e-07,7.332375888349623e-11,0.0036470287578537946,3.3290760759474637e-09,9.663438215973317e-07,1.4047436156827795e-06,2.4799286705186492e-12,6.707731944413866e-14,5.85085991677016e-10,1.5083620014294785e-08,8.911249926604136e-12,5.041124868268018e-16,5.982015267248218e-09,3.7601989749058884e-08,5.110092652802487e-08,0.0009130173370677055
0.10654595588691022,0.5436221746861767,1.8555865229590274e-07,2.1753788502148275e-07,1.0822922674325924e-06,0.006394629205220559,0.0,0.0,0.0002783302361715479,0.0003704850370088996,0.09204377716655486,0.027927976472942005,3.3346023890390495e-07,1.5736179315674858e-22,2.277882636529631e-16,5.937970414327889e-11,9.447151708506221e-08,0.029944105544608603,9.715071136311883e-11,7.801619174902741e-16,6.379056854232194e-08,2.6524366350741214e-16,1.352486567011148e-12,2.1792575037611726e-07,9.662136677397811e-11,4.206352047401215e-06,7.327315580728981e-15,3.3322462171516016e-09,3.035471463717178e-09,1.2179733421824218e-13,4.082858251786857e-09,4.982298095868564e-14,6.827681012756051e-13,2.0458005322234666e-09,3.76,0.0,0.32216939850690934,0.7728427951467748,0.14927498912920548,0.00010208081333351485,0.17019834260871394,0.2835602089510453,3.3084682540036226e-05,1.0703116942221552e-13,0.1252458862750323,8.13757041667914e-05,3.5151708812351616e-05,1.5287491293821964e-07,3.494268780243773e-13,1.783686144316529e-07,0.0004668841619635915,0.03649307431606652,1.2572450169819482e-12,0.000435895972482629,1.8084476804092299e-06,5.937040128162821e-07,0.0003445360769647854,0.006112459533164155,6.819734706725276e-08,3.801875677225966e-09,4.327556927748393e-06,3.590305897225504e-07,8.760500627984985e-07,0.00386476135337665,4.5079543617777824e-07,4.944731357938126e-13,3.175474809651859e-08,1.2341597454871529e-11,0.000227048608548095,2.0376557458979202e-07,3.538422785464411e-14,2.2715585810372656e-10,3.0884539767673943e-12,3.749499622628466e-13,1.296195947307557e-08,5.275741434562214e-14,5.717481156182556e-08,9.932168077942783e-06,5.786883785480455e-05,5.580146147931429e-08,1.1344645087140233e-08,0.0001616466781927999,5.7674323815059265e-12,2.0212338171649487e-07,8.524187094232428e-09,1.0492975411708184e-15,2.3970058136147456e-05,7.05146291177738e-09,0.004568379288717968,2.847147446571369e-08,1.3410842845530421e-14,5.162390168884429e-16,3.4396289315786215e-15,1.2008321264371067e-20,3.648424230288411e-09,4.997095880247802e-09,1.5357222695529124e-10,1.182553256943599e-06,5.252168583869085e-05,1.4226356982656824e-07,3.668740313525339e-08,5.693406598782117e-13,1.7671371244680643e-07,7.38867956808976e-11,0.003707477783111285,3.3336082510093997e-09,9.84879482772334e-07,1.4356540054785522e-06,2.4862734902613446e-12,6.801360983347949e-14,5.840492296725797e-10,1.5329771767143392e-08,8.917626807525361e-12,5.062035505098583e-16,6.048433435002939e-09,3.760310044338391e-08,5.139648854231322e-08,0.0009245068587454486
0.1070135221586429,0.5437666596883846,1.8624343314726514e-07,2.1785009346238833e-07,1.0854962195619356e-06,0.006451808039261947,0.0,0.0,0.00027829875568298267,0.0003700401646941539,0.09298649752123223,0.02821439271487673,3.3435368873283815e-07,1.5986325671040572e-22,2.300847736257216e-16,5.962304296100516e-11,9.509618335428256e-08,0.029906866445890166,9.862528728651574e-11,8.019576105984464e-16,6.583922431089289e-08,2.746139459203375e-16,1.3554385117230814e-12,2.1995225244064837e-07,9.70471358779507e-11,4.269321139828656e-06,7.559931217545244e-15,3.38541365130039e-09,3.0868382536873387e-09,1.2419222657217436e-13,4.087925308021043e-09,5.063982149726517e-14,6.952782862744304e-13,2.0747343784777354e-09,3.76,0.0,0.32066599208391044,0.7708723009588849,0.15072277246647287,0.00010305515058520387,0.1702195891210411,0.284455705449661,3.3000327522115646e-05,1.067432319325848e-13,0.126261319678417,8.125293304067033e-05,3.547663720639621e-05,1.5221462326797475e-07,3.526569607106801e-13,1.7822820337627077e-07,0.00046680695175223833,0.03672393486070355,1.2678796380043041e-12,0.0004396052481420093,1.8135223418437614e-06,5.954225629628069e-07,0.0003454965248102686,0.006130194121605701,6.852138503868275e-08,3.828626136276876e-09,4.3467833536650205e-06,3.60305476285628e-07,8.799953890828136e-07,0.0038925243448226683,4.5152375548112014e-07,4.952720169786512e-13,3.175371200600962e-08,1.2341193386644306e-11,0.0002288397245610694,2.0376140561233722e-07,3.544139506608729e-14,2.2752112810688764e-10,3.107742595223217e-12,3.750851417232464e-13,1.2983688138452752e-08,5.286034345312802e-14,5.7411837320527315e-08,1.001401898421252e-05,5.8069860364623745e-05,5.6102961992597015e-08,1.1304908102027428e-08,0.00016375826507662874,5.784166040397155e-12,2.0436621651788974e-07,8.559414601938912e-09,1.0506692858394779e-15,2.4151713729670705e-05,7.036978248829548e-09,0.004595144075438531,2.867695725888292e-08,1.3426595880172981e-14,5.168455588904807e-16,3.491330817670236e-15,1.2243780321357216e-20,3.6486928585834107e-09,5.0383276490051825e-09,1.5535574510602756e-10,1.1899527960295207e-06,5.313590924914323e-05,1.4395163155242245e-07,3.67271899290408e-08,5.761511310010496e-13,1.7731895362294624e-07,7.444923242647284e-11,0.003768304875700299,3.3379493768484255e-09,1.0035780280444922e-06,1.4670129417693646e-06,2.4924994538850684e-12,6.895432246837367e-14,5.829915154095788e-10,1.5576849103608596e-08,8.9235694914623e-12,5.08263580986567e-16,6.115078357646027e-09,3.760270535151281e-08,5.168959714493423e-08,0.0009360609143333373
0.10748108843037558,0.543910826749591,1.869228688495309e-07,2.18154417319836e-07,1.088645558289263e-06,0.006508898214665926,0.0,0.0,0.0002782564968724343,0.0003695692630175118,0.0939294406708373,0.028501375530752156,3.352276431049112e-07,1.6238424184711604e-22,2.32384580571785e-16,5.986421212850409e-11,9.572054414791836e-08,0.02986875576484297,1.0010991980005209e-10,8.242769629194401e-16,6.793845416310734e-08,2.842534376449103e-16,1.358320717184905e-12,2.2197577232814416e-07,9.746749616729051e-11,4.332556664505065e-06,7.798731188816781e-15,3.4390869850335997e-09,3.1386969846188096e-09,1.2661302165165167e-13,4.0927435216728186e-09,5.1462263000315385e-14,7.078882318447345e-13,2.103762183488316e-09,3.76,0.0,0.3191681383225184,0.7689014214604522,0.1521705154242684,0.00010403117726625782,0.17023714143967428,0.28534810981229397,3.2915956010647754e-05,1.0645307814349004e-13,0.1272771870747841,8.112782043891327e-05,3.5802162750866014e-05,1.5155149831563665e-07,3.558929807311732e-13,1.780819780691662e-07,0.0004667011475344553,0.03695296863854638,1.2784841648977326e-12,0.0004433040841864187,1.8185148676217883e-06,5.971145935815045e-07,0.0003464482020147801,0.006147737837038967,6.884252379441488e-08,3.855236504429303e-09,4.365810607659811e-06,3.615651615235977e-07,8.839139128056116e-07,0.003920178049918526,4.5222089093131845e-07,4.960366929688882e-13,3.175142408224089e-08,1.2340302798216618e-11,0.0002306232083862636,2.0374514134268535e-07,3.549611457644256e-14,2.2787071186076245e-10,3.1269020806095507e-12,3.7519821478447437e-13,1.3004714602968256e-08,5.29601865948941e-14,5.76465909797285e-08,1.0095456089776497e-05,5.826729844191063e-05,5.6399651748763546e-08,1.1264863432116127e-08,0.00016587971837981995,5.800719598818421e-12,2.0661273169792654e-07,8.59433323401241e-09,1.0519804850623136e-15,2.433268951357002e-05,7.0223232626971384e-09,0.004621689545630912,2.8882035736499622e-08,1.3441563851556339e-14,5.174218816747938e-16,3.5432586548931217e-15,1.2482319682520121e-20,3.64874575894699e-09,5.0793458914828395e-09,1.5714507193867582e-10,1.1973645272550384e-06,5.375259014643753e-05,1.4564511894627237e-07,3.6766165609433346e-08,5.829840105986088e-13,1.7792006446409355e-07,7.50110477480797e-11,0.0038295034642477368,3.3421018773540762e-09,1.022437670848903e-06,1.4988227103087632e-06,2.4986078617814046e-12,6.989939213389074e-14,5.819133891640274e-10,1.5824806649890213e-08,8.929083075945522e-12,5.102927477543842e-16,6.1819462146207546e-09,3.7600828538522695e-08,5.1980239875070346e-08,0.0009476792038045562
0.10794865470210827,0.5440546724289761,1.8759703037022165e-07,2.1845097078437898e-07,1.091740954967987e-06,0.006565895942681539,0.0,0.0,0.0002782036810554433,0.0003690729831300636,0.09487254128612199,0.028788908264023368,3.3608238927363454e-07,1.6492580163648677e-22,2.3468770476927395e-16,6.010323062160445e-11,9.634460273304143e-08,0.029829796240452393,1.016045547252684e-10,8.471293076218618e-16,7.008908389147568e-08,2.941679425216852e-16,1.3611340198917635e-12,2.2399621036682155e-07,9.788249782297338e-11,4.396050386444703e-06,8.043846208797894e-15,3.493267712957669e-09,3.191048206687021e-09,1.290597151110291e-13,4.097317658924947e-09,5.2290252321024884e-14,7.205969842643932e-13,2.1328812497846276e-09,3.76,0.0,0.31767586434070155,0.7669302657947409,0.15361812344931222,0.00010500884895013676,0.17025104487425283,0.2862374283201615,3.2831572677926956e-05,1.061607710824642e-13,0.1282934383582476,8.100042948261114e-05,3.6128264351086326e-05,1.5088571342795674e-07,3.591347283729385e-13,1.779300669460524e-07,0.0004665672757435791,0.037180165636012195,1.2890576894771905e-12,0.00044699216310936684,1.8234262752296852e-06,5.987803448598524e-07,0.0003473912017408272,0.006165091872494736,6.916078916504259e-08,3.8817056670626806e-09,4.3846401773765145e-06,3.628098140534104e-07,8.878058394381302e-07,0.00394772163816654,4.5288724060814787e-07,4.967676004149897e-13,3.174790459066147e-08,1.2338933565843809e-11,0.00023239893133316294,2.0371699979521716e-07,3.554841763221422e-14,2.282048099317343e-10,3.1459323364750984e-12,3.75289543916036e-13,1.3025047177694518e-08,5.305698123166769e-14,5.7879092431368014e-08,1.017647350514015e-05,5.846118026108243e-05,5.669152754050441e-08,1.1224523786878907e-08,0.00016801089146912745,5.8170941824759414e-12,2.0886275669496488e-07,8.628945337197384e-09,1.0532319158812594e-15,2.4512970894034618e-05,7.007503789655776e-09,0.004648014513547758,2.9086705932411777e-08,1.3455757395159933e-14,5.179683945806476e-16,3.5954058343064885e-15,1.2723960135158378e-20,3.6485863100857075e-09,5.120146614446984e-09,1.5894014789539991e-10,1.2047885269172668e-06,5.437169445190465e-05,1.4734390286447448e-07,3.680434872532664e-08,5.898387736316168e-13,1.7851707104797531e-07,7.5572220743666e-11,0.003891066956111745,3.3460681774844246e-09,1.041456621419608e-06,1.5310855621986739e-06,2.5046000488196275e-12,7.084876743485268e-14,5.808153828214097e-10,1.6073599159608294e-08,8.934172636844794e-12,5.12291226729256e-16,6.249033220335135e-09,3.759749381880975e-08,5.226840503565642e-08,0.0009593614292553541
