Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44),S(8587),S(1369),CHO3(1570)
9.14401829575169e-05,0.9606688410156486,0.0016820436046262612,0.00034577771335333806,0.00047782572530970875,0.11183330096402398,0.0,0.0,0.0017276728114463606,0.00021756013989237012,0.34941422781195536,0.021386830222244656,0.0006782360536831151,3.916665791427274e-10,6.832297646082032e-08,2.165084078413966e-06,0.0009989529659213724,0.01707614059983253,8.618682624754454e-05,5.297565627858946e-08,7.958829007961899e-05,2.727694998722212e-09,4.1707915056970167e-07,4.388281834877036e-05,2.3098264825329696e-07,0.0002815507463211748,8.043843415999299e-08,7.59754911497445e-05,2.840447523315848e-05,1.4180976600032624e-07,1.1968913254923626e-06,1.2304730936787635e-09,1.933929349597834e-08,4.768541475614063e-06,3.76,0.0,0.019575573936655835,0.6096703221939516,0.2061232043037445,0.007454475730034628,0.4831882305223448,1.0115862749574565,0.0005973948386716728,3.3105377759835234e-11,0.15192031571876854,0.0002431508811139525,0.05461338252031966,5.366389945534545e-09,3.2887015808805167e-07,5.989751927426386e-06,7.449844358761086e-05,0.0012273133074324537,3.141551749426684e-08,0.010189913484327242,0.00020325081282362712,2.1502424834203754e-05,0.15484217901996988,0.014163647499218142,0.0011453943758399012,0.00012232330446524498,0.0007929345860354978,5.446106510752791e-05,0.007545211171973029,0.007501388100544374,4.577905061253847e-07,9.041114329354795e-12,9.941592801250946e-06,1.3440828002794942e-07,0.029039788487057572,6.803631149781568e-08,1.3532794854838603e-12,7.599810193614575e-08,1.8041386615620925e-05,2.9969917677422132e-09,5.54800246222231e-07,2.2839993811539706e-10,2.2597844195328087e-05,2.8408638976705758e-05,0.0051464260399262185,1.2248388272798143e-09,1.6151708310141932e-09,0.004273861944131945,1.687238306378314e-08,5.708600161658351e-05,6.61781527262779e-05,1.6730337201109273e-11,8.865193906072671e-05,5.612348156502565e-06,0.0037920521909254453,4.25691028345642e-05,3.608619430992315e-12,1.2057197760210972e-12,4.559292214147316e-10,2.602748075010035e-12,8.358402185285483e-10,6.487232261127571e-09,1.996396976817228e-07,0.00046142248774395597,0.0005721408742907199,5.284522039455353e-05,0.0005311107415723522,1.5098231834579883e-07,1.982103789378414e-07,8.408779833113357e-08,0.0003663644462808579,2.5280998637530166e-07,5.614965687310104e-06,9.638800312500455e-05,6.069539959151202e-08,2.5434522818312653e-10,2.5971317656683534e-08,4.747297044757713e-10,7.244343782854126e-10,1.1932196159981124e-11,1.4344902142413002e-08,1.1513929447385946e-05,5.666317670039447e-07,0.002867827887324151,9.274484160471444e-09,0.0001651724571792807,1.1005700976622673e-12
9.176605658361497e-05,0.9609870324454963,0.0016871323825564564,0.00034549174026433493,0.0004771980369014781,0.11239665871022861,0.0,0.0,0.0017119009029005045,0.00021448587744683043,0.35132369460664453,0.021525224807925025,0.0006754668629215256,3.964129697973805e-10,6.873416693144169e-08,2.169367312168273e-06,0.00100212469886387,0.016973323986976707,8.668708191944359e-05,5.3851573360703446e-08,8.131441478223533e-05,2.766439274211915e-09,4.194501477166273e-07,4.4132011062122434e-05,2.2965110741761958e-07,0.00028401905528053264,8.140949884386392e-08,7.667078451410485e-05,2.8640799592387446e-05,1.4255596331208005e-07,1.1931232731293801e-06,1.232814574133613e-09,1.9476077153090928e-08,4.789609976248279e-06,3.76,0.0,0.019272000802436705,0.6077000510538976,0.20710299370573845,0.0074849013487994324,0.48142109128754235,1.0126201718735384,0.0005954642540376599,3.286682228530034e-11,0.15285309234499575,0.00024154996663989183,0.054923627834922106,5.3120668571241316e-09,3.3074237670818746e-07,5.9704096421475765e-06,7.3542753496725e-05,0.0012226978495185272,3.144622749161324e-08,0.010201883685863966,0.00020305888450922673,2.1469045035441485e-05,0.1553766354677076,0.014133284737261501,0.0011431375485290672,0.00012210174395309485,0.000788367049178372,5.441280569086204e-05,0.007550310379989814,0.007495532077684881,4.535322787465284e-07,8.95701728443384e-12,9.940568140690645e-06,1.3439390945640607e-07,0.029095846151385253,6.772432664377974e-08,1.340691848989992e-12,7.565348761358768e-08,1.8062057903827635e-05,2.9702248857273927e-09,5.53188268523365e-07,2.2720233689363003e-10,2.2619156512954962e-05,2.8468607323764696e-05,0.005139379294637634,1.223052815518068e-09,1.6040619623107104e-09,0.004284830414163013,1.6836233982348013e-08,5.734807411323853e-05,6.591206252521962e-05,1.6603740170597736e-11,8.837496749285199e-05,5.605417564285583e-06,0.0037984681517864213,4.2522274671167176e-05,3.6028588649735814e-12,1.2037966617525446e-12,4.599037461481036e-10,2.624971238663533e-12,8.315632164375842e-10,6.493782781471415e-09,2.0120468191402355e-07,0.0004619396941939345,0.0005764957368313533,5.33256210216638e-05,0.0005290941999426925,1.5307381951420712e-07,1.9772559812903306e-07,8.441503621987174e-08,0.0003686715404839404,2.5162461142399766e-07,5.641673525393764e-06,9.764966687251156e-05,6.052810952673613e-08,2.566647568124684e-10,2.5997466530025282e-08,4.752889853673694e-10,7.232605115415428e-10,1.1892350569653406e-11,1.4408183105252534e-08,1.151213633760214e-05,5.67457998212284e-07,0.002885950766913434,9.425205452362744e-09,0.00016632879523769165,1.1058552410303775e-12
9.209193020971303e-05,0.9613034855516591,0.0016922162745700807,0.00034520529436520817,0.00047657148694857675,0.11295710862764581,0.0,0.0,0.0016963007799694475,0.00021145660649327466,0.353224754505558,0.021663423798447715,0.000672700091224585,4.0119811219740165e-10,6.914559662170483e-08,2.173665295522374e-06,0.0010052800440475851,0.016870678995818143,8.718536938638084e-05,5.47375016337126e-08,8.30653868498047e-05,2.805557156313999e-09,4.2182208774514796e-07,4.437922637694498e-05,2.283256461149489e-07,0.00028648412499197265,8.238764533443719e-08,7.736788403714928e-05,2.8876840521526785e-05,1.4330128945128516e-07,1.1893829065880103e-06,1.2351172950811801e-09,1.961264485852336e-08,4.810372690405661e-06,3.76,0.0,0.01897325711138345,0.6057382345761467,0.208077419605889,0.0075151142742746965,0.47966027959638696,1.0136496059066242,0.0005935419536435727,3.2630151646335024e-11,0.1537826885379403,0.0002399720461156317,0.055232915302035335,5.25859472755875e-09,3.326088189889179e-07,5.95126740797264e-06,7.260058366847525e-05,0.0012180619867186984,3.147553550569373e-08,0.010213374098417828,0.00020286522426378787,2.143572669268081e-05,0.15590703278004026,0.014102581389146525,0.0011408794139809763,0.00012187983896865933,0.000783827970666969,5.4364011767237524e-05,0.007555323131788538,0.007489658642021754,4.4931729743390564e-07,8.873774330253281e-12,9.93921720233859e-06,1.34375135914137e-07,0.02915045218537371,6.741356097293647e-08,1.3282320539297972e-12,7.531178597980718e-08,1.8082514025590122e-05,2.943774053431839e-09,5.515773609464137e-07,2.260077687326979e-10,2.2639973946304263e-05,2.8527691591744488e-05,0.005132119094952034,1.2212326870960643e-09,1.593074360060285e-09,0.004295590420108538,1.6799678796860398e-08,5.7608175539899546e-05,6.564553569253845e-05,1.6477811216609358e-11,8.80930795530012e-05,5.598422421273161e-06,0.0038046544127701286,4.24737703194653e-05,3.597137092290198e-12,1.2018865092190017e-12,4.638761258669412e-10,2.6472092449362507e-12,8.273129312653869e-10,6.5000167644932e-09,2.0277138336563617e-07,0.00046246262795210206,0.0005808308866723181,5.380560798489148e-05,0.0005271033180335673,1.5517581758199145e-07,1.9724525603592083e-07,8.47386532707929e-08,0.0003709661326430547,2.5044482451023014e-07,5.6682743319274864e-06,9.89144760451157e-05,6.03609370716516e-08,2.5899013610522216e-10,2.6022936495268628e-08,4.758318263825871e-10,7.220593211032506e-10,1.1852297812665589e-11,1.4471391133939515e-08,1.1509968609606133e-05,5.682513636512303e-07,0.0029040410006758053,9.576737278534437e-09,0.00016748197609719909,1.1111128006508242e-12
9.24178038358111e-05,0.961618211749603,0.001697295464977512,0.0003449184496701767,0.0004759462541587592,0.11351465464476797,0.0,0.0,0.0016808707481147437,0.00020847181552039511,0.35511742458167694,0.021801426353664683,0.0006699361507176675,4.0602240285166494e-10,6.955729291988962e-08,2.1779786949392534e-06,0.0010084191367421109,0.016768223217323228,8.768171512035996e-05,5.563348002169185e-08,8.484132745674421e-05,2.8450506089578627e-09,4.24195079289581e-07,4.462446636179034e-05,2.2700637457409148e-07,0.00028894580975400254,8.337290913227623e-08,7.806677033308575e-05,2.9112584538021595e-05,1.4404574705056543e-07,1.1856705875166266e-06,1.2373819890345045e-09,1.9748998136033034e-08,4.830830436890396e-06,3.76,0.0,0.01867926545416969,0.6037848382330907,0.20904651400371205,0.007545114645561359,0.47790580845044595,1.014674619512417,0.0005916279036595374,3.239535213857157e-11,0.1547091055934502,0.00023841674196129392,0.05554124529801818,5.2059576076017734e-09,3.3446948700729274e-07,5.93232182917905e-06,7.167175537297501e-05,0.0012134068123443986,3.150345332849554e-08,0.010224388698044588,0.00020266988389796558,2.1402468335436854e-05,0.15643339810665627,0.014071547279996566,0.0011386204188541073,0.00012165763733059396,0.0007793174325238813,5.4314697922868216e-05,0.007560250113059632,0.007483770793638011,4.4514524669960374e-07,8.79137925754281e-12,9.93754531749934e-06,1.3435203134865593e-07,0.029203618806213572,6.710402359360064e-08,1.315899172644716e-12,7.497299868525639e-08,1.8102761499102203e-05,2.9176355641052084e-09,5.499676045538114e-07,2.2481638631219567e-10,2.266030094687498e-05,2.8585903828326704e-05,0.005124651832862303,1.2193793730706068e-09,1.5822061375746734e-09,0.0043061454846277545,1.6762729218576656e-08,5.786632187556198e-05,6.537862573332008e-05,1.635255944022918e-11,8.78064150019665e-05,5.591365409352716e-06,0.0038106133240485367,4.242364610237138e-05,3.591454963631731e-12,1.1999896299772706e-12,4.678462414673325e-10,2.6694626467624774e-12,8.230891372080794e-10,6.5059393663641035e-09,2.0433979944124482e-07,0.0004629913228060685,0.0005851459567761505,5.428515828622103e-05,0.0005251376241898448,1.5728817183500623e-07,1.967693321991828e-07,8.505865353706798e-08,0.0003732482318324654,2.492706664436926e-07,5.694769934456301e-06,0.00010018226469614522,6.019389068892213e-08,2.6132135637998027e-10,2.6047732059124313e-08,4.763585462271994e-10,7.208315217022632e-10,1.1812049297570819e-11,1.4534527854706866e-08,1.1507432419274577e-05,5.690122158339137e-07,0.0029220990703518516,9.729058675433668e-09,0.00016863196315556985,1.1163433056007916e-12
9.274367746190917e-05,0.9619312224455955,0.0017023701335887895,0.0003446312769111826,0.000475322509974254,0.11406930109705297,0.0,0.0,0.0016656091110854511,0.00020553098915312897,0.3570017229993887,0.021939231683468643,0.0006671754384533967,4.108862425280518e-10,6.996928301764891e-08,2.1823081616808723e-06,0.0010115421103700452,0.016665973629056807,8.817614553219842e-05,5.653954647224019e-08,8.66423551590898e-05,2.884921592832816e-09,4.2656922951558313e-07,4.486773346693361e-05,2.2569339702469722e-07,0.0002914039665365861,8.436532566200928e-08,7.876742408084444e-05,2.9348018346951868e-05,1.4478933854316885e-07,1.1819866493700374e-06,1.2396093606816178e-09,1.9885138521462308e-08,4.850984089460367e-06,3.76,0.0,0.018389949649691213,0.6018398268958153,0.2100103090879069,0.007574902614500301,0.4761576893995632,1.015695254768665,0.0005897220696663662,3.216241004939053e-11,0.15563234541002022,0.00023688368201410596,0.05584861832638795,5.1541395802051445e-09,3.36324383615652e-07,5.913569564566306e-06,7.075609085586829e-05,0.001208733393421205,3.152999277425028e-08,0.010234931469625227,0.00020247291372210225,2.1369268542834594e-05,0.1569557584460516,0.014040192070002545,0.0011363609929675436,0.00012143518512213361,0.0007748355017653892,5.426487865538063e-05,0.007565091990388993,0.0074778713827776755,4.410158022419765e-07,8.709825632795904e-12,9.935557735712753e-06,1.3432466661859183e-07,0.029255358211955407,6.679572638389036e-08,1.303692239688153e-12,7.463712337782028e-08,1.812280664603985e-05,2.8918056856706957e-09,5.483590769459972e-07,2.2362833680233196e-10,2.268014188345375e-05,2.864325586656352e-05,0.0051169837888591545,1.2174937739664933e-09,1.5714554046381306e-09,0.004316499079926391,1.6725396762210816e-08,5.81225290265065e-05,6.51113844703468e-05,1.6227993513463263e-11,8.751511181215401e-05,5.584249138986503e-06,0.0038163472409228805,4.237195716616372e-05,3.5858132857298657e-12,1.1981062602230265e-12,4.718139682798866e-10,2.6917318578600186e-12,8.18891581948553e-10,6.511555521194955e-09,2.059099301991533e-07,0.00046352580707104097,0.0005894405875503613,5.476424940216741e-05,0.0005231966556850999,1.5941074158304508e-07,1.9629780371296714e-07,8.53750414429819e-08,0.00037551784933021257,2.4810217426748607e-07,5.721162117145303e-06,0.00010145286689710635,6.002697851420215e-08,2.6365840585675064e-10,2.6071857654723005e-08,4.768694582970005e-10,7.195778180556631e-10,1.1771616123886759e-11,1.4597594810444339e-08,1.1504533828589596e-05,5.697409074027376e-07,0.0029401254568273854,9.882148495506209e-09,0.00016977872060878828,1.1215472410587285e-12
9.306955108800723e-05,0.9622425290318437,0.0017074404562349701,0.0003443438436538671,0.00047470041880668453,0.11462105271260363,0.0,0.0,0.0016505141719982265,0.0002026336087973871,0.3588776689701093,0.02207683904620126,0.0006644183368417267,4.1579003580747155e-10,7.038159392712887e-08,2.1866543320394193e-06,0.0010146490965171214,0.016563946608602657,8.866868695295662e-05,5.7455737945253366e-08,8.846858587557214e-05,2.9251720649881524e-09,4.289446449867423e-07,4.510903051129255e-05,2.2438681094255318e-07,0.00029385845495283536,8.536493025226893e-08,7.94698260224362e-05,2.95831288397227e-05,1.455320661475765e-07,1.1783313985407257e-06,1.2418001181313952e-09,2.0021067558224123e-08,4.870834574998382e-06,3.76,0.0,0.018105234727136585,0.5999031648707281,0.2109688372146687,0.007604478345371234,0.47441593259430287,1.0167115533745859,0.0005878244166916057,3.1931311621087594e-11,0.15655241046604562,0.0002353724995267214,0.05615503501215877,5.103125323622708e-09,3.3817351240718335e-07,5.89500732830276e-06,6.985341341818586e-05,0.0012040427712233998,3.1555165676317794e-08,0.010245006405766307,0.00020227436274245116,2.1336125944688398e-05,0.1574741406411399,0.014008525256149438,0.0011341015498163277,0.00012121252674283519,0.000770382231076198,5.421456775020535e-05,0.007569849411937284,0.007471963115055878,4.3692863607890626e-07,8.629107008834142e-12,9.933259625778156e-06,1.3429311147514883e-07,0.02930568257841513,6.648867668528467e-08,1.2916102927070133e-12,7.430415982795208e-08,1.8142655595466803e-05,2.8662807407550415e-09,5.467518527418719e-07,2.2244375939870495e-10,2.269950107557084e-05,2.8699759327479448e-05,0.005109121132214823,1.2155767779829614e-09,1.5608203432695022e-09,0.0043266546270612095,1.6687692747870404e-08,5.8376812814424075e-05,6.484386208431773e-05,1.6104121333219963e-11,8.721930615326499e-05,5.5770761455668655e-06,0.003821858522674984,4.2318757491077246e-05,3.5802128188373568e-12,1.196236690062639e-12,4.757791945943167e-10,2.7140174652085184e-12,8.14720049244113e-10,6.516870254662834e-09,2.074817735583315e-07,0.0004640661038005952,0.000593714426806655,5.524285927407755e-05,0.000521279958601295,1.615433861888583e-07,1.958306453510953e-07,8.568782174656889e-08,0.0003777749985167738,2.469393814159633e-07,5.747452620793184e-06,0.00010272611678680675,5.986020833509814e-08,2.660012760376284e-10,2.6095317645915153e-08,4.773648652570055e-10,7.182989054024018e-10,1.1731009081102195e-11,1.4660593457502682e-08,1.150127880676938e-05,5.704377909811233e-07,0.002958120639834151,1.003598547450826e-08,0.0001709222134296983,1.1267251289846241e-12
9.33954247141053e-05,0.9625521428847249,0.0017125066044039417,0.0003440562143970509,0.00047408013823685603,0.11516991459817244,0.0,0.0,0.001635584234379854,0.00019977915325020555,0.3607452827092241,0.02221424774712262,0.0006616652140376019,4.207341913383099e-10,7.079425247058142e-08,2.191017827895149e-06,0.0010177402249469405,0.016462157946878345,8.915936561609615e-05,5.8382090403520615e-08,9.03201328698517e-05,2.9658039787143522e-09,4.3132143082336057e-07,4.5348360669672595e-05,2.2308670822493515e-07,0.0002963091372301496,8.637175813589198e-08,8.017395696132104e-05,2.9817903092713332e-05,1.4627393188565526e-07,1.1747051153963307e-06,1.2439549383000583e-09,2.0156786795738367e-08,4.890382871722364e-06,3.76,0.0,0.01782504690822986,0.5979748159348306,0.21192213088692208,0.007633842014600534,0.47268054683574307,1.0177235566503982,0.0005859349092439193,3.170204310808725e-11,0.1574693037977257,0.0002338828331551127,0.056460496096378994,5.052899480849944e-09,3.4001687768270183e-07,5.87663188866603e-06,6.896354749057e-05,0.0011993359618012443,3.1578983884201036e-08,0.010254617505744473,0.0002020742785350304,2.130303921998003e-05,0.1579885713751977,0.013976556173968716,0.0011318424870672206,0.00012098970495950112,0.0007659576594687737,5.416377899059907e-05,0.00757452300807852,0.007466048556544555,4.3288341235641197e-07,8.549216714264601e-12,9.930656076728225e-06,1.342574346123163e-07,0.029354604056229982,6.618288524952209e-08,1.2796523296112006e-12,7.397410306043063e-08,1.8162314289410144e-05,2.8410570228884254e-09,5.451460033119188e-07,2.212627886013923e-10,2.2718382761946235e-05,2.8755425622655784e-05,0.005101069921351179,1.213629241617678e-09,1.5502991234316482e-09,0.004336615495341491,1.6649628303262188e-08,5.862918896841599e-05,6.45761071536065e-05,1.598095046139241e-11,8.691913237987067e-05,5.569848898010113e-06,0.003827149531460836,4.226409990273215e-05,3.5746542931303005e-12,1.194381120750396e-12,4.797418003783858e-10,2.7363198709304424e-12,8.105742891815306e-10,6.5218883350991134e-09,2.0905533003345594e-07,0.00046461223099184375,0.0005979671297175671,5.572096629857735e-05,0.0005193870877077146,1.636859650962469e-07,1.953678297168215e-07,8.599699956019441e-08,0.00038001969477668757,2.4578231786716455e-07,5.7736431429148465e-06,0.0001040018486198465,5.969358764234007e-08,2.683499557668265e-10,2.6118116329305476e-08,4.778450653539599e-10,7.169954688910041e-10,1.1690238664675597e-11,1.4723525176219746e-08,1.1497673231410717e-05,5.711032190317583e-07,0.0029760850976669447,1.0190548174935498e-08,0.0001720624073474441,1.1318774403703417e-12
9.372129834020336e-05,0.9628600753598152,0.0017175687458584857,0.00034376845068470206,0.00047346181924502593,0.11571589222555283,0.0,0.0,0.0016208176031325256,0.00019696709927715717,0.3626045853942963,0.02235145713690954,0.0006589164243602167,4.2571912166981566e-10,7.120728527939392e-08,2.1953992570232853e-06,0.0010208156236144327,0.016360622861270296,8.964820764092558e-05,5.93186388027088e-08,9.219710673315584e-05,3.0068192830881265e-09,4.336996914132592e-07,4.558572746033751e-05,2.2179317447289672e-07,0.0002987558781816408,8.738584442703154e-08,8.087979776083284e-05,3.0052328365957536e-05,1.4701493756067883e-07,1.1711080553560092e-06,1.2460745058365978e-09,2.029229778462381e-08,4.909630007436905e-06,3.76,0.0,0.017549313589627205,0.5960547433696964,0.21287022273443781,0.007662993810477875,0.47095153962474834,1.018731305537,0.0005840535113465884,3.147459072576367e-11,0.15838302897760148,0.000232414326948049,0.05676500243086216,5.003447348362699e-09,3.418544844185883e-07,5.858440069200689e-06,6.808631870219522e-05,0.0011946139565005445,3.1601459260617986e-08,0.01026376877447344,0.00020187270746379113,2.1270007098328166e-05,0.15849907716808206,0.013944293999302535,0.0011295841870467996,0.00012076676095512205,0.0007615618129103098,5.411252539551563e-05,0.007579113392044934,0.007460130138736524,4.2887979274027027e-07,8.470148108895987e-12,9.927752098877814e-06,1.3421770363875302e-07,0.029402134768061926,6.587835772344399e-08,1.267817360401661e-12,7.364695130592368e-08,1.8181788486099215e-05,2.8161308922129777e-09,5.43541597313195e-07,2.2008555087245416e-10,2.2736791137918534e-05,2.8810265956943555e-05,0.005092836104287565,1.211652012321219e-09,1.5398899953746e-09,0.004346385001827198,1.6611214365684063e-08,5.8879673113877695e-05,6.43081666933669e-05,1.585848766531636e-11,8.661472302078024e-05,5.562569791640923e-06,0.00383222263124464,4.220803608385213e-05,3.5691383852742187e-12,1.1925398248350328e-12,4.837016813984211e-10,2.758639699569636e-12,8.064540959035964e-10,6.5266146614323134e-09,2.1063059801887298e-07,0.00046516420178498283,0.0006021983587727732,5.6198549318164096e-05,0.0005175176063388344,1.6583833785727644e-07,1.9490932736229313e-07,8.63025803117772e-08,0.0003822519554030829,2.446310102903369e-07,5.799735337843714e-06,0.00010527989681424927,5.9527123598170045e-08,2.707044377083601e-10,2.614025793812649e-08,4.783103456553278e-10,7.156681840875389e-10,1.1649315073067252e-11,1.4786391266504712e-08,1.1493722889636699e-05,5.71737543719664e-07,0.0029940193069162083,1.0345815065901628e-08,0.0001731992688272963,1.137004690176382e-12
9.404717196630143e-05,0.9631663377874132,0.0017226270436968528,0.00034348061091307703,0.0004728456059819338,0.11625899146010645,0.0,0.0,0.0016062125852535885,0.00019419692198071432,0.3644555992336151,0.022488466615484287,0.0006561723070567118,4.3074524319822614e-10,7.162071874831656e-08,2.199799211622291e-06,0.0010238754184576939,0.016259355941246393,9.013523899739761e-05,6.026541691532582e-08,9.409961503785571e-05,3.0482199218615175e-09,4.360795294834697e-07,4.5821134772539504e-05,2.205062899755076e-07,0.00030119854548716723,8.840722408642225e-08,8.15873293496712e-05,3.028639212386077e-05,1.4775508476052328e-07,1.1675404474333286e-06,1.2481594700978024e-09,2.0427602074169724e-08,4.928577063524313e-06,3.76,0.0,0.017277963465797554,0.5941429099403899,0.21381314550651492,0.0076919339342875126,0.4692289170589186,1.019734840549206,0.0005821801865166307,3.124894070513124e-11,0.1592935901557029,0.00023096663094547077,0.05706855498558967,4.954754153549201e-09,3.436863383119633e-07,5.840428750761824e-06,6.722155409037232e-05,0.0011898777195488857,3.1622603679765136e-08,0.010272464222008146,0.00020166969440908568,2.1237028354736233e-05,0.15900568435105217,0.013911747730921945,0.0011273270156496923,0.00012054373420924797,0.0007571947035200805,5.406082001153249e-05,0.007583621158537302,0.0074542101479542315,4.2491743120284493e-07,8.39189431630718e-12,9.924552618185072e-06,1.3417398505939858e-07,0.02944828680189168,6.557510343442767e-08,1.2561043517227369e-12,7.332269737061387e-08,1.8201083750253488e-05,2.7914986760308926e-09,5.419387001835398e-07,2.1891216871216767e-10,2.2754730310784215e-05,2.886429130545266e-05,0.005084425505763963,1.2096459042022597e-09,1.529591192271574e-09,0.004355966404467058,1.6572461661408197e-08,5.9128280732096193e-05,6.404008601118067e-05,1.5736739412483846e-11,8.630620854433973e-05,5.555241156181414e-06,0.003837080186795963,4.215061645402081e-05,3.5636657484129513e-12,1.1907129757081472e-12,4.876587231396324e-10,2.780977353325013e-12,8.023592248095654e-10,6.531053848250406e-09,2.122075782704025e-07,0.00046572202417496103,0.0006064077846191116,5.6675587659609026e-05,0.0005156710872925759,1.6800036417660684e-07,1.9445510669797743e-07,8.660456981807023e-08,0.0003844717997198803,2.434854818240282e-07,5.82573081173101e-06,0.00010656009602815844,5.93608230757766e-08,2.730647115325007e-10,2.6161746642973007e-08,4.787609890554181e-10,7.143177148568804e-10,1.1608248199943155e-11,1.4849192951788774e-08,1.1489433474624116e-05,5.723411167550249e-07,0.003011923741949611,1.0501764458901682e-08,0.000174332765135396,1.1421073379862854e-12
9.43730455923995e-05,0.9634709414950104,0.0017276816586926343,0.00034319275135791293,0.0004722316373007045,0.11679921842028942,0.0,0.0,0.0015917674907618634,0.0001914680958288617,0.36629834709379105,0.022625275614621947,0.0006534331917202259,4.3581297677473403e-10,7.203457921295342e-08,2.2042182753253863e-06,0.001026919734106176,0.01615837136560782,9.062048556657205e-05,6.122245788369159e-08,9.60277633149149e-05,3.0900078363301467e-09,4.384610477264203e-07,4.605458673450238e-05,2.1922612881847337e-07,0.00030363700872671113,8.943593206943255e-08,8.229653269900494e-05,3.05200819669236e-05,1.4849437494897626e-07,1.1640025026336738e-06,1.2502104900206171e-09,2.056270122347699e-08,4.947225155915608e-06,3.76,0.0,0.017010926087653307,0.5922392780924373,0.21475093201687512,0.007720662595774544,0.46751268433381155,1.020734201915808,0.0005803148979580152,3.102507929320888e-11,0.16020099185142153,0.00022953939923715298,0.05737115480569118,4.906805704578131e-09,3.4551244551855294e-07,5.822594863841404e-06,6.636908170449983e-05,0.0011851281974106188,3.164242902111043e-08,0.010280707860995351,0.00020146528333759436,2.120410182719218e-05,0.15950841912721148,0.013878926250205809,0.0011250713278043378,0.00012032066308792925,0.0007528563344871853,5.400867528120352e-05,0.0075880468903535385,0.007448290777094767,4.209959812626727e-07,8.314448522584374e-12,9.921062498670751e-06,1.3412634447720277e-07,0.029493072220248582,6.527312768244145e-08,1.2445122865270048e-12,7.300133697821508e-08,1.82202055052906e-05,2.7671567706855744e-09,5.403373749923191e-07,2.1774275626007696e-10,2.277220437023429e-05,2.891751249293725e-05,0.005075843868272483,1.2076117216644397e-09,1.519401020508683e-09,0.004365362921200316,1.6533380776742608e-08,5.937502725526934e-05,6.377190930062343e-05,1.561571150685416e-11,8.599371802920818e-05,5.547865255758433e-06,0.003841724562550214,4.209189058854233e-05,3.5582369911431335e-12,1.1889008066433454e-12,4.91612824704165e-10,2.8033334317263475e-12,7.98289469447989e-10,6.535210606519116e-09,2.137862702084085e-07,0.00046628570276170217,0.0006105950833409982,5.715206097406092e-05,0.0005138471096123687,1.701719038843904e-07,1.940051347753812e-07,8.690297408368703e-08,0.0003866792483359828,2.423457533356391e-07,5.85163114002886e-06,0.00010784228112122777,5.919469266478163e-08,2.7543077017612207e-10,2.618258656829728e-08,4.791972686295381e-10,7.129447189997138e-10,1.156704769612399e-11,1.4911931399180912e-08,1.1484810598616388e-05,5.72914289313514e-07,0.0030297988754445153,1.0658374560049544e-08,0.00017546286406120817,1.1471858810642977e-12
