Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69)
6.380983393532578e-06,0.9788256353534078,0.001380893891923311,0.0005510006556443648,0.0003944723359567249,0.007133252445949261,0.0,0.0,0.004039239954017022,0.00012463827651068072,0.016424515600226012,0.0004563311880149026,0.0009540860839788887,4.6281857397555255e-10,1.7172590695344013e-07,1.6987921038847768e-05,0.00028912846483785163,0.00489256172881332,2.332971106763539e-09,1.2594673306781996e-07,9.896396770572052e-08,1.4082103241481522e-09,8.168831835874977e-07,2.3079773174242512e-07,8.454450388498238e-08,7.89881220680925e-08,4.153480283291405e-10,5.541761133313592e-07,6.757861466628226e-08,1.416597786255453e-09,1.339168837476889e-06,2.933550148132984e-10,2.0992085810408145e-10,3.217505640104352e-08,3.76,0.0,0.03210145343108766,0.9751347160653281,0.009004269108589993,0.00041284842661979445,0.5878875260370752,0.6884461437705648,0.0025741054400997515,4.767466826912174e-10,0.0023446137730455986,0.00016449888321858644,0.03525379860851213,1.9368418839668362e-09,1.5920042337486776e-06,3.2369147270644673e-06,6.371591850945673e-05,2.9784187305457285e-05,1.2803475267147798e-07,0.0029030258022133175,3.5291583776274505e-05,7.34781215055509e-06,0.014894337275508708,0.003954682359224874,0.002390973017394313,0.0003472050962679567,0.000505619932543589,1.0799255724703265e-05,0.004728239912276099,0.00036563538842973364,1.1972348321589803e-07,4.688816222115975e-12,2.0466517149166593e-06,8.53710237805913e-08,0.001099340934283662,4.638533130039402e-09,9.506441923216637e-13,1.013819495373924e-07,0.0003173820119832102,3.7114293970906614e-08,1.1415605057746784e-07,1.1830111312312316e-10,2.945319792900629e-06,5.37160105083902e-07,0.0002002080448984763,1.0823742059073681e-11,3.368608849507343e-10,1.0172853527696088e-05,4.459957552075388e-08,2.593503045315238e-07
6.408998353919843e-06,0.9789852344230039,0.001395281695121615,0.0005572097301782195,0.0004003271159488835,0.007229652616264996,0.0,0.0,0.004082485963735844,0.0001275022941009179,0.016704629526520923,0.0004639411279388878,0.0009647870921518347,4.782285841356139e-10,1.755313933296755e-07,1.7185215607717504e-05,0.00029287617935105264,0.004953775625752173,2.409824194860557e-09,1.270175203994096e-07,1.0163144713652961e-07,1.442736079095562e-09,8.266641380055958e-07,2.3779253788162175e-07,8.644844640640776e-08,8.20322111631545e-08,4.321028537900597e-10,5.704424954535805e-07,6.955979776273497e-08,1.4546627848059353e-09,1.360433287850216e-06,3.0047151260633884e-10,2.1579900636013756e-10,3.31144626506784e-08,3.76,0.0,0.03165521645460736,0.9747994723523308,0.009158047497597044,0.0004191614788407006,0.5876332060927795,0.6890920563129485,0.0025732206388350176,4.762990466726715e-10,0.0023792848473061395,0.0001641057321919042,0.03549191783639795,1.9312413504957133e-09,1.6027953823221318e-06,3.2325368420631124e-06,6.446544521222214e-05,3.018951154341476e-05,1.2843520348678586e-07,0.002919168837608796,3.563704388105424e-05,7.344541467577686e-06,0.015139345040419505,0.0039866775716399456,0.0024190806371712763,0.00035128036110372525,0.0005114012930439436,1.0905602414923011e-05,0.004784610301458578,0.00037475674358394655,1.2103223030652162e-07,4.7400550978211585e-12,2.0799066284683924e-06,8.675391803347647e-08,0.0011229147714350704,4.682097456444425e-09,9.610302602758985e-13,1.0247204417643369e-07,0.00031992267120625344,3.749176471711037e-08,1.1546969533704707e-07,1.20808274278745e-10,2.9768939301749627e-06,5.507947337906569e-07,0.00020583939937418054,1.1092912394279502e-11,3.363910686460911e-10,1.0492840774644317e-05,4.496056763561207e-08,2.6670375067910583e-07
6.437013314307109e-06,0.979144581341908,0.0014097106046005452,0.0005634401184803461,0.00040623702965125594,0.00732701222026004,0.0,0.0,0.004125682544181499,0.0001304062334829226,0.016988140561831858,0.00047164101490665937,0.0009755084404375408,4.940330198260221e-10,1.7939125100186896e-07,1.7383236542486593e-05,0.00029664887403107754,0.0050153912961552975,2.4889261580828686e-09,1.2809286174335673e-07,1.0436149453917097e-07,1.4778599940660907e-09,8.364888052674482e-07,2.449743853107218e-07,8.837933326124704e-08,8.517799149900183e-08,4.494414380046461e-10,5.871058633131783e-07,7.15887586237145e-08,1.493526241968621e-09,1.3818996646782376e-06,3.0770515220313623e-10,2.2180859727177827e-10,3.4076049267778765e-08,3.76,0.0,0.031214908060121317,0.9744608092699215,0.009313953631522815,0.0004255353442082318,0.5873677908377433,0.6897325814323857,0.002572326818486601,4.758412910794513e-10,0.002414489572388298,0.0001637016007287397,0.03573090771823633,1.9255103480138955e-09,1.61362570695229e-06,3.2279948166790186e-06,6.521506855258084e-05,3.059693574318287e-05,1.2883451716369862e-07,0.0029353059153113315,3.598241857619914e-05,7.341001349377043e-06,0.015387081095156026,0.004018864855176647,0.002447266004045827,0.00035536667481496256,0.0005171936552378742,1.101193558936653e-05,0.004841100843705674,0.0003840361391815345,1.2234184121914026e-07,4.791327437861391e-12,2.1135157655387787e-06,8.815145307681849e-08,0.0011468919688319835,4.725573531106994e-09,9.714230584749305e-13,1.0356283534234959e-07,0.00032244023648172375,3.786783367757563e-08,1.1678485308019607e-07,1.2335395261907252e-10,3.0085231840101537e-06,5.646988873625736e-07,0.00021159720235634606,1.1367198479189199e-11,3.3590554194962595e-10,1.0820979600819939e-05,4.532372519432713e-08,2.7421643475270647e-07
6.4650282746943745e-06,0.9793036903435948,0.0014241786040286133,0.0005696908254316687,0.00041220170068745365,0.0074253336156275005,0.0,0.0,0.004168818519090942,0.0001333497635338478,0.017275061261209576,0.0004794311527931953,0.0009862481604006074,5.102368933596954e-10,1.8330529530936862e-07,1.7581951980551918e-05,0.00030044621098593006,0.005077403080700614,2.570331452494534e-09,1.291727576679882e-07,1.0715534746313895e-07,1.5135839977742171e-09,8.463557180548759e-07,2.5234709728947336e-07,9.033700738572734e-08,8.84281094636245e-08,4.673796395150158e-10,6.041729775681207e-07,7.366628041306472e-08,1.533197048673351e-09,1.4035658532400226e-06,3.15056056710079e-10,2.2795140416291318e-10,3.506015675055974e-08,3.76,0.0,0.030780452182422202,0.9741187244706849,0.009472003646675454,0.00043196990655822837,0.5870913489444715,0.6903678027442043,0.002571423963266895,4.753732739538858e-10,0.002450235073427235,0.00016328660744450386,0.03597077671491603,1.9196504665736143e-09,1.62449559706039e-06,3.2232911021532022e-06,6.596458394214503e-05,3.1006388812244825e-05,1.292326852276646e-07,0.002951436479503695,3.632763681136991e-05,7.337197587706628e-06,0.01563754890581374,0.004051246026035843,0.002475524195358863,0.00035946332169335606,0.0005229958625280746,1.1118233805937951e-05,0.004897700387819978,0.00039347390381033054,1.2365202380958684e-07,4.842621791701964e-12,2.147478992760453e-06,8.956362123365949e-08,0.0011712758402644694,4.768950883774517e-09,9.818202631803648e-13,1.0465409272583448e-07,0.0003249345186931487,3.824238505527721e-08,1.1810123934333775e-07,1.259381651182511e-10,3.0402019402459872e-06,5.788742789050137e-07,0.00021748312894530157,1.1646623783335035e-11,3.3540456638825967e-10,1.115740627920193e-05,4.5689068745314575e-08,2.818899696324799e-07
6.49304323508164e-06,0.9794625753928511,0.0014386836790174719,0.0005759608482263528,0.00041822072934154686,0.007524618986623052,0.0,0.0,0.0042118826734655005,0.00013633252003353752,0.01756540359479421,0.0004873118301954799,0.0009970042746861969,5.268450984447865e-10,1.8727331412115516e-07,1.7781329741065705e-05,0.0003042678438576833,0.005139805126635865,2.6540954131775632e-09,1.3025720804115393e-07,1.1001426137611316e-07,1.5499097718849282e-09,8.56263390178673e-07,2.5991452750689275e-07,9.232129315918272e-08,9.178524726477973e-08,4.859335539540986e-10,6.216506144720815e-07,7.579314648006627e-08,1.5736839524885153e-09,1.4254296188189835e-06,3.225242937992622e-10,2.3422918893829547e-10,3.606712488334326e-08,3.76,0.0,0.030351773752496824,0.9737732162335179,0.009632213420208282,0.00043846503348800146,0.5868039490863943,0.6909978029206294,0.002570512067204572,4.748950557382355e-10,0.00248652848308497,0.00016286087717127547,0.03621153318782855,1.9136634081240634e-09,1.635405437955258e-06,3.218428262368423e-06,6.67137847727389e-05,3.1417798183582476e-05,1.2962969894844605e-07,0.0029675599645913346,3.6672627771130046e-05,7.333136209752565e-06,0.01589075135037842,0.004083822886551592,0.0025038502496657297,0.0003635695805787916,0.0005288067498187964,1.1224475664617789e-05,0.004954397686197398,0.00040307028139847375,1.2496248436719202e-07,4.893926656435431e-12,2.181796084787892e-06,9.099041104415405e-08,0.0011960696037125174,4.8122190779659895e-09,9.922195432481442e-13,1.0574558667470479e-07,0.00032740535572538303,3.861530314106216e-08,1.1941856745717966e-07,1.2856098595676777e-10,3.0719245844462818e-06,5.933225186681794e-07,0.0002234988369062184,1.1931209460956419e-11,3.348884269166382e-10,1.1502256878584418e-05,4.605661868392931e-08,2.8972592528410393e-07
6.521058195468906e-06,0.9796212501862361,0.0014532238192168532,0.0005822491772581403,0.0004242936927204399,0.007624870341985358,0.0,0.0,0.004254863762583501,0.0001393541054748889,0.017859178940604233,0.0004952833202805869,0.001007774798645874,5.438624052566094e-10,1.912950680675278e-07,1.7981337352434226e-05,0.0003081134181009085,0.0052025913895077675,2.740274253122171e-09,1.3134621203038838e-07,1.1293950971692925e-07,1.5868387488254566e-09,8.662103178410019e-07,2.6768055858747414e-07,9.433199635124687e-08,9.525212211093616e-08,5.051195104164876e-10,6.395455627535329e-07,7.797013992935718e-08,1.6149955514819093e-09,1.4474886071669e-06,3.301098759007545e-10,2.4064370116778365e-10,3.709729254718949e-08,3.76,0.0,0.029928798683357356,0.9734242834570759,0.009794598560435436,0.0004450205763127682,0.5865056599606087,0.6916226636995706,0.0025695911399277274,4.744069495529559e-10,0.002523376938585813,0.00016242454086259377,0.036453185390891284,1.9075509144586716e-09,1.6463556104667075e-06,3.213408972204313e-06,6.746246255824507e-05,3.183108986565177e-05,1.3002554934393694e-07,0.002983675795344298,3.701732094340804e-05,7.32882347445014e-06,0.016146690714907954,0.004116597223692061,0.002532239170561848,0.0003676847254176786,0.0005346251444212623,1.1330639889109681e-05,0.005011181403511284,0.00041282542954832006,1.2627292788592386e-07,4.945230495861175e-12,2.216466723757283e-06,9.243180726125353e-08,0.0012212763777084315,4.85536773748893e-09,1.0026185624910856e-12,1.0683708753457539e-07,0.0003298526120582961,3.898647241108386e-08,1.2073654917372824e-07,1.3122245678083506e-10,3.1036855031913368e-06,6.080451117138678e-07,0.00022964596528579035,1.2220974561604387e-11,3.343574036589284e-10,1.185566717263295e-05,4.642639523554135e-08,2.9772582703375957e-07
6.549073155856171e-06,0.9797797281529169,0.001467797020482128,0.0005885547970207519,0.00043042014495032577,0.007726089512988963,0.0,0.0,0.0042977505211065,0.0001424140889220189,0.018156398077791836,0.0005033458806482895,0.0010185577419626936,5.612934556567233e-10,1.9537029080746087e-07,1.8181942080007254e-05,0.0003119825712715024,0.005265755635079762,2.8289250615904355e-09,1.324397681030973e-07,1.1593238394277698e-07,1.6243721099589738e-09,8.761949809133443e-07,2.7564910054762737e-07,9.636890409328141e-08,9.883148534330796e-08,5.249540675864778e-10,6.578646204597894e-07,8.019804318618479e-08,1.6571402882690263e-09,1.469740345083237e-06,3.3781275946197917e-10,2.471966771912843e-10,3.815099752994168e-08,3.76,0.0,0.029511453856060327,0.9730719256949096,0.009959174397271996,0.0004516363700359046,0.5861965503097076,0.6922424658931399,0.0025686611701932114,4.739087913100099e-10,0.0025607875787133907,0.0001619777354901841,0.03669574146265935,1.901314786386364e-09,1.6573464905824002e-06,3.2082360155527414e-06,6.821040708041038e-05,3.2246188494450784e-05,1.304202271876352e-07,0.0029997833870509805,3.7361646187071466e-05,7.324265868477704e-06,0.016405368690177193,0.004149570807558656,0.0025606859305454402,0.0003718080258273172,0.0005404498669752867,1.1436705316077719e-05,0.005068040125552258,0.0004227394179622462,1.2758305847132273e-07,4.9965217144745896e-12,2.2514904989705172e-06,9.388779071032027e-08,0.001246899177755765,4.89838656399802e-09,1.0130149672903673e-12,1.07928363338495e-07,0.0003322761783089865,3.935577762915871e-08,1.2205489487830747e-07,1.339225202427189e-10,3.1354790914658494e-06,6.230434557047947e-07,0.0002359261330294336,1.2515935724551875e-11,3.3381178634050574e-10,1.2217772547738192e-05,4.6798418438585985e-08,3.0589115387963873e-07
6.577088116243437e-06,0.9799380224554686,0.0014824012870241707,0.0005948766870142062,0.00043659961740594925,0.007828278151633974,0.0,0.0,0.004340531672260028,0.0001455120059171672,0.018457071180369312,0.0005114997532007723,0.0010293511102773018,5.791427587067367e-10,1.994986893495379e-07,1.8383110953988978e-05,0.0003158749333252241,0.005329291441430554,2.9201058019557404e-09,1.3353787402782223e-07,1.1899419357055859e-07,1.6625107841369454e-09,8.862158442353219e-07,2.8382408920393967e-07,9.84317848882066e-08,1.0252612151956494e-07,5.454540096565801e-10,6.766145917700847e-07,8.247763755755974e-08,1.7001264442660461e-09,1.4921822411501499e-06,3.4563284441870227e-10,2.5388983924506374e-10,3.922857633594157e-08,3.76,0.0,0.029099667105913073,0.9727161431265086,0.01012595597281184,0.00045831223333310983,0.5858766889426137,0.6928572893959045,0.0025677221529731608,4.734005684543058e-10,0.0025987675407669946,0.000161520603932424,0.036939209418535436,1.8949569415702004e-09,1.6683784490886675e-06,3.202912283276037e-06,6.895740653835543e-05,3.266301738759779e-05,1.3081372301565232e-07,0.003015882145684368,3.770553379780816e-05,7.319470101996178e-06,0.01666678636879017,0.004182745389885358,0.0025891854749158553,0.00037593874766533945,0.0005462797323813161,1.1542650875722653e-05,0.005124962368209294,0.00043281222696448613,1.2889257942643815e-07,5.047788687861499e-12,2.2868669064633843e-06,9.535833837144094e-08,0.0012729409128105964,4.9412653234765045e-09,1.02340640140573e-12,1.0901918327861728e-07,0.00033467597072512907,3.9723103950281745e-08,1.233733134092075e-07,1.366611943053799e-10,3.1672997611474032e-06,6.383188388216187e-07,0.00024234093760107465,1.2816107087735924e-11,3.3325189253566277e-10,1.2588707909784444e-05,4.717270812760684e-08,3.1422333684542734e-07
6.605103076630703e-06,0.9800961459904557,0.0014970346334426253,0.0006012138226429514,0.00044283161896772297,0.007931437728975546,0.0,0.0,0.004383195937067918,0.00014864735843725935,0.01876120781140673,0.0005197451640283393,0.001040152906818892,5.974146865403027e-10,2.0367994442929958e-07,1.8584810797720335e-05,0.00031979012692504504,0.005393192201232679,3.0138753090270333e-09,1.346405268778134e-07,1.2212626621239934e-07,1.7012554466913799e-09,8.962713589346092e-07,2.9220948453490287e-07,1.0052038864694759e-07,1.0633884745023452e-07,5.666363420152534e-10,6.958022837821018e-07,8.480970278991586e-08,1.7439621341411815e-09,1.5148115866987363e-06,3.535699747416137e-10,2.607248946059215e-10,4.0330363995697974e-08,3.76,0.0,0.028693367208866057,0.9723569365371479,0.010294958032056347,0.00046504796855057536,0.5855461447542953,0.6934672131928802,0.0025667741072206984,4.728826943967967e-10,0.002637323957479728,0.00016105329485580953,0.0371835971430881,1.8884793430824257e-09,1.6794518512157485e-06,3.1974407711540425e-06,6.970324770155665e-05,3.3081498600340564e-05,1.3120602713078865e-07,0.0030319714680817024,3.804891457401077e-05,7.3144431040713145e-06,0.016930944242763004,0.004216122702540988,0.002617732725710325,0.000380076153603193,0.0005521135507320673,1.1648455676781772e-05,0.0051819365865778035,0.00044304374612319703,1.302011934174444e-07,5.0990197932442795e-12,2.322595348643082e-06,9.684342342462618e-08,0.0012994043818312273,4.983993864741872e-09,1.0337905125633133e-12,1.1010931779402034e-07,0.00033705193063171454,4.008833701970577e-08,1.2469151261775033e-07,1.3943848108293016e-10,3.1991419419566585e-06,6.538724378104348e-07,0.0002488919536076334,1.3121500594177255e-11,3.326780363131442e-10,1.296860758993832e-05,4.75492839163254e-08,3.2272375737822604e-07
6.633118037017968e-06,0.9802541113893815,0.0015116950868053233,0.0006075651761246298,0.00044911563631315005,0.008035569533595912,0.0,0.0,0.004425732043635265,0.0001518196149009558,0.019068816917720808,0.0005280823233121188,0.0010509611340255552,6.161134703949956e-10,2.079137109157094e-07,1.8787008256021505e-05,0.0003237277677571581,0.005457451124213851,3.110293285834201e-09,1.3574772303420296e-07,1.2532994760527285e-07,1.7406065187935743e-09,9.063599637554938e-07,3.008092689978496e-07,1.0263444674779124e-07,1.1027251118853934e-07,5.885182866951811e-10,7.154345032764695e-07,8.71950166238973e-08,1.7886553004822815e-09,1.5376255568852749e-06,3.616239381105634e-10,2.6770353476022603e-10,4.145669387578693e-08,3.76,0.0,0.02829248386809008,0.9719943073634061,0.010466195013807493,0.0004718433617172098,0.5852049867445345,0.6940723153672742,0.0025658170274232323,4.723550024928401e-10,0.002676463953908565,0.0001605759625894232,0.03742891238248842,1.8818839898877312e-09,1.6905670562878905e-06,3.1918245775256765e-06,7.044771606618975e-05,3.350155298341189e-05,1.3159712961025868e-07,0.0030480507421351975,3.8391719881632345e-05,7.309192017803043e-06,0.01719784220158102,0.004249704456037079,0.0026463225856564365,0.00038421950370264333,0.0005579501282571409,1.175409901505306e-05,0.005238951184178908,0.000453433772976887,1.315086029222874e-07,5.150203375236017e-12,2.3586751342259932e-06,9.834301508327465e-08,0.0013262922704023394,5.026562146100311e-09,1.0441649345997304e-12,1.1119853502554896e-07,0.00033940402383421034,4.0451363073361844e-08,1.2600919978993663e-07,1.4225424230934276e-10,3.23100008708306e-06,6.69705316166557e-07,0.00025558073143037193,1.3432125734416604e-11,3.320905333349316e-10,1.3357605249577115e-05,4.792816518077065e-08,3.313937457940249e-07
6.661132997405234e-06,0.9804119310197259,0.0015263806887322842,0.0006139297174025383,0.000455451134242731,0.008140674670222982,0.0,0.0,0.004468128736460254,0.00015502821022686218,0.019379906825059016,0.0005365114252328965,0.0010617737951547823,6.352431969273554e-10,2.1219961826447878e-07,1.8989669823562163e-05,0.0003276874648550429,0.005522061239791076,3.2094202998770015e-09,1.3685945818971054e-07,1.286066016346699e-07,1.780564167184806e-09,9.164800864008569e-07,3.09627445803107e-07,1.0477367212865256e-07,1.143299909744283e-07,6.111172776334186e-10,7.355180534636579e-07,8.963435434690714e-08,1.8342137087168435e-09,1.560621211904498e-06,3.6979446536829933e-10,2.748274345985982e-10,4.260789748925138e-08,3.76,0.0,0.02789694770073792,0.9716282576656123,0.010639681041739003,0.0004786981825709378,0.5848532840357145,0.6946726731079849,0.002564850907694754,4.718173689183821e-10,0.00271619464429414,0.00016008876699163984,0.03767516273707383,1.875172996266742e-09,1.7017244173787539e-06,3.1860669008133e-06,7.119059601454435e-05,3.392310024263722e-05,1.3198702031424747e-07,0.0030641193469936804,3.873388171682678e-05,7.3037241952446e-06,0.017467479530732515,0.0042834923380436355,0.002674949942136588,0.00038836805599431904,0.0005637882682762058,1.1859560332467885e-05,0.005295994522273749,0.00046398201186905234,1.32814510406209e-07,5.2013277708476094e-12,2.3951054780572733e-06,9.985707867213419e-08,0.0013536071474393408,5.0689602222577704e-09,1.0545273024953438e-12,1.1228660454765647e-07,0.00034173223998178436,4.081206904088791e-08,1.2732608139991717e-07,1.451084327519568e-10,3.262868682983445e-06,6.858184224605213e-07,0.00026240879586532346,1.3747989335051454e-11,3.314897300013182e-10,1.375583378449845e-05,4.8309371042491714e-08,3.4023457977520054e-07
6.6891479577924995e-06,0.9805696169856805,0.0015410894973353082,0.0006203064150375997,0.00046183755603124003,0.008246754058497782,0.0,0.0,0.00451037478574738,0.00015827254594350844,0.019694485233771,0.0005450326478951669,0.0010725888958933783,6.54807805006254e-10,2.1653727103408165e-07,1.9192761873501684e-05,0.0003316688209305072,0.005587015399872842,3.311317778861413e-09,1.379757273554377e-07,1.3195761035234436e-07,1.8211283043826403e-09,9.266301448906145e-07,3.1866803714748454e-07,1.0693775940937796e-07,1.1851419413438911e-07,6.344509557347892e-10,7.560597307182084e-07,9.212848834408499e-08,1.8806449422665906e-09,1.5837954984710422e-06,3.7808123134300016e-10,2.8209825163116687e-10,4.378430430680274e-08,3.76,0.0,0.02750669022488847,0.9712587900892684,0.010815429915659341,0.00048561218459907334,0.5844911058894642,0.6952683627168637,0.0025638757764184137,4.712703205696792e-10,0.0027565231288904125,0.00015959187331041376,0.037922355654049916,1.8683485331349603e-09,1.7129242809725803e-06,3.180171037080826e-06,7.193167097719008e-05,3.434605900019959e-05,1.3237568889036697e-07,0.0030801766532767222,3.907533276810126e-05,7.29804719202521e-06,0.017739854910719784,0.004317488011915567,0.0027036096711750687,0.0003925210670573317,0.0005696267721422551,1.1964819296201797e-05,0.005353054929256725,0.0004746880728948083,1.3411861838528022e-07,5.252381354859643e-12,2.4318855009186465e-06,1.0138557573447765e-07,0.001381351461978973,5.1111782516416714e-09,1.0648752653126042e-12,1.133732986484505e-07,0.0003440365918931847,4.117034264519451e-08,1.2864186351382437e-07,1.4800102218872776e-10,3.2947422506775236e-06,7.02212588807851e-07,0.0002693776447750543,1.4069095939655474e-11,3.308759732071481e-10,1.4163425228528199e-05,4.86929203518823e-08,3.4924748292160727e-07
6.717162918179765e-06,0.98072718112921,0.0015558195891656392,0.0006266942371069688,0.00046827432381123073,0.008353808431892262,0.0,0.0,0.004552458996720797,0.00016155199035151888,0.02001255921498803,0.0005536461532710411,0.0010834044459466382,6.748110826837645e-10,2.2092624942236917e-07,1.9396250685993128e-05,0.000335671432711424,0.005652306281834675,3.4160480058945835e-09,1.3909652486694204e-07,1.3538437398814863e-07,1.8622985892574652e-09,9.368085489176382e-07,3.279350824092045e-07,1.091263850406188e-07,1.2282805593823037e-07,6.585371637078511e-10,7.770663213051048e-07,9.467818764837013e-08,1.927956397934656e-09,1.6071452513987204e-06,3.864838550316524e-10,2.8951762523326774e-10,4.498624156910812e-08,3.76,0.0,0.027121643846671744,0.9708859079212132,0.010993455102979636,0.0004925851050927363,0.5841185217223166,0.6958594596157508,0.0025628916356238264,4.707137215187975e-10,0.002797456490777722,0.00015908545203766286,0.03817049842033922,1.8614127843637428e-09,1.7241669866315544e-06,3.174140377341082e-06,7.267072359780312e-05,3.4770346857465385e-05,1.3276312478122345e-07,0.0030962220232990654,3.941600647729851e-05,7.2921687616778516e-06,0.018014966416547484,0.00435169311523245,0.0027322966414199965,0.0003966777925989675,0.000575464440193221,1.2069855831345009e-05,0.005410120710110495,0.00048555147096297714,1.354206298599397e-07,5.3033524984909e-12,2.469014229715194e-06,1.0292846384316817e-07,0.0014095275400618727,5.153206529606012e-09,1.0752064621234165e-12,1.144583873787539e-07,0.00034631711484831593,4.152607250035925e-08,1.2995625241842212e-07,1.5093178578753207e-10,3.3266153491428844e-06,7.188885294864407e-07,0.00027648874775393947,1.4395447649227304e-11,3.3024960256562924e-10,1.4580510656649017e-05,4.907883167164989e-08,3.584336233579921e-07
6.745177878567031e-06,0.9808846350313284,0.001570569061189416,0.0006330921521087348,0.00047476083899166685,0.008461838336780545,0.0,0.0,0.004594370218921249,0.00016486587873817626,0.020334135207315203,0.0005623520871493514,0.001094218460604538,6.952566643804413e-10,2.2536610983756847e-07,1.960010247644609e-05,0.0003396948912856771,0.005717926391656572,3.523674114135557e-09,1.4022184438982538e-07,1.3888831095586769e-07,1.9040744279409846e-09,9.47013701205942e-07,3.374326363065866e-07,1.1133920748245485e-07,1.2727453841355716e-07,6.833939407335764e-10,7.985445981024779e-07,9.728421749028057e-08,1.976155281575151e-09,1.6306671952677467e-06,3.9500189905022353e-10,2.9708717592292236e-10,4.621403410040671e-08,3.76,0.0,0.026741741847575183,0.9705096150691315,0.011173769730398837,0.0004996166652152488,0.583735601120416,0.69644603835329,0.002561898476508455,4.701472899058462e-10,0.0028390017926576464,0.000158569678756649,0.03841959815558516,1.8543680391979682e-09,1.7354528666697895e-06,3.1679784047043392e-06,7.340753590035828e-05,3.5195880459263444e-05,1.331493172344598e-07,0.0031122548113041806,3.975583709777774e-05,7.286096849811517e-06,0.018292811517688468,0.004386109258353762,0.002761005718111397,0.0004008374880334362,0.000581300072712322,1.2174650063273441e-05,0.005467180155906145,0.0004965716249765796,1.367202486086568e-07,5.354229583603971e-12,2.5064905975705594e-06,1.0448569665735308e-07,0.0014381375817121185,5.195035480603452e-09,1.0855185353540014e-12,1.155416421743008e-07,0.0003485738658496262,4.187914821154426e-08,1.312689543972106e-07,1.5390060541898716e-10,3.358482585802732e-06,7.358468397072379e-07,0.0002837435448090937,1.472704377432884e-11,3.2961098878826274e-10,1.5007220087807376e-05,4.9467123260456866e-08,3.677941124031243e-07
6.773192838954296e-06,0.9810419900130355,0.0015853360326050314,0.0006394991298328347,0.00048129648269849373,0.008570844131665124,0.0,0.0,0.004636097355451306,0.00016821351364457816,0.020659219014017044,0.0005711505790980106,0.001105028962303531,7.161480286879182e-10,2.2985638554213503e-07,1.9804283424008843e-05,0.0003437387824501191,0.005783868067212846,3.6342600809452985e-09,1.4135167892941416e-07,1.4247085785312493e-07,1.9464549752339916e-09,9.5724399888369e-07,3.471647670228682e-07,1.1357586741006841e-07,1.3185662911999605e-07,7.090395169804688e-10,8.205013173256001e-07,9.99473388480819e-08,2.025248604031745e-09,1.6543579464057537e-06,4.036348706177384e-10,3.0480850465942515e-10,4.7468004123748496e-08,3.76,0.0,0.026366918371929296,0.9701299159992143,0.011356386575818472,0.0005067065700844335,0.5833424138530869,0.6970281726115312,0.00256089633637742,4.695716709470315e-10,0.0028811660736257037,0.00015804473398365565,0.03866966180532086,1.8472166592153439e-09,1.7467822458343383e-06,3.1616886915835827e-06,7.414188945826681e-05,3.5622575559510634e-05,1.335342553078184e-07,0.003128274363708997,4.009475975167719e-05,7.279839588046956e-06,0.018573387078525613,0.004420738022992204,0.002789731767057019,0.0004049994090586826,0.0005871324708680491,1.227918238099112e-05,0.0055242215533327695,0.000507747857134753,1.3801717917461335e-07,5.4050010658956094e-12,2.5443134437968214e-06,1.0605722410267073e-07,0.0014671836580192746,5.236655652829474e-09,1.0958091526481647e-12,1.1662283885597308e-07,0.00035080692285587055,4.222946047296786e-08,1.325796758998813e-07,1.5690742922157502e-10,3.3903386188372295e-06,7.530879945384e-07,0.0002911434450591581,1.506388125017474e-11,3.289605097824061e-10,1.5443682387516767e-05,4.985781305675846e-08,3.773300033019445e-07
