Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457)
1.9576582671327088e-05,0.9259330959643727,0.0019886854757864545,0.0007855289060049646,0.0008864706016277222,0.025921568132987228,0.0,0.0,0.006031320876793348,0.0006130340552946358,0.07879602472923386,0.0031696058835379,0.0013133684759870517,5.701474453099196e-10,1.222769488516596e-07,3.7903071027269716e-06,0.0005637743666532856,0.014767000295364407,7.326824232225391e-05,8.870638956020268e-08,2.853791158852088e-05,4.805647092116025e-10,5.773320767286739e-07,4.519067984812599e-06,3.1338616281511725e-07,2.378124979395766e-05,4.130914951703777e-09,1.8778007429059633e-06,1.2273471009576938e-06,9.495261771403194e-09,2.5549222932699826e-06,8.97115397596792e-10,1.3093497615594034e-09,4.6643276390069534e-07,3.76,0.0,0.02042686952655642,0.9062793127755047,0.046279684776593014,0.0014192713613570796,0.5116999214588067,0.6866833330948545,0.001601109302444288,1.7741895892785945e-10,0.01816290543424964,0.00018283627259100155,0.03376267699585997,3.2564602905718746e-09,6.742386497994886e-07,3.6612014965794964e-06,3.8389142373554496e-05,0.0001344938824017696,0.00401426580101467,1.477322195916577e-09,5.4496996505553646e-08,9.435250739336899e-05,8.913888904012193e-06,0.06168571494933998,0.00653093182501223,0.00262641656003873,0.00033264983893363764,0.0010843678406266698,2.7205166085499006e-05,0.009062474704918562,4.3323990087417807e-07,0.0026772581947621535,1.313426202330591e-11,7.58027274303216e-06,1.997815886635677e-07,0.008825907688052036,2.077481878760429e-08,2.336664529571028e-12,2.3809658229045454e-07,2.8985258629846113e-09,0.00032066069841700794,0.0001066580344407397,6.727315491781423e-10,8.392580960855024e-06,4.1079239968804593e-07,4.5562122762510503e-10,7.04726952637433e-05,2.9654674808631966e-08,6.88690787227218e-06,5.508042188607589e-06,1.4435874089225447e-05,2.4913337310668932e-11,1.3267273813420597e-05,0.002306771443715118,2.763928410391044e-06,8.89055145380912e-11,4.38562949785839e-12,2.3714214249721465e-12,2.65784446607282e-05,2.6128493371356056e-10,1.067350052853904e-07,1.047108138625705e-07,0.0003234412558812308,7.103499495249951e-08,5.432372921991e-08,2.9979768163080195e-12,0.0011803578658946773,5.388915791607543e-10,8.432327512137733e-08,0.00012362922704939932,1.574511311840406e-05,4.862380246946217e-11
1.9656416127274904e-05,0.9261956826425497,0.0020006420031723456,0.0007892790982659717,0.0008927911017159055,0.026264092074957307,0.0,0.0,0.006018529886611396,0.0006144761625534828,0.07993647729629458,0.0032140061233827868,0.0013183889665817747,5.837724432001407e-10,1.2428970577494652e-07,3.812318263594378e-06,0.0005679803834816205,0.014853654784132817,7.455733441480936e-05,9.029072564642812e-08,2.9089186892190694e-05,4.914701287317355e-10,5.857364794664392e-07,4.623109742583269e-06,3.150271205715205e-07,2.4384464252569858e-05,4.247541156933679e-09,1.923608040002198e-06,1.2524281757613972e-06,9.668675280893586e-09,2.569120875668674e-06,9.076688952490002e-10,1.3359344901014244e-09,4.760666281106013e-07,3.76,0.0,0.020098237029920724,0.9050943006593075,0.04698210070081274,0.001435023017978844,0.5103130737059512,0.6872983670530749,0.0015990158605855937,1.7665673258821228e-10,0.01848301271869552,0.00018155850554362114,0.034084241964606,3.2285606802608e-09,6.806829363802196e-07,3.6502809452914e-06,3.821322749003872e-05,0.0001355377799837123,0.004040294834889118,1.4770312158387665e-09,5.474982128841905e-08,9.461755880722401e-05,8.916360554125346e-06,0.062418028010751,0.006582120519383455,0.0026368196837280758,0.00033397619898134165,0.0010868762477683912,2.728700641054871e-05,0.009091182187764134,4.3355413811523755e-07,0.002704267602716994,1.3143756527876348e-11,7.659903092945063e-06,2.018724160667932e-07,0.008953827271801006,2.0791949461631936e-08,2.3383496141541046e-12,2.3880930563746564e-07,2.8877065763662074e-09,0.00032734252120031397,0.00010722625580907347,6.699525683871975e-10,8.432867781231445e-06,4.1147300562582215e-07,4.591933737059672e-10,7.172015675977396e-05,2.988739902428196e-08,6.9311306592970375e-06,5.599099612483543e-06,1.4541983705501498e-05,2.5056613483786344e-11,1.3421274159296455e-05,0.0023446678899845456,2.8022948497126813e-06,8.999658492169773e-11,4.404202601745275e-12,2.3814158796442247e-12,2.713252578722956e-05,2.675914727243039e-10,1.0786526903705248e-07,1.0693289095384197e-07,0.00032766289064852633,7.17546453910072e-08,5.5134972761338784e-08,3.0682341255040447e-12,0.0011746973330419145,5.43575657927898e-10,8.536139157695269e-08,0.00012602167364245985,1.5871197031782035e-05,4.9558973440335605e-11
1.973624958322272e-05,0.9264583140418678,0.0020125559808678445,0.0007929721409193917,0.0008990361312487228,0.026607922196636664,0.0,0.0,0.006005087772889415,0.0006157563164947185,0.0810820225419566,0.0032585985084248015,0.00132327025847129,5.975830915071038e-10,1.263130480151619e-07,3.834099707013977e-06,0.0005721696324711323,0.014938527014097433,7.585379046275346e-05,9.188834439938657e-08,2.964525114902145e-05,5.025287683072313e-10,5.941949861025003e-07,4.7282612263326915e-06,3.166160516263764e-07,2.499878155702742e-05,4.366224504162016e-09,1.9700858830765863e-06,1.2777291831362064e-06,9.843408950805966e-09,2.582934142773997e-06,9.18163991652962e-10,1.3627942431652338e-09,4.857795357276844e-07,3.76,0.0,0.019774615462112885,0.9039054401821022,0.04768771535664142,0.0014507708856804679,0.5089182539802932,0.6879114000543329,0.0015969156179333555,1.7589259651670757e-10,0.018805916592558945,0.00018028511554052547,0.03440682903437699,3.2007999654430757e-09,6.871481928427497e-07,3.63946041708753e-06,3.803267432245889e-05,0.00013656395627030852,0.004066203493101233,1.4765730951276752e-09,5.500116969365584e-08,9.487585591150755e-05,8.919073164883966e-06,0.06315073291682347,0.006633117837087297,0.0026469483684786626,0.00033526828144811807,0.001089249566678684,2.736691250283377e-05,0.009119162942157854,4.3380985371131867e-07,0.00273085568425185,1.3151477529665952e-11,7.739284090937669e-06,2.0395660614946342e-07,0.009081670379674733,2.080730785542731e-08,2.339719257443149e-12,2.394974311068986e-07,2.876569148355387e-09,0.0003340658815949781,0.00010779086421045416,6.67189835978878e-10,8.472710379789819e-06,4.121149135768469e-07,4.626988664441855e-10,7.297860013220548e-05,3.0119256473747025e-08,6.974957153614449e-06,5.6904099108545744e-06,1.4646687677570565e-05,2.519680384788178e-11,1.3574711075891513e-05,0.0023826038597902642,2.8405600483267454e-06,9.10801747468841e-11,4.4224125716601704e-12,2.39121491451985e-12,2.7689205082862116e-05,2.7398880470080216e-10,1.0899133236519321e-07,1.0918129596275001e-07,0.0003318839059265501,7.247035629571585e-08,5.5947977423364175e-08,3.139326873240381e-12,0.0011689812284696847,5.482494297334054e-10,8.639819466109547e-08,0.00012841191120579359,1.5997056929893545e-05,5.050266800279624e-11
1.9816083039170536e-05,0.9267209771768794,0.0020244292169709966,0.0007966088857212204,0.0009052063108092646,0.02695302141707086,0.0,0.0,0.005991016685302663,0.0006168768838187253,0.08223253547367992,0.00330337899552161,0.0013280136416714617,6.115803119006343e-10,1.2834684104736302e-07,3.8556557666527245e-06,0.0005763423243428611,0.015021605193931866,7.71574092607388e-05,9.34990692231475e-08,3.0206057372724344e-05,5.137413217612964e-10,6.027074728715156e-07,4.8345084451006894e-06,3.1815356013705144e-07,2.5624286477059957e-05,4.4869759894011575e-09,2.0172353982299595e-06,1.3032473770517991e-06,1.0019453790528634e-08,2.596364830501996e-06,9.285995531138283e-10,1.3899289389310326e-09,4.955699305896868e-07,3.76,0.0,0.019455937566639426,0.902712845174056,0.048396436129140484,0.0014665133112261015,0.5075157181589015,0.6885224753116398,0.0015948087745716016,1.7512664649858524e-10,0.01913158303325098,0.00017901668458909778,0.03473039929175888,3.173188763918429e-09,6.936336335791162e-07,3.6287484051954154e-06,3.784768680655793e-05,0.00013757231904716754,0.004091989168300789,1.4759522229088936e-09,5.525101889055492e-08,9.51275376511975e-05,8.922041055595018e-06,0.06388374299708732,0.006683916553328292,0.002656806093228546,0.00033652652163593385,0.0010914899748275721,2.744492222571732e-05,0.009146434272409848,4.340082242936586e-07,0.0027570179649433224,1.3157460686148383e-11,7.81840432447177e-06,2.0603386148029066e-07,0.009209406770139752,2.0820938325192047e-08,2.3407798001242656e-12,2.4016137544508025e-07,2.865126904981547e-09,0.0003408289407113288,0.00010835184523862858,6.644448837979213e-10,8.512117298025026e-06,4.1271909278687804e-07,4.66137460666005e-10,7.424791043709325e-05,3.035021424553964e-08,7.018389169753631e-06,5.781959695296218e-06,1.4749977910615387e-05,2.533390783368195e-11,1.3727545920171974e-05,0.002420569031230486,2.878717697630177e-06,9.21560980587062e-11,4.440266051960683e-12,2.400822124045191e-12,2.824830613029332e-05,2.8047704313669716e-10,1.1011301251823186e-07,1.114558634710934e-07,0.0003361033544582927,7.318199492542831e-08,5.6762739592585126e-08,3.211250937149107e-12,0.0011632138885704843,5.529121396125976e-10,8.743346003360853e-08,0.0001307988395626257,1.6122686259503193e-05,5.145486356713261e-11
1.989591649511835e-05,0.9269836591803027,0.002036263511486066,0.0008001901987633462,0.0009113023100756045,0.027299352901131457,0.0,0.0,0.005976338442591968,0.000617840335390442,0.0833878921632229,0.0033483436005306367,0.0013326204431766172,6.257646636518762e-10,1.3039096708580246e-07,3.876991087114932e-06,0.0005804986750454769,0.015102878634911223,7.846799201159896e-05,9.512272521596134e-08,3.0771558666569685e-05,5.251084967502173e-10,6.11273834823384e-07,4.941837289240304e-06,3.1964027170006214e-07,2.6261062028024215e-05,4.609806695643774e-09,2.065057660008831e-06,1.3289800186000297e-06,1.0196801098442905e-08,2.6094159203233943e-06,9.389745479116877e-10,1.417338541092154e-09,5.054362488440045e-07,3.76,0.0,0.01914213670573265,0.9015166280278236,0.049108171389647466,0.0014822486813456403,0.5061057182303684,0.6891316347545388,0.001592695535358681,1.7435942563311634e-10,0.01945997775666897,0.00017775377106143096,0.03505491423039944,3.1457374191572333e-09,7.001384808581569e-07,3.6181530303433516e-06,3.765846544467295e-05,0.0001385627909615502,0.00411764931821863,1.4751729113175502e-09,5.549934667395951e-08,9.537274181696446e-05,8.925277919413584e-06,0.06461697344358469,0.006734509616086272,0.0026663964082723718,0.0003377513635929935,0.0010935996757640864,2.7521073199406476e-05,0.009173013372860698,4.3415043010902545e-07,0.0027827504999419586,1.316174181104665e-11,7.897252720652172e-06,2.0810389368235177e-07,0.009337006785087023,2.083288414539889e-08,2.341537651797621e-12,2.4080155447983523e-07,2.8533929056854393e-09,0.0003476298584439369,0.00010890918445292847,6.617191589447302e-10,8.551097022950878e-06,4.1328649966601515e-07,4.695087730932614e-10,7.552797021293406e-05,3.058024021360444e-08,7.061428715838438e-06,5.873735929291922e-06,1.485184735231847e-05,2.546792711567634e-11,1.3879740761037812e-05,0.002458553262828486,2.916761783899484e-06,9.322418056464192e-11,4.45776957997089e-12,2.4102409963308855e-12,2.8809654443825563e-05,2.870563224008925e-10,1.112301315319211e-07,1.1375642177151915e-07,0.0003403202974320426,7.388943285598634e-08,5.757925925383629e-08,3.284002705199044e-12,0.0011573995670392909,5.575630421261093e-10,8.846696610686565e-08,0.00013318139070743747,1.624807863950315e-05,5.241554874440039e-11
1.9975749951066167e-05,0.9272463473328073,0.0020480606552058956,0.0008037169577694,0.0009173248458065627,0.027646880070896614,0.0,0.0,0.005961074520201927,0.0006186492374347633,0.08454796978783977,0.0033934883998352878,0.0013370920249089228,6.401373506733335e-10,1.3244531361286144e-07,3.8981101647074665e-06,0.0005846389052737476,0.015182337729598008,7.978534250711982e-05,9.675913905124024e-08,3.134170825846137e-05,5.366310079063758e-10,6.198939900642446e-07,5.0502335469799145e-06,3.210768333249882e-07,2.6909189456431645e-05,4.734727764697057e-09,2.113553692712205e-06,1.354924377756223e-06,1.0375442474869415e-08,2.6220906238643842e-06,9.492879633498895e-10,1.4450230577825393e-09,5.153769200247173e-07,3.76,0.0,0.01883314686247747,0.900316899693358,0.04982283053458896,0.0014979754221463042,0.5046885022697426,0.689738919069745,0.0015905760917072772,1.7359069134369025e-10,0.019791066249162912,0.0001764969096519808,0.03538033576878117,3.1184553904981327e-09,7.066619652463615e-07,3.6076820731666896e-06,3.7465207179326213e-05,0.00013953530910900192,0.0041431814648483735,1.4742395289710846e-09,5.574613144832001e-08,9.561160494413368e-05,8.928796821125288e-06,0.06535034130922265,0.006784890146914812,0.0026757229277468556,0.0003389432591565303,0.0010955808953522395,2.759540268396256e-05,0.009198917307985794,4.342376574322422e-07,0.002808049860321567,1.3164356871602953e-11,7.975818544122452e-06,2.10166422949994e-07,0.009464441355977814,2.0843188675859448e-08,2.3419991780348455e-12,2.4141840742718396e-07,2.8413800317929358e-09,0.000354466795354325,0.00010946286968799754,6.590140434064512e-10,8.589658025051669e-06,4.1381808734132376e-07,4.728128095320921e-10,7.68186595543706e-05,3.0809303040992234e-08,7.104078001272176e-06,5.965725924261204e-06,1.495228996615257e-05,2.5598864819686845e-11,1.4031258396124223e-05,0.0024965465991946055,2.9546865815055857e-06,9.428425836392855e-11,4.474930110873833e-12,2.4194754220628055e-12,2.9373077658979773e-05,2.937267282282409e-10,1.1234251631345684e-07,1.160827933885751e-07,0.0003445338049441294,7.459254406187421e-08,5.8397539690457e-08,3.3575778081867e-12,0.0011515424331090996,5.622014122831557e-10,8.9498494129864e-08,0.00013555852986980326,1.637322786969964e-05,5.338469986252857e-11
2.00476000614192e-05,0.9274827615249664,0.0020586477912498207,0.000806845130259593,0.0009226829450603904,0.027960646819549424,0.0,0.0,0.005946853697269557,0.0006192473005700536,0.08559597545878186,0.0034342695920568703,0.0013410019868728951,6.532349073929613e-10,1.3430286506920915e-07,3.916936087095125e-06,0.0005883515153021629,0.01525229256218575,8.097658440357636e-05,9.824267785989204e-08,3.185877865518465e-05,5.471346649671995e-10,6.276980649853739e-07,5.1486910016642595e-06,3.2232741056466e-07,2.750227570914594e-05,4.848953162258295e-09,2.1577770036147994e-06,1.3784530716817744e-06,1.0537319445911864e-08,2.633178877067622e-06,9.585166303299865e-10,1.470174220528301e-09,5.243857933612454e-07,3.76,0.0,0.018559115362007324,0.899234232637841,0.05046844965881113,0.0015121208412372232,0.5034070400605803,0.6902839043768161,0.0015886634442935572,1.7289748035829973e-10,0.02009132037914886,0.0001753713324805944,0.03567395917694291,3.0940538079437302e-09,7.125484069533753e-07,3.5983707347343412e-06,3.728798300015313e-05,0.00014039518428302252,0.004166048957084039,1.4732713051895258e-09,5.5966901112224546e-08,9.582127187833472e-05,8.93221529042146e-06,0.066010422822779,0.006830045365166339,0.0026838942835438534,0.00033998817508122057,0.0010972559960789805,2.7660772395478133e-05,0.009221667566815557,4.3427013826115615e-07,0.002830446491222228,1.3165315702449621e-11,8.046277582606434e-06,2.1201606017955298e-07,0.009578967469573797,2.0851094929282695e-08,2.3421664733019895e-12,2.419539873841197e-07,2.830340441048588e-09,0.00036064931667499563,0.00010995805639274711,6.565981571574414e-10,8.624011886902855e-06,4.14266669880609e-07,4.75728905269495e-10,7.79892672269824e-05,3.101461083814114e-08,7.142130693919208e-06,6.048689477391259e-06,1.5041464188209343e-05,2.5714078155561027e-11,1.4167015108869959e-05,0.0025307403124900027,2.9887124030603944e-06,9.523135766499601e-11,4.490087160171688e-12,2.4276318424697796e-12,2.9881791985969584e-05,2.998080849602325e-10,1.1333947563687389e-07,1.1819844633596584e-07,0.00034832226335196353,7.522154383683597e-08,5.913550656169188e-08,3.424495979251271e-12,0.001146237784487621,5.663646385755552e-10,9.042499967183474e-08,0.00013769250018440222,1.6485649312218846e-05,5.426415682759981e-11
2.0119450171772233e-05,0.9277191614366915,0.002069207565221346,0.0008099304862661641,0.0009279827377869404,0.028275326380472345,0.0,0.0,0.005932190727495055,0.0006197243155921144,0.08664761862950902,0.0034751908401158904,0.0013448045852586649,6.664865717589566e-10,1.3616852049818882e-07,3.935593948346663e-06,0.0005920514164760875,0.015320765325124464,8.217301234294096e-05,9.973628847510214e-08,3.2379542561066336e-05,5.577652367151509e-10,6.355456124576052e-07,5.247991007765648e-06,3.2353840146553896e-07,2.8104678050534672e-05,4.96488888336066e-09,2.202547539493682e-06,1.4021490799374797e-06,1.0700232354815176e-08,2.6439676753052857e-06,9.676940963244867e-10,1.4955481801536588e-09,5.334524640098726e-07,3.76,0.0,0.01828888056706228,0.8981488889756953,0.0511163000748454,0.0015262569340197553,0.5021201059058847,0.6908274308039374,0.0015867460711182777,1.722035754436892e-10,0.020393702925953223,0.00017425143031246854,0.03596825931788963,3.0698032719593367e-09,7.184487800311096e-07,3.589171361801579e-06,3.7107783789403296e-05,0.00014124045091328053,0.004188809093333158,1.4721847979700496e-09,5.6186389044523095e-08,9.602600956199679e-05,8.935881001359606e-06,0.06667049210910278,0.006875018233559996,0.002691857650193913,0.0003410071147917746,0.0010988304912426443,2.7724723371322387e-05,0.009243896859156997,4.3425991484310253e-07,0.002852488079085796,1.3164980436062841e-11,8.116491956547781e-06,2.1385920920183188e-07,0.009693316161771489,2.085773670526077e-08,2.3421036341880306e-12,2.4247132212163145e-07,2.8190941606672183e-09,0.00036685818941620534,0.0001104502732957233,6.542009471777823e-10,8.658039496771123e-06,4.146876757719548e-07,4.785902371119724e-10,7.916829510103336e-05,3.121909202248878e-08,7.179871147705028e-06,6.131807415872653e-06,1.5129475564162337e-05,2.582680480007853e-11,1.4302167693016138e-05,0.0025649265072832123,3.0226334137781595e-06,9.617174530664119e-11,4.504976946796482e-12,2.435644385699714e-12,3.0391926932140315e-05,3.0596343331633e-10,1.1433234437164277e-07,1.2033472119991e-07,0.00035210652895915933,7.58468545115621e-08,5.987491901475579e-08,3.492075474862054e-12,0.001140904682212985,5.705166185294497e-10,9.134957286947563e-08,0.00013982057080218557,1.6597864688376853e-05,5.51504526857546e-11
2.0191300282125266e-05,0.9279555381044616,0.002079741260651834,0.0008129736860800032,0.0009332248307864783,0.02859089265805687,0.0,0.0,0.005917100503936407,0.0006200823184452116,0.08770281221533388,0.0035162494130292674,0.0013485008737336224,6.798930760313255e-10,1.3804221667213785e-07,3.9540873228259295e-06,0.000595738777640953,0.015387751175706978,8.337448922162482e-05,1.0123984889282138e-07,3.290396626800639e-05,5.685232567956899e-10,6.434366099067174e-07,5.348123055000526e-06,3.2471031195062875e-07,2.87164519749123e-05,5.082543194255021e-09,2.2478659525297296e-06,1.426010437534524e-06,1.0864175700888829e-08,2.6544597846195283e-06,9.768197687198019e-10,1.5211450355459024e-09,5.425757776041016e-07,3.76,0.0,0.018022395647043474,0.8970609464870724,0.05176631801126629,0.0015403826325551496,0.5008278724339302,0.6913695255878484,0.001584824106509964,1.715087740948524e-10,0.020698188376668612,0.00017313754625125407,0.03626320939386287,3.045709710584153e-09,7.243625424228943e-07,3.580088912667926e-06,3.692474526142997e-05,0.00014207109144333355,0.004211460197587485,1.4709831097659788e-09,5.640458074242162e-08,9.622591466081667e-05,8.939802249959168e-06,0.06733049255148234,0.006919804100916062,0.0026996157679514193,0.0003420004205576698,0.001100306035160187,2.7787282082519154e-05,0.009265617277935394,4.3420785295130457e-07,0.0028741731418978045,1.3163377337728243e-11,8.186454530736916e-06,2.156956841374802e-07,0.009807467489358571,2.0863144267121242e-08,2.3418153077792664e-12,2.4297074102145836e-07,2.8076500609445027e-09,0.0003730920813458863,0.00011093951176314949,6.518232752771922e-10,8.691746917111597e-06,4.150817756076427e-07,4.813969255045088e-10,8.03556509800459e-05,3.142272540080766e-08,7.2173013251808085e-06,6.215071202029096e-06,1.5216321695990513e-05,2.593705073510986e-11,1.443669060476448e-05,0.002599098333498605,3.056446018902609e-06,9.710532371371994e-11,4.5196044802784475e-12,2.4435159568934403e-12,3.090336194973988e-05,3.121928289372233e-10,1.1532100620710293e-07,1.2249147703306308e-07,0.0003558859441414137,7.646839173166917e-08,6.061578775124539e-08,3.560313258949199e-12,0.001135545983803581,5.746568510107305e-10,9.227206047673737e-08,0.00014194206022168134,1.6709869888766585e-05,5.6043574974961466e-11
2.0255965381442997e-05,0.9281682499098141,0.0020892003435581613,0.0008156770708059048,0.0009378939026947139,0.028875639036619435,0.0,0.0,0.005903166106110079,0.0006203044824269141,0.08865545073076558,0.003553317318297967,0.0013517375226076342,6.920923062226868e-10,1.3973536276756941e-07,3.97059345873303e-06,0.0005990468221918117,0.01544676365711663,8.446002358284586e-05,1.0260146074073098e-07,3.337904900428984e-05,5.783148863027616e-10,6.505756512659462e-07,5.4389445825663955e-06,3.2573204327177263e-07,2.927510611623147e-05,5.189908338353409e-09,2.28912147734742e-06,1.4476254169277658e-06,1.1012601360574318e-08,2.663651394626078e-06,9.849881490360866e-10,1.5443728920799584e-09,5.508342340430127e-07,3.76,0.0,0.017785726987971266,0.8960796397299119,0.05235313528815466,0.0015530860110982982,0.4996604719641054,0.6918562087710078,0.0015830905209614776,1.7088255644149236e-10,0.020974002118418097,0.00017214046797099864,0.03652919826931447,3.0241643436197257e-09,7.296959336254683e-07,3.572018602588805e-06,3.675769304695646e-05,0.00014280615487896123,0.004231751616266551,1.4698056319399709e-09,5.659983331073304e-08,9.640177644220579e-05,8.943556414832204e-06,0.06792438826850966,0.00695994774413759,0.002706424870991031,0.00034287276402859607,0.0011015507933759723,2.7842416218698608e-05,0.0092847404580807,4.3412594102106177e-07,0.002893383889565207,1.3160872213533958e-11,8.249199834256517e-06,2.1734265617996778e-07,0.009910018775718704,2.0866980777369332e-08,2.341366857010218e-12,2.4340517082251074e-07,2.7971884231392724e-09,0.00037872287833845325,0.00011137727358969264,6.497007659287445e-10,8.72181482441701e-06,4.154140095646895e-07,4.838763272705717e-10,8.143131436895405e-05,3.1605253472292246e-08,7.250724906339123e-06,6.290126430740859e-06,1.529348543226399e-05,2.6034156906489615e-11,1.4557202158427256e-05,0.002629835138466771,3.0867818462794665e-06,9.793964700899909e-11,4.532549482711745e-12,2.4504823213966207e-12,3.136466684978371e-05,3.17862644928511e-10,1.162071113142105e-07,1.2444994884465382e-07,0.00035928273273249013,7.702448113823664e-08,6.128382773632873e-08,3.6222877230381075e-12,0.0011307035847178113,5.783726079546015e-10,9.310039114166872e-08,0.00014384522981665437,1.6810491584480794e-05,5.6853210088899034e-11
2.0320630480760727e-05,0.9283809293319407,0.0020986402563999062,0.0008183473312814547,0.0009425172259573166,0.029161063924548238,0.0,0.0,0.005888907989448858,0.0006204334707004869,0.08961083288454735,0.0035904923474285306,0.0013548897173718739,7.044185403391979e-10,1.4143491736431696e-07,3.986971601686307e-06,0.0006023449735313996,0.01550456573122477,8.554944115262341e-05,1.0397094769282021e-07,3.385704467123601e-05,5.882105717780078e-10,6.577498742550772e-07,5.530423829357019e-06,3.2672291713803746e-07,2.9841433997461247e-05,5.298678342530944e-09,2.330821729095896e-06,1.4693713275412919e-06,1.1161853675210948e-08,2.672607202675586e-06,9.931138103493954e-10,1.5677815242576823e-09,5.591367911368362e-07,3.76,0.0,0.01755202456784265,0.8950963453933563,0.05294161180743148,0.0015657793804194722,0.49848903892285995,0.6923417726625439,0.0015813534250909917,1.702558616959851e-10,0.02125147979297536,0.00017114876079021396,0.036795673068969574,3.002754782287703e-09,7.350393502575654e-07,3.5640501458670286e-06,3.658854406780074e-05,0.0001435293626509737,0.004251952228533049,1.468539477563382e-09,5.679401445304075e-08,9.657387014244914e-05,8.947529517354137e-06,0.0685181437661357,0.006999933013390584,0.0027130719934722594,0.0003437248772151709,0.001102717958817321,2.789646279256548e-05,0.00930346976728224,4.340114692493651e-07,0.002912304239182789,1.3157380430068015e-11,8.311730673008562e-06,2.189839487991151e-07,0.010012380389356099,2.086986315479046e-08,2.340742938339473e-12,2.4382557067412817e-07,2.7865797733907226e-09,0.00038437190206726404,0.00011181261730340538,6.475953282644132e-10,8.751632617032852e-06,4.1572546060691946e-07,4.863114681564739e-10,8.251357842492328e-05,3.1787063364031403e-08,7.2839004748909275e-06,6.365287145247526e-06,1.536970294820629e-05,2.612926562033818e-11,1.4677165512449226e-05,0.002660550061583143,3.117024717173738e-06,9.876831942007136e-11,4.5452900886054336e-12,2.457338664505584e-12,3.1826843346954625e-05,3.235925568352121e-10,1.1708963661033397e-07,1.264247852261863e-07,0.00036267459587119094,7.757739023440531e-08,6.195307317393042e-08,3.684791501150945e-12,0.0011258447192395054,5.820780945103732e-10,9.392680121915085e-08,0.00014574207315798884,1.6910937025487762e-05,5.7668364449014224e-11
2.0385295580078458e-05,0.9285935700636178,0.002108061912987485,0.0008209849548491616,0.0009470952898991434,0.02944714870718987,0.0,0.0,0.005874336477839273,0.0006204708468399176,0.0905688969229568,0.0036277725974148195,0.0013579582566504462,7.168722715777501e-10,1.4314083894012623e-07,4.003224425945871e-06,0.0006056333584358218,0.015561155201761519,8.664264635196712e-05,1.0534822414834722e-07,3.4337929061583654e-05,5.98210706498502e-10,6.649592838002216e-07,5.622553088829493e-06,3.276833184040078e-07,3.0415473586117834e-05,5.408859338734844e-09,2.3729671308098986e-06,1.4912467588556344e-06,1.131192905639924e-08,2.681329459872137e-06,1.0011964217296173e-09,1.5913710697572664e-09,5.674826047275819e-07,3.76,0.0,0.01732125510221043,0.8941111180834053,0.05353170268868591,0.0015784620117375932,0.49731369372399575,0.6928262356687269,0.001579612913828242,1.6962864310302254e-10,0.021530602677227225,0.0001701626459627742,0.03706261493844047,2.98148478953753e-09,7.403924106480142e-07,3.556186715292496e-06,3.641739179804048e-05,0.00014424071893891623,0.00427206089506816,1.4671868187594783e-09,5.6987114376748075e-08,9.674226385738766e-05,8.951726851406702e-06,0.06911172026872375,0.007039756756582117,0.0027195591800565307,0.0003445570152808099,0.0011038087462196403,2.7949440518365204e-05,0.00932181373425611,4.338650644319132e-07,0.0029309337242332183,1.315292098946369e-11,8.374042286695085e-06,2.2061943810200429e-07,0.010114538621539168,2.0871812526795958e-08,2.3399469227722396e-12,2.442321808542741e-07,2.775830208702489e-09,0.00039003819332891743,0.000112245545543254,6.455075078469437e-10,8.781204602743654e-06,4.1601659877889474e-07,4.887024518785205e-10,8.36023730636827e-05,3.1968140711314457e-08,7.316829752028133e-06,6.440547574681505e-06,1.5444973706627466e-05,2.6222383486478535e-11,1.4796563127650547e-05,0.0026912383916063106,3.1471723671244473e-06,9.959128318506291e-11,4.557829890228397e-12,2.464087102233547e-12,3.2289807466581556e-05,3.293826101694191e-10,1.1796850363921851e-07,1.2841587644282507e-07,0.0003660610689193064,7.812706255889158e-08,6.262353779468084e-08,3.7478226506736885e-12,0.0011209713470452438,5.857729633645012e-10,9.475118333658705e-08,0.00014763214375423052,1.701120351391436e-05,5.848903266720915e-11
