Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457)
1.0668645077618295e-19,0.8100373833790357,2.3767397632629955e-22,1.5194756891389264e-23,4.884794787998077e-34,5.409973462633136e-35,0.0,0.0,5.153425862016063e-19,9.939845252912325e-35,2.773752688506995e-44,3.2212682404237786e-44,1.7076735104159993e-47,1.3862969936696528e-55,1.7184277809028999e-37,1.5397640243265664e-31,4.030232698002061e-19,1.3080880822754466e-31,1.3791324173319177e-69,2.3289728241698515e-52,4.655333920783661e-50,1.1924360893729562e-66,2.4750214503525806e-20,9.389731634567375e-63,1.0044748455985971e-34,8.479318299857276e-78,1.6113459142710648e-67,1.209347958719392e-50,1.7966576098854622e-50,1.0005306888204545e-50,3.677330059054284e-48,6.567104630097739e-79,2.8099649111371554e-80,8.448922544997707e-80,3.76,0.0,0.684227792763013,0.9999999999995308,5.0141096526193504e-45,2.3044689987234934e-32,1.2407780259804993e-14,1.2407780259804997e-14,4.691897060881325e-13,2.0925968315754598e-36,1.3035389664922508e-31,5.155802601779044e-19,2.0953410316139483e-30,4.427973913501369e-34,5.663679068939714e-47,1.2662181576763121e-31,8.085488197496216e-34,1.2897990438297798e-37,2.5359771466538317e-31,1.0077215560484023e-35,1.428075195413416e-32,5.048571260857938e-22,4.9193459353169075e-32,2.950434321573558e-32,3.12941813061402e-40,3.7253986491235254e-34,2.0802101325066246e-38,4.600742781382792e-46,6.51627287577264e-34,3.2613308851905706e-41,3.507139749152142e-60,2.4750214503679697e-20,2.898620250026377e-64,2.4575221604413933e-47,2.2122650887095563e-48,1.9408604941088844e-50,3.6756461472153725e-36,1.5896223851157077e-64,7.69484013945037e-43,4.912607388740275e-46,3.3875571316400963e-67,2.7519430994758035e-52,4.0465263401699597e-42,1.5013755880394913e-35,1.2720807428080697e-43,2.6507213522320665e-54,7.940755051362925e-64,4.742608806716087e-49,5.048571259340175e-22,2.6150637859359775e-57,3.4678399794108207e-50,8.939032697492171e-66,8.549364239396875e-64,4.460293882222336e-47,6.361101629223836e-56,1.1058709741682547e-70,1.4683182918641156e-44,4.082922209445335e-48,1.3975794367537588e-51,1.2775139930607622e-85,7.899055848740399e-63,2.462956786148715e-76,9.55934304631745e-62,2.5846477212843145e-62,1.5005520419291012e-51,1.8548791113930757e-89,2.846356336537554e-32,1.7264085630039925e-58,9.203625673878341e-64,4.030232698002288e-19,1.1382026249617163e-34,2.055188660305038e-59
2.1346559177893079e-19,0.8100373833790375,4.755544461317459e-22,3.040271513731316e-23,1.9551909295555193e-33,2.1653992655338687e-34,0.0,0.0,1.0311329070563888e-18,3.978528499595772e-34,2.2206887112700456e-43,2.5789732682316285e-43,1.3671796930883101e-46,1.1098805228461356e-54,6.8781894756182725e-37,6.163068838092923e-31,8.063966901388439e-19,5.235761305845686e-31,2.208412757914689e-68,1.8645943748162521e-51,3.727097778949535e-49,1.9098362147013934e-65,4.95219322339396e-20,1.5035826144329863e-61,4.0205171193568165e-34,2.7167473934382505e-76,2.581117975966399e-66,9.684591913582709e-50,1.4387832413466525e-49,8.012360171486562e-50,2.944100021321609e-47,2.1040698997907308e-77,9.00271001468101e-79,2.706998339579638e-78,3.76,0.0,0.6842277927630006,0.9999999999990612,4.0143365154025e-44,9.22388161442705e-32,2.4826340519835402e-14,2.482634051983542e-14,9.387870485917933e-13,8.375841980424573e-36,5.217552987374378e-31,1.0316084615024075e-18,8.386824742778234e-30,1.7723435286465446e-33,4.534387014486565e-46,5.0681724903898775e-31,3.2363024190916996e-33,5.1625574886815155e-37,1.0150517533819825e-30,4.0335124230988485e-35,5.716022452756922e-32,1.0101528772581968e-21,1.9690203926744045e-31,1.1809426340087467e-31,1.2552256399163658e-39,1.4911303265570541e-33,8.326261752940851e-38,3.6841644519805104e-45,2.608207339976842e-33,1.3053822868943765e-40,5.617255426708131e-59,4.952193223455557e-20,4.6426123546042837e-63,9.89363434769184e-47,1.7711572226726786e-47,1.5539750991948129e-49,1.4712163602595323e-35,2.5460391106592113e-63,6.160550903027707e-42,3.934069769004557e-45,5.426408199874531e-66,2.2032277788156665e-51,1.620046504181257e-41,6.009415051743705e-35,5.0916381105014465e-43,2.122188654331288e-53,1.2719993838119562e-62,1.8984629076412422e-48,1.0101528766506962e-21,2.0977645811344546e-56,2.7763847871063604e-49,1.431412226466651e-64,1.3690144019317575e-62,3.5709471554145055e-46,5.0937145842146375e-55,1.7711612585937606e-69,5.877177527097168e-44,3.2688203589029623e-47,1.1189133377204603e-50,4.093024020640865e-84,1.2653197468481662e-61,7.893819601668623e-75,1.5312748453885666e-60,4.14024899038522e-61,1.2013540335860394e-50,5.942941401386618e-88,1.1392843164873618e-31,1.3848988142075875e-57,1.4742938309023535e-62,8.063966901389346e-19,4.5557767414939185e-34,3.290979570443214e-58
4.2702387378442646e-19,0.8100373833790413,9.513153857900228e-22,6.081863163484013e-23,7.823310473106567e-33,8.664417630953e-34,0.0,0.0,2.062713548764921e-18,1.5919296271728096e-33,1.7772258816550803e-42,2.0639624282504125e-42,1.0941602869132773e-45,8.882417336093028e-54,2.7521717158867704e-36,2.4660303120737578e-30,1.6131435308159492e-18,2.0949865124850698e-30,3.5349028706470664e-67,1.4922421886257359e-50,2.982810964262501e-48,3.0572898793496266e-64,9.906536769384032e-20,2.4067131154887118e-60,1.608730544322515e-33,8.698980491860059e-75,4.132161910204646e-65,7.751598746146596e-49,1.1516097393067166e-48,6.413135587843513e-49,2.3561747891131556e-46,6.737181007420883e-76,2.882599999750013e-77,8.667747630206776e-77,3.76,0.0,0.6842277927629757,0.999999999998122,3.212689251105058e-43,3.690754111989077e-31,4.966346103989529e-14,4.966346103989537e-14,1.877981733098946e-12,3.3514287479341953e-35,2.0877008133527145e-30,2.06366486415026e-18,3.355822331623308e-29,7.091682698464651e-33,3.628887704361834e-45,2.027929156139082e-30,1.2949425163937202e-32,2.0656954497630386e-36,4.061529179684803e-30,1.61393035915318e-34,2.2871535272950717e-31,2.0207443805120025e-21,7.878646338511723e-31,4.725308785085518e-31,5.0436871545430073e-39,5.9664635934261863e-33,3.3315892780861404e-37,2.948760337868652e-44,1.0436226706865603e-32,5.223229530444657e-40,8.992276758675955e-58,9.9065367696305e-20,7.432037890571913e-62,4.004470306992641e-46,1.417464068691239e-46,1.2436949914537866e-48,5.886781791830149e-35,4.075778396303709e-62,4.930313038391429e-41,3.1488501358080223e-44,8.68733670060596e-65,1.7632518289809816e-50,6.485348522061057e-41,2.4045487847631113e-34,2.0373184617199983e-42,1.6983956125862055e-52,2.0363826502365986e-61,7.59779237637134e-48,2.020744378081209e-21,1.6854492955788736e-55,2.2219533146804553e-48,2.2911936259654156e-63,2.191316389709467e-61,2.8578430080838975e-45,4.0779992129648135e-54,2.836008770837525e-68,2.3516988183258206e-43,2.616049748121588e-46,8.954707310835407e-50,1.3105650252838797e-82,2.025689015107519e-60,2.5280011729472277e-73,2.4514646524636374e-59,6.628251017141004e-60,9.614483431432922e-50,1.9029147189469944e-86,4.558621252518215e-31,1.1126971787405135e-56,2.360242006604055e-61,1.6131435308163119e-18,1.8229041139988047e-33,5.267710551499681e-57
8.541404377954178e-19,0.8100373833790487,1.9028372652961126e-21,1.216504646526108e-22,3.129833613236699e-32,3.466331249901375e-33,0.0,0.0,4.125874832177857e-18,6.36875511100303e-33,1.4220507280303027e-41,1.651483548323849e-41,8.754948785674477e-45,7.107283418366436e-53,1.101047896991195e-35,9.865727030357543e-30,3.2266372121694786e-18,8.381310228469638e-30,5.657002131473467e-66,1.194020475426599e-49,2.386701964685522e-47,4.892906650877248e-63,1.9815223860993433e-19,3.8515259266383633e-59,6.435969719496367e-33,2.7845362885600416e-73,6.613358190640954e-64,6.202849467109231e-48,9.215211069100327e-48,5.131807767772942e-48,1.8852978165515358e-45,2.1565633398615976e-74,9.227093454351468e-76,2.774536029302746e-75,3.76,0.0,0.6842277927629261,0.9999999999962436,2.5706395206500758e-42,1.4765419722701966e-30,9.933770208001143e-14,9.933770208001173e-14,3.756371100112572e-12,1.3407904926904782e-34,8.352162687773703e-30,4.127777669441347e-18,1.3425474506764464e-28,2.8371348616505623e-32,2.903661518395674e-44,8.113037132280157e-30,5.180613288268082e-32,8.264126899445204e-36,1.6248761427874868e-29,6.456772369673126e-34,9.1501034124273e-31,4.041927390655611e-21,3.1519715620295906e-30,1.8904312076920258e-30,2.0347257117104093e-38,2.3869739501497282e-32,1.3328526761779699e-36,2.3595799170783427e-43,4.175170248674775e-32,2.0896319634231966e-39,1.4391378314547877e-56,1.9815223861979466e-19,1.1894347981446385e-60,1.638637123985482e-45,1.1341866168492679e-45,9.951620041668493e-48,2.3550960431334373e-34,6.522938557937103e-61,3.9449995156989405e-40,2.5197179904702084e-43,1.390389280698348e-63,1.4108693628323094e-49,2.5970039445203957e-40,9.619760899243078e-34,8.150600476535551e-42,1.3589740759217957e-51,3.2591594604433513e-60,3.0407861901713554e-47,4.0419273809308546e-21,1.3591776442595358e-54,1.7779009209251576e-47,3.6666572433506598e-62,3.5068210846366415e-60,2.286708612759464e-44,3.265360215141543e-53,4.541690103886671e-67,9.408824846012603e-43,2.0932372675365466e-45,7.165126386622953e-49,4.1950847896873082e-81,3.2420446689222463e-59,8.092771304038864e-72,3.923483737407448e-58,1.0608284742214456e-58,7.693047525470657e-49,6.091205911089029e-85,1.8237453406165294e-30,8.972996900278844e-56,3.7774850718906335e-60,3.2266372121709292e-18,7.292803459870632e-33,8.430051897010887e-56
1.7083735658174005e-18,0.8100373833790634,3.805881025066434e-21,2.4331413077901903e-22,1.2520353377151972e-31,1.3866453502170835e-32,0.0,0.0,8.252197398987213e-18,2.5477093796234134e-32,1.1377486029734823e-40,1.3213123155541405e-40,7.0046257024373e-44,5.686366611847357e-52,4.404550034624605e-35,3.946611991162516e-29,6.453624574873811e-18,3.352796949667506e-29,9.052140065831641e-65,9.5530708075691e-49,1.9095428684259957e-46,7.829648096574628e-62,3.9632598042729266e-19,6.16306951419985e-58,2.5745974110320205e-32,8.911896427404391e-72,1.0582892658424538e-62,4.96290783940359e-47,7.373102231081833e-47,4.1059659966117724e-47,1.5083814625602433e-44,6.902067552744508e-73,2.953113737477201e-74,8.87988641438903e-74,3.76,0.0,0.6842277927628267,0.9999999999924868,2.0567068852154555e-41,5.906648578258829e-30,1.9868618416022902e-13,1.986861841602302e-13,7.513149826137115e-12,5.363604559118977e-34,3.341136984485763e-29,8.256003280005053e-18,5.3706268698844985e-28,1.1349463074623527e-31,2.323149780222933e-43,3.2454789730016794e-29,2.0724139759163647e-31,3.305919799193294e-35,6.500033550744013e-29,2.5829191522850672e-33,3.660339245819164e-30,8.084293425486819e-21,1.2608912374351818e-29,7.562340262079644e-30,8.274955669243287e-38,9.548672881508201e-32,5.331844814791344e-36,1.8878926182830096e-42,1.6702040221290014e-31,8.359208414445911e-39,2.3029194102053443e-55,3.9632598046673715e-19,1.9033426979849438e-59,6.847811749423972e-45,9.074354468947839e-45,7.962120170595e-47,9.421150893087059e-34,1.043805636303286e-59,3.156299276229569e-39,2.0160295727756345e-42,2.2249827164297163e-62,1.1288026616275624e-48,1.0408400705836217e-39,3.848217541270009e-33,3.260505539967906e-41,1.0872817542147224e-50,5.215413039748253e-59,1.2173531515853229e-46,8.084293386584627e-21,1.1043463713656434e-53,1.4224560634014275e-46,5.867249631404401e-61,5.6114857129329835e-59,1.8295405913029203e-43,2.6162720431371907e-52,7.277501851862462e-66,3.7642348664620786e-42,1.6747488181698243e-44,5.732645388413661e-48,1.3426317643429247e-79,5.1880253895447596e-58,2.590193729174677e-70,6.278486364339276e-57,1.6975722479864156e-57,6.155022399893997e-48,1.9494869195152047e-83,7.29557508408475e-30,7.290655944028693e-55,6.044854547926471e-59,6.453624574879615e-18,2.917358801631519e-32,1.3489455205244413e-54
3.416839821861366e-18,0.810037383379093,7.611968547639645e-21,4.866414633953035e-22,5.008345145883417e-31,5.546807131148548e-32,0.0,0.0,1.650484253253986e-17,1.0191252203662416e-31,9.102420927904896e-40,1.057100079809198e-39,5.603967256068781e-43,4.54930925137125e-51,1.7618917056230972e-34,1.5787090343440558e-28,1.2907599300271575e-17,1.3411733559804714e-28,1.4484207106491022e-63,7.642819481758309e-48,1.5277068172862063e-45,1.2528244708850692e-60,7.926734640026901e-19,9.861413678316796e-57,1.0298808704487564e-31,2.8520277256028314e-70,1.693384399379489e-61,3.970577594652343e-46,5.8988551579664745e-46,3.2849807228386122e-46,1.2067624567018159e-43,2.208832011841666e-71,9.450674158519588e-73,2.841783057232448e-72,3.76,0.0,0.684227792762628,0.9999999999849732,1.6454436197099148e-40,2.362755572560428e-29,3.973831483206055e-13,3.9738314832061027e-13,1.502670724617536e-11,2.1455340006189466e-33,1.3365091801183503e-28,1.6512454501058593e-17,2.148338164501784e-27,4.539969960205151e-31,1.8586080550649842e-42,1.2982444148883538e-28,8.289993269374849e-31,1.3224217296183273e-34,2.6001192200609083e-28,1.0332097055619029e-32,1.4641952758072802e-29,1.6169025553325195e-20,5.0437701822230474e-29,3.025059195612311e-29,3.4184336977728517e-37,3.819624574329115e-31,2.132824870456381e-35,1.5104055715000232e-41,6.681087941865143e-31,3.343819650627677e-38,3.684910170486295e-54,7.926734641604747e-19,3.0455459404677535e-58,2.9734295328444926e-44,7.259828198483611e-44,6.37002581149336e-46,3.768613717326608e-33,1.670197393399454e-58,2.5251592891175907e-38,1.6129257310389656e-41,3.5603482213272095e-61,9.03085000223305e-48,4.1791619108950426e-39,1.539349660838997e-32,1.3042552913688797e-40,8.698655199443514e-50,8.345267244839018e-58,4.877128601312627e-46,1.616902539771011e-20,9.105619408115057e-53,1.138018991507468e-45,9.388077918471705e-60,8.978834806512443e-58,1.4637019572284636e-42,2.099090398036623e-51,1.1676758701563858e-64,1.5060741277416207e-41,1.3398626588523009e-43,4.586334043273297e-47,4.2967511407552687e-78,8.301443808064937e-57,8.289431068775758e-69,1.0046308151230655e-55,2.716312963196871e-56,4.924251692148012e-47,6.23884215493123e-82,2.918348782281365e-29,6.01133304161208e-54,9.672470080477662e-58,1.2907599300294791e-17,1.1669910058807908e-31,2.1584226092250964e-53
6.833772333949297e-18,0.8100373833791523,1.522414360491636e-20,9.732961300817436e-22,2.0033788204239618e-30,2.218768016703899e-31,0.0,0.0,3.301013279938088e-17,4.076583819942766e-31,7.282109586733363e-39,8.45700209614061e-39,4.4832805018302406e-42,3.639533787357031e-50,7.047710207701021e-34,6.314964613725069e-28,2.5815548751023488e-17,5.364802598207647e-28,2.3175465408080406e-62,6.1144007470240995e-47,1.2221944636234647e-44,2.0045868911877087e-59,1.5853684309162086e-18,1.5778663859028605e-55,4.119607294536429e-31,9.126842127306321e-69,2.709512301883334e-60,3.176562610446184e-45,4.7192334801561587e-45,2.6280677508695158e-45,9.654328804210628e-43,7.068535087896714e-70,3.024329370341193e-71,9.094056879579124e-71,3.76,0.0,0.6842277927622306,0.9999999999699462,1.3163861410373959e-39,9.451214576163968e-29,7.947770766411234e-13,7.947770766411428e-13,3.0053821958208475e-11,8.582349609058652e-33,5.346145515157615e-28,3.3025356942870173e-17,8.593527494213707e-27,1.8160249293501925e-30,1.4869217373039493e-41,5.1930833111207305e-28,3.316064808077434e-30,5.289794541407753e-34,1.0400688484157091e-27,4.132922931182784e-32,5.856900253818967e-29,3.233849004170581e-20,2.0175491200590543e-28,1.2100482969476727e-28,1.4540564543117504e-36,1.5278809146383285e-30,8.531474329466819e-35,1.2083610451050256e-40,2.672489547065032e-30,1.3375552519887574e-37,5.896047550048528e-53,1.5853684315473598e-18,4.873031587134098e-57,1.3767545341538324e-43,5.808000397810087e-43,5.0961525255670884e-45,1.507476167911965e-32,2.672402513844903e-57,2.0201753738496984e-37,1.2903814062896777e-40,5.697139334680787e-60,7.224851491441118e-47,1.684204800247721e-38,6.157523980538193e-32,5.217127347099715e-40,6.959070501940612e-49,1.3352912745898051e-56,1.956905665752835e-45,3.233848941923279e-20,7.717365132123101e-52,9.10436861663284e-45,1.502130763125245e-58,1.4366502011334837e-56,1.170989360258518e-41,1.6888681604496842e-50,1.878619469601995e-63,6.026970422385318e-41,1.0719155683088378e-42,3.6691543447901575e-46,1.3750144014443582e-76,1.3282792660446142e-55,2.652747725542584e-67,1.6074677043461287e-54,4.346258637101493e-55,3.93949487781398e-46,1.996508422176508e-80,1.1673632631413919e-28,5.094837595260504e-53,1.54765143945745e-56,2.5815548751116355e-17,4.668058995676754e-31,3.453563985623545e-52
1.3667637358125159e-17,0.8100373833792703,3.0448493767990926e-20,1.9466054692701078e-21,8.013596825286398e-30,8.875162535186774e-31,0.0,0.0,6.602071333200588e-17,1.6306501157943624e-30,5.825756805108786e-38,6.765683129600419e-38,3.5866671071848863e-41,2.911661583564344e-49,2.8191127596650173e-33,2.5260115396313525e-27,5.163144765235287e-17,2.145942890427124e-27,3.708167626916537e-61,4.89157870057854e-46,9.777671749741752e-44,3.207403185703006e-58,3.1707583637941413e-18,2.524618374787415e-54,1.647859679854009e-30,2.9206460262354495e-67,4.335297493964682e-59,2.5412903067074335e-44,3.775446526525004e-44,2.1024874699877712e-44,7.72355470141062e-42,2.2619748566666246e-68,9.678035830487641e-70,2.9101543992282487e-69,3.76,0.0,0.6842277927614357,0.9999999999398919,1.0531214108166984e-38,3.780524287980631e-28,1.5895649332812197e-12,1.5895649332812975e-12,6.010805087010126e-11,3.433005964875342e-32,2.1384799812733717e-27,6.605116182531137e-17,3.4374459652365484e-26,7.264173596908712e-30,1.1895515072601928e-40,2.077254453598704e-27,1.3264394442042396e-29,2.1159393422508007e-33,4.160317715318109e-27,1.6531860089238581e-31,2.34278392666514e-28,6.467741994928245e-20,8.070278574847737e-28,4.840242426501592e-28,6.509533277240205e-36,6.111585828985151e-30,3.4126254660012727e-34,9.667034651578736e-40,1.069006691931567e-29,5.350276866181889e-37,9.433829038166074e-52,3.17075836631877e-18,7.796976936809855e-56,7.0059577879353115e-43,4.64645543221243e-42,4.0769747760242e-44,6.029966101492294e-32,4.275913310472308e-56,1.61615946679266e-36,1.0323214396003824e-39,9.11678939390183e-59,5.7799497921551366e-46,6.836936949608041e-38,2.463034696906761e-31,2.0868721985306278e-39,5.567292334293472e-48,2.136504861846492e-55,7.875821174631043e-45,6.467741745936506e-20,6.866288310386413e-51,7.283581753315787e-44,2.403439904231183e-57,2.298669684532642e-55,9.368026062400936e-41,1.3663996422138083e-49,3.03875798733353e-62,2.4128537890106653e-40,8.57542629387363e-42,2.935358344092174e-45,4.400140959763135e-75,2.1252854318488555e-54,8.489000349716408e-66,2.571995048973855e-53,6.95414012717441e-54,3.1516333327175566e-45,6.388962763170062e-79,4.669500554058445e-28,4.532975094441607e-52,2.4762872852383917e-55,5.163144765272435e-17,1.867242592875698e-30,5.525772585241663e-51
2.7335367406476882e-17,0.8100373833795069,6.089719428822462e-20,3.8932241709087774e-21,3.2054550538842356e-29,3.5500832190921845e-30,0.0,0.0,1.3204187439302765e-16,6.522633638751981e-30,4.660633093816794e-37,5.412580474648368e-37,2.869350810326427e-40,2.32934308635657e-48,1.1276508386385519e-32,1.0104097536179453e-26,1.0326324545431385e-16,8.583815392931767e-27,5.933252933849341e-60,3.913286261861042e-45,7.822183816447603e-43,5.131928325170084e-57,6.341538225753586e-18,4.039415122353239e-53,6.591472238379702e-30,9.346157753531182e-66,6.936538236772835e-58,2.033048338984298e-43,3.020381118322796e-43,1.6820032834006856e-43,6.17888041911784e-41,7.238389370430597e-67,3.0970005728537576e-68,9.312584129646863e-68,3.76,0.0,0.684227792759846,0.9999999998797834,8.425021274208408e-38,1.5122174067201152e-27,3.179140646557654e-12,3.1791406465579655e-12,1.2021650664519295e-10,1.373234329929665e-31,8.553963604346571e-27,1.3210277158546585e-16,1.3749853796347604e-25,2.905684205381995e-29,9.51646852697077e-40,8.309060062074619e-27,5.305784985184887e-29,8.463800427843945e-33,1.6641355508926703e-26,6.612777824858759e-31,9.371183315607421e-28,1.2935528348769737e-19,3.2281278485673654e-27,1.9361068190803546e-27,3.158428009176481e-35,2.4446467657878332e-29,1.365057944776147e-33,7.733686137073888e-39,4.2760485055938815e-29,2.140122777580238e-36,1.5094248616107166e-50,6.3415382358521525e-18,1.2475263991370987e-54,4.001510695206324e-42,3.7171863556930534e-41,3.2616009300494453e-43,2.4119987804890417e-31,6.841516534559415e-55,1.292935225265801e-35,8.2586365473523e-39,1.4590838472173322e-57,4.6239872770673816e-45,2.8148284700139242e-37,9.85218929348924e-31,8.347531499108501e-39,4.453812073223938e-47,3.4184388672770957e-54,3.1888431905775806e-44,1.2935527352797718e-19,6.600786506649219e-50,5.826900442924019e-43,3.8455285401613006e-56,3.6778951666954347e-54,7.494465323863348e-40,1.1175886022357061e-48,4.967414642977104e-61,9.667793097055886e-40,6.860381704149606e-41,2.3483006606328836e-44,1.4080656728930062e-73,3.4004875761642563e-53,2.7165133129438718e-64,4.115229459378215e-52,1.1126725213760597e-52,2.5213216709864674e-44,2.0444959054135132e-77,1.867809722454138e-27,4.357696572658195e-51,3.962095642181416e-54,1.0326324545579975e-16,7.469008360923498e-30,8.841292170487748e-50
5.4670827503180325e-17,0.8100373833799799,1.217945961050305e-19,7.786461667233891e-21,1.2821852982980907e-28,1.4200370176587115e-29,0.0,0.0,2.640841964981584e-16,2.60906009046436e-29,3.728517527392352e-36,4.3300801916341906e-36,2.2954875655971876e-39,1.8634799936118848e-47,4.510614819565605e-32,4.0416492813396023e-26,2.0652684105544467e-16,3.433535026429453e-26,9.493849641764684e-59,3.1306384261743004e-44,6.257765619950095e-42,8.211297119717528e-56,1.2683097934486799e-17,6.463084763178965e-52,2.636595594948003e-29,2.998978641115095e-64,1.1098510966704437e-56,1.6264451185080203e-42,2.416314453472525e-42,1.345607949052361e-42,4.943118989783324e-40,2.316295785721857e-65,9.910448478386611e-67,2.9800414160665123e-66,3.76,0.0,0.6842277927566667,0.9999999997595663,6.740037007133722e-37,6.048885009895402e-27,6.358292073095491e-12,6.358292073096735e-12,2.404334100006017e-10,5.493150965269271e-31,3.4215942805196433e-26,2.642059910868633e-16,5.499955505640872e-25,1.1622766280039952e-28,7.613197407358276e-39,3.3236324657373325e-26,2.122319568800576e-28,3.3855287887438907e-32,6.656559136312829e-26,2.6451179806808378e-30,3.7484828148212546e-27,2.587110254575739e-19,1.291254422866222e-26,7.744446978874377e-27,1.7070567066173454e-34,9.778611932010776e-29,5.460252187901389e-33,6.186972114593444e-38,1.7104237430685257e-28,8.560522047894279e-36,2.4150894830231017e-49,1.2683097974881166e-17,1.9960502376283154e-53,2.559901966025189e-41,2.973757831257325e-40,2.6092891987280617e-42,9.648020232744123e-31,1.094647002704991e-53,1.034351216468028e-34,6.606934885043234e-38,2.3357745187964634e-56,3.699200804722574e-44,1.189966237391846e-36,3.940886055595402e-30,3.3390212889919376e-38,3.5629830750974776e-46,5.469527154432739e-53,1.3063449869884951e-43,2.5871098561859177e-19,7.053007343665355e-49,4.661534844151677e-42,6.152865888217953e-55,5.884651783413116e-53,5.995590051147258e-39,9.332133856387648e-48,8.285075775015034e-60,3.8801901879840176e-39,5.488321582702745e-40,1.878646183407927e-43,4.505880545926841e-72,5.440804829983119e-52,1.0070925545055345e-62,6.58439704963729e-51,1.780284103223312e-51,2.0170633907757045e-43,6.542470724440987e-76,7.471257895439592e-27,4.656243056835042e-50,6.339381815460993e-53,2.065268410613883e-16,2.987610942303766e-29,1.4146111874854348e-48
1.0934174769658722e-16,0.810037383380926,2.4358940284399676e-19,1.5572937032075307e-20,5.1287478425540445e-28,5.68015624276901e-29,0.0,0.0,5.281688406407682e-16,1.043625363047051e-28,2.982818430712969e-35,3.4640740356583835e-35,1.8363929273876244e-38,1.4907861994336665e-46,1.8042482171836979e-31,1.6166617589630041e-25,4.1305403224654174e-16,1.3734158668191897e-25,1.51919339123578e-57,2.5045146613721137e-43,5.00621992279865e-41,1.313861030922925e-54,2.536621729121051e-17,1.0340952040421534e-50,1.0546395745306925e-28,9.597574164544521e-63,1.7757657346745656e-55,1.3011586894974726e-41,1.9330553862097566e-41,1.0764884871343834e-41,3.954501039623051e-39,7.412164506520739e-64,3.171351023492951e-65,9.536156274337975e-65,3.76,0.0,0.6842277927503079,0.9999999995191322,5.392037589035635e-36,2.4195570805045583e-26,1.2716594926111033e-11,1.2716594926116011e-11,4.80867183932325e-10,2.1974229212307846e-30,1.3686395622948125e-25,5.284124300140115e-16,2.199984999672167e-24,4.649112343892296e-28,6.090566957255284e-38,1.3294546675604819e-25,8.489290488995593e-28,1.3542132436759364e-31,2.6626270436162244e-25,1.0580486367330276e-29,1.499394997060442e-26,5.17422568969513e-19,5.165024256001257e-26,3.097782736504477e-26,1.0377698311419571e-33,3.9114497469149723e-28,2.1841088705347012e-32,4.949586715301518e-37,6.841703599927887e-28,3.424220506926079e-35,3.8641507188102004e-48,2.5366217452788175e-17,3.193686547668331e-52,1.7913987849802686e-40,2.3790096720196083e-39,2.0874347584109031e-41,3.859213460019975e-30,1.75143849209782e-52,8.274821484985879e-34,5.285557582666393e-37,3.741182969258995e-55,2.9593650461244134e-43,5.272127523696992e-36,1.5763566794843012e-29,1.335610372134332e-37,2.850267248211628e-45,8.751263727797945e-52,5.471909533369894e-43,5.174224096133825e-19,8.478198379547636e-48,3.729234429107567e-41,9.844603101691669e-54,9.415460321163009e-52,4.796479161624571e-38,8.09195627095721e-47,1.4335141816688669e-58,1.5625285544043982e-38,4.3906636766597776e-39,1.5029193058736717e-42,1.4419156706284702e-70,8.705307493982926e-51,3.2364848544254685e-61,1.0535059242120985e-49,2.848460982499226e-50,1.613653217485694e-42,2.09362905478856e-74,2.988506962440059e-26,5.5971235369568496e-49,1.014303393257207e-51,4.130540322703164e-16,1.195045896536725e-28,2.2633813160273764e-47
