Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180)
1.4386046132724352e-06,0.7883026817166209,4.828618510068568e-06,2.073324114791286e-06,7.014814635598083e-07,6.13723921368836e-06,0.0,0.0,4.460736723672306e-06,4.692900606669135e-09,8.924308889395723e-07,8.056967688045825e-08,2.628214068828805e-07,7.863656915640489e-18,8.629299127221088e-13,2.0675321732498798e-08,1.75893593888343e-07,1.4329523307008022e-05,6.482586563929102e-11,5.876574500624281e-12,6.46699615603367e-15,1.3963250443729422e-15,1.6732147048031656e-09,2.1753105290780802e-12,4.495295740157517e-12,8.128802970942696e-14,3.846476135288698e-18,1.7424094071089921e-13,1.75148434943507e-14,7.73171510519089e-16,1.9226848789776692e-10,6.246342841632839e-17,3.7624772481993115e-17,2.6930598642019245e-15,3.76,0.0,0.498235789026025,0.9984751649598715,4.175092874779364e-06,4.759191894639493e-08,0.08697089405949092,0.08716527673655124,0.0015020383924830745,2.8104564904639298e-11,1.378781188420755e-05,1.0566726891938127e-05,8.328763870042786e-05,2.893882193559738e-10,1.121701640050819e-09,1.7014107246751934e-07,7.06996300037125e-08,3.0335084991228748e-09,1.1374242376531094e-09,1.1284150918905019e-05,1.370652438133735e-07,3.6585840402169463e-07,1.169251831912622e-06,8.968151047427397e-06,3.3976733338872813e-07,3.8582670000980126e-08,2.0112991489018764e-07,1.6940834579518333e-08,7.11594387410583e-07,1.0497796746297916e-07,1.279113455208845e-10,3.484619817658443e-15,1.2478053529689517e-10,2.9285730320688234e-12,3.7802134324749043e-08,4.691699910199087e-11,5.917896584959125e-16,2.5665442316854037e-11,1.5267693305272633e-09,4.828358730327344e-12,5.286016380829405e-11,9.711982387768024e-15,4.526859644079205e-09,1.734582539447407e-10,8.434097754064698e-11,8.764841089962038e-15,4.8462720620758356e-11,2.979617054012221e-11,2.781496168677034e-11,4.4804770746240024e-11,4.619889589599653e-09,2.8281390076349406e-15,1.5660789571575948e-10,5.055172734299005e-09,1.3273094289980157e-10,7.306691148883493e-11,4.003627295751201e-15
1.4770359069366272e-06,0.788613901695238,5.055837822330599e-06,2.1789573116735073e-06,7.376766816860315e-07,6.579723893620119e-06,0.0,0.0,4.625375690668084e-06,4.94690222526546e-09,9.964917968710762e-07,8.548948889968716e-08,2.8622795514977727e-07,8.970199824885258e-18,9.395720066921136e-13,2.149032376373609e-08,1.865230603635159e-07,1.5112337506624662e-05,7.310945859308428e-11,6.35979342282548e-12,6.9845913473268335e-15,1.5066922815101277e-15,1.6988031863539565e-09,2.4083623550553634e-12,4.770746915117696e-12,9.6543997760769e-14,4.5024556417737274e-18,1.9429063243368572e-13,2.0128100414464228e-14,8.70524525234958e-16,2.073837862306777e-10,7.212531260662309e-17,4.362723570969707e-17,3.196492671794417e-15,3.76,0.0,0.4960952967981652,0.9984739311904677,4.506019219959093e-06,5.1625670871598904e-08,0.08910424415883328,0.08930901920931757,0.0015020364649194293,2.8782705801554797e-11,1.451387689522656e-05,1.1048494036576044e-05,8.769055193073618e-05,3.024803478923244e-10,1.1832450845888928e-09,1.7792458002520432e-07,7.396195302681647e-08,3.396713752983641e-09,1.167777029153074e-09,1.1879179780694288e-05,1.4288870783776807e-07,3.8287666464575327e-07,1.2897258825693508e-06,9.612052220380701e-06,3.6877674319033486e-07,4.196265773430664e-08,2.1982843913654683e-07,1.8158855353313163e-08,7.893842576073777e-07,1.0689732519406254e-07,1.3979220885078346e-10,3.80781645443018e-15,1.386334560406499e-10,3.248355675523648e-12,4.226978585710841e-08,4.8897505170516596e-11,6.466230579541579e-16,2.7981103386144667e-11,1.7297463495028047e-09,5.1472068425240624e-12,5.862844113406141e-11,1.0771969673851162e-14,4.839431373570663e-09,1.8628209829166767e-10,9.889898397461039e-11,9.409804608226298e-15,5.06626988357855e-11,3.273201297541934e-11,2.982404366062521e-11,4.799059427438679e-11,5.1199778295222705e-09,3.1331467797186538e-15,1.7851470968516754e-10,5.3229745223093705e-09,1.537429961895837e-10,8.040106288820393e-11,4.182911220264964e-15
1.5154672006008193e-06,0.7889238096833373,5.288178019420519e-06,2.2862680950745597e-06,7.747473216721278e-07,7.041831909106528e-06,0.0,0.0,4.795263503917963e-06,5.209781049755334e-09,1.109423007795939e-06,9.070559358298281e-08,3.108797975303981e-07,1.0214406984259246e-17,1.0222951427409297e-12,2.2344632682404872e-08,1.9757174720475116e-07,1.5916987725615675e-05,8.218088469838147e-11,6.867758384291937e-12,7.553253500160064e-15,1.627244422395699e-15,1.7258211020205457e-09,2.659144724402639e-12,5.057404614555104e-12,1.141297495392439e-13,5.254246425695509e-18,2.1639031837392252e-13,2.306161436967333e-14,9.778411556001458e-16,2.232372665713656e-10,8.296320473553188e-17,5.0384152726183755e-17,3.776483190419285e-15,3.76,0.0,0.49396395607090715,0.9984726570001232,4.853372749198128e-06,5.5896197186826265e-08,0.09122824497589178,0.09144367876100123,0.0015020344769340532,2.94573382032494e-11,1.525765858334788e-05,1.1539728082403021e-05,9.220126563477014e-05,3.158224702434102e-10,1.2463561185085072e-09,1.85861672488798e-07,7.728114456686969e-08,3.793349994970548e-09,1.1981274284588118e-09,1.2488742659510006e-05,1.4887988444524662e-07,4.002378717810792e-07,1.419271539512021e-06,1.028522656763908e-05,3.9936939480360327e-07,4.553206537638908e-08,2.396246593317823e-07,1.9431454003238875e-08,8.729827465356199e-07,1.0878395624248691e-07,1.523667944810721e-10,4.149856238310589e-15,1.536255047871653e-10,3.5939491995773107e-12,4.711680793258199e-08,5.0934352030145335e-11,7.046500671938467e-16,3.042393282475009e-11,1.9524649605143114e-09,5.479502151871063e-12,6.4825365912678e-11,1.1910761171141867e-14,5.1657934631696485e-09,1.9967085784915853e-10,1.15459129576595e-10,1.0082860727676392e-14,5.290486561692341e-11,3.5870493155837656e-11,3.192501813267452e-11,5.1309717230569306e-11,5.656828558151686e-09,3.4604219860923514e-15,2.027140540551892e-10,5.598518532561018e-09,1.7743956431307071e-10,8.824387262526463e-11,4.36926434189316e-15
1.5538984942650113e-06,0.789232411451801,5.5256507347593546e-06,2.395216853025048e-06,8.126949032880076e-07,7.523942830355893e-06,0.0,0.0,4.970667057818372e-06,5.481904133877064e-09,1.231681393879315e-06,9.623319343267597e-08,3.367980463346363e-07,1.1610837596696853e-17,1.1114712568415812e-12,2.3238381620094323e-08,2.090515445022898e-07,1.6743578587550462e-05,9.209041601447258e-11,7.400978997505359e-12,8.178262547205749e-15,1.7586855445857263e-15,1.7542737858384714e-09,2.9284996622462956e-12,5.355618661829547e-12,1.3432335247762719e-13,6.113606736527132e-18,2.4072831619369436e-13,2.634742910624383e-14,1.0959577895601013e-15,2.398445218170497e-10,9.508531471300708e-17,5.79671653401605e-17,4.4421995537704676e-15,3.76,0.0,0.49184172708056895,0.9984713416658028,5.217517469268232e-06,6.041245489231922e-08,0.09334293557088634,0.09356929428210525,0.0015020324274373623,3.012848190486268e-11,1.6019102416387335e-05,1.2040322064432615e-05,9.681937032474604e-05,3.2941142038285566e-10,1.3110287950108564e-09,1.9395062143904406e-07,8.065731092869646e-08,4.225585104340851e-09,1.2284755379752451e-09,1.311279107766339e-05,1.5504277508383937e-07,4.1793820625774593e-07,1.5583075377196255e-06,1.0988247334841434e-05,4.315844670557738e-07,4.9295710415579504e-08,2.605455582623905e-07,2.0759676601832306e-08,9.626229135127454e-07,1.1063922350403579e-07,1.6565168285967627e-10,4.511188819060904e-15,1.6981520866903034e-10,3.966651084570078e-12,5.236314446100426e-08,5.3028880792769676e-11,7.659468110725371e-16,3.299640047722964e-11,2.1961472349889165e-09,5.825569292090878e-12,7.146787459384069e-11,1.3131476180940184e-14,5.5062193662827685e-09,2.1363173805181457e-10,1.3422890125171152e-10,1.0784344717601482e-14,5.5188688716197807e-11,3.9220011289070015e-11,3.411969807439204e-11,5.476361900218484e-11,6.231864832145773e-09,3.810810905813005e-15,2.2936622343687968e-10,5.881843032934641e-09,2.0408137639146085e-10,9.661552512281968e-11,4.563014647220372e-15
1.5923297879292033e-06,0.7895397127474636,5.768266496243347e-06,2.5057679904141995e-06,8.515211347909615e-07,8.02643506378661e-06,0.0,0.0,5.1518562166995435e-06,5.7636606665098655e-09,1.3637311992266274e-06,1.0208769330944631e-07,3.6400347882292077e-07,1.3175249809176401e-17,1.2074840212866074e-12,2.4171692029764474e-08,2.209745971845856e-07,1.759221632385979e-05,1.0289000853874934e-10,7.95995745978188e-12,8.865320526665964e-15,1.9017542412656108e-15,1.7841661428901414e-09,3.2172891091213798e-12,5.6657491630303695e-12,1.5742715436150152e-13,7.093458234177227e-18,2.6750740672850617e-13,3.0020229722258784e-14,1.2257696216746319e-15,2.5722111070437174e-10,1.086071078312814e-16,6.645284514232746e-17,5.20364097615874e-15,3.76,0.0,0.4897285702405986,0.9984699844544681,5.5988169755225735e-06,6.51836414395585e-08,0.09544835482246465,0.0956859044936153,0.0015020303153245877,3.0796156556986573e-11,1.679815516330876e-05,1.2550168902838552e-05,0.00010154445768565046,3.432440358482181e-10,1.3772571842294755e-09,2.021896962112852e-07,8.409068243529719e-08,4.695667197399537e-09,1.2588214636594841e-09,1.3751277310680335e-05,1.613813407849439e-07,4.359738405112152e-07,1.7072591248404338e-06,1.1721681278343376e-05,4.654609932963797e-07,5.325839101024447e-08,2.8261786848593493e-07,2.214455796971624e-08,1.0585388408627568e-06,1.1246454884057424e-07,1.7966327240338443e-10,4.892258927357152e-15,1.8726209831306663e-10,4.367780483923285e-12,5.80291559960417e-08,5.5182418500214964e-11,8.305885836990949e-16,3.5700940986878444e-11,2.46204672069729e-09,6.1857441534659585e-12,7.857295761727107e-11,1.4437244709298196e-14,5.860979810687621e-09,2.2817161979412408e-10,1.5543047439371763e-10,1.1514575144801294e-14,5.751363637722714e-11,4.2789123870291676e-11,3.640987599976466e-11,5.835370699612541e-11,6.846512798353333e-09,4.1851605853215305e-15,2.5863705317635875e-10,6.172985824860721e-09,2.339463510640766e-10,1.0553643759145121e-10,4.7644908515490555e-15
1.6307610815933954e-06,0.7898457192932163,6.0160348284254894e-06,2.617889714619494e-06,8.912279110881021e-07,8.549685776371881e-06,0.0,0.0,5.339103712065512e-06,6.055462205785188e-09,1.506043928437372e-06,1.0828469660514169e-07,3.925165961610811e-07,1.492466838772396e-17,1.3107289561170128e-12,2.5144676898451524e-08,2.3335329500849478e-07,1.846300876708602e-05,1.1463330867167211e-10,8.545188629514226e-12,9.620575652803793e-15,2.0572241946439673e-15,1.8155027654336629e-09,3.526395352937813e-12,5.9881664869446996e-12,1.8376914827905752e-13,8.207971951730453e-18,2.9694565680757575e-13,3.411752498465218e-14,1.3682340101921283e-15,2.753825649821139e-10,1.236516621935768e-16,7.592293893922866e-17,6.071692772796515e-15,3.76,0.0,0.48762444614065753,0.9984685846232649,5.997634545719874e-06,7.021919940695769e-08,0.09754454142849665,0.09779354794776128,0.0015020281394763197,3.1460381666234666e-11,1.7594764892544506e-05,1.3069161552352052e-05,0.00010637612057676834,3.57317161772086e-10,1.4450353732537886e-09,2.1057716634823715e-07,8.758161387806527e-08,5.205925029791112e-09,1.289165314977654e-09,1.4404154380383494e-05,1.6789950212081457e-07,4.543409442641247e-07,1.8665580112477327e-06,1.248608865889377e-05,5.010378753199905e-07,5.7424887692462636e-08,3.058680964016816e-07,2.3587121685984925e-08,1.1609656193025778e-06,1.1426141648482263e-07,1.9441779558004054e-10,5.293506810073519e-15,2.0602668737724654e-10,4.79867781790893e-12,6.413561678892777e-08,5.7396278138076756e-11,8.986499219766925e-16,3.853995858811939e-11,2.751448019835338e-09,6.560374187514063e-12,8.615765839849152e-11,1.5831207338927948e-14,6.2303427884818635e-09,2.4329706501921963e-10,1.7930129125822637e-10,1.227385419071133e-14,5.987917802404038e-11,4.6586550375864954e-11,3.879732393815581e-11,6.208131861071062e-11,7.502201648362587e-09,4.5843188199348264e-15,2.9069789265637277e-10,6.471984326587343e-09,2.673301736368321e-10,1.1502725806512048e-10,4.974022317680754e-15
1.6691923752575874e-06,0.7901504367881063,6.268964356435367e-06,2.7315538173145346e-06,9.318173118216176e-07,9.094070830212504e-06,0.0,0.0,5.532685052449837e-06,6.357742919534441e-09,1.6590982554262658e-06,1.1484000217983199e-07,4.2235767705138083e-07,1.6877454820329107e-17,1.4216135554658137e-12,2.6157443567706094e-08,2.4620026285897507e-07,1.9356065352275412e-05,1.2737565978624813e-10,9.15716010189284e-12,1.0450647088875934e-14,2.2259047588556473e-15,1.8482880349841329e-09,3.856721495920296e-12,6.323251263439468e-12,2.137043722266796e-13,9.472658485550284e-18,3.292772763572074e-13,3.867983977340322e-14,1.5243739630065053e-15,2.94344396403536e-10,1.4035003572913572e-16,8.646462295906859e-17,7.0581840403090535e-15,3.76,0.0,0.4855293155457104,0.9984671414196844,6.414333232511118e-06,7.552882093911527e-08,0.09963153390684237,0.09989226302877506,0.0015020258987587048,3.2121176597508094e-11,1.8408880971005633e-05,1.3597193141846624e-05,0.00011131395303314044,3.7162765463393865e-10,1.5143574661516115e-09,2.191113038918925e-07,9.113058494527642e-08,5.758768353242888e-09,1.3195072048615132e-09,1.5071376047994312e-05,1.746011393872734e-07,4.730356898361718e-07,2.0366423324509145e-06,1.328202324429658e-05,5.383538971506639e-07,6.179996506252312e-08,3.303225451720736e-07,2.5088380124646723e-08,1.27013934332535e-06,1.1603137649647995e-07,2.09931334217537e-10,5.7153686448956486e-15,2.26170454885084e-10,5.260704425790012e-12,7.070371225485555e-08,5.967175874465124e-11,9.702046758356064e-16,4.1515831528828114e-11,3.0656664030325445e-09,6.949818677611048e-12,9.423907307211998e-11,1.7316515242487482e-14,6.614573565723809e-09,2.590143226628077e-10,2.060946469858082e-10,1.306246798614989e-14,6.228478490231791e-11,5.062118092272091e-11,4.128379343598025e-11,6.594772329800955e-11,8.200363638422098e-09,5.009134177072225e-15,3.2572557879885845e-10,6.778875655357614e-09,3.0454687266569314e-10,1.2510886366719185e-10,5.19193899973769e-15
1.7076236689217794e-06,0.790453870907441,6.52706290995382e-06,2.8467354557154758e-06,9.732915993744106e-07,9.659964727217837e-06,0.0,0.0,5.7328784446548165e-06,6.670959833592993e-09,1.8233799504749997e-06,1.217696019775495e-07,4.5354682617795316e-07,1.9053379815568506e-17,1.5405574275038927e-12,2.7210096189676416e-08,2.5952835137383206e-07,2.0271497125198408e-05,1.4117410894353844e-10,9.796352284126188e-12,1.1362650429246128e-14,2.408641556766066e-15,1.882526211308124e-09,4.209191956375809e-12,6.671394400499222e-12,2.4761634307304917e-13,1.0904462590329293e-17,3.6475351078883043e-13,4.375091800806755e-14,1.6952817555362344e-15,3.1412210354069186e-10,1.5884164431924433e-16,9.817076593885891e-17,8.17594808159417e-15,3.76,0.0,0.48344313939511885,0.998465654081706,6.849275954550568e-06,8.11224519591361e-08,0.10170937059609683,0.10198208795364445,0.001502023592023393,3.277856057487283e-11,1.924045406370781e-05,1.4134157104665681e-05,0.00011635755026695189,3.8617238575474637e-10,1.585217583990627e-09,2.277903855238802e-07,9.473820062828826e-08,6.3566882296490054e-09,1.3498472496651546e-09,1.575289680728413e-05,1.8149009299393698e-07,4.920542571049349e-07,2.217956622360715e-06,1.4110032320434701e-05,5.774477386328212e-07,6.638837346628856e-08,3.5600733644017263e-07,2.6649334564825597e-08,1.386297114953609e-06,1.177760482684502e-07,2.262198340071102e-10,6.158276932903316e-15,2.4775583012988764e-10,5.755242270944444e-12,7.77550368116167e-08,6.201014558292688e-11,1.0453260745684604e-15,4.463091611125837e-11,3.4060474576235135e-09,7.354448964115225e-12,1.0283435086093516e-10,1.8896330313983678e-14,7.013934706508954e-09,2.7532933491342573e-10,2.360802835737144e-10,1.3880686960673545e-14,6.472993067677871e-11,5.4902084925206284e-11,4.3871015585195966e-11,6.995412471081638e-11,8.94243416384423e-09,5.4604560508554135e-15,3.6390241005207974e-10,7.093696708317241e-09,3.459293960436536e-10,1.358023590927795e-10,5.418571408696835e-15
1.7460549625859715e-06,0.7907560273028948,6.790337626181131e-06,2.9634129355740337e-06,1.0156532168233228e-06,1.024774056364382e-05,0.0,0.0,5.939964725321094e-06,6.9955930892768255e-09,1.999381823789693e-06,1.2908967925115448e-07,4.861040176998491e-07,2.147369823135874e-17,1.667992446276483e-12,2.8302737843391418e-08,2.733506279040196e-07,2.1209416756387707e-05,1.5608741378623835e-10,1.0463238470174548e-11,1.2364223903384237e-14,2.6063170941344372e-15,1.918221509217166e-09,4.584753005329198e-12,7.03299712124938e-12,2.8591852482883103e-13,1.2521862347220705e-17,4.0364356978404405e-13,4.937793645334023e-14,1.8821226813643864e-15,3.3473117842820776e-10,1.7927465551692557e-16,1.1114020109012386e-16,9.438885667545138e-15,3.76,0.0,0.48136587880174303,0.99846412183792,7.302825586168398e-06,8.701029616200036e-08,0.10377808965631452,0.10406306077286333,0.0015020212181080352,3.343255268168369e-11,2.0089436133955404e-05,1.4679947300031177e-05,0.00012150650866885461,4.0094824453666485e-10,1.6576098648588581e-09,2.3661269455988534e-07,9.840519160525113e-08,7.002257305001623e-09,1.3801855691220492e-09,1.644867187779698e-05,1.8857016404217267e-07,5.113928381309005e-07,2.4109517962243328e-06,1.4970656710172284e-05,6.183579887883047e-07,7.119485064919618e-08,3.829484308315868e-07,2.8270975379836944e-08,1.509677054609175e-06,1.1949712408241909e-07,2.432991181846022e-10,6.6226608685225535e-15,2.708461799461506e-10,6.283693694837729e-12,8.531159205879153e-08,6.441271036249068e-11,1.1240867892475045e-15,4.7887550354541886e-11,3.773966768544945e-09,7.774648611829955e-12,1.119606949830735e-10,2.0573825403679402e-14,7.428686108696802e-09,2.9224774376039503e-10,2.695449921027511e-10,1.4728766204646083e-14,6.72140919851688e-11,5.943852078453048e-11,4.6560701077071936e-11,7.410166293027736e-11,9.729851879533681e-09,5.939134744378847e-15,4.054161210675731e-10,7.4164842418778066e-09,3.918301866570852e-10,1.4712907529831946e-10,5.654250597016905e-15
1.7844862562501635e-06,0.7910569116026165,7.058795050887951e-06,3.0815674980401438e-06,1.0589047858619941e-06,1.0857769994178718e-05,0.0,0.0,6.154227301782011e-06,7.3321462112820936e-09,2.1876036838525894e-06,1.368166073265385e-07,5.200491340318125e-07,2.4161226591438847e-17,1.8043629145661365e-12,2.9435472338855345e-08,2.876803678177676e-07,2.2169938560009087e-05,1.7217604964045685e-10,1.1158284915019813e-11,1.346355531276219e-14,2.8198513954829036e-15,1.9553781641573498e-09,4.9843733380280466e-12,7.4084710214752e-12,3.2905583110397433e-13,1.4344973056103225e-17,4.462355935051482e-13,5.561172979062205e-14,2.0861389368075614e-15,3.5618711303425197e-10,2.0180639231345136e-16,1.2547800688884363e-16,1.0862031223939517e-14,3.76,0.0,0.4792974950510456,0.9984625439076344,7.775345045581389e-06,9.320281879771584e-08,0.1058377290697161,0.10613521937117808,0.0015020187758364631,3.40831718630589e-11,2.0955780444025397e-05,1.52344581259459e-05,0.00012676042580922665,4.1595214145989754e-10,1.7315284638841807e-09,2.455765228048173e-07,1.0213241460236469e-07,7.698130045773588e-09,1.4105222863025331e-09,1.7158657198164965e-05,1.9584511506793785e-07,5.310476414627429e-07,2.616085142061015e-06,1.586443079962537e-05,6.611231589082263e-07,7.622412338198767e-08,4.111716472379315e-07,2.9954282236719175e-08,1.6405183178807754e-06,1.211963727130434e-07,2.611849003933021e-10,7.108946687725897e-15,2.955057981428057e-10,6.847481215623068e-12,9.339578526472587e-08,6.688071153471446e-11,1.2065589917384867e-15,5.1288057325482376e-11,4.170829629771578e-09,8.210813550576097e-12,1.2163536400572514e-10,2.2352184637387986e-14,7.859085054461924e-09,3.0977489780104727e-10,3.0679322351262413e-10,1.560694584404045e-14,6.973674895095969e-11,6.423994664486194e-11,4.9354540279601794e-11,7.839141676987437e-11,1.0564058858523121e-08,6.4460215774431546e-15,4.5045985824189374e-10,7.747274949380507e-09,4.42621757688468e-10,1.5911056838938108e-10,5.89930815972787e-15
1.8229175499143555e-06,0.7913565294113369,7.332441236606666e-06,3.2011831122495127e-06,1.1030491047057414e-06,1.149042320525672e-05,0.0,0.0,6.375952101199763e-06,7.68114638719884e-09,2.388552308929843e-06,1.4496694883869743e-07,5.554020001883403e-07,2.7140423290898597e-17,1.9501257370790816e-12,3.0608405740363916e-08,3.025310461538703e-07,2.3153178516665456e-05,1.8950221685394392e-10,1.1881950908491442e-11,1.466940971118998e-14,3.0502026652719666e-15,1.9940004876952182e-09,5.409044680312632e-12,7.798238147391031e-12,3.7750616162304863e-13,1.6395656004644686e-17,4.928376572194072e-13,6.250702734374877e-14,2.308653642011336e-15,3.785054055590238e-10,2.266037464307716e-16,1.4129579664346606e-16,1.2461622029910532e-14,3.76,0.0,0.477237949600203,0.9984609195009609,8.267197381651175e-06,9.971075025328514e-08,0.10788832664137964,0.10819860146833007,0.0015020162640184327,3.473043692692289e-11,2.1839441556297408e-05,1.5797584624061375e-05,0.000132118900439372,4.311810108587138e-10,1.8069675532529114e-09,2.5468017227653237e-07,1.0592085273284253e-07,8.447042940408921e-09,1.4408575275719388e-09,1.7882809419535743e-05,2.033186709279777e-07,5.510148961413399e-07,2.833820319513341e-06,1.6791882571276545e-05,7.057816953567873e-07,8.148090905438926e-08,4.4070268089235747e-07,3.1700224334470293e-08,1.779061117076041e-06,1.22875643080022e-07,2.7989279674325377e-10,7.61755799442553e-15,3.2179989689968155e-10,7.448047366635628e-12,1.0203042813127684e-07,6.94153946371251e-11,1.2928144098581766e-15,5.483474813931184e-11,4.598070784212538e-09,8.663352191991882e-12,1.3187567355131393e-10,2.4234603803637036e-14,8.305386271781148e-09,3.2791585927919544e-10,3.4814770819949076e-10,1.6515451425753785e-14,7.229738565842876e-11,6.931603225002219e-11,5.225420333688682e-11,8.28244061514207e-11,1.1446500781116254e-08,6.981969010750916e-15,4.99232156279446e-10,8.086105536856739e-09,4.986972676377251e-10,1.7176861869780926e-10,6.154076249430969e-15
1.8613488435785476e-06,0.7916548863104821,7.611281837174514e-06,3.3222462752271124e-06,1.1480891459957535e-06,1.2146068897215775e-05,0.0,0.0,6.6054275270117195e-06,8.043144759759297e-09,2.602741430154489e-06,1.535574553757819e-07,5.921824139856718e-07,3.043747149785394e-17,2.1057506029385776e-12,3.1821647638788615e-08,3.179163296270219e-07,2.4159254299298348e-05,2.0812984839749213e-10,1.2634688848662365e-11,1.599115783871689e-14,3.2983679759598792e-15,2.034092913955072e-09,5.859782429827196e-12,8.202731094169743e-12,4.317819726492339e-13,1.8697632283974375e-17,5.437788152762281e-13,7.012270184632205e-14,2.5510750013077335e-15,4.017015665722213e-10,2.5384360751964006e-16,1.5871201685497427e-16,1.4255170512580936e-14,3.76,0.0,0.47518720407722204,0.9984592478188881,8.778745859209785e-06,1.0654508944285782e-07,0.10992991999991822,0.11025324461979466,0.0015020136814500695,3.537436654355825e-11,2.2740375334778566e-05,1.6369222576973066e-05,0.00013758153249266344,4.4663181348348006e-10,1.8839213222275138e-09,2.6392195680577545e-07,1.097716158138867e-07,9.25181466860138e-09,1.471191422549607e-09,1.8621085899129894e-05,2.1099451981113476e-07,5.712908554203682e-07,3.0646273650868784e-06,1.7753533643419612e-05,7.523719920704019e-07,8.696991723380809e-08,4.715671202609242e-07,3.3509760714051716e-08,1.925546746523352e-06,1.2453686794736121e-07,2.9943833707538895e-10,8.148916064802635e-15,3.497945999307346e-10,8.086854570814409e-12,1.1123873580723943e-07,7.201799266075604e-11,1.3829243786155485e-15,5.85299246275655e-11,5.057154189812273e-09,9.132685501632237e-12,1.426989982827568e-10,2.6224290797605073e-14,8.767842002476344e-09,3.4667541132822393e-10,3.939500846995334e-10,1.745449431109319e-14,7.48954905913138e-11,7.46766719344279e-11,5.526134028884451e-11,8.740159454907528e-11,1.2378627147777753e-08,7.547830783107338e-15,5.519369159044275e-10,8.433012796706285e-09,5.604710951351716e-10,1.8512523003984217e-10,6.4188876028364875e-15
1.8997801372427396e-06,0.7919519878582846,7.895322198190247e-06,3.4447458202830124e-06,1.1940280547297359e-06,1.2825074274845641e-05,0.0,0.0,6.842944421792494e-06,8.418716732839489e-09,2.8306917247386923e-06,1.626050674745345e-07,6.304101724245713e-07,3.408036481463157e-17,2.271720176312622e-12,3.3075312199299266e-08,3.3385006898574594e-07,2.5188285301474584e-05,2.2812461775347205e-10,1.341694431482381e-11,1.743880531998793e-14,3.565383982825075e-15,2.0756600379676967e-09,6.337626332089355e-12,8.622393125888587e-12,4.92431881212986e-13,2.127660183305501e-17,5.994101853651375e-13,7.852203064753747e-14,2.81490060478462e-15,4.257911250049861e-10,2.83713303375327e-16,1.7785225439134804e-16,1.6261539722983263e-14,3.76,0.0,0.4731452202800614,0.9984575280533392,9.310354042968828e-06,1.1371710701522669e-07,0.11196254659814653,0.11229918621751615,0.0015020110269141078,3.601497924829241e-11,2.365853894697823e-05,1.6949268598328115e-05,0.00014314792308563364,4.6230153885627244e-10,1.9623839771634814e-09,2.7330020351859157e-07,1.1368594066210002e-07,1.0115346240955588e-08,1.5015241040688275e-09,1.9373444693942137e-05,2.188763143579585e-07,5.918718002180549e-07,3.308982702877189e-06,1.8749899315467655e-05,8.009324027440839e-07,9.26958511870865e-08,5.037904627919994e-07,3.538384057285047e-08,2.0802176107414585e-06,1.261820676692835e-07,3.1983697545774497e-10,8.703440131325962e-15,3.79556937228544e-10,8.765385047516326e-12,1.2104432612459955e-07,7.468972646609729e-11,1.476959888394234e-15,6.237588173513484e-11,5.549572809616478e-09,9.619247048073569e-12,1.5412277410631777e-10,2.8324466107596847e-14,9.246702080206014e-09,3.660580653956934e-10,4.445615377136407e-10,1.8424272077959642e-14,7.753055703642612e-11,8.033199878253342e-11,5.837758120975251e-11,9.212389149812698e-11,1.336189150994338e-08,8.144462062537677e-15,6.087833828135162e-10,8.788033679155131e-09,6.283794136138056e-10,1.9920262914836175e-10,6.694075576805022e-15
