Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59)
0.0010863467131570245,0.5134416526996717,2.545180504368352e-10,5.469344204334874e-10,6.395879637656443e-11,5.06946720697254e-08,0.0,0.0,1.4324444546798913e-06,1.4637020104090397e-08,4.444986214055838e-08,1.0200934583707057e-10,1.4463922285162206e-11,7.211288413558072e-31,3.2353681307331456e-22,6.122235129349896e-14,3.0179091745723225e-16,2.682846088452618e-05,1.4675812893522724e-25,6.603448998339086e-21,1.9174857980651268e-23,7.908708090685448e-27,6.676350201282222e-16,4.5626964098926225e-18,4.6700835877458814e-17,9.559765287842922e-20,2.5039588735613776e-28,2.1774010089515648e-18,1.8434544629568408e-28,6.37406970815172e-27,1.8530111962082533e-14,8.99820879723944e-29,4.465434538918123e-25,2.098981650315865e-24,3.76,0.0,0.5475700474235826,0.9999147376356453,1.0779176826769687e-07,6.487655766866687e-19,0.0068260526179823615,0.006852874833520587,5.688458933708074e-05,8.976057786483081e-15,2.687302730061656e-05,1.4979651665923894e-06,1.7919535056039053e-08,2.7428649345580634e-09,3.180567314541312e-16,3.98122975104888e-09,1.342129188348727e-09,9.260120165941205e-08,8.452098885845194e-16,4.608229363027328e-09
0.0010956184962462412,0.5134472609943204,2.568215662049527e-10,5.518866270804461e-10,6.464123767651282e-11,5.160112513482599e-08,0.0,0.0,1.444904361273265e-06,1.4823077651066336e-08,4.5610750735576e-08,1.0467074007705304e-10,1.4717956945622447e-11,-4.5256751929140166e-31,2.946017492612733e-22,6.228303117981536e-14,3.1413006522216865e-16,2.728619104876821e-05,1.5174851971962893e-25,6.773091422048751e-21,2.012801021622487e-23,-2.430137409627403e-27,6.797032438203976e-16,4.760790881680807e-18,4.792456653273736e-17,1.006569830685693e-19,2.620730755945874e-28,2.2724485985609107e-18,2.0132379967701674e-28,6.711970344683373e-27,1.900997098083722e-14,9.554136718413855e-29,4.664792033113104e-25,2.242227529378119e-24,3.76,0.0,0.547511909195848,0.9999142650616487,1.0983933424478056e-07,6.889180296930181e-19,0.006883717462513244,0.006910996951794495,5.688456245430728e-05,9.051782148700223e-15,2.733192127044578e-05,1.5096590365190734e-06,1.822576651531693e-08,2.7642461513843172e-09,3.2350058611989107e-16,4.012312733137909e-09,1.3653962925708104e-09,9.493588070468079e-08,8.5256464328740205e-16,4.686951481692296e-09
0.001103963101026536,0.5134523079522172,2.588981847356807e-10,5.563502525247571e-10,6.525698975070233e-11,5.2424483625759717e-08,0.0,0.0,1.4561307343069002e-06,1.4991172627601426e-08,4.667285621688542e-08,1.0710580380579137e-10,1.4948546835389364e-11,1.7771331021931611e-31,3.2366793886551416e-22,6.327152962824554e-14,3.2556873224256655e-16,2.7701426696088325e-05,1.5856481326722866e-25,6.92814613705249e-21,2.1043557821498415e-23,7.256749590200125e-27,6.902207409156643e-16,4.944950370345099e-18,4.902378214381562e-17,1.0539656064039827e-19,2.7321808460741295e-28,2.3607866152392106e-18,2.1779820195120308e-28,7.028714920382187e-27,1.9449001513985123e-14,1.0130955003943525e-28,4.850336099040606e-25,2.3783471691810717e-24,3.76,0.0,0.547459590036324,0.999913836427099,1.1170054755704483e-07,7.268684531775263e-19,0.006935607278485463,0.006963301584043381,5.688453800944866e-05,9.119921487088142e-15,2.7748221690348742e-05,1.5201524464230408e-06,1.8503579260341333e-08,2.783431920859998e-09,3.284393046019996e-16,4.0402045555056835e-09,1.3865116370942488e-09,9.706818082771728e-08,8.591859481856375e-16,4.7583674455323446e-09
0.0011123077058068308,0.5134573544295785,2.6097813172810826e-10,5.60820240614493e-10,6.587446720112957e-11,5.325501433785504e-08,0.0,0.0,1.4673691019486584e-06,1.5159879375629743e-08,4.775149397116717e-08,1.0957892710138067e-10,1.5181010312164923e-11,1.9184419470655392e-31,3.3211056760204837e-22,6.425768242102423e-14,3.373320882395601e-16,2.811976758024589e-05,1.6498513881869519e-25,7.085565436401591e-21,2.2004779241084395e-23,7.916644098795801e-27,7.00975744763826e-16,5.1348113197460655e-18,5.014795175358045e-17,1.1032126822505174e-19,2.8467107497559445e-28,2.451862268336515e-18,2.354806894664877e-28,7.358116388598392e-27,1.9894885515392445e-14,1.0717063470277193e-28,5.041826053527508e-25,2.52160292691482e-24,3.76,0.0,0.5474072758456174,0.9999134046494969,1.135792422969104e-07,7.6660757965605105e-19,0.006987489001231641,0.00701560122017521,5.688451340911774e-05,9.188048687921494e-15,2.8167643919300323e-05,1.5306162210817866e-06,1.8783480106928173e-08,2.8025630307719725e-09,3.334152011423002e-16,4.068017683211944e-09,1.4077928219593836e-09,9.923005923605995e-08,8.65809171882594e-16,4.8303195856675435e-09
0.0011206523105871257,0.5134624004264534,2.630614310153562e-10,5.652966532600583e-10,6.649367561055207e-11,5.4092735583881296e-08,0.0,0.0,1.478619650167953e-06,1.5329200359363e-08,4.8846796560841526e-08,1.1209042603353579e-10,1.5415345876826808e-11,1.9023411545741448e-31,3.394385294053071e-22,6.525103469847839e-14,3.4942685966178014e-16,2.8541213016513713e-05,1.7126097317189856e-25,7.245332707776803e-21,2.3069860630314625e-23,1.4398657049474156e-26,7.118136698353985e-16,5.330507645970144e-18,5.129062072274329e-17,1.154377808484659e-19,2.9650520353072237e-28,2.5457461020034646e-18,2.544497555387006e-28,7.700375799634167e-27,2.0347679211018577e-14,1.1332067705482935e-28,5.239411755953799e-25,2.6723110327106643e-24,3.76,0.0,0.547354966623202,0.9999129697292073,1.1547546343596757e-07,8.0820594363999115e-19,0.007039362631896508,0.007067895860663607,5.688448863002139e-05,9.256163830882471e-15,2.8590187405459765e-05,1.5410501757800415e-06,1.9065468758699894e-08,2.821639141960701e-09,3.3842827046390496e-16,4.09575155568505e-09,1.429239941574425e-09,1.0142163460748441e-07,8.724343140327104e-16,4.902807816992656e-09
0.0011289969153674205,0.5134674459428918,2.651481155950577e-10,5.697795527395218e-10,6.711458064600471e-11,5.493766577578949e-08,0.0,0.0,1.4898825646408937e-06,1.549913815025488e-08,4.9958896655739024e-08,1.146406208816338e-10,1.5651553811028002e-11,2.0143401421471254e-31,3.4755320946425756e-22,6.625332836381503e-14,3.618592526695502e-16,2.8965762320143518e-05,1.7783527424414034e-25,7.40747888551531e-21,2.4125838602412398e-23,4.995519028753384e-27,7.2274672826753815e-16,5.532175589342247e-18,5.24506522931379e-17,1.2075257561150873e-19,3.0875349168310175e-28,2.6425047982650763e-18,2.7478825486518583e-28,8.055852285447148e-27,2.0807442411829072e-14,1.1977695353974254e-28,5.443245367113038e-25,2.8307987363935076e-24,3.76,0.0,0.5473026623685524,0.9999125316665708,1.1738925626227002e-07,8.517362089203893e-19,0.0070912281716223055,0.007120185505982151,5.6884463672158224e-05,9.324266914530726e-15,2.9015851597070997e-05,1.5514541309284099e-06,1.934954491931437e-08,2.8406599270185026e-09,3.434785072905542e-16,4.12340566797989e-09,1.4508530906830708e-09,1.0364302327149277e-07,8.790613743127958e-16,4.975832054414926e-09
0.0011373415201477153,0.5134724909789437,2.6723821900551987e-10,5.742690019800657e-10,6.773720151894034e-11,5.578982342237136e-08,0.0,0.0,1.5011580307590865e-06,1.5669695421338368e-08,5.108792702812849e-08,1.172298338963021e-10,1.5889636217575377e-11,2.0574869714961504e-31,3.556129539726421e-22,6.726378131318729e-14,3.746356696280553e-16,2.9393414806368607e-05,1.8466651598411404e-25,7.57200856712387e-21,2.5175342483313122e-23,8.256739709417038e-27,7.337695274333669e-16,5.739954226670435e-18,5.362873918707648e-17,1.2627123476949741e-19,3.214190488522557e-28,2.7422000505940078e-18,2.965837182844208e-28,8.425048816770803e-27,2.1274235498025082e-14,1.265498903804268e-28,5.6534803870971315e-25,2.9974050612995885e-24,3.76,0.0,0.5472503630811416,0.9999120904619287,1.1932066628530877e-07,8.97273301513667e-19,0.007143085621548867,0.007172470156604363,5.688443853555656e-05,9.392357943445186e-15,2.9444635942463228e-05,1.5618279118286288e-06,1.9635708292463868e-08,2.8596250676847146e-09,3.4856590634660046e-16,4.150979566162765e-09,1.472632364358208e-09,1.0589433928127174e-07,8.856903523998264e-16,5.0493922128537245e-09
0.0011456861249280101,0.513477535534658,2.693317733308221e-10,5.787650637752234e-10,6.836155160905582e-11,5.664922712668492e-08,0.0,0.0,1.5124462336350407e-06,1.5840874943312094e-08,5.223402055176177e-08,1.198583877653738e-10,1.6129594674928132e-11,2.123103817292247e-31,3.6381877958760537e-22,6.828256094151355e-14,3.877628653938038e-16,2.982416979038358e-05,1.9166678425641111e-25,7.73894204410637e-21,2.6257119880400245e-23,8.769938396896879e-27,7.448830657043103e-16,5.95398492110428e-18,5.482495417622198e-17,1.3199968667585366e-19,3.3451376384887007e-28,2.8448967063571916e-18,3.199285850930788e-28,8.808408585104068e-27,2.1748118950120277e-14,1.3365307147266992e-28,5.870271104459311e-25,3.172481213065265e-24,3.76,0.0,0.5471980687604429,0.9999116461156217,1.212697392951342e-07,9.448945048752912e-19,0.007194934982813679,0.0072247498130037216,5.688441322023358e-05,9.460436917068082e-15,2.9876539890029316e-05,1.5721713486906245e-06,1.992395858187435e-08,2.8785342546332132e-09,3.536904623569977e-16,4.178472798064492e-09,1.4945778579968194e-09,1.0817569445820565e-07,8.923212479704152e-16,5.123488207240313e-09
0.001154030729708305,0.5134825796100851,2.714288111471086e-10,5.832678007043414e-10,6.89876387901001e-11,5.7515895585752836e-08,0.0,0.0,1.523747358100227e-06,1.6012679582692225e-08,5.339731020146646e-08,1.225266060871828e-10,1.637143075993144e-11,2.190204348086519e-31,3.7216747387015844e-22,6.930972100329542e-14,4.0124790013832035e-16,3.0258026587342205e-05,1.9888070621126676e-25,7.908297685633074e-21,2.7388758168131784e-23,8.953274345498673e-27,7.56088006676684e-16,6.174411269663787e-18,5.603944159354355e-17,1.3794439161867096e-19,3.480498983427409e-28,2.9506635985299864e-18,3.4492041693925834e-28,9.206342907672057e-27,2.2229153530355274e-14,1.4110006203774873e-28,6.093774422589402e-25,3.3563908859179454e-24,3.76,0.0,0.547145779405929,0.9999111986279905,1.2323652136673924e-07,9.94679526967906e-19,0.00724677625655189,0.007277024475653651,5.6884387726208933e-05,9.528503837477367e-15,3.031156288822313e-05,1.5824842766129184e-06,2.021429549130539e-08,2.897387187516166e-09,3.588521700472989e-16,4.205884924485983e-09,1.516689667322406e-09,1.1048719839812013e-07,8.989540607009903e-16,5.198119952517833e-09
0.0011707199392688948,0.5134926663202759,2.7563346769420117e-10,5.922935497261544e-10,7.024506790791953e-11,5.927110202900235e-08,0.0,0.0,1.546389109703416e-06,1.6358176148119354e-08,5.577601028671931e-08,1.2798333496696158e-10,1.6860742318227948e-11,2.3260205698933946e-31,3.8926726456711985e-22,7.138921648241758e-14,4.293195085819772e-16,3.113504288052493e-05,2.1397307531615908e-25,8.254341565082001e-21,2.9806354984065995e-23,9.49779664386992e-27,7.787725161257055e-16,6.635037083584218e-18,5.852391783074066e-17,1.5050889059261487e-19,3.7649382138861383e-28,3.171685665010723e-18,4.002627698546871e-28,1.0047745911662061e-26,2.321292037966193e-14,1.5708201116755074e-28,6.561564294526e-25,3.7522305539893384e-24,3.76,0.0,0.5470412155933448,0.999910294230119,1.2722339842673447e-07,1.1010723767971454e-18,0.007350434545977363,0.007381558821598671,5.688433620213213e-05,9.664601524007255e-15,3.119096383064185e-05,1.603017970546949e-06,2.080122798543627e-08,2.934923134639668e-09,3.692870193728301e-16,4.260464173780254e-09,1.5614126176002903e-09,1.152010797910416e-07,9.122254363467146e-16,5.348990355577864e-09
0.0011874091488294847,0.5135027511099141,2.798524486392924e-10,6.013467474434817e-10,7.150957497416662e-11,6.105559421652188e-08,0.0,0.0,1.5690847585397011e-06,1.6706209910048805e-08,5.822509311286929e-08,1.3360262707416523e-10,1.7357583801762864e-11,2.385827785693777e-31,4.069180502077269e-22,7.350243680258633e-14,4.589080588601394e-16,3.20244582064159e-05,2.299985478501109e-25,8.610275686004574e-21,3.2407264691508303e-23,1.0271659487442813e-26,8.018249084975764e-16,7.123027738282663e-18,6.108348938071747e-17,1.640198940954219e-19,4.068500184099526e-28,3.40583978377563e-18,4.635032127582438e-28,1.0952987474000422e-26,2.422602720002327e-14,1.7461384883937921e-28,7.058168458712323e-25,4.188096155300981e-24,3.76,0.0,0.546936671639162,0.9999093772710406,1.312816718369813e-07,1.2171400328281993e-18,0.007454060498859623,0.007486073198225831,5.688428396348124e-05,9.800651014182977e-15,3.208283435866762e-05,1.6234277723172534e-06,2.139650340560671e-08,2.972230685762892e-09,3.798704121396134e-16,4.3147140680231786e-09,1.6068019876735333e-09,1.2003681569682647e-07,9.255044767440669e-16,5.50200274181703e-09
0.0012040983583900746,0.5135128339793981,2.840860128727623e-10,6.104278904137343e-10,7.27812493324113e-11,6.286952512032612e-08,0.0,0.0,1.5918357730064313e-06,1.705680709372256e-08,6.07456261316468e-08,1.3938710330061926e-10,1.7861968083505397e-11,2.629258487413422e-31,4.251347151209632e-22,7.564957340631932e-14,4.900720754974127e-16,3.292626708494484e-05,2.469725169023104e-25,8.976236067300341e-21,3.517364531280376e-23,1.0961254050307558e-26,8.252472653587897e-16,7.639618464224334e-18,6.371947935461766e-17,1.7853459788719348e-19,4.392215896908593e-28,3.653713046065367e-18,5.356323979681473e-28,1.1926021167740036e-26,2.526896928015658e-14,1.9382157727879156e-28,7.584951854430595e-25,4.667381526344133e-24,3.76,0.0,0.5468321475391477,0.9999084477534809,1.3541172074900618e-07,1.3436130100208802e-18,0.007557654124195732,0.007590567609320726,5.688423101041132e-05,9.93665231920138e-15,3.2987170062316444e-05,1.6437125386514592e-06,2.200011938310334e-08,3.0093077606688795e-09,3.906023061736248e-16,4.3686315684054834e-09,1.6528585554755514e-09,1.249952029539789e-07,9.387911792966654e-16,5.6571564312084384e-09
0.0012374767775112543,0.5135329939594988,2.9259792373968054e-10,6.286759883366062e-10,7.534646530843357e-11,6.6586322461292e-08,0.0,0.0,1.6375097493458483e-06,1.7765803342837835e-08,6.600532063881201e-08,1.514621654399346e-10,1.8893416425033135e-11,2.9384890979979635e-31,4.633090791338402e-22,8.004635682154964e-14,5.573676115839566e-16,3.4767043576767175e-05,2.8397195427622203e-25,9.73877889423884e-21,4.12577134138501e-23,1.2465421475786075e-26,8.73210181532532e-16,8.763744227768434e-18,6.922607932179594e-17,2.1081644368965112e-19,5.104441130186953e-28,4.193051605781859e-18,7.110879686797584e-28,1.4092021198022212e-26,2.7446361510756552e-14,2.378096627246892e-28,8.734746770871816e-25,5.770995778998819e-24,3.76,0.0,0.5466231588846562,0.9999065510538182,1.438886867222138e-07,1.6309251347535708e-18,0.007764744428033965,0.007799496550052093,5.6884122961634506e-05,1.0208510418325015e-14,3.483321936183714e-05,1.6839027781423365e-06,2.323236353787903e-08,3.0827628689593662e-09,4.125114293945705e-16,4.475458258855508e-09,1.746976423988891e-09,1.3528294445535723e-07,9.65387560465123e-16,5.973885000283011e-09
0.001270855196632434,0.5135531462637708,3.0117125762693683e-10,6.470417764635293e-10,7.794147158618681e-11,7.042274778711393e-08,0.0,0.0,1.6834226934467568e-06,1.848540127978312e-08,7.15636657540351e-08,1.6422978498306574e-10,1.9955189960267452e-11,3.274021821009809e-31,5.038860017141092e-22,8.458112404770539e-14,6.317008111877749e-16,3.66573285039297e-05,3.253445979361383e-25,1.0543055238080082e-20,4.816349994558451e-23,1.4129820497619833e-26,9.226782507364529e-16,1.0018114238500635e-17,7.505457135713161e-17,2.4786253987097963e-19,5.910717574067265e-28,4.794739760561906e-18,9.369020608682161e-28,1.6580867424673668e-26,2.974914497335336e-14,2.902265602971301e-28,1.0022815974868602e-24,7.095144877506114e-24,3.76,0.0,0.5464142495958632,0.9999046041529284,1.5265743045647086e-07,1.969779335900442e-18,0.007971705528735969,0.008008345674061439,5.688401205704168e-05,1.0480175910037515e-14,3.6729076470459834e-05,1.7235810834894228e-06,2.4497941510668686e-08,3.1552746418173874e-09,4.350140518325171e-16,4.580924029813148e-09,1.8437725591039504e-09,1.460699838171331e-07,9.920145590134836e-16,6.299170626352378e-09
0.0013042336157536138,0.5135732908954125,3.0980805973167655e-10,6.655291561139548e-10,8.056705900308849e-11,7.438007865244652e-08,0.0,0.0,1.7295861852935555e-06,1.9215857048559286e-08,7.74292592266628e-08,1.7771147001241927e-10,2.1047391154203728e-11,3.624731382426008e-31,5.469653673445475e-22,8.925548193852027e-14,7.135898786045565e-16,3.8597078005059385e-05,3.7148616423791175e-25,1.1390148102861785e-20,5.601922613813126e-23,1.5970381353784604e-26,9.736689966958414e-16,1.1414111354310535e-17,8.121601474773805e-17,2.9022748253256894e-19,6.82091159144547e-28,5.464124750465491e-18,1.225578548577644e-27,1.9430978436254958e-26,3.2181438548505036e-14,3.524062928325997e-28,1.1461830206649484e-24,8.676257656969586e-24,3.76,0.0,0.5462054196386451,0.9999026070726016,1.617211707403286e-07,2.367756076664794e-18,0.008178537496971644,0.00821711501160449,5.68838982978724e-05,1.0751648882279513e-14,3.867470614617765e-05,1.7627410618775757e-06,2.5796834370777455e-08,3.226831484048967e-09,4.581098364339452e-16,4.685011889514706e-09,1.943253389533324e-09,1.5736145633153633e-07,1.0186721540504117e-15,6.633007875955657e-09
0.0013376120348747936,0.5135934278576267,3.185103628722569e-10,6.841419965741049e-10,8.322405091306404e-11,7.845961628047937e-08,0.0,0.0,1.776011729311991e-06,1.995744511841023e-08,8.361072458176699e-08,1.9192898078070424e-10,2.2170122454084202e-11,4.068419482324614e-31,5.926501495973145e-22,9.407108449839658e-14,8.035770137720244e-16,4.058624820936792e-05,4.228093917345177e-25,1.2281138296271265e-20,6.493308569447966e-23,1.7999044877621618e-26,1.026200457271282e-15,1.296383337319444e-17,8.772168116054397e-17,3.3851571069820806e-19,7.845711730646074e-28,6.2068761623850466e-18,1.592276447498455e-27,2.268441405911494e-26,3.4747434442822095e-14,4.25854117490707e-28,1.3065307388651827e-24,1.0555596926245618e-23,3.76,0.0,0.545996668978757,0.9999005598346226,1.7108321496058762e-07,2.8333231355165977e-18,0.008385240402850927,0.008425804592923991,5.6883781685365976e-05,1.1022929422291661e-14,4.0670073163596365e-05,1.8013775092222022e-06,2.712902319581928e-08,3.297423978610663e-09,4.817984462933441e-16,4.787708006000066e-09,2.045425439627302e-09,1.6916196705148079e-07,1.0453603246333953e-15,6.975391318595675e-09
0.0013709904539959733,0.5136135571536224,3.2728018751387967e-10,7.028841346541542e-10,8.591330088242418e-11,8.266268541632479e-08,0.0,0.0,1.8227107535820358e-06,2.071045704502196e-08,9.011671113456378e-08,2.0690433716507684e-10,2.3323486431916667e-11,4.561843615160565e-31,6.410466016453483e-22,9.902963213916917e-14,9.022283033410989e-16,4.262479523652669e-05,4.797554201782652e-25,1.3217104432629921e-20,7.500419055601119e-23,2.0230500473119975e-26,1.0802911764213317e-15,1.468012599123147e-17,9.458305997737229e-17,3.9338391004577327e-19,8.996663782320155e-28,7.028991626871501e-18,2.055290685862492e-27,2.638701780943461e-26,3.745140050672218e-14,5.12260016856659e-28,1.4847649106178114e-24,1.2779763190101811e-23,3.76,0.0,0.5457879975818308,0.9998984624607699,1.8074696264725074e-07,3.3759166103183333e-18,0.008591814315939375,0.008634414448249654,5.688366222076131e-05,1.129401761663513e-14,4.2715142313831564e-05,1.8394863827506646e-06,2.8494489071630622e-08,3.3670448359741397e-09,5.06079544651674e-16,4.889001634215448e-09,2.150295332175889e-09,1.814756063045244e-07,1.0720790497704914e-15,7.3263155267156626e-09
0.001404368873117153,0.5136336787866131,3.361195416679107e-10,7.217593743261587e-10,8.863569083777138e-11,8.699063418429645e-08,0.0,0.0,1.869694609097477e-06,2.1475200418076907e-08,9.695589404504357e-08,2.226598257801195e-10,2.450758592687763e-11,5.022404835807905e-31,6.922643225393284e-22,1.0413287103687916e-13,1.0101339140850529e-15,4.471267519650582e-05,5.427923104780445e-25,1.419912293663106e-20,8.634054355967377e-23,2.2680028653178067e-26,1.135960197123187e-15,1.657661613262366e-17,1.0181186404442655e-16,4.555437537237036e-19,1.0286230335155795e-27,7.93680495066883e-18,2.6365943509312834e-27,3.0588702603369966e-26,4.0297682511386216e-14,6.135188613479355e-28,1.682418053497792e-24,1.540122374221495e-23,3.76,0.0,0.5455794054133707,0.9998963149728174,1.9071590863934545e-07,4.006025108359583e-18,0.008798259305274949,0.008842944607798112,5.688353990529707e-05,1.1564913551213736e-14,4.4809878404409524e-05,1.8770647707335048e-06,2.989321309218943e-08,3.4356888382942133e-09,5.309527948949201e-16,4.98888503554676e-09,2.2578697910817073e-09,1.9430596643306577e-07,1.0988283084222262e-15,7.685775075677314e-09
0.0014377472922383328,0.5136537927598182,3.450304208105377e-10,7.4077148640217e-10,9.139212958432726e-11,9.144483395804825e-08,0.0,0.0,1.916974569115957e-06,2.2251998010196373e-08,1.0413697440180644e-07,2.392180063182519e-10,2.5722524190633565e-11,5.582369462718874e-31,7.464163724735894e-22,1.093825924480344e-13,1.1279085763849858e-15,4.684984418939188e-05,6.124157631105045e-25,1.5228268046513488e-20,9.906439848651485e-23,2.5363654199500327e-26,1.1932270539219145e-15,1.866774326123947e-17,1.0942003491340312e-16,5.257649113585511e-19,1.1727845169078064e-27,8.93699693537882e-18,3.362402035203406e-27,3.534373136125999e-26,4.329070639085584e-14,7.317484970396576e-28,1.901119300551674e-24,1.847882755706183e-23,3.76,0.0,0.5453708924387519,0.9998941173925336,2.0099364576821496e-07,4.735270919956601e-18,0.00900457543938447,0.009051395101772875,5.6883414740211586e-05,1.1835617311295666e-14,4.695424625917515e-05,1.9141108623798433e-06,3.132517635954392e-08,3.5033527838968846e-09,5.5641786055282245e-16,5.0873533977891245e-09,2.3681556437416277e-09,2.0765615820078136e-07,1.125608079503466e-15,8.053764543741455e-09
0.0014711257113595125,0.513673899076462,3.5401480780293677e-10,7.599242081485551e-10,9.418355104063766e-11,9.602667919317403e-08,0.0,0.0,1.9645618283434086e-06,2.3041186776272113e-08,1.1166867936724226e-07,2.566017196208361e-10,2.6968405050632658e-11,6.1972461358082575e-31,8.036193858535684e-22,1.1478063202656493e-13,1.2561922816260387e-15,4.9036258305117885e-05,6.891505779203752e-25,1.6305611817435737e-20,1.1331110548106311e-22,2.8298227992281675e-26,1.2521117654775224e-15,2.0968800894963288e-17,1.1741974831789127e-16,6.048791848070742e-19,1.3335974132380818e-27,1.0036610562708252e-17,4.263975395153443e-27,4.0710996731231624e-26,4.643498046263126e-14,8.693097408331992e-28,2.1425991301373134e-24,2.2078505219075306e-23,3.76,0.0,0.5451624586232163,0.999891869741683,2.1158386814493535e-07,5.576519650238177e-18,0.009210762786305915,0.009259765960364265,5.688328672674298e-05,1.2106128981542795e-14,4.9148210718175484e-05,1.9506239066408453e-06,3.2790359983723647e-08,3.570035411411175e-09,5.824744052972895e-16,5.18440472563171e-09,2.48115982407775e-09,2.2152883304089443e-07,1.152418341885968e-15,8.43027851204383e-09
0.0015045041304806923,0.5136939977397755,3.630746728167282e-10,7.79221242957059e-10,9.701091292681995e-11,1.0073758728693765e-07,0.0,0.0,2.0124675022734174e-06,2.3843117124254964e-08,1.1955976234273815e-07,2.748340943308171e-10,2.8245333035646328e-11,6.77722672765942e-31,8.639936762669217e-22,1.203288690929147e-13,1.3956508175237313e-15,5.127187362319916e-05,7.7355187870832995e-25,1.7432224124853072e-20,1.2922574655955676e-22,3.150151188700612e-26,1.3126348265813073e-15,2.349597303762659e-17,1.258234194306116e-16,6.937840973820674e-19,1.5126187286768173e-27,1.1243063668671464e-17,5.378408619748345e-27,4.675435058496674e-26,4.9735097569011685e-14,1.0288292480637898e-27,2.4086937744452963e-24,2.627390500916799e-23,3.76,0.0,0.544954103931871,0.9998895720420246,2.2249037372683247e-07,6.543978986262757e-18,0.0094168214136082,0.009468057213749393,5.688315586612914e-05,1.237644864603675e-14,5.139173663756756e-05,1.9866041752986098e-06,3.428874508266851e-08,3.6357373319066997e-09,6.091220929411318e-16,5.2800397425374555e-09,2.5968893750348528e-09,2.3592620278882808e-07,1.1792590744006516e-15,8.815311564575745e-09
0.001537882549601872,0.5137140887529953,3.7221197327448e-10,7.986662600531538e-10,9.987519571852879e-11,1.0557899844194904e-07,0.0,0.0,2.0607026265690363e-06,2.465815230557122e-08,1.278190031752644e-07,2.939385532591362e-10,2.955341354191481e-11,7.474014045379748e-31,9.276633492655837e-22,1.2602922596258057e-13,1.546976230189349e-15,5.355664621243697e-05,8.662059615066972e-25,1.860917266765695e-20,1.469615981963844e-22,3.499213866577217e-26,1.374817200832051e-15,2.6266371286936036e-17,1.3464370793580254e-16,7.934464710102589e-19,1.711522060787052e-27,1.256416095560523e-17,6.74950999321146e-27,5.354291100178407e-26,5.319573723133651e-14,1.213221407311204e-27,2.7013497534356114e-24,3.1147061135367454e-23,3.76,0.0,0.5447458283296868,0.9998872243153143,2.3371706664501604e-07,7.653301599401612e-18,0.009622751388411455,0.00967626889209207,5.688302215960761e-05,1.2646576388305623e-14,5.3684788889535074e-05,2.02205292475876e-06,3.582031278216356e-08,3.700460958534011e-09,6.36360587436897e-16,5.374261789174337e-09,2.7153514509696407e-09,2.508500599308142e-07,1.2061302558399405e-15,9.208858288166246e-09
0.0015712609687230517,0.5137341721193635,3.814286538072368e-10,8.18262894202085e-10,1.0277740168761088e-10,1.1055237552903025e-07,0.0,0.0,2.1092781564591336e-06,2.5486667863691592e-08,1.364552084028279e-07,3.1393881971036464e-10,3.089275299658751e-11,8.25748505574822e-31,9.947564195778993e-22,1.3188366726167598e-13,1.7108872725532578e-15,5.589053213058759e-05,9.677318173586063e-25,1.983752297160135e-20,1.6668125557137e-22,3.878964512089081e-26,1.4386803131657997e-15,2.9298073695819867e-17,1.4389352331270993e-16,9.049061273670264e-19,1.9321045352540936e-27,1.4008106010875038e-17,8.428804402786755e-27,6.115139629998078e-26,5.682166775875293e-14,1.425713026099377e-27,3.0226291088017876e-24,3.67891122715344e-23,3.76,0.0,0.5445376317814944,0.9998848265833038,2.452679594500953e-07,8.921695024732953e-18,0.009828552777408116,0.009884401025542798,5.68828856084158e-05,1.2916512291351653e-14,5.602733236220954e-05,2.0569723561196473e-06,3.738504421577619e-08,3.764210433044723e-09,6.641895528757502e-16,5.4670767172664605e-09,2.8365533200239738e-09,2.6630179866207844e-07,1.2330318649602013e-15,9.610913272464828e-09
