Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623)
6.617361147277613e-05,0.8591698911647676,0.00044068766864479604,0.00013473592276670992,0.00017317240018200207,0.017484488593141775,0.0,0.0,0.003559393370542008,0.0003725410265423352,0.035676334441859074,0.0017350171021692342,0.0002765473496717342,2.209691001356426e-12,2.3666684716349763e-09,4.651691110816398e-07,0.0002273407098346034,0.012473151511915742,2.0027729009488625e-06,4.748134028133503e-10,1.0307588230988321e-08,5.813478785650781e-12,3.163194718228692e-08,2.115133380015357e-06,1.317262390774755e-07,2.36377403986756e-06,1.6364129727819522e-10,6.191119589274227e-07,1.5417847300331487e-06,3.1094948641230114e-09,4.3436328738632087e-07,9.383878622081901e-11,1.9600670779962934e-10,2.39024884394798e-07,3.76,0.0,0.23712771467139007,0.9474579701330494,0.02720250668867785,0.0015003770494064108,0.6614371674085534,0.721853555669163,0.0007497640688564376,5.170097002485129e-11,0.01504807862450652,0.0010777220485043927,0.004506206516017081,5.2463448638673095e-08,1.7488915667144273e-08,1.4484671956719002e-05,8.092957080926846e-05,0.0019025146736175015,0.0028133908337206913,3.00004935988177e-10,6.010991310497279e-09,0.00012155956684398822,3.6911447603244196e-05,0.027156620619569447,0.012773827401388755,0.00034692570386429193,3.397593655151205e-05,0.0006385053800791057,3.053427064068516e-05,0.002679838584029032,8.580716245071735e-07,0.003176949005918851,1.4318507961150786e-11,2.9459730383133358e-06,3.1313482143201175e-08,0.0028314788999376068,1.002491947524146e-07,2.0223621284133595e-12,4.968656541569399e-08,4.726943428918474e-10,0.0003278973590935763,1.934108468759437e-06,9.135969626629422e-09,9.015392915559903e-06,4.7405898080252857e-07,9.784692926421915e-11,4.051250301482031e-05,9.352682494003026e-09,4.880500447779205e-07,4.815733480073511e-06,1.3853865665596138e-06,2.5596099281370197e-12,8.298187179879844e-06,0.0005093568672676003,9.078723118231091e-06,8.881832436643321e-10,1.7874782339875534e-12,5.062792241827469e-13,2.1381072303215977e-06,1.5283688129681047e-12
6.660999595941317e-05,0.8596226614185086,0.000445869266747895,0.00013674989768583902,0.000176614442163253,0.01785078527968472,0.0,0.0,0.003578152045276248,0.0003799780278641658,0.036699226179362936,0.0017817903562735696,0.00028179718054916603,2.3105984526149637e-12,2.442593714564753e-09,4.73601771488033e-07,0.0002308337234666408,0.012690463509118642,2.0834108405667376e-06,4.852509717872604e-10,1.0947470701365467e-08,6.095676228849015e-12,3.232794846225941e-08,2.2094152180761804e-06,1.3437982654201603e-07,2.460487470368934e-06,1.7391355751300982e-10,6.477540264250329e-07,1.6008999883867766e-06,3.2318798070005897e-09,4.445966601978514e-07,9.718753192760899e-11,2.0548652788808827e-10,2.4949301434367363e-07,3.76,0.0,0.23462502025095078,0.9461445646980661,0.02795405124205146,0.0015326059216632163,0.6622371664987634,0.7241317392590291,0.0007487247256147148,5.1664522402644146e-11,0.015498157695647215,0.0010798333594451933,0.004590632433915213,5.2465787766406074e-08,1.7816607499065123e-08,1.4533039333703125e-05,8.147465086955828e-05,0.0019395164079439326,0.002866946158850266,3.0381327666832426e-10,6.110714791251587e-09,0.0001230332054099736,3.7105404645905526e-05,0.027784603165312602,0.012947740323784221,0.0003536273373585639,3.4633398188287076e-05,0.0006493117236916281,3.0914875833568006e-05,0.002715192076579068,8.709321966505645e-07,0.0032558010363239387,1.4533066675298106e-11,3.0088809152159807e-06,3.1981164812184364e-08,0.002915115567123813,1.0125947976238332e-07,2.0526627857235317e-12,5.046576713774087e-08,4.764912865249455e-10,0.000343775430414153,1.9692385092456255e-06,9.150436586049142e-09,9.143222358674422e-06,4.794164464698763e-07,9.995730354535675e-11,4.2341826671823165e-05,9.48008134155122e-09,4.971914245686973e-07,5.004341670751357e-06,1.4111145365159675e-06,2.6021601306585374e-12,8.49599509726188e-06,0.0005274363563391853,9.367148054719225e-06,9.146501757449851e-10,1.8164593254983048e-12,5.14480516545513e-13,2.2292126460541746e-06,1.5908550425040464e-12
6.70463804460502e-05,0.8600751031179424,0.00045104262531124936,0.00013876171090302015,0.00018006591557194276,0.018221859146571835,0.0,0.0,0.003596056373550655,0.00038736735114596854,0.03774150073688253,0.001829336971487315,0.0002870602398028637,2.414910685971448e-12,2.5200239749596884e-09,4.820592717031297e-07,0.00023433792570318266,0.012908245565126306,2.1666014574060856e-06,4.958854137024439e-10,1.1623265855888937e-08,6.389255363283137e-12,3.303118201189892e-08,2.3067548452872124e-06,1.370271256877322e-07,2.560488046124196e-06,1.8471838298356693e-10,6.774513121703829e-07,1.6615580902757009e-06,3.357859841438335e-09,4.5487653409306714e-07,1.0060917156696678e-10,2.153275840789341e-10,2.6029477735267956e-07,3.76,0.0,0.23214214639406394,0.9448095385798017,0.02871877128261154,0.0015651307024825152,0.662994706183347,0.7263919272782026,0.000747668273545764,5.162347223728677e-11,0.015958384265332255,0.0010817479545798454,0.004676597954748697,5.245711912708605e-08,1.8150285698952155e-08,1.4579181135829033e-05,8.1995849921897e-05,0.0019765983823432027,0.0029209105496507616,3.0758124646120695e-10,6.211139484037409e-09,0.00012449738676690631,3.729522915361073e-05,0.028419251102315787,0.013121716184224357,0.00036034510918436124,3.5292580623509626e-05,0.0006600743357569832,3.129339771328223e-05,0.0027503953332954725,8.836607506724184e-07,0.0033352672799192907,1.474542136580797e-11,3.0722043914804535e-06,3.2653231388257475e-08,0.003000396965048488,1.022548461038827e-07,2.0826520508241766e-12,5.124002144931738e-08,4.801711766027105e-10,0.00036020805156666234,2.004670422838792e-06,9.16320678284749e-09,9.270963822581163e-06,4.847140235818653e-07,1.02075657832846e-10,4.424131476042646e-05,9.607527451375523e-09,5.063795701518969e-07,5.197963731538015e-06,1.4369246598015237e-06,2.644625680015454e-12,8.696161260054461e-06,0.0005459029351738282,9.66007161326987e-06,9.414284492483212e-10,1.8453754797869182e-12,5.226632188909623e-13,2.323059202269039e-06,1.6554631361999482e-12
6.748276493268723e-05,0.8605272304553188,0.0004562070076605719,0.00014077051598815677,0.00018352507169270128,0.018597706899987097,0.0,0.0,0.003613107072147896,0.0003947026571375599,0.038803192762850026,0.0018776544170999317,0.0002923339863571702,2.5226903840896646e-12,2.5989589334587783e-09,4.905382908633895e-07,0.00023785286512672266,0.013126399571408274,2.2523914016850217e-06,5.067186085845689e-10,1.233670348465027e-08,6.694571459511872e-12,3.37415114852007e-08,2.4071970722279183e-06,1.396665935382073e-07,2.663859160413944e-06,1.9607626530364577e-10,7.082307739818144e-07,1.7237741420469791e-06,3.4874898961313084e-09,4.6519670148630005e-07,1.0410348185445142e-10,2.2553858025242343e-10,2.7143515641807254e-07,3.76,0.0,0.2296790245802111,0.943452923862331,0.029496634684100523,0.001597945729854853,0.6637100018600156,0.7286343377081147,0.0007465947380252446,5.157785434112586e-11,0.01642882087714329,0.001083467188593398,0.004764118240017268,5.243756053872144e-08,1.8490010088673903e-08,1.4623110087227742e-05,8.249304214768164e-05,0.002013744331326383,0.0029752729477910455,3.1130694076346056e-10,6.312245272871745e-09,0.00012595170698216976,3.7480935902065726e-05,0.029060432040298876,0.013295715999090435,0.00036707579009985286,3.595317389331886e-05,0.000670786345141267,3.166972891389033e-05,0.00278543822390329,8.962475979923149e-07,0.0034153106033795585,1.4955410401821083e-11,3.1359208496928696e-06,3.3329441610724895e-08,0.0030873232155435386,1.0323494593099596e-07,2.1123070984104927e-12,5.200881915658412e-08,4.837328271245198e-10,0.0003772031196384902,2.0403988312148318e-06,9.174293763100559e-09,9.398586739183815e-06,4.89949708409096e-07,1.0420073978918253e-10,4.621310085398051e-05,9.73499226424703e-09,5.156108471470899e-07,5.396635254438005e-06,1.4628060666163719e-06,2.6869829412802473e-12,8.898639102055793e-06,0.0005647538652555925,9.957394141249114e-06,9.685041122504553e-10,1.8742115266565257e-12,5.308230386254353e-13,2.4196609994203456e-06,1.7222468504778806e-12
6.791914941932427e-05,0.860979056231304,0.00046136169031487333,0.00014277547005830032,0.0001869901541294927,0.018978323514389144,0.0,0.0,0.0036293055915604332,0.00040197767821234385,0.03988432666413225,0.0019267397175444082,0.0002976158595544486,2.6339995750254904e-12,2.679397419227538e-09,4.990354962004099e-07,0.00024137808839704228,0.013344826532421463,2.3408264514136985e-06,5.177523226162307e-10,1.3089577164090671e-08,7.0119866980733364e-12,3.445879717170949e-08,2.510785180418264e-06,1.422967040430794e-07,2.770685150580691e-06,2.0800808811393004e-10,7.401195945135133e-07,1.7875627542063978e-06,3.62082363353894e-09,4.7555089181226796e-07,1.0767017065795692e-10,2.361281952800741e-10,2.8291898837969134e-07,3.76,0.0,0.22723558825107948,0.9420747649607039,0.030287601133032332,0.0016310452523447233,0.6643832796838234,0.7308591863184879,0.0007455041541866369,5.152770540104465e-11,0.016909524417390076,0.0010849925616132768,0.0048532075845924985,5.240723828239207e-08,1.883583713975601e-08,1.4664840582737856e-05,8.296612898940345e-05,0.002050937977732607,0.003030022098216328,3.1498849818440515e-10,6.4140116924421955e-09,0.0001273957720896741,3.7662542824101755e-05,0.02970800993954125,0.013469700849818437,0.0003738161374253482,3.661486667620375e-05,0.0006814409315182968,3.20437642586144e-05,0.0028203109016874837,9.086832136176661e-07,0.003495893188898437,1.516287488421102e-11,3.2000073423905504e-06,3.400955175084138e-08,0.003175893224703553,1.0419944540107189e-07,2.1416054891845445e-12,5.2771656848374734e-08,4.871751789292113e-10,0.0003947680948494728,2.076417889804574e-06,9.183712371946342e-09,9.526060833339481e-06,4.951215722657654e-07,1.0633128523515361e-10,4.825935584443797e-05,9.862447267791062e-09,5.24881561892607e-07,5.600388539110081e-06,1.4887478140541545e-06,2.7292083345062364e-12,9.103379821959582e-06,0.0005839859340784708,1.0259011026231841e-05,9.958627744868996e-10,1.9029523710271313e-12,5.389557047227771e-13,2.519028593967598e-06,1.7912605475628645e-12
6.83555339059613e-05,0.8614305918644583,0.0004665059624172755,0.000144775734787189,0.0001904594012910469,0.019363702212267946,0.0,0.0,0.0036446540902628725,0.00040918622885591986,0.040984916537243836,0.001976589455739406,0.00030290328252559936,2.748899560798552e-12,2.7613373992745443e-09,5.075475472643171e-07,0.0002449131397987152,0.013563426696682144,2.4319514109649644e-06,5.289882031313365e-10,1.3883745441775834e-08,7.341870130961714e-12,3.5182896115790626e-08,2.6175608464073498e-06,1.4491594941171153e-07,2.8810512564700517e-06,2.2053511444952376e-10,7.731451652930271e-07,1.8529380315602726e-06,3.7579133520846094e-09,4.859327818748894e-07,1.1130887646213036e-10,2.47105071354713e-10,2.947509558705213e-07,3.76,0.0,0.22481177266960076,0.9406751186184186,0.03109162216258186,0.001664423434735933,0.6650147765878569,0.7330666866303455,0.0007443965669192581,5.1473063966956386e-11,0.017400546030906267,0.0010863257141553774,0.00494387938680374,5.236628677153897e-08,1.918781985539741e-08,1.4704388626164974e-05,8.341503862583959e-05,0.0020881630545030194,0.00308514655890633,3.18624102487012e-10,6.516417946121707e-09,0.000128829198103557,3.784007087059882e-05,0.030361845282288434,0.013643631905730492,0.00038056289950133527,3.727734671456351e-05,0.0006920313362530347,3.241540077867498e-05,0.002855003810972273,9.209582527848603e-07,0.003576976594189444,1.536765892315729e-11,3.2644406227813115e-06,3.469331493806876e-08,0.0032661046734305038,1.051480247252847e-07,2.1705252090498217e-12,5.352803771295499e-08,4.904972981704185e-10,0.0004129099781917386,2.112721281175118e-06,9.191478705242168e-09,9.653356128091437e-06,5.002277631247044e-07,1.0846602028301972e-10,5.038228704138765e-05,9.989864013218948e-09,5.341879661000826e-07,5.8092525138181724e-06,1.514738900787789e-06,2.7712783703968273e-12,9.310332425166613e-06,0.0006035954549042772,1.05648128744635e-05,1.023489633773592e-09,1.9315830143892513e-12,5.470569737908615e-13,2.6211688974374893e-06,1.8625591686209285e-12
6.879191839259834e-05,0.8618818474022127,0.0004716391251574852,0.00014677047738951958,0.00019393104884505736,0.01975383444530914,0.0,0.0,0.0036591554086678473,0.0004163222157907912,0.04210496611422288,0.0020271997771042446,0.0003081936655615481,2.8674508353680914e-12,2.844775967786876e-09,5.160711000901168e-07,0.0002484575608077648,0.013782099689151017,2.5258100085440763e-06,5.404277738077095e-10,1.4721132979384678e-08,7.68459763445191e-12,3.5913662230238336e-08,2.727564067867875e-06,1.4752284137062493e-07,2.9950435763666003e-06,2.33678973019199e-10,8.073350701578155e-07,1.9199135635842768e-06,3.898809888641006e-09,4.963360061964122e-07,1.1501916793673735e-10,2.584778020781219e-10,3.0693557940078685e-07,3.76,0.0,0.22240751477930074,0.9392540538856984,0.03190864119867914,0.0016980743636385548,0.6656047402857365,0.7352570498800641,0.000743272030851087,5.141397043676157e-11,0.017901931046381,0.001087468421938729,0.0050361461201783725,5.231484821260786e-08,1.954600765888221e-08,1.4741771766978077e-05,8.383972540834321e-05,0.002125403326122924,0.003140634710701607,3.2221198443144725e-10,6.6194429240864424e-09,0.00013025161101868789,3.801354386842439e-05,0.03102179524776508,0.013817470446607808,0.00038731282009784993,3.7940301231541704e-05,0.0007025508730111712,3.278453772905331e-05,0.0028895076937296136,9.330635669834192e-07,0.0036585218134004473,1.556960990541878e-11,3.3291971758288517e-06,3.538048149012598e-08,0.0033579540102477655,1.0608037820005099e-07,2.1990447068507132e-12,5.4277472330764746e-08,4.936983746180013e-10,0.0004316352898684134,2.149302215560429e-06,9.197610059852866e-09,9.780442949324084e-06,5.052665070270756e-07,1.1060366346490745e-10,5.2584137175121587e-05,1.0117214131871515e-08,5.435262613265089e-07,6.023252660537904e-06,1.5407682816719298e-06,2.813169685450714e-12,9.519443769339174e-06,0.0006235782675999283,1.0874685698129808e-05,1.0513695032616043e-09,1.960088575808513e-12,5.551226360107318e-13,2.726085084411317e-06,1.9361982052869527e-12
6.922830287923537e-05,0.8623328315333113,0.0004767604911993078,0.00014875887158147466,0.000197403332134855,0.020148709877023597,0.0,0.0,0.003672813042876796,0.00042337964772014584,0.043244468723168866,0.0020785663942288553,0.0003134844094794339,2.989713014294916e-12,2.929709334491936e-09,5.246028112790668e-07,0.0002520108896801505,0.014000744644600006,2.6224447928887243e-06,5.52072430071372e-10,1.5603731650105383e-08,8.040551851843158e-12,3.665094640331236e-08,2.8408330918518236e-06,1.5011591234856935e-07,3.112749020439867e-06,2.4746164339325877e-10,8.427170681067777e-07,1.988502415009999e-06,4.04356252145592e-09,5.067541673379041e-07,1.1880054361159134e-10,2.702549203171938e-10,3.194772095925532e-07,3.76,0.0,0.22002275306425872,0.9378116520787778,0.032738593618050094,0.0017319920530499177,0.666153429256031,0.737430484984569,0.0007421306103165621,5.135046703782467e-11,0.018413718911279627,0.0010884225905904328,0.005130019306918279,5.225307225836023e-08,1.991044628868001e-08,1.477700903566428e-05,8.424016926189379e-05,0.0021626426096842425,0.003196474767183065,3.2575042352213375e-10,6.723065221509305e-09,0.00013166264680021332,3.8182988375899626e-05,0.031687713890337456,0.013991177884996058,0.00039406264276684434,3.860341734231164e-05,0.0007129929380726563,3.315107660173612e-05,0.0029238135953242013,9.449902193273186e-07,0.0037404893387516383,1.5768578750709973e-11,3.3942532496203e-06,3.60707992459446e-08,0.003451436446398303,1.0699621422124701e-07,2.2271429305725456e-12,5.501947944120901e-08,4.967777198003205e-10,0.00045095004861010844,2.1861534252345873e-06,9.202124882714321e-09,9.907291929905825e-06,5.102361092880959e-07,1.1274292785069863e-10,5.486718330317881e-05,1.0244469351566884e-08,5.528926039158729e-07,6.2424109442927766e-06,1.5668248822304531e-06,2.8548590764995137e-12,9.73065861357286e-06,0.0006439297405493969,1.1188511110625025e-05,1.0794868394092952e-09,1.9884543124266145e-12,5.63148520930853e-13,2.8337765097978806e-06,2.012233669592663e-12
6.966468736587241e-05,0.8627835516016772,0.0004818693841050212,0.0001507400985113923,0.00020087448855745139,0.020548316366922306,0.0,0.0,0.0036856311183315906,0.00043035264467591454,0.04440340726341367,0.002130684592179519,0.00031877290897751483,3.1157447571761425e-12,3.0161328130898603e-09,5.331393420148792e-07,0.00025557266106462516,0.014219260341626313,2.7218970295223617e-06,5.639234347283815e-10,1.6533601586604402e-08,8.410122125162397e-12,3.7394596599778764e-08,2.957404345355148e-06,1.526937165936959e-07,3.2342552617215547e-06,2.6190544010316476e-10,8.793190755845339e-07,2.0587171166213102e-06,4.1922188739028296e-09,5.171808461683305e-07,1.2265243165878641e-10,2.8244488586402376e-10,3.323800195805148e-07,3.76,0.0,0.21765742740996727,0.9363480067204553,0.03358140681792961,0.0017661704498623662,0.6666611127087307,0.7395871985077646,0.0007409723793095524,5.128259780503556e-11,0.018935943136381125,0.0010891902502626572,0.005225509493153711,5.2181115655165376e-08,2.028117770045368e-08,1.481012087811398e-05,8.461637505448521e-05,0.0021998647955233405,0.003252654784589934,3.292377496530059e-10,6.827263156802147e-09,0.0001330619513625038,3.8348433536774595e-05,0.03235945232037082,0.014164715788233572,0.0004008091151288019,3.9266382459033586e-05,0.0007233510203269104,3.351492113637864e-05,0.002957912869405866,9.567294992383168e-07,0.0038228392227087973,1.5964420156592768e-11,3.4595848869335115e-06,3.6764013900655524e-08,0.003546545953234191,1.0789525528119472e-07,2.2547993619191985e-12,5.575358668174301e-08,4.99734764998686e-10,0.00047085975194475046,2.223267173627118e-06,9.205042718983893e-09,1.0033874013443695e-05,5.151349555009395e-07,1.1488252314993439e-10,5.723373562014904e-05,1.037160151274674e-08,5.622831093502775e-07,6.466745746918445e-06,1.5928976129979215e-06,2.8963235345559616e-12,9.943919671052278e-06,0.0006646447736314422,1.1506166529290491e-05,1.1078257706013393e-09,2.0166656393937242e-12,5.711305031008029e-13,2.94423863588388e-06,2.090722062308715e-12
7.010107185250944e-05,0.8632340136216681,0.0004869651377822348,0.00015271334766740608,0.00020434275989391715,0.020952639956277306,0.0,0.0,0.0036976143634673973,0.0004372354469584618,0.04558175419526436,0.002183549234419927,0.000324056555971083,3.2456036800652453e-12,3.10404080946117e-09,5.416773620060606e-07,0.00025914240564226947,0.014437545336987549,2.8242065969250047e-06,5.759819138331154e-10,1.7512872175715203e-08,8.793704416817957e-12,3.814445795559092e-08,3.077312368337415e-06,1.5525483122640168e-07,3.3596506846470582e-06,2.7703299566228306e-10,9.171691482185387e-07,2.1305696562551107e-06,4.344824819090912e-09,5.276096120547342e-07,1.2657418978698428e-10,2.9505607290294893e-10,3.4564799759457437e-07,3.76,0.0,0.21531147896536812,0.9348632234622027,0.034437000297146345,0.0018006034393113555,0.6671280705339561,0.7417273946282823,0.0007397974214217369,5.121040855552973e-11,0.019468631249934636,0.0010897735501827744,0.005322626226065636,5.209914188556265e-08,2.0658239976246615e-08,1.4841129089168114e-05,8.49683719383823e-05,0.0022370538673922,0.003309162671762853,3.326723446577604e-10,6.932014789882245e-09,0.0001344491805408814,3.850991093287775e-05,0.033036858887330954,0.014338045900195887,0.0004075489930880061,3.992888468896058e-05,0.0007336187109291896,3.387597732936208e-05,0.002991797181965074,9.682729364090722e-07,0.0039055311405061196,1.6156992831348505e-11,3.5251679569228796e-06,3.745986934174595e-08,0.0036432752618973767,1.0877723795183609e-07,2.281994049192874e-12,5.647933129793723e-08,5.025690591108473e-10,0.0004913693574930751,2.2606352436297775e-06,9.206384159335177e-09,1.0160160457682449e-05,5.199615123421155e-07,1.1702115779237943e-10,5.9686136170834534e-05,1.0498582584414221e-08,5.716938577018312e-07,6.6962718052314296e-06,1.6189753836875365e-06,2.93754027790089e-12,1.015916766504971e-05,0.0006857178022510768,1.1827525384598676e-05,1.1363701262667937e-09,2.0447081492293547e-12,5.790645075436456e-13,3.057462969327883e-06,2.171720339722651e-12
7.053745633914648e-05,0.8636842222946776,0.0004920470959204819,0.00015467781774842405,0.00020780639459735826,0.021361664855573205,0.0,0.0,0.003708768083458073,0.00044402242365716314,0.0467794715442249,0.002237154769325791,0.000329332742905675,3.379346275903964e-12,3.1934268097340435e-09,5.502135533230202e-07,0.000262719649794824,0.014655498099921498,2.9294118829354233e-06,5.88248852811217e-10,1.8543742995990508e-08,9.191701220679227e-12,3.890037286665805e-08,3.2005897493311546e-06,1.5779785723269184e-07,3.48902433119832e-06,2.9286724252712104e-10,9.562954620306083e-07,2.204071470001608e-06,4.50142438595771e-09,5.380340329564522e-07,1.30565105248071e-10,3.0809675734901946e-10,3.5928493973947215e-07,3.76,0.0,0.21298485000633724,0.9333574199881802,0.03530528574826737,0.0018352848503573414,0.6675545932331515,0.7438512751086401,0.0007386058297666636,5.1133946860151636e-11,0.020011804761411695,0.0010901747531564781,0.005421378032864572,5.200732080734051e-08,2.1041667240958444e-08,1.4870056745815915e-05,8.52962126666915e-05,0.002274193922123739,0.0033659862000979843,3.3605264375208554e-10,7.037297940437446e-09,0.00013582400005358617,3.8667454436887806e-05,0.033719779364679035,0.014511130162747096,0.00041427904496740657,4.05906132249313e-05,0.0007437897125983483,3.423415344023393e-05,0.0030254585145674836,9.796123140149591e-07,0.003988524452835914,1.6346159714309856e-11,3.5909781868424567e-06,3.815810798552539e-08,0.00374161586528371,1.0964191285071871e-07,2.308707638402389e-12,5.7196260822838776e-08,5.05280266389961e-10,0.0005124832653580595,2.298248966407024e-06,9.206170786834613e-09,1.0286122837664683e-05,5.247143281815827e-07,1.1915754098223922e-10,6.22267574672618e-05,1.0625384679859864e-08,5.811208973584291e-07,6.931000153918051e-06,1.6450471171553895e-06,2.978486784328859e-12,1.0376341388118272e-05,0.0007071428024080864,1.215245733557677e-05,1.1651034664766473e-09,2.0725676305625923e-12,5.869465150500317e-13,3.1734370087042253e-06,2.255285878876718e-12
7.097384082578351e-05,0.8641341810270446,0.0004971146114865361,0.00015663271752031576,0.0002112636500203916,0.02177537343363521,0.0,0.0,0.0037190981341398074,0.0004507080807433818,0.047996510919571966,0.002291495237270231,0.00033459886603948196,3.517027830929764e-12,3.284283367449409e-09,5.587446141576899e-07,0.00026630391530359877,0.014873017146140617,3.0375496818117035e-06,6.007250928382532e-10,1.96284846942706e-08,9.604521461266491e-12,3.966218107092496e-08,3.3272670637802155e-06,1.603214204008076e-07,3.622465844697753e-06,3.094313939964502e-10,9.96726294145385e-07,2.2792334336032384e-06,4.6620596664386346e-09,5.48447685389224e-07,1.3462439496099053e-10,3.2157510401635507e-10,3.7329444298684235e-07,3.76,0.0,0.2106774838008754,0.9318307259015303,0.03618616716045917,0.001870208460996446,0.6679409818329953,0.7459590392658757,0.0007373977068897851,5.105326201175053e-11,0.02056547913480892,0.001090396230041325,0.00552177240177725,5.190582829022401e-08,2.143148958644185e-08,1.489692813988951e-05,8.559997288856892e-05,0.002311269188755384,0.0034231130135009393,3.3937713689074166e-10,7.143090206169463e-09,0.00013718608546246973,3.8821100064429534e-05,0.0344080571361205,0.014683930736895758,0.00042099605556101535,4.125125872796101e-05,0.000753857848542198,3.458935999822612e-05,0.0030588891667922154,9.907396811548613e-07,0.004071778268526675,1.6531788183327808e-11,3.656991193726379e-06,3.885847111305552e-08,0.003841558022276246,1.104890445990847e-07,2.3349214025545255e-12,5.7903933724787275e-08,5.07868164082649e-10,0.00053420530167312,2.3360991812072044e-06,9.204425123191081e-09,1.0411733048709757e-05,5.293920335029884e-07,1.2129038472131e-10,6.48580010102987e-05,1.0751980072168133e-08,5.905602517796317e-07,7.1709380728628744e-06,1.6711017631411167e-06,3.01914082250145e-12,1.0595377764325336e-05,0.0007289132967842934,1.2480828489883142e-05,1.1940091117860464e-09,2.10023008623635e-12,5.947725672941316e-13,3.2921442023211816e-06,2.3414764412981943e-12
7.141022531242054e-05,0.8645838919492206,0.0005021670461614478,0.00015857726661562253,0.00021471279460613264,0.02219374620863335,0.0,0.0,0.003728610896187396,0.00045728706872885953,0.04923281354713757,0.0023465642782560035,0.0003398523286942287,3.6587023308605155e-12,3.376602092641957e-09,5.672672624815709e-07,0.0002698947190804614,0.015090001171156274,3.148655092197035e-06,6.134113275023161e-10,2.0769439797449478e-08,1.0032580382316964e-11,4.0429719726157427e-08,3.457372815222051e-06,1.6282417220759652e-07,3.7600654113023495e-06,3.267489241040415e-10,1.0384900030218722e-06,2.3560658540494674e-06,4.8267707251455e-09,5.588441642610728e-07,1.3875120574994322e-10,3.3549915376867863e-10,3.8767989839420245e-07,3.76,0.0,0.20838932447625313,0.9302832825933801,0.03707954093273409,0.0019053680034935665,0.6682875477823934,0.7480508839437412,0.0007361731646648107,5.096840499041373e-11,0.021129663771429632,0.0010904404542098104,0.005623815764874216,5.1794845851371644e-08,2.18277330030572e-08,1.4921768711175272e-05,8.58797504262176e-05,0.002348264047077623,0.0034805306383257286,3.426443699959066e-10,7.249368980988744e-09,0.00013853512211941288,3.8970885828529095e-05,0.03510153338276501,0.01485641002364138,0.0004276968300909872,4.191051370092351e-05,0.0007638170709926154,3.494150980436667e-05,0.0030920817578901087,1.0016473644939546e-06,0.0041552515070363005,1.6713750248916954e-11,3.7231825159477473e-06,3.956069920470743e-08,0.003943090764225104,1.113184117568869e-07,2.3606172690632982e-12,5.860192002175567e-08,5.103326399562304e-10,0.0005565387033683134,2.3741763295137167e-06,9.201170575238954e-09,1.0536963309231336e-05,5.33993341137272e-07,1.2341840579678524e-10,6.758229571712889e-05,1.0878341209504321e-08,6.000079210641043e-07,7.4160890397432364e-06,1.6971283117516622e-06,3.059480482318984e-12,1.081621191436588e-05,0.0007510223618249583,1.2812501629389215e-05,1.2230701734672458e-09,2.1276817506864107e-12,6.025387717405847e-13,3.4135639174658335e-06,2.4303501352536332e-12
