Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66)
0.003055508060098955,0.5374877849451911,5.439009034931597e-08,4.5022902791632646e-08,2.9319457813471576e-08,2.3673408115729456e-05,0.0,0.0,5.3259966026866044e-05,2.1202766017014597e-06,3.2473475877311934e-05,6.2838066413859266e-06,4.897873123783938e-09,5.755622629690938e-24,4.935858432402778e-17,5.093226792893107e-11,1.675083914766288e-08,0.0010691896929643711,1.6216177401084283e-19,2.732694505673921e-17,3.603820478776838e-17,8.153554564860525e-21,6.497043473231603e-13,5.4998786479692074e-11,1.4102532701395635e-12,1.169221371515488e-13,1.444915526291974e-20,7.577274778580396e-13,1.9424619476963393e-12,8.034957080320192e-17,4.0900028888714836e-11,2.2870203062806727e-18,1.1883770427649517e-18,9.775295688159712e-14,3.76,0.0,0.44188908847099573,0.998715220244979,8.128520832270957e-05,6.660471627523533e-07,0.05844813428518785,0.059548354647954334,8.799558025295082e-05,1.460049854681656e-13,0.0010853947831692453,1.4554989481212916e-05,2.3582300954212453e-06,1.5110476809291595e-08,1.0282457801684879e-13,4.854322459778017e-08,1.694044364895078e-06,1.462515861015598e-05,1.7148260997381064e-06,1.09230621425359e-14,5.6633368791907556e-14,1.1430235437892298e-07,1.0168646572577417e-07,1.914536040316868e-05,7.544251711945384e-05,1.0763181242298546e-09,5.1703219668068225e-11,6.597392865713878e-08,1.9528907012121242e-08,4.5535754304978267e-07,3.2183037668023373e-09,2.1277698590731737e-06,7.290459470913044e-15,2.4081020013868413e-09,2.122939439065954e-12,1.4989932293915557e-06,5.190427794928857e-09,6.077951033728472e-16,4.271587495528471e-12,1.2639071661424402e-14,5.0189357166029214e-09,1.8671489953607314e-13,1.3242807827266736e-09,3.728448063603086e-09
0.003067791410251104,0.5375105590710366,5.483528821811574e-08,4.5382300820298555e-08,2.96785673837995e-08,2.3959525717847387e-05,0.0,0.0,5.365741361257462e-05,2.1505823997280655e-06,3.296992708067702e-05,6.391955818101508e-06,4.9572634835399146e-09,5.91632908828602e-24,5.034064035519629e-17,5.152760661257767e-11,1.6942025951377214e-08,0.0010777154941496087,1.666539616270642e-19,2.7643888793214223e-17,3.703697669424171e-17,8.350020775370808e-21,6.572731166251189e-13,5.611074989777031e-11,1.4353812012120017e-12,1.205302345585299e-13,1.4967532210777922e-20,7.76127329675165e-13,1.9955346712083304e-12,8.223373785249506e-17,4.153457359550053e-11,2.347694834819228e-18,1.219972085365681e-18,1.004448360562477e-13,3.76,0.0,0.4416630763436129,0.9987051309853318,8.252083759249367e-05,6.762431028257719e-07,0.05866370325622603,0.05977281932300413,8.799469104937128e-05,1.4653579279303394e-13,0.0010942237727381674,1.4667069447525715e-05,2.3767772889502876e-06,1.5226036051476176e-08,1.0363355695393545e-13,4.891732213220917e-08,1.7134110718832135e-06,1.4907630157728185e-05,1.7373023227982193e-06,1.1049296048843913e-14,5.70715701949895e-14,1.1558647505235682e-07,1.0247591293606455e-07,1.938466528118247e-05,7.628600826454342e-05,1.0916476564163564e-09,5.244029288556698e-11,6.688799933167851e-08,1.9754369484384203e-08,4.604360805739826e-07,3.262724296970739e-09,2.1719690878701264e-06,7.391084652409411e-15,2.4381082907986404e-09,2.1493886605503333e-12,1.5219385250215888e-06,5.248457814240443e-09,6.161840142878986e-16,4.330501120151188e-12,1.2781043282393565e-14,5.168927469262038e-09,1.8970541288167187e-13,1.3344183040636847e-09,3.771494252741513e-09
0.0030800747604032533,0.5375333226219666,5.52817577176963e-08,4.5742843048233855e-08,3.004060598645391e-08,2.4248057061885655e-05,0.0,0.0,5.4055594212549916e-05,2.181185658657292e-06,3.347229260955109e-05,6.501587449377108e-06,5.0171485107801856e-09,6.082673517528536e-24,5.133775391881251e-17,5.2127117172542814e-11,1.713440193986892e-08,0.0010862749349722597,1.7125494543764313e-19,2.7963164921379324e-17,3.8059816062517565e-17,8.5504404116507e-21,6.648949232763407e-13,5.7240919524046423e-11,1.4608298241466964e-12,1.2423606935844764e-13,1.5502365246467157e-20,7.948976602984442e-13,2.0498194258879e-12,8.415274545342593e-17,4.2175891965255626e-11,2.4097233921554412e-18,1.2522884084636525e-18,1.0320011272644276e-13,3.76,0.0,0.44143716335204036,0.9986949927754041,8.37712585084183e-05,6.865526943228773e-07,0.05887912050086384,0.059997168870870234,8.799379753304614e-05,1.4706616096602385e-13,0.0011030911629928252,1.477941484634928e-05,2.3953936994844843e-06,1.534185824401203e-08,1.0444555601777935e-13,4.9292311292131895e-08,1.7328983464760695e-06,1.5194440476707843e-05,1.7600070259565804e-06,1.1176367515352442e-14,5.751293148768998e-14,1.1687837016017142e-07,1.0326735028075187e-07,1.962569936536243e-05,7.713589329365992e-05,1.1071325949576127e-09,5.3184854253847495e-11,6.78109572625453e-08,1.9981274485327568e-08,4.655453526188777e-07,3.3075736013177396e-09,2.216888949888101e-06,7.492681114653165e-15,2.468329538644172e-09,2.1760273084855718e-12,1.5451464612045023e-06,5.306834376177512e-09,6.246538979776088e-16,4.389982973796482e-12,1.2923877356114574e-14,5.3227196490819775e-09,1.9273026424758974e-13,1.3445790859000038e-09,3.814816089309182e-09
0.0030923581105554024,0.5375560756090833,5.572947707758186e-08,4.610451631897045e-08,3.0405574929990405e-08,2.4539010959959096e-05,0.0,0.0,5.445448550608248e-05,2.2120868270495956e-06,3.3980620534627666e-05,6.612715702277447e-06,5.0775289818743805e-09,6.253975137827363e-24,5.2349595769867e-17,5.273078368058065e-11,1.7327962185961685e-08,0.0010948680099295786,1.759671169892961e-19,2.828478036004349e-17,3.9107214800121873e-17,8.754819968493914e-21,6.725695614864069e-13,5.838951499153955e-11,1.4866006893428543e-12,1.2804189300210684e-13,1.6054100922417444e-20,8.140442052119447e-13,2.1053374625591007e-12,8.610701814651793e-17,4.282400918900377e-11,2.4731284420869086e-18,1.2853401940521893e-18,1.0601998977302979e-13,3.76,0.0,0.4412113493471831,0.9986848055181454,8.503658665270653e-05,6.969766033364083e-07,0.0590943860590012,0.060221403338736705,8.79928996954251e-05,1.4759609008896418e-13,0.0011119970058294018,1.4892020131631152e-05,2.414079290760637e-06,1.5457937576400913e-08,1.052605736257662e-13,4.966817364840982e-08,1.752505665316156e-06,1.548563267058904e-05,1.7829416297222292e-06,1.1304273106719511e-14,5.795747285648074e-14,1.1817800447218535e-07,1.0406074031906429e-07,1.9868458553548987e-05,7.799218566003399e-05,1.1227735547992526e-09,5.3936937859806114e-11,6.874283260642095e-08,2.0209616813667188e-08,4.706852285828504e-07,3.3528530754278002e-09,2.2625372690332265e-06,7.595252019052723e-15,2.4987651966813698e-09,2.2028548990590215e-12,1.5686187942432705e-06,5.365555817110993e-09,6.332050180006594e-16,4.450034902246766e-12,1.3067569672394883e-14,5.480388738993989e-09,1.9578962437110734e-13,1.3547626212383358e-09,3.858412580978723e-09
0.0031046414607075515,0.537578818043459,5.6178424447261485e-08,4.6467304048141024e-08,3.077347453724575e-08,2.4832396127838467e-05,0.0,0.0,5.4854065120034894e-05,2.2432863090114696e-06,3.4494959038157935e-05,6.725354793388295e-06,5.138405898762785e-09,6.4278441153556165e-24,5.337607734774019e-17,5.33385995105666e-11,1.7522701623475196e-08,0.0011034947132292547,1.8079057486371294e-19,2.8608742010361046e-17,4.017967398662171e-17,8.963177020166752e-21,6.802969525983005e-13,5.95567574628981e-11,1.5126952990031675e-12,1.31950002084826e-13,1.6623180975187467e-20,8.335727612488822e-13,2.162110281375225e-12,8.809697965998542e-17,4.347894984933048e-11,2.5379331159557394e-18,1.319139841547292e-18,1.0890568773403978e-13,3.76,0.0,0.44098563418037995,0.9986745691166248,8.631693756676146e-05,7.075154920088783e-07,0.05930949997064478,0.060445522773714906,8.799199752796723e-05,1.4812558026372305e-13,0.0011209413532383044,1.5004879746413558e-05,2.4328340266139123e-06,1.5574268227374603e-08,1.0607860819979762e-13,5.0044890735257944e-08,1.7722324892052212e-06,1.578124984864921e-05,1.8061075495604899e-06,1.1433011292949111e-14,5.840521441629488e-14,1.1948534181768927e-07,1.0485604551951704e-07,2.011293850414428e-05,7.88548984374172e-05,1.1385709405111304e-09,5.469656644147931e-11,6.968365417776803e-08,2.043939105895991e-08,4.7585557488885775e-07,3.398564063176327e-09,2.3089218871190652e-06,7.698800405410435e-15,2.5294146863547617e-09,2.2298709217676716e-12,1.5923572760740483e-06,5.42462043251284e-09,6.418376275249962e-16,4.510658678149714e-12,1.3212116668917544e-14,5.642012384250738e-09,1.9888367019060307e-13,1.3649684021315286e-09,3.902282705766022e-09
0.0031169248108597006,0.5376015499361687,5.66285778160206e-08,4.6831188228823494e-08,3.114430535574131e-08,2.5128221207446024e-05,0.0,0.0,5.525431065031165e-05,2.274784475003071e-06,3.501535638518798e-05,6.839518975325492e-06,5.1997804292566286e-09,6.605602966342502e-24,5.441748901306407e-17,5.395055850349508e-11,1.7718615086498304e-08,0.0011121550388564158,1.8572824133045927e-19,2.893505675837876e-17,4.127770179470091e-17,9.175598886670623e-21,6.88077015950775e-13,6.074286925024284e-11,1.5391151366757206e-12,1.359627288009298e-13,1.7210073853395632e-20,8.53489172317788e-13,2.2201595710874917e-12,9.012305608650885e-17,4.4140738180567946e-11,2.6041619129731928e-18,1.353700996103604e-18,1.1185844067130173e-13,3.76,0.0,0.44076001770332396,0.9986642834740115,8.761242674089104e-05,7.181700194091451e-07,0.0595244622758812,0.060669527222861716,8.799109102214088e-05,1.486546315921667e-13,0.001129924257272921,1.5117988115072576e-05,2.4516578709532073e-06,1.569084435757872e-08,1.0689965816486375e-13,5.0422444025545795e-08,1.792078267248103e-06,1.6081335118098423e-05,1.8295061969452026e-06,1.1562579329223503e-14,5.88561762254524e-14,1.208003452989977e-07,1.0565322823250621e-07,2.0359134696716603e-05,7.972404441066979e-05,1.1545253994896053e-09,5.546376917282147e-11,7.063344985235216e-08,2.0670591692049892e-08,4.810562562715331e-07,3.444707848521049e-09,2.3560506584146164e-06,7.803329183536431e-15,2.5602774065711143e-09,2.257074846241583e-12,1.6163636552210388e-06,5.484026484597806e-09,6.505519692085764e-16,4.5718560025046645e-12,1.3357514277479301e-14,5.807669114640987e-09,2.0201258250896472e-13,1.3751959190684544e-09,3.946425414086782e-09
0.0031292081610118498,0.5376242712981771,5.7079915126461643e-08,4.719615547768853e-08,3.151806768907191e-08,2.5426494759866614e-05,0.0,0.0,5.565519965976917e-05,2.3065816580841576e-06,3.5541860925039955e-05,6.955222539405965e-06,5.261653565578461e-09,6.787869872673631e-24,5.5473966688805585e-17,5.456665134009783e-11,1.791569728792033e-08,0.0011208489805463397,1.9078287771262972e-19,2.926373147209185e-17,4.240181426346364e-17,9.392151939953432e-21,6.959096314710069e-13,6.19480739176906e-11,1.56586163399549e-12,1.4008244639527596e-13,1.7815258546351167e-20,8.737993338918103e-13,2.279507225384402e-12,9.218567346152948e-17,4.4809397805474035e-11,2.671839225005356e-18,1.3890377870883131e-18,1.1487949766838069e-13,3.76,0.0,0.44053449976808945,0.9986539484935905,8.892316960791535e-05,7.28940841218716e-07,0.059739273014893485,0.060893416733175214,8.799018016942459e-05,1.491832441762139e-13,0.0011389457700499647,1.5231339656168834e-05,2.470550787773518e-06,1.58076601232539e-08,1.0772372194966877e-13,5.080081497186198e-08,1.8120424354487111e-06,1.6385931579007792e-05,1.8531389788791391e-06,1.1692974283319217e-14,5.931037827885715e-14,1.221229770558824e-07,1.0645225074931197e-07,2.0607042411138282e-05,8.059963604917689e-05,1.1706375430683601e-09,5.623857587424582e-11,7.159224714620876e-08,2.090321300391233e-08,4.862871324291698e-07,3.4912856988280643e-09,2.40393145004261e-06,7.908841225108387e-15,2.5913527313904994e-09,2.2844661202131555e-12,1.6406396762868443e-06,5.5437721923608895e-09,6.593482824986985e-16,4.633628553088294e-12,1.3503758289291009e-14,5.977438424271627e-09,2.0517652262456799e-13,1.385444662121476e-09,3.990839622026132e-09
0.003141491511163999,0.5376469821404645,5.7532414219592135e-08,4.756218650789954e-08,3.189476113763861e-08,2.572722526172898e-05,0.0,0.0,5.6056709688571595e-05,2.338678152375158e-06,3.607452109752705e-05,7.072479816320087e-06,5.3240263232625765e-09,6.973866643064084e-24,5.654553206674245e-17,5.518687065055521e-11,1.8113942819604393e-08,0.0011295765317789444,1.959562902507552e-19,2.959477300392459e-17,4.355253561740787e-17,9.612880108358079e-21,7.03794706596123e-13,6.317259631643745e-11,1.5929361852272626e-12,1.443115687208764e-13,1.843921582914767e-20,8.945091944922871e-13,2.340175350215579e-12,9.428525830864222e-17,4.5484951844034065e-11,2.7409893119209262e-18,1.4251641348385994e-18,1.179701231847412e-13,3.76,0.0,0.4403090802271648,0.9986435640787689,9.024928152684446e-05,7.398286095399681e-07,0.05995393222795305,0.06111719135159289,8.79892649613076e-05,1.497114181178301e-13,0.0011480059437458106,1.5344928776095946e-05,2.4895127411539694e-06,1.5924709668654494e-08,1.0855079798666047e-13,5.11799849863703e-08,1.8321244164117783e-06,1.669508231912398e-05,1.8770072975968447e-06,1.1824193813851078e-14,5.976784050377324e-14,1.2345319852279452e-07,1.0725307527557474e-07,2.0856656728667516e-05,8.148168549393038e-05,1.1869078675198681e-09,5.7021012617571704e-11,7.256007293093073e-08,2.1137249171931346e-08,4.915480625213703e-07,3.5382988537902364e-09,2.4525721415567227e-06,8.015339337095471e-15,2.6226400095989078e-09,2.3120441691680018e-12,1.6651870797697357e-06,5.603855743138087e-09,6.682268013327872e-16,4.695977968961644e-12,1.3650844665271968e-14,6.151400812264447e-09,2.0837567332782164e-13,1.3957141203178937e-09,4.035524224815275e-09
0.003153774861316148,0.5376696824740465,5.798605283163977e-08,4.792926556732581e-08,3.2274385247979704e-08,2.603042109478854e-05,0.0,0.0,5.6458818252740366e-05,2.3710742089682426e-06,3.6613385435795615e-05,7.191305179630417e-06,5.386899624360249e-09,7.164015392721275e-24,5.763233161419939e-17,5.581120642606764e-11,1.8313346150997067e-08,0.001138337685738813,2.0125089084474578e-19,2.992818819178074e-17,4.4730399357409083e-17,9.837850260458441e-21,7.117321131340504e-13,6.441666272900586e-11,1.6203401680877755e-12,1.4865255691319788e-13,1.9082438479121562e-20,9.156247622704984e-13,2.402186288507052e-12,9.642223942263364e-17,4.616742307780731e-11,2.811637068930244e-18,1.4620941289470394e-18,1.2113159908515172e-13,3.76,0.0,0.4400837589335108,0.9986331301331046,9.159087776109015e-05,7.508339723998148e-07,0.06016843995544195,0.06134085112498537,8.798834538929247e-05,1.5023915351908014e-13,0.0011571048305952065,1.5458749870224027e-05,2.5085436952701192e-06,1.6041987127568275e-08,1.0938088471247202e-13,5.155993544457403e-08,1.8523236183150015e-06,1.7008830405974964e-05,1.9011125498486927e-06,1.1956234881742914e-14,6.022858274967642e-14,1.2479097048419055e-07,1.0805566393805383e-07,2.1107972502983894e-05,8.237020451857474e-05,1.2033369368523519e-09,5.7811106308774694e-11,7.353695331477383e-08,2.13726942373689e-08,4.968389010266499e-07,3.585748512956305e-09,2.5019806255545587e-06,8.122826236774487e-15,2.6541385613228838e-09,2.3398083932989487e-12,1.6900076013524028e-06,5.664275294393708e-09,6.77187752242051e-16,4.758905837058208e-12,1.3798769066303347e-14,6.329637904046372e-09,2.1161019925576735e-13,1.4060037817674362e-09,4.080478091457873e-09
0.003166058211468297,0.5376923723098497,5.8440808607361334e-08,4.829737798619135e-08,3.265693920553599e-08,2.6336090547074917e-05,0.0,0.0,5.686150285382293e-05,2.403770036941406e-06,3.715850255947923e-05,7.311713043470612e-06,5.4502743842186824e-09,7.358379821715557e-24,5.873446333886811e-17,5.6439649179421283e-11,1.8513901636793898e-08,0.0011471324353163274,2.0666906718484162e-19,3.0263983856118865e-17,4.59359482023795e-17,1.0067122134697055e-20,7.197217300996855e-13,6.568050082562576e-11,1.6480749073788522e-12,1.5310791901581657e-13,1.9745430814420876e-20,9.371521037026847e-13,2.4655626141506265e-12,9.859704529056687e-17,4.685683366845812e-11,2.8838075201393957e-18,1.4998420883440043e-18,1.2436522435540037e-13,3.76,0.0,0.4398585357405622,0.9986226465603131,9.294807346553696e-05,7.619575737455094e-07,0.060382796237852955,0.06156439610015876,8.798742144489563e-05,1.507664504821197e-13,0.0011662424828786612,1.5572797330883293e-05,2.527643614392252e-06,1.615948663212817e-08,1.1021398056786082e-13,5.1940647711331425e-08,1.8726394355896892e-06,1.7327218878657124e-05,1.9254561268141273e-06,1.208909458285415e-14,6.069262478702137e-14,1.2613625284624664e-07,1.0885997882926394e-07,2.1360984366408164e-05,8.326520453646219e-05,1.2199252853290764e-09,5.860888350607261e-11,7.452291377082293e-08,2.1609542091342904e-08,5.021594980923409e-07,3.633635844658967e-09,2.552164806017004e-06,8.231304570598446e-15,2.685847678853618e-09,2.3677581682983618e-12,1.715102971724007e-06,5.7250289645153845e-09,6.862313558468481e-16,4.822413703042952e-12,1.3947527137401032e-14,6.512232430325432e-09,2.1488025874756183e-13,1.4163131344160734e-09,4.12570006248857e-09
0.0031783415616204462,0.5377150516586645,5.8896659232175286e-08,4.866650563947813e-08,3.304242171153389e-08,2.664424183864032e-05,0.0,0.0,5.7264740993934546e-05,2.4367658143206087e-06,3.770992115021244e-05,7.433717850381776e-06,5.514151524155474e-09,7.556931496663783e-24,5.985202003699479e-17,5.7072190023759297e-11,1.8715603537744792e-08,0.0011559607731896635,2.1221319242082413e-19,3.060216679910041e-17,4.716973163484468e-17,1.0300754733300306e-20,7.277634442527443e-13,6.69643392652786e-11,1.6761416696531572e-12,1.5768019732672415e-13,2.042871079800071e-20,9.590973273271356e-13,2.530327066251749e-12,1.0081010340163441e-16,4.7553205135455894e-11,2.957525940730837e-18,1.53842257857603e-18,1.2767231036529223e-13,3.76,0.0,0.43963341050210947,0.9986121132642274,9.432098370277626e-05,7.732000545235488e-07,0.060597001115754195,0.06178782632387348,8.798649311964387e-05,1.5129330910910704e-13,0.0011754189529019313,1.56870655474962e-05,2.546812462858566e-06,1.6277202312721082e-08,1.1105008399655517e-13,5.232210314153167e-08,1.8930712525250156e-06,1.765029074945476e-05,1.950039415492776e-06,1.2222770071303326e-14,6.115998632697049e-14,1.2748900460690556e-07,1.0966598201282318e-07,2.1615686797363866e-05,8.416669670019788e-05,1.2366734176822637e-09,5.941436950321526e-11,7.551797901670496e-08,2.184778645528232e-08,5.075097029623538e-07,3.6819619811838796e-09,2.6031325937211068e-06,8.340776903042358e-15,2.717766635301964e-09,2.3958928529933613e-12,1.7404749178656612e-06,5.7861148317035464e-09,6.953578259148165e-16,4.8865030646523175e-12,1.4097114477276858e-14,6.699267917600456e-09,2.1818602220137453e-13,1.426641666045405e-09,4.171188946720011e-09
0.0031906249117725953,0.5377377205314608,5.9353582161831067e-08,4.903663241363752e-08,3.3430831271593345e-08,2.6954883084887597e-05,0.0,0.0,5.7668510176784896e-05,2.470061672373369e-06,3.8267689978805656e-05,7.557334085172204e-06,5.578531855028429e-09,7.759787244371974e-24,6.098510713721415e-17,5.770881771530901e-11,1.891844598757908e-08,0.001164822691704738,2.17885672176521e-19,3.094274380993734e-17,4.84323095572308e-17,1.0538810023442313e-20,7.358571121490832e-13,6.826840821375235e-11,1.7045417164912788e-12,1.6237198704075288e-13,2.1132800884764306e-20,9.814666059756621e-13,2.5965026369436116e-12,1.030618440001374e-16,4.8256558725496677e-11,3.032817888030525e-18,1.5778502522398615e-18,1.3105418749485193e-13,3.76,0.0,0.43940838307249985,0.9986015301488738,9.570972338237526e-05,7.84562051023367e-07,0.06081105462983645,0.06201114184282054,8.798556040508102e-05,1.5181972950234157e-13,0.001184634293002645,1.5801548904147477e-05,2.5660502051114945e-06,1.639512829484767e-08,1.1188919344683162e-13,5.2704283072577364e-08,1.913618438548844e-06,1.7978088984542208e-05,1.974863796369117e-06,1.2357258134524723e-14,6.163068698826758e-14,1.2884918427805878e-07,1.1047363551638621e-07,2.1872074034468877e-05,8.50746917633714e-05,1.2535818454878324e-09,6.022758943502594e-11,7.652217296956352e-08,2.208742096268742e-08,5.128893605906399e-07,3.730728014481484e-09,2.6548919093738058e-06,8.45124570743838e-15,2.7498946734562317e-09,2.4242117794245855e-12,1.7661251609106897e-06,5.847530951245165e-09,7.045673686283266e-16,4.951175366091735e-12,1.424752652232382e-14,6.890829115870812e-09,2.2152764817905513e-13,1.4369888640176312e-09,4.2169435346091764e-09
0.0032029082619247445,0.5377603789389843,5.981155505591252e-08,4.9407738593112895e-08,3.382216602965699e-08,2.726802231383814e-05,0.0,0.0,5.8072787918949163e-05,2.503657703070629e-06,3.8831857891630444e-05,7.682576267219907e-06,5.643416227944684e-09,7.967088563134784e-24,6.213382167033478e-17,5.834952208309604e-11,1.9122423012084854e-08,0.001173718182930755,2.236889495490934e-19,3.1285721662506145e-17,4.9724250679975583e-17,1.0781349816200246e-20,7.440026040115388e-13,6.95929390871767e-11,1.7332762678674578e-12,1.6718592793112655e-13,2.185823477423378e-20,1.0042661657708395e-12,2.6641125288169764e-12,1.0535269806037936e-16,4.896691520944747e-11,3.109709148601807e-18,1.6181399370011232e-18,1.345122019984684e-13,3.76,0.0,0.43918345330656494,0.9985908971184415,9.711440726946839e-05,7.960441955693507e-07,0.06102495682088405,0.06223434270363368,8.798462329276524e-05,1.5234571176419732e-13,0.0011938885555369992,1.591624177694417e-05,2.5853568056812925e-06,1.6513258696988932e-08,1.1273130737079228e-13,5.308716881523058e-08,1.9342803508167845e-06,1.831065650433595e-05,1.999930644302445e-06,1.249255566613596e-14,6.210474630985587e-14,1.3021674968497352e-07,1.1128290130999499e-07,2.2130140123521066e-05,8.598920014503315e-05,1.2706510814486125e-09,6.104856849250857e-11,7.753551921075415e-08,2.2328439105232737e-08,5.182983155606996e-07,3.779935019068068e-09,2.7074506806234397e-06,8.562713417972276e-15,2.782231011690659e-09,2.4527142581500963e-12,1.7920554170268803e-06,5.909275347244348e-09,7.13860186926076e-16,5.016432029221859e-12,1.4398758702089705e-14,7.08700179873169e-09,2.2490530874063465e-13,1.447354215075651e-09,4.26296259011394e-09
0.0032151916120768936,0.5377830268920792,6.027055512737072e-08,4.977981125861149e-08,3.421642376904584e-08,2.758366745962937e-05,0.0,0.0,5.8477551750416815e-05,2.5375539575913304e-06,3.9402473803511866e-05,7.809458950912867e-06,5.7088053767658904e-09,8.178758183252045e-24,6.329825635233624e-17,5.899429135289635e-11,1.9327528540663213e-08,0.0011826472386315108,2.296255334928704e-19,3.163110711009065e-17,5.1046133164246993e-17,1.1028434665586619e-20,7.521997699247856e-13,7.093816460983427e-11,1.7623464691187653e-12,1.7212470780172047e-13,2.2605563130006848e-20,1.0275022898916632e-12,2.7331801661836174e-12,1.076830942498204e-16,4.9684294541179795e-11,3.1882257832500533e-18,1.6593066767702229e-18,1.3804771710247692e-13,3.76,0.0,0.43895862105964806,0.99858021407731,9.85351499680865e-05,8.076471162343946e-07,0.061238707729801126,0.06245742895288699,8.798368177427141e-05,1.5287125599715e-13,0.0012031817928715956,1.6031138544907954e-05,2.6047322291901324e-06,1.6631587642310693e-08,1.1357642422455689e-13,5.347074168880652e-08,1.9550563341180395e-06,1.8648036175119708e-05,2.025241328097292e-06,1.2628659367399224e-14,6.258218374479497e-14,1.315916577042534e-07,1.1209374135898634e-07,2.2389878897010988e-05,8.691023191087263e-05,1.2878815842888085e-09,6.18773301034532e-11,7.855804020755288e-08,2.2570834232312283e-08,5.237364057897172e-07,3.8295840169368415e-09,2.760816841685272e-06,8.67518234894151e-15,2.8147748419097514e-09,2.481399576452955e-12,1.8182673968179457e-06,5.971346003290239e-09,7.232364736997244e-16,5.08227440485919e-12,1.4550806293412556e-14,7.287872823584279e-09,2.283191437904898e-13,1.4577372063322507e-09,4.309244852093236e-09
0.0032274749622290427,0.5378056644014694,6.073055989837522e-08,5.0152833182299995e-08,3.461360200770348e-08,2.790182636876046e-05,0.0,0.0,5.8882779227266896e-05,2.5717504491599205e-06,3.997958669130617e-05,7.937996721539975e-06,5.7747001014055055e-09,8.39492683162622e-24,6.447850971040165e-17,5.964311514917168e-11,1.9533756407874554e-08,0.0011916098502872548,2.356979286307303e-19,3.1978906893781426e-17,5.23985441009659e-17,1.1280127609184639e-20,7.604484774882868e-13,7.230431870355567e-11,1.7917534618966322e-12,1.77191059787428e-13,2.3375340927036036e-20,1.0511813142440628e-12,2.803729177598114e-12,1.1005346360104033e-16,5.040871645243735e-11,3.2683941063527952e-18,1.701365671696782e-18,1.4166211183204838e-13,3.76,0.0,0.438733886187583,0.9985694809300445,9.997206591418288e-05,8.193714370553503e-07,0.061452307397594594,0.06268040063710029,8.798273584119094e-05,1.5339636230378326e-13,0.0012125140573695384,1.6146233595192198e-05,2.6241764403455936e-06,1.6750109263007263e-08,1.1442454246797322e-13,5.3854983040252666e-08,1.975945722011092e-06,1.8990270803062523e-05,2.0507972107050145e-06,1.2765566035127942e-14,6.3063018663112e-14,1.3297386470358447e-07,1.1290611768577388e-07,2.2651283997528792e-05,8.78377967983993e-05,1.3052738316522415e-09,6.271389765233202e-11,7.95897578196718e-08,2.2814599567500965e-08,5.292034670526187e-07,3.879675998569398e-09,2.8149983310805644e-06,8.788654744058953e-15,2.8475253318827595e-09,2.5102670002896956e-12,1.844762805449517e-06,6.03374087828317e-09,7.326964160023896e-16,5.148703803576181e-12,1.4703664590617783e-14,7.493530054361774e-09,2.317693100094259e-13,1.4681373257073594e-09,4.3557890330341145e-09
