Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248)
6.920442699689192e-05,0.7408119315020654,4.3244513893128316e-05,1.3681452937805143e-05,1.2222352260611266e-05,0.0011120102630725595,0.0,0.0,0.0006327016789501213,1.1791363284381524e-05,0.0015771864741847095,9.931254604553136e-05,1.1370923748020543e-05,9.432908526444054e-16,1.0256612781634928e-11,1.9798880630218297e-08,1.749781134956679e-05,0.001726893607946082,1.5828137338411022e-08,1.0842125694916142e-11,3.639366997971879e-08,3.486258309397008e-14,1.005697348673006e-09,1.5979127285465586e-08,2.72295774888309e-09,1.6903373255278102e-07,1.90026756322194e-13,2.3418527915817045e-09,1.1791051690568299e-08,1.6667410588951355e-11,9.786170028132391e-09,3.499403876415355e-13,5.143657426734105e-13,9.979965900582744e-10,3.76,0.0,0.3737507523824294,0.9952364494349187,0.0016969198207261913,8.230081378471611e-05,0.3416830765890349,0.34630816036827805,0.0005939965683691407,1.88266385118149e-11,0.0016029216061902215,0.00026257444276841325,0.000520484956302159,2.1393074081448235e-08,1.1356283844758248e-09,2.865894093764111e-06,1.1765033958324012e-05,7.885133127024342e-05,0.00020738164952825944,1.8240668633210133e-11,3.618978648876239e-10,1.1969823072417678e-05,6.4549985905892455e-06,0.0018510670908676978,0.0012245852886145956,1.1209327219274175e-05,1.0057408561063722e-06,4.198436077023186e-05,2.825465448479565e-06,0.0002405118814487871,1.0133348541618389e-07,8.868844136045627e-05,1.3415061757141083e-12,2.25757039574452e-07,1.7457336673002584e-09,0.00018974598268418357,1.858752679921359e-08,1.7591763459317926e-13,3.1291298137707976e-09,2.7991113286342267e-11,2.023532281522642e-06,6.91165895497457e-08,3.2877775987168287e-09,7.65761971159771e-07,7.936823881253653e-08,5.115867767996694e-12,2.1232457443495406e-06,4.717081189556741e-10,2.617340581983916e-08,5.676893131579451e-08,5.070754172918164e-08,1.1168771397017404e-13,4.684538830087969e-07,0.0001537721918708673,1.1210815919045276e-07,1.905986098551153e-11,1.3409667732040636e-13,3.0729135919449006e-14,9.952042367651986e-08,5.804293711797524e-14,1.442150181046609e-09,4.703447262413524e-11,3.795946697345895e-05,3.5305364491196936e-10,1.1565210826909582e-10,1.716057418873955e-17,0.00020856795442044448,2.69627251154597e-11,4.459208373180119e-09,1.750649735478985e-05,2.3462029713048867e-08,4.174886594396362e-14,2.9449042417118324e-09,2.7173687656146008e-08,6.962128291587316e-14,3.464045034401705e-08,3.943535289250441e-07,2.7595698123514517e-11,1.5501271664548158e-07,5.518311376518204e-11
6.94655067526064e-05,0.7409352470582223,4.37217632685815e-05,1.3835489200145325e-05,1.2394394693666768e-05,0.001126291634500383,0.0,0.0,0.0006402574392626361,1.2056217213228657e-05,0.0016039426636250257,0.00010101257412121489,1.1541351564501757e-05,9.776139197476113e-16,1.0513565247150278e-11,2.0073931982517974e-08,1.7735722679267552e-05,0.0017449404900130023,1.6168707351944982e-08,1.0956353721348122e-11,3.691088756849748e-08,3.548868002167945e-14,1.0200007200789104e-09,1.6438790144874373e-08,2.78913225955202e-09,1.7243611173613423e-07,1.9585997619853124e-13,2.4119439106691433e-09,1.2136530024076293e-08,1.7138279008902153e-11,9.974295684787752e-09,3.600490825607907e-13,5.301231329806242e-13,1.0287190339199427e-09,3.76,0.0,0.37280226830561336,0.9951815897174338,0.0017225273015692827,8.349866356680966e-05,0.3425534734381213,0.3472333508547533,0.0005939638180737236,1.8870415613844747e-11,0.0016203022067885387,0.00026465351867614457,0.0005241907721888928,2.1557698031087254e-08,1.1437275118509347e-09,2.8887552439497617e-06,1.1937026798699188e-05,8.035064523324223e-05,0.00020990214645476212,1.84943712594225e-11,3.647865489419617e-10,1.2130540541912052e-05,6.507206417945237e-06,0.0018783116293326937,0.001238043183080668,1.1385184542784591e-05,1.0215099976001864e-06,4.2628284713711706e-05,2.863523992544893e-06,0.00024365991599908747,1.0286505029292588e-07,9.065875577452411e-05,1.3617809199434203e-12,2.2904048422095143e-07,1.771109017362261e-09,0.00019308768891985434,1.883340274614399e-08,1.7857627811491248e-13,3.1751249062764926e-09,2.8389011859240394e-11,2.088045326860751e-06,7.021931143421182e-08,3.31330725871626e-09,7.761823046808626e-07,8.038960095092743e-08,5.191540562976733e-12,2.1666660893422814e-06,4.768934390008745e-10,2.6519857459558595e-08,5.8306621676118635e-08,5.141923142102554e-08,1.1323015607717588e-13,4.7579824817659743e-07,0.00015537256684772713,1.1487352289775659e-07,1.952568666934245e-11,1.3593028837026254e-13,3.114924253722698e-14,1.0146004146745567e-07,5.922287625003282e-14,1.4674457976413284e-09,4.8058559108006377e-11,3.869512020446481e-05,3.5925153376990435e-10,1.1829222128011584e-10,1.7683060259450958e-17,0.00021002298294311127,2.7263356548447568e-11,4.5432800312047315e-09,1.7792436781059826e-05,2.37029621035858e-08,4.291371632328385e-14,2.9827893146936584e-09,2.734741792779428e-08,7.105721379968806e-14,3.519817471320802e-08,3.9684579457771226e-07,2.833693901513931e-11,1.5960241296364396e-07,5.61528742914777e-11
6.972658650832089e-05,0.7410583410215822,4.420291240370358e-05,1.3991015366500887e-05,1.2568634670585015e-05,0.001140724687945887,0.0,0.0,0.0006478715928833771,1.2326348377950938e-05,0.0016310907302543886,0.00010273761261199019,1.1713964398058273e-05,1.0131959786316353e-15,1.0776302517881241e-11,2.0352175185244195e-08,1.797610815519937e-05,0.0017631499908567605,1.6515906319220305e-08,1.1071475619941753e-11,3.7435001514523236e-08,3.612670836021661e-14,1.0344843572085267e-09,1.6910915193749623e-08,2.856704472613478e-09,1.7589649646618213e-07,2.018729911943018e-13,2.483992664302894e-09,1.2491321652133378e-08,1.7621182695257803e-11,1.0165662416103923e-08,3.704226218575903e-13,5.463326897947347e-13,1.0603159729928687e-09,3.76,0.0,0.3718558233293555,0.9951260855390173,0.001748477469328272,8.471200978980624e-05,0.34342099472461557,0.34815625703366176,0.000593930683176566,1.8914007894017073e-11,0.001637870999690227,0.000266740796696449,0.0005279104608251916,2.1722909066168546e-08,1.1518569372799603e-09,2.911710576178904e-06,1.211077325726205e-05,8.187357323943348e-05,0.00021244960904185482,1.8750804522163835e-11,3.677005295883683e-10,1.229285595246889e-05,6.559646101087424e-06,0.001905884816351206,0.0012516029849595363,1.1563389179620809e-05,1.0374893709588044e-06,4.328052327621232e-05,2.901962608193924e-06,0.0002468382403609073,1.0441596236802962e-07,9.266784033605032e-05,1.382311766116748e-12,2.3236275852206862e-07,1.7967842374986781e-09,0.00019647805754862698,1.9081648954473805e-08,1.8126850330792868e-13,3.2216858270649466e-09,2.879091723838439e-11,2.154448067325471e-06,7.133490813799828e-08,3.338933359049711e-09,7.867094376288363e-07,8.142048250000299e-08,5.268183255027467e-12,2.210836326407337e-06,4.821180380288717e-10,2.687040276305934e-08,5.988210082482849e-08,5.2139254702554725e-08,1.1479021881972337e-13,4.832400337963301e-07,0.00015698344236776638,1.1770447648194224e-07,2.0002445134794187e-11,1.3778465970021724e-13,3.157410748850916e-14,1.034328584076089e-07,6.042333280763692e-14,1.4931060813450436e-09,4.910193151010738e-11,3.944265432768989e-05,3.655387865441789e-10,1.2098830732739093e-10,1.8220551616472408e-17,0.0002114784123726438,2.756642137238096e-11,4.628670329023392e-09,1.808422283815388e-05,2.3946361690552455e-08,4.4108140711021306e-14,3.021027210944698e-09,2.7521761695361375e-08,7.251954888230736e-14,3.576720330093952e-08,3.9934610810666744e-07,2.909620432574166e-11,1.643336616906288e-07,5.714245623221131e-11
6.998766626403538e-05,0.7411812147726083,4.468797245839176e-05,1.4148041709603982e-05,1.274509637932691e-05,0.0011553107130287661,0.0,0.0,0.0006555440776759592,1.2601841255679066e-05,0.001658635599354466,0.00010448797049661248,1.1888784621947198e-05,1.0500462560373882e-15,1.1044955363656321e-11,2.0633635817870907e-08,1.8218978549861452e-05,0.0017815234268586794,1.686985133972631e-08,1.1187499937679712e-11,3.7966110702706546e-08,3.677691589365815e-14,1.0491500338540344e-09,1.7395813689294143e-08,2.9256970136211817e-09,1.7941570910230218e-07,2.0807137840279294e-13,2.5580483856894935e-09,1.2855645908886313e-08,1.811638782329999e-11,1.0360317641395453e-08,3.8106714591579944e-13,5.630064333966715e-13,1.0928098683339254e-09,3.76,0.0,0.3709114101125521,0.9950699300356539,0.0017747744805299028,8.59410015369253e-05,0.3442856398004246,0.3490768844746849,0.0005938971595816015,1.8957415217841257e-11,0.001655630468099215,0.0002688362157938126,0.0005316440952571119,2.1888701442851886e-08,1.1600168186080904e-09,2.9347595037092457e-06,1.2286277866369054e-05,8.342039233352966e-05,0.0002150242782249893,1.9009986425136283e-11,3.7064004437200615e-10,1.2456776112917295e-05,6.612316659023018e-06,0.0019337895670163967,0.001265264996040991,1.1743965983979813e-05,1.0536811990128968e-06,4.394115904913913e-05,2.9407830108635275e-06,0.0002500469901059207,1.0598640537128987e-07,9.471632580342239e-05,1.4031011463579153e-12,2.3572419160366053e-07,1.8227618658290173e-09,0.0001999176286083351,1.933227389307717e-08,1.8399462909580856e-13,3.2688175942946983e-09,2.919684234277666e-11,2.222790746137455e-06,7.246344518090124e-08,3.364655118919362e-09,7.973439228984396e-07,8.246092015508862e-08,5.345806263397357e-12,2.2557669942886764e-06,4.873820325398798e-10,2.7225081884669103e-08,6.14961767794998e-08,5.286768415264444e-08,1.163680475382597e-13,4.907802909574944e-07,0.0001586048609698944,1.2060239315105322e-07,2.0490361719814595e-11,1.396599685340258e-13,3.2003766869065315e-14,1.054393489667833e-07,6.164461014860244e-14,1.5191349912835027e-09,5.0164898397626646e-11,4.020222151819768e-05,3.719163725354208e-10,1.2374146869193893e-10,1.8773450504080306e-17,0.000212934134214819,2.7871930958088173e-11,4.715395517378587e-09,1.8381946601738782e-05,2.4192254629370508e-08,4.533280396805695e-14,3.059619284975569e-09,2.769672339597201e-08,7.400872813479107e-14,3.634770790542617e-08,4.0185452085389487e-07,2.987387356812756e-11,1.6921080987342286e-07,5.815234462556601e-11
7.024874601974986e-05,0.7413038696949846,4.51769543003201e-05,1.4306578493211016e-05,1.29238041616688e-05,0.0011700510061573932,0.0,0.0,0.0006632748213712265,1.2882781059306622e-05,0.0016865822465231763,0.00010626395964535986,1.206583473327525e-05,1.0879743222832987e-15,1.1319615610406372e-11,2.091834235906712e-08,1.8464344430554188e-05,0.0018000621179711778,1.7230661359775387e-08,1.1304435395035997e-11,3.850431549975238e-08,3.743955414806795e-14,1.0639994810957006e-09,1.7893803762954698e-08,2.996132668580367e-09,1.8299458135000483e-07,2.1446088975558752e-13,2.6341614775811732e-09,1.3229726236090074e-08,1.8624165281945016e-11,1.0558309254962203e-08,3.919888205092511e-13,5.801566710148897e-13,1.1262236797058694e-09,3.76,0.0,0.3699690213227615,0.9950131162841684,0.001801422534730697,8.718578830349286e-05,0.3451474079529334,0.34999523873825145,0.0005938632431563535,1.9000637441276974e-11,0.0016735831285530646,0.00027093971366452184,0.000535391750491396,2.2055069306613397e-08,1.1682073179412388e-09,2.9579014267568464e-06,1.2463544905544966e-05,8.499138098600978e-05,0.00021762639576911502,1.9271931891066503e-11,3.7360533162769555e-10,1.2622307712610882e-05,6.665217084591994e-06,0.0019620288049726022,0.00127902951320209,1.1926939949614102e-05,1.070087717443514e-06,4.461027496040609e-05,2.979986886667137e-06,0.00025328629910954966,1.0757656357308972e-07,9.680485011526509e-05,1.4241514994428508e-12,2.3912511318022797e-07,1.8490444449032893e-09,0.00020340694535813135,1.9585285800018583e-08,1.8675497522067775e-13,3.3165254108349304e-09,2.960679834014328e-11,2.2931247884015553e-06,7.360498698828646e-08,3.390471741545112e-09,8.080863083990233e-07,8.351094995572776e-08,5.424420093604512e-12,2.301468739863656e-06,4.926855371427361e-10,2.758393518767165e-08,6.31496714822702e-08,5.360459255967389e-08,1.1796378756639435e-13,4.984200782793078e-07,0.0001602368659504031,1.2356866807258845e-07,2.0989665237734445e-11,1.4155638149115078e-13,3.2438257790499044e-14,1.0747999263412566e-07,6.28870154400504e-14,1.545536507668616e-09,5.1247772622444296e-11,4.097397524982304e-05,3.7838526633024386e-10,1.265528271642071e-10,1.934216921663985e-17,0.00021439003950702776,2.8179896661148126e-11,4.803471974160463e-09,1.868569975204788e-05,2.4440667227086254e-08,4.6588384208152077e-14,3.0985668660191047e-09,2.7872307512081085e-08,7.552519837345028e-14,3.6939861322711596e-08,4.0437108455413385e-07,3.067033259997032e-11,1.7423832742973396e-07,5.918303651818143e-11
7.050982577546435e-05,0.7414263071756145,4.566986849928742e-05,1.4466635976751332e-05,1.3104782511041624e-05,0.001184946870509517,0.0,0.0,0.0006710637414812195,1.3169253726088925e-05,0.0017149356979805049,0.00010806589483114723,1.2245137341391378e-05,1.127226903470154e-15,1.1600396555176451e-11,2.1206323704591273e-08,1.8712216155802922e-05,0.0018187673875216068,1.7598457196421905e-08,1.1422290894213688e-11,3.904971777246475e-08,3.811487834767413e-14,1.0790348330979814e-09,1.8405210543299223e-08,3.068034393612978e-09,1.8663395433482338e-07,2.2104745194766238e-13,2.7123834317366478e-09,1.36137902282023e-08,1.9144790726989554e-11,1.0759685605563953e-08,4.0319387877920206e-13,5.97796007461124e-13,1.1605808742908426e-09,3.76,0.0,0.36902864963632964,0.9949556373019894,0.001828425874741124,8.844651997924292e-05,0.3460062984049374,0.35091132537567366,0.0005938289297331672,1.904367441364157e-11,0.0016917315312296607,0.00027305122672967243,0.0005391535035255325,2.222200669335404e-08,1.1764286017115504e-09,2.9811357322602273e-06,1.2642578397004845e-05,8.658681906366002e-05,0.00022025620424334278,1.95366561813028e-11,3.765966304548079e-10,1.2789457314728159e-05,6.718346344361748e-06,0.0019906054621193657,0.001292896828330164,1.2112336205753647e-05,1.0867111741424112e-06,4.528795426530167e-05,3.019575904443274e-06,0.00025655629951304264,1.0918662175999788e-07,9.893405840437049e-05,1.4454652708275952e-12,2.4256585351294825e-07,1.8756345214064245e-09,0.00020694655425338576,1.9840692687165292e-08,1.8954986230394828e-13,3.3648147739315734e-09,3.002079611819427e-11,2.3655028242907743e-06,7.475959687333318e-08,3.4163824142958524e-09,8.189371350175156e-07,8.45706072682479e-08,5.504035323362295e-12,2.3479523185603646e-06,4.980286645249054e-10,2.794700323238829e-08,6.484342095319834e-08,5.4350052911065684e-08,1.1957758445303647e-13,5.061604618950109e-07,0.00016187950138828245,1.2660471852530765e-07,2.150058800088553e-11,1.434740613574197e-13,3.2877623749383295e-14,1.0955527394976823e-07,6.415085967751555e-14,1.572314631616876e-09,5.2350871238762754e-11,4.17580702945404e-05,3.849464475548666e-10,1.2942352457398727e-10,1.9927130020680254e-17,0.00021584601884214278,2.8490329784468472e-11,4.892916204089673e-09,1.89955745572486e-05,2.4691625941334856e-08,4.787557246147662e-14,3.13787125815052e-09,2.8048518571136903e-08,7.706941329458585e-14,3.754383731113219e-08,4.068958513253871e-07,3.148597368673544e-11,1.7942081004095659e-07,6.023504121392145e-11
7.077090553117884e-05,0.7415485286046705,4.616672534215838e-05,1.4628224418050777e-05,1.3288056072476812e-05,0.0011999996160129162,0.0,0.0,0.0006789107452018437,1.3461345905638736e-05,0.0017437010308509247,0.0001098940937435969,1.2426715178221528e-05,1.1679274798745122e-15,1.1887437594051285e-11,2.149760538648677e-08,1.8962603871722323e-05,0.0018376405620123912,1.797336156119006e-08,1.1541075519207947e-11,3.960242090615532e-08,3.8803150004883576e-14,1.0942579791962513e-09,1.893036628004443e-08,3.141425298134848e-09,1.9033467867746922e-07,2.27837171822223e-13,2.7927668459871544e-09,1.4008069677066434e-08,1.9678544638409373e-11,1.0964495500858277e-08,4.146888189400054e-13,6.159373529740384e-13,1.1959054354801332e-09,3.76,0.0,0.3680902877385228,0.9948974860469298,0.0018557887868421708,8.972334683032596e-05,0.3468623103146004,0.3518251499292852,0.0005937942151098876,1.9086525983178377e-11,0.0017100782602526604,0.0002751706901259441,0.0005429294333780416,2.2389507536264916e-08,1.1846808407435379e-09,3.00446179394061e-06,1.2823382101241451e-05,8.820698779924185e-05,0.0002229139469948412,1.9804177557139937e-11,3.796141806911023e-10,1.2958231351373375e-05,6.771703378392114e-06,0.0020195224783116075,0.001306867228245484,1.2300180013485449e-05,1.1035538286380963e-06,4.597428053559653e-05,3.0595517006818755e-06,0.00025985712168646755,1.1081676520023018e-07,0.00010110460300990824,1.4670449130712142e-12,2.460467433669069e-07,1.902534645888903e-09,0.00021053700491982633,2.009850235768879e-08,1.9237961195930008e-13,3.4136907300316498e-09,3.0438847377650905e-11,2.439978712531588e-06,7.59273370269299e-08,3.44238630923274e-09,8.298969377992645e-07,8.563992678304996e-08,5.5846625782092395e-12,2.3952285947635233e-06,5.034115254228621e-10,2.831432677456601e-08,6.657827544523679e-08,5.5104138383051294e-08,1.2120958418629408e-13,5.140025154348415e-07,0.00016353281217090177,1.29711984049476e-07,2.2023365864985183e-11,1.454131868419023e-13,3.332190138900097e-14,1.1166568253957939e-07,6.543645771553656e-14,1.5994733843577337e-09,5.3474515219149276e-11,4.2554662721569116e-05,3.916009005870298e-10,1.323547231478752e-10,2.0528765261081194e-17,0.00021730196239253585,2.8803241593941604e-11,4.9837448383868275e-09,1.9311663856157534e-05,2.4945157379559586e-08,4.919507170246302e-14,3.1775337414580527e-09,2.822536114526083e-08,7.864183357524435e-14,3.815981055522939e-08,4.094288736599127e-07,3.232119560406657e-11,1.8476298208894977e-07,6.130888052665401e-11
7.103198528689332e-05,0.7416705353755658,4.66675348114201e-05,1.4791354068485293e-05,1.3473649639871326e-05,0.0012152105593248846,0.0,0.0,0.0006868157293226813,1.3759144947393768e-05,0.0017728833734487817,0.00011174887699171884,1.2610591104288358e-05,1.2098190332882963e-15,1.2180846858260026e-11,2.179221549789454e-08,1.9215517508245243e-05,0.0018566829709190293,1.8355499084340402e-08,1.1660798537348641e-11,4.016252982315717e-08,3.950463632294118e-14,1.1096705878474956e-09,1.9469610469031994e-08,3.2163286344278326e-09,1.9409761456714862e-07,2.3483634071286895e-13,2.875365442663166e-09,1.4412800616149218e-08,2.0225712376701218e-11,1.1172788219275458e-08,4.2648017082494416e-13,6.345939264849943e-13,1.2322218717472147e-09,3.76,0.0,0.367153928323662,0.9948386554169864,0.0018835156009988287,9.101641948104817e-05,0.3477154427753957,0.35273671793257994,0.0005937590950472724,1.9129191988030042e-11,0.0017286259339955477,0.0002772980376988093,0.0005467196211189774,2.255756565625695e-08,1.1929642103206354e-09,3.0278789722589793e-06,1.300595951265581e-05,8.985216976026428e-05,0.000225599868122088,2.007451048960803e-11,3.8265822288673784e-10,1.3128636125580778e-05,6.825287099965452e-06,0.0020487828010568973,0.001320940994623757,1.2490496764063404e-05,1.1206179521273222e-06,4.666933764655489e-05,3.0999158771448745e-06,0.0002631888941939798,1.124671796110631e-07,0.00010331714348792141,1.4888928841297669e-12,2.495681139672566e-07,1.9297473723302633e-09,0.00021417885012698862,2.0358722368182076e-08,1.9524454644098888e-13,3.4631584302432594e-09,3.086096174231789e-11,2.516607564182741e-06,7.710826850542617e-08,3.4684825821435045e-09,8.409662465748472e-07,8.671894249809344e-08,5.666312570101844e-12,2.4433085422076817e-06,5.088342285924065e-10,2.8685946767736058e-08,6.835509960025988e-08,5.586692233264803e-08,1.2285993262550147e-13,5.219473200070353e-07,0.0001651968440200229,1.3289192659185418e-07,2.2558238219365363e-11,1.4737392836887076e-13,3.377112609823918e-14,1.1381171315016477e-07,6.674412833930003e-14,1.6270168071855538e-09,5.4619029978134505e-11,4.33639098962187e-05,3.983496148890476e-10,1.3534760549654415e-10,2.1147518037819203e-17,0.00021875775993425258,2.911864334218088e-11,5.075974634360396e-09,1.963406104030414e-05,2.5201288298211615e-08,5.0547598720775046e-14,3.2175555692694177e-09,2.840283985125953e-08,8.024292703562635e-14,3.878795662633973e-08,4.1197020441611097e-07,3.3176403668410726e-11,1.9026969963531906e-07,6.2405089034479e-11
7.126695706703636e-05,0.7417801590908981,4.712165082287134e-05,1.4939496951300347e-05,1.3642688063979046e-05,0.0012290367610548174,0.0,0.0,0.0006939796945232251,1.4032116200112641e-05,0.0017995083051402475,0.00011344117886418209,1.2778063294740985e-05,1.2487285283731165e-15,1.2450450642819624e-11,2.2060235030583596e-08,1.9445307473316204e-05,0.001873966935405438,1.8705711777978897e-08,1.1769359392810489e-11,4.06730477647841e-08,4.014749701896325e-14,1.1237057489053767e-09,1.9967262398036422e-08,3.285054110187872e-09,1.97538166455779e-07,2.413200244719871e-13,2.9516434844320773e-09,1.4786193019796182e-08,2.072987198894239e-11,1.1363270572989126e-08,4.373512321175014e-13,6.51836540816092e-13,1.2657754040190362e-09,3.76,0.0,0.36631291094246804,0.9947851210663324,0.0019087844840811712,9.219419979037907e-05,0.34848079925990433,0.35355520435144405,0.0005937271368078186,1.9167432594450744e-11,0.0017454928400240904,0.0002792193357642126,0.0005501430492622837,2.2709289237844242e-08,1.2004460080738691e-09,3.049031797972502e-06,1.3171798372830733e-05,9.135445442529094e-05,0.00022804149197953104,2.0320225886960785e-11,3.854207108559444e-10,1.3283399804660257e-05,6.8737053473136546e-06,0.0020754130606689025,0.0013336959912881394,1.2663917294993804e-05,1.1361669058067639e-06,4.73024234722821e-05,3.1365770109674967e-06,0.0002662140567617265,1.1397003809224735e-07,0.00010534488733487569,1.5087875148757817e-12,2.5277223263874993e-07,1.954508214173911e-09,0.00021750091252165609,2.0594987265941236e-08,1.9785333738436858e-13,3.508189975465737e-09,3.124434619352797e-11,2.5874608918375795e-06,7.818243495360178e-08,3.492047500068852e-09,8.510226838747504e-07,8.769837441762314e-08,5.740680916628079e-12,2.4872767920303894e-06,5.137488148539066e-10,2.9024112224682806e-08,6.999085174544005e-08,5.6560925854350047e-08,1.2436105499892455e-13,5.29186395800287e-07,0.0001667036776782573,1.3581724019323553e-07,2.3050164840885326e-11,1.4915720920208237e-13,3.4179695688599244e-14,1.1577401058765413e-07,6.794017061585162e-14,1.65213813695621e-09,5.566721029430371e-11,4.410318326838934e-05,4.045048728415516e-10,1.3809493342761408e-10,2.1719405791294835e-17,0.00022006776148410955,2.940464307192132e-11,5.16019339515359e-09,1.992968936678519e-05,2.543405091427295e-08,5.17937152333797e-14,3.2538834680157594e-09,2.8563118431010294e-08,8.170881917341743e-14,3.9363841650132806e-08,4.1426454977327643e-07,3.396351938611988e-11,1.9537055385843018e-07,6.341125466986432e-11
7.150192884717939e-05,0.7418896110847842,4.7578983136729346e-05,1.5088903964646537e-05,1.3813644168474748e-05,0.0012429931442121563,0.0,0.0,0.0007011904416992961,1.4309845956770592e-05,0.0018264790216065416,0.000115155513970588,1.2947432378239408e-05,1.2889537818931318e-15,1.272540314641407e-11,2.2330993794822942e-08,1.967715822644753e-05,0.0018913900318330529,1.9061979463013996e-08,1.1878695035125774e-11,4.1189729330000526e-08,4.080148318003058e-14,1.1378976407452436e-09,2.047686489752537e-08,3.355040776880249e-09,2.0103045497014199e-07,2.479834717056454e-13,3.0298010549141546e-09,1.5168423922053004e-08,2.1245346955240924e-11,1.1556650852460355e-08,4.4847267850171563e-13,6.695175359036022e-13,1.3001712643272129e-09,3.76,0.0,0.36547350434951037,0.9947310253587067,0.001934354889159927,9.338537174957711e-05,0.3492438218520026,0.35437187146138643,0.0005936948435598969,1.9205522632494803e-11,0.001762526617808173,0.0002811469153200516,0.0005535781557020286,2.2861454460123244e-08,1.207953301415195e-09,3.0702574139134565e-06,1.3339078710923676e-05,9.287743754313519e-05,0.0002305063175782836,2.0568243315371032e-11,3.8820502902261795e-10,1.3439493781751295e-05,6.92230547917628e-06,0.0021023259508920413,0.0013465351366500151,1.283938026910254e-05,1.1518987703546437e-06,4.794271099915978e-05,3.1735551488321962e-06,0.00026926448285193196,1.1548960277693542e-07,0.00010740767893134522,1.5289032867243745e-12,2.5600965136230535e-07,1.9795262009013333e-09,0.0002208654621030025,2.0833215644799547e-08,2.004911255994845e-13,3.5537091485217454e-09,3.1631036589561855e-11,2.6601457835230787e-06,7.926737776972046e-08,3.515685909329436e-09,8.611686203949105e-07,8.868571100090926e-08,5.815894307257109e-12,2.5319131478360374e-06,5.186958362497033e-10,2.936582124229516e-08,7.166196236869942e-08,5.726208841544009e-08,1.2587726475816046e-13,5.365103802854624e-07,0.00016821926769298485,1.388037222158028e-07,2.3552264324964043e-11,1.5095825711540151e-13,3.45923368187981e-14,1.1776593473206361e-07,6.915459106923994e-14,1.6775773129090002e-09,5.673280626064579e-11,4.4852952042752735e-05,4.1073801568535157e-10,1.408940917801976e-10,2.2305864270439037e-17,0.00022137747432272786,2.9692676858355476e-11,5.245573164927629e-09,2.023057198245128e-05,2.5668960615533612e-08,5.306771675270092e-14,3.290504306249489e-09,2.8723919481312477e-08,8.319867258731413e-14,3.994985872069558e-08,4.1656570708964417e-07,3.476746236635035e-11,2.0061246426218818e-07,6.443639112464268e-11
