Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994)
3.1527535989094234e-09,0.8511188517752917,1.2793640285298475e-10,5.611347295888924e-12,1.385133198316725e-12,8.476486141294914e-13,0.0,0.0,2.641259256938328e-08,1.6206462656302286e-13,6.363731835790966e-13,1.223112138365223e-11,1.0720390459455939e-15,7.617514521408103e-24,4.1462167498212033e-16,2.039163849382358e-10,2.3106666766704646e-08,3.192356151508274e-10,2.2544325365646963e-23,1.377362078301735e-19,3.3067013787775894e-22,1.996012936086967e-21,1.6334911208081618e-09,4.63337100550636e-21,1.328330698611477e-13,1.7777394760388977e-25,2.9157040329695685e-25,1.2395387554142314e-18,8.24092235595013e-19,5.686177930657437e-19,9.194695103704312e-17,1.3110721012629644e-26,7.4609253678234e-28,2.73413066891719e-27,3.76,0.0,0.7889322358183806,0.9978724525333715,1.2839340118897372e-13,3.946174967004581e-11,0.0006861754420670571,0.0006861872173900482,0.002127520710287314,3.7965780780777483e-13,3.182422155316591e-10,2.6586630450429407e-08,5.268941966291318e-09,2.5536311706057873e-13,4.188864424516806e-15,1.4572966201057935e-10,3.76919659187458e-12,3.2671322314585985e-16,1.8182413964242478e-11,5.989856925342201e-10,3.3339739849149016e-10,7.487010639075493e-11,4.1285010385853084e-12,1.9542323872269366e-11,7.038687501948599e-13,3.929620569122078e-15,6.105123158647565e-15,1.05940065945762e-12,4.0660895938262425e-17,1.8557165990325629e-09,5.499067711290811e-19,3.226503234914122e-23,3.27069585853929e-18,2.352955317169186e-18,1.6090031281405595e-18,2.2987826703336628e-14,9.238184908244958e-24,6.109574473591729e-12,2.84597190404313e-20,4.505435484518166e-15,2.4247153465148877e-21,8.449064324832727e-25,2.2374848097019193e-13,8.357494969393422e-18,7.921251670986072e-23,9.418888594387942e-23,1.0745423012790473e-14,9.277013725231001e-21,1.446266063915547e-17,4.013421719059191e-18,9.837099238127376e-18,4.210803830498872e-24,8.538867067849536e-22,4.167867130547934e-11,7.503513716133792e-21,2.30569236502726e-19,8.075401945169033e-18,5.818122821308876e-17,1.2908132678617559e-30,1.264096883749237e-34,9.455622306008457e-16,1.002916004303691e-22,1.1969182134135576e-19,2.314379582577702e-08,7.758261917121384e-23,2.4447614469634544e-26
3.2233974653041874e-09,0.8511212085976324,1.3551719946490335e-10,5.856097204084618e-12,1.465089138791193e-12,9.099265049100926e-13,0.0,0.0,2.7003847005096474e-08,1.694026874164784e-13,6.781147405297213e-13,1.3138585061988093e-11,1.147958215334475e-15,8.12144120734147e-24,4.3265683186357093e-16,2.1231272686476372e-10,2.3623339157870426e-08,3.339152904063397e-10,2.545020283738618e-23,1.4979603444920164e-19,3.67097579306995e-22,2.2147439218358543e-21,1.6654143270039287e-09,5.05106618731561e-21,1.3841314552907477e-13,1.9862035999873265e-25,3.181794839815731e-25,1.3325946244555038e-18,8.806749545673861e-19,6.071265434698941e-19,9.796338529385812e-17,1.4566163611431175e-26,8.335323919743032e-28,3.0611133443631203e-27,3.76,0.0,0.7889168661762621,0.9978723063378617,1.371479903331304e-13,4.12485934738801e-11,0.0007015436197108357,0.0007015559277524255,0.002127666298381103,3.8912723896825e-13,3.3286990935009083e-10,2.718590047444613e-08,5.507681168631551e-09,2.6422837572401633e-13,4.474738371874667e-15,1.5155488995362665e-10,3.943242263084984e-12,3.4277995937618643e-16,1.8773093035469714e-11,6.263474176020576e-10,3.4647256700508037e-10,7.822177751886094e-11,4.3463568042058445e-12,2.081358378588454e-11,7.36354651377923e-13,4.1980842683285905e-15,6.440628408006419e-15,1.099344591645159e-12,4.42106756805535e-17,1.897256705668131e-09,5.903042659876737e-19,3.444672739894718e-23,3.544806745893856e-18,2.4975678510203874e-18,1.752601819814599e-18,2.425498314752603e-14,9.807967275284245e-24,6.404680648868762e-12,3.065920277021478e-20,4.693171036997224e-15,2.5838835578254882e-21,9.017838462410022e-25,2.3716664594411497e-13,9.104399795762649e-18,8.69083919779158e-23,1.0416345993270355e-22,1.1335764340052148e-14,1.033654542997327e-20,1.572746959777232e-17,4.371681191289267e-18,1.0520870660022153e-17,4.5424150992601266e-24,9.342722777982652e-22,4.258358149911818e-11,8.251054714525245e-21,2.487950965937636e-19,8.655654241971011e-18,6.144424179606509e-17,1.4647991497383818e-30,1.4313258394157433e-34,1.0006600093925313e-15,1.109417576469799e-22,1.2757900519505605e-19,2.3662118619456087e-08,8.532467963199892e-23,2.748895385926131e-26
3.2940413316989515e-09,0.8511235653749085,1.4338623571551838e-10,6.106683570638596e-12,1.5480064636856927e-12,9.75419882571283e-13,0.0,0.0,2.759508363711852e-08,1.7690300466240054e-13,7.215549662781063e-13,1.4088950321481758e-11,1.2274073994390539e-15,8.64625810175285e-24,4.51043777646763e-16,2.2084302502600182e-10,2.4139965500881686e-08,3.489210891073097e-10,2.8659325869181627e-23,1.6262710952660248e-19,4.065622611418252e-22,2.4515603983870843e-21,1.6971513142735074e-09,5.495861490613709e-21,1.440899110160712e-13,2.2138229686014445e-25,3.4655041239603905e-25,1.4304623654524603e-18,9.3978727331853e-19,6.473099466060334e-19,1.0422352504373687e-16,1.6144051669947645e-26,9.28955416311712e-28,3.418717781905147e-27,3.76,0.0,0.7889014968331708,0.9978721833616238,1.4629043533779368e-13,4.3074939023622185e-11,0.0007169114915072865,0.0007169243440052366,0.0021277886668387043,3.985887701884936e-13,3.4782215663937497e-10,2.778534915137079e-08,5.751708616536609e-09,2.731588441733792e-13,4.773238215217384e-15,1.5746428516615743e-10,4.1211407150429196e-12,3.5928755599126226e-16,1.936650083364402e-11,6.543250355745906e-10,3.597522809505875e-10,8.164468783762507e-11,4.570914185609602e-12,2.2135857398640232e-11,7.69600943220433e-13,4.478493630178824e-15,6.7871502603441025e-15,1.1397610321402054e-12,4.798964661918613e-17,1.938795018128716e-09,6.326594307210328e-19,3.672116693253448e-23,3.835062632740947e-18,2.6475636022109597e-18,1.9057275309952985e-18,2.555939482535076e-14,1.0399096221912618e-23,6.705789702300541e-12,3.2981203398561706e-20,4.8836613729007724e-15,2.750314654334812e-21,9.613323996463369e-25,2.5105921236585895e-13,9.899090012668647e-18,9.516092446281701e-23,1.1492338927036272e-22,1.1941993470985904e-14,1.1489521029122785e-20,1.7070209381744553e-17,4.7528150033396544e-18,1.1235456156624529e-17,4.891245981883668e-24,1.0201851243504108e-21,4.348728360997615e-11,9.055035911895004e-21,2.680391671509622e-19,9.262912333451151e-18,6.480001393844935e-17,1.6576585629094015e-30,1.6161795559255286e-34,1.0575100746891897e-15,1.2243368392531967e-22,1.3578283357340604e-19,2.418042997038966e-08,9.365281131539958e-23,3.08322985229674e-26
3.3646851980937156e-09,0.8511259221071219,1.5154798062655647e-10,6.363154721163728e-12,1.6339402895679406e-12,1.0442280046169843e-12,0.0,0.0,2.8186302495368537e-08,1.8456556528407005e-13,7.667206159595815e-13,1.508306675212088e-11,1.3104697570361078e-15,9.19231988916708e-24,4.697806232792572e-16,2.295053473219781e-10,2.4656545867402165e-08,3.6425296942541724e-10,3.219631853414411e-23,1.7626136805814138e-19,4.492373666566606e-22,2.707477420919436e-21,1.7287032062916849e-09,5.968850240883293e-21,1.498623761654552e-13,2.4618972968574975e-25,3.767572317396324e-25,1.5332833585314281e-18,1.0014842633736358e-18,6.892014630662678e-19,1.1073115879046221e-16,1.7851481023085698e-26,1.0328922684519298e-27,3.809054019360669e-27,3.76,0.0,0.7888861277891007,0.9978720799013878,1.5582914622624623e-13,4.4940782406003814e-11,0.0007322790574646326,0.0007322924661542213,0.002127891518929706,4.0804332631452883e-13,3.630989010718914e-10,2.838497735919539e-08,6.001024226630617e-09,2.821519304689461e-13,5.084628796531139e-15,1.6345641690488298e-10,4.302890702998516e-12,3.7623977294837125e-16,1.996248677108476e-11,6.829186780498964e-10,3.7323423750570813e-10,8.513868414370944e-11,4.8022407942131955e-12,2.3509922414040805e-11,8.036094882692076e-13,4.771108022803933e-15,7.144847198101627e-15,1.1806402946657597e-12,5.200778572521437e-17,1.9803315366135347e-09,6.770213467968327e-19,3.9090177870221314e-23,4.142027175142144e-18,2.8030187972565528e-18,2.0688090469057306e-18,2.6901078213497406e-14,1.1011928993604685e-23,7.012820289120423e-12,3.5430250092238127e-20,5.076860760923078e-15,2.924232924859255e-21,1.0236347251410255e-24,2.6543080374350696e-13,1.0743440588215527e-17,1.039973178199057e-22,1.2650941571898967e-22,1.2564002077171903e-14,1.2741835162301094e-20,1.8493690342986646e-17,5.157716680686649e-18,1.1981536059995596e-17,5.257743056644865e-24,1.1118718051715949e-21,4.438978141198302e-11,9.918425657565899e-21,2.8833648706152587e-19,9.897728967771595e-18,6.824816884666489e-17,1.8709681088104994e-30,1.820062961115029e-34,1.1161184537214446e-15,1.3481130672626804e-22,1.443078108580754e-19,2.4698729878676597e-08,1.0259798367190457e-22,3.450041976272134e-26
3.4353290644884796e-09,0.8511282787942736,1.6000684302362704e-10,6.625559444397182e-12,1.722945897790289e-12,1.1164511818967438e-12,0.0,0.0,2.8777503607598e-08,1.923903562733594e-13,8.136380610529927e-13,1.6121772358529604e-11,1.3972287149055776e-15,9.759977482715391e-24,4.888654907514806e-16,2.382977803715284e-10,2.5173080328339625e-08,3.799108958059753e-10,3.60872686796405e-23,1.9073137748689943e-19,4.953012904144827e-22,2.9835392386721502e-21,1.7600711197074826e-09,6.471143159926093e-21,1.5572956082454772e-13,2.7317853026141873e-25,4.08875337927216e-25,1.6412000319617588e-18,1.0658209810393837e-18,7.328344225984683e-19,1.1749002059442812e-16,1.9695774969359705e-26,1.1458962212977906e-27,4.234327904173081e-27,3.76,0.0,0.788870759044046,0.9978719928446483,1.657725447186608e-13,4.684611971327475e-11,0.0007476463175910655,0.0007476602942051187,0.0021279779671583847,4.1749173040913103e-13,3.7870009279836383e-10,2.8984785961053646e-08,6.255627915540016e-09,2.912051513663537e-13,5.4091744636143874e-15,1.6952988032969697e-10,4.488491090004126e-12,3.93640375118505e-16,2.056090856266628e-11,7.121284687321419e-10,3.8691615955999435e-10,8.870361226614205e-11,5.040403486717603e-12,2.493654571740756e-11,8.383821552832353e-13,5.076186802861853e-15,7.513878233810747e-15,1.221973009687315e-12,5.62753182135349e-17,2.021866261321785e-09,7.234393187428556e-19,4.1555593114710975e-23,4.466270565834109e-18,2.964009105049609e-18,2.2422862452090264e-18,2.8280035838194683e-14,1.1646824495401633e-23,7.325691531083549e-12,3.8010977924820246e-20,5.2727245160799815e-15,3.1058687371210586e-21,1.0887754105123325e-24,2.8028589382106217e-13,1.1639353431055831e-17,1.1344551434364381e-22,1.3896326742578443e-22,1.3201676455133393e-14,1.4099609846723098e-20,2.0000748606757804e-17,5.587292333739063e-18,1.2759791724356252e-17,5.642353430600416e-24,1.209584272013848e-21,4.529107866096453e-11,1.0844283783012487e-20,3.0972263343753646e-19,1.056064942469831e-17,7.178829467538201e-17,2.1063991190032555e-30,2.0444587952345744e-34,1.1764906522981035e-15,1.4811962988478997e-22,1.5315836324101744e-19,2.5217018344415735e-08,1.1219213115411395e-22,3.8517287031379537e-26
3.5059729308832437e-09,0.8511306354363651,1.6876717221093452e-10,6.893946972421757e-12,1.8150787299281493e-12,1.1921907634801592e-12,0.0,0.0,2.936868699971464e-08,2.0037736463018005e-13,8.623332931124085e-13,1.7205893630950936e-11,1.4877679717934819e-15,1.0349578063159193e-23,5.082965130405762e-16,2.4721842935459205e-10,2.5689568953854176e-08,3.958948381257702e-10,4.035978518858511e-23,2.0607033693666755e-19,5.449376286201833e-22,3.2808191520690673e-21,1.791256164188329e-09,7.00386815315756e-21,1.6169049474544058e-13,3.0249062130930823e-25,4.429814696451475e-25,1.7543558357906084e-18,1.1328524674321021e-18,7.782420245958113e-19,1.245037907527843e-16,2.1684485468813408e-26,1.2685436049300288e-27,4.696843336967106e-27,3.76,0.0,0.7888553905980006,0.9978719195752859,1.7612906506346285e-13,4.879094704314521e-11,0.0007630132718947448,0.0007630278281636681,0.002128050627643534,4.2693471301254837e-13,3.946256876036832e-10,2.9584775805780604e-08,6.515519599893535e-09,3.0031612777794524e-13,5.747139070991657e-15,1.7568329603340501e-10,4.677940832802198e-12,4.1149313228178775e-16,2.1161631768042904e-11,7.419545238674014e-10,4.0079579542767583e-10,9.233931709839566e-11,5.285468373551381e-12,2.641648356325602e-11,8.739208192153101e-13,5.3939893178633766e-15,7.894402887011035e-15,1.2637501131466618e-12,6.08027201605798e-17,2.06339919245265e-09,7.719628734405352e-19,4.4119251640587095e-23,4.808369447948433e-18,3.1306096494675485e-18,2.4266102173057625e-18,2.969625686552267e-14,1.230414322266249e-23,7.644323053485943e-12,4.0728129933063136e-20,5.471208946503848e-15,3.295458685368076e-21,1.1568410399628294e-24,2.9562880954318564e-13,1.2588756960104578e-17,1.2353420144752915e-22,1.52327649294144e-22,1.3854897950926635e-14,1.5569197625527008e-20,2.15942450637802e-17,6.042460444986652e-18,1.3570905548759334e-17,6.0455247593148185e-24,1.3135798776410608e-21,4.619117909484711e-11,1.1835762502661612e-20,3.322337217364155e-19,1.1252211395089481e-17,7.541994566503561e-17,2.3657213044340948e-30,2.2909301855046294e-34,1.2386316804949265e-15,1.6240472328487114e-22,1.6233884024523482e-19,2.5735295367705936e-08,1.2246816325238982e-22,4.290810482342407e-26
3.5766167972780077e-09,0.8511329920333982,1.7783325864266206e-10,7.1683669627194734e-12,1.9103943832821944e-12,1.2715491217069892e-12,0.0,0.0,2.995985269605467e-08,2.0852657736201324e-13,9.12831927466435e-13,1.8336245620897677e-11,1.5821715022064232e-15,1.0961465117703276e-23,5.280718340542664e-16,2.5626541785560116e-10,2.6206011813366604e-08,4.122047709555197e-10,4.504305639720365e-23,2.223120764463504e-19,5.983351666116866e-22,3.6004193526286555e-21,1.8222594424641012e-09,7.56817009991106e-21,1.6774421748651836e-13,3.342741291323261e-25,4.7915369845519685e-25,1.8728952158232363e-18,1.2026337485055698e-18,8.254573385843105e-19,1.3177609647267158e-16,2.3825394295032675e-26,1.4014342481868433e-27,5.1990045246904385e-27,3.76,0.0,0.7888400224509587,0.9978718578943312,1.8690715485731528e-13,5.077526049872892e-11,0.0007783799203838005,0.0007783950680356088,0.002128111699353449,4.3637292098306363e-13,4.1087564616736616e-10,3.018494772841605e-08,6.780699196322153e-09,3.0948258042314456e-13,6.098785980825646e-15,1.8191530958009598e-10,4.871238969474733e-12,4.29801819123276e-16,2.176452935912032e-11,7.723969526554088e-10,4.148709185637014e-10,9.604564262986347e-11,5.537500827217166e-12,2.795048175930462e-11,9.102273611926826e-13,5.724774908484072e-15,8.286581164263891e-15,1.3059628356117208e-12,6.560072113585317e-17,2.104930330205293e-09,8.22641759252834e-19,4.678299855989003e-23,5.168906830377594e-18,3.302895021070129e-18,2.6222433903757877e-18,3.114971767139751e-14,1.2984247197296713e-23,7.968635016593201e-12,4.358655920007802e-20,5.672271305567739e-15,3.4932457362397005e-21,1.2279202346942022e-24,3.1146373395988337e-13,1.3593605681668659e-17,1.342928181728465e-22,1.6664623315577347e-22,1.4523543362427486e-14,1.7157184662631384e-20,2.3277064385444307e-17,6.524151659828792e-18,1.441556099993031e-17,6.46770526598588e-24,1.424121384000457e-21,4.709008643385934e-11,1.2896107301591613e-20,3.5590640585180664e-19,1.1972944871625158e-17,7.914264417806475e-17,2.6508064776381674e-30,2.561123262103773e-34,1.3025460770569068e-15,1.7771371228262975e-22,1.7185351619561844e-19,2.625356094864605e-08,1.3345997440328732e-22,4.769934991024684e-26
3.647260663672772e-09,0.8511353485853739,1.872093345904329e-10,7.448869481860749e-12,2.0089486064439384e-12,1.3546296374121069e-12,0.0,0.0,3.055100071961142e-08,2.168379814835094e-13,9.6515920688541e-13,1.9513632020761172e-11,1.6805235600601874e-15,1.1595978478596086e-23,5.481896085747642e-16,2.6543688770797637e-10,2.672240897556653e-08,4.2884067291542513e-10,5.016790967146105e-23,2.394910562053783e-19,6.556878635892122e-22,3.9434707463269935e-21,1.8530820503710284e-09,8.165210646719502e-21,1.7388977831475508e-13,3.686835383194402e-25,5.174714189464471e-25,1.9969635879451877e-18,1.2752198350784465e-18,8.745133047083432e-19,1.3931051253764207e-16,2.61265141442737e-26,1.5451919189141628e-27,5.74331824344015e-27,3.76,0.0,0.7888246546029145,0.9978718059534804,1.9811527585384282e-13,5.279905618848673e-11,0.000793746263066334,0.00079376201382668,0.002128163030591301,4.4580692583426545e-13,4.2744993341712944e-10,3.078530255065974e-08,7.0511666214590635e-09,3.1870232566006047e-13,6.464378063827619e-15,1.8822459105198072e-10,5.068384608658179e-12,4.485702152291047e-16,2.236948131138997e-11,8.034558576385669e-10,4.291393272829643e-10,9.982243197673757e-11,5.796565490542772e-12,2.9539275847176014e-11,9.473036684968548e-13,6.068802910861842e-15,8.690573541917615e-15,1.3486026918269921e-12,7.068030684721979e-17,2.146459674778863e-09,8.755259450147017e-19,4.9548685167726705e-23,5.54847200469022e-18,3.480939287984643e-18,2.829659650151514e-18,3.2640382391888005e-14,1.36874999093927e-23,8.298548142195419e-12,4.659123096501621e-20,5.875869748755749e-15,3.699479372976343e-21,1.3021036930652746e-24,3.277947090726228e-13,1.465587977385971e-17,1.4575156172531471e-22,1.819636477680227e-22,1.520748532036447e-14,1.8870393785035255e-20,2.505211406164016e-17,7.033308581017925e-18,1.529444263543898e-17,6.909343760066672e-24,1.5414769705771958e-21,4.798780438073034e-11,1.4028657810307454e-20,3.8077787817810416e-19,1.2723372050213053e-17,8.29558826384739e-17,2.9636323484415605e-30,2.8567698165311123e-34,1.368237932579337e-15,1.9409476690500945e-22,1.8170659164370435e-19,2.6771815087334944e-08,1.4520245377245297e-22,5.291880891376678e-26
3.717904530067536e-09,0.8511377050922939,1.968995748063263e-10,7.735504990641373e-12,2.110797294924214e-12,1.4415366853242792e-12,0.0,0.0,3.1142131092227754e-08,2.2531156401614544e-13,1.0193400052167811e-12,2.0738845246738034e-11,1.7829086822026947e-15,1.2253454361515198e-23,5.686480022027625e-16,2.7473099883973976e-10,2.723876050842057e-08,4.4580252611281066e-10,5.576687214398645e-23,2.576423657901246e-19,7.171948346817382e-22,4.311132761071114e-21,1.8837250768954308e-09,8.796168003541991e-21,1.8012623610880377e-13,4.05879848576293e-25,5.580153389351373e-25,2.126707312782657e-18,1.3506657228613578e-18,9.254427342141894e-19,1.4711056196735713e-16,2.859608970461914e-26,1.7004647629105424e-27,6.332396111071053e-27,3.76,0.0,0.788809287053862,0.9978717621992308,2.0976190476122158e-13,5.486233022617094e-11,0.0008091122999504186,0.0008091286655426206,0.0021282061748591342,4.552372314999243e-13,4.4434851796456814e-10,3.138584108128603e-08,7.326921791939656e-09,3.2797327149075096e-13,6.844177700166143e-15,1.9460983460453278e-10,5.269376920136498e-12,4.678021050829496e-16,2.2976374217800683e-11,8.351313350694738e-10,4.4359884448267496e-10,1.03669527412296e-10,6.062726284838211e-12,3.1183591279852185e-11,9.851516345426391e-13,6.426332658879871e-15,9.10654095129357e-15,1.391661470649579e-12,7.605272179984162e-17,2.1879872263724895e-09,9.306656189113262e-19,5.241816897140517e-23,5.947660463506744e-18,3.664816006068883e-18,3.0493444644099843e-18,3.4168203454508354e-14,1.441426626410665e-23,8.633983735934988e-12,4.974722475895762e-20,6.081963294727525e-15,3.91441573806579e-21,1.3794842302955348e-24,3.44625638623333e-13,1.5777584678158612e-17,1.5794139403879918e-22,1.9832546865937813e-22,1.59065926491136e-14,2.0715887473476806e-20,2.6922323460755187e-17,7.570885566652442e-18,1.6208236127296667e-17,7.370889655476661e-24,1.6659202429347397e-21,4.8884336620885056e-11,1.523684866676992e-20,4.0688586965157187e-19,1.350400724152472e-17,8.685912537916633e-17,3.306286393697644e-30,3.179690003292181e-34,1.4357109115304608e-15,2.1159709085006909e-22,1.9190219474984131e-19,2.7290057783871467e-08,1.57731494913689e-22,5.859561621216877e-26
3.7885483964623e-09,0.8511400615541598,2.0690809718101038e-10,8.028324330494061e-12,2.2159964868440472e-12,1.5323756196376192e-12,0.0,0.0,3.173324383475813e-08,2.3394731198793157e-13,1.075398830988976e-12,2.201266652452099e-11,1.889411691829009e-15,1.2934225403736309e-23,5.894451913015246e-16,2.841459291202529e-10,2.7755066479180283e-08,4.6309031565167435e-10,6.18742326131611e-23,2.7680172340132754e-19,7.830603304475179e-22,4.704593138924681e-21,1.9141896042172814e-09,9.462236742903434e-21,1.8645265926289506e-13,4.460307337456809e-25,6.008674697124131e-25,2.262273670697364e-18,1.429026392483625e-18,9.782783099315886e-19,1.5517971667065008e-16,3.1242598687935497e-26,1.8679257415906596e-27,6.968956869683352e-27,3.76,0.0,0.7887939198037955,0.9978717253258769,2.2185553402876216e-13,5.6965078730770205e-11,0.0008244780310440993,0.0008244950231891692,0.0021282424378615433,4.646642814928535e-13,4.615713716127659e-10,3.198656411652391e-08,7.60796462440147e-09,3.3729341373288647e-13,7.23844678037412e-15,2.0106975802976533e-10,5.474215126639809e-12,4.875012780627846e-16,2.3585100923914566e-11,8.674234752581652e-10,4.582473173678443e-10,1.0758677039660607e-10,6.336046417959939e-12,3.2884143595943204e-11,1.0237731588565943e-12,6.7976234864348366e-15,9.534644765989426e-15,1.4351312253563053e-12,8.172947196865722e-17,2.229512985185287e-09,9.881111872660607e-19,5.53933137060685e-23,6.367073820255941e-18,3.85459822843139e-18,3.2817950071719558e-18,3.5733122091112875e-14,1.516491253357987e-23,8.974863705968506e-12,5.3059736566707007e-20,6.290511790071626e-15,4.1383177744146396e-21,1.4601568177544217e-24,3.6196029082770123e-13,1.6960750698002044e-17,1.7089404836538108e-22,2.1577820784450743e-22,1.662073070822495e-14,2.2700970802351192e-20,2.889064291138704e-17,8.13784853165471e-18,1.715762828599422e-17,7.852792988490614e-24,1.7977302414441937e-21,4.977968682263651e-11,1.652421036585534e-20,4.342686497706978e-19,1.4315356792141494e-17,9.085181040130575e-17,3.680969801585643e-30,3.5317950858676574e-34,1.5049682731753614e-15,2.302709103132519e-22,2.024443826258681e-19,2.7808289038354498e-08,1.7108400530586387e-22,6.476029217163993e-26
3.929836129251828e-09,0.8511447743427345,2.2789617956020715e-10,8.632719700327623e-12,2.436671221269474e-12,1.7262753766262829e-12,0.0,0.0,3.2915416508782444e-08,2.5170525239225776e-13,1.1932467937027483e-12,2.4709202720188845e-11,2.1151121177052456e-15,1.4366965850128762e-23,6.320487148431371e-16,3.0333104740288966e-10,2.878754199989513e-08,4.986436567418126e-10,7.576049354118299e-23,3.1829059406191754e-19,9.287094290142638e-22,5.573800138309841e-21,1.97458745620095e-09,1.0904567294326361e-20,1.993717222373727e-13,5.35901270714585e-25,6.93830868114903e-25,2.551467858996739e-18,1.5947119245140995e-18,1.0897979921079447e-18,1.721389778354799e-16,3.7101498760122047e-26,2.2422306408083236e-27,8.395951439514647e-27,3.76,0.0,0.7887631862005964,0.9978716680225229,2.4741784676382033e-13,6.128898364252546e-11,0.0008552085758923005,0.0008552268562970468,0.0021282985194001768,4.835101231770116e-13,4.969897869583525e-10,3.318856682503695e-08,8.185912941829589e-09,3.5607368832246484e-13,8.07143839177803e-15,2.1420863130404083e-10,5.8954263400443554e-12,5.283166553668987e-16,2.4807656378554396e-11,9.33858077341402e-10,4.881026389356491e-10,1.1563106095845923e-10,6.904414012358819e-12,3.6456772477012396e-11,1.1033445108203399e-12,7.582525729277199e-15,1.042790925652045e-14,1.5232731428185611e-12,9.404332536741841e-17,2.312559125264755e-09,1.1101227154355152e-18,6.166807204447785e-23,7.269011816088122e-18,4.25216893658403e-18,3.78704125736431e-18,3.897396394569252e-14,1.673931649509238e-23,9.67264750334183e-12,6.017569364570606e-20,6.71481697118787e-15,4.614105468697723e-21,1.6317690419386177e-24,3.981551743166189e-13,1.9519709264524626e-17,1.9921865244082487e-22,2.541471088956373e-22,1.8093545009583225e-14,2.712035681550071e-20,3.313351277374753e-17,9.363852684778926e-18,1.9165961683270305e-17,8.879475329304245e-24,2.0845938066425815e-21,5.156685569974661e-11,1.9351052534982235e-20,4.930143467075067e-19,1.6032184148974433e-17,9.910313740836302e-17,4.5358223974919354e-30,4.3316774469612006e-34,1.648847271422039e-15,2.7133898466351786e-22,2.2458439360678183e-19,2.8844717221555526e-08,2.0041218946054553e-22,7.8682493904066e-26
4.071123862041356e-09,0.8511494869511088,2.502054122846114e-10,9.262469485181502e-12,2.671423807105262e-12,1.9371907939379303e-12,0.0,0.0,3.409751889343434e-08,2.7011169904242264e-13,1.3188919918240757e-12,2.760926999049823e-11,2.358309274536635e-15,1.5896790784289427e-23,6.759858032415651e-16,3.229780185865989e-10,2.981983606172197e-08,5.355006219960819e-10,9.213866340291369e-23,3.6425595736674896e-19,1.0943709375624632e-21,6.56115114963239e-21,2.0342841292774413e-09,1.2502078684204967e-20,2.1263970110530153e-13,6.397762137196636e-25,7.970434064821833e-25,2.865741861447943e-18,1.7727159755720547e-18,1.209331263717253e-18,1.9021507348380632e-16,4.3775733620629905e-26,2.6740031713260265e-27,1.0048281756137374e-26,3.76,0.0,0.7887324537932698,0.997871627200401,2.748704976708405e-13,6.57707399783343e-11,0.0008859378976747819,0.0008859575131962212,0.0021283381182191957,5.023470242604243e-13,5.337050026804863e-10,3.439131680781933e-08,8.785010906885944e-09,3.7502873679525024e-13,8.965438263948886e-15,2.27631409853831e-10,6.332012839591392e-12,5.71046759944925e-16,2.6036402875862423e-11,1.002760279523184e-09,5.186885455475663e-10,1.2395402017054227e-10,7.502159968111891e-12,4.0262694934944594e-11,1.1860330419863246e-12,8.425584396062322e-15,1.1371666473456667e-14,1.6129698129335548e-12,1.0771924665556264e-16,2.3955980966098318e-09,1.2419680928477784e-18,6.838799458913094e-23,8.25921834839402e-18,4.67422610967735e-18,4.3496146818424976e-18,4.2362232265816847e-14,1.8413667771561028e-23,1.0391287370705674e-11,6.798308294377637e-20,7.148479475054911e-15,5.129087285634327e-21,1.8177447300838753e-24,4.364068951604777e-13,2.234948032534173e-17,2.309949183949485e-22,2.974607795989369e-22,1.9624793638013315e-14,3.2191952833678584e-20,3.780471193910828e-17,1.0719272170308367e-17,2.1324961016895126e-17,9.993004186221588e-24,2.4044090294839857e-21,5.3349340023436666e-11,2.253937690183971e-20,5.573318958947828e-19,1.787774318218363e-17,1.077049026481768e-16,5.5482286156602754e-30,5.2736364932063575e-34,1.7998936276076877e-15,3.1772081602815584e-22,2.4815770926134717e-19,2.988109963772901e-08,2.3350289926497504e-22,9.495877000553513e-26
