Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994)
1.5023313356608951e-05,1.001778490077091,0.0032397304165770703,0.0010622243959102805,0.0012507178955238085,0.0476716331181767,0.0,0.0,0.005751191256042427,0.0005739576111036511,0.13037001167884074,0.005330531449659782,0.0018872388671933964,3.0878061760257556e-09,4.076839169268043e-07,7.25152390448189e-06,0.000894689025508836,0.01664062871513932,0.00019496867974439175,1.5355983650467832e-07,2.6046643521827394e-06,1.2027440936297446e-09,1.7521716520126454e-06,8.002196282823852e-06,3.9670436989771714e-07,8.124387120097881e-05,1.1414159996075837e-08,4.893259709681381e-06,2.042380903869515e-06,1.9997878863703742e-08,4.014937181854577e-06,1.8820462487384017e-09,2.9161049184476226e-09,8.657843297858469e-07,3.76,0.0,0.009257231633573244,0.855276304837429,0.07876880383258272,0.00228811235246529,0.5248386297246758,0.832430879651337,0.0018242801151659115,2.3401066211094775e-10,0.027458210901860274,0.0002047381157953608,0.06737303033701228,2.5948694850104562e-09,1.97699011658112e-06,5.933925288823515e-06,0.00012101288518271146,0.0002675145173664479,1.1736569864464255e-07,0.005818072999932138,0.00010367703203004554,1.8129494393026747e-05,0.09687867328276477,0.017522606937261237,0.004487302347337964,0.0006040891641999133,0.0011719072294666556,3.1083302101747705e-05,0.010387956058649686,0.003357856078031901,3.168874976128072e-07,1.0876083477674765e-11,1.1124962278116152e-05,3.623261821699528e-07,0.01232423177596396,1.4972049850410725e-08,2.0535079989182177e-12,3.632845584135987e-07,0.00022612066588918216,3.278523585164503e-08,3.07109906922789e-07,6.60652783317295e-10,1.0178915128207992e-05,3.7622947959518997e-06,0.003121663586642313,8.40084012958684e-11,7.547758695726112e-10,0.0004313599177928307,1.2200734511477566e-07,6.463533618566036e-06,0.00020321022143417278,9.790173848431806e-11,3.44280838240909e-05,1.3302129881166957e-05,0.0003634110800336942,4.805625731014406e-05,5.6662329914679195e-12,3.58650899206804e-12,1.166342453547344e-09,1.2342878982144745e-11,3.491715585055149e-10,3.3456958345750867e-10,8.954372199368501e-08,0.00022651624314385483,0.00027346973987710265,6.028418527343266e-06
1.5086975018350208e-05,1.002089843647112,0.003256838067316595,0.001064996380486415,0.0012568214503044864,0.04809415372379049,0.0,0.0,0.005722761842836628,0.0005712040369182319,0.13172213881074854,0.005386036936678202,0.0018883690327217448,3.1489996162105497e-09,4.1295061336113393e-07,7.287390492030415e-06,0.0009002938246910302,0.01665893052478092,0.0001974305622907165,1.5473255653595434e-07,2.673390946973213e-06,1.2264881942870715e-09,1.7754481749165826e-06,8.132065596252286e-06,3.9723126527988483e-07,8.2885388307496e-05,1.1673054785452034e-08,4.984511937573982e-06,2.073476988757436e-06,2.028712305616705e-08,4.021716712421762e-06,1.895719119235829e-09,2.9610784629479104e-09,8.77855345371091e-07,3.76,0.0,0.00906693352699101,0.8539364172921564,0.0796219521765506,0.002305136294545017,0.5229722507510323,0.8331387431005041,0.0018214222924195023,2.3274089398263084e-10,0.02782778696054576,0.00020394792507558247,0.06787651265257245,2.579993109579103e-09,1.991832591220502e-06,5.945420912943119e-06,0.00012006539081390963,0.0002679096998583369,1.1765385130836321e-07,0.005840352742211941,0.00010380716592294878,1.8212904884987136e-05,0.09770165553246171,0.017624765775755828,0.004493194320456679,0.0006049044335575239,0.0011710622484520656,3.112710126416941e-05,0.010397698538402094,0.0033673964398313076,3.1606548659616856e-07,1.084786076253139e-11,1.1200410203505838e-05,3.647731377273864e-07,0.01242924561023604,1.4954995040796084e-08,2.048177894661053e-12,3.636904652996122e-07,0.0002269567536459343,3.2547063879574395e-08,3.068457516664552e-07,6.623984763110325e-10,1.0213250638354291e-05,3.7919817943948106e-06,0.003150155745288509,8.451252675355761e-11,7.548450825858535e-10,0.00043675056898491546,1.2271934582210922e-07,6.532796852534799e-06,0.00020460520060169634,9.838917239910201e-11,3.473630604177707e-05,1.335414695638396e-05,0.0003665664219167346,4.862480538472049e-05,5.6835821008808285e-12,3.597485746625832e-12,1.1882291752305554e-09,1.2561117621425064e-11,3.5011388871032167e-10,3.375201958761849e-10,9.053281782861077e-08,0.00022855028398042376,0.00027862165726914054,6.134068586609344e-06
1.5150636680091465e-05,1.0024007082379778,0.0032740097019421563,0.0010677452297584275,0.0012628989152100364,0.04851655828324917,0.0,0.0,0.005694230811352997,0.0005683959771037822,0.13307582022412892,0.0054416730244316565,0.0018893950975141197,3.211150384135089e-09,4.1825468791092484e-07,7.323355358264585e-06,0.000905898992434822,0.016675401331947746,0.000199899498155218,1.559062675012433e-07,2.743461538314701e-06,1.2505885063128303e-09,1.7989304476809764e-06,8.262756459465187e-06,3.97728156012447e-07,8.454797734616014e-05,1.1936141652956055e-08,5.076794599505556e-06,2.1047708058394656e-06,2.0578703067786353e-08,4.028229458937171e-06,1.909319714639627e-09,3.006503516913516e-09,8.899618521621989e-07,3.76,0.0,0.008880487042116641,0.8525955393174027,0.08047619856187087,0.0023221024538194104,0.52110396861591,0.8338446513307841,0.0018185623561690334,2.3147351836813852e-10,0.02819898556287249,0.00020319198648391314,0.06837986398353281,2.5655881482804237e-09,2.0066716721439443e-06,5.95766582716944e-06,0.00011911627231417616,0.00026828908709069577,1.1793790747377415e-07,0.005862387780526242,0.00010393514008493233,1.829824905802743e-05,0.09852285494375264,0.017726624236496125,0.004498896096682177,0.0006056944777681213,0.0011701612717944382,3.117022977168347e-05,0.010407163622808953,0.0033766235622797974,3.1522938022397306e-07,1.081915459066901e-11,1.1275302359818292e-05,3.672020055880801e-07,0.012533417577472868,1.493760844353553e-08,2.0427565527362142e-12,3.6408740589207047e-07,0.00022778852519872092,3.230913418899463e-08,3.0657193631059264e-07,6.640719939622753e-10,1.0247471134694585e-05,3.821540082832728e-06,0.0031784366000324874,8.501134114822639e-11,7.549919786307578e-10,0.0004421292820045644,1.2342925435192332e-07,6.602027423443921e-06,0.00020599187297900423,9.887014830493315e-11,3.504306967623351e-05,1.3405929673767524e-05,0.00036970085860705203,4.919159074363344e-05,5.700902815939823e-12,3.6084457634320238e-12,1.2103658375814164e-09,1.2781581669310798e-11,3.5108703710778436e-10,3.4045577128852856e-10,9.152708121703237e-08,0.0002305644353033135,0.0002838232741814259,6.240571290328975e-06
1.5214298341832721e-05,1.0027110809236366,0.0032912470616098064,0.001070471821213994,0.001268951484927806,0.04893882151132766,0.0,0.0,0.005665607941030733,0.0005655359487969785,0.13443098154471872,0.005497438567452512,0.0018903188427898017,3.2742749856010885e-09,4.235966087471726e-07,7.359427187725451e-06,0.000911504796004212,0.016690056121757113,0.00020237538963449519,1.5708098618470877e-07,2.814891602499197e-06,1.275049555105368e-09,1.8226205315580892e-06,8.394261750999825e-06,3.981956972815055e-07,8.62316818682252e-05,1.2203474132442142e-08,5.170112346134842e-06,2.1362613205613606e-06,2.0872634063075285e-08,4.034482323685154e-06,1.922848516459399e-09,3.052384658168455e-09,9.021025367178235e-07,3.76,0.0,0.00869781725158125,0.8512537245139137,0.08133149511213612,0.002339010157460532,0.5192339394486662,0.8345486471651644,0.0018157004207553593,2.3020862244693705e-10,0.028571780441988368,0.00020247006650969893,0.06888305858545171,2.5516493699222354e-09,2.021506589443282e-06,5.970656879683162e-06,0.0001181659055225222,0.00026865316136935846,1.1821786565167856e-07,0.00588417762841361,0.00010406101760073254,1.8385522503562285e-05,0.09934223692389645,0.017828180750064215,0.004504412265400803,0.0006064599070132638,0.0011692059387070606,3.121270602414001e-05,0.010416360625918221,0.00338554415698243,3.143797243828894e-07,1.0789983685009908e-11,1.1349636391803918e-05,3.696127111603398e-07,0.012636735407080988,1.4919903169498872e-08,2.037247506524006e-12,3.6447584594272454e-07,0.00022861608163659886,3.2071512997703414e-08,3.062888022210749e-07,6.656741814043694e-10,1.0281581229804431e-05,3.850971686613333e-06,0.0032065042918545867,8.550491190373852e-11,7.552158399531246e-10,0.0004474952667355489,1.241370597128169e-07,6.671223546704739e-06,0.00020737020472464472,9.934467965525055e-11,3.534833708392219e-05,1.3457487205635976e-05,0.00037281394277845534,4.97565695478733e-05,5.718201871711957e-12,3.6193932902623093e-12,1.2327535336401143e-09,1.3004286478006282e-11,3.5209074035957713e-10,3.43376254227887e-10,9.252661754991255e-08,0.00023255891116469763,0.00028907426224277606,6.347918446414259e-06
1.5277960003573977e-05,1.0030209588886014,0.0033085518734554554,0.0010731770206065022,0.0012749803427564953,0.04936091845565904,0.0,0.0,0.005636902661183931,0.0005626264111654393,0.13578754976589402,0.005553332484828726,0.0018911420267619604,3.3383903162889177e-09,4.289768587612883e-07,7.395614647454053e-06,0.0009171115017978913,0.016702910235072713,0.0002048581434953655,1.582567314610329e-07,2.8876966582029265e-06,1.2998759344744848e-09,1.8465205304027584e-06,8.526574478537828e-06,3.9863453357146787e-07,8.793654256807538e-05,1.2475106719700297e-08,5.264469885214691e-06,2.167947515216552e-06,2.1168931578907772e-08,4.040482131436322e-06,1.936306014167477e-09,3.09872653537972e-09,9.142760941706522e-07,3.76,0.0,0.008518850588420133,0.8499110251911619,0.08218779509030363,0.0023558587485435632,0.5173623155409358,0.8352507725789264,0.0018128365977608538,2.289462905899764e-10,0.028946145670796525,0.0002017819271956775,0.06938607132913199,2.538171487345277e-09,2.0363365915080234e-06,5.984390845727234e-06,0.0001172146525896046,0.0002690024018697654,1.1849372474916641e-07,0.005905721833288404,0.00010418486008554485,1.8474720761097778e-05,0.10015976820460455,0.01792943384427845,0.0045097473356359935,0.0006072013208241884,0.0011681978546915514,3.125454806912514e-05,0.010425298564027147,0.0033941649088316352,3.1351705190598005e-07,1.0760366333261986e-11,1.1423410141990368e-05,3.7200518619396823e-07,0.012739187219425057,1.4901891974594966e-08,2.031654209806839e-12,3.6485624728375894e-07,0.0002294395224973768,3.1834263743106035e-08,3.0599667981639406e-07,6.672059245842528e-10,1.0315585417906568e-05,3.880278688124155e-06,0.003234357117563567,8.599330749908074e-11,7.555159339988628e-10,0.00045284775637205183,1.2484275159319573e-07,6.7403835621844916e-06,0.0002087401651385011,9.981278147515965e-11,3.5652071584318466e-05,1.350882867506706e-05,0.00037590523841326005,5.031970122815298e-05,5.7354859456322896e-12,3.630332542442605e-12,1.2553933368307891e-09,1.3229247332158321e-11,3.5312473336679936e-10,3.46281596233371e-10,9.353153243044245e-08,0.00023453394552675578,0.0002943742860067437,6.456101796930337e-06
1.5341621665315232e-05,1.0033303394288182,0.003325925850064402,0.0010758616806108149,0.001280986661989498,0.04978282449361603,0.0,0.0,0.005608124060284211,0.0005596697653987145,0.13714545323156088,0.0056093537594898765,0.001891866384926695,3.4035136836609995e-09,4.343959348464321e-07,7.431926377313255e-06,0.0009227193753064383,0.01671397935186182,0.00020734767086771978,1.594335242932768e-07,2.961892267797254e-06,1.3250723082357973e-09,1.8706325877456328e-06,8.659687780019442e-06,3.990452986970538e-07,8.966259727949408e-05,1.2751094894595022e-08,5.359871982877274e-06,2.1998283889389535e-06,2.146761152329485e-08,4.0462356359614875e-06,1.949692716885175e-09,3.1455338688601766e-09,9.264812283506951e-07,3.76,0.0,0.00834351482528129,0.848567492385657,0.08304505287861853,0.0023726475854633578,0.5154892454209635,0.8359510687241076,0.0018099709960538925,2.2768660446711933e-10,0.02932205566537334,0.00020112732653759539,0.06988887768739524,2.5251491796032653e-09,2.0511609447322953e-06,5.9988644612371235e-06,0.00011626286226604927,0.0002693372844218094,1.1876548405903125e-07,0.005927019975591721,0.00010430672750253102,1.8565839322197317e-05,0.1009754168097092,0.018030382140976513,0.0045149057357255955,0.0006079193079641252,0.0011671385918008738,3.1295773412746245e-05,0.010433986162199706,0.003402492469495784,3.126418827989904e-07,1.0730320382603877e-11,1.1496621644623137e-05,3.7437936861411056e-07,0.012840761517524325,1.488358717722392e-08,2.0259800315225274e-12,3.6522906440512023e-07,0.0002302589482073486,3.159744713087955e-08,3.056958887465831e-07,6.686681201690144e-10,1.0349488086980975e-05,3.909463221849966e-06,0.0032619935257848045,8.647659720480579e-11,7.558915268604025e-10,0.00045818600723047893,1.2554632033906247e-07,6.809505931909376e-06,0.00021010172657542233,1.0027447033098331e-10,3.5954237455751325e-05,1.3559963182437852e-05,0.0003789743207482181,5.088094841352218e-05,5.752761643645311e-12,3.6412676914247395e-12,1.2782863417145833e-09,1.3456480230424726e-11,3.541887515263409e-10,3.4917175611746234e-10,9.454193197104089e-08,0.0002364897911524534,0.00029972300322776463,6.565113023120385e-06
1.5405283327056487e-05,1.0036392199478557,0.003343370692679283,0.0010785266417293582,0.0012869716047898508,0.05020451532454659,0.0,0.0,0.0055792808954022825,0.0005566683547135971,0.1385046216195944,0.005665501437495032,0.0018924936300526091,3.4696627661221884e-09,4.3985434663193994e-07,7.4683709836661895e-06,0.000928328681166477,0.01672327947493734,0.0002098438871445003,1.606113876963387e-07,3.037494038623693e-06,1.3506434107837903e-09,1.8949588895540562e-06,8.793594924823532e-06,3.99428616229764e-07,9.140988097257654e-05,1.3031495122226598e-08,5.456323465005044e-06,2.2319029576731165e-06,2.1768690167732467e-08,4.051749522318396e-06,1.9630091748041807e-09,3.1928114492537854e-09,9.387166519128097e-07,3.76,0.0,0.008171739053542001,0.8472231758786417,0.08390322395911845,0.002389376041360761,0.513614873926123,0.8366495759540382,0.0018071037218342916,2.2642964292573942e-10,0.029699485188421953,0.0002005060189363549,0.07039145372913018,2.5125771384599226e-09,2.0659789332226425e-06,6.014074451446257e-06,0.00011531087019059084,0.0002696582812964008,1.1903314325099366e-07,0.005948071668042078,0.0001044266781490838,1.86588736402194e-05,0.10178915202321387,0.01813102435284452,0.004519891813420061,0.0006086144464081187,0.0011660296887433953,3.13363990636903e-05,0.010442431860946033,0.003410533450981946,3.117547243159363e-07,1.0699863212549657e-11,1.1569269119702218e-05,3.767352023941458e-07,0.01294144717884535,1.4865000743658956e-08,2.020228247832846e-12,3.6559473958092497e-07,0.00023107445537406772,3.136112120173743e-08,3.0538673814478465e-07,6.700615729692308e-10,1.0383293553664531e-05,3.938527471398064e-06,0.003289412112989496,8.695485075204481e-11,7.563418962072603e-10,0.00046350929857638494,1.2624775693194882e-07,6.878589234520745e-06,0.00021145486436153997,1.0072976436083248e-10,3.625479993133064e-05,1.3610899755373426e-05,0.0003820207762210876,5.144027686139611e-05,5.770035488285385e-12,3.652202837277813e-12,1.301433699546018e-09,1.3686002640551298e-11,3.552825322992863e-10,3.520467004214404e-10,9.555792323766874e-08,0.0002384267185106019,0.00030512006513359137,6.674943750284254e-06
1.5468944988797742e-05,1.0039475979562298,0.0033608880899051686,0.0010811727318619773,0.0012929363223945678,0.05062596696611816,0.0,0.0,0.005550381601499053,0.0005536244645510029,0.13986498592506236,0.00572177462727457,0.0018930254517737879,3.5368556493815328e-09,4.453526177710401e-07,7.504957051828379e-06,0.000933939683159453,0.016730826914039768,0.00021234671189135522,1.6179034671142676e-07,3.114517624373504e-06,1.3765940486245963e-09,1.9195016656054244e-06,8.928289314746229e-06,3.9978509882343526e-07,9.31784257505504e-05,1.3316364873525011e-08,5.553829218544373e-06,2.264170254132287e-06,2.2072184159412252e-08,4.057030396809907e-06,1.9762559227792693e-09,3.2405641380839875e-09,9.509810864458208e-07,3.76,0.0,0.00800345366271919,0.8458781242140466,0.08476226489454716,0.0024060435035849004,0.511739342274298,0.837346333846323,0.0018042348786496114,2.2517548222759937e-10,0.0300784093520189,0.00019991775573390458,0.07089377610696068,2.5004499882058177e-09,2.0807898584763572e-06,6.030017473215577e-06,0.00011435899918558469,0.0002699658610174785,1.192967023613837e-07,0.005968876554900487,0.00010454476899137064,1.8753819168452107e-05,0.10260094435745795,0.018231359280256553,0.004524709836569416,0.0006092873034752762,0.0011648726510368821,3.137644179931086e-05,0.010450643822564908,0.0034182944199122526,3.108560710379456e-07,1.0669011805724521e-11,1.1641350967340286e-05,3.7907263721918264e-07,0.01304123344718684,1.4846144300316103e-08,2.0144020682625634e-12,3.659537161553067e-07,0.00023188613819657823,3.112534146584976e-08,3.050695270518678e-07,6.713872042745358e-10,1.0417006004437977e-05,3.967473665539552e-06,0.0033166116195649928,8.742813883889061e-11,7.568662976749275e-10,0.00046881693240558475,1.269470529663572e-07,6.947632160847922e-06,0.00021279955671005024,1.0117868302653992e-10,3.655372519385856e-05,1.366164735678619e-05,0.00038504420240595855,5.199765538397272e-05,5.787313928168622e-12,3.663142056501639e-12,1.3248364872263054e-09,1.3917830884389344e-11,3.564058095408613e-10,3.549064011340514e-10,9.657961312931397e-08,0.0002403450147160925,0.000310565116693971,6.785585552506401e-06
1.5532606650538997e-05,1.004255471069136,0.0033784797121153842,0.0010838007643409321,0.0012988819563050477,0.05104715575690305,0.0,0.0,0.005521434300263726,0.0005505403228369958,0.1412264784426755,0.005778172498838454,0.0018934635157296042,3.6051108748893762e-09,4.5089128699003693e-07,7.541693143631433e-06,0.0009395526440701822,0.01673663826907348,0.00021485606873018835,1.6297042840053996e-07,3.1929787265347487e-06,1.4029291028950994e-09,1.9442631887976607e-06,9.063764484707698e-06,4.0011534834024797e-07,9.496826084532675e-05,1.3605762657217772e-08,5.652394192866968e-06,2.296629327736704e-06,2.2378110531532053e-08,4.062084786276776e-06,1.989433517549777e-09,3.2887968703894027e-09,9.632732625709849e-07,3.76,0.0,0.007838590319886927,0.8445323847175107,0.08562213331085963,0.002422649373165855,0.5098627881378127,0.8380413812249623,0.001801364567452719,2.239241961010434e-10,0.03045880361988828,0.00019936228584643996,0.07139582203505168,2.488762350600353e-09,2.0955930388703664e-06,6.046690173100942e-06,0.00011340755955319017,0.00027026048818732,1.1955616178210768e-07,0.005989434311058881,0.00010466105520933251,1.8850671386955465e-05,0.10341076552049236,0.018331385808125152,0.004529363994619033,0.0006099384360382228,0.001163668951366603,3.14159177870936e-05,0.01045862993622031,0.003425781892120715,3.0994640513414405e-07,1.0637782711659596e-11,1.1712865761873719e-05,3.813916284000904e-07,0.013140109924575117,1.4827029016989918e-08,2.0085046169761687e-12,3.663064285311451e-07,0.00023269409968782457,3.08901609300708e-08,3.047445444422475e-07,6.726459156793491e-10,1.0450629506220393e-05,3.996304073284542e-06,0.003343590925891403,8.78965325951864e-11,7.574639925080857e-10,0.0004741082332009709,1.2764420062808455e-07,7.0166335124813115e-06,0.0002141357846287797,1.0162124717037749e-10,3.6850980370193875e-05,1.3712215015551403e-05,0.00038804420794282923,5.255305577258683e-05,5.80460334228687e-12,3.674089377949413e-12,1.34849582010308e-09,1.4151982336817117e-11,3.5755831991624705e-10,3.577508368630727e-10,9.760710905484237e-08,0.0002422449824895122,0.00031605779688926677,6.897029957397761e-06
1.5596268312280252e-05,1.0045628370049258,0.0033961472116248925,0.0010864115391834937,0.001304809636233974,0.0514680583527188,0.0,0.0,0.005492446808786505,0.0005474181002631031,0.1425890327485919,0.0058346942829749495,0.0018938094630934878,3.6744474039296835e-09,4.5647090652206644e-07,7.578587782578907e-06,0.0009451678255125094,0.016740730413794185,0.00021737188522725018,1.6415166176702554e-07,3.272893095872444e-06,1.4296535305024482e-09,1.969245771599543e-06,9.200014103403382e-06,4.004199560770829e-07,9.677941261323015e-05,1.3899748026117877e-08,5.752023401096735e-06,2.3292792445456463e-06,2.2686486681668665e-08,4.066919141534815e-06,2.0025425479305587e-09,3.3375146525190808e-09,9.755919200314232e-07,3.76,0.0,0.007677081949278345,0.8431860035157538,0.08648278787920971,0.0024391930642823603,0.5079853457165677,0.8387347561821817,0.0017984928866465143,2.2267585565806335e-10,0.030840643809502254,0.00019883935622914267,0.07189756927618651,2.477508876203708e-09,2.1103878091488803e-06,6.0640892051900045e-06,0.0001124568493709989,0.00027054262332167463,1.1981152224867058e-07,0.006009744641108071,0.0001047755901542694,1.894942579118508e-05,0.10421858838365376,0.018431102902982756,0.00453385839953889,0.0006105683906420749,0.001162420030058862,3.145484266693311e-05,0.010466397822971232,0.003433002327476174,3.0902619656566594e-07,1.0606192036221168e-11,1.178381224606501e-05,3.836921367226336e-07,0.013238066563176217,1.4807665710721692e-08,2.0025389306360733e-12,3.6665329999418954e-07,0.00023349845374164764,3.065563016344522e-08,3.0441206945122446e-07,6.738385338982103e-10,1.0484168025309591e-05,4.02502100198821e-06,0.0033703490484265157,8.836010336994947e-11,7.581342494500613e-10,0.00047938254768807207,1.2833919267396998e-07,7.085592196395872e-06,0.00021546353182842802,1.0205747900931959e-10,3.7146533525339664e-05,1.3762611854416646e-05,0.00039102041246484923,5.310645272396073e-05,5.8219100336824195e-12,3.685048766039374e-12,1.3724128606421967e-09,1.4388475650082714e-11,3.587398031694884e-10,3.605799929865944e-10,9.864051919730732e-08,0.00024412693913325884,0.00032159773897410263,7.009268450635345e-06
1.5659929974021507e-05,1.004869693583044,0.003413892239762017,0.0010890058494535538,0.0013107204752662988,0.05188865170352918,0.0,0.0,0.005463426648806922,0.000544259910657167,0.14395258368292466,0.0058913392705960905,0.00189406491225427,3.744884586187027e-09,4.62092040250886e-07,7.615649481205676e-06,0.0009507854881034815,0.01674312048337247,0.00021989409284555678,1.6533407759043231e-07,3.354276533919731e-06,1.4567723638452584e-09,1.9944517618247174e-06,9.337031974166982e-06,4.006995023892892e-07,9.861190453316601e-05,1.4198381560565905e-08,5.852721921173497e-06,2.3621190872219367e-06,2.2997330334147814e-08,4.071539824465962e-06,2.0155835905106552e-09,3.3867225527405834e-09,9.879358077702048e-07,3.76,0.0,0.007518862712706269,0.841839025553562,0.08734418829198352,0.002455674003744871,0.5061071458054746,0.8394264960998932,0.0017956199321028253,2.2143052959968526e-10,0.031223906094206326,0.00019834871163284151,0.07239899615883268,2.466684171262034e-09,2.1251735205682317e-06,6.08221118037315e-06,0.00011150715479276558,0.0002708127226972892,1.2006278483340293e-07,0.006029807278816885,0.00010488842637009711,1.90500778571336e-05,0.10502438695246726,0.01853050961024315,0.004538197083322942,0.0006111777032712121,0.0011611272955046683,3.1493231949021e-05,0.010473954844313653,0.003439962125147397,3.0809590324573805e-07,1.0574255500351734e-11,1.1854189325741701e-05,3.859741281546877e-07,0.013335093657401117,1.4788064958424798e-08,1.996507979739316e-12,3.6699475383890346e-07,0.00023429929725183988,3.042179747102527e-08,3.0407237185905475e-07,6.749659782089034e-10,1.0517625448953341e-05,4.053626799391948e-06,0.0033968851358044372,8.88189232729398e-11,7.588763268302303e-10,0.0004846392445910042,1.2903202241258256e-07,7.154507212464131e-06,0.0002167827846582117,1.0248740194297536e-10,3.744035365621681e-05,1.3812846755959802e-05,0.0003939724465223794,5.3657823774808734e-05,5.839240241694582e-12,3.696024164579097e-12,1.39658871238095e-09,1.462732864134744e-11,3.599499958194202e-10,3.6339385934826936e-10,9.967995147150052e-08,0.0002459912155335774,0.0003271845707276147,7.122292479958486e-06
1.5723591635762762e-05,1.0051760387218907,0.0034317164372425157,0.0010915844746235662,0.0013166155772195243,0.052308913059686345,0.0,0.0,0.00543438105530489,0.0005410678114757154,0.1453170673326803,0.005948106812026417,0.001894231459177362,3.816442236633984e-09,4.6775526765750105e-07,7.652886741939976e-06,0.0009564058914594971,0.01674382585949508,0.00022242262676387244,1.6651770859752503e-07,3.4371448944926027e-06,1.4842907140299732e-09,2.019883560162678e-06,9.47481203491756e-06,4.0095455706776106e-07,0.00010046575720151105,1.450172491564229e-08,5.954494897125385e-06,2.3951479548841527e-06,2.3310659618288384e-08,4.0759531101758415e-06,2.028557248993473e-09,3.436425715679059e-09,1.0003036840043936e-06,3.76,0.0,0.00736386798955217,0.8404914946119143,0.08820629524303399,0.0024720916305171624,0.504228315865191,0.8401166376695867,0.0017927457972168222,2.2018828421818844e-10,0.0316085670045388,0.00019789009523135957,0.07290008154996329,2.45628286102222e-09,2.1399495406702967e-06,6.1010527279628275e-06,0.00011055875034869654,0.0002710712382064936,1.2030995093736096e-07,0.006049621986407258,0.00010499961476739989,1.9152623158159777e-05,0.10582813633647599,0.01862960505098632,0.004542383998738619,0.0006117668993553903,0.0011597921243948865,3.1531100576251456e-05,0.010481308108609632,0.0034466676191557697,3.071559712367297e-07,1.054198840502286e-11,1.192399606425865e-05,3.8823757376462773e-07,0.013431181836210167,1.476823691476839e-08,1.9904146509773196e-12,3.673312034638018e-07,0.00023509672627913518,3.018870887671167e-08,3.037257121292386e-07,6.760291164034858e-10,1.0551005577267053e-05,4.082123843778828e-06,0.0034231984648972875,8.92730645268679e-11,7.596894906192262e-10,0.000489877714348888,1.2972268368180926e-07,7.223377660087811e-06,0.0002180935320274214,1.0291104060586357e-10,3.7732410684779164e-05,1.3862928553474319e-05,0.00039689995149869985,5.4207149226864804e-05,5.856600139556675e-12,3.707019465693278e-12,1.4210245341653977e-09,1.486856051478781e-11,3.611886389060429e-10,3.66192431856464e-10,1.0072551452845285e-07,0.0002478381551915329,0.00033281791471126345,7.236093459549667e-06
