Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322)
3.948645850994286e-06,0.9664619482393937,0.000490486635633234,0.0001814477687453467,8.673038161108438e-05,0.0020489516830937255,0.0,0.0,0.001176548019926044,1.1457669807479443e-05,0.002953370834499674,9.13532357749553e-05,0.00029356933766454133,1.7774506728903976e-11,1.9039398551676834e-08,5.3243598551973985e-06,7.149405110170745e-05,0.0013909326682284022,1.1289676219888915e-10,5.79800512672324e-08,7.094756375730788e-09,1.296313479767158e-10,2.534894898836736e-07,1.3070599145750865e-08,7.689720180822785e-09,2.043160592023732e-09,8.05541316409888e-12,2.969607136951591e-08,3.0182362120767713e-09,8.274895567894653e-11,2.601509306535876e-07,2.243984058151958e-11,1.3040605182888615e-11,1.6416423091633377e-09,3.76,0.0,0.09673574826393037,0.9923114798216357,0.0017280279925555831,7.832343616672953e-05,0.5653159200468516,0.6101330196100166,0.0026665044494861164,4.904278733573787e-10,0.000698113860783482,0.00014904552924806575,0.018761799976041802,1.774336885227941e-09,8.744782217267205e-07,2.8253666053797735e-06,3.6011304456257023e-06,6.251083894451119e-06,9.502952523513594e-08,0.0015345421872437072,1.1952555370797854e-05,6.179372035203825e-06,0.0029238097563974146,0.001762337005741812,0.0006397871117053629,9.346027496103008e-05,0.00014821386326910034,3.755982011099211e-06,0.0010933741457676335,2.352767774589584e-05,3.529433936843185e-08,1.3972557811293094e-12,4.039942240404881e-07,1.727679115885072e-08,0.000144057873142916,1.7218746611896003e-09,2.8508043381133127e-13,3.231056618787289e-08
3.991063487789052e-06,0.9668597448564346,0.0005015088918841292,0.00018598650255780092,8.915942194088192e-05,0.0021064821282441716,0.0,0.0,0.0012162036143241338,1.2145694354696598e-05,0.0030702191023091103,9.485208966365948e-05,0.00030215026795820613,1.9079917224192943e-11,1.9983253217927087e-08,5.465666251314807e-06,7.360593805446803e-05,0.0014296421968940036,1.2046941563146358e-10,5.924027871802457e-08,7.531796690151368e-09,1.3674118929711957e-10,2.6019030093947546e-07,1.3744871258324333e-08,8.103614678703562e-09,2.2119925655212405e-09,8.748734809046758e-12,3.1625872549112455e-08,3.2217718456584324e-09,8.772763415324894e-11,2.686115896670311e-07,2.3770270799925958e-11,1.3843005383643089e-11,1.7538888304490654e-09,3.76,0.0,0.09469482925586802,0.9921446904707387,0.0017838628817715143,8.124704984836636e-05,0.566791524296166,0.6124524330376387,0.002666056289941947,4.914234179924829e-10,0.0007134991894012763,0.00014945253887419042,0.019073910524936614,1.7781569121881544e-09,8.89163383283645e-07,2.8339755738234754e-06,3.6313433768961444e-06,6.461685164538454e-06,9.575448736728454e-08,0.001556048640085393,1.22440037636408e-05,6.2001545265202205e-06,0.0030363136127580857,0.0017937630070505187,0.0006589758873630299,9.626970489145427e-05,0.00015259950420845792,3.8491733632468664e-06,0.0011306169343126143,2.493730085813527e-05,3.631812485919462e-08,1.4377791968423902e-12,4.196450347187191e-07,1.7943679033397303e-08,0.00015027831989986146,1.7674678144827693e-09,2.9334733933010034e-13,3.323820228994602e-08
4.033481124583818e-06,0.9672516563180734,0.0005127373715019197,0.0001906201345553664,9.165451332557869e-05,0.0021652498351054407,0.0,0.0,0.0012567101831082968,1.286890201639235e-05,0.0031905225727193367,9.845151789089798e-05,0.0003109087801884904,2.047504747187173e-11,2.096920701682835e-08,5.609931962380399e-06,7.576349633080501e-05,0.001469139827254023,1.2849745756532966e-10,6.051034366629018e-08,7.991019110704539e-09,1.4419926750670688e-10,2.6703630427174545e-07,1.445393723684411e-08,8.537450840540417e-09,2.3935112666671388e-09,9.497249740987706e-12,3.366463226795766e-08,3.4370748140416795e-09,9.29661336285053e-11,2.7732305405747474e-07,2.5168253055289358e-11,1.4688824921975342e-11,1.8727087902192083e-09,3.76,0.0,0.09269621171563747,0.9919737151961423,0.0018411815253304756,8.42499060066678e-05,0.5682183298773915,0.6147304830737969,0.0026655968871393577,4.923763433349175e-10,0.0007291456397033087,0.00014984638126000051,0.019387182320933522,1.7818189260503407e-09,9.03903896958765e-07,2.842369612632681e-06,3.6613148694580725e-06,6.6773608922390046e-06,9.647385023527054e-08,0.0015775183135423592,1.254073498496848e-05,6.220533733405614e-06,0.0031520438951753264,0.001825343766489696,0.0006785811655255977,9.913997421964326e-05,0.00015707818784945515,3.944011743388023e-06,0.0011687187828249485,2.6420330205714783e-05,3.736293742219288e-08,1.4791347721975734e-12,4.357420822201245e-07,1.862952574710374e-08,0.00015672717767279036,1.8139181118554728e-09,3.0178398935803914e-13,3.418449780701188e-08
4.075898761378583e-06,0.9676378337939646,0.0005241744112350238,0.00019535012828562296,9.421739929898421e-05,0.0022252799060155626,0.0,0.0,0.001298073302175729,1.3628772708067339e-05,0.0033143572125552308,0.00010215367993115258,0.00031984714823927773,2.1965594976024166e-11,2.1998903326824764e-08,5.757202253286579e-06,7.796743895526708e-05,0.001509437546320092,1.3700592024305684e-10,6.17901793761149e-08,8.473346868877156e-09,1.5202071159031815e-10,2.740297935887249e-07,1.519961743818478e-08,8.992039811229291e-09,2.588590750538654e-09,1.0305027878120939e-11,3.581771981849807e-08,3.664725898334939e-09,9.847624258992882e-11,2.8629240157028344e-07,2.6636687474467567e-11,1.558015389648771e-11,1.9984308962761305e-09,3.76,0.0,0.09073901899573338,0.9917984749555361,0.001900022595521409,8.733340536875398e-05,0.5695971272412594,0.6169680268182095,0.0026651260285539178,4.932872910688856e-10,0.0007450598663930249,0.0001502270315020372,0.01970160021343598,1.7853224984915375e-09,9.186990168830169e-07,2.8505491472630373e-06,3.691053155808236e-06,6.898201656220264e-06,9.718762375583506e-08,0.0015989488372119159,1.2842787848740789e-05,6.2405126281215605e-06,0.0032710680746634775,0.0018570802869863306,0.000698608830838208,0.00010207193582636192,0.00016165119220306847,4.040509621787796e-06,0.0012076891161246332,2.7980009728064813e-05,3.8429041252863676e-08,1.5213329564301972e-12,4.522944208822354e-07,1.9334714899984112e-08,0.00016341220869764536,1.8612297013022283e-09,3.103925150130649e-13,3.514967264633344e-08
4.118316398173349e-06,0.9680184258525592,0.0005358222356005056,0.00020017792268425477,9.684984818827822e-05,0.0022865978354925155,0.0,0.0,0.0013402981552861036,1.442683092429625e-05,0.003441800200633659,0.00010596076838560324,0.0003289675892612119,2.355757204285573e-11,2.3074030091252803e-08,5.907521667163047e-06,8.021847585330223e-05,0.0015505473637435771,1.4602110322020644e-10,6.307972277545505e-08,8.979735853498444e-09,1.6022117019792866e-10,2.8117303464401034e-07,1.5983822777273784e-08,9.46821570217213e-09,2.7981601151587814e-09,1.1176413289334397e-11,3.809073289950123e-08,3.9053299530474436e-09,1.0427019044671857e-10,2.9552682967762004e-07,2.8178568057964666e-11,1.6519168687814434e-11,2.1313976431312464e-09,3.76,0.0,0.08882239269813173,0.991618889856191,0.001960425725212611,9.049895702072004e-05,0.5709286864459844,0.6191659037873988,0.0026646434998125156,4.941568865723573e-10,0.0007612487446481823,0.00015059443926486967,0.02001714995530761,1.7886668973144707e-09,9.335480396464001e-07,2.858514135625687e-06,3.720566487421872e-06,7.124298436249039e-06,9.7895817366565e-08,0.0016203378936183953,1.3150197380950703e-05,6.260093184464935e-06,0.003393454518100867,0.0018889737202953502,0.0007190646625382882,0.00010506642694719778,0.00016631976903141104,4.138678282282133e-06,0.0012475370963974423,2.961969782223353e-05,3.9516692955610246e-08,1.5643838934194388e-12,4.6931121477295327e-07,2.0059634663412862e-08,0.00017034142348841948,1.9094060830916883e-09,3.1917497890080786e-13,3.613393874365317e-08
4.160734034968115e-06,0.9683935785162705,0.0005476829508225482,0.00020510492943242163,9.95536523230024e-05,0.0023492295018678723,0.0,0.0,0.0013833895064526223,1.526464582195701e-05,0.003572929915460204,0.00010987500854944814,0.0003382722575520343,2.525731845254255e-11,2.4196319480735967e-08,6.0609339389421835e-06,8.251731269642997e-05,0.0015924812976716553,1.5557063026133864e-10,6.437891435738177e-08,9.51117566463965e-09,1.6881681839261766e-10,2.8846826113858346e-07,1.68085586241129e-08,9.966835509714414e-09,3.023206547781914e-09,1.2116040293122639e-11,4.0489505062415494e-08,4.159516640031847e-09,1.1036065689516505e-10,3.050336520607386e-07,2.979698342450552e-11,1.7508134383789747e-11,2.2719657339837376e-09,3.76,0.0,0.08694549230002735,0.9914348791965196,0.0020224315173135964,9.374797750972773e-05,0.5722137575809665,0.6213249362915162,0.0026641490838265605,4.949857360125482e-10,0.000777719374435422,0.0001509485300310786,0.02033381820800569,1.791851109212987e-09,9.48450304532586e-07,2.8662640914283673e-06,3.749863123658885e-06,7.35574247582113e-06,9.859844003146639e-08,0.0016416832169515617,1.3462994637013932e-05,6.279276427661793e-06,0.0035192724665625273,0.0019210253666864386,0.0007399543208769537,0.00010812426717171255,0.0001710851406237483,4.238527755865032e-06,0.0012882715986619138,3.1342869182597226e-05,4.062614075809194e-08,1.6082973967748327e-12,4.868017340509806e-07,2.0804677627472345e-08,0.00017752308576592527,1.9584500827334977e-09,3.281333850863482e-13,3.7137500546214607e-08
4.203151671762881e-06,0.9687634353149784,0.0005597585386982142,0.00021013253025206798,0.00010233062714585095,0.0024132011582513914,0.0,0.0,0.001427351671666503,1.6143831185299405e-05,0.0037078259205344244,0.00011389865791359096,0.000347763238337266,2.7071514189235448e-11,2.5367547408842674e-08,6.217481907046424e-06,8.486464971643933e-05,0.001635251359934467,1.6568350821445593e-10,6.568769807370054e-08,1.0068690695411113e-08,1.7782436359251697e-10,2.959176705166643e-07,1.767592881479637e-08,1.0488778965198453e-08,3.264778500073193e-09,1.3128850273625123e-11,4.3020113220654945e-08,4.427941163991604e-09,1.167607809117622e-10,3.1482029462688524e-07,3.149511718043884e-11,1.8549407183557333e-11,2.4205065034426803e-09,3.76,0.0,0.08510749478713743,0.9912463615090108,0.0020860815535463416,9.708188988346221e-05,0.5734530711861947,0.6234459298036854,0.0026636425614441103,4.957744226715791e-10,0.0007944790848137645,0.00015128920636626715,0.020651592546886515,1.7948738438926962e-09,9.634051937629845e-07,2.8737981073327217e-06,3.7789513207984037e-06,7.592625137428461e-06,9.92955002469143e-08,0.00166298259183883,1.3781206502589482e-05,6.298062484297694e-06,0.0036485920113406107,0.0019532366748804294,0.0007612833332277596,0.00011124625639817373,0.00017594849650150865,4.340066789995997e-06,0.0013299011855754997,3.3153116478585904e-05,4.175762371036556e-08,1.6530829198107456e-12,5.047753509825784e-07,2.1570240627308138e-08,0.00018496571721037626,2.0083638163413913e-09,3.37269662931561e-13,3.816055402281261e-08
4.245569308557646e-06,0.9691281373380632,0.0005720508504755693,0.0002152620741409032,0.00010518261022021027,0.0024785394227969885,0.0,0.0,0.001472188490014137,1.706604526348906e-05,0.0038465689471934906,0.00011803400559837818,0.00035744254146066214,2.9007192092470734e-11,2.658953290364059e-08,6.3772074232595165e-06,8.726118048965092e-05,0.001678869540566614,1.7639018788813556e-10,6.700602122213064e-08,1.0653341241699492e-08,1.872610506330525e-10,3.0352341965947176e-07,1.8588139774870537e-08,1.1034948312790878e-08,3.523988993616865e-09,1.4220109224175755e-11,4.5688885207229244e-08,4.7112850076746634e-09,1.2348416933160396e-10,3.2489429103448466e-07,3.327624819128634e-11,1.9645436773130008e-11,2.5774063399097553e-09,3.76,0.0,0.08330759429442437,0.9910532546059577,0.0021514184024603675,0.00010050212266640154,0.57464733866767,0.625529673322009,0.002663123712228857,4.965235162902316e-10,0.0008115354382200091,0.00015161634918749422,0.020970461466639202,1.7977335530917609e-09,9.784121327483472e-07,2.8811148784179157e-06,3.8078393212638487e-06,7.8350377504921e-06,9.99870060482283e-08,0.0016842338521509883,1.4104855498183063e-05,6.3164506324091144e-06,0.003781484067605002,0.0019856092422224614,0.0007830570799014963,0.00011443317274596882,0.00018091099005483757,4.443302766849063e-06,0.0013724340816194476,3.5054151852414005e-05,4.2911370870994826e-08,1.6987495145251315e-12,5.232415356068934e-07,2.2356724547673972e-08,0.00019267810201207557,2.059148657323622e-09,3.465856502181062e-13,3.9203284825158925e-08
4.287986945352412e-06,0.969487823284728,0.0005845616006886353,0.00022049487455159578,0.00010811146013056053,0.0025452712682441517,0.0,0.0,0.0015179032942525639,1.8032990471070144e-05,0.003989240874926235,0.00012228337171443367,0.00036731209499335477,3.107175051217632e-11,2.7864137335044522e-08,6.540151260851931e-06,8.970759069232864e-05,0.001723347791661196,1.8772262695510234e-10,6.833383432740702e-08,1.1266224639863116e-08,1.971446658650188e-10,3.112876204835704e-07,1.954750475284207e-08,1.1606268009702007e-08,3.802019057427229e-09,1.5395426034647325e-11,4.850240736482453e-08,5.010256664726275e-09,1.3054490495173021e-10,3.352632776997522e-07,3.514375072038975e-11,2.0798768663687952e-11,2.7430671064618485e-09,3.76,0.0,0.08154500175408787,0.9908554756300203,0.002218485626623193,0.00010401010877248873,0.5757972527090292,0.6275769397243808,0.0026625923133342232,4.972335698506484e-10,0.0008288962347210811,0.0001519298190294768,0.021290414386802712,1.8004284578159894e-09,9.934705903458443e-07,2.888212725863579e-06,3.8365353429267465e-06,8.083071451902638e-06,1.0067296501687805e-07,0.0017054348798411806,1.4433959599549516e-05,6.334439351827239e-06,0.003918020345659154,0.0020181448150782743,0.0008052807796849903,0.00011768577042802401,0.00018597373511479573,4.548241627367046e-06,0.0014158781467063387,3.7049808217828245e-05,4.408760047963132e-08,1.745305805032996e-12,5.422098510279359e-07,2.3164534125652632e-08,0.0002006692911934608,2.1108052089452625e-09,3.560831079152316e-13,4.026586896464508e-08
4.330404582147178e-06,0.9698426295126353,0.0005972923609497812,0.00022583220651955165,0.00011111905527057547,0.002613424010717306,0.0,0.0,0.0015644988809154466,1.9046412941638454e-05,0.004135924709090147,0.00012664910665292895,0.00037737373877165645,3.327296588591304e-11,2.919326347051367e-08,6.706353021115142e-06,9.22045568290483e-05,0.0017686980105627564,1.9971435490089532e-10,6.967109101521026e-08,1.1908476432299864e-08,2.0749354020695193e-10,3.192123354437478e-07,2.055644816106267e-08,1.2203684343817385e-08,4.100121298207414e-09,1.6660771522042082e-11,5.146753215126276e-08,5.325592368043525e-09,1.3795755410310073e-10,3.459349882614888e-07,3.710109410385918e-11,2.201204648302526e-11,2.917906558992372e-09,3.76,0.0,0.07981894455065926,0.9906529411060425,0.0022873277889149625,0.00010760728435394375,0.5769034876796079,0.6295884861162409,0.002662048140057248,4.979051124675237e-10,0.0008465695162219542,0.0001522294573244705,0.02161144165731667,1.802956551783314e-09,1.0085800791194107e-06,2.895089620323094e-06,3.865047568482027e-06,8.33681701923662e-06,1.0135338428808399e-07,0.001726583603817054,1.4768532042880896e-05,6.352026374485278e-06,0.0040582733197496645,0.002050845289439476,0.0008279594751137058,0.00012100477758585353,0.00019113780246543072,4.654887846293148e-06,0.0014602408492596643,3.914404034042061e-05,4.528651911654892e-08,1.7927599589288673e-12,5.616899483435723e-07,2.3994077733074224e-08,0.00020894860667434372,2.1633332709746587e-09,3.6576370529143097e-13,4.1348472109332656e-08
4.372822218941944e-06,0.9701926900851392,0.0006102445538065396,0.0002312753037420646,0.00011420729251392815,0.0026830252977563624,0.0,0.0,0.0016119774800243609,2.0108101924909815e-05,0.004286704555965419,0.00013113359030409293,0.00038762921787593893,3.561900502469501e-11,3.057885435954817e-08,6.875851038417361e-06,9.475274493560856e-05,0.001814932022410044,2.1240054003012345e-10,7.101774788010245e-08,1.2581271560735964e-08,2.1832655107472575e-10,3.272995729452565e-07,2.1617510020541685e-08,1.2828164965179588e-08,4.419623603342944e-09,1.802249820472689e-11,5.459138574206571e-08,5.658056811340342e-09,1.457371736436797e-10,3.56917247479082e-07,3.915184224275745e-11,2.3288014211326205e-11,3.1023587602954676e-09,3.76,0.0,0.07812866618305624,0.9904455669951042,0.002357990457853923,0.00011129508758609824,0.5779667000392573,0.6315650541714053,0.002661490967093072,4.985386625236468e-10,0.000864563570621674,0.00015251508768679436,0.021933534564053857,1.8053156161319004e-09,1.0237401556010077e-06,2.9017432054983315e-06,3.893384135001117e-06,8.596364696778936e-06,1.0202827055906602e-07,0.001747677998845762,1.510858113009982e-05,6.369208734782806e-06,0.00420231619439084,0.002083712711721671,0.0008510980175021509,0.0001243908940902855,0.0001964042162994681,4.763244358812929e-06,0.0015055292388187562,4.134092567947642e-05,4.6508320851477195e-08,1.841119642067371e-12,5.816915612097113e-07,2.4845767131423043e-08,0.0002175256450507654,2.2167318060727016e-09,3.75628995067875e-13,4.245124717091823e-08
4.415239855736709e-06,0.9705381368168723,0.000623419446621283,0.00023682535561489744,0.00011737808576469312,0.002754103095553061,0.0,0.0,0.001660340724486626,2.1219889017304744e-05,0.00444166559508413,0.00013573923119765868,0.0003980801760623599,3.81184371934307e-11,3.202289205420452e-08,7.048682283879969e-06,9.735280925793108e-05,0.0018620615620318702,2.2581805854211523e-10,7.23737643482357e-08,1.3285825587062496e-08,2.2966312309816805e-10,3.3555128267582064e-07,2.2733350505575194e-08,1.3480698326168749e-08,4.761932976971278e-09,1.9487360832103817e-11,5.7881375610441654e-08,6.008443861476227e-09,1.5389931730726443e-10,3.6821796453742644e-07,4.12996529907241e-11,2.462951835131201e-11,3.296874488699427e-09,3.76,0.0,0.07647342593346376,0.9902332687541416,0.002430520211876798,0.00011507495738830484,0.578987528740078,0.6335073704661034,0.0026609205671491703,4.991347250092315e-10,0.0008828869358997052,0.00015278651719126122,0.022256685334279585,1.8075032512327431e-09,1.0389504205503136e-06,2.9081708220808546e-06,3.9215531235391544e-06,8.861804014362394e-06,1.0269763009803442e-07,0.0017687160844915256,1.5454110056313633e-05,6.385982820194192e-06,0.004350222868168946,0.002116749279738331,0.000874701051758937,0.00012784478931116531,0.00020177395062340468,4.873312475836329e-06,0.0015517499182268362,4.364466497038529e-05,4.775318638459899e-08,1.8903919898075374e-12,6.02224500012851e-07,2.5720017227235964e-08,0.0002264102810569912,2.270998912266189e-09,3.856804333386518e-13,4.357433511663653e-08
4.457657492531475e-06,0.9708790993176264,0.0006368181454500361,0.00024248350423255433,0.00012063336438282743,0.0028266856753794345,0.0,0.0,0.0017095896192684075,2.238364721616246e-05,0.00460089404877412,0.00014046846556818276,0.0004087281491599677,4.078024594529641e-11,3.352739613581794e-08,7.224882267882703e-06,0.00010000539090923756,0.0019100982552079115,2.4000556568217996e-10,7.373910253347713e-08,1.4023395941424019e-08,2.415232275372721e-10,3.4396935085968556e-07,2.3906754583386396e-08,1.4162293025136092e-08,5.1285395084428675e-09,2.1062537660861475e-11,6.134519806377552e-08,6.377577258968772e-09,1.6246004134276805e-10,3.7984512573845677e-07,4.354827700164475e-11,2.6039510021388247e-11,3.501921639773738e-09,3.76,0.0,0.07485249854287963,0.9900159613967845,0.0025049646424956887,0.00011894833208115542,0.5799665956252661,0.63541614680634,0.002660336711253365,4.996937789261045e-10,0.0009015484041176581,0.00015304353766349565,0.02258088714197971,1.809516881122953e-09,1.0542105192101922e-06,2.914369531316072e-06,3.949562548759399e-06,9.133223599159315e-06,1.0336146875359636e-07,0.0017896959240856721,1.5805116725556055e-05,6.402344421811538e-06,0.00450206789499558,0.0021499573438330897,0.0008987730010023411,0.00013136709985964688,0.00020724792561812216,4.985091863515467e-06,0.0015989090154659913,4.6059582526319825e-05,4.9021282178600804e-08,1.9405835813649693e-12,6.232986456636887e-07,2.661724580981791e-08,0.0002356126706789582,2.326131791617865e-09,3.9591936849822744e-13,4.471786476956744e-08
4.500075129326241e-06,0.9712157050348774,0.0006504415890439918,0.0002482508413560902,0.00012397507147993814,0.002900801599186498,0.0,0.0,0.0017597245104338198,2.3601289787754363e-05,0.0047644771488594044,0.00014532375634584562,0.000419574558448808,4.361384040893151e-11,3.5094422044454796e-08,7.404484941569153e-06,0.00010271111650773004,0.001959053599314683,2.550035689657083e-10,7.511372708803114e-08,1.4795283197169163e-08,2.5392738032142686e-10,3.5255559543890837e-07,2.5140636743151486e-08,1.4873977050392044e-08,5.521020471241804e-09,2.275565246427462e-11,6.499084571452962e-08,6.766311303983403e-09,1.7143590939481056e-10,3.918067865578688e-07,4.5901556282080794e-11,2.7521046961680027e-11,3.717985619561862e-09,3.76,0.0,0.07326517389318787,0.9897935595555184,0.0025813723562516347,0.00012291664798041703,0.580904505825368,0.637292080548708,0.0026597391706246164,5.002162951383888e-10,0.0009205570253287896,0.00015328592697717516,0.022906134112995746,1.8113537622615004e-09,1.0695201415551697e-06,2.9203361386007977e-06,3.97742034873576e-06,9.410710980679663e-06,1.0401979196480223e-07,0.0018106156237288288,1.6161593562143304e-05,6.418288784849299e-06,0.004657926442783588,0.002183339408151228,0.000923318051005769,0.0001349584273071615,0.00021282700396002525,5.09858048312769e-06,0.0016470121552070117,4.859012623762788e-05,5.0312759582220214e-08,1.991700390931962e-12,6.449239430188328e-07,2.753787325448018e-08,0.00024514325388611707,2.382126717999922e-09,4.0634700586292947e-13,4.5881949725012895e-08
4.542492766121007e-06,0.9715480792947472,0.0006642905429541426,0.000254128405356069,0.00012740516208333612,0.0029764797043496578,0.0,0.0,0.0018107450541468189,2.4874768939377045e-05,0.004932503100464891,0.00015030759206489515,0.0004306207040338322,4.6629066097124596e-11,3.672605922719568e-08,7.587522597480317e-06,0.00010547059679664686,0.002008938943366324,2.708545034711197e-10,7.649760504880797e-08,1.5602832372257064e-08,2.6689663861970093e-10,3.61311761196058e-07,2.6438045807994717e-08,1.561679692007997e-08,5.9410445508955754e-09,2.4574797279488925e-11,6.882661486201728e-08,7.1755315249397416e-09,1.8084399655838993e-10,4.0411106304226226e-07,4.836342267713606e-11,2.9077295442033106e-11,3.9455697277191254e-09,3.76,0.0,0.07171075669563937,0.9895659775501784,0.0026597929753829374,0.00012698133792829084,0.5818018481521013,0.6391358549147669,0.002659127715069075,5.00702735980878e-10,0.0009399221113749624,0.00015351345034192836,0.023232421329903448,1.813011019379028e-09,1.0848790225299895e-06,2.9260672176030208e-06,4.005134374805825e-06,9.694352389083682e-06,1.0467260477204563e-07,0.001831473331324913,1.6523527349889496e-05,6.433810659389579e-06,0.004817874249523412,0.0022168981320297965,0.0009483401345095126,0.00013861933588544292,0.00021851198711029117,5.2137744997379214e-06,0.001696064430146303,5.1240867246564605e-05,5.162775395300592e-08,2.0437477558873744e-12,6.671103938985331e-07,2.8482322228169424e-08,0.0002550127569479674,2.4389790102026288e-09,4.1696443245962306e-13,4.7066689171727656e-08
4.584910402915772e-06,0.9718763453412426,0.0006783655936887879,0.0002601171781390146,0.0001309256011650448,0.0030537490875519845,0.0,0.0,0.0018626501857409107,2.620607428598608e-05,0.0051050610428762105,0.0001554224856929545,0.00044186775822967515,4.9836215267950967e-11,3.842442907543943e-08,7.774025769576335e-06,0.00010828442524946462,0.00205976546746767,2.87602809192187e-10,7.789070567797319e-08,1.6447434256575568e-08,2.8045259585134817e-10,3.7023951482383403e-07,2.780216982274132e-08,1.6391816712695543e-08,6.390376199397677e-09,2.6528555874734806e-11,7.286111276025694e-08,7.60615532674322e-09,1.907018925341295e-10,4.1676612253098924e-07,5.093789576448677e-11,3.071153205892177e-11,4.185195528856061e-09,3.76,0.0,0.07018856618558592,0.9893331294578017,0.0027402771371243264,0.0001311438297628163,0.5826591954898753,0.6409481392990934,0.002658502112833913,5.011535343375399e-10,0.0009596532395517091,0.0001537258616001604,0.023559744836567902,1.8144856531312207e-09,1.1002869422751874e-06,2.931559134011165e-06,4.032712381388323e-06,9.984232547017329e-06,1.0531991182840861e-07,0.0018522672356467982,1.6890899065433463e-05,6.448904351055455e-06,0.00498198757674386,0.002250636331485968,0.0009738429154218315,0.0001423503501722751,0.00022430361158057557,5.33066826441774e-06,0.0017460703722085166,5.401649927484874e-05,5.2966383778033517e-08,2.0967303559788606e-12,6.89868049714032e-07,2.9451017382696793e-08,0.0002652321943007078,2.4966830031507374e-09,4.2777261346162285e-13,4.827216847155016e-08
4.627328039710538e-06,0.9722006243741742,0.0006926671430561155,0.00026621808206215333,0.00013453836153134538,0.00313263908779043,0.0,0.0,0.0019154380889629158,2.7597231102100744e-05,0.005282241007408136,0.00016067097338444842,0.0004533167589751551,5.324603644915332e-11,4.019168264197596e-08,7.964023132884741e-06,0.0001111531766631709,0.002111544161710702,3.0529501042795034e-10,7.929300029856203e-08,1.7330526764496713e-08,2.94617375065397e-10,3.79340439946865e-07,2.9236341009253128e-08,1.7200116985813895e-08,6.870880111807363e-09,2.8626027904820864e-11,7.710326474605327e-08,8.059132615540856e-09,2.0102770383461418e-10,4.297801736879113e-07,5.362908031298783e-11,3.242714540994843e-11,4.437403210321955e-09,3.76,0.0,0.06869793582333408,0.9890949291824627,0.00282287649155248,0.0001354055447264461,0.5834771051852833,0.6427295895711203,0.0026578621332405093,5.015691168314142e-10,0.0009797602561340574,0.00015392290453334007,0.023888101642304913,1.8157745415025399e-09,1.1157437263364963e-06,2.9368080690829782e-06,4.0601620159899355e-06,1.0280434455368049e-05,1.0596171741159949e-07,0.0018729955654333541,1.726368370227507e-05,6.463563771540264e-06,0.005150343160346538,0.0022845569807815208,0.0009998297729440957,0.00014615195276814567,0.0002302025451814113,5.4492542720324555e-06,0.0017970339236976717,5.692183758171306e-05,5.432874978816617e-08,2.1506521619184375e-12,7.132070037238726e-07,3.0444385005358335e-08,0.00027581286992821676,2.555232018913984e-09,4.387723434800767e-13,4.9498455342254773e-08
4.669745676505304e-06,0.9725210355856077,0.0007071954027016503,0.00027243197684555015,0.0001382454215722705,0.0032131792684850767,0.0,0.0,0.001969106165502017,2.9050298350040336e-05,0.005464133872243217,0.00016605561314870222,0.0004649686032953583,5.686974314523118e-11,4.202999816378619e-08,8.157541402928769e-06,0.00011407740574196219,0.002164285804531841,3.239797971860893e-10,8.070446212694785e-08,1.8253596311987377e-08,3.0941362060122647e-10,3.8861603211325424e-07,3.074404078025522e-08,1.8042793579752526e-08,7.384525821212893e-09,3.0876853749942184e-11,8.156232120004777e-08,8.535446396758e-09,2.1184005497699738e-10,4.4316145582095655e-07,5.644116371721016e-11,3.4227637634504754e-11,4.702751924602143e-09,3.76,0.0,0.06723821300100963,0.9888512905321616,0.0029076436978922662,0.0001397678958150386,0.5842561194347177,0.6444808483708558,0.0026572075449693908,5.01949908688811e-10,0.001000253279740921,0.0001541043141561862,0.024217489725576892,1.8168744782886126e-09,1.1312492458547586e-06,2.9418100438373527e-06,4.087490809284754e-06,1.0583039173173953e-05,1.0659802543684717e-07,0.00189365658851738,1.7641850127042502e-05,6.477782489352372e-06,0.005323018158808732,0.0023186632140396236,0.0010263037856659421,0.000150024581969311,0.00023620938326265396,5.569523066965957e-06,0.0018489584084833057,5.9961817529545e-05,5.5714934079239494e-08,2.2055163993431027e-12,7.371373828820355e-07,3.146285267268047e-08,0.00028676637822126647,2.614618341719386e-09,4.499642748784947e-13,5.074560046987989e-08
