Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322)
1.2811869637711378e-09,0.8684290342532814,3.079689745670643e-11,3.2214732817870887e-12,1.2362678339387265e-13,1.1998439361852985e-13,0.0,0.0,1.6138405237893477e-08,4.8136494164904945e-14,1.0538923206088901e-13,1.2170348370492556e-13,2.1579424346779786e-16,2.842485067873662e-26,2.0702626851377675e-17,8.677961764056214e-11,4.095933205630566e-13,1.0006040343844968e-10,1.2708024884391885e-26,3.0971873551609304e-20,2.5267727505072505e-23,1.559278611594722e-22,1.6336672476977299e-09,9.909147689754803e-24,7.566193482724812e-19,1.1541570827189246e-28,1.0997473632052276e-31,4.181969757006171e-24,3.580855879192816e-29,5.583351725848402e-29,4.625464934968815e-19,1.6848131096068612e-32,9.649601721930949e-33,2.2362093630311345e-33,3.76,0.0,0.6896232362635484,0.9974415606600759,1.798895236239385e-14,1.593711182532174e-16,0.0004374013601022812,0.0004374085325359917,0.0025584230983783604,2.9502708101549807e-13,1.0000789619590399e-10,1.6213148749204713e-08,3.29449705123284e-09,7.2828657429046e-14,2.1137288532217765e-15,5.5286530646723075e-11,1.6590133490425232e-12,1.199977805696494e-16,1.6261476256468993e-11,3.283042431239387e-10,1.342517728734725e-10,2.7142787404958808e-11,1.8128968997574995e-12,4.246446362182247e-12,2.978300496487727e-13,1.942880263142205e-15,2.4222580082805558e-15,5.375453272197238e-13,6.046233067871169e-18,1.7193235511668025e-09,8.822538805305731e-20,6.527770953321359e-24,4.826916716445763e-19,8.562890753667057e-19,3.1045634987874833e-19,3.4259013432866794e-15,2.309343338357989e-24,5.774061127185516e-20
1.3077186075496682e-09,0.868430477038253,3.2182068795280797e-11,3.3324785907642255e-12,1.311570628773663e-13,1.2736782575041182e-13,0.0,0.0,1.647220999193723e-08,5.014941817768146e-14,1.1200545683293814e-13,1.2934042539316265e-13,2.3027234017228995e-16,3.019176952719342e-26,2.1546324559644943e-17,9.033699400536078e-11,4.3495461685700703e-13,1.044977601050643e-10,1.40597146471525e-26,3.361553632531142e-20,2.7959324894310275e-23,1.7250620388876883e-22,1.6657147396822035e-09,1.0790113420573733e-23,8.186808712209856e-19,1.2907277163953304e-28,1.2430927315240415e-31,4.6442499379461566e-24,4.1230409411787246e-29,6.381632622574437e-29,4.933254944809938e-19,1.942368300362522e-32,1.0953344590888996e-32,2.587365798418181e-33,3.76,0.0,0.6896141807495786,0.997434017406963,1.9132684859872156e-14,1.727913770064767e-16,0.00044645633593976144,0.0004464638084746032,0.002565966013128068,3.045140273693256e-13,1.0444195865617663e-10,1.6549912001527827e-08,3.432346453418039e-09,7.547890088011964e-14,2.2473016244966746e-15,5.744778218099661e-11,1.7343051745518044e-12,1.251910596980854e-16,1.6835208463102074e-11,3.4214141820062645e-10,1.3960734758062255e-10,2.827126558250553e-11,1.8969747163319223e-12,4.50775876117446e-12,3.1029427902424295e-13,2.0434128940351305e-15,2.5443008907847468e-15,5.573221437417574e-13,6.50177781135853e-18,1.75488727863921e-09,9.450953362844318e-20,6.968851563985044e-24,5.208012949890342e-19,9.072920319507938e-19,3.339780714710332e-19,3.62573637620097e-15,2.4540094110209937e-24,6.162223218676874e-20
1.3342502513281986e-09,0.8684319198047367,3.3610521710296765e-11,3.4453667708515802e-12,1.3899238679966344e-13,1.3506534283286623e-13,0.0,0.0,1.680600576934058e-08,5.2203531530911224e-14,1.1889014312200835e-13,1.3728704436061744e-13,2.453937873947229e-16,3.202897334026772e-26,2.2405957158564857e-17,9.396284221409154e-11,4.613166742262896e-13,1.090317162014626e-10,1.5523199457816473e-26,3.642481915750563e-20,3.0874046119320874e-23,1.9045486436020558e-22,1.697692581819996e-09,1.1729057807836181e-23,8.844110905505058e-19,1.4402608144810112e-28,1.4016540331779588e-31,5.146928262587961e-24,4.733668406205635e-29,7.274785795615776e-29,5.254561036648663e-19,2.2327275687446034e-32,1.240132044817457e-32,2.984758149062047e-33,3.76,0.0,0.6896051253543937,0.9974269421614349,2.03240722811708e-14,1.8703362114926243e-16,0.00045551118955958854,0.0004555189683351153,0.0025730409202028466,3.140096200200542e-13,1.0897248700665011e-10,1.6886726251344642e-08,3.5730205021432195e-09,7.816256886742531e-14,2.386366040546927e-15,5.964465633667909e-11,1.811268395895404e-12,1.3050145333985574e-16,1.7415260363102734e-11,3.562672253788653e-10,1.4505734005834074e-10,2.94223991610899e-11,1.983256401510622e-12,4.779258873175911e-12,3.230144038556953e-13,2.147176742184584e-15,2.6695953242805055e-15,5.773598819755058e-13,6.982361702816986e-18,1.7904493381358022e-09,1.0108590797625567e-19,7.428495786886998e-24,5.61061443289626e-19,9.601755652153417e-19,3.5880211003791936e-19,3.8325188480357786e-15,2.6039569797572066e-24,6.566671396962452e-20
1.360781895106729e-09,0.8684333625527334,3.50829659042794e-11,3.5601396595444154e-12,1.471392598536105e-13,1.4308481353031104e-13,0.0,0.0,1.7139792724624533e-08,5.429883236406244e-14,1.2604840789030122e-13,1.455492364824057e-13,2.61172890626776e-16,3.3937720962845243e-26,2.3281472741429887e-17,9.765699143414468e-11,4.886969317322429e-13,1.1366215010629917e-10,1.7105172342955757e-26,3.940648725035808e-20,3.4025302062824656e-23,2.0985579966071926e-22,1.7296009313871837e-09,1.2728498720490717e-23,9.539449745799987e-19,1.6036961198470387e-28,1.5766928257438586e-31,5.6926409676775125e-24,5.419717896398048e-29,8.2718843403583e-29,5.589678107030928e-19,2.5592592678844525e-32,1.4006084223448868e-32,3.433343781883801e-33,3.76,0.0,0.6895960700779921,0.9974203058755833,2.1564104079225087e-14,2.0212993499335888e-16,0.0004645659209640398,0.00046457401211905667,0.0025796768675110993,3.235108613550382e-13,1.1359935708512018e-10,1.722359179857225e-08,3.7165191664019034e-09,8.087906475999209e-14,2.5310311139260253e-15,6.187685546735872e-11,1.889899949619511e-12,1.3592939754783843e-16,1.800148896447842e-11,3.706817949151143e-10,1.506011931970478e-10,3.0596167185950377e-11,2.0717593785432808e-12,5.0611176141565875e-12,3.3599046180434144e-13,2.2542179395553958e-15,2.7981530607880793e-15,5.976543230424709e-13,7.488880365088482e-18,1.8260097297150127e-09,1.0796082084038883e-19,7.90699622373246e-24,6.03546400176534e-19,1.0149671834261412e-18,3.849755009615295e-19,4.046319654799733e-15,2.7592343563612365e-24,6.987671032171494e-20
1.3873135388852594e-09,0.8684348052822425,3.660010650603869e-11,3.676799152840519e-12,1.5560421107201302e-13,1.514341781198951e-13,0.0,0.0,1.7473571002759124e-08,5.643531883533715e-14,1.3348535539462503e-13,1.541328829208816e-13,2.7762395508063385e-16,3.5919265302159495e-26,2.4172819555547462e-17,1.0141927122050643e-10,5.171127256418273e-13,1.1838894108477435e-10,1.8812578277326113e-26,4.256744031043316e-20,3.74270126969663e-23,2.307940454713431e-22,1.7614399453053412e-09,1.3791008268712144e-23,1.0274194410005476e-18,1.7820214314889337e-28,1.7695471209100084e-31,6.2841406121051185e-24,6.188716937875873e-29,9.382665661213452e-29,5.938901110094872e-19,2.9255965201660946e-32,1.5780998186392798e-32,3.938494165108674e-33,3.76,0.0,0.6895870149203721,0.9974140813251006,2.2853770931493484e-14,2.181129552951366e-16,0.000473620530155388,0.00047362893982795615,0.0025859010793601463,3.3301502619752366e-13,1.1832244562229908e-10,1.7560508932361342e-08,3.862842415188455e-09,8.362780287439391e-14,2.681405762936555e-15,6.414408455577515e-11,1.9701968001534e-12,1.4147532873701504e-16,1.859375451054591e-11,3.853852540080156e-10,1.5623835314529564e-10,3.179254859432993e-11,2.162500967729121e-12,5.353504680704139e-12,3.4922249138674734e-13,2.364582568673568e-15,2.9299859172834408e-15,6.182013212437944e-13,8.022245393277731e-18,1.8615684534352758e-09,1.1514054683878574e-19,8.404640747658653e-24,6.483314071644942e-19,1.0716941668293975e-18,4.125461297813801e-19,4.267207655194993e-15,2.91988858567718e-24,7.425484441921884e-20
1.4138451826637899e-09,0.8684362479932655,3.8162644101751696e-11,3.795347227520809e-12,1.6439379370804016e-13,1.601214480371067e-13,0.0,0.0,1.78073407400136e-08,5.861298912003087e-14,1.4120607728269673e-13,1.6304385023153833e-13,2.947612871881073e-16,3.797485337046459e-26,2.5079946001913146e-17,1.0524951151177394e-10,5.465812900310539e-13,1.2321197024215838e-10,2.0652618093900203e-26,4.591471249538681e-20,4.109361529294026e-23,2.533577639525508e-22,1.7932097801452863e-09,1.4919212931007539e-23,1.1049733337384593e-18,1.9762739371593516e-28,1.981634201156214e-31,6.924298755016686e-24,7.048771489101969e-29,1.0617565380936221e-28,6.3025251053706135e-19,3.335651895258939e-32,1.7740264841655387e-32,4.506020279852312e-33,3.76,0.0,0.6895779598815319,0.9974082429468157,2.4194064767926095e-14,2.350158679934901e-16,0.00048267501713590024,0.0004826837514633427,0.002591739118921237,3.425196471400163e-13,1.2314163119529485e-10,1.7897477931960015e-08,4.011990217498061e-09,8.640820825928417e-14,2.837598811713879e-15,6.644605118842231e-11,2.0521559622170195e-12,1.4713968368068012e-16,1.9191920402720443e-11,4.003777268713714e-10,1.619682692906515e-10,3.301152221618636e-11,2.2554983870252396e-12,5.6565885605573964e-12,3.6271053195873276e-13,2.4783166628156278e-15,3.065105825888592e-15,6.389968027283427e-13,8.583384242615222e-18,1.8971255093550226e-09,1.2263132721162286e-19,8.921712752925244e-24,6.9549265274582e-19,1.13038357526174e-18,4.415627263040749e-19,4.495249709109547e-15,3.0859655790496112e-24,7.8803711136852e-20
1.4403768264423203e-09,0.8684376906858015,3.9771274765149467e-11,3.9157859301476216e-12,1.7351458490141784e-13,1.6915470533269096e-13,0.0,0.0,1.8141102064185268e-08,6.083184141008836e-14,1.4921565253425002e-13,1.7228799029965174e-13,3.1259919341166115e-16,4.0105726331291425e-26,2.600280063536513e-17,1.0914754263160155e-10,5.771197573834344e-13,1.2813112009209004e-10,2.263275233960405e-26,4.945547235988913e-20,4.5040072413146295e-23,2.7763828990028366e-22,1.8249105921257806e-09,1.6115793434212133e-23,1.1867473994953918e-18,2.1875418674196606e-28,2.214453838010004e-31,7.616108864362179e-24,8.00859746626961e-29,1.1987752813436126e-28,6.680845250789677e-19,3.793632305150704e-32,1.9898963106752986e-32,5.142198399693874e-33,3.76,0.0,0.6895689049614696,0.9974027667949037,2.5585978773291432e-14,2.528724049656317e-16,0.0004917293819078386,0.0004917384470267448,0.0025972149320194217,3.5202249563249225e-13,1.2805679379593593e-10,1.823449906695393e-08,4.1639625423267316e-09,8.921971650998093e-14,2.9997189903026855e-15,6.87824655325011e-11,2.1357744900692327e-12,1.529228995088954e-16,1.9795853134078842e-11,4.156593347969385e-10,1.6779039424081922e-10,3.425306677554733e-11,2.3507687526393655e-12,5.970536542746121e-12,3.764546237233373e-13,2.5954662062557398e-15,3.20352480979053e-15,6.600367642858746e-13,9.173240429792855e-18,1.932680897532683e-09,1.3043936922728182e-19,9.458491259939847e-24,7.451072632971173e-19,1.1910622520702966e-18,4.720748753314054e-19,4.73051070834361e-15,3.2575101662590877e-24,8.35258780580802e-20
1.4669084702208507e-09,0.8684391333598521,4.1426690088242796e-11,4.03811739743753e-12,1.8297318557901065e-13,1.7854210223824077e-13,0.0,0.0,1.8474855095442165e-08,6.309187391247772e-14,1.575191475794722e-13,1.818711404699791e-13,3.311519822126531e-16,4.231311954193473e-26,2.694133216419503e-17,1.1311319528458447e-10,6.087451591867474e-13,1.3314627543075614e-10,2.4760705108750715e-26,5.319702280245633e-20,4.928188000591499e-23,3.0373017785748476e-22,1.8565425371173507e-09,1.73834849264155e-23,1.2728842650926588e-18,2.4169658193221643e-28,2.4695911663501596e-31,8.362688989960713e-24,9.07755323760165e-29,1.3505166779128541e-28,7.07415686010912e-19,4.3040545775822064e-32,2.2273082204159176e-32,5.853797442565068e-33,3.76,0.0,0.6895598501601838,0.9973976303798634,2.7030507418540285e-14,2.7171684080221285e-16,0.0005007836244734589,0.0005007930265196909,0.0026023510081557774,3.615215663156151e-13,1.3306781570489592e-10,1.8571572598122332e-08,4.31875935867128e-09,9.206177355869172e-14,3.1678749347414223e-15,7.11530403108827e-11,2.2210494979952715e-12,1.5882541370470444e-16,2.040542221424071e-11,4.3123019622542673e-10,1.737041838047228e-10,3.551716089120261e-11,2.4483290796333773e-12,6.2955147279726965e-12,3.9045480771601766e-13,2.7160771344444395e-15,3.3452550291444456e-15,6.813172720467929e-13,9.792773377043946e-18,1.9682346180266836e-09,1.3857084833209403e-19,1.0015251179109834e-23,7.97253292480032e-19,1.253756831681307e-18,5.041330084487747e-19,4.973053615013784e-15,3.434566227863755e-24,8.842388776455422e-20
1.493440113999381e-09,0.8684405760154169,4.312957721100932e-11,4.162343847073871e-12,1.927762201097894e-13,1.8829186061806996e-13,0.0,0.0,1.8808599946465246e-08,6.539308484891359e-14,1.6612161622087165e-13,1.9179912346264522e-13,3.5043396248135826e-16,4.459826260039065e-26,2.789548945036347e-17,1.171463005578076e-10,6.414744265245923e-13,1.3825732297515099e-10,2.7044467830175135e-26,5.714680101134558e-20,5.383507524791509e-23,3.317312472091884e-22,1.888105770640935e-09,1.87250768311306e-23,1.363528414250033e-18,2.665740478051874e-28,2.7487200422172045e-31,9.167284716826742e-24,1.0265673124392977e-28,1.5182553113480533e-28,7.482755388048228e-19,4.871761229454665e-32,2.487955954587557e-32,6.648106622789558e-33,3.76,0.0,0.6895507954776728,0.9973928126413067,2.8528646459722794e-14,2.915839895995845e-16,0.0005098377448350122,0.0005098474899437105,0.002607168407718075,3.7101506465598356e-13,1.3817458112998802e-10,1.890869877759099e-08,4.476380635529324e-09,9.493383549712948e-14,3.342175187137998e-15,7.355749077972455e-11,2.3079781513830175e-12,1.648476641030223e-16,2.102050010672644e-11,4.4709042680570657e-10,1.7970909697385567e-10,3.6803783078123e-11,2.5481962825076454e-12,6.6316880385472644e-12,4.0471112581132523e-13,2.8401953342635565e-15,3.4903087610764602e-15,7.028344603267169e-13,1.0442958663338194e-17,2.0037866708954545e-09,1.4703190718820372e-19,1.0592263380538524e-23,8.520097126126618e-19,1.3184937428342486e-18,5.377884173975079e-19,5.222939490496455e-15,3.617176725969225e-24,9.350025850888632e-20
1.5199717577779115e-09,0.8684420186524964,4.488061885177033e-11,4.288467594071936e-12,2.0293033622504257e-13,1.9841227155727539e-13,0.0,0.0,1.9142336723280247e-08,6.773547245425194e-14,1.7502809977781802e-13,2.0207774753085378e-13,3.704594460714477e-16,4.696237938756268e-26,2.886522150903712e-17,1.212466899167439e-10,6.753243906664499e-13,1.4346415207224208e-10,2.9492303020673416e-26,6.13123784115338e-20,5.871624452584979e-23,3.617426285360152e-22,1.9196004478716262e-09,2.0143413074118778e-23,1.4588261654539251e-18,2.93511592561667e-28,3.0536059694372384e-31,1.0033271829143428e-23,1.1583701926208723e-28,1.7033502436654038e-28,7.906936499313401e-19,5.501936952454004e-32,2.773631556941349e-32,7.532964824498897e-33,3.76,0.0,0.6895417409139352,0.9973882937889825,3.008139297340867e-14,3.1250920177243582e-16,0.0005188917429947427,0.0005189018373003314,0.002611686920957792,3.805013879329129e-13,1.4337697691526414e-10,1.924587784967731e-08,4.636826341899269e-09,9.783536837278553e-14,3.5227281957550632e-15,7.599553470379974e-11,2.3965576831887346e-12,1.7099008888683148e-16,2.164096215582659e-11,4.632401394639289e-10,1.8580459590356287e-10,3.811291174813811e-11,2.650387175800061e-12,6.9792202286185246e-12,4.1922362071089467e-13,2.9678666441922227e-15,3.638698436599171e-15,7.245845303566889e-13,1.1124787815804888e-17,2.039337056197417e-09,1.5582865831500365e-19,1.1189794979100703e-23,9.094564043959238e-19,1.385299216138961e-18,5.730932430711946e-19,5.480227533871908e-15,3.805383838738917e-24,9.875748663454019e-20
1.5465034015564419e-09,0.868443461271091,4.6680493336326823e-11,4.416491043214766e-12,2.1344220465365194e-13,2.089116948035341e-13,0.0,0.0,1.9476065525283256e-08,7.01190349764383e-14,1.8424362698015346e-13,2.1271280634588572e-13,3.912427457627907e-16,4.940668811507811e-26,2.985047750889428e-17,1.2541419520705955e-10,7.103117836520149e-13,1.4876665439975012e-10,3.211274800246449e-26,6.570146061054732e-20,6.394253111608352e-23,3.9386880754714614e-22,1.95102672363713e-09,2.1641391895605136e-23,1.5589256489648244e-18,3.2263994470434978e-28,3.3861096199436545e-31,1.0964159320134605e-23,1.3043130507441066e-28,1.9072489830163952e-28,8.3469960442114365e-19,6.200125305346876e-32,3.086229356745177e-32,8.516790234701941e-33,3.76,0.0,0.6895326864689688,0.9973840552978698,3.168974535066528e-14,3.3452836088382244e-16,0.0005279456189548888,0.0005279560685910828,0.0026159250728961824,3.899791191444107e-13,1.4867489224184277e-10,1.9583110050925913e-08,4.800096446780305e-09,1.007658480207665e-13,3.709642315084486e-15,7.846689233489445e-11,2.486785386657581e-12,1.772531265866407e-16,2.2266686528271348e-11,4.796794444586581e-10,1.919901458946327e-10,3.944452521145015e-11,2.7549184746613298e-12,7.338273893883081e-12,4.339923359489893e-13,3.0991368545713538e-15,3.790436624270187e-15,7.465637491853437e-13,1.1839268625385671e-17,2.0748857739909964e-09,1.6496718270851004e-19,1.1808109369185484e-23,9.696741488228228e-19,1.4541992864399628e-18,6.101004923064954e-19,5.7449751086555205e-15,3.999228970833278e-24,1.0419804692465567e-19
1.5730350453349723e-09,0.8684449038712014,4.8529874627993716e-11,4.546416698853227e-12,2.2431851906063883e-13,2.197985583803458e-13,0.0,0.0,1.980978644606117e-08,7.254377067492444e-14,1.9377321414320345e-13,2.2371007918764942e-13,4.1279817842409006e-16,5.19324013671105e-26,3.0851206771575075e-17,1.2964864865070781e-10,7.46453238874463e-13,1.5416472440508407e-10,3.4914618571621177e-26,7.032188734559635e-20,6.953164305439802e-23,4.282176706865277e-22,1.9823847524212397e-09,2.3221966141131522e-23,1.6639767852478746e-18,3.540956818252715e-28,3.7481898075243933e-31,1.1963592042853785e-23,1.4656232427974247e-28,2.131491461781379e-28,8.803230140473128e-19,6.972246127118056e-32,3.427749540262837e-32,9.608611823850316e-33,3.76,0.0,0.6895236321427722,0.997380079751367,3.3354703337281144e-14,3.576778804959092e-16,0.000536999372717683,0.0005370101838174933,0.0026199002801340285,3.9944700264473463e-13,1.540682190667641e-10,1.992039561094221e-08,4.966190919172394e-09,1.0372475986655484e-13,3.9030258059335875e-15,8.09712863875043e-11,2.57865862520771e-12,1.8363721607661966e-16,2.289755414199101e-11,4.964084494482028e-10,1.9826521537477846e-10,4.079860167729783e-11,2.861806795449652e-12,7.709010481665919e-12,4.490173158851001e-13,3.2340517077556255e-15,3.9455360524008395e-15,7.687684484384931e-13,1.258742487797164e-17,2.1104328243346124e-09,1.7445353301824725e-19,1.2447466533027923e-23,1.0327446172487185e-18,1.5252198003987946e-18,6.488640236824232e-19,6.017237781419774e-15,4.1987528904369216e-24,1.098243951692742e-19
1.5995666891135027e-09,0.8684463464528271,5.042943235617584e-11,4.6782471618178896e-12,2.355659956622567e-13,2.310813580144627e-13,0.0,0.0,2.014349957330731e-08,7.50096778208288e-14,2.036218650262681e-13,2.350753307913294e-13,4.3514006237992373e-16,5.454072614919818e-26,3.186735877209711e-17,1.3394988284781694e-10,7.837652916576528e-13,1.596582591861005e-10,3.790701265154448e-26,7.518163242932092e-20,7.550186064996714e-23,4.649005478793696e-22,2.0136746883622983e-09,2.488814301882934e-23,1.7741312621519233e-18,3.8802142062076983e-28,4.141907181383272e-31,1.3035353782073723e-23,1.6436101637013297e-28,2.3777142237718732e-28,9.275935136807485e-19,7.824613158394835e-32,3.800302342063606e-32,1.0818101014621944e-32,3.76,0.0,0.6895145779353438,0.9973763508574144,3.507726802165718e-14,3.819947010370289e-16,0.000546053004285351,0.0005460641829810912,0.002623628834731731,4.0890394646195037e-13,1.5955685200381318e-10,2.0257734752317395e-08,5.135109728076263e-09,1.0671159876636963e-13,4.102986835498186e-15,8.350844201799483e-11,2.6721748296507865e-12,1.9014279657464743e-16,2.3533448612110327e-11,5.134272595416625e-10,2.0462927588047369e-10,4.2175119255557634e-11,2.9710686562965657e-12,8.091590300404587e-12,4.642986057063327e-13,3.3726568983901913e-15,4.104009602751667e-15,7.911950232792518e-13,1.3370296745109349e-17,2.1459782072866865e-09,1.8429373164188162e-19,1.3108123034842825e-23,1.0987503637851834e-18,1.5983864179643426e-18,6.894385682920093e-19,6.297069346106923e-15,4.403995718995614e-24,1.1563896815124047e-19
1.6260983328920331e-09,0.8684477890159689,5.237983184610961e-11,4.8119851312459e-12,2.4719137318817514e-13,2.4276865677948946e-13,0.0,0.0,2.0477204989658093e-08,7.751675469532166e-14,2.137945710473684e-13,2.468143115812707e-13,4.58282721270912e-16,5.723286392945123e-26,3.2898883138189224e-17,1.383177307729719e-10,8.222643798328814e-13,1.6524715860168818e-10,4.1099313874570523e-26,8.028880369711173e-20,8.187204425513328e-23,5.040322574846629e-22,2.0448966852563874e-09,2.664298447270173e-23,1.8895425139227994e-18,4.245659420167516e-28,4.56942722609943e-31,1.4183369879739502e-23,1.8396691207608052e-28,2.6476545994331146e-28,9.765407708760856e-19,8.763952366017656e-32,4.206111682293614e-32,1.2155605302067894e-32,3.76,0.0,0.6895055238466821,0.9973728532885696,3.685844188143016e-14,4.0751628668941277e-16,0.000555106513660113,0.0005551180660834056,0.0026271260641314987,4.1834899142675607e-13,1.6514068843400574e-10,2.0595127691478123e-08,5.3068528424933916e-09,1.0972586881549891e-13,4.309633477450128e-15,8.607808680055405e-11,2.7673315000788727e-12,1.967703076382352e-16,2.4174256181023656e-11,5.307359773650162e-10,2.1108180203861902e-10,4.357405595736574e-11,3.082720477697822e-12,8.486172529599765e-12,4.798362514256042e-13,3.5149980735472413e-15,4.26587031488905e-15,8.138399311902298e-13,1.4188940441491967e-17,2.1815219229056344e-09,1.9449377446541034e-19,1.3790332351200313e-23,1.1677748156447808e-18,1.673724620169516e-18,7.318797116356097e-19,6.584521863257697e-15,4.6149970706506444e-24,1.2164418634943555e-19
1.6526299766705635e-09,0.8684492315606277,5.4381734146868855e-11,4.947633409530742e-12,2.5920141247645893e-13,2.548690845039876e-13,0.0,0.0,2.081090277250354e-08,8.006499958998873e-14,2.2429631109860464e-13,2.5893275747038086e-13,4.822404807182502e-16,6.001001068852107e-26,3.3945729650841455e-17,1.4275202577696426e-10,8.619668443090818e-13,1.7093132547967222e-10,4.450119517929451e-26,8.565164295275149e-20,8.866164161092713e-23,5.457311478304892e-22,2.076050896556033e-09,2.84896068686327e-23,2.010365698495241e-18,4.638843915634478e-28,5.0330241404874256e-31,1.5411710375075546e-23,2.0552853147853337e-28,2.9431551143693196e-28,1.0271944808214267e-18,9.797420504763784e-32,4.647519583152304e-32,1.3632182010443607e-32,3.76,0.0,0.6894964698767851,0.9973695727182388,3.869922876391438e-14,4.3428062229233356e-16,0.0005641599008441827,0.0005641718331259648,0.0026304062949269597,4.277813240811764e-13,1.7081962871357723e-10,2.093257463850585e-08,5.481420231426022e-09,1.1276708319637748e-13,4.5230737120086415e-15,8.867995070710295e-11,2.864126211150796e-12,2.0352018916520665e-16,2.4819865668739828e-11,5.483347031080552e-10,2.1762227154862102e-10,4.499538969680136e-11,3.1967785830695068e-12,8.892915229074712e-12,4.956302998783444e-13,3.661120833017094e-15,4.431131397879336e-15,8.366996909920778e-13,1.504442870017364e-17,2.217063971249876e-09,2.0505962836224696e-19,1.4494344822952434e-23,1.2399022659619702e-18,1.7512597096714265e-18,7.762439188755858e-19,6.879645681664537e-15,4.831796023089339e-24,1.2784245356016906e-19
1.679161620449094e-09,0.8684506740868032,5.6435796060850764e-11,5.0851948928959e-12,2.7160289646138125e-13,2.673913374511395e-13,0.0,0.0,2.1144592994851884e-08,8.265441080516205e-14,2.3513205181044815e-13,2.714363901483857e-13,5.070276729767344e-16,6.287335695995716e-26,3.5007848243491555e-17,1.472526015834276e-10,9.028889296431828e-13,1.7671066526388713e-10,4.8122622299385334e-26,9.127852591594891e-20,9.58906955257249e-23,5.901191415834865e-22,2.10713747537292e-09,3.0431181469952605e-23,2.1367576771349095e-18,5.061383995028361e-28,5.535083845202593e-31,1.6724592593874445e-23,2.2920379269580972e-28,3.2661678611801646e-28,1.0795843774976387e-18,1.0932624344325085e-31,5.126989850230995e-32,1.5259634101203585e-32,3.76,0.0,0.6894874160256514,0.9973664956553928,4.0600633940816144e-14,4.623262102665383e-16,0.0005732131658397672,0.0005732254841102971,0.0026334830181477106,4.3720023681112413e-13,1.765935758209334e-10,2.1270075798014325e-08,5.658811863877113e-09,1.1583476399243516e-13,4.743415426029488e-15,9.131376608344932e-11,2.9625566026952843e-12,2.103928813892953e-16,2.5470168403874935e-11,5.662235345896055e-10,2.2425016516423597e-10,4.643909829145522e-11,3.3132591993355768e-12,9.311975348808216e-12,5.116807987286154e-13,3.8110707294274555e-15,4.59980620946366e-15,8.597708816435407e-13,1.593785034509325e-17,2.2526043523778233e-09,2.1599723554747182e-19,1.522040800839038e-23,1.315217864403755e-18,1.83101681889443e-18,8.225885122224574e-19,7.182489478593223e-15,5.054431259241109e-24,1.3423615974117555e-19
1.7056932642276243e-09,0.8684521165944957,5.854267017117735e-11,5.2246725880976716e-12,2.8440262974557554e-13,2.803441777006444e-13,0.0,0.0,2.147827572502546e-08,8.528498665050507e-14,2.4630674731231705e-13,2.8433091682082396e-13,5.326586327947752e-16,6.582408788156902e-26,3.6085189002745834e-17,1.518192922902703e-10,9.450467846032604e-13,1.8258508670303417e-10,5.197385731284835e-26,9.71779621678422e-20,1.0357985104376606e-22,6.373217760039568e-22,2.1381565744770508e-09,3.247093402908334e-23,2.2688769917888616e-18,5.514962930706406e-28,6.078108068429098e-31,1.8126384367832077e-23,2.5516043157072342e-28,3.6187591353670635e-28,1.1337402270467702e-18,1.217764019901076e-31,5.647112741688247e-32,1.7050546097060327e-32,3.76,0.0,0.6894783622932793,0.997363609502731,4.256366407922202e-14,4.916920675532677e-16,0.0005822663086490679,0.0005822790190379316,0.0026363688310938284,4.46605153450059e-13,1.8246243604561818e-10,2.1607631368853784e-08,5.839027708850381e-09,1.1892844204363367e-13,4.9707664130742485e-15,9.397926762999159e-11,3.0626203967857574e-12,2.1738882488156822e-16,2.6125058178626604e-11,5.844025673000861e-10,2.309649666758991e-10,4.790515946420446e-11,3.4321784574738607e-12,9.743508737959672e-12,5.279877964574936e-13,3.964893268550809e-15,4.771908294049651e-15,8.830501413218849e-13,1.6870310861994912e-17,2.2881430663478902e-09,2.2731251043701337e-19,1.5968766595082196e-23,1.3938076103969842e-18,1.9130209095187596e-18,8.70971701267403e-19,7.4931002783541e-15,5.282941022251911e-24,1.4082768029901698e-19
