Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638)
4.951702630513255e-06,1.0165597221102498,0.0014054128701148933,0.0006017717511708207,0.00047468406189337943,0.005134076850751966,0.0,0.0,0.003209194648698865,6.669082301092188e-05,0.013158607149384233,0.0006145926301662862,0.0010212733873708189,4.2596651618412824e-10,1.38829107136126e-07,3.495454256545093e-06,0.00015402809983813416,0.0036044457532556137,6.764441860835365e-05,4.5932001171271554e-07,2.3043507362428367e-06,1.512275612392029e-10,4.4983396150095844e-07,8.85088535867231e-08,3.2106860167653806e-08,7.786186983458234e-06,2.9407727686612643e-10,5.26263363329767e-08,9.724116264048129e-09,3.2892540986062177e-10,1.5767094683597505e-06,1.5807950174351814e-10,1.0513610553630342e-10,9.338069321792733e-09,3.76,0.0,0.006316231164365909,0.9780087345927575,0.007801860653563763,0.00021772033270907836,0.5197558547051812,0.7001313640635793,0.0033723147264163693,7.147048792115193e-10,0.0020634702436211137,2.1900939047111575e-05,0.07595332786249791,1.8785676723311848e-10,5.90991146996894e-06,4.339965608066542e-07,3.634041661571745e-05,3.2503637345638726e-06,2.9589370641890695e-07,0.0037880192736964692,1.902454529099714e-05,8.900962199486672e-07,0.012736759086406412,0.0013426828291905426,0.003250573376133493,0.0005126740777948022,0.000417756382902634,6.121433063840497e-06,0.0035669348772345965,0.00019225658381660614,6.686045505425588e-08,3.044676114646504e-12,1.8161644196742783e-06,1.0245150075038503e-07,0.0008093351410275015,1.7146756525415341e-09,6.786155290701696e-13,2.46132144423257e-07,0.000764387734383687,4.2985258220221446e-08,5.403832669086227e-08,8.908733463031988e-11,1.7231561549745866e-06,4.759111690079453e-08,0.00015889924971098453,6.740769670595473e-13,3.0950449223270925e-11,4.38743902289998e-06,2.770561570988034e-08,8.543118103069947e-08,3.0858249851576896e-05,2.0554988968321006e-11,1.5403057875936437e-06,2.7274737688637945e-05,1.4398330795656336e-05,1.8263466077764958e-06,1.6173821312630117e-12,1.5212831549094534e-12,2.4241104443946493e-10,1.936314088104325e-12,1.0554619408539744e-11,2.5863918340300215e-12,6.555815217250183e-09,1.6630482365401957e-05,8.339138400878551e-07,3.544652907983583e-07,0.0005581499394544791,4.077136303106432e-09,1.5697352855068752e-09,3.053339449193421e-09,4.8317377269723315e-08,1.3772572246659905e-07,9.335867254019788e-10,2.3831778771853373e-08,9.896428355369999e-08,6.867618399479826e-12,2.0988728897653112e-12,2.2488159334765864e-14
4.977003112680246e-06,1.016727561308626,0.0014306725071654349,0.0006125946294409156,0.00048462025995065833,0.005226466921934687,0.0,0.0,0.0032598454764789864,6.879576388766931e-05,0.013442648894355256,0.0006276455506408437,0.0010377869670364088,4.4851190070538516e-10,1.4352608384779114e-07,3.561516393686975e-06,0.0001569091421753053,0.0036581170118227175,6.955130056878533e-05,4.625133779074338e-07,2.350831454281553e-06,1.5600254242922028e-10,4.6321937759924903e-07,9.194309801181302e-08,3.3129343378742694e-08,8.03400970280879e-06,3.0834649485632594e-10,5.467427998919598e-08,1.0089347173579692e-08,3.414981859522478e-10,1.608747758076754e-06,1.6362466409055263e-10,1.0914455376409596e-10,9.693231158448156e-09,3.76,0.0,0.006164884276850546,0.9776461035866905,0.007975493153029853,0.00022101655000941715,0.5189203415176462,0.7007625337663465,0.003371064732230706,7.131740267100949e-10,0.0020950386555294897,2.178475719211354e-05,0.0764455483851532,1.867607504261342e-10,5.948392535751932e-06,4.3305660128697073e-07,3.687963023406089e-05,3.3011482378721657e-06,2.963084315780409e-07,0.0038008881056205797,1.933028870977345e-05,8.903329789502302e-07,0.0129933933002282,0.0013635350915214043,0.003304044855360294,0.0005211007209599888,0.0004245382286751049,6.220430658542619e-06,0.0036251058238145487,0.00019884196294908796,6.791028885043522e-08,3.092470159362042e-12,1.852226923448766e-06,1.0448181332553533e-07,0.0008299255328064978,1.740840575862125e-09,6.892660516086742e-13,2.5030849861653943e-07,0.0007755541093532679,4.359540464692353e-08,5.4899546016660506e-08,9.167582045255464e-11,1.7528337815203694e-06,4.9198082079472106e-08,0.00016453536790853043,6.964674212933504e-13,3.091841657289137e-11,4.559444362158613e-06,2.8135288887533615e-08,8.857984301735123e-08,3.143898404362781e-05,2.0930707063348978e-11,1.5713449671069585e-06,2.7727347431766547e-05,1.4684803369849107e-05,1.8986839733582887e-06,1.647136826638459e-12,1.5492160950778338e-12,2.5152830058849665e-10,2.0256208244975113e-12,1.0554060462875129e-11,2.680337005279393e-12,6.7953028625020404e-09,1.6682273292282915e-05,8.528646172636645e-07,3.640711507556567e-07,0.0005585187625766542,4.1992613287367796e-09,1.573586583338557e-09,3.1136040873035388e-09,4.947803205737021e-08,1.3999348061859557e-07,9.576888568719492e-10,2.4621388435799898e-08,1.0052466159829694e-07,7.130117506295966e-12,2.146046409813401e-12,2.305604344783288e-14
5.002303594847236e-06,1.016895863745083,0.0014562194816154282,0.0006235360072830804,0.0004947113061847345,0.005320244744825492,0.0,0.0,0.0033107730062916837,7.09516235753858e-05,0.013731647032550014,0.0006409309036280589,0.0010544087969522377,4.721348883696307e-10,1.4836190474345703e-07,3.628466174381626e-06,0.0001598313997624372,0.0037123679966125037,7.150135171457388e-05,4.6571110816534925e-07,2.3981624733111854e-06,1.6092645346287662e-10,4.770065899034764e-07,9.55070071707362e-08,3.417836062953374e-08,8.289239093219391e-06,3.23245007260481e-10,5.679919522185371e-08,1.0467796954866096e-08,3.5449963268772113e-10,1.6412321985239292e-06,1.6932558443327003e-10,1.1328384561102875e-10,1.0060594552500672e-08,3.76,0.0,0.006017064582778027,0.9772778724645105,0.008152460640846956,0.00022435791190813517,0.5180735123449786,0.7013905358842775,0.003369795430948897,7.116245860188448e-10,0.002127186340012141,2.1667789899230708e-05,0.07693864598205069,1.856579346320551e-10,5.986940346084728e-06,4.321439047067506e-07,3.742158292609506e-05,3.3522711273529612e-06,2.9671572169226474e-07,0.003813653326924692,1.963821989126903e-05,8.906907091200758e-07,0.013254183757983854,0.0013849317227731608,0.003357871188396853,0.0005295829438965959,0.0004313615784186917,6.320147750466593e-06,0.0036837242609280927,0.00020560439413769695,6.89652126049134e-08,3.1404954849637972e-12,1.8888563507814564e-06,1.0654388531572197e-07,0.0008509714720482272,1.7671372648519308e-09,6.999680422694092e-13,2.545224805439109e-07,0.0007866993138783884,4.42063627014422e-08,5.576668994804171e-08,9.432861389606385e-11,1.782775139631822e-06,5.085371364472695e-08,0.00017034953915385815,7.195180130649916e-13,3.0889610112978607e-11,4.737284988469065e-06,2.857618343827431e-08,9.182656059899392e-08,3.2027548829158176e-05,2.1311098227122033e-11,1.6028762058731676e-06,2.8182023379453974e-05,1.4975560801962217e-05,1.974142511053582e-06,1.677263143077196e-12,1.577495327135684e-12,2.609643902111636e-10,2.118511119820933e-12,1.0554928462230772e-11,2.777133592285808e-12,7.042063495575036e-09,1.6742496974206938e-05,8.721683957400932e-07,3.7389818843601643e-07,0.0005588390689571849,4.324593685754722e-09,1.5782108791099655e-09,3.174761247471715e-09,5.067817165486528e-08,1.4227973555860872e-07,9.827930216866224e-10,2.5434771271700382e-08,1.0209511998120541e-07,7.401390040830177e-12,2.1941402850852465e-12,2.364724896951317e-14
5.027604077014226e-06,1.0170646510631156,0.001482050464811331,0.0006345940804411948,0.0005049576552200396,0.0054154195506096745,0.0,0.0,0.003361960090245415,7.315873729196609e-05,0.014025647810652101,0.0006544511899210209,0.001071134237549043,4.96878462796258e-10,1.5333958253303462e-07,3.6963010463839535e-06,0.00016279481295334165,0.0037671947293444275,7.349516138443186e-05,4.689133340134099e-07,2.446359365801217e-06,1.6600334259635558e-10,4.91205655270722e-07,9.920477697700536e-08,3.525420490579038e-08,8.552068654486386e-06,3.387964126999595e-10,5.900358856920993e-08,1.085986079832091e-08,3.67940579797068e-10,1.6741612211643121e-06,1.7518443090206056e-10,1.1755697919947124e-10,1.044048552527149e-08,3.76,0.0,0.005872691500968655,0.976904009523771,0.008332805238694833,0.0002277445983177641,0.5172153936257735,0.7020154632767555,0.0033685067131594484,7.10056604120289e-10,0.002159924575826214,2.1550091721824968e-05,0.07743264572045755,1.8454880550630575e-10,6.025556862315038e-06,4.312608179966931e-07,3.796608240872856e-05,3.4037187596588613e-06,2.9711558532163755e-07,0.0038263149911512903,1.9948250342208504e-05,8.911760928574634e-07,0.013519158302449541,0.0014068851493568599,0.0034120382092538135,0.0005381185012585588,0.00043822441162034157,6.4205562253599025e-06,0.0037427769041970134,0.00021254595080936903,7.002486969828223e-08,3.1887358487338676e-12,1.9260557654207408e-06,1.0863788234428954e-07,0.0008724792223427551,1.7935563653656843e-09,7.107178802866297e-13,2.5877326509513437e-07,0.0007978182847736305,4.481784947068142e-08,5.663953714407094e-08,9.70465651662192e-11,1.812973171684513e-06,5.255909715043004e-08,0.00017634564305042948,7.432425300521544e-13,3.0864226018243256e-11,4.921107261493087e-06,2.9028556310054824e-08,9.517337821135524e-08,3.262393269209607e-05,2.169613832139327e-11,1.6349028592155732e-06,2.8638625064241458e-05,1.527062465919701e-05,2.0528397859043414e-06,1.7077586883722157e-12,1.6061185243774995e-12,2.7072851340401395e-10,2.215095776211544e-12,1.0557300955042027e-11,2.876836898051465e-12,7.296236891470953e-09,1.6811496493649398e-05,8.918297260402576e-07,3.8395011458176106e-07,0.0005591108080811798,4.453203652141174e-09,1.5836388537474625e-09,3.236814313469869e-09,5.1919631131863e-08,1.4458388180705152e-07,1.0089547754439834e-09,2.6272547246980326e-08,1.0367523696005986e-07,7.681653008508065e-12,2.2431676348016006e-12,2.4263059339663327e-14
5.052904559181216e-06,1.0172339443554677,0.0015081619164202607,0.000645766935859997,0.0005153596947849763,0.0055120002112557225,0.0,0.0,0.0034133890469444676,7.541739238669466e-05,0.014324696470147322,0.0006682088775406923,0.0010879585206206405,5.227867548370795e-10,1.5846214053132022e-07,3.7650179748108085e-06,0.00016579929852570665,0.0038225927529837453,7.553331384128857e-05,4.7212018693195997e-07,2.4954379475629216e-06,1.712373219937901e-10,5.058267396893379e-07,1.030406929576683e-07,3.635715107105527e-08,8.822695380403522e-06,3.550249486871077e-10,6.12900227485302e-08,1.1265940432754996e-08,3.818319215422069e-10,1.7075329323987664e-06,1.8120329148918086e-10,1.2196696051350956e-10,1.0833233566578193e-08,3.76,0.0,0.0057316862991332275,0.9765244846901128,0.008516568788810614,0.0002311767711174275,0.5163460122010595,0.7026374072352592,0.0033671984750626056,7.084701308982197e-10,0.0021932647423724013,2.1431719969697923e-05,0.07792757262870063,1.8343387214766318e-10,6.064244045902518e-06,4.304097679794516e-07,3.851292968790614e-05,3.455477198256539e-06,2.9750803024201475e-07,0.0038388731332127286,2.026028865897936e-05,8.917960134764241e-07,0.013788343540125576,0.001429407807718936,0.003466531394342288,0.0005467050914829423,0.0004451246551489392,6.521627025456861e-06,0.0038022499452211255,0.00021966859423851282,7.10888954909882e-08,3.2371746433279506e-12,1.9638280283062996e-06,1.1076395853836401e-07,0.0008944549340554168,1.8200882743300957e-09,7.215118637198125e-13,2.63059994356826e-07,0.0008089060066339328,4.542957610646498e-08,5.7517858354059494e-08,9.983049425463195e-11,1.8434205280125794e-06,5.431532100502853e-08,0.0001825275516106645,7.676547387976628e-13,3.084246591975782e-11,5.1110585113153995e-06,2.9492664697889586e-08,9.862233177098934e-08,3.322811915319527e-05,2.2085799709000646e-11,1.6674281132316666e-06,2.9097011160086235e-05,1.557001498304818e-05,2.134895972344833e-06,1.7386208298683204e-12,1.6350831363623762e-12,2.8083001731021977e-10,2.315487221202929e-12,1.0561257668126249e-11,2.9795017168382676e-12,7.557961423087756e-09,1.6889623771555167e-05,9.118531475139156e-07,3.9423064981772204e-07,0.0005593339597616935,4.585162546002244e-09,1.5899019257280729e-09,3.29976631077877e-09,5.3204324743787064e-08,1.4690528733725793e-07,1.0362326106240725e-09,2.7135347804065983e-08,1.0526457658393081e-07,7.971124859498517e-12,2.2931415735515875e-12,2.49048246506792e-14
5.078205041348207e-06,1.0174037641615954,0.001534550088074184,0.0006570525529969748,0.0005259177441068785,0.005609995226829483,0.0,0.0,0.003465041675399815,7.772782608737928e-05,0.014628837202479091,0.0006822063998423024,0.0011048767543441465,5.499050395830709e-10,1.6373261010345508e-07,3.834613445677304e-06,0.00016884474945502855,0.0038785571247941806,7.761638779843892e-05,4.7533179832126225e-07,2.545414278542457e-06,1.7663256667511797e-10,5.208801122429915e-07,1.0701912966040021e-07,3.7487454809047056e-08,9.101319746615715e-06,3.7195549619069487e-10,6.366111656057313e-08,1.1686443943274262e-08,3.9618460621651293e-10,1.7413451069621654e-06,1.8738416877164374e-10,1.2651680082293253e-10,1.1239171404198467e-08,3.76,0.0,0.005593972050578979,0.9761392695507451,0.008703792822506738,0.00023465457367553171,0.5154653954357384,0.7032564575162061,0.0033658706185859073,7.068652193190586e-10,0.0022272183147762437,2.1312734654801933e-05,0.07842345165450337,1.8231366653944855e-10,6.103003855200843e-06,4.295932599491786e-07,3.9061919160801e-05,3.5075322396101344e-06,2.9789306346106626e-07,0.003851327769145859,2.057424062285037e-05,8.92557551857575e-07,0.014061764802863053,0.0014525121314906265,0.003521335877989871,0.0005553403592729545,0.0004520601853714517,6.623330179743087e-06,0.0038621290599252056,0.00022697416686455753,7.215691771547561e-08,3.2857949146494243e-12,2.0021757916714913e-06,1.1292225620408212e-07,0.0009169046339793992,1.846723150249345e-09,7.323462134402132e-13,2.6738177852212767e-07,0.00081995752173742,4.604124813071053e-08,5.840141656791091e-08,1.026811887150776e-10,1.8741095738753726e-06,5.612347530317249e-08,0.00018889912445635272,7.927683671198866e-13,3.0824536731052834e-11,5.307286904682304e-06,2.996876577912874e-08,1.0217544587442413e-07,3.38400866754089e-05,2.248005120340707e-11,1.700454977255439e-06,2.9557039733598032e-05,1.587375023840971e-05,2.2204337916884928e-06,1.7698466967175126e-12,1.6643863912734827e-12,2.9127839263131795e-10,2.419799443427628e-12,1.0566880453287445e-11,3.0851822462010568e-12,7.827373837219736e-09,1.6977239477810653e-05,9.322431855615659e-07,4.0474352263501586e-07,0.0005595085348577909,4.7205427224139836e-09,1.5970322386786303e-09,3.3636198969968186e-09,5.453424803616407e-08,1.492432939250355e-07,1.0646880692338023e-09,2.802381584776291e-08,1.0686268900344534e-07,8.270025317200403e-12,2.3440752037096533e-12,2.557396407193029e-14
5.103505523515197e-06,1.0175741304651662,0.0015612110275867901,0.0006684488054083142,0.0005366320523749041,0.005709412712944574,0.0,0.0,0.003516899270295303,8.009022329221355e-05,0.01493811310496946,0.0006964461536520123,0.0011218839286164563,5.782797314005341e-10,1.69154028052263e-07,3.905083470725786e-06,0.00017193103473222765,0.003935082410035621,7.974495594243365e-05,4.785482994875044e-07,2.5963046635247273e-06,1.8219331340972064e-10,5.3637613881101e-07,1.1114454991245867e-07,3.8645351579008193e-08,9.388145694735553e-06,3.896135836488461e-10,6.611954472271867e-08,1.212178557233334e-08,4.1100962528177835e-10,1.7755951816903073e-06,1.9372897470514012e-10,1.312095140846811e-10,1.1658634761391374e-08,3.76,0.0,0.005459473591918243,0.9757483373857895,0.008894518528267163,0.0002381781303870876,0.5145735713369902,0.7038727023722917,0.003364523051492381,7.05241925605983e-10,0.00226179685873078,2.1193198431425434e-05,0.07892030762289005,1.8118874294157e-10,6.141838242198356e-06,4.2881387608016904e-07,3.9612838733931205e-05,3.5598694406979044e-06,2.982706912351609e-07,0.003863678895899799,2.0890009303634596e-05,8.93467982660547e-07,0.014339446110607815,0.0014762105383649264,0.003576436468721966,0.000564021898202208,0.00045902883039242664,6.725634836941406e-06,0.0039223994180918815,0.00023446438566694444,7.322855688829607e-08,3.3345793806312523e-12,2.041101493323685e-06,1.1511290551217502e-07,0.0009398342148796134,1.873450924477355e-09,7.432170773195495e-13,2.71737696886253e-07,0.0008309679398045871,4.6652565759673904e-08,5.9289967184879224e-08,1.0559940143438325e-10,1.9050323972248013e-06,5.798465062362227e-08,0.00019546420390762265,8.185970861116274e-13,3.0810650458874324e-11,5.509941305524683e-06,3.045711644301966e-08,1.0583473093589973e-07,3.4459808575392775e-05,2.287885802304452e-11,1.7339862763469257e-06,3.001856849679593e-05,1.6181847263533607e-05,2.3095784412706176e-06,1.8014331827661301e-12,1.694025298869757e-12,3.0208326987595454e-10,2.528147924498296e-12,1.0574253228468327e-11,3.193931997517322e-12,8.104609027256615e-09,1.7074712916612923e-05,9.530043488133603e-07,4.1549246732261603e-07,0.000559634575951471,4.859417569528919e-09,1.6050626465801984e-09,3.4283773525609562e-09,5.591147990542603e-08,1.515972175645808e-07,1.0943858559960915e-09,2.8938605721894654e-08,1.0846911081503394e-07,8.5785752023006e-12,2.3959816077028086e-12,2.6271968271546308e-14
5.128806005682187e-06,1.0177450626916162,0.0015881405837398646,0.0006799534626091534,0.000547502797277753,0.005810260388374076,0.0,0.0,0.0035689426385956346,8.250471441569125e-05,0.015252566137605684,0.0007109304974385599,0.001138974920695233,6.079583769723204e-10,1.74729433954243e-07,3.9764235935580466e-06,0.00017505799922646028,0.003992162676338303,8.19195844533022e-05,4.817698216487845e-07,2.64812565274773e-06,1.879238595614422e-10,5.523252755182952e-07,1.1542150392803927e-07,3.983105558814861e-08,9.683380612651333e-06,4.080253904176616e-10,6.866803762953175e-08,1.257238550386423e-08,4.263180021674638e-10,1.8102802496910631e-06,2.0023952550915112e-10,1.3604811433105836e-10,1.209196210275004e-08,3.76,0.0,0.005328117481758104,0.9753516631973996,0.009088786719461926,0.00024174754622696484,0.5136705686694804,0.7044862285823474,0.003363155687481074,7.036003094055277e-10,0.002297012025103613,2.1073176530931037e-05,0.07941816519376113,1.8005967723432756e-10,6.180749149225097e-06,4.280742736655037e-07,4.0165469957336236e-05,3.6124741478047093e-06,2.986409190871235e-07,0.003875926491157756,2.1207495171616955e-05,8.945347700976854e-07,0.01462141013535262,0.0015005154167288474,0.0036318176662699453,0.0005727472534340009,0.0004660283724121117,6.828509301161979e-06,0.0039830456940816664,0.00024214083562030384,7.430342674127469e-08,3.3835104508842442e-12,2.0806073511173324e-06,1.1733602419472618e-07,0.0009632494249505198,1.9002613132356407e-09,7.541205346115414e-13,2.76126798926327e-07,0.000841932447574092,4.7263224246736273e-08,6.018325820069963e-08,1.0858584840489525e-10,1.9361808172631473e-06,5.98999367964109e-08,0.000202226609969887,8.451544917746753e-13,3.080102399876336e-11,5.719171129924344e-06,3.09579730151252e-08,1.0960218027007568e-07,3.508725294149087e-05,2.3282181750686602e-11,1.7680246438246738e-06,3.048145506044592e-05,1.649432122095152e-05,2.4024575151379444e-06,1.8333769500771587e-12,1.723996654031934e-12,3.132544153506463e-10,2.640649567192453e-12,1.058346191348737e-11,3.3058037052292246e-12,8.389799803193478e-09,1.7182421885867488e-05,9.741411262658843e-07,4.26481221848577e-07,0.0005597121579812238,5.001861503932988e-09,1.6140266965067553e-09,3.494040571804344e-09,5.733818460764049e-08,1.5396634895120626e-07,1.1253939517539513e-09,2.98803831750008e-08,1.1008336543913434e-07,8.896996252912925e-12,2.448873840137465e-12,2.7000401827271772e-14
5.1541064878491775e-06,1.0179165797057839,0.0016153344116332483,0.0006915641922071676,0.0005585300836231834,0.0059125455628491735,0.0,0.0,0.003621152117477202,8.497137329801327e-05,0.015572237080791789,0.00072566174952457,0.0011561445011312504,6.389896463293212e-10,1.8046186745139748e-07,4.048628897075631e-06,0.0001782254635944962,0.00404979148878348,8.414083252272828e-05,4.849964959614297e-07,2.7008940424274476e-06,1.9382856189100652e-10,5.687380619494431e-07,1.1985462826093608e-07,4.104475878540273e-08,9.98723531096316e-06,4.272177496458187e-10,7.130938103977902e-08,1.3038669630457181e-08,4.421207807594648e-10,1.8453970549533856e-06,2.069175366635666e-10,1.4103561305432827e-10,1.2539494368708984e-08,3.76,0.0,0.005199831960349793,0.9749492237365713,0.009286637801722761,0.0002453629063203704,0.5127564170672145,0.705097121479745,0.0033617684462796255,7.019404339463795e-10,0.0023328755443122236,2.0952736691147167e-05,0.07991704881924515,1.7892706621509118e-10,6.2197385056342466e-06,4.273771831873051e-07,4.071958817489612e-05,3.665331526526467e-06,2.99003751824867e-07,0.003888070513193681,2.1526596217523794e-05,8.957655632715452e-07,0.014907678166386417,0.0015254391120800665,0.00368746367926477,0.0005815139245489467,0.0004730565501979731,6.931921070145747e-06,0.004044052078736994,0.0002500049632530018,7.538113467074129e-08,3.432570247166412e-12,2.1206953576342683e-06,1.195917172539059e-07,0.000987155857211586,1.9271438303517022e-09,7.650526005162214e-13,2.805481054635514e-07,0.0008528463181560264,4.787291424311848e-08,6.108103041298337e-08,1.116412065053688e-10,1.967546393777255e-06,6.187042164245832e-08,0.00020919013522876617,8.724540863402699e-13,3.0795878915688956e-11,5.935126195705867e-06,3.147159097719558e-08,1.1347976712651922e-07,3.57223825585418e-05,2.368998029806255e-11,1.8025725138571421e-06,3.0945557187031895e-05,1.681118554946985e-05,2.499200916208456e-06,1.8656744330883528e-12,1.7542970409023827e-12,3.248017268986398e-10,2.7574226200837563e-12,1.059459436042249e-11,3.4208492350263962e-12,8.683076659600718e-09,1.7300752509810755e-05,9.95657984380001e-07,4.3771352569292594e-07,0.0005597413888300914,5.14794996524227e-09,1.6239586088339918e-09,3.5606110543749732e-09,5.881661370631353e-08,1.5634995403105145e-07,1.1577837267374545e-09,3.084982531491631e-08,1.11704963532052e-07,9.225510941339552e-12,2.5027649197959254e-12,2.7760905617599993e-14
5.179406970016168e-06,1.0180886998096474,0.0016427879785897593,0.0007032785623072712,0.0005697139420463331,0.00601627512507081,0.0,0.0,0.0036735075935573104,8.749021518749966e-05,0.01589716549416312,0.0007406421863421833,0.0011733873399775816,6.714233218674357e-10,1.8635436550644714e-07,4.121694012227373e-06,0.00018143322423787528,0.00410796190571884,8.64092518708234e-05,4.882284535668599e-07,2.754626875193599e-06,1.9991183532225226e-10,5.856251141430022e-07,1.2444864459980508e-07,4.2286629880765695e-08,1.0299923995491535e-05,4.4721815056766227e-10,7.40464156891501e-08,1.3521069303631242e-08,4.5842901360788e-10,1.8809419874277046e-06,2.1376461803716906e-10,1.4617501659761436e-10,1.3001574699078856e-08,3.76,0.0,0.005074546910177048,0.974540997527573,0.009488111740025187,0.00024902427553182645,0.5118311471418885,0.705705464979376,0.003360361253728637,7.002623661901064e-10,0.0023693992204720923,2.0831949080534832e-05,0.08041698270093552,1.777915268491552e-10,6.258808224466277e-06,4.267254062209339e-07,4.127496269081948e-05,3.718426592916428e-06,2.9935919356089864e-07,0.003900110900764494,2.184720808027027e-05,8.971681910805977e-07,0.015198270076927277,0.0015509939132583015,0.0037433584435720133,0.0005903193684738413,0.00048011106166391044,7.035836876016798e-06,0.004105402292462607,0.0002580580703325847,7.646128220375514e-08,3.4817406246245832e-12,2.1613672750854645e-06,1.2188007668346576e-07,0.0010115589388650038,1.9540878006890972e-09,7.76009230916107e-13,2.85000609905347e-07,0.0008637049201244083,4.8481322175820355e-08,6.198301764469724e-08,1.1476611129732029e-10,1.999120437231101e-06,6.389718968904418e-08,0.00021635853966355767,9.005092593285281e-13,3.079544121003434e-11,6.157956566859254e-06,3.1998224683116665e-08,1.1746944168320374e-07,3.636515483982867e-05,2.4102207875911933e-11,1.8376321141293415e-06,3.141073304241138e-05,1.7132451917347793e-05,2.5999407598587542e-06,1.8983218434039473e-12,1.7849228376155155e-12,3.3673522939400564e-10,2.878586598780699e-12,1.060774027872755e-11,3.53911949120986e-12,8.984567542238418e-09,1.74300990441264e-05,1.0175593641430878e-06,4.4919311763438886e-07,0.0005597224098662097,5.297759409930021e-09,1.6348932548616742e-09,3.628089897038801e-09,6.034910795012108e-08,1.5874727461767572e-07,1.1916300533192762e-09,3.1847620552076997e-08,1.1333340343104259e-07,9.5643422880267e-12,2.5576678215132717e-12,2.855519918390891e-14
5.204707452183158e-06,1.0182614407401827,0.0016704965706036818,0.0007150940441839691,0.0005810543278138728,0.006121455530960994,0.0,0.0,0.003725988523391788,9.006119480553793e-05,0.016227389676560375,0.0007558740407375966,0.0011906980132598136,7.053102853556605e-10,1.9240995962932382e-07,4.195613128057327e-06,0.00018468105330889461,0.0041666664753350876,8.872538626217215e-05,4.914658256590457e-07,2.809341440437005e-06,2.06178151678968e-10,6.029971173830758e-07,1.2920835840375382e-07,4.355681339450084e-08,1.0621664235810911e-05,4.680547402096131e-10,7.688203682818077e-08,1.4020021067294446e-08,4.752537498854291e-10,1.916911078610935e-06,2.2078226916827012e-10,1.5146932356224296e-10,1.3478548146030346e-08,3.76,0.0,0.0049521938174631715,0.9741269648899218,0.009693248025525023,0.0002527316980738983,0.5108947905875796,0.7063113416032293,0.0033589340418575817,6.985661769735564e-10,0.0024065949253229313,2.071088621727284e-05,0.08091799074712241,1.7665369547626862e-10,6.297960199104257e-06,4.2612181317618213e-07,4.183135695226917e-05,3.7717442456970617e-06,2.997072477326959e-07,0.003912047573038508,2.2169224182179464e-05,8.98750656699504e-07,0.015493204292222756,0.001577192038522861,0.0037994856412217437,0.0005991610025042622,0.00048718956655100827,7.140222728445788e-06,0.004167079599470135,0.00026630130770188034,7.754346548017782e-08,3.5310031937560126e-12,2.2026246304480072e-06,1.2420118120375304e-07,0.0010364639206411582,1.9810823742365858e-09,7.869863272725849e-13,2.8948327956474715e-07,0.0008745037263117813,4.90881306419972e-08,6.288894698547716e-08,1.1796115484404895e-10,2.0308940195948652e-06,6.598132086473988e-08,0.00022373554539034435,9.293332684024714e-13,3.0799941069308085e-11,6.387812393021628e-06,3.253812707158061e-08,1.2157312800663866e-07,3.701552176647722e-05,2.451881496966456e-11,1.873205458601243e-06,3.187684144521225e-05,1.7458130176767604e-05,2.7048112689318033e-06,1.9313151752148116e-12,1.815870221612814e-12,3.4906506999914596e-10,3.0042622039511736e-12,1.0622991155192546e-11,3.660664323488509e-12,9.294397614033438e-09,1.757086365290468e-05,1.0398496780991236e-06,4.6092373349327315e-07,0.0005596553964339276,5.451367304375419e-09,1.6468661318013155e-09,3.696477785890297e-09,6.193809907116102e-08,1.6115752907513863e-07,1.2270114178628232e-09,3.2874468531420183e-08,1.1496817163204867e-07,9.913713673313902e-12,2.613595467946082e-12,2.938508305385253e-14
