Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51)
7.506321346620938e-06,0.9369900775625185,0.0008613378224512527,0.00031801912719875257,0.0002081460524484616,0.005021827023401128,0.0,0.0,0.0028943631872628086,7.098633235800895e-05,0.009550131305409104,0.00026542402651294115,0.0005277128233568803,1.1635844443246474e-10,6.917648546975722e-08,9.615677078510554e-06,0.00019091839996416852,0.003469187532156258,7.015891323122982e-06,2.6633843532895627e-08,1.939795239531956e-08,3.9948034115642085e-10,4.2937643363136843e-07,1.1842423996885031e-07,4.792110804076167e-08,5.094445052320151e-07,2.1676176213713595e-10,2.458900938288744e-07,4.5065455732766723e-08,7.160111580242283e-10,5.984337398469327e-07,1.1358172277893986e-10,9.006641040703631e-11,1.6830278143984128e-08,3.76,0.0,0.09046391002672058,0.9838961942257688,0.00533048760737329,0.00027002644587986556,0.5825276159700811,0.6313862757570892,0.0020844962467914613,3.150103986842149e-10,0.0016369838687711276,0.0003165224876649809,0.015519073822826942,4.968657607151228e-09,4.473829250855996e-07,5.767043055876637e-06,5.2424315637185454e-05,3.817771363735179e-05,5.2195205737048956e-08,0.0017631904136366431,3.3660723011415284e-05,1.2821158187420216e-05,0.008717161210954309,0.0038072090951552276,0.0011242171987339423,0.00015139584450605108,0.0003609008525944883,9.884717807940219e-06,0.00307199938816166,0.00021158548574788715,1.2095588586261398e-07,4.135603107193614e-12,1.169653111869534e-06,3.8104820848857395e-08,0.0005855825405784635,6.222697011321573e-09,7.794242364746181e-13,5.2754150163924683e-08,6.941327999925815e-05,1.7748491110008932e-08,1.1091763215011172e-07,5.984454728882924e-11,2.624335040778756e-06,1.5559338085401698e-07,8.280893271236032e-05,4.304610862972951e-12,8.479807634427301e-10,5.562328187774085e-06,2.6069121432106826e-08,1.62870603956961e-07,2.2970622047493253e-05,1.3566511758320779e-11,2.5825706747569126e-06,3.3419703195671575e-06,2.1211709338140994e-05,6.782647047337416e-07
7.525301029928765e-06,0.937091484741652,0.0008666722262140847,0.00032021185796354953,0.00020998667649487653,0.0050618875590401685,0.0,0.0,0.0029159012666861166,7.206521756553523e-05,0.009649555538317577,0.00026811082268527164,0.000531731442129829,1.1870835078001823e-10,7.012694803011847e-08,9.686768120880505e-06,0.00019243344845673482,0.0034963047973249673,7.108841474178252e-06,2.678071527616489e-08,1.9737546774526277e-08,4.055820336061414e-10,4.3274802513394973e-07,1.2051714535639527e-07,4.861658864293962e-08,5.180585207000916e-07,2.216705178713995e-10,2.5024206810013786e-07,4.587119623457658e-08,7.276988704430098e-10,6.045433230317509e-07,1.1534836700434482e-10,9.165383535402e-11,1.7133386265144602e-08,3.76,0.0,0.08997789075387237,0.9837685406217522,0.005382860131929007,0.0002726340440974316,0.5827668803551992,0.6319142902988746,0.0020842258427663024,3.150647889877254e-10,0.0016501709132656576,0.00031697797213409005,0.015584314036008852,4.974633339929569e-09,4.492709192665887e-07,5.776679240506844e-06,5.287690154381754e-05,3.855346010650711e-05,5.232835822904364e-08,0.0017708206542896084,3.387937969785076e-05,1.2845549667397773e-05,0.008804996531244403,0.0038274924479213446,0.0011332013155076837,0.00015260452972193296,0.0003637268697475472,9.94917499178545e-06,0.0030966940580796822,0.00021483120980497164,1.2187460323469185e-07,4.167007562254974e-12,1.1813452491582922e-06,3.84847231789265e-08,0.0005929840909667316,6.262496565517976e-09,7.85341923305952e-13,5.314668863496785e-08,6.991137180701527e-05,1.7884657923306286e-08,1.1178582811035768e-07,6.057827415921197e-11,2.6423869662629854e-06,1.5788134179892182e-07,8.419709959178583e-05,4.366875780902836e-12,8.492732626769482e-10,5.67184793483434e-06,2.6208155927873076e-08,1.6575047334545729e-07,2.31849641699804e-05,1.3689850214828231e-11,2.610030935754098e-06,3.3661643447530397e-06,2.1466728973751352e-05,6.892631032633767e-07
7.544280713236591e-06,0.9371926700477802,0.0008720220557645411,0.00032241310541634304,0.0002118399054976195,0.00510219626744721,0.0,0.0,0.0029374949316801602,7.315664530167574e-05,0.009749778861365339,0.0002708184932169663,0.0005357657163090524,1.210984453344735e-10,7.108756313821003e-08,9.758169357096103e-06,0.0001939558930953814,0.0035235696270634587,7.2028378156386226e-06,2.6928044620852752e-08,2.0082579800044142e-08,4.1175960334941385e-10,4.3613799553565153e-07,1.226439758328178e-07,4.9319689201674605e-08,5.268029902361961e-07,2.266790261641942e-10,2.546605440006416e-07,4.6689175700213194e-08,7.395444310491458e-10,6.107012748780382e-07,1.1713648888778786e-10,9.326537208357175e-11,1.7441131479904872e-08,3.76,0.0,0.08949432236261355,0.9836400115375049,0.00543567473319326,0.0002752595246202153,0.583002399492032,0.6324399298623486,0.0020839535593268578,3.1511701110440106e-10,0.001663472215286412,0.00031742728094263044,0.015649706235477574,4.98050582549774e-09,4.5116327187959245e-07,5.786218706909714e-06,5.333129306119645e-05,3.8931747391797076e-05,5.246159850906174e-08,0.001778465734548007,3.4098555380221255e-05,1.2869761439365546e-05,0.008893490095758403,0.00384782966031187,0.0011422247336324897,0.00015381846770943966,0.000366564497102408,1.0013785874051622e-05,0.003121485076022993,0.00021811691005233606,1.2279669521472996e-07,4.1985272714612255e-12,1.1931228616994716e-06,3.88673912799253e-08,0.000600467710120325,6.302372513451251e-09,7.912813106573529e-13,5.354060657544561e-08,7.04099863589644e-05,1.80211507393595e-08,1.1265707748709931e-07,6.131954829274945e-11,2.6604945602537274e-06,1.6019950033803915e-07,8.560524089061983e-05,4.429943264098055e-12,8.505512405642403e-10,5.783230844251325e-06,2.6347560253790785e-08,1.6867355582339495e-07,2.3400762057977468e-05,1.3813979652980004e-11,2.6377149345217544e-06,3.3904421903207707e-06,2.17240551913909e-05,7.004494367854129e-07
7.563260396544418e-06,0.9372936360144877,0.0008773871328066537,0.00032462281021088953,0.00021370575753380168,0.005142753997802424,0.0,0.0,0.0029591430180562896,7.426068076427194e-05,0.009850805068686241,0.0002735471306465605,0.0005398155191068762,1.2352922505468586e-10,7.205838215212798e-08,9.829879296563299e-06,0.0001954857161536873,0.0035509820204968285,7.297889269801987e-06,2.707583276102438e-08,2.0433131646756418e-08,4.18013637098604e-10,4.3954633852775774e-07,1.2480520064711662e-07,5.003044218180896e-08,5.356796619778069e-07,2.3178900874858548e-10,2.5914633022475306e-07,4.751953773180652e-08,7.515493247716683e-10,6.169077128138462e-07,1.1894623036702593e-10,9.490130510804478e-11,1.775356834936277e-08,3.76,0.0,0.08901319266293811,0.9835106041480529,0.005488934204435694,0.0002779029321001576,0.583234181259154,0.6329632076869326,0.002083679432791014,3.1516688395236716e-10,0.0016768888186374908,0.00031787036835469857,0.015715251468534523,4.986274374881735e-09,4.530600129119861e-07,5.795660688513401e-06,5.378746992380901e-05,3.931257594385216e-05,5.2594926488799796e-08,0.0017861256290691988,3.4318239948036306e-05,1.289379196121789e-05,0.008982644249851053,0.003868220681602852,0.0011512872061186603,0.00015503762479364018,0.00036941364354747694,1.0078547536414751e-05,0.0031463715783907067,0.00022144288435910396,1.2372212618278382e-07,4.230161017571945e-12,1.2049862131959231e-06,3.9252833534190735e-08,0.0006080340929094488,6.3423227076494165e-09,7.972421755288168e-13,5.393588923651257e-08,7.090909399007859e-05,1.8157961022546717e-08,1.1353134513312278e-07,6.206843348741269e-11,2.678657147792912e-06,1.625481200606817e-07,8.703357523241883e-05,4.493819870908099e-12,8.518145893801482e-10,5.896502175348209e-06,2.6487334066133277e-08,1.7164030918692543e-07,2.3618019442130506e-05,1.3938901373807447e-11,2.665623795816702e-06,3.414803106193512e-06,2.198369997151765e-05,7.118267506332312e-07
7.582240079852244e-06,0.9373943851696135,0.0008827672774663908,0.00032684091207183836,0.00021558424975207815,0.005183561593752955,0.0,0.0,0.0029808443500945396,7.537738808678988e-05,0.00995263794144887,0.0002762968271320143,0.0005438807218998867,1.2600118825495065e-10,7.30394558221503e-08,9.901896418968727e-06,0.00019702289934617813,0.0035785419669519627,7.394004779260896e-06,2.7224080891738064e-08,2.0789283282278384e-08,4.24344719697248e-10,4.4297304676140224e-07,1.2700129238476947e-07,5.074887930835477e-08,5.446902986374847e-07,2.370022039343812e-10,2.6370023972063867e-07,4.836242656865427e-08,7.637150379995245e-10,6.231627504376889e-07,1.2077773230606774e-10,9.656192020363058e-11,1.8070751671273846e-08,3.76,0.0,0.08853448951551365,0.983380315721967,0.0055426413386971945,0.00028056431052051687,0.5834622335142656,0.6334841369713922,0.0020834034305841757,3.152145329130979e-10,0.0016904217716141477,0.00031830718908485263,0.015780950788078393,4.991938306928564e-09,4.5496117252095285e-07,5.805004426082575e-06,5.424541155836228e-05,3.9695945988274245e-05,5.27283420662691e-08,0.0017938003117167849,3.45384232078565e-05,1.2917639705594086e-05,0.009072461319172043,0.003888665460136018,0.0011603884815086494,0.000156261966700749,0.0003722742164537315,1.0143457035788585e-05,0.0031713526889526698,0.00022480942923935326,1.2465085999251357e-07,4.2619075629484124e-12,1.2169355642136638e-06,3.9641058206222886e-08,0.0006156839348325476,6.382344983876993e-09,8.032242802935258e-13,5.4332521212630314e-08,7.140866509905395e-05,1.8295080155122257e-08,1.1440859541985204e-07,6.282496357897345e-11,2.696874046972145e-06,1.6492746409273877e-07,8.848232192175717e-05,4.5585121316801205e-12,8.530632024924072e-10,6.011687340269563e-06,2.662747701475872e-08,1.7465119192838855e-07,2.3836739995312348e-05,1.4064616605930872e-11,2.693758642032131e-06,3.4392463360749323e-06,2.2245675259104235e-05,7.233981174247673e-07
7.6012197631600706e-06,0.9374949200098762,0.0008881623076594328,0.00032906734942104705,0.0002174753979782009,0.0052246198910487285,0.0,0.0,0.003002597735895056,7.650682987366545e-05,0.010055281242182303,0.000279067674284903,0.0005479611934822995,1.2851483482445768e-10,7.403083402081674e-08,9.974219162120289e-06,0.00019856742359841153,0.0036062494418554226,7.4911933147161355e-06,2.7372790209130415e-08,2.1151116799892105e-08,4.3075343320915375e-10,4.4641811138574195e-07,1.292327283352153e-07,5.1475031294464264e-08,5.538366835805727e-07,2.423203734160795e-10,2.683230914120827e-07,4.9217987341607035e-08,7.760430585535891e-10,6.294664958552394e-07,1.2263113394625442e-10,9.824750490453821e-11,1.83927365743329e-08,3.76,0.0,0.08805820085229529,0.9832491435118708,0.005596798928477406,0.0002832437029133996,0.5836865640863459,0.634002730857304,0.002083125571150787,3.152598470966989e-10,0.0017040721288119859,0.00031873769849862426,0.015846805254797553,4.997496951848566e-09,4.5686678110034816e-07,5.814249171151223e-06,5.4705096957210895e-05,4.008185743124353e-05,5.286184512010276e-08,0.0018014897552282485,3.475909485455577e-05,1.2941303166499678e-05,0.009162943601268148,0.00390916394293226,0.0011695283020478977,0.0001574914583130403,0.00037514612105577866,1.0208511397867217e-05,0.003196427513696662,0.00022821683923082266,1.255828597962186e-07,4.2937656477522325e-12,1.2289711708283364e-06,4.003207342535558e-08,0.0006234179321995537,6.422437156717798e-09,8.092273913817759e-13,5.4730487159121195e-08,7.190867018143688e-05,1.8432499408318806e-08,1.1528879210010474e-07,6.358919695099944e-11,2.715144566262352e-06,1.6733779484943127e-07,8.995170120518744e-05,4.624026551349189e-12,8.54296974927273e-10,6.12881196593987e-06,2.6767988740453264e-08,1.7770666343054093e-07,2.40569273081903e-05,1.4191126547915838e-11,2.72212059213253e-06,3.463771115090233e-06,2.250999294793508e-05,7.351666483063321e-07
7.620199446467897e-06,0.9375952430296225,0.0008935720390955868,0.0003313020593593053,0.0002193792166796336,0.00526592971727396,0.0,0.0,0.0030244019672591885,7.764906713645948e-05,0.010158738713920838,0.0002818597631487037,0.0005520568000401597,1.31070666022886e-10,7.503256572565013e-08,1.004684592146774e-05,0.00020011926903481405,0.0036341044064004666,7.589463874523317e-06,2.752196191031715e-08,2.151871544727135e-08,4.3724035673165506e-10,4.498815220110981e-07,1.3149999055830273e-07,5.2208927852307985e-08,5.631206212819319e-07,2.477453023660459e-10,2.7301571024852666e-07,5.008636607499476e-08,7.885348752697073e-10,6.358190515617771e-07,1.2450657306214225e-10,9.995834848787691e-11,1.871957851859155e-08,3.76,0.0,0.08758431467728905,0.9831170848648231,0.00565140976536594,0.00028594115133250984,0.5839071807764088,0.6345190024284592,0.0020828458146011104,3.1530299438702653e-10,0.001717840951169516,0.0003191618526349445,0.01591281593712107,5.002949651548619e-09,4.5877686927953957e-07,5.82339418644511e-06,5.516650467181551e-05,4.0470309851598586e-05,5.299543550914559e-08,0.0018091939311877725,3.498024447207844e-05,1.296478086040897e-05,0.009254093364657396,0.003929716075669324,0.00117870640360436,0.00015872606365746855,0.0003780292604223746,1.0273707615391071e-05,0.0032215951406072752,0.0002316654067651191,1.2651808800860868e-07,4.325733984951024e-12,1.2410932845051263e-06,4.0425887156458064e-08,0.0006312367820259442,6.462597018732144e-09,8.15251260448353e-13,5.512977107826256e-08,7.240907984153627e-05,1.8570209941549682e-08,1.1617189825852114e-07,6.436116000726793e-11,2.7334680047718653e-06,1.6977937395151436e-07,9.144193425585502e-05,4.690369595216654e-12,8.555158034032154e-10,6.247901895938135e-06,2.6908868874772688e-08,1.808071838577541e-07,2.427858488684894e-05,1.4318432310798824e-11,2.75071076144352e-06,3.4883766698712897e-06,2.2776664878015823e-05,7.471354935086176e-07
7.639179129775724e-06,0.9376953567119486,0.0008989962854574731,0.00033354497775589065,0.00022129571903531007,0.005307491892181677,0.0,0.0,0.0030462558208607985,7.880415934562239e-05,0.010263014080748336,0.0002846731842169044,0.0005561674053265256,1.336691843222261e-10,7.604469906425846e-08,1.0119775052846002e-05,0.00020167841502867397,0.003662106808287501,7.688825481958567e-06,2.7671597192896062e-08,2.1892163568248167e-08,4.4380606643152987e-10,4.533632668071656e-07,1.3380356558127277e-07,5.295059773527217e-08,5.725439361803015e-07,2.53278797880937e-10,2.7777892678097974e-07,5.09677096172117e-08,8.011919777696445e-10,6.422205147149887e-07,1.264041858660524e-10,1.0169474183438643e-10,1.905133326934211e-08,3.76,0.0,0.08711281906168747,0.9829841370886371,0.005706476639669766,0.0002886566968989925,0.5841240913606525,0.6350329647147845,0.0020825641947201435,3.153437838397175e-10,0.0017317293055061776,0.0003195796081771849,0.015978983910537717,5.008295759377358e-09,4.606914679030884e-07,5.832438745412617e-06,5.562961284032667e-05,4.086130251760775e-05,5.3129113073558325e-08,0.001816912810086588,3.5201861542277546e-05,1.298807132551985e-05,0.009345912850050044,0.0039503218027632896,0.0011879225160794666,0.00015996574596104373,0.0003809235355986515,1.0339042652261047e-05,0.0032468546408480157,0.00023515542218166592,1.2745650638425555e-07,4.357811267419841e-12,1.2533021522862676e-06,4.0822507236327234e-08,0.0006391411818483559,6.50282234358586e-09,8.212956477175873e-13,5.5530357183371224e-08,7.290986479827824e-05,1.8708202810624122e-08,1.1705787640235659e-07,6.514092131420392e-11,2.7518436528583857e-06,1.722524622014899e-07,9.295324308063922e-05,4.7575477010005e-12,8.56719586326393e-10,6.368983175379359e-06,2.7050117040601523e-08,1.839532140071796e-07,2.4501716156730497e-05,1.4446534988295074e-11,2.779530261693582e-06,3.5130622192890023e-06,2.3045702836771984e-05,7.593078398932788e-07
7.65815881308355e-06,0.9377952635126775,0.0009044348585382464,0.0003357960393101323,0.00022322491697457922,0.0053493072278861815,0.0,0.0,0.003068158059097157,7.99721644548149e-05,0.010368111048021867,0.00028750802744328084,0.0005602928707901842,1.3631089314171518e-10,7.70672813305777e-08,1.0193004874431305e-05,0.00020324484023680173,0.0036902565822100855,7.789287183032437e-06,2.782169725476447e-08,2.227154656555457e-08,4.504511354816969e-10,4.568633325598049e-07,1.36143944185284e-07,5.370006872895628e-08,5.821084719221772e-07,2.58922687863488e-10,2.8261357685539016e-07,5.1862165589022054e-08,8.140158558697372e-10,6.486709772721413e-07,1.2832410700746882e-10,1.0345697729485901e-10,1.938805687763043e-08,3.76,0.0,0.08664370214043753,0.9828502975998752,0.005762002340061786,0.00029139037983007244,0.5843373035929232,0.6355446306951018,0.002082280669940664,3.1538240301620894e-10,0.0017457382641884918,0.0003199909224410568,0.016045310257076017,5.013534639386862e-09,4.6261060801545255e-07,5.841382131979153e-06,5.609439920681299e-05,4.125483439790171e-05,5.326287763555356e-08,0.0018246463613623546,3.542393545169415e-05,1.3011173121225986e-05,0.009438404271067544,0.003970981067423122,0.0011971763637033546,0.00016121046769029243,0.00038382884570389343,1.0404513444300294e-05,0.0032722050696004433,0.0002386871737087125,1.283980760245015e-07,4.3899961632720304e-12,1.265598016940205e-06,4.1221941345067096e-08,0.0006471318295634063,6.543110885832424e-09,8.273602958152565e-13,5.593222897419305e-08,7.341099589116343e-05,1.88464689735691e-08,1.1794668844455836e-07,6.592850092127579e-11,2.770270792710174e-06,1.7475731952784865e-07,9.448585044677298e-05,4.825567266199959e-12,8.579082236420211e-10,6.4920820399113285e-06,2.7191732852530674e-08,1.871452151343945e-07,2.4726324465075657e-05,1.457543558309175e-11,2.808580200999901e-06,3.5378269750216865e-06,2.331711855940578e-05,7.71686909208886e-07
7.677138496391377e-06,0.9378949659125109,0.0009098875682291841,0.0003380551775268489,0.00022516682113490045,0.005391376528538066,0.0,0.0,0.003090107429824987,8.11531388244274e-05,0.01047403330140727,0.0002903643822153423,0.0005644330555256972,1.3899629729181217e-10,7.810035894871631e-08,1.0266533665833432e-05,0.00020481852258087942,0.003718553649401063,7.890858046696582e-06,2.7972263293750584e-08,2.26569509395943e-08,4.5717613395481187e-10,4.603817046845214e-07,1.3852162151998043e-07,5.445736761299516e-08,5.918160920139605e-07,2.646788224759925e-10,2.875205017228035e-07,5.2769882395198155e-08,8.270080004808816e-10,6.551705257685778e-07,1.30266469728575e-10,1.0524534880197723e-10,1.9729805684179074e-08,3.76,0.0,0.08617695211372332,0.9827155637889803,0.005817989653232595,0.0002941422394038652,0.5845468252050695,0.6360540132959488,0.002081995259499926,3.1541872397237904e-10,0.001759868905235744,0.00032039575340406555,0.01611179606533739,5.018665667651285e-09,4.6453432086241e-07,5.850223641074357e-06,5.6560841110768234e-05,4.165090415057769e-05,5.33967289988292e-08,0.001832394553363206,3.564645548861731e-05,1.3034084829127976e-05,0.00953156981310664,0.003991693811616081,0.0012064676648838512,0.00016246019053232062,0.0003867450878826829,1.0470116898950507e-05,0.0032976454656830478,0.00024226094732221414,1.293427573763545e-07,4.422287320111455e-12,1.2779811167499522e-06,4.1624197027944936e-08,0.0006552094233359299,6.583460381721094e-09,8.334449541810066e-13,5.633537006784679e-08,7.391244409524837e-05,1.8984999287640475e-08,1.1883829572397971e-07,6.672396178295613e-11,2.7887486980349083e-06,1.7729420495150607e-07,9.603997987814247e-05,4.8944346526425864e-12,8.590816170596179e-10,6.617224920080299e-06,2.7333715916617558e-08,1.9038364905206107e-07,2.4952413077901512e-05,1.4705135070934983e-11,2.8378616836392024e-06,3.562670141408957e-06,2.35909237259248e-05,7.842759592189864e-07
7.696118179699204e-06,0.9379944663374601,0.000915354222541232,0.0003403223247106872,0.0002271214408306214,0.005433700590103153,0.0,0.0,0.003112102666385254,8.234713716438679e-05,0.010580784506119007,0.000293242337335605,0.0005685878162702608,1.4172590255812304e-10,7.914397744259026e-08,1.0340359667937991e-05,0.0002063994392414376,0.003746997917394778,7.993547164139145e-06,2.812329650751275e-08,2.304846431055696e-08,4.6398162860297974e-10,4.6391836717846e-07,1.4093709713364922e-07,5.522252012307994e-08,6.016686801484445e-07,2.7054907421724796e-10,2.9250054804102835e-07,5.369100921847048e-08,8.401699026898072e-10,6.617192411698554e-07,1.3223140536417032e-10,1.0706015182901213e-10,2.0076636316811847e-08,3.76,0.0,0.08571255724725267,0.9825799331277876,0.005874441363496341,0.00029691231393830486,0.5847526639079139,0.6365611253913466,0.0020817079367216403,3.1545286971257236e-10,0.0017741223123102397,0.00032079405972913473,0.01617844243037069,5.0236882316194346e-09,4.664626378877882e-07,5.858962579007357e-06,5.702891548392201e-05,4.2049510117470776e-05,5.353066694829704e-08,0.001840157353328579,3.5869410846733355e-05,1.3056805053767174e-05,0.00962541163258727,0.004012459976052914,0.001215796132177832,0.000163714875390464,0.0003896721572915757,1.053584989673852e-05,0.0033231748514773573,0.0002458770266190713,1.302905102219901e-07,4.4546833615761815e-12,1.2904516854113789e-06,4.2029281671746724e-08,0.0006633746614731533,6.623868548720831e-09,8.39549359378518e-13,5.673976356408276e-08,7.441418053274444e-05,1.9123784511467707e-08,1.1973265898329769e-07,6.752732785870585e-11,2.8072766342420163e-06,1.7986337648900958e-07,9.761585562903695e-05,4.964156183647243e-12,8.602396699376968e-10,6.744438441429239e-06,2.7476065830286098e-08,1.9366897798277867e-07,2.5179985178151627e-05,1.4835634350921116e-11,2.8673758098486123e-06,3.587590915669765e-06,2.3867129958761926e-05,7.970782839818306e-07
7.71509786300703e-06,0.9380937672152612,0.0009208346276537325,0.0003425974119857732,0.00022908878404306136,0.005476280200257273,0.0,0.0,0.0031341424878413423,8.355421250116466e-05,0.01068836830645361,0.0002961419810101749,0.0005727570074284441,1.44500215303706e-10,8.019818141585181e-08,1.0414481083167078e-05,0.0002079875666624788,0.00377558927998176,8.097363647630868e-06,2.8274798092990353e-08,2.3446175424574123e-08,4.708681826535459e-10,4.674733026022494e-07,1.4339087493864222e-07,5.599555094359591e-08,6.116681402414991e-07,2.765353374600567e-10,2.9755456779745787e-07,5.462569600201879e-08,8.535030529523826e-10,6.68317198780041e-07,1.3421904364023226e-10,1.0890168330959758e-10,2.042860568368323e-08,3.76,0.0,0.0852505058716235,0.9824434030743746,0.0059313602524278825,0.0002997006407838626,0.5849548273925241,0.637065979803301,0.0020814187244500974,3.1548468494057055e-10,0.0017884995746212111,0.0003211858007772071,0.016245250453453392,5.028601731231831e-09,4.68395590727283e-07,5.867598263704686e-06,5.7498598852863034e-05,4.2450650323074155e-05,5.3664691250082046e-08,0.001847934727385996,3.6092790627714284e-05,1.3079332423096902e-05,0.009719931856612716,0.004033279500190842,0.0012251614723425765,0.0001649744823914157,0.00039260994712144457,1.0601709291251412e-05,0.0033487922330905032,0.00024953569272407884,1.3124129371166364e-07,4.487182891068217e-12,1.3030099519942556e-06,4.243720252244216e-08,0.000671628242296038,6.664333087728897e-09,8.45673253341909e-13,5.7145392606900416e-08,7.491617648156875e-05,1.9262815306463643e-08,1.2062973840933224e-07,6.833866807616144e-11,2.8258538587264028e-06,1.8246509106060775e-07,9.921370264670811e-05,5.034738142649876e-12,8.61382287478535e-10,6.87374942164736e-06,2.761878218234618e-08,1.970016643781299e-07,2.5409043865019486e-05,1.496693429062022e-11,2.8971236756885643e-06,3.6125884881637134e-06,2.41457488212209e-05,8.100972135429027e-07
7.734077546314856e-06,0.9381928709596691,0.0009263285879664048,0.0003448803693046197,0.00023106885741152306,0.005519116138286319,0.0,0.0,0.003156225599208089,8.477441614593498e-05,0.010796788325337113,0.0002990634008387519,0.0005769404811038322,1.4731974249190302e-10,8.126301454684754e-08,1.0488896075889452e-05,0.0002095828805562946,0.003804327617170284,8.20231662954085e-06,2.8426769246383656e-08,2.3850174159719846e-08,4.778363556883564e-10,4.710464921061999e-07,1.4588346317881315e-07,5.677648369528766e-08,6.218163964705425e-07,2.8263952838446683e-10,3.026834182340914e-07,5.557409343264466e-08,8.670089410700473e-10,6.749644682160656e-07,1.362295124568188e-10,1.1077024160211732e-10,2.078577096673219e-08,3.76,0.0,0.08479078638171549,0.9823059711803739,0.00598874909850819,0.00030250725631648305,0.5851533233314284,0.6375685893022837,0.0020811275880099757,3.1551434459842165e-10,0.0018030017868362256,0.00032157093661787264,0.01631222124187853,5.033405578227186e-09,4.7033321120240414e-07,5.876130024900426e-06,5.7969867341782245e-05,4.285432247345124e-05,5.3798801651526934e-08,0.001855726640548314,3.631658384292689e-05,1.3101665588939504e-05,0.009815132582644976,0.004054152322236922,0.0012345633863896106,0.00016623897089229725,0.00039555834861178474,1.0667691910071723e-05,0.0033744966005165803,0.0002532372242003242,1.3219506632663915e-07,4.519784487452462e-12,1.3156561409050713e-06,4.284796666048483e-08,0.0006799708640139959,6.704851681135604e-09,8.518163625409327e-13,5.755223975904587e-08,7.541840338458028e-05,1.9402082238360677e-08,1.2152949358409374e-07,6.915799429512838e-11,2.8444796209502374e-06,1.8509960442493396e-07,0.00010083374653529142,5.106186766479523e-12,8.625093765913643e-10,7.005184867909291e-06,2.776186455301538e-08,2.003821708280975e-07,2.563959215332246e-05,1.509903567032213e-11,2.9271063729036856e-06,3.6376620425650697e-06,2.4426791815957348e-05,8.233361136928763e-07
7.753057229622683e-06,0.9382917799706036,0.0009318359061420691,0.0003471711254604,0.00023306166622141997,0.005562209174949293,0.0,0.0,0.0031783506916244954,8.600779765469162e-05,0.010906048163784479,0.00030200668380094155,0.0005811380871153368,1.5018499173568985e-10,8.233851957159024e-08,1.0563602772566844e-05,0.00021118535590511025,0.00383321279508163,8.308415261491594e-06,2.8579211162662032e-08,2.42605515373697e-08,4.848867035180741e-10,4.746379154446708e-07,1.4841537441755606e-07,5.756534091348059e-08,6.321153934095271e-07,2.8886358523059006e-10,3.0788796179708903e-07,5.65363529274559e-08,8.806890562898621e-10,6.816611133091966e-07,1.3826293800140636e-10,1.1266612648701053e-10,2.1148189616405072e-08,3.76,0.0,0.08433338723638714,0.9821676349761368,0.006046610676754578,0.00030533219592605317,0.5853481593797331,0.6380689666074656,0.0020808345504687298,3.155416808138879e-10,0.0018176300490144407,0.00032194942804316236,0.0163793559087685,5.038099197296373e-09,4.722755313152581e-07,5.884557204371905e-06,5.844269667334736e-05,4.3260523953651925e-05,5.393299788111319e-08,0.0018635330567060378,3.654077941539023e-05,1.3123803227502061e-05,0.00991101587804764,0.004075078379145697,0.0012440015696045447,0.00016750829948421013,0.00039851725106161077,1.0733794555187292e-05,0.003400286927726444,0.0002569818969478279,1.331517859286515e-07,4.552486710188411e-12,1.3283904718062275e-06,4.3261581024427976e-08,0.0006884032245984622,6.745421995744216e-09,8.579784209426782e-13,5.7960287677022595e-08,7.592083286011473e-05,1.954157577835928e-08,1.224318835520368e-07,6.998538131456888e-11,2.8631531625607825e-06,1.8776717112060447e-07,0.00010247621352282491,5.178508249586451e-12,8.636208461071261e-10,7.138771975158863e-06,2.7905312513902493e-08,2.038109600112135e-07,2.587163297248963e-05,1.5231939244233564e-11,2.957324988768208e-06,3.66281075601613e-06,2.471027038317153e-05,8.36798385932885e-07
