Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51)
1.53856562384279e-09,0.8380269407292473,1.618757724201905e-11,1.3464659009120166e-12,8.0428507446846e-14,7.588133951922435e-14,0.0,0.0,1.1595933585607448e-08,3.144056725262322e-14,7.352428977139596e-14,8.51601394231071e-14,1.0156166384526389e-16,3.46969250348269e-27,4.698096142010252e-18,4.9181899570782937e-11,2.0813897762206391e-13,6.490584379217725e-11,1.2731211924669239e-25,7.51271870480371e-21,9.02974877022131e-24,5.506828608782453e-23,7.436184055781564e-10,3.633195962476267e-24,3.781538891256146e-19,4.0114103044988704e-29,2.457820190507346e-32,1.367690920676845e-24,1.5724332552067763e-29,1.9002681161513343e-29,1.7566535357241059e-19,5.410704983342477e-33,3.275241633511578e-33,8.757632889942019e-34,3.76,0.0,0.7103305456692529,0.9979337860792757,1.2595342520557985e-14,8.744385168434797e-17,0.00029628389989897055,0.0002962863174472407,0.002066202258439154,1.3937707818105458e-13,6.486855788950548e-11,1.1616833530520983e-08,1.0819274288281054e-09,7.184671401878484e-14,4.1586455199246285e-16,3.485101831053381e-11,7.483996485014262e-13,5.751151360557391e-17,5.121544663936003e-12,1.2208321563013669e-10,7.766738319710033e-11,1.601559869512088e-11,6.651249764143284e-13,2.167533143171922e-12,1.4313874430139152e-13,4.003865848566029e-16,9.612274482634974e-16,2.4073816810847064e-13,2.3691443818491447e-18,7.925394808206758e-10,4.710543870743855e-20,3.236025415523381e-24,1.967885449746175e-19,2.757078783148822e-19,8.734488755973564e-20,3.235406624935182e-15,1.1256890302673936e-24,2.520177092403362e-20,2.3164173650788642e-21,9.515759124780867e-16,2.7542916463411683e-22,8.965069736912804e-26,2.6983376782431626e-14,4.0241445579581635e-19,3.095986824460478e-24,2.687837143968631e-24,1.5504920225397729e-15,2.1262395092837945e-22,7.906289835580496e-19,1.932287365713507e-19,9.36177814944153e-19,2.8265435899439985e-25,3.922377426622794e-23,1.8017378024562697e-11,2.6627681133841253e-22,1.7155801022544133e-20
1.5768851824533777e-09,0.8380280708464484,1.702767976499869e-11,1.4042626401273916e-12,8.635669766092903e-14,8.147889836174458e-14,0.0,0.0,1.1884499904053155e-08,3.302525371444988e-14,7.908463569032526e-14,9.159884445444731e-14,1.0971433409464876e-16,3.728951876321277e-27,4.927490358952107e-18,5.1600034666164e-11,2.2216129604624964e-13,6.833104848892656e-11,1.4696673432292028e-25,8.215631780068988e-21,1.0192653035710016e-23,6.21438821064404e-23,7.609316542188341e-10,4.022396423127975e-24,4.1247183434374635e-19,4.6110568829145155e-29,2.829962936032573e-32,1.5399240385081765e-24,1.8335758026033734e-29,2.2005792606318613e-29,1.8967901118398493e-19,6.361852628329136e-33,3.808114205545542e-33,1.0346088387469566e-33,3.76,0.0,0.7103231676454604,0.9979294704634324,1.35609682729321e-14,9.55400542521754e-17,0.0003036615439902756,0.00030366408348521254,0.002070517582220704,1.442476970931498e-13,6.829094119251255e-11,1.1906368283672865e-08,1.1364883353468478e-09,7.497660298002041e-14,4.476055281180061e-16,3.649856322503972e-11,7.88617281118706e-13,6.054174884526155e-17,5.335392667409552e-12,1.282820389376413e-10,8.09967907450744e-11,1.6819042528034766e-11,7.022102995457117e-13,2.328829296234431e-12,1.5035729314018783e-13,4.306050006817198e-16,1.01993359458296e-15,2.516940849106781e-13,2.5860019643694665e-18,8.122626382612795e-10,5.1160229940399397e-20,3.4982925797463835e-24,2.1537918347896091e-19,2.949909717829554e-19,9.549150070695534e-20,3.4392749927963386e-15,1.2088208995222078e-24,2.7205005776867135e-20,2.5034490259360883e-21,1.0023581404319273e-15,2.940797748140581e-22,9.585835077806674e-26,2.878433807654019e-14,4.43249589167199e-19,3.432540594869688e-24,3.0210241794867097e-24,1.6562871613244952e-15,2.4008962008628016e-22,8.700133696031528e-19,2.1282567698602672e-19,1.0108267430556096e-18,3.0983529007778306e-25,4.3451223288290975e-23,1.845953976004625e-11,2.950780661008221e-22,1.862371345785249e-20
1.6152047410639654e-09,0.8380292009521214,1.7896920485656226e-11,1.4632937579844631e-12,9.25710304213902e-14,8.73551237133631e-14,0.0,0.0,1.217306032523984e-08,3.464886848466019e-14,8.491493278333716e-14,9.835003530748186e-14,1.1829589438676815e-16,4.000495142513335e-27,5.1619869121616e-18,5.4073186466863825e-11,2.3677778663271336e-13,7.184358034323197e-11,1.6908847742874708e-25,8.966208198929595e-21,1.1471408755460584e-23,6.992188105274368e-23,7.781889640667297e-10,4.442237670010135e-24,4.490022856391691e-19,5.282828947344973e-29,3.2477143314950325e-32,1.7292276213128997e-24,2.1306356557384622e-29,2.5399100969622513e-29,2.0442345391688838e-19,7.451173141195496e-33,4.4114271903312366e-33,1.2174462200621983e-33,3.76,0.0,0.7103157896982197,0.9979255431780094,1.457481328518754e-14,1.0417516927641256e-16,0.00031103910980036155,0.0003110417742357438,0.002074444575498721,1.4910896019414283e-13,7.180051459429833e-11,1.2195921673140918e-08,1.1923911830933866e-09,7.815254016198523e-14,4.80916169406615e-16,3.8179076792432184e-11,8.298712858534903e-13,6.365616534638483e-17,5.551844151459507e-12,1.3463584839636887e-10,8.438835300372751e-11,1.7641915805221016e-11,7.404583299118762e-13,2.4977074040521046e-12,1.5775357228507396e-13,4.622991213229181e-16,1.0806014198312619e-15,2.6284304730196576e-13,2.8171993871349067e-18,8.319850255340645e-10,5.544439019416065e-20,3.7738415724247026e-24,2.3520852292496952e-19,3.150886866999457e-19,1.0419318256158382e-19,3.650632516490462e-15,1.2955233913190145e-24,2.9306749881718526e-20,2.700785476376907e-21,1.054265068669489e-15,3.135363346296338e-22,1.0234435927905886e-25,3.0659105334650626e-14,4.870775235861587e-19,3.7961916892048156e-24,3.385558054190114e-24,1.7662026752985936e-15,2.703041686935345e-22,9.551121115761854e-19,2.3385750090181247e-19,1.089311978889069e-18,3.38790543195073e-25,4.801156594621361e-23,1.8901389364188674e-11,3.262134036212667e-22,2.01782417762304e-20
1.653524299674553e-09,0.8380303310462668,1.879582003956701e-11,1.5235621252814008e-12,9.907844592843477e-14,9.351772574713884e-14,0.0,0.0,1.2461614959101675e-08,3.6311409730543035e-14,9.102124627299727e-14,1.0542072847663466e-13,1.2731743479024436e-16,4.284577467563762e-27,5.4015613320585045e-18,5.660115104768869e-11,2.519994124264805e-13,7.544331436548016e-11,1.9391947454933424e-25,9.766524285514733e-21,1.2874321652034978e-23,7.845233517102814e-23,7.953905229288179e-10,4.8942968207460596e-24,4.878323573676337e-19,6.033396828757538e-29,3.715411706372512e-32,1.9368618444834736e-24,2.4675776749632579e-29,2.9222915997564505e-29,2.199173548586692e-19,8.694700653830384e-33,5.092438927419255e-33,1.4272052335301562e-33,3.76,0.0,0.7103084118275297,0.9979219692776597,1.5638062865327126e-14,1.1337176450749847e-16,0.0003184165973305382,0.0003184193896996177,0.002078018183620292,1.5396004357384333e-13,7.539715002515752e-11,1.2485493986058651e-08,1.2496359605458466e-09,8.137348603270628e-14,5.158338167409075e-16,3.989224574901238e-11,8.721594614138331e-13,6.685523093508154e-17,5.77082038934202e-12,1.411447173481516e-10,8.784169391703928e-11,1.8484200372085215e-11,7.7988008452528e-13,2.6743210900476146e-12,1.6532760074993305e-13,4.955034254998702e-16,1.143247941021451e-15,2.7418230665290544e-13,3.0633444611489948e-18,8.517066426616992e-10,5.996431581429356e-20,4.062945110715896e-24,2.56325860366428e-19,3.360136188341904e-19,1.1347465641687202e-19,3.8695533408138845e-15,1.3858418582780335e-24,3.1508926073502555e-20,2.9087536156922727e-21,1.1072813386204768e-15,3.338158367251928e-22,1.0911507251715995e-25,3.260883061495532e-14,5.340364938432009e-19,4.188391641610743e-24,3.7834783160821e-24,1.880270342850135e-15,3.034662611950328e-22,1.0461792937704076e-18,2.563903507817423e-19,1.171725755485555e-18,3.695809858692345e-25,5.2921710599968783e-23,1.934292736335093e-11,3.59812486517878e-22,2.1822340544136026e-20
1.6918438582851407e-09,0.8380314611288847,1.9724895439015818e-11,1.5850707337343136e-12,1.0588589695342096e-13,9.997447525106216e-14,0.0,0.0,1.2750163905909007e-08,3.801287563362808e-14,9.740961898002879e-14,1.128179144430045e-13,1.3679004481154632e-16,4.581452194907762e-27,5.646189252152242e-18,5.918372516646868e-11,2.6783707037261935e-13,7.913013117211347e-11,2.217193193660182e-25,1.0618699506767695e-20,1.4410068736919463e-23,8.778750503032054e-23,8.125365179882452e-10,5.380190778616221e-24,5.2905045748194e-19,6.869870739185811e-29,4.237691204439797e-32,2.1641498704584986e-24,2.848701567543362e-29,3.3520692356837543e-29,2.3617939764514616e-19,1.0109878542668975e-32,5.858952911372668e-33,1.6670924855860615e-33,3.76,0.0,0.7103010340333897,0.9979187169617169,1.6751903293952806e-14,1.231528189138821e-16,0.000325794006582107,0.00032579692987761756,0.0020812702072518312,1.5880031011971806e-13,7.908072503294115e-11,1.2775085498281459e-08,1.3082226561826511e-09,8.463842478574938e-14,5.523957734329556e-16,4.16377599174676e-11,9.154797036792477e-13,7.013941372096318e-17,5.992245034356444e-12,1.4780871686754306e-10,9.135643969029423e-11,1.9345877933211003e-11,8.20486513977428e-13,2.8588227205995656e-12,1.7307939809187304e-13,5.302523457531984e-16,1.2078903420367804e-15,2.857091657801107e-13,3.3250576726004766e-18,8.714274896668515e-10,6.47264045083357e-20,4.365873376456261e-24,2.78781162910114e-19,3.5777823261932375e-19,1.23361205666312e-19,4.0961091131406655e-15,1.4798212627482166e-24,3.381344332776801e-20,3.127684419052592e-21,1.1613919761325512e-15,3.5493539154028036e-22,1.1617688887274291e-25,3.463464959163899e-14,5.842674518147193e-19,4.61063238989555e-24,4.2168982828821364e-24,1.9985199161426055e-15,3.3978360021066116e-22,1.143473316410875e-18,2.8049165963437694e-19,1.2581601626083362e-18,4.0226755305595556e-25,5.81989682285882e-23,1.9784154282236253e-11,3.960091026510992e-22,2.355899945719767e-20
1.7301634168957284e-09,0.8380325911999751,2.0684660099756578e-11,1.6478226956320985e-12,1.1300034864731097e-13,1.0673320315673346e-13,0.0,0.0,1.3038707257136872e-08,3.975326438843938e-14,1.0408607139591516e-13,1.2054855775626119e-13,1.4672481414445458e-16,4.8913708627321316e-27,5.895846408884058e-18,6.182070626184448e-11,2.843015917146518e-13,8.290391699825445e-11,2.5276590228025106e-25,1.1524896443319473e-20,1.6087704965458976e-23,9.798189705742918e-23,8.296271358063585e-10,5.901576257267649e-24,5.727462698716133e-19,7.799818557081758e-29,4.8195008556752183e-32,2.41247957897231e-24,3.278661809686931e-29,3.833919901580224e-29,2.5322827927760145e-19,1.1715644661730864e-32,6.719344090714023e-33,1.9406102099981267e-33,3.76,0.0,0.7102936563157989,0.9979157572912064,1.791752184413473e-14,1.3354172019742736e-16,0.0003331713375563613,0.00033317439477052664,0.0020842295853676293,1.6362928697556567e-13,8.285112279563916e-11,1.306469647527333e-08,1.3681512584825214e-09,8.794636379608888e-14,5.906393052617593e-16,4.341531217502814e-11,9.598300055286468e-13,7.350918209457464e-17,6.216044047892522e-12,1.5462791583041606e-10,9.49322187764613e-11,2.022693005385245e-11,8.622885028466782e-13,3.0513634170341683e-12,1.8100898441059885e-13,5.665802686213246e-16,1.2745459733713672e-15,2.974209779252469e-13,3.6029722430657325e-18,8.911475665721888e-10,6.97370561052057e-20,4.682894206621773e-24,3.026250588092529e-19,3.8039486711706846e-19,1.3387867633039643e-19,4.3303690334572574e-15,1.5775062518424607e-24,3.622219828529403e-20,3.357912973521597e-21,1.2165823874973302e-15,3.7691223591526625e-22,1.235362578619184e-25,3.6737681736798494e-14,6.379140420761e-19,5.064446439374102e-24,4.688005392777392e-24,2.120979182609438e-15,3.7947310026986875e-22,1.2472568256759655e-18,3.062301389613581e-19,1.3487071635767132e-18,4.3691123552177835e-25,6.386105184370147e-23,2.0225070643897433e-11,4.34941207438803e-22,2.539124339049242e-20
1.768482975506316e-09,0.8380337212595386,2.1675623867551117e-11,1.7118212427313422e-12,1.2042877834993698e-13,1.1380180007195634e-13,0.0,0.0,1.3327245096255315e-08,4.1532574201361136e-14,1.1105660175570417e-13,1.286195971167803e-13,1.5713283341996644e-16,5.214583220819569e-27,6.150508641470919e-18,6.45118924511296e-11,3.0140374239053336e-13,8.676456366307687e-11,2.873562593709893e-25,1.248732076038383e-20,1.79166698042643e-23,1.090923004723384e-22,8.46662562324656e-10,6.460149811421316e-24,6.190107368638846e-19,8.831283883374755e-29,5.466113899687902e-32,2.6833053071455532e-24,3.7624882669811175e-29,4.37286937695974e-29,2.710827129352427e-19,1.3532519401519322e-32,7.682585754221185e-33,2.2515758898015127e-33,3.76,0.0,0.7102862786747562,0.9979130639313328,1.9136106801185994e-14,1.4456226232379962e-16,0.0003405485902545861,0.0003405517843791281,0.0020869226527635365,1.684466450153477e-13,8.670823208670903e-11,1.3354327172914982e-08,1.42942175592447e-09,9.129633308901578e-14,6.306016405106849e-16,4.5224598422075446e-11,1.0052084559119055e-12,7.696500472503592e-17,6.442145629652986e-12,1.6160238098048548e-10,9.856866186265508e-11,2.1127338161462092e-11,9.05296870103549e-13,3.2520930674935608e-12,1.8911638034825392e-13,6.045215348169068e-16,1.3432323505531803e-15,3.0931514575466016e-13,3.897734191460025e-18,9.108668734003774e-10,7.500267330117614e-20,5.0142732745991424e-24,3.2790882890844876e-19,4.038757416082638e-19,1.4505347966654385e-19,4.572399903515229e-15,1.6789412243568763e-24,3.873707666942272e-20,3.5997785145505724e-21,1.272838353624666e-15,3.9976374157716776e-22,1.311996825036337e-25,3.891903050009545e-14,6.95122577746706e-19,5.551407028872081e-24,5.199061520096559e-24,2.2476740248386726e-15,4.2276105991928957e-22,1.3577966445426195e-18,3.336757668197674e-19,1.4434586109136802e-18,4.735730698732433e-25,6.992607597228276e-23,2.0665676969744454e-11,4.76750965845622e-22,2.732213245267325e-20
1.8068025341169037e-09,0.838034851307575,2.269829304448918e-11,1.7770697245299345e-12,1.2817817540025265e-13,1.2118821581718562e-13,0.0,0.0,1.3615777499448608e-08,4.335080328960528e-14,1.183271861109779e-13,1.3703794545799644e-13,1.6802519495109885e-16,5.5513372474138135e-27,6.410151891751102e-18,6.725708252823537e-11,3.191542234262164e-13,9.071196849628929e-11,3.2580744132147068e-25,1.3508221178673882e-20,1.9906793711859935e-23,1.211778236316127e-22,8.636429828666762e-10,7.057647873558883e-24,6.679360418838352e-19,9.97280436401866e-29,6.183142358973159e-32,2.978149599131223e-24,4.305607519984409e-29,4.9743102939131194e-29,2.897614307736572e-19,1.5582696583733077e-32,8.758277003164002e-33,2.6041426940048676e-33,3.76,0.0,0.7102789011102612,0.9979106129171375,2.0408847482340696e-14,1.56238643067743e-16,0.0003479257646780586,0.00034792909870420515,0.0020893733743983186,1.7325218021692842e-13,9.06519472015175e-11,1.3643977838240522e-08,1.4920341369877954e-09,9.468738482169885e-14,6.72319970004862e-16,4.706531755118448e-11,1.0516132383030684e-12,8.050735055785073e-17,6.670480149985632e-12,1.6873217699381967e-10,1.0226540185667926e-10,2.2047083547249174e-11,9.495223695134798e-13,3.461160338682587e-12,1.9740160708964526e-13,6.441104394029433e-16,1.4139671514902552e-15,3.2138912037920295e-13,4.210002397581941e-18,9.30585410174084e-10,8.052966238691046e-20,5.3602742622302415e-24,3.5468439841862683e-19,4.282329608363076e-19,1.5691259485688026e-19,4.822266175115749e-15,1.7841703902051326e-24,4.1359954599932105e-20,3.8536244629511215e-21,1.3301460227270115e-15,4.2350742350532295e-22,1.3917372165221726e-25,4.1179783486176436e-14,7.560420165643526e-19,6.073128298901576e-24,5.752403257243116e-24,2.3786284788879756e-15,4.698833322189573e-22,1.4753637044462279e-18,3.6289977599811887e-19,1.5425062608488446e-18,5.12314130058837e-25,7.641255620374601e-23,2.110597377955246e-11,5.215847940489226e-22,2.935476204294023e-20
1.8451220927274913e-09,0.8380359813440849,2.375317041509189e-11,1.843571606038891e-12,1.3625554094771254e-13,1.2890045896577544e-13,0.0,0.0,1.390430453626973e-08,4.520794988027172e-14,1.259037784029565e-13,1.4581049002895247e-13,1.794129934680608e-16,5.901879166103501e-27,6.674752204031429e-18,7.005607596164627e-11,3.3756367132681364e-13,9.474603423296233e-11,3.6845740235048e-25,1.458988944534003e-20,2.2068304533334027e-23,1.342999297854261e-22,8.805685821398361e-10,7.695846796550993e-24,7.196155922717385e-19,1.123343027483574e-28,6.976550860312416e-32,3.29860496503418e-24,4.913864901503103e-29,5.644020627231528e-29,3.0928318670171406e-19,1.7890137200686976e-32,9.956670808136554e-33,3.0028207433061858e-33,3.76,0.0,0.7102715236223124,0.9979083824402394,2.1736934256332968e-14,1.6859546157315586e-16,0.000355302860828048,0.0003553063377465412,0.0020916035586522946,1.780457968159981e-13,9.468216785212545e-11,1.3933648710109106e-08,1.5559883901520782e-09,9.811859277703338e-14,7.158314471485463e-16,4.8937171416584735e-11,1.0990426286541243e-12,8.413668881286859e-17,6.900980084261066e-12,1.7601736654140036e-10,1.0602207387365131e-10,2.2986147367764027e-11,9.9497569003701e-13,3.678712687495744e-12,2.0586468636277658e-13,6.853812319686231e-16,1.4867682129477026e-15,3.3364040039384996e-13,4.540448667107121e-18,9.503031769159735e-10,8.632443395122534e-20,5.721159022684256e-24,3.8300432900192953e-19,4.534785199255645e-19,1.694835717687431e-19,5.080029997539429e-15,1.8932378229772847e-24,4.409269980770344e-20,4.119798462344445e-21,1.388491901824568e-15,4.481609481771891e-22,1.4746499229510865e-25,4.352101262989545e-14,8.208239371869386e-19,6.63126546200204e-24,6.350442164179779e-24,2.513864791069146e-15,5.210854936424764e-22,1.6002329777462491e-18,3.9397464230482303e-19,1.6459417867235955e-18,5.53195520180684e-25,8.333940879668812e-23,2.1545961591469992e-11,5.695934007838284e-22,3.1492262909990636e-20
1.883441651338079e-09,0.8380371113690681,2.4840755272200946e-11,1.9113304651551116e-12,1.4466788776489747e-13,1.369465963879719e-13,0.0,0.0,1.4192826270236016e-08,4.7104012209493164e-14,1.3379231053570262e-13,1.5494409247702037e-13,1.9130732684014813e-16,6.266453462722588e-27,6.94428572493615e-18,7.290867289243566e-11,3.566426584653756e-13,9.886666888293348e-11,4.156659091825328e-25,1.573466030492932e-20,2.4411833809744638e-23,1.4852247225377806e-22,8.974395442372275e-10,8.376562902173792e-24,7.741440022557888e-19,1.2622743364499587e-28,7.852670702645448e-32,3.646335648825935e-24,5.59354725186794e-29,6.388182707444024e-29,3.296667591308827e-19,2.0480666007330599e-32,1.1288702649199725e-32,3.452499218967899e-33,3.76,0.0,0.7102641462109095,0.9979063526547668,2.3121558562874212e-14,1.8165771592787597e-16,0.0003626798787058156,0.00036268350150691936,0.002093633051397781,1.828274921189677e-13,9.87987990366509e-11,1.4223340019817372e-08,1.6212845038971752e-09,1.0158905186943082e-13,7.611731879624448e-16,5.083986480402562e-11,1.1474949929515757e-12,8.785348898238813e-17,7.133579949234265e-12,1.8345801034979018e-10,1.0983831522270811e-10,2.3944510646504155e-11,1.0416674562273663e-12,3.904896372525949e-12,2.1450564043962558e-13,7.283681168049723e-16,1.5616535263339153e-15,3.460665309367022e-13,4.889757797898776e-18,9.70020173648712e-10,9.239340355824727e-20,6.097187734287677e-24,4.129218111478557e-19,4.796243089957618e-19,1.8279453378298602e-19,5.345751264134891e-15,2.0061875062066506e-24,4.6937172754762364e-20,4.398652417084844e-21,1.4478628473372319e-15,4.73742141695081e-22,1.5608017181761338e-25,4.5943774369372033e-14,8.896225157189222e-19,7.22751497522591e-24,6.995664986711009e-24,2.6534034732402015e-15,5.766230113963185e-22,1.7326834109887623e-18,4.2697407296798586e-19,1.753856791350683e-18,5.962783684673046e-25,9.072595034076023e-23,2.1985640922027475e-11,6.209318283696793e-22,3.3737801212209125e-20
1.921761209948667e-09,0.838038241382525,2.5961543442655438e-11,1.9803499897234297e-12,1.5342224006148472e-13,1.4533475279859939e-13,0.0,0.0,1.4481342759371144e-08,4.9038988521656523e-14,1.4199869244939597e-13,1.6444558893076785e-13,2.0371929678145425e-16,6.645302902265327e-27,7.218728703257449e-18,7.581467413231385e-11,3.764016934692977e-13,1.030737855801662e-10,4.678154700905551e-25,1.694491147036605e-20,2.6948423003030585e-23,1.6391172902741028e-22,9.142560526393809e-10,9.101652535448731e-24,8.3161707607853095e-19,1.415087595153002e-28,8.81821416975092e-32,4.02307940498004e-24,6.351406398313814e-29,7.213402759311522e-29,3.5093095369219863e-19,2.3382070972756692e-32,1.2766019738095537e-32,3.958469328911218e-33,3.76,0.0,0.710256768876051,0.9979045055007502,2.456391293202589e-14,1.9545080075308373e-16,0.0003700568183126155,0.0003700605899861229,0.002095479912604253,1.8759734285529202e-13,1.0300175088858609e-10,1.4513051991657988e-08,1.6879224667032162e-09,1.0509787766221836e-13,8.08382271121001e-16,5.277310540103298e-11,1.1969687844637376e-12,9.165822082939043e-17,7.36821624133005e-12,1.910541672599659e-10,1.1371376539379207e-10,2.4922154275538543e-11,1.0896082286254282e-12,4.13985646545675e-12,2.2332449213711003e-13,7.731052530803508e-16,1.6386412329493629e-15,3.5866510276698506e-13,5.258627647513442e-18,9.89736400394963e-10,9.874299239545335e-20,6.488619045499475e-24,4.444906568231393e-19,5.066821174919994e-19,1.9687418068540634e-19,5.619487658079294e-15,2.1230633738973783e-24,4.989522766445267e-20,4.6905425306550595e-21,1.508246054991145e-15,5.002689977950692e-22,1.650260002339455e-25,4.844910981691849e-14,9.62594502460369e-19,7.863614714737201e-24,7.690633844768465e-24,2.7972633566421025e-15,6.367614091732529e-22,1.872997858957258e-18,4.619729951454182e-19,1.8663428183839912e-18,6.416238222723368e-25,9.85918974693611e-23,2.2425012286145853e-11,6.757594934202822e-22,3.609457857846734e-20
1.9600807685592545e-09,0.8380393713844557,2.7116027312758573e-11,2.0506339743638444e-12,1.6252563329964253e-13,1.5407311030838994e-13,0.0,0.0,1.4769854056698381e-08,5.101287706869433e-14,1.5052881219364852e-13,1.743217900829442e-13,2.166600095380959e-16,7.038668545813767e-27,7.498057489807529e-18,7.877388116170089e-11,3.9685122160437196e-13,1.073673024166934e-10,5.2531228404359675e-25,1.822306359395372e-20,2.968952963717009e-23,1.8053643679890046e-22,9.310182902160059e-10,9.873012124732298e-24,8.921317912754042e-19,1.5828530271200716e-28,9.880289086076332e-32,4.4306492835567974e-24,7.194683364352097e-29,8.126730968171142e-29,3.7309460591713484e-19,2.6624205597110116e-32,1.4401010821330683e-32,4.526448144997371e-33,3.76,0.0,0.7102493916177368,0.9979028245434123,2.606519100346494e-14,2.1000050480723678e-16,0.000377433679649694,0.0003774376031849349,0.002097160577048934,1.92355492953182e-13,1.0729093851069936e-10,1.4802784843429144e-08,1.7559022670505993e-09,1.0864420589633235e-13,8.574957379896463e-16,5.4736603767544296e-11,1.247462540754244e-12,9.555135438589181e-17,7.60482737679431e-12,1.988058942843714e-10,1.1764806604451706e-10,2.5919059017146716e-11,1.1388085041520806e-12,4.383736862339473e-12,2.323212648181951e-13,8.196267550158225e-16,1.7177496188296801e-15,3.7143375136165875e-13,5.647769201790458e-18,1.009451857177391e-09,1.0537962789075945e-19,6.895710211261545e-24,4.777652923789833e-19,5.346636382487351e-19,2.1175179161686472e-19,5.9012946973238754e-15,2.2439093458320874e-24,5.2968713466571916e-20,4.9958293445308525e-21,1.5696290492346075e-15,5.2775968573958905e-22,1.743092823841144e-25,5.103804492786835e-14,1.0398991988763319e-18,8.541344152482846e-24,8.437986391864568e-24,2.945461644316289e-15,7.017764313547702e-22,2.0214630195031094e-18,4.990475445437465e-19,1.983491362755895e-18,6.892930439768245e-25,1.069573666190875e-22,2.2864076197145503e-11,7.34240227240297e-22,3.8565832168994396e-20
1.998400327169842e-09,0.8380405013748606,2.8304695853536226e-11,2.122186317128714e-12,1.7198511401091495e-13,1.6316990797890744e-13,0.0,0.0,1.505836021068944e-08,5.3025676109439795e-14,1.5938853600083289e-13,1.8457948127355997e-13,2.3014057655518176e-16,7.446789767475855e-27,7.782248537272315e-18,8.178609612781792e-11,4.180016251564979e-13,1.1174714226511235e-10,5.885872099910869e-25,1.957158023839812e-20,3.264703335632586e-23,1.9846782442937128e-22,9.477264392277105e-10,1.0692578247475665e-23,9.557862821039084e-19,1.766699806828836e-28,1.1046413614063235e-31,4.870935423469315e-24,8.131133314814888e-29,9.135682076379113e-29,3.9617658387953766e-19,3.0239094098863006e-32,1.6206836562958312e-32,5.162603325372204e-33,3.76,0.0,0.7102420144359656,0.9979012948269201,2.7626587545639258e-14,2.2533300860444477e-16,0.00038481046271829074,0.0003848145411041387,0.0020986900005646103,1.9710214262677967e-13,1.1166628179748825e-10,1.5092538786899378e-08,1.8252238934199855e-09,1.1222719203000229e-13,9.085505926620108e-16,5.673007330691115e-11,1.298974880526237e-12,9.953335995140719e-17,7.843353633654589e-12,2.067132466622455e-10,1.2164086098711385e-10,2.6935205505469597e-11,1.1892787164979428e-12,4.636680294756841e-12,2.4149598239310235e-13,8.679666920604352e-16,1.79899710929547e-15,3.843701560302607e-13,6.0579066444230035e-18,1.029166544018659e-09,1.123097442973898e-19,7.318717220988193e-24,5.12800751700296e-19,5.635804713049191e-19,2.274572280779144e-19,6.191225778737517e-15,2.368769358145998e-24,5.615947466231008e-20,5.31487777751217e-21,1.6319996723288041e-15,5.562325580955734e-22,1.8393689009925727e-25,5.371159066733852e-14,1.1216984347843385e-18,9.262524534889862e-24,9.240435946840922e-24,3.0980139621383054e-15,7.719542056772315e-22,2.1783693691472145e-18,5.382750541455294e-19,2.1053938802396943e-18,7.393472076844625e-25,1.1584287383212062e-22,2.3302833166755243e-11,7.965423159100806e-22,4.1154834735861546e-20
