Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368)
0.049749102076740784,0.51376560905915,1.7681980928172373e-08,4.7612803851517574e-08,8.419225950894573e-08,0.00019817841901003237,0.0,0.0,7.333154539201819e-05,4.2321727775801575e-05,0.0021759154829892073,0.00027997597860417514,1.974888710278583e-08,8.980458226859288e-26,1.786119140674395e-18,5.024450549488944e-12,5.425216778870009e-09,0.01125291379700238,3.482013101355917e-13,3.248604316140595e-18,1.3646465467574386e-15,9.066615492784376e-21,1.3396629002497449e-13,4.546324635308188e-09,2.853920848970073e-12,1.1236539575409406e-08,6.231432765366227e-19,1.901525914262409e-11,7.200141222465548e-12,4.970999290631998e-17,2.762322588230286e-10,7.154681446629474e-17,3.074111794958352e-16,4.124897833484956e-12,3.76,0.0,0.5913217631059903,0.9838109520777201,0.004983865716468583,3.90945179934169e-06,0.0889233507966401,0.10124626510622248,3.6266770065643415e-05,6.081484430316712e-14,0.013012195568415201,2.9741150607208483e-05,2.251233018663185e-06,9.006069089290633e-08,1.6470196972712677e-14,5.1689569702133026e-08,8.394916469956165e-05,0.001601448529333706,3.107402079044716e-14,1.3944410460143399e-05,1.7768429721073948e-07,6.847480816015633e-08,8.190453382970647e-05,0.0011966817029233998,1.9148086779989627e-09,7.180474540265449e-11,1.3637215421840557e-07,2.9186836614957387e-08,7.040681698538987e-08,0.0002529275273765301,2.368039854749791e-08,2.2286819054104673e-14,1.0250164970327368e-08,3.3619162598855306e-12,8.019564308891864e-06,3.4486051056721206e-08,1.5471079566190244e-15,9.950082982930955e-12,4.453909915907772e-14,4.1059698647151246e-14,1.7106030193485087e-09,4.915493045182235e-15,4.0442633824962355e-09,1.642603200146471e-07,1.926552127765157e-06,1.5191024865540847e-09,5.491324942698646e-09,2.3037934885404273e-06,8.021220674066068e-13,3.700053394690868e-09,7.449097550480317e-10,1.1452166263090405e-16,1.373757695108296e-06,5.503431159106819e-12,0.0003524860540790388,1.4146017645852826e-09,1.8242011015872762e-15,6.374891095064153e-17,6.502240296177327e-18,1.412383848820672e-23,6.985310813659869e-10,1.5427746678552561e-10,2.1273386750891907e-12,2.407036501767586e-07,3.909775255793603e-06,3.105097709622908e-09,5.888461399124065e-09,8.715060640870668e-15,6.202003309880148e-08,1.091276565454802e-11
0.05005728587255424,0.5138229000953944,1.7847549337136385e-08,4.787480959128669e-08,8.537242899609576e-08,0.00020158948688428572,0.0,0.0,7.384191003178154e-05,4.302818617916726e-05,0.0022232052097217493,0.0002860085571363028,2.0085680573167395e-08,9.24227038943576e-26,1.8204466026305426e-18,5.077475817581777e-12,5.486473932249789e-09,0.011373814645672272,3.5740088890052783e-13,3.3053392665940413e-18,1.4235573322742508e-15,9.320138593163734e-21,1.3535682253964533e-13,4.65087490364203e-09,2.9092202852528877e-12,1.1616049619930012e-08,6.494047688180109e-19,1.954005770292824e-11,7.385572078925937e-12,5.1332930110932477e-17,2.812107684266437e-10,7.395178613757806e-17,3.201621700800131e-16,4.258242545757739e-12,3.76,0.0,0.5906688497730104,0.9835914259043473,0.005076805334863039,3.967462709127165e-06,0.08935003740114182,0.10182046980793921,3.6258677382343635e-05,6.108620875318662e-14,0.013174575131129514,2.9943105755024137e-05,2.2780577752919203e-06,9.064190169386505e-08,1.6666459985202657e-14,5.2053088625849634e-08,8.494179864526999e-05,0.0016313598710440134,3.159275962318107e-14,1.4190883239613002e-05,1.7983146574514874e-07,6.915586840017557e-08,8.259951050802915e-05,0.0012107823853277457,1.9490142646075664e-09,7.313262260379012e-11,1.3871099444260334e-07,2.9551781096552298e-08,7.11453866898873e-08,0.00025756161545733766,2.4078470222531596e-08,2.2661463994994936e-14,1.0333694779520881e-08,3.3893125015357404e-12,8.157171926074012e-06,3.489106798261446e-08,1.573115061913821e-15,1.0115493813708106e-11,4.531282967146687e-14,4.1514830251456885e-14,1.7279700606075719e-09,4.971811430820583e-15,4.0951988544234436e-09,1.685726789374587e-07,1.943034485390222e-06,1.5584621431918733e-09,5.5282370129785765e-09,2.357423730786469e-06,8.11573656644657e-13,3.7934381345130964e-09,7.527732992699897e-10,1.1569188822694372e-16,1.3946907719347716e-06,5.60373307189276e-12,0.00035879645218500936,1.43614115578666e-09,1.8434665484899098e-15,6.44221103832903e-17,6.721851091271326e-18,1.4601055921675174e-23,7.052443283341479e-10,1.5811833505765727e-10,2.170807121779765e-12,2.4235850173036916e-07,3.990199852074456e-06,3.1692145290705246e-09,5.930541731024868e-09,8.895885921810202e-15,6.24255316746882e-08,1.1079397697018838e-11
0.05036546966836769,0.5138801894637889,1.801435766318817e-08,4.813815045914466e-08,8.656452891898447e-08,0.00020504702761975734,0.0,0.0,7.435502252110965e-05,4.3743153422357214e-05,0.0022712790580116304,0.0002921417707507338,2.0426668262276567e-08,9.511334314678614e-26,1.855327507549605e-18,5.13085843947338e-12,5.548230079290465e-09,0.011495008915558574,3.6679873090600266e-13,3.3627001950726264e-18,1.4847255116496407e-15,9.579332075235454e-21,1.3675619515371572e-13,4.757224000342956e-09,2.9653448636873434e-12,1.2006283956203673e-08,6.766370509937129e-19,2.007631551338703e-11,7.575121263048832e-12,5.300553715600411e-17,2.862513838222831e-10,7.642681287852338e-17,3.333817146656766e-16,4.3953022393239625e-12,3.76,0.0,0.5900156612205596,0.9833700692676678,0.005171047639574579,4.0260992148813736e-06,0.08977526311054888,0.10239401820324971,3.6250517222359594e-05,6.135627004421344e-14,0.013338003783002168,3.0145512803482996e-05,2.3050366294613506e-06,9.12239080422552e-08,1.686385049754026e-14,5.241765437785921e-08,8.594180026787322e-05,0.0016616723112561618,3.2117931732897737e-14,1.4440500181256132e-05,1.819958331876248e-07,6.984251837149138e-08,8.329666679263547e-05,0.0012249568404601669,1.9836757404469385e-09,7.447966391140913e-11,1.4108000964842047e-07,2.991983076533554e-08,7.188889731913819e-08,0.00026225078494236453,2.448146274617162e-08,2.3040740183688346e-14,1.0417420532561124e-08,3.4167730064868044e-12,8.296428397504975e-06,3.529907801549296e-08,1.5994436588573259e-15,1.0282931126735131e-11,4.6096331475482583e-14,4.197308097773737e-14,1.7454419702665629e-09,5.028576157696548e-15,4.1465769805386825e-09,1.729772505161392e-07,1.959629732958441e-06,1.5986444842509e-09,5.5652273977788664e-09,2.412001891289203e-06,8.210746956268823e-13,3.888775224381128e-09,7.606898910520974e-10,1.1686924681524647e-16,1.4158193526359572e-06,5.705496157603043e-12,0.00036517593999439816,1.4578508928824053e-09,1.8628567781506523e-15,6.509966952023849e-17,6.947667704686015e-18,1.5091769820475992e-23,7.120086734849784e-10,1.6203766036176838e-10,2.2149788123114727e-12,2.440202264078251e-07,4.071761460913747e-06,3.2342692266922e-09,5.97275707773768e-09,9.079369199770409e-15,6.283240270540756e-08,1.1247572568159196e-11
0.050673653464181144,0.5139374777515084,1.8182411256918763e-08,4.840282941472777e-08,8.776861798900367e-08,0.00020855155570493591,0.0,0.0,7.487088101476583e-05,4.4466675670992854e-05,0.0023201463189151173,0.0002983768684337178,2.0771879828266757e-08,9.787519393141307e-26,1.8907692895809722e-18,5.184600014821549e-12,5.610487223308154e-09,0.011616488570561113,3.763981825608516e-13,3.4206903112072692e-18,1.5482273448935418e-15,9.844291588746792e-21,1.3816443785584067e-13,4.865392510807893e-09,3.022302513492294e-12,1.2407489786606254e-08,7.048709386498776e-19,2.0624216096652888e-11,7.768866060930125e-12,5.472921384715013e-17,2.9135445639360414e-10,7.897363236734877e-17,3.470849181348225e-16,4.5361642015646e-12,3.76,0.0,0.5893621905223028,0.9831468726072218,0.005266605928591474,4.085365946872079e-06,0.09019902873352661,0.10296691008485517,3.624228923325877e-05,6.162502754898208e-14,0.013502483487323661,3.0348367014128007e-05,2.332169765791298e-06,9.18066900001046e-08,1.70623698599862e-14,5.278326153463637e-08,8.694918463354116e-05,0.0016923893561558295,3.264959537692008e-14,1.4693289576640102e-05,1.8417745932712557e-07,7.053479698167351e-08,8.39959898654836e-05,0.001239204871819268,2.0187968523631065e-09,7.584607033865522e-11,1.4347944190988776e-07,3.029099881028181e-08,7.263737172031229e-08,0.0002669953391444754,2.488941037339545e-08,2.34246798589545e-14,1.050133977853747e-08,3.4442969708415648e-12,8.437347430249384e-06,3.5710086759261396e-08,1.6260959853848407e-15,1.0452408949123697e-11,4.688968736270875e-14,4.243445743484375e-14,1.7630190672778716e-09,5.085789466063927e-15,4.198399848285634e-09,1.7747557774759098e-07,1.9763388278397167e-06,1.6396626700594923e-09,5.602295174534333e-09,2.467539907315685e-06,8.306250526426364e-13,3.986097239115943e-09,7.68659769216404e-10,1.180537591330406e-16,1.4371444503160276e-06,5.808736031153742e-12,0.0003716247522686442,1.479730856671264e-09,1.882372163321263e-15,6.57816013837922e-17,7.179833184877414e-18,1.5596291758796484e-23,7.188244112904381e-10,1.660366944997384e-10,2.2598625642362197e-12,2.4568889386799784e-07,4.154468932831023e-06,3.3002699717562532e-09,6.015107015923627e-09,9.265533762233573e-15,6.324065927013278e-08,1.1417294120800127e-11
0.0509818372599946,0.5139947655483782,1.835171536396462e-08,4.8668849214328425e-08,8.898475396505832e-08,0.00021210358877605162,0.0,0.0,7.538948321798663e-05,4.5198798211544554e-05,0.0023698163388676443,0.00030471510834337344,2.1121344660679463e-08,1.0071021711000469e-25,1.9267794459305507e-18,5.238702120536154e-12,5.673247337409513e-09,0.011738245526140455,3.8620262996848995e-13,3.479312838078435e-18,1.6141413316837686e-15,1.0115113819680092e-20,1.3958157984794085e-13,4.975401099227822e-09,3.0801011509695785e-12,1.2819918702641862e-08,7.341380505845145e-19,2.1183944675312944e-11,7.96688488978619e-12,5.650539483815804e-17,2.965203317389896e-10,8.15940172327582e-17,3.6128730153218673e-16,4.680917337369019e-12,3.76,0.0,0.5887084307491057,0.9829218263084528,0.005363493563781194,4.145267544055244e-06,0.09062133506898666,0.10353914524238905,3.623399306061444e-05,6.189248062829811e-14,0.013668016229899124,3.055166352447985e-05,2.3594573776024152e-06,9.239022723108292e-08,1.7262019486460477e-14,5.3149904463314256e-08,8.796396597981217e-05,0.0017235145182088122,3.3187809091337886e-14,1.4949279852883787e-05,1.8637640255159977e-07,7.123274297731854e-08,8.469746652710306e-05,0.0012535262776840227,2.054381336580129e-09,7.723204374804482e-11,1.45909532339583e-07,3.0665298203655095e-08,7.339083245114145e-08,0.0002717955795964841,2.5302347056837527e-08,2.3813314975188385e-14,1.0585450013927566e-08,3.4718835734479398e-12,8.579942780003817e-06,3.6124099473497315e-08,1.6530742597007343e-15,1.0623941182711342e-11,4.769298026927686e-14,4.289896588542147e-14,1.7807016606546012e-09,5.143453561963641e-15,4.250669518596381e-09,1.8206922066258934e-07,1.9931627275340194e-06,1.6815299877764031e-09,5.639439396289429e-09,2.524049792522905e-06,8.402245924825887e-13,4.085437117270611e-09,7.766831692616324e-10,1.192454452110823e-16,1.4586670797888736e-06,5.913468371275698e-12,0.00037814311973265847,1.5017809233702272e-09,1.9020130641198018e-15,6.646791855482769e-17,7.4184931201572e-18,1.611493885893644e-23,7.256918331011417e-10,1.701167015119829e-10,2.3054672664089194e-12,2.4736458128627554e-07,4.2383311151265705e-06,3.367224947944503e-09,6.057591099755368e-09,9.454402939267687e-15,6.365031641914325e-08,1.1588566111879419e-11
0.05129002105580805,0.5140520534468367,1.8522275123254282e-08,4.893621240698439e-08,9.021299360260242e-08,0.00021570364757146155,0.0,0.0,7.591082637726937e-05,4.5939565418239005e-05,0.002420298518848384,0.0003111577577533069,2.1475091868236423e-08,1.0362020682620483e-25,1.9633655381396296e-18,5.293166311407269e-12,5.7365123665619695e-09,0.011860271649699012,3.962154995002724e-13,3.538571012721973e-18,1.6825482666518499e-15,1.0391896501308833e-20,1.4100764956254422e-13,5.087270505714307e-09,3.13874867749722e-12,1.3243826733013028e-08,7.644708269268923e-19,2.1755688165001743e-11,8.169257306747217e-12,5.833555046625253e-17,3.0174934925312396e-10,8.428977550661047e-17,3.7600481182518355e-16,4.829652186784045e-12,3.76,0.0,0.5880543749701017,0.9826949207039071,0.005461723969548174,4.205808653553958e-06,0.09104218290615244,0.10411072346245133,3.622562834804992e-05,6.21586286311895e-14,0.013834604018669674,3.0755397341285314e-05,2.386899666968784e-06,9.29744989788967e-08,1.7462800854926974e-14,5.3517577309109134e-08,8.898615769177018e-05,0.0017550513156543517,3.373263168625086e-14,1.5208499570345853e-05,1.8859271974956776e-07,7.193639492024885e-08,8.540108319443686e-05,0.0012679208510886538,2.090432917619244e-09,7.863778686804173e-11,1.4837052123659457e-07,3.104274168732811e-08,7.414930178995435e-08,0.0002766518059971421,2.572030647359683e-08,2.4206677227396016e-14,1.0669748682439968e-08,3.499531975846117e-12,8.724228249280108e-06,3.654112105342694e-08,1.6803806819992646e-15,1.079754161473771e-11,4.85062932643601e-14,4.33666122321722e-14,1.7984900497400249e-09,5.2015706162493124e-15,4.303388024689702e-09,1.8675975647176607e-07,2.0101023894056616e-06,1.7242598522225571e-09,5.6766590902708255e-09,2.581543635888521e-06,8.498731764218867e-13,4.186828163755391e-09,7.84760323336364e-10,1.2044432437216715e-16,1.4803882574235354e-06,6.019708919507826e-12,0.0003847312690149868,1.5240009649655045e-09,1.921779828245743e-15,6.715863318036947e-17,7.663795666509557e-18,1.6648033853204157e-23,7.326112268733442e-10,1.7427895773726482e-10,2.3518018778396113e-12,2.490473665043476e-07,4.323356851046309e-06,3.435142352798526e-09,6.1002088596855666e-09,9.646000101934043e-15,6.40613893523971e-08,1.1761392200891579e-11
0.051598204851621504,0.514109342041866,1.86940955590283e-08,4.920492133045509e-08,9.145339261544666e-08,0.0002193522558842634,0.0,0.0,7.643490727203165e-05,4.6689020717218325e-05,0.002471602313510988,0.0003177060929930352,2.1833150262974957e-08,1.0660665794296136e-25,2.0005351901599784e-18,5.347994118226891e-12,5.800284226695884e-09,0.011982558760987532,4.0644025657990227e-13,3.598468086575104e-18,1.7535312953439324e-15,1.0674738414495393e-20,1.424426746100281e-13,5.20102154335747e-09,3.1982529753820627e-12,1.3679474391329885e-08,7.959025397809783e-19,2.2339635167078305e-11,8.376064017520487e-12,6.022118727710432e-17,3.070418418172998e-10,8.706275109243665e-17,3.91253831134917e-16,4.982460942789744e-12,3.76,0.0,0.5874000162537818,0.9824661460744715,0.005561310631451408,4.266993930124972e-06,0.09146157302463058,0.10468164452864363,3.621719473728418e-05,6.24234708950739e-14,0.01400224888332094,3.095956333431512e-05,2.4144968447678454e-06,9.355948404956869e-08,1.7664715507759703e-14,5.388627398388278e-08,9.001577227509233e-05,0.001787003271988645,3.428412224079717e-14,1.547097742020873e-05,1.9082646623205258e-07,7.264579115655894e-08,8.610682590124077e-05,0.00128238837979945,2.1269553044988067e-09,8.006350314597137e-11,1.508626477831672e-07,3.14233417581729e-08,7.49128017135459e-08,0.0002815643161543706,2.6143321974421972e-08,2.4604798003416716e-14,1.0754233175116915e-08,3.5272413223028304e-12,8.8702176855503e-06,3.696115602010305e-08,1.7080174311505475e-15,1.0973223897059237e-11,4.9329709503355166e-14,4.383740200555147e-14,1.8163845236234276e-09,5.2601427626488614e-15,4.356557369649927e-09,1.9154877944732277e-07,2.0271587704591317e-06,1.7678658041764235e-09,5.7139532567386855e-09,2.6400336006015307e-06,8.595706622046183e-13,4.290304051125678e-09,7.928914601304847e-10,1.2165041521026598e-16,1.5023090009863504e-06,6.127473474370224e-12,0.00039138942258758956,1.546390849486231e-09,1.9416727902002004e-15,6.785375694630177e-17,7.915891575198879e-18,1.7195905142620087e-23,7.395828768863423e-10,1.785247518046239e-10,2.3988754263135985e-12,2.5073732268175766e-07,4.409554978939754e-06,3.5040303970981248e-09,6.1429598010106125e-09,9.84034866055788e-15,6.447389199142335e-08,1.1935775948680142e-11
0.05190638864743496,0.5141666319309193,1.886718158104363e-08,4.9474978111536006e-08,9.270600563631769e-08,0.0002230499405128724,0.0,0.0,7.696172220770665e-05,4.744720654956286e-05,0.0025237372302822805,0.000324361399384283,2.219554836154987e-08,1.0967160572113301e-25,2.038296087917497e-18,5.403187048001629e-12,5.864564802749155e-09,0.012105098632533546,4.168804068043196e-13,3.659007325876946e-18,1.827175971175463e-15,1.0963739387918786e-20,1.4388668178513066e-13,5.3166750951782265e-09,3.25862190485053e-12,1.41271267234076e-08,8.28467312376851e-19,2.293597596061679e-11,8.587386884815549e-12,6.216384881575605e-17,3.1239813559596005e-10,8.991482410227497e-17,4.0705118591239303e-16,5.13943746856036e-12,3.76,0.0,0.5867453476691191,0.9822354926506485,0.005662267094771357,4.328828035616103e-06,0.09187950619447409,0.10525190822160559,3.620869186817884e-05,6.268700674592654e-14,0.014170952874878004,3.116415623410567e-05,2.4422491307284587e-06,9.414516080438914e-08,1.7867765052094038e-14,5.4255988161560215e-08,9.105282133057866e-05,0.0018193739154272444,3.484234009797135e-14,1.5736742221960304e-05,1.9307769570186673e-07,7.33609698021747e-08,8.681468029930394e-05,0.0012969286462895487,2.1639521914573154e-09,8.150939679767618e-11,1.533861500453702e-07,3.1807110663136625e-08,7.568135389753337e-08,0.00028653340591912855,2.6571426581226988e-08,2.5007708381654224e-14,1.0838900830569277e-08,3.555010739888523e-12,9.017924979337914e-06,3.738420850973608e-08,1.7359866645469166e-15,1.1151001545256326e-11,5.0163312233583955e-14,4.431134035690564e-14,1.834385361189657e-09,5.319172096918801e-15,4.4101795259311556e-09,1.9643790088455165e-07,2.0443328269635384e-06,1.8123615094068234e-09,5.7513208684526965e-09,2.699531922901483e-06,8.693169040269079e-13,4.395898816533139e-09,8.010768048026526e-10,1.2286373558251913e-16,1.5244303294815763e-06,6.236777890228189e-12,0.0003981177987054065,1.568950440940805e-09,1.9616922713708242e-15,6.855330108038176e-17,8.174934220139541e-18,1.7758886858587553e-23,7.46607063545527e-10,1.8285538444981803e-10,2.4466970080451885e-12,2.5243451940521757e-07,4.496934331410324e-06,3.573897304214817e-09,6.18584340344748e-09,1.0037472062929026e-14,6.488783723417966e-08,1.2111720816188935e-11
0.05221457244324841,0.5142239237138623,1.904153797895604e-08,4.9746384662946116e-08,9.397088618235777e-08,0.00022679723120947864,0.0,0.0,7.749126700468855e-05,4.821416433576127e-05,0.002576712828421972,0.00033112497117334294,2.2562314360375522e-08,1.1281685142872467e-25,2.0766559796608303e-18,5.4587465828447176e-12,5.929355948061466e-09,0.012227882990096426,4.275394955308846e-13,3.720192012102954e-18,1.903570313550927e-15,1.1259000300646354e-20,1.4533969703411573e-13,5.4342521109791254e-09,3.3198633020234944e-12,1.4587053354206764e-08,8.622001326300274e-19,2.3544902493766225e-11,8.80330893661546e-12,6.416511632445794e-17,3.178185498007137e-10,9.284791145503813e-17,4.234141566848084e-16,5.300677314376691e-12,3.76,0.0,0.5860903622867315,0.9820029506138775,0.00576460696302209,4.391315638411758e-06,0.09229598317624033,0.10582151431905235,3.6200119378786884e-05,6.294923549845079e-14,0.014340718065286777,3.136917063505421e-05,2.4701567534774486e-06,9.473150717113876e-08,1.8071951160167587e-14,5.462671328274661e-08,9.209731553148761e-05,0.001852166778348762,3.540734485923609e-14,1.6005822920775583e-05,1.95346460202624e-07,7.408196873685394e-08,8.752463165800258e-05,0.0013115414277134947,2.2014272556964023e-09,8.297567273728071e-11,1.559412648917895e-07,3.219406039046963e-08,7.645497970339098e-08,0.0002915593691148981,2.7004652971055995e-08,2.5415439115896773e-14,1.0923748935012423e-08,3.5828393384887613e-12,9.167364062256718e-06,3.781028226623597e-08,1.7642905170442339e-15,1.1330887931882484e-11,5.100718476736427e-14,4.478843204901781e-14,1.8524928307411913e-09,5.378660675384061e-15,4.464256434145502e-09,2.0142874908999792e-07,2.061625514015345e-06,1.8577607578465801e-09,5.788760871264701e-09,2.7600509108732766e-06,8.791117525198602e-13,4.503646861273315e-09,8.093165788511574e-10,1.2408430258609594e-16,1.546753262989436e-06,6.347638073180252e-12,0.0004049166113457797,1.591679599442858e-09,1.9818385795223488e-15,6.925727633440796e-17,8.441079625058882e-18,1.8337318922384943e-23,7.536840633325825e-10,1.872721684307406e-10,2.4952757872360044e-12,2.541390264208677e-07,4.585503734457422e-06,3.6447513094868416e-09,6.228859121623528e-09,1.023739379252884e-14,6.530323797504842e-08,1.2289230163143679e-11
0.052522756239061864,0.5142812179929063,1.9217169422301716e-08,5.0019142683551325e-08,9.524808661546355e-08,0.00023059466062631102,0.0,0.0,7.802353698806809e-05,4.89899344406326e-05,0.0026305387180440214,0.0003379981114596789,2.2933476123968288e-08,1.1604431087448167e-25,2.1156226734106374e-18,5.514674179297311e-12,5.994659483514404e-09,0.012350903513148668,4.384211080375037e-13,3.782025442376266e-18,1.9828048670724087e-15,1.1560623082023733e-20,1.4680174543733986e-13,5.553773604103907e-09,3.3819849747577804e-12,1.5059528534466946e-08,8.97136869081186e-19,2.416660837451902e-11,9.023914374312376e-12,6.622660945506745e-17,3.2330339642851144e-10,9.586396727674931e-17,4.403604873862339e-16,5.466277734320468e-12,3.76,0.0,0.5854350531800588,0.9817685100978999,0.005868343896410804,4.454461412864381e-06,0.09271100472105658,0.10639046259581285,3.6191476905402985e-05,6.321015645626018e-14,0.014511546546981223,3.1574600993946795e-05,2.498219950583648e-06,9.531850064003175e-08,1.8277275569642708e-14,5.499844255134497e-08,9.314926460082648e-05,0.0018853853967290787,3.597919637892654e-14,1.627824858479745e-05,1.976328100619312e-07,7.480882558645614e-08,8.823666486333533e-05,0.001326226495884506,2.239384156246927e-09,8.446253655027384e-11,1.585282278775458e-07,3.258420265948598e-08,7.723370016905314e-08,0.0002966424974721487,2.7443033457242394e-08,2.582802061764031e-14,1.1008774722220704e-08,3.6107262107896362e-12,9.318548904996864e-06,3.823938062957216e-08,1.7929310997378847e-15,1.1512896278809058e-11,5.186141046463191e-14,4.526868144617772e-14,1.8707071898001115e-09,5.438610513557236e-15,4.518790001639506e-09,2.0652296933700929e-07,2.0790377851495103e-06,1.9040774625938223e-09,5.826272183761911e-09,2.82160294319005e-06,8.889550547343214e-13,4.6135829509551085e-09,8.176110000100965e-10,1.253121325429066e-16,1.5692788225003682e-06,6.460069978887503e-12,0.0004117860701476424,1.6145781813473217e-09,2.0021120085388728e-15,6.996569297523953e-17,8.714486490482634e-18,1.8931547103957694e-23,7.608141486105495e-10,1.9177642847010172e-10,2.544620994849084e-12,2.558509129145639e-07,4.6752720066101376e-06,3.7166006595995377e-09,6.272006384707833e-09,1.0440137366764521e-14,6.572010690101486e-08,1.2468307246671272e-11
0.05283094003487532,0.5143385153725349,1.9394080451431484e-08,5.029325365162689e-08,9.653765810423895e-08,0.00023444276425974573,0.0,0.0,7.85585269760531e-05,4.9774556137203314e-05,0.0026852245590968733,0.00034498213212062555,2.3309061164324273e-08,1.1935585568616827e-25,2.1552040381113998e-18,5.570971267488545e-12,6.060477196214222e-09,0.012474151835387132,4.495288696337582e-13,3.844510929882157e-18,2.064972761731587e-15,1.1868710712441938e-20,1.4827285118430371e-13,5.675260648108455e-09,3.4449947003017886e-12,1.554483118694017e-08,9.333142866153158e-19,2.480128886084288e-11,9.24928858061905e-12,6.834998699746848e-17,3.2885298002793585e-10,9.896498333515306e-17,4.579083953098963e-16,5.6363377027987245e-12,3.76,0.0,0.5847794134265653,0.9815321611901665,0.0059734916102471124,4.518270038711239e-06,0.09312457157069189,0.10695875282386921,3.6182764082615396e-05,6.346976891207114e-14,0.014683440432435704,3.1780441627534324e-05,2.5264389685998776e-06,9.590611825773167e-08,1.8483740083913614e-14,5.5371168929684206e-08,9.420867728682283e-05,0.001919033309564711,3.6557954758428084e-14,1.655404840230732e-05,1.9993679384234419e-07,7.55415777062641e-08,8.895076441782791e-05,0.001340983617254278,2.277826532634306e-09,8.59701944565066e-11,1.6114727316445988e-07,3.2977548912097857e-08,7.801753599803381e-08,0.00030178308056257394,2.7886599972695845e-08,2.6245482940338864e-14,1.1093975373601489e-08,3.6386704323020125e-12,9.471493515260704e-06,3.8671506526161156e-08,1.8219104988683482e-15,1.1697039650307137e-11,5.2726072717606274e-14,4.5752092504222646e-14,1.8890286848060632e-09,5.499023584690822e-15,4.573782101362596e-09,2.1172222377710356e-07,2.096570591996356e-06,1.9513256584035338e-09,5.863853696813875e-09,2.884200467807861e-06,8.988466541273416e-13,4.725742214012577e-09,8.259602821224943e-10,1.2654724097895768e-16,1.5920080297451889e-06,6.574089608346079e-12,0.0004187263803504324,1.6376460394126856e-09,2.022512838042945e-15,7.067856077147425e-17,8.995316220488942e-18,1.954192308174749e-23,7.679975874456373e-10,1.963695011349082e-10,2.5947419283280338e-12,2.57570246344715e-07,4.766247958052923e-06,3.7894536119468305e-09,6.315284595847934e-09,1.0645726335166556e-14,6.613845619330384e-08,1.264895522003501e-11
