Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368)
3.640639545855356e-05,0.5041880102534977,3.301354282517108e-12,4.359585016461421e-12,6.311578072019069e-13,1.9593252641253928e-11,0.0,0.0,2.2441128624331802e-08,1.2295642710276355e-11,2.7416880656207034e-13,3.144466831547285e-13,1.7607960957209069e-15,3.796742514936328e-34,1.5162666137180985e-24,6.271977272471783e-17,3.293218657312643e-10,6.573100043541088e-09,1.4658831353795715e-24,1.6064960912862587e-27,4.880743663603003e-27,1.8414324151701295e-28,5.72399980698288e-17,2.1059893353753222e-19,1.552884337408238e-15,1.2257304845732699e-24,9.605281478304642e-30,4.018859133933317e-19,3.821815394367065e-17,5.2261056463010365e-20,3.539322262408971e-18,2.4179116550873727e-27,5.137642836045123e-27,2.4767946817670764e-23,3.76,0.0,0.6971669220671768,0.9999631085244483,4.013790776026916e-11,2.7758030566154654e-10,8.031552485017064e-05,8.032209212253515e-05,3.686223239568745e-05,5.688976376715657e-17,6.564097395941534e-09,2.14113080948929e-08,1.3444034009314193e-12,6.709927113124769e-11,8.434883246146175e-21,3.6249659251045995e-11,4.999807349111059e-13,6.2907282161467e-13,2.1388448500298233e-18,3.4830196310093305e-13,1.6294159441572302e-13,3.4576092020191826e-11,1.6058313100410055e-11,6.555110549609027e-10,5.482059997438853e-16,1.844489374135467e-17,2.6928479902069025e-14,7.36585772894158e-15,4.8128805963735616e-15,3.817926186954157e-11,4.745729277839558e-15,4.482852862022756e-21,1.3674848484516122e-15,4.712719819400126e-19,4.4216384408324174e-16,3.2227593160131806e-14,3.1210725924874188e-22,5.573760640794366e-18,2.2533007706920016e-24,8.032540171668015e-21,1.2041124112326221e-16,2.598968783211763e-22,1.0033239973906424e-15,1.909629779115637e-16,1.2426246609118085e-11,1.8261917799286368e-18,3.971711721259915e-12,1.2360171597905366e-18,4.3171040144809775e-19,2.3192533926661225e-17,3.541978822382194e-17,5.639753186536925e-24,3.5256110754732875e-17,4.799848327362737e-16,4.9245022597572007e-17,2.136229927764495e-19,2.221650192365085e-20,7.765117018955009e-22,7.268684813801093e-34,1.6033206406063446e-39,3.649445359163715e-13,9.97820550026089e-19,3.003997181940691e-22,4.5812342607607204e-10,3.3612664182588883e-19,4.077191234038831e-24,3.6067363365481368e-12,8.369171335160516e-30,1.2016247885068707e-10,1.289061103185193e-21
3.8507592476382505e-05,0.5041884385189346,3.4983953584134695e-12,4.694965204969427e-12,6.699783798701016e-13,2.199159323731662e-11,0.0,0.0,2.3775408316838703e-08,1.3759120396563789e-11,3.2587117727771626e-13,3.3810991358638386e-13,1.9750084285216333e-15,3.894920481694394e-34,1.5525682650458751e-24,6.277613799540051e-17,3.375923968454089e-10,7.35345939261707e-09,1.7446574885878036e-24,1.9011795074503116e-27,5.9462990801550016e-27,2.0973009737714835e-28,5.724120148842521e-17,2.379098533074282e-19,1.5931947172847683e-15,1.599289765230909e-24,1.0955094772449275e-29,4.576481586190103e-19,4.3156289877089226e-17,5.522267078997311e-20,3.639610355604651e-18,2.8159312929277298e-27,5.978208840839967e-27,3.0301741862586163e-23,3.76,0.0,0.697162285219112,0.9999631063945561,4.522883946051326e-11,3.0398681554489166e-10,8.495025630249063e-05,8.495760345875553e-05,3.686223231523624e-05,6.01726569839817e-17,7.343625946518579e-09,2.262309802241369e-08,1.5040587951210927e-12,7.089992591516576e-11,9.515388044047613e-21,3.831401978812229e-11,5.810838198689806e-13,7.433184207149299e-13,2.2623339384932458e-18,3.8984411086564235e-13,1.7539292179426857e-13,3.6644617149764874e-11,1.795984919297125e-11,7.347296216232964e-10,5.928944942412271e-16,2.000880045285494e-17,2.960690598409085e-14,8.249178555063164e-15,5.547294834509801e-15,4.2576359244874925e-11,5.223741996702172e-15,4.933357698487064e-21,1.5624369633289088e-15,5.368556696688328e-19,5.35428562222558e-16,3.4703832995371265e-14,3.434152187634001e-22,5.772421498041839e-18,2.7262842396005333e-24,9.026578774925837e-21,1.3883723198955193e-16,2.996701162446676e-22,1.1241752094302737e-15,2.245084615748942e-16,1.4083956648500828e-11,2.1471911566056204e-18,4.198381177397386e-12,1.542208294873775e-18,4.843608833353289e-19,2.728481275325951e-17,4.151714261524703e-17,6.6106144454567604e-24,4.414409408371278e-17,5.072734689007593e-16,6.1636227148863e-17,2.614627511948913e-19,2.2236148319176915e-20,7.771991377496448e-22,9.46375695401408e-34,2.0887103050192786e-39,3.8679485262212794e-13,1.1741396430529427e-18,3.55108138937049e-22,4.827214793241581e-10,4.2080100761247914e-19,5.394627531753595e-24,3.8429921116116456e-12,1.1075040688006943e-29,1.267422404187258e-10,1.5251767926854259e-21
4.060878949421145e-05,0.5041888667815599,3.695513216849659e-12,5.031560114045194e-12,7.087145933049845e-13,2.4529006282665154e-11,0.0,0.0,2.5113895153029276e-08,1.5305228106860957e-11,3.838195783640928e-13,3.62596556137307e-13,2.201579916347619e-15,3.986329711184303e-34,1.5860418908403217e-24,6.283625200857217e-17,3.452129897206896e-10,8.177557128143527e-09,2.056443548603487e-24,2.2298608098531184e-27,7.154138008613826e-27,2.3669937950312887e-28,5.724250615398781e-17,2.6695045132666166e-19,1.630476772220804e-15,2.058543328787094e-24,1.2380280757402101e-29,5.164096021144654e-19,4.8332331270906035e-17,5.802477136217633e-20,3.73418100020244e-18,3.250799012654724e-27,6.887695579289323e-27,3.663590883693406e-23,3.76,0.0,0.6971576484003599,0.9999631042164915,5.062318583307263e-11,3.3102194811697427e-10,8.958491319620208e-05,8.959308397729923e-05,3.686223223300927e-05,6.345549179435504e-17,8.166877871215961e-09,2.3831833393420593e-08,1.6726690025825655e-12,7.469099602281655e-11,1.0661414835007638e-20,4.037318597743318e-11,6.704194334052179e-13,8.704661437288644e-13,2.3858259119081046e-18,4.337464467405321e-13,1.8818084501824072e-13,3.8708018438122474e-11,1.9965927485434197e-11,8.184090950154045e-10,6.388532840205171e-16,2.1618566125518966e-17,3.238332190613391e-14,9.183817110048727e-15,6.3356084511968265e-15,4.7201478205219907e-11,5.719440903873617e-15,5.400497167271489e-21,1.7709690990178556e-15,6.0689246612628e-19,6.41159900339833e-16,3.724773371774675e-14,3.75877323155504e-22,5.978505130875069e-18,3.2615834640553508e-24,1.0080340257623073e-20,1.5861942278599056e-16,3.4237136393312677e-22,1.252075169832635e-15,2.615183927339907e-16,1.5845441323873008e-11,2.5013627832977296e-18,4.424480240258605e-12,1.9006889547877178e-18,5.400026179237398e-19,3.180356479814064e-17,4.8155912955273266e-17,7.667683125390188e-24,5.450497631368033e-17,5.344934563637575e-16,7.622539587344036e-17,3.1645980641740025e-19,2.2257122882380225e-20,7.779329952922651e-22,1.2158664124167885e-33,2.6845694460343827e-39,4.085910203910341e-13,1.3688602428868927e-18,4.1613905836631024e-22,5.071391658751517e-10,5.205124403262818e-19,7.031659338135692e-24,4.0787112675729186e-12,1.4437904260858833e-29,1.3327374356351748e-10,1.7883337687201453e-21
4.481118352986933e-05,0.5041897232983767,4.0899711100422715e-12,5.707570536251377e-12,7.859698676466193e-13,3.0021290547643854e-11,0.0,0.0,2.7803443185164122e-08,1.8645544513563725e-11,5.198976141030685e-13,4.1415956226624405e-13,2.6917984251442278e-15,4.150883327156256e-34,1.6453767254783672e-24,6.29677101728463e-17,3.5870456208504455e-10,9.956957783551605e-09,2.786340152359745e-24,2.9966055834620708e-27,1.0025223791840969e-26,2.9446821790660708e-28,5.724541876380887e-17,3.302003956495388e-19,1.696883090716115e-15,3.291088870689076e-24,1.5441860846602678e-29,6.422774369540682e-19,5.93434014225584e-17,6.31580360952767e-20,3.90849869657387e-18,4.234726106601297e-27,8.912593177933477e-27,5.193148881280194e-23,3.76,0.0,0.6971483748509923,0.9999630997158964,6.231966039282119e-11,3.8678437426603637e-10,9.885400331208399e-05,9.886395256278716e-05,3.686223206322989e-05,7.002098619770362e-17,9.944549579009029e-09,2.6239981924393587e-08,2.036753323480295e-12,8.224388433381109e-11,1.3150030436077056e-20,4.44756623138994e-11,8.75379648276318e-13,1.1660818445255427e-12,2.6328185398623292e-18,5.286443903153884e-13,2.147723888479997e-13,4.2819151281818e-11,2.429045761443747e-11,9.991055624966444e-10,7.345299251852521e-16,2.4973677951948365e-17,3.822409342457739e-14,1.1207846852433894e-14,8.07362003985661e-15,5.712901397078011e-11,6.762785170290783e-15,6.383637968390924e-21,2.2287202782927184e-15,7.603044642373762e-19,8.931670796344324e-16,4.2539706105904075e-14,4.441918892156437e-22,6.412492527669708e-18,4.534467784902377e-24,1.2367826308916571e-20,2.022444619154396e-16,4.365411137875717e-22,1.529131753565949e-15,3.4641075299584937e-16,1.9678140386961265e-11,3.313814208590709e-18,4.8749371048225665e-12,2.795805401430519e-18,6.602296105610738e-19,4.2181663277751265e-17,6.306933409710148e-17,1.0042294178468339e-23,8.01486147264451e-17,5.887238909157794e-16,1.1298674957754064e-16,4.503075107830876e-19,2.2303051865843765e-20,7.795398104647744e-22,1.937843515059833e-33,4.280430389065357e-39,4.5201775538945286e-13,1.816150247297e-18,5.585979249926374e-22,5.554387198310963e-10,7.718223828842091e-19,1.1488740252619694e-23,4.5484632385726255e-12,2.3596285801865568e-29,1.461933876595994e-10,2.4014807483639014e-21
4.8593338161961426e-05,0.5041904941538967,4.445226002762967e-12,6.318399816408226e-12,8.553030626139144e-13,3.544056802275278e-11,0.0,0.0,3.02383057414376e-08,2.193494704399136e-11,6.673439705283449e-13,4.636787509839399e-13,3.175262804441686e-15,4.280650080453718e-34,1.6911602874214453e-24,6.309880837869908e-17,3.6909596318865423e-10,1.1707979627929065e-08,3.574472884214048e-24,3.821540191600946e-27,1.316455158342887e-26,3.504464721186642e-28,5.724838537470029e-17,3.929833981770792e-19,1.7484778283528464e-15,4.847755611959736e-24,1.8418175457565628e-29,7.642061498388408e-19,6.993291293216071e-17,6.72618495516337e-20,4.051360685997876e-18,5.255127766497072e-27,1.0967791111749954e-26,6.899882764361236e-23,3.76,0.0,0.6971400287572814,0.9999630955007425,7.387859529559186e-11,4.386639771132767e-10,0.0001071959294366268,0.00010720762889685653,3.6862231904360136e-05,7.592973141552281e-17,1.1693982370454051e-08,2.8396502147104867e-08,2.395053334824583e-12,8.900755210238995e-11,1.5613862913621014e-20,4.8149494235426383e-11,1.091997420333569e-12,1.4827713952594509e-12,2.8551218374524475e-18,6.22156259686919e-13,2.398707081511245e-13,4.6500921656519186e-11,2.8536910427832653e-11,1.1768742399265982e-09,8.248620504461788e-16,2.81454454995936e-17,4.380202176076414e-14,1.3206976825160494e-14,9.82146868241355e-15,6.682675701015593e-11,7.759720931355555e-15,7.322955458841536e-21,2.6869621956420493e-15,9.13539180545423e-19,1.1704755337774138e-15,4.753685172732024e-14,5.094561777073241e-22,6.8274349572317e-18,5.931650870135119e-24,1.4632820765546728e-20,2.4612752998200157e-16,5.312704633541806e-22,1.8028653453485035e-15,4.358194726480716e-16,2.3478439008900867e-11,4.169558072913929e-18,5.278327881340625e-12,3.835046994836033e-18,7.78587424626303e-19,5.312860937582085e-17,7.836715807233515e-17,1.2478109214345726e-23,1.0953118469814221e-16,6.372881538302611e-16,1.5616876501763277e-16,6.01317903775944e-19,2.2348919158076202e-20,7.811443144888934e-22,2.8480738513911056e-33,6.291409565118983e-39,4.90908948454324e-13,2.2880468704417403e-18,7.12031977395299e-22,5.983046318547387e-10,1.0671018359662835e-18,1.7202836129872823e-23,4.969233902755006e-12,3.534139041956273e-29,1.5765954729373037e-10,3.0600654619639038e-21
5.237549279405352e-05,0.5041912650003078,4.800701772374099e-12,6.930945991788101e-12,9.245067151134577e-13,4.131134346213984e-11,0.0,0.0,3.268661308591713e-08,2.5492871306496574e-11,8.406229565242161e-13,5.163201743568725e-13,3.69877744740664e-15,4.3954647208155995e-34,1.73075168341982e-24,6.324200921886456e-17,3.780638403278313e-10,1.3600678200356482e-08,4.498060129585921e-24,4.7854617964330354e-27,1.6866078700851356e-26,4.097833574371097e-28,5.725167877256726e-17,4.612735059313969e-19,1.7934236433296206e-15,6.942407680763001e-24,2.1582777028022708e-29,8.934187313279286e-19,8.109175254301429e-17,7.090834027322196e-20,4.183767600145361e-18,6.408195027036574e-27,1.3240667140345767e-26,8.952782080881338e-23,3.76,0.0,0.6971316827592254,0.9999630911297145,8.64130020654559e-11,4.919201759088813e-10,0.00011553761400775164,0.00011555120538720356,3.6862231739744473e-05,8.183828740392206e-17,1.3585070069143799e-08,3.054260671620535e-08,2.7823648656599615e-12,9.573853598124322e-11,1.8289974748032676e-20,5.180560237986297e-11,1.3414992922401053e-12,1.85127588236885e-12,3.077434584462691e-18,7.233645665758535e-13,2.6608241050175524e-13,5.016508913319751e-11,3.3117159958638526e-11,1.3689170664721998e-09,9.191355721191573e-16,3.145909360118607e-17,4.96778050413376e-14,1.537545762130753e-14,1.17430228923172e-14,7.723730473324652e-11,8.810342618499298e-15,8.312779183480978e-21,3.1888641791829325e-15,1.081081183861956e-18,1.5003364659271144e-15,5.275780549041746e-14,5.782253780101666e-22,7.264969299473336e-18,7.590378793691971e-24,1.7094450379504045e-20,2.943811396815635e-16,6.354371719741273e-22,2.0998627963919167e-15,5.381718893577364e-16,2.7608635195537315e-11,5.149250853016782e-18,5.67977205200953e-12,5.131051438885259e-18,9.065169949143612e-19,6.567797486408575e-17,9.544964166739944e-17,1.519808501412304e-23,1.4565407874864246e-16,6.856182147930553e-16,2.106449208348559e-16,7.850877391805387e-19,2.239907549196536e-20,7.828987251197954e-22,4.0712378393345224e-33,8.992248857075366e-39,5.296141027430257e-13,2.8291018421729007e-18,8.915515923517098e-22,6.406064349832749e-10,1.4396909803108423e-18,2.4985078010920588e-23,5.388038792494307e-12,5.134244621114203e-29,1.6897477610737172e-10,3.82830416305942e-21
5.615764742614562e-05,0.50419203583761,5.1563913359931665e-12,7.544872417810104e-12,9.936333734754623e-13,4.7633934327292567e-11,0.0,0.0,3.5148293279748885e-08,2.931960312984296e-11,1.0418219294418939e-12,5.722480479399228e-13,4.2623588970797485e-15,4.497335785937557e-34,1.765000144895064e-24,6.33973194601549e-17,3.858032385460971e-10,1.5635042123054512e-08,5.5679548935132424e-24,5.8991672094710444e-27,2.1160619896401728e-26,4.720631364899744e-28,5.725529912167728e-17,5.3502819542134e-19,1.8326266119649533e-15,9.702891924821353e-24,2.4916838988519422e-29,1.0291034902392744e-18,9.275402705108961e-17,7.413344306289828e-20,4.308122534898694e-18,7.698418060136147e-27,1.5728032321395002e-26,1.138354141754139e-22,3.76,0.0,0.697123336857021,0.9999630866028896,9.992142259789467e-11,5.463642547856382e-10,0.00012387905703150015,0.00012389468203590013,3.6862231569385595e-05,8.774665416561437e-17,1.5617809350756234e-08,3.2678162944870284e-08,3.1986871377152515e-12,1.024364192462081e-10,2.1178358327904827e-20,5.544375800957277e-11,1.6262308569364362e-12,2.2752403214890675e-12,3.2997568192359993e-18,8.32287861071324e-13,2.9341593379243614e-13,5.381142670604057e-11,3.8029336571367785e-11,1.5751647253234252e-09,1.017301485538233e-15,3.4912752073094455e-17,5.5846315306942336e-14,1.7714429607674826e-14,1.38381675544437e-14,8.835114470261935e-11,9.913707287829614e-15,9.35222513722479e-21,3.7342317325099515e-15,1.2628651508342582e-18,1.88726789492881e-15,5.820426389386281e-14,6.504383166407407e-22,7.724716268886008e-18,9.53312912670688e-24,1.9753953363267466e-20,3.4700226378951464e-16,7.490352409285693e-22,2.420281450409116e-15,6.540152951559847e-16,3.20662727166695e-11,6.2581367684788256e-18,6.0792444006837286e-12,6.719644673519134e-18,1.043971908686665e-18,7.990081650441811e-17,1.1432150575089e-16,1.8202971983291552e-23,1.8926108086255407e-16,7.337110968146602e-16,2.78215023589329e-16,1.0054119148413045e-18,2.2453523476508192e-20,7.848031330843391e-22,5.681445335028291e-33,1.254559463237557e-38,5.681308211762073e-13,3.4423866114172636e-18,1.0992881527061082e-21,6.823515533012987e-10,1.901924691826195e-18,3.534801715834003e-23,5.804837750409006e-12,7.265626869376938e-29,1.801410603388776e-10,4.714347893528335e-21
5.9939802058237713e-05,0.5041928066658034,5.512288247421366e-12,8.159984294167617e-12,1.0627321424091246e-12,5.440864961345134e-11,0.0,0.0,3.7623273601094856e-08,3.341542031408685e-11,1.273022353960471e-12,6.316240350879241e-13,4.866025297982157e-15,4.588002723144164e-34,1.7946384961723024e-24,6.35647456257709e-17,3.924824439083712e-10,1.781106089584486e-08,6.795093134716641e-24,7.173485398872063e-27,2.6075431293918265e-26,5.369965367380917e-28,5.72592465849752e-17,6.142062620206716e-19,1.8668694077533928e-15,1.3275539060503774e-23,2.840305321532482e-29,1.1705166459341511e-18,1.0485974050135256e-16,7.697506117760323e-20,4.426554641916922e-18,9.130154273638442e-27,1.8426547185178524e-26,1.422334558961043e-22,3.76,0.0,0.6971149910508367,0.9999630819203448,1.1440310092543644e-10,6.01833389359715e-10,0.00013222025851383762,0.00013223805884501208,3.686223139328644e-05,9.365483170326076e-17,1.7792196883740984e-08,3.48030655170775e-08,3.6440193727435516e-12,1.091008711171752e-10,2.4279007079774255e-20,5.906377918071492e-11,1.9485465721902987e-12,2.758249258475866e-12,3.522088580127363e-18,9.489447001027617e-13,3.2187964893256213e-13,5.743972671752623e-11,4.3271565274269576e-11,1.7955470901544774e-09,1.119317201220657e-15,3.850480066049949e-17,6.230328393413973e-14,2.0225022024313545e-14,1.6106902368956348e-14,1.0015888997534779e-10,1.1069031065145713e-14,1.0440558262490815e-20,4.322850845079792e-15,1.4588199576388036e-18,2.3357684880730636e-15,6.387791012304002e-14,7.260441172671829e-22,8.206360443292099e-18,1.1782414477715714e-23,2.2612557584003058e-20,4.039908255039042e-16,8.72065039288939e-22,2.764277469862607e-15,7.838491273229326e-16,3.6848868951869986e-11,7.501001445477857e-18,6.476724862846291e-12,8.638142330732167e-18,1.1909052031055319e-18,9.586238618346084e-17,1.3498604166607418e-16,2.149329289239215e-23,2.4109770747277555e-16,7.815644136551403e-16,3.6080703623523975e-16,1.26618456052824e-18,2.251226466738821e-20,7.868575947393973e-22,7.763503119292677e-33,1.7137417645866136e-38,6.064569068760415e-13,4.130721713714211e-18,1.3373893328031685e-21,7.235473124260324e-10,2.4670180800742658e-18,4.8881113414074e-23,6.2196045884219216e-12,1.0049888244497879e-28,1.9116036067438372e-10,5.726285268686526e-21
6.37219566903298e-05,0.5041935774848881,5.868386807212009e-12,8.776171079778068e-12,1.1318474677036947e-12,6.16357910484781e-11,0.0,0.0,4.011148070183568e-08,3.778059258714934e-11,1.5362998885919058e-12,6.946076775035047e-13,5.509799032714083e-15,4.668972150017558e-34,1.8202992325734804e-24,6.374430177551122e-17,3.982466695431795e-10,2.0128724776953315e-08,8.190513632531555e-24,8.619255473342572e-27,3.163454992138901e-26,6.042657096817116e-28,5.726352153178188e-17,6.987698727830123e-19,1.8968281433212157e-15,1.7826315906608114e-23,3.202570129408035e-29,1.3169845942989842e-18,1.173547986905871e-16,7.947085492070925e-20,4.540956986561345e-18,1.0707662638876511e-26,2.1332892936122266e-26,1.7502876524809941e-22,3.76,0.0,0.69710664534082,0.9999630770821569,1.2985793739732734e-10,6.581870801547792e-10,0.00014056121846065238,0.00014058133581659936,3.686223121144992e-05,9.956282001947214e-17,2.010822932986199e-08,3.691723276906058e-08,4.118360792521889e-12,1.1573163508219932e-10,2.7591916255701704e-20,6.266552449947288e-11,2.3108095741214793e-12,3.303826959960064e-12,3.744429905502437e-18,1.0733536467767352e-12,3.5148185991638855e-13,6.104981227539516e-11,4.8841970035054056e-11,2.0299933871403675e-09,1.22514527335027e-15,4.2233823036522285e-17,6.904511508703349e-14,2.2908354117943348e-14,1.854935059667907e-14,1.1265127744348483e-10,1.2275654443737076e-14,1.1577159983033711e-20,4.954495938645826e-15,1.6688710508529647e-18,2.850319927806388e-15,6.978041378874534e-14,8.049999578056354e-22,8.709636812762628e-18,1.4360825638566112e-23,2.5671508061580495e-20,4.653498712964011e-16,1.0045336767852191e-21,3.1320057236167093e-15,9.281284510756641e-16,4.1953928761961e-11,8.882205292070161e-18,6.872197839505695e-12,1.0925226838220341e-17,1.3472694734201155e-18,1.1362251915810163e-16,1.5744605876645016e-16,2.5069493757062025e-23,3.0191077469254197e-16,8.291763033924387e-16,4.604760571971935e-16,1.5713906037236596e-18,2.257530300692568e-20,7.890622505590601e-22,1.0413581898745934e-32,2.297844605742142e-38,6.445904864339725e-13,4.8966935526508406e-18,1.608019483989925e-21,7.642009416909333e-10,3.149059659408084e-18,6.625568847332311e-23,6.632317267965314e-12,1.3625591019441556e-28,2.0203461170429273e-10,6.872142558595297e-21
6.75041113224219e-05,0.5041943482948643,6.224682490178734e-12,9.393369423249382e-12,1.201018888281894e-12,6.931565390363189e-11,0.0,0.0,4.261284073170514e-08,4.24153815804596e-11,1.8337244267192934e-12,7.613567314942016e-13,6.193708208427184e-15,4.741548536887716e-34,1.8425280417318784e-24,6.393601332302137e-17,4.0322123243397536e-10,2.258802468017227e-08,9.765383380177597e-24,1.024723785848288e-26,3.7859312764320967e-26,6.735573250980201e-28,5.726812464009319e-17,7.886859973752153e-19,1.9230869485568145e-15,2.3541956089545064e-23,3.5770643340961104e-29,1.467902653453275e-18,1.301908031642874e-16,8.165705634278181e-20,4.653019315685416e-18,1.2435167864527124e-26,2.4443908914786978e-26,2.125234156579128e-22,3.76,0.0,0.6970982997270969,0.9999630720884032,1.4628642938640217e-10,7.15304078776481e-10,0.00014890193687775582,0.0001489245129527153,3.686223102387873e-05,1.0547061911680322e-16,2.2565903344630152e-08,3.902060344741968e-08,4.6217106188508925e-12,1.2232851871785214e-10,3.111708100380476e-20,6.62488877572567e-11,2.715391490551947e-12,3.915437731678657e-12,3.9667808337373664e-18,1.2055332702951618e-12,3.822308075285438e-13,6.464156198698838e-11,5.473867733622624e-11,2.278432323747995e-09,1.33475255798893e-15,4.609857037106779e-17,7.606873874027276e-14,2.5765539564381282e-14,2.1165720152135565e-14,1.258191661991266e-10,1.3533014924188135e-14,1.2761502609809818e-20,5.628935008926684e-15,1.892941984657654e-18,3.4353882590453023e-15,7.591343163272294e-14,8.87269302443147e-22,9.234320042725637e-18,1.7291036657692036e-23,2.8932080119073995e-20,5.310845370951775e-16,1.1464527729607952e-21,3.523619792904734e-15,1.0872671978096387e-15,4.7378950101295546e-11,1.040571453085169e-17,7.265651606763459e-12,1.3620832870467697e-17,1.5130169574262764e-18,1.3323599787778283e-16,1.817043012581196e-16,2.893201020940748e-23,3.7244820387848606e-16,8.765453852070568e-16,5.794033075823859e-16,1.9250981426178773e-18,2.2642647449185732e-20,7.914174136877195e-22,1.373987091772636e-32,3.0305605049137557e-38,6.825302757963852e-13,5.742670125739297e-18,1.9133600200189587e-21,8.043195755999863e-10,3.963004574227805e-18,8.822979798215816e-23,7.042955701364957e-12,1.8149281066373718e-28,2.1276572208478033e-10,8.15988403640164e-21
7.1286265954514e-05,0.5041951190957318,6.581171763703729e-12,1.0011543072009207e-11,1.2702814462076816e-12,7.744852810826095e-11,0.0,0.0,4.512727947143845e-08,4.7320040818769396e-11,2.1673601731548164e-12,8.320274289175825e-13,6.9177802765605555e-15,4.806861916533566e-34,1.861796000540871e-24,6.413990035614317e-17,4.075142936378897e-10,2.5188952086184775e-08,1.1530984284263958e-23,1.2068252934493936e-26,4.4768658130185347e-26,7.4470238403206985e-28,5.72730564472323e-17,8.839273805961586e-19,1.9461505858903993e-15,3.063107242322559e-23,3.9625258668443995e-29,1.6227319241757693e-18,1.4332473193180766e-16,8.35678265470253e-20,4.764256308460077e-18,1.4316892908916063e-26,2.775666076187352e-26,2.55015079858955e-22,3.76,0.0,0.6970899542097772,0.9999630669391594,1.6368960371160556e-10,7.730797365135147e-10,0.00015724241377088237,0.00015726759025540686,3.6862230830575696e-05,1.113782289977557e-16,2.516521557766366e-08,4.111313389383036e-08,5.154068073554436e-12,1.2889138484930245e-10,3.485449535078063e-20,6.9813793030871e-11,3.16467225516789e-12,4.596486338664929e-12,4.189141403218618e-18,1.345502145857433e-12,4.141346661514746e-13,6.82148964837926e-11,6.095981940713522e-11,2.540792225974211e-09,1.448109224018332e-15,5.00979268264093e-17,8.337150296637687e-14,2.879768171371022e-14,2.395627869911584e-14,1.396535359237547e-10,1.4840627244956672e-14,1.3993130802381752e-20,6.345932431571512e-15,2.130955265072152e-18,4.095425384232143e-15,8.227860730360066e-14,9.728206184490631e-22,9.780215530649897e-18,2.0595810726133136e-23,3.239552065586691e-20,6.012015255032902e-16,1.2978373290967169e-21,3.939272141926621e-15,1.2616411772130204e-15,5.312142451842775e-11,1.2075130064491366e-17,7.657077775620544e-12,1.6766040470260728e-17,1.6880996294200642e-18,1.5475289295815266e-16,2.0776369119716224e-16,3.308130619970627e-23,4.534590285546289e-16,9.236706869208514e-16,7.198951273869818e-16,2.3314514827997547e-18,2.271430635542146e-20,7.93923373343201e-22,1.7863221499853242e-32,3.938339536722628e-38,7.202754368118924e-13,6.6708157625752575e-18,2.2556079936959615e-21,8.439102541925394e-10,4.924667883830902e-18,1.1565302516968177e-22,7.451504315822539e-12,2.379649700711491e-28,2.2335557576475115e-10,9.597413064592744e-21
