Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464)
4.3050194169438325e-20,0.9011114980053269,6.327782118985914e-22,1.135855938590706e-22,6.106227460385478e-35,9.047091792434687e-35,0.0,0.0,8.376068343339585e-19,1.4693613405707902e-34,1.2671615279875785e-46,2.5538324446484616e-65,2.947033162052793e-47,1.442028565619869e-95,4.6632047971673576e-70,3.985841576945983e-64,1.021318761944695e-70,1.7363739015125407e-31,1.7626661332849184e-107,8.658141920149086e-61,3.214007541003688e-95,2.513407924722925e-112,2.192121584029929e-52,9.896420256779258e-82,1.1211082973613623e-50,2.0154202502814783e-102,4.80869954929773e-101,5.046889394547722e-110,6.103779357237194e-154,1.2975640242000784e-122,8.716937230161106e-50,2.743325263466031e-131,1.6219113265878375e-110,3.4564580083794915e-132,3.76,0.0,0.7373267987472515,0.9999999999996761,3.3085534336619086e-47,1.3282617442432882e-101,2.3755322448500154e-14,2.3755322448500185e-14,3.2381391152173316e-13,1.7606596623079456e-36,1.736373901512542e-31,8.382396125456918e-19,1.508720927241408e-29,1.987541097283354e-34,9.120685053121742e-46,1.6574698338422346e-31,2.6867697444706195e-33,1.1194390307945674e-48
8.613779076647824e-20,0.901111498005331,1.2661061876788319e-21,2.2726987199277607e-22,2.4440823129752068e-34,3.621194457178467e-34,0.0,0.0,1.675941389635644e-18,5.881274628448016e-34,1.0144997109113024e-45,4.089459311371403e-64,2.359418452117275e-46,4.62019017528567e-94,7.469569032098899e-69,6.38424332803044e-63,1.6357394670346814e-69,6.9500207275027e-31,2.2612388879562913e-105,1.3869148607581655e-59,2.0603062248918545e-93,3.2224297795156713e-110,1.7554674076117255e-51,3.170764255559799e-80,8.975683197822944e-50,1.2921390662017967e-100,3.082984078978735e-99,6.473825499612763e-108,3.132957521865987e-151,1.6642778707101037e-120,6.978850055575164e-49,7.039636499824716e-129,2.080262347619897e-108,8.86960372038439e-130,3.76,0.0,0.7373267987472277,0.9999999999993521,2.64885448955763e-46,8.513541812038746e-100,4.753128375229769e-14,4.753128375229782e-14,6.479091556764412e-13,7.047228068918145e-36,6.950020727502712e-31,1.6772074958226605e-18,6.038815549175369e-29,7.95534407056425e-34,7.302093809467145e-45,6.634198826388141e-31,1.0754080903382095e-32,8.964591296383505e-48
1.7231298396055808e-19,0.9011114980053386,2.5327621392807197e-21,4.54638428276473e-22,9.779512816691562e-34,1.448949465323515e-33,0.0,0.0,3.352610500237762e-18,2.3532759228739582e-33,8.11908096004359e-45,6.545798146948538e-63,1.8882518373645625e-45,1.479374170791143e-92,1.1958067745431886e-67,1.022030991021005e-61,2.618487480902635e-68,2.7809135734991576e-30,2.8976067997775377e-103,2.2203543454723363e-58,1.3196662835145975e-91,4.1280847752353274e-108,1.4050823277633623e-50,1.0152705858828589e-78,7.183274452464106e-49,8.276961580064364e-99,1.9748447695157734e-97,8.295344016102886e-106,1.6060799293786776e-148,2.1324516918774563e-118,5.585201060153381e-48,1.8042908085065875e-126,2.6654372870562696e-106,2.2733197191014053e-127,3.76,0.0,0.7373267987471802,0.9999999999987039,2.119888632823245e-45,5.452723800871013e-98,9.508320635988962e-14,9.508320635989012e-14,1.2960996438529556e-12,2.819809978342091e-35,2.7809135734991678e-30,3.3551432623743934e-18,2.4163128118214845e-28,3.183173859653487e-33,5.843894302942165e-44,2.6545436749467637e-30,4.303033146434741e-32,7.175306431947416e-47
3.4466337034871774e-19,0.9011114980053544,5.066074042650122e-21,9.093755409090105e-22,3.91244193042896e-33,5.796741360772513e-33,0.0,0.0,6.705948721436988e-18,9.414636052739483e-33,6.496498341944223e-44,1.047540816733898e-61,1.5108883617438972e-44,4.735464572909634e-91,1.913831591452861e-66,1.635691358218426e-60,4.190623747301681e-67,1.1125465119173911e-29,3.7109995136874854e-101,3.553599745650092e-57,8.449290861411502e-90,5.286109374797411e-106,1.1243492920526969e-49,3.249867882325588e-77,5.747710953867237e-48,5.29958346881754e-97,1.2644561152842293e-95,1.0623706137292864e-103,8.228267775012717e-146,2.7309316592848215e-116,4.469009436546701e-47,4.621730676857524e-124,3.413489745833184e-104,5.823158570486196e-125,3.76,0.0,0.7373267987470851,0.9999999999974075,1.6962329915860426e-44,3.4910420807934417e-96,1.9018705157506085e-13,1.901870515750628e-13,2.5924806196743796e-12,1.1281082518887035e-34,1.1125465119173993e-29,6.71101479546904e-18,9.666824655697583e-28,1.2734768195959715e-32,4.676003334205079e-43,1.061990323463632e-29,1.7214934562058758e-31,5.741698858468251e-46
6.893641431250371e-19,0.9011114980053855,1.0132697850051434e-20,1.8188497664346608e-21,1.5651041420649253e-32,2.3188852577925057e-32,0.0,0.0,1.3412625163815394e-17,3.766160915163834e-32,5.1976921578029096e-43,1.676235819224973e-60,1.2088254588500106e-43,1.5155869096249467e-89,3.0625632163917824e-65,2.6174596418122537e-59,6.705833144743391e-66,4.4505482403019814e-29,4.7514000098340034e-99,5.68658596268427e-56,5.408642953667703e-88,6.76760330440374e-104,8.99592819518936e-49,1.0401180733952904e-75,4.598605368116921e-47,3.3924785894102396e-95,8.094297064916545e-94,1.3601971082815015e-101,4.2141890808738625e-143,3.49648463154858e-114,3.57554702219641e-46,1.1835147002942218e-121,4.3703744312041315e-102,1.4911716525514972e-122,3.76,0.0,0.7373267987468949,0.9999999999948147,1.35711524122219e-43,2.2346826591377683e-94,3.803947420053528e-13,3.803947420053605e-13,5.1852425691908056e-12,4.512805428760597e-34,4.4505482403020464e-29,1.3422757861623052e-17,3.8670445663719256e-27,5.094321858780914e-32,3.741157862028172e-42,4.248307025333875e-29,6.886534265642272e-31,4.593940642923945e-45
1.3787656886776758e-18,0.901111498005448,2.026594546750409e-20,3.637798218528261e-21,6.260671317696898e-32,9.275918472767952e-32,0.0,0.0,2.6825978048492032e-17,1.5065256670561879e-31,4.158351133633879e-42,2.682113731211946e-59,9.671062780403609e-43,4.850281400850107e-88,4.900447312326084e-64,4.1882182229992384e-58,1.0730001209181405e-64,1.7802917386700497e-28,6.082637356459977e-97,9.099198690115583e-55,3.4618825177590386e-86,8.663417673894236e-102,7.1971961292221e-48,3.328634422548937e-74,3.679058948431239e-46,2.17142478884588e-93,5.180919135451587e-92,1.7412844780774337e-99,2.158001768654097e-140,4.4760713693483365e-112,2.860573416315025e-45,3.0302478287667137e-119,5.59478822435004e-100,3.817966656494976e-120,3.76,0.0,0.7373267987465144,0.9999999999896292,1.0857437350053428e-42,1.4303299509595848e-92,7.608101228657344e-13,7.608101228657654e-13,1.0370766459717967e-11,1.805199757519709e-33,1.780291738670101e-28,2.6846243993789947e-17,1.5468807696081378e-26,2.037811662067645e-31,2.99306837504556e-41,1.699391958802664e-28,2.7547258029275104e-30,3.675385150978323e-44
2.7575687797829532e-18,0.9011114980055726,4.0532440713009506e-20,7.275695126884666e-21,2.5043194783373617e-31,3.7104428797243546e-31,0.0,0.0,5.365268381752463e-17,6.026225272344034e-31,3.3267598770115153e-41,4.291491116072339e-58,7.737033884690706e-42,1.5521686968663962e-86,7.840992653309923e-63,6.701375405125944e-57,1.7168536524519972e-63,7.12131185390611e-28,7.786316881675927e-95,1.4559246845586445e-53,2.2157171566814244e-84,1.1089741390271629e-99,5.757938341211873e-47,1.0652040726817592e-72,2.9433170263465936e-45,1.389788196964398e-91,3.315970350971377e-90,2.228992741668184e-97,1.1049831783786994e-137,5.729736861501103e-110,2.2885130573202777e-44,7.7580107641349e-117,7.161782708966712e-98,9.774720782180932e-118,3.76,0.0,0.7373267987457536,0.9999999999792581,8.68615605515406e-42,9.154537481884877e-91,1.521640884585689e-12,1.5216408845858137e-12,2.074181420674954e-11,7.22097899799678e-33,7.121311853906521e-28,5.369321625755926e-17,6.187648966789939e-26,8.151412484521702e-31,2.394511535673419e-40,6.797706134300489e-28,1.1019127445169032e-29,2.9404011782458076e-43
5.5151749619935086e-18,0.9011114980058219,8.106543124642083e-20,1.455148896027429e-20,1.0017379820486717e-30,1.4841922509105328e-30,0.0,0.0,1.0730609535430708e-16,2.4105146299440093e-30,2.6614394981353905e-40,6.866473124371229e-57,6.189700591476369e-41,4.967156034322529e-85,1.2545809844258921e-61,1.0722381660977035e-55,2.7470086208336514e-62,2.8485537309040653e-27,9.96683190691647e-93,2.3295218114363364e-52,1.418094944225537e-82,1.4195231845043548e-97,4.606423254133512e-46,3.408718735957685e-71,2.3546815751485495e-44,8.894888859533334e-90,2.1222793107328435e-88,2.853205832102699e-95,5.657734771864113e-135,7.334297155338275e-108,1.830832181284934e-43,1.9861245373533587e-114,9.167372343110926e-96,2.5024214831337927e-115,3.76,0.0,0.7373267987442319,0.999999999958516,6.949007317661507e-41,5.859040265155989e-89,3.043302408022364e-12,3.043302408022862e-12,4.1483909564721674e-11,2.888447427660868e-32,2.8485537309043932e-27,1.0738716078283995e-16,2.4750847646096076e-25,3.260598158304714e-30,1.9156319630171332e-39,2.719110113216013e-27,4.407695854059943e-29,2.3523581660979325e-42
1.1030387326414619e-17,0.9011114980063207,1.6213141248284537e-19,2.91030766937608e-20,4.0069723126832685e-30,5.93679920792184e-30,0.0,0.0,2.1461291842274097e-16,9.642107561721293e-30,2.129164250103435e-39,1.0986426935706721e-55,4.951789896620184e-40,1.5895823570712968e-83,2.00734731334102e-60,1.715595550394058e-54,4.395248043756072e-61,1.1394272976465534e-26,1.275776648222653e-90,3.727268751443726e-51,9.075922887456479e-81,1.8170129313709143e-95,3.6851676438731196e-45,1.0908005145168531e-69,1.883756452474005e-43,5.692807243665195e-88,1.3582774247095298e-86,3.65216436760346e-93,2.896816784692069e-132,9.38805020191279e-106,1.4646744479475375e-42,5.084573304529701e-112,1.1734422619990683e-93,6.40631805570902e-113,3.76,0.0,0.7373267987411884,0.9999999999170317,5.559238847592913e-40,3.74982940219786e-87,6.086625454882777e-12,6.086625454884768e-12,8.296809973630189e-11,1.1554060044760728e-31,1.1394272976468159e-26,2.1477504982436945e-16,9.900389414434168e-25,1.3042458938110728e-29,1.5325146641378823e-38,1.087649576755505e-26,1.7630873399834977e-28,1.88190142230931e-41
2.206081205525684e-17,0.9011114980073186,3.2426337563410203e-19,5.820625242756283e-20,1.6027930043564315e-29,2.37472572892111e-29,0.0,0.0,4.292265645390847e-16,3.856852832870756e-29,1.7033364813781552e-38,1.7578339255500457e-54,3.961443734316463e-39,5.08718155709537e-82,3.2117699245666375e-59,2.7449644795505907e-53,7.03242436191857e-60,4.557720860308337e-26,1.6330082964200675e-88,5.963657084597221e-50,5.808627728717739e-79,2.3257915161176338e-93,2.9481457439765734e-44,3.490578517603851e-68,1.5070096559794452e-42,3.643421926476569e-86,8.693035428440482e-85,4.6748094268162723e-91,1.483184709613932e-129,1.2016800409237739e-103,1.1717430534416025e-41,1.3016628842697856e-109,1.502018029685942e-91,1.6400326945366435e-110,3.76,0.0,0.7373267987351015,0.9999999998340631,4.447404281628953e-39,2.3999048097484106e-85,1.2173271548551854e-11,1.2173271548559819e-11,1.659364779020062e-10,4.621805026291236e-31,4.557720860310438e-26,4.295508278713012e-16,3.960165836982717e-24,5.216996816735852e-29,1.2260153686074894e-37,4.350609366347367e-26,7.052367541662087e-28,1.5055270935095141e-40
4.412166151294128e-17,0.9011114980093139,6.485273046502457e-19,1.1641260496248324e-19,6.411180195011753e-29,9.498915046266567e-29,0.0,0.0,8.584538566896762e-16,1.5427430946040234e-28,1.362671250648844e-37,2.812538840368561e-53,3.169159790437857e-38,1.628217872205241e-80,5.138843366638812e-58,4.39195248214464e-52,1.125190127393576e-58,1.8230907253715197e-25,3.0116876010376145e-86,9.541873000035267e-49,3.717534175992275e-77,2.9772541616964015e-91,2.3585212669130677e-43,1.1169878509653456e-66,1.2056095496558378e-41,3.081064455292594e-84,7.351275558748822e-83,8.621538813668827e-89,1.159649517555206e-126,2.2162035728346183e-101,9.373958630356442e-41,7.202694370592514e-107,3.365428312985183e-89,9.075054577704623e-108,3.76,0.0,0.7373267987229278,0.9999999996681259,3.5579287165339736e-38,1.5650321052455477e-83,2.4346563735683003e-11,2.4346563735714872e-11,3.318732255235909e-10,1.8488597654139217e-30,1.8230907253732003e-25,8.591023838206558e-16,1.5840683490271304e-23,2.086801359382537e-28,9.808137494798883e-37,1.7402459554965004e-25,2.8209508009897563e-27,1.2044240568641209e-39
8.824336042831016e-17,0.9011114980133048,1.2970551735370544e-18,2.328253143015901e-19,2.5644737287313784e-28,3.799568475875551e-28,0.0,0.0,1.7169084406624746e-15,6.170976299866436e-28,1.090137879577924e-36,4.500066005976604e-52,2.5353298754156616e-37,5.212324903977152e-79,8.222158913880365e-57,7.027131537593115e-51,1.8003060818397692e-57,7.292368042394431e-25,3.8641813185984187e-84,1.526701412803025e-47,2.3792262820859836e-75,3.810894743408149e-89,1.8868189144997248e-42,3.574365649960522e-65,9.64488413304895e-41,1.979377420209701e-82,4.722700708941566e-81,1.10619670641667e-86,5.954063417582525e-124,2.843526033893337e-99,7.499172941364997e-40,1.847763588253765e-104,4.322185279121656e-87,2.3280948294509826e-105,3.76,0.0,0.7373267986985804,0.9999999993362516,2.8463451054015072e-37,1.0019129384610396e-81,4.869314810911732e-11,4.8693148109244784e-11,6.637466859274678e-10,7.39652699699331e-30,7.292368042407877e-25,1.7182054951413286e-15,6.336277424498794e-23,8.34721057800494e-28,7.846515808981068e-36,6.960988216623749e-25,1.128381195641521e-26,9.635401979742298e-39
1.764867582590479e-16,0.9011114980212864,2.5941109547287567e-18,4.656507500568772e-19,1.0257898338048323e-27,1.5198279068250632e-27,0.0,0.0,3.433817607294534e-15,2.468391303066238e-27,8.721107398294293e-36,7.200109382809778e-51,2.02826491255084e-36,1.6692386942918877e-77,1.31554629684554e-55,1.1243416878721815e-49,2.880491536402428e-56,2.9169485478671543e-24,4.9462487196647976e-82,2.4427236455071554e-46,1.522706844016214e-73,4.877951793862914e-87,1.5094559436275117e-41,1.143797838709732e-63,7.715911098852517e-40,1.266878317272928e-80,3.0227101378264874e-79,1.4159596246115316e-84,3.0485516320175183e-121,3.6397850824959083e-97,5.999341337437937e-39,4.730318736959886e-102,5.532547027627723e-85,5.959978249696105e-103,3.76,0.0,0.7373267986498855,0.9999999986725031,2.277076962279684e-36,6.4122773557462865e-80,9.738631685267396e-11,9.738631685318384e-11,1.3274934673780818e-09,2.959478325978465e-29,2.9169485478779104e-24,3.43641171547053e-15,2.53451177541375e-22,3.338885159373598e-27,6.277214964061035e-35,2.784396146953437e-24,4.513527480099383e-26,7.708325388278134e-38
3.529735539205234e-16,0.90111149803725,5.1882226907845035e-18,9.313016898758099e-19,4.103160117178837e-27,6.079312860257479e-27,0.0,0.0,6.867635935304509e-15,9.873566769139505e-27,6.976889015998137e-35,1.1520180220329199e-49,1.6226126469148776e-35,5.3498452449138605e-76,2.104875118520341e-54,1.7989473310864063e-48,4.60878887246173e-55,1.1667799275106196e-23,6.33120229837573e-80,3.908358936936635e-45,9.745338122235301e-72,6.243787456180453e-85,1.2075651623367149e-40,3.660155094127542e-62,6.172731512993072e-39,8.108043786627681e-79,1.934537973575743e-77,1.812430011630117e-82,1.5608603609855304e-118,4.6589300412537344e-95,4.799475174909419e-38,1.2109627581126934e-99,7.081667871079904e-83,1.5257559518625543e-100,3.76,0.0,0.7373267985524957,0.9999999973450067,1.821661961148648e-35,4.1038603664437195e-78,1.947726543265394e-10,1.9477265432857885e-10,2.6549864728509826e-09,1.1844847874082988e-28,1.1667799275192244e-23,6.87282414688036e-15,1.0138048712371324e-21,1.3355541694448977e-26,5.0217728845889796e-34,1.1137586159431015e-23,1.8054122891794366e-25,6.16666182369778e-37
