Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931)
1.9234018386409185e-05,0.7832837926850439,9.589419886839838e-05,3.0194946271290396e-05,1.7878110349028435e-05,0.000891180991047074,0.0,0.0,0.0005451049430838613,4.881064962192596e-06,0.0009444360768337772,3.776594090247746e-05,2.5338978581366148e-05,9.30254126108897e-14,4.866026412964434e-10,5.096784737098431e-07,2.2343419290644423e-05,0.0008633062154713896,9.51303053997947e-13,7.869265806578528e-11,3.003138190143907e-11,7.976579965678147e-13,1.590316792061655e-08,6.218512447193193e-09,2.272318158699951e-09,1.9663633395090298e-10,2.276503029583969e-13,4.60835463033244e-09,3.3889735355874577e-09,1.7790002932555935e-11,1.5461564252448677e-08,8.234956383724356e-13,7.472825887316219e-13,5.176033286776842e-10,3.76,0.0,0.3296500268901948,0.9967279931803117,0.0008763281246846984,3.756746324899894e-05,0.32713689908045196,0.33114135391908384,0.0009758725044276307,4.4869418694945487e-11,0.0006093115779928525,0.00027880952843383687,0.000911191871056472,1.2344597059619362e-08,5.4445342726258876e-09,3.87827338080971e-06,2.383697721843775e-06,2.4415252697972498e-05,0.00020590826724265843,2.7694119441613027e-11,1.4737835692056978e-09,9.890085214182092e-06,8.900945992142677e-06,0.000950382702379597,0.0011518579492562455,2.8262777099143482e-05,2.9754060014717215e-06,4.7016652251950386e-05,2.5413494143806088e-06,0.00029218922181791705,5.439983830623789e-08,2.566241546057862e-05,1.0742170326357777e-12,1.2215113709728514e-07,1.6614159695428955e-09,5.295822037839797e-05,6.829321248596524e-09,1.6084074843434607e-13,3.228046276170934e-09,6.074099767638044e-11,2.607021293116711e-07,5.088276274503577e-07,2.0567167043326973e-09,6.817256587940781e-07,4.287484490081099e-08,4.8775332350157876e-12
1.9346793826867824e-05,0.7834729986603473,9.7449339365879e-05,3.0675597782708574e-05,1.823151218103756e-05,0.0009082066940646955,0.0,0.0,0.0005566284049746931,5.063790804047524e-06,0.0009683822344582433,3.871905395226996e-05,2.588100334484459e-05,9.79180645815389e-14,5.039891179244532e-10,5.194888447591236e-07,2.2829108382450958e-05,0.0008775002863180222,9.961502542583501e-13,7.990578190949494e-11,3.134362847529201e-11,8.29126366868441e-13,1.6209890686012936e-08,6.4837107422426555e-09,2.360675327670194e-09,2.0714662649667683e-10,2.418806981876786e-13,4.8202627960952366e-09,3.552586207721161e-09,1.8579473054782154e-11,1.586682073327182e-08,8.593041940574089e-13,7.815524625675271e-13,5.422022765735488e-10,3.76,0.0,0.3282879488481972,0.9966811341477755,0.0008953553223152023,3.8536008079312974e-05,0.32841841338665784,0.33248708593001075,0.0009758266056614808,4.503219609886907e-11,0.0006181464383286809,0.0002822800928394774,0.0009209930257019969,1.2494670726930299e-08,5.503348030826462e-09,3.926848372078497e-06,2.4424884846417486e-06,2.514635414470581e-05,0.00020901045230895443,2.823870428187323e-11,1.4863332416167147e-09,1.0086988976389031e-05,9.013479945537416e-06,0.0009741840773365578,0.001171978508178036,2.8899191669750898e-05,3.042425246352036e-06,4.8057682570320615e-05,2.5921885703359267e-06,0.0002983116209763694,5.558856814283778e-08,2.6613594310036084e-05,1.0976884899910137e-12,1.25198943026845e-07,1.7028119943102475e-09,5.4312863901454874e-05,6.9652439553726785e-09,1.6435489556026215e-13,3.2978427304046417e-09,6.21827136991994e-11,2.7410912162138565e-07,5.212270886306705e-07,2.0819064671578067e-09,6.954984208635687e-07,4.376094700366035e-08,4.988775510803487e-12
1.9572344707785097e-05,0.78384950418821,0.0001006200738558248,3.165747130558258e-05,1.8958134719487573e-05,0.0009430367818429966,0.0,0.0,0.0005802291688065552,5.448545337725681e-06,0.0010178148324517901,4.068601756462336e-05,2.699467588354301e-05,1.0843687328377655e-13,5.404714096144149e-10,5.39588723567543e-07,2.3825441150708547e-05,0.0009064851513183155,1.0918626002586763e-12,8.236551954988685e-11,3.412982430846976e-11,8.955307945390258e-13,1.6838617809447895e-08,7.0464034231752965e-09,2.546951891002642e-09,2.2976531329542252e-10,2.7290071905816793e-13,5.270897964735752e-09,3.901349729459015e-09,2.0253890269668203e-11,1.670725388826734e-08,9.352025785542123e-13,8.545396901050713e-13,5.946253142428346e-10,3.76,0.0,0.3255792629329428,0.9965849362056666,0.0009344909402306908,4.053400083345071e-05,0.33096240025457735,0.33516218069285686,0.0009757323806583607,4.5354853570838647e-11,0.0006361619793614284,0.000289304489001685,0.0009407324706640045,1.2798241213215086e-08,5.621800582225442e-09,4.025194006251402e-06,2.563523202970212e-06,2.6664386956228315e-05,0.00021533086502109023,2.935508164892987e-11,1.5117246503199903e-09,1.04900768151995e-05,9.241413262569514e-06,0.001023277238128437,0.0012129657285666416,3.0208709715651265e-05,3.1803218470132103e-06,5.019830901214393e-05,2.6962473703745302e-06,0.00031084764822634673,5.803169470253634e-08,2.8608495132459133e-05,1.1459279023597047e-12,1.3148357601381035e-07,1.7881682329071006e-09,5.71112241363054e-05,7.2434550301000174e-09,1.7157729238357138e-13,3.441257905369923e-09,6.514685068445729e-11,3.028396458799617e-07,5.466765808321729e-07,2.1328796341931613e-09,7.237032451913549e-07,4.55743613987363e-08,5.217934358384447e-12
1.9775340500610644e-05,0.7841862106757246,0.00010354360672328447,3.2565073103402154e-05,1.963536067924503e-05,0.0009752896027077064,0.0,0.0,0.0006021106790816777,5.817954954279998e-06,0.0010641116170216028,4.252751635337873e-05,2.803158307509719e-05,1.188020562376493e-13,5.753455059121492e-10,5.582366051968471e-07,2.4751121538092986e-05,0.0009332664563084153,1.1853296316071943e-12,8.46177280617477e-11,3.683331730361544e-11,9.594610083029e-13,1.7422284093791654e-08,7.591893132025148e-09,2.7260532972506886e-09,2.52082483220049e-10,3.039990563488795e-13,5.708899935147489e-09,4.241314362752314e-09,2.187591008546646e-11,1.74990400341664e-08,1.0086703090923771e-12,9.256267839602534e-13,6.457147435331169e-10,3.76,0.0,0.3231589461955045,0.9964954602701468,0.0009709808879133436,4.2403416909265507e-05,0.3332303258057518,0.3375512210923785,0.0009756447415928136,4.5641948075495486e-11,0.0006527814245351095,0.0002957216101728041,0.0009586546177330335,1.3075360775165014e-08,5.729350121891176e-09,4.115073371464024e-06,2.676471269436843e-06,2.8096414082633352e-05,0.0002211541808144602,3.039150753401553e-11,1.5349178279906707e-09,1.0863610771024825e-05,9.44983799533577e-06,0.0010692066716528224,0.0012507152867809995,3.143019987159314e-05,3.3089420867765117e-06,5.219332982887982e-05,2.7926587948858823e-06,0.00032246742405154166,6.030721421933155e-08,3.051404421500122e-05,1.1908578109873342e-12,1.3736102309444575e-07,1.8679905075355377e-09,5.973455560952792e-05,7.501217655505853e-09,1.7830418015526556e-13,3.574795433449824e-09,6.790836190366285e-11,3.310340078402819e-07,5.703306756376331e-07,2.179434047927346e-09,7.498524600073508e-07,4.7254130709307537e-08,5.43202125387436e-12
1.997833629343619e-05,0.7845209093034221,0.00010653437879544023,3.349585203809279e-05,2.0335392031221922e-05,0.0010084207841454698,0.0,0.0,0.000624609576025976,6.2105770838369036e-06,0.001112179157880661,4.44387532987519e-05,2.9102207221192435e-05,1.3009158468554693e-13,6.122574076015509e-10,5.774263031256685e-07,2.5704846360039138e-05,0.0009607226067225009,1.2862860427627328e-12,8.690666069430585e-11,3.9736030184305624e-11,1.0275854262477354e-12,1.8023263617917543e-08,8.177024649635261e-09,2.91663917272615e-09,2.764211831599659e-10,3.3842595203130627e-13,6.1797914190485826e-09,4.607760768934812e-09,2.3614114485942702e-11,1.832583319194831e-08,1.087349242185213e-12,1.0022140524109814e-12,7.007784644282704e-10,3.76,0.0,0.3207550599603482,0.9964031591825447,0.0010087121677479977,4.434232287596106e-05,0.3354777757961804,0.33992282008484925,0.0009755543370513099,4.5925924641902336e-11,0.0006697978640543606,0.0003022291016162885,0.0009767255902064598,1.3356182596944773e-08,5.8377946603565815e-09,4.206254185643154e-06,2.7933132219316363e-06,2.959321769799065e-05,0.00022710832460050574,3.1458700996583214e-11,1.558442909566474e-09,1.1247526410936957e-05,9.661393460200874e-06,0.0011168423442392136,0.0012892922070110058,3.269359470438842e-05,3.4419679138217806e-06,5.4255111229177414e-05,2.89173277234451e-06,0.00033441268488371845,6.265747889986934e-08,3.2529249247954354e-05,1.2372634465369465e-12,1.4345463669786426e-07,1.950744991292957e-09,6.246090766088243e-05,7.766091845477893e-09,1.8525200266295542e-13,3.7126816899961366e-09,7.07606915118437e-11,3.616212834442875e-07,5.947030053354266e-07,2.226632957798527e-09,7.767409579581928e-07,4.897987244197038e-08,5.653807810559493e-12
2.0181332086261737e-05,0.7848536267504638,0.0001095933849598841,3.445031615955357e-05,2.1058989239058074e-05,0.0010424502662070708,0.0,0.0,0.0006477356017383982,6.627726715768723e-06,0.0011620754520383077,4.642196442295218e-05,3.020746947583004e-05,1.4238168805733998e-13,6.513131073812492e-10,5.971707308183472e-07,2.6687182858253008e-05,0.0009888698180592734,1.3953011235423328e-12,8.923261955012924e-11,4.2852036601053866e-11,1.1001557369965505e-12,1.8641986894637117e-08,8.804502273904695e-09,3.1193493100408363e-09,3.0295291453121755e-10,3.765151879085614e-13,6.68578994964085e-09,5.002506652497977e-09,2.5475825728796638e-11,1.91891109060112e-08,1.1715690542718265e-12,1.084699413357111e-12,7.600949793477721e-10,3.76,0.0,0.31836746125614174,0.9963079540464937,0.0010477248041847699,4.635269914028687e-05,0.3377047924729754,0.34227709964102526,0.0009754610897905623,4.6206788153716326e-11,0.0006872242428001209,0.0003088271136022788,0.000994945885197008,1.3640705673016085e-08,5.947136986117604e-09,4.298740728953388e-06,2.91413408979461e-06,3.1157222544306645e-05,0.0002331962298665684,3.255739385930109e-11,1.5823086645003757e-09,1.164200838015042e-05,9.876096482503942e-06,0.0011662361089243307,0.0013287077019802506,3.400011787665448e-05,3.579527426827603e-06,5.638553122566079e-05,2.9935164718281216e-06,0.0003466890756622123,6.508453128144707e-08,3.4659441577619984e-05,1.285185131244825e-12,1.497708623985548e-07,2.0365189940134338e-09,6.529401305288405e-05,8.038198674894168e-09,1.9242679621656977e-13,3.855034462690134e-09,7.370572704350124e-11,3.9478667671346074e-07,6.198007265019505e-07,2.2744775558543425e-09,8.043828662315274e-07,5.075233753847238e-08,5.883562547992561e-12
2.0384327879087284e-05,0.7851843898116346,0.00011272160643275774,3.542897966472683e-05,2.180693617322576e-05,0.001077398356210557,0.0,0.0,0.0006714982975046186,7.070781167358861e-06,0.0012138601333340788,4.847944623645981e-05,3.134830889476452e-05,1.5575428729142136e-13,6.926232221023528e-10,6.174829846730923e-07,2.769869694316735e-05,0.0010177246057600216,1.5129857825596965e-12,9.15959170794546e-11,4.619639695644985e-11,1.177437145580893e-12,1.9278891544473607e-08,9.477202132573156e-09,3.3348510695560823e-09,3.3186280929548716e-10,4.186317021360032e-13,7.229244909201112e-09,5.4274760758697e-09,2.746875514252974e-11,2.0090407289942667e-08,1.2616773783747844e-12,1.173507670514006e-12,8.23960112556086e-10,3.76,0.0,0.31599600779566117,0.9962097641209393,0.0010880601123572128,4.8436561333871e-05,0.33991141513253487,0.34461418085623263,0.0009753649207613229,4.648454285412032e-11,0.0007050740409357058,0.00031551574003160424,0.0010133160906448707,1.392892633698826e-08,6.057380424460943e-09,4.3925365758763345e-06,3.039018470660872e-06,3.2790922378920966e-05,0.00023942088209662603,3.36883269864031e-11,1.6065240079574156e-09,1.2047239788212064e-05,1.0093962517192712e-05,0.0012174410010616736,0.0013689729833602424,3.5351020544153734e-05,3.7217515724193454e-06,5.858650638516211e-05,3.098056698277203e-06,0.0003593022003888076,6.759045270378431e-08,3.6910158761519885e-05,1.3346639531094726e-12,1.5631628622080115e-07,2.1254017220272236e-09,6.823774221228488e-05,8.317657711431273e-09,1.9983471173827575e-13,4.0019737368455915e-09,7.674534407806332e-11,4.307284331928124e-07,6.456302903759839e-07,2.3229686385329034e-09,8.32792280832775e-07,5.257226853111812e-08,6.121563569728874e-12
2.058732367191283e-05,0.7855132254018178,0.00011592000941022386,3.6432362808012894e-05,2.258004060239102e-05,0.0011132857306383234,0.0,0.0,0.0006959069795747072,7.541181999467424e-06,0.00126759450773224,5.0613556913940824e-05,3.252568244433601e-05,1.7029736103346677e-13,7.363031311673918e-10,6.38376341707022e-07,2.873995241793982e-05,0.0010473037825954761,1.6399955017805534e-12,9.399687667507836e-11,4.978522824996846e-11,1.259708986444354e-12,1.993442227145723e-08,1.0198182092933141e-08,3.563839908226172e-09,3.6335063407496317e-10,4.651742564524713e-13,7.812644093796153e-09,5.884704281771289e-09,2.96010185255029e-11,2.1031314572562372e-08,1.3580405676381245e-12,1.2690921852896537e-12,8.926879262827413e-10,3.76,0.0,0.3136405579716876,0.9961085067953568,0.0011297607359348964,5.05959599213704e-05,0.3420976800967808,0.34693418396151826,0.0009752657490841143,4.675919234292595e-11,0.0007233612949382218,0.0003222950170352771,0.0010318368897413055,1.4220838198511677e-08,6.168528863683188e-09,4.4876445770254045e-06,3.1680503756278686e-06,3.449688078419773e-05,0.0002457853180052032,3.485225001189156e-11,1.6310979984932327e-09,1.2463401935195722e-05,1.0315005611269875e-05,0.0012705112466280543,0.0014100992542547337,3.674758154981869e-05,3.868774163725735e-06,6.0859991867642355e-05,3.205399825165223e-06,0.0003722576140254519,7.017736312136612e-08,3.928714939977219e-05,1.3857417621734637e-12,1.6309763515223114e-07,2.217484284735572e-09,7.129610810992398e-05,8.60458680359473e-09,2.074820142045855e-13,4.153621684092801e-09,7.988140284456496e-11,4.696586648617619e-07,6.721974073468534e-07,2.372106596803037e-09,8.619832505469705e-07,5.444039830577158e-08,6.3680988570538255e-12
2.0790319464738377e-05,0.7858401605608584,0.00011918954372154084,3.7460991798145914e-05,2.3379134671078377e-05,0.0011501334368835593,0.0,0.0,0.0007209707141531994,8.040436901718518e-06,0.0013233415888401277,5.282671747045733e-05,3.374056499711357e-05,1.8610533371748528e-13,7.824731195219668e-10,6.598642571629036e-07,2.98115101782768e-05,0.0010776244555547676,1.7770334976481954e-12,9.643583328969811e-11,5.363577891251075e-11,1.347265363082844e-12,2.06090308379133e-08,1.097069216483974e-08,3.80703985909866e-09,3.9763186209348635e-10,5.165783186523378e-13,8.438620515840765e-09,6.3763426268678184e-09,3.1881151827078316e-11,2.2013484630529482e-08,1.4610444804181667e-12,1.3719366461853195e-12,9.666116738416592e-10,3.76,0.0,0.31130097085325076,0.9960040975652787,0.0011728706856557983,5.2832979738537185e-05,0.34426362068955935,0.3492372283349122,0.0009751634920252618,4.7030739573738326e-11,0.0007421006193435883,0.000329164921652647,0.0010505090655340157,1.4516432083681946e-08,6.28058678239438e-09,4.584066841988595e-06,3.301313066853272e-06,3.627773192023432e-05,0.0002522926246739247,3.604992103172669e-11,1.6560398354457424e-09,1.2890674031544123e-05,1.0539238368482662e-05,0.0013255022695424512,0.001452097701539103,3.819110759334572e-05,4.020731896401505e-06,6.320798141593537e-05,3.3155917257813917e-06,0.0003855608141717951,7.28474208498267e-08,4.179637787274102e-05,1.4384611654978885e-12,1.701217775034096e-07,2.3128596990784775e-09,7.447327125392762e-05,8.899101863494961e-09,2.1537508189218094e-13,4.310102647647381e-09,8.311574465933235e-11,5.118042209955334e-07,6.995070131331981e-07,2.421891406831725e-09,8.919697605060872e-07,5.635744883276293e-08,6.623466566888648e-12
2.0993315257563924e-05,0.78616522245808,0.000122531141488201,3.851539868829701e-05,2.420507536103563e-05,0.0011879628948489468,0.0,0.0,0.000746698291665889,8.570121537330795e-06,0.00138116613362882,5.512141293700057e-05,3.4993949298255376e-05,2.0327948290773118e-13,8.312585198397928e-10,6.819603613236882e-07,3.0913927390059346e-05,0.0011087040222249578,1.9248541037904047e-12,9.891313407620305e-11,5.776650888797194e-11,1.440415806600889e-12,2.1303176014156315e-08,1.1798185403936588e-08,4.0652039646885075e-09,4.349388156660842e-10,5.733191622735663e-13,9.109959440879447e-09,6.904663617018047e-09,3.4318127017541795e-11,2.3038630496010523e-08,1.5710952684579343e-12,1.4825569362218514e-12,1.046084789526907e-09,3.76,0.0,0.30897710618222474,0.9958964500081259,0.0012174353784880454,5.514973945949228e-05,0.3464092672132327,0.3515234325127978,0.0009750580649732462,4.7299186851191006e-11,0.0007613072291969644,0.0003361253705880126,0.001069333505714346,1.481569597897207e-08,6.393559277908023e-09,4.681804723220261e-06,3.43888888764955e-06,3.813618121814179e-05,0.00025894593859060997,3.7282106291224063e-11,1.6813588560396689e-09,1.3329232915144244e-05,1.0766671916288726e-05,0.001382470697960299,0.0014949794880714858,3.968293337219541e-05,4.177764361527864e-06,6.563250729275893e-05,3.428677704184457e-06,0.0003992172325377276,7.560282224462971e-08,4.444402896917689e-05,1.4928655208007654e-12,1.77395723108807e-07,2.411622891857344e-09,7.777354479023756e-05,9.201316646732152e-09,2.23520405423796e-13,4.471543123683857e-09,8.645018825856954e-11,5.574076061780344e-07,7.275632369475952e-07,2.4723226211971802e-09,9.227657155773637e-07,5.832412986775581e-08,6.887975328698892e-12
2.119631105038947e-05,0.7864884383969027,0.0001259457157916044,3.9596121261446195e-05,2.5058744935083846e-05,0.0012267958983935535,0.0,0.0,0.0007730982003183212,9.131881337743828e-06,0.001441134678325667,5.750019353380735e-05,3.6286845905870644e-05,2.2192836154834674e-13,8.827898509207024e-10,7.04678455918501e-07,3.204775664593294e-05,0.0011405601666315966,2.0842663901119317e-12,1.0142913905296726e-10,6.219717538825677e-11,1.5394859509035036e-12,2.2017323514511693e-08,1.2684329339834608e-08,4.339114649380528e-09,4.755218841331186e-10,6.359151923916867e-13,9.829605664536199e-09,7.472066039722158e-09,3.6921368146658975e-11,2.4108527834522018e-08,1.6886201852210896e-12,1.6015030992075115e-12,1.1314819164868245e-09,3.76,0.0,0.30666882437030085,0.9957854757593748,0.0012635016773993141,5.754839098965846e-05,0.34853464692550623,0.35379291420139214,0.0009749493814153601,4.756453582826318e-11,0.0007809969632273279,0.0003431762190446849,0.0010883112075931634,1.5118614978582545e-08,6.50745209575986e-09,4.780858800929136e-06,3.5808590850825154e-06,4.007500600975323e-05,0.00026574844458739354,3.8549579853332666e-11,1.7070645321937182e-09,1.3779252763763052e-05,1.099731587495099e-05,0.001441474369471726,0.0015387557447841286,4.122442169038666e-05,4.340014055143517e-06,6.813564016035627e-05,3.5447024247893907e-06,0.00041323222621616795,7.844580130557847e-08,4.723651238803899e-05,1.5489989286337497e-12,1.8492662335978916e-07,2.5138706997736416e-09,8.120139970915474e-05,9.511342528489103e-09,2.3192458659557585e-13,4.638071738383914e-09,8.988652597619931e-11,6.067279482029667e-07,7.563693719495197e-07,2.523399360604761e-09,9.543849234959854e-07,6.034113762408524e-08,7.161944540006442e-12
2.1399306843215017e-05,0.7868098358193287,0.0001294341593504659,4.070370290716438e-05,2.5941051360404798e-05,0.0012666546166294106,0.0,0.0,0.0008001785989995547,9.727433235713807e-06,0.0015033155744295088,5.996567583955901e-05,3.7620283114191815e-05,2.421682432865725e-13,9.372029585463e-10,7.280325105979209e-07,3.321354510323038e-05,0.001173210854527114,2.2561380325530667e-12,1.0398422179560516e-10,6.694892463947918e-11,1.6448182328042847e-12,2.2751945936644775e-08,1.3633017939075284e-08,4.629584022146603e-09,5.196508206710044e-10,7.049315209748708e-13,1.060067102691713e-08,8.0810801831318e-09,3.9700767613413334e-11,2.5225016389699372e-08,1.814068417596278e-12,1.7293614120055148e-12,1.223199972490598e-09,3.76,0.0,0.3043759864963493,0.9956710844890829,0.0013111179316784385,6.0031118783087175e-05,0.3506397840165257,0.3560457902883329,0.0009748373529147137,4.782678750368901e-11,0.0008011863077388846,0.0003503172596351604,0.0011074432832662386,1.5425171235171964e-08,6.622271660359846e-09,4.881228868934884e-06,3.727303625302703e-06,4.2097056090919446e-05,0.00027270337467760536,3.985312322616459e-11,1.7331664670297147e-09,1.4240904801926407e-05,1.12311783286661e-05,0.0015025723351595457,0.0015834375626712761,4.2816963533033184e-05,4.5076263842267345e-06,7.071948889802853e-05,3.6637098406790747e-06,0.0004276110687750295,8.137862919973138e-08,5.018046709643351e-05,1.6069062229402138e-12,1.927217710629158e-07,2.619701867070888e-09,8.476147015138755e-05,9.829288275091164e-09,2.4059433696127996e-13,4.8098192206891015e-09,9.34265197523873e-11,6.600420173899077e-07,7.85927848304552e-07,2.5751203060905037e-09,9.868410776508096e-07,6.240915341908081e-08,7.445704663914652e-12
2.1602302636040564e-05,0.7871294423103865,0.00013299734320893958,4.183869248630401e-05,2.685292870674358e-05,0.001307561595065925,0.0,0.0,0.000827947289583025,1.0358567325222753e-05,0.0015677790248115693,6.252054395485392e-05,3.899530685630355e-05,2.6412359274477517e-13,9.946391573240635e-10,7.52036659266811e-07,3.4411833605282106e-05,0.0012066743281072055,2.441399450210361e-12,1.0657877015563119e-10,7.204439001442782e-11,1.7567726161093564e-12,2.3507522696209127e-08,1.464838411817159e-08,4.937454115714993e-09,5.676161223958688e-10,7.809838102847231e-13,1.1426442164457756e-08,8.734373132054009e-09,4.266670259436587e-11,2.6390001383591232e-08,1.9479119142375416e-12,1.8667565699979096e-12,1.3216592539089104e-09,3.76,0.0,0.30209845430418575,0.9955531838787937,0.0013603340177603044,6.260013908213247e-05,0.35272469958628216,0.35828217685437114,0.0009747218890876442,4.8085942219471117e-11,0.0008218924212191981,0.00035754822136619123,0.001126730964971985,1.5735343913970188e-08,6.7380251067949945e-09,4.982913921511777e-06,3.878301001792857e-06,4.420525421497919e-05,0.0002798140067898086,4.1193524983133e-11,1.7596743910790096e-09,1.4714357005603477e-05,1.1468265798741975e-05,0.0015658248624598461,0.0016290359846866873,4.446197810400847e-05,4.680749668781881e-06,7.338620035251316e-05,3.7857431220106218e-06,0.0004423589411835213,8.440361369942342e-08,5.328276552544107e-05,1.6666329599396436e-12,2.0078860011469082e-07,2.7292170406952865e-09,8.845855880813792e-05,1.0155259812922681e-08,2.4953647616617825e-13,4.986918370858052e-09,9.70718970573552e-11,7.176452993759707e-07,8.162402091570274e-07,2.6274836917338163e-09,1.0201477396843453e-06,6.452884229609338e-08,7.739597522435958e-12
2.180529842886611e-05,0.7874472856024793,0.00013663611544340092,4.30016441838192e-05,2.7795337515790944e-05,0.0013495397566004696,0.0,0.0,0.0008564116886862161,1.1027148435858655e-05,0.0016345971198652347,6.516755065830489e-05,4.041298057776019e-05,2.8792754898569826e-13,1.0552453674765053e-09,7.767051959183105e-07,3.564315578837602e-05,0.0012409691001349804,2.6410482275963755e-12,1.0921318700717406e-10,7.750779696409873e-11,1.8757273324530526e-12,2.4284539944091462e-08,1.573481282055847e-08,5.263597048902282e-09,6.197304979755029e-10,8.647423941181447e-13,1.2310388497840586e-08,9.434754130119884e-09,4.583005158368171e-11,2.7605454861581754e-08,2.0906462277247237e-12,2.0143539888772546e-12,1.4273045780548672e-09,3.76,0.0,0.2998360902007655,0.995431679598843,0.00141120138049615,6.525769907776923e-05,0.35478941162237376,0.3605021891851665,0.000974602897581487,4.8341999658510144e-11,0.0008431331596600996,0.000364868768696444,0.0011461756106437742,1.604910915009736e-08,6.85472031379776e-09,5.085912141156318e-06,4.033928036716193e-06,4.640259651307654e-05,0.0002870836633978852,4.257158036258643e-11,1.7865981581830172e-09,1.5199773804833621e-05,1.1708583218743018e-05,0.0016312934367682765,0.0016755619975638383,4.616091282250322e-05,4.859535139640148e-06,7.613795901602296e-05,3.910844583609468e-06,0.00045748092258787216,8.752309852909785e-08,5.655051758512015e-05,1.728225405215642e-12,2.0913468498447968e-07,2.8425187628567175e-09,9.229764240872936e-05,1.0489359995399424e-08,2.587579300124765e-13,5.169504023880248e-09,1.0082434667834817e-10,7.798531234074945e-07,8.473070898168151e-07,2.6804872978319473e-09,1.0543183220004417e-06,6.67008516254097e-08,8.043976583910992e-12
2.2008294221691657e-05,0.7877633935796596,0.0001403512998926934,4.41931173504544e-05,2.8769265139110406e-05,0.001392612402352796,0.0,0.0,0.0008855787989453412,1.1735117608907463e-05,0.0017038438736592153,6.790951855326694e-05,4.1874385078917896e-05,3.137224294993324e-13,1.1191742503871713e-09,8.020525700191403e-07,3.6908037176656935e-05,0.0012761139474496603,2.8561538415724403e-12,1.1188789102376211e-10,8.336507519866081e-11,2.0020796421545014e-12,2.508349047021168e-08,1.6896954672955978e-08,5.608915098577593e-09,6.763304274050446e-10,9.569366922592762e-13,1.3256170455368212e-08,1.018517999719182e-08,4.920221105351951e-11,2.8873416977937783e-08,2.242791382142387e-12,2.172862225745253e-12,1.5406064641369563e-09,3.76,0.0,0.29758875725482425,0.9953064752860968,0.0014637730748089937,6.800607598864201e-05,0.3568339349781795,0.36270594178318405,0.0009744802840527615,4.859495884236199e-11,0.0008649271025886687,0.0003722785006633654,0.0011657787096596107,1.6366440008951127e-08,6.972365937897633e-09,5.190220887209961e-06,4.194259675568065e-06,4.8692152837776906e-05,0.0002945157100458939,4.398809081547305e-11,1.8139477410843298e-09,1.569731578295011e-05,1.1952133911434672e-05,0.0016990407617299298,0.0017230265235701932,4.791524327413167e-05,5.044136931558805e-06,7.897698662614111e-05,4.03905561156347e-06,0.00047298198095031867,9.07394626114594e-08,5.99910744795132e-05,1.7917305188042857e-12,2.1776773999693353e-07,2.9597114608369196e-09,9.62838772892354e-05,1.083168836723563e-08,2.682657282240705e-13,5.357713007152002e-09,1.0468551433441052e-10,8.470018483716375e-07,8.791282004549183e-07,2.7341284444967805e-09,1.0893660700826432e-06,6.892580968593551e-08,8.359207249762979e-12
