Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279)
0.00035924722648161974,0.7897111604295636,0.0012930056723187754,0.00043563650995811083,0.0005085643650336205,0.08628374560268079,0.0,0.0,0.0006846644692327862,4.7770671468280444e-05,0.43664772098690546,0.026665986995567915,0.00014515764779207647,2.1487914608997372e-10,3.4811858036212176e-08,6.011613913948679e-07,0.00033540742376119055,0.004512405736058068,4.201363702421061e-05,1.2193415265126029e-09,8.752329665120482e-06,5.05413188898749e-10,1.4043707796534176e-07,5.263359241271174e-05,5.6739895149294514e-08,0.00014568362578577083,3.645078979483998e-08,3.3805126542700234e-05,1.2282192919709269e-05,4.607329800829435e-08,2.989042210601776e-07,3.2884604504199836e-10,1.3163583666605332e-08,2.091942063900162e-06,3.76,0.0,0.0034719849133771235,0.44533788549521675,0.3046601819099238,0.002664399686261264,0.07866189335642089,0.6205627840390245,0.0002677260516804795,1.844842278512997e-12,0.30332920469604135,0.00015981754110219398,0.019919066130018502,5.421922823093164e-09,4.425509816345788e-08,3.411227483786417e-06,1.1185970098910432e-05,0.0009498051573975596,2.5237926323612966e-09,0.0024786275042194684,7.287143754286293e-05,1.4901478898558384e-05,0.07527497935980709,0.005355952252258583,0.0001720667643500017,1.6522607195560615e-05,0.00025433472655214044,1.849229840751144e-05,0.003433854453878114,0.005690715169350568,2.553324312600591e-07,3.400091325650774e-12,3.939986914553646e-06,3.061465570518998e-08,0.009907235513565416,4.607021904953385e-08,4.465731990584442e-13,1.7273412901557997e-08,5.928005674337233e-06,3.469418725778644e-10,4.712788564579378e-07,5.594716205521967e-11,8.587345478221984e-06,3.3059502561765433e-05,0.0030478365202324833,2.338398077576415e-09,1.6349276553570338e-09,0.0027951907342095624,2.0998276575162464e-09,6.0448582191350306e-05,1.4397729223179694e-05,2.578306196347312e-12,7.408819301340527e-05,1.0140738440225105e-06,0.001521005806389456,2.2908421639718035e-05,1.6980062476097094e-12,3.908067661224977e-13,1.1945143204722308e-10,1.0572291991399511e-12,9.794005512701388e-10,1.2212840849765525e-08,4.6098310511507544e-07,0.0006313986649892165,0.000290297049253076,3.380765438905215e-05,0.00016037468940276469,5.978982776745563e-08,5.194638544318931e-07,1.4895215240608268e-08,0.0009835786015485392,1.0695665639274964e-07,1.3720470602886118e-05
0.0003604078471354163,0.7898526451711597,0.0013065600994931715,0.00043974416539239194,0.000512050070891807,0.08639178689731358,0.0,0.0,0.0006808461076412458,4.7228959517769115e-05,0.43795664297393216,0.026801955755970924,0.00014468151358225612,2.2231999660703578e-10,3.551057123805983e-08,6.067270379453491e-07,0.00033560487195548365,0.004458835572292882,4.2359208260471855e-05,1.2272824910980602e-09,8.858315642302757e-06,5.134676474925438e-10,1.425984640889458e-07,5.262911688810306e-05,5.652101827336067e-08,0.00014601240903829802,3.6908451480155817e-08,3.389268529495341e-05,1.2222955548886203e-05,4.626981161431985e-08,2.998294003065455e-07,3.2953483863975835e-10,1.3286938939855308e-08,2.0810915219148734e-06,3.76,0.0,0.0034006343006715736,0.44360993841981694,0.30548399297704965,0.0026544681364691807,0.07769440679915314,0.6212919724146729,0.00026668725801152956,1.8147568562228123e-12,0.30443421361050327,0.00015923101275888197,0.01995291261843723,5.380099867238964e-09,4.433048513214344e-08,3.401457769026451e-06,1.1009926687788907e-05,0.0009385958372843977,2.4968071039537733e-09,0.002452179828789159,7.272203249085017e-05,1.4864958366686092e-05,0.07519248612657688,0.005289990195145397,0.0001717101921454884,1.64879764225011e-05,0.0002529280540244671,1.8454274841999772e-05,0.0034296507091636165,0.005673059303841729,2.5288960523542527e-07,3.3675623326752748e-12,3.919757074549053e-06,3.0457412638944115e-08,0.009832137103346569,4.5788073524475085e-08,4.4230082989222974e-13,1.726784489120885e-08,5.9822072710609185e-06,3.452162379899907e-10,4.687905052883556e-07,5.5605499991093445e-11,8.57566437668302e-06,3.301060745431832e-05,0.003053278105494821,2.3254632902044674e-09,1.623513965547192e-09,0.0027726867911724634,2.0739756876860097e-09,6.047230064586123e-05,1.4304347820238056e-05,2.5512082326506248e-12,7.355125707009191e-05,1.0206912268348596e-06,0.0015054624742390063,2.3072665581848766e-05,1.7067385108117217e-12,3.928184099690965e-13,1.208565257689065e-10,1.0768660740806077e-12,9.73031674754085e-10,1.2168034908499345e-08,4.674067755908983e-07,0.0006324075742740156,0.0002911509202660104,3.382739803022825e-05,0.00015999602026016483,5.999550856345412e-08,5.181821525453808e-07,1.4859506410880944e-08,0.0009828360836290988,1.0660080958277717e-07,1.374719587844563e-05
0.0003615684677892129,0.789993420723461,0.0013204322941271509,0.0004439610797621474,0.000515637913951719,0.0864968880705059,0.0,0.0,0.0006770841402451712,4.669649954628369e-05,0.4392612887026354,0.026938804323660217,0.00014421338402852965,2.3010938805162778e-10,3.623242066531691e-08,6.124681554191899e-07,0.0003357970541852508,0.004405592991715153,4.2709457838554334e-05,1.2354118326693744e-09,8.964809184503085e-06,5.217116806929835e-10,1.4482169027452021e-07,5.26230882117469e-05,5.630611210850576e-08,0.00014633040360043637,3.7372702721252814e-08,3.3976208020667086e-05,1.2162031761570031e-05,4.646635703265157e-08,3.00799582762676e-07,3.302272731055866e-10,1.341190350493275e-08,2.070094202495167e-06,3.76,0.0,0.003330566520431018,0.44188453127313615,0.30630583057146155,0.002644360017570125,0.0767305352201537,0.6220214031811101,0.0002656499912641391,1.7849541818747814e-12,0.3055376864675907,0.00015865137987253227,0.019986047217891875,5.338713782588955e-09,4.44042914035163e-08,3.391754224925818e-06,1.0836581482575367e-05,0.0009274246862443184,2.4697807371622594e-09,0.0024256896896979714,7.25747476965414e-05,1.482854016413311e-05,0.07510721961772848,0.0052240991516909925,0.0001713618741962788,1.6454092585207484e-05,0.00025153986837914795,1.841679171839123e-05,0.0034253549187012616,0.005655353995454105,2.504786844310778e-07,3.3354581906853657e-12,3.899450527550588e-06,3.029957325398099e-08,0.009756380911130994,4.5508413416971135e-08,4.3808426054370106e-13,1.7265417902962553e-08,6.037629361874826e-06,3.435207952043272e-10,4.6629814313533e-07,5.526542556107708e-11,8.56411712931602e-06,3.296144466584999e-05,0.0030589634034447724,2.3125565548521086e-09,1.6121847649937262e-09,0.002750027666802848,2.0481515701247127e-09,6.049507032534253e-05,1.4210698286113984e-05,2.524218964994702e-12,7.301537998589314e-05,1.027519712879551e-06,0.0014899257308534127,2.324279519185341e-05,1.7158479905529143e-12,3.9491692748226576e-13,1.2229471300515967e-10,1.0970617621325335e-12,9.666968552060459e-10,1.212309846601987e-08,4.739760848057395e-07,0.0006334295259031497,0.00029199485934897437,3.384462172167105e-05,0.0001596167004926802,6.019709004996245e-08,5.169085546437588e-07,1.4823571994711244e-08,0.0009820205049102804,1.0625068808833674e-07,1.377414820940765e-05
0.0003627290884430095,0.7901334983288072,0.0013346337589967617,0.00044829136498123764,0.0005193314884591086,0.08659903080599904,0.0,0.0,0.0006733778874027582,4.61731013138911e-05,0.44056175093600985,0.02707656210928855,0.00014375329307758053,2.3826813532862015e-10,3.697848480826395e-08,6.183916427908074e-07,0.0003359837560346258,0.004352672727898637,4.306450840543556e-05,1.2437380331865475e-09,9.07179909322638e-06,5.301534988832872e-10,1.471092285689803e-07,5.261551963728877e-05,5.60951503796507e-08,0.00014663741843215183,3.7843715392571365e-08,3.405560510904311e-05,1.2099407062666305e-05,4.666291164027493e-08,3.018159621098669e-07,3.30923434221157e-10,1.353852366247094e-08,2.058950105989119e-06,3.76,0.0,0.003261757262547768,0.44016149916797626,0.30712577518031375,0.002634074340195393,0.07577021602152013,0.6227511597520552,0.0002646141523134883,1.7554305198152225e-12,0.3066397156001454,0.0001580785493362256,0.020018464715496537,5.2977559905565435e-09,4.4476505475486365e-08,3.3821162761864497e-06,1.0665880265580483e-05,0.0009162913088326196,2.442714965085264e-09,0.002399158542889916,7.242959334600532e-05,1.4792224894478676e-05,0.07501915714798876,0.005158280974922573,0.00017102188722147702,1.6420963361823635e-05,0.00025017005206692377,1.837985221962733e-05,0.0034209638821689477,0.005637594101685223,2.4809919275562103e-07,3.3037725601219588e-12,3.879066223912186e-06,3.014112936700521e-08,0.009679964921611554,4.5231207795506967e-08,4.339226583839383e-13,1.7266201734531654e-08,6.0943138240772685e-06,3.4185540386707405e-10,4.6380128800221756e-07,5.492688154495831e-11,8.552707197887809e-06,3.2912011896535595e-05,0.003064897237063074,2.299676927520949e-09,1.6009386033830726e-09,0.0027272120034209538,2.0223560330144702e-09,6.0516881429262364e-05,1.4116765562603596e-05,2.4973349079633205e-12,7.248057832000191e-05,1.0345670521699855e-06,0.001474396720525684,2.3419029103585865e-05,1.7253475751004654e-12,3.971052879626144e-13,1.2376742801564138e-10,1.1178390436195804e-12,9.603956023076339e-10,1.2078027118061126e-08,4.806964178979025e-07,0.0006344646141921517,0.00029282888376258224,3.38593072351259e-05,0.00015923660379219825,6.039454665132362e-08,5.156428190733503e-07,1.4787415474781876e-08,0.0009811309868732144,1.0590630213314522e-07,1.3801340050770937e-05
0.00036388970909680607,0.7902728891906711,0.001349176545544131,0.0004527393410501799,0.0005231345662401251,0.08669819538266098,0.0,0.0,0.0006697266783736167,4.565857802541797e-05,0.4418581229212688,0.027215259532089073,0.00014330127686950644,2.4681869731701076e-10,3.774990648701913e-08,6.24504754244421e-07,0.0003361647470200107,0.0043000695117379716,4.3424486082499795e-05,1.2522699670210808e-09,9.179273495416418e-06,5.388017691301443e-10,1.4946367658648218e-07,5.260642344523702e-05,5.588810697651585e-08,0.0001469332554459603,3.832166719930254e-08,3.4130784271526174e-05,1.2035066372275308e-05,4.6859449435475246e-08,3.028797899118673e-07,3.3162340274923903e-10,1.3666847226783197e-08,2.0476591518180264e-06,3.76,0.0,0.003194182652446458,0.43844067432189,0.3079439081373793,0.0026236100451055176,0.07481338627761693,0.6234813271384662,0.00026357964029422937,1.726182180100996e-12,0.30774039522956304,0.000157512429659808,0.020050159557492443,5.257218025696972e-09,4.4547115092265666e-08,3.3725433357405495e-06,1.04977698847672e-05,0.0009051952951722194,2.41561115777484e-09,0.002372587781515052,7.228657964575694e-05,1.4756013008374945e-05,0.07492827441825346,0.005092537410144176,0.0001706903114180584,1.6388596743650787e-05,0.0002488184925501382,1.8343459545869823e-05,0.0034164742179738153,0.005619774320568645,2.457506624219047e-07,3.272499212013676e-12,3.8586030289151e-06,2.998207213283069e-08,0.009602886829383542,4.495642560927148e-08,4.29815205308893e-13,1.7270270408012398e-08,6.1523043879166306e-06,3.4021993398288156e-10,4.6129943817024617e-07,5.458980921875547e-11,8.541438042695461e-06,3.2862306319415984e-05,0.0030710845677352134,2.2868234210204395e-09,1.5897740288319672e-09,0.0027042383726372855,1.996589762376874e-09,6.053772242686598e-05,1.4022534150062366e-05,2.470552552342912e-12,7.194686715503414e-05,1.0418413853012454e-06,0.001458876546840125,2.360159691680539e-05,1.7352507967661626e-12,3.9938660912109527e-13,1.252761795503083e-10,1.1392218670401077e-12,9.541274147320353e-10,1.2032816060396976e-08,4.875734199174287e-07,0.0006355129294296604,0.0002936530111564653,3.387143538082573e-05,0.0001588555988510464,6.058785241095645e-08,5.143846957515407e-07,1.475104021750029e-08,0.0009801666046890007,1.0556766342827663e-07,1.3828784170467366e-05
0.00036505032975060265,0.7904116044795366,0.0013640732847112434,0.0004573095515825083,0.0005270511087544042,0.08679436061304638,0.0,0.0,0.0006661298502378754,4.515274613693877e-05,0.44315049842994797,0.027354928071237662,0.00014285737455629842,2.5578524941436315e-10,3.854789652613866e-08,6.308151164792619e-07,0.0003363397796564525,0.004247778068424608,4.37895205347731e-05,1.2610169235979238e-09,9.287219798586019e-06,5.476656512422376e-10,1.5188776530505477e-07,5.2595810886703345e-05,5.56849558844845e-08,0.000147217709166184,3.880674196403416e-08,3.420165041472248e-05,1.1968994008396347e-05,4.7055940851772793e-08,3.0399237881511464e-07,3.32327254413049e-10,1.3796923620427842e-08,2.036221175847236e-06,3.76,0.0,0.0031278192415787136,0.4367218858903111,0.3087603116858182,0.0026129660005894556,0.07385998271547163,0.6242119920392459,0.00026254635250017033,1.6972055177692532e-12,0.30883982156628675,0.0001569529309315,0.02008112583330835,5.2170915339579494e-09,4.461610720927868e-08,3.3630347965512175e-06,1.0332198220386308e-05,0.0008941362208604083,2.388470622040439e-09,0.002345978735737567,7.214571653737228e-05,1.4719904751746735e-05,0.07483454544755509,0.005026870095910357,0.00017036723001696762,1.6357000976576285e-05,0.00024748508198699947,1.8307616838802356e-05,0.003411882352762031,0.005601889180428824,2.434326337626466e-07,3.241632025410763e-12,3.838059720206226e-06,2.982239202443636e-08,0.009525144033173614,4.46840354594117e-08,4.2576109739395756e-13,1.7277702478462014e-08,6.211646778311761e-06,3.3861426985949627e-10,4.58792071128635e-07,5.425414824095252e-11,8.530313090307498e-06,3.281232456545074e-05,0.003077530500263452,2.27399500410843e-09,1.5786895842707205e-09,0.002681105274963901,1.970853402454416e-09,6.055757979020427e-05,1.3927988082839483e-05,2.443868361788743e-12,7.141426011750907e-05,1.0493512681560852e-06,0.0014433662731845804,2.3790739868290316e-05,1.7455718810760448e-12,4.0176416837911413e-13,1.2682255555272303e-10,1.1612354222841661e-12,9.478917755686998e-10,1.1987460048907377e-08,4.946130111237229e-07,0.0006365745570131396,0.000294467259550475,3.3880985961091634e-05,0.0001584735490057286,6.077698094966918e-08,5.131339252688944e-07,1.4714449474359101e-08,0.0009791263851721957,1.0523478473404553e-07,1.3856493661695546e-05
0.00036621095040439923,0.7905496553375385,0.001379337225086221,0.00046200677357031956,0.0005310852783244899,0.08688750377646383,0.0,0.0,0.0006625867475071177,4.465542518782951e-05,0.4444389718018611,0.02749560032058817,0.0001424216282524656,2.651936026484227e-10,3.937373835883979e-08,6.373307560754554e-07,0.00033650858833772946,0.004195793116667385,4.415974511793311e-05,1.2699886336503228e-09,9.39562464293924e-06,5.567548256563251e-10,1.5438436809762685e-07,5.258369212324295e-05,5.5485671147670985e-08,0.0001474905663666615,3.9299129862645893e-08,3.426810550698898e-05,1.1901173669129872e-05,4.725235244703349e-08,3.051551076778596e-07,3.330350593108931e-10,1.3928803888824422e-08,2.024635927702258e-06,3.76,0.0,0.003062643998051437,0.4350049597911387,0.3095750690449586,0.0026021409997153307,0.07290994168928261,0.6249432429368421,0.0002615141842788217,1.6684969320261608e-12,0.309938092916705,0.00015639996431382445,0.020111357258533274,5.17736825373512e-09,4.4683467955490424e-08,3.353590023166123e-06,1.0169114155690289e-05,0.0008831136468488637,2.3612946012149476e-09,0.002319332672506145,7.200701357764181e-05,1.4683900133232149e-05,0.07473794250181072,0.004961280565350489,0.00017005273010135748,1.6326184639384707e-05,0.00024616971642179403,1.8272327157039883e-05,0.003407184511967418,0.005583933028871909,2.41144654093254e-07,3.211164972344567e-12,3.817434985049557e-06,2.966207881163185e-08,0.009446733629847354,4.441400552568948e-08,4.217595429265969e-13,1.728858127524054e-08,6.272388773109232e-06,3.3703831021747325e-10,4.562786426535972e-07,5.3919836572727276e-11,8.519335722249475e-06,3.276206268206984e-05,0.003084240288093995,2.2611905988786474e-09,1.5676838029115313e-09,0.0026578111395645435,1.9451475562350787e-09,6.057643779439676e-05,1.3833110916865258e-05,2.4172787714509106e-12,7.08827693970485e-05,1.057105698143499e-06,0.0014278669232520621,2.3986711565325292e-05,1.7563257886041745e-12,4.042414125025232e-13,1.2840822862290741e-10,1.1839062254874135e-12,9.416881498959695e-10,1.1941953352267442e-08,5.018214053245932e-07,0.0006376495765217993,0.0002952716473162019,3.3887937721392766e-05,0.00015809031183540518,6.09619054224272e-08,5.118902379556439e-07,1.467764638319766e-08,0.0009780093046024446,1.0490768049840456e-07,1.3884481963696528e-05
0.0003673715710581958,0.7906870528800928,0.0013949822709231692,0.00046683603080305465,0.0005352414497143479,0.08697760054871669,0.0,0.0,0.0006590967215101072,4.416643764617375e-05,0.4457236379900487,0.027637310046640686,0.00014199408243870787,2.7507162033009856e-10,4.022879422773276e-08,6.44060124927462e-07,0.0003366708881949721,0.0041441093673446425,4.453529701071353e-05,1.279195296895229e-09,9.50447385062887e-06,5.660795269799586e-10,1.5695650936073695e-07,5.2570076161135266e-05,5.5290226817826484e-08,0.00014775160568692567,3.979902760717354e-08,3.4330048439229365e-05,1.1831588415124663e-05,4.744864651219414e-08,3.063694235338575e-07,3.337468810180069e-10,1.4062540724649927e-08,2.0129030678788607e-06,3.76,0.0,0.0029986342973424077,0.4332897185190659,0.31038826448040946,0.0025911337574418074,0.07196319915420338,0.6256751701976638,0.0002604830289197777,1.6400528654238762e-12,0.3110353097962184,0.00015585344173558202,0.020140847156967505,5.138039998814321e-09,4.4749182593728516e-08,3.3442083519501567e-06,1.0008467548706068e-05,0.0008721271192931307,2.3340842748629477e-09,0.0022926507952687808,7.1870480133492e-05,1.464799893901467e-05,0.0746384360167787,0.004895770247460874,0.00016974690302162815,1.629615669571024e-05,0.00024487229602649984,1.8237593525964208e-05,0.003402376709166637,0.005565900021100462,2.388862773810262e-07,3.181092113482781e-12,3.796727417458794e-06,2.950112153866461e-08,0.009367652408087528,4.414630362922644e-08,4.1780976184045243e-13,1.7302995103701094e-08,6.3345802894611445e-06,3.3549196436983283e-10,4.537585858295507e-07,5.358681038623205e-11,8.508509297573951e-06,3.2711516092457675e-05,0.0030912193386180794,2.2484090777651992e-09,1.5567552068975676e-09,0.0026343543238423733,1.919472785967454e-09,6.059427853338e-05,1.3737885713684725e-05,2.390780186836527e-12,7.035240576473245e-05,1.0651141413813591e-06,0.0014123794815254363,2.4189778750381348e-05,1.7675282492396886e-12,4.068219655171645e-13,1.3003496124215193e-10,1.2072622003941256e-12,9.355159857718082e-10,1.1896289751459348e-08,5.092051276354036e-07,0.000638738060647309,0.00029606619315876984,3.389226829881532e-05,0.00015770573871015707,6.114259847351472e-08,5.106533528419455e-07,1.4640633969419786e-08,0.000976814286419316,1.0458636703894192e-07,1.3912762869841802e-05
0.0003685321917119924,0.7908238081998489,0.0014110230191126253,0.0004718026144238466,0.0005395242241647121,0.08706462492814405,0.0,0.0,0.0006556591288095834,4.36856087288895e-05,0.44700459260437697,0.02778009224990817,0.000141574784069858,2.854494015527344e-10,4.11145104219058e-08,6.510121191212005e-07,0.00033682637394205205,0.004092721519732752,4.491631731311577e-05,1.2886476084919877e-09,9.613752370617641e-06,5.756505840847571e-10,1.5960737348621728e-07,5.2554970779567436e-05,5.509859684052848e-08,0.00014800059723002075,4.030663866233034e-08,3.438737487774718e-05,1.1760220652391062e-05,4.764478075279915e-08,3.07636844599503e-07,3.3446277603735636e-10,1.419818857304109e-08,2.001022164600223e-06,3.76,0.0,0.0029357679131759664,0.4315759809501377,0.31119998337623256,0.0025799429075735766,0.07101969064494824,0.6264078661774344,0.0002594527775372233,1.61186980316273e-12,0.3121315750483752,0.00015531327594514078,0.02016958844153836,5.099098655142368e-09,4.481323547866873e-08,3.3348890887056516e-06,9.850209202151584e-06,0.0008611761693841158,2.306840758484421e-09,0.002265934243682035,7.173612531949358e-05,1.4612200721266107e-05,0.07453599451425794,0.0048303404681425445,0.0001694498437500213,1.626692643061452e-05,0.00024359272555234704,1.8203418917578972e-05,0.0033974547328611683,0.005547784107519541,2.3665706461491603e-07,3.151407602972513e-12,3.77593551507407e-06,2.9339508499807377e-08,0.009287896841715507,4.388089721262428e-08,4.139109863450245e-13,1.7321037530728662e-08,6.398273558666857e-06,3.3397515255033765e-10,4.5123130977303645e-07,5.3255003915131544e-11,8.49783714514542e-06,3.2660679571670566e-05,0.0030984732183676937,2.2356492617057435e-09,1.5459023064240061e-09,0.0026107331128858774,1.893829613570138e-09,6.061108183015737e-05,1.3642295010624181e-05,2.3643689805476634e-12,6.982317859060693e-05,1.073386562542408e-06,0.0013969048937402455,2.440022212284578e-05,1.779195806618829e-12,4.095096390146143e-13,1.3170461123505694e-10,1.2313327634286273e-12,9.293747136428487e-10,1.1850462538651513e-08,5.167710323473131e-07,0.0006398400739894181,0.00029685091609889675,3.389395416751729e-05,0.00015731967432809123,6.131903218996987e-08,5.094229765060373e-07,1.4603415147239143e-08,0.000975540198789433,1.0427086180558375e-07,1.3941350531931732e-05
0.000369692812365789,0.7909599323726361,0.0014274748025963166,0.00047691210094319875,0.0005439384446006857,0.08714854915523841,0.0,0.0,0.0006522733297527689,4.321276620168815e-05,0.44828193195662325,0.027923983230267648,0.00014116378315960412,2.963591822813984e-10,4.203242346093474e-08,6.581961158350867e-07,0.0003369747185478859,0.004041624258442219,4.5302951173616786e-05,1.2983567898803432e-09,9.723444218665773e-06,5.854794592586488e-10,1.6234031582642221e-07,5.253838245321278e-05,5.49107549431252e-08,0.00014823730214098723,4.082217352562648e-08,3.443997710828144e-05,1.1687052114641448e-05,4.784070799158044e-08,3.0895896593174724e-07,3.3518279340519523e-10,1.4335803712045404e-08,1.988992690537958e-06,3.76,0.0,0.0028740230085773856,0.4298635621368756,0.31201031231029197,0.0025685669995289587,0.07007935125311178,0.6271414253321494,0.00025842331894676996,1.5839442724471193e-12,0.31322699397097237,0.00015477938032637092,0.02019757359380257,5.060536175375527e-09,4.4875610011647145e-08,3.3256314978457986e-06,9.694290833587276e-06,0.0008502603131602134,2.2795651032235132e-09,0.0022391840933227987,7.160395764448453e-05,1.4576504734207297e-05,0.07443058451362296,0.00476499245139305,0.00016916165078373262,1.6238503428173842e-05,0.00024233091391054803,1.8169806165048398e-05,0.0033924141331240286,0.0055295790204157175,2.344565834758001e-07,3.1221056840017302e-12,3.7550576757292633e-06,2.9177227212662838e-08,0.009207463082720949,4.361775315055317e-08,4.1006246033891167e-13,1.7342807767901673e-08,6.463523273339427e-06,3.324878099931273e-10,4.4869619828258937e-07,5.2924349301144e-11,8.487322525116601e-06,3.2609547216882666e-05,0.003106007658229914,2.222909918489117e-09,1.5351235954469025e-09,0.0025869457190330777,1.868218521100365e-09,6.062682495187921e-05,1.3546320794422722e-05,2.3380414888102388e-12,6.929509585993344e-05,1.0819334578733967e-06,0.0013814440673322547,2.4618337243928554e-05,1.7913458795109463e-12,4.1230844629859617e-13,1.3341913831569743e-10,1.256148925319208e-12,9.23263742901641e-10,1.1804464472383103e-08,5.245263243083922e-07,0.0006409556717694244,0.0002976258354552325,3.3892970580773534e-05,0.0001569319562325727,6.149117805313765e-08,5.081988018571807e-07,1.4565992720883456e-08,0.0009741858520227649,1.0396118331899689e-07,1.3970259475632292e-05
0.00037085343301958556,0.7910954364612821,0.001444353739729402,0.0004821703660629886,0.0005484892104507768,0.08722934362635144,0.0,0.0,0.0006489386879296298,4.274774019039111e-05,0.4495557531094005,0.02806902065664199,0.00014076113275345627,3.0783579771134784e-10,4.298416769973986e-08,6.656220106964402e-07,0.0003371155717793723,0.003990812252434943,4.569534792818151e-05,1.3083346246077255e-09,9.833532413612425e-06,5.955782918255506e-10,1.651588742877206e-07,5.2520316268127144e-05,5.472667458046986e-08,0.00014846147216076696,4.1345850001278123e-08,3.44877438729957e-05,1.1612063845183477e-05,4.803637573588548e-08,3.1033746300231046e-07,3.3590697390129937e-10,1.4475444256008783e-08,1.976814019394327e-06,3.76,0.0,0.002813378127019222,0.4281522730915639,0.31281933913418014,0.002557004494916778,0.0691421155982852,0.6278759443351501,0.00025739453953517645,1.5562728417605371e-12,0.31432167444987386,0.00015425166840433042,0.020224794642124382,5.02234456102409e-09,4.4936288592405247e-08,3.316434795495586e-06,9.540665047372553e-06,0.0008393790512856059,2.2522582955211277e-09,0.002212401355345246,7.147398496499139e-05,1.4540909904851626e-05,0.07432217043899725,0.004699727320787823,0.00016888242694642835,1.621089764892773e-05,0.0002410867737452373,1.813675795601752e-05,0.0033872502092279206,0.005511278259697981,2.322844074862431e-07,3.093180677547128e-12,3.7340921938458555e-06,2.9014264390121458e-08,0.009126346954007323,4.335683762258037e-08,4.0626343793751275e-13,1.736841101459587e-08,6.53038666712197e-06,3.310298862664145e-10,4.461526086488926e-07,5.2594776485988876e-11,8.476968625534216e-06,3.255811239996128e-05,0.003113828558794962,2.21018975982116e-09,1.524417547008463e-09,0.0025629902814924576,1.84263995134316e-09,6.0641482426554106e-05,1.3449944486260895e-05,2.3117940100054596e-12,6.876816418820238e-05,1.0907658897743296e-06,0.0013659978718714122,2.484443549293416e-05,1.8039968199618062e-12,4.152226156719621e-13,1.3518061108358145e-10,1.281743399676083e-12,9.17182459186339e-10,1.175828773344069e-08,5.324785824934961e-07,0.0006420848984287832,0.0002983909708269742,3.388929150957326e-05,0.00015654241427443013,6.165900688820729e-08,5.069805068472796e-07,1.4528369385703664e-08,0.0009727499958252613,1.0365735189877437e-07,1.3999504616119543e-05
