Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467)
2.2940585670279652e-18,0.5472483053943682,1.8275155214741494e-25,1.323442449416539e-29,6.928848781548707e-38,1.5006687480711773e-37,0.0,0.0,5.510403938951433e-21,5.484541957767506e-37,2.170311034845471e-46,2.525052045360804e-46,1.3208062552706845e-51,4.160712586671065e-71,4.100492176332706e-48,4.401959046317703e-35,5.1759419198238713e-51,2.327923324949454e-34,6.22317954249553e-85,1.6351273741982987e-74,6.36962469883797e-81,3.378511223666751e-80,2.3105366360842898e-25,6.96200053480968e-71,5.1138674981678016e-58,2.1531337912940858e-91,5.774846662419513e-104,6.2534954575900825e-83,2.5384905594513478e-104,1.2440017965246686e-99,2.280748221482575e-56,4.599187674983897e-102,3.327845652836761e-100,1.3977204350518227e-113,3.76,0.0,0.8684769169161985,0.999999999999612,3.615921016208556e-47,4.151583897105949e-64,2.840464811292401e-17,2.840464811292401e-17,3.879399318392888e-13,2.3169759216283085e-38,2.3279233249483564e-34,5.5105866905027155e-21,2.7787709024512136e-37,6.713171268351849e-34,4.8854203797220207e-57,1.785433650111183e-34,8.98399723628716e-39,6.80870434464625e-42,1.46983628468301e-39,6.995682672360839e-38,1.2703862959269731e-36,1.8275796168302703e-35,4.960858641599873e-41,2.5487631904425044e-44,5.658583369193714e-39,6.506043711484714e-45,6.454133330242007e-50,1.9728859111024872e-39,5.919509076950412e-54,2.310536636524485e-25,2.861672357543375e-62,1.1898895157042014e-66,3.5962642949085e-55,1.9320095166621595e-57,2.744485091272801e-59,2.176766838379434e-48,1.2023500373837234e-66,4.948298895409365e-63,3.2391303216803975e-62
4.5901102344616896e-18,0.5472483053943682,3.6566188062442196e-25,2.6480347341770186e-29,2.773345229984451e-37,6.006585852992821e-37,0.0,0.0,1.1025595370462086e-20,2.195246095990864e-36,1.7375684696086436e-45,2.0215769756946994e-45,1.0574481135173039e-50,3.331099959746346e-70,1.6412654893148431e-47,1.7619308018484014e-34,4.143900730116337e-50,9.317760062099633e-34,1.9938760410350455e-83,2.619248419991523e-73,2.041475862464941e-79,1.0828187593433744e-78,4.623080687999919e-25,1.1148271697469767e-69,4.0942034605061076e-57,6.94928633817159e-90,3.701789482065743e-102,2.0042557622492283e-81,1.6266959752090963e-102,7.975623525155542e-98,1.8259853731682045e-55,2.948660497781262e-100,2.1335696025958624e-98,1.7927153317108507e-111,3.76,0.0,0.8684769169161985,0.9999999999992237,2.8949354473627406e-46,6.64794335251911e-63,5.683397446052475e-17,5.683397446052475e-17,7.762169063874584e-13,9.273942203925605e-38,9.317760062090843e-34,1.1025961032339246e-20,1.1122325295772687e-36,2.6870180100837663e-33,3.9113068485141336e-56,7.146387574741382e-34,3.5959402099707594e-38,2.7252561390775064e-41,5.883175640962211e-39,2.8000961964811707e-37,5.084855905910894e-36,7.315081277269368e-35,1.9856362939217026e-40,1.0260534113620127e-43,2.264908017035995e-38,2.604113150148169e-44,5.167270759869328e-49,7.896685133452492e-39,2.3704242320914536e-53,4.623080689761849e-25,4.582441983031051e-61,1.905389222594093e-65,1.4398595836719322e-54,1.5467823509478763e-56,2.197813960505022e-58,1.742737089966727e-47,1.925342448171275e-65,7.923790459099455e-62,2.5932737872458176e-61
9.182213569329138e-18,0.5472483053943682,7.314825375868139e-25,5.297219350716109e-29,1.109699342748262e-36,2.403416739303781e-36,0.0,0.0,2.2055978233474808e-20,8.783843824416747e-36,1.390582857753093e-44,1.6178759785290925e-44,8.462798743131757e-50,2.6658923555309973e-69,6.567199802000432e-47,7.050018226029656e-34,3.316380000085815e-49,3.728317734521597e-33,6.384339962576128e-82,4.1932347654548116e-72,6.53784052975901e-78,3.467734544775286e-77,9.248168789186563e-25,1.7844495058767725e-68,3.276607098992216e-56,2.2565491463416472e-88,2.371030925567753e-100,6.41864216042098e-80,1.0417457994360041e-100,5.1088873561712816e-96,1.4613432582449907e-54,1.888802092429699e-98,1.3666852231285277e-96,2.29700373844656e-109,3.76,0.0,0.8684769169161984,0.9999999999984471,2.316828187259624e-45,1.0641038816819624e-61,1.1369262715572626e-16,1.1369262715572626e-16,1.5527708456430775e-12,3.71078511167943e-37,3.728317734514563e-33,2.2056709715998537e-20,4.450378868268717e-36,1.0751572041930469e-32,3.1302342048056952e-55,2.8594858899203407e-33,1.4388444914608758e-37,1.0904574380081975e-40,2.354036574157738e-38,1.120403208025613e-36,2.034604695492283e-35,2.9269853443778743e-34,7.945131588400149e-40,4.152636738387038e-43,9.062582247242059e-38,1.0419845748460005e-43,4.135402927277265e-48,3.1597026442317366e-38,9.4934108186134e-53,9.248168796236574e-25,7.334921652114407e-60,3.049876179444591e-64,5.764648142446038e-54,1.237895968481479e-55,1.7591419731069024e-57,1.3947193460293268e-46,3.081814439851063e-64,1.2683277083407632e-60,2.0754071786353165e-60
1.8366420239064033e-17,0.5472483053943682,1.46312385154511e-24,1.0595588771866815e-28,4.4395200102930814e-36,9.615232000755175e-36,0.0,0.0,4.411674395946594e-20,3.514109499323824e-35,1.1126775636162418e-43,1.2945465938877676e-43,6.771524841794265e-49,2.1331189242065563e-68,2.62730754912175e-46,2.820466358018645e-33,2.6536078740821893e-48,1.4915698794649147e-32,2.0436188787647414e-80,6.71112609777852e-71,2.0929281501285822e-76,1.1101095555357388e-75,1.8498344980981376e-24,2.855700197208279e-67,2.6217835400975243e-55,7.422489043409219e-87,1.5180634681551703e-98,2.0547696296466386e-78,6.669287369432265e-99,3.271124875354671e-94,1.1692966444980382e-53,1.2093646078128355e-96,8.750629544512607e-95,2.9416557126965895e-107,3.76,0.0,0.8684769169161983,0.999999999996894,1.8538145560340125e-44,1.7029126532507298e-60,2.2740993254612923e-16,2.2740993254612923e-16,3.1058786847914356e-12,1.4845558710761116e-36,1.4915698794592866e-32,4.411820708326204e-20,1.780441338576023e-35,4.301328915944037e-32,2.5046629558562748e-54,1.1439805544552914e-32,5.756315001684876e-37,4.3625398258861e-40,9.417679142457265e-38,4.482342394964745e-36,8.139743636777493e-35,1.1709847315980487e-33,3.1785699925931306e-39,1.6990005085038497e-42,3.6256230186424937e-37,4.1686177058668965e-43,3.308957004657234e-47,1.2640868051561952e-37,3.804884640565023e-52,1.849834500918601e-24,1.1738286826902132e-58,4.880804866481795e-63,2.3089025068600166e-53,9.905048368440764e-55,1.4076700107223785e-56,1.1159873916374597e-45,4.931916501952057e-63,2.0297414109034985e-59,1.660641069812362e-59
3.673483357853382e-17,0.5472483053943682,2.9264064795957524e-24,2.119232836645836e-28,1.7759525701640113e-35,3.8464058508321283e-35,0.0,0.0,8.823827541131093e-20,1.4057582017859279e-34,8.902265699967113e-43,1.035735609004418e-42,5.417734328985997e-48,1.7066571696152575e-67,1.0510085501748408e-45,1.1282783620609568e-32,2.1230878703292576e-47,5.966765196874445e-32,6.540588730484054e-79,1.0739362388561627e-69,6.698681029158303e-75,3.553045916495694e-74,3.699869732225712e-24,4.5695852134685924e-66,2.0976260333890823e-54,2.502857097376089e-85,9.717538464616251e-97,6.57654976612022e-77,4.26902090700372e-97,2.0939798621103552e-92,9.355261507703524e-53,7.74163404200758e-95,5.601633384536664e-93,3.766273835232818e-105,3.76,0.0,0.8684769169161981,0.9999999999937879,1.4831924611844383e-43,2.724937433702345e-59,4.548445433269351e-16,4.548445433269351e-16,6.212094205636642e-12,5.938708339254144e-36,5.966765196829414e-32,8.824120181756871e-20,7.122344978117771e-35,1.7206715954907274e-31,2.0039206218040937e-53,4.5762946410054877e-32,2.3027134911437123e-36,1.745157961607414e-39,3.767378241539261e-37,1.7930828810141386e-35,3.2561624444200675e-34,4.684320141277479e-33,1.2715314766532428e-38,7.097982953279066e-42,1.4503672397090962e-36,1.6675835175211226e-42,2.6474194940542522e-46,5.056758744758171e-37,1.527599885703222e-51,3.6998697435084835e-24,1.8783188896826404e-57,7.810090236110696e-62,9.25770647741739e-53,7.924790811883119e-54,1.1262786362007627e-55,8.928746881487932e-45,7.891876986092893e-62,3.247919913571649e-58,1.3286390000748953e-58
7.347166025747341e-17,0.5472483053943682,5.852971736233234e-24,4.238581056480212e-28,7.104099646197696e-35,1.5386249682925647e-34,0.0,0.0,1.7648133831445186e-19,5.623261619388096e-34,7.122150640197538e-42,8.286278212043588e-42,4.334393355099134e-47,1.3653905464992466e-66,4.2042052580093783e-45,4.5132970828364476e-32,1.6985509288762368e-46,2.3868032765087974e-31,2.09314973180118e-77,1.718422842349627e-68,2.1437876953679586e-73,1.1370859544341962e-72,7.399940183555305e-24,7.311708442300009e-65,1.6781805685709992e-53,8.824058486619886e-84,6.219843127780217e-95,2.1047018993117667e-75,2.7323904205865004e-95,1.340294309158095e-90,7.484564734193705e-52,4.955190121341108e-93,3.585439235901936e-91,4.821441586588241e-103,3.76,0.0,0.8684769169161977,0.9999999999875754,1.1866102966174622e-42,4.360121658247248e-58,9.097137648885466e-16,9.097137648885468e-16,1.242452461752107e-11,2.3755812443123168e-35,2.386803276472771e-31,1.7648719128530077e-19,2.8490539201375043e-34,6.882966444615606e-31,1.6032126043404492e-52,1.8305923434421515e-31,9.21122951851072e-36,6.980915969997277e-39,1.5070126105565103e-36,7.172623381018268e-35,1.3025179774982979e-33,1.8738043022380893e-32,5.08633287961701e-38,3.0804607731358364e-41,5.801705030926415e-36,6.670611303805741e-42,2.1180371534981706e-45,2.0227858055810136e-36,6.154827280193085e-51,7.399940228688225e-24,3.005464626289819e-56,1.249678626790564e-60,3.720309831599443e-52,6.340133174067298e-53,9.01080023205989e-55,7.143336620371061e-44,1.262765092566805e-60,5.196938650549455e-57,1.062961660426083e-57
1.469453136153526e-16,0.5472483053943683,1.1706102251652988e-23,8.477278699813366e-28,2.841697911141275e-34,6.154625256315366e-34,0.0,0.0,3.5296746411853736e-19,2.2493504110065656e-33,5.697855725061501e-41,6.629179883315887e-41,3.4675972009624044e-46,1.0923383546069493e-65,1.6817163074082556e-44,1.8053555529844506e-31,1.3588729968169156e-45,9.547407972995904e-31,6.698337245018878e-76,2.7495764380278646e-67,6.860456220327218e-72,3.638853052007193e-71,1.4800081018512276e-23,1.1699031707082998e-63,1.3425764437803893e-52,3.344906830689108e-82,3.980897687222787e-93,6.7353759135544466e-74,1.7487998145223326e-93,8.578354610737376e-89,5.987794271749544e-51,3.171495991103435e-91,2.294807244975173e-89,6.171836576966641e-101,3.76,0.0,0.8684769169161968,0.9999999999751505,9.493107659532346e-42,6.97637206923523e-57,1.8194522080117676e-15,1.8194522080117688e-15,2.4849382922066512e-11,9.502528271341065e-35,9.547407972707682e-31,3.529791702172397e-19,1.1396447542458459e-33,2.7532425869376124e-30,1.282600527019817e-51,7.322518348508342e-31,3.684567367246889e-35,2.7924232544820904e-38,6.02817303106059e-36,2.8691077252497337e-34,5.2101779105519284e-33,7.495369703403722e-32,2.0345745523069657e-37,1.4251349512785382e-40,2.3207292269734492e-35,2.6683034521995843e-41,1.694470341860367e-44,8.091307839974045e-36,2.4973250043376373e-50,1.4800081199047626e-23,4.808866912871804e-55,1.9995371205172447e-59,1.5018157820956727e-51,5.07222621090743e-52,7.208869605031229e-54,5.714804942332604e-43,2.0204757266508556e-59,8.315314789687776e-56,8.503895129961594e-57
2.938926203311109e-16,0.5472483053943685,2.3412363291071657e-23,1.6954678801138373e-27,1.1366909179115779e-33,2.461875279375317e-33,0.0,0.0,7.05939715717923e-19,8.997493171245701e-33,4.5583386294568e-40,5.303406790526967e-40,2.7741110206363707e-45,8.738810386148543e-65,6.726933575718351e-44,7.2214955905111695e-31,1.087111298807357e-44,3.8190025373239114e-30,2.1435091717401926e-74,4.399402208406154e-66,2.5434288972772347e-70,1.3490595497146675e-69,2.9600362417617343e-23,1.871869092507003e-62,1.0740740968898647e-51,1.735031074812224e-80,2.945149874598038e-91,2.4968121478793115e-72,1.1192561499795427e-91,7.2544913470009775e-87,4.79029284293548e-50,2.682055629011341e-89,1.9406616644898545e-87,1.382959013092695e-98,3.76,0.0,0.868476916916195,0.9999999999503009,7.59457619529988e-41,1.116233724279024e-55,3.638929094258206e-15,3.63892909425821e-15,4.969908945426784e-11,3.8010579464365775e-34,3.8190025370933306e-30,7.05963128067017e-19,4.558625389777836e-33,1.1013082331439482e-29,1.0260925991584435e-50,2.92903713302265e-30,1.4738424171773058e-34,1.116980707797229e-37,2.4112936974251635e-35,1.1476547651010359e-33,2.0840923638901302e-32,2.998178380749183e-31,8.138381051864721e-37,7.24401807447612e-40,9.283011332694804e-35,1.0673359534852217e-40,1.3555925128014109e-43,3.236556059303812e-35,1.0272156685130785e-49,2.960036313976609e-23,7.694285821827934e-54,3.199300335057814e-58,6.116618747120438e-51,4.057827971813723e-51,5.767188981873857e-53,4.57189820715051e-42,3.232801648796843e-58,1.3304672460579056e-54,6.803196843185626e-56
5.877872337626276e-16,0.5472483053943688,4.682488540422564e-23,3.390949826243172e-27,4.546788321216973e-33,9.847552271400384e-33,0.0,0.0,1.411884218881553e-18,3.5990155739453126e-32,3.6466924651112065e-39,4.242750518237741e-39,2.2193025248210522e-44,6.991089534157802e-64,2.6907870492190982e-43,2.8886128625603293e-30,8.696941991341779e-44,1.5276091840990773e-29,6.859295131790316e-73,7.039107440027892e-65,8.173860979478913e-69,4.33549574037467e-68,5.920092413259207e-23,2.9950102854203506e-61,8.592646880934933e-51,8.405486338180514e-79,1.8968356778954254e-89,8.02402899368402e-71,7.163329191403792e-90,4.660568542812804e-85,3.832257934344267e-49,1.723057641982033e-87,1.2467571112399239e-85,1.7761385177039804e-96,3.76,0.0,0.8684769169161913,0.9999999999006014,6.075696906483853e-40,1.7859853125267792e-54,7.27788286675106e-15,7.277882866751076e-15,9.939846221114487e-11,1.520437289170523e-33,1.527609183914612e-29,1.4119310437101683e-18,1.8234594305112968e-32,4.405255301020601e-29,8.208789503139338e-50,1.1716208106843657e-29,5.895403474809877e-34,4.467945904151784e-37,9.645223496046323e-35,4.5906424131402735e-33,8.336411850039178e-32,1.1992774523851174e-30,3.255369022130659e-36,4.132364469527942e-39,3.713223413925937e-34,4.269395250234543e-40,1.0844804923623035e-42,1.294629008006579e-34,4.335089003419664e-49,5.920092702120168e-23,1.231093616785327e-52,5.118912930020987e-57,2.53409729876801e-50,3.24627979286942e-50,4.613790950843027e-52,3.6575402578120885e-41,5.172512539805638e-57,2.12876059687982e-53,5.4425897696781e-55
1.1755764606256609e-15,0.5472483053943696,9.364992976780026e-23,6.781921421966053e-27,1.8187211724572243e-32,3.9390317793445097e-32,0.0,0.0,2.823773225068246e-18,1.439609890613017e-31,2.917362503357395e-38,3.394210340307708e-38,1.7754481500420364e-43,5.592887805868997e-63,1.0763175032031093e-42,1.155448030762485e-29,6.957574225692462e-43,6.110455470844279e-29,2.1949848183136364e-71,1.1262622965166787e-63,2.6159970683062844e-67,1.387550393504271e-66,1.184020432296001e-22,4.792033916294279e-60,6.874142887959572e-50,4.5019055996978055e-77,1.2142599901396473e-87,2.568045418962957e-69,4.584577467254532e-88,2.9829568524217347e-83,3.0658169149097726e-48,1.102828759894688e-85,7.979765615381852e-84,2.273531290529191e-94,3.76,0.0,0.868476916916184,0.9999999998012029,4.8605717820266694e-39,2.8575855799210323e-53,1.4555790411736686e-14,1.4555790411736746e-14,1.987970464950581e-10,6.0818156416213904e-33,6.110455469368553e-29,2.8238668747708585e-18,7.293856271286757e-32,1.7621065713929987e-28,6.567051085527222e-49,4.6864951475139725e-29,2.3581704434814585e-33,1.7871831849457568e-36,3.858098928609912e-34,1.8362616379176703e-32,3.3345732148912573e-31,4.797122011184568e-30,1.3021509553635542e-35,2.640746501028796e-38,1.4852931383913897e-33,1.7077862201511043e-39,8.67586964910727e-42,5.178529197369006e-34,1.9150051995395512e-48,1.184020547840675e-22,1.969756044978956e-51,8.190285450917727e-56,1.0835936454844064e-49,2.5970285829805765e-49,3.69105258035249e-51,2.9260408681281415e-40,8.27603602534265e-56,3.406025755406181e-52,4.3540847326013795e-54
1.7633656874886941e-15,0.5472483053943702,1.404749742686415e-22,1.0172900721160681e-26,3.86478717222842e-32,8.370450045332844e-32,0.0,0.0,4.235662231114374e-18,3.0591733056310287e-31,8.341839560027095e-38,9.705327349357809e-38,5.076677912561748e-43,1.5992175075562566e-62,2.2871763262383704e-42,2.4553288244667205e-29,1.9894328950096923e-42,1.2984732978722656e-28,1.0268637141124209e-70,4.2938795296460573e-63,1.1565103888959334e-66,6.134244021227968e-66,1.7760315799366707e-22,1.7637883923256038e-59,1.9655776178615744e-49,2.1865150979551486e-76,6.4987248767192335e-87,1.1353522862303808e-68,2.5567121215655805e-87,1.4802934255220235e-82,8.766329644628375e-48,5.472788399426341e-85,3.959959240432465e-83,1.1730585230117903e-93,3.76,0.0,0.8684769169161767,0.9999999997018044,1.3898207759700412e-38,1.0517820005081503e-52,2.183369795672222e-14,2.1833697956722353e-14,2.98195469549392e-10,1.2923955334624568e-32,1.2984732974503e-28,4.2358027056059374e-18,1.5499456169770622e-31,3.7444792204918036e-28,1.877767600432887e-48,9.958809617483439e-29,5.011121098330758e-33,3.797767578229377e-36,8.198465942184125e-34,3.902058903358059e-32,7.085973373905142e-31,1.0193891901428379e-29,2.767072901224297e-35,7.062417180212621e-38,3.1562502732974206e-33,3.629083354746713e-39,2.4836356910334807e-41,1.1004382769575565e-33,4.3747679538920864e-48,1.7760318254692788e-22,7.256139765411188e-51,3.017117359013062e-55,2.4053834843756027e-49,7.425879406460527e-49,1.0957833472923222e-50,8.366692046938921e-40,3.0487043427755386e-55,1.2547007675653948e-51,1.2449970516572048e-53
2.938944141214761e-15,0.5472483053943717,2.341250638193907e-22,1.695489013349188e-26,1.0685020207833912e-31,2.314185791231955e-31,0.0,0.0,7.059440242644372e-18,8.457720462426536e-31,3.833602575377499e-37,4.460211402247908e-37,2.3330568235830372e-42,7.349414931848419e-62,6.323373789386404e-42,6.788266331890887e-29,9.142702352038919e-42,3.58990296514062e-28,1.4997956672338003e-69,3.5310172989401004e-62,1.8650860642124564e-65,9.892598400539128e-65,2.9600537019003933e-22,1.3570760202170932e-58,9.033084380305412e-49,6.313728060598882e-75,1.769325253280379e-85,1.8308544262656044e-67,6.645965123850621e-86,4.681834619714433e-81,4.028686575540627e-47,1.7309241958695315e-83,1.2524491519380018e-81,7.907689574901838e-92,3.76,0.0,0.8684769169161621,0.9999999995030083,6.387105085889867e-38,8.092506366910484e-52,3.6389513046692964e-14,3.6389513046693336e-14,4.969916707418348e-10,3.5731547924916115e-32,3.5899029632014225e-28,7.059674366373648e-18,4.285146819757175e-31,1.035239079092168e-27,8.629529719655685e-48,2.7533199018577444e-28,1.3854320689571733e-32,1.0499721020585276e-35,2.266636022991179e-33,1.0788052924313418e-31,1.9590646180165993e-30,2.81831330178159e-29,7.650148547375577e-35,2.986834581544017e-37,8.726109871239473e-33,1.0033604211329681e-38,1.1420794317248027e-40,3.0423903422568165e-33,1.4157439656615906e-47,2.9600543807262717e-22,5.587414055283167e-50,2.323257274017419e-54,7.382683106605824e-49,3.4126544949309507e-48,5.132899926936529e-50,3.845033143120376e-39,2.3475756445928692e-54,9.661490828323637e-51,5.7215488499493155e-53
4.1145225949408275e-15,0.5472483053943732,3.277751539192069e-22,2.3736910359825323e-26,2.023336067759015e-31,4.382184159419013e-31,0.0,0.0,9.883218253612107e-18,1.6015687945543034e-30,9.513353968234276e-37,1.1068327769615228e-36,5.789648719327306e-42,1.8238088523059172e-61,1.1974050788030555e-41,1.285437948247622e-28,2.2688258948691671e-41,6.79790903418289e-28,5.96290524072216e-69,1.143687580870706e-61,7.2258507804395395e-65,3.8326616940114465e-64,4.1440756505465245e-22,4.287061030089227e-58,2.241625532507356e-48,2.776833523995165e-74,8.372487706245157e-85,7.093340927874208e-67,3.1613180150854657e-85,2.0861068106964344e-80,9.997475612753743e-47,7.712557549528585e-83,5.580594714973519e-81,3.8110674014832186e-91,3.76,0.0,0.8684769169161476,0.9999999993042128,1.5850049908084727e-37,2.5564559099292838e-51,5.0945328136663376e-14,5.0945328136664064e-14,6.957872270201446e-10,6.766282153166179e-32,6.797909029370635e-28,9.88354602623892e-18,8.114429245620608e-31,1.9603468474321915e-27,2.14147849950582e-47,5.21373488094222e-28,2.623483995720223e-32,1.988246106667683e-35,4.292141330052255e-33,2.0428446450070953e-31,3.709719144641204e-30,5.336807548022577e-29,1.4486456131545492e-34,7.1822806452496915e-37,1.6523914773629362e-32,1.900017648482282e-38,2.836345455689483e-40,5.761123756521306e-33,3.0070028726073434e-47,4.14407693598305e-22,1.766165701240063e-49,7.343749072190383e-54,1.5061030165405902e-48,8.468730829965067e-48,1.3045668414853034e-49,9.541748809968584e-39,7.420610568406653e-54,3.0539637126214414e-50,1.41984259182337e-52
5.290101048666894e-15,0.5472483053943746,4.214252445680901e-22,3.051896140022132e-26,3.250981497958374e-31,7.0410405570817725e-31,0.0,0.0,1.270699626401759e-17,2.5733075754542027e-30,1.863924757705837e-36,2.16858641285362e-36,1.1343504395000075e-41,3.573337407749348e-61,1.923920704058947e-41,2.0653667999368237e-28,4.445247130251783e-41,1.0922493741065364e-27,1.7185303751374534e-68,2.778973283532366e-61,2.148189349612485e-64,1.1394205642955585e-63,5.32809742587509e-22,1.0027702238206206e-57,4.39195805402287e-48,9.77854985705969e-74,2.8002873136321923e-84,2.1087575020724053e-66,1.0602039638769495e-84,7.455686748103721e-80,1.958778637728356e-46,2.756449404490016e-82,1.994491005330173e-80,1.6748166700131396e-90,3.76,0.0,0.868476916916133,0.9999999991054179,3.1054558477952045e-37,5.979706342845852e-51,6.550114322663347e-14,6.550114322663455e-14,8.945821383864135e-10,1.0871814396306187e-31,1.0922493731636852e-27,1.2707417685201746e-17,1.303779289456734e-30,3.1497712111430616e-27,4.1957389446047825e-47,8.377125891861332e-28,4.215270029592627e-32,3.194598966445103e-35,6.896362367632067e-33,3.282323949535826e-31,5.9605609144395394e-30,8.574871929878046e-29,2.327599583732288e-34,1.3811174376339443e-36,2.654966495678494e-32,3.0528925004743064e-38,5.561205620689724e-40,9.256638517858308e-33,5.337931820485389e-47,5.3280994912396115e-22,4.133555313503318e-49,1.7187395724704667e-53,2.580777952864804e-48,1.6592527426153254e-47,2.612599242508648e-49,1.8694934210965892e-38,1.7367266242829542e-53,7.147519984141171e-50,2.781857888316141e-52
7.641257956119027e-15,0.5472483053943774,6.087254271544839e-22,4.4083135799936025e-26,6.346545956681947e-31,1.374546236228001e-30,0.0,0.0,1.8354552283508975e-17,5.023587866661871e-30,4.735449125203743e-36,5.5094662964336426e-36,2.8819112005590777e-41,9.078347460804938e-61,3.7558602636666693e-41,4.0319900646024386e-28,1.1293504786404508e-40,2.1322825861874064e-27,8.184437194507114e-68,9.973952161787545e-61,1.1058742841072104e-63,5.865664901573068e-63,7.696140569766585e-22,3.23220229795219e-57,1.1158136565740174e-47,6.927103324133282e-73,1.6914479094291795e-83,1.0855290917992915e-65,6.554584830792122e-84,5.3964967010461276e-79,4.976438715935062e-46,1.9951498826428335e-81,1.443635498727146e-79,1.7877477049100165e-89,3.76,0.0,0.868476916916104,0.9999999987078296,7.889657748389388e-37,1.9274209972265126e-50,9.461277340657281e-14,9.461277340657496e-14,1.2921704475563664e-09,2.1224384017701593e-31,2.1322825837920178e-27,1.8355161001009438e-17,2.5452261838472557e-30,6.148954755762012e-27,1.0659609365192384e-46,1.6353749598916652e-27,8.229042772708224e-32,6.236470109425915e-35,1.3463014372356711e-32,6.407723266724952e-31,1.1636153281301811e-29,1.6739787749701782e-28,4.543919202215061e-34,3.438881571006658e-36,5.183001641817884e-32,5.960008005326521e-38,1.4150789088349988e-39,1.807072629946218e-32,1.2232125789166647e-46,7.696144601752234e-22,1.3339194162817007e-48,5.5464591355177265e-53,5.564230028291372e-48,4.215455458035161e-47,6.947677748872507e-49,4.749625939600751e-38,5.6044951279485775e-53,2.306533043235837e-49,7.067531793481017e-52
9.99241486357116e-15,0.5472483053943802,7.960256117599946e-22,5.764742351448454e-26,1.0445340486393e-30,2.262268359695398e-30,0.0,0.0,2.4002108300932768e-17,8.26796402855875e-30,9.510407839037257e-36,1.1064900090595387e-35,5.787874071522754e-41,1.8232438030899217e-60,6.181501192783831e-41,6.635963496325634e-28,2.2681236904385763e-40,3.5093766754070495e-27,2.469275052134542e-67,2.546141922726585e-60,3.463150951925091e-63,1.8368889730968862e-62,1.0064183076307792e-21,7.718798087619489e-57,2.240940249407268e-47,2.5268588535693213e-72,6.021026669285289e-83,3.3993741545320883e-65,2.2688390738669105e-83,1.9842981851905965e-78,9.994408520201282e-46,7.336196813859691e-81,5.308269846532194e-79,7.661199768893405e-89,3.76,0.0,0.8684769169160749,0.9999999983102437,1.5845142025172533e-36,4.602856157154469e-50,1.2372440358651094e-13,1.2372440358651447e-13,1.6897563851721126e-09,3.493256247538475e-31,3.5093766705962865e-27,2.400290431349854e-17,4.189005765132532e-30,1.0120124559438406e-26,2.140815719246393e-46,2.6915466836998057e-27,1.3543643246700555e-31,1.0264164750619461e-34,2.2157809293649983e-32,1.0546013537052278e-30,1.9151112513120355e-29,2.7550819606277603e-28,7.478512087702748e-34,6.822312507024869e-36,8.530331709119003e-32,9.809430794840393e-38,2.8456227686926257e-39,2.9741316125514826e-32,2.3105020383182034e-46,1.0064189712264061e-21,3.188732314262952e-48,1.3258799509553306e-52,9.981250419859814e-48,8.466067428751497e-47,1.4466682594474325e-48,9.538928091338543e-38,1.339751623063854e-52,5.513747028584919e-49,1.4194031541329425e-51
