Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467)
0.0001533244683827843,0.5474326871916205,1.882907331425368e-10,2.2219223860512612e-10,2.030984478363575e-11,7.729398108592954e-09,0.0,0.0,4.328975117309526e-07,1.7580016197917289e-09,3.973753240642932e-10,7.713452836409518e-11,9.530237849451033e-13,1.0360051077836123e-32,6.227611184569773e-23,1.697643547833638e-14,1.6342532939127598e-12,1.0717452624211263e-06,2.03581949177218e-27,1.1856552941639834e-22,1.3073881602731443e-25,2.2909228656582036e-28,9.798465245545127e-16,2.304065149493794e-17,1.1448429608162118e-17,4.1282666094039145e-23,1.3850518579017273e-30,6.773590594641525e-21,1.5128667879966908e-21,9.059773096312634e-25,2.457243236818893e-16,7.148782025637104e-27,1.761061447050858e-26,1.5486839009961192e-22,3.76,0.0,0.8665801603324489,0.9999372090587939,7.662491384776074e-09,5.906791154541664e-12,0.001895290813158815,0.0018963649148551536,6.127957084222576e-05,2.6197896510795546e-15,1.0719179093519614e-06,3.147914506305896e-07,9.296662019180697e-10,4.94644904231688e-10,1.8893013937163487e-17,8.057929662410282e-10,3.0044903547330745e-10,5.719499872625339e-10,2.966352092477963e-16,2.4088793063447376e-10,4.1502268956838346e-11,1.3509672996503213e-09,2.338351970475898e-10,7.399639733455794e-08,1.598781131553322e-13,6.7091264473013645e-15,1.0098750693187384e-11,4.2124209821585286e-12,4.998097785492213e-11,1.5407328872430533e-11,8.088653139080785e-13,1.2769116768505803e-18,2.611782269569166e-14,1.5392280961677084e-17,1.1126243685272824e-11,3.307202626909532e-12,9.850247567886641e-20,6.545641475329795e-16,1.2687600932873327e-19
0.00016100214095188828,0.5474419095223714,1.9776718803155568e-10,2.3253819767488236e-10,2.1502481485192554e-11,8.5272607127597e-09,0.0,0.0,4.576378207766155e-07,1.9343028264350296e-09,4.594435969681541e-10,8.809463188183516e-11,1.0501323881219983e-12,-3.406254862884599e-32,6.805088940293252e-23,1.7663751241183235e-14,1.7884529631424984e-12,1.1816870539227636e-06,2.3731835460888167e-27,1.3727088698423833e-22,1.4414608004602208e-25,2.502227384262655e-28,9.87472539763732e-16,2.811889057292151e-17,1.26706997511392e-17,5.1677049511327276e-23,1.6825144198496433e-30,8.206302760884308e-21,1.893864763938427e-21,1.0862475386e-24,2.860128936198915e-16,8.786622136462537e-27,2.1295509903726523e-26,1.9573625754555121e-22,3.76,0.0,0.8664852884846166,0.9999370736800555,8.507272334936907e-09,6.7658180660046686e-12,0.0019900315518353567,0.0019912158510112963,6.12795624765479e-05,2.75069980431728e-15,1.181887935646174e-06,3.282652609045938e-07,1.025054056037063e-09,5.158112015569575e-10,2.0851574431910258e-17,8.403193593401608e-10,3.4509660186614364e-10,6.552595157425632e-10,3.115448994964132e-16,2.6568887368295175e-10,4.512783277776538e-11,1.4095052293990523e-09,2.7096175453693176e-10,8.124801110910392e-08,1.742152108069503e-13,7.314227828529275e-15,1.1062123716883082e-11,4.664997703420178e-12,5.595960535158499e-11,1.61976295543152e-11,8.861281214080846e-13,1.3988424609121706e-18,3.0381392149101136e-14,1.7896580951370373e-17,1.3131214959049399e-11,3.5975299432281897e-12,1.0790611195917998e-19,7.170639681383813e-16,1.4654107972524742e-19
0.00016867981352099225,0.547451130850094,2.0725255496715273e-10,2.4279230328754234e-10,2.271150334260826e-11,9.364422571128274e-09,0.0,0.0,4.826359198179105e-07,2.118606976880638e-09,5.276467392108179e-10,1.0004406379914525e-10,1.1518506181277032e-12,7.425262302126822e-32,7.419868716153498e-23,1.8380256430773326e-14,1.950077440991742e-12,1.2969879817967132e-06,2.7485354065351597e-27,1.5784499074490915e-22,1.588726926029291e-25,2.7345123065703387e-28,9.954255206227579e-16,3.400807873556689e-17,1.3971058988270173e-17,6.41388352615761e-23,2.0286350078808147e-30,9.873836404623575e-21,2.3484096466178938e-21,1.292795291372076e-24,3.306447650869789e-16,1.0707642573298395e-26,2.5536479942480566e-26,2.4480479621702846e-22,3.76,0.0,0.8663904268883748,0.9999369326451596,9.400506326395913e-09,7.704061534290466e-12,0.002084756536715994,0.0020860564076402217,6.127955376425493e-05,2.8815837250179816e-15,1.2972200270897497e-06,3.415554669671411e-07,1.125094623197506e-09,5.366882330507126e-10,2.2906618415562047e-17,8.743752471435165e-10,3.9397131468968045e-10,7.456442395752748e-10,3.2645990179019366e-16,2.91709847756362e-10,4.891657051917737e-11,1.4672447386377996e-09,3.1181390570573836e-10,8.880322110230141e-08,1.891069792488536e-13,7.942875922523475e-15,1.2065218690837084e-11,5.142483676532803e-12,6.226492963516818e-11,1.699323058679715e-11,9.665792590375097e-13,1.525803223033213e-18,3.508436467310232e-14,2.0658162063005294e-17,1.5364864756183877e-11,3.90100593595529e-12,1.176975822601145e-19,7.821431800174661e-16,1.680753811652749e-19
0.0001763574860900962,0.5474603511749311,2.1674819051786953e-10,2.5295860562749054e-10,2.393710913616964e-11,1.0240934501102952e-08,0.0,0.0,5.078876419009137e-07,2.3108585176121418e-09,6.022691496677681e-10,1.1302266688822286e-10,1.2581721617731602e-12,1.0157485979446182e-31,8.073694785744715e-23,1.9125669609623024e-14,2.119219684612787e-12,1.4176469668539222e-06,3.1645052819483906e-27,1.8037646729661542e-22,1.7506098048186491e-25,2.988889455488804e-28,1.0037023190987342e-15,4.0793452894060687e-17,1.5352017522447644e-17,7.898419274617564e-23,2.4292978447635063e-30,1.1804956688063922e-20,2.886934350520035e-21,1.5282457344343088e-24,3.7986973606547606e-16,1.2947002825939455e-26,3.03890137392127e-26,3.0325959835985994e-22,3.76,0.0,0.8662955755419507,0.9999367859587214,1.0342851767756455e-08,8.725260391306916e-12,0.0021794657696641117,0.0021808865858606976,6.127954470562966e-05,3.0124414156022656e-15,1.4179132438332779e-06,3.5466643992913907e-07,1.2297872392749529e-09,5.572828823893866e-10,2.5058132111893578e-17,9.079718303362422e-10,4.4726582355806895e-10,8.432906027983392e-10,3.413802193264435e-16,3.18951312292266e-10,5.2870373607281273e-11,1.5242048286285368e-09,3.5657135724890823e-10,9.66578987184818e-08,2.0454846892692958e-13,8.594859207397682e-15,1.3107655067241298e-11,5.645113463977495e-12,6.889340230629619e-11,1.7794826161679632e-11,1.0501879462069437e-12,1.6577454193023175e-18,4.0248441555884054e-14,2.368969556853665e-17,1.7839046385133027e-11,4.217782683434581e-12,1.2787314454462275e-19,8.497770349092777e-16,1.9155467860855831e-19
0.00018403515865920018,0.5474695704970277,2.2625542240662951e-10,2.630410229583299e-10,2.517949075992659e-11,1.1156852848783794e-08,0.0,0.0,5.333889070694699e-07,2.5110022752260825e-09,6.835948301074806e-10,1.270699104373702e-10,1.3690905046035891e-12,-4.2474921984714906e-32,8.768033284092224e-23,1.9899699633967113e-14,2.2959708366233744e-12,1.5436629317976628e-06,3.623813421093886e-27,2.049538968083635e-22,1.928649226241461e-25,3.266192087301908e-28,1.0122996649038106e-15,4.8565027446514036e-17,1.6816102819378267e-17,9.656484197291032e-23,2.8908615800807543e-30,1.4030855753287377e-20,3.5208886056340716e-21,1.7953809683053734e-24,4.3394079258357987e-16,1.5542480477168987e-26,3.591156657321795e-26,3.7239877799472593e-22,3.76,0.0,0.8662007344435549,0.9999366336252645,1.133497479800587e-08,9.833198783576836e-12,0.002274159252532962,0.0022757063867912698,6.127953530095032e-05,3.143272878480998e-15,1.5439666463570253e-06,3.676024879580482e-07,1.3391312401928733e-09,5.776019338769836e-10,2.7306101750516538e-17,9.411201481985336e-10,5.051725572880911e-10,9.483759860145207e-10,3.563058550984128e-16,3.4741369483195543e-10,5.699109389927713e-11,1.5804042092060422e-09,4.054146457919518e-10,1.0480801399183445e-07,2.205349632642778e-13,9.2699779699757e-15,1.4189073262228146e-11,6.173118387101498e-12,7.584157152156073e-11,1.86031497757317e-11,1.1369251011449879e-12,1.794623181594653e-18,4.589541825588313e-14,2.7003908034108778e-17,2.0565482621631403e-11,4.548009054368054e-12,1.3842926284148377e-19,9.199421445303522e-16,2.170541773057052e-19
0.00019171283122830415,0.5474787888165286,2.3577554753310067e-10,2.730433424537015e-10,2.6438833558383736e-11,1.2112239367262109e-08,0.0,0.0,5.59135721226266e-07,2.7189834852750084e-09,7.719074398956714e-10,1.4222491126544603e-10,1.4846006527082605e-12,7.550129672228412e-32,9.504314441135744e-23,2.070209219606706e-14,2.4804202397136736e-12,1.6750348013040331e-06,4.1292821835995184e-27,2.3166581166019026e-22,2.124541633981257e-25,3.5713868095600363e-28,1.0212147158442263e-15,5.741765255621425e-17,1.8365869978513045e-17,1.172706428325791e-22,3.420209834992934e-30,1.658526159088692e-20,4.262798519609481e-21,2.0971441346884176e-24,4.931140376094802e-16,1.8534840277137655e-26,4.216550714394879e-26,4.536386542640368e-22,3.76,0.0,0.8661059035913817,0.9999364756492226,1.237754902721715e-08,1.1031705248466514e-11,0.0023688369871660464,0.0023705158115502616,6.127952555048768e-05,3.2740781160517907e-15,1.6753792955222312e-06,3.8036785621833684e-07,1.45312596192188e-09,5.976520723634699e-10,2.9650513564980137e-17,9.738310784868414e-10,5.678836575145583e-10,1.0610691875080895e-09,3.712368119060088e-16,3.770973927001485e-10,6.128054492918834e-11,1.635861303065251e-09,4.585252127988429e-10,1.132496341514421e-07,2.370620303131337e-13,9.968043344774435e-15,1.530913427945916e-11,6.7267268911647124e-12,8.31061078219201e-11,1.9418974862453408e-11,1.2267632953083083e-12,1.936393250707752e-18,5.2047193121090506e-14,3.061358643319039e-17,2.3555770120037712e-11,4.891830798416154e-12,1.493626023883374e-19,9.926164558930318e-16,2.4464848446805817e-19
0.00019939050379740812,0.5474880061335807,2.4530983376779034e-10,2.829692303416169e-10,2.7715317026928477e-11,1.3107161094293001e-08,0.0,0.0,5.85124174973397e-07,2.9347478197026888e-09,8.674903512515646e-10,1.5852645433442426e-10,1.604699400287241e-12,1.098612218735978e-33,1.0284437298578779e-22,2.1532633029805412e-14,2.672655438045438e-12,1.8117615020997606e-06,4.683892031484974e-27,2.6060070043808206e-22,2.340103789185127e-25,3.9024290434296383e-28,1.0304450799861964e-15,6.745107077374983e-17,2.0003893366861247e-17,1.4153258481716603e-22,4.024837014876246e-30,1.950456334245669e-20,5.126327578762048e-21,2.4366440345456985e-24,5.576486079758409e-16,2.1968248914820848e-26,4.921565082948535e-26,5.485199610389642e-22,3.76,0.0,0.8660110829836098,0.9999363120349396,1.3471255277386147e-08,1.2324651830045576e-11,0.0024634989753974886,0.002465314861255773,6.127951545450762e-05,3.404857130700537e-15,1.8121502526265854e-06,3.929667268279588e-07,1.5717707404790356e-09,6.174398831830321e-10,3.2091353784778496e-17,1.00611533761197e-09,6.355909154251478e-10,1.1815308856134819e-09,3.861730923662905e-16,4.080027746477272e-10,6.574050312273987e-11,1.6905942807074277e-09,5.160854762422153e-10,1.2197892216972546e-07,2.541255272906323e-13,1.0688877549487138e-14,1.6467519428220483e-11,7.306164608396319e-12,9.068382424801346e-11,2.0243115486790867e-11,1.3196767219739564e-12,2.083014929830776e-18,5.872577634362124e-14,3.453158335475439e-17,2.6821384503362595e-11,5.2493906539466694e-12,1.6067002620930793e-19,1.0677792303806137e-15,2.744117690320922e-19
0.00021474584893561605,0.5475064377609273,2.64425822908425e-10,3.026058214027932e-10,3.0320396403888254e-11,1.5215904033253516e-08,0.0,0.0,6.378107803133823e-07,3.389410883205874e-09,1.0815994444258554e-09,1.94722767349365e-10,1.8586487545602387e-12,7.246643981549298e-32,1.1981885414990862e-22,2.3277252158259608e-14,3.0808246842884697e-12,2.1012751151250984e-06,5.952921090720172e-27,3.2549311745058457e-22,2.83841979496757e-25,4.656129659485261e-28,1.049841552260288e-15,9.148404325997088e-17,2.3555098285746962e-17,2.0267078262166465e-22,5.492705239314593e-30,2.6597327483963155e-20,7.278963645289281e-21,3.2421362124218878e-24,7.038528757760481e-16,3.0349564904332683e-26,6.59791132200207e-26,7.860259520887029e-22,3.76,0.0,0.8658214724939075,0.9999359679085889,1.581482180944254e-08,1.5209565722064936e-11,0.002652775719947141,0.0026548818399776027,6.127949422703635e-05,3.6663365007363395e-15,2.1017633383865568e-06,4.17681388862783e-07,1.8230078123742225e-09,6.562543664429459e-10,3.726226436975899e-17,1.069445901602895e-09,7.867589658175098e-10,1.4463644881554676e-09,4.1606163385726965e-16,4.734799320571118e-10,7.517886668379882e-11,1.7979591856620653e-09,6.452900111889468e-10,1.4028562386586564e-07,2.8984632496564305e-13,1.2198196291539488e-14,1.889808491381524e-11,8.543415832525736e-12,1.0676681995888682e-10,2.191980747118126e-11,1.514633950833252e-12,2.3906627815203087e-18,7.375201681555603e-14,4.3344299460247226e-17,3.422392616824416e-11,6.0062810479161494e-12,1.843955375954694e-19,1.2254935416197715e-15,3.407401711180707e-19
0.0002285656595600032,0.5475230227986496,2.816907961054156e-10,3.2005190117271663e-10,3.27252808242556e-11,1.724975962072668e-08,0.0,0.0,6.86017607170581e-07,3.8246907341765306e-09,1.3020007902723983e-09,2.3160362209544283e-10,2.102871257749011e-12,1.3665068005325025e-31,1.3674800486087258e-22,2.4941632809430417e-14,3.475647398011306e-12,2.3801401671676875e-06,7.295271626065088e-27,3.923856222704865e-22,3.375795742859689e-25,5.449716699658077e-28,1.0683538408982842e-15,1.1825472787693545e-16,2.7079264461706205e-17,2.7512342508207015e-22,7.158658811423006e-30,3.465215462572852e-20,9.794871251241455e-21,4.1308338312691334e-24,8.564311924305885e-16,3.9909002233190046e-26,8.450490045196632e-26,1.0646466010885196e-21,3.76,0.0,0.8656508580704485,0.9999356389538847,1.8105872789698993e-08,1.8168677251009355e-11,0.0028230709555684477,0.0028254566493563908,6.127947394320581e-05,3.901578275123837e-15,2.3807311227175317e-06,4.393958300168356e-07,2.0650177112829095e-09,6.903542724530124e-10,4.224573092664056e-17,1.12508840159219e-09,9.418118802813462e-10,1.7127439791401474e-09,4.429795509460828e-16,5.365907014627192e-10,8.427362353659877e-11,1.892287805293646e-09,7.786442224856127e-10,1.5770889633158195e-07,3.23792856454023e-13,1.3632888664488095e-14,2.12138596955552e-11,9.747484116334455e-12,1.2228389132806779e-10,2.346629585432866e-11,1.7003857014573243e-12,2.683780276085439e-18,8.93006965185489e-14,5.246063740988095e-17,4.19406820854753e-11,6.7358397579642314e-12,2.0700026347485601e-19,1.3757644894601632e-15,4.0859085060398334e-19
0.00024238547018439035,0.5475396045907525,2.9902010588352885e-10,3.373024410708405e-10,3.518825606792391e-11,1.9412980946264048e-08,0.0,0.0,7.349502972975928e-07,4.284365561858626e-09,1.5503571308168463e-09,2.7278936691011866e-10,2.3619356248427265e-12,-5.852815735879072e-31,1.553440542294221e-22,2.6694339601737188e-14,3.8969802181876046e-12,2.676338281789317e-06,8.848609673136555e-27,4.678546081729576e-22,4.0123970797078193e-25,6.3373048601298655e-28,1.0878555564226642e-15,1.5063164251037517e-16,3.0930380445946987e-17,3.679884153777054e-22,9.213655870914395e-30,4.458854943967299e-20,1.2976049964933348e-20,5.198070743170565e-24,1.0305402779955637e-15,5.173514605519707e-26,1.0676639297887522e-25,1.417742450245166e-21,3.76,0.0,0.865480276809851,0.9999352917948866,2.0573485720029854e-08,2.1495888474536633e-11,0.0029933152009804314,0.0029959978609399606,6.127945254379727e-05,4.136735123924111e-15,2.677045252414238e-06,4.6063298893243637e-07,2.3220834701069125e-09,7.237021222550808e-10,4.754141142560439e-17,1.1795077948334586e-09,1.1160130078247387e-09,2.0064662581372636e-09,4.699147500266587e-16,6.036643149260332e-10,9.39468574507908e-11,1.984540363353971e-09,9.293033191126008e-10,1.760087645594092e-07,3.594238295507339e-13,1.5139068502164053e-14,2.3649714684966626e-11,1.103862298217622e-11,1.3877353174848418e-10,2.5054329538544482e-11,1.895769699059666e-12,2.992094188562498e-18,1.0690446290437971e-13,6.277928094706978e-17,5.072305630436035e-11,7.51200045568413e-12,2.307767231808724e-19,1.5338316893705494e-15,4.84608613134441e-19
0.0002562052808087775,0.5475561831381209,3.1642016536587795e-10,3.5437507790372774e-10,3.771019234918909e-11,2.170613474794318e-08,0.0,0.0,7.845889618954407e-07,4.768137444756788e-09,1.8283171597725765e-09,3.1849673141256413e-10,2.635843461626621e-12,-5.442023513601625e-32,1.7568923045620215e-22,2.8534503198376653e-14,4.3452749216301705e-12,2.989863282174198e-06,1.0634870026740311e-26,5.524144645488466e-22,4.765698099730581e-25,7.410045105988942e-28,1.1083369054432285e-15,1.8938029211295588e-16,3.512422646674149e-17,4.856629364099567e-22,1.1725823339902397e-29,5.672987137347993e-20,1.6951849323693918e-20,6.468416509808528e-24,1.2277908113286161e-15,6.621177150726873e-26,1.332609885624148e-25,1.8595944483033366e-21,3.76,0.0,0.8653097287009832,0.9999349264538574,2.322186377280848e-08,2.5215240719410168e-11,0.0031635084665846613,0.00316650548124053,6.127943003017973e-05,4.371807060734491e-15,2.990700276810428e-06,4.814149950889702e-07,2.594201218096216e-09,7.563327540913692e-10,5.314922560597975e-17,1.232760787333097e-09,1.3104609312546657e-09,2.328229391659887e-09,4.968672409769251e-16,6.747020819881671e-10,1.0420771655143081e-10,2.0748129811189006e-09,1.0983738620520523e-09,1.9516612523729863e-07,3.9672346272090436e-13,1.6716068195787206e-14,2.620445268383282e-11,1.2418053281756573e-11,1.5622314656482392e-10,2.6690237225396043e-11,2.1006887254538238e-12,3.315451204172598e-18,1.2669667211198245e-13,7.437810905072074e-17,6.06343902899657e-11,8.335497182956484e-12,2.5571309874513387e-19,1.6996170590910494e-15,5.692178464321642e-19
0.00027002509143316466,0.5475727584416477,3.3389712130646405e-10,3.7128651748170097e-10,4.029191874160505e-11,2.412983422053566e-08,0.0,0.0,8.349145090025359e-07,5.275714792150599e-09,2.1375302279863994e-09,3.689404303734223e-10,2.9246092751506224e-12,6.14456490388005e-31,1.9788593099103599e-22,3.046155745340409e-14,4.820968095854249e-12,3.3207090176320037e-06,1.2677730402494514e-26,6.465790998422825e-22,5.65534927208946e-25,8.647020580093138e-28,1.1297915974874655e-15,2.353215439235715e-16,3.967684415880722e-17,6.332297235480476e-22,1.4772219667928256e-29,7.143661499022434e-20,2.186889058661964e-20,7.968453073118713e-24,1.4498196043744844e-15,8.376718967596464e-26,1.6452468373682038e-25,2.406283616929605e-21,3.76,0.0,0.8651392137325806,0.9999345429522164,2.6055270082236795e-08,2.9351166310908036e-11,0.003333650762709336,0.0033369795167677305,6.12794064036618e-05,4.606794099050712e-15,3.321690754750083e-06,5.017633331397241e-07,2.8813670849439206e-09,7.882799888950909e-10,5.906909320184317e-17,1.2849024335433947e-09,1.5262464970630645e-09,2.6786772223085293e-09,5.238370324524442e-16,7.497051214374815e-10,1.1506503729746413e-10,2.1631990479572695e-09,1.2869766224096911e-09,2.1516276693987245e-07,4.3567845548579097e-13,1.8363316522027716e-14,2.8877049858139812e-11,1.3886971820755346e-11,1.7462185782250006e-10,2.8380848298840805e-11,2.315059455095959e-12,3.653719939343447e-18,1.4881235860884577e-13,8.733598216256818e-17,7.173724295605619e-11,9.207038642823508e-12,2.8179926402270425e-19,1.8730537460392024e-15,6.628428429682881e-19
0.0002838449020575518,0.5475893305022339,3.5145686184003827e-10,3.880525961084168e-10,4.293422609798908e-11,2.668473706125789e-08,0.0,0.0,8.859086216949854e-07,5.806812662043973e-09,2.4796470900140268e-09,4.2433347140219296e-10,3.2282548955975765e-12,-2.1001321954539555e-31,2.2204445662298793e-22,3.247508640413736e-14,5.324481893902197e-12,3.6688693644048347e-06,1.500270452918129e-26,7.508619384044776e-22,6.703373320984518e-25,9.994053952848271e-28,1.1522150134871408e-15,2.893324643865567e-16,4.460451120713837e-17,8.165301334755782e-22,1.8439560093623633e-29,8.910881593750394e-20,2.7892439268693065e-20,9.726835272602716e-24,1.6982884328605094e-15,1.0487588991102237e-25,2.0113325208935235e-25,3.0758189578319063e-21,3.76,0.0,0.8649687318932565,0.9999341413105598,2.9078024775018886e-08,3.3928475066962414e-11,0.003503742099614159,0.003507419974028553,6.127938166550333e-05,4.841696252291103e-15,3.670011255724236e-06,5.216988503100099e-07,3.1835772007786663e-09,8.195766420490875e-10,6.530093396384955e-17,1.3359861545172981e-09,1.7644520764189263e-09,3.058405414972994e-09,5.508241320226683e-16,8.286743826488691e-10,1.2652736146640537e-10,2.2497891566840223e-09,1.496247208515032e-09,2.359813439340104e-07,4.762777201142212e-13,2.008033493889933e-14,3.16666476838643e-11,1.544655227968284e-11,1.9396045040291596e-10,3.01335143842549e-11,2.5388118479723e-12,4.006789970195528e-18,1.7338831554086155e-13,1.0173278878272219e-16,8.409350169678885e-11,1.0127309604418357e-11,3.0902670896219557e-19,2.0540856036051e-15,7.659086248423635e-19
0.00029766471268193896,0.5476058993207888,3.691050282571556e-10,4.046883267418679e-10,4.563786903646012e-11,2.9371543577085856e-08,0.0,0.0,9.375537363629956e-07,6.361153045606807e-09,2.8563206044683032e-09,4.848874478079925e-10,3.54680072815064e-12,8.23711617441654e-32,2.4824382477812754e-22,3.4574593159306684e-14,5.856224855132231e-12,4.034338226369362e-06,1.7636625299687942e-26,8.657759229095e-22,7.934064346479274e-25,1.1563044823866716e-27,1.1756014966335538e-15,3.523471178703281e-16,4.992371675029862e-17,1.0422338910761111e-21,2.2824579366459085e-29,1.101882413755233e-19,3.520781927045902e-20,1.1774353151691054e-23,1.974882946385955e-15,1.3005745319224446e-25,2.436990646471463e-25,3.888261585696407e-21,3.76,0.0,0.864798283171504,0.999933721548684,3.2294502267343655e-08,3.8972341441061914e-11,0.0036737824874948687,0.003677826859527299,6.127935581692462e-05,5.076513533828369e-15,4.03565636097676e-06,5.412417648110994e-07,3.500827696157762e-09,8.502545367345186e-10,7.184466766069911e-17,1.3860637594301535e-09,2.026150904796076e-09,3.4679670477339473e-09,5.7782854629657e-16,9.116106652584431e-10,1.3860295291105276e-10,2.3346711360681242e-09,1.7273365799094841e-09,2.5760535026298675e-07,5.18512006174175e-13,2.186673573607838e-14,3.457254463619195e-11,1.7097946199973612e-11,2.1423129722974302e-10,3.195613229798056e-11,2.7718885556004907e-12,4.374570870285474e-18,2.0056316076211505e-13,1.1764948374572565e-16,9.776448873297427e-11,1.1096972291601846e-11,3.3738846393612335e-19,2.2426666538959403e-15,8.788418697669923e-19
0.0003114845233063261,0.5476224648982292,3.8684702163983673e-10,4.2120795038689595e-10,4.840357025035782e-11,3.2190994857322616e-08,0.0,0.0,9.898330210810353e-07,6.938465121039032e-09,3.2692063710733445e-09,5.508128166853482e-10,3.8802795448720306e-12,5.984347214568984e-31,2.7658706760918284e-22,3.675987892653314e-14,6.416592716130143e-12,4.417109535651509e-06,2.0608321774492292e-26,9.91833514207209e-22,9.375150741319145e-25,1.3389464024052443e-27,1.1999488708900237e-15,4.2535733118886595e-16,5.565122564361372e-17,1.3179155730559257e-21,2.8035509975156603e-29,1.3516072408411073e-19,4.402186680402812e-20,1.4143991902049537e-23,2.2813118479772956e-15,1.5988432516361177e-25,2.9287464468710627e-25,4.865854336590486e-21,3.76,0.0,0.8646278675557054,0.9999332836856054,3.570912877402685e-08,4.4508292353303224e-11,0.003843771936487412,0.003848200179765533,6.127932885908712e-05,5.311245956944078e-15,4.41862066457767e-06,5.604116750619425e-07,3.8331147020612295e-09,8.803445185980298e-10,7.870021405744858e-17,1.435185469924593e-09,2.3124064938954567e-09,3.907877789862675e-09,6.048502810392683e-16,9.985146374427632e-10,1.512998134269787e-10,2.41793018160941e-09,1.981411467076049e-09,2.800190941371415e-07,5.623742900200489e-13,2.3722215701768324e-14,3.759418852793493e-11,1.8842284988955908e-11,2.354282729609443e-10,3.385716820829368e-11,3.0142441826875354e-12,4.7569910857987815e-18,2.3047739031323955e-13,1.351681192461979e-16,1.1281106280378226e-10,1.211666760861888e-11,3.668790153877575e-19,2.4387605890491435e-15,1.0020716866940599e-18
0.00032530433393071327,0.5476390272354789,4.046880122838446e-10,4.376249913674185e-10,5.123202318567754e-11,3.51438710206864e-08,0.0,0.0,1.0427303542630793e-06,7.53848547790642e-09,3.7199633481683213e-09,6.223191634149737e-10,4.22873306052187e-12,-4.572388608151357e-31,3.072042027095723e-22,3.903094108731532e-14,7.005969148851861e-12,4.817177253161248e-06,2.3949300210504057e-26,1.1295466926792488e-21,1.105701217245724e-24,1.5338530297746744e-27,1.2252571791532024e-15,5.09413425357526e-16,6.18040556488012e-17,1.6521440966016758e-21,3.4193305361973704e-29,1.6455879143070934e-19,5.456442412113597e-20,1.687098794878517e-23,2.619305971602613e-15,1.9498535054726318e-25,3.4935943160872685e-25,6.033161117120143e-21,3.76,0.0,0.8644574850341358,0.9999328277395821,3.9326380027300315e-08,5.0562195766085884e-11,0.004013710456671793,0.004018539941242032,6.127930079310513e-05,5.5458935348466975e-15,4.818898774458649e-06,5.792275697711419e-07,4.180434349886862e-09,9.098764717225907e-10,8.58674929271658e-17,1.4833999455038483e-09,2.6242721138930418e-09,4.378620679183268e-09,6.318893412797303e-16,1.0893868527860114e-09,1.6462569756171428e-10,2.4996488465176612e-09,2.2596547052850257e-09,3.0320767279575103e-07,6.078595843166335e-13,2.5646552555274e-14,4.073117023075937e-11,2.0680680586819024e-11,2.57546665609982e-10,3.584568298866492e-11,3.2658447982608763e-12,5.153997158985481e-18,2.632734213552612e-13,1.5437186971547551e-16,1.2929371537755683e-10,1.3187016365565618e-11,3.9749424560989375e-19,2.64234035972342e-15,1.1360302659452921e-18
0.0003391241445551004,0.5476555863334694,4.2263294989221364e-10,4.539523033067894e-10,5.4123893089826026e-11,3.8230989525282115e-08,0.0,0.0,1.0962303035721253e-06,8.16095831453634e-09,4.210254446973231e-09,6.996154542036191e-10,4.5921977284974174e-12,1.507599390823198e-31,3.4017227379259446e-22,4.1387593349639705e-14,7.624726429446261e-12,5.234535369054734e-06,2.769208994778659e-26,1.2794269531741496e-21,1.301399150193797e-24,1.7581728283018432e-27,1.2515242077484067e-15,6.056249179392377e-16,6.839943069583465e-17,2.0545600080906242e-21,4.143151571808754e-29,1.9896382601894878e-19,6.708987173129051e-20,1.99928870173826e-23,2.990617368396206e-15,2.3604009919559354e-25,4.13890987345722e-25,7.417195890563693e-21,3.76,0.0,0.8642871355949687,0.9999323537281357,4.315077918974494e-08,5.716024994468577e-11,0.0041835980580756035,0.00418884615045275,6.127927162006179e-05,5.780456280729905e-15,5.236485313408426e-06,5.977078386833643e-07,4.5427827714455945e-09,9.388793356206394e-10,9.334642406355492e-17,1.5307543106383017e-09,2.9627903403755004e-09,4.8806505346410314e-09,6.589457314098344e-16,1.1842277657900183e-09,1.7858812800082954e-10,2.5799070356520563e-09,2.563265491131857e-09,3.271569477934412e-07,6.549643748534902e-13,2.763960393568221e-14,4.398321711905046e-11,2.2614226354947796e-11,2.8058309215761697e-10,3.793135863688154e-11,3.5266675328918375e-12,5.5655530509930995e-18,2.9909562614916885e-13,1.7534505144327465e-16,1.47272660934245e-10,1.4308620575995192e-11,4.292313780776455e-19,2.853387753412965e-15,1.2811535547746823e-18
