Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130)
4.4370604056295146e-06,0.8882411145448752,8.827222749211412e-07,4.160661010669701e-06,6.623357672008521e-07,8.31354949025279e-06,0.0,0.0,1.3069738491027197e-05,9.936363422004952e-09,7.74700747076176e-06,2.306265027147468e-09,1.2385657775883463e-07,8.526096327133975e-20,5.0176631181594955e-14,5.482992671497635e-10,9.814560091275647e-13,0.0003275812521974765,3.985164607440066e-14,6.565009274761716e-09,6.8070793143587044e-12,6.882045249150125e-17,7.442371097160022e-11,6.757880862183869e-16,3.929449183558556e-13,1.4613278718713465e-15,1.3735906608484934e-19,5.772509572593116e-15,2.7441894124668083e-25,8.932516400486377e-23,5.1598535002993226e-11,2.679650027084524e-22,2.943575026247753e-19,1.4266575373768906e-20,3.76,0.0,0.16291552043932844,0.9974784540016137,5.71386622971991e-06,2.5696938436985823e-16,0.41686870094809714,0.4293694591622206,0.002165802150343496,2.536531265055844e-10,0.00033522534716217154,2.651754935430369e-05,0.006080188868203764,4.3346363634545247e-10,1.8325346004408476e-07,8.682671244147445e-07,4.107981164509137e-06,7.345025703045047e-08,3.8949683895609363e-07
4.561862231543465e-06,0.8891716178738045,9.123690314783968e-07,4.375172400822217e-06,7.021016363961167e-07,8.862686702598272e-06,0.0,0.0,1.3229839378984594e-05,9.904702309100483e-09,8.353040912320176e-06,2.535696015757347e-09,1.2997952340817694e-07,9.843937766971623e-20,5.6021162048788084e-14,5.85393775019064e-10,1.1271482995197687e-12,0.00034228830979901175,4.542886553579866e-14,6.97378055432463e-09,7.866149333268509e-12,7.973278370690447e-17,7.934889731628617e-11,7.501936614684127e-16,4.013657519542768e-13,1.7544842538123136e-15,1.6265597317721952e-19,6.632569172431855e-15,3.699699122715788e-25,1.0592558010455158e-22,5.434154647215264e-11,3.228418192534901e-22,3.282998407428836e-19,1.7724704235535962e-20,3.76,0.0,0.1571520036676145,0.9974626383492252,6.035439185224972e-06,3.1540027946177436e-16,0.4223290253910493,0.4354191018277603,0.0021657675549228836,2.5670295793153955e-10,0.0003505226228564596,2.727704646408494e-05,0.0063670800570787365,4.4540925257313357e-10,1.919870117910539e-07,8.93177685210577e-07,4.295506820659671e-06,7.977091068994116e-08,3.9484234266633655e-07
4.6866640574574155e-06,0.8900713611811523,9.423220326580033e-07,4.595660590344495e-06,7.435799692350951e-07,9.431777099555171e-06,0.0,0.0,1.3388029561617358e-05,9.87392569066887e-09,8.986528446929245e-06,2.780311098816702e-09,1.362022378018888e-07,1.1320030664624994e-19,6.234367838145096e-14,6.238227167598973e-10,1.2892057988163453e-12,0.0003571482224700767,5.1598344756597855e-14,7.3918777879756105e-09,9.049844470647518e-12,9.195651519223104e-17,8.444763974078292e-11,8.307339331256977e-16,4.096602009252908e-13,2.095080057806974e-15,1.9167929721813659e-19,7.589363136718168e-15,4.946197448608355e-25,1.2500541859061497e-22,5.7156247997471314e-11,3.8681045906490882e-22,3.6520994769795284e-19,2.1883510185391623e-20,3.76,0.0,0.15159236109881663,0.9974466368750572,6.363837712762951e-06,3.848445059520566e-16,0.42758145612869825,0.44126870712377325,0.0021657325663691747,2.596289881080024e-10,0.0003659989919761799,2.803711948934704e-05,0.0066578079127307226,4.573546274992933e-10,2.0083918584561875e-07,9.181072355765381e-07,4.4852345599197824e-06,8.644571132093836e-08,3.9998480318273996e-07
4.811465883371366e-06,0.8909414318228743,9.72589248457827e-07,4.82222224736351e-06,7.868389570924658e-07,1.002097390503353e-05,0.0,0.0,1.3544729211986516e-05,9.844834072599546e-09,9.647789451489236e-06,3.0406495690837248e-09,1.4252269420342726e-07,1.2968372404972137e-19,6.916741044247112e-14,6.635976305568877e-10,1.4689041299273044e-12,0.0003721534271759043,5.840533243800413e-14,7.818948244637298e-09,1.036818900987974e-11,1.0559982391615633e-16,8.972143599225103e-11,9.177879895515095e-16,4.178509600340209e-13,2.4890340347534035e-15,2.2485071938436525e-19,8.65040336992976e-15,6.560255938980668e-25,1.4685174867891466e-22,6.004400310251868e-11,4.610404455293729e-22,4.0529161547602145e-19,2.6858833256143928e-20,3.76,0.0,0.14622938109744973,0.9974304564315644,6.698928082849688e-06,4.669710105927784e-16,0.43263335387230156,0.44692534507846976,0.0021656971989779308,2.624360446464059e-10,0.000381647181365538,2.879770588408161e-05,0.006952230759760115,4.692994029628914e-10,2.0980560665439901e-07,9.43053722551439e-07,4.67707555567284e-06,9.348437914181517e-08,4.0493140938889426e-07
4.936267709285316e-06,0.8917828786348347,1.003178548054184e-06,5.054954780110491e-06,8.31949342322696e-07,1.0630424864107083e-05,0.0,0.0,1.3700336215743476e-05,9.818143849065793e-09,1.0337130632538816e-05,3.3172563036939697e-09,1.4893900438402054e-07,1.4803806080680358e-19,7.651597082939104e-14,7.047301650119036e-10,1.6675764259562109e-12,0.00038729665560757547,6.589749925989734e-14,8.25464245475522e-09,1.1831631272876246e-11,1.20775638052295e-16,9.517179683404247e-11,1.0117546638817655e-15,4.2596080182665364e-13,2.9427919035487005e-15,2.626267095979914e-19,9.823533920372143e-15,8.635583832027684e-25,1.71776210358998e-22,6.300626886315272e-11,5.468108424927173e-22,4.487617481766026e-19,3.2781645354732095e-20,3.76,0.0,0.14105610712480268,0.9974141036052707,7.0405808189003745e-06,5.636428111532571e-16,0.43749181921292185,0.45239583535861755,0.0021656614670726394,2.6512875781946024e-10,0.0003974602011959993,2.955874360120019e-05,0.0072502116595567585,4.812431926149746e-10,2.1888204483787394e-07,9.680151096052412e-07,4.870944454474003e-06,1.0089661828470724e-07,4.0968909610453214e-07
5.061069535199267e-06,0.8925967133226664,1.0340976904158056e-06,5.29395618784163e-06,8.789844737001837e-07,1.1260272353493593e-05,0.0,0.0,1.3855227237101533e-05,9.794495097830716e-09,1.1054846577563381e-05,3.6106818710324095e-09,1.5544941590305094e-07,1.684205208716191e-19,8.441334715984714e-14,7.472320624950021e-10,1.8866140964006497e-12,0.00040257092176046813,7.412504454347025e-14,8.698614997013063e-09,1.3451042365540557e-11,1.3760162899810764e-16,1.0080024378101986e-10,1.1130534528947322e-15,4.3401247973778127e-13,3.4633547868751394e-15,3.055005206139142e-19,1.1116934763868055e-14,1.128622204481099e-24,2.0011648475668725e-22,6.604458913128006e-11,6.455169171825853e-22,4.958511713898129e-19,3.979954958938608e-20,3.76,0.0,0.1360658287164486,0.9973975847289306,7.388670536857279e-06,6.769329858665156e-16,0.44216370180257875,0.4576867561454811,0.00216562538385013,2.6771155873366286e-10,0.0004134313330770753,3.032017105966963e-05,0.007551618263695562,4.931855838095948e-10,2.280644126758926e-07,9.92989375587574e-07,5.066759230429455e-06,1.086921143372086e-07,4.1426455305408496e-07
5.185871361113217e-06,0.893383911765359,1.0653543159345515e-06,5.539324922190073e-06,9.28020362494064e-07,1.191065349303401e-05,0.0,0.0,1.4009758735058557e-05,9.774458882742037e-09,1.1801220287104707e-05,3.921482631642958e-09,1.6205230944256858e-07,1.9099740265655244e-19,9.288389488176999e-14,7.911151421161806e-10,2.1274675747754954e-12,0.0004179695100895486,8.314080729358665e-14,9.150525184498235e-09,1.5237714530903816e-11,1.562001986651627e-16,1.0660830688839663e-10,1.2221254572084508e-15,4.420286427824578e-13,4.0583081457945034e-15,3.5400426507507374e-19,1.2539125464160813e-14,1.465021822849001e-24,2.322378212980422e-22,6.916058795925766e-11,7.586770243474512e-22,5.468054699996716e-19,4.8078388043829033e-20,3.76,0.0,0.13125207277729992,0.9973809058915468,7.743075781726767e-06,8.091414482957209e-16,0.4466556092137303,0.46280445269679993,0.002165588961855548,2.7018869200327917e-10,0.0004295541187229025,3.108192710084971e-05,0.007856322670905507,5.051261387214221e-10,2.3734875970244605e-07,1.0179745133169432e-06,5.26444104637381e-06,1.1688053185293983e-07,4.1866423352092634e-07
5.310673187027168e-06,0.8941454152910738,1.096955939092451e-06,5.791159757871561e-06,9.79135738919859e-07,1.2581700257929017e-05,0.0,0.0,1.4164267932191818e-05,9.758544066904696e-09,1.257652368834323e-05,4.250220833315176e-09,1.687461961908287e-07,2.1594443081188906e-19,1.0195233029246184e-13,8.363912824793694e-10,2.3916470473115755e-12,0.0004334859642175965,9.300038160810351e-14,9.610037663338166e-09,1.7203359140762397e-11,1.7669846240841214e-16,1.125975225733847e-10,1.339434344238547e-15,4.5003176986150064e-13,4.7358511997078955e-15,4.0871107695742996e-19,1.409896870805754e-14,1.889383920657282e-24,2.6853462289124136e-22,7.235596312791053e-11,8.87939814881196e-22,6.018858540988634e-19,5.780396420974475e-20,3.76,0.0,0.12660859518454146,0.9973640729473631,8.103678862203226e-06,9.628125211377856e-16,0.45097391548676374,0.46775504560448283,0.0021655522139919217,2.7256423501588304e-10,0.0004458223491516369,3.1843950936090735e-05,0.008164201287621022,5.170643943649865e-10,2.467312684099975e-07,1.0429685278785494e-06,5.4639141215844055e-06,1.254715118260694e-07,4.2289436269677723e-07
5.435475012941118e-06,0.8948821318994488,1.1289099421476702e-06,6.049559671636654e-06,1.0324121086988047e-06,1.3273539591503506e-05,0.0,0.0,1.4319073738385628e-05,9.747203642443999e-09,1.3381018130851529e-05,4.5974647004975e-09,1.7552971528652423e-07,2.4344709155441407e-19,1.1164372338051591e-13,8.830724045817812e-10,2.6807231621046046e-12,0.00044911407616403783,1.0376223641221295e-13,1.0076822931811257e-08,1.9360104356351667e-11,1.992282279495141e-16,1.1876943134708706e-10,1.4654673352751588e-15,4.580441068842434e-13,5.5048268133168285e-15,4.702373592202671e-19,1.5805673713982207e-14,2.421638152690289e-24,3.094320915290675e-22,7.563247984222818e-11,1.0350915997689474e-21,6.613700523950808e-19,6.918388649430328e-20,3.76,0.0,0.12212937268812506,0.9973470915268887,8.470365684491121e-06,1.1407533204960873e-15,0.45512476937584867,0.47254443875832397,0.002165515152029014,2.748420912689019e-10,0.00046223005438629007,3.260618208750191e-05,0.008475134692107957,5.289998638332712e-10,2.562082500630918e-07,1.0679694346929192e-06,5.665105605627316e-06,1.3447466912446835e-07,4.269609457363877e-07
5.560276838855069e-06,0.8955949374444446,1.1612235698151846e-06,6.314623728439947e-06,1.087933809446142e-06,1.3986293518280208e-05,0.0,0.0,1.4474477631836955e-05,9.740840582814224e-09,1.4214954865242381e-05,4.963788518273327e-09,1.8240163133298658e-07,2.7370096900869095e-19,1.2198349042098625e-13,9.311704548338098e-10,2.9963277180735562e-12,0.00046484787606520774,1.1548783943824963e-13,1.0550557784307935e-08,2.1720492486614832e-11,2.239259706319429e-16,1.2512557559584577e-10,1.6007362182584885e-15,4.660876083515341e-13,6.374751830203115e-15,5.392451203790056e-19,1.7668799512037e-14,3.0855645755974258e-24,3.553879350022675e-22,7.899196469516643e-11,1.2020639220642748e-21,7.255532352804206e-19,8.244953954296205e-20,3.76,0.0,0.11780859509826919,0.9973299670457123,8.843025586431242e-06,1.3460529611198245e-15,0.459114102303757,0.47717832702627444,0.0021654777868917396,2.7702599929033005e-10,0.00047877149362877887,3.33685603237734e-05,0.008789007502144378,5.409320370877585e-10,2.6577614062081614e-07,1.0929752574194144e-06,5.86794545798359e-06,1.438995898765647e-07,4.3086977552786265e-07
5.685078664769019e-06,0.8962846767728787,1.1939039249326713e-06,6.586450974045159e-06,1.1457880666130632e-06,1.47200792571402e-05,0.0,0.0,1.463076449965453e-05,9.739813228084056e-09,1.5078575505443821e-05,5.349772711197583e-09,1.8936083197867414e-07,3.0691209178021003e-19,1.3299738665485183e-13,9.806973881519274e-10,3.340154333366525e-12,0.0004806816223654589,1.2824178536928944e-13,1.1030925686219038e-08,2.4297477072641758e-11,2.5093280534015293e-16,1.316674974864647e-10,1.7457783880738664e-15,4.741838971880882e-13,7.355847835733131e-15,6.164444025438758e-19,1.9698258092898578e-14,3.90941452528746e-24,4.068941346863613e-22,8.24362998318729e-11,1.3909415053562948e-21,7.947489687930509e-19,9.78581904446803e-20,3.76,0.0,0.11364065774927436,0.9973127047115928,9.221551172922204e-06,1.582102591933289e-15,0.4629476360363847,0.48166220366192836,0.0021654401302496303,2.791195570694806e-10,0.0004954411458875527,3.4131025592715775e-05,0.009105708246226361,5.528603802204114e-10,2.754314967673519e-07,1.1179840257501047e-06,6.072366333250167e-06,1.5375582880703544e-07,4.346264401891274e-07
5.80988049068297e-06,0.8969521648233746,1.2269579651048141e-06,6.865140333295656e-06,1.2060650487299718e-06,1.5475009334352657e-05,0.0,0.0,1.4788203440166761e-05,9.74444022170028e-09,1.5972112475278588e-05,5.7560039172917566e-09,1.9640632555813013e-07,3.432972870544091e-19,1.4471149901098126e-13,1.0316651513415276e-09,3.713959092523319e-12,0.0004966097924486792,1.420919280727571e-13,1.1517617087376385e-08,2.7104419725724862e-11,2.803944554013108e-16,1.3839673681442154e-10,1.9011579161001335e-15,4.8235422758886e-13,8.45907233351999e-15,7.025958029285976e-19,2.1904317423297116e-14,4.926612562031383e-24,4.644787754881437e-22,8.596741728339641e-11,1.6039703868453197e-21,8.692901988261078e-19,1.1569523732149248e-19,3.76,0.0,0.10962015422967009,0.9972953095345816,9.605838153409087e-06,1.852616270988589e-15,0.46663089008702663,0.48600136744916916,0.002165402192680031,2.811262107767089e-10,0.0005122337010292176,3.489351795176102e-05,0.009425129238263894,5.647843362752732e-10,2.8517099204953084e-07,1.1429937731335346e-06,6.278303471524899e-06,1.6405290651696594e-07,4.382363303003588e-07
5.93468231659692e-06,0.8975981876859217,1.2603925003093103e-06,7.1507905134920685e-06,1.2688579217294124e-06,1.6251191696268086e-05,0.0,0.0,1.4947048528862082e-05,9.755005022826357e-09,1.689578943996689e-05,6.183075057488312e-09,2.035372387945649e-07,3.830845318648529e-19,1.5715223854789675e-13,1.0840856667697065e-09,4.119561171464745e-12,0.0005126270736837342,1.5710951683801096e-13,1.2010329680275242e-08,3.015508674414183e-11,3.124612187727921e-16,1.4531482884459466e-10,2.067466650834868e-15,4.906194459827253e-13,9.696150315652453e-15,7.985130907690344e-19,2.4297604325876127e-14,6.176547667739986e-24,5.287079393335802e-22,8.958729356420391e-11,1.8435662366819577e-21,9.495302672041979e-19,1.3627660824463857e-19,3.76,0.0,0.1057418693693656,0.9972777863350332,9.995785182032933e-06,2.161652688603788e-15,0.47016918885979364,0.4902009295932657,0.0021653639835813214,2.830492577869959e-10,0.0005291440512284647,3.5655977497346355e-05,0.009747166455727135,5.767033260982701e-10,2.949914131202013e-07,1.1680025344599829e-06,6.485694593643118e-06,1.7480030670451886e-07,4.4170464588155256e-07
6.059484142510871e-06,0.898223503624149,1.294214191440184e-06,7.443499912692805e-06,1.3342629021236187e-06,1.704872982148359e-05,0.0,0.0,1.5107539549749859e-05,9.771760019735114e-09,1.7849821723136863e-05,6.631585400818968e-09,2.1075281456898787e-07,4.2651330958766503e-19,1.7034633270928077e-13,1.137970816225404e-09,4.558843439842866e-12,0.000528728354873657,1.7336933650919002e-13,1.2508768607643697e-08,3.3463645531380235e-11,3.4728793179131753e-16,1.524233023318018e-10,2.245325351872099e-15,4.989999681663293e-13,1.1079606207805755e-14,9.050659219271807e-19,2.688910721999133e-14,7.70546246678968e-24,6.001876627361607e-22,9.329794453650241e-11,2.1123231088275884e-21,1.0358439619194279e-18,1.599513188641933e-19,3.76,0.0,0.10200077247490333,0.9972601397487988,1.0391293700941215e-05,2.513637746962056e-15,0.47356766854112936,0.4942658203672714,0.002165325513538392,2.8489187890758427e-10,0.0005461672828068573,3.641834429391301e-05,0.010071719421198083,5.886167470440653e-10,3.048896560861398e-07,1.1930083437336349e-06,6.69447980120643e-06,1.860074733225723e-07,4.450364031239962e-07
6.184285968424821e-06,0.898828844061226,1.328429549757983e-06,7.743366532516378e-06,1.4023793087939778e-06,1.7867722832298554e-05,0.0,0.0,1.5269902693856122e-05,9.794930268892059e-09,1.8834416709917985e-05,7.102140625664441e-09,2.1805240975756867e-07,4.738349792381913e-19,1.8432081763021226e-13,1.1933324252077274e-09,5.033753040173741e-12,0.0005449087180820508,1.9094985138977412e-13,1.3012646623531394e-08,3.7044660837367255e-11,3.850339307309127e-16,1.597236775625216e-10,2.4353848594772137e-15,5.075157616388962e-13,1.2622796175206585e-14,1.02318265359064e-18,2.969017872031352e-14,9.567449851356942e-24,6.795659588186014e-22,9.710142046617632e-11,2.4130224254379226e-21,1.1286286010777106e-18,1.871041975821165e-19,3.76,0.0,0.09839201080409286,0.9972423742365952,1.0792267787235362e-05,2.9133880037387828e-15,0.47683128374822237,0.49820079552239815,0.002165286792178985,2.866571233236089e-10,0.0005632986684346524,3.7180558303171184e-05,0.010398691087277541,6.005239734440634e-10,3.1486272295902894e-07,1.2180092317514234e-06,6.904601481053702e-06,1.9768380767004197e-07,4.4823644088423553e-07
6.3090877943387715e-06,0.8994149145307782,1.3630449372159313e-06,8.050487895021807e-06,1.4733096131759474e-06,1.8708265605287755e-05,0.0,0.0,1.5434351226495467e-05,9.824716883785435e-09,1.9849774236678752e-05,7.59535287741333e-09,2.254354931337222e-07,5.253131436459209e-19,1.991030303155138e-13,1.2501822477513023e-09,5.546301942576096e-12,0.000561163430809507,2.0993335278742247e-13,1.3521684212657823e-08,4.091309084328676e-11,4.2586301141444277e-16,1.6721746432391628e-10,2.6383273017958045e-15,5.16186320944004e-13,1.433994077318846e-14,1.153853261375524e-18,3.271253809098703e-14,1.1825567025743951e-23,7.67534904734609e-22,1.0099980130505782e-10,2.748642116583362e-21,1.2283051508513989e-18,2.181587875587722e-19,3.76,0.0,0.09491090327150084,0.9972244940916563,1.1198614003993618e-05,3.366134986484769e-15,0.47996481394292184,0.502010442470835,0.0021652478274370966,2.8834790229445467e-10,0.0005805336596691346,3.794255931423346e-05,0.010727987724792637,6.124243578004178e-10,3.2490771820782085e-07,1.2430032238087277e-06,7.116004213810034e-06,2.0983866541387465e-07,4.5130942694894103e-07
6.433889620252722e-06,0.8999823955939984,1.3980665676344327e-06,8.364960963734305e-06,1.5471594876336252e-06,1.957044888082873e-05,0.0,0.0,1.5601086124866965e-05,9.861300097786077e-09,2.0896086967941825e-05,8.111840822888313e-09,2.3290164333281246e-07,5.812240141305527e-19,2.1472060056883494e-13,1.3085319515597146e-09,6.0985674744906786e-12,0.000577487938518262,2.3040611006305897e-13,1.4035609672878313e-08,4.50842831095788e-11,4.699433871222647e-16,1.7490616005811319e-10,2.8548673422649647e-15,5.250306558500696e-13,1.624615792202658e-14,1.2981323611165743e-18,3.5968273552098156e-14,1.4553077642594868e-23,8.648327954355054e-22,1.049951922589562e-10,3.1223662430944645e-21,1.3353193804050867e-18,2.535804353319295e-19,3.76,0.0,0.09155293437656428,0.9972065034429745,1.1610241255728298e-05,3.877550383811616e-15,0.48297286961944563,0.5056991862491849,0.0021652086289153903,2.8996703211777126e-10,0.000597867879828332,3.870428687508505e-05,0.011059518814247172,6.243172290737274e-10,3.350218454107474e-07,1.2679883374493536e-06,7.328634686584014e-06,2.224813535390206e-07,4.54259864078792e-07
6.5586914461666725e-06,0.9005319437242275,1.4335005086882836e-06,8.686882068576181e-06,1.6240378517913708e-06,2.0454359371431276e-05,0.0,0.0,1.5770296687423615e-05,9.90484202545792e-09,2.197354076098571e-05,8.652229701899588e-09,2.4045054688212264e-07,6.41856788887868e-19,2.312014428854418e-13,1.3683931035618027e-09,6.692692825168211e-12,0.0005938778574819091,2.524585250313156e-13,1.4554159164181143e-08,4.957397040526912e-11,5.174476450020411e-16,1.8279124815416658e-10,3.085753470090321e-15,5.340672882447214e-13,1.8357496190659104e-14,1.4571423377586567e-18,3.946984443497605e-14,1.7834833388695305e-23,9.722463642869788e-22,1.090897195838603e-10,3.537594926976178e-21,1.4501430549177804e-18,2.938795763491282e-19,3.76,0.0,0.08831374834644351,0.9971884062639464,1.2027060648598342e-05,4.453772118957672e-15,0.48585989827384696,0.5092712952703408,0.002165169205554037,2.9151721730606555e-10,0.0006152971171775335,3.946568022574078e-05,0.011393196940454625,6.362018927341801e-10,3.4520240400519166e-07,1.2929625802698462e-06,7.542441609503245e-06,2.3562112722401015e-07,4.5709209583915803e-07
6.683493272080623e-06,0.9010641921601693,1.4693526846650765e-06,9.016346834322386e-06,1.7040569166142748e-06,2.13600798687282e-05,0.0,0.0,1.5942161116377947e-05,9.955489146062668e-09,2.308231501861957e-05,9.217151376291436e-09,2.4808199629594857e-07,7.075140385188688e-19,2.485737482809455e-13,1.4297771561729194e-09,7.330887523727242e-12,0.000610328967929382,2.7618528953452363e-13,1.5077076727035528e-08,5.4398266434665493e-11,5.685527011719641e-16,1.9087419611887325e-10,3.33176933616737e-15,5.433142386967006e-13,2.0690968376181494e-14,1.6320765839184668e-18,4.323008318439722e-14,2.1768807083681992e-23,1.0906130711405316e-21,1.1328552657145012e-10,3.997954400159861e-21,1.5732751657679631e-18,3.396152282450459e-19,3.76,0.0,0.0851891434860458,0.9971702063801965,1.2448985355681502e-05,5.1014313105873104e-15,0.48863019016290443,0.5127308868713152,0.0021651295638615577,2.9300102987690137e-10,0.0006328173183983923,4.022667823343461e-05,0.011728937690291541,6.480776325450862e-10,3.55446786133535e-07,1.3179239477885655e-06,7.75737563564327e-06,2.4926718664012653e-07,4.5981031222505147e-07
6.808295097994573e-06,0.9015797517288501,1.5056288799604402e-06,9.353450112891765e-06,1.7873322260465818e-06,2.2287689348998394e-05,0.0,0.0,1.6116847074629613e-05,1.0013374531745477e-08,2.4222583030593652e-05,9.807244376858448e-09,2.5579588823285096e-07,7.785120814727839e-19,2.6686597592839154e-13,1.4926954340574069e-09,8.01542788979559e-12,0.0006268372074911901,3.0168554601061797e-13,1.5604114273949012e-08,5.957366147672801e-11,6.234397547251612e-16,1.9915645386678127e-10,3.593735137185153e-15,5.527890210543564e-13,2.3264585360645766e-14,1.824202850822633e-18,4.7262197205435435e-14,2.6467790080754726e-23,1.2208234587934493e-21,1.1758476979532155e-10,4.507307576588619e-21,1.7052431997437909e-18,3.9139870323201244e-19,3.76,0.0,0.08217506672791405,0.9971519074707718,1.28759304875493e-05,5.827680124887793e-15,0.49128788385979144,0.5160819326642511,0.0021650897125024635,2.9442096603065925e-10,0.0006504245823491344,4.098721933010246e-05,0.01206665955350733,6.599437085747882e-10,3.657524735830139e-07,1.3428704213907283e-06,7.973389284572783e-06,2.6342867367255425e-07,4.6241855508756625e-07
6.933096923908524e-06,0.9020792116393901,1.5423347432697114e-06,9.698285919381149e-06,1.8739826959764837e-06,2.323726307710244e-05,0.0,0.0,1.629451221833629e-05,1.0078619841546463e-08,2.5394512304095187e-05,1.0423153948531025e-08,2.6359222171572966e-07,8.551813666292292e-19,2.8610684476832525e-13,1.5571591212882366e-09,8.748657456957939e-12,0.0006433986649297506,3.2906305087113267e-13,1.6135031557309766e-08,6.511701795219183e-11,6.822942407868325e-16,2.0763945228682078e-10,3.8725090514596235e-15,5.625086497532543e-13,2.609739022956475e-14,2.034866714401373e-18,5.1579770551387636e-14,3.2061267511997197e-23,1.3638235786145504e-21,1.2198961561930105e-10,5.069765034630392e-21,1.846604450365065e-18,4.498975515406301e-19,3.76,0.0,0.0792676083749088,0.997133513075949,1.3307812968377164e-05,6.640220522538211e-15,0.49383697161368406,0.5193282636976337,0.0021650496600215665,2.957794314700554e-10,0.0006681151540982332,4.1747241452338373e-05,0.012406283826524823,6.717993566588996e-10,3.7611703481760405e-07,1.367799966354712e-06,8.1904368692765e-06,2.7811466856213123e-07,4.649207233687911e-07
7.057898749822474e-06,0.9025631402486136,1.5794757924273581e-06,1.0050947371344024e-05,1.964130650327384e-06,2.4208872708722558e-05,0.0,0.0,1.6475304706288332e-05,1.015133710113818e-08,2.6598264883764013e-05,1.1065532094231758e-08,2.7147109641325354e-07,9.378668734759464e-19,3.063253250586875e-13,1.6231792492795711e-09,9.53298736814335e-12,0.0006600095741150474,3.584263404720604e-13,1.666959611546913e-08,7.104556593119459e-11,7.453057827603698e-16,2.1632460170165404e-10,4.1689887294709175e-15,5.724896357323368e-13,2.9209492640474824e-14,2.2654951593710085e-18,5.6196765450736667e-14,3.869748569646404e-23,1.5206174859388765e-21,1.2650223687776542e-10,5.689696080620265e-21,1.997947370725109e-18,5.158397484339098e-19,3.76,0.0,0.0764629970288533,0.9971150266058623,1.3744551417841237e-05,7.547333903381533e-15,0.49628130452024033,0.5224735754344582,0.002165009411530194,2.9707869919075093e-10,0.000685885419193266,4.25066819840781e-05,0.012747734519164973,6.836437909836662e-10,3.865381220999158e-07,1.3927105299655028e-06,8.408474425858438e-06,2.9333418646665394e-07,4.673205781519494e-07
7.182700575736425e-06,0.9030320857995102,1.6170574198575067e-06,1.0411526631796052e-05,2.0579018541109787e-06,2.5202586390810085e-05,0.0,0.0,1.6659363687177637e-05,1.023163028710123e-08,2.783399766163481e-05,1.1735037617792654e-08,2.7943271097919274e-07,1.0269285027987528e-18,3.275506297714991e-13,1.6907666854528218e-09,1.0370896741408296e-11,0.0006766663082633023,3.89888899454571e-13,1.7207583200169675e-08,7.737689859312563e-11,8.126681439670963e-16,2.2521329030185947e-10,4.48411284190351e-15,5.827479842620845e-13,3.262210342432803e-14,2.517600284359599e-18,6.112752367261966e-14,4.6545726818130634e-23,1.6922698061432829e-21,1.3112480976394104e-10,6.3717403557111456e-21,2.1598929674920527e-18,5.900181378993088e-19,3.76,0.0,0.07375759469855626,0.9970964513395626,1.4186066038980246e-05,8.557911650698466e-15,0.4986245975095864,0.5255214325538723,0.002164968974723071,2.9832098234066066e-10,0.0007037318981831019,4.3265477702188834e-05,0.013090938264228424,6.95476202018486e-10,3.9701346870103974e-07,1.4176000397239534e-06,8.627459646405114e-06,3.0909617394112875e-07,4.6962174753327953e-07
7.307502401650375e-06,0.903486577133512,1.6550848985940264e-06,1.0780114856024258e-05,2.155425543208894e-06,2.6218468860152114e-05,0.0,0.0,1.684681976579301e-05,1.0319596733451913e-08,2.9101862677400643e-05,1.2432336166358276e-08,2.8747736145202245e-07,1.1227414626202751e-18,3.498122060757721e-13,1.7599321222848652e-09,1.1264933006638439e-11,0.0006933653744286135,4.2356933123829805e-13,1.7748775687738442e-08,8.412896765100338e-11,8.845791787959451e-16,2.343068829687755e-10,4.818862689342081e-15,5.932992089769017e-13,3.63575694063811e-14,2.7927831313529868e-18,6.638676772819969e-14,5.579880679780676e-23,1.8799083724263933e-21,1.358595109952047e-10,7.120819986090995e-21,2.3330962401888705e-18,6.732951467400627e-19,3.76,0.0,0.07114789208086965,0.9970777904316688,1.4632278512188469e-05,9.681486576553407e-15,0.5008704341582285,0.5284752735825731,0.0021649283580812474,2.9950842851338456e-10,0.0007216512413838035,4.402356472502872e-05,0.013435824229866193,7.072957551197287e-10,4.075408861962721e-07,1.4424664016548708e-06,8.847351814897461e-06,3.254095053366056e-07,4.7182773132192873e-07
