Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989)
0.022576716832472976,0.5364171905891196,3.716085579853973e-07,4.4625051752606123e-07,1.4310220368089866e-06,0.0018096790086789942,0.0,0.0,0.00032802970074175203,0.0001780166223247578,0.014198569365614868,0.00674374068808133,3.1347327277557595e-07,7.877335602128849e-22,7.163599044899164e-16,1.0673217123630668e-10,1.9860233113498677e-07,0.018141037136950436,6.958441140989148e-11,4.695289081016282e-16,2.0855810909548814e-09,2.0379519179799723e-17,3.1406078871634097e-12,5.560311779661279e-08,1.2931116703318444e-10,3.650149413258983e-07,1.3207301062726812e-15,9.652443893647923e-10,2.5481125156576747e-09,1.0310533776920382e-13,3.623112845946391e-09,1.2714454833369952e-14,6.984490160780939e-14,6.1907860959996e-10,3.76,0.0,0.30011768921892923,0.9468623445076018,0.02660416809261217,5.184188165726585e-05,0.14934761420222062,0.18232210663098355,6.48165801000947e-05,2.369300913294998e-13,0.03240414995939954,0.00010503415957378391,2.32616898017483e-05,1.398060633706136e-07,6.050467223838043e-13,2.994915758124611e-07,0.00022736417271278993,0.00846970966924291,1.2982295698309075e-12,0.0001558101299696956,1.8472347988607258e-06,6.922358393795663e-07,0.0003581870120950061,0.003208928868223586,1.0186523032588073e-07,4.883749725054503e-09,5.842047336793444e-06,3.833073991623288e-07,1.7684224489014476e-06,0.0009175744629605917,3.8741294914028756e-07,6.829465801450196e-13,4.1607317249436746e-08,2.7544274561776538e-11,0.00010238489798357727,1.1998464784679563e-07,5.391456486282489e-14,3.691775918852097e-10,1.3444464775221924e-11,9.574851706153058e-13,1.7257706732999503e-08,1.0464451962861951e-13,6.85661914355449e-08,3.344538935527814e-06,4.222670305023527e-05,1.2469675279785965e-08,1.1440542312052274e-08,3.702475089800518e-05,8.853776116650017e-12,7.51005452579488e-08,1.371147836350216e-08,2.6536105052161894e-15,8.870321332074203e-06,1.982378834509244e-08,0.0010638242484815159,2.0891804192310532e-08,1.5817229050982676e-14,8.259953149965178e-16,8.700322431449484e-16,4.434677966491889e-21,2.743328010522736e-09,1.1412391778146398e-09,6.952317708290397e-11,2.2369076348299056e-06,9.873454773326717e-06,3.394447730151016e-08,1.6342620417214578e-07,3.892134288490577e-13,1.9170882187125028e-07,4.757375223645446e-11,0.00021551443808282583,3.636731385983112e-09,8.73319993491214e-08,1.1130983066350179e-07,7.614702518819762e-12,3.3267048864405546e-14,5.241392125578707e-10,8.572148656460519e-10,8.678719294090979e-12,7.371947685643197e-16,9.552441658202397e-10,5.42390942386982e-08,1.7943129473488955e-08
0.022678821090857285,0.5365008742537423,3.748062084496961e-07,4.4948597481589267e-07,1.4478668976341126e-06,0.0018362728400665035,0.0,0.0,0.0003301212583752376,0.0001801616840494769,0.014447633599032382,0.006844494246661133,3.1759081769383187e-07,8.100998398399304e-22,7.299502933130917e-16,1.0780821264426313e-10,2.005698425763022e-07,0.018235395042169526,7.117242159491625e-11,4.781813741539183e-16,2.17347991974178e-09,2.1198211636552382e-17,3.1709870840892406e-12,5.678641300716417e-08,1.313064224129528e-10,3.7397059156301923e-07,1.3707196667188265e-15,9.889902448664919e-10,2.606516223311666e-09,1.0637710953406145e-13,3.667894524169402e-09,1.3065898853188459e-14,7.213729384853251e-14,6.356624664015097e-10,3.76,0.0,0.29922269816907004,0.9461918221793671,0.02702205997520433,5.250686291902807e-05,0.14966224135997225,0.1829868701882294,6.477067988346191e-05,2.372240821339498e-13,0.032771218086794104,0.00010545773130746953,2.349554171510629e-05,1.4024857864496832e-07,6.111295464169272e-13,3.007976067676335e-07,0.00022930050702720404,0.008581979795976162,1.3157367389032733e-12,0.00015795929708511968,1.8646878237930582e-06,6.968677718305934e-07,0.0003605288794621887,0.0032319313833258268,1.0313394509135579e-07,4.950429557465689e-09,5.91307540566282e-06,3.871830558514446e-07,1.7859606750741144e-06,0.0009298982947744368,3.9178441137295934e-07,6.906527377628809e-13,4.184326683156706e-08,2.7700467390577657e-11,0.00010389435776503405,1.2101318890735752e-07,5.452291865409343e-14,3.7333319353732977e-10,1.3619108414688089e-11,9.65764196280347e-13,1.7413813899048377e-08,1.057066056870916e-13,6.927692954523467e-08,3.404768382327967e-06,4.270559328805731e-05,1.268326496848333e-08,1.1481114225734984e-08,3.778524839843692e-05,8.917243596339469e-12,7.649790598173911e-08,1.3849904235724545e-08,2.6780857987232228e-15,8.986467903174739e-06,1.9903886063448628e-08,0.001076408248694695,2.1165171902443122e-08,1.5964739317145953e-14,8.336980085537605e-16,8.91402214184942e-16,4.5517286649157054e-21,2.7593061226030817e-09,1.1614704541866728e-09,7.086294239282138e-11,2.2531286997654816e-06,1.002995123903341e-05,3.450694809481126e-08,1.6416331081086173e-07,3.957741598415984e-13,1.929321746631918e-07,4.812941594445708e-11,0.00022138599591313616,3.6698263767166455e-09,8.981701057080878e-08,1.1454556503564743e-07,7.684653011062247e-12,3.404699127229239e-14,5.264033617395723e-10,8.808450071809295e-10,8.739550718645967e-12,7.47727962853569e-16,9.69871706508639e-10,5.4546785677398386e-08,1.815100094642937e-08
0.022770714923403164,0.5365762498747644,3.7769403285189937e-07,4.5240300300738723e-07,1.4631016270109882e-06,0.0018604326325520903,0.0,0.0,0.0003320022325079441,0.00018209754583031746,0.014674403113406459,0.00693603518781985,3.213153532126699e-07,8.306850955180296e-22,7.423461289229279e-16,1.0878030679788713e-10,2.0234801294346788e-07,0.018319539134824057,7.262656222558843e-11,4.861277232287016e-16,2.2553936330105795e-09,2.196090098400367e-17,3.1984028791539627e-12,5.786789590998093e-08,1.33116828265973e-10,3.8217790533465093e-07,1.417181367479768e-15,1.0107825893631274e-09,2.6599613191873423e-09,1.0939668119860475e-13,3.7083067006873372e-09,1.3388855326591958e-14,7.425457968810136e-14,6.508835010624291e-10,3.76,0.0,0.29841686530239964,0.9455834568750187,0.027402035977539322,5.31097573349765e-05,0.14994234229292075,0.1835840213689716,6.472903459437701e-05,2.3748188302327484e-13,0.03310392584709,0.00010583635288181189,2.3707438742303442e-05,1.4064185230919738e-07,6.166412934312332e-13,3.0196675658714115e-07,0.00023104282042501665,0.00868367919007767,1.3316161238415678e-12,0.0001599087877465232,1.8804297600104905e-06,7.010399418817495e-07,0.0003626340594516921,0.003252612826807124,1.0428208375652616e-07,5.01090983167248e-09,5.977325053213445e-06,3.9068231878472276e-07,1.8018048953474344e-06,0.0009410615446255232,3.95731237508685e-07,6.976103324560461e-13,4.205471770087856e-08,2.784044259752546e-11,0.00010526437732248974,1.219387950361798e-07,5.50721779780614e-14,3.770850635388555e-10,1.3777110624384366e-11,9.732173074072362e-13,1.755455143984527e-08,1.0666524716652179e-13,6.991900787471122e-08,3.459593560829312e-06,4.3139247046427e-05,1.2877401591580771e-08,1.1517263444496516e-08,3.847916947786728e-05,8.974306891604245e-12,7.777164449158896e-08,1.3974961018189282e-08,2.7001518162482485e-15,9.091764101200801e-06,1.9975213819240943e-08,0.0010877787921182217,2.1412979735637922e-08,1.609773126510956e-14,8.40642582627944e-16,9.109873517530855e-16,4.6593120400416905e-21,2.7736589252323147e-09,1.1798857551948171e-09,7.208579424656639e-11,2.267805565289471e-06,1.0172115227959151e-05,3.501876171273656e-08,1.6482396419290564e-07,4.0174545608877524e-13,1.9403682452179218e-07,4.8631797294018073e-11,0.00022677925317226506,3.6996584490950528e-09,9.211035274804897e-08,1.1752397514119147e-07,7.74773943169922e-12,3.476121435539558e-14,5.284241820166549e-10,9.026284359399458e-10,8.794198167716123e-12,7.572739052218947e-16,9.831749378580027e-10,5.48225316257998e-08,1.8338779039371566e-08
0.022853419372694455,0.536644137112056,3.803009732512603e-07,4.550322963415798e-07,1.4768720593299365e-06,0.0018823590343962527,0.0,0.0,0.00033369377189199745,0.0001838438546072768,0.014880618106224933,0.007019122573670871,3.246822389057514e-07,8.49581881950114e-22,7.536360373089508e-16,1.0965809486296628e-10,2.0395430180335737e-07,0.018394630542602663,7.395568715798092e-11,4.934115923807255e-16,2.3314535290378165e-09,2.2668897777887688e-17,3.2231354275509015e-12,5.885471619018652e-08,1.3475797652966386e-10,3.896850169325707e-07,1.4602211342282592e-15,1.0307419220191305e-09,2.708782737195232e-09,1.1217609845311619e-13,3.744760317052758e-09,1.3684978178322967e-14,7.620479970172253e-14,6.648244590368272e-10,3.76,0.0,0.29769134417905074,0.9450319572473316,0.027747159246751727,5.365593098245023e-05,0.15019195062094132,0.1841205373689962,6.469128201541366e-05,2.377084042316236e-13,0.03340526624156211,0.00010617497783886715,2.3899309720758195e-05,1.4099171071550194e-07,6.21632134999668e-13,3.030138050244495e-07,0.00023261039072667919,0.00877573628418712,1.346006925738152e-12,0.00016167564685131444,1.8946238809774945e-06,7.047973747041741e-07,0.00036452659923355194,0.003271208281132634,1.0532043171629981e-07,5.065719711064997e-09,6.03540820118142e-06,3.938404387183883e-07,1.8161123523664883e-06,0.0009511662345215779,3.9929314342436916e-07,7.038893767961165e-13,4.224427758359957e-08,2.7965926455251408e-11,0.00010650668899265484,1.227716724769194e-07,5.5567869903603604e-14,3.8047097522585927e-10,1.3919970477785358e-11,9.7992594340089e-13,1.7681399960013427e-08,1.0753018676018646e-13,7.049878960738396e-08,3.509438048551073e-06,4.353166170872494e-05,1.305366404560272e-08,1.1549497615940382e-08,3.911141302032499e-05,9.025614628353243e-12,7.89311257569464e-08,1.4087888672654866e-08,2.7200404093197584e-15,9.187148586153285e-06,2.0038788366379582e-08,0.0010980480420656187,2.163744026661942e-08,1.6217601064829046e-14,8.469019430637892e-16,9.289023001359122e-16,4.7579778255445445e-21,2.7865527463374454e-09,1.196627595299396e-09,7.320027513689361e-11,2.2810782006835532e-06,1.0301130855532366e-05,3.5483943336550476e-08,1.654162857005471e-07,4.0717387260730383e-13,1.9503395399911675e-07,4.908577024788226e-11,0.00023172251216654053,3.726542568338564e-09,9.422130157626785e-08,1.2025907621946862e-07,7.804618860923528e-12,3.541405419044142e-14,5.302290749369867e-10,9.226592802474129e-10,8.84329577379129e-12,7.659182566258521e-16,9.952605216935813e-10,5.506973212578368e-08,1.850833042574391e-08
0.022936123821985746,0.5367120711995913,3.829152625680067e-07,4.576651933813839e-07,1.4906976254059265e-06,0.0019044584392739396,0.0,0.0,0.0003353838839642819,0.00018559374768417573,0.015088849689031283,0.007102875085727326,3.280628544253513e-07,8.688375111136738e-22,7.650534328991099e-16,1.1053858985557293e-10,2.055661544175339e-07,0.01846911027389983,7.530434830748033e-11,5.008236114943009e-16,2.4097871248329307e-09,2.3397899231592962e-17,3.2479215673346415e-12,5.985440531394637e-08,1.3641019875716326e-10,3.9730743173508966e-07,1.504450629258735e-15,1.0510338385673744e-09,2.7582928347034346e-09,1.1501503535466812e-13,3.78128759852763e-09,1.3986338455530863e-14,7.819806567478924e-14,6.789969950121627e-10,3.76,0.0,0.29696557006695434,0.9444766910964778,0.028095268096583387,5.4205481157780055e-05,0.15043920624121035,0.1846561818246288,6.465327160480136e-05,2.379297165113108e-13,0.03370841216688402,0.00010651155054090804,2.4092287533863e-05,1.4133765667098055e-07,6.266517678502197e-13,3.0405585078732217e-07,0.00023417730063769716,0.008868289661886937,1.3604916440966452e-12,0.00016345414934469302,1.9088418476651565e-06,7.085568928046913e-07,0.0003664170438809228,0.003289785971143859,1.0636348525575765e-07,5.120886315510416e-09,6.093732459279516e-06,3.9700665656711394e-07,1.8304642799315916e-06,0.0009613252925682206,4.028639625870609e-07,7.10184133385558e-13,4.243311872263867e-08,2.809093446436541e-11,0.00010775778124489052,1.236043000388964e-07,5.606480219675294e-14,3.83865311429333e-10,1.406344592764544e-11,9.866346912400744e-13,1.7808413994534473e-08,1.0839710607025576e-13,7.108034511016571e-08,3.5597584975008268e-06,4.3926070472345196e-05,1.3231380734563858e-08,1.1581443929514268e-08,3.975100065685285e-05,9.076873357778936e-12,8.010308863691641e-08,1.4201166851135694e-08,2.739955013707115e-15,9.283117350798196e-06,2.0101771126086416e-08,0.0011083505982699843,2.1863253497356412e-08,1.6337628751596448e-14,8.531695469488241e-16,9.47093093994902e-16,4.858414248698655e-21,2.799422858424807e-09,1.2135288614659745e-09,7.43280260436864e-11,2.294411263790207e-06,1.0431159221301675e-05,3.5953453619998094e-08,1.6600642067563977e-07,4.126539213817187e-13,1.9603386950267996e-07,4.954145857126167e-11,0.00023675141537657124,3.753457911909374e-09,9.637752922986705e-08,1.2304661197554213e-07,7.861590600936147e-12,3.60764942506122e-14,5.320207252887672e-10,9.431001681142405e-10,8.892309783721775e-12,7.746123964670559e-16,1.007453314661922e-09,5.5315997144432385e-08,1.86783942625924e-08
0.023018828271277037,0.5367800523707275,3.8553676994118974e-07,4.603015421710737e-07,1.5045774043476898e-06,0.0019267308446567527,0.0,0.0,0.0003370724135938476,0.00018734699401891773,0.015299103283443085,0.0071872940763636275,3.314568831470807e-07,8.884560096339143e-22,7.765988298977612e-16,1.1142174339213404e-10,2.0718351345213008e-07,0.018542971697498967,7.667273086774135e-11,5.083666919071244e-16,2.4904526876688723e-09,2.4148461732945908e-17,3.2727595758924298e-12,6.086705189760975e-08,1.3807340376991381e-10,4.0504622274084884e-07,1.5498990432647988e-15,1.0716627995709574e-09,2.8084971587602657e-09,1.179144209859874e-13,3.81788391089069e-09,1.4292996391306628e-14,8.023508744988292e-14,6.93403298907655e-10,3.76,0.0,0.2962395472663062,0.9439176542864377,0.028446368201742622,5.475840333996647e-05,0.1506841084104729,0.1851909548204993,6.461500307941151e-05,2.38145821344221e-13,0.03401336569611085,0.0001068460420812542,2.4286376381342865e-05,1.4167965192934815e-07,6.317003012648716e-13,3.050928079388518e-07,0.0002357433797747228,0.008961335767514907,1.3750700621039228e-12,0.00016524426852260491,1.92308251891857e-06,7.123182376223426e-07,0.0003683053123943927,0.0033083450736060426,1.0741118189789607e-07,5.176408205916228e-09,6.152294176105165e-06,4.001807475558479e-07,1.844860010135186e-06,0.0009715383662021309,4.064433737529635e-07,7.164940359297238e-13,4.262122956698654e-08,2.8215458978705337e-11,0.00010901762899397224,1.2443658977626738e-07,5.656293015228234e-14,3.8726776687491975e-10,1.4207529458389342e-11,9.933428857111138e-13,1.7935584466649117e-08,1.0926593864446641e-13,7.166363717187073e-08,3.6105553666246536e-06,4.4322453224417286e-05,1.3410547358459133e-08,1.1613098977601332e-08,4.0397966007135584e-05,9.128080808403849e-12,8.12875857455528e-08,1.4314789564841919e-08,2.759894065871936e-15,9.379669254860924e-06,2.0164158347109544e-08,0.001118685903455576,2.2090414057381596e-08,1.645780450677891e-14,8.594448816078336e-16,9.65562322255712e-16,4.960646411790734e-21,2.8122680406075586e-09,1.230589734045223e-09,7.546912741087181e-11,2.3078050465486512e-06,1.0562201130492525e-05,3.642731039253193e-08,1.6659433119513058e-07,4.1818582897211163e-13,1.9703657242432028e-07,4.999884467349204e-11,0.00024186694521562312,3.7804023685165784e-09,9.8579823218334e-08,1.2588733324146997e-07,7.91865083167465e-12,3.674861781948271e-14,5.337990135172439e-10,9.63957600066044e-10,8.941237313560828e-12,7.833558747959591e-16,1.0197537591942511e-09,5.556131167542459e-08,1.8848961166924518e-08
0.0230932622756392,0.5368412758609378,3.879021876194465e-07,4.626770802378119e-07,1.5171147852604158e-06,0.0019469239022962472,0.0,0.0,0.0003385906086704441,0.00018892758960333054,0.015490064632048762,0.007263842082566994,3.345227152121399e-07,9.064267678966878e-22,7.870995856180619e-16,1.1221881491034553e-10,2.0864379657088202e-07,0.018608912935489958,7.792129184620595e-11,5.152699819915679e-16,2.5650946416049586e-09,2.4842872542611968e-17,3.2951567046203615e-12,6.178958487188816e-08,1.395796008818528e-10,4.121115191327548e-07,1.5918694393502861e-15,1.0905207559860039e-09,2.854279172129172e-09,1.205763242360498e-13,3.850875768419934e-09,1.4573567793306833e-14,8.21064083946263e-14,7.065706392253079e-10,3.76,0.0,0.2955859178197713,0.943411294109739,0.028764920243873893,5.5258912354822495e-05,0.15090250761213322,0.18567150548413872,6.458034050388557e-05,2.3833586480086003e-13,0.034289370972285196,0.00010714528141693623,2.446200969447478e-05,1.419840387673575e-07,6.362687802099946e-13,3.060216481136738e-07,0.0002371519990719358,0.009045495529211344,1.388270560850649e-12,0.0001668652845621957,1.935917587159094e-06,7.157047948810245e-07,0.0003700028269931176,0.0033250316969616364,1.083580276797726e-07,5.226680463013641e-09,6.205199640522535e-06,4.0304397343605087e-07,1.857853052165899e-06,0.0009807760176226412,4.096719185701031e-07,7.221854195657863e-13,4.278989547327089e-08,2.8327111396882628e-11,0.00011015895590238513,1.2518528856890743e-07,5.701222983210704e-14,3.9033666085812407e-10,1.4337718267399297e-11,9.993792353738038e-13,1.805016399079803e-08,1.1004946789629511e-13,7.219005360120055e-08,3.6566801980305555e-06,4.4680868393505324e-05,1.3573033155649422e-08,1.1641336711136456e-08,4.098657002753651e-05,9.174121803970493e-12,8.236439221495037e-08,1.4417339525800478e-08,2.7778588045351546e-15,9.467063551935076e-06,2.021979464727878e-08,0.0011280152138629011,2.2296005863071696e-08,1.6566081121504226e-14,8.650988664020566e-16,9.824248198722351e-16,5.054211789814947e-21,2.8238063782702433e-09,1.2460811087315875e-09,7.650759932001472e-11,2.3199116094666297e-06,1.0681006034716717e-05,3.6857512284278843e-08,1.6712151763221044e-07,4.232090702726855e-13,1.9794138836056963e-07,5.0411929103601075e-11,0.0002465458000534043,3.804675500998114e-09,1.0060193048523468e-07,1.2849008091965166e-07,7.970077474348845e-12,3.7361877188817973e-14,5.35387950981187e-10,9.830908308617375e-10,8.985195776171862e-12,7.912668131234162e-16,1.0309165617199816e-09,5.578126980518268e-08,1.9002893686779972e-08
0.02316769628000136,0.5369025378116064,3.902732454154993e-07,4.650551769277944e-07,1.529694630915988e-06,0.001967257029711429,0.0,0.0,0.0003401072821476394,0.00019051053978271865,0.01568267163585381,0.007340931900764473,3.3759892167568216e-07,9.246989061063327e-22,7.977048803741867e-16,1.1301796572176465e-10,2.1010844993851158e-07,0.01867434338987606,7.918611678364044e-11,5.222840622821578e-16,2.641717812011482e-09,2.5555631807147593e-17,3.31759318188948e-12,6.272274747971395e-08,1.4109454718451925e-10,4.192727202649231e-07,1.634873512652394e-15,1.1096586707917586e-09,2.9006319713692615e-09,1.23288633886555e-13,3.883916354249873e-09,1.4858522904421354e-14,8.401427449028191e-14,7.199306604342066e-10,3.76,0.0,0.29493209396274134,0.9429018741196661,0.02908590320086887,5.5762144970544134e-05,0.15111899955247365,0.18615135038340216,6.454546847345245e-05,2.3852169319508873e-13,0.034566843280457366,0.00010744279111741824,2.4638549255236427e-05,1.4228516810981153e-07,6.408608328015222e-13,3.06946235563527e-07,0.0002385596811004015,0.009130048716629448,1.4015465910199428e-12,0.00016849566511623933,1.948769274563438e-06,7.190924304342591e-07,0.0003716984555787761,0.0033417020083210823,1.0930853899342214e-07,5.27723822724461e-09,6.258291611842846e-06,4.05913225948783e-07,1.8708805150815876e-06,0.000990056860431363,4.129069145869174e-07,7.278881753242995e-13,4.295795232440884e-08,2.8438360589026898e-11,0.00011130733261975827,1.2593357726627558e-07,5.746242725609395e-14,3.934116484864834e-10,1.4468387889399237e-11,1.0054141061545653e-12,1.8164855935632313e-08,1.1083444231427846e-13,7.271781833084553e-08,3.70319144736105e-06,4.5040850316975003e-05,1.3736685962150813e-08,1.1669333372618883e-08,4.158120027782003e-05,9.220117797916931e-12,8.34514290611622e-08,1.4520159064358822e-08,2.7958408918181433e-15,9.554928276049634e-06,2.027494302931625e-08,0.001137370182228862,2.250268013211776e-08,1.6674462429004773e-14,8.707583172926772e-16,9.995168082395036e-16,5.1492711785916045e-21,2.835322637764145e-09,1.2617019773974468e-09,7.755700745732911e-11,2.3320678087157985e-06,1.0800632985247574e-05,3.729126175026105e-08,1.676468445546597e-07,4.2827466013105334e-13,1.988484620010938e-07,5.08263613221137e-11,0.00025129633485651787,3.828968907806887e-09,1.0266257775743519e-07,1.3113707635094592e-07,8.021569772145006e-12,3.798310796604293e-14,5.369658852348241e-10,1.0025715350930877e-09,9.02907977751847e-12,7.992170075737514e-16,1.0421672276590896e-09,5.6000435280930264e-08,1.9157219082336345e-08
0.023242130284363522,0.5369638383572439,3.926498441007483e-07,4.6743571863777434e-07,1.5423162404195459e-06,0.0019877301716686746,0.0,0.0,0.00034162231993620213,0.00019209567065183838,0.015876927758288598,0.007418564406529269,3.4068526455051084e-07,9.432758736132664e-22,8.084150985825904e-16,1.1381915990881387e-10,2.115774303259459e-07,0.01873925846436068,8.046734240537301e-11,5.294111973108355e-16,2.7203671772366762e-09,2.6287171392818628e-17,3.3400677243359632e-12,6.366660213176033e-08,1.4261816991000328e-10,4.265305972575113e-07,1.678933849973659e-15,1.1290798775571275e-09,2.9475595285049185e-09,1.2605203814507973e-13,3.917002216619526e-09,1.5147905493719577e-14,8.59592134861719e-14,7.334849188176539e-10,3.76,0.0,0.2942780792131484,0.9423893920414724,0.0294093205163919,5.62680971723996e-05,0.15133358385777976,0.18663048956879227,6.451038683239536e-05,2.3870330825643565e-13,0.03484578383237805,0.0001077385505770666,2.4815997978213356e-05,1.4258301322391212e-07,6.454765348822397e-13,3.078665086053462e-07,0.00023996629974830746,0.009214992539837054,1.4148979648655493e-12,0.00017013538705295148,1.961636731254878e-06,7.224809521241431e-07,0.00037339214033709135,0.0033583554179523883,1.1026266921058012e-07,5.3280803509622706e-09,6.3115672732829565e-06,4.08788336424378e-07,1.8839418908224192e-06,0.0009993806202096076,4.1614811805576704e-07,7.336018735241243e-13,4.312539194302511e-08,2.8549201142098496e-11,0.00011246273753796746,1.2668139082350503e-07,5.791348850385399e-14,3.9649249819218707e-10,1.4599532698218316e-11,1.0114470060318872e-12,1.827965348901849e-08,1.1162081174843251e-13,7.324690326685543e-08,3.750089280226573e-06,4.540238318993839e-05,1.3901501919849725e-08,1.1697086554147646e-08,4.2181879887093465e-05,9.266067163046618e-12,8.454873167679329e-08,1.462324360341145e-08,2.813839152975336e-15,9.643262444618076e-06,2.0329600985945628e-08,0.0011467503920629173,2.27104324123056e-08,1.678294112295477e-14,8.764228527970999e-16,1.0168401496661258e-15,5.245843492750319e-21,2.8468159221880014e-09,1.2774524133876758e-09,7.861740860401426e-11,2.3442738580762562e-06,1.0921082416164023e-05,3.772857129238019e-08,1.68170284883675e-07,4.3338275822338217e-13,1.9975779328260362e-07,5.1242128189583014e-11,0.0002561192658815491,3.853281009143165e-09,1.0476235306747158e-07,1.3382887799794185e-07,8.073124852711143e-12,3.8612370092961e-14,5.385327329847625e-10,1.022404519725337e-09,9.072887236854258e-12,8.072061105680902e-16,1.053506064956428e-09,5.621879747999584e-08,1.9311930357689327e-08
0.023316564288725684,0.5370251776218088,3.9503188312361346e-07,4.698185907180149e-07,1.5549789034221055e-06,0.0020083432558505544,0.0,0.0,0.0003431356076943136,0.00019368280667851257,0.016072836304949677,0.007496740439923046,3.4378150302844186e-07,9.621611509818116e-22,8.192306186295634e-16,1.1462236120534279e-10,2.1305069419491575e-07,0.018803653640264793,8.176510505234631e-11,5.366536976848598e-16,2.8010885242130864e-09,2.703793170608271e-17,3.362579037635359e-12,6.462121050397779e-08,1.441503943602082e-10,4.3388591727232743e-07,1.7240734511614076e-15,1.1487877354996149e-09,2.9950657910941814e-09,1.288672276313371e-13,3.950129881215654e-09,1.5441759273549942e-14,8.794175572912819e-14,7.472349566784647e-10,3.76,0.0,0.29362387720971983,0.9418738458381909,0.029735175411023836,5.6776764717942934e-05,0.15154626020883022,0.18710892308750274,6.447509544127418e-05,2.3888071192315395e-13,0.035126193743349236,0.00010803253933388398,2.4994358728612287e-05,1.4287754773319793e-07,6.5011596101166e-13,3.087824058468632e-07,0.00024137172837125395,0.009300324146815862,1.428324485192696e-12,0.00017178442607430439,1.9745191011790713e-06,7.258701664973721e-07,0.0003750838238635136,0.003374991339608149,1.1122037112920571e-07,5.379205633055433e-09,6.365023760174574e-06,4.1166913445548356e-07,1.8970366631593181e-06,0.001008747017098111,4.193952824350798e-07,7.393260795381828e-13,4.329220623212894e-08,2.8659627696216698e-11,0.00011362514799296106,1.274286639078449e-07,5.836537926337195e-14,3.9957897574091965e-10,1.4731147014525072e-11,1.0174774407974365e-12,1.8394549767586583e-08,1.1240852548082008e-13,7.377727994240929e-08,3.7973738113076913e-06,4.576545084909613e-05,1.4067476953149634e-08,1.172459387141369e-08,4.278863153687365e-05,9.31196828177667e-12,8.565633463768533e-08,1.4726588511323955e-08,2.8318524047760704e-15,9.732065026802649e-06,2.0383766082773586e-08,0.001156155423761749,2.291925808880005e-08,1.689150984101433e-14,8.820920885260205e-16,1.0343966974839826e-15,5.343947814008112e-21,2.8582853321543106e-09,1.2933324735222742e-09,7.968885882007956e-11,2.3565299704561928e-06,1.10423547130839e-05,3.816945324861083e-08,1.6869181166156e-07,4.3853352240511626e-13,2.0066938177678563e-07,5.165921647111495e-11,0.0002610153090784706,3.877610211991861e-09,1.0690184882168738e-07,1.365660477425002e-07,8.124739811505355e-12,3.924972316864784e-14,5.400884121938103e-10,1.0425946124466074e-09,9.116616080256754e-12,8.152337677069354e-16,1.064933377106656e-09,5.643634588385261e-08,1.9467020469814078e-08
