Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203)
0.00576566204981897,0.4783655437603558,5.788943471202291e-11,8.257807042790385e-11,2.061370309574664e-11,3.891585290523429e-08,0.0,0.0,1.8260092121392077e-06,4.753728674439221e-08,3.209912007179283e-08,2.6035743660954044e-11,2.104792315236511e-12,-1.1709569345435177e-33,3.2302155861773226e-24,2.3230520112336607e-15,1.0582214528667864e-12,1.898636152014224e-05,1.4943398286596385e-27,6.950732385426156e-24,1.610924400478684e-25,4.438415929108081e-29,2.2564172337206474e-17,1.290544283991109e-17,2.950079204733365e-17,1.8084743664100145e-20,7.473707130359362e-30,5.584307485877033e-19,3.076633344609357e-20,7.352344227639826e-25,7.0898048087916e-15,2.6586211786116522e-25,8.288431114229089e-26,1.3386881572327638e-20,3.76,0.0,0.6818552208746973,0.9999573535835662,1.3938080729028559e-07,4.888317317206926e-11,0.002532149522991373,0.00255114920130177,2.1683996064811732e-05,9.30078383260437e-16,1.9015630936027806e-05,2.5067139227619217e-07,8.894598684928709e-10,1.571922521480382e-09,2.1889224696974827e-18,2.6829377086897903e-10,1.4615232622787602e-10,2.1589988427264925e-08,1.0905193396384637e-17,2.333198652692494e-10,1.0049860304741855e-10,1.317260342824911e-10,2.734080987346218e-09,9.588874771656164e-07,5.6490830303130686e-14,1.6906911018667355e-15,2.838319082554589e-10,1.3929758152321148e-11,3.431068956032915e-11,2.5287700116071855e-11,1.4711861399987444e-10,1.9206371080738125e-16,3.729434965122812e-13,6.707167297376344e-17,1.1374320771062424e-10,5.102477049315385e-11
0.005816279720654165,0.47836750722329574,5.850545354435878e-11,8.33941662694377e-11,2.0922393650657807e-11,3.966217948996801e-08,0.0,0.0,1.8452289431621928e-06,4.831313193794541e-08,3.2976269312586286e-08,2.6718487550479542e-11,2.1441420742587644e-12,-2.3589275569334063e-34,3.323944634958592e-24,2.3653620796455303e-15,1.0787130205489838e-12,1.931983130590327e-05,1.5577917398083007e-27,7.134453460270196e-24,1.6969451669368087e-25,4.639260932954934e-29,2.289657064470206e-17,1.3519909956441922e-17,3.031389714311711e-17,1.9073559271533453e-20,7.876256869658612e-30,5.839628051942533e-19,3.2245780114541286e-20,7.640434885784869e-25,7.290245868707235e-15,2.7834123664771044e-25,8.635100993115603e-26,1.401959126748481e-20,3.76,0.0,0.6818328515677432,0.9999569976243867,1.4265910617454927e-07,5.0263274627444114e-11,0.0025541702680529003,0.002573503971625818,2.168398834088343e-05,9.3816259140711e-16,1.9349912281313752e-05,2.519501921373109e-07,9.05098129272352e-10,1.5799346407861391e-09,2.227443318667834e-18,2.69663163094522e-10,1.4827229585120032e-10,2.19615386732793e-08,1.1001349189859779e-17,2.3741848732610345e-10,1.0243229492075981e-10,1.3240514869024045e-10,2.797116650096257e-09,9.714068833064686e-07,5.742316323397651e-14,1.7186182083094074e-15,2.890848065102941e-10,1.419885330645633e-11,3.49545679318095e-11,2.6188840562840784e-11,1.4984114632758516e-10,1.9561792243152504e-16,3.815660200364094e-13,6.862200243535301e-17,1.1686654917320482e-10,5.200644200335943e-11
0.005866897391489361,0.478369470624718,5.912347467339736e-11,8.421239013169971e-11,2.123325852327075e-11,4.041655197339124e-08,0.0,0.0,1.8644961835323756e-06,4.9094951184747684e-08,3.3869724583987107e-08,2.7413690208239985e-11,2.1839011292420603e-12,9.363383683702346e-34,3.419741286298851e-24,2.4081062055932706e-15,1.0994258791629748e-12,1.965617982592227e-05,1.6235063318204534e-27,7.321366885802349e-24,1.78674855603094e-25,4.8476610258658236e-29,2.3232380230804868e-17,1.415806597711602e-17,3.114281614635962e-17,2.010770901464006e-20,8.297312480718655e-30,6.104317161692216e-19,3.378282358372763e-20,7.9372806911793e-25,7.494596366949386e-15,2.9129503900315983e-25,8.993418873162276e-26,1.4676503957792014e-20,3.76,0.0,0.6818104829172293,0.9999566386926468,1.459862288220595e-07,5.166995953913834e-11,0.0025761873881305296,0.0025958580086593522,2.1683980552496247e-05,9.46245393265182e-16,1.9687087768557047e-05,2.5323458384865364e-07,9.208718330041505e-10,1.587981749289414e-09,2.2662981061347354e-18,2.7103855111239945e-10,1.504018071139638e-10,2.2336886044251228e-08,1.1097512370875312e-17,2.4155286176225735e-10,1.0438675968848702e-10,1.3308732930823632e-10,2.860998317591654e-09,9.839900182057532e-07,5.836495700718762e-14,1.7468289257543775e-15,2.94394978652341e-10,1.4470852717075081e-11,3.5605160735795344e-11,2.7116788329304495e-11,1.5259334881835372e-10,1.9921086742912726e-16,3.903045619251011e-13,7.019318683907696e-17,1.2004825651984276e-10,5.2998653886936524e-11
0.005917515062324557,0.47837143396464243,5.974350810627512e-11,8.503261232905928e-11,2.1546302747812055e-11,4.117899854235837e-08,0.0,0.0,1.8838111683958966e-06,4.988276595789287e-08,3.477965443833073e-08,2.812148274132395e-11,2.2240717927099907e-12,5.330240360763071e-34,3.517522692845562e-24,2.451302870136958e-15,1.1203608395472494e-12,1.9995406442781182e-05,1.6914967742667332e-27,7.51149957747888e-24,1.8804664217454666e-25,5.063146800222287e-29,2.3571746411711062e-17,1.4820618255282245e-17,3.198773904393355e-17,2.1188875679330154e-20,8.73759698138639e-30,6.378635640480972e-19,3.53791990944549e-20,8.243076480129573e-25,7.702900842770585e-15,3.047375221890141e-25,9.363676848997278e-26,1.5358335775961627e-20,3.76,0.0,0.6817881149227311,0.9999562767883899,1.4936251649769653e-07,5.310351317351136e-11,0.0025982008837495785,0.0026182113124231803,2.1683972699651133e-05,9.543267889773588e-16,2.002715692445223e-05,2.5452462033525316e-07,9.367809581837507e-10,1.596064178343677e-09,2.305486779078222e-18,2.724199916873562e-10,1.5254078650202597e-10,2.271606658648109e-08,1.1193682948313343e-17,2.4572299906867955e-10,1.0636207380108097e-10,1.3377260523179932e-10,2.9257295741723593e-09,9.96637159696722e-07,5.931628179725627e-14,1.7753253149030769e-15,2.997627822653543e-10,1.474576710146297e-11,3.6262548463134286e-11,2.8072125211532803e-11,1.5537540621522617e-10,2.028427870077183e-16,3.9915959896814394e-13,7.178531208897772e-17,1.2328894194333468e-10,5.400144481873594e-11
0.005968132733159753,0.4783733972430882,6.036556118316715e-11,8.585489892693723e-11,2.1861536005665706e-11,4.1949547503675456e-08,0.0,0.0,1.9031741338921698e-06,5.0676598573425683e-08,3.570622800383951e-08,2.8841996044651215e-11,2.2646548746361072e-12,-5.218070750649645e-34,3.617380923969932e-24,2.4949419711045693e-15,1.14151871744734e-12,2.033751051849342e-05,1.7618546393691477e-27,7.704878439936607e-24,1.978237932698983e-25,5.28672234981708e-29,2.3914589678849406e-17,1.550829150767122e-17,3.284886163240366e-17,2.2318805426317338e-20,9.19782982396851e-30,6.662850767107954e-19,3.703668475086578e-20,8.558019456215877e-25,7.915204037216072e-15,3.186829797269726e-25,9.746186391485463e-26,1.606582052532276e-20,3.76,0.0,0.6817657475838219,0.9999559119116556,1.5278831193660112e-07,5.456422195939958e-11,0.00262021075543581,0.0026405638829380806,2.1683964782348943e-05,9.624067786865259e-16,2.037011927590338e-05,2.558203524799653e-07,9.52825483310337e-10,1.604182246480636e-09,2.3450092844874437e-18,2.738075393892811e-10,1.54689161494419e-10,2.3099116813146658e-08,1.1289860931192356e-17,2.499289099478885e-10,1.0835831421849097e-10,1.3446100446785064e-10,2.991313859356637e-09,1.0093485885022629e-06,6.027719068976724e-14,1.804109026758901e-15,3.0518857208908305e-10,1.5023607347390013e-11,3.692674299773264e-11,2.9055441486618563e-11,1.5818750218871507e-10,2.0651392091954697e-16,4.081316069195782e-13,7.339846362484278e-17,1.26589219846687e-10,5.5014853728400244e-11
0.006018750403994948,0.47837536046007473,6.098964325238963e-11,8.667919100404187e-11,2.2178965614978776e-11,4.272822727342421e-08,0.0,0.0,1.9225853170128343e-06,5.1476472030021305e-08,3.6649615044042795e-08,2.957536264089267e-11,2.305652283366944e-12,1.0784401740014917e-33,3.7192613673733284e-24,2.5390340598692635e-15,1.1629003334582584e-12,2.0682491414921426e-05,1.8346064655759848e-27,7.901530359728615e-24,2.080201765781316e-25,5.518020744720951e-29,2.426099303765729e-17,1.6221825000881123e-17,3.3726377665844225e-17,2.3499272219265873e-20,9.67878264236644e-30,6.957232975644283e-19,3.8757094539749965e-20,8.882310733659444e-25,8.131550988711447e-15,3.3314608303283413e-25,1.0141251486545218e-25,1.6799705876659957e-20,3.76,0.0,0.6817433809000744,0.999955544062482,1.5626395896881371e-07,5.6052373286263425e-11,0.002642217003714845,0.002662915720224816,2.1683956800590514e-05,9.704853625355255e-16,2.0715974350026914e-05,2.5712182930546923e-07,9.69005386886114e-10,1.6123362605895522e-09,2.3848655693590056e-18,2.752012468028377e-10,1.568468615450646e-10,2.348607360975797e-08,1.1386046328637638e-17,2.5417060527134147e-10,1.1037555860826671e-10,1.351525540768683e-10,3.0577548141130884e-09,1.0221245876176196e-06,6.12477492705376e-14,1.8331819892226205e-15,3.106727105150648e-10,1.5304384360090848e-11,3.759781842200112e-11,3.006733434179986e-11,1.610298240818354e-10,2.1022451374970138e-16,4.1722107651490943e-13,7.50327297654397e-17,1.2994970975208092e-10,5.6038919904776724e-11
0.006069368074830144,0.478377323615622,6.161576125467936e-11,8.750565365344312e-11,2.2498603844247615e-11,4.351506636539051e-08,0.0,0.0,1.942044955304783e-06,5.228241005957852e-08,3.760998569838979e-08,3.032171323491504e-11,2.347064759253511e-12,7.096288852810691e-34,3.823320491734553e-24,2.5835674942159846e-15,1.1845065146158177e-12,2.1030348493128808e-05,1.9098782452099064e-27,8.101482213431035e-24,2.186500586151083e-25,5.757091925067286e-29,2.461086494811436e-17,1.696197405879878e-17,3.4620487122956005e-17,2.4732130861570506e-20,1.0181233109356851e-29,7.262060480728367e-19,4.0542282008357285e-20,9.216154229293332e-25,8.351986930546546e-15,3.4814180917819536e-25,1.0549209745312335e-25,1.7560756569864443e-20,3.76,0.0,0.6817210148710585,0.9999551732409049,1.5978980313309924e-07,5.756825559670749e-11,0.002664219629113144,0.002685266824304128,2.1683948754376615e-05,9.785625406675365e-16,2.1064721674060064e-05,2.58429098953532e-07,9.853206474166193e-10,1.620526522003511e-09,2.4250555806977104e-18,2.7660116556020313e-10,1.5901381590382429e-10,2.3876974272163952e-08,1.1482239149896483e-17,2.5844809609682093e-10,1.1241388503353273e-10,1.3584728063576544e-10,3.12505566404115e-09,1.0349654424558264e-06,6.222801005538341e-14,1.8625457954618526e-15,3.1621554882678487e-10,1.5588109204727966e-11,3.8275713398883077e-11,3.110840896552853e-11,1.639025537920674e-10,2.139748029321708e-16,4.2642846635804283e-13,7.668819268874703e-17,1.3337102831942593e-10,5.7073682836873446e-11
0.00611998574566534,0.4783792867097498,6.224392516269863e-11,8.833416416890328e-11,2.2820456863531013e-11,4.431009340934005e-08,0.0,0.0,1.961553287112792e-06,5.309443708053431e-08,3.858751083265774e-08,3.108118094868926e-11,2.3888946059179104e-12,6.079801946285528e-34,3.929483757263874e-24,2.6285600125789573e-15,1.2063380916213836e-12,2.138108111414762e-05,1.987688867710198e-27,8.304760857736692e-24,2.297283426748527e-25,6.004932569861688e-29,2.496434488911802e-17,1.772950944274198e-17,3.553138549359893e-17,2.60192669149762e-20,1.0705998419393944e-29,7.577614890193907e-19,4.239413878076032e-20,9.559756911734056e-25,8.57655731963891e-15,3.6368540097619564e-25,1.0970377439398494e-25,1.834975207756863e-20,3.76,0.0,0.6816986494963433,0.9999547994469575,1.633661911171027e-07,5.91121583368172e-11,0.002686218632156821,0.002707617195196738,2.168394064370797e-05,9.866383132256206e-16,2.141636077544782e-05,2.5974220774092845e-07,1.0017712434105195e-09,1.628753320610024e-09,2.465579265516092e-18,2.7800734535447297e-10,1.611899563103978e-10,2.427185648494011e-08,1.1578439404326812e-17,2.627613936584415e-10,1.1447337185040074e-10,1.3654520981398957e-10,3.1932199751161484e-09,1.0478714406472915e-06,6.32180438357895e-14,1.8922025248907674e-15,3.218174504043828e-10,1.5874792867586104e-11,3.8960506513955305e-11,3.21792772579044e-11,1.6680587906346246e-10,2.177650335906782e-16,4.3575425134986366e-13,7.836493794934622e-17,1.3685379721823745e-10,5.8119182163552886e-11
0.006170603416500536,0.4783812497424774,6.287414239883727e-11,8.916478548216563e-11,2.3144535243058345e-11,4.51133371559849e-08,0.0,0.0,1.9811105513710523e-06,5.3912578308049993e-08,3.95823619077031e-08,3.1853898760427195e-11,2.4311426933293785e-12,5.607514436241875e-34,4.037842475981663e-24,2.6740020912698575e-15,1.2283959001599403e-12,2.173468863844039e-05,2.068136078575114e-27,8.511393132097893e-24,2.4127044069534595e-25,6.261538599144842e-29,2.5321357900958008e-17,1.8525220347025413e-17,3.645927405591727e-17,2.7362634229159293e-20,1.1253893431933661e-29,7.904184520297542e-19,4.431460196654327e-20,9.913328218058688e-25,8.805307821257752e-15,3.797924108944782e-25,1.1405090487201986e-25,1.9167490576810288e-20,3.76,0.0,0.6816762847754958,0.9999544226806713,1.669934712441734e-07,6.068437214387372e-11,0.002708214013372413,0.0027299668329233443,2.168393246858525e-05,9.94712680353018e-16,2.1770891181847597e-05,2.6106120046275633e-07,1.0183571533802023e-09,1.6370169367418483e-09,2.5064365708358473e-18,2.7941983424152557e-10,1.6337521545482967e-10,2.467075839537139e-08,1.1674647101421917e-17,2.6711050940043914e-10,1.1655409793402436e-10,1.3724636646769058e-10,3.2622511801142103e-09,1.060842872354555e-06,6.421790504967622e-14,1.9221538669761013e-15,3.274787761375646e-10,1.616444650270351e-11,3.9652211273011934e-11,3.328055974049958e-11,1.697399867322178e-10,2.215954496112131e-16,4.4519890597653773e-13,8.006305076357872e-17,1.4039864049621098e-10,5.917545778374464e-11
0.006221221087335731,0.47838321271382506,6.350642232624688e-11,8.999745970761695e-11,2.3470847263642558e-11,4.592482646568866e-08,0.0,0.0,2.0007169875527297e-06,5.473685960252125e-08,4.059471102847215e-08,3.264000125112633e-11,2.4738109490520127e-12,5.136458187866874e-34,4.148342667250875e-24,2.7199040673927314e-15,1.2506807803864736e-12,2.2091170426303287e-05,2.151249563003394e-27,8.721405874548465e-24,2.532918439584046e-25,6.526603578788436e-29,2.568198530179221e-17,1.934991140735134e-17,3.740435204649126e-17,2.876421752938333e-20,1.1825790234010278e-29,8.242061043644496e-19,4.630564674171289e-20,1.0277081681015417e-24,9.038284397434103e-15,3.9647879506970366e-25,1.1853677252219036e-25,2.0014784962074668e-20,3.76,0.0,0.6816539207080818,0.9999540429420746,1.706719930733482e-07,6.228518863903509e-11,0.002730205773286324,0.002752315737504626,2.168392422900908e-05,1.0027856421929322e-15,2.21283124211296e-05,2.623861204649669e-07,1.0350783558410925e-09,1.645317641662197e-09,2.5476274436861692e-18,2.8083867873199266e-10,1.6556952791481688e-10,2.5073718522649957e-08,1.1770862250782018e-17,2.714954549361384e-10,1.186561427736968e-10,1.3795077472222878e-10,3.3321529082956546e-09,1.0738800297431159e-06,6.522766037336426e-14,1.9524017834144697e-15,3.3319989444877025e-10,1.6457081270402175e-11,4.0350901160826734e-11,3.441288398265792e-11,1.7270506725517984e-10,2.2546629964351156e-16,4.547629194346536e-13,8.178261917195137e-17,1.4400618729552124e-10,6.024254990812395e-11
0.006271838758170927,0.4783851756238126,6.414077189848888e-11,9.083235245759113e-11,2.3799406132235433e-11,4.6744590297069934e-08,0.0,0.0,2.020372835367088e-06,5.556730751775657e-08,4.1624730688756394e-08,3.3439621196849034e-11,2.516900136640917e-12,6.046157557303043e-34,4.2611438104560185e-24,2.7662541757372796e-15,1.2731935787816244e-12,2.2450525837224183e-05,2.2371652822088786e-27,8.934825900266622e-24,2.6580838916325404e-25,6.800523532682098e-29,2.6046134584803966e-17,2.0204404296213148e-17,3.836682511685328e-17,3.0226088704392693e-20,1.2422567069891482e-29,8.591544229225311e-19,4.8369290237788186e-20,1.0651233724275053e-24,9.275533213727346e-15,4.137608317402766e-25,1.2316501116143443e-25,2.089246618251654e-20,3.76,0.0,0.6816315572936648,0.9999536602311947,1.7440210801882e-07,6.391490052182e-11,0.002752193912425789,0.00277466390896124,2.1683915924980048e-05,1.0108571988888921e-15,2.2488624021285954e-05,2.6371701062942985e-07,1.0519348293119668e-09,1.6536557036965137e-09,2.589151831104499e-18,2.822639248302281e-10,1.677728279962094e-10,2.5480775795508445e-08,1.1867084862129327e-17,2.7591624206520345e-10,1.2077958629363004e-10,1.3865845843871733e-10,3.402928375281093e-09,1.0869832071219174e-06,6.624736339439436e-14,1.9829479000710006e-15,3.3898116273350643e-10,1.6752708496772183e-11,4.105651473156745e-11,3.5576885694206424e-11,1.757013056849278e-10,2.2937782524018067e-16,4.64446748939864e-13,8.352372510253515e-17,1.4767706392780157e-10,6.132049896699635e-11
0.006322456429006123,0.47838713847246006,6.477720115056521e-11,9.166933809645744e-11,2.4130218875822873e-11,4.757265772531677e-08,0.0,0.0,2.040078335038858e-06,5.640394925698155e-08,4.267259412270475e-08,3.4252893819145006e-11,2.5604126131476823e-12,5.629719370851132e-34,4.376170417431478e-24,2.8130705769829593e-15,1.2959351452916547e-12,2.2812754230652896e-05,2.3259040062304442e-27,9.151679999199628e-24,2.788365288720701e-25,7.084066163151812e-29,2.64139485508619e-17,2.1089537062583824e-17,3.934689420425931e-17,3.175035336059766e-20,1.30451463244248e-29,8.952937421472086e-19,5.0507589960086694e-20,1.1036003982269193e-24,9.51710066329288e-15,4.31655081870526e-25,1.279390325899028e-25,2.180138080242394e-20,3.76,0.0,0.6816091945318062,0.9999532745480565,1.7818416877953975e-07,6.557380151883757e-11,0.0027741784313176925,0.0027970113473138256,2.168390755649869e-05,1.018927350584313e-15,2.2851825510517784e-05,2.6505391238239473e-07,1.0689265523147482e-09,1.6620313820411166e-09,2.6310096801360473e-18,2.8369561699711387e-10,1.6998505244200803e-10,2.5891969532178063e-08,1.1963314945297093e-17,2.803728827643186e-10,1.229245086913271e-10,1.3936944076546456e-10,3.4745811415956934e-09,1.1001527007751681e-06,6.727708634399072e-14,2.0137943376561502e-15,3.448229506719808e-10,1.7051339424256102e-11,4.1769132134226234e-11,3.677320742645945e-11,1.7872889301039718e-10,2.3333027576183324e-16,4.742508682831023e-13,8.528645391511742e-17,1.5141190176405394e-10,6.240934553073031e-11
0.006373074099841319,0.47838910125978734,6.541571750301804e-11,9.250847994118926e-11,2.446329697844434e-11,4.840905794709817e-08,0.0,0.0,2.0598337270687535e-06,5.724681277752265e-08,4.3738475174449976e-08,3.5079954211879996e-11,2.6043492674306373e-12,-1.8666054558406136e-35,4.493517128590736e-24,2.860343533140752e-15,1.3189063349254112e-12,2.317785496545911e-05,2.4175719943408903e-27,9.371994964553398e-24,2.9239312103178624e-25,7.377048545752181e-29,2.6785350551856486e-17,2.2006167304728252e-17,4.034476633235974e-17,3.3339191225751e-20,1.3694447690116043e-29,9.326550987490302e-19,5.272265163156127e-20,1.14316146522103e-24,9.763033354506384e-15,4.501784334919028e-25,1.3286245683306003e-25,2.2742395189171968e-20,3.76,0.0,0.6815868324220665,0.9999528858926832,1.8201852984670853e-07,6.726218657573119e-11,0.0027961593304893376,0.002819358052582996,2.1683899123565517e-05,1.0269960974227865e-15,2.321791641724146e-05,2.6639686603762e-07,1.0860535033751025e-09,1.6704449289062264e-09,2.6732009378352435e-18,2.851337984941853e-10,1.7220613887257179e-10,2.630733951403593e-08,1.2059552510254307e-17,2.8486538922089296e-10,1.250909907016971e-10,1.400837442523468e-10,3.547114636609574e-09,1.1133888092550767e-06,6.831688466531231e-14,2.0449428175539458e-15,3.5072562553716937e-10,1.7352985468233946e-11,4.2488767582285836e-11,3.800250050042015e-11,1.8178801936495185e-10,2.373238993983737e-16,4.841757514384593e-13,8.707089073404026e-17,1.552113346785204e-10,6.350913043910148e-11
0.006423691770676514,0.47839106398581505,6.605633038430925e-11,9.334971661776615e-11,2.4798649544561826e-11,4.9253820269444894e-08,0.0,0.0,2.079639252261629e-06,5.8095926647542145e-08,4.4822548347879004e-08,3.592093912136095e-11,2.6487120773874605e-12,4.527134495018217e-34,4.613125205947806e-24,2.9080837416296366e-15,1.3421080067844828e-12,2.354582740034365e-05,2.5121994899582247e-27,9.595797569533012e-24,3.0649538672534225e-25,7.679680531697296e-29,2.716042473989668e-17,2.2955168992022512e-17,4.136064621193651e-17,3.4994814779613e-20,1.4371454205275656e-29,9.712698743240928e-19,5.501662131631496e-20,1.1838292220554692e-24,1.0013378192602543e-14,4.693482034074062e-25,1.3793881748022552e-25,2.371639126536154e-20,3.76,0.0,0.6815644709640044,0.999952494265095,1.859055470713969e-07,6.898035164454776e-11,0.002818136610467882,0.002841704024789344,2.1683890626180968e-05,1.0350634395478615e-15,2.3586896270089166e-05,2.6774591076471896e-07,1.1033156610217494e-09,1.6788965893415297e-09,2.715725551264055e-18,2.865785113645441e-10,1.744360267609398e-10,2.67269258970913e-08,1.215579756707781e-17,2.8939377379296563e-10,1.2727911358969688e-10,1.408013908793027e-10,3.620532494276355e-09,1.1266918329185373e-06,6.936682659223691e-14,2.0763953465681462e-15,3.566895624445061e-10,1.7657658034935772e-11,4.3215497143129574e-11,3.9265423425739035e-11,1.8487887865377515e-10,2.413589493019617e-16,4.942218878068111e-13,8.887712364232408e-17,1.5907600179854002e-10,6.46198948011132e-11
0.00647430944151171,0.4783930266505631,6.669904664760875e-11,9.419322483264529e-11,2.513629089828936e-11,5.0106974097109626e-08,0.0,0.0,2.0994951514010496e-06,5.895132009202711e-08,4.592498853474809e-08,3.677598334229447e-11,2.6935017822030787e-12,8.060722783634096e-34,4.735166031586779e-24,2.9562784046974654e-15,1.3655410262944783e-12,2.3916670893161276e-05,2.609937577213979e-27,9.82311456371869e-24,3.2116096072440345e-25,7.992329773447181e-29,2.753907049003705e-17,2.39374341530252e-17,4.239474553147622e-17,3.671953262356744e-20,1.5077154916278553e-29,1.011170310838731e-18,5.739168952842574e-20,1.225626615865997e-24,1.0268182294277651e-14,4.891820501980121e-25,1.4317203373967013e-25,2.4724270111162412e-20,3.76,0.0,0.6815421101571753,0.999952099665312,1.8984557832093027e-07,7.072859378020002e-11,0.0028401102717813577,0.0028640492639534438,2.1683882064345463e-05,1.0431293771034272e-15,2.3958764597811493e-05,2.6910108564548396e-07,1.1207130037867814e-09,1.6873866078213205e-09,2.758583467492746e-18,2.880297975471003e-10,1.7667465514063213e-10,2.7150769249626154e-08,1.2252050125967634e-17,2.9395804902649805e-10,1.2948895909379828e-10,1.4152240255803522e-10,3.6948379083189387e-09,1.1400620740659923e-06,7.042696634836301e-14,2.108153571637004e-15,3.6271512472517106e-10,1.7965368709353712e-11,4.3949253241213986e-11,4.0562643022564124e-11,1.8800165900557466e-10,2.454356710390001e-16,5.043897327541248e-13,9.070523421794902e-17,1.6300653908892356e-10,6.574167996448915e-11
0.006524927112346906,0.47839498925405166,6.734387648748179e-11,9.503886681301381e-11,2.5476228668519964e-11,5.09685489525812e-08,0.0,0.0,2.1194016655821496e-06,5.981302295130733e-08,4.704597139302684e-08,3.7645224273436665e-11,2.738720851508497e-12,7.985501123299479e-34,4.859555816154444e-24,3.0049472071640665e-15,1.3892062620744909e-12,2.4290384801744894e-05,2.7108052202106675e-27,1.0053972692423838e-23,3.364079561846361e-25,8.315332770784162e-29,2.792144259018167e-17,2.495387217222234e-17,4.344727060014434e-17,3.851568877654193e-20,1.5812589097328675e-29,1.0523890148631425e-18,5.985008954870095e-20,1.2685769319313904e-24,1.0527493007439547e-14,5.096979293547126e-25,1.485657736977735e-25,2.5766949292166165e-20,3.76,0.0,0.6815197500011341,0.9999517020933509,1.93838982863131e-07,7.250721108760621e-11,0.0028620803149574064,0.002886393770095848,2.1683873438059386e-05,1.0511939102332487e-15,2.4333520929371283e-05,2.70462428567057e-07,1.138245510205455e-09,1.6959152213275468e-09,2.801774633599397e-18,2.8948769771781706e-10,1.7892196551846908e-10,2.7578910533492637e-08,1.234831019723602e-17,2.9855822764660723e-10,1.3172060919611697e-10,1.4224680062793805e-10,3.770034444963821e-09,1.1534998367973823e-06,7.149737839688612e-14,2.1402196756402832e-15,3.6880268892368365e-10,1.827612897823361e-11,4.469012112752965e-11,4.1894833049474844e-11,1.9115655493041286e-10,2.4955431856979744e-16,5.14679759576101e-13,9.255530774990485e-17,1.670035878009879e-10,6.687452740225073e-11
0.006575544783182102,0.47839695179630165,6.79908272445756e-11,9.588670939674202e-11,2.581847527479972e-11,5.183857447998562e-08,0.0,0.0,2.1393590359334286e-06,6.068106578073062e-08,4.818567320215899e-08,3.852879915949077e-11,2.7843701543577747e-12,4.889410352696829e-34,4.986396853590105e-24,3.0540794504148176e-15,1.4131045878919959e-12,2.4666968483328725e-05,2.8149199168976266e-27,1.0288398685424718e-23,3.5225502485472715e-25,8.648910985761485e-29,2.830745683073715e-17,2.600541314791162e-17,4.451843446347241e-17,4.038570816442955e-20,1.657879170314797e-29,1.0949593322142352e-18,6.239410572098789e-20,1.3127037206629006e-24,1.079135790204174e-14,5.309141442766842e-25,1.5412393617882088e-25,2.6845367340982e-20,3.76,0.0,0.681497390495433,0.9999513015492281,1.978861219055265e-07,7.431650291773941e-11,0.0028840467405240994,0.0029087375432370844,2.1683864747323074e-05,1.0592570390812667e-15,2.4711164793949897e-05,2.7182997662191836e-07,1.155913158816792e-09,1.704482661851362e-09,2.8452989966713605e-18,2.909522516927973e-10,1.8117790018166765e-10,2.8011391178024088e-08,1.2444577791332503e-17,3.03194322591465e-10,1.3397414644116862e-10,1.4297460599531318e-10,3.846125533529895e-09,1.1670054272897874e-06,7.257811886085897e-14,2.1725954060468372e-15,3.7495262903356763e-10,1.8589950514088147e-11,4.543811511739852e-11,4.326267618718706e-11,1.9434376004352283e-10,2.5371514462791733e-16,5.250924424568338e-13,9.442742939645654e-17,1.710677918136594e-10,6.801847886935001e-11
