Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47)
0.00034666240649656923,0.7270156548921636,0.0002613248936065328,0.00013659280667296115,0.0002652952683536415,0.03170897176125497,0.0,0.0,0.002370801610878488,0.0004936846241306295,0.13406053794348266,0.008831893394024777,0.00017068598606125054,4.089880575661772e-12,6.138582973170583e-09,1.9617070872433206e-06,0.00015982725194750328,0.01966180604836993,2.3591653961930936e-09,4.830988492060952e-11,1.8311731036656388e-07,2.1758753304530826e-11,4.752119357042822e-08,1.9498717652607126e-05,1.068289769645535e-07,1.8080062350524232e-06,1.8337525889599872e-09,6.0635654163161895e-06,5.620382702331197e-06,8.984950702772069e-09,3.03732540519087e-07,9.152701387453409e-11,1.3894779304168084e-09,1.0207625085848692e-06,3.76,0.0,0.0822834586315914,0.800623237399582,0.1187950691680905,0.0019992383746265207,0.30435848162117957,0.46825774985805635,0.0003676060753748456,8.338803287782616e-12,0.09904139233761153,0.0007243091167796091,0.00393405567384506,6.517560182088039e-08,5.029798423001897e-09,8.132557975612657e-06,6.432260502277771e-05,0.008762499674999662,0.003574391017533684,1.1690991362308068e-10,2.028953433235226e-09,9.77464415774e-05,2.6018866275404797e-05,0.03805294325984527,0.01346083145037366,0.00015326056671351016,1.313052320590828e-05,0.0006758762479174206,2.3751614912276117e-05,0.001740902122605829,1.924114229823842e-06,0.008542700428877092,2.0361724877827548e-11,3.6379085848227957e-06,2.0843289423737665e-08,0.005856717535068424,1.8585421700441136e-07,2.496977200697419e-12,2.888666524659285e-08,9.110214923910756e-11,0.0033510049702286052,6.393631454073236e-07,1.134911423301781e-08,7.833522912769777e-06,6.996860507010036e-07,7.593754121603178e-11,0.0002892585326528721,2.8559842995671116e-09,1.7573131770982485e-07,2.8920959158348013e-05,4.5137917645536754e-07,7.975635380969331e-13,2.6561181232403693e-05,0.0016625875534416368
0.00034762704709974596,0.7272029763970705,0.00026258957443917144,0.0001370831947423693,0.00026625010406801624,0.03197586586722343,0.0,0.0,0.0023640533940008754,0.0004926379249277136,0.1353621103740871,0.00890855099838692,0.00017113120979765826,4.1541821539881685e-12,6.191649337485785e-09,1.9676957050544945e-06,0.00016053349286201463,0.019661362321078634,2.412572347270709e-09,4.879886768329023e-11,1.8785452708703112e-07,2.207669019045458e-11,4.7664348761872434e-08,1.9739210190513546e-05,1.0699408948248069e-07,1.83853836794814e-06,1.871849935661714e-09,6.157904208021513e-06,5.678190676264636e-06,9.103505984255527e-09,3.0420633636224846e-07,9.251030778478971e-11,1.413892993261662e-09,1.0335404334072606e-06,3.76,0.0,0.08162908788939005,0.7988973619716294,0.11983311283281298,0.002009990235196027,0.30353168629071886,0.4688922917280143,0.000366813646171442,8.296086578947934e-12,0.10000150828207656,0.000721976080163877,0.003971957305020814,6.480893712186651e-08,5.0783124504128065e-09,8.11791319576583e-06,6.397549936261224e-05,0.00880550512528912,0.003590240390271666,1.1688352418640818e-10,2.0375539075123185e-09,9.791304415748494e-05,2.602422201122949e-05,0.03824204381534187,0.013485486545189253,0.00015368204226388416,1.3170861299149971e-05,0.0006759388761659506,2.379715825653406e-05,0.0017470073581519214,1.9196530566897868e-06,0.0085791916020316,2.0314502297060775e-11,3.647258162395675e-06,2.0896772479028166e-08,0.005903762443061518,1.8571246654781704e-07,2.4911853181471145e-12,2.882629850213671e-08,9.086741769544769e-11,0.003382978979954808,6.436296163898114e-07,1.1301738098674916e-08,7.859873023622673e-06,7.004471012191984e-07,7.605672039647811e-11,0.00029430422003054625,2.8612195628065137e-09,1.7608320193156963e-07,2.9243640058827744e-05,4.527937782010973e-07,7.981347191264744e-13,2.6763346844089014e-05,0.00167660763032555
0.0003485916877029227,0.7273900785181707,0.00026385022367700583,0.0001375673378281586,0.0002671876864496639,0.032243058313551,0.0,0.0,0.0023571949068085917,0.0004915312720568696,0.1366658734183595,0.008985264525007365,0.00017156183153286408,4.21887374877748e-12,6.2445541902255425e-09,1.973565509621517e-06,0.00016123579914463553,0.019659508262971102,2.4667279821794757e-09,4.928924655159554e-11,1.9268358104748779e-07,2.239732952571276e-11,4.780448749055133e-08,1.9980343126465787e-05,1.0714911123154624e-07,1.869304551790509e-06,1.9104101129223043e-09,6.253041667433358e-06,5.736132148648531e-06,9.222473766123715e-09,3.046510659675615e-07,9.349269512438079e-11,1.4385027365410648e-09,1.0463484386415082e-06,3.76,0.0,0.08097899672798245,0.7971700965839491,0.12087159566095551,0.0020206960635569923,0.3027013641174956,0.4695254619396656,0.0003660205787375005,8.253381423440002e-12,0.10096360598089679,0.0007196248310143578,0.004009972094426719,6.444164178119935e-08,5.12697228856836e-09,8.103037943834811e-06,6.36255339056269e-05,0.008848199825764621,0.003605930651397306,1.1684872868529128e-10,2.0460658898723357e-09,9.807459036957526e-05,2.6028733933131075e-05,0.03843020915800027,0.013509475009745872,0.00015409161816001964,1.3210200703654517e-05,0.0006759422983826114,2.3841439719170676e-05,0.0017530598754014989,1.9150228603673504e-06,0.00861508525971989,2.0265491247612632e-11,3.6564303006484804e-06,2.094923939644605e-08,0.00595065722803125,1.8555962193484303e-07,2.485174128683371e-12,2.876336817784343e-08,9.06274046335602e-11,0.003414772306839146,6.478784493147743e-07,1.1254126799534845e-08,7.885861978805102e-06,7.011750106771444e-07,7.616976459235868e-11,0.00029940839257182566,2.8663133777381296e-09,1.7642480627951863e-07,2.956625266828164e-05,4.5418033098623793e-07,7.986443721071529e-13,2.6965156788208752e-05,0.001690537304504493
0.00034955632830609943,0.7275769518416578,0.000265106786192256,0.00013804524348279932,0.00026810801455676327,0.03251052475063165,0.0,0.0,0.0023502286233715863,0.0004903655916326688,0.13797170771399855,0.009062028497539343,0.00017197788271561745,4.283990047458321e-12,6.29729088834158e-09,1.9793167492961036e-06,0.00016193412148649255,0.01965625858872278,2.5216315840474875e-09,4.978096774992214e-11,1.9760540399666e-07,2.2720671830816368e-11,4.794161559649497e-08,2.0222081503650926e-05,1.0729408219609608e-07,1.9003010944710814e-06,1.9494313718126307e-09,6.3489728388605275e-06,5.794201816040576e-06,9.341837095149206e-09,3.050669377748131e-07,9.447400559861857e-11,1.4633039944191712e-09,1.0591844117907618e-06,3.76,0.0,0.08033318350095667,0.7954415829322714,0.12191042437437548,0.002031355225235966,0.3018676329657126,0.4701572599684586,0.0003652269381320513,8.210693279287174e-12,0.10192760604625785,0.0007172560362950664,0.004048096069548001,6.407379933380526e-08,5.175772850101328e-09,8.087937427415963e-06,6.327282966018813e-05,0.008890582121475997,0.0036214603207426923,1.1680563540826818e-10,2.054488584466783e-09,9.823110205752817e-05,2.6032408345708552e-05,0.038617433727473074,0.013532796913101738,0.00015448932033175323,1.3248542154685823e-05,0.0006758871661730688,2.3884463752785855e-05,0.0017590596373805078,1.9102270638040375e-06,0.008650379020501699,2.0214727979233478e-11,3.6654257868533377e-06,2.1000694710644998e-08,0.00599739551754791,1.8539583053442056e-07,2.4789480798031726e-12,2.869792364190594e-08,9.038223335221859e-11,0.003446378021044498,6.521091813807063e-07,1.120629211609856e-08,7.911488647215797e-06,7.018700506718256e-07,7.627671087025577e-11,0.00030457105978131966,2.871265758152423e-09,1.7675621308073828e-07,2.9888736099913038e-05,4.5553887740499516e-07,7.990930847387941e-13,2.716659104955748e-05,0.0017043737771589571
0.00035052096890927616,0.727763587026678,0.0002663592096169138,0.0001385169218037873,0.00026901109538059794,0.03277824093538129,0.0,0.0,0.0023431570344303863,0.0004891418356854738,0.13927949453903432,0.009138837506969142,0.00017237940098740077,4.3496633310788665e-12,6.34985275559587e-09,1.984949700912781e-06,0.00016262841205058522,0.01965162834684466,2.577282233357437e-09,5.027397747728965e-11,2.0262091861595473e-07,2.3046717982242832e-11,4.807573973239071e-08,2.0464390326463973e-05,1.0742904678351982e-07,1.931524236870414e-06,1.988911832436167e-09,6.4456926155645e-06,5.852394362637244e-06,9.461579004980728e-09,3.054541963411154e-07,9.545407190756811e-11,1.4882935526987129e-09,1.0720462370844943e-06,3.76,0.0,0.07969164598523258,0.7937119614334547,0.12294950658237493,0.002041967100162157,0.30103060977642754,0.47078768505477253,0.00036443278882677054,8.168027529987294e-12,0.10289342947181414,0.0007148703593513161,0.004086325258777132,6.370549229638796e-08,5.224709048260984e-09,8.072616848030239e-06,6.291750719252284e-05,0.008932650465312717,0.0036368279668383932,1.167543539752512e-10,2.062821222171692e-09,9.838260311985398e-05,2.603525170499844e-05,0.03880371219431894,0.013555452473680694,0.00015487517987747046,1.3285886831464667e-05,0.000675774150154278,2.3926235179257658e-05,0.0017650066199561539,1.9052691217045892e-06,0.008685070762162432,2.0162249045172072e-11,3.674245441902388e-06,2.1051143135417384e-08,0.006043971039990136,1.8522124276981726e-07,2.4725116534522707e-12,2.863001469881289e-08,9.013202705693721e-11,0.0034777893273295725,6.563213629691844e-07,1.1158245670372417e-08,7.93675205705503e-06,7.025324970620304e-07,7.637759740505228e-11,0.0003097922179348521,2.8760767495396306e-09,1.7707750814411726e-07,3.0211029846082826e-05,4.568694715809559e-07,7.994814580590439e-13,2.73676298693346e-05,0.0017181143095967891
0.0003514856095124529,0.7279499748106806,0.00026760744492052685,0.00013898238609843808,0.0002698969437669332,0.03304618274204742,0.0,0.0,0.002335982645413379,0.00048786098090593006,0.14058911586146705,0.009215686213145644,0.0001727664302565899,4.415707794519597e-12,6.402233505934834e-09,1.9904646833043306e-06,0.00016331862449450328,0.01964563290362019,2.6336788129355985e-09,5.0768221909261095e-11,2.0773103823373676e-07,2.337546833998651e-11,4.820686760957277e-08,2.0707234580508498e-05,1.0755405312615118e-07,1.9629701554162607e-06,2.0288494746455096e-09,6.543195743066442e-06,5.910704461868949e-06,9.58168258060603e-09,3.058131022005604e-07,9.64327295756243e-11,1.5134681598392408e-09,1.08493179672916e-06,3.76,0.0,0.0790543813845491,0.7919813711770685,0.12398875081632811,0.0020525310826727105,0.30019041053225753,0.471416736211531,0.000363638194683819,8.125389477470548e-12,0.10386099766355522,0.000712468459547234,0.004124655693726798,6.333680208750295e-08,5.273775799894985e-09,8.057081421452643e-06,6.255968654600831e-05,0.008974403416864554,0.003652032207023449,1.1669499580658067e-10,2.071063060641989e-09,9.852911876778576e-05,2.6037270588145204e-05,0.03898903945471031,0.013577442057701276,0.00015524923281270912,1.3322236357438306e-05,0.0006756039391953794,2.3966758997597537e-05,0.0017709008113870651,1.9001525146199603e-06,0.00871915862003446,2.0108091259106238e-11,3.6828901189898604e-06,2.1100589560774688e-08,0.006090377626678326,1.8503601260420674e-07,2.4658693626852035e-12,2.8559691566684656e-08,8.987690910332277e-11,0.0035089995683791554,6.605145617066358e-07,1.1109998878143029e-08,7.961651377057785e-06,7.031626289961459e-07,7.647246384139655e-11,0.0003150718500816044,2.8807464287730587e-09,1.773887807269424e-07,3.0533073840070994e-05,4.581721787069828e-07,7.998101076707524e-13,2.7568253751032618e-05,0.0017317562246654443
0.0003524502501156296,0.7281361060117705,0.00026885144575071766,0.00013944165218921726,0.00027076558239759463,0.0333143261738043,0.0,0.0,0.0023287079741037423,0.000486524027244683,0.14190045439236393,0.009292569346375712,0.00017313902126000845,4.4821453588358686e-12,6.454427155782722e-09,1.9958620867358816e-06,0.0001640047139792266,0.019638287926092016,2.6908200226103393e-09,5.126364780729004e-11,2.1293666651311552e-07,2.370692322057023e-11,4.833500874454163e-08,2.0950579254367492e-05,1.0766915492003563e-07,1.9946349653175806e-06,2.06924218740336e-09,6.641476823160365e-06,5.969126778144573e-06,9.702130954721383e-09,3.0614389142794767e-07,9.740981503818591e-11,1.538824512526349e-09,1.097838972289606e-06,3.76,0.0,0.07842138633371375,0.7902499498745518,0.1250280665662597,0.0020630465815096085,0.29934715021713365,0.4720444122326223,0.0003628432189329788,8.082784301535592e-12,0.10483023247274292,0.0007100509919180163,0.004163083411722248,6.2967808520074e-08,5.322968028684749e-09,8.041336331522824e-06,6.219948715570543e-05,0.009015839641110674,0.003667071707502549,1.16627675981803e-10,2.079213384324393e-09,9.867067562524544e-05,2.6038471713238305e-05,0.039173410625246555,0.013598766177364578,0.0001556115199396378,1.3357592758470132e-05,0.0006753772395910481,2.4006040952574695e-05,0.0017767422123940372,1.8948807513810232e-06,0.008752640984923706,2.0052291789203855e-11,3.691360702160613e-06,2.1149039078399903e-08,0.006136609214107815,1.848402944455014e-07,2.4590257684299636e-12,2.8487005083229984e-08,8.961700446512729e-11,0.003540002228258384,6.646883611188346e-07,1.1061563204200418e-08,7.986185888544579e-06,7.037607348510747e-07,7.656135403185578e-11,0.0003204099260554885,2.8852749037051883e-09,1.776901234276672e-07,3.0854808503765666e-05,4.5944707505668406e-07,8.000796794788534e-13,2.7768443466541503e-05,0.0017452969082136446
0.00035341489071880636,0.7283219715299771,0.00027009116869690136,0.00013989473822666903,0.0002716170415855637,0.03358264737101448,0.0,0.0,0.0023213355495810034,0.0004851319968960199,0.14321339362441243,0.009369481708535217,0.00017349723065162095,4.549046869968701e-12,6.5064276907315135e-09,2.001142329862457e-06,0.00016468663717839337,0.01962960936935034,2.748704376212193e-09,5.1760201958904095e-11,2.1823869725741028e-07,2.404108337459163e-11,4.8460173453284345e-08,2.1194389355386596e-05,1.0777440962306483e-07,2.0265147229335923e-06,2.1100877416964523e-09,6.740530316979368e-06,6.02765596815343e-06,9.822907279280351e-09,3.064468450629615e-07,9.838516863884275e-11,1.5643592668491045e-09,1.1107656456982141e-06,3.76,0.0,0.0777926569021501,0.7885178338234542,0.126067364306341,0.002073513019807287,0.29850094278901357,0.4726707116991719,0.00036204792415454006,8.040217116315052e-12,0.10580105621913867,0.0007076186069343721,0.004201604457589823,6.259859043660386e-08,5.372280667408409e-09,8.025386756550448e-06,6.183702778584185e-05,0.009056957907382849,0.0036819451833553832,1.165525098363665e-10,2.087271504472203e-09,9.880730222887798e-05,2.603886193633147e-05,0.03935682103899114,0.01361942548942605,0.00015596208691806576,1.3391958478540422e-05,0.0006750947742743372,2.4044087020444692e-05,0.0017825308360289237,1.889457361698096e-06,0.008785516501346007,1.999488796972159e-11,3.69965810528353e-06,2.119649692722084e-08,0.00618265984545693,1.846342457128576e-07,2.4519854474028836e-12,2.841200631005188e-08,8.935243719894894e-11,0.0035707909347340123,6.688423587409758e-07,1.1012949873777378e-08,8.010355038804011e-06,7.043271050409246e-07,7.664431190937044e-11,0.00032580640249381973,2.889662312871948e-09,1.7798163201303848e-07,3.1176174761461766e-05,4.606942478376121e-07,8.002908255863924e-13,2.796818006030742e-05,0.0017587338100963587
0.0003543795313219831,0.7285075623621482,0.0002713265734207831,0.00014034166503553184,0.00027245135912584034,0.033851122621825144,0.0,0.0,0.0023138679103016963,0.0004836859329573743,0.1445278178801237,0.009446418174452385,0.00017384112097069453,4.616363564080709e-12,6.558229341182761e-09,2.006305867803694e-06,0.0001653643522987079,0.019619613460047754,2.807330199048697e-09,5.2257831393811685e-11,2.236380141420436e-07,2.4377949178347523e-11,4.8582373069188776e-08,2.143862992993796e-05,1.0786987900269946e-07,2.0586054284250452e-06,2.1513837910479045e-09,6.840350548577871e-06,6.086286682545598e-06,9.94399477306274e-09,3.0672225316996405e-07,9.935863271490354e-11,1.5900690438526187e-09,1.1237097005233746e-06,3.76,0.0,0.07716818859862484,0.7867851578620161,0.12710655552744707,0.0020839298350739566,0.29765190114580675,0.47329563298767663,0.00036125237225890323,7.997692931670276e-12,0.10677339172087545,0.0007051719501984899,0.004240214885969186,6.222922527639728e-08,5.421708660914123e-09,8.00923786262769e-06,6.147242645112246e-05,0.009097757088017749,0.0036966513985515607,1.1646961508028217e-10,2.0952367591385182e-09,9.89390284778112e-05,2.603844824010097e-05,0.03953926624017217,0.013639420793331407,0.00015630098407683234,1.3425336376304562e-05,0.0006747572819625674,2.4080903589059448e-05,0.0017882667073399934,1.8838858940126186e-06,0.008817784065203378,1.993591735568083e-11,3.7077832706493045e-06,2.1242968517309633e-08,0.006228523672458597,1.8441802575687845e-07,2.4447530053864012e-12,2.8334746703329245e-08,8.908333199051249e-11,0.0036013594622026452,6.729761679071226e-07,1.0964170012397865e-08,8.034158402998137e-06,7.048620354809141e-07,7.672138411234229e-11,0.00033126122286370266,2.8939088251013962e-09,1.7826340533054293e-07,3.149711409097805e-05,4.6191379482074696e-07,8.004442188397253e-13,2.8167444854677343e-05,0.0017720644454335022
0.0003553441719251598,0.7286928695908822,0.0002725576225155966,0.00014078245608783291,0.0002732685802170202,0.03411972837272832,0.0,0.0,0.0023063076019576682,0.0004821868980367406,0.14584361235968218,0.009523373693239058,0.0001741707608038755,4.684075916532739e-12,6.609826668547593e-09,2.011353209420226e-06,0.00016603781908768606,0.019608316679687685,2.8666956440720435e-09,5.275648357007028e-11,2.2913549044800684e-07,2.471752092771051e-11,4.870162023760047e-08,2.1683266083883577e-05,1.0795562910187868e-07,2.0909030289020026e-06,2.1931278879109576e-09,6.9409317089394e-06,6.145013567599286e-06,1.0065376738870531e-08,3.069703969067586e-07,1.0033005232880271e-10,1.6159504309699392e-09,1.1366690232704443e-06,3.76,0.0,0.07654797637651241,0.7850520553248403,0.12814555276909526,0.0020942964791630533,0.296800137091147,0.4739191742783781,0.00036045662446611466,7.955216661466676e-12,0.10774716232415271,0.0007027116621115522,0.004278910763628066,6.185978912994793e-08,5.471246969108136e-09,7.992894795687124e-06,6.110580033854891e-05,0.00913823615692241,0.0037111891659099817,1.1637911120267537e-10,2.103108513149533e-09,9.906588566462642e-05,2.6037237729658084e-05,0.039720741978896,0.013658753029227904,0.00015662826624315916,1.345772970461919e-05,0.0006743655163077522,2.4116497462204274e-05,0.0017939498631695,1.8781699124712324e-06,0.008849442821205266,1.9875417669888607e-11,3.7157371676337446e-06,2.1288459414480686e-08,0.006274194957195338,1.8419179571998146e-07,2.4373330687948596e-12,2.8255278012951282e-08,8.880981368523706e-11,0.0036317017344942447,6.770894188295828e-07,1.091523463468126e-08,8.057595685611956e-06,7.053658268834136e-07,7.679261924946416e-11,0.00033677431749748563,2.8980146390882464e-09,1.7853554516836338e-07,3.181756856729498e-05,4.6310582408355203e-07,8.005405481704399e-13,2.836621945506128e-05,0.0017852863958105756
0.00035630881252833656,0.728877884395318,0.0002737842815423817,0.00014121713720132367,0.0002740687573086365,0.034388441238266856,0.0,0.0,0.0022986571757280315,0.0004806359729368467,0.14716066318509752,0.009600343289471631,0.00017448622451062213,4.752212929211056e-12,6.661214382257673e-09,2.0162849060301024e-06,0.0001667069988435183,0.019595735748916782,2.9267986974418975e-09,5.3256106250262906e-11,2.3473198883038816e-07,2.505979914491653e-11,4.881792872990166e-08,2.192826300169599e-05,1.0803172993326674e-07,2.123403421446866e-06,2.2353174847706716e-09,7.042267859901478e-06,6.203831266812955e-06,1.0187036553625554e-08,3.0719157912967666e-07,1.0129927549168618e-10,1.641999983652483e-09,1.1496415046017874e-06,3.76,0.0,0.07593201463923992,0.7833186580029399,0.1291842696481682,0.002104612418236567,0.2959457613032835,0.47454133356327066,0.00035966074128746466,7.912793127572137e-12,0.10872229193034087,0.0007002383775876779,0.004317688171609557,6.149035678047761e-08,5.520890569709932e-09,7.976362682175538e-06,6.073726573556105e-05,0.009178394188144886,0.003725557347026061,1.162811190453398e-10,2.110886158059886e-09,9.918790657946535e-05,2.6035237630188283e-05,0.039901244206280925,0.013677423275983295,0.00015694399268271187,1.348914210325827e-05,0.0006739202450361596,2.4150875807278324e-05,0.0017995803520316517,1.8723129933464594e-06,0.008880492160183117,1.9813426756380813e-11,3.7235207914638066e-06,2.133297532926486e-08,0.006319668073660927,1.8395571829729834e-07,2.4297302783395767e-12,2.8173652210019758e-08,8.85320069779446e-11,0.0036618118272912954,6.811817571296524e-07,1.0866154600635151e-08,8.080666730508618e-06,7.058387838043122e-07,7.685806750275723e-11,0.00034234560363679493,2.9019799829743445e-09,1.787981561576177e-07,3.2137480893641003e-05,4.642704538486615e-07,8.005805159763863e-13,2.856448575447042e-05,0.0017983973103281967
0.0003572734531315133,0.7290625980540891,0.0002750065190576802,0.00014164573652761418,0.00027485194991740824,0.03465723801010712,0.0,0.0,0.0022909191866820784,0.000479034255383612,0.14847885744114178,0.009677322064240334,0.00017478759194313674,4.820752127854203e-12,6.712387353846882e-09,2.021101542609125e-06,0.0001673718544251285,0.01958188761238631,2.987637176371093e-09,5.375664754554001e-11,2.4042836110408343e-07,2.5404784185565398e-11,4.893131326441433e-08,2.2173585964586788e-05,1.0809825546454253e-07,2.1561024557892866e-06,2.2779499324307094e-09,7.144352937806375e-06,6.262734422448362e-06,1.0308957682652295e-08,3.073861175762447e-07,1.0226615294329707e-10,1.66821422942057e-09,1.162625040483367e-06,3.76,0.0,0.0753202972459637,0.7815850961071401,0.13022262088518852,0.002114877132720416,0.29508888330695204,0.4751621086538897,0.00035886478250874576,7.870427054261727e-12,0.10969870502120789,0.0006977527258017197,0.004356543207261652,6.112100162938954e-08,5.570634460857383e-09,7.959646626733601e-06,6.0366937963000466e-05,0.009218230354435124,0.003739754852162027,1.1617576090260568e-10,2.118569112085837e-09,9.930512539001186e-05,2.603245528450368e-05,0.04008076906967957,0.013695432749181056,0.0001572482270021173,1.3519577595541468e-05,0.000673422249125135,2.4184046159049474e-05,0.0018051582339010024,1.8663187221254487e-06,0.008910931716289767,1.9749982560021123e-11,3.7311351620096253e-06,2.1376522114242e-08,0.006364937509107854,1.8370995784351284e-07,2.4219492873875166e-12,2.8089921468065156e-08,8.825003650697413e-11,0.0036916839702303295,6.852528441568866e-07,1.0816940636654674e-08,8.103371512731095e-06,7.062812149500021e-07,7.691778092386123e-11,0.00034797498548453715,2.9058051139243767e-09,1.7905134561097237e-07,3.245679443971294e-05,4.654078122246402e-07,8.005648394468181e-13,2.876222593759397e-05,0.0018113949065236806
0.00035823809373469,0.729247001948389,0.00027622430655136593,0.00014206828463301098,0.00027561822449339023,0.03492609566581422,0.0,0.0,0.0022830961920290854,0.00047738285874640893,0.14979808321462226,0.009754305196117452,0.00017507494837789043,4.889671446474634e-12,6.76334071329778e-09,2.025803744634283e-06,0.00016803235025631381,0.01956678942371248,3.049208736487378e-09,5.425805601417225e-11,2.4622544803577217e-07,2.5752476291796607e-11,4.904178959756043e-08,2.2419200368280497e-05,1.0815528350620732e-07,2.1889959370539243e-06,2.3210224865102537e-09,7.247180757204948e-06,6.321717677043563e-06,1.0431123698531535e-08,3.075543287944802e-07,1.0323053838931632e-10,1.6945896718212342e-09,1.1756175333123915e-06,3.76,0.0,0.07471281751758645,0.7798514982334395,0.13126052232928054,0.002125090117251728,0.29422961144659177,0.4757814971891227,0.00035806880717432425,7.828123069562661e-12,0.1106763266833044,0.0006952553299304865,0.00439547198621981,6.075179569576358e-08,5.620473663659604e-09,7.94275170905715e-06,5.999493131064992e-05,0.00925774392576462,0.003753780640103347,1.1606316036303835e-10,2.1261568200215356e-09,9.94175775874765e-05,2.602889814671335e-05,0.04025931290790666,0.013712782799060456,0.00015754103699865368,1.3549040577008269e-05,0.0006728723220026633,2.4216016411494396e-05,0.0018106835799698634,1.860190690531135e-06,0.008940761364031536,1.96851230910092e-11,3.7385813225749514e-06,2.1419105755592354e-08,0.006409997865268297,1.834546801616963e-07,2.4139947572486675e-12,2.8004138107361894e-08,8.796402671736489e-11,0.0037213125488212936,6.893023575073515e-07,1.0767603330636748e-08,8.125710135678413e-06,7.066934328247851e-07,7.697181323347708e-11,0.00035366235426454427,2.9094903176884825e-09,1.7929522342612513e-07,3.2775453274699564e-05,4.665180369075539e-07,8.004942489797635e-13,2.895942248461025e-05,0.0018242769712094615
0.00035920273433786675,0.7294310875676194,0.00027743761847832444,0.0001424848143843841,0.0002763676542946166,0.03519499137666562,0.0,0.0,0.002275190749524106,0.0004756829108635798,0.15111822962932436,0.00983128794199224,0.00017534838441973942,4.958988300277558e-12,6.814069819214642e-09,2.030392179677065e-06,0.00016868845232999478,0.019550458531855813,3.1115108809504896e-09,5.476028065183529e-11,2.5212407916526733e-07,2.6102875850823426e-11,4.9149374568825484e-08,2.266507173905189e-05,1.0820289557114183e-07,2.222079628412371e-06,2.364532313166194e-09,7.3507450143802905e-06,6.380775674785695e-06,1.0553518286500517e-08,3.076965405435718e-07,1.0419228857734332e-10,1.7211227927734307e-09,1.188616892940258e-06,3.76,0.0,0.07410956824252504,0.7781179913327658,0.13229789098000322,0.0021352508806244197,0.29336805286264844,0.47639949664238146,0.00035727287357325286,7.78588570517738e-12,0.11165508262960402,0.0006927468069192529,0.0044344706441831775,6.038280960803755e-08,5.6704032244837355e-09,7.925682982376867e-06,5.962135898033675e-05,0.009296934267939632,0.003767633718002923,1.1594344222735898e-10,2.1336487531487796e-09,9.952529997782141e-05,2.602457377835019e-05,0.040436872247014706,0.013729474908580548,0.00015782249454446856,1.357753580478905e-05,0.0006722712687932718,2.4246794806195652e-05,0.0018161564724900514,1.8539324938181512e-06,0.00896998121540987,1.9618886396051084e-11,3.7458603387830903e-06,2.1460732366564248e-08,0.006454843859384414,1.8319005227458523e-07,2.4058713536469114e-12,2.7916354555672705e-08,8.767410179025858e-11,0.0037506921060557817,6.933299910700298e-07,1.0718153122983989e-08,8.147682832056716e-06,7.070757534445824e-07,7.702021974167714e-11,0.0003594075882824665,2.9130359081918716e-09,1.7952990195997553e-07,3.3093402196633985e-05,4.676012749669093e-07,8.003694873804162e-13,2.915605817445964e-05,0.001837041361181463
