Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13)
8.26356543691052e-13,0.6486129415748971,3.76,0.0,0.527281670792827,0.9999999998317942,0.0,1.2575786939728048e-30,1.2354575754537254e-18,1.473404724605045e-07,5.111581604378474e-10,1.1281011636149254e-13,3.428650868266854e-10,1.5650750367301086e-14,1.682055325341793e-10,3.008901479359952e-15,5.314871796692159e-18,3.373797962315326e-16,2.207999245437474e-25,1.1222092254139565e-17
1e-12,0.6486129478910748,3.76,0.0,0.5272816552049436,0.9999999997964489,0.0,2.3369700638058652e-30,1.808155056606424e-18,1.7830130070948605e-07,6.185939162277823e-10,1.6510456225905652e-13,4.149149985288846e-10,2.2906694976168432e-14,2.0355079758462264e-10,4.403744276299357e-15,7.778727676543893e-18,4.937710435178281e-16,4.08411173345841e-25,1.6424227329567992e-17
1.40121327039911e-12,0.6486129478910748,3.76,0.0,0.5272816191881984,0.9999999997147812,0.0,6.351316364135787e-30,3.54790077755921e-18,2.498380472601499e-07,8.668642152185775e-10,3.239669020702105e-13,5.813947419815427e-10,4.495037965014582e-14,2.8521808278961564e-10,8.641104553590281e-15,1.5263661272928027e-17,9.688556709146847e-16,1.1038706132747508e-24,3.222750406808805e-17
2.5509267238152258e-12,0.6486129605234341,3.76,0.0,0.5272815159786205,0.9999999994807537,0.0,4.0206663974367087e-29,1.1752962275177962e-17,4.548328388284685e-07,1.5785665134989457e-09,1.0732351496549599e-12,1.0584905732874616e-09,1.4894331313488766e-13,5.192431975128941e-10,2.862736167794215e-14,5.056852217376569e-17,3.209427410491461e-15,6.849253235024458e-24,1.067631579728242e-16
4.850353630647457e-12,0.6486129857881666,3.76,0.0,0.5272813095581825,0.9999999990126947,0.0,2.933850677625345e-28,4.248156098022713e-17,8.648209898463776e-07,3.003131725872722e-09,3.879582836816042e-12,2.012828452322926e-09,5.386408812364093e-13,9.872934840952316e-10,1.0349214853078221e-13,1.8282070219204157e-16,1.1600207569405427e-14,4.807927152263629e-23,3.8593356380640197e-16
7.1497805374796894e-12,0.6486130110529187,3.76,0.0,0.5272811031360349,0.9999999985446301,0.0,9.243448829967106e-28,9.229857809438802e-17,1.2748072313772165e-06,4.429244246213639e-09,8.429670952376415e-12,2.967361459704976e-09,1.1707998494471414e-12,1.4553438472323236e-09,2.2488638104214646e-13,3.972803085090668e-16,2.520274174519049e-14,1.4709236181142136e-22,8.385693397524036e-16
9.449207444311922e-12,0.6486130363176899,3.76,0.0,0.5272808967121779,0.9999999980765599,0.0,2.128858956009418e-27,1.6119999892554974e-16,1.6847915634261744e-06,5.856903824348498e-09,1.4723489648919468e-11,3.922089837377916e-09,2.0456706053369516e-12,1.9233942874463336e-09,3.928190589285773e-13,6.939717948436611e-16,4.401550382844318e-14,3.29315613761087e-22,1.464670463164258e-15
1e-11,0.64861306158248,3.76,0.0,0.5272808472662455,0.9999999979644402,0.0,2.535411792526541e-27,1.8053685578059093e-16,1.7829967577487548e-06,6.199107477746826e-09,1.6489943149265206e-11,4.150809462771095e-09,2.2913029218613425e-12,2.0355086251040892e-09,4.3995505076274044e-13,7.772512547372807e-16,4.929506789998619e-14,3.8924037086303345e-22,1.6403953533832758e-15
1.1748634351144154e-11,0.64861306158248,3.76,0.0,0.5272806902866112,0.9999999976084842,0.0,4.128423903759404e-27,2.491816791797532e-16,2.094773985998074e-06,7.286110202129686e-09,2.2761029240509846e-11,4.8770138354762965e-09,3.163512036707024e-12,2.391444805277117e-09,6.072995104564677e-13,1.072920434669567e-15,6.8036917985594e-14,6.211739501689877e-22,2.264236960248207e-15
1.6347488164808617e-11,0.6486131121121184,3.76,0.0,0.527280277430349,0.9999999966723161,0.0,1.1449119853530322e-26,4.823704637163287e-16,2.9147331027277722e-06,1.0149162400369544e-08,4.4067235930964524e-11,6.787449620235241e-09,6.129066751788166e-12,3.327546075790834e-09,1.1759384060775422e-12,2.077682744827159e-15,1.3169986403398833e-13,1.632603168054286e-21,4.383766248410921e-15
2.094634197847308e-11,0.6486131626418339,3.76,0.0,0.5272798645672485,0.999999995736126,0.0,2.5024921370638204e-26,7.9183172371925925e-16,3.734684581603263e-06,1.3018398772737865e-08,7.234821490940103e-11,8.698670819478563e-09,1.0069539942144379e-11,4.263647663103626e-09,1.9308781292488702e-12,3.4117694557493137e-15,2.1617895321468417e-13,3.395923752968548e-21,7.197157578694972e-15
2.5545195792137546e-11,0.648613213171627,3.76,0.0,0.5272794516973097,0.9999999947999135,0.0,4.7416541478123116e-26,1.1775305131999357e-15,4.554628422663236e-06,1.5893817142838843e-08,1.0760388623309889e-10,1.061067954378291e-08,1.4987116546070862e-11,5.1997495717744094e-09,2.872197895110687e-12,5.0753929499971405e-15,3.214608998438533e-13,6.139265739533178e-21,1.0704411371193656e-14
3.014404960580201e-11,0.6486132637014979,3.76,0.0,0.5272790388205326,0.9999999938636792,0.0,8.156185333153256e-26,1.6394322001001965e-15,5.374564625945846e-06,1.877541535386926e-08,1.4983417081285866e-10,1.2523477884866156e-08,2.0883962263155866e-11,6.135851806323831e-09,3.999976497207765e-12,7.0687631510068685e-15,4.4753254005483397e-13,1.0091757537851964e-20,1.4905528069273303e-14
3.934175723313094e-11,0.6486133647614736,3.76,0.0,0.5272782130464636,0.9999999919911438,0.0,1.9924891410125526e-25,2.791711510674502e-15,7.014414119325205e-06,2.4557143031072893e-08,2.552182764020337e-10,1.635145143540328e-08,3.562376462771959e-11,8.008057270404755e-09,6.8152142246656934e-12,1.2045544393390769e-14,7.619944586292802e-13,2.252426844299597e-20,2.538935195838462e-14
4.758812685161928e-11,0.6486134553688732,3.76,0.0,0.5272774726606667,0.9999999903122133,0.0,3.8090398757558306e-25,4.083625653947111e-15,8.484624598475378e-06,2.976185025187359e-08,3.734208143909779e-10,1.9786195210874495e-08,5.219016924632378e-11,9.686617785531067e-09,9.974140453358073e-12,1.763098215663766e-14,1.1145058328981276e-12,4.004987952664121e-20,3.714850829675513e-14
5.5834496470107616e-11,0.6486135459765268,3.76,0.0,0.5272767322528825,0.999999988633212,0.0,6.605329102950083e-25,5.6200414742297154e-15,9.954810520173438e-06,3.4986395587657096e-08,5.140478976994453e-10,2.3223509048872685e-08,7.193754632029844e-11,1.1365179415950992e-08,1.3733780238718591e-11,2.4279773045052353e-14,1.5336669358134362e-12,6.500311089360627e-20,5.113867407069679e-14
6.408086608859595e-11,0.6486136365844356,3.76,0.0,0.5272759918231114,0.9999999869541396,0.0,1.0666635998347317e-24,7.400765728590212e-15,1.1424971884632905e-05,4.023076700378095e-08,6.77099083601187e-10,2.66634046196431e-08,9.487798709710566e-11,1.3043742186959924e-08,1.80945814831694e-11,3.199307167792113e-14,2.019404393353433e-12,9.875467358627062e-20,6.73598520023899e-14
8.057360532557262e-11,0.6486138178010257,3.76,0.0,0.5272745108976082,0.9999999835957819,0.0,2.396225618185183e-24,1.169436728459432e-14,1.4365220942689929e-05,5.0778939983370866e-08,1.0704719916796482e-09,3.355098759507101e-08,1.5038639379985355e-10,1.640087125197132e-08,2.8621474420298313e-11,5.061777399964595e-14,3.190315301283048e-12,1.9831277360613404e-19,1.0649525575686476e-13
9.706634456254929e-11,0.6486139990186549,3.76,0.0,0.5272730298841579,0.9999999802371408,0.0,4.667419440124976e-24,1.6962886580320958e-14,1.7305371774353952e-05,6.140627305135659e-08,1.5535359952303171e-09,4.044903735987749e-08,2.1881202235400296e-10,1.9758005183047568e-08,4.155844473264616e-11,7.351421801528052e-14,4.626652849364813e-12,3.5021140891160836e-19,1.5455474288590554e-13
9.999999999999999e-11,0.6486141802373354,3.76,0.0,0.5272727664388293,0.9999999796396907,0.0,5.1968944230552834e-24,1.8002040314034486e-14,1.7828342497574873e-05,6.330490133045648e-08,1.6488568400425386e-09,4.167713546814402e-08,2.3234378931206276e-10,2.0355157828885435e-08,4.4112367961198644e-11,7.80351213235909e-14,4.909903228279556e-12,3.836185994178796e-19,1.6403821951706727e-13
1.1355908379952596e-10,0.6486141802373354,3.76,0.0,0.5272715487827614,0.9999999768782163,0.0,8.233197776265631e-24,2.3204781980832115e-14,2.024542438133164e-05,7.211267020021151e-08,2.1262875503727087e-09,4.7357647004543594e-08,3.002514061489257e-10,2.3115144182717178e-08,5.6909150454199705e-11,1.0069144533091411e-13,6.327832484585648e-12,5.663515128964795e-19,2.1153833792847787e-13
1.3005182303650263e-10,0.6486143614570791,3.76,0.0,0.527270067593419,0.9999999735190092,0.0,1.3503843212978513e-23,3.041851422562464e-14,2.318537876532863e-05,8.289803557085627e-08,2.7887231131287816e-09,5.427690947093547e-08,3.948009634207562e-10,2.6472288453531857e-08,7.467728299009729e-11,1.3215840620690505e-13,8.293270922720473e-12,8.590659264664569e-19,2.774460666786971e-13
1.465445622734793e-10,0.6486145426778973,3.76,0.0,0.5272685863161313,0.9999999701595196,0.0,2.0946733034198942e-23,3.860254648391845e-14,2.6125234928049438e-05,9.376227345609319e-08,3.5408391395779165e-09,6.120691754899583e-08,5.025569935674937e-10,2.982943819805688e-08,9.486656673088314e-11,1.6792396017185609e-13,1.0522386166110333e-11,1.2411202149676517e-18,3.522779561766283e-13
1.7953004074743267e-10,0.6486149051228046,3.76,0.0,0.5272656234977224,0.9999999634396951,0.0,4.4487031276073976e-23,5.787537515360989e-14,3.200465259647536e-05,1.1572698465635676e-07,5.314098408295792e-09,7.509954098501472e-08,7.580731098103374e-10,3.654375491855183e-08,1.4252363952285174e-10,2.523858638801681e-13,1.576932511691619e-11,2.326366692419569e-18,5.287143314095216e-13
2.12515519221386e-10,0.6486152675721518,3.76,0.0,0.5272626603275394,0.9999999567187454,0.0,8.37238375343728e-23,8.101102136725024e-14,3.788367740022368e-05,1.3800604114520886e-07,7.446037006646188e-09,8.903625662979506e-08,1.0675677991142087e-09,4.3258095964963316e-08,1.9991081336288567e-10,3.541462604315791e-13,2.2064018731240727e-11,3.932897051611609e-18,7.408477045240008e-13
2.4550099769533935e-10,0.6486156300260322,3.76,0.0,0.5272596968055858,0.9999999499966735,0.0,1.444351528019008e-22,1.0799727678436396e-13,4.3762309352891264e-05,1.6059868265965682e-07,9.936626585779642e-09,1.0301780140713538e-07,1.431807232687099e-09,4.997246295824698e-08,2.670590515695114e-10,4.732728523883573e-13,2.9401856616886164e-11,6.1785839930547435e-18,9.886783360765815e-13
2.784864761692927e-10,0.648615992484539,3.76,0.0,0.5272567329318647,0.9999999432734826,0.0,2.333000335885715e-22,1.388219707695271e-13,4.964054846805791e-05,1.8350415129333849e-07,1.2785838797772908e-08,1.1704490988351904e-07,1.8515557375558238e-09,5.668685751954912e-08,3.4399982903953616e-10,6.098319746517939e-13,3.777824827049858e-11,9.188406518956491e-18,1.2722065060392413e-12
3.444574331171994e-10,0.6486167174158047,3.76,0.0,0.5272508041291308,0.9999999298237543,0.0,5.267329559311378e-22,2.1193817941093348e-13,6.139584824012292e-05,2.3025055001175962e-07,1.9560017733127057e-08,1.4523874447684958e-07,2.8606280991512036e-09,7.01157358317023e-08,5.273874459745486e-10,9.35506450988005e-13,5.7628429585662986e-11,1.8036795317072334e-17,1.946356677890003e-12
4.104283900651061e-10,0.6486174423666909,3.76,0.0,0.5272448739193532,0.9999999163695833,0.0,1.0356053498451366e-21,3.002630329630296e-13,7.31495768247183e-05,2.7823922096926463e-07,2.7768347047571838e-08,1.7362359000730642e-07,4.100862782554575e-09,8.354474387418041e-08,7.503356490898732e-10,1.3316736174587012e-12,8.1578233751452e-11,3.162438637689535e-17,2.763300847521633e-12
4.763993470130128e-10,0.6486181673379361,3.76,0.0,0.5272389423025386,0.9999999029109922,0.0,1.8461402983543637e-21,4.037005153910365e-13,8.490173432987461e-05,3.274641852228673e-07,3.741059999073981e-08,2.022052386719833e-07,5.5783084249434596e-09,9.697389462240548e-08,1.0131145374453327e-09,1.7988164779277585e-12,1.0959164593736577e-10,5.121833599285638e-17,3.723041952124267e-12
5.423703039609195e-10,0.6486188923302753,3.76,0.0,0.5272330092786865,0.9999998894480033,0.0,3.0593105292634727e-21,5.221552054414258e-13,9.665232086335595e-05,3.7791950099500333e-07,4.848654982710079e-08,2.3098944548979448e-07,7.298984573915089e-09,1.104032010542516e-07,1.3160022739531298e-09,2.337397644121283e-12,1.4163296275876724e-10,7.82102839955826e-17,4.8255832376888544e-12
6.083412609088262e-10,0.6486196173444401,3.76,0.0,0.527227074847788,0.9999998759806387,0.0,4.7909446653868936e-21,6.555322727745411e-13,0.0001084013365326627,4.2959926342865225e-07,6.099596983598194e-08,2.5998192854579254e-07,9.268881876960594e-09,1.2383267614984212e-07,1.659285030610531e-09,2.9478598604704512e-12,1.7766678947003646e-10,1.1411985805909084e-16,6.070928257869261e-12
6.743122178567328e-10,0.648620342381158,3.76,0.0,0.5272211390098264,0.9999998625089197,0.0,7.171838424170568e-21,8.037374741869723e-13,0.00012014878144503435,4.824976043482077e-07,7.493863331157135e-08,2.8918836922974585e-07,1.149396226661343e-08,1.372623328913587e-07,2.0432569351395337e-09,3.630626502142758e-12,2.176580372410271e-10,1.6059807021021222e-16,7.459080872863478e-12
8.062541317525463e-10,0.648621792525147,3.76,0.0,0.527209263112606,0.9999998355525046,0.0,1.4480160592166105e-20,1.1442582213428067e-12,0.00014363895942663926,5.919267310341056e-07,1.0712278391400519e-07,3.4826566687659406e-07,1.6733377479036925e-08,1.6412224325013015e-07,2.934484183157185e-09,5.214672464247115e-12,3.093739551298785e-10,2.925412195862094e-16,1.0663825854836632e-11
9.381960456483597e-10,0.6486232427679945,3.76,0.0,0.5271973815867328,0.9999998085789257,0.0,2.6334810614652302e-20,1.5429751071145477e-12,0.00016712285566096286,7.061606606080329e-07,1.4503718828560153e-07,4.082660642902758e-07,2.3064358079808158e-08,1.9098303602226025e-07,3.992194216330185e-09,7.09255315244464e-12,4.1650602485517336e-10,4.900053521029987e-16,1.4439855156541116e-11
9.999999999999999e-10,0.6486246931153975,3.76,0.0,0.5271918141314232,0.9999997959381621,0.0,3.3894220051522927e-20,1.7495480395687703e-12,0.00017812097288375054,7.613093909757782e-07,1.6476719040130807e-07,4.367013095392764e-07,2.6418536171811006e-08,2.0356544507081562e-07,4.545641529355206e-09,8.074025562342947e-12,4.719139058020245e-10,6.10119760580846e-16,1.640510069610823e-11
