Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13)
3.043513031619639e-08,0.648957063830589,3.76,0.0,0.5243911599433045,0.9999934012017849,0.0,7.096693586651155e-14,7.664125155220991e-10,0.005260932212185124,9.787821850068726e-05,0.0001490620540000278,8.30560476826028e-05,8.761812502993545e-05,6.409034542209353e-06,1.7283373796366822e-05,6.283442158945362e-09,1.6779238409432425e-07,9.91490150772564e-10,1.5687846763829935e-08
3.129011391824126e-08,0.6489671720896009,3.76,0.0,0.5243049576734139,0.9999932018293998,0.0,8.056773857049629e-14,7.961924349020905e-10,0.005403982296073208,0.0001020369493580099,0.0001574461029860609,8.819943812321428e-05,9.394114244102358e-05,6.601197937868529e-06,1.882543475259707e-05,6.57856781027394e-09,1.7378553401796236e-07,1.1400798098234166e-09,1.6608560766000176e-08
3.2145097520286125e-08,0.6489773108335359,3.76,0.0,0.5242184534895077,0.9999930014393308,0.0,9.11433944301135e-14,8.2606343083311e-10,0.0055467760493694085,0.00010624929391047393,0.0001660534497404974,9.351395593598338e-05,0.00010052895403497762,6.794345468496351e-06,2.0461392623547707e-05,6.877964395666108e-09,1.7977957623981955e-07,1.3064558508788444e-09,1.7557660298368975e-08
3.3000081122330993e-08,0.6489874804582498,3.76,0.0,0.5241316449381113,0.9999928000079074,0.0,1.0276046834158277e-13,8.560145764614251e-10,0.005689313710568147,0.00011051445806180025,0.0001748836161107237,9.899989650524496e-05,0.0001073849263044901,6.988501922929286e-06,2.2194298004219186e-05,7.18155356928806e-09,1.8577324896551941e-07,1.4922401220312898e-09,1.8535367406901547e-08
3.385506472437586e-08,0.6489976813535835,3.76,0.0,0.5240445295626778,0.9999925975113998,0.0,1.1548780587666348e-13,8.860357940812823e-10,0.005831595521155919,0.00011483169763266554,0.00018393612433336806,0.0001046575015001428,0.00011451237702978,7.183692003266031e-06,2.40272045957843e-05,7.489262199518473e-09,1.9176542569048586e-07,1.6991581513331161e-09,1.9541909292590672e-08
3.471004832642073e-08,0.6490079139037424,3.76,0.0,0.5239571049045372,0.9999923939260342,0.0,1.2939652167639254e-13,9.16117789710308e-10,0.005973621725662605,0.00011920031436463759,0.00019321049703280513,0.00011048696283023716,0.0001219145783051494,7.379940324920445e-06,2.5963168262548404e-05,7.801021956946106e-09,1.9775510080362762e-07,1.9290430117478506e-09,2.0577518319035872e-08
3.55650319284656e-08,0.6490181784876385,3.76,0.0,0.5238693685037743,0.9999921892280058,0.0,1.4455998711155695e-13,9.462519927415387e-10,0.006115392571710528,0.00012361965223767028,0.00020270625721973985,0.00011648842628857955,0.0001295947593217392,7.577271416619367e-06,2.800524615822015e-05,8.116768933907195e-09,2.0374137673389355e-07,2.1838392243246847e-09,2.1642432020997985e-08
3.6420015530510465e-08,0.6490284754792073,3.76,0.0,0.523781317900044,0.999991983393491,0.0,1.6105381730919414e-13,9.764305002758815e-10,0.006256908310061432,0.00012808909407640214,0.0002124229282898729,0.0001226619949069647,0.00013755610892570743,7.775709720349282e-06,3.015649591597685e-05,8.436443293328543e-09,2.0972345247286967e-07,2.4656066986165337e-09,2.2736893113835434e-08
3.7274999132555333e-08,0.6490388052476976,3.76,0.0,0.5236929506333271,0.9999917763986573,0.0,1.7895585763911944e-13,1.0066460257543296e-09,0.006398169194661577,0.0001326080584214929,0.0002223600340226494,0.0001290077320470808,0.00014580177797028502,7.975279591255703e-06,3.241997489703065e-05,8.759988944675582e-09,2.1570061331758257e-07,2.776524709317006e-09,2.3861149503733937e-08
3.81299827346002e-08,0.6490491681579387,3.76,0.0,0.5236042642446331,0.9999915682196734,0.0,1.9834616974169206e-13,1.03689185155015e-09,0.006539175482685072,0.00013717599664481235,0.0002325170985800908,0.0001355256642487057,0.0001543348814781619,8.17600529749874e-06,3.479873949297737e-05,9.087353244933161e-09,2.2167222170022473e-07,3.118895908171709e-09,2.5015454298651057e-08
3.898496633664507e-08,0.6490595645705848,3.76,0.0,0.5235152562766524,0.9999913588327186,0.0,2.1930701716675232e-13,1.067161785218991e-09,0.0066799274345755895,0.00014179239028967283,0.0002428936465057115,0.00014221578385372613,0.00016315850062881341,8.37791102006801e-06,3.7295844477739596e-05,9.418486722713296e-09,2.2763770899156797e-07,3.4951503702806947e-09,2.6200065819906857e-08
3.983994993868994e-08,0.6490699948423424,3.76,0.0,0.5234259242743631,0.999991148213989,0.0,2.4192285068396737e-13,1.0974501191308241e-09,0.006820425314086565,0.00014645674861893054,0.000253489202723521,0.0001490780514231272,0.00017227568458410764,8.581020852559732e-06,3.991434240528078e-05,9.753342823751475e-09,2.335965681778815e-07,3.907849673955906e-09,2.7415247614358738e-08
4.0694933540734805e-08,0.6490804593261752,3.76,0.0,0.5233362657855943,0.9999909363397058,0.0,2.6628029331822946e-13,1.1277515932239145e-09,0.006960669388319973,0.0001511686063548068,0.00026430329253711125,0.00015611239796307598,0.00018168945216474124,8.785358800918736e-06,4.265728304949628e-05,1.0091877676179097e-08,2.39548347319103e-07,4.359691013306288e-09,2.866126846710355e-08
4.1549917142779673e-08,0.6490909583714963,3.76,0.0,0.5232462783615528,0.999990723186121,0.0,2.924681251579333e-13,1.1580613606370774e-09,0.007100659927763778,0.0001559275215952904,0.0002753354416288301,0.00016331872697521714,0.0001914027933892663,8.990948783147859e-06,4.552771288291329e-05,1.0434049874059735e-08,2.4549264370380165e-07,4.853511342729388e-09,2.9938402414654506e-08
4.240490074482454e-08,0.649101492324342,3.76,0.0,0.5231559595573115,0.9999905087295236,0.0,3.2057726797823587e-13,1.1883749559953532e-09,0.007240397206328152,0.00016073307389316912,0.00028658517605904084,0.00017069691634511282,0.00020141867088655134,9.19781462898713e-06,4.852867459109647e-05,1.0779820277774016e-08,2.5142909862560454e-07,5.392291552500126e-09,3.124692875854523e-08
4.325988434686941e-08,0.649112061527531,3.76,0.0,0.5230653069322658,0.9999902929462442,0.0,3.507007697156055e-13,1.2186882661438139e-09,0.007379881501380495,0.00016558486248496992,0.0002980520222654674,0.00017824682008153283,0.0002117400211915638,9.40598007956489e-06,5.16632066199312e-05,1.1129151829944044e-08,2.573573927149509e-07,5.979160674667071e-09,3.2587132079317444e-08
4.411486794891428e-08,0.6491226663208133,3.76,0.0,0.5229743180505605,0.9999900758126599,0.0,3.8293378882474993e-13,1.2489975031413792e-09,0.00751911309377935,0.00017048250465816095,0.0003097355070626257,0.00018596826991822604,0.00022236975593352892,9.615468787022822e-06,5.4934342753195685e-05,1.1482009385694414e-08,2.6327724176768455e-07,6.617400118482935e-09,3.395930225085345e-08
4.4969851550959146e-08,0.6491333070410041,3.76,0.0,0.5228829904814866,0.9999898573051991,0.0,4.1737357854463585e-13,1.2792991793407172e-09,0.007658092267907259,0.00017542563424585998,0.00032163515764134054,0.00019386107678891917,0.00023331076292482615,9.826304314116741e-06,5.8345111718032596e-05,1.1838359556143209e-08,2.691883930179811e-07,7.310447934605668e-09,3.536373445501726e-08
4.5824835153004014e-08,0.6491439840221066,3.76,0.0,0.5227913217998543,0.9999896374003449,0.0,4.5411947109665413e-13,1.3095900843928874e-09,0.0077968193117025795,0.00018041390023908083,0.00033375050156834725,0.00020192503218550192,0.000244565907158378,1.0038510133794854e-05,6.18985368161065e-05,1.2198170564098721e-08,2.750906218082295e-07,8.06190310731041e-09,3.680072919657152e-08
4.667981875504888e-08,0.6491546975954262,3.76,0.0,0.522699309586341,0.9999894160746384,0.0,4.932728618347504e-13,1.3398672640275197e-09,0.007935294516690356,0.00018544696550730749,0.0003460810667859793,0.0002101599094085989,0.000256138031720694,1.025210962875507e-05,6.559763557840252e-05,1.2561412111012603e-08,2.809837286133738e-07,8.875529873955142e-09,3.8270592318339964e-08
4.753480235709375e-08,0.6491654480896738,3.76,0.0,0.5226069514278185,0.9999891933046826,0.0,5.349371933643673e-13,1.3701280004711117e-09,0.008073518178012225,0.0001905245056189229,0.0003586263816119388,0.0002185654647189977,0.0002680299586271618,1.0467126090982895e-05,6.94454194417869e-05,1.2928055254311383e-08,2.868675363818973e-07,9.755262070945769e-09,3.977363501658747e-08
4.838978595913862e-08,0.6491762358310605,3.76,0.0,0.5225142449176589,0.9999889690671447,0.0,5.792179396443426e-13,1.4003697943769723e-09,0.008211490594455438,0.00019564620775370321,0.0003713859747391514,0.00022714143839771585,0.0002802444895856492,1.0683582721271178e-05,7.344489344560172e-05,1.3298072294297406e-08,2.92741888159821e-07,1.0705207505449142e-08,4.131017385659247e-08
5.009975316322836e-08,0.649197924348081,3.76,0.0,0.5223277772500832,0.9999885160963297,0.0,6.760606337229763e-13,1.4607875537605592e-09,0.008486682906248679,0.0002060208991258982,0.0003975461125450697,0.0002448035276702828,0.000305652472925149,1.1120908830200232e-05,8.191089839369693e-05,1.4048122882625616e-08,3.044616844631893e-07,1.2833065634921257e-08,4.4485033163151335e-08
5.163872364690913e-08,0.6492175746228881,3.76,0.0,0.5221587409862727,0.9999881031708028,0.0,7.732663403604636e-13,1.515077590593533e-09,0.008733499802428409,0.00021550622123971857,0.00042181834789023584,0.0002612793389926876,0.0003296506780864635,1.1519658568326723e-05,9.007908898621801e-05,1.4734451190949858e-08,3.1497592829674855e-07,1.5033194699210867e-08,4.7460249614084136e-08
5.31776941305899e-08,0.6492373505460625,3.76,0.0,0.5219885389610804,0.9999876851306516,0.0,8.806807257273038e-13,1.569275734909655e-09,0.008979507481448396,0.00022513019597944324,0.0004467775323159191,0.0002783026316167573,0.0003547368319233497,1.1923431047525845e-05,9.878516919648195e-05,1.54313267471142e-08,3.2545781035416253e-07,1.7533118161899886e-08,5.054916386065117e-08
5.471666461427067e-08,0.6492572539387992,3.76,0.0,0.5218171574083811,0.9999872618424431,0.0,9.989902713345799e-13,1.6233733866666046e-09,0.009224707821166985,0.00023489130344618011,0.00047242093073762616,0.0002958714250781506,0.00038092661858431167,1.2332358208544625e-05,0.00010804639916157981,1.6138620946688823e-08,3.3590690910459216e-07,2.0363668229074273e-08,5.3753818350335925e-08
5.6255635097951436e-08,0.6492772866025767,3.76,0.0,0.5216445826492988,0.9999868331735893,0.0,1.128901518535408e-12,1.6773632076100648e-09,0.009469102739735674,0.000244788083808915,0.0004987458120265394,0.00031398363104092225,0.0004082355505394875,1.2746570991484635e-05,0.00011787995305417254,1.6856211802308446e-08,3.4632289448284166e-07,2.355786027830856e-08,5.7076313177871167e-08
5.7794605581632205e-08,0.6492974503175103,3.76,0.0,0.5214708010957013,0.9999863989923751,0.0,1.2711407719083153e-12,1.7312389539628995e-09,0.009712694196010084,0.0002548191273214781,0.0005257494490202747,0.0003326370628801892,0.000436678974782997,1.3166199324568558e-05,0.0001283029156307019,1.758398290524159e-08,3.567055112696767e-07,2.7150979173033147e-08,6.051880639531554e-08
5.9333576065312974e-08,0.649317746844713,3.76,0.0,0.5212957992533965,0.9999859591679852,0.0,1.4264538034641123e-12,1.7849953318039502e-09,0.009955484189934805,0.00026498306571064124,0.0005534291185362243,0.00035182944391802713,0.00046627207796890867,1.3591372112613522e-05,0.0001393322790720509,1.832182252949765e-08,3.6705456553018665e-07,3.118066619942664e-08,6.408351432240455e-08
6.087254654899374e-08,0.6493381779258517,3.76,0.0,0.5211195637250776,0.9999855135705266,0.0,1.5956055583358575e-12,1.8386278719020935e-09,0.010197474762903044,0.00027527856473892067,0.0005817821013873583,0.0003715584145084924,0.0004970298906342987,1.4022217225251559e-05,0.0001509849400738865,1.9069622858020635e-08,3.773699135697096e-07,3.5687006550593156e-08,6.777271185654162e-08
6.24115170326745e-08,0.6493587452840548,3.76,0.0,0.5209420812130414,0.9999850620710502,0.0,1.7793798615357382e-12,1.8921328221896094e-09,0.010438667998090543,0.00028570431783171127,0.0006108056824004884,0.0003918215380829353,0.0005289672905959467,1.4458861484919864e-05,0.00016327769716240151,1.9827279319474053e-08,3.8765145307078224e-07,4.0712617333969655e-08,7.158873278177262e-08
6.395048751635527e-08,0.6493794506240796,3.76,0.0,0.5207633385217177,0.9999846045415696,0.0,1.978579126007984e-12,1.945507054792957e-09,0.01067906602076447,0.00029625904058150967,0.000640497150436872,0.00041261630634263787,0.0005620990056671184,1.4901430654659678e-05,0.0001762272481946975,2.0594690016126118e-08,3.978991158752073e-07,4.630273603554622e-08,7.553397007611225e-08
6.548945800003604e-08,0.6494002956326705,3.76,0.0,0.5205833225600414,0.9999841408550809,0.0,2.194024061761947e-12,1.9987479854114226e-09,0.010918670998567269,0.0003069414659953973,0.0006708537984150937,0.00043394014373282925,0.0005964396157993359,1.5350049425752937e-05,0.00018985018801470356,2.1371755228903844e-08,4.081128620523333e-07,5.2505309391513844e-08,7.961087621651676e-08
6.702842848371681e-08,0.6494212819787355,3.76,0.0,0.5204020203436881,0.9999836708855794,0.0,2.426553386129869e-12,2.0518535033224966e-09,0.011157485141775619,0.000317750340381949,0.0007018729233361453,0.0004557904113020224,0.0006320035547307046,1.580484140522088e-05,0.0002041630062422503,2.2158376988804124e-08,4.182926750146073e-07,5.9371082612323826e-08,8.382196348091715e-08
6.856739896739758e-08,0.6494424113135295,3.76,0.0,0.5202194189971925,0.9999831945080765,0.0,2.677023535030667e-12,2.104821910798087e-09,0.01139551070353435,0.0003286844198045607,0.0007335518263106427,0.00047816441001996665,0.0006688051111983914,1.6265929103203394e-05,0.00021918208517968517,2.295445870705874e-08,4.284385575336289e-07,6.695368891109508e-08,8.816980424673092e-08
7.010636945107835e-08,0.6494636852707696,3.76,0.0,0.5200355057559579,0.9999827115986153,0.0,2.9463083751999706e-12,2.157651870761803e-09,0.011632749980065188,0.0003397424670309205,0.0007658878125881173,0.0005010593836247008,0.0007068584297707406,1.673343392023755e-05,0.00023492369782107677,2.3759904856736115e-08,4.3855052851085804e-07,7.53097392847575e-08,9.265703128531396e-08
7.164533993475912e-08,0.6494851054667209,3.76,0.0,0.5198502679681791,0.9999822220342867,0.0,3.2352989173016513e-12,2.210342361547063e-09,0.011869205310850351,0.00035092324891009414,0.000798878191588305,0.000524472521067436,0.0007461775113531739,1.7207476134453868e-05,0.0002514040059494743,2.457462069864558e-08,4.4862862035490404e-07,8.449891249545459e-08,9.728633805180124e-08
7.318431041843989e-08,0.6495066735002386,3.76,0.0,0.5196636930966848,0.9999817256932437,0.0,3.544903029885325e-12,2.2628926377177487e-09,0.012104879078790922,0.0003622255341149067,0.0008325202769343636,0.0005484009586177416,0.0007867762134172087,1.7688174888707985e-05,0.0002686390583090971,2.5398512045056976e-08,4.586728768363497e-07,9.458404519761382e-08,1.0206047896979878e-07
7.472328090212066e-08,0.6495283909527861,3.76,0.0,0.519475768720716,0.9999812224547164,0.0,3.8760451541556304e-12,2.315302196107573e-09,0.012339773710339952,0.0003736480911991522,0.0008668113864879395,0.0005728417816796648,0.0008286682499927049,1.817564817766333e-05,0.0002866447888419635,2.6231485055982083e-08,4.6868335132779097e-07,1.0563122215626276e-07,1.0698226971039402e-07
7.78012218694822e-08,0.649572280353714,3.76,0.0,0.5190958223645173,0.9999801948075998,0.0,4.606722363294348e-12,2.4196981953915457e-09,0.012807235488393126,0.0003968490854438934,0.0009373299710837336,0.0006232486802956278,0.0009163864637062239,1.9171384519582556e-05,0.0003250314361115178,2.7924301483430998e-08,4.886032081224307e-07,1.308928299962698e-07,1.1728037119604809e-07
8.087916283684373e-08,0.6496167859726227,3.76,0.0,0.518710331925826,0.9999791381488546,0.0,5.435046741109753e-12,2.5235301568122504e-09,0.013271610931095823,0.0004205163200793221,0.0010104125744828307,0.0006756689373145972,0.0010094389836108,2.0195605661136714e-05,0.0003666890595682282,2.965232014866914e-08,5.083887613088198e-07,1.6088080483915139e-07,1.2820440301087178e-07
8.395710380420527e-08,0.6496619198326372,3.76,0.0,0.5183192023988058,0.999978051552522,0.0,6.368981514274344e-12,2.626800227704564e-09,0.013732921025670334,0.0004446397965148178,0.0010860378961337401,0.0007300775406256429,0.0011079303164108357,2.1249212902187243e-05,0.0004117408293947913,3.141478779300034e-08,5.280406660795301e-07,1.962499547186911e-07,1.397791223426923e-07
8.703504477156681e-08,0.6497076936702972,3.76,0.0,0.51792234079449,0.9999769341111931,0.0,7.416727950669598e-12,2.7295124178516767e-09,0.014191187460223405,0.0004692094033963401,0.0011641847072349993,0.0007864487719355011,0.0012119626177488386,2.2333087927049367e-05,0.00046030792526417856,3.321094496777169e-08,5.475596443384666e-07,2.3771569775750834e-07,1.520302906849991e-07
9.011298573892835e-08,0.6497541189396783,3.76,0.0,0.5175196561879312,0.99997578493643,0.0,8.586716412563137e-12,2.8316722343887426e-09,0.014646432621821004,0.0004942148984602761,0.0012448318522318617,0.0008447562272427806,0.0013216356605723146,2.34480923923865e-05,0.0005125094891232857,3.504002404787806e-08,5.669464726808012e-07,2.86056913910113e-07,1.6498468085058778e-07
9.319092670628989e-08,0.6498012068017706,3.76,0.0,0.517111059764007,0.9999746031591767,0.0,9.887597464650748e-12,2.9332863965894582e-09,0.015098679592964865,0.0005196458954569061,0.0013279582503865678,0.0009049728339108777,0.0014370468005627042,2.4595067518859465e-05,0.0005684625791964046,3.6901247760550516e-08,5.862019735267479e-07,3.421187700422374e-07,1.786700833366277e-07
9.626886767365142e-08,0.6498489681243056,3.76,0.0,0.5166964648619843,0.9999733879301638,0.0,1.1328233035837449e-11,3.03436261560964e-09,0.015547952146469287,0.0005454918552800806,0.001413542897414065,0.0009670708652103848,0.0015582909393983778,2.5774833687590358e-05,0.0006282821251066902,3.879382813973004e-08,6.053270088581784e-07,4.068155114895476e-07,1.9311531197686447e-07
9.934680864101296e-08,0.6498974134761424,3.76,0.0,0.5162757870188397,0.9999721384203066,0.0,1.2917687641555355e-11,3.1349094322084283e-09,0.015994274738699927,0.0005717420809112758,0.0015015648671776827,0.0010310219527681428,0.0016854604862732592,2.6988190042463896e-05,0.0006920808841143919,4.0716965865054115e-08,6.243224763479517e-07,4.811332130347136e-07,2.0835020880858953e-07
9.999999999999998e-08,0.6499465531233495,3.76,0.0,0.516185721765625,0.9999718687665876,0.0,1.3275013624368808e-11,3.1561799452201184e-09,0.01608861490252153,0.0005773637972416574,0.0015205561499717134,0.0010448290731804538,0.00171321876160529,2.7250079617268807e-05,0.0007061424236750787,4.1128942140784776e-08,6.283370590825252e-07,4.98241376145325e-07,2.1168779407583537e-07
1.024247496083745e-07,0.6499465531233495,3.76,0.0,0.5158489440114229,0.9999708538210959,0.0,1.466521967566888e-11,3.2349360987188147e-09,0.01643767250116695,0.0005983857153739129,0.001592003313436793,0.001096797097741722,0.0018186453184091144,2.8235914099399747e-05,0.0007599693983907905,4.2669849901877866e-08,6.431893070276059e-07,5.661324819243997e-07,2.2440564808887644e-07
1.0550269057573604e-07,0.6499963970250344,3.76,0.0,0.5154158558975664,0.9999695333449763,0.0,1.658027277651902e-11,3.334452489141619e-09,0.016878171230500807,0.0006254117417453319,0.0016848374716360846,0.001164366681649454,0.0019579327414025903,2.9518761363747084e-05,0.0008320559532211342,4.465165734364564e-08,6.619284635548548e-07,6.62951105568308e-07,2.413135394023719e-07
1.0858063154309758e-07,0.6500469548289951,3.76,0.0,0.5149764450561786,0.9999681762257214,0.0,1.8672467271992302e-11,3.4334690276176075e-09,0.01731579737684367,0.000652808984652459,0.0017800466607264139,0.001233700477402004,0.002103407449947483,3.083746495685414e-05,0.0009084465361108191,4.6661553397323705e-08,6.805409387165299e-07,7.728066367468823e-07,2.591068298054277e-07
1.1165857251045912e-07,0.6500982358674532,3.76,0.0,0.5145306362262614,0.9999667817187967,0.0,2.095159171218503e-11,3.531996632114593e-09,0.01775057803067793,0.0006805661130673673,0.0018776102850086927,0.0013047676607031522,0.0022551514891698005,3.219273525277559e-05,0.0009892447968499172,4.8698691493050244e-08,6.990277542323779e-07,8.96998909284771e-07,2.7781950495068525e-07
1.1473651347782065e-07,0.6501502491529658,3.76,0.0,0.5140783565447876,0.9999653491017115,0.0,2.342759449822665e-11,3.6300466713489725e-09,0.018182540908109383,0.0007086716442858844,0.0019775078359928694,0.0013775368219242881,0.002413244216761333,3.358525952606157e-05,0.0010745520086041871,5.076221350611538e-08,7.17389959877069e-07,1.036912477227524e-06,2.974865891362607e-07
1.1781445444518219e-07,0.6502030033744891,3.76,0.0,0.513619535583394,0.9999638776743615,0.0,2.611057561283975e-11,3.7276309313815725e-09,0.018611714334631005,0.0007371139488747212,0.0020797188942636704,0.0014519759786463381,0.0025777622661699515,3.5015701611582474e-05,0.0011644670300801148,5.285125006932788e-08,7.356286327522104e-07,1.1940189706627225e-06,3.1814414422601233e-07
1.2089239541254372e-07,0.6502565068935533,3.76,0.0,0.5131541053838432,0.9999623667593578,0.0,2.9010778457570102e-11,3.824761588205517e-09,0.019038127227402935,0.0007658812563623927,0.0021842231313444686,0.0015280525890629443,0.002748779511107567,3.648470157732581e-05,0.0012590862688094313,5.4964920952826254e-08,7.537448765442186e-07,1.3698793614639242e-06,3.3982926739124646e-07
1.2397033637990525e-07,0.6503107677405813,3.76,0.0,0.5126820004921981,0.9999608157023453,0.0,3.213858180374662e-11,3.9214511843035596e-09,0.019461809076088566,0.0007949616615455286,0.002291000311550875,0.0016057335663376014,0.0029263670315571653,3.799287541105754e-05,0.0013585036456179327,5.7102335498410626e-08,7.717398207398071e-07,1.566146132393532e-06,3.6258008762793915e-07
1.270482773472668e-07,0.6503657936114031,3.76,0.0,0.5122031579916255,0.9999592238723044,0.0,3.550449186514925e-11,4.0177126085023846e-09,0.019882789922288115,0.0008243431313604317,0.002400030293826107,0.0016849852939278146,0.0031105930813958944,3.954081472169847e-05,0.0014628105603579757,5.92625931036195e-08,7.896146198403732e-07,1.7845653431883602e-06,3.864357610062773e-07
1.3012621831462833e-07,0.650421591863988,3.76,0.0,0.5117175175337575,0.9999575906618429,0.0,3.911913449864874e-11,4.113559078552206e-09,0.02030110033761291,0.0008540135122739659,0.002511293033550433,0.0017657736418827024,0.003301523057744069,4.1129086456239756e-05,0.001572095858982619,6.144478375125198e-08,8.073704525808277e-07,2.0269785874732455e-06,4.114364646116839e-07
1.3320415928198987e-07,0.6504781695153936,3.76,0.0,0.51122502136854,0.9999559154874684,0.0,4.29932475373194e-11,4.2090041255220725e-09,0.020716771400448232,0.0008839605381259973,0.002624768584317162,0.0018480639841376562,0.003499219472162494,4.275823263299626e-05,0.0016864458020326096,6.364798857780045e-08,8.250085211154981e-07,2.2953248345842697e-06,4.376233891395945e-07
1.362821002493514e-07,0.650535533238933,3.76,0.0,0.5107256143725037,0.9999541977898476,0.0,4.7137673260668405e-11,4.3040615791829144e-09,0.021129834671457168,0.0009141718383586479,0.002740437099667737,0.0019318212168215072,0.003703741923813061,4.4428770091965486e-05,0.0018059440346059302,6.587128047458772e-08,8.42530050143716e-07,2.5916421506214254e-06,4.6503873011028955e-07
1.3936004121671294e-07,0.6505936893615711,3.76,0.0,0.5102192440753828,0.9999524370340486,0.0,5.1563351007498395e-11,4.398745553967638e-09,0.02154032216788174,0.0009446349465907577,0.0028582788347788148,0.002017009777564401,0.003915147074674485,4.614119026301838e-05,0.00193067155788197,6.811372471782668e-08,8.599362859796112e-07,2.918069293304544e-06,4.937256776742993e-07
1.4243798218407448e-07,0.6506526438615692,3.76,0.0,0.5097058606850182,0.9999506327097671,0.0,5.628130993668026e-11,4.493070435367749e-09,0.02194826633670051,0.0009753373095107274,0.0029782741480944767,0.002103593665776566,0.004133488626888437,4.7895958952609304e-05,0.0020607067022724453,7.037437962538133e-08,8.772284955799626e-07,3.276847175492343e-06,5.237284049827151e-07
1.4551592315143602e-07,0.6507124023663897,3.76,0.0,0.5091854171104768,0.9999487843315326,0.0,6.130266193988874e-11,4.587050866618285e-09,0.022353700026704622,0.001006266296059445,0.003100403502897066,0.0021915364638664977,0.004358817302307285,4.969351614965286e-05,0.0021961251022675843,7.265229723788159e-08,8.944079655317085e-07,3.6703201925375095e-06,5.550920551004302e-07
1.4859386411879756e-07,0.6507729701508583,3.76,0.0,0.5086578689833231,0.9999468914388975,0.0,6.663859470948139e-11,4.680701735459153e-09,0.02275665645955748,0.001037409206870154,0.003224647468810412,0.0022808013593683687,0.004591180824312904,5.153427585117588e-05,0.00233699967304166,7.494652402135457e-08,9.114760009922848e-07,4.100937408974701e-06,5.878627264443705e-07
1.516718050861591e-07,0.6508343521355934,3.76,0.0,0.5081231746769894,0.999944953596609,0.0,7.230036496463066e-11,4.774038160805313e-09,0.02315716919990609,0.0010687532839336912,0.0033509867232294865,0.0023713511679434324,0.004830623901969224,5.341862590830982e-05,0.0024834005888787784,7.725610158870543e-08,9.28433924580591e-07,4.571253600368417e-06,6.220874567332143e-07
1.5474974605352063e-07,0.6508965528857078,3.76,0.0,0.5075812953241877,0.999942970394759,0.0,7.829929183882608e-11,4.867075479259444e-09,0.02355527212461539,0.0011002857204625576,0.0034794020526708862,0.0024631483572119103,0.005077188216561409,5.534692789314263e-05,0.0026353952634771568,7.958006743792361e-08,9.452830752235162e-07,5.083930146492659e-06,6.578142054396248e-07
1.5782768702088217e-07,0.6509595766097913,3.76,0.0,0.5070321948323085,0.9999409414489158,0.0,8.464675043135795e-11,4.959829231453021e-09,0.02395099939119878,0.0011319936709297243,0.003609874354038897,0.002556155071366739,0.005330912410566978,5.731951698690249e-05,0.002793048332186612,8.191745570515244e-08,9.620248069635839e-07,5.641735772379676e-06,6.950918347403773e-07
1.609056279882437e-07,0.6510234271591742,3.76,0.0,0.5064758398967656,0.9999388664002355,0.0,9.135416552461948e-11,5.0523151481951646e-09,0.024344385405520343,0.0011638642612570916,0.0037423846358022525,0.0026503331565189527,0.005591832079098921,5.9336701889897964e-05,0.0029564216362295477,8.426729793067388e-08,9.786604877299185e-07,6.247547134155696e-06,7.339700889641198e-07
1.6398356895560525e-07,0.6510881080274805,3.76,0.0,0.5059122000122376,0.9999367449155521,0.0,9.843300546851147e-11,5.1445491363990415e-09,0.024735464788846376,0.001195884599127428,0.003876914019077046,0.0027456441867232035,0.0058599797638559225,6.139876475359053e-05,0.003125574208951197,8.662862383574505e-08,9.95191498073419e-07,6.904349246969993e-06,7.744995725409746e-07
1.670615099229668e-07,0.6511536223504679,3.76,0.0,0.5053412474817719,0.9999345766874466,0.0,1.0589477623294454e-10,5.236547264771812e-09,0.025124272344325453,0.0012280417843940864,0.004013443738611661,0.0028420494906291876,0.006135384949608343,6.350596113512491e-05,0.0033005622641404993,8.900046210827777e-08,1.0116192298686257e-06,7.615235752718155e-06,8.167317264627773e-07
1.7013945089032833e-07,0.6512199729061608,3.76,0.0,0.5047629574237162,0.9999323614342962,0.0,1.1375101562911738e-10,5.328325749278088e-09,0.02551084302297787,0.001260322919563837,0.0041519551436699645,0.0029395101787018213,0.006418074063241836,6.565851997459119e-05,0.003481439186458668,9.13818411954624e-08,1.0279450849862932e-06,8.38340902566385e-06,8.607188032673251e-07
1.7321739185768986e-07,0.6512871621152774,3.76,0.0,0.5041773077764492,0.9999300989003003,0.0,1.2201328769975382e-10,5.419900938396823e-09,0.02589521188927648,0.0012927151203285438,0.004292429698809387,0.0030379871709509845,0.006708070475374254,6.785664359524097e-05,0.003668255524007793,9.37717901014797e-08,1.044170473940497e-06,9.21218011447596e-06,9.065138405644643e-07
1.762953328250514e-07,0.6513551920419502,3.76,0.0,0.5035842793008832,0.9999277888554865,0.0,1.306931772779421e-10,5.511289298189656e-09,0.02627741408640177,0.0013252055261211795,0.0044348489845509485,0.0031374412251106163,0.0070053945045556384,7.010050772682614e-05,0.0038610589830669916,9.616933918841571e-08,1.0602968145133205e-06,1.0104968519616247e-05,9.541706331262801e-07
