Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26)
0.00865150946975928,0.23182392328379006,3.76,0.0,0.9833897044956507,0.9879912257332495,0.009936532096752335,6.66154420181344e-28,2.5231233090384076e-21,5.263402664664328e-07,1.0102623357760156e-05,6.749984093198611e-05,1.1524541395029603e-07,0.018330942527662535,0.0005836399401033562,0.0018633906243517608,3.5727984307237604e-06,6.319481350766029e-08,1.818908698369381e-09,0.0063640366161731975,4.6588758107532506e-07,1.7187459556743236e-07,0.00011643316562751211,2.285821115106256e-09,6.171885265172492e-05,2.8414463567547184e-09,5.980823600405149e-08,3.271307391801401e-12,1.0290086003229183e-17,5.9906806387660334e-15,4.28439448789046e-10,5.567983787024383e-17,4.731325387729809e-08,2.0776141190131466e-09
0.0087559813384978,0.23183580077814847,3.76,0.0,0.9826789516050565,0.9875623781487401,0.010388638927718508,7.228894435159189e-28,2.6787551623438495e-21,5.5540731519592e-07,1.0332418743338756e-05,7.087338156242364e-05,1.1774365708735411e-07,0.019032766179312353,0.0005911908449376748,0.0019312766364871807,3.652344728612735e-06,6.665258921328918e-08,1.9277643015682498e-09,0.006552322614356542,5.017358477302456e-07,1.770215166293152e-07,0.00012536052786577258,2.435816320179343e-09,6.653086231096488e-05,2.926876904186327e-09,6.340527044368578e-08,3.4960035458371587e-12,1.1410011758860797e-17,6.6485184687361696e-15,4.5802364557619064e-10,6.226081045910633e-17,5.227874067369743e-08,2.2203954891163183e-09
0.008860453207236321,0.23184800482242224,3.76,0.0,0.9819514835361326,0.9871243229442719,0.010853976520464773,7.83517594961102e-28,2.8415314227990646e-21,5.857874818235809e-07,1.0563788389958298e-05,7.443703180812004e-05,1.2025475662367065e-07,0.019750772118376055,0.0005986873956295786,0.002000578231043799,3.732331226093567e-06,7.026375909293726e-08,2.0414550363807655e-09,0.006742822489973479,5.39789688288916e-07,1.8223406152084463e-07,0.0001348444205288019,2.593748350065276e-09,7.165033982618386e-05,3.014142861738238e-09,6.71634103693207e-08,3.732425029763336e-12,1.2634219636219605e-17,7.369321850637985e-15,4.891551226901273e-10,6.9528007755858e-17,5.771635789683721e-08,2.3712036856940732e-09
0.008964925075974841,0.23186053882699073,3.76,0.0,0.9812071803088165,0.9866769929125072,0.011332697146092256,8.482420408893369e-28,3.0116664508544252e-21,6.175177355238174e-07,1.079670594347769e-05,7.819953179113145e-05,1.2277842060588373e-07,0.02048505518096605,0.0006061298765854926,0.00207129976008991,3.8127449167269464e-06,7.403239921943622e-08,2.1601203028105458e-09,0.006935506409209159,5.801508391151337e-07,1.8751167813562746e-07,0.00014491051107006994,2.759947361550707e-09,7.70928730825898e-05,3.1032779919899025e-09,7.108738722578917e-08,3.980979781704877e-12,1.3970830927587624e-17,8.158281155842184e-15,5.218877380722461e-10,7.754246031364477e-17,6.366482142564151e-08,2.5303538558418064e-09
0.009069396944713362,0.2318734061533156,3.76,0.0,0.9804459247219103,0.9862203212768862,0.011824950902471092,9.172732453878192e-28,3.18937756091554e-21,6.506354073605851e-07,1.1031145319703894e-05,8.216987427754637e-05,1.253143651339102e-07,0.021235706638602418,0.0006135185731248108,0.002143445318802992,3.893572849229138e-06,7.796260856390706e-08,2.2839011725936653e-09,0.007130344541192775,6.229241214013329e-07,1.9285381813828076e-07,0.00015558516863494368,2.9347539326466487e-09,8.287465199598843e-05,3.1943162927554673e-09,7.518199402422874e-08,4.2420818686561745e-12,1.5428479879009307e-17,9.020949556744461e-15,5.562761585470661e-10,8.636962660171723e-17,7.016542664089963e-08,2.698167160762571e-09
0.009173868813451882,0.2318866101140728,3.76,0.0,0.9796676023575884,0.9857542416776213,0.012330885711893565,9.90829133383321e-28,3.374885028382178e-21,6.851781793630804e-07,1.1267080692150408e-05,8.635730701096748e-05,1.27862314231055e-07,0.022002814183906004,0.0006208537705869499,0.0022170187504024644,3.974802123681453e-06,8.205850698578775e-08,2.4129403725034017e-09,0.007327307065648743,6.682174796260476e-07,1.9825993709009343e-07,0.0001668954643364876,3.1185192896935313e-09,8.901248509059026e-05,3.2872919739010996e-09,7.945208463472249e-08,4.516151364639463e-12,1.701633880603498e-17,9.96326396487771e-15,5.923758437396186e-10,9.607963647141481e-17,7.7262176129689e-08,2.874970732080275e-09
0.009278340682190403,0.23190015397338234,3.76,0.0,0.9788721015857595,0.9852786881575811,0.012850647319301176,1.0691352341165644e-27,3.568412070162803e-21,7.211840747249314e-07,1.150448648966661e-05,9.077133494751904e-05,1.3042199985399815e-07,0.02278646191666052,0.0006281357537435305,0.0022920236511259394,4.056419891478196e-06,8.632423334711483e-08,2.5473822579864117e-09,0.007526364180258475,7.161420192191574e-07,2.0372949453877426e-07,0.000178869170893052,3.3116055182457966e-09,9.552381632384256e-05,3.3822394319580794e-09,8.390257316110697e-08,4.803614230502207e-12,1.8744144140919945e-17,1.0991567011238653e-14,6.302430302051311e-10,1.0674754622704711e-16,8.500191122091027e-08,3.0610975734902293e-09
0.009382812550928923,0.2319140409470209,3.76,0.0,0.9780593135684144,0.9847935951480048,0.013384379291104968,1.152424844426345e-27,3.770184867934428e-21,7.58691446296159e-07,1.1743337388928262e-05,9.542172238876757e-05,1.3299316177765466e-07,0.023586730330146587,0.0006353648068549857,0.0023684633752288613,4.138413352953468e-06,9.076394339764644e-08,2.687372791228804e-09,0.007727486107452454,7.668120433890764e-07,2.0926195411749623e-07,0.0001915347616172374,3.514385782635265e-09,0.00010242674215786931,3.479193225719473e-09,8.853843329804795e-08,5.104902184030841e-12,2.06222232833679e-17,1.2112629809171229e-14,6.699347142827857e-10,1.1845359779747666e-16,9.343444742564118e-08,3.2568865073920268e-09
0.009487284419667443,0.2319282742026493,3.76,0.0,0.9772291322636452,0.9842988974539467,0.013932223014532385,1.2409391990007354e-27,3.9804325462895305e-21,7.977389671179784e-07,1.198360831591066e-05,0.0001003184950124385,1.3557554766019733e-07,0.02440369629804186,0.0006425412140189127,0.0024463410400463676,4.220769758823802e-06,9.538180791929542e-08,2.833059516009397e-09,0.007930643101123038,8.20345089095808e-07,2.1485678361286188e-07,0.00020492140875392968,3.727244537559668e-09,0.0001097400288665363,3.578188052196424e-09,9.336469758505187e-08,5.420452574626463e-12,2.266152247636139e-17,1.3333675906274293e-14,7.1150863554761e-10,1.312834918486201e-16,1.0261271372691486e-07,3.462682068130897e-09
0.009591756288405964,0.23194285686005325,3.76,0.0,0.9763814544291569,0.9837945302396031,0.014494317697492624,1.334927606833928e-27,4.199387200693898e-21,8.383656190050238e-07,1.2225274439921921e-05,0.00010547194180123358,1.38168912923657e-07,0.025237433062098177,0.0006496652591314565,0.002525659531117084,4.303476408387377e-06,1.0018201060544573e-07,2.984591533982931e-09,0.008135805453794753,8.768619621445246e-07,2.2051345506737535e-07,0.00021905898117159233,3.950577744324374e-09,0.00011748313006984872,3.679258720915438e-09,9.838645670794354e-08,5.750708245966612e-12,2.487363554443474e-17,1.4662406132463444e-14,7.55023258679624e-10,1.45328667136181e-16,1.1259289572155567e-07,3.6788344386138787e-09
0.009696228157144484,0.23195779199139205,3.76,0.0,0.9755161796253516,0.9832804290135119,0.015070800368979943,1.4346476593733769e-27,4.4272838747661635e-21,8.806106825853665e-07,1.246831117153898e-05,0.00011089261686875942,1.407730207874576e-07,0.026088010220500907,0.0006567372257019377,0.0026064215073715795,4.3865206496719225e-06,1.051687461370691e-07,3.1421194808934105e-09,0.008342943504012311,9.364867713985547e-07,2.2623144485898117e-07,0.00023397804140179999,4.18479308319627e-09,0.00012567620448995413,3.7824401304433485e-09,1.0360885880129171e-07,6.096117405432154e-12,2.7270833604415835e-17,1.6107024524165914e-14,8.005377562237449e-10,1.6068658849000557e-16,1.2343458256252674e-07,3.9056993358813484e-09
0.009800700025883005,0.23197308262146143,3.76,0.0,0.9746332102181671,0.9827565296137232,0.015661805880065473,1.540365351551469e-27,4.664360598848984e-21,9.245137248710394e-07,1.2712694156089114e-05,0.00011659134117894926,1.4338764211306335e-07,0.026955493716746784,0.0006637573966589448,0.002688629406348325,4.46988987743491e-06,1.1034621791798251e-07,3.3057955032526306e-09,0.008552027643692343,9.993469621124485e-07,2.320102338066033e-07,0.00024970984202509286,4.430310169342911e-09,0.00013434013392697513,3.887767241388088e-09,1.0903710874539112e-07,6.457133479432914e-12,2.986609580357705e-17,1.767626541941816e-14,8.481119894903269e-10,1.7746104773140772e-16,1.3520091775782398e-07,4.143637946033348e-09
0.009905171894621525,0.23198873172796125,3.76,0.0,0.9737324513816501,0.9822227681928019,0.0162674669054547,1.6523553128837763e-27,4.910858361842777e-21,9.701145897598581e-07,1.2958399273357263e-05,0.00012257920415823615,1.4601255547214453e-07,0.027839945829049213,0.0006707260544444216,0.0027722854494570833,4.553571533934824e-06,1.1571863619972957e-07,3.4757732333168574e-09,0.008763028325292799,1.065573348354913e-06,2.378493072347035e-07,0.0002662863213958339,4.687560760326568e-09,0.0001434965414455004,3.995275053863054e-09,1.1467646739327168e-07,6.834214978888722e-12,3.2673140914104263e-17,1.9379421437715082e-14,8.978064907932366e-10,1.957624674602855e-16,1.479587537610509e-07,4.3930167930704545e-09
0.009999999999999998,0.23200474224178408,3.76,0.0,0.9728993620056113,0.9817296862795718,0.016830017802071478,1.7596756490864416e-27,5.142963391441744e-21,1.0130096738716858e-06,1.3182548078065065e-05,0.0001282741916640144,1.4840389512730243e-07,0.02865749507072242,0.0006770070745027736,0.002849474719767991,4.629788564086293e-06,1.2076744902500304e-07,3.635646489868707e-09,0.008956186199232859,1.1287133981394671e-06,2.4320114369109103e-07,0.00028209131046705435,4.931595895276741e-09,0.00015225287720583924,4.0947762790993655e-09,1.199824957892488e-07,7.190786400489639e-12,3.5416574368129914e-17,2.104958221197111e-14,9.448007588797095e-10,2.13794882439209e-16,1.6045662330392633e-07,4.629592370282032e-09
0.010009643763360046,0.23200474224178408,3.76,0.0,0.9728138111001849,0.9816790812027397,0.01688791394561578,1.7709009188605974e-27,5.1670211635984984e-21,1.0174533850512e-06,1.3205402632623124e-05,0.0001288675651992839,1.4864754697640258e-07,0.028741425160377088,0.0006776434810570216,0.0028573916472746184,4.637553107501285e-06,1.212902157272172e-07,3.6522077656400467e-09,0.00897591606906963,1.135300144501762e-06,2.4374815507759714e-07,0.00028374009870961935,4.956988970161359e-09,0.00015316780976474468,4.104998579405826e-09,1.2053225085575296e-07,7.227825347194321e-12,3.5706460160162394e-17,2.122637294592747e-14,9.496824433778134e-10,2.1570822327218728e-16,1.6177881041022683e-07,4.654207676739226e-09
0.010114115632098566,0.2320211170473021,3.76,0.0,0.9718772001702891,0.9811254053796841,0.01752327532944787,1.89629455379801e-27,5.433095975013506e-21,1.0665704737844557e-06,1.3453680572479127e-05,0.00013546805505793783,1.512924103717893e-07,0.02965998662919637,0.0006845099581500041,0.0029439498049037404,4.721822133364519e-06,1.2706517397172035e-07,3.835255632302923e-09,0.009190661470423044,1.2086649957805615e-06,2.497062719362991e-07,0.00030210446840739797,5.23905147279092e-09,0.00016337709984103952,4.216972819934902e-09,1.2660982970697892e-07,7.638432823678301e-12,3.898135073893102e-17,2.3227618170149184e-14,1.003801663391561e-09,2.3742296302670337e-16,1.767358370732025e-07,4.9275875160242756e-09
0.010218587500837087,0.23203785898267895,3.76,0.0,0.9709225322020573,0.9805616777286675,0.018173677217543,2.0288376965174293e-27,5.709332813849109e-21,1.1175064590668732e-06,1.3703209654765509e-05,0.00014239257713899897,1.5394694680767875e-07,0.030595681460862844,0.0006913257669107859,0.0030319615273531114,4.80636619176742e-06,1.3304772847330285e-07,4.0250747800431365e-09,0.009407235207401927,1.2858090078725714e-06,2.5572315719795e-07,0.0003214133939256573,5.534217715770562e-09,0.00017414836963966369,4.331232737841935e-09,1.3291462827846528e-07,8.066510281878821e-12,4.2513950849362053e-17,2.5394305197530936e-14,1.0602265785331222e-09,2.610389522075824e-16,1.9290877861978021e-07,5.2135383079719735e-09
0.010323059369575607,0.23205497084017548,3.76,0.0,0.969949723620263,0.9799878355081905,0.01883924360600427,2.1688412405960603e-27,5.995984683826593e-21,1.1703021775590542e-06,1.3953966664922918e-05,0.00014965330867327447,1.5661096497656356e-07,0.031548557179634874,0.0006980911881447351,0.0031214282249703708,4.891172909049491e-06,1.3924209536238039e-07,4.221824545588957e-09,0.009625608048111975,1.366876775557616e-06,2.617983150738749e-07,0.0003417015007811487,5.84297011767178e-09,0.0001855063930838022,4.447813237229888e-09,1.3945212382321416e-07,8.512535094923668e-12,4.632127514445216e-17,2.7738264226088328e-14,1.119020210275902e-09,2.866964052866927e-16,2.1038094497731772e-07,5.512446924521859e-09
0.010427531238314127,0.23207245536648582,3.76,0.0,0.9689586936651564,0.97940381621484,0.019520096330883783,2.3166255232467258e-27,6.293307684491021e-21,1.2249986803161989e-06,1.420592860589008e-05,0.0001572627017785041,1.59284280824328e-07,0.0325186576012973,0.0007048065021844049,0.003212351118879656,4.976229955649662e-06,1.4565248614686784e-07,4.425665632854978e-09,0.009845750858193303,1.4520164103996639e-06,2.67931254739298e-07,0.0003630040690092951,6.165804280979856e-09,0.00019747677917755392,4.566749131343723e-09,1.4622784581895364e-07,8.976988960171398e-12,5.0421252129252684e-17,3.027204235685673e-14,1.1802461507168984e-09,3.14543861265392e-16,2.292401845524176e-07,5.824705124463707e-09
0.010532003107052648,0.2320903152630615,3.76,0.0,0.967949364392879,0.9788095575676956,0.020216355073144215,2.4725207424910128e-27,6.6015609150161046e-21,1.2816372324111687e-06,1.4459072699969525e-05,0.0001652334844146891,1.6196671775253757e-07,0.03350602282645082,0.0007114719891239235,0.003304731246479834,5.06152504785582e-06,1.5228310706984798e-07,4.63676008839581e-09,0.01006763460817627,1.541379567441441e-06,2.741214903309771e-07,0.00038535702493039994,6.503229180535662e-09,0.0002100859912852134,4.688075127483841e-09,1.5324737506953842e-07,9.460357774178943e-12,5.4832761470744486e-17,3.3008937872278173e-14,1.2439685460648824e-09,3.447385154556058e-16,2.4957906098679907e-07,6.150709248533028e-09
0.010636474975791168,0.23210855318647133,3.76,0.0,0.9669216606755219,0.978204997492842,0.020928137364270034,2.6368668817827953e-27,6.921006633753677e-21,1.3402592834594153e-06,1.4713376381805256e-05,0.00017357866121621334,1.646581062737471e-07,0.03451068923448199,0.0007180879286502442,0.003398569466942842,5.147045945297855e-06,1.591381544742265e-07,4.85527127885461e-09,0.010291230381051227,1.635121470922514e-06,2.803685411405219e-07,0.00040879693228996176,6.855767377898192e-09,0.00022336136656710335,4.8118257906645184e-09,1.6051634304285225e-07,9.963131433206883e-12,5.957567401946377e-17,3.596303819598288e-14,1.3102520703031816e-09,3.774466444133921e-16,2.7149503395490587e-07,6.490860373284595e-09
0.010740946844529689,0.23212717174874484,3.76,0.0,0.9658755102008164,0.9775900741076335,0.021655558592354525,2.8100142895371806e-27,7.251910115564523e-21,1.400906483461011e-06,1.4968817301181737e-05,0.00018231151422825335,1.673582842071123e-07,0.035532689478179905,0.0007246546003617267,0.003493866466762841,5.232780453238053e-06,1.6622181639148996e-07,5.0813638677430675e-09,0.010516509379628199,1.7334009389888985e-06,2.866719315286187e-07,0.0004333609827071497,7.223955198623633e-09,0.00023733113555051406,4.938035533074217e-09,1.680404309148439e-07,1.0485803734929314e-11,6.467089080536677e-17,3.914925595463267e-14,1.3791619122071367e-09,4.1284390557932457e-16,2.950906427299203e-07,6.845563762111518e-09
0.01084541871326821,0.23214617351774905,3.76,0.0,0.9648108434714524,0.9769647257052079,0.02239873200892728,2.9923234148564292e-27,7.594539858729624e-21,1.4636206251068636e-06,1.522537331525722e-05,0.00019144560349814671,1.7006709645113717e-07,0.036572052479067974,0.0007311722834060854,0.0035906227653192103,5.3187164195162335e-06,1.735382640140618e-07,5.3152037914416035e-09,0.010743442934191313,1.83638040743114e-06,2.930311912446368e-07,0.0004590869855506454,7.608342948939585e-09,0.00025202444184057335,5.066738574624065e-09,1.7582536893262458e-07,1.1028872128787016e-11,7.014038603190399e-17,4.258337060299942e-14,1.4507637423863625e-09,4.511158689109325e-16,3.204736944699507e-07,7.2152294037084136e-09
0.01094989058200673,0.23216556101756722,3.76,0.0,0.9637275938041641,0.9763288907386531,0.023157768736130756,3.1841656570458506e-27,7.94916743490806e-21,1.5284437074262542e-06,1.5483022491406958e-05,0.00020099476760487365,1.7278439476757474e-07,0.037628803423237565,0.0007376412570502337,0.0036888387204154303,5.404841737167395e-06,1.8109165987970219e-07,5.556958240825085e-09,0.010972002509692554,1.9442259523902773e-06,2.9944585513553024e-07,0.0004860133570526033,8.009495082091913e-09,0.0002674713619447414,5.197968932733643e-09,1.838769354507386e-07,1.1592837687873046e-11,7.600724754536716e-17,4.628206599861741e-14,1.525123709565587e-09,4.924581818899077e-16,3.4775745377219267e-07,7.600270802741499e-09
0.01105436245074525,0.23218533672885622,3.76,0.0,0.962625697328188,0.9756825078055418,0.023932777774832256,3.385922797520045e-27,8.316067614737516e-21,1.5954177939970726e-06,1.57417431025792e-05,0.00021097312397946172,1.7551003858351578e-07,0.03870296375818498,0.0007440618000396627,0.0037885145339936837,5.4911443421394216e-06,1.888861377179427e-07,5.806795628298587e-09,0.011202159713510523,2.0571073120952082e-06,3.05915463787449e-07,0.0005141791089996162,8.427990407757697e-09,0.0002837029252126177,5.331760392979438e-09,1.9220095614423247e-07,1.2178204739455164e-11,8.22957229786236e-17,5.0262975862337094e-14,1.6023083918062377e-09,5.37077393954034e-16,3.7706083926660906e-07,8.001106628292182e-09
0.011148387132609919,0.2322034688054792,3.76,0.0,0.9616179969545727,0.9750916940091949,0.024644030622274327,3.57630633806168e-27,8.657000618874013e-21,1.6575685446849604e-06,1.5975489931865014e-05,0.00022033249710459257,1.7797014153880894e-07,0.03968460779991769,0.0007497991110908686,0.0038794709908088914,5.568958330288344e-06,1.9611070609991404e-07,6.038700366051931e-09,0.011410643822940231,2.163149413521944e-06,3.1178471361950486e-07,0.0005406206695639101,8.819954724395392e-09,0.000299008631471513,5.454390155981415e-09,1.999303756431483e-07,1.2723752928457536e-11,8.833683938983367e-17,5.410245918463391e-14,1.6742451254746838e-09,5.802157134208138e-16,4.0526366278302665e-07,8.375710863956552e-09
0.01123300934628812,0.23222005966389303,3.76,0.0,0.9606980752335422,0.9745525773070131,0.025295357083264098,3.755033409974482e-27,8.972701506726892e-21,1.7150487201968242e-06,1.618657634164216e-05,0.00022907196768046128,1.8018984385039388e-07,0.04058016519036573,0.0007549295118342005,0.003962342814114474,5.639098158340255e-06,2.0278510914313425e-07,6.253232794952728e-09,0.011599349467724103,2.262301478192351e-06,3.171045053003944e-07,0.0005653279985664705,9.185510106559352e-09,0.0003133691600727486,5.566573903573969e-09,2.0708317136857364e-07,1.3230226996288149e-11,9.409947536461824e-17,5.7778127043114e-14,1.7410314510895937e-09,6.215974566782451e-16,4.3220978487403905e-07,8.724341457103168e-09
0.011317631559966321,0.23223690949827683,3.76,0.0,0.9597658149918723,0.9740064313019944,0.025957349872039907,3.9409816393743515e-27,9.296953699364476e-21,1.7740154780781118e-06,1.6398327752757542e-05,0.00023811904836363492,1.8241479311456285e-07,0.04148717074258321,0.0007600286331678378,0.004046172326651411,5.709332996832154e-06,2.0962498069087163e-07,6.473371818451835e-09,0.011789053337355504,2.365071453944512e-06,3.2245954710925485e-07,0.0005909197389185085,9.563521504826043e-09,0.0003283028915590854,5.680497174008546e-09,2.1442523390195098e-07,1.3751649686856553e-11,1.0018587562983412e-16,6.16736414691699e-14,1.809790821385439e-09,6.655331872958579e-16,4.6071197476073354e-07,9.084090570192953e-09
0.011402253773644523,0.2322540195453977,3.76,0.0,0.9588211876805833,0.9734532235705586,0.026630062880047486,4.1343761967045756e-27,9.629909323896379e-21,1.8344914256443035e-06,1.6610732999650918e-05,0.0002474817782405669,1.8464492686007484e-07,0.04240562866262771,0.000765096623541983,0.004130959361021616,5.779656516727351e-06,2.166324782445322e-07,6.699209196481788e-09,0.0119797406484708,2.471556669462698e-06,3.278496050553454e-07,0.0006174177114379691,9.954324851228889e-09,0.00034382823543121886,5.796177365821788e-09,2.2195974605232693e-07,1.4288294872531924e-11,1.0661135262231742e-16,6.580038952573882e-14,1.8805593907222113e-09,7.121546937830915e-16,4.908451727259269e-07,9.455186332765636e-09
0.011486875987322724,0.23227139102412273,3.76,0.0,0.9578641659572543,0.9728929217213563,0.02731354910406961,4.335446719904039e-27,9.971722034106047e-21,1.8964992180750282e-06,1.6823781012649493e-05,0.00025716831652989724,1.8688018675120375e-07,0.04333554154380945,0.0007701336307837799,0.004216703693504188,5.850062409966359e-06,2.238097472098249e-07,6.930837174812273e-09,0.012171396693297986,2.5818560666991904e-06,3.332744482723085e-07,0.0006448439677139996,1.0358262638708736e-08,0.00035996405063118316,5.913631745691581e-09,2.2968990976325938e-07,1.4840437407082722e-11,1.1339181074237101e-16,7.017025775900977e-14,1.9533734428931468e-09,7.6159957189906e-16,5.226871475734723e-07,9.83786035130872e-09
0.011563035979633105,0.23228724987205734,3.76,0.0,0.9569922275567526,0.9723825578360811,0.02793794088912728,4.523167692609107e-27,1.0287054927596557e-20,1.9536347198353507e-06,1.701606470953972e-05,0.00026616989761941474,1.8889625678008182e-07,0.04418225797251923,0.0007746405694244459,0.0042946918539258855,5.913492944157927e-06,2.3041620752197423e-07,7.144329998364721e-09,0.012344703307504057,2.6844697297519476e-06,3.3818635992184937e-07,0.0006703396885446568,1.0733325064554304e-08,0.0003750241919798473,6.020871760332725e-09,2.3681700176926563e-07,1.5350844137605915e-11,1.1981136939279157e-16,7.432124834112097e-14,2.0206851046704843e-09,8.086321985540267e-16,5.528725412061936e-07,1.0192359069486915e-08
0.011639195971943486,0.23230332231617445,3.76,0.0,0.9561102102756088,0.9718663979196112,0.028571138566887103,4.717472598251436e-27,1.0609802016685748e-20,2.0120459415171908e-06,1.720885218579968e-05,0.0002754465870812367,1.9091639375489176e-07,0.04503825333358141,0.0007791226404532673,0.00437345496246972,5.976980530501481e-06,2.3716345452556684e-07,7.36265628689613e-09,0.012518772134857518,2.790328747322207e-06,3.431260973529583e-07,0.000696621753777902,1.1119568186612991e-08,0.0003906088564850649,6.1295750848893e-09,2.4410754118003024e-07,1.5874229356489525e-11,1.2654430034182247e-16,7.868861342805349e-14,2.0897097959896776e-09,8.581757111235621e-16,5.845682144422651e-07,1.0556593945868043e-08
0.011715355964253866,0.23231960920850642,3.76,0.0,0.9552180966825713,0.9713444184028391,0.029213178928558257,4.9185386334950745e-27,1.0940077806625386e-20,2.071749444977085e-06,1.74021355472019e-05,0.00028500458233810986,1.9294056118690981e-07,0.04590352616833655,0.0007835799523283951,0.0044529927471259854,6.040520610499311e-06,2.4405302261161827e-07,7.58588419036706e-09,0.012693592619961438,2.8995086216128213e-06,3.4809349711124795e-07,0.0007237066974934103,1.1517255334556117e-08,0.0004067327543176793,6.23975396342534e-09,2.5156389820468103e-07,1.6410795290102698e-11,1.3360349058249145e-16,8.328211853853433e-14,2.1604742127555814e-09,9.103421738955213e-16,6.178370299258917e-07,1.093073600381892e-08
0.01178389995733321,0.2323344514598596,3.76,0.0,0.9544065483306096,0.9708696416058767,0.029798605691783588,5.1054304844495974e-27,1.1243859673189709e-20,2.1266012162433224e-06,1.757650806868365e-05,0.00029385247994184163,1.947657280925824e-07,0.04669020190211277,0.0007875704533031345,0.004525238850752491,6.097747802736079e-06,2.5037657950561713e-07,7.791036920664504e-09,0.012851565044852143,3.0006731069842933e-06,3.5258767505609385e-07,0.000748783384605963,1.1885179906447042e-08,0.00042171771663581254,6.340186593925877e-09,2.5841836485829123e-07,1.690514231271429e-11,1.4024672140273297e-16,8.761799974344368e-14,2.225671853319387e-09,9.596306935386997e-16,6.491776008198566e-07,1.1276077472354922e-08
0.011852443950412553,0.23234946870040785,3.76,0.0,0.9535867968880822,0.9703901146748162,0.03039125037230779,5.298084017385794e-27,1.1553919657820428e-20,2.1825252763252387e-06,1.775127021420655e-05,0.0003029379471326505,1.9659410574540565e-07,0.04748438779940319,0.0007915410657454196,0.0045981119531784045,6.155010519276567e-06,2.568177572078106e-07,8.000265753921129e-09,0.013010130192336105,3.104646063544645e-06,3.571040121023155e-07,0.000774536153214923,1.2262789632022242e-08,0.0004371627931428902,6.441833031475301e-09,2.6541082222143724e-07,1.7410479089165427e-11,1.471750328664924e-16,9.215292320746569e-14,2.292320039928152e-09,1.0112253506494405e-15,6.818937215421776e-07,1.1629708998462515e-08
0.011920987943491897,0.2323646615278831,3.76,0.0,0.9527588312839218,0.9699058204374812,0.03099113859729365,5.496634668116312e-27,1.1870343104148452e-20,2.2395337207936583e-06,1.7926416342586435e-05,0.0003122656646776735,1.9842567108588017e-07,0.04828608060140797,0.0007954918687942147,0.004671611791941478,6.2123054627374365e-06,2.633776526556424e-07,8.213620941377874e-09,0.0131692804857378,3.211484763935474e-06,3.6164239249943714e-07,0.0008009773368409533,1.2650285665860146e-08,0.0004530793649899997,6.5447019445329385e-09,2.725430214358017e-07,1.7926954052765783e-11,1.5439873646395975e-16,9.689479840861844e-14,2.360438367090606e-09,1.0652161796078216e-15,7.160355470489342e-07,1.1991756795185673e-08
0.011982677537263306,0.23237848568762498,3.76,0.0,0.9520066303971789,0.9694658653834773,0.031537252110013646,5.680489941426794e-27,1.2160637182849679e-20,2.2917784807143513e-06,1.808437152222379e-05,0.0003208716444924337,2.0007678662644412e-07,0.04901401927529531,0.0007990307200908089,0.004738297274262761,6.263895742614687e-06,2.693839628875855e-07,8.409210536832282e-09,0.013313009818928898,3.3101377113729244e-06,3.6574568774420926e-07,0.0008253732584261586,1.3007653863343589e-08,0.00046781698612206874,6.638336311942679e-09,2.79082935260199e-07,1.8401428283511237e-11,1.6116140798696796e-16,1.0134618815844279e-13,2.4230181497307105e-09,1.1159336701152184e-15,7.480247664346141e-07,1.2324901327504264e-08
0.012044367131034715,0.23239245297662764,3.76,0.0,0.9512477601445887,0.9690220223802619,0.032089271506014476,5.86934078434966e-27,1.2456219623490105e-20,2.3449202322598696e-06,1.8242629112589625e-05,0.00032968116448537136,2.017304505014863e-07,0.04974803199046694,0.0008025536478057338,0.004805489967665393,6.315507063905757e-06,2.754881069854717e-07,8.608220472932603e-09,0.013457201547176329,3.411201625033966e-06,3.698666628589355e-07,0.0008503459627552033,1.3373346489591679e-08,0.0004829545077957221,6.732974074919955e-09,2.8573875504252444e-07,1.8885154364913066e-11,1.6817990738869074e-16,1.0597798204999064e-13,2.486819097435242e-09,1.1687371599063806e-15,7.812491686531022e-07,1.2665058686003082e-08
0.012106056724806124,0.2324065638156679,3.76,0.0,0.9504822135253687,0.9685742789041507,0.03264721469444365,6.063292939050547e-27,1.2757154529865637e-20,2.3989678001603166e-06,1.840118506964374e-05,0.0003386977432513232,2.0338664791080337e-07,0.050488114933217504,0.0008060607096583645,0.004873189642912781,6.367137037210442e-06,2.8169086829897436e-07,8.810687870856786e-09,0.013601850229965112,3.514719729678773e-06,3.7400523601973267e-07,0.0008759046116804423,1.3747516525932727e-08,0.0004985006737051197,6.828621389391033e-09,2.9251177296249724e-07,1.937824145646324e-11,1.75462401966534e-16,1.1079651243899632e-13,2.5518556200978053e-09,1.2236983399865444e-15,8.157483241135323e-07,1.3012322114392327e-08
