Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26)
1.046448810400906e-06,0.231548155868222,3.76,0.0,1.0018580400671075,0.9999999970379848,4.933446669734824e-12,3.889074308791973e-37,1.1135510384826784e-26,3.6273880554558497e-09,1.435324308841761e-09,1.0257425116915456e-10,1.5560219000768867e-11,4.1017253667441856e-10,2.380794253920654e-09,4.5427503318648536e-11,3.4958760690326195e-10,2.237768126819441e-10,8.25634560150797e-22,3.82431981795424e-12,3.7441753015294485e-23,4.0142359804233776e-13,2.4433277950120983e-12,7.023937201657164e-20,4.178706958244569e-19,2.765645191002716e-13,1.167027146236964e-21,6.4071040158637724e-18,8.309644574725347e-38,2.201831307263585e-35,3.6259949528431756e-16,1.9336005863799143e-31,1.868017811608966e-21,1.0164291234162366e-14
1.0879162243643972e-06,0.2315481558703183,3.76,0.0,1.0018580398953396,0.9999999968985814,5.357852506996628e-12,4.176815503424287e-37,1.1549940012650062e-26,3.762150025720618e-09,1.4796978907631989e-09,1.1065757041696674e-10,1.6106404100298317e-11,4.423119752961277e-10,2.4889473299846563e-09,4.913517085030964e-11,3.66456049904961e-10,2.375106476814945e-10,9.095843308823928e-22,4.150013920348047e-12,4.287068734186989e-23,4.170945324723728e-13,2.636200189919821e-12,7.615338052140071e-20,4.719235665121992e-19,2.875249320212825e-13,1.3387919253347195e-21,6.606413358185472e-18,9.89408157496927e-38,2.6819530140176226e-35,3.739514367203884e-16,2.213802205134789e-31,2.1741018592524328e-21,1.0601469489153908e-14
1.1293836383278882e-06,0.23154815587241745,3.76,0.0,1.0018580397231152,0.999999996758124,5.798430531014949e-12,4.472330857962028e-37,1.196293923605067e-26,3.8964503202255745e-09,1.5235219361963856e-09,1.1903520790418864e-10,1.6645278017807043e-11,4.755624440561262e-10,2.598072898191063e-09,5.2969871535161534e-11,3.832197550659062e-10,2.514048815683229e-10,9.985014830679885e-22,4.490239056045975e-12,4.884066978100155e-23,4.3261559765089225e-13,2.8361088439105995e-12,8.230034440233723e-20,5.304021440020567e-19,2.9833175245844273e-13,1.5278839156671602e-21,6.803253441093921e-18,1.1701147518494019e-37,3.2395133108357336e-35,3.8516231801017036e-16,2.521884401198025e-31,2.515663768173762e-21,1.103725109335632e-14
1.1708510522913793e-06,0.23154815587452016,3.76,0.0,1.0018580395504368,0.9999999966166445,6.255028416581306e-12,4.775551025186777e-37,1.237456297307826e-26,4.0303030645036155e-09,1.5668137462150788e-09,1.277061692453834e-10,1.7177115487344054e-11,5.09912566521262e-10,2.7081609150094968e-09,5.692992599276422e-11,3.998700360362079e-10,2.6544640596237177e-10,1.0924861253781819e-21,4.845124514568984e-12,5.538311209606688e-23,4.4799268188137037e-13,3.0430297686400176e-12,8.867966216601539e-20,5.934733758154103e-19,3.089912251507754e-13,1.7353029067657364e-21,6.997701943784228e-18,1.3751870578627793e-37,3.882921348046702e-35,3.9623661231364376e-16,2.8594522826951724e-31,2.89522125986884e-21,1.1471682818264223e-14
1.2123184662548704e-06,0.23154815587662717,3.76,0.0,1.0018580393773069,0.9999999964741717,6.727499722881433e-12,5.086169481878245e-37,1.2784850376726513e-26,4.163721456506329e-09,1.6095892076690605e-09,1.366694899150308e-10,1.7702167730048785e-11,5.453510532281668e-10,2.8192013850919616e-09,6.101371636162145e-11,4.1639963225041515e-10,2.796230095199107e-10,1.1916365922422692e-21,5.214798243040056e-12,6.25300470713818e-23,4.632312395826358e-13,3.2569396934954146e-12,9.52907539530554e-20,6.613036169880709e-19,3.195091370957028e-13,1.9620650370250606e-21,7.189830198739642e-18,1.6068370831120254e-37,4.6210824996954517e-35,4.0717842513458226e-16,3.2281388891969502e-31,3.3153618731482953e-21,1.1904810844815797e-14
1.2537858802183615e-06,0.23154815587873914,3.76,0.0,1.0018580392037282,0.9999999963307337,7.2157034904151796e-12,5.404024808944363e-37,1.3193837858909072e-26,4.296717823741568e-09,1.6518629455050381e-09,1.4592423347429255e-10,1.8220664590329262e-11,5.818667099067487e-10,2.931184372261326e-09,6.521968155582068e-11,4.328025412909915e-10,2.939233226096508e-10,1.2960494841648029e-21,5.599386852828949e-12,7.03141186383296e-23,4.783363086349039e-13,3.4778160233722394e-12,1.021330601328887e-19,7.340586507697065e-19,3.2989083112737173e-13,2.209202269832792e-21,7.379703875065098e-18,1.867387242959401e-37,5.463402543167686e-35,4.179915339344182e-16,3.629605662003167e-31,3.7787416980220294e-21,1.2336680233322416e-14
1.2952532941818526e-06,0.23154815588085662,3.76,0.0,1.0018580390297034,0.999999996186355,7.719503743689856e-12,5.729046626932909e-37,1.3601562440295454e-26,4.429303692800682e-09,1.6936484987771712e-09,1.554694894131277e-10,1.8732817154222746e-11,6.194484467181558e-10,3.0441000119267287e-09,6.954631165363814e-11,4.4907382516052123e-10,3.083367499927243e-10,1.4058197112465242e-21,5.999015629527268e-12,7.876856934512812e-23,4.933125391751735e-13,3.7056367871891616e-12,1.092060395743128e-19,8.119037128537638e-19,3.401412327767913e-13,2.4777617267490574e-21,7.567383768862389e-18,2.159271703640758e-37,6.419792441807539e-35,4.2867943400816336e-16,4.065541411898098e-31,4.288083769540963e-21,1.2767334438531399e-14
1.3367207081453436e-06,0.23154815588298006,3.76,0.0,1.0018580388552343,0.9999999960410595,8.238769111340823e-12,6.061043884220627e-37,1.4008056382258423e-26,4.561489842641991e-09,1.7349584449293933e-09,1.6530437149638194e-10,1.923881971027485e-11,6.580852844376811e-10,3.157938519510417e-09,7.399214382375948e-11,4.652094735475937e-10,3.2285341923097687e-10,1.5210405440664644e-21,6.413808542857508e-12,8.792723017132576e-23,5.081642217920327e-13,3.940380598346474e-12,1.1650916834008938e-19,8.950035093213616e-19,3.502648792864996e-13,2.7688051467868275e-21,7.752926361260624e-18,2.485037312205161e-37,7.500671672165392e-35,4.3924537086939205e-16,4.5376613688705745e-31,4.846176766887409e-21,1.3196815085010747e-14
1.3781881221088347e-06,0.23154815588511,3.76,0.0,1.001858038680324,0.9999999958948697,8.773372494668274e-12,6.3998483624811055e-37,1.4413350100800586e-26,4.693286351919031e-09,1.7758045008602443e-09,1.75428016294555e-10,1.9738851424754437e-11,6.977663591338612e-10,3.2726901969614573e-09,7.855575892212816e-11,4.812062927400733e-10,3.374641348616575e-10,1.6418036522735095e-21,6.843888257616224e-12,9.782451093360762e-23,5.228953163315275e-13,4.182026619547118e-12,1.2404193852475943e-19,9.83522232050716e-19,3.6026595066446506e-13,3.0834083767109215e-21,7.936384271603215e-18,2.8473445353213243e-37,8.716970835807371e-35,4.496923665061801e-16,5.047707017476686e-31,5.455873779577247e-21,1.362516187760765e-14
1.4196555360723258e-06,0.23154815588724675,3.76,0.0,1.001858038504974,0.9999999957478056,9.32319076079308e-12,6.745391571170369e-37,1.4817474631749947e-26,4.824702643904138e-09,1.816197614041788e-09,1.8583958178909878e-10,2.0233077876686635e-11,7.384809261580731e-10,3.388345438413587e-09,8.323577838428502e-11,4.970618055805677e-10,3.5216033490054114e-10,1.7681991439478326e-21,7.289376145382408e-12,1.0849539087184938e-22,5.375094794975163e-13,4.4305545293930404e-12,1.3180385715992318e-19,1.0776235731973159e-18,3.70148299659966e-13,3.422660872339358e-21,8.117806666220776e-18,3.2489686032526092e-37,1.008013398219868e-34,4.600232430767269e-16,5.597444940692661e-31,6.120091091077685e-21,1.4052412554353113e-14
1.502590363999308e-06,0.2315481558915422,3.76,0.0,1.0018580381529656,0.9999999954511312,1.0467997445122254e-11,7.456049548997196e-37,1.5622319436522734e-26,5.086429262330199e-09,1.8956654756140262e-09,2.07523205459908e-10,2.1204718291022494e-11,8.229681762102665e-10,3.6223286816171374e-09,9.293970102649871e-11,5.283420155252378e-10,3.817778460910962e-10,2.038240121140813e-21,8.227055539729617e-12,1.3230065301538553e-22,5.664002865912646e-13,4.948177108011747e-12,1.4801323594261765e-19,1.2832264668411297e-18,3.895707832954588e-13,4.179536395652925e-21,8.474726646433397e-18,4.181847576120928e-37,1.329540784700237e-34,4.803470641693487e-16,6.823184867949387e-31,7.624060018958507e-21,1.4903766566057308e-14
1.5855251919262901e-06,0.2315481558958687,3.76,0.0,1.0018580377992259,0.999999995151177,1.1672272494948229e-11,8.192015087347093e-37,1.6422787944004546e-26,5.346733628551359e-09,1.973437352459226e-09,2.303488832820408e-10,2.2154847906432188e-11,9.114635877840494e-10,3.859813428704451e-09,1.0309358592102567e-10,5.590411853867515e-10,4.1164852689946173e-10,2.331854507511076e-21,9.22779233516804e-12,1.596338721251064e-22,5.948608517241672e-13,5.493094852069824e-12,1.6513361911633532e-19,1.5131122583741006e-18,4.085577195347591e-13,5.0484001829519966e-21,8.824024628480131e-18,5.308205448929974e-37,1.724838599140024e-34,5.00236230173846e-16,8.229490912262127e-31,9.38263010651676e-21,1.5751139548427722e-14
1.6684600198532723e-06,0.23154815590022795,3.76,0.0,1.001858037443771,0.9999999948480685,1.2935145856833674e-11,8.952223190371732e-37,1.7219051959479592e-26,5.6056717946847635e-09,2.0495809386187047e-09,2.5431051762950893e-10,2.3084438612820617e-11,1.0038857934026438e-09,4.100726592898045e-09,1.1368759113457174e-10,5.891567393026319e-10,4.4172256233095927e-10,2.6497106657065326e-21,1.029251232317507e-11,1.9079441130603703e-22,6.2291215781601e-13,6.065160593429291e-12,1.8316149621231013e-19,1.7685738437665044e-18,4.271310502309651e-13,6.038406705147309e-21,9.166004703040681e-18,6.654463215398782e-37,2.2049271690035263e-34,5.197081584250258e-16,9.83133266679187e-31,1.1421280584378706e-20,1.6594764233152305e-14
1.7513948477802545e-06,0.2315481559046212,3.76,0.0,1.0018580370866166,0.9999999945419171,1.4255788099230597e-11,9.735767092650777e-37,1.80112639524122e-26,5.86329296664798e-09,2.12415778569781e-09,2.7940224040679046e-10,2.399435494441906e-11,1.1001555340737849e-09,4.344996879952702e-09,1.2471230263274873e-10,6.186908318032521e-10,4.719567487952344e-10,2.9924553637203968e-21,1.1422121952461234e-11,2.260898640565017e-22,6.50572594173549e-13,6.664232709181802e-12,2.0209350690709163e-19,2.0508972678890394e-18,4.4530997662635925e-13,7.158882028698104e-21,9.50094339321092e-18,8.248954783638502e-37,2.781658900926652e-34,5.387786740803846e-16,1.16440196999117e-30,1.376638699132723e-20,1.7434846683647907e-14
1.8343296757072366e-06,0.23154815590904956,3.76,0.0,1.0018580367277778,0.9999999942328237,1.5633405711935215e-11,1.0541761888404574e-36,1.8799557136016792e-26,6.119640386525122e-09,2.1972244079188475e-09,3.0561838562755336e-10,2.488537481176925e-11,1.2001956638223968e-09,4.5925548163111775e-09,1.3615869092979108e-10,6.476491611767622e-10,5.023136397950441e-10,3.3607147619432e-21,1.2617508814653654e-11,2.658357922722422e-22,6.778584469222476e-13,7.290174464708747e-12,2.219264199396384e-19,2.361362000824162e-18,4.631115043790658e-13,8.419310346537593e-21,9.829094612914163e-18,1.0121947838077654e-36,3.4677173516085367e-34,5.574622975364207e-16,1.3683182484100911e-30,1.6445186549851114e-20,1.82715693334817e-14
1.917264503634219e-06,0.23154815591351346,3.76,0.0,1.0018580363672691,0.9999999939208799,1.706723721530112e-11,1.1369314786315444e-36,1.9584048725554882e-26,6.374752110496163e-09,2.2688331767244843e-09,3.3295346523101237e-10,2.575820602887293e-11,1.3039311407794657e-09,4.84333276051031e-09,1.4801807499584378e-10,6.760400184119699e-10,5.327607927398175e-10,3.7550953506363865e-21,1.3879542132947187e-11,3.103554751010491e-22,7.047842843712719e-13,7.9428534347061e-12,2.4265711468044443e-19,2.7012411857510015e-18,4.805508653266515e-13,9.829321216408897e-21,1.0150693681035979e-17,1.230566159757338e-36,4.276614878481191e-34,5.757724770787987e-16,1.5964754151012832e-30,1.9485744770761427e-20,1.9105093565492886e-14
2.000199331561201e-06,0.2315481559180134,3.76,0.0,1.001858036005104,0.9999999936061689,1.8556549873991623e-11,1.221759650379039e-36,2.0364842262695136e-26,6.628661696915541e-09,2.3390330481742073e-09,3.614021476836515e-10,2.661349975395838e-11,1.4112890078046646e-09,5.0972649013981074e-09,1.6028209177938282e-10,7.038735230950757e-10,5.63270102760416e-10,4.176184866001851e-21,1.5209073251296442e-11,3.599796676603662e-22,7.313632731946488e-13,8.62214099101651e-12,2.6428256499349813e-19,3.071801863274363e-18,4.976418603759522e-13,1.1398677456494502e-20,1.0465960584879019e-17,1.4834282950673586e-36,5.222689130848832e-34,5.937217779628112e-16,1.8504953447527208e-30,2.2916923169309e-20,1.9935562070489482e-14
2.083134159488183e-06,0.23154815592254951,3.76,0.0,1.001858035641296,0.9999999932887672,2.0100637002638344e-11,1.3085812808516724e-36,2.1142029168095162e-26,6.881398802607106e-09,2.407870114776283e-09,3.9095923942646325e-10,2.7451860878570307e-11,1.522198362419898e-09,5.3542872427256456e-09,1.7294267151888768e-10,7.31161055051472e-10,5.938172253965779e-10,4.62455315862547e-21,1.660693612236627e-11,4.1504637083622373e-22,7.576074365313744e-13,9.327911858550437e-12,2.867998254489621e-19,3.474305171651167e-18,5.143971386305967e-13,1.3137263764735458e-20,1.0775102456002818e-17,1.7743980951282322e-36,6.321098468355279e-34,6.11322025826592e-16,2.1320268269837693e-30,2.6768348225665255e-20,2.076310118407055e-14
2.1660689874151653e-06,0.23154815592712205,3.76,0.0,1.0018580352758581,0.9999999929687454,2.1698815811425414e-11,1.3973191188623465e-36,2.1915690403627343e-26,7.132989693362501e-09,2.4753880082688054e-09,4.216196689822488e-10,2.8273855665300587e-11,1.6365903180754396e-09,5.614337576583997e-09,1.8599201812351467e-10,7.579148522130874e-10,6.243810823595255e-10,5.10075298897778e-21,1.8073947790784704e-11,4.759006124244857e-22,7.835278534292174e-13,1.0060043734912368e-11,3.1020601967418727e-19,3.91000652431467e-18,5.308284107727467e-13,1.505507606392601e-20,1.1078315377431113e-17,2.1072918844864548e-36,7.587816319042767e-34,6.285844113385427e-16,2.4427439860849435e-30,3.107038163195433e-20,2.1587823057002442e-14
2.2490038153421475e-06,0.23154815593173067,3.76,0.0,1.0018580349088035,0.9999999926461691,2.3350425644749113e-11,1.4878994556461843e-36,2.2685897851160054e-26,7.383457684729696e-09,2.5416282091860027e-09,4.5337847322423184e-10,2.9080017476549583e-11,1.7543979605458262e-09,5.877355450409423e-09,1.9942259291694984e-10,7.841477126556598e-10,6.549434347931492e-10,5.605320787419607e-21,1.9610908868173423e-11,5.42894238438148e-22,8.091348080424235e-13,1.081841696182188e-11,3.344983304283377e-19,4.380155769205133e-18,5.469466045995298e-13,1.7162211500515735e-20,1.1375785772536947e-17,2.4861264622426418e-36,9.039624686848233e-34,6.455195705779671e-16,2.7843448044874038e-30,3.585409172098822e-20,2.2409827475361263e-14
2.3319386432691296e-06,0.23154815593637543,3.76,0.0,1.0018580345401438,0.9999999923210993,2.5054826472637913e-11,1.580251693253073e-36,2.34527154732438e-26,7.632823527496211e-09,2.606630301901455e-09,4.862307853593487e-10,2.9870851365797694e-11,1.8755563020434283e-09,6.143282130739279e-09,2.1322710042576615e-10,8.09872757552499e-10,6.854885100859846e-10,6.138777402405428e-21,2.1218603998228603e-11,6.163857135022654e-22,8.344379060841955e-13,1.1602914237538948e-11,3.5967399107710964e-19,4.885997334189505e-18,5.62761983214185e-13,1.9468859036622426e-20,1.1667691549313195e-17,2.9151200789271053e-36,1.0694107179369139e-33,6.621376512309603e-16,3.1585497413063665e-30,4.115122595465873e-20,2.3229203365114388e-14
2.414873471196112e-06,0.2315481559410559,3.76,0.0,1.0018580341698908,0.9999999919935926,2.6811397574094818e-11,1.6743078896948057e-36,2.421620036219959e-26,7.881105744829676e-09,2.6704321836844197e-09,5.201718244103632e-10,3.0646837832097415e-11,2.0000022336586314e-09,6.412060564421262e-09,2.2739847583108792e-10,8.351032452119137e-10,7.160026754922587e-10,6.701628808920289e-21,2.2897802311589396e-11,6.96739930024914e-22,8.594461715205163e-13,1.2413420365020168e-11,3.8573027827758043e-19,5.428770360503491e-18,5.782842421323552e-13,2.1985290612433826e-20,1.1954203038394656e-17,3.398693269084058e-36,1.2569641773266715e-33,6.784483668325793e-16,3.5671003779644846e-30,4.6994184417026533e-20,2.4046030126918686e-14
2.497808299123094e-06,0.23154815594577188,3.76,0.0,1.0018580337980572,0.9999999916637031,2.861953640193473e-11,1.7700029144255585e-36,2.4976403643430358e-26,8.128320924598606e-09,2.7330702279778978e-09,5.55196886087639e-10,3.140843576707324e-11,2.12767447620431e-09,6.68363533734712e-09,2.4192987406173076e-10,8.598524357659799e-10,7.464741551507836e-10,7.294366759091486e-21,2.4649257870300347e-11,7.8432802597104785e-22,8.841681263291491e-13,1.3249822033184443e-11,4.1266450572194097e-19,6.00970882464874e-18,5.935225888294158e-13,2.4721852856470103e-20,1.2235483725679008e-17,3.941469509751429e-36,1.468539325552507e-33,6.944610390984027e-16,4.011758126781354e-30,5.341599430110848e-20,2.4860378859771128e-14
2.580743127050076e-06,0.2315481559505229,3.76,0.0,1.0018580334246534,0.9999999913314809,3.0478657610067765e-11,1.8672743378595123e-36,2.5733371251078225e-26,8.374483971784403e-09,2.794579410819587e-09,5.913013348983543e-10,3.215608469342588e-11,2.25851353010278e-09,6.95795263150624e-09,2.568146602817462e-10,8.841334965250038e-10,7.768927857464969e-10,7.917469400503284e-21,2.6473710101217574e-11,8.795272107748435e-22,9.086118528423876e-13,1.4112007627691819e-11,4.404740188094212e-19,6.630041649492455e-18,6.084858034685976e-13,2.7688959305834007e-20,1.2511690819568357e-17,4.548275771283296e-36,1.7061305270091274e-33,7.101846306661194e-16,4.4943030365940934e-30,6.045028537069374e-20,2.567231343579248e-14
2.6636779549770583e-06,0.23154815595530862,3.76,0.0,1.0018580330496905,0.9999999909969735,3.2388192202316785e-11,1.9660622558776846e-36,2.648714460393577e-26,8.619608327319866e-09,2.854993414021345e-09,6.284805972967525e-10,3.289020651869456e-11,2.3924616252335635e-09,7.234960181500577e-09,2.720464013410259e-10,9.079594327762005e-10,8.072498046801971e-10,8.571401885142556e-21,2.8371884217745897e-11,9.827205989109562e-22,9.327850417899473e-13,1.4999867066551848e-11,4.691561901437757e-19,7.29099280619958e-18,6.231822839489283e-13,3.0897083103831424e-20,1.2782975713973637e-17,5.224143011197569e-36,1.971809214457578e-33,7.256277717969254e-16,5.0165326649750254e-30,6.813126635546946e-20,2.6481891404243915e-14
2.7466127829040405e-06,0.23154815596012845,3.76,0.0,1.0018580326731799,0.9999999906602266,3.434758676569235e-11,2.066309233873901e-36,2.723776119359038e-26,8.863706158734058e-09,2.9143447134228988e-09,6.667301557086373e-10,3.361120699481614e-11,2.529462671290759e-09,7.514607231192882e-09,2.876188578858407e-10,9.313430346378152e-10,8.375376655373281e-10,9.256616955573728e-21,3.0344491629776554e-11,1.0942970508412873e-21,9.56695031552196e-13,1.591329165654907e-11,4.987084157408121e-19,7.993781408675566e-18,6.376200818185651e-13,3.435675015539841e-20,1.3049484384380525e-17,5.9743065904332614e-36,2.2677230766609253e-33,7.40798783199245e-16,5.580260983585251e-30,7.64937022312011e-20,2.7289164762528298e-14
2.8295476108310226e-06,0.23154815596498216,3.76,0.0,1.0018580322951318,0.9999999903212825,3.635630277210021e-11,2.1679602155789005e-36,2.7985255096092174e-26,9.1067885261426e-09,2.9726646540589275e-09,7.060455433203967e-10,3.431947695139188e-11,2.6694622087655456e-09,7.796844490625926e-09,3.035259770418887e-10,9.54296837793916e-10,8.677498774289541e-10,9.973555489004611e-21,3.239223034203272e-11,1.2146510210503877e-21,9.803488419340783e-13,1.6852173967849483e-11,5.291281118066878e-19,8.739621801416916e-18,6.518069331084496e-13,3.8078532717161326e-20,1.3311357725200954e-17,6.804206579568384e-36,2.5960952572481727e-33,7.557056954500375e-16,6.187317332968287e-30,8.557289234666956e-20,2.809418064075422e-14
2.912482438758005e-06,0.23154815596986894,3.76,0.0,1.0018580319155568,0.9999999899801822,3.841381594458993e-11,2.270962410776693e-36,2.872965741621109e-26,9.348865526256529e-09,3.029983512978999e-09,7.464223395497046e-10,3.501539330968191e-11,2.812407360595497e-09,8.081624093270593e-09,3.19761885647271e-10,9.768330972186412e-10,8.978808656166997e-10,1.0722647006764055e-20,3.451578534101352e-11,1.3441824127420384e-21,1.0037532027012755e-12,1.781640772482481e-11,5.604127119838327e-19,9.529723641067529e-18,6.657502842167481e-13,4.2073043388377224e-20,1.3568731831734819e-17,7.71948796814221e-36,2.9592235520134476e-33,7.703562652072173e-16,6.839545449767366e-30,9.540464936987484e-20,2.8896981912019135e-14
2.995417266684987e-06,0.23154815597478848,3.76,0.0,1.0018580315344645,0.9999999896369647,4.0519615681193086e-11,2.3752652123828455e-36,2.9470996672290537e-26,9.589946417158576e-09,3.0863305524494375e-09,7.878561661126804e-10,3.5699319908618965e-11,2.9582467846502567e-09,8.3688995538233e-09,3.3632088395579e-10,9.989637708172105e-10,9.279258507598416e-10,1.1504310168203782e-20,3.671582897061368e-11,1.4832964388015946e-21,1.026914576744184e-12,1.8805887711081863e-11,5.925596650278195e-19,1.0365291972109483e-17,6.794573123811792e-13,4.6350929472724206e-20,1.3821738238994734e-17,8.726000818179026e-36,3.359479601047026e-33,7.847579889244765e-16,7.538802551622349e-30,1.06025279028271e-19,2.969760772116982e-14
3.1612869225389513e-06,0.23154815598472364,3.76,0.0,1.0018580307677687,0.9999999889443247,4.487409775836862e-11,2.5875805972113045e-36,3.0944588982346596e-26,1.0069153309982022e-08,3.1962214126316625e-09,8.738775896266584e-10,3.703259765250188e-11,3.2584104807648767e-09,8.950758768495158e-09,3.703861832033439e-10,1.042054661427755e-09,9.877420914773094e-10,1.3166974572326971e-20,4.13480104309915e-11,1.791919017130513e-21,1.072532985815446e-12,2.086017034242107e-11,6.594304899952937e-19,1.2177625632812196e-17,7.061898517815841e-13,5.579956013810482e-20,1.431515248160831e-17,1.1037147149494514e-35,4.2812260146951685e-33,8.128436511109885e-16,9.085894693970027e-30,1.2978073015718306e-19,3.1292473378883167e-14
3.3271565783929156e-06,0.23154815599478343,3.76,0.0,1.0018580299951219,0.9999999882436421,4.9415918355545277e-11,2.8045419876490407e-36,3.240622008891803e-26,1.0544470272298195e-08,3.302552711135634e-09,9.64075514071499e-10,3.832198396632232e-11,3.569571522888871e-09,9.542076328768754e-09,4.05679526518398e-10,1.0836589411369157e-09,1.0471726194508434e-09,1.496469834712111e-20,4.629391418345896e-11,2.143861749493129e-21,1.117251101686621e-12,2.301419841994624e-11,7.297204138174021e-19,1.4186173473890376e-17,7.320571605769864e-13,6.651010511052802e-20,1.479256904366604e-17,1.378855040408778e-35,5.381754838201203e-33,8.40017880534244e-16,1.0843688713888777e-29,1.5713883092218585e-19,3.287903198966833e-14
3.49302623424688e-06,0.23154815600496353,3.76,0.0,1.001858029216597,0.9999999875351754,5.414143488368642e-11,3.025814673350712e-36,3.385605410237703e-26,1.1015950605286824e-08,3.405526271131447e-09,1.0584161371289813e-09,3.9569980776793765e-11,3.891369836529291e-09,1.0142525974510532e-08,4.421609874449846e-10,1.123861010492304e-09,1.1061987127758074e-09,1.6900485652663444e-20,5.1558499637694544e-11,2.5425446409748305e-21,1.161112685818196e-12,2.5267161095387967e-11,8.034094110538188e-19,1.6400416511628558e-17,7.571084015060653e-13,7.856849446111802e-20,1.525489515027105e-17,1.7034398053160264e-35,6.682619237069942e-33,8.663323770466015e-16,1.2827443618024317e-29,1.8840587989610264e-19,3.445750199472971e-14
3.6588958901008443e-06,0.23154815601525985,3.76,0.0,1.001858028432266,0.999999986819163,5.904718005496903e-11,3.251091015766933e-36,3.529423679991849e-26,1.1483641665469938e-08,3.5053312373762163e-09,1.1568660954471867e-09,4.0778931367055526e-11,4.223465725698391e-09,1.0751799805951148e-08,4.797929074584616e-10,1.1627403646739007e-09,1.1648071457603436e-09,1.8977207113327736e-20,5.7146556288941924e-11,2.9914612268938916e-21,1.2041585614600902e-12,2.7618258679104853e-11,8.804775774011289e-19,1.8829767810594347e-17,7.813895802142663e-13,9.20607826199244e-20,1.5702981040298317e-17,2.083215514092705e-35,8.206482414712953e-33,8.918355920925874e-16,1.5052559451176987e-29,2.2389436438524835e-19,3.602807369705273e-14
3.824765545954809e-06,0.2315481560256684,3.76,0.0,1.0018580276421964,0.9999999860958269,6.412985037089748e-11,3.480088445801405e-36,3.672089985268789e-26,1.194758623523199e-08,3.6021449352908515e-09,1.2593924201413548e-09,4.1951031678240935e-11,4.565538628169e-09,1.1369607165405759e-08,5.185397536163835e-10,1.2003717850925998e-09,1.2229888639068018e-09,2.119761121129487e-20,6.306271322552221e-11,3.494175388185811e-21,1.2464268836640024e-12,3.006670153951265e-11,9.609051134326325e-19,2.1483574034800684e-17,8.049437861575583e-13,1.0707303918595547e-19,1.6137623825903646e-17,2.524256041997569e-35,9.97709676273519e-33,9.165729490491977e-16,1.753455847375528e-29,2.6392247551210456e-19,3.759091520984134e-14
3.990635201808773e-06,0.2315481560361852,3.76,0.0,1.001858026846455,0.999999985365375,6.938629553216263e-11,3.71254714209532e-36,3.813616413528592e-26,1.2407823595832738e-08,3.696133661117501e-09,1.365962501532684e-09,4.308834054493617e-11,4.9172859419336875e-09,1.1995673582385219e-08,5.583679853368853e-10,1.2368255477809956e-09,1.2807379469479478e-09,2.3564334449220396e-20,6.931144807575436e-11,4.054318422521791e-21,1.2879533709413292e-12,3.2611709223776546e-11,1.0446723138744673e-18,2.4371116866821526e-17,8.278114051034888e-13,1.236912529556761e-19,1.6559571042785988e-17,3.032961693620919e-35,1.2019284391689682e-32,9.40587045832055e-16,2.02890665972172e-29,3.0881365751788077e-19,3.9146177130108984e-14
4.156504857662737e-06,0.2315481560468066,3.76,0.0,1.0018580260451053,0.9999999846280021,7.48135086865314e-11,3.948228233807047e-36,3.954014228466946e-26,1.2864390357044086e-08,3.787453406235879e-09,1.4765440614469478e-09,4.419278894539972e-11,5.278421919433032e-09,1.2629739779056484e-08,5.992459298169644e-10,1.2721676466913688e-09,1.3380508075240816e-09,2.6079910540482455e-20,7.589709542410085e-11,4.675586350222412e-21,1.328771504609603e-12,3.5252509759968745e-11,1.1317595609742982e-18,2.7501614313596696e-17,8.500303074262445e-13,1.420012478166851e-19,1.6969523904962543e-17,3.616058284982742e-35,1.4358919201339486e-32,9.639178405563464e-16,2.3331796998171322e-29,3.588961890351011e-19,4.06939961830541e-14
4.322374513516702e-06,0.23154815605752893,3.76,0.0,1.0018580252382092,0.9999999838838899,8.040861748424447e-11,4.186911995576937e-36,4.0932940586902716e-26,1.3317321068865194e-08,3.876250514348877e-09,1.5911051322842031e-09,4.526618826233353e-11,5.6486766282439655e-09,1.3271560734841504e-08,6.411436659888549e-10,1.3064600335831479e-09,1.3949256008540387e-09,2.874677880678882e-20,8.282385470722847e-11,5.3617374431044346e-21,1.3689126986363934e-12,3.7988339121996106e-11,1.2221473215457146e-18,3.0884221905816297e-17,8.716360142580807e-13,1.620886097251516e-19,1.7368140258234873e-17,4.2805960781124357e-35,1.7022910520603815e-32,9.866028199114707e-16,2.667853614007095e-29,4.1450279518074825e-19,4.223449797342971e-14
