Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22)
2.576926505620994e-06,0.07398453052537346,3.76,0.0,0.8442143692582819,0.9999994371920284,0.0,5.607661436221527e-28,1.8428051102699244e-22,3.7993560924923193e-07,1.0116578376623082e-07,2.3283153381266366e-07,1.9314448525864833e-09,3.9005470071775876e-07,4.9368881252625e-07,7.51256387262648e-08,2.4124520887066952e-08,3.1646308698944096e-08,4.244270343656992e-15,1.334832918832738e-08,2.049764461629095e-15
2.6606690068127173e-06,0.07398453070592427,3.76,0.0,0.8442143339757742,0.9999994117957879,0.0,6.054927885881918e-28,1.877600464974108e-22,3.871038743606279e-07,1.0318078731804542e-07,2.4597458101677837e-07,1.9704154812843667e-09,4.123545264787727e-07,5.168865463053703e-07,7.941948246473367e-08,2.4622811895458755e-08,3.227376979116949e-08,4.710080408662695e-15,1.4421083993928854e-08,2.354866725152284e-15
2.7444115080044407e-06,0.07398453088800276,3.76,0.0,0.8442142983174059,0.9999993860763073,0.0,6.51940492300635e-28,1.9113166901203412e-22,3.940496037962173e-07,1.0514508601336785e-07,2.593594689760974e-07,2.0084119606313528e-09,4.350936167191921e-07,5.403899778615613e-07,8.379801647385996e-08,2.5108490416668764e-08,3.288175199834462e-08,5.20797980888014e-15,1.5543472258820642e-08,2.6928225941500656e-15
2.828154009196164e-06,0.07398453107156816,3.76,0.0,0.8442142622921543,0.9999993600415295,0.0,7.000923598474836e-28,1.9439872407896974e-22,4.0077970112219064e-07,1.0706031923959842e-07,2.7297869228037894e-07,2.0454658318454393e-09,4.5826094447821486e-07,5.641895082203071e-07,8.825913177007943e-08,2.5581965906284377e-08,3.347085958426128e-08,5.7388315352473425e-15,1.6716136854759174e-08,3.0658502588346326e-15
2.9118965103878876e-06,0.07398453125658101,3.76,0.0,0.8442142259087155,0.999999333699141,0.0,7.499304353699174e-28,1.9756445850914742e-22,4.073008559086551e-07,1.0892806637510675e-07,2.868249783576341e-07,2.0816074755141757e-09,4.818458390102218e-07,5.88275847763035e-07,9.28007874978018e-08,2.6043632612439893e-08,3.404167808205017e-08,6.303472996625966e-15,1.7939700615763155e-08,3.476225936850444e-15
2.995639011579611e-06,0.07398453144300314,3.76,0.0,0.8442141891755126,0.9999993070565827,0.0,8.01435826794853e-28,2.0063201906764495e-22,4.1361955035229146e-07,1.1074984990734763e-07,3.00891280255753e-07,2.1168661728975153e-09,5.058379727892615e-07,6.126400050147946e-07,9.742100844341523e-08,2.6493870391558136e-08,3.459477487501629e-08,6.9027163707276675e-15,1.921476698021557e-08,3.926282142636671e-15
3.0793815127713344e-06,0.07398453163079759,3.76,0.0,0.8442141521007069,0.9999992801210582,0.0,8.545888184429455e-28,2.0360444826273707e-22,4.197420656958364e-07,1.1252713828325339e-07,3.151707696474761e-07,2.1512701616216335e-09,5.302273491819103e-07,6.372732760005187e-07,1.0211788267736399e-07,2.6933045451712445e-08,3.5130699758461483e-08,7.537349013021135e-15,2.0541920610056925e-08,4.418405982780118e-15
3.163124013963058e-06,0.07398453181992862,3.76,0.0,0.8442141146922039,0.9999992528995414,0.0,9.093689802052167e-28,2.0648469981271228e-22,4.2567448845003787e-07,1.1426134852171311e-07,3.2965683005199336e-07,2.184846686421134e-09,5.550042907341101e-07,6.621672341241794e-07,1.0688955931386322e-07,2.7361511032156848e-08,3.5649985483487594e-08,8.208133914782162e-15,2.192172798816107e-08,4.955037480850528e-15
3.2468665151547813e-06,0.07398453201036156,3.76,0.0,0.8442140769576626,0.9999992253987852,0.0,9.657552725774716e-28,2.09275638501024e-22,4.31422716422987e-07,1.1595384861543087e-07,3.4434305026655505e-07,2.217622046023023e-09,5.801594280216463e-07,6.873137205283467e-07,1.117342463782944e-07,2.7779608026550835e-08,3.615314828442102e-08,8.915810202366944e-15,2.3354737994931774e-08,5.5386679347655396e-15
3.3306090163465047e-06,0.07398453220206302,3.76,0.0,0.8442140389045036,0.9999991976253285,0.0,1.0237261355083996e-27,2.1198003104316343e-22,4.369924645626613e-07,1.1760595974740549e-07,3.5922321800155985e-07,2.2496216364747227e-09,6.056836890182144e-07,7.127048348955447e-07,1.1665020877356782e-07,2.8187665556446578e-08,3.664068839048719e-08,9.661093670441717e-15,2.484148246510034e-08,6.171838309305913e-15
3.414351517538228e-06,0.0739845323950005,3.76,0.0,0.8442140005399158,0.9999991695855045,0.0,1.083259571529857e-27,2.1460056391264464e-22,4.4238927061909244e-07,1.1921895834375417e-07,3.742913137127562e-07,2.280869991005736e-09,6.315682889405375e-07,7.383329266574601e-07,1.2163576633788837e-07,2.8586001500837703e-08,3.711309052162265e-08,1.0444677342569992e-14,2.6382476725625654e-08,6.8571376659232825e-15
3.4980940187299515e-06,0.0739845325891426,3.76,0.0,0.8442139618708642,0.9999991412854458,0.0,1.1443332292514555e-27,2.171398459830968e-22,4.476185006319939e-07,1.2079407798069078e-07,3.895415046244461e-07,2.311390817012162e-09,6.578047205355839e-07,7.641905865824824e-07,1.266892919871045e-07,2.897492298681959e-08,3.757082436863769e-08,1.1267232053453116e-14,2.7978220115515837e-08,7.597201631509958e-15
3.581836519921675e-06,0.0739845327844589,3.76,0.0,0.844213922904097,0.9999991127310928,0.0,1.2069244709047398e-27,2.1960039308541796e-22,4.526853542489263e-07,1.223325111609804e-07,4.0496813893782225e-07,2.341207030647574e-09,6.843847447792382e-07,7.902706387156719e-07,1.318092099356721e-07,2.9354726845614044e-08,3.801434505846838e-08,1.212940704789623e-14,2.9629196488325026e-08,8.394710907406825e-15
3.749321522305122e-06,0.07398453317849736,3.76,0.0,0.8442138441033642,0.9999990548823368,0.0,1.3365681041010539e-27,2.2429498618866425e-22,4.623519292877153e-07,1.2530389239019846e-07,4.363290023949082e-07,2.3988135154164746e-09,7.385439040090722e-07,8.430703368617633e-07,1.422421660880989e-07,3.008811998071845e-08,3.886049731269162e-08,1.3975110620381992e-14,3.30987090290639e-08,1.0173005017045075e-14
3.900058024450225e-06,0.07398453353686198,3.76,0.0,0.8442137722280121,0.9999990020046305,0.0,1.4582067644275978e-27,2.282745889414071e-22,4.7054545433184217e-07,1.2786384651296422e-07,4.651040278959936e-07,2.4484643675053935e-09,7.883847646005421e-07,8.912831669162826e-07,1.518440715024538e-07,3.071977296492902e-08,3.957770863167437e-08,1.5777838164821263e-14,3.6414720909297647e-08,1.1997698034725689e-14
4.050794526595327e-06,0.07398453389860014,3.76,0.0,0.8442136994837963,0.9999989483872209,0.0,1.584403682339353e-27,2.3203488192892424e-22,4.78286667838592e-07,1.3032177007786023e-07,4.943705298264352e-07,2.496155703981654e-09,8.392220856847747e-07,9.401148236518973e-07,1.616387527125824e-07,3.1326072747502376e-08,4.025532802965049e-08,1.7718110981514772e-14,3.991655447511424e-08,1.40521155489976e-14
4.2015310287404294e-06,0.07398453426356656,3.76,0.0,0.844213625903081,0.9999988940585596,0.0,1.7150240319145432e-27,2.355879775877703e-22,4.856005209622223e-07,1.3268332948336618e-07,5.241013902900013e-07,2.541996377459326e-09,8.910164189982684e-07,9.895309402130525e-07,1.716186648018428e-07,3.190842839216512e-08,4.089553950486603e-08,1.9799016446924105e-14,4.36065320991398e-08,1.6353340027594423e-14
4.352267530885532e-06,0.07398453463162367,3.76,0.0,0.8442135515164426,0.9999988390455202,0.0,1.8499339812751955e-27,2.389453065397302e-22,4.925105889839531e-07,1.3495386895210625e-07,5.542709874631548e-07,2.5860890448833335e-09,9.43730506655996e-07,1.039499055842697e-06,1.8177668175715744e-07,3.246816860470586e-08,4.150040662741772e-08,2.2023464735835198e-14,4.748684837472008e-08,1.8918822786999494e-14
4.503004033030634e-06,0.07398453500264185,3.76,0.0,0.8442134763527694,0.999998783373489,0.0,1.9890012849157346e-27,2.4211766053845907e-22,4.990391472029595e-07,1.3713843061718795e-07,5.848551129961353e-07,2.6285305551193315e-09,9.973291566426105e-07,1.0899885076949531e-06,1.9210607265620885e-07,3.300654679912433e-08,4.2071879181608124e-08,2.4394200144915574e-14,5.155957719548009e-08,2.1766362937540247e-14
4.653740535175737e-06,0.07398453537649842,3.76,0.0,0.8442134004393549,0.9999987270664468,0.0,2.1320957887772628e-27,2.451152620857473e-22,5.052072425984827e-07,1.392417729554513e-07,6.158308940249818e-07,2.6694123045604296e-09,1.0517791260785684e-06,1.1409703293702294e-06,2.0260047934150758e-07,3.3524745735399026e-08,4.261179943850463e-08,2.6913812066831044e-14,5.582667843149367e-08,2.4914087719531594e-14
4.804477037320839e-06,0.07398453575307772,3.76,0.0,0.8442133238019859,0.9999986701470501,0.0,2.2790898492767423e-27,2.479477567829108e-22,5.1103476157784e-07,1.4126838778024095e-07,6.471767194508657e-07,2.7088205648142364e-09,1.1070490115430472e-06,1.1924171555568844e-06,2.1325389544406316e-07,3.4023881785376975e-08,4.312190808549926e-08,2.9584745562049444e-14,6.029000423349781e-08,2.838043414564663e-14
4.9552135394659415e-06,0.07398453613227028,3.76,0.0,0.8442132464650269,0.9999986126367036,0.0,2.4298586582194892e-27,2.506242401398169e-22,5.16540493911786e-07,1.4322251591585578e-07,6.78872170375411e-07,2.7468367844920706e-09,1.163109146138815e-06,1.2443031325115897e-06,2.240606466966409e-07,3.450500885947055e-08,4.360384982198383e-08,3.240931149493421e-14,6.495130497632214e-08,3.2184131932265496e-14
5.105950041611044e-06,0.07398453651397291,3.76,0.0,0.8442131684514982,0.9999985545556305,0.0,2.584280516000176e-27,2.5315333919671973e-22,5.217421931458294e-07,1.4510816177224063e-07,7.108979543760422e-07,2.7835378697113705e-09,1.2199315026027195e-06,1.2966038337817507e-06,2.3501537240322764e-07,3.496912205233152e-08,4.405917864687485e-08,3.5389696197421434e-14,6.981223487094549e-08,3.634418764484628e-14
5.256686543756146e-06,0.07398453689808791,3.76,0.0,0.8442130897831501,0.9999984959229379,0.0,2.7422370471233302e-27,2.555431947474386e-22,5.266566336949591e-07,1.469291069590472e-07,7.432358433947367e-07,2.8189964462185012e-09,1.2774896019896567e-06,1.3492961807647558e-06,2.4611300797429803e-07,3.541716104449827e-08,4.448936285603069e-08,3.8527970639117486e-14,7.4874357265972e-08,4.0879869999125566e-14
5.407423045901249e-06,0.07398453728452314,3.76,0.0,0.844213010480533,0.9999984367566792,0.0,2.9036133376691024e-27,2.578014684410207e-22,5.312996648166332e-07,1.4868892303089823e-07,7.758686150275598e-07,2.8532811045618343e-09,1.335758427547629e-06,1.4023583677745572e-06,2.5734876845496886e-07,3.585001328399382e-08,4.489578976631119e-08,4.18260990977025e-14,8.013914965730826e-08,4.5810696252343556e-14
5.558159548046351e-06,0.0739845376731915,3.76,0.0,0.8442129305630647,0.9999983770739129,0.0,3.0682980578777386e-27,2.5993544109324374e-22,5.356862616134174e-07,1.5039098342037923e-07,8.087799970495786e-07,2.8864566294598226e-09,1.3947143435093383e-06,1.4557697913781713e-06,2.687181329935128e-07,3.626851696245775e-08,4.527977017957019e-08,4.528594733378206e-14,8.560800842039915e-08,5.115641962694435e-14
5.7088960501914535e-06,0.07398453806401067,3.76,0.0,0.8442128500490913,0.9999983168907562,0.0,3.2361835577195936e-27,2.6195198807652664e-22,5.398305732202214e-07,1.520384746210601e-07,8.41954615005757e-07,2.9185842148758943e-09,1.4543350185119808e-06,1.5095109837528751e-06,2.8021683019492117e-07,3.667346380203522e-08,4.564254260032675e-08,4.890929027885689e-14,9.128225327982402e-08,5.693701770746054e-14
5.859632552336556e-06,0.07398453845690289,3.76,0.0,0.8442127689559478,0.9999982562224395,0.0,3.407165879644287e-27,2.6385755880494594e-22,5.437459683316621e-07,1.5363440668759207e-07,8.753779426980863e-07,2.949721665912338e-09,1.5145993533496005e-06,1.5635635498089126e-06,2.9184082430308556e-07,3.706560167046535e-08,4.598527722071154e-08,5.2697819246783005e-14,9.716313153118095e-08,6.31726817520684e-14
6.010369054481658e-06,0.0739845388517947,3.76,0.0,0.8442126873000133,0.9999981950833531,0.0,3.5811447807609745e-27,2.656582967716741e-22,5.474450782228603e-07,1.5518162311365083e-07,9.090362554017341e-07,2.979923588554066e-09,1.5754874127749145e-06,1.617910107833123e-06,3.0358630215755206e-07,3.7445637040103705e-08,4.630907968598931e-08,5.665314868160757e-14,1.0325182202987158e-07,6.988380686016967e-14
6.161105556626761e-06,0.07398453924861673,3.76,0.0,0.8442126050967639,0.9999981334870954,0.0,3.7580237610602516e-27,2.673600149534495e-22,5.509398374042311e-07,1.5668281013390934e-07,9.429165856568623e-07,3.0092415684136057e-09,1.6369803611054496e-06,1.672534233441017e-06,3.1544966087781695e-07,3.781423730276884e-08,4.661499465295731e-08,6.077682245820874e-14,1.0954943896002523e-07,7.709098293962759e-14
6.311842058771863e-06,0.07398453964730337,3.76,0.0,0.8442125223608233,0.9999980714465156,0.0,3.937709991520979e-27,2.6896813737060343e-22,5.542415220388659e-07,1.5814050548647886e-07,9.770066814957566e-07,3.0377243391804704e-09,1.699060401418879e-06,1.7274204066506442e-06,3.2742749623402566e-07,3.817203294964693e-08,4.6904009152544215e-08,6.507031975492179e-14,1.1605703539557839e-07,8.481498641993467e-14
6.462578560916966e-06,0.07398454004779266,3.76,0.0,0.844212439106008,0.9999980089737559,0.0,4.120114268367352e-27,2.704878447556957e-22,5.573607862430109e-07,1.595571066694014e-07,1.0112949669738544e-06,3.0654179412029877e-09,1.761710718137175e-06,1.7825539619043973e-06,3.3951659166588816e-07,3.851961962471745e-08,4.717705576715998e-08,6.953506051811833e-14,1.2277560666475541e-07,9.307677266037938e-14
6.613315063062068e-06,0.07398454045002607,3.76,0.0,0.8442123553453733,0.9999979460802895,0.0,4.305151016705945e-27,2.7192406063991663e-22,5.603076963854039e-07,1.6093487872443468e-07,1.0457705048784953e-06,3.092365870965977e-09,1.8249154228053002e-06,1.8379210408701357e-06,3.517139079125826e-07,3.885756006017594e-08,4.7435015632885484e-08,7.417241053898396e-14,1.297060935287787e-07,1.0189746900462307e-13
6.76405156520717e-06,0.07398454085394827,3.76,0.0,0.8442122710912557,0.9999978827769594,0.0,4.492738162582227e-27,2.7328134175666776e-22,5.630917634963806e-07,1.622759615796294e-07,1.0804229614945032e-06,3.118609222202883e-09,1.8886595028788347e-06,1.8935085478604766e-06,3.64016573218081e-07,3.9186385901870414e-08,4.767872127620149e-08,7.898368616306418e-14,1.3684938518517914e-07,1.1129836843538077e-13
6.914788067352273e-06,0.07398454125950701,3.76,0.0,0.844212186355311,0.9999978190740113,0.0,4.682797034159108e-27,2.7456405092050683e-22,5.657219738915931e-07,1.6358237697878795e-07,1.1152425733122986e-06,3.1441868190107834e-09,1.952928773347985e-06,1.9493041077204586e-06,3.764218740789934e-07,3.950659943179503e-08,4.790895929445812e-08,8.397015865298693e-14,1.442063221054853e-07,1.2130092378529842e-13
7.065524569497375e-06,0.0739845416666529,3.76,0.0,0.8442121011485538,0.9999977549811269,0.0,4.875252373395744e-27,2.757763698829717e-22,5.682068181086778e-07,1.648560350223124e-07,1.150220115571386e-06,3.1691353414210417e-09,2.0177098310388656e-06,2.005296026045283e-06,3.889272465045176e-07,3.981867519379193e-08,4.812647288869661e-08,8.913305822450066e-14,1.5177769871642715e-07,1.319267424626777e-13
7.216261071642478e-06,0.07398454207533928,3.76,0.0,0.8442120154813908,0.9999976905074565,0.0,5.070032174016622e-27,2.7692212266631208e-22,5.705543182493381e-07,1.6609874034176622e-07,1.1853468725384875e-06,3.1934894440181025e-09,2.0829900114434252e-06,2.061473251598839e-06,4.015302677599718e-07,4.012306152809068e-08,4.8331964256900726e-08,9.447357777588787e-14,1.5956426593324025e-07,1.431975816532468e-13
7.36699757378758e-06,0.07398454248552211,3.76,0.0,0.8442119293636563,0.9999976256616463,0.0,5.267067531039358e-27,2.7800497303829777e-22,5.727720538143294e-07,1.6731219792954942e-07,1.22061460942503e-06,3.21728186794862e-09,2.148757347937215e-06,2.1178253408105884e-06,4.1422864856702444e-07,4.042018202002153e-08,4.85260968553298e-08,9.999287633015974e-14,1.6756673355319554e-07,1.5513534396161273e-13
7.5177340759326825e-06,0.07398454289715965,3.76,0.0,0.8442118428046422,0.9999975604518685,0.0,5.466292687392672e-27,2.7902848728177087e-22,5.748671861143246e-07,1.6849801864404107e-07,1.2560155458535999e-06,3.2405435466083373e-09,2.215000533251359e-06,2.174342424234689e-06,4.270202257351215e-07,4.0710436867974333e-08,4.870949753520481e-08,1.0569208220839024e-13,1.7578577251706748e-07,1.6776207345832837e-13
7.668470578077785e-06,0.07398454331021262,3.76,0.0,0.8442117558131296,0.999997494885845,0.0,5.667644858382308e-27,2.799958725535117e-22,5.768464813352263e-07,1.696577244090016e-07,1.291542330787804e-06,3.2633037054857043e-09,2.281708883072777e-06,2.2310151748617147e-06,4.399029551999549e-07,4.099420417533457e-08,4.888275856162677e-08,1.1157229595196591e-13,1.842220170458365e-07,1.810999521006987e-13
7.819207080222887e-06,0.07398454372464375,3.76,0.0,0.8442116683974152,0.999997428970874,0.0,5.871064017893498e-27,2.8091018949715226e-22,5.787163323321067e-07,1.7079275312461606e-07,1.3271880188447753e-06,3.2855899565251808e-09,2.3488723016543803e-06,2.2878347781800967e-06,4.5287490544633407e-07,4.127184117073969e-08,4.904643952121489e-08,1.1763459301093336e-13,1.9287606665950794e-07,1.9517129649757424e-13
7.96994358236799e-06,0.07398454414041794,3.76,0.0,0.8442115805653392,0.9999973627138531,0.0,6.0764930015953176e-27,2.817744968725592e-22,5.804827792217597e-07,1.7190446330644907e-07,1.3629460479141275e-06,3.3074283872052653e-09,2.4164812493240123e-06,2.344792903890535e-06,4.659342512942537e-07,4.154368536067769e-08,4.920106912458688e-08,1.2388002621452908e-13,2.017484880845381e-07,2.0999855499042795e-13
8.120680084513092e-06,0.07398454455750202,3.76,0.0,0.8442114923243106,0.9999972961213007,0.0,6.283877342415496e-27,2.825914866021822e-22,5.82151528839958e-07,1.72994138467547e-07,1.3988102180114132e-06,3.3288436446622157e-09,2.484526711787152e-06,2.401881679182e-06,4.790792680280586e-07,4.181005561823286e-08,4.934714690946958e-08,1.3030962803910356e-13,2.1083981705599848e-07,2.2560430502495801e-13
8.271416586658195e-06,0.07398454497586456,3.76,0.0,0.8442114036813301,0.9999972291993781,0.0,6.49316496941336e-27,2.8336369165082273e-22,5.837279731259335e-07,1.740629912580716e-07,1.4347746712980397e-06,3.349859015218549e-09,2.55300017112406e-06,2.459093663482882e-06,4.923083258496619e-07,4.207125321158451e-08,4.948514484991253e-08,1.3692441268806894e-13,2.2015056002027738e-07,2.4201125078927976e-13
8.422153088803297e-06,0.07398454539547591,3.76,0.0,0.8442113146430135,0.9999971619539075,0.0,6.704306383255213e-27,2.8409375486657966e-22,5.852172064931888e-07,1.7511216737612504e-07,1.4708338732033122e-06,3.3704964995013855e-09,2.621893578387566e-06,2.5164218246056647e-06,5.056198846379155e-07,4.2327562775639286e-08,4.961550887677691e-08,1.4372537799752487e-13,2.2968119574380252e-07,2.5924222109649267e-13
8.5728895909484e-06,0.0739845458163081,3.76,0.0,0.8442112252156125,0.9999970943903931,0.0,6.917254536692347e-27,2.847839447419234e-22,5.866240422425111e-07,1.7614274926255505e-07,1.5069825945878077e-06,3.3907768833657627e-09,2.6911993277129637e-06,2.5738595162080873e-06,5.190124889972252e-07,4.257925322997156e-08,4.9738660314388465e-08,1.5071350718021635e-13,2.394321768329677e-07,2.773201674910252e-13
8.723626093093502e-06,0.07398454623833464,3.76,0.0,0.8442111354050349,0.9999970265140361,0.0,7.131964410020387e-27,2.854363236597396e-22,5.879530280699639e-07,1.771557595916779e-07,1.5432158948906549e-06,3.41071980493643e-09,2.760910231856521e-06,2.6314004564980735e-06,5.324847635793839e-07,4.282657864606182e-08,4.985499723797421e-08,1.5788977041991965e-13,2.494039311701563e-07,2.9626816255968257e-13
8.874362595238604e-06,0.07398454666153048,3.76,0.0,0.8442110452168639,0.9999969583297533,0.0,7.348393265444606e-27,2.860531948075334e-22,5.892084607197089e-07,1.7815216456923944e-07,1.579529106206478e-06,3.4303438179673224e-09,2.8310194990837332e-06,2.6890387081138012e-06,5.460354086635525e-07,4.3069779066644175e-08,4.9964895756247606e-08,1.6525512632763256e-13,2.5959686327048607e-07,3.16109398429747e-13
9.025099097383707e-06,0.07398454708587202,3.76,0.0,0.8442109546563754,0.9999968898421925,0.0,7.566500622332698e-27,2.86636489586681e-22,5.903943998287791e-07,1.791328770483453e-07,1.6159178182407466e-06,3.4496664516610877e-09,2.9015207113328182e-06,2.746768659114056e-06,5.596631959801769e-07,4.3309081279813976e-08,5.006871122326548e-08,1.7281052326996116e-13,2.7001135556364607e-07,3.3686718543782616e-13
9.175835599528809e-06,0.0739845475113369,3.76,0.0,0.8442108637285552,0.9999968210557462,0.0,7.78624766216797e-27,2.871878405976564e-22,5.915146810083323e-07,1.8009875947341606e-07,1.6523778640950862e-06,3.468704267192059e-09,2.972407803583055e-06,2.804585005017575e-06,5.733669647653384e-07,4.3544699550408756e-08,5.0166779383453874e-08,1.8055690057949004e-13,2.8064776960495545e-07,3.5856495095438616e-13
9.326572101673911e-06,0.07398454793790404,3.76,0.0,0.8442107724381162,0.9999967519745668,0.0,8.007597553611038e-27,2.877092720374327e-22,5.925729282034687e-07,1.8105062666166955e-07,1.6889053068367822e-06,3.4874729111439557e-09,3.043675044361437e-06,2.862482731833459e-06,5.871456180328093e-07,4.377683631103147e-08,5.0259417453486456e-08,1.8849518965642894e-13,2.915064472195477e-07,3.812262383500661e-13
9.477308603819014e-06,0.07398454836555346,3.76,0.0,0.8442106807895106,0.9999966826025802,0.0,8.230515594985601e-27,2.8820246347046975e-22,5.935725653713768e-07,1.8198924843114602e-07,1.725496426809216e-06,3.5059871659763286e-09,3.1153170173248594e-06,2.920457100028e-06,6.009981190518241e-07,4.4005682814942126e-08,5.034692514449645e-08,1.9662631497001302e-13,3.025877115833685e-07,4.0487470609095747e-13
9.778781608109219e-06,0.0739845492240249,3.76,0.0,0.8442104964344033,0.999996543000823,0.0,8.680924000689448e-27,2.8910967579979275e-22,5.954087695927864e-07,1.838296244097176e-07,1.79885583657442e-06,3.542307594327786e-09,3.259704969028497e-06,3.0366180867342815e-06,6.289207993731617e-07,4.4454217751258285e-08,5.050766631516903e-08,2.1347074272066427e-13,3.2541920594719903e-07,4.55228387597837e-13
9.999999999999997e-06,0.07398455000017212,3.76,0.0,0.8442103602734506,0.9999964398475188,0.0,9.01519213025017e-27,2.8971380127353686e-22,5.966290404977181e-07,1.8515132280625368e-07,1.8528244766053907e-06,3.5684069581045493e-09,3.3665743148442435e-06,3.122020568832168e-06,6.495914663875527e-07,4.477620637376526e-08,5.0614489453852846e-08,2.263282745822273e-13,3.427412160630629e-07,4.948608907643514e-13
1.0050107311970403e-05,0.07398455000017212,3.76,0.0,0.8442103293297419,0.9999964163998376,0.0,9.091337653064397e-27,2.8984410347493745e-22,5.96891538462574e-07,1.854475497466939e-07,1.8650638050088954e-06,3.574258202587935e-09,3.3908872306462794e-06,3.141382643257702e-06,6.542944905257222e-07,4.484835734672041e-08,5.063746874632849e-08,2.2929939038542387e-13,3.4673169270681874e-07,5.041625304138032e-13
1.0321433015831587e-05,0.07398455077956229,3.76,0.0,0.8442101611234789,0.9999962889085576,0.0,9.506362396131872e-27,2.905089035136345e-22,5.982296233677473e-07,1.870327237910821e-07,1.931428971043596e-06,3.605579760710936e-09,3.5232120521639755e-06,3.2463328376303388e-06,6.79893746298159e-07,4.5234361625527425e-08,5.075460636583347e-08,2.4576697562915445e-13,3.687696363437859e-07,5.566682619497979e-13
1.0592758719692772e-05,0.07398455156211377,3.76,0.0,0.8442099918339366,0.999996160543165,0.0,9.925850272626779e-27,2.9110996334342917e-22,5.994370821641415e-07,1.8858830619210177e-07,1.997936063101391e-06,3.636332941033656e-09,3.6566571574543086e-06,3.3514491399065733e-06,7.057143009469634e-07,4.561301557611431e-08,5.086030971007196e-08,2.6287874097230384e-13,3.9153436951034326e-07,6.128876386098533e-13
1.0864084423553956e-05,0.07398455234775214,3.76,0.0,0.844209821477671,0.9999960313182903,0.0,1.0349665938669059e-26,2.9165424366876534e-22,6.005266063561104e-07,1.9011714916910882e-07,2.0645712940010825e-06,3.6665725123005484e-09,3.791202422489675e-06,3.456713894987867e-06,7.317523001975178e-07,4.5985027810577314e-08,5.095568971413879e-08,2.806399090533814e-13,4.1502709691901214e-07,6.729638860791391e-13
1.113541012741514e-05,0.07398455313641068,3.76,0.0,0.8442096500696422,0.9999959012471646,0.0,1.0777686465513147e-26,2.9214778557777456e-22,6.015096541805336e-07,1.916218274585292e-07,2.131322216363856e-06,3.696347914734475e-09,3.926829665482794e-06,3.5621111399517944e-06,7.580042611131523e-07,4.635103800448302e-08,5.1041749361039526e-08,2.9905569023092955e-13,4.392489076522826e-07,7.37041395843243e-13
1.1406735831276325e-05,0.07398455392802882,3.76,0.0,0.8442094776233707,0.9999957703417564,0.0,1.1209799661957721e-26,2.925941744964228e-22,6.023965706278741e-07,1.9310466532115517e-07,2.19817759221471e-06,3.725703778625579e-09,4.06352245763076e-06,3.6676264393187797e-06,7.844670359046772e-07,4.6711623606386755e-08,5.1119394187479185e-08,3.1813128874439187e-13,4.642007862621771e-07,8.052657232397423e-13
1.1678061535137509e-05,0.07398455472255194,3.76,0.0,0.8442093041510781,0.9999956386128931,0.0,1.1645903432833118e-26,2.929987122824368e-22,6.031966958618863e-07,1.945677609386785e-07,2.265127275190046e-06,3.754680392868712e-09,4.201265952156482e-06,3.773246736248641e-06,8.111377792392467e-07,4.7067305898766155e-08,5.1189441774157436e-08,3.378719076401046e-13,4.898836227952165e-07,8.77783586738734e-13
1.1949387238998693e-05,0.07398455551993072,3.76,0.0,0.8442091296638129,0.9999955060703735,0.0,1.2085905742183429e-26,2.9336645532355e-22,6.039184627569175e-07,1.9601300836136694e-07,2.3321621045701e-06,3.783314126443954e-09,4.34004673051327e-06,3.878960218679312e-06,8.380139188316734e-07,4.741855545056452e-08,5.125263028349936e-08,3.5828275261727396e-13,5.162982218095025e-07,9.547428682662432e-13
1.2220712942859878e-05,0.07398455632012052,3.76,0.0,0.8442089541715652,0.9999953727230674,0.0,1.2529722411482373e-26,2.9369921848496207e-22,6.045694849270882e-07,1.9744211731626376e-07,2.3992738096424912e-06,3.811637808746511e-09,4.479852663584452e-06,3.984756198520034e-06,8.650931289035259e-07,4.7765797038211453e-08,5.130962616512406e-08,3.79369035030359e-13,5.434453105113103e-07,1.0362926142884228e-12
1.2492038646721062e-05,0.07398455712308101,3.76,0.0,0.8442087776833685,0.999995238579006,0.0,1.2977276297500135e-26,2.9400100341752277e-22,6.05156636258325e-07,1.9885663110327648e-07,2.4664549232981675e-06,3.839681073272965e-09,4.620672786283279e-06,4.090625002510386e-06,8.92373306204914e-07,4.810941409163876e-08,5.136103111753887e-08,4.0113597419725463e-13,5.713255461049471e-07,1.1225830374625971e-12
1.2763364350582246e-05,0.07398455792877572,3.76,0.0,0.8442086002073945,0.9999951036454625,0.0,1.3428498681525123e-26,2.9427646540310047e-22,6.056861228070886e-07,2.002579427735418e-07,2.53369870392094e-06,3.8674706683324345e-09,4.762497184190579e-06,4.196557873558744e-06,9.198525483383758e-07,4.8449752713553896e-08,5.140738838166776e-08,4.2358879912038715e-13,5.999395224359798e-07,1.2137655187125134e-12
