Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113)
2.1218327535781818e-05,0.7200638088159764,3.76,0.0,0.5851271885337893,0.960856045800047,0.047617088275260615,1.733929306596985e-11,4.921277454591556e-09,0.010015440261257209,0.002053907857567983,0.05746463442216191,0.28865920330034334,0.0016595021439211235,0.24118001840295242,0.00013505419468199566,0.0028469643902643144,0.0023632285339445407,3.743910213134582e-06,1.7267419390098661e-06,0.00021709606252446232,6.628842884818536e-05,0.0071441479094244646,0.002037322039845499,0.0001538788563543295,0.0113036245073275,1.7512105131496546e-09,6.406114355553745e-05,5.3176867467698236e-08,7.178815767496435e-06,2.1742847872982145e-06,4.333597124259057e-08,0.0012973803583341864,1.5036468799646595e-10,6.237263184450012e-05,0.0008318041585633238,3.852406594316853e-07,1.157383168538474e-06,8.929628399613925e-12,2.94001741310675e-12,4.375918121617472e-08,0.001034163309182651,1.0743217301376795e-07,1.6164741372303878e-10,3.645857589902493e-07,1.1082316660138519e-10,1.1257464087080187e-13,3.427296426696666e-07,1.310478991508536e-05,1.320890430564975e-11
2.130167386502814e-05,0.7202196129308346,3.76,0.0,0.5836975125821072,0.9605967689261774,0.047899800218208645,1.740666730024458e-11,4.94016285715057e-09,0.010011159609987419,0.0020493658623478243,0.057743639287308954,0.2898059650288106,0.0016591151765976576,0.24221149955379215,0.00013566681174724212,0.002876139321071468,0.0023709827657797493,3.740512498689806e-06,1.7221216168898012e-06,0.0002174588802019307,6.635551717480298e-05,0.0071941459030057525,0.0020464238072571,0.00015473957616933003,0.011428324722459108,1.7564793891085465e-09,6.433370038054736e-05,5.369764080517042e-08,7.197456215157021e-06,2.198186477890308e-06,4.35447863431223e-08,0.0013098936728073946,1.511051612985961e-10,6.292799292994282e-05,0.0008396299363450725,3.852462587176285e-07,1.161029571992947e-06,8.953520745073878e-12,2.9478735914042914e-12,4.388103585704795e-08,0.0010431709618181515,1.0800768742983228e-07,1.6291278866867238e-10,3.6640778876088714e-07,1.1127286763024675e-10,1.1377652603076995e-13,3.457657884289215e-07,1.3294403772060261e-05,1.3399777600416359e-11
2.1385020194274465e-05,0.7203750898049052,3.76,0.0,0.5822716370872176,0.9603370544379258,0.0481827034283202,1.7473669641238534e-11,4.958969966531981e-09,0.010006763799005624,0.0020448225150402092,0.05802189645905463,0.29094882617670426,0.0016587175566838332,0.24324064780546634,0.0001362774399952819,0.0029054425973242576,0.0023787358661024965,3.7370736105082375e-06,1.7175041938531948e-06,0.00021782005271386417,6.642205400020105e-05,0.007244150802451941,0.0020555055814114867,0.00015559848293674933,0.011553673100175377,1.7617368726565396e-09,6.460507242881592e-05,5.422012801832093e-08,7.215986483591981e-06,2.2221989234369005e-06,4.3752509304576564e-08,0.0013224342926037311,1.5184199106873598e-10,6.348398677712337e-05,0.0008474795377423776,3.8524505663808305e-07,1.1646609799543152e-06,8.977271580215954e-12,2.9556832628897673e-12,4.40021966640476e-08,0.001052204910452004,1.0858214196938702e-07,1.6417998623283506e-10,3.682228059753654e-07,1.1172013700634462e-10,1.1498304414886526e-13,3.488034895195992e-07,1.3485488711197488e-05,1.3592128830268018e-11
2.1468366523520788e-05,0.7205302395845776,3.76,0.0,0.5808495602063604,0.9600769053842351,0.04846579561419353,1.754030217041555e-11,4.977699547001967e-09,0.01000225548675536,0.0020402781530599406,0.05829940498291591,0.2920877904129691,0.0016583094887294514,0.24426746410663452,0.00013688608073327552,0.0029348737384337856,0.0023864876045565434,3.733594619997399e-06,1.7128899561927325e-06,0.00021817959299349297,6.64880445834687e-05,0.007294161446667217,0.002064567391364512,0.00015645556466058744,0.011679667862364051,1.7669829628085956e-09,6.48752610989274e-05,5.474431630233818e-08,7.23440709400227e-06,2.2463216306742216e-06,4.395914276247115e-08,0.0013350017159380466,1.5257518493738432e-10,6.404059242128377e-05,0.0008553527530868967,3.852371914934835e-07,1.16827752912268e-06,9.000882169006252e-12,2.9634468426006716e-12,4.412266937646632e-08,0.0010612650224100203,1.091555292255014e-07,1.6544898510554187e-10,3.7003081205732223e-07,1.1216498173071648e-10,1.1619416053700114e-13,3.518426035554335e-07,1.3678043088003585e-05,1.378595632718709e-11
2.155171285276711e-05,0.7206850624506692,3.76,0.0,0.5794312798594905,0.9598163247944105,0.048749074510923314,1.7606569296241745e-11,4.996352707874347e-09,0.009997637283158903,0.002035733105768632,0.05857616399681287,0.29322286161721395,0.001657891173651729,0.24529194955124017,0.00013749273539472273,0.0029644322644225844,0.002394237752807091,3.7300765782522727e-06,1.7082791827886867e-06,0.00021853751373758913,6.655349410933641e-05,0.007344176688171543,0.0020736092652539916,0.00015731080965990303,0.011806307224710398,1.77221765774729e-09,6.514426786185548e-05,5.5270192899007305e-08,7.252718561731923e-06,2.2705541069203463e-06,4.4164689438875506e-08,0.0013475954452444134,1.5330475084096252e-10,6.45977891479745e-05,0.0008632493735994613,3.8522279917750056e-07,1.1718793545978374e-06,9.024353758988911e-12,2.971164740449815e-12,4.424245967079617e-08,0.0010703511661440054,1.0972784190829036e-07,1.6671976416073286e-10,3.7183180902052484e-07,1.1260740890165581e-10,1.174098405961619e-13,3.5488298981762444e-07,1.3872065204843815e-05,1.3981258369961318e-11
2.1635059182013435e-05,0.7208395586145372,3.76,0.0,0.5780167937806213,0.9595553156821577,0.049032537874511714,1.7672474851675268e-11,5.014929897990879e-09,0.009992911759780867,0.0020311876962499005,0.058852172711169035,0.29435404383397085,0.0016574628094863223,0.24631410534709866,0.0001380974055080161,0.002994117695821405,0.002401986084150751,3.726520520399394e-06,1.703672146814553e-06,0.00021889382745231373,6.661840770278041e-05,0.007394195390283152,0.0020826312304880173,0.00015816420649787107,0.011933589398090064,1.7774409555002423e-09,6.541209424439002e-05,5.579774509641253e-08,7.2709213982027425e-06,2.2948958598946097e-06,4.436915217424355e-08,0.0013602149863338564,1.5403069712791148e-10,6.51555564417687e-05,0.0008711691912165643,3.8520201364983254e-07,1.175466589515841e-06,9.047687583495676e-12,2.9788373614203156e-12,4.436157315090767e-08,0.0010794632109970446,1.10299072864697e-07,1.6799230247413657e-10,3.7362579960245144e-07,1.1304742575906933e-10,1.1863004990697353e-13,3.5792450909485897e-07,1.4067553322290224e-05,1.4178033195688042e-11
2.171840551125976e-05,0.7209937282483964,3.76,0.0,0.5766060994162685,0.9592938810365568,0.0493161834936996,1.7738020445515564e-11,5.033431245482433e-09,0.009988081428052388,0.0020266422371365144,0.0591274304487891,0.29548134136310084,0.001657024590049297,0.24733393287831942,0.0001387000927872573,0.003023929554012419,0.0024097323744239458,3.722927455490332e-06,1.6990691114819925e-06,0.00021924854639152698,6.66827903949117e-05,0.007444216433309968,0.00209163331333776,0.00015901574416006824,0.012061512586044251,1.7826528535621885e-09,6.567874186299553e-05,5.632696034801108e-08,7.2890161210284175e-06,2.3193463984117642e-06,4.457253408279225e-08,0.001372859850428888,1.5475303309282633e-10,6.571387410465945e-05,0.0008791119990198064,3.851749663633276e-07,1.1790393646514259e-06,9.070884854692126e-12,2.986465103474713e-12,4.4480015328094487e-08,0.001088601027714564,1.1086921515403545e-07,1.692665795390761e-10,3.7541278854134225e-07,1.1348503987401675e-10,1.198547545263703e-13,3.6096702526552597e-07,1.4264505636424406e-05,1.4376278977351325e-11
2.1801751840506082e-05,0.72114757164166,3.76,0.0,0.5751991940131809,0.9590320238294083,0.04960000918000654,1.780320760690946e-11,5.0518575290945374e-09,0.009983148757386791,0.0020220970345299306,0.05940193661062954,0.2966047586811441,0.0016565767059442827,0.24835143365133944,0.0001393007990369189,0.0030538673609965157,0.00241747640138095,3.7192983756016867e-06,1.6944703343468342e-06,0.00021960168259029325,6.674664714965419e-05,0.007494238709480265,0.002100615539251073,0.0001598654118754329,0.012190074987060467,1.7878533487782292e-09,6.594421238891345e-05,5.685782607074043e-08,7.3070032342148975e-06,2.3439052315997143e-06,4.477483815167306e-08,0.001385529552544134,1.554717676089521e-10,6.627272215794944e-05,0.0008870775909087305,3.851417863399695e-07,1.1825978088000571e-06,9.093946766240622e-12,2.9940483584969128e-12,4.459779163204018e-08,0.0010977644880187868,1.1143826191134316e-07,1.7054257476828358e-10,3.771927799912617e-07,1.1392025873222723e-10,1.2108392029240857e-13,3.640104032651366e-07,1.446292029768888e-05,1.4575993841854238e-11
2.1885098169752405e-05,0.7213010889990435,3.76,0.0,0.5737960745755089,0.9587697470108812,0.0498840127732088,1.7868041191491538e-11,5.070210021346238e-09,0.00997811616520005,0.0020175523858527882,0.0596756906927696,0.29772430047945897,0.0016561193438643018,0.24936660932156224,0.00013989952618663506,0.0030839306396075444,0.002425217945071856,3.715634250910545e-06,1.6898760648088996e-06,0.0002199532478354421,6.680998285323077e-05,0.007544261125882787,0.0021095779326890953,0.00016071319921462263,0.012319274793648579,1.7930424362819832e-09,6.620850756987162e-05,5.739032982855352e-08,7.324883233876229e-06,2.3685718697267818e-06,4.497606737694302e-08,0.0013982236125498482,1.561869095928227e-10,6.683208090326847e-05,0.0008950657618211192,3.85102599900544e-07,1.186142048963695e-06,9.116874495161638e-12,3.0015875131537543e-12,4.471490742745643e-08,0.0011069534648527196,1.1200620632469019e-07,1.7182026768827694e-10,3.789657781861849e-07,1.1435308980325948e-10,1.2231751299057377e-13,3.6705450952763704e-07,1.4662795401824545e-05,1.4777175861230224e-11
2.196844449899873e-05,0.72145428063702,3.76,0.0,0.5723967379244119,0.9585070535146807,0.05016819213438047,1.7932525250654538e-11,5.088488598366725e-09,0.009972986029452645,0.002013008582413042,0.05994869226317195,0.2988399716109745,0.0016556526875681093,0.250379461656518,0.00014049627623980338,0.0031141189133316706,0.002432956787445014,3.7119360352925787e-06,1.6852865467398798e-06,0.00022030325370715057,6.68728023257838e-05,0.0075942826009085815,0.002118520517328066,0.00016155909596661197,0.012449110193822128,1.7982201116919914e-09,6.647162919994107e-05,5.792445918062079e-08,7.342656615751795e-06,2.393345823394117e-06,4.5176225111018315e-08,0.0014109415540020551,1.5689846918281403e-10,6.739193085157959e-05,0.0009030763075021756,3.8505753166508193e-07,1.1896722099833715e-06,9.13966920154893e-12,3.0090829483808085e-12,4.4831367996943546e-08,0.001116167832080114,1.1257304179141219e-07,1.7309963831851658e-10,3.80731789237058e-07,1.1478354092370842e-10,1.2355549905227022e-13,3.7009921248452726e-07,1.4864129002252493e-05,1.4979823065789743e-11
2.2051790828245052e-05,0.721607146829899,3.76,0.0,0.5710011806938062,0.9582439462572436,0.0504525451467222,1.7996659824220792e-11,5.1066935158886975e-09,0.00996776068709605,0.0020084659088142505,0.06022094096353694,0.2999517770940584,0.0016551769179253071,0.25138999253864175,0.00014109105130066883,0.003144431706376619,0.0024406927124111157,3.7082046652205867e-06,1.6807020178806355e-06,0.0002206517116031512,6.693511032043835e-05,0.007644302064774079,0.0021274433160363695,0.00016240309217451057,0.01257957937107692,1.803386370551583e-09,6.673357912218041e-05,5.846020176910758e-08,7.3603238763186e-06,2.4182266037629912e-06,4.537531462577554e-08,0.0014236829043862494,1.5760645625544633e-10,6.795225273558871e-05,0.000911109024557485,3.850067041940132e-07,1.193188414721571e-06,9.162332028762682e-12,3.0165350393018905e-12,4.494717854078568e-08,0.0011254074645271996,1.1313876183984402e-07,1.7438066664456869e-10,3.824908196677527e-07,1.1521161993455448e-10,1.2479784481736864e-13,3.731443826229619e-07,1.5066919109166343e-05,1.5183933442376542e-11
2.2135137157491376e-05,0.7217596878901801,3.76,0.0,0.5696093992949016,0.9579804281341859,0.050737069719995385,1.8060447994411394e-11,5.124826020282839e-09,0.00996244242589342,0.0020039246415737627,0.060492436523359276,0.3010597221437642,0.001654692212274455,0.2523982039871699,0.00014168385360205133,0.003174868543845159,0.002448425506222073,3.704441056436243e-06,1.6761227084961565e-06,0.00022099863270508573,6.699691151630798e-05,0.007694318461931528,0.00213634635072133,0.0001632451782010304,0.01271068050360429,1.8085412070533066e-09,6.699435924205222e-05,5.899754533398832e-08,7.377885506159596e-06,2.443213722867678e-06,4.557333922015957e-08,0.001436447195962485,1.583108807919397e-10,6.851302755679593e-05,0.0009191637106364922,3.849502375326006e-07,1.1966907847339906e-06,9.184864102541725e-12,3.0239441559274726e-12,4.506234420627873e-08,0.0011346722381780014,1.1370336006966189e-07,1.7566333277839529e-10,3.84242876078595e-07,1.1563733469226509e-10,1.2604451663959323e-13,3.761898921345952e-07,1.5271163681481624e-05,1.5389504926418995e-11
2.22184834867377e-05,0.7219119041221017,3.76,0.0,0.568221389958333,0.957716502023841,0.051021763785829254,1.812389389254149e-11,5.1428866470318026e-09,0.009957033493149168,0.0019993850503781515,0.060763178743465866,0.3021638121345987,0.0016541987450724757,0.25340409813243014,0.0001422746854958747,0.003205428951619247,0.002456154957044967,3.700646107338299e-06,1.6715488423741837e-06,0.0002213440280305355,6.705821053474133e-05,0.007744330748601152,0.002145229642506533,0.00016408534469746102,0.012842411765390714,1.8136846153119996e-09,6.725397152172666e-05,5.953647772581379e-08,7.395341997450129e-06,2.468306693759408e-06,4.577030244525283e-08,0.0014492339650004295,1.5901175364186008e-10,6.907423654174765e-05,0.000927240164264078,3.848882499546267e-07,1.2001794399562532e-06,9.20726653669241e-12,3.031310664127181e-12,4.5176870079824504e-08,0.0011439620299752067,1.1426683024860075e-07,1.7694761720358296e-10,3.8598796650759213e-07,1.1606069332489999e-10,1.272954813265956e-13,3.792356151710797e-07,1.547686063669966e-05,1.5596535412367313e-11
2.2301829815984023e-05,0.72206379590539,3.76,0.0,0.5668371487581108,0.9574521707895477,0.05130662529470563,1.8186999987388925e-11,5.1608754601760246e-09,0.00995153610113167,0.001994847399826426,0.061033167486542486,0.3032640525786381,0.0016536966880236791,0.25440767720085616,0.0001428635493916967,0.0032361124562626433,0.002463880854854695,3.6968207025242662e-06,1.6669806390685826e-06,0.0002216879084064165,6.711901194243683e-05,0.00779433789122927,0.00215409321180522,0.0001649235825054185,0.012974771326780826,1.8188165893796007e-09,6.751241796367998e-05,6.007698674431834e-08,7.412693829004875e-06,2.4935050297955717e-06,4.5966207744090974e-08,0.0014620427512169062,1.5970908529725107e-10,6.963586110771722e-05,0.0009353381847349823,3.8482085760336233e-07,1.2036544979462036e-06,9.229540428608151e-12,3.0386349239244753e-12,4.529076115769723e-08,0.001153276717686544,1.1482916623942855e-07,1.7823350034222966e-10,3.877260984970627e-07,1.164817038874198e-10,1.285507055499229e-13,3.8228142679053076e-07,1.5684007855506733e-05,1.5805022757526448e-11
2.2385176145230346e-05,0.7222153635705331,3.76,0.0,0.5654566715768394,0.9571874372758479,0.0515916522206064,1.8249767798994817e-11,5.178793008227045e-09,0.009945952418570225,0.0019903119472874033,0.06130240269106062,0.30436044915666405,0.0016531862097627153,0.2554089435366703,0.00014345044781109307,0.0032669185852304623,0.0024716029917630673,3.692965707842519e-06,1.6624183112195592e-06,0.00022203028447563992,6.717932023890433e-05,0.007844338869028215,0.002162937078181246,0.00016575988276267678,0.013107757353776728,1.823937122476966e-09,6.77697006281741e-05,6.061906035383381e-08,7.429941484511382e-06,2.5188082453213144e-06,4.616105868519754e-08,0.001474873098732204,1.6040288668913087e-10,7.0197882916439e-05,0.0009434575723157912,3.847481746751985e-07,1.2071160748432193e-06,9.251686859891994e-12,3.045917290484182e-12,4.540402238186969e-08,0.001162616180113891,1.1539036200981092e-07,1.7952096285240548e-10,3.89457280742702e-07,1.1690037455936135e-10,1.2981015618982508e-13,3.8532720431916063e-07,1.5892603174367857e-05,1.6014964775129197e-11
2.246852247447667e-05,0.7223666074985966,3.76,0.0,0.5640799541193507,0.9569223043095757,0.05187684255945988,1.8312200583266682e-11,5.19664028983338e-09,0.009940284573406056,0.0019857789436044174,0.061570884366019034,0.30545300770581557,0.001652667476044697,0.25640789959341787,0.00014403538337871418,0.0032978468668414924,0.0024793211619753494,3.689081971984962e-06,1.6578620655228484e-06,0.00022237116670511848,6.723913985969652e-05,0.007894332673214391,0.0021717612603823545,0.00016659423687017216,0.013241368008398195,1.8290462077429185e-09,6.802582162482383e-05,6.116268654696044e-08,7.447085446530287e-06,2.544215855451986e-06,4.635485897637131e-08,0.001487724555821149,1.6109316923361795e-10,7.076028385790503e-05,0.0009515981282012075,3.8467031343148746e-07,1.2105642856231383e-06,9.27370689706858e-12,3.053158114323107e-12,4.5516658638851704e-08,0.001171980297027654,1.1595041167673197e-07,1.808099856340824e-10,3.9118152280032946e-07,1.1731671369405354e-10,1.3107380042173732e-13,3.8837282704527345e-07,1.610264438807798e-05,1.62263592369203e-11
2.2564516869929184e-05,0.7225404025181733,3.76,0.0,0.5624989685320435,0.9566164452669161,0.05220551133231746,1.8383697578469533e-11,5.217109537494012e-09,0.009933655049904136,0.0019805613962679052,0.06187917533327007,0.306706617333537,0.0016520600055969,0.2575555909034218,0.00014470665601691685,0.0033336193636455155,0.0024882054078056858,3.6845743385164548e-06,1.6526221945591158e-06,0.00022276194121812344,6.730743746283691e-05,0.007951903004726143,0.0021819001718059077,0.0001675527843651062,0.013396026104511431,1.8349164180890921e-09,6.831937311360511e-05,6.17907180589694e-08,7.4667031873851694e-06,2.5736078795738205e-06,4.657677197084437e-08,0.0015025518362000176,1.618838587706127e-10,7.140847738471469e-05,0.0009610000117408813,3.8457436344701693e-07,1.2145193579602732e-06,9.298913295647885e-12,3.0614467290579362e-12,4.56456196493597e-08,0.0011827958430149078,1.1659402293133453e-07,1.822965302598422e-10,3.9315883651699674e-07,1.177933553784765e-10,1.325343603878877e-13,3.9188028522777707e-07,1.6346348768399742e-05,1.647163031042441e-11
2.2660511265381698e-05,0.7227137691867593,3.76,0.0,0.5609229573344157,0.956310064327665,0.05253439125292952,1.84547585471867e-11,5.237486543728681e-09,0.009926919779229677,0.0019753477850752163,0.06218646704342688,0.30795515300644416,0.0016514420444594695,0.2587002250160362,0.00014537533279921237,0.003369552557846952,0.0024970838133677033,3.6800309271578547e-06,1.647390955713558e-06,0.000223150763223333,6.737509922128466e-05,0.008009460993103573,0.0021920130214947153,0.00016850872685813853,0.013551507528529141,1.8407714215096619e-09,6.861138985499816e-05,6.242077528085996e-08,7.4861847400930226e-06,2.6031370068780728e-06,4.6797302059729206e-08,0.0015174058481853628,1.6266991386920854e-10,7.205712315735114e-05,0.0009704294124386768,3.84471855791167e-07,1.2184570194316373e-06,9.323955009709551e-12,3.0696812149411277e-12,4.577376525598389e-08,0.0011936437550853355,1.1723609758003101e-07,1.8378509075367953e-10,3.9512697318988366e-07,1.1826692836946413e-10,1.3400039021445693e-13,3.9538720102432706e-07,1.6591964707895048e-05,1.671882156541025e-11
2.2756505660834213e-05,0.7228867081917393,3.76,0.0,0.5593519131258582,0.9560031657238203,0.05286347936545008,1.8525385621380498e-11,5.257772176008353e-09,0.009920081815620548,0.0019701384624478163,0.06249275984387991,0.3091986243778658,0.001650813831448624,0.2598418061961693,0.00014604141817872634,0.003405645733331286,0.002505956074634237,3.675452952964089e-06,1.6421686368854028e-06,0.00022353764781997228,6.744213161314204e-05,0.008067005155739979,0.0022020998341635402,0.0001694620524653902,0.013707809454429579,1.8466112051448213e-09,6.890187531441802e-05,6.305284015404585e-08,7.505530814915642e-06,2.6328025009437258e-06,4.701645501762002e-08,0.0015322859223175134,1.634513524017343e-10,7.270619463140749e-05,0.000979886031214824,3.843629518406754e-07,1.2223774359631602e-06,9.348833591468025e-12,3.077862081368643e-12,4.5901102557625124e-08,0.0012045238542579318,1.1787662712869582e-07,1.85275638479628e-10,3.9708594878510275e-07,1.1873744563644774e-10,1.354718402018845e-13,3.9889339776672055e-07,1.68394886402573e-05,1.6967929400153078e-11
2.2852500056286727e-05,0.7230592201509133,3.76,0.0,0.5577858282207125,0.9556957536563573,0.05319277275120001,1.8595584710051104e-11,5.277967872532881e-09,0.009913144144442755,0.0019649337698864826,0.06279805419592016,0.31043704135056893,0.0016501756003760694,0.2609803388846298,0.0001467049167364806,0.003441898175719339,0.0025148218913031493,3.6708416018013432e-06,1.6369555156203771e-06,0.0002239226097907147,6.750854100784751e-05,0.008124534030840827,0.0022121606331701894,0.0001704127497328981,0.013864929050475542,1.852435755015173e-09,6.919083304003496e-05,6.368689487546289e-08,7.524742123028053e-06,2.6626036272359853e-06,4.723423677480887e-08,0.0015471913966573672,1.642281927904969e-10,7.335566566627761e-05,0.000989369570698271,3.8424780961388687e-07,1.2262807712927255e-06,9.373550569106127e-12,3.085989830367841e-12,4.602763856446817e-08,0.0012154359632148967,1.185156032499144e-07,1.8676814514811437e-10,3.9903578045305966e-07,1.1920492027465416e-10,1.3694866096888194e-13,4.023987018717063e-07,1.7088916932098347e-05,1.721895014610442e-11
2.294849445173924e-05,0.7232313057841652,3.76,0.0,0.5562246946819241,0.9553878322983795,0.053522268524540964,1.866536115408146e-11,5.29807383600165e-09,0.009906109689577109,0.0019597340395325733,0.06310235066161073,0.3116704140467347,0.0016495275806658516,0.26211582767717484,0.0001473658331712349,0.003478309172233564,0.002523680966570773,3.6661980340857257e-06,1.6317518612257482e-06,0.00022430566363330348,6.75743336715632e-05,0.008182046175268031,0.002222195440625285,0.0001713608075608436,0.014022863479992884,1.8582450579531265e-09,6.947826664046486e-05,6.432292162427345e-08,7.543819373277177e-06,2.6925396525397094e-06,4.745065347986039e-08,0.0015621216160314672,1.6500045421942306e-10,7.400551047981527e-05,0.0009988797350791137,3.841265841361204e-07,1.2301671861702526e-06,9.398107444349178e-12,3.0940649551050815e-12,4.6153380162554535e-08,0.0012263799061197054,1.1915301790717703e-07,1.8826258285871125e-10,4.0097648691761694e-07,1.1966936565823063e-10,1.3843080370608295e-13,4.0590294309713624e-07,1.7340245889641063e-05,1.7471880074653585e-11
2.3044488847191756e-05,0.7234029657918402,3.76,0.0,0.5546685043259959,0.9550794057948773,0.05385196383282056,1.8734716213572513e-11,5.318090328752696e-09,0.00989898131363498,0.0019545395941069515,0.06340564990202618,0.3128987528033192,0.001648869997356486,0.2632482773216761,0.0001480241723066668,0.0035148780117700887,0.0025325330071448364,3.6615233847604557e-06,1.6265579344547784e-06,0.00022468682357775662,6.763951577709843e-05,0.008239540164654773,0.0022322042774082524,0.0001723062152210066,0.014181609901650627,1.864039099365167e-09,6.976417978500061e-05,6.496090273679841e-08,7.562763267267447e-06,2.7226098450734005e-06,4.7665711201981507e-08,0.0015770759321619688,1.6576815562146246e-10,7.465570365278508e-05,0.0010084162301445523,3.839994272038632e-07,1.234036837822265e-06,9.422505693922186e-12,3.1020879401974677e-12,4.627833411768995e-08,0.001237355508620756,1.1978886314941354e-07,1.8975892375876777e-10,4.029080868997351e-07,1.2013079509198523e-10,1.3991821953717113e-13,4.0940595367380396e-07,1.759347175992772e-05,1.7726715397762816e-11
2.314048324264427e-05,0.7235742009064996,3.76,0.0,0.5531172486869466,0.954770478258314,0.05418185586141906,1.8803653896819075e-11,5.338019264467482e-09,0.009891761808629995,0.0019493507454911541,0.06370795269182514,0.3141220682032901,0.0016482030703963847,0.2643776927404331,0.00014867993910947828,0.0035516039851841608,0.0025413777238000174,3.6568187594053208e-06,1.621373986090366e-06,0.00022506610354255745,6.770409339267195e-05,0.008297014596324615,0.0022421871629813824,0.00017324896242122475,0.014341165468852099,1.8698178634455402e-09,7.004857621595198e-05,6.560082068013603e-08,7.5815744992014815e-06,2.7528134749016895e-06,4.78794160534367e-08,0.0015920537047670914,1.6653131609768967e-10,7.530622018584201e-05,0.0010179787635372355,3.8386648705749895e-07,1.2378898813895473e-06,9.446746769710292e-12,3.110059262757261e-12,4.640250711082032e-08,0.0012483625980829246,1.2042313117173537e-07,1.9125714021518284e-10,4.0483059955657493e-07,1.2058922192058128e-10,1.4141085978574702e-13,4.12907568674623e-07,1.7848590722080575e-05,1.798345225944705e-11
2.3236477638096784e-05,0.7237450118602724,3.76,0.0,0.5515709190953105,0.954461053776724,0.054511941823921446,1.8872180047858186e-11,5.357860996085198e-09,0.009884453914426205,0.0019441677971131644,0.0640092598877959,0.31534037100672413,0.0016475270161434635,0.2655040789817185,0.00014933313868035336,0.003588486384873524,0.0025502148302936688,3.652085241108264e-06,1.6162002589778065e-06,0.00022544351725425557,6.776807250794377e-05,0.008354468083796696,0.002252144115782386,0.00017418903924109298,0.014501527331456815,1.8755813354586866e-09,7.033145973662847e-05,6.62426581265649e-08,7.600253772822485e-06,2.783149813822671e-06,4.8091774527296306e-08,0.0016070542996557838,1.6728995606145298e-10,7.595703539828373e-05,0.0010275670443138272,3.837279096299363e-07,1.2417264700041875e-06,9.470832105148755e-12,3.117979393466677e-12,4.652590572664672e-08,0.001259401003151128,1.210558144763636e-07,1.927572051596569e-10,4.067440464857795e-07,1.2104465991241104e-10,1.429086765824627e-13,4.164076266802281e-07,1.8105598906710822e-05,1.824208675605564e-11
2.33324720335493e-05,0.7239153994592515,3.76,0.0,0.5500295066582077,0.9541511364112771,0.05484221896476635,1.8940296934327748e-11,5.377615470552115e-09,0.009877060313655655,0.0019389910443544604,0.06430957243691758,0.3165536721670526,0.001646842046539221,0.2666274412317766,0.00014998377620423646,0.0036255245049424422,0.0025590440438675146,3.6473238904817346e-06,1.6110369893142822e-06,0.0002258190781495925,6.783145902152017e-05,0.008411899258415855,0.002262075153082642,0.00017512643607573054,0.014662692635465444,1.881329499777845e-09,7.061283420556557e-05,6.688639765328148e-08,7.618801768033805e-06,2.81361813491789e-06,4.830279279084498e-08,0.0016220770892860514,1.6804409483678795e-10,7.660812495307856e-05,0.0010371807830990597,3.8358383736609473e-07,1.2455467527216132e-06,9.49476310524406e-12,3.1258487931910266e-12,4.664853640580274e-08,0.0012704705538669474,1.2168690564084098e-07,1.9425909128603283e-10,4.086484476863302e-07,1.2149712254971252e-10,1.444116216753906e-13,4.199059677757442e-07,1.8364492389865347e-05,1.8502614928543923e-11
2.3428466429001813e-05,0.7240853644775452,3.76,0.0,0.5484930022506059,0.9538407301945419,0.0551726845610251,1.9008007094320873e-11,5.397283772592873e-09,0.009869583628610873,0.0019338207733197636,0.06460889138009489,0.3177619828389768,0.0016461483692583074,0.26774778482050693,0.0001506318569745248,0.003662717641354878,0.002567865085376982,3.642535742552636e-06,1.6058844044567233e-06,0.00022619279940100807,6.789425873764379e-05,0.00846930677044697,0.002271980290955539,0.00017606114369519952,0.014824658523030264,1.8870623395158954e-09,7.089270354266413e-05,6.753202211540824e-08,7.637219170165706e-06,2.8442177130008415e-06,4.8512477258074866e-08,0.0016371214532670843,1.687937526057482e-10,7.725946488287394e-05,0.0010468196922017014,3.8343440997250806e-07,1.2493508767221222e-06,9.518541153268461e-12,3.1336679165164073e-12,4.6770405527531386e-08,0.0012815710817561928,1.2231639737159527e-07,1.9576277174021253e-10,4.105438248614612e-07,1.2194662349425414e-10,1.4591964729294247e-13,4.2340243522598176e-07,1.8625267191482788e-05,1.8765032762240655e-11
